wavelength,Back_HapUnim,Belly_HapUnim,Breast_HapUnim,Crissum_HapUnim,Crown_HapUnim,DorTail_HapUnim,Patch10_HapUnim,Rump_HapUnim,Throat_HapUnim,WingTip_HapUnim
367.84,9.88014175083,13.5036666667,12.2141333333,11.6630666667,9.41806666667,9.33166666666,12.3368,10.4196833333,14.066,10.5071
368.20,9.79521414141,13.4263333333,12.129,11.5769333333,9.30426666667,9.24533333334,12.2647333333,10.2988694444,13.9855833334,10.3201
368.56,9.76098148149,13.4705333333,12.1562,11.5391333333,9.17696666666,9.183,12.2337333333,10.2375638889,13.90875,10.2139333333
368.93,9.72647171718,13.4563333333,12.1334666667,11.5318666667,9.14983333333,9.06099999999,12.1913333333,10.1936972222,13.7957916667,10.1554333333
369.29,9.75626363636,13.5812,12.1920666667,11.6520666667,9.27933333333,9.06266666666,12.2917333333,10.2342916667,13.7544583333,10.2122
369.65,9.70961447812,13.5867333333,12.1424666666,11.6152,9.15649999999,8.91906666667,12.1206666667,10.1509111111,13.6290416667,10.1579
370.01,9.74619326598,13.6949333333,12.1834666667,11.6538666667,9.17499999999,8.99273333333,12.2243333333,10.1491583333,13.5912083334,10.1672333333
370.38,9.87266531986,13.7962,12.2419333333,11.7364666667,9.26469999999,9.17079999999,12.3689333333,10.2270666667,13.7282083333,10.2343
370.74,9.76735858585,13.739,12.1828666667,11.6874666667,9.19909999999,9.12819999999,12.3924,10.1664333333,13.6309166667,10.1607333333
371.10,9.68360909091,13.7702666667,12.0996,11.6408666667,9.11009999999,9.03766666667,12.3184666667,10.0399555555,13.546,10.0919
371.46,9.53717441077,13.6667333333,11.93,11.5514666667,8.98979999999,8.91153333333,12.1865333333,9.87914722223,13.39825,9.98746666667
371.83,9.38661818183,13.607,11.8346,11.4638,8.84446666666,8.7734,12.0213333333,9.74759166667,13.234875,9.87609999999
372.19,9.38828181819,13.6452666667,11.8357333333,11.5171333333,8.86273333334,8.73433333333,12.0936666667,9.75467777779,13.289875,9.93853333334
372.55,9.58542929294,13.8036,11.9806,11.6864,9.07746666667,8.98853333333,12.2871333333,9.90253055556,13.4113333333,10.1406666667
372.92,9.63646969697,13.8466666667,11.9888,11.7201333333,9.12180000001,9.0252,12.3368,9.9013388889,13.469125,10.1551333333
373.28,9.50263973064,13.6799333333,11.8577333333,11.5763333333,8.966,8.91566666667,12.2144666667,9.76243888888,13.3434166667,9.99630000001
373.64,9.42935420876,13.6139333333,11.7716666667,11.5363333334,8.94143333333,8.87713333333,12.2320666667,9.71708333333,13.2857083333,9.92113333334
374.00,9.41326599327,13.5043333333,11.7793333333,11.5246,8.94906666667,8.90593333333,12.2268,9.70779722223,13.2086666667,9.90156666667
374.37,9.42216700337,13.5156666667,11.8400666667,11.5629333333,8.99146666666,8.92206666667,12.2101333333,9.74939722222,13.1872916666,9.94593333333
374.73,9.5298922559,13.5497333333,11.9070666667,11.6252666667,9.01816666667,8.90846666666,12.2040666667,9.77846111111,13.256625,9.98086666665
375.09,9.72426262628,13.641,12.047,11.7689333333,9.22396666667,9.04393333334,12.3678,9.94800277777,13.3534166667,10.1682333333
375.45,9.87495050506,13.8176666667,12.2379333333,11.9172666667,9.40146666667,9.10666666667,12.5439333333,10.1065083333,13.450875,10.2873666667
375.81,9.97004242425,13.9236666667,12.3594,11.9458666667,9.47626666667,9.16939999999,12.6441333333,10.1886805556,13.5664166666,10.314
376.18,10.0783892256,14.0422,12.4601333334,12.0004,9.603,9.27986666667,12.6879333333,10.2673694444,13.5879166667,10.3854666667
376.54,10.0512175084,14.0267333333,12.446,12.0056,9.56676666667,9.18313333333,12.6844666667,10.2562138889,13.5805416667,10.3412333333
376.90,10.065156229,14.0364666667,12.5318,12.0366666667,9.60186666666,9.22580000001,12.7564666667,10.291475,13.5419166666,10.3865666667
377.26,9.95956936025,13.9293333333,12.4706,11.9215333333,9.48316666667,9.06786666666,12.6338,10.1461083333,13.4192083333,10.2344666667
377.63,9.95011750843,13.8745333333,12.5516,11.9376,9.48813333333,9.05746666667,12.64,10.1527694444,13.4100833333,10.2638
377.99,9.89020202023,13.8636,12.5444,11.9274666667,9.46913333333,8.98173333334,12.6006666667,10.107225,13.3889166667,10.2082333333
378.35,9.72659831651,13.7593333333,12.4106666667,11.7955333333,9.30453333332,8.79933333334,12.5003333333,9.96100277779,13.233125,10.0018
378.71,9.59146363637,13.6144666667,12.3344,11.7005333334,9.23046666667,8.71780000001,12.3665333333,9.85493055556,13.1142083333,9.87556666667
379.07,9.46588653198,13.5186,12.2857333333,11.5756666667,9.06236666667,8.55626666667,12.2514,9.72231666666,13.036125,9.70639999999
379.44,9.42886094276,13.5569333333,12.3086,11.5440666667,9.03760000001,8.6144,12.2134,9.72776111112,13.0816666667,9.64886666667
379.80,9.4004,13.4111333333,12.2796,11.5206,9.02496666667,8.60906666667,12.1952666667,9.68031944444,13.09,9.62656666667
380.16,9.3274077441,13.3115333333,12.2502,11.492,8.95543333333,8.53973333333,12.1528,9.63278888888,13.0289166666,9.54759999999
380.52,9.15172053872,13.1377333333,12.1291333333,11.3394,8.82143333333,8.41366666667,11.9455333333,9.53149722221,12.847875,9.39573333333
380.88,9.15964915825,13.2044,12.1468,11.3853333333,8.80893333333,8.4646,11.9344666667,9.50297499999,12.8545416667,9.39256666668
381.24,9.15564949494,13.2347333333,12.1127333333,11.4184666667,8.80936666666,8.51306666667,11.9433333333,9.54469444445,12.89475,9.41666666667
381.61,9.26384579126,13.4116666667,12.2166666667,11.5057333333,8.92266666666,8.59600000001,12.1078666667,9.63374444445,12.9843333333,9.44796666667
381.97,9.28749023569,13.4227333333,12.2557333333,11.5369333333,8.92993333334,8.56053333333,12.1704666667,9.64725833334,13.0352083333,9.45819999999
382.33,9.41692659933,13.5096,12.3640666667,11.6134,9.03893333333,8.64306666667,12.2202,9.73563888889,13.0748333333,9.5658
382.69,9.47464074073,13.6252,12.3716,11.6384666667,9.04919999999,8.69560000001,12.2457333333,9.7627388889,13.1360833333,9.57909999999
383.05,9.52672794613,13.6843333333,12.4256,11.7296666667,9.17173333334,8.77619999999,12.3714,9.82245555556,13.2055,9.64993333335
383.41,9.51546801347,13.6481333333,12.3884,11.702,9.1331,8.70833333334,12.3178666667,9.77523333335,13.1221666667,9.60770000001
383.77,9.46153602693,13.6726666667,12.2947333333,11.6575333333,9.05413333333,8.61213333334,12.2194,9.72412500001,12.9928333333,9.54653333333
384.14,9.51961582491,13.7178,12.3462,11.7163333333,9.1097,8.61479999999,12.2465333333,9.79451944445,13.0009583333,9.61126666666
384.50,9.55706397307,13.7887333333,12.3516,11.7230666667,9.16443333333,8.6046,12.3110666667,9.77668333333,13.0117916667,9.60286666667
384.86,9.5537117845,13.7221333333,12.3416,11.6632,9.1665,8.54039999999,12.2713333333,9.79370555554,12.9807916667,9.53969999999
385.22,9.64574276095,13.8434666667,12.4756666667,11.7507333333,9.28576666667,8.62786666667,12.3408666667,9.87874999999,13.0354583333,9.62099999999
385.58,9.52951245792,13.7265333333,12.3617333333,11.6114666667,9.15026666667,8.50593333334,12.1478,9.71465277778,12.8990833333,9.48939999999
385.94,9.61002188552,13.8784,12.3888,11.7162666667,9.24233333334,8.58373333333,12.2292666667,9.76655555554,12.9431666667,9.53833333333
386.30,9.50592323233,13.8027333333,12.3259333334,11.6377333333,9.16900000001,8.47720000001,12.1868666667,9.68555555556,12.9182083333,9.45129999999
386.66,9.44133872053,13.8155333333,12.3334,11.6093333333,9.18846666667,8.44186666667,12.2216666667,9.69795833333,12.835375,9.4393
387.03,9.34197575757,13.7389333333,12.1934666667,11.49,9.08556666666,8.3284,12.0843333333,9.60886666667,12.6856666667,9.33886666667
387.39,9.31511279462,13.6853333333,12.1736,11.4617333333,9.06963333333,8.36173333333,12.0698666667,9.57842777777,12.65325,9.30649999999
387.75,9.28304747473,13.6676666667,12.2095333333,11.465,9.09106666666,8.32833333333,12.1095333333,9.57631666666,12.6325416667,9.24956666667
388.11,9.16874814815,13.5837333333,12.1426,11.3598666667,8.96500000001,8.23053333333,12.0132666667,9.43828888889,12.524125,9.07723333334
388.47,9.10941851853,13.5590666667,12.1311333333,11.325,8.90696666667,8.1634,11.9641333333,9.40555,12.4497083333,9.02916666666
388.83,9.07852727273,13.5965333333,12.1248,11.3223333333,8.87640000001,8.09766666667,11.9546666667,9.34667777777,12.420875,9.01843333333
389.19,9.10574309765,13.6174666667,12.1274666667,11.3360666667,8.88926666666,8.10206666667,12.0054,9.40534999999,12.4200416667,9.01743333334
389.55,9.18327609427,13.7112666667,12.2208,11.4585333333,8.9716,8.1914,12.1278,9.52953611111,12.517625,9.09323333335
389.91,9.05441851852,13.5894666667,12.1368666667,11.3006,8.84443333334,8.07226666667,11.9925333333,9.41875277779,12.392875,8.945
390.27,9.11218114479,13.7244666667,12.2008,11.3817333333,8.92356666666,8.14806666667,12.0615333333,9.47890833333,12.450625,8.9639
390.63,9.14956531987,13.7770666667,12.2431333333,11.4114,8.93286666667,8.15313333333,12.0877333333,9.50097777778,12.500375,8.93993333333
391.00,9.16995791247,13.7994,12.3244,11.4173333333,8.95330000001,8.1936,12.1393333333,9.52740833333,12.5265416667,8.91753333333
391.36,9.15288181818,13.8624666667,12.3517333333,11.4424666666,8.94586666667,8.13673333333,12.1884666667,9.52634999999,12.526875,8.8656
391.72,9.2706989899,13.9712,12.4214,11.527,9.0071,8.23913333333,12.2704666667,9.62205277778,12.6249166667,8.96206666666
392.08,9.29235690236,14.0196,12.4325333333,11.5691333333,9.05323333333,8.27093333333,12.3272,9.68596111112,12.709125,8.98666666666
392.44,9.41144781146,14.1436666667,12.5738666667,11.7100666667,9.13203333334,8.425,12.4540666667,9.81006111112,12.866625,9.07770000001
392.80,9.50249292931,14.2533333333,12.6569333333,11.8252666667,9.26436666667,8.56086666667,12.5818,9.97666944444,12.962,9.16516666668
393.16,9.54773602693,14.3568666667,12.6924,11.8536,9.33093333334,8.57153333333,12.6502666667,10.0135694444,13.0237083333,9.18966666667
393.52,9.47740437711,14.2864,12.5779333333,11.7676666667,9.28583333333,8.50246666667,12.5634,9.96266111111,12.9495,9.11323333334
393.88,9.49002962964,14.3466666667,12.6276,11.7992,9.33113333334,8.54626666667,12.62,10.0125027778,12.9839583333,9.14466666667
394.24,9.4893,14.3419333333,12.6278,11.7886666667,9.31553333333,8.54186666667,12.613,10.0051666667,12.956375,9.15923333332
394.60,9.51849090911,14.3118,12.6594,11.8252,9.35333333334,8.5562,12.6567333333,10.0199,12.9545416667,9.19316666666
394.96,9.53848720539,14.3430666667,12.6883333333,11.8734666666,9.36850000001,8.54833333333,12.6318,10.0376472222,12.9717083333,9.1996
395.32,9.55656666667,14.3028,12.6922,11.8690666667,9.3883,8.5556,12.6110666667,10.0807361111,12.988125,9.23823333333
395.68,9.55236565656,14.3510666667,12.6812,11.8905333333,9.40143333333,8.51646666667,12.6112,10.0661611111,12.999125,9.22900000001
396.04,9.5419905724,14.3169333333,12.6502,11.8562,9.37550000001,8.47753333333,12.5628,10.0107083333,12.920875,9.22806666667
396.40,9.53625084175,14.2954666667,12.5975333333,11.8326666667,9.40786666667,8.42473333333,12.5872,9.98909444444,12.8460833333,9.21886666667
396.76,9.53082659933,14.2796666667,12.6383333333,11.7810666667,9.38173333333,8.40213333333,12.5689333333,9.94342222221,12.877375,9.21156666665
397.12,9.50825690235,14.2488,12.6563333333,11.7432,9.31683333335,8.4066,12.5288,9.91266944445,12.8379166667,9.18483333335
397.48,9.57375791247,14.3414666667,12.754,11.8254,9.37113333333,8.4616,12.6163333333,9.9733972222,12.9012083333,9.26306666668
397.84,9.6583993266,14.4458666667,12.8264,11.9384666667,9.43550000001,8.54566666667,12.6872666667,10.0392694444,12.994,9.31000000001
398.20,9.65187845117,14.4230666667,12.835,11.9705333333,9.44423333332,8.53406666667,12.6611333333,10.0473111111,13.00725,9.27376666667
398.56,9.67354915825,14.5115333333,12.8338,12.0043333333,9.42370000001,8.523,12.634,10.0506972222,13.0765,9.2465
398.92,9.66264511783,14.5517333333,12.8278,12.0205333334,9.41793333333,8.5516,12.6567333333,10.0577444444,13.0440833333,9.22683333333
399.28,9.68746801347,14.6128666667,12.8120666667,12.0432,9.4284,8.54613333333,12.6922,10.0494361111,13.078375,9.24130000001
399.64,9.68793501683,14.6167333333,12.8446,12.0296666667,9.45766666667,8.57293333333,12.7338,10.0982527778,13.065875,9.22396666667
400.00,9.7719993266,14.7974,12.9662666667,12.1454,9.57250000001,8.6886,12.8788666667,10.2306333333,13.1486666667,9.29273333335
400.36,9.62484848485,14.7130666667,12.8866,12.0432666667,9.44429999999,8.57873333333,12.7058666667,10.1192027778,13.0575833333,9.15689999999
400.72,9.54274545455,14.6942666667,12.8083333333,12.023,9.37983333335,8.5166,12.6483333333,10.0651777778,12.958125,9.05996666665
401.08,9.43025892257,14.5818666667,12.7264666667,11.9592666667,9.28166666667,8.45633333333,12.5797333333,9.95715,12.8904166666,8.92270000001
401.44,9.45836632997,14.6359333333,12.7589333333,11.9896666667,9.28450000001,8.47086666667,12.6336,9.9895,12.929375,8.88706666667
401.80,9.38261952862,14.5536,12.6698,11.8671333333,9.18566666666,8.3438,12.5509333333,9.93438888889,12.8450416667,8.79653333334
402.16,9.43063872055,14.6174,12.6967333333,11.9232,9.17916666667,8.34406666667,12.6218,9.9557388889,12.8580833333,8.81320000001
402.52,9.43497508417,14.6270666667,12.7320666667,11.9659333333,9.22126666667,8.3678,12.7132,9.96541944447,12.8521666666,8.84066666667
402.88,9.47897575757,14.6567333333,12.7625333333,11.9978,9.28109999999,8.35473333333,12.7998666667,10.0194666667,12.915375,8.87833333334
403.24,9.52552929293,14.7771333333,12.8547333333,12.0618666667,9.33283333333,8.41273333333,12.8445333333,10.0837305556,12.9838333333,8.90489999999
403.60,9.58429427609,14.8406,12.8997333333,12.1559333333,9.37673333334,8.4404,12.9080666667,10.0951888889,13.0642916667,8.96013333333
403.95,9.53582760944,14.7876,12.8140666667,12.1134666667,9.31216666667,8.359,12.8244666667,10.0099555555,13.0067916667,8.89926666666
404.31,9.63920875421,14.8554666667,12.8852666667,12.1602,9.35519999999,8.42926666667,12.9028,10.0862722222,13.09075,8.96076666667
404.67,9.72461481481,14.9488666667,12.9383333333,12.2603333333,9.41636666667,8.48813333334,13.0134666667,10.1643055555,13.1993333333,9.02923333332
405.03,9.83085488216,15.0669333333,13.0067333333,12.3624666667,9.5041,8.51413333333,13.0979333333,10.239625,13.2664166667,9.14913333334
405.39,9.87908956229,15.1514,13.0258,12.3908666667,9.56246666666,8.54633333333,13.1258666667,10.2596194445,13.3021666666,9.18663333335
405.75,9.94247845117,15.2055333333,13.0997333333,12.4995333333,9.63063333333,8.58846666667,13.2165333333,10.2958944444,13.3609583333,9.26683333334
406.11,9.89781952861,15.2126666667,13.0724666667,12.4835333334,9.61373333333,8.57946666667,13.1844,10.2862083334,13.3771666667,9.23446666667
406.47,9.92626296297,15.254,13.0774,12.4987333333,9.61459999999,8.5832,13.1586,10.3053,13.421375,9.2405
406.83,9.90925252525,15.2244666667,13.0482666667,12.5136,9.56133333334,8.57433333333,13.1109333333,10.2574027778,13.4160416667,9.22263333333
407.19,9.84376026937,15.1674666667,12.9678,12.4896,9.49986666666,8.53446666667,13.0614666667,10.1914388889,13.4014583333,9.17116666667
407.55,9.82944208753,15.1425333333,12.9404,12.4602666667,9.46573333333,8.5158,13.0468666667,10.1829083333,13.365125,9.13236666665
407.90,9.87115185187,15.1893333333,12.9693333333,12.4818666666,9.49356666667,8.57346666667,13.0918,10.2100027778,13.4248333333,9.15686666667
408.26,9.87013636362,15.2177333333,12.9567333333,12.5034,9.51629999999,8.55046666667,13.1351333333,10.1917611111,13.44225,9.14949999999
408.62,9.87113030305,15.1967333333,12.9634,12.4942,9.54026666667,8.53826666667,13.1394,10.1975388889,13.4395416667,9.15616666666
408.98,9.84598282827,15.2006666667,12.9506666667,12.4792666667,9.54283333333,8.52373333333,13.1358,10.2037361111,13.46975,9.08973333333
409.34,9.76594814814,15.1196666667,12.9282666667,12.4320666667,9.48083333333,8.42893333333,13.0740666667,10.1467333333,13.421375,9.02859999999
409.70,9.77223265993,15.1698666667,12.9492666667,12.4317333333,9.49346666667,8.45266666667,13.0655333333,10.1703305555,13.463125,9.00546666667
410.06,9.81913030303,15.1977333333,12.9909333333,12.4306666667,9.53593333333,8.47773333333,13.1084,10.1856861111,13.481625,9.01973333332
410.42,9.77612861952,15.1443333333,12.97,12.3795333333,9.512,8.4206,13.0942666667,10.1520611111,13.4355416667,8.98396666667
410.77,9.77364747475,15.1936666667,13.0122666667,12.3665333333,9.52903333334,8.40673333333,13.1193333333,10.1586361111,13.471625,8.96653333333
411.13,9.85993939394,15.2801333333,13.0938666667,12.4248666667,9.60826666665,8.45066666667,13.2274,10.2377,13.499875,9.03406666667
411.49,9.82803602693,15.2870666667,13.1128,12.4202,9.59450000001,8.41453333333,13.2065333333,10.2079361111,13.473125,9.04669999999
411.85,9.89822222222,15.3936,13.2428,12.4828,9.682,8.474,13.312,10.29435,13.5515,9.124
412.21,9.94641986531,15.4316,13.3116666667,12.5578666667,9.73130000001,8.52166666667,13.3750666667,10.3561472222,13.6009166667,9.15366666667
412.57,9.90150067341,15.423,13.2474,12.5076666667,9.68346666667,8.47393333333,13.3219333333,10.2933916667,13.538625,9.06389999999
412.92,9.90666363637,15.453,13.2626666667,12.5379333333,9.67500000001,8.4862,13.3634,10.2966111111,13.5419166667,9.07720000001
413.28,9.99289730641,15.5510666667,13.3580666667,12.6477333333,9.75229999999,8.59286666667,13.4808666667,10.3751055556,13.611375,9.14950000001
413.64,10.0005417509,15.5417333333,13.3589333333,12.6801333333,9.75023333334,8.60293333333,13.4818666667,10.3647472222,13.5663333333,9.15846666667
414.00,10.0589612795,15.5995333333,13.4197333333,12.7631333333,9.81583333332,8.64393333333,13.5677333333,10.4364861111,13.6475833333,9.24703333333
414.36,10.0811063973,15.6632,13.4519333333,12.8029333333,9.84459999999,8.68606666667,13.5977333333,10.4565472222,13.6865,9.26606666667
414.72,10.1220259259,15.6554,13.4621333333,12.8412,9.88886666667,8.74626666667,13.6496666667,10.5077388889,13.6947916666,9.31963333334
415.07,10.0953400673,15.6135333333,13.4628,12.8418,9.85200000001,8.72493333333,13.6404666667,10.4828083333,13.6997916667,9.28453333334
415.43,10.1513387205,15.6466,13.5293333333,12.9166666667,9.92189999999,8.79106666667,13.7012,10.5660027778,13.752625,9.34609999999
415.79,10.1203545455,15.5647333333,13.4901333333,12.9373333333,9.89746666665,8.75799999999,13.6876,10.5303361111,13.7158333333,9.3107
416.15,10.0642350169,15.5372666667,13.4387333333,12.8853333333,9.84816666667,8.71866666667,13.6151333333,10.4650083333,13.654625,9.27863333335
416.51,10.1348639731,15.6171333333,13.5502666667,12.974,9.89353333333,8.79613333333,13.6958,10.5154583333,13.7262083333,9.36860000001
416.86,10.1907707071,15.6812666667,13.6492666667,13.0574,9.9831,8.87846666667,13.7675333333,10.5817083333,13.798375,9.43916666666
417.22,10.1666471381,15.6794,13.6136666667,13.0356,9.99236666667,8.85419999999,13.7562,10.5698,13.780625,9.44
417.58,10.1670131313,15.6852666667,13.6198,13.0220666667,10.0002666667,8.86273333334,13.7651333333,10.5814194445,13.8069583333,9.44309999999
417.94,10.1174188552,15.6620666667,13.5804666667,12.9856,9.94140000001,8.82113333334,13.7012666667,10.5283222222,13.7373333333,9.38453333333
418.29,10.151376431,15.6894666667,13.6262,13.039,9.98583333334,8.85593333334,13.7803333333,10.575275,13.756625,9.41673333335
418.65,10.1550841751,15.7314,13.6622,13.0391333333,10.0050333333,8.85486666667,13.8046,10.5925277778,13.7655833333,9.41870000001
419.01,10.1638511785,15.7633333333,13.6864,13.0672666667,10.0459666666,8.88073333334,13.8223333333,10.6036833333,13.7520833333,9.42676666668
419.37,10.1893727273,15.8106666667,13.7123333333,13.0742666667,10.0704333333,8.91106666667,13.8704,10.6169138889,13.7927083333,9.43153333334
419.73,10.2116292929,15.8462,13.7150666667,13.0899333333,10.0900666667,8.95173333334,13.8874666667,10.6489277778,13.8143333333,9.4538
420.08,10.2594259259,15.9222,13.7852666667,13.1607333333,10.1656666667,9.01866666667,13.9739333333,10.7190916666,13.8902916667,9.5036
420.44,10.2300255892,15.8964666667,13.7804,13.1448,10.1575333333,8.99766666666,13.9562666667,10.7019666667,13.8385416666,9.48746666667
420.80,10.231793266,15.8794,13.774,13.1464666667,10.1488,8.96873333333,13.9330666667,10.6938861111,13.8194583333,9.48313333335
421.16,10.2632023569,15.9261333333,13.8249333333,13.1968666667,10.1877666667,9.01946666667,13.9882666667,10.7162833333,13.8589166667,9.51526666667
421.51,10.2739131313,15.9424666667,13.8398666667,13.2078666667,10.2010666667,9.0078,14.0172666667,10.7166,13.8529583333,9.51226666667
421.87,10.2760713805,15.9468666667,13.8534666667,13.2132,10.2189666667,9.02980000001,14.0452,10.7202805556,13.8350416667,9.51573333334
422.23,10.2307626263,15.9362,13.8176,13.1828666667,10.1844666667,8.99833333333,13.9872,10.6852472222,13.7888333334,9.48816666667
422.58,10.2524585859,15.9678666667,13.8302666667,13.22,10.2014666667,9.02919999999,13.9925333333,10.6857611111,13.8055,9.51346666667
422.94,10.2517575758,15.9707333333,13.828,13.2266,10.2013666667,9.02793333334,14.0074666667,10.6947361111,13.8094583334,9.50503333334
423.30,10.2409925926,15.9750666667,13.8289333333,13.2364666667,10.1913,9.02726666667,13.9905333333,10.6875527778,13.7795,9.49170000001
423.66,10.2248848485,15.9947333333,13.8576,13.2343333333,10.1855666667,9.0082,14.0028666667,10.6782194444,13.7512916667,9.49133333333
424.01,10.2071282828,15.9730666667,13.8529333333,13.2034666667,10.1610666667,8.98213333333,13.9767333333,10.6534805556,13.705375,9.47193333333
424.37,10.2231420875,16.0042,13.8586666667,13.2136,10.1765666667,8.97766666667,14.0068666667,10.6766333333,13.7568333333,9.47443333333
424.73,10.2030074074,15.9938,13.8433333333,13.1772,10.1580333333,8.96013333334,13.998,10.6528777778,13.7162083333,9.44719999999
425.08,10.169656229,15.9532,13.8096,13.1476,10.1203333333,8.90899999999,13.9473333333,10.6243138889,13.6750833333,9.39993333333
425.44,10.1836976431,15.9903333333,13.8298666667,13.1770666667,10.1454,8.93153333333,13.9532,10.6428194444,13.690875,9.41596666666
425.80,10.2424811448,16.0346666667,13.8862,13.2340666667,10.1980666667,8.9504,14.0003333333,10.689225,13.7634166667,9.46420000001
426.16,10.3050909091,16.0724666667,13.9465333333,13.2754,10.2426666667,8.99133333333,14.0547333333,10.7332361111,13.8152916667,9.5036
426.51,10.3311659933,16.0997333333,13.9846,13.3048,10.2682666667,9.01153333333,14.0963333333,10.766975,13.83275,9.52036666667
426.87,10.3791858586,16.1646,14.032,13.3337333333,10.3052666667,9.04240000001,14.1307333333,10.7912111111,13.8809166667,9.56586666666
427.23,10.3675141414,16.1639333333,14.0360666667,13.3112666667,10.3102666667,9.01693333334,14.1326666667,10.7918944445,13.8735416667,9.5593
427.58,10.3870026936,16.1502,14.0489333333,13.3365333333,10.3336,9.02706666666,14.1402666667,10.8022638889,13.9045833333,9.5464
427.94,10.3745117845,16.1470666667,14.0284666667,13.3390666667,10.3196333333,9.00766666666,14.1362,10.78225,13.921375,9.52073333333
428.30,10.3763912458,16.1498666667,14.036,13.362,10.3431666667,9.00546666666,14.1442666667,10.7935083333,13.911375,9.52460000001
428.65,10.424553872,16.2502,14.0902,13.4436,10.4272,9.08,14.2158,10.858025,13.99425,9.59069999999
429.01,10.4968037037,16.3578,14.1562,13.5048,10.4863333333,9.14793333333,14.2903333333,10.9377694445,14.0547083333,9.66859999999
429.37,10.5118208754,16.3631333333,14.1860666667,13.5188,10.5055666667,9.1616,14.3476666667,10.9512277778,14.07625,9.67293333334
429.72,10.4558774411,16.3576,14.1512666667,13.4810666666,10.4641333333,9.13773333333,14.3362666667,10.9346861111,14.027625,9.62870000001
430.08,10.4723734007,16.4332,14.2010666667,13.5401333333,10.5085,9.18353333334,14.411,10.9900583333,14.0892916667,9.65253333333
430.44,10.509543771,16.4872666667,14.2144666667,13.5788,10.5419,9.20673333333,14.4570666667,11.0199055556,14.0987083333,9.67440000001
430.79,10.4915535354,16.4683333333,14.2156,13.5818666667,10.5367333333,9.19206666666,14.456,11.0089472222,14.0769166667,9.6711
431.15,10.5271491583,16.5347333333,14.2386,13.6411333333,10.5848,9.22173333334,14.5076666667,11.0335888889,14.1364166667,9.70076666667
431.50,10.5303521885,16.5710666667,14.2564666667,13.6415333333,10.5993666667,9.22259999999,14.5164666667,11.0441194445,14.1705833333,9.71259999999
431.86,10.5832912458,16.6155333333,14.301,13.6938,10.6422666667,9.26933333333,14.5670666667,11.0903111111,14.1779166666,9.76003333334
432.22,10.6102895623,16.6514666667,14.3302,13.7288666667,10.6554,9.298,14.6105333333,11.1105777778,14.1995,9.77276666667
432.57,10.6178868687,16.6411333333,14.3370666667,13.7488666667,10.649,9.29126666666,14.6076,11.1156111111,14.2005833333,9.76823333335
432.93,10.598996633,16.6133333333,14.3318,13.7416666667,10.6412,9.26999999999,14.6020666667,11.0940611111,14.174375,9.74859999999
433.29,10.6559757576,16.6968,14.3857333333,13.8184666667,10.6922333333,9.31613333333,14.6509333333,11.159825,14.238875,9.81173333334
433.64,10.7279606061,16.7678,14.4473333333,13.9024,10.7536666667,9.39193333334,14.7128,11.2062638889,14.2989166667,9.88069999999
434.00,10.7369474747,16.7562666667,14.4296,13.8762,10.7354,9.3924,14.6803333333,11.1748583334,14.271625,9.87126666667
434.35,10.6742757576,16.7028666667,14.397,13.8232666667,10.6943333333,9.3554,14.6305333333,11.1186694444,14.2401666667,9.81546666665
434.71,10.6919555556,16.7160666667,14.4134,13.8316666667,10.7208333333,9.3832,14.6313333333,11.1323666667,14.2514583333,9.82303333334
435.07,10.6986771044,16.7042666667,14.4075333333,13.8227333333,10.7005,9.36966666666,14.6233333333,11.1262583333,14.2333333333,9.81449999999
435.42,10.7139861953,16.7148,14.4158666667,13.8284666667,10.6986666667,9.36959999999,14.6530666667,11.1252444444,14.2136666666,9.82766666665
435.78,10.7145026936,16.7322,14.4229333333,13.8518,10.7183,9.34973333333,14.6656666667,11.1373,14.221375,9.8378
436.13,10.7469626263,16.7908,14.4739333333,13.899,10.7560333333,9.40046666666,14.6836666667,11.1821611111,14.258,9.8794
436.49,10.7350895623,16.7533333333,14.4576666666,13.8676,10.7441666667,9.36826666667,14.6734666667,11.1582555556,14.2375416666,9.87003333335
436.84,10.7530111111,16.7722666667,14.4722666667,13.8874666667,10.7682,9.38426666667,14.6863333333,11.1708388889,14.252875,9.88806666665
437.20,10.6986808081,16.7074666667,14.4320666667,13.8494666667,10.7284333333,9.35386666666,14.6428666667,11.1243555556,14.172125,9.8372
437.56,10.6503468013,16.6604,14.4061333334,13.8102,10.6962333333,9.27953333334,14.5974666667,11.0822027778,14.1287916667,9.78593333335
437.91,10.6292939394,16.6302,14.3927333333,13.8149333333,10.6842666667,9.2378,14.5962,11.0774888889,14.1177916666,9.76423333334
438.27,10.6932616162,16.7047333333,14.462,13.8849333333,10.7446666667,9.27986666667,14.6732,11.1431777778,14.1514583333,9.827
438.62,10.661920202,16.6773333333,14.4256666667,13.8596666667,10.711,9.24819999999,14.6521333333,11.1223888889,14.1269583334,9.79923333335
438.98,10.6737956229,16.6847333333,14.4431333333,13.8953333333,10.7415,9.26766666667,14.6701333333,11.1613055556,14.1487916667,9.81210000001
439.33,10.6916666667,16.724,14.452,13.9392666667,10.7627,9.29593333334,14.6838666667,11.1971527778,14.1778333333,9.82673333333
439.69,10.7023841751,16.7306,14.4582,13.9396,10.7699666667,9.30953333333,14.693,11.1998916667,14.204375,9.82333333334
