wavelength,Back_TanMeym,Belly_TanMeym,Breast_TanMeym,Crissum_TanMeym,Crown_TanMeym,DorTail_TanMeym,Patch10_TanMeym,Patch11_TanMeym,Patch12_TanMeym,Rump_TanMeym,Throat_TanMeym,WingTip_TanMeym
311.49,5.22966666667,8.0265,5.08583333333,10.4625,3.38933333333,4.82283333333,4.227,3.5575,3.55066666667,5.615,8.42283333333,7.21875
311.85,5.38016666666,8.36133333334,5.35583333334,10.7676666667,3.6395,5.14566666666,4.55,3.98983333333,3.91616666667,5.98283333333,8.84133333333,7.4435
312.22,5.34566666667,8.3565,5.21083333333,10.4963333333,3.494,5.01533333333,4.51083333334,3.93816666667,3.7925,5.83616666667,8.79016666666,7.37166666666
312.59,5.5785,8.786,5.4305,10.6771666667,3.72016666667,5.3585,4.76283333334,4.218,3.8355,6.145,9.0135,7.74133333333
312.96,5.814,9.20633333335,5.64416666666,10.9006666667,4.04933333333,5.58516666667,4.99816666666,4.58466666667,3.98666666667,6.35666666667,9.21383333335,8.02341666666
313.33,5.7725,9.36533333335,5.71616666666,11.0031666666,4.0445,5.562,5.06483333333,4.68816666666,3.95016666666,6.3825,9.173,8.03416666666
313.70,5.70966666667,9.33483333335,5.78783333333,10.9065,3.92466666666,5.49983333334,4.928,4.72183333333,3.7845,6.20016666666,9.3115,7.94441666667
314.07,5.7545,9.31866666669,5.7865,10.9401666667,3.91233333333,5.51016666667,4.7295,4.66533333333,3.61616666667,6.04683333333,9.33466666668,7.75883333333
314.43,5.51966666667,9.00416666667,5.499,10.7108333333,3.65083333333,5.21616666666,4.40666666667,4.34,3.21866666666,5.83533333333,9.1535,7.37783333333
314.80,5.46166666666,9.08000000001,5.50016666667,10.6203333334,3.674,5.4105,4.43766666666,4.237,3.119,5.786,9.06733333333,7.33266666667
315.17,5.557,9.41733333335,5.55266666666,10.6125,3.89516666667,5.61833333334,4.40983333333,4.28316666667,3.145,5.75333333334,9.10316666667,7.3715
315.54,5.83933333334,9.56599999998,5.81266666667,10.7875,4.14566666666,5.879,4.54716666667,4.39266666667,3.37816666667,5.9055,9.2175,7.38716666667
315.91,5.80016666667,9.32699999998,5.85383333334,10.701,4.086,5.81366666667,4.43533333334,4.3235,3.13283333333,5.88083333333,9.00916666667,7.10508333334
316.28,5.9055,9.33849999999,6.15233333334,10.8596666666,4.36633333333,5.99533333333,4.55933333334,4.5415,3.49566666667,6.13883333334,9.21283333333,7.05891666666
316.64,5.548,8.89916666667,5.7735,10.6088333333,4.04166666666,5.47583333334,4.39783333333,4.17683333333,3.30166666666,5.84566666667,8.9535,6.55641666667
317.01,5.56916666666,8.876,5.68683333334,10.609,3.97216666666,5.58716666667,4.36583333333,4.10783333333,3.29333333334,5.70483333333,8.99833333333,6.39483333333
317.38,5.52816666666,8.73216666666,5.49633333333,10.6098333333,4.10633333333,5.6695,4.4025,4.0425,3.15816666666,5.60583333334,9.08766666668,6.33741666666
317.75,5.23383333334,8.54283333333,5.30216666667,10.4086666667,3.99133333334,5.3935,4.20533333333,3.7775,3.104,5.557,8.77033333333,6.21941666666
318.12,5.0465,8.49633333333,5.18383333333,10.3955,3.99583333333,5.2435,4.20233333333,3.78033333333,3.09666666667,5.64283333333,8.72083333333,6.21608333333
318.49,5.156,8.6395,5.2525,10.5,4.00883333333,5.21116666667,4.28333333333,3.977,3.2045,5.5905,8.79966666667,6.37008333333
318.85,4.96316666666,8.43433333333,5.05983333333,10.5048333333,3.77866666666,4.8575,4.09566666667,4.10483333333,3.122,5.55566666667,8.82466666666,6.19608333334
319.22,4.64383333334,8.04916666667,4.9025,10.281,3.43333333333,4.55583333333,4.02433333333,3.76583333334,2.8325,5.383,8.599,5.92125
319.59,4.407,7.862,4.7105,10.2008333333,3.31466666667,4.174,3.94966666666,3.58066666667,2.63766666666,5.35483333333,8.45916666667,5.7305
319.96,3.8955,7.45333333333,4.27566666666,9.93600000001,2.91466666667,3.49666666667,3.59066666666,3.04133333333,2.26683333333,4.89533333333,8.1245,5.36258333333
320.32,3.74683333334,7.30883333333,4.0835,10.0455,2.72216666666,3.20616666667,3.50966666667,2.80316666667,1.9825,4.69533333334,8.063,5.34991666666
320.69,3.6475,7.29966666667,4.11516666666,10.0066666667,2.669,3.19383333334,3.361,2.77866666667,1.79516666667,4.526,7.96333333334,5.29466666666
321.06,3.26033333333,7.04933333333,3.97683333333,9.83366666665,2.33683333333,2.77,3.10633333333,2.55366666667,1.558,4.45766666667,7.68433333334,5.05125
321.43,3.08066666667,7.04166666667,4.0855,9.78299999998,2.11933333333,2.6455,3.0475,2.39666666667,1.70783333333,4.4395,7.6925,4.97266666666
321.80,3.37416666667,7.49316666667,4.32783333334,10.0561666667,2.31116666667,2.83783333334,3.2935,2.65733333333,1.88883333334,4.67466666667,7.9725,4.9235
322.16,3.3305,7.5125,4.40633333333,10.0106666667,2.1095,2.87183333333,3.44266666667,2.60983333333,1.8245,4.58433333333,8.08283333333,4.86266666666
322.53,3.47366666667,7.83433333333,4.6055,10.0651666667,2.3835,3.058,3.69533333334,2.82716666667,1.9725,4.81333333333,8.29616666667,5.16658333333
322.90,3.86166666667,8.30683333333,5.09533333333,10.4223333333,2.86833333333,3.43383333333,4.111,3.21133333334,2.3785,5.09083333333,8.6405,5.67216666666
323.27,3.94466666667,8.52183333333,5.27533333333,10.4943333333,2.93866666667,3.4245,4.118,3.3375,2.4535,5.16266666667,8.70833333334,5.80191666666
323.63,4.16133333333,8.92016666668,5.3775,10.6203333333,3.0,3.6985,4.27083333334,3.66483333334,2.65933333333,5.31,8.916,5.96666666667
324.00,4.62483333333,9.38083333335,5.58,10.8855,3.22666666667,4.11233333333,4.57966666667,4.04266666667,3.02583333333,5.5885,9.2825,6.36508333333
324.37,4.66483333334,9.44916666665,5.55416666667,10.7631666667,3.192,4.1725,4.63333333333,4.08116666667,3.17233333334,5.582,9.35383333334,6.40758333334
324.74,4.89916666666,9.868,5.80666666667,11.0456666667,3.45166666666,4.3745,4.9185,4.33933333333,3.49766666667,5.9725,9.617,6.64591666667
325.10,5.11716666666,10.1631666666,5.87616666667,11.2488333333,3.73466666667,4.6175,5.0535,4.45216666667,3.667,6.07166666667,9.86633333335,6.67616666666
325.47,5.133,10.2921666667,5.80566666667,11.2528333334,3.78033333333,4.58616666667,5.1035,4.49,3.5625,6.01616666666,9.95933333335,6.68166666667
325.84,5.08683333333,10.3551666666,5.7355,11.2608333333,3.732,4.522,5.1485,4.47816666666,3.558,6.01083333334,10.0181666666,6.81166666666
326.21,5.3895,10.6471666667,5.84866666667,11.4231666666,4.07983333333,4.65633333333,5.35033333333,4.7485,3.79116666667,6.27933333333,10.2558333334,7.10691666667
326.57,5.445,10.5685,5.8475,11.5678333333,4.11383333334,4.6715,5.438,4.714,3.87333333333,6.24666666666,10.3283333333,7.00408333334
326.94,5.24016666666,10.317,5.6315,11.3125,3.8645,4.44033333333,5.23683333334,4.41183333334,3.66166666666,6.10066666667,10.2281666667,6.75833333333
327.31,5.38633333334,10.3353333333,5.667,11.5115,3.97566666667,4.5405,5.42516666667,4.58333333334,3.85833333333,6.22466666666,10.4775,6.83558333334
327.67,5.452,10.3103333334,5.82716666667,11.7546666667,4.13266666667,4.68683333333,5.59116666666,4.626,3.91466666667,6.32766666666,10.589,7.00341666667
328.04,5.468,10.4611666667,6.06883333334,11.929,4.29166666666,4.89233333333,5.6695,4.75566666667,4.04333333334,6.511,10.8533333333,7.14241666667
328.41,5.50683333333,10.5158333333,6.14,12.0071666667,4.2085,4.8415,5.678,4.70316666667,3.92133333333,6.569,10.8431666666,7.033
328.78,5.31833333333,10.2276666667,5.934,11.7313333334,3.892,4.644,5.38116666667,4.40433333333,3.67816666667,6.288,10.7916666667,6.78558333333
329.14,5.46533333333,10.2976666667,6.287,11.8936666667,3.9545,4.73216666666,5.68816666667,4.51266666666,3.88,6.48816666667,10.9933333333,7.05525
329.51,5.78033333334,10.5636666667,6.6015,12.2956666666,4.20966666667,4.96333333334,5.97533333333,4.80583333334,4.26983333333,6.93133333334,11.2723333333,7.27816666666
329.88,5.89283333333,10.5398333333,6.75,12.3743333334,4.345,5.10366666667,5.942,4.885,4.36383333334,7.06666666667,11.3438333333,7.30816666667
330.24,5.9375,10.6376666667,6.91866666666,12.6421666667,4.3985,5.28083333333,5.95266666667,4.79183333333,4.45983333334,7.14766666666,11.5883333334,7.32916666666
330.61,5.83833333333,10.5761666667,6.9655,12.6203333334,4.2145,5.11633333333,5.8075,4.73016666667,4.417,7.29016666667,11.562,7.24066666666
330.98,5.94483333333,10.5285,7.04416666666,12.6898333333,4.17833333333,5.12216666667,5.81583333333,4.743,4.36,7.26816666666,11.6055,7.24341666667
331.34,6.20166666666,10.736,7.2815,12.881,4.32,5.26833333333,5.938,4.83533333333,4.51933333334,7.46583333334,11.7975,7.39425
331.71,6.31716666666,10.8446666667,7.33266666667,12.8386666666,4.405,5.19333333333,5.94116666667,4.8215,4.61683333333,7.52216666667,11.8526666667,7.32691666666
332.08,6.48183333334,10.9375,7.348,13.0036666667,4.50333333333,5.153,6.10366666666,4.8595,4.65016666667,7.63783333334,11.888,7.3295
332.44,6.62516666667,11.0555,7.4365,13.1711666667,4.70183333334,5.2235,6.23416666667,5.06066666667,4.7235,7.75566666667,12.1205,7.48575
332.81,6.6915,11.2188333333,7.53733333333,13.2373333333,4.86133333334,5.28766666667,6.457,5.23816666667,4.84,7.92816666666,12.228,7.64733333334
333.18,6.48516666667,11.0746666666,7.2595,13.1806666667,4.68783333333,5.147,6.3135,5.0905,4.64583333334,7.87966666667,12.084,7.4785
333.54,6.33766666667,10.864,7.145,12.9786666667,4.48833333333,4.99916666666,6.17883333333,5.00583333334,4.49533333334,7.728,11.9678333334,7.30708333334
333.91,6.14133333333,10.6891666667,7.00783333334,12.9583333333,4.2885,4.8895,6.1515,4.92983333333,4.32616666666,7.49916666666,11.9823333333,7.08466666667
334.28,5.94216666666,10.5236666666,6.81666666667,12.7423333334,4.03183333334,4.60466666667,5.979,4.776,4.20583333333,7.28933333333,11.6295,6.85041666666
334.64,6.06616666666,10.6471666666,6.772,12.878,4.11016666667,4.70683333334,6.0395,4.8065,4.2695,7.289,11.7376666667,6.92808333333
335.01,6.09283333333,10.8825,6.72916666666,13.0871666667,4.27816666667,4.882,6.25,4.95416666667,4.47183333333,7.4805,11.8536666666,7.10141666667
335.38,6.01016666667,11.007,6.6855,13.043,4.25033333333,4.84466666666,6.2505,4.99066666666,4.4515,7.4875,11.8188333333,7.04408333334
335.74,5.87266666667,11.0188333333,6.605,12.9466666666,4.13783333334,4.716,6.20016666667,5.01166666667,4.33383333333,7.37266666667,11.7161666667,7.02116666666
336.11,5.77416666667,10.9465,6.59183333333,12.8636666667,4.05983333333,4.662,6.13866666667,5.04233333333,4.24966666667,7.18133333334,11.634,6.93758333334
336.47,5.77366666667,10.943,6.6285,12.7873333333,4.09233333334,4.70583333333,6.0805,5.05683333333,4.28016666667,7.15133333333,11.6911666667,6.83675
336.84,5.80116666666,10.7658333334,6.54216666667,12.824,4.1095,4.76633333333,6.06183333334,4.9895,4.23633333333,7.03183333333,11.6151666667,6.83483333334
337.21,5.79516666667,10.7025,6.48683333333,12.8011666667,4.08983333334,4.7905,6.06866666667,4.93483333333,4.1945,6.95983333333,11.5228333333,6.8015
337.57,5.92816666666,10.9058333333,6.57166666666,12.9205,4.24616666667,5.078,6.20266666666,5.02316666667,4.28583333333,7.1325,11.7228333333,7.05758333333
337.94,5.99866666666,10.944,6.60233333334,12.9135,4.27816666667,5.12783333333,6.378,4.9275,4.2905,7.19716666667,11.7603333334,7.16375
338.31,5.95766666667,10.945,6.632,12.8955,4.31866666667,5.21683333333,6.48116666666,4.93266666667,4.22783333333,7.26416666666,11.8186666666,7.23408333334
338.67,5.762,10.7846666667,6.50683333333,12.755,4.16683333334,5.03783333333,6.3475,4.79733333334,3.9445,7.1255,11.5896666667,7.04458333333
339.04,5.764,10.7591666667,6.57216666666,12.7191666667,4.07616666667,4.929,6.20383333333,4.74933333333,3.81583333334,7.05683333333,11.57,6.93583333333
339.40,5.55783333334,10.6005,6.465,12.6471666667,3.93316666667,4.829,6.14083333334,4.60533333333,3.6535,6.84283333333,11.5048333333,6.79066666667
339.77,5.537,10.5488333333,6.5135,12.6931666667,3.97633333333,5.05283333334,6.18866666667,4.63433333334,3.6195,6.83766666667,11.531,6.78616666667
340.14,5.672,10.6313333333,6.604,12.7888333333,4.08316666666,5.097,6.31683333333,4.6665,3.70766666667,7.073,11.6455,6.91591666666
340.50,5.51183333333,10.5291666666,6.46883333333,12.8243333334,3.94716666666,5.02016666667,6.332,4.59866666667,3.659,7.0245,11.4805,6.91075
340.87,5.38166666666,10.477,6.42733333333,12.7563333333,3.7305,4.84566666667,6.2535,4.56766666666,3.60066666667,6.998,11.4471666666,6.7995
341.23,5.44483333333,10.5886666667,6.49366666666,12.8038333333,3.73683333333,4.8085,6.35883333334,4.7425,3.68816666666,7.0925,11.5715,6.869
341.60,5.353,10.549,6.399,12.7948333333,3.6245,4.537,6.27666666667,4.68216666667,3.51066666667,6.9505,11.4163333333,6.70458333334
341.96,5.40866666667,10.5308333333,6.3745,12.7631666667,3.56916666666,4.45933333333,6.195,4.80766666666,3.52133333333,7.01216666667,11.3508333333,6.76208333334
342.33,5.54,10.6145,6.45866666667,12.8765,3.65733333333,4.43816666666,6.27883333333,4.93933333333,3.65433333333,7.11233333334,11.4231666667,6.841
342.70,5.56816666667,10.6288333333,6.55366666667,12.8943333333,3.72833333334,4.45216666666,6.31333333334,4.965,3.81583333334,7.14066666667,11.4096666667,6.90291666666
343.06,5.647,10.7136666667,6.68583333333,12.9906666667,3.837,4.56483333333,6.4255,5.02116666666,4.01166666667,7.258,11.4843333334,7.02308333334
343.43,5.906,10.8718333333,6.85883333333,13.1725,4.02366666667,4.70916666667,6.63116666667,5.14866666667,4.14016666667,7.4755,11.584,7.281
343.79,5.91283333333,10.8763333334,6.77566666666,13.1418333334,3.91583333334,4.5075,6.58,5.06033333334,4.10616666667,7.48216666666,11.6011666667,7.23725
344.16,5.89966666667,11.0225,6.68633333333,13.0911666667,3.90016666667,4.509,6.57016666667,5.07933333333,4.11183333333,7.50416666667,11.6081666666,7.1995
344.52,5.98616666667,11.1551666667,6.76733333334,13.1643333333,3.93616666666,4.62816666667,6.68533333334,5.14633333333,4.11,7.63266666667,11.6046666667,7.27766666667
344.89,6.28083333333,11.524,7.054,13.4783333334,4.27616666667,4.911,6.96833333333,5.40966666667,4.33166666667,7.9505,11.7985,7.568
345.25,6.3745,11.6006666667,7.15133333333,13.6238333333,4.334,4.98583333334,7.00616666667,5.49216666666,4.34633333334,7.9735,11.8916666667,7.6465
345.62,6.40633333333,11.5873333333,7.21533333333,13.6091666667,4.3245,5.00433333333,7.10066666667,5.48016666667,4.407,7.95733333333,11.8613333334,7.68241666667
345.99,6.57983333333,11.8698333333,7.4405,13.9088333333,4.57083333333,5.2705,7.28916666666,5.65733333333,4.64783333333,8.08516666667,12.076,7.84841666667
346.35,6.64666666667,11.9426666667,7.5175,14.0001666667,4.54716666667,5.3285,7.36066666669,5.66916666666,4.7165,8.11216666667,12.1493333334,7.88175
346.72,6.66716666667,12.1338333334,7.52883333333,14.079,4.61233333334,5.44183333333,7.56866666667,5.74566666667,4.76683333333,8.2185,12.3106666667,7.98708333333
347.08,6.57533333334,12.1733333333,7.39233333333,13.9426666667,4.47583333334,5.4055,7.60716666665,5.7305,4.64583333334,8.1795,12.2133333334,7.87825
347.45,6.32133333333,12.013,7.16866666667,13.718,4.255,5.258,7.42933333335,5.57133333333,4.51816666667,7.99083333333,11.9976666667,7.53975
347.81,6.38066666667,12.1346666667,7.28833333333,13.8523333333,4.36833333333,5.41216666666,7.63550000001,5.6535,4.625,8.06283333333,12.1346666667,7.62408333333
348.18,6.19233333334,11.783,7.14566666666,13.7798333333,4.18616666667,5.18433333333,7.50933333335,5.5105,4.52466666667,7.81816666667,11.8885,7.44925
348.54,6.13266666667,11.6626666667,7.09616666667,13.7015,4.2135,5.03933333333,7.40400000001,5.46716666666,4.57633333334,7.699,11.8953333333,7.39008333334
348.91,5.93733333333,11.5865,6.97,13.639,4.06016666667,4.85216666667,7.3535,5.306,4.44866666666,7.491,11.7995,7.19825
349.27,5.83883333333,11.4928333333,6.78433333334,13.4933333333,4.0385,4.76133333334,7.28183333334,5.15616666666,4.3885,7.467,11.7455,7.04825
349.64,5.86833333334,11.5975,6.83966666666,13.6438333333,4.14066666667,4.80016666666,7.355,5.20116666667,4.41933333334,7.534,11.8241666667,7.06366666667
350.00,5.72533333333,11.5578333334,6.78883333333,13.5876666667,3.98833333333,4.6295,7.281,5.08683333333,4.299,7.47983333333,11.7865,6.92425
350.37,5.69766666667,11.528,6.746,13.6493333334,3.992,4.691,7.26016666667,5.10683333334,4.26016666667,7.509,11.86,6.85175
350.73,5.77683333333,11.4585,6.83183333334,13.7121666666,4.04816666667,4.70033333333,7.2445,5.15683333334,4.29733333333,7.5715,11.8591666667,6.9
351.10,5.92483333333,11.5053333333,6.94983333334,13.9261666667,4.18716666667,4.78333333334,7.40766666669,5.2535,4.40283333333,7.68383333334,11.9923333334,7.00683333333
351.46,6.08633333334,11.7026666666,7.175,14.1221666667,4.39566666666,4.89683333333,7.62333333331,5.43166666667,4.518,7.83683333333,12.1486666666,7.29733333334
351.83,6.18633333333,11.7365,7.207,14.1443333333,4.38183333333,4.92533333333,7.62666666665,5.51916666666,4.60133333333,7.94833333334,12.1536666667,7.29983333334
352.19,6.29966666666,11.909,7.39933333333,14.2996666667,4.55683333333,5.20016666666,7.82716666668,5.66833333333,4.78133333334,8.16783333334,12.3581666666,7.49016666667
352.55,6.443,12.0361666667,7.54433333334,14.5086666667,4.71733333334,5.41683333334,8.07266666667,5.821,4.95683333333,8.357,12.4825,7.697
352.92,6.50066666666,12.0563333334,7.54383333333,14.5316666667,4.81066666666,5.46,8.14000000002,5.8885,5.064,8.473,12.536,7.72425
353.28,6.5425,12.1441666667,7.635,14.518,4.79633333333,5.5095,8.27000000001,5.9145,5.07466666667,8.50233333333,12.5651666667,7.77066666666
353.65,6.50966666667,12.1531666666,7.64216666667,14.475,4.74533333334,5.56833333333,8.288,5.93916666667,5.116,8.56983333333,12.6216666667,7.81958333334
354.01,6.62883333333,12.1543333333,7.65783333333,14.4206666667,4.789,5.62866666666,8.35450000002,6.02133333333,5.16616666667,8.58433333333,12.61,7.89133333333
354.38,6.63283333333,12.1963333333,7.649,14.3811666666,4.80233333333,5.59233333334,8.33783333332,6.09366666667,5.12583333333,8.54033333333,12.5546666667,7.85791666666
354.74,6.7665,12.2106666667,7.69133333334,14.3563333334,4.81283333333,5.634,8.37883333335,6.13533333333,5.08066666667,8.47166666667,12.6146666666,7.80275
355.11,6.83983333334,12.277,7.72866666666,14.4198333333,4.871,5.635,8.38649999999,6.16733333333,5.11066666666,8.45416666666,12.64,7.84425
355.47,6.939,12.3223333334,7.813,14.5455,4.9535,5.70016666666,8.474,6.24883333333,5.21016666667,8.59316666666,12.7478333333,7.909
355.83,6.83883333333,12.2046666666,7.735,14.5513333333,4.84633333334,5.5625,8.41816666668,6.1515,5.11033333333,8.42233333333,12.6508333334,7.84133333334
356.20,6.95283333333,12.3145,7.8275,14.5951666666,4.93533333334,5.569,8.51933333334,6.2345,5.11833333334,8.41283333333,12.6683333333,7.8515
356.56,6.95366666667,12.473,7.89516666667,14.6588333333,4.92566666667,5.476,8.55383333332,6.2215,5.00683333334,8.382,12.714,7.82091666666
356.93,6.93916666667,12.4223333334,7.89766666667,14.5471666666,4.84133333333,5.452,8.54716666665,6.22766666666,4.94833333334,8.33916666667,12.6458333334,7.82416666667
357.29,7.04016666666,12.5575,8.121,14.7455,4.99583333333,5.569,8.64400000001,6.396,5.06916666667,8.45933333333,12.7091666666,7.96883333333
357.66,7.06583333334,12.5188333333,8.098,14.7578333333,5.04316666667,5.601,8.62949999999,6.44933333333,5.07333333334,8.47,12.6613333333,7.91958333333
358.02,6.94866666666,12.4515,8.06483333333,14.7888333333,5.02583333333,5.57383333334,8.67283333332,6.431,4.96766666667,8.45733333334,12.5938333333,7.86333333333
358.38,7.03166666667,12.5143333333,8.20816666667,14.8581666667,5.1585,5.629,8.85850000001,6.461,5.051,8.55116666667,12.6405,7.93608333334
358.75,6.99283333333,12.5568333333,8.30516666666,14.9951666667,5.23216666667,5.70083333333,8.99299999999,6.52583333333,5.168,8.64083333333,12.6883333333,7.9975
359.11,6.92383333333,12.517,8.337,15.0248333333,5.25333333334,5.72166666666,9.02216666668,6.54116666667,5.146,8.63933333333,12.6728333333,7.95775
359.48,6.85833333334,12.4545,8.255,14.9445,5.16233333333,5.676,8.97933333335,6.47183333333,5.06183333333,8.52666666667,12.6601666666,7.8055
359.84,7.01266666666,12.5646666667,8.3275,15.0145,5.2915,5.79116666667,9.16449999999,6.6075,5.16416666667,8.63066666667,12.7701666666,7.9285
360.20,6.95683333334,12.5638333333,8.288,15.0421666667,5.22816666667,5.72083333334,9.14166666666,6.54466666666,5.14583333334,8.64566666667,12.7945,7.9165
360.57,6.88383333333,12.4451666666,8.20283333333,14.9341666667,5.18816666667,5.749,9.06650000002,6.50233333333,5.15733333333,8.59216666667,12.7495,7.84375
360.93,7.00366666666,12.5433333333,8.3105,15.109,5.26916666667,5.84666666666,9.09799999998,6.5495,5.227,8.67233333334,12.8423333334,7.86591666667
361.29,6.9585,12.5058333333,8.1615,15.036,5.14583333333,5.76583333333,8.9785,6.45916666667,5.19933333333,8.5845,12.7653333334,7.75333333334
361.66,6.99683333333,12.5783333333,8.26716666667,15.1288333333,5.17333333334,5.79783333333,9.04516666667,6.47933333333,5.229,8.56966666667,12.8251666666,7.77
362.02,7.06183333333,12.6335,8.3245,15.2036666666,5.26133333333,5.8705,9.04766666667,6.50033333333,5.34616666666,8.67366666666,12.891,7.79591666667
362.39,7.069,12.5568333333,8.31133333333,15.2386666667,5.21616666667,5.88016666666,9.02666666666,6.48033333333,5.33433333333,8.6815,12.8843333333,7.73383333334
362.75,7.04783333333,12.5203333333,8.19383333334,15.1563333334,5.10133333333,5.72616666666,8.93100000002,6.3845,5.20883333333,8.60833333334,12.8016666667,7.67841666667
363.11,7.1595,12.5683333333,8.23933333334,15.1361666667,5.13116666667,5.77216666667,8.96483333335,6.412,5.24316666667,8.63833333333,12.802,7.72933333334
363.48,7.14033333333,12.513,8.21166666667,15.0991666666,5.14216666667,5.76583333333,8.9695,6.35966666667,5.235,8.64966666666,12.6836666667,7.71191666666
363.84,7.07783333333,12.4425,8.26433333333,15.1205,5.14483333333,5.75783333334,8.93950000002,6.28416666667,5.248,8.67866666667,12.696,7.67391666666
364.20,7.09583333333,12.3641666667,8.2855,15.0693333333,5.07883333333,5.76383333334,8.91033333332,6.276,5.244,8.61416666667,12.6683333333,7.6265
364.57,7.24783333333,12.4513333334,8.38483333333,15.1871666667,5.08766666667,5.78883333333,8.99083333334,6.34266666667,5.31333333333,8.713,12.6958333333,7.62425
364.93,7.196,12.4363333333,8.32383333333,15.1376666666,5.0475,5.7085,9.03083333331,6.31683333333,5.2975,8.58833333333,12.648,7.57841666667
365.29,7.28966666667,12.4465,8.3915,15.199,5.12133333333,5.71183333333,9.17000000001,6.32516666666,5.29133333334,8.60366666666,12.6876666666,7.61641666666
365.66,7.24266666667,12.3321666667,8.30483333333,15.019,5.07783333334,5.56916666666,9.118,6.2325,5.25033333333,8.505,12.5873333333,7.615
366.02,7.1525,12.2418333333,8.21466666666,14.874,4.98316666666,5.42833333333,9.09383333335,6.11916666667,5.155,8.352,12.5055,7.52116666666
366.38,7.059,12.2248333333,8.11666666667,14.7735,4.95233333333,5.36283333333,8.99500000002,6.00816666667,5.097,8.30366666667,12.4746666667,7.51741666666
366.75,7.07883333333,12.246,8.17466666667,14.8615,5.05816666667,5.44683333334,9.09683333335,6.025,5.1685,8.3785,12.493,7.61708333334
367.11,7.0725,12.243,8.1615,14.8806666667,5.06916666666,5.3795,9.12599999998,6.05333333333,5.1885,8.37866666666,12.532,7.61125
367.47,7.116,12.3831666667,8.25733333333,14.9191666667,5.13566666666,5.40033333333,9.16466666666,6.1325,5.22733333334,8.42083333334,12.6925,7.65441666666
367.84,7.13233333333,12.4895,8.25866666667,14.9148333333,5.14166666667,5.362,9.14166666666,6.166,5.19666666667,8.42466666667,12.6333333334,7.63191666667
368.20,7.16466666667,12.5293333333,8.26116666666,14.9656666667,5.209,5.32966666667,9.15216666665,6.15166666667,5.15383333333,8.42533333334,12.6418333333,7.6375
368.56,7.09583333333,12.4606666666,8.12866666666,14.8785,5.18183333333,5.2405,9.11083333332,6.04633333333,5.039,8.35183333333,12.5898333333,7.593
368.93,7.169,12.4165,8.17233333333,14.9291666667,5.254,5.31433333334,9.23466666665,6.07666666666,5.07483333334,8.46916666667,12.6793333334,7.66225
369.29,7.11933333333,12.3826666666,8.201,14.8848333334,5.24233333333,5.33866666667,9.23099999999,6.089,5.09216666666,8.5025,12.6945,7.60183333333
369.65,7.205,12.4766666667,8.295,15.0676666667,5.31333333334,5.41983333334,9.33983333334,6.1585,5.1435,8.63616666667,12.8028333333,7.60525
370.01,7.384,12.6246666667,8.46066666667,15.25,5.48516666667,5.617,9.51383333335,6.38,5.30833333333,8.80216666666,12.9401666667,7.77675
370.38,7.45266666667,12.7088333333,8.57016666667,15.3618333333,5.529,5.6905,9.66600000001,6.504,5.38333333333,8.82966666667,12.9671666667,7.84241666667
370.74,7.5065,12.7268333334,8.58433333333,15.3656666667,5.51933333333,5.73133333333,9.67166666665,6.563,5.4515,8.83016666667,13.008,7.75566666667
371.10,7.46816666667,12.7316666666,8.59733333333,15.4266666667,5.523,5.7985,9.71133333332,6.52916666667,5.449,8.85916666667,13.039,7.70866666666
371.46,7.521,12.7436666667,8.64716666667,15.5468333333,5.55066666667,5.84716666667,9.77166666669,6.61633333333,5.5125,8.90816666667,13.0701666666,7.74091666666
371.83,7.56233333334,12.7456666666,8.684,15.5021666667,5.61633333333,5.88783333333,9.81033333334,6.654,5.55616666667,8.9305,13.1388333334,7.7315
372.19,7.52116666666,12.727,8.67116666667,15.5466666667,5.68033333333,5.9505,9.88849999998,6.67933333333,5.58116666667,8.9725,13.1718333333,7.7325
372.55,7.47016666666,12.7536666667,8.71183333334,15.5695,5.741,5.91333333333,9.88616666668,6.72416666666,5.61433333333,8.99433333333,13.1908333333,7.68341666666
372.92,7.43266666667,12.7528333334,8.69766666667,15.5695,5.7385,5.83716666667,9.737,6.6945,5.5535,8.969,13.1318333333,7.61791666666
373.28,7.52883333333,12.8178333334,8.73783333334,15.6748333333,5.84833333334,5.853,9.76083333335,6.71833333333,5.59966666667,8.9925,13.121,7.6865
373.64,7.61716666667,12.8416666666,8.73933333334,15.751,5.92833333334,5.877,9.81216666669,6.789,5.64783333333,9.04166666666,13.1873333333,7.72283333334
374.00,7.62,12.8483333334,8.73583333334,15.7701666666,5.951,5.842,9.77849999998,6.7325,5.595,9.02316666667,13.1666666666,7.669
374.37,7.65533333334,12.8806666667,8.77416666667,15.8296666666,6.02183333333,5.80833333333,9.80016666669,6.769,5.59116666667,9.0715,13.1643333333,7.66016666666
374.73,7.64066666667,12.8861666667,8.79883333334,15.8625,6.09116666667,5.79016666666,9.8255,6.78916666667,5.57383333333,9.10583333333,13.1565,7.66125
375.09,7.691,12.8765,8.826,15.9116666667,6.10816666667,5.7345,9.84716666667,6.80433333333,5.621,9.17083333334,13.1956666667,7.68933333334
375.45,7.72566666667,12.853,8.8295,15.932,6.1075,5.73416666667,9.84816666665,6.75883333333,5.615,9.15366666666,13.1906666666,7.69366666666
