wavelength,Back_ThlOrnm,Belly_ThlOrnm,Breast_ThlOrnm,Crissum_ThlOrnm,Crown_ThlOrnm,DorTail_ThlOrnm,Rump_ThlOrnm,Throat_ThlOrnm,WingTip_ThlOrnm
368.56,5.12616666667,26.4131666666,5.25658333333,3.80441666666,4.65583333333,9.09125,5.90758333333,10.8955833333,8.7555
368.93,5.12316666666,26.5015,5.29541666667,3.85758333334,4.66783333334,9.10475,5.96266666667,10.95125,8.76
369.29,5.11708333333,26.6473333333,5.32141666666,3.80833333333,4.65941666666,9.10925,5.97566666667,10.9540833334,8.78333333333
369.65,5.12383333333,26.8566666667,5.35466666667,3.79416666667,4.67516666666,9.12308333333,6.01516666666,11.0570833333,8.78533333333
370.01,5.15891666667,27.0323333333,5.33533333333,3.73575,4.67466666666,9.12316666667,6.013,11.12675,8.77475
370.38,5.07066666667,27.1255,5.24183333333,3.6925,4.61608333333,9.07808333333,5.96191666667,11.0818333333,8.73250000001
370.74,5.17775,27.2218333333,5.348,3.80458333333,4.68633333333,9.15508333333,6.10316666667,11.167,8.82125
371.10,5.30308333333,27.4240833333,5.43525,3.89658333333,4.74541666667,9.20541666667,6.20525,11.2733333333,8.88441666667
371.46,5.35116666666,27.5551666667,5.53233333333,3.97316666667,4.784,9.26116666667,6.26566666667,11.35525,8.95458333333
371.83,5.34941666667,27.7033333333,5.51566666667,3.95675,4.74216666667,9.28075,6.25316666666,11.35025,8.90441666667
372.19,5.40333333333,27.8235833334,5.51375,3.99483333333,4.73741666667,9.32808333333,6.259,11.4363333333,8.91516666666
372.55,5.52916666667,28.0948333333,5.577,4.09783333334,4.78725,9.44025,6.3445,11.5048333333,8.99216666666
372.92,5.48,28.0749166667,5.476,3.99375,4.67125,9.3515,6.2625,11.4329166667,8.92208333334
373.28,5.45191666667,28.0910833333,5.37808333333,3.972,4.62591666666,9.27225,6.24508333333,11.3933333334,8.84491666667
373.64,5.53016666667,28.1855833333,5.42758333333,4.08675,4.6795,9.31766666666,6.33358333333,11.48875,8.92374999999
374.00,5.60666666667,28.273,5.49566666667,4.20883333333,4.71291666667,9.38908333333,6.43708333333,11.5235833333,8.98316666667
374.37,5.68675,28.4205833333,5.59508333334,4.28891666667,4.75,9.46616666666,6.49408333333,11.57125,9.05116666667
374.73,5.6445,28.4648333334,5.54333333333,4.21591666667,4.67541666666,9.38858333333,6.4175,11.5358333334,8.99925
375.09,5.53541666667,28.4075833334,5.4355,4.12183333334,4.57208333333,9.29025,6.31325,11.4109166667,8.92016666667
375.45,5.48841666667,28.5456666667,5.35141666667,4.09791666667,4.56658333333,9.26991666667,6.26325,11.3956666667,8.86766666666
375.81,5.55575,28.6645,5.387,4.14683333333,4.60591666667,9.26116666666,6.28391666667,11.4325,8.94641666666
376.18,5.5425,28.69575,5.35125,4.09366666667,4.57241666667,9.20633333333,6.23991666667,11.3775833333,8.90474999999
376.54,5.49141666666,28.7216666666,5.34958333334,4.03033333333,4.5545,9.1895,6.20816666667,11.3701666667,8.91825
376.90,5.53383333333,28.8986666667,5.451,4.10233333334,4.62058333333,9.29666666667,6.28016666667,11.4173333333,8.95591666666
377.26,5.57933333333,29.0556666667,5.56091666667,4.14166666667,4.634,9.39500000001,6.30016666667,11.4808333333,9.00558333332
377.63,5.6025,29.1196666667,5.59066666667,4.12833333333,4.61791666666,9.38758333333,6.26691666666,11.4635,8.98016666668
377.99,5.6025,29.2290833334,5.60783333333,4.07891666667,4.65641666666,9.39341666667,6.2535,11.4864166667,9.01350000001
378.35,5.58458333333,29.2846666667,5.59491666667,4.04225,4.65183333333,9.36450000001,6.25825,11.47025,8.98916666666
378.71,5.61741666667,29.37175,5.61816666667,4.08066666667,4.68358333333,9.4375,6.29133333333,11.5094166667,9.00991666666
379.07,5.70308333333,29.52725,5.69825,4.16741666666,4.76591666667,9.5205,6.3885,11.5738333333,9.09641666667
379.44,5.75616666667,29.6054166667,5.73666666667,4.20091666667,4.77458333334,9.51366666666,6.42308333333,11.5941666667,9.11300000001
379.80,5.80291666667,29.7215833334,5.80291666667,4.25016666667,4.82183333333,9.55516666667,6.49775,11.6620833333,9.11233333333
380.16,5.85175,29.8643333333,5.88516666667,4.32883333333,4.88033333333,9.58616666666,6.58775,11.7589166667,9.19575
380.52,5.823,29.8645,5.84575,4.30666666667,4.84758333333,9.55433333334,6.54383333333,11.7450833333,9.13691666667
380.88,5.83291666667,29.9268333334,5.815,4.26716666667,4.85308333334,9.511,6.53575,11.7755833333,9.16766666667
381.24,5.89641666667,29.9581666667,5.84675,4.35033333333,4.93,9.4975,6.61758333333,11.80625,9.216
381.61,5.93408333333,30.0690833333,5.86825,4.39741666667,4.94991666667,9.50691666666,6.68266666666,11.8415,9.24925000001
381.97,5.86008333333,30.08675,5.79716666667,4.36875,4.86516666666,9.42200000001,6.63108333333,11.788,9.12858333334
382.33,5.9105,30.1374166667,5.81466666667,4.41533333333,4.88975,9.454,6.64641666667,11.8454166667,9.16716666667
382.69,5.96083333333,30.312,5.91441666667,4.4635,4.962,9.50549999999,6.72958333333,11.9365833333,9.19366666667
383.05,5.8595,30.3335,5.81208333333,4.32641666667,4.87191666667,9.38499999999,6.61583333333,11.8595833333,9.08991666666
383.41,5.93341666667,30.4670833334,5.89558333333,4.342,4.91483333333,9.43091666666,6.67075,11.92825,9.14066666667
383.77,5.93075,30.558,5.90041666667,4.35725,4.93416666666,9.46025000001,6.683,11.9548333333,9.17174999999
384.14,5.93441666667,30.6619166667,5.88666666666,4.33191666667,4.91891666667,9.48433333333,6.68341666666,11.967,9.16791666667
384.50,6.02541666667,30.8695833333,5.96283333334,4.41125,5.0045,9.55091666668,6.77591666667,12.0519166667,9.25600000001
384.86,6.02633333333,30.9369166667,5.97925,4.46025,5.0265,9.54933333333,6.79533333333,12.0463333333,9.21550000001
385.22,6.03741666667,31.0799166667,5.97958333333,4.45391666667,5.02,9.57783333334,6.776,12.0891666667,9.20216666667
385.58,6.00741666667,31.1438333333,5.9535,4.39416666667,4.99225,9.55841666667,6.74791666666,12.0430833333,9.15800000001
385.94,6.11358333333,31.2895833333,6.03358333333,4.47791666667,5.085,9.65283333332,6.83966666667,12.1238333333,9.27341666668
386.30,6.1135,31.4060833333,6.03683333334,4.46125,5.06208333333,9.62299999999,6.83133333333,12.12175,9.24658333333
386.66,6.09183333333,31.436,5.98408333333,4.43308333334,4.99725,9.56091666667,6.79708333333,12.0695,9.25291666666
387.03,6.19516666667,31.6141666667,6.10708333333,4.54616666667,5.09933333333,9.65516666666,6.93141666667,12.208,9.34550000001
387.39,6.19066666666,31.6729166667,6.09466666666,4.53016666667,5.08408333334,9.65316666666,6.91058333333,12.2030833333,9.32341666667
387.75,6.23766666666,31.8073333334,6.13575,4.54608333333,5.09216666667,9.67449999999,6.93491666667,12.22975,9.37391666668
388.11,6.22416666666,31.8856666667,6.16658333333,4.54608333333,5.08066666667,9.65650000001,6.92083333334,12.2050833333,9.32925
388.47,6.19608333333,31.94625,6.1385,4.51075,5.006,9.61741666666,6.89466666666,12.1836666667,9.25649999999
388.83,6.19016666667,32.0525,6.11508333333,4.47641666667,4.94183333333,9.62333333333,6.86708333333,12.1818333333,9.25675
389.19,6.10833333333,32.0716666667,6.057,4.40433333333,4.87491666667,9.56358333334,6.79875,12.1196666667,9.21341666668
389.55,6.07533333334,32.1499166667,6.03241666667,4.39475,4.878,9.56200000001,6.76983333333,12.1611666667,9.21416666667
389.91,6.02241666667,32.2370833333,6.00966666667,4.35008333333,4.84866666667,9.54858333333,6.75166666666,12.18025,9.17383333334
390.27,6.00766666667,32.328,6.01941666667,4.33583333333,4.82141666667,9.54391666667,6.73733333333,12.1653333333,9.17341666668
390.63,5.99966666667,32.4300833333,6.03216666666,4.34358333333,4.8495,9.57149999999,6.72433333334,12.1945833333,9.16066666668
391.00,5.96783333333,32.393,6.00825,4.29783333334,4.81041666666,9.56133333333,6.65641666667,12.1158333333,9.09933333334
391.36,5.95725,32.41325,6.0105,4.27508333333,4.80016666667,9.55041666667,6.66775,12.0908333333,9.10199999999
391.72,5.98091666667,32.4401666667,6.00791666667,4.32583333333,4.84166666667,9.58683333334,6.70791666667,12.1228333333,9.10541666668
392.08,5.98241666667,32.5008333333,5.99725,4.32991666667,4.847,9.60216666666,6.70675,12.1404166667,9.10091666666
392.44,6.01266666666,32.5720833333,6.01441666667,4.3525,4.87691666667,9.62,6.69066666667,12.156,9.136
392.80,6.06025,32.6550833333,6.09283333333,4.42658333333,4.94616666667,9.64683333334,6.75208333333,12.218,9.19674999999
393.16,6.12275,32.8074166667,6.12175,4.48,4.97266666667,9.69450000001,6.81066666667,12.27675,9.23033333333
393.52,6.13808333333,32.915,6.15066666667,4.51783333333,4.95841666667,9.71066666666,6.83183333333,12.28525,9.26041666668
393.88,6.18875,33.0274166667,6.19333333333,4.57216666667,4.99583333333,9.72700000001,6.83416666667,12.3029166667,9.29075
394.24,6.20783333333,33.1186666667,6.19533333333,4.59025,5.00291666667,9.73191666665,6.85058333333,12.3378333333,9.29458333333
394.60,6.2245,33.1846666667,6.20666666667,4.59533333333,4.98583333333,9.71741666669,6.85483333333,12.3574166667,9.28308333333
394.96,6.20275,33.3155,6.1785,4.58175,4.94575,9.68358333333,6.857,12.3738333333,9.25516666667
395.32,6.1685,33.4269166667,6.16125,4.60625,4.94858333333,9.66700000001,6.8375,12.4118333333,9.23866666666
395.68,6.10758333333,33.5113333333,6.13666666667,4.53783333333,4.90425,9.61016666666,6.78191666667,12.4009166667,9.19799999999
396.04,6.18775,33.594,6.19066666667,4.58041666667,4.94525,9.66825,6.82558333333,12.45225,9.26291666667
396.40,6.18625,33.6755833333,6.21808333334,4.584,4.97041666667,9.66125000001,6.85608333333,12.4844166667,9.26325
396.76,6.16416666667,33.7478333334,6.185,4.55825,4.94941666666,9.65883333334,6.83675,12.4601666667,9.24158333334
397.12,6.18491666667,33.7955,6.227,4.55866666667,4.97316666667,9.68458333333,6.8665,12.4720833333,9.24191666666
397.48,6.21416666667,33.8545833333,6.22591666667,4.52891666667,4.99458333333,9.68008333333,6.88391666666,12.4791666667,9.22424999999
397.84,6.19975,33.9045833333,6.2275,4.50383333333,4.95408333333,9.68191666667,6.90025,12.48925,9.20708333332
398.20,6.22775,34.0643333333,6.29825,4.55066666667,5.02783333333,9.74083333331,6.98058333333,12.541,9.25416666666
398.56,6.27416666667,34.1760833333,6.34841666666,4.60166666667,5.1065,9.77916666666,7.04508333333,12.575,9.31175
398.92,6.329,34.2368333333,6.382,4.64991666666,5.14191666667,9.83325000001,7.07333333333,12.627,9.36566666668
399.28,6.40666666667,34.3598333333,6.40708333333,4.6945,5.1675,9.87991666666,7.12758333333,12.6603333333,9.4205
399.64,6.43008333333,34.4135,6.45258333333,4.72025,5.17041666667,9.88783333334,7.14041666666,12.6434166667,9.42008333333
400.00,6.39625,34.4575,6.42825,4.69891666667,5.14916666667,9.83866666667,7.11633333333,12.6563333334,9.40500000001
400.36,6.40658333333,34.5264166667,6.42983333333,4.71116666667,5.144,9.85433333333,7.14441666667,12.6805833334,9.4025
400.72,6.43766666666,34.5958333333,6.44608333334,4.71433333333,5.14491666667,9.83966666665,7.154,12.72675,9.39049999999
401.08,6.40433333333,34.6293333333,6.43475,4.71333333333,5.13541666667,9.81066666667,7.14366666667,12.7188333333,9.40124999999
401.44,6.40308333333,34.74975,6.4505,4.72475,5.13075,9.83900000001,7.13908333333,12.7425,9.39933333334
401.80,6.45408333333,34.8633333333,6.49141666667,4.77433333333,5.18441666667,9.89408333333,7.18816666666,12.78775,9.44883333333
402.16,6.48525,34.9266666667,6.47016666667,4.75608333333,5.18191666667,9.8915,7.18033333333,12.8059166667,9.44274999998
402.52,6.4905,34.99875,6.45516666666,4.7345,5.14058333333,9.88133333334,7.16175,12.8040833333,9.41816666667
402.88,6.47908333333,35.0979166667,6.46358333334,4.71683333333,5.14175,9.86025,7.14966666667,12.7976666667,9.4255
403.24,6.48091666667,35.0701666667,6.47841666667,4.73233333333,5.13791666667,9.84591666667,7.16591666667,12.8045833333,9.41491666666
403.60,6.54516666667,35.2005833333,6.499,4.75966666667,5.15166666667,9.89049999998,7.21383333333,12.86675,9.46416666668
403.95,6.64325,35.3929166667,6.61633333333,4.84683333334,5.22983333333,10.0166666667,7.31225,12.98125,9.54933333334
404.31,6.70141666667,35.5160833334,6.6635,4.88683333333,5.25333333333,10.0525,7.3655,13.0284166667,9.59199999999
404.67,6.73216666667,35.6186666667,6.66558333333,4.90833333334,5.28475,10.0971666667,7.39391666667,13.03975,9.60641666666
405.03,6.72391666667,35.67275,6.63133333334,4.88808333334,5.24191666667,10.0719166667,7.36233333334,13.0345833333,9.55908333333
405.39,6.73625,35.7528333333,6.64416666666,4.90666666667,5.25558333334,10.0821666667,7.36608333333,13.0441666667,9.57108333334
405.75,6.73566666666,35.81225,6.63841666667,4.90758333333,5.238,10.061,7.35333333333,13.0338333333,9.54933333333
406.11,6.68633333333,35.7835,6.592,4.87775,5.16591666667,9.99616666667,7.29066666667,12.982,9.50041666667
406.47,6.69541666667,35.8473333334,6.60625,4.90041666667,5.19316666667,10.02275,7.3095,13.0003333333,9.52066666667
406.83,6.73866666666,35.9739166667,6.63525,4.95041666667,5.213,10.0530833333,7.3635,13.0590833333,9.56258333332
407.19,6.77891666667,36.2035,6.67883333333,4.98508333333,5.27358333333,10.1519166667,7.41408333334,13.1473333333,9.61799999998
407.55,6.79075,36.2745,6.68408333333,5.0015,5.28925,10.1505833333,7.43208333333,13.1656666667,9.61575000001
407.90,6.73991666667,36.29625,6.65325,4.98991666667,5.25866666667,10.1015,7.4145,13.1245,9.58758333334
408.26,6.71275,36.3654166667,6.64725,4.97691666667,5.25766666667,10.09375,7.38275,13.1033333333,9.56733333334
408.62,6.677,36.45325,6.6605,4.96283333333,5.23558333333,10.0729166667,7.35625,13.12375,9.55899999999
408.98,6.73216666667,36.6308333333,6.71308333333,5.00608333333,5.29066666667,10.1254166667,7.40475,13.1776666667,9.62208333333
409.34,6.72133333334,36.7006666667,6.69466666667,4.97133333333,5.27025,10.09325,7.40483333333,13.1749166667,9.59258333332
409.70,6.69608333333,36.712,6.64625,4.93341666667,5.22383333333,10.0439166667,7.36258333333,13.1514166667,9.54866666668
410.06,6.70425,36.8369166667,6.67491666667,4.95216666666,5.24316666667,10.074,7.39066666667,13.1703333333,9.53850000002
410.42,6.682,36.8980833333,6.658,4.92841666667,5.20383333333,10.03775,7.37625,13.1658333333,9.50466666668
410.77,6.62316666666,36.8994166667,6.61316666667,4.86041666667,5.15191666667,9.98825000001,7.31491666667,13.1098333333,9.43958333334
411.13,6.59641666667,36.9196666667,6.59033333333,4.8015,5.08441666666,9.90600000002,7.27708333333,13.0515,9.38458333333
411.49,6.57541666667,36.9545833333,6.58516666666,4.7965,5.07316666667,9.90375000001,7.24491666667,13.04275,9.34483333333
411.85,6.58608333333,37.0330833333,6.57691666667,4.77133333333,5.065,9.87833333332,7.23291666667,13.0485833333,9.32041666667
412.21,6.559,37.048,6.53141666667,4.75758333333,5.03866666666,9.85958333334,7.207,13.0311666667,9.29274999999
412.57,6.58116666667,37.1234166667,6.546,4.75225,5.04716666667,9.85899999999,7.21333333333,13.0444166667,9.30008333334
412.92,6.58491666667,37.1725,6.58491666667,4.77408333333,5.07033333334,9.86016666667,7.21316666667,13.0675,9.29466666667
413.28,6.64891666667,37.2315,6.64666666667,4.85116666666,5.11116666667,9.91166666667,7.2605,13.1095,9.34691666667
413.64,6.66483333334,37.3161666666,6.7035,4.8825,5.13683333333,9.95708333333,7.29158333333,13.14175,9.393
414.00,6.7245,37.438,6.77116666667,4.92791666667,5.16941666667,10.0013333333,7.34333333333,13.2185,9.46641666667
414.36,6.78741666666,37.5689166667,6.84616666667,4.97558333333,5.19866666667,10.046,7.38441666667,13.27875,9.51983333333
414.72,6.83008333334,37.6480833333,6.87258333333,5.0405,5.21641666667,10.07325,7.42825,13.3313333333,9.53683333334
415.07,6.82141666666,37.7286666666,6.87175,5.06341666667,5.21525,10.078,7.42483333333,13.3698333333,9.54575
415.43,6.85266666667,37.8539166667,6.8925,5.05916666667,5.20366666667,10.0864166667,7.44658333333,13.3960833333,9.56166666668
415.79,6.7955,37.8855833333,6.81966666667,4.99183333333,5.13841666666,10.0305,7.38058333333,13.3215833333,9.51416666667
416.15,6.82633333333,37.94775,6.85366666667,4.99591666667,5.15408333333,10.027,7.413,13.34325,9.52458333335
416.51,6.81133333333,38.00225,6.84291666667,4.98208333333,5.12483333333,10.0186666667,7.41116666667,13.3149166667,9.50425000002
416.86,6.87508333333,38.06475,6.87175,5.00925,5.15491666666,10.0621666667,7.46358333334,13.34575,9.53316666665
417.22,6.88608333333,38.1430833333,6.8745,5.00683333333,5.15266666667,10.064,7.45308333333,13.3620833333,9.53516666667
417.58,6.90325,38.22375,6.87833333333,5.01625,5.157,10.0681666667,7.47191666667,13.3604166667,9.53000000001
417.94,6.89491666667,38.2586666667,6.878,5.01025,5.1655,10.0651666667,7.4755,13.3575833333,9.53566666666
418.29,6.85208333333,38.275,6.83966666667,4.98233333334,5.14116666667,10.0375,7.451,13.326,9.51441666669
418.65,6.85616666667,38.3566666666,6.87275,4.98525,5.15508333333,10.068,7.45208333333,13.3330833333,9.53533333332
419.01,6.88075,38.3435,6.89491666666,4.99525,5.15658333333,10.0743333333,7.47325,13.3121666667,9.54641666665
419.37,6.85708333333,38.3595833333,6.87583333334,4.98091666667,5.13941666667,10.0563333333,7.45658333333,13.2824166667,9.52691666667
419.73,6.91733333333,38.4703333333,6.93733333334,5.03,5.17625,10.102,7.51325,13.3235,9.561
420.08,6.93866666667,38.5354166667,6.97025,5.05791666667,5.19141666667,10.1343333333,7.53491666667,13.3488333333,9.58016666666
420.44,6.96066666667,38.5771666667,6.98891666667,5.074,5.21183333333,10.1315833333,7.55575,13.3510833333,9.60000000001
420.80,6.94275,38.6091666667,6.9685,5.04358333334,5.16883333333,10.0978333333,7.53633333333,13.328,9.572
421.16,6.95125,38.6715833334,6.98266666667,5.05291666667,5.16133333334,10.094,7.55041666666,13.3119166667,9.58225000001
421.51,6.9575,38.7350833333,6.99508333333,5.05716666667,5.16075,10.0965833333,7.55458333333,13.3090833333,9.59158333332
421.87,6.97283333334,38.7920833333,7.00166666667,5.06858333333,5.16041666667,10.0998333333,7.56433333333,13.2963333334,9.58616666665
422.23,6.99675,38.8693333333,7.03075,5.08466666667,5.17183333333,10.1136666667,7.59433333333,13.3051666667,9.59466666667
422.58,7.00958333333,38.9285833333,7.04016666667,5.09741666667,5.17408333333,10.1124166667,7.62116666667,13.3120833333,9.58975000002
422.94,7.01558333333,39.02575,7.04925,5.10058333333,5.17158333333,10.1239166667,7.624,13.3249166667,9.58566666666
423.30,7.03458333333,39.1005833333,7.07541666667,5.12041666667,5.18358333334,10.141,7.64641666667,13.3464166667,9.607
423.66,7.01541666667,39.11575,7.05116666667,5.11258333334,5.17075,10.1255,7.62916666667,13.3334166667,9.58975
424.01,7.00983333333,39.2090833334,7.03858333333,5.09425,5.14508333334,10.11,7.61983333333,13.3144166667,9.57041666667
424.37,7.02333333333,39.2735,7.04175,5.10175,5.13333333333,10.1170833333,7.63016666667,13.3319166667,9.5665
424.73,7.02725,39.3234166667,7.05841666667,5.12083333333,5.13466666667,10.1278333334,7.63425,13.3330833333,9.58266666667
425.08,7.04675,39.3790833333,7.08225,5.14325,5.1595,10.1391666667,7.65775,13.36575,9.58708333332
425.44,7.069,39.4476666667,7.10133333333,5.15175,5.17741666667,10.1453333333,7.68008333333,13.3924166666,9.59358333334
425.80,7.08408333334,39.4993333333,7.12358333334,5.15891666667,5.17975,10.1583333333,7.6825,13.41375,9.58158333334
426.16,7.112,39.5814166667,7.14275,5.17116666667,5.19566666667,10.1724166667,7.68983333333,13.4364166667,9.60083333332
426.51,7.13458333333,39.6704166666,7.15391666667,5.17275,5.18983333333,10.1744166667,7.696,13.4619166667,9.60991666665
426.87,7.14758333333,39.716,7.17275,5.18633333333,5.20233333333,10.177,7.70383333333,13.4745833333,9.59866666668
427.23,7.15908333333,39.7773333334,7.18941666667,5.19558333333,5.21016666667,10.1704166667,7.727,13.4938333333,9.59924999999
427.58,7.2005,39.8513333333,7.23416666667,5.24008333333,5.234,10.2050833334,7.76875,13.5384166667,9.62200000001
427.94,7.21108333333,39.9060833333,7.26208333333,5.26683333333,5.25608333333,10.21,7.78425,13.56675,9.64666666667
428.30,7.25016666667,40.0119166667,7.29608333333,5.30516666667,5.29291666667,10.2415,7.81583333333,13.6121666667,9.66666666667
428.65,7.27683333333,40.12475,7.32983333333,5.3405,5.344,10.2635833333,7.84841666667,13.66375,9.67466666666
429.01,7.24725,40.1715,7.29516666667,5.30966666667,5.30991666666,10.2534166666,7.81241666667,13.6406666667,9.64975000001
429.37,7.23516666667,40.2075,7.29,5.30991666667,5.29575,10.241,7.799,13.643,9.62383333334
429.72,7.23883333333,40.2664166667,7.27225,5.30825,5.28383333334,10.2259166667,7.81008333333,13.6394166666,9.62091666668
430.08,7.254,40.3050833333,7.28733333333,5.336,5.29041666667,10.2434166667,7.84016666667,13.6745,9.61133333333
430.44,7.2905,40.41175,7.32983333333,5.37891666667,5.32416666667,10.2756666667,7.88166666667,13.7144166667,9.63883333333
430.79,7.29191666667,40.5246666667,7.32791666667,5.39366666667,5.32758333333,10.2791666666,7.89975,13.7293333333,9.66308333334
431.15,7.3195,40.60875,7.34616666667,5.39708333333,5.32291666666,10.2983333333,7.89691666667,13.7455,9.66941666666
431.50,7.35575,40.7618333333,7.38458333333,5.41725,5.34466666666,10.31125,7.92516666666,13.7856666667,9.68533333333
431.86,7.38591666666,40.86175,7.41858333334,5.424,5.35083333334,10.3389166667,7.949,13.8324166667,9.68291666666
432.22,7.39116666667,40.915,7.43875,5.43633333333,5.3425,10.3371666667,7.94958333333,13.8516666667,9.69416666666
432.57,7.37975,41.0045,7.43075,5.40133333333,5.296,10.31925,7.943,13.8536666667,9.67416666667
432.93,7.38766666667,41.04675,7.46791666667,5.40158333333,5.29958333334,10.3016666667,7.95158333333,13.8878333333,9.67333333333
433.29,7.43016666667,41.16475,7.517,5.4335,5.325,10.3436666667,7.99475,13.9375833333,9.70333333333
433.64,7.43766666667,41.2209166666,7.54075,5.45425,5.331,10.3649166667,8.00933333334,13.9756666667,9.72966666667
434.00,7.46758333333,41.3064166667,7.56725,5.474,5.35041666667,10.3840833333,8.02441666666,14.01,9.75091666666
434.35,7.46741666666,41.3130833333,7.57566666667,5.47258333333,5.34841666667,10.3708333333,8.01083333333,14.00975,9.73341666667
434.71,7.50725,41.3951666667,7.60425,5.4885,5.3655,10.4011666667,8.02458333333,14.0546666667,9.74083333334
435.07,7.53833333334,41.4656666667,7.63516666667,5.51883333333,5.395,10.4074166667,8.04933333333,14.10475,9.7555
435.42,7.52491666667,41.5009166667,7.63391666667,5.49808333333,5.38966666666,10.39725,8.04216666667,14.1173333333,9.75225000002
435.78,7.54308333333,41.55975,7.635,5.51341666667,5.3905,10.392,8.06025,14.1343333333,9.77233333334
436.13,7.54108333333,41.6131666667,7.65241666667,5.51766666667,5.40133333333,10.3965,8.07758333333,14.1463333333,9.76466666667
436.49,7.56766666666,41.6456666667,7.66966666667,5.55,5.4295,10.4075833333,8.09325,14.1798333333,9.78649999999
436.84,7.60191666667,41.7254166667,7.68733333333,5.581,5.43708333333,10.4261666667,8.13483333333,14.2099166667,9.80966666666
437.20,7.57916666667,41.7679166667,7.67191666667,5.55958333333,5.42108333333,10.4045833333,8.12458333333,14.221,9.79658333333
437.56,7.62733333333,41.8408333333,7.7105,5.57541666667,5.45283333334,10.42125,8.16883333333,14.2635833333,9.81566666665
437.91,7.62441666666,41.9059166667,7.71466666667,5.57116666667,5.44516666667,10.4223333333,8.17375,14.2750833333,9.81325000002
438.27,7.64441666667,41.9786666667,7.73041666667,5.58875,5.45016666667,10.448,8.19008333334,14.307,9.84049999998
438.62,7.64366666667,42.0074166667,7.73925,5.59041666667,5.43791666667,10.42425,8.19016666667,14.312,9.84116666667
438.98,7.66525,42.1025833333,7.7685,5.61958333333,5.4575,10.4595,8.21950000001,14.343,9.86141666667
439.33,7.70791666667,42.1588333334,7.80066666667,5.65108333334,5.46266666667,10.48675,8.24058333333,14.3593333333,9.87825000002
439.69,7.74175,42.21725,7.85183333333,5.69,5.49583333333,10.5100833333,8.26850000001,14.4005,9.89799999998
440.04,7.75833333333,42.2936666666,7.861,5.68,5.48683333333,10.51625,8.27283333334,14.42125,9.89341666667
440.40,7.76683333333,42.3595,7.8795,5.68783333333,5.48758333333,10.5445,8.28483333334,14.4319166667,9.89474999998
440.75,7.80608333333,42.4635833334,7.90883333334,5.721,5.51775,10.5886666667,8.31766666667,14.4719166667,9.92116666669
441.11,7.85891666667,42.5278333333,7.94883333333,5.75908333333,5.54725,10.631,8.34366666667,14.4965833333,9.96275
441.47,7.865,42.6315,7.97258333333,5.77975,5.555,10.6399166667,8.35666666667,14.5090833333,9.97133333334
441.82,7.84691666667,42.6790833333,7.96366666667,5.76566666667,5.53033333334,10.62175,8.34166666667,14.5055,9.96708333333
442.18,7.85008333333,42.742,7.96808333333,5.76366666667,5.53425,10.61375,8.35216666666,14.4960833334,9.962
442.53,7.88683333333,42.8171666666,8.00858333334,5.79891666667,5.55241666666,10.6539166667,8.39808333332,14.5191666667,9.99233333334
442.89,7.90158333333,42.9068333333,8.02766666667,5.79666666667,5.54433333334,10.66225,8.41508333333,14.5314166666,10.00175
443.24,7.90666666667,42.97775,8.04583333333,5.81183333334,5.55008333333,10.6635,8.44141666667,14.5441666667,10.0160833333
443.60,7.89725,42.98525,8.03716666667,5.79716666667,5.52316666667,10.6545833333,8.43191666668,14.5146666667,10.0045833333
443.95,7.92216666667,43.0345833333,8.06466666666,5.83033333334,5.53075,10.66925,8.45633333333,14.51375,10.0284166667
444.31,7.94408333333,43.07125,8.08741666667,5.84683333333,5.53858333333,10.67675,8.47433333332,14.513,10.0428333333
444.66,7.93041666667,43.1120833334,8.09141666667,5.8355,5.51683333333,10.6608333333,8.47358333332,14.48675,10.0189166667
445.02,7.92108333333,43.1208333333,8.08208333333,5.82316666667,5.49666666667,10.6233333334,8.47041666666,14.4676666667,9.985
445.37,7.94366666667,43.1891666667,8.104,5.8495,5.51033333333,10.6474166667,8.48791666667,14.4854166667,10.0170833333
445.72,7.97,43.2396666666,8.13258333333,5.879,5.52666666667,10.6546666667,8.52074999999,14.4833333334,10.022
446.08,7.99466666667,43.2709166667,8.15233333333,5.8915,5.52125,10.6530833333,8.54299999999,14.4929166667,10.0156666667
446.43,8.00425,43.3169166667,8.16325,5.89216666667,5.52725,10.6433333333,8.55741666666,14.5008333333,10.0140833333
446.79,7.99091666667,43.3238333334,8.1455,5.88208333334,5.50591666667,10.626,8.53525,14.4640833333,9.99241666668
447.14,7.99658333333,43.37125,8.14683333333,5.888,5.50125,10.6216666667,8.53924999999,14.4619166667,9.99791666667
447.50,8.01825,43.47975,8.17883333333,5.90841666666,5.51333333333,10.6406666667,8.55824999999,14.4895,10.0135
447.85,8.01908333333,43.5099166667,8.18033333333,5.91333333333,5.51608333333,10.6309166667,8.55466666668,14.4764166667,10.0126666667
448.21,8.02816666667,43.56675,8.19408333333,5.92108333333,5.515,10.623,8.56041666667,14.4696666667,10.0139166667
448.56,8.03258333333,43.59325,8.191,5.9175,5.50758333333,10.6138333333,8.55608333333,14.4616666667,10.0253333333
448.92,8.03691666667,43.6614166667,8.20108333333,5.91383333333,5.48791666667,10.60525,8.55058333334,14.45025,10.0339166667
449.27,8.03108333333,43.6803333333,8.18841666666,5.90183333333,5.46675,10.58075,8.54174999999,14.4149166667,9.99966666667
