wavelength,Back_TacRuvm,Belly_TacRuvm,Breast_TacRuvm,Crissum_TacRuvm,Crown_TacRuvm,DorTail_TacRuvm,Patch10_TacRuvm,Patch11_TacRuvm,Rump_TacRuvm,Throat_TacRuvm,WingTip_TacRuvm
310.38,2.85666666667,4.68793333333,2.3509,3.6016,3.05733333333,5.36373333333,23.4289333334,2.95233333333,3.74566666667,5.21646666667,5.76666666667
310.75,2.5084,4.44033333333,2.049,3.25693333333,2.72546666667,5.15826666667,23.2787333333,2.63773333333,3.40186666667,4.81633333333,5.40026666667
311.12,2.265,4.2718,1.78463333333,2.85,2.4834,4.98213333333,23.3294666667,2.381,3.131,4.58333333333,5.13493333333
311.49,2.4354,4.4314,2.00813333333,2.9886,2.637,5.2632,23.5993333333,2.5476,3.3538,4.79206666667,5.31793333333
311.85,2.37573333333,4.38626666667,2.0176,2.8844,2.5664,5.37653333333,23.6566,2.5104,3.34166666667,4.81793333333,5.35846666667
312.22,1.88006666667,3.8906,1.5763,2.39653333333,2.13046666666,4.9022,23.3325333333,2.00446666667,2.8576,4.4086,4.839
312.59,1.77953333333,3.87053333333,1.5395,2.39113333333,2.0362,4.82766666667,23.4842,1.9078,2.75393333333,4.41313333333,4.74166666667
312.96,1.64266666667,3.77766666667,1.34946666667,2.3202,1.9384,4.69173333333,23.5571333333,1.76573333333,2.58873333333,4.40093333333,4.68366666667
313.33,1.67553333333,3.78406666667,1.3791,2.31253333333,2.09686666667,4.65153333333,23.7596,1.71633333333,2.64573333333,4.444,4.782
313.70,1.48206666667,3.59993333333,1.26833333333,2.1364,1.98153333333,4.39566666667,23.8152,1.55786666667,2.5284,4.2812,4.57753333333
314.07,1.74766666667,3.7592,1.38903333333,2.3664,2.1216,4.52433333333,24.0418666667,1.7062,2.756,4.45706666667,4.71213333333
314.43,1.82046666667,3.83346666667,1.48636666667,2.476,2.23753333333,4.5298,24.3372,1.83106666667,2.88613333333,4.56,4.59533333333
314.80,1.95713333333,3.89113333333,1.61416666667,2.65086666667,2.5294,4.61166666667,24.6533333333,1.9934,3.02193333333,4.86153333333,4.7546
315.17,2.21046666667,4.086,1.88823333333,2.93426666667,2.83806666667,4.82273333333,25.0338,2.21226666667,3.30833333333,5.12433333333,4.9598
315.54,2.30286666667,4.27553333333,2.04303333333,3.06426666667,3.07173333333,4.86086666667,25.3145333333,2.2728,3.44853333333,5.29773333333,4.89073333333
315.91,2.2958,4.3554,1.99366666667,3.03006666667,3.034,4.7082,25.5357333333,2.1816,3.38866666667,5.20966666667,4.6358
316.28,2.7122,4.861,2.41213333333,3.43113333333,3.41006666667,5.11993333333,26.1318666667,2.628,3.80873333333,5.59906666667,4.9492
316.64,2.88166666666,5.02873333333,2.6759,3.616,3.6486,5.31713333333,26.4553333334,2.80273333333,4.03113333333,5.68833333333,4.9922
317.01,2.92766666666,5.09853333333,2.7868,3.6596,3.65573333333,5.36313333333,26.6493333334,2.80806666667,4.05173333333,5.71260000001,4.882
317.38,3.1702,5.53006666667,3.10366666667,3.98253333333,3.88813333333,5.62866666667,26.9213333333,3.10646666667,4.3762,5.88899999999,5.12686666667
317.75,3.5876,5.93066666667,3.38836666667,4.289,4.29293333333,6.11733333333,27.3314,3.4354,4.77253333333,6.17353333334,5.5336
318.12,3.2946,5.7076,3.1382,3.9488,4.02053333334,5.888,27.3928,3.16433333333,4.5156,5.94446666667,5.234
318.49,3.3518,5.75926666667,3.12796666667,3.97373333333,3.96193333334,5.95073333333,27.7052666667,3.14646666667,4.56033333333,6.06239999999,5.36413333334
318.85,3.24666666667,5.78073333333,3.05273333333,3.88646666667,3.72913333333,5.91666666667,27.9268666666,3.04786666667,4.50493333333,5.93826666667,5.3062
319.22,3.35713333333,5.97953333333,3.1043,4.08566666667,3.84673333333,5.9676,28.0606666667,3.20086666667,4.61093333333,6.04860000001,5.44226666667
319.59,3.12253333333,5.728,2.85016666667,3.86026666667,3.59393333333,5.74373333333,27.9075333333,2.94353333333,4.3576,5.7696,5.2246
319.96,3.38386666667,6.02673333333,3.19526666667,4.31393333333,4.01593333333,6.1162,28.2524666667,3.3482,4.72733333334,6.1678,5.69486666667
320.32,3.36426666667,5.9724,3.13783333333,4.26173333333,4.0802,6.08846666667,28.3279333333,3.3742,4.72426666667,6.13226666666,5.835
320.69,3.499,6.14933333333,3.14446666667,4.35993333333,4.18406666667,6.27933333333,28.5579333333,3.525,4.77326666667,6.27733333333,6.0354
321.06,3.57086666667,6.23553333333,3.11983333333,4.3094,4.2336,6.44706666667,28.7624666667,3.63873333333,4.7364,6.33326666666,6.07986666667
321.43,3.46293333333,5.98326666667,2.96573333333,4.21606666667,4.09053333333,6.35,28.7884666666,3.5026,4.6006,6.20439999999,5.9374
321.80,3.1162,5.7022,2.74173333333,3.9616,3.77293333333,6.11273333333,28.7922666667,3.28473333333,4.37426666667,6.105,5.61873333333
322.16,3.1716,5.92753333333,2.80883333333,4.1556,3.95186666667,6.27266666667,29.0757333333,3.4714,4.5634,6.34320000001,5.78653333334
322.53,2.89606666667,5.77853333333,2.67196666667,3.96373333333,3.8326,6.12993333333,29.0722666667,3.34786666667,4.3364,6.18986666667,5.58946666667
322.90,3.10493333333,5.89553333333,2.77676666667,4.11466666667,3.99053333333,6.24933333333,29.1396666667,3.4942,4.425,6.32993333334,5.76213333333
323.27,2.9906,5.84853333333,2.7478,4.06026666667,3.87366666667,6.26773333333,29.4522666667,3.39886666667,4.389,6.33780000001,5.63413333333
323.63,3.18673333333,6.05653333333,2.95596666667,4.2822,4.121,6.5436,29.9491333333,3.5922,4.59893333333,6.62499999999,5.91173333333
324.00,2.9148,5.624,2.6215,3.91293333333,3.8066,6.2394,29.97,3.23753333333,4.2482,6.26953333334,5.60113333333
324.37,2.79046666667,5.52386666667,2.49813333333,3.8364,3.68946666667,6.10993333333,30.1607333333,3.06026666667,4.10093333333,6.1878,5.43553333333
324.74,2.68513333333,5.31653333333,2.39263333333,3.69153333333,3.53806666667,5.91313333333,30.1660666667,2.95673333333,4.01353333334,6.10879999999,5.2878
325.10,2.79406666667,5.41906666667,2.54193333333,3.86606666667,3.6232,5.93113333333,30.4522666667,3.00266666667,4.242,6.22666666666,5.43873333333
325.47,2.5714,5.20586666667,2.31033333334,3.63873333333,3.38893333333,5.69933333333,30.5764666667,2.8232,4.00973333333,6.12026666667,5.21726666667
325.84,2.75793333333,5.27673333333,2.35883333333,3.80806666667,3.49946666667,5.72053333334,30.7075333333,2.9658,4.14966666667,6.16446666667,5.38213333333
326.21,2.5518,4.9572,2.1509,3.6042,3.23206666667,5.48346666667,30.6913333333,2.68886666667,3.8176,5.86019999999,5.14866666667
326.57,2.4516,4.812,1.96593333334,3.43546666667,3.0858,5.2916,30.7426,2.45466666667,3.7122,5.68759999999,4.9698
326.94,2.45586666667,4.76293333333,1.9937,3.48673333333,3.14113333333,5.273,31.1006666666,2.4852,3.75046666667,5.66213333334,4.96273333334
327.31,2.5184,4.69466666667,2.04706666667,3.43153333333,3.21813333333,5.24266666667,31.2035333334,2.49206666667,3.76746666667,5.66359999999,5.0136
327.67,2.46286666667,4.6214,1.9605,3.42453333334,3.14473333333,5.11893333333,31.2584666667,2.49686666667,3.71986666667,5.64613333333,4.93206666667
328.04,2.55646666666,4.84353333333,2.056,3.59333333333,3.26166666667,5.13166666667,31.5070666667,2.60773333333,3.84573333333,5.79466666666,4.99753333333
328.41,2.6896,4.99853333334,2.2369,3.7954,3.3788,5.26626666667,31.734,2.76786666667,4.00846666667,5.93053333333,5.14726666667
328.78,2.6318,5.05806666667,2.2206,3.85126666667,3.43366666667,5.3192,31.8608,2.72206666667,4.0078,5.97246666666,5.1642
329.14,2.26073333333,4.79693333333,1.86963333333,3.53926666667,3.1258,5.06613333333,31.6398,2.39693333333,3.605,5.6654,4.8226
329.51,2.52793333333,5.1206,2.15236666667,3.792,3.49373333333,5.34633333333,31.9048666667,2.65686666667,3.84853333333,5.88633333334,5.12546666667
329.88,2.28066666667,4.93113333333,2.01706666667,3.54933333334,3.3072,5.14393333333,32.0595333333,2.39533333333,3.628,5.62373333333,4.82646666667
330.24,2.22453333333,4.92666666667,2.06286666667,3.54086666666,3.3496,5.187,32.1368666667,2.40073333333,3.73866666667,5.60053333334,4.79326666667
330.61,2.38553333333,5.1846,2.2702,3.8394,3.5362,5.3412,32.369,2.62446666666,3.94,5.80786666667,5.10386666667
330.98,2.384,5.35986666667,2.3086,3.90886666667,3.5662,5.3336,32.4790666667,2.61853333333,3.95973333333,5.92393333333,5.23366666667
331.34,2.29493333333,5.41273333333,2.27773333333,3.9554,3.487,5.30533333333,32.5656666667,2.58433333333,3.86426666667,5.90386666667,5.12813333333
331.71,2.0472,5.21553333333,2.05366666667,3.72073333333,3.22293333334,5.02546666667,32.3928,2.25986666667,3.58053333333,5.63733333334,4.8288
332.08,2.04673333333,5.1826,2.0649,3.7162,3.23106666667,5.07006666667,32.4502666667,2.27826666667,3.602,5.63946666667,4.85133333333
332.44,1.6396,4.86193333333,1.7086,3.29633333333,2.837,4.72026666667,32.3547333333,1.87246666667,3.16426666667,5.24273333333,4.47486666667
332.81,1.44873333333,4.65926666666,1.4799,3.03753333333,2.54586666667,4.3838,32.3746,1.62946666667,2.92706666666,5.0218,4.2064
333.18,1.44433333333,4.59706666667,1.46726666667,3.00226666667,2.53666666667,4.22513333333,32.5804,1.60853333333,3.019,5.00586666667,4.2298
333.54,1.22773333333,4.38366666667,1.20593333333,2.7906,2.2616,3.94273333333,32.4980666667,1.37626666666,2.88006666666,4.81886666666,3.96233333333
333.91,1.0724,4.32433333333,1.08673333333,2.63106666667,2.10013333333,3.83066666667,32.4553333333,1.1636,2.7552,4.75659999999,3.80966666667
334.28,1.2368,4.44426666667,1.16096666667,2.70173333333,2.23993333333,3.8562,32.6186,1.18826666666,2.7928,4.92679999999,3.9784
334.64,1.339,4.38226666666,1.20946666667,2.6386,2.2164,4.01506666667,32.6420666667,1.17106666667,2.79326666667,4.99819999999,3.9384
335.01,1.38953333333,4.28,1.18533333333,2.59353333333,2.18233333333,4.0632,32.7263333333,1.19253333333,2.81353333333,4.99726666667,3.83733333333
335.38,1.29386666666,4.19746666667,1.1238,2.50033333333,2.15073333333,4.0126,32.7202,1.1388,2.78926666667,4.91046666667,3.8168
335.74,1.27286666667,4.15186666667,1.0579,2.4366,2.10173333333,3.96073333333,32.8937333333,1.12193333333,2.7632,4.90253333333,3.84333333333
336.11,1.0996,3.97086666667,0.814033333333,2.20066666667,1.8736,3.75406666667,32.8063333333,0.796066666667,2.52473333333,4.71166666667,3.5568
336.47,1.20446666667,4.0352,0.870133333333,2.31086666667,1.96033333333,3.79933333333,32.9172666667,0.864866666666,2.6534,4.87146666667,3.61086666667
336.84,1.3394,4.1466,1.03786666667,2.50133333333,2.14053333333,3.98773333333,33.1288,1.02313333333,2.823,5.06866666666,3.76133333334
337.21,1.48373333333,4.327,1.2348,2.67433333333,2.3182,4.18233333333,33.4699333333,1.17713333333,2.90753333333,5.32206666666,3.8904
337.57,1.60373333333,4.42493333333,1.432,2.82666666667,2.47746666667,4.33566666667,33.7195333333,1.31206666667,3.005,5.49586666666,4.04533333334
337.94,1.86233333333,4.61666666667,1.66036666667,3.1556,2.7884,4.55066666667,34.0201333333,1.6326,3.27993333334,5.82006666667,4.35373333333
338.31,1.97866666667,4.8196,1.80436666667,3.39193333333,2.9462,4.7248,34.2576,1.855,3.49573333333,5.98966666667,4.42386666667
338.67,1.83486666666,4.7586,1.7122,3.29726666667,2.87153333334,4.56066666667,34.2427333333,1.82566666666,3.4506,5.84233333333,4.31026666667
339.04,1.81493333333,4.7982,1.73826666667,3.31293333333,2.89946666667,4.56666666667,34.4534,1.80833333333,3.47033333334,5.80966666666,4.28266666666
339.40,1.94993333333,4.86086666666,1.791,3.4664,2.9328,4.61273333333,34.5719333333,1.91626666667,3.54693333333,5.87346666667,4.34146666667
339.77,2.14293333333,5.09213333334,2.02266666667,3.644,3.0922,4.73613333333,34.7636,2.12233333333,3.70426666667,6.06339999999,4.49413333333
340.14,2.13713333333,5.08179999999,2.08226666667,3.6134,3.06206666667,4.67373333333,34.7981333333,2.1882,3.75506666667,6.10526666667,4.5156
340.50,2.25366666667,5.23293333333,2.2468,3.74273333333,3.23253333333,4.8588,34.9142666667,2.38346666667,3.9216,6.20046666666,4.71773333333
340.87,2.37733333333,5.38873333333,2.38226666667,3.8354,3.35513333333,5.0172,35.1264666667,2.58993333333,4.0792,6.30899999999,4.8872
341.23,2.4686,5.43553333334,2.38803333333,3.8696,3.33946666667,5.10706666667,35.0700666667,2.67533333333,4.1684,6.28793333334,4.92733333333
341.60,2.3534,5.406,2.22,3.73233333333,3.1816,5.0198,35.0714666667,2.54946666667,4.0538,6.18926666667,4.81766666667
341.96,2.31926666666,5.4986,2.23416666667,3.6986,3.12153333333,5.09506666667,35.2237333333,2.54633333333,4.0262,6.19780000001,4.82826666667
342.33,2.2898,5.44966666667,2.17826666667,3.57386666667,3.02486666667,5.03313333333,35.3177333333,2.48673333333,3.8972,6.14413333333,4.84093333333
342.70,2.29993333333,5.50106666667,2.1934,3.61266666667,3.0586,5.05633333333,35.5802666667,2.47866666667,3.85273333333,6.16306666666,4.83273333333
343.06,2.1846,5.40386666667,2.11023333333,3.50273333333,2.96353333333,4.97873333333,35.4625333333,2.41146666667,3.71473333333,6.17133333333,4.7908
343.43,2.0718,5.32660000001,2.01846666667,3.3926,2.92873333333,4.91973333333,35.5100666667,2.31906666667,3.6398,6.17193333333,4.72133333333
343.79,2.02133333333,5.28273333334,1.97303333333,3.35253333333,2.95546666667,4.9792,35.5694666667,2.29006666667,3.6706,6.17186666666,4.67666666667
344.16,2.18053333333,5.48580000001,2.14533333333,3.52106666667,3.16346666667,5.20613333333,35.8968666667,2.4448,3.80873333333,6.37233333333,4.86726666667
344.52,2.2774,5.51813333333,2.22766666667,3.56853333333,3.25926666667,5.26593333333,36.0064,2.4736,3.84793333333,6.48033333333,4.91413333333
344.89,2.08273333333,5.34226666666,2.0508,3.34746666667,3.0466,4.998,35.9529333333,2.20006666667,3.6082,6.24946666667,4.73386666667
345.25,2.02666666667,5.26780000001,2.0443,3.31233333333,3.01733333333,4.8458,35.9253333333,2.11813333333,3.5148,6.21746666666,4.65186666667
345.62,2.1908,5.35553333333,2.24796666667,3.48606666667,3.1838,4.97446666667,36.0718666667,2.24446666667,3.67613333333,6.39119999999,4.84526666667
345.99,2.19533333333,5.29253333333,2.21973333333,3.44913333333,3.21113333333,4.92086666667,36.1684,2.20073333333,3.64666666667,6.33733333333,4.839
346.35,2.00906666666,5.144,2.0867,3.28873333333,3.06786666667,4.7658,36.0506666667,2.04426666666,3.5276,6.13246666667,4.65773333333
346.72,2.04226666667,5.08593333333,2.0629,3.26126666667,3.03833333333,4.68606666667,35.9252,2.00613333333,3.54446666667,6.12466666667,4.60973333333
347.08,2.04646666667,5.11886666667,2.06513333333,3.28366666667,3.10333333333,4.6938,36.0404,2.01,3.6082,6.1308,4.59673333333
347.45,1.9278,5.02433333334,1.95443333334,3.10853333333,2.96786666667,4.5898,36.1241333333,1.87613333333,3.50226666667,6.01726666666,4.46946666667
347.81,1.8696,4.93286666667,1.9201,3.02366666667,2.91906666667,4.51693333333,36.1683333334,1.76386666667,3.4288,5.9188,4.37266666667
348.18,1.7948,4.77606666667,1.81613333333,2.9458,2.8316,4.3926,36.1401333333,1.64486666667,3.36946666667,5.80540000001,4.23073333333
348.54,1.69013333333,4.67766666666,1.66966666667,2.82226666667,2.7208,4.2286,36.1199333333,1.52173333333,3.27013333333,5.70506666667,4.07206666667
348.91,1.861,4.86166666666,1.79916666667,3.0554,2.93826666667,4.44126666667,36.3864666667,1.72553333333,3.5402,5.90220000001,4.19073333333
349.27,1.8024,4.87059999999,1.74506666667,3.05633333333,2.91646666667,4.391,36.4812,1.68953333333,3.5672,5.84826666667,4.18993333333
349.64,1.65306666667,4.78273333333,1.56923333333,2.95253333333,2.83886666667,4.2424,36.5276,1.59073333333,3.4026,5.70326666667,4.004
350.00,1.61366666667,4.78860000001,1.5224,2.93633333333,2.77866666667,4.1642,36.4006666667,1.55393333333,3.32213333333,5.66166666666,3.88173333333
350.37,1.80473333333,4.98026666666,1.68536666667,3.1004,2.9428,4.3366,36.6006,1.70633333333,3.485,5.87093333334,4.08413333333
350.73,1.8872,5.1108,1.7739,3.21953333333,3.07593333333,4.4786,36.8004,1.82733333333,3.58126666667,5.99800000001,4.2386
351.10,1.99873333333,5.20133333334,1.88143333333,3.34893333334,3.10493333333,4.5496,36.8680666667,1.90733333333,3.69653333333,6.07606666667,4.34433333333
351.46,2.27173333333,5.49706666666,2.14266666667,3.6444,3.3646,4.80913333333,37.0782666667,2.17646666667,3.95813333333,6.34473333334,4.60406666667
351.83,2.38473333333,5.66153333333,2.19036666667,3.78446666667,3.43053333334,4.927,37.2999333333,2.3358,4.0714,6.47226666667,4.76013333333
352.19,2.58373333333,5.86846666666,2.37636666667,4.02933333333,3.61633333333,5.08933333333,37.7430666667,2.5574,4.29286666667,6.69299999999,4.99293333333
352.55,2.70266666667,5.99453333333,2.48123333333,4.12726666667,3.702,5.17533333333,37.9444666667,2.6764,4.39846666667,6.74426666667,5.07553333333
352.92,2.68,5.9164,2.42356666667,4.02613333333,3.62513333333,5.0616,37.8979333333,2.627,4.28326666667,6.65159999999,5.0134
353.28,2.6468,5.89246666666,2.3623,3.91493333333,3.62186666667,5.08293333333,38.053,2.59833333333,4.20193333333,6.64373333333,4.97973333333
353.65,2.6672,5.91500000001,2.3936,3.89693333333,3.6402,5.11666666667,38.0754666667,2.6594,4.2678,6.66366666666,5.0144
354.01,2.79793333333,5.97073333333,2.49896666667,4.0022,3.7522,5.1884,38.2228,2.79026666667,4.3906,6.75800000001,5.11926666667
354.38,2.74273333333,5.85206666667,2.43496666667,3.97113333333,3.70053333333,5.0594,38.2289333333,2.7532,4.3056,6.75853333333,5.029
354.74,2.67393333333,5.80546666667,2.39726666667,3.92733333333,3.67053333333,4.92006666667,38.3251333333,2.69726666667,4.26973333333,6.71893333333,4.99286666667
355.11,2.60806666667,5.74873333334,2.3172,3.838,3.62386666667,4.8118,38.3985333333,2.6356,4.17206666667,6.64473333334,4.92426666667
355.47,2.53453333333,5.68353333333,2.21506666667,3.7584,3.5206,4.6678,38.5468,2.52293333333,4.0914,6.52346666666,4.8486
355.83,2.56693333333,5.69533333333,2.28493333333,3.81973333333,3.58733333333,4.64313333333,38.607,2.52966666667,4.09546666667,6.59893333333,4.84646666667
356.20,2.42046666667,5.63653333334,2.16406666667,3.6908,3.45573333333,4.5392,38.4652666667,2.39113333333,3.95166666667,6.48833333333,4.696
356.56,2.37006666667,5.61099999999,2.14403333333,3.704,3.3908,4.52366666667,38.5704666667,2.31093333333,3.908,6.49733333333,4.6792
356.93,2.45746666666,5.74326666666,2.22276666667,3.80573333333,3.4956,4.59606666667,38.6582666667,2.36166666667,4.0038,6.61586666667,4.7442
357.29,2.43766666667,5.7082,2.19776666667,3.8068,3.4848,4.54106666667,38.6563333333,2.3318,4.00146666667,6.60666666666,4.7062
357.66,2.45613333333,5.73493333334,2.2123,3.8248,3.49033333333,4.5108,38.7304666667,2.30773333333,4.00826666667,6.62359999999,4.74046666667
358.02,2.4242,5.75473333333,2.18256666667,3.77193333333,3.4662,4.47453333333,38.8794666667,2.25646666667,3.97826666667,6.61920000001,4.75693333333
358.38,2.53873333333,5.89033333333,2.29156666667,3.87466666667,3.5858,4.6076,39.12,2.33853333333,4.08273333333,6.68406666666,4.83793333333
358.75,2.53353333333,5.88873333334,2.2652,3.8774,3.57033333333,4.6632,39.184,2.3634,4.0576,6.6884,4.82466666667
359.11,2.45313333333,5.8498,2.15593333333,3.80226666667,3.51946666667,4.60866666667,39.2556,2.26933333333,4.00313333333,6.63913333334,4.70106666667
359.48,2.40313333334,5.78720000001,2.11463333333,3.7478,3.48666666667,4.56933333333,39.1732666667,2.25233333333,3.9696,6.67393333333,4.62346666667
359.84,2.42186666667,5.81766666666,2.1496,3.74333333333,3.50926666667,4.59586666667,39.2854666667,2.29893333333,4.02433333333,6.6774,4.67966666667
360.20,2.46473333333,5.86946666667,2.20593333333,3.77406666667,3.56553333333,4.65913333333,39.3776,2.35533333333,4.0614,6.74033333333,4.75046666667
360.57,2.46266666667,5.87293333334,2.23876666667,3.75673333333,3.59846666667,4.65266666667,39.3844,2.39586666667,4.0852,6.76633333334,4.76373333333
360.93,2.41966666667,5.8202,2.25803333333,3.7228,3.55953333333,4.65553333333,39.4908666666,2.38106666667,4.04006666667,6.74913333333,4.76
361.29,2.49653333333,5.93866666667,2.38306666667,3.82186666667,3.62946666667,4.76626666667,39.6276,2.4758,4.1312,6.85053333334,4.8742
361.66,2.50746666667,5.9624,2.39696666667,3.83146666667,3.64973333333,4.80166666667,39.7908666667,2.47026666667,4.13893333333,6.89633333333,4.86473333333
362.02,2.47533333333,5.9398,2.39686666667,3.8204,3.63313333333,4.78326666667,39.7826,2.46526666667,4.12286666667,6.89733333334,4.82373333334
362.39,2.42906666667,5.94726666667,2.36236666667,3.78286666667,3.58426666667,4.7372,39.8316666667,2.451,4.10646666666,6.88406666667,4.80626666667
362.75,2.4636,6.02999999999,2.41706666667,3.8146,3.61553333333,4.7726,39.9761333333,2.48686666667,4.1328,6.93800000001,4.82153333333
363.11,2.52586666667,6.07859999999,2.52023333333,3.87126666667,3.67426666667,4.85073333333,40.0504,2.56486666667,4.16973333333,7.02226666667,4.90946666667
363.48,2.59326666667,6.20220000001,2.62836666667,3.9508,3.76806666667,4.953,40.1814666667,2.66153333333,4.25733333333,7.11253333334,5.02573333333
363.84,2.5406,6.18666666667,2.56533333333,3.9038,3.69713333333,4.90406666667,40.1499333333,2.58,4.21653333333,7.10673333333,4.96746666667
364.20,2.42593333333,6.13946666667,2.50076666667,3.79173333333,3.61326666667,4.7962,40.1144666667,2.49306666667,4.1484,7.01153333334,4.90866666667
364.57,2.38206666667,6.16419999999,2.46026666667,3.73113333333,3.57553333333,4.72986666667,40.2193333333,2.478,4.14313333333,6.99006666666,4.87826666667
364.93,2.275,6.11826666667,2.3502,3.64893333333,3.50693333334,4.63733333333,40.2422666667,2.40593333333,4.07506666667,6.93893333333,4.79693333333
365.29,2.25446666667,6.12993333334,2.27606666667,3.64253333333,3.4966,4.5968,40.2590666667,2.3732,4.06333333333,6.9064,4.7252
365.66,2.09766666667,5.97139999999,2.10273333333,3.48053333333,3.32326666667,4.41186666667,40.1252666667,2.2256,3.924,6.77033333333,4.5482
366.02,2.04446666667,5.93706666667,2.04313333333,3.44626666667,3.26786666667,4.3954,40.1168666667,2.15993333333,3.89733333334,6.74559999999,4.49893333333
366.38,2.03866666667,5.93486666666,2.04493333333,3.47766666667,3.28806666667,4.39413333333,40.1776666666,2.16153333333,3.91933333333,6.75446666667,4.45873333333
366.75,2.04333333333,5.93640000001,2.04686666667,3.4948,3.27906666667,4.3668,40.2058,2.12033333333,3.97326666667,6.77726666667,4.45266666667
367.11,2.02606666667,5.97453333333,2.03883333333,3.52626666667,3.29646666667,4.35173333333,40.3598666667,2.12266666667,4.01753333333,6.79860000001,4.45246666667
367.47,1.97306666667,5.90879999999,1.9618,3.50813333333,3.26233333333,4.2692,40.3249333333,2.06053333333,3.97833333334,6.76473333333,4.37013333333
367.84,1.9674,5.93060000001,1.9982,3.56526666667,3.32333333333,4.3112,40.514,2.10913333333,4.01346666667,6.797,4.35786666667
368.20,1.9264,5.81259999999,1.9037,3.51226666667,3.2356,4.24613333333,40.5272666667,2.04066666667,3.93093333333,6.75640000001,4.2168
368.56,1.92673333333,5.7638,1.84546666667,3.541,3.23,4.238,40.5744666667,1.99166666667,3.87873333334,6.74793333334,4.15873333333
368.93,1.9664,5.75166666667,1.83813333333,3.5684,3.21773333333,4.23086666667,40.6158666667,1.99086666667,3.88246666667,6.73486666666,4.14966666667
369.29,1.96473333333,5.73413333333,1.8592,3.54486666666,3.2154,4.2106,40.7199333333,1.9856,3.89673333333,6.75980000001,4.17526666667
369.65,2.1294,5.89120000001,2.01083333333,3.70926666667,3.3518,4.4118,40.8913333333,2.11526666667,4.03533333333,6.87106666667,4.33926666667
370.01,2.2108,5.98413333333,2.1019,3.79173333333,3.4146,4.47213333333,41.0618666667,2.2086,4.11706666667,6.96793333333,4.3994
370.38,2.21133333333,6.00013333333,2.0996,3.76866666667,3.36333333333,4.45193333333,40.9780666667,2.1854,4.083,6.98173333334,4.3826
370.74,2.23046666667,6.0636,2.13433333333,3.79773333333,3.39946666667,4.5026,41.0471333333,2.22646666666,4.07593333333,7.01713333334,4.39326666667
371.10,2.3054,6.16533333333,2.21836666667,3.87353333333,3.47366666667,4.58126666667,41.0992666667,2.27386666667,4.16413333333,7.09740000001,4.47853333333
371.46,2.308,6.20966666667,2.2393,3.86833333333,3.4814,4.5766,41.2374,2.2584,4.1632,7.04126666666,4.45393333333
371.83,2.2918,6.19819999999,2.22246666667,3.8274,3.4622,4.5246,41.1751333333,2.24073333333,4.1452,7.02706666666,4.4524
372.19,2.46,6.42493333333,2.42976666667,4.0372,3.68373333333,4.71086666667,41.3907333333,2.43786666667,4.34393333333,7.20480000001,4.67606666667
372.55,2.51786666667,6.52273333334,2.498,4.09613333333,3.7124,4.78306666667,41.4478666667,2.50533333333,4.416,7.2802,4.7446
372.92,2.57346666667,6.67733333334,2.5781,4.18553333333,3.7924,4.866,41.5688666667,2.58746666667,4.47966666667,7.40300000001,4.7936
373.28,2.67713333333,6.8244,2.7001,4.28053333333,3.90126666667,4.97193333333,41.704,2.6918,4.5622,7.5266,4.87386666667
373.64,2.66173333333,6.87859999999,2.74973333333,4.28826666667,3.915,4.9508,41.7958666667,2.74373333333,4.59806666667,7.58953333333,4.89786666667
374.00,2.58853333333,6.821,2.65436666667,4.21073333333,3.8658,4.8616,41.7794,2.661,4.47853333333,7.51086666667,4.84786666667
374.37,2.5172,6.73906666666,2.5465,4.14226666667,3.82213333333,4.79486666666,41.8020666666,2.5632,4.3878,7.41273333334,4.78746666667
374.73,2.4004,6.57206666666,2.3941,4.0006,3.7086,4.64686666667,41.7828666667,2.41806666667,4.2576,7.28760000001,4.68546666667
375.09,2.27813333333,6.42093333334,2.25656666667,3.862,3.5588,4.50646666667,41.7496666667,2.2828,4.09613333333,7.16866666667,4.5568
375.45,2.21706666667,6.36653333334,2.23756666667,3.8312,3.50526666667,4.50946666667,41.8078,2.233,4.03293333333,7.18193333334,4.56086666667
375.81,2.18326666667,6.373,2.19363333333,3.80293333333,3.44126666667,4.48313333333,41.8746666667,2.17033333333,3.95706666667,7.13686666667,4.52066666667
376.18,2.24713333333,6.43580000001,2.23116666667,3.86466666667,3.47206666667,4.51753333333,42.0052,2.1968,3.99393333334,7.21493333333,4.56406666667
376.54,2.23893333333,6.45086666667,2.26466666667,3.87726666667,3.4878,4.52213333333,42.1054666667,2.2076,4.00353333334,7.24726666668,4.58053333333
376.90,2.1176,6.33753333334,2.16043333333,3.753,3.3528,4.41606666667,42.0781333333,2.09286666667,3.92193333333,7.18326666667,4.49233333333
377.26,1.9592,6.2116,2.01553333333,3.62953333333,3.17946666667,4.27906666667,42.0538,1.961,3.78706666667,7.0898,4.37666666666
377.63,2.0108,6.29046666666,2.0619,3.70746666667,3.26533333333,4.37,42.2493333333,2.01813333333,3.8648,7.16993333333,4.4438
377.99,2.042,6.36813333333,2.1239,3.76713333333,3.3126,4.4138,42.3306,2.08766666667,3.94373333333,7.22986666667,4.47826666667
378.35,2.07786666667,6.46039999999,2.18293333333,3.81346666667,3.38206666667,4.4646,42.4984666667,2.17533333333,4.03206666667,7.32873333333,4.5266
