wavelength,Back_CamPalf,Belly_CamPalf,Breast_CamPalf,Crissum_CamPalf,Crown_CamPalf,DorTail_CamPalf,Rump_CamPalf,Throat_CamPalf,WingTip_CamPalf
369.29,8.92886666667,17.0595333333,14.4256666667,15.9731333333,7.674,8.49946666667,10.7867333333,14.2383333333,9.86946666667
369.65,8.9566,17.1109333333,14.4416,16.0444666667,7.67733333333,8.53173333333,10.8184,14.2864666667,9.84836666666
370.01,9.04073333334,17.1955333333,14.5698666667,16.1023,7.76306666667,8.5656,10.9134666667,14.4351333333,9.92226666667
370.38,8.86679999999,17.1622666667,14.5634,16.0480333333,7.6904,8.43626666667,10.8561333333,14.4209333333,9.83973333335
370.74,8.84986666667,17.1411333333,14.5446,16.1360333333,7.684,8.45466666667,10.8426666667,14.3864,9.83423333334
371.10,8.736,17.0781333333,14.4736666667,16.0575666667,7.5856,8.35866666667,10.7643333333,14.2894,9.77210000001
371.46,8.63946666667,17.0378,14.4432666667,16.0458666667,7.4848,8.27133333333,10.6948,14.2341333333,9.72040000001
371.83,8.5282,16.8996,14.3561333334,15.9601333333,7.3966,8.1756,10.6000666667,14.1387333333,9.64206666667
372.19,8.4094,16.8514,14.2846666667,15.8845333333,7.34,8.093,10.4954666667,14.0573333333,9.57493333333
372.55,8.4318,16.8981333333,14.3364,15.9413333334,7.28026666667,8.05433333333,10.5466666667,14.077,9.57620000001
372.92,8.5784,17.1187333333,14.5888,16.1342333333,7.46153333333,8.2178,10.7668666667,14.2698666667,9.7546
373.28,8.65786666667,17.2286,14.7574,16.2422333333,7.5706,8.28333333333,10.8494,14.3328,9.77123333334
373.64,8.64746666667,17.2768666667,14.7571333333,16.2214,7.591,8.241,10.8039333333,14.2807333333,9.75683333334
374.00,8.77253333333,17.4838,14.8816666667,16.3649,7.699,8.3418,10.9183333333,14.4166,9.81743333333
374.37,8.9128,17.5727333333,14.9461333333,16.5286333333,7.77513333333,8.4202,11.0217333333,14.4995333333,9.87586666667
374.73,8.75366666667,17.5391333333,14.8472,16.43,7.60306666667,8.245,10.8954666667,14.4028666667,9.69673333333
375.09,8.8416,17.6983333333,14.9550666667,16.5646666667,7.6282,8.31246666667,10.9681333333,14.4968,9.77276666666
375.45,8.81933333333,17.7593333333,14.9664666667,16.5927333333,7.61626666667,8.30453333333,10.9788666667,14.5012,9.75489999999
375.81,8.921,17.9478666667,15.0825333333,16.7641333333,7.64993333333,8.36186666667,11.0739333333,14.6484666667,9.8113
376.18,8.8632,18.0101333333,15.093,16.7769666667,7.5906,8.3138,11.0446,14.6272,9.7314
376.54,8.83033333333,17.9984,15.0507333334,16.8615,7.61306666667,8.27333333333,11.0388666667,14.645,9.69803333334
376.90,8.86746666667,18.0746,15.0662666667,16.9540333333,7.65206666667,8.27226666667,11.0342666667,14.6709333333,9.68793333333
377.26,8.71186666667,18.0359333333,14.9467333333,16.8808,7.49886666667,8.13446666667,10.9092666667,14.6194,9.57253333333
377.63,8.76033333333,18.1087333333,15.0872,16.9905666667,7.5728,8.20686666667,11.0199333333,14.7911333333,9.64919999999
377.99,8.74786666667,18.1667333333,15.1322,17.0842,7.58326666667,8.22726666667,11.0262,14.7934,9.68543333333
378.35,8.8626,18.3152,15.2876,17.1977666667,7.6974,8.3598,11.147,14.9394,9.79406666667
378.71,8.92573333333,18.4106,15.3856666667,17.3092,7.78313333333,8.41673333333,11.2130666667,15.039,9.86426666667
379.07,8.82326666667,18.3255333333,15.3095333333,17.2602333334,7.6764,8.30653333333,11.0746666667,14.9906,9.72353333333
379.44,8.87966666667,18.3744,15.3905333333,17.3333666666,7.6706,8.34813333334,11.1089333333,14.9977333333,9.71213333333
379.80,8.85926666667,18.3978666667,15.4062,17.3784333333,7.68973333333,8.33746666667,11.1037333333,14.9782,9.69033333332
380.16,8.93666666667,18.4206666667,15.4702666667,17.4873333333,7.70453333333,8.37733333333,11.1174,15.0002666667,9.74336666667
380.52,8.98306666667,18.5814,15.5845333333,17.5719,7.7158,8.44333333333,11.154,15.1029333333,9.82106666667
380.88,8.8838,18.5490666667,15.48,17.4603333333,7.60206666667,8.32353333334,11.0298,14.9766666667,9.70400000001
381.24,8.99013333333,18.6666,15.5984,17.5733,7.7176,8.41153333333,11.0696,15.0610666667,9.76843333333
381.61,9.05153333333,18.8012666667,15.6701333333,17.6899333333,7.7594,8.47773333333,11.1038,15.1724666667,9.8252
381.97,8.97286666667,18.7543333333,15.6186666667,17.6154,7.66033333333,8.39313333334,11.0338666667,15.095,9.74723333333
382.33,8.868,18.6897333333,15.5431333333,17.5816,7.56546666667,8.28253333333,10.9587333333,15.001,9.63213333333
382.69,8.9002,18.8034666667,15.6284666667,17.6713333333,7.62266666667,8.35213333333,11.0449333333,15.0584666667,9.70369999999
383.05,8.95666666667,18.9568,15.6971333334,17.7873,7.70673333333,8.4056,11.1350666667,15.1194,9.79309999999
383.41,8.9482,19.0037333333,15.6975333333,17.8110666667,7.72073333333,8.38413333333,11.1006666667,15.1802,9.80449999999
383.77,8.95393333334,19.0939333333,15.7274666667,17.858,7.6964,8.395,11.1163333333,15.2222,9.80793333333
384.14,8.96726666667,19.1348,15.74,17.8824666667,7.70786666667,8.3784,11.1288,15.2739333333,9.78599999999
384.50,8.95393333333,19.1256666667,15.7464666667,17.8759,7.71626666667,8.38486666667,11.1258666667,15.2929333334,9.75843333334
384.86,9.03273333333,19.26,15.8929333333,18.0593666667,7.81473333333,8.482,11.2558666667,15.4994,9.89709999999
385.22,9.07086666667,19.3108666667,15.8944666667,18.1130333333,7.82793333333,8.4972,11.3183333333,15.5166,9.91979999999
385.58,9.03086666667,19.3463333333,15.8996666667,18.1186333333,7.79033333333,8.43073333333,11.2842666667,15.4434666667,9.87786666665
385.94,9.09573333334,19.459,16.0326,18.2846,7.87973333333,8.46066666667,11.3416,15.5598666667,9.93969999999
386.30,9.11813333333,19.5406,16.0886666667,18.3346,7.88666666667,8.45613333333,11.3454,15.6083333333,9.93299999999
386.66,9.12080000001,19.5386666667,16.0927333333,18.3629,7.84473333333,8.4132,11.3151333333,15.6123333333,9.87110000001
387.03,9.09613333333,19.5170666667,16.1098,18.3822666667,7.7998,8.38306666667,11.3056,15.6356,9.81403333334
387.39,9.09079999999,19.5510666667,16.1364,18.4289,7.79413333333,8.35433333333,11.323,15.661,9.80259999999
387.75,9.127,19.5926666667,16.2210666667,18.5294333333,7.829,8.37926666666,11.3631333333,15.7339333334,9.8544
388.11,9.14906666667,19.6566666667,16.2698666667,18.6069666667,7.85773333333,8.4036,11.3996666667,15.7908,9.92933333333
388.47,9.13693333334,19.6888666667,16.2546,18.6587666667,7.8216,8.34126666667,11.4006666667,15.7568666667,9.89280000001
388.83,9.10026666667,19.708,16.2270666666,18.6297,7.75026666667,8.29826666667,11.3742666667,15.693,9.80596666667
389.19,9.07906666667,19.7167333333,16.2628,18.682,7.71493333333,8.2702,11.3758,15.754,9.81693333334
389.55,9.15213333333,19.8158,16.3413333333,18.8109666667,7.76866666667,8.349,11.4842666667,15.8886,9.85733333334
389.91,9.11373333333,19.8120666667,16.2922,18.7861333333,7.69013333333,8.32653333333,11.4733333333,15.8734666667,9.81780000001
390.27,9.10146666667,19.823,16.3272,18.8337666667,7.67806666667,8.33346666667,11.4785333333,15.8864,9.82679999999
390.63,9.0804,19.8684666667,16.3540666667,18.8418,7.63513333333,8.30646666667,11.4670666667,15.9179333333,9.83963333333
391.00,9.04046666667,19.8563333333,16.3248,18.7996333333,7.58066666667,8.2598,11.421,15.9021333333,9.79576666666
391.36,9.09853333334,19.967,16.3626666667,18.8995333333,7.596,8.30566666667,11.4694,15.9862666667,9.83353333334
391.72,9.11933333334,20.0096666667,16.3818,18.9229333333,7.62846666667,8.30773333334,11.4944666667,15.9801333333,9.84893333332
392.08,9.20073333333,20.1620666667,16.4873333333,19.0735,7.7162,8.38013333333,11.5968,16.0625333333,9.88133333333
392.44,9.18020000001,20.1783333333,16.4932666667,19.0730666667,7.66433333333,8.38753333333,11.5634,16.0702666667,9.85476666667
392.80,9.27833333332,20.308,16.6018,19.2235,7.7512,8.4498,11.6146666667,16.1976,9.96806666666
393.16,9.27933333333,20.3813333334,16.6504666667,19.2681666667,7.7742,8.47053333333,11.6386,16.2213333333,9.9427
393.52,9.25113333333,20.3786,16.6145333333,19.2796666667,7.7388,8.4404,11.5943333333,16.1902,9.90233333333
393.88,9.23506666666,20.4124,16.6173333333,19.2807,7.72933333333,8.43313333333,11.5729333333,16.2032,9.85750000001
394.24,9.26460000001,20.5314666667,16.6341333333,19.3250333333,7.7462,8.4256,11.5951333334,16.2678666667,9.89273333335
394.60,9.28846666667,20.5834,16.6538,19.4053,7.78293333333,8.44246666667,11.6161333333,16.2892666666,9.87346666667
394.96,9.35466666667,20.726,16.7490666667,19.5631333333,7.87673333333,8.51373333333,11.7003333333,16.3849333333,9.96673333332
395.32,9.27240000001,20.6776666667,16.6933333333,19.4890333333,7.80413333333,8.4504,11.6342666667,16.308,9.88136666666
395.68,9.10693333333,20.5939333333,16.5727333333,19.3787333333,7.6312,8.303,11.4805333333,16.2113333333,9.69959999999
396.04,9.08786666667,20.5579333333,16.5646666667,19.3640333333,7.5758,8.26326666667,11.439,16.2206,9.69636666668
396.40,9.08046666666,20.591,16.5782666667,19.4143666667,7.57386666667,8.2146,11.3974666667,16.2186666667,9.67066666666
396.76,9.00766666665,20.5698,16.569,19.4041333333,7.53066666667,8.15013333333,11.3856,16.1620666666,9.60146666667
397.12,8.97686666667,20.5574666667,16.5466666667,19.4304666667,7.4572,8.08793333333,11.3194666667,16.1804,9.58513333335
397.48,8.96046666667,20.5876666667,16.5472666667,19.4494,7.40686666667,8.0372,11.2980666667,16.1958,9.5784
397.84,9.02520000001,20.6645333333,16.6452,19.5511666667,7.47,8.07646666667,11.3863333333,16.2674666667,9.66406666666
398.20,8.99346666668,20.6759333333,16.6708,19.6088,7.46826666667,8.05713333333,11.3932,16.2668666667,9.62403333333
398.56,9.00413333334,20.742,16.7066666667,19.6746,7.4954,8.08,11.4264666667,16.322,9.63086666667
398.92,9.0232,20.7666,16.7202666666,19.6829333333,7.4982,8.08033333333,11.4322,16.3291333333,9.59769999999
399.28,9.10280000001,20.8728666667,16.8234666667,19.8272666667,7.5992,8.13833333333,11.5148666667,16.4524,9.69583333333
399.64,9.18693333333,20.9872,16.9595333333,19.9592,7.666,8.20986666667,11.5948666667,16.5659333333,9.76986666667
400.00,9.15553333333,21.0402666667,17.0093333333,20.0162333333,7.68286666667,8.21746666667,11.607,16.5907333333,9.75186666667
400.36,9.19293333333,21.1218,17.0715333334,20.0781666667,7.71593333334,8.24793333333,11.6682,16.666,9.79763333333
400.72,9.1976,21.1123333333,17.0796,20.1038,7.7098,8.28693333333,11.6669333333,16.7296,9.79866666667
401.08,9.31253333333,21.2568,17.2333333334,20.2392666667,7.81253333333,8.3822,11.8098,16.8325333334,9.87760000001
401.44,9.26659999999,21.2787333333,17.2577333333,20.2394666667,7.78353333333,8.34193333333,11.8150666667,16.8126,9.83026666668
401.80,9.20313333335,21.3239333333,17.2416666667,20.2194333333,7.754,8.28466666667,11.7918,16.7910666667,9.79063333333
402.16,9.2444,21.3934666667,17.3032,20.2803333334,7.7798,8.33906666667,11.8272,16.8534666667,9.84256666667
402.52,9.21246666667,21.3830666667,17.3009333333,20.2661333333,7.74506666667,8.2984,11.7968666667,16.8382,9.85106666667
402.88,9.19466666668,21.3726,17.2966,20.2431333333,7.68586666667,8.25473333333,11.7687333333,16.8436,9.84589999999
403.24,9.20699999999,21.4339333333,17.3537333333,20.2884333333,7.67093333333,8.26113333333,11.7824666667,16.8764666667,9.84416666667
403.60,9.33226666667,21.5441333333,17.4387333333,20.4173666667,7.7844,8.34753333333,11.8997333334,16.9882666667,9.97460000001
403.95,9.32699999999,21.5748,17.4266666666,20.3854,7.74193333333,8.30133333333,11.8608,16.9775333333,9.95760000001
404.31,9.37519999999,21.6553333333,17.5114666667,20.4589666667,7.80506666667,8.377,11.9362666667,17.0736666667,10.0000666667
404.67,9.35979999999,21.6787333333,17.5152,20.4948,7.75826666667,8.29633333334,11.9110666667,17.0399333333,9.94956666666
405.03,9.30673333333,21.6633333334,17.488,20.4513333333,7.72526666667,8.2468,11.8644666667,16.9924,9.9061
405.39,9.36720000001,21.731,17.5565333333,20.5417,7.7778,8.29433333333,11.8985333333,17.074,9.96100000001
405.75,9.44019999999,21.8015333333,17.6381333333,20.6537666667,7.83146666667,8.33293333333,11.9410666667,17.174,9.99256666667
406.11,9.47726666667,21.8966,17.6869333333,20.726,7.8582,8.34606666667,11.9764666667,17.2545333333,10.0216666667
406.47,9.48826666666,21.9376,17.7472666667,20.7902333333,7.88066666667,8.3454,12.0264666667,17.2860666667,10.0232333333
406.83,9.59386666666,22.0636666667,17.8858,20.9331666667,7.97646666667,8.427,12.1324666667,17.3829333333,10.0982666667
407.19,9.62539999999,22.1352,17.9695333333,21.0288666667,8.03366666667,8.43133333333,12.1656666667,17.4268,10.1350666667
407.55,9.55820000001,22.1184,17.9496,20.9821666667,7.9694,8.36626666667,12.1278,17.3654666667,10.0451
407.90,9.64800000001,22.2244666667,18.0709333333,21.1264333333,8.0454,8.44006666667,12.2435333333,17.4540666667,10.1092
408.26,9.66953333333,22.3089333334,18.1182,21.2227,8.07633333333,8.41146666666,12.2655333333,17.5065333333,10.1388
408.62,9.67926666667,22.3809333334,18.1736,21.2706333333,8.10513333333,8.43826666667,12.2812,17.5481333333,10.1384333333
408.98,9.69040000001,22.4694,18.2378,21.3630333333,8.12786666667,8.46,12.3010666667,17.6180666667,10.1391666667
409.34,9.66213333332,22.5067333333,18.2569333333,21.3582333333,8.12786666667,8.4264,12.3052666667,17.6302666667,10.1143333333
409.70,9.67133333332,22.5649333333,18.3138666667,21.4242333333,8.1236,8.45866666667,12.3144,17.6574666667,10.1264333333
410.06,9.6864,22.5868666667,18.3544666667,21.4326333333,8.1462,8.46153333333,12.3284,17.6437333333,10.1236
410.42,9.6968,22.6385333333,18.3829333333,21.4661666667,8.15713333333,8.4688,12.3336,17.6798,10.1217
410.77,9.68593333333,22.7369333333,18.4382,21.5480666667,8.1844,8.48806666667,12.3414666667,17.7301333333,10.1358333333
411.13,9.7098,22.8102666667,18.4499333333,21.5592,8.1856,8.4946,12.3638666667,17.7597333333,10.1426
411.49,9.77853333333,22.9143333333,18.5576666667,21.6891,8.25393333333,8.53393333333,12.4123333333,17.8556666667,10.2072666667
411.85,9.75953333332,22.9505333333,18.5714,21.7092,8.26453333333,8.51553333333,12.3910666667,17.8985333333,10.1735666667
412.21,9.72273333333,22.9340666667,18.5996666667,21.6864666667,8.22606666667,8.48533333333,12.3656666667,17.8619333333,10.1522
412.57,9.78593333333,23.0502666667,18.6808666667,21.7674333333,8.2818,8.5384,12.4380666667,17.9483333333,10.194
412.92,9.82900000001,23.0755333333,18.7056,21.7984666667,8.29406666667,8.54173333333,12.4734,17.9696,10.2250666667
413.28,9.86040000001,23.1465333333,18.7635333333,21.8596666667,8.31153333333,8.54226666667,12.4778,17.9895333334,10.2494333333
413.64,9.85953333334,23.1777333333,18.7747333333,21.9026666667,8.33006666667,8.55246666667,12.4997333333,18.0280666667,10.2530333333
414.00,9.81826666667,23.2111333333,18.7750666667,21.947,8.3066,8.51793333333,12.4866,18.0536666667,10.2216666667
414.36,9.87413333335,23.3454,18.8762,22.0559,8.33793333333,8.56913333333,12.5392,18.128,10.2584333333
414.72,9.87553333335,23.3702,18.8791333333,22.0655,8.32713333333,8.55413333333,12.5462,18.161,10.2434666667
415.07,9.79193333334,23.3391333333,18.851,22.0424666667,8.25953333333,8.51366666667,12.4887333333,18.1402,10.1540333333
415.43,9.75133333334,23.3555333333,18.8530666667,22.0542666667,8.219,8.4962,12.4722666667,18.1306,10.1146666667
415.79,9.70699999999,23.3505333333,18.8228666667,22.0068333333,8.1688,8.46153333333,12.4393333333,18.0833333333,10.0805
416.15,9.73480000001,23.3941333333,18.8331333333,22.0460666667,8.19686666667,8.46593333333,12.4565333333,18.1283333333,10.0763333333
416.51,9.72540000001,23.3906666667,18.8344,22.0546,8.18426666667,8.44686666667,12.4523333333,18.1312,10.0938333333
416.86,9.7174,23.4771333334,18.8638,22.0881333333,8.1722,8.43846666667,12.4443333333,18.1573333333,10.071
417.22,9.72060000001,23.5164666667,18.9062,22.1243,8.17226666667,8.46146666667,12.4594,18.1798666667,10.055
417.58,9.74033333332,23.5860666667,18.9423333333,22.1571333333,8.17853333333,8.47106666667,12.4716666667,18.2128666667,10.0696
417.94,9.77046666666,23.6300666667,18.9804,22.1791666666,8.2052,8.5106,12.481,18.2201333333,10.0838
418.29,9.77093333333,23.6354,18.9705333333,22.1668666667,8.20166666667,8.50593333333,12.4706666666,18.2327333333,10.0881333333
418.65,9.74553333332,23.6257333333,18.9795333333,22.1814666667,8.19126666667,8.4988,12.4553333333,18.2116666666,10.0699333333
419.01,9.78459999999,23.686,19.0199333334,22.2245,8.22353333333,8.52726666667,12.4842666667,18.2622666667,10.1112
419.37,9.80446666667,23.7131333333,19.0483333333,22.2368,8.2286,8.547,12.4806666667,18.2862666667,10.1234333333
419.73,9.80840000001,23.7362,19.0669333333,22.2746,8.22853333333,8.548,12.4868,18.3012666667,10.1241666667
420.08,9.82679999999,23.7968,19.1072,22.3133666667,8.22726666667,8.5698,12.4993333333,18.3191333333,10.1257666667
420.44,9.81806666668,23.8258666667,19.1069333333,22.3095333333,8.20986666667,8.5696,12.4821333333,18.3269333333,10.1017666667
420.80,9.82153333333,23.8514,19.1423333333,22.3437666667,8.23173333333,8.57593333333,12.4991333333,18.3443333333,10.1153666667
421.16,9.79493333335,23.8354,19.1267333333,22.3261,8.20453333333,8.55466666667,12.4817333333,18.3415333333,10.1010333333
421.51,9.77773333334,23.844,19.1362,22.3282333333,8.20373333334,8.55353333333,12.4847333333,18.3404,10.0964333333
421.87,9.7784,23.8726,19.1582666667,22.3659666667,8.1952,8.549,12.4929333334,18.3608666667,10.0976333333
422.23,9.78633333333,23.926,19.2220666666,22.4162,8.20646666667,8.5614,12.503,18.3928666666,10.1014666667
422.58,9.79193333333,23.9688,19.2420666667,22.4445,8.2044,8.54886666667,12.5054,18.4160666667,10.0999333333
422.94,9.78639999999,23.9868666667,19.2648666666,22.4748333333,8.18673333333,8.5338,12.4934666667,18.4043333333,10.0757333333
423.30,9.78566666666,24.0398,19.3020666667,22.5143,8.2058,8.54453333333,12.5219333333,18.4448,10.0852666667
423.66,9.79600000001,24.0771333333,19.3383333333,22.5551,8.20446666667,8.55393333333,12.5382666667,18.4700666667,10.0942
424.01,9.79093333335,24.0842666667,19.3497333334,22.5682333333,8.20953333333,8.5534,12.5467333333,18.4802,10.0958333333
424.37,9.80486666667,24.1382,19.4112,22.6325333333,8.235,8.57266666667,12.5704666667,18.5179333334,10.1191666667
424.73,9.80053333334,24.1555333333,19.4174,22.6516333333,8.22313333333,8.56993333333,12.5650666666,18.5263333333,10.1131
425.08,9.83799999999,24.2328,19.4720666667,22.7200333333,8.26433333333,8.5922,12.5962,18.5662666667,10.1343333333
425.44,9.86033333333,24.2916666667,19.5236666667,22.7483666667,8.26566666667,8.58413333333,12.597,18.5914,10.1289666667
425.80,9.88079999999,24.3414,19.5628666667,22.7807,8.28093333333,8.58826666667,12.6162,18.6312,10.1416
426.16,9.89266666665,24.3706,19.5685333333,22.8068333333,8.28633333333,8.58433333333,12.6276,18.6393333333,10.1449333333
426.51,9.91173333333,24.4200666667,19.6221333333,22.857,8.30406666666,8.60546666667,12.6587333333,18.6789333333,10.1599333333
426.87,9.95600000001,24.5175333334,19.6946,22.9247,8.3496,8.64653333333,12.7267333333,18.7546,10.2060666667
427.23,10.0008,24.57,19.7384,22.9847333333,8.36673333333,8.6684,12.7582666667,18.7886,10.2319666667
427.58,10.036,24.6558,19.8062666667,23.0419666667,8.3996,8.69533333333,12.7882666667,18.8458666667,10.2526333333
427.94,10.0844,24.7562666667,19.9001333333,23.1331666667,8.4272,8.73586666667,12.8496666667,18.903,10.3030333333
428.30,10.1317333333,24.8015333333,19.9496666667,23.1948666667,8.46633333333,8.7442,12.8958666667,18.9520666667,10.3373666667
428.65,10.1776666667,24.8716,20.0102,23.2681333333,8.5106,8.7752,12.9544666667,19.0106666667,10.3619666667
429.01,10.1841333333,24.9357333333,20.0496666667,23.3296,8.5188,8.79653333333,12.9811333333,19.0611333333,10.3832666667
429.37,10.2006,24.9672666666,20.0686,23.3978,8.53986666667,8.82233333333,13.0177333333,19.0978,10.3995666667
429.72,10.1868666667,24.9636,20.0922,23.4208666667,8.5254,8.82066666667,13.0143333333,19.0988666667,10.3818
430.08,10.2226666667,25.0458,20.1652,23.5037,8.5796,8.8706,13.0676666667,19.1746666667,10.4240333334
430.44,10.2240666667,25.0954,20.1934666667,23.5284333333,8.5874,8.88146666667,13.0664,19.1897333333,10.4169666667
430.79,10.1874,25.1105333333,20.1983333333,23.5479333333,8.56473333333,8.8758,13.049,19.1840666667,10.3936333333
431.15,10.1756666667,25.1821333333,20.2314666667,23.5925,8.57486666667,8.86673333333,13.0478666667,19.2189333333,10.3766666667
431.50,10.192,25.2370666667,20.2636666666,23.6587666667,8.5982,8.8886,13.0658666666,19.2675333333,10.3872333333
431.86,10.1753333333,25.2691333333,20.2550666667,23.6550333333,8.57813333333,8.8578,13.0342666667,19.2758,10.3603666667
432.22,10.1508666667,25.2946666667,20.2776666667,23.6757,8.53813333333,8.85813333333,13.0163333333,19.2784,10.3461333333
432.57,10.1237333333,25.322,20.2918666666,23.6846,8.5006,8.84126666667,12.9998,19.2776666667,10.3425
432.93,10.1302,25.3501333333,20.3175333333,23.6902,8.48473333333,8.84273333333,13.0025333333,19.2762666667,10.3351666667
433.29,10.1311333333,25.386,20.3301333333,23.7098333333,8.46733333333,8.82446666666,12.9883333333,19.2688666667,10.3171666667
433.64,10.1612,25.456,20.3727333333,23.7555,8.48973333333,8.8388,13.0096,19.2872666667,10.3312666667
434.00,10.1482666667,25.4642666667,20.3657333333,23.7613666667,8.4498,8.809,12.9832,19.2703333333,10.3030333333
434.35,10.1813333333,25.5354,20.4198,23.8177,8.47273333333,8.84473333333,13.0210666667,19.3146666667,10.3302333333
434.71,10.2465333333,25.5784,20.4864,23.8801333333,8.5202,8.8924,13.0655333333,19.3557333333,10.3771333333
435.07,10.2425333333,25.5973333333,20.5063333333,23.9129,8.52126666667,8.90053333333,13.0749333333,19.3579333333,10.3729
435.42,10.2387333333,25.6608,20.552,23.9462666667,8.5254,8.89993333333,13.096,19.3811333333,10.3818
435.78,10.2716666667,25.7426666667,20.6427333333,24.0501666667,8.56733333333,8.95026666667,13.1448,19.4331333333,10.4201333333
436.13,10.2974666667,25.829,20.6798,24.0889333333,8.60773333333,8.9532,13.1886,19.4550666667,10.4249333333
436.49,10.3171333333,25.8750666667,20.7208,24.1214666667,8.63706666666,8.97333333333,13.1839333333,19.4762666667,10.4163
436.84,10.335,25.938,20.7790666667,24.1927333333,8.66193333333,8.99026666667,13.2072,19.5022666667,10.434
437.20,10.3411333333,26.0008666667,20.8433333333,24.2514666667,8.68706666667,9.00286666667,13.2371333333,19.5487333333,10.4536333333
437.56,10.3623333333,26.0843333333,20.8818666667,24.3187,8.70973333333,9.03646666667,13.2722666667,19.6142,10.4676333333
437.91,10.3653333333,26.1348666667,20.9324,24.3641333333,8.7348,9.05513333333,13.3017333333,19.6558,10.4811666667
438.27,10.3919333333,26.2181333333,20.973,24.4372,8.76406666667,9.0638,13.3354666667,19.7048666667,10.4892333333
438.62,10.3719333333,26.2557333333,20.9846666667,24.4516666667,8.74913333333,9.04113333333,13.3315333333,19.7233333333,10.4718666667
438.98,10.4024666667,26.3220666667,21.0407333333,24.5047,8.74753333333,9.04926666667,13.3561333333,19.7753333333,10.4982
439.33,10.4145333333,26.3286666667,21.0653333333,24.5483666667,8.745,9.04933333333,13.3504,19.7883333333,10.4924333333
439.69,10.4035333333,26.3451333333,21.0512,24.5728,8.73033333333,9.0428,13.3480666667,19.8220666667,10.4866333333
440.04,10.3914666666,26.3356666667,21.0576666667,24.5943333333,8.71873333333,9.0442,13.3374,19.8359333334,10.4848666667
440.40,10.4154666667,26.3924,21.0941333333,24.6412,8.73266666667,9.0664,13.3750666667,19.8901333333,10.5141
440.75,10.4250666667,26.4368666667,21.1149333333,24.6856333333,8.76226666667,9.0896,13.3898666667,19.9221333333,10.5315333333
441.11,10.4715333333,26.5117333333,21.1817333333,24.7534333333,8.80493333333,9.1332,13.4426,19.9874,10.5744666667
441.47,10.4547333333,26.5374,21.2132666667,24.787,8.787,9.11246666667,13.4414666667,20.0196666667,10.5737
441.82,10.4768666667,26.5991333333,21.2512,24.8490666667,8.79033333334,9.12806666667,13.4612666667,20.0413333333,10.5813333333
442.18,10.4636,26.5746,21.2592,24.8354,8.7696,9.12093333333,13.4486666667,20.0390666667,10.5945666667
442.53,10.4766,26.6157333333,21.2828,24.8721666667,8.7794,9.12566666667,13.4453333333,20.0608666667,10.5993666667
442.89,10.5012,26.6534666667,21.3108,24.8972666667,8.805,9.14486666667,13.472,20.0734666667,10.6115333333
443.24,10.5086,26.6946,21.3304666667,24.9205333333,8.81186666667,9.16,13.4962,20.0846666667,10.6221666667
443.60,10.5200666667,26.7192666667,21.3716,24.9341666667,8.8232,9.1602,13.5013333333,20.0760666667,10.6239666667
443.95,10.5386666667,26.7812,21.4238,24.9835333333,8.8254,9.17233333333,13.5193333333,20.1223333333,10.6380666667
444.31,10.5429333333,26.7969333333,21.4529333333,25.0228666667,8.8124,9.1622,13.5177333333,20.1395333333,10.6427666667
444.66,10.5421333333,26.8174,21.4722,25.0308,8.78826666667,9.14866666667,13.5238,20.1696666666,10.6389666667
445.02,10.514,26.7864666667,21.4516666666,25.0095,8.735,9.13326666667,13.498,20.1416,10.6243
445.37,10.5299333333,26.78,21.4562,25.0109,8.7504,9.14346666666,13.4992,20.1442,10.6310666667
445.72,10.5464,26.7871333333,21.4728,25.0171333333,8.75733333333,9.14986666667,13.5096,20.1647333333,10.6593333333
446.08,10.5454,26.7877333333,21.4869333333,25.0330333333,8.75933333333,9.15686666667,13.5058,20.1706,10.649
446.43,10.546,26.7879333333,21.5029333333,25.0545333333,8.75733333334,9.1588,13.5220666667,20.1866,10.6551333333
446.79,10.5312,26.7719333333,21.4892666667,25.065,8.7512,9.16106666667,13.5102666667,20.1901333333,10.6545666667
447.14,10.5481333333,26.7798,21.5185333333,25.0877666667,8.76453333333,9.16533333333,13.5306666667,20.2144666667,10.664
447.50,10.5618666667,26.797,21.5421333333,25.1213333333,8.77106666667,9.18066666667,13.5532666666,20.2548666667,10.6673
447.85,10.5723333333,26.8076,21.5423333333,25.1335,8.7828,9.1884,13.5542,20.2574,10.6699666667
448.21,10.5725333333,26.7923333333,21.5404666667,25.1297,8.79993333334,9.19146666667,13.5642,20.2528,10.6694333333
448.56,10.5746666667,26.7894666667,21.5419333333,25.1610333333,8.8148,9.19633333333,13.5635333333,20.2604666667,10.6705
448.92,10.5939333333,26.8178666667,21.5614,25.2042666667,8.8606,9.21346666667,13.5793333333,20.2820666667,10.6868
449.27,10.5802666667,26.8058666667,21.5744,25.2148,8.8506,9.20313333334,13.5816666667,20.2610666667,10.6766333333
449.62,10.5587333333,26.771,21.5632,25.205,8.8436,9.18946666667,13.5724,20.2536,10.6477
449.98,10.5798,26.804,21.5822,25.2361333333,8.8496,9.18473333333,13.6010666667,20.2704,10.6723
450.33,10.5802666667,26.817,21.5838,25.2535,8.85286666666,9.17973333333,13.5991333333,20.2712,10.6833666667
450.69,10.5973333333,26.8608,21.6176,25.2796666667,8.86133333333,9.17513333333,13.6244666667,20.3026666666,10.6883
