wavelength,Back_TanCaym,Belly_TanCaym,Breast_TanCaym,Crissum_TanCaym,Crown_TanCaym,DorTail_TanCaym,Patch10_TanCaym,Patch11_TanCaym,Patch12_TanCaym,Rump_TanCaym,Throat_TanCaym,WingTip_TanCaym
332.81,6.6348,4.97783333333,4.3716,6.01226666667,2.986,5.71746666667,5.6346,3.5992,7.079,8.81193333333,4.06113333333,5.64726666667
333.18,6.54013333333,4.8755,4.27986666667,5.8176,2.8768,5.60686666667,5.56293333333,3.58386666667,6.97566666667,8.76913333334,3.99446666667,5.65826666667
333.54,6.68653333333,4.9544,4.34173333333,5.84566666667,3.00333333333,5.6606,5.72633333333,3.72933333333,7.0006,8.918,3.9926,5.69113333333
333.91,6.76286666667,5.18646666667,4.4916,5.988,3.21853333333,5.76453333333,5.89513333333,3.95413333333,7.1142,9.17060000001,4.09206666667,5.83206666667
334.28,6.88033333333,5.35883333333,4.6272,6.2598,3.4542,5.93273333333,6.08766666667,4.14533333333,7.2458,9.34580000001,4.21606666667,5.9872
334.64,6.97333333333,5.46106666667,4.6422,6.283,3.50273333333,6.0782,6.1986,4.1378,7.34546666667,9.40193333335,4.22066666667,5.99666666667
335.01,6.9594,5.43903333333,4.5944,6.3824,3.4798,6.06113333333,6.18733333333,4.0852,7.34386666667,9.35713333333,4.08946666667,5.83453333333
335.38,6.8312,5.2752,4.393,6.24366666667,3.2716,5.9158,5.96973333333,3.86486666667,7.2174,9.17886666666,3.85933333333,5.63326666667
335.74,6.88133333333,5.2727,4.40373333333,6.2836,3.31233333333,5.989,6.03393333333,3.88473333333,7.291,9.24246666666,3.86073333333,5.6328
336.11,6.92333333333,5.3122,4.4592,6.36953333333,3.3916,6.09186666666,6.0712,3.85686666667,7.372,9.24200000001,3.94986666667,5.6838
336.47,7.02126666667,5.3924,4.56906666667,6.44113333333,3.51486666667,6.22813333333,6.18686666667,3.9106,7.53813333333,9.30306666668,4.08786666667,5.80206666667
336.84,6.96846666667,5.25623333333,4.407,6.32126666667,3.40773333333,6.1138,6.05486666667,3.85013333333,7.43126666667,9.19786666668,4.0276,5.75066666667
337.21,6.9122,5.17666666667,4.34873333333,6.33166666667,3.27433333333,5.9734,5.98433333333,3.74506666667,7.40306666667,9.10666666666,3.93366666667,5.62906666667
337.57,6.77553333333,5.1058,4.24633333333,6.22593333333,3.14326666667,5.79186666667,5.82686666667,3.6162,7.3238,8.955,3.86473333333,5.5312
337.94,6.77793333334,5.0785,4.14386666667,6.19646666667,3.01706666666,5.7664,5.74633333333,3.5236,7.26826666667,8.82106666666,3.833,5.48886666667
338.31,6.62653333333,4.86243333333,3.94033333333,5.98413333333,2.79306666667,5.5906,5.517,3.334,7.0186,8.6408,3.62313333333,5.22913333333
338.67,6.6198,4.73393333333,3.8776,5.93073333333,2.74086666667,5.42046666667,5.34293333333,3.29126666667,6.96326666667,8.53946666667,3.54766666667,5.15726666667
339.04,6.61733333333,4.7821,3.9212,5.89226666667,2.79493333334,5.45253333333,5.28186666667,3.3372,6.9198,8.567,3.6066,5.1632
339.40,6.4368,4.71206666667,3.8082,5.75413333333,2.6832,5.26526666667,5.18026666667,3.20506666667,6.81413333333,8.45326666667,3.47873333333,4.9996
339.77,6.42346666667,4.7467,3.78606666667,5.71226666667,2.7252,5.2192,5.164,3.21566666667,6.75473333333,8.48093333333,3.47193333333,5.02466666667
340.14,6.48993333333,4.8043,3.73766666667,5.7322,2.74046666667,5.18906666667,5.19953333333,3.3136,6.791,8.59713333333,3.43266666667,5.06206666667
340.50,6.417,4.77823333333,3.71046666667,5.78913333333,2.69773333333,5.0598,5.13126666667,3.2944,6.6862,8.58933333334,3.34506666667,5.03386666667
340.87,6.45433333333,4.88673333333,3.86613333333,5.843,2.7528,5.15553333334,5.21486666667,3.39133333333,6.67953333333,8.61779999999,3.44146666667,5.02973333333
341.23,6.4834,4.9869,3.88493333333,5.88393333333,2.76,5.2316,5.25733333333,3.46066666666,6.69873333333,8.68606666667,3.4916,5.04853333333
341.60,6.48013333333,5.03043333333,3.9098,5.93546666667,2.72913333333,5.274,5.226,3.52873333333,6.77086666667,8.73066666666,3.4806,5.09646666667
341.96,6.463,5.0506,3.95366666667,5.979,2.78573333333,5.3264,5.2424,3.6168,6.79726666667,8.80866666666,3.5024,5.14913333333
342.33,6.4488,5.07383333333,3.9514,5.9192,2.73253333333,5.29426666667,5.23113333333,3.60133333333,6.83273333333,8.80766666666,3.5592,5.16173333333
342.70,6.42633333333,5.13503333333,3.99386666667,5.9274,2.6934,5.33833333333,5.27473333333,3.60366666667,6.86793333333,8.83566666667,3.60833333333,5.1748
343.06,6.40146666667,5.1409,4.044,5.90533333333,2.65386666667,5.3218,5.3326,3.65546666667,6.92486666667,8.85299999999,3.6698,5.2406
343.43,6.557,5.24066666667,4.12486666667,6.01113333333,2.69266666667,5.45706666667,5.42766666667,3.7618,7.00386666667,8.95740000001,3.7666,5.35213333333
343.79,6.8456,5.5445,4.491,6.3126,2.96306666667,5.79826666667,5.68346666667,4.0368,7.27626666667,9.25346666667,4.0962,5.65293333333
344.16,6.84373333333,5.5244,4.52513333333,6.31606666667,2.96793333334,5.75226666667,5.66886666667,4.0422,7.23173333333,9.28079999999,4.13933333333,5.62673333333
344.52,6.84293333334,5.53683333333,4.50926666667,6.25113333333,2.92226666667,5.78046666667,5.64586666667,4.02526666667,7.20686666667,9.25093333333,4.1264,5.54226666667
344.89,6.86953333333,5.5009,4.47293333333,6.26533333333,2.9258,5.7606,5.63666666667,3.9904,7.2184,9.36413333334,4.10753333333,5.59666666667
345.25,6.80533333333,5.4318,4.45573333333,6.21186666667,2.98146666667,5.7374,5.58,3.9164,7.11933333334,9.29153333332,4.032,5.5974
345.62,6.80146666667,5.44603333333,4.4664,6.23053333333,3.05613333333,5.7988,5.62126666667,3.88886666667,7.05893333333,9.28553333332,4.07733333333,5.61453333333
345.99,6.89146666667,5.51003333333,4.45826666667,6.2728,3.11073333333,5.84386666666,5.6814,3.92033333333,7.15213333333,9.34853333334,4.15826666667,5.62573333333
346.35,7.11446666667,5.68426666667,4.69486666667,6.4822,3.394,6.0822,5.85053333333,4.1128,7.36693333333,9.55166666667,4.34206666667,5.84606666667
346.72,7.0082,5.53813333333,4.61613333333,6.3416,3.378,6.0602,5.72646666667,4.0314,7.23173333333,9.43506666667,4.23973333333,5.7536
347.08,6.98133333333,5.48116666667,4.54346666667,6.31453333333,3.33373333333,6.02406666667,5.64466666667,3.9338,7.19086666667,9.3404,4.16953333333,5.6982
347.45,6.96673333333,5.41296666667,4.48006666667,6.32046666667,3.36146666667,6.00393333333,5.60746666667,3.91306666667,7.17313333333,9.29726666668,4.17466666667,5.62386666667
347.81,6.69546666667,5.07106666667,4.15946666667,6.0248,3.0784,5.72613333333,5.33466666667,3.63493333333,6.9134,9.03246666667,3.803,5.29466666667
348.18,6.6954,5.05963333333,4.17173333333,6.07406666667,3.10193333333,5.8198,5.31713333333,3.65353333333,6.95293333333,9.02386666667,3.76453333333,5.31266666667
348.54,6.69566666667,5.0036,4.1358,6.1242,3.11886666667,5.849,5.36586666667,3.63793333333,6.9474,9.05486666666,3.74933333333,5.31326666667
348.91,6.68573333333,4.96423333333,4.106,6.1212,3.11386666667,5.88453333333,5.35026666667,3.59493333333,6.93993333333,9.01513333333,3.74606666667,5.23586666667
349.27,6.81406666667,5.05446666667,4.19186666667,6.2762,3.20246666667,5.99346666667,5.48973333333,3.71253333333,7.0738,9.14706666667,3.8802,5.3256
349.64,6.7716,4.9802,4.08726666667,6.16186666667,3.10846666667,5.87253333333,5.39853333333,3.62333333333,7.01353333333,9.07493333334,3.74926666667,5.212
350.00,6.66673333333,4.8383,4.01206666667,6.03806666666,2.97173333333,5.7594,5.31353333333,3.48813333333,6.94406666667,8.97986666667,3.62013333333,5.0844
350.37,6.59,4.74886666667,3.83693333333,5.9792,2.8472,5.63006666667,5.3344,3.44506666667,6.91193333333,8.95999999999,3.549,4.98286666667
350.73,6.63406666667,4.83166666667,3.8136,6.09626666667,2.82933333333,5.62153333333,5.45853333333,3.4962,6.98186666667,9.06660000001,3.57126666667,4.9772
351.10,6.55033333333,4.7442,3.74033333333,6.0154,2.744,5.5248,5.39,3.4136,6.91906666667,9.01406666667,3.45786666667,4.88866666667
351.46,6.63033333333,4.8638,3.86853333333,6.07326666667,2.9008,5.54593333333,5.50873333333,3.54773333333,7.01206666667,9.09819999999,3.5648,5.018
351.83,6.77173333333,4.99643333333,3.96113333333,6.17133333333,2.9854,5.6052,5.59233333333,3.66433333333,7.18533333333,9.24806666668,3.73533333333,5.1542
352.19,6.736,4.93766666667,3.888,6.07873333333,2.91826666667,5.49606666667,5.51846666667,3.6204,7.1434,9.18273333333,3.72446666667,5.1256
352.55,6.76866666667,4.9482,3.8946,6.0862,2.9834,5.435,5.485,3.6386,7.21273333333,9.22553333333,3.7614,5.1604
352.92,6.8824,5.0863,4.05266666667,6.26106666667,3.1444,5.5294,5.62233333334,3.75753333333,7.4644,9.3446,3.87413333333,5.288
353.28,6.9564,5.1265,4.1156,6.33726666667,3.18226666667,5.60726666667,5.6184,3.7974,7.56246666667,9.357,3.91633333333,5.33786666666
353.65,7.16406666667,5.30996666667,4.2896,6.53273333334,3.38713333333,5.84193333333,5.81866666667,4.03753333333,7.79246666667,9.6158,4.13933333333,5.54186666667
354.01,7.19306666667,5.34556666667,4.34366666667,6.604,3.41666666667,5.86406666667,5.78953333333,4.0872,7.75906666667,9.60866666667,4.11906666667,5.58293333333
354.38,7.16346666667,5.4275,4.41946666667,6.58446666667,3.4034,5.89826666667,5.77293333333,4.061,7.71133333333,9.60166666668,4.11386666667,5.5828
354.74,7.21166666667,5.48613333333,4.5358,6.6154,3.45086666667,5.93513333333,5.807,4.15353333334,7.7884,9.66886666667,4.21713333334,5.6788
355.11,7.40813333333,5.63173333333,4.67873333333,6.79666666667,3.6198,6.06373333333,5.9808,4.3452,7.9414,9.86433333333,4.4488,5.8356
355.47,7.36766666667,5.58863333333,4.6028,6.7434,3.4788,6.0634,5.94993333334,4.21866666667,7.89893333333,9.80466666667,4.35086666667,5.768
355.83,7.31313333333,5.5448,4.57326666667,6.7348,3.46353333333,6.06546666666,5.92606666667,4.13886666667,7.85353333333,9.74386666668,4.2732,5.7418
356.20,7.22146666667,5.52516666667,4.57226666667,6.73686666667,3.46586666666,6.07613333333,5.88306666667,4.08753333333,7.7758,9.73580000001,4.2102,5.67066666667
356.56,7.13686666667,5.55443333333,4.5508,6.6966,3.395,6.1168,5.84973333333,4.0412,7.754,9.72726666668,4.14793333333,5.6302
356.93,7.13693333333,5.53183333333,4.50606666667,6.63566666667,3.3188,6.08253333333,5.79766666667,4.03313333333,7.62113333334,9.63673333335,4.0856,5.58893333333
357.29,7.08413333333,5.5306,4.51773333333,6.54946666667,3.28546666667,6.0142,5.767,4.0046,7.59806666667,9.66666666667,4.03546666667,5.5098
357.66,6.9276,5.40343333333,4.43746666667,6.4228,3.1446,5.883,5.63973333333,3.86153333333,7.42586666667,9.51146666666,3.9182,5.39493333333
358.02,6.8898,5.37126666667,4.43946666667,6.37366666667,3.12393333334,5.86986666667,5.63506666667,3.79333333333,7.3902,9.49586666667,3.9266,5.3478
358.38,6.8964,5.3184,4.4202,6.4024,3.09906666667,5.8198,5.6262,3.744,7.40673333334,9.44406666667,3.92113333333,5.33
358.75,6.86853333333,5.23833333333,4.34146666667,6.31686666667,3.041,5.73546666667,5.52866666667,3.5958,7.3022,9.3498,3.8026,5.2162
359.11,6.66426666667,5.04166666667,4.15373333333,6.1336,2.84086666667,5.577,5.33,3.37226666667,7.13526666667,9.16133333333,3.54933333333,5.00826666667
359.48,6.59286666667,4.95606666667,4.0704,6.01726666667,2.818,5.4678,5.25753333333,3.3342,7.0484,9.12939999999,3.4854,4.9456
359.84,6.52093333333,4.83816666667,3.9438,5.92553333333,2.70466666667,5.3378,5.16713333333,3.2736,6.93073333333,9.02506666667,3.42013333333,4.8262
360.20,6.60713333333,4.85786666667,3.9666,5.95113333333,2.67873333333,5.39866666667,5.25093333333,3.33993333333,6.998,9.06686666668,3.5332,4.9062
360.57,6.7124,4.86606666667,3.9674,5.96473333333,2.68286666667,5.44553333333,5.2696,3.39113333333,7.014,9.0994,3.58906666667,4.9582
360.93,6.74333333333,4.90206666667,3.96353333333,5.9784,2.7094,5.51966666667,5.28586666667,3.4054,7.09133333333,9.17426666665,3.65046666667,5.01373333333
361.29,6.76326666667,4.90363333333,3.89926666667,5.9782,2.68973333333,5.5382,5.30813333333,3.4442,7.06566666667,9.14753333334,3.6588,5.061
361.66,6.80693333333,4.91613333333,3.89633333333,6.013,2.71873333333,5.5426,5.33146666667,3.47793333333,7.1118,9.15346666667,3.6866,5.07606666667
362.02,6.8598,4.96976666667,3.87773333333,6.06046666667,2.75133333333,5.5606,5.32126666667,3.544,7.1526,9.1884,3.70953333333,5.11353333333
362.39,6.98113333333,5.09976666667,3.97866666667,6.1742,2.89426666667,5.68073333333,5.42833333333,3.7092,7.28253333334,9.33786666666,3.81613333333,5.2574
362.75,7.0154,5.16196666667,3.9932,6.24626666667,2.93493333333,5.73733333333,5.51526666667,3.76893333333,7.3658,9.39759999999,3.8778,5.33026666667
363.11,7.19486666667,5.34353333333,4.10206666667,6.3784,3.09786666667,5.90486666667,5.66493333333,3.93106666667,7.49966666667,9.55726666667,4.03173333333,5.5192
363.48,7.2698,5.4274,4.1796,6.4968,3.1918,6.0226,5.7326,4.03606666667,7.6198,9.63473333333,4.1294,5.59713333333
363.84,7.2814,5.48163333333,4.18266666667,6.52606666667,3.2338,6.08413333333,5.78993333333,4.08506666667,7.6624,9.68753333335,4.16273333334,5.61933333333
364.20,7.28746666667,5.52096666667,4.2006,6.58613333333,3.27493333333,6.06833333333,5.82206666666,4.0678,7.70726666667,9.71339999999,4.11406666667,5.60406666667
364.57,7.26146666667,5.51023333333,4.23646666667,6.61746666667,3.32613333333,6.0304,5.85573333333,4.08086666667,7.7228,9.72740000001,4.12666666667,5.58026666667
364.93,7.2362,5.4838,4.24713333333,6.5738,3.299,5.9756,5.866,4.0828,7.6422,9.70639999999,4.08153333334,5.54866666667
365.29,7.1694,5.41653333333,4.20266666667,6.52946666666,3.23486666667,5.91086666667,5.80686666667,4.00426666667,7.586,9.66126666667,4.01786666666,5.45413333333
365.66,7.19846666666,5.45636666667,4.24686666667,6.5742,3.23833333333,5.96646666667,5.846,3.9874,7.6314,9.69353333331,4.02386666667,5.44246666667
366.02,7.15613333333,5.35483333333,4.18426666667,6.528,3.19153333333,5.92593333333,5.84353333333,3.90053333333,7.59653333333,9.6944,3.97213333333,5.40453333333
366.38,6.96186666667,5.16303333333,4.041,6.3438,2.9532,5.74773333333,5.64053333333,3.66486666667,7.4,9.50973333334,3.74453333333,5.22046666667
366.75,6.96053333333,5.14443333333,4.046,6.33693333333,2.93793333333,5.76726666667,5.58933333333,3.69146666667,7.38513333333,9.50753333335,3.7162,5.2014
367.11,6.94473333333,5.10463333333,4.0982,6.35033333334,2.9398,5.74526666667,5.57873333333,3.7048,7.42726666667,9.53159999999,3.72186666667,5.14666666667
367.47,6.86493333333,4.9749,4.0106,6.27253333333,2.81886666667,5.6488,5.4882,3.58906666667,7.30706666667,9.42293333335,3.63026666666,5.05493333333
367.84,6.9158,5.03516666667,4.0962,6.35366666667,2.8642,5.7336,5.51633333333,3.61766666667,7.36606666667,9.49086666666,3.65193333333,5.13973333333
368.20,6.9898,5.07943333333,4.1328,6.34726666667,2.91413333333,5.82153333333,5.55053333333,3.70273333333,7.3938,9.52280000001,3.70206666667,5.19406666666
368.56,7.17953333333,5.2527,4.273,6.49893333333,3.03566666666,5.97273333333,5.69446666667,3.83066666667,7.55593333334,9.63786666668,3.85293333333,5.36833333333
368.93,7.23213333333,5.25236666667,4.305,6.51453333333,3.03106666667,5.96606666667,5.68853333333,3.8032,7.5662,9.64966666667,3.84466666667,5.3538
369.29,7.25633333333,5.24613333333,4.3104,6.50806666667,3.0832,5.9826,5.70353333333,3.81373333333,7.58166666667,9.70566666667,3.85646666667,5.3952
369.65,7.24053333333,5.2159,4.267,6.4852,3.08433333333,5.94286666667,5.71593333333,3.8388,7.57466666667,9.74506666667,3.81886666667,5.39566666666
370.01,7.27953333333,5.29803333333,4.35393333333,6.5346,3.13326666666,5.97566666667,5.76966666667,3.9214,7.61126666667,9.80633333333,3.86953333333,5.40926666667
370.38,7.35213333334,5.3653,4.39846666667,6.61506666667,3.21246666667,6.04446666667,5.8392,4.01986666667,7.64853333333,9.8944,3.96886666667,5.4434
370.74,7.4308,5.43013333333,4.44373333333,6.65453333333,3.2766,6.10333333333,5.9234,4.07293333333,7.71486666667,9.97546666665,4.01933333333,5.50006666667
371.10,7.4956,5.46666666667,4.45206666667,6.6866,3.3014,6.16026666667,5.9848,4.07693333334,7.7008,9.98086666669,4.0422,5.51393333333
371.46,7.58506666667,5.56546666667,4.54586666667,6.77106666667,3.37526666667,6.2268,6.06206666667,4.14426666667,7.75973333333,10.1003333333,4.10333333333,5.57506666667
371.83,7.70513333333,5.6424,4.59893333333,6.84273333333,3.463,6.2642,6.14273333333,4.20293333333,7.82533333333,10.1785333333,4.1952,5.62613333333
372.19,7.77486666667,5.72006666667,4.61486666667,6.93566666667,3.50333333333,6.27033333333,6.22093333333,4.24586666667,7.88606666667,10.2512666667,4.24446666667,5.64053333333
372.55,7.69746666667,5.62333333333,4.5322,6.8982,3.4466,6.25666666667,6.1356,4.1868,7.8112,10.1842,4.16266666667,5.55873333333
372.92,7.6356,5.5752,4.42486666667,6.90626666667,3.41566666667,6.23653333333,6.07746666667,4.16926666667,7.7892,10.1482,4.1214,5.51146666667
373.28,7.67906666666,5.5934,4.44333333333,6.964,3.41066666667,6.2704,6.11213333333,4.18106666667,7.8478,10.1458,4.14586666666,5.49013333333
373.64,7.69206666667,5.57923333333,4.45233333333,7.0048,3.40333333333,6.28366666667,6.09326666667,4.19486666667,7.84873333333,10.1259333333,4.17906666667,5.4908
374.00,7.81186666667,5.69216666667,4.52113333333,7.08366666666,3.48713333333,6.42353333333,6.207,4.265,8.01806666667,10.2274,4.2822,5.61486666667
374.37,7.94253333333,5.78633333333,4.60806666667,7.2008,3.5822,6.52633333333,6.31413333333,4.3486,8.16146666667,10.3523333333,4.38433333333,5.69213333333
374.73,7.95326666667,5.7923,4.63146666667,7.25266666667,3.633,6.5634,6.31733333333,4.38326666667,8.14033333334,10.3988,4.42733333333,5.72466666667
375.09,7.81946666667,5.67123333333,4.5042,7.1648,3.49446666667,6.43926666667,6.18513333333,4.27546666667,8.07546666667,10.2874666667,4.30286666667,5.60213333333
375.45,7.82526666667,5.6573,4.51166666667,7.1894,3.47786666667,6.42106666667,6.19386666667,4.272,8.1326,10.3218666667,4.29673333333,5.5822
375.81,7.71533333333,5.5631,4.457,7.1346,3.35033333333,6.3296,6.13493333333,4.1966,8.07186666667,10.2594,4.17866666667,5.47286666667
376.18,7.6474,5.46313333333,4.4258,7.12406666667,3.3024,6.29426666667,6.0638,4.1576,8.04746666667,10.2239333333,4.12406666667,5.4594
376.54,7.5148,5.31736666667,4.29953333333,6.9534,3.12326666666,6.10453333333,5.96206666667,4.01526666667,7.92206666667,10.1235333333,3.96326666667,5.31266666667
376.90,7.4898,5.3094,4.294,6.8878,3.06486666667,6.04766666667,5.95626666667,3.9922,7.91166666667,10.1296666667,3.902,5.2872
377.26,7.51026666667,5.3195,4.29626666667,6.91993333333,3.06433333333,6.03253333333,5.98333333333,3.99753333333,7.92246666667,10.1795333333,3.9332,5.2808
377.63,7.53653333333,5.32366666667,4.3064,6.91006666667,3.08973333334,6.074,6.00173333333,4.0024,7.96206666667,10.2666,3.9288,5.2898
377.99,7.4178,5.18943333333,4.18953333333,6.84393333333,2.99353333333,5.95893333333,5.85853333333,3.91026666666,7.8286,10.1896,3.80753333333,5.1914
378.35,7.33646666667,5.08673333333,4.11333333333,6.7482,2.9324,5.8818,5.7748,3.82613333333,7.72953333333,10.1021333333,3.7168,5.1042
378.71,7.34513333333,5.07993333333,4.1678,6.73286666667,2.91106666667,5.8596,5.8118,3.8312,7.75953333333,10.1070666667,3.7004,5.1068
379.07,7.4952,5.23506666667,4.31306666667,6.8506,3.04733333333,5.98786666667,5.95846666667,3.98573333333,7.91013333333,10.2686666667,3.82566666667,5.287
379.44,7.48573333333,5.26686666667,4.30886666667,6.82953333333,3.05726666667,6.01826666667,5.97306666667,4.0092,7.91893333333,10.2687333333,3.81333333333,5.3062
379.80,7.47733333333,5.22783333333,4.24926666667,6.7734,3.0586,6.02153333333,5.95113333333,3.9818,7.90286666667,10.2103333333,3.79173333333,5.29353333333
380.16,7.4318,5.16103333333,4.18,6.67013333333,3.00213333333,5.92933333333,5.8518,3.9006,7.82533333333,10.1688666667,3.7244,5.19806666667
380.52,7.54813333333,5.24953333333,4.24733333333,6.78766666667,3.11306666667,6.0282,5.92373333334,3.9946,7.92193333333,10.2789333333,3.80393333333,5.2922
380.88,7.61453333333,5.27443333333,4.28546666667,6.86906666667,3.20513333333,6.12393333333,5.9928,4.0582,8.0112,10.3754,3.88533333333,5.359
381.24,7.55126666667,5.2371,4.2804,6.8208,3.2094,6.11166666667,5.95866666667,4.04886666667,7.98266666667,10.3502666667,3.8648,5.3428
381.61,7.47206666667,5.16796666667,4.19966666667,6.7718,3.1522,5.98653333333,5.88926666666,3.95766666667,7.89513333333,10.2799333333,3.81906666667,5.27213333333
381.97,7.533,5.2036,4.2802,6.7924,3.209,6.01906666667,5.9974,4.00506666667,7.91053333333,10.3318666667,3.89093333333,5.29773333333
382.33,7.57506666667,5.23966666667,4.28133333333,6.78753333333,3.24273333333,6.02006666667,6.03206666667,4.04386666667,7.94186666667,10.3556666667,3.92373333333,5.30446666667
382.69,7.57233333333,5.20423333333,4.20153333333,6.76873333333,3.20326666667,5.9636,5.9796,4.01186666667,7.9344,10.3361333333,3.9168,5.23453333333
383.05,7.5168,5.1268,4.18613333333,6.7466,3.15626666667,5.9356,5.96626666667,3.972,7.85506666667,10.3157333333,3.89113333333,5.1626
383.41,7.54133333333,5.11153333333,4.19913333333,6.76726666667,3.16866666667,5.9334,5.97013333334,3.95866666667,7.87326666667,10.3186666667,3.91093333333,5.14753333333
383.77,7.6478,5.1974,4.3074,6.88073333333,3.24546666667,5.97026666667,6.06953333333,4.05813333333,7.96426666667,10.4534,3.99973333333,5.2306
384.14,7.69146666667,5.24206666667,4.36566666667,6.94306666667,3.27686666667,6.02,6.18553333334,4.11666666667,8.05626666667,10.5024666667,4.045,5.3254
384.50,7.71953333333,5.2919,4.40886666667,6.9474,3.29653333333,6.05446666667,6.23053333333,4.15066666667,8.09593333333,10.5474,4.07493333333,5.35553333333
384.86,7.73873333333,5.3001,4.43186666667,6.94073333333,3.26193333333,6.0418,6.2444,4.1546,8.06166666667,10.5338666667,4.06,5.35286666667
385.22,7.79366666667,5.33346666667,4.43653333333,6.98806666666,3.24966666667,6.05533333333,6.25433333334,4.175,8.09846666666,10.5856666666,4.05786666667,5.39193333333
385.58,7.89913333333,5.44536666667,4.53726666667,7.05506666667,3.3264,6.15826666667,6.3656,4.29093333333,8.1904,10.6757333333,4.11986666667,5.48426666667
385.94,7.8734,5.4274,4.46926666667,7.0514,3.29633333333,6.12366666667,6.30366666667,4.2518,8.20793333334,10.6548,4.05173333333,5.44893333333
386.30,7.81653333333,5.39186666667,4.42013333333,7.03853333333,3.23113333333,6.07726666667,6.27846666667,4.19026666667,8.185,10.6288666667,3.98433333334,5.4038
386.66,7.87793333333,5.4733,4.49406666667,7.11646666667,3.2892,6.15633333333,6.38406666667,4.24053333333,8.2524,10.7056,4.01946666667,5.47966666667
387.03,7.90726666667,5.5145,4.49273333333,7.1354,3.30226666667,6.15533333333,6.38306666667,4.24913333333,8.2852,10.7401333333,4.01306666667,5.4878
387.39,7.90406666667,5.51123333333,4.48786666667,7.13213333333,3.29646666666,6.15573333333,6.386,4.25733333333,8.26653333333,10.756,4.00206666667,5.50073333333
387.75,7.88373333333,5.49213333333,4.45593333333,7.0904,3.25733333333,6.1774,6.37813333333,4.22253333333,8.25986666667,10.7586,3.95933333333,5.46593333333
388.11,7.93746666667,5.54086666667,4.4884,7.0936,3.2814,6.22786666667,6.41106666667,4.25373333333,8.25606666667,10.8048,3.96186666667,5.45273333334
388.47,7.9534,5.52933333333,4.5016,7.11753333334,3.28986666667,6.23726666667,6.43813333333,4.25233333333,8.27613333333,10.8426666667,3.9562,5.44986666667
388.83,8.02253333333,5.58866666667,4.54446666667,7.22766666666,3.37113333333,6.30546666667,6.50386666667,4.308,8.40106666667,10.9481333333,4.0284,5.49053333333
389.19,8.05806666667,5.5937,4.55626666666,7.21406666667,3.36346666667,6.29086666667,6.53293333333,4.33273333333,8.41853333334,10.9624666667,4.01593333333,5.4762
389.55,8.09773333333,5.57586666667,4.5558,7.2326,3.34186666667,6.29273333333,6.52546666666,4.33633333333,8.4626,10.9884,4.00953333333,5.4466
389.91,8.19480000001,5.64513333333,4.63606666667,7.33373333333,3.415,6.38866666667,6.65206666667,4.43173333333,8.54499999999,11.1028666667,4.08646666667,5.53166666667
390.27,8.28813333334,5.69466666667,4.7102,7.4206,3.4976,6.48033333333,6.74013333334,4.53553333333,8.65460000001,11.2060666667,4.16446666667,5.60893333334
390.63,8.30306666667,5.70893333333,4.69006666667,7.40526666667,3.50866666667,6.50313333333,6.744,4.57566666667,8.6914,11.2190666667,4.168,5.5886
391.00,8.33766666667,5.67863333333,4.65193333333,7.4214,3.50413333333,6.4636,6.76213333333,4.58106666667,8.69153333333,11.2441333333,4.15193333333,5.59233333333
391.36,8.45719999999,5.76596666667,4.7078,7.53293333333,3.592,6.5226,6.88586666667,4.6862,8.79573333333,11.3465333333,4.222,5.6626
391.72,8.50139999999,5.79636666667,4.76286666667,7.62126666667,3.6566,6.55246666667,6.92273333333,4.75633333333,8.84006666667,11.3987333334,4.279,5.71993333333
392.08,8.5098,5.75556666667,4.706,7.62226666667,3.6192,6.50433333333,6.865,4.7388,8.84966666667,11.4050666667,4.25553333333,5.68013333333
392.44,8.5498,5.752,4.69306666667,7.67066666667,3.61306666667,6.514,6.85606666666,4.74226666667,8.86019999999,11.406,4.2566,5.6502
392.80,8.57786666666,5.7517,4.67726666667,7.6458,3.59506666667,6.49373333333,6.84046666667,4.7294,8.88659999999,11.3974666667,4.2378,5.64606666667
393.16,8.6782,5.81953333333,4.74366666667,7.75606666667,3.6844,6.59133333333,6.9248,4.79813333334,8.98266666667,11.4959333333,4.31153333333,5.70266666667
393.52,8.64246666666,5.74976666667,4.67873333333,7.71113333333,3.63726666667,6.57433333334,6.88206666667,4.72486666667,8.95426666667,11.4844666667,4.25026666667,5.64333333333
393.88,8.65186666666,5.73236666667,4.6738,7.64966666667,3.6022,6.55366666667,6.8458,4.7074,8.9616,11.4924666667,4.225,5.61273333333
394.24,8.65533333333,5.73826666667,4.6552,7.63233333333,3.57506666667,6.54313333333,6.82466666667,4.6864,8.96673333334,11.5189333333,4.19626666666,5.5986
394.60,8.57993333333,5.6232,4.55786666666,7.5848,3.47013333333,6.43673333333,6.72826666667,4.55866666667,8.89766666667,11.5038,4.0918,5.5042
394.96,8.55493333333,5.6084,4.5026,7.5582,3.42333333333,6.44453333333,6.70013333333,4.51726666667,8.8974,11.487,4.07986666667,5.454
395.32,8.51759999999,5.53963333333,4.4662,7.51333333333,3.35506666667,6.40573333333,6.6208,4.4474,8.87553333334,11.4870666667,4.03093333333,5.4042
395.68,8.53106666666,5.50226666667,4.4028,7.4806,3.30046666667,6.35193333333,6.60093333334,4.4062,8.89706666667,11.5037333333,3.98746666667,5.34266666667
