wavelength,Back_CatHomf,Belly_CatHomf,Breast_CatHomf,Crissum_CatHomf,Crown_CatHomf,DorTail_CatHomf,Rump_CatHomf,Throat_CatHomf,WingTip_CatHomf
347.45,6.70333333333,9.34913333333,7.601,4.99206666667,5.8846,7.62206666667,5.82686666667,9.63253333334,8.29906666667
347.81,7.02533333333,9.68886666667,7.94833333333,5.29533333333,6.15506666667,7.80593333333,6.14446666667,9.98946666665,8.74466666667
348.18,7.17500000001,9.98686666668,8.20246666667,5.49653333333,6.3966,8.017,6.5184,10.3575333333,9.0654
348.54,7.0654,9.90953333334,7.94786666667,5.22066666667,6.12433333333,7.8044,6.34233333333,10.1542,8.89953333334
348.91,7.25066666666,9.82493333333,8.1262,5.36613333333,6.19966666667,8.10506666667,6.36406666667,10.2069333333,9.04466666667
349.27,7.70126666667,10.1979333333,8.66720000001,5.79573333333,6.751,8.65666666668,6.8726,10.5938,9.54340000001
349.64,7.81173333333,10.1229333333,8.71639999999,5.87186666667,6.89153333333,8.86786666666,7.10066666667,10.5672666667,9.62106666667
350.00,7.46406666667,9.85666666667,8.4494,5.49906666667,6.45293333333,8.67346666666,6.78133333333,10.2632,9.31460000001
350.37,7.67073333333,10.0103333333,8.66473333333,5.70393333333,6.57346666667,8.71633333333,6.98766666667,10.2742666667,9.44106666667
350.73,8.08566666667,10.4284,8.95773333333,6.02173333333,7.00213333333,9.08139999999,7.42513333333,10.578,9.80926666668
351.10,8.36666666667,10.6656,9.25253333334,6.37473333333,7.31706666666,9.39579999999,7.70606666666,10.8140666667,10.0870666667
351.46,8.42013333333,10.739,9.18953333333,6.25393333333,7.29366666667,9.4036,7.4364,10.79,10.0815333333
351.83,8.06086666667,10.4030666667,8.74533333334,5.70826666667,6.97086666667,9.10013333333,7.0672,10.5196,9.74386666667
352.19,7.81059999999,10.1033333333,8.50100000001,5.37666666667,6.60613333333,8.77286666667,6.68686666667,10.199,9.38279999999
352.55,7.61046666666,9.89266666667,8.35453333333,5.3232,6.39706666666,8.64926666667,6.44193333333,10.1024,9.1686
352.92,7.25239999999,9.76420000001,8.1608,5.093,6.3192,8.3942,6.24473333333,9.93786666667,8.84593333333
353.28,7.02193333333,9.64226666667,7.98913333333,4.96906666667,6.0844,8.06313333333,5.9908,9.84446666665,8.60593333333
353.65,6.86220000001,9.72366666667,7.8504,4.93533333333,5.97213333333,7.8406,5.65913333333,9.87526666665,8.45679999999
354.01,6.7772,9.75726666666,7.753,4.8834,6.03706666667,7.82033333333,5.59953333333,9.863,8.5028
354.38,6.5628,9.7142,7.50293333333,4.79566666667,6.03826666667,7.81473333333,5.39573333333,9.85120000001,8.3818
354.74,5.86173333333,8.9138,6.93186666667,4.201,5.313,7.09006666667,4.57313333333,9.1788,7.77386666667
355.11,5.61506666667,8.45453333333,6.56606666667,3.8134,5.04346666667,6.74893333333,4.17926666667,8.83406666666,7.32966666667
355.47,5.5476,8.45933333333,6.62206666667,3.9332,5.10153333333,6.80053333333,4.2898,8.90086666667,7.39793333333
355.83,5.4374,8.41646666667,6.70153333333,3.98073333333,5.03046666667,6.81106666667,4.1994,8.86266666667,7.32726666667
356.20,5.47766666667,8.35813333333,6.61086666667,3.94926666667,5.08253333333,6.83413333333,4.21553333333,8.79579999999,7.36206666666
356.56,5.71613333333,8.5764,6.9074,4.1064,5.34433333333,7.00466666667,4.43173333333,9.08319999999,7.61306666666
356.93,6.09,8.79066666667,7.21026666667,4.28546666667,5.5508,7.21006666667,4.72513333333,9.40866666666,7.936
357.29,6.11393333333,8.841,7.11726666667,4.33266666667,5.56933333333,7.26866666667,4.6928,9.44706666666,7.99746666666
357.66,6.11193333334,8.74533333333,7.1814,4.3064,5.605,7.28986666667,4.82513333333,9.53359999999,8.04586666666
358.02,6.37813333333,8.96680000001,7.44513333333,4.66313333333,5.77366666667,7.44913333334,5.13726666667,9.76880000001,8.35800000001
358.38,6.48726666667,9.04733333333,7.57446666667,4.7302,5.76666666667,7.46933333333,5.13926666667,9.84226666667,8.49799999999
358.75,6.986,9.59506666666,8.127,5.21766666667,6.3206,8.0318,5.7538,10.2946666667,9.00173333334
359.11,6.87446666667,9.5456,8.05413333333,5.16406666667,6.19553333333,7.99853333333,5.8134,10.1948,9.05219999999
359.48,6.84286666667,9.4664,8.02866666666,5.13566666667,6.15993333333,7.9714,5.77893333333,10.1023333333,8.98473333334
359.84,6.72566666667,9.31173333334,7.95273333333,5.1476,6.1036,7.88673333333,5.70033333333,9.92006666667,8.88073333333
360.20,6.7644,9.32120000001,8.0884,5.3058,6.1444,8.0108,5.73686666667,10.0487333333,9.00113333334
360.57,6.765,9.34646666667,8.0918,5.36286666667,6.18833333333,8.02286666667,5.76566666667,9.959,9.02546666666
360.93,6.52866666667,9.08999999999,7.835,5.1516,5.92513333333,7.74833333333,5.42773333333,9.67413333332,8.71119999999
361.29,6.4048,8.78053333334,7.629,4.8558,5.79266666667,7.50913333333,5.228,9.43993333332,8.43653333333
361.66,6.44846666666,8.77040000001,7.71066666667,4.89633333333,5.80653333333,7.54233333333,5.1926,9.39693333333,8.38693333334
362.02,6.3564,8.52193333333,7.57233333333,4.6998,5.69873333334,7.3956,4.9728,9.23533333333,8.09373333333
362.39,6.43346666667,8.61186666667,7.78933333334,4.89026666667,5.81686666667,7.59013333334,5.14186666667,9.33273333333,8.16400000001
362.75,6.09293333333,8.26786666667,7.41326666667,4.54426666667,5.51906666667,7.2036,4.78493333333,9.05139999999,7.74646666666
363.11,6.05886666667,8.24053333333,7.39286666667,4.55046666666,5.53226666667,7.08433333333,4.5878,9.03846666667,7.70159999999
363.48,5.9994,8.11633333333,7.29866666667,4.41573333334,5.50446666667,6.96046666667,4.4348,8.99740000001,7.54786666667
363.84,6.0556,8.1196,7.3362,4.33586666667,5.5388,6.95593333333,4.40766666667,9.03620000001,7.44993333333
364.20,5.85086666667,7.962,7.18286666667,4.16246666667,5.41126666667,6.72993333333,4.2224,8.81779999999,7.16286666667
364.57,5.92593333333,7.97226666667,7.17746666667,4.22133333333,5.45246666667,6.7614,4.2042,8.84840000001,7.16726666667
364.93,6.39093333333,8.52553333333,7.70853333333,4.668,5.95153333333,7.21153333333,4.67486666667,9.26793333333,7.65413333333
365.29,6.769,9.07426666666,8.15346666667,5.11513333333,6.3292,7.54993333333,5.0674,9.64366666665,8.1056
365.66,7.00926666667,9.34439999999,8.30666666667,5.36213333333,6.58793333333,7.77266666667,5.29373333333,9.78939999999,8.39573333333
366.02,7.08786666667,9.49493333334,8.454,5.52306666667,6.718,7.865,5.4306,9.95033333333,8.49846666667
366.38,7.01873333333,9.28580000001,8.28853333333,5.43826666666,6.64946666667,7.67766666667,5.3348,9.87573333333,8.37826666667
366.75,7.14046666667,9.43926666667,8.41513333333,5.5346,6.71546666667,7.79513333333,5.38486666667,10.0452,8.4882
367.11,7.25273333333,9.52633333335,8.51926666667,5.53326666667,6.64213333333,7.92273333333,5.4492,10.0701333333,8.4632
367.47,7.01253333333,9.31366666667,8.2866,5.29366666667,6.27846666667,7.67253333333,5.25853333334,9.84653333333,8.29353333333
367.84,7.2882,9.64306666667,8.542,5.62586666667,6.4784,7.88846666667,5.59393333333,10.1402666667,8.59173333333
368.20,7.4154,9.71086666665,8.64646666667,5.6732,6.54606666667,7.90846666667,5.69093333333,10.236,8.82733333333
368.56,7.19306666667,9.49479999999,8.5414,5.5106,6.4284,7.684,5.6138,10.0996666667,8.66600000001
368.93,6.65586666667,8.93419999999,8.0244,5.0116,5.91786666667,7.19326666667,5.1442,9.66866666667,8.18926666667
369.29,6.412,8.5996,7.87506666667,4.77673333333,5.5514,6.99286666667,4.91666666667,9.41733333333,7.94679999999
369.65,6.34386666667,8.4884,7.88233333334,4.66206666667,5.3506,6.87813333333,4.83766666667,9.36339999999,7.85006666667
370.01,6.23006666667,8.36753333333,7.798,4.55433333333,5.14866666667,6.69906666667,4.65813333333,9.21239999999,7.75866666667
370.38,6.11433333333,8.306,7.69333333333,4.39726666667,4.98853333333,6.54986666667,4.45393333333,8.99273333333,7.5234
370.74,6.139,8.29833333333,7.76726666667,4.46193333333,4.97546666667,6.5862,4.45846666667,8.98333333333,7.55766666667
371.10,6.21706666667,8.392,7.84586666667,4.6128,5.12446666666,6.6218,4.58853333333,9.10786666667,7.67286666666
371.46,6.59493333333,8.81813333333,8.2572,5.10006666667,5.60633333333,7.01886666667,4.9462,9.39973333333,8.03853333332
371.83,6.51286666666,8.73986666667,8.207,5.02053333333,5.6148,6.96726666667,4.84273333333,9.32386666667,7.93719999999
372.19,6.51973333333,8.73966666667,8.18653333333,4.9146,5.53613333333,6.9706,4.78133333333,9.24519999999,7.78346666667
372.55,6.6256,8.8456,8.18306666666,4.9282,5.54293333333,7.0152,4.7542,9.20433333335,7.73900000001
372.92,6.87720000001,9.1314,8.4106,5.20466666667,5.75553333333,7.2308,4.9532,9.39313333334,7.82246666667
373.28,6.5712,8.96033333333,8.1572,4.90046666667,5.56066666667,6.96953333333,4.72693333333,9.14053333333,7.49706666667
373.64,6.2276,8.73013333333,7.84533333333,4.68753333333,5.3156,6.73093333333,4.4986,8.899,7.1666
374.00,6.41940000001,8.8788,8.03346666667,4.82873333333,5.54066666667,6.8874,4.69833333333,9.06593333333,7.2782
374.37,6.64353333333,9.1368,8.2736,5.0564,5.8068,7.0984,4.98646666667,9.29286666668,7.61973333333
374.73,6.59480000001,9.1424,8.23433333333,4.98473333333,5.80773333333,7.03213333333,5.0826,9.26653333333,7.58433333333
375.09,6.43246666667,8.98093333333,8.08853333333,4.81466666667,5.68126666667,6.87213333333,5.0168,9.05459999999,7.36626666667
375.45,6.45666666667,9.0476,8.04206666667,4.7336,5.59193333333,6.92053333333,5.07193333333,9.03206666666,7.32466666667
375.81,6.30386666667,8.85533333334,7.85553333333,4.55406666667,5.3924,6.69413333334,4.84686666667,8.84926666667,7.19706666667
376.18,6.3808,8.9246,7.94753333333,4.68866666667,5.5198,6.7322,4.94186666667,9.00813333333,7.29506666667
376.54,6.31046666667,8.84213333333,8.0128,4.68973333333,5.46933333333,6.71346666667,4.92326666667,9.05540000001,7.30033333333
376.90,6.26426666667,8.80453333333,7.93673333333,4.72413333333,5.44826666667,6.74726666667,4.9024,9.03166666666,7.37053333333
377.26,6.53433333333,9.0448,8.21086666667,5.162,5.76506666667,7.0948,5.2212,9.39133333333,7.70926666667
377.63,6.62186666667,9.13433333333,8.24926666667,5.2354,5.8628,7.05893333333,5.26613333333,9.42573333333,7.72813333333
377.99,6.506,9.08000000001,8.14906666667,5.20646666667,5.7966,6.96306666667,5.19813333333,9.30160000001,7.65866666667
378.35,6.346,8.91740000001,7.9884,5.01593333333,5.62153333333,6.76626666666,5.0906,9.12213333333,7.41873333333
378.71,6.65033333334,9.18860000001,8.27873333333,5.377,5.9262,7.04906666667,5.32526666667,9.34700000001,7.73513333333
379.07,6.84146666666,9.41840000001,8.5396,5.5528,6.10973333333,7.2864,5.4874,9.62600000001,8.00706666667
379.44,6.91699999999,9.45959999999,8.66753333334,5.6838,6.28006666667,7.34993333333,5.56413333333,9.78366666667,8.08213333333
379.80,7.05120000001,9.60173333333,8.79153333333,5.84013333333,6.41286666667,7.5586,5.7118,9.95366666666,8.19413333333
380.16,7.00319999999,9.61839999999,8.74846666667,5.7858,6.37413333333,7.4792,5.67086666667,9.91926666667,8.09193333333
380.52,6.98973333334,9.6228,8.74873333333,5.7356,6.387,7.4512,5.61626666667,9.83179999999,8.02666666667
380.88,6.8986,9.53466666666,8.74133333333,5.6038,6.26206666667,7.3412,5.57946666667,9.69659999999,7.92133333333
381.24,6.80846666666,9.39379999999,8.62566666667,5.40346666667,6.134,7.14826666667,5.41413333333,9.46066666667,7.7398
381.61,6.89866666667,9.50413333333,8.7632,5.53273333333,6.24206666667,7.32593333333,5.49586666667,9.63853333333,7.88246666667
381.97,6.7506,9.37306666667,8.63626666667,5.39986666667,6.10293333333,7.17266666667,5.3502,9.54620000001,7.75226666667
382.33,6.65113333333,9.32926666667,8.56853333333,5.36633333333,6.05493333333,7.1344,5.25573333333,9.51933333333,7.72553333333
382.69,6.355,9.038,8.29966666667,5.02366666667,5.8054,6.8608,4.9726,9.27046666667,7.4026
383.05,6.17553333333,8.82519999999,8.09706666667,4.92126666667,5.66173333333,6.702,4.8256,9.11226666667,7.2284
383.41,5.97286666667,8.64853333333,7.86766666667,4.74193333333,5.50293333333,6.52246666667,4.65246666667,8.88226666666,7.01993333333
383.77,5.90766666667,8.56893333333,7.81986666667,4.6712,5.4524,6.48046666667,4.64686666667,8.87013333334,6.9654
384.14,6.0824,8.77386666667,7.9526,4.8396,5.6872,6.6978,4.83226666667,9.0326,7.11206666667
384.50,6.17573333333,8.92266666667,8.0426,4.97466666667,5.79106666667,6.7964,4.9746,9.21066666667,7.18566666667
384.86,6.18993333333,8.93159999999,8.01313333333,5.025,5.83886666667,6.77606666667,4.99,9.28966666667,7.16666666667
385.22,6.16406666667,8.89799999999,7.97613333333,4.99073333333,5.87373333333,6.78886666667,4.97,9.32920000001,7.16693333333
385.58,6.1074,8.80626666667,7.8718,4.94093333333,5.73666666667,6.68246666667,4.92733333334,9.20860000001,7.06686666667
385.94,6.08626666667,8.8234,7.832,4.8646,5.68886666667,6.69153333333,4.8396,9.16433333333,6.98513333334
386.30,6.09466666667,8.78873333333,7.813,4.84293333333,5.65513333333,6.68686666667,4.77566666667,9.10946666667,6.92913333333
386.66,6.18333333333,8.84493333334,7.8738,5.01833333333,5.71326666667,6.7914,4.91153333333,9.17686666666,7.05426666667
387.03,6.16126666667,8.90966666666,7.90333333333,5.00226666667,5.76466666667,6.762,4.9424,9.13786666667,7.03226666667
387.39,6.22146666667,8.91313333333,7.9606,4.9868,5.7782,6.75493333333,4.9406,9.17759999999,7.09446666667
387.75,6.16733333333,8.88593333334,7.94233333333,4.91806666667,5.7144,6.64253333333,4.84553333333,9.03106666667,7.06246666667
388.11,6.13493333333,8.75406666666,7.884,4.8408,5.58113333333,6.5392,4.73973333333,8.8838,7.02473333333
388.47,6.17546666667,8.79246666666,7.87973333333,4.87653333333,5.5918,6.58113333333,4.77773333333,8.91966666666,7.13393333333
388.83,6.20206666667,8.82446666667,7.90186666667,4.92133333334,5.59213333333,6.63626666667,4.8302,8.90260000001,7.1834
389.19,6.2018,8.90753333334,7.85773333333,4.9444,5.53126666667,6.62806666667,4.8586,8.88813333333,7.12726666667
389.55,6.20806666667,8.96106666667,7.9232,4.9368,5.665,6.70053333333,4.9412,8.95240000001,7.176
389.91,6.3028,9.00119999999,7.9536,5.03693333333,5.70213333333,6.8246,5.06813333333,9.01566666667,7.25913333333
390.27,6.35633333333,9.09859999999,8.03173333333,5.05513333333,5.76833333333,6.87426666667,5.1414,9.07186666667,7.2812
390.63,6.40693333333,9.2008,8.0828,5.072,5.83286666667,6.87553333333,5.1532,9.14586666666,7.30153333333
391.00,6.55713333334,9.26800000001,8.13466666666,5.1808,5.87586666667,7.00726666667,5.2524,9.24013333334,7.3798
391.36,6.53466666666,9.32259999999,8.11606666666,5.19373333333,5.81886666667,6.99986666667,5.24706666667,9.25373333333,7.35086666667
391.72,6.5036,9.27113333333,8.06593333333,5.17613333333,5.8282,7.01973333333,5.28086666667,9.2518,7.18873333333
392.08,6.26926666667,9.11666666666,7.9128,5.0498,5.67786666667,6.91246666667,5.144,9.12453333333,6.995
392.44,6.25326666667,9.12579999999,7.91046666667,5.02066666667,5.67873333333,6.92073333333,5.129,9.08419999999,6.9396
392.80,6.1952,9.10893333333,7.8058,4.9014,5.6258,6.83266666667,5.00706666667,9.0354,6.84026666667
393.16,6.21,9.08446666666,7.81726666667,4.8938,5.64013333333,6.8022,4.96906666667,9.043,6.82646666667
393.52,6.2426,9.12819999999,7.7844,4.88173333333,5.58853333333,6.77406666667,4.91,9.00573333333,6.7816
393.88,6.2646,9.14933333334,7.82546666667,4.88766666667,5.6556,6.7292,4.91606666667,9.02613333333,6.7786
394.24,6.31413333333,9.18233333333,7.86546666667,4.9494,5.75373333333,6.78286666667,5.01993333333,9.15573333333,6.90286666667
394.60,6.2602,9.17833333333,7.84773333333,4.94486666667,5.74633333333,6.78366666667,4.987,9.12866666666,6.8718
394.96,6.25326666667,9.25686666667,7.86186666667,4.96113333333,5.8188,6.79266666667,4.97666666667,9.19693333333,6.88213333333
395.32,6.1688,9.12633333333,7.82233333333,4.90953333333,5.78226666667,6.7564,4.91946666667,9.11853333333,6.77986666667
395.68,6.2616,9.28526666667,7.94446666667,5.0782,5.92546666667,6.88093333333,5.0132,9.24406666667,6.97526666667
396.04,6.28366666667,9.38186666667,7.9092,5.0412,5.93246666667,6.85126666667,5.01553333333,9.2846,6.994
396.40,6.17553333333,9.23226666667,7.7608,4.9436,5.8102,6.71653333333,4.89173333333,9.18033333333,6.87233333333
396.76,6.15293333333,9.21666666667,7.8224,4.9916,5.87213333333,6.74506666667,4.9392,9.20846666666,6.87546666667
397.12,6.2838,9.34340000001,7.96593333333,5.1118,5.99413333333,6.9064,5.12586666667,9.33140000001,7.05946666667
397.48,6.1478,9.2266,7.9034,5.00146666667,5.967,6.83773333333,5.0156,9.29706666667,6.97026666667
397.84,6.05566666667,9.1888,7.83453333333,4.94586666667,5.92946666667,6.82086666667,5.03813333333,9.30493333334,6.98113333333
398.20,6.0184,9.18206666667,7.82366666667,4.9392,5.8628,6.8422,5.005,9.23806666667,6.90013333333
398.56,5.98686666667,9.16326666667,7.7936,4.92146666667,5.82393333333,6.85353333333,4.989,9.24473333333,6.88933333333
398.92,5.9876,9.11793333333,7.82486666667,4.91433333333,5.79566666667,6.81926666667,4.9818,9.22086666666,6.8806
399.28,6.03926666667,9.2716,7.83453333333,4.97426666667,5.85706666667,6.86066666667,5.04166666667,9.31326666667,6.97533333333
399.64,6.01353333333,9.2278,7.7586,4.90413333333,5.78146666667,6.82993333333,5.0438,9.29086666666,6.93233333333
400.00,5.9398,9.146,7.7354,4.88086666667,5.72693333333,6.84826666667,5.00006666667,9.25760000001,6.8972
400.36,6.0506,9.32746666666,7.90473333333,5.0282,5.88726666667,7.0184,5.19146666667,9.42859999999,7.0768
400.72,6.21,9.43920000001,8.00973333333,5.15793333333,5.98846666667,7.129,5.30433333333,9.58953333334,7.21766666667
401.08,6.14966666667,9.4742,8.0284,5.14986666667,6.02506666667,7.134,5.27626666667,9.60053333333,7.2028
401.44,6.23346666667,9.56366666666,8.10473333333,5.27206666667,6.10266666667,7.20593333333,5.38746666667,9.63566666667,7.3308
401.80,6.32206666667,9.62466666667,8.209,5.3962,6.1562,7.25906666667,5.4298,9.66926666667,7.39493333333
402.16,6.31866666666,9.59346666666,8.1796,5.40846666667,6.15933333333,7.24006666667,5.434,9.69053333333,7.36446666667
402.52,6.36886666667,9.56580000001,8.16646666667,5.3104,6.0926,7.18153333333,5.4036,9.59806666666,7.29446666667
402.88,6.29613333333,9.50979999999,8.08053333333,5.2006,6.05666666667,7.16993333333,5.321,9.51,7.2398
403.24,6.40173333333,9.51266666667,8.15766666667,5.24026666667,6.08766666667,7.24226666667,5.34566666667,9.51266666666,7.26266666667
403.60,6.35506666667,9.4576,8.113,5.19373333334,6.06673333333,7.16313333333,5.27546666667,9.481,7.22153333333
403.95,6.31086666667,9.38939999999,8.095,5.1404,6.02526666667,7.12853333333,5.22526666667,9.40753333333,7.16773333333
404.31,6.2562,9.33006666667,8.0016,5.05313333333,5.95493333333,7.04673333333,5.08533333333,9.32846666667,7.04493333333
404.67,6.20386666667,9.31613333333,8.00413333333,5.01473333333,5.9148,7.0178,5.08173333333,9.28086666666,6.99713333333
405.03,6.0956,9.18600000001,7.8892,4.9186,5.78793333333,6.94586666667,4.9976,9.2002,6.86553333334
405.39,6.13246666667,9.21053333333,7.90786666667,4.95553333334,5.81826666667,6.99826666666,5.03406666667,9.22773333333,6.89306666667
405.75,6.155,9.28446666667,7.9338,4.99013333333,5.87173333333,7.06486666667,5.02173333333,9.2704,6.93893333333
406.11,6.18986666667,9.35246666666,7.97566666667,5.01293333333,5.924,7.09133333333,5.03826666667,9.30999999999,6.9876
406.47,6.1518,9.35386666667,7.97006666667,5.07113333333,5.9574,7.10113333333,5.03006666667,9.33493333333,7.01406666667
406.83,6.20546666667,9.41766666666,8.04533333333,5.17006666667,5.94853333333,7.16126666667,5.1046,9.42073333334,7.04
407.19,6.14106666667,9.38560000001,8.08613333333,5.17513333333,5.94566666667,7.14253333333,5.09513333333,9.43679999999,7.07526666667
407.55,6.22906666667,9.50300000001,8.1982,5.23313333333,5.9862,7.22653333333,5.13366666667,9.48833333333,7.16846666667
407.90,6.55113333333,9.83226666667,8.48133333333,5.52593333333,6.27186666667,7.4754,5.40226666667,9.7568,7.448
408.26,6.66033333333,9.9186,8.66286666667,5.6152,6.38906666667,7.59226666667,5.55446666667,9.88026666667,7.573
408.62,6.7158,9.92879999999,8.71013333334,5.6458,6.42433333334,7.63693333333,5.55073333333,9.89713333333,7.62573333333
408.98,6.85473333333,10.0458666666,8.82093333333,5.76726666667,6.54806666667,7.7098,5.6282,9.9968,7.75566666667
409.34,6.88773333333,10.0353333333,8.83713333333,5.77593333333,6.54113333333,7.7284,5.6174,10.0667333333,7.74253333333
409.70,6.855,9.98039999998,8.8086,5.7234,6.45033333333,7.70793333333,5.58646666667,10.0241333333,7.64893333334
410.06,6.83,9.94700000001,8.81313333333,5.6868,6.38046666667,7.68246666667,5.53433333333,9.98753333333,7.63093333333
410.42,6.89406666667,10.0426666667,8.933,5.7498,6.44246666667,7.77966666667,5.5958,10.0832666667,7.7328
410.77,6.96253333333,10.0976666667,8.96366666667,5.79313333333,6.5026,7.83,5.6414,10.138,7.78813333333
411.13,6.98193333333,10.1692,8.9772,5.80386666667,6.5482,7.88506666667,5.66813333333,10.2145333333,7.78373333334
411.49,6.9406,10.1268666667,8.9608,5.83093333333,6.5384,7.82626666667,5.62126666667,10.1970666667,7.75566666666
411.85,6.8054,9.95900000001,8.8662,5.6812,6.39546666667,7.72793333333,5.5234,10.112,7.63006666666
412.21,6.65553333334,9.84746666668,8.73813333333,5.5936,6.28733333333,7.56986666667,5.42693333333,9.97306666666,7.52386666667
412.57,6.5122,9.7914,8.62233333333,5.4676,6.1714,7.48053333333,5.3176,9.84866666666,7.4216
412.92,6.36346666667,9.68386666665,8.52,5.31993333333,6.00273333333,7.36073333334,5.19613333333,9.7204,7.267
413.28,6.27786666667,9.631,8.50906666667,5.26826666667,5.935,7.24826666667,5.14353333333,9.60586666667,7.1882
413.64,6.19326666667,9.5684,8.456,5.19293333333,5.90146666667,7.148,5.09326666666,9.51333333333,7.1384
414.00,6.20253333333,9.59773333333,8.46353333333,5.23093333333,5.9464,7.16506666667,5.12306666667,9.5228,7.13066666667
414.36,6.2788,9.66800000001,8.468,5.28253333333,6.0168,7.24153333333,5.2028,9.55473333334,7.12973333333
414.72,6.081,9.54673333332,8.34233333333,5.1098,5.8762,7.0432,5.03613333333,9.41273333333,6.97986666667
415.07,6.089,9.55979999999,8.353,5.12513333333,5.8432,7.01033333333,5.03,9.37553333334,6.95633333333
415.43,5.9986,9.48893333333,8.26526666667,5.01446666667,5.71646666667,6.9514,4.95093333333,9.2874,6.86253333333
415.79,5.93573333333,9.45846666666,8.214,4.99433333333,5.69133333333,6.88406666667,4.86366666667,9.21973333333,6.838
416.15,5.95593333333,9.48333333335,8.22326666666,5.01366666667,5.63453333333,6.93746666667,4.86,9.23586666666,6.84766666667
416.51,6.0204,9.54813333333,8.2894,5.0628,5.67046666667,6.99806666667,4.91906666667,9.31186666667,6.87426666667
416.86,6.106,9.60913333335,8.38233333333,5.15293333333,5.76873333333,7.08153333333,4.99526666667,9.41300000001,6.94886666667
417.22,6.1482,9.70893333334,8.42026666667,5.19906666667,5.78826666667,7.16233333333,5.042,9.48546666667,7.0256
417.58,6.1294,9.70773333334,8.40266666667,5.16886666667,5.77,7.12913333333,5.0206,9.47246666666,7.01326666667
417.94,6.10746666667,9.71626666667,8.39493333333,5.1764,5.73666666667,7.12186666667,5.01873333333,9.49173333333,6.99513333333
418.29,6.0268,9.64533333332,8.32433333333,5.126,5.69206666667,7.0062,4.94913333333,9.46766666667,6.9208
418.65,6.10013333333,9.7096,8.39426666667,5.19393333333,5.74173333333,7.0662,5.01286666667,9.53253333333,6.97933333333
419.01,6.0968,9.70086666666,8.38353333333,5.21893333333,5.7302,7.028,5.0414,9.52873333333,6.9774
419.37,6.15846666667,9.77513333333,8.45893333333,5.295,5.78793333333,7.066,5.1162,9.59379999999,7.0378
419.73,6.18593333333,9.84106666666,8.49093333333,5.33626666667,5.81373333333,7.0858,5.14486666667,9.648,7.0258
420.08,6.19553333333,9.85733333333,8.50586666667,5.35813333333,5.834,7.0844,5.163,9.66679999999,7.01326666667
420.44,6.17366666666,9.83640000001,8.47453333333,5.36033333333,5.811,7.0324,5.1512,9.63819999999,6.9668
420.80,6.11213333333,9.83273333333,8.41626666667,5.31273333333,5.76693333333,6.99286666666,5.1242,9.60666666667,6.93113333333
421.16,6.06373333333,9.79986666667,8.36433333333,5.2542,5.7324,6.92053333333,5.07726666667,9.56673333334,6.83966666667
421.51,6.09953333333,9.83093333333,8.3922,5.27473333333,5.74026666667,6.9498,5.10893333333,9.60606666667,6.84613333334
421.87,6.0884,9.81160000001,8.36213333333,5.25713333333,5.73133333333,6.9288,5.0926,9.58533333333,6.82893333334
422.23,6.05513333333,9.79686666666,8.3584,5.22186666667,5.69613333333,6.91806666667,5.0782,9.56973333333,6.82566666667
422.58,5.97773333333,9.75420000001,8.28833333334,5.18053333333,5.6306,6.8576,5.0292,9.52393333334,6.77433333333
422.94,5.94846666666,9.75806666665,8.28653333333,5.13466666667,5.6158,6.87526666667,4.98046666667,9.51673333333,6.7426
423.30,5.89633333333,9.72846666667,8.22886666667,5.087,5.57453333333,6.8488,4.95573333333,9.50320000001,6.68186666667
423.66,5.8736,9.69239999999,8.22446666667,5.088,5.54986666667,6.8264,4.96226666667,9.47866666667,6.67986666667
424.01,5.85186666667,9.66946666666,8.2322,5.0608,5.53506666667,6.79186666667,4.93893333333,9.44873333333,6.67646666667
424.37,5.81913333333,9.67846666665,8.219,5.02653333333,5.53806666667,6.7938,4.94773333333,9.43326666667,6.6766
424.73,5.85993333333,9.70633333333,8.26206666667,5.0626,5.576,6.78366666667,4.98573333333,9.45646666667,6.6888
425.08,5.86206666667,9.688,8.27933333333,5.0708,5.57486666667,6.79293333333,4.99826666667,9.43713333334,6.7036
425.44,5.7952,9.6626,8.21853333333,5.0354,5.51286666667,6.73933333333,4.96053333333,9.39220000001,6.63326666667
425.80,5.7378,9.63126666667,8.18033333333,4.97173333333,5.4538,6.6728,4.90353333333,9.33566666667,6.58606666667
426.16,5.72726666667,9.62113333333,8.16386666667,4.96166666667,5.41806666667,6.64506666667,4.87626666667,9.31053333333,6.54466666667
426.51,5.73393333334,9.62719999999,8.18946666667,4.94106666667,5.4078,6.63846666667,4.85186666667,9.30446666666,6.501
426.87,5.67473333333,9.56946666667,8.1268,4.8608,5.34893333333,6.5418,4.81026666667,9.23573333333,6.41433333333
427.23,5.69773333333,9.57713333332,8.1504,4.87726666667,5.34406666667,6.541,4.81833333333,9.21246666667,6.3998
427.58,5.6348,9.56000000001,8.07606666667,4.81446666667,5.26386666666,6.4844,4.7568,9.16446666666,6.32686666667
427.94,5.6576,9.59733333333,8.06313333333,4.81173333333,5.26046666667,6.5044,4.7628,9.21393333333,6.299
428.30,5.62166666667,9.54239999999,8.0342,4.77966666667,5.18566666667,6.43653333333,4.67413333333,9.18466666666,6.2336
428.65,5.52773333333,9.45886666665,7.9542,4.6806,5.07406666667,6.35553333333,4.543,9.09333333334,6.1378
