wavelength,Back_DigCarf,Belly_DigCarf,Breast_DigCarf,Crissum_DigCarf,Crown_DigCarf,DorTail_DigCarf,Patch10_DigCarf,Rump_DigCarf,Throat_DigCarf,WingTip_DigCarf
321.06,6.10296666667,11.6549897436,9.54160000001,4.31013333333,5.45413333333,7.08093333333,12.3198666667,7.8848,5.7232,8.11280000001
321.43,6.0109,11.5233128205,9.41013333333,4.14286666667,5.29356666667,6.9698,12.1493,7.6178,5.79253333333,7.83306666667
321.80,5.83073333333,11.2788153846,9.16859999999,3.9712,5.14823333333,6.81226666667,11.8845666667,7.29926666667,5.50373333333,7.67093333333
322.16,6.16613333333,11.5438615385,9.41426666667,4.3556,5.58256666667,7.10326666667,12.1766333333,7.7232,5.78273333333,7.94026666668
322.53,6.07816666667,11.3794923077,9.0962,4.16993333333,5.53993333333,6.86993333333,11.9068666667,7.44573333333,5.632,7.71180000001
322.90,5.8538,11.3070358974,8.849,3.9354,5.21073333333,6.65833333334,11.7847333333,7.25646666667,5.49733333333,7.61806666668
323.27,5.38683333333,10.9379333333,8.51766666667,3.53906666667,4.75143333333,6.22706666667,11.3360333333,7.00393333333,5.0386,7.22066666667
323.63,5.2562,10.9083333333,8.36920000001,3.50813333333,4.72913333333,6.2434,11.2095333333,6.95213333333,4.968,7.24526666667
324.00,5.4585,10.9892410256,8.4594,3.6694,4.9315,6.3968,11.3414333333,7.07993333333,5.20533333334,7.48959999999
324.37,5.5513,11.0561589744,8.62033333334,3.77466666667,4.97983333333,6.39526666667,11.3443666667,7.18613333333,5.3744,7.52033333333
324.74,5.4026,10.9029948718,8.52806666666,3.6824,4.82543333333,6.19513333333,11.0642333334,6.946,5.247,7.36706666667
325.10,5.5579,11.1631538462,8.70673333333,3.84593333333,4.89753333333,6.38466666667,11.2752666667,7.12286666667,5.38686666667,7.57233333334
325.47,5.83283333333,11.3594820513,9.02893333333,4.08793333333,5.2074,6.605,11.4692,7.37293333333,5.45393333333,7.83766666667
325.84,5.84206666667,11.3543025641,8.98706666667,4.07626666667,5.26753333333,6.59953333333,11.4122666667,7.4112,5.42146666667,7.68613333333
326.21,5.8035,11.258851282,8.98666666667,3.96413333333,5.1088,6.49886666667,11.3559333333,7.3152,5.3082,7.55253333333
326.57,5.8584,11.3361948718,9.11086666667,4.00353333333,5.0675,6.55013333334,11.3380333333,7.40946666667,5.32626666667,7.5918
326.94,6.18483333333,11.6105384615,9.32953333333,4.2666,5.33516666667,6.7988,11.5033666667,7.69866666667,5.5216,7.82933333333
327.31,6.5042,11.9434461539,9.59993333334,4.59286666667,5.62816666667,7.1322,11.7715666667,7.90033333333,5.721,8.08766666667
327.67,6.6393,12.0767230769,9.84119999999,4.7706,5.83093333333,7.23613333333,11.9104,8.1104,5.87746666667,8.1712
328.04,6.6691,12.2906512821,9.97973333335,4.80393333333,5.94696666667,7.40806666667,11.8531,8.31506666667,5.96406666667,8.1864
328.41,6.8518,12.5457384615,10.118,5.04446666666,6.1588,7.73246666667,12.1446,8.62526666667,6.22666666667,8.37300000001
328.78,6.90333333333,12.6346974359,10.1493333333,5.09993333333,6.25056666667,7.82213333333,12.1941666667,8.75233333333,6.27166666667,8.44380000001
329.14,6.81506666667,12.5281948718,10.0782,5.1438,6.25376666667,7.79086666667,12.1392333333,8.773,6.2232,8.37726666666
329.51,6.8096,12.5263692308,9.99659999999,5.2376,6.12826666667,7.79486666667,12.1135333333,8.83346666667,6.2944,8.33493333334
329.88,6.7874,12.5472153846,10.1224666667,5.356,6.0687,7.80913333333,12.1724333333,8.93166666667,6.39686666667,8.31366666666
330.24,6.95646666667,12.8048974359,10.2496666667,5.641,6.24823333333,7.99786666667,12.3452333333,9.02873333334,6.63986666667,8.4974
330.61,7.06086666667,12.9458410256,10.3582666667,5.91666666667,6.358,8.05373333333,12.5287333333,9.21513333333,6.79286666667,8.55646666666
330.98,7.0018,12.8703948718,10.4212666667,5.98173333334,6.3013,7.96126666667,12.4074333333,9.17726666667,6.76506666667,8.36773333333
331.34,6.96163333333,12.8710307692,10.4228666667,6.08826666667,6.3231,7.93226666667,12.3756333333,9.29033333333,6.7656,8.39406666666
331.71,6.91886666667,12.8558307692,10.3309333333,6.0932,6.17766666667,7.9052,12.2934666667,9.19706666667,6.7006,8.337
332.08,6.94753333333,12.8382461539,10.3362666667,6.24193333334,6.19026666667,7.84853333333,12.3795333333,9.126,6.74773333333,8.41013333334
332.44,6.6966,12.5928923077,10.2458666667,6.0772,5.9366,7.61946666667,12.1544666667,8.87099999999,6.46133333333,8.22306666666
332.81,6.7406,12.6439128205,10.4081333333,6.15586666667,5.9602,7.6698,12.2889333333,8.89559999999,6.55766666667,8.25693333333
333.18,6.67813333333,12.5891948718,10.3036,6.0194,5.81363333333,7.5112,12.2325,8.75373333333,6.47846666667,8.1158
333.54,6.57673333333,12.6444974359,10.3137333333,5.915,5.6928,7.40306666667,12.2022666667,8.61573333333,6.36433333333,8.03806666667
333.91,6.71976666667,12.8676923077,10.4903333333,6.07773333334,5.82153333333,7.50073333333,12.3118,8.74600000001,6.46053333333,8.28099999999
334.28,6.48763333333,12.7846410257,10.3948,5.8666,5.62563333333,7.2892,12.1931,8.62619999999,6.27633333333,8.16920000001
334.64,6.12423333333,12.5128820513,10.142,5.43173333333,5.24933333333,6.9846,11.851,8.27853333333,5.9218,7.8752
335.01,5.96106666667,12.5113230769,10.1393333333,5.32866666667,5.14116666667,6.9702,11.9069666667,8.2118,5.8788,7.90399999999
335.38,6.0308,12.581548718,10.2748666667,5.37506666667,5.19333333333,7.10586666667,11.9776,8.1894,6.0696,7.99413333333
335.74,5.94046666667,12.5174410256,10.2236,5.266,5.0687,6.9938,11.9174333333,8.13626666667,5.97273333333,7.92046666667
336.11,5.5517,12.2585846154,10.0408666667,4.86293333333,4.66606666667,6.6906,11.6196,7.78153333334,5.55033333334,7.52279999999
336.47,5.48013333334,12.254974359,9.95333333333,4.75553333333,4.576,6.64026666667,11.4486666667,7.6738,5.55526666667,7.47046666667
336.84,5.25773333333,12.1442,9.75786666668,4.56626666667,4.39193333333,6.50106666667,11.2448666667,7.50586666667,5.3902,7.3774
337.21,5.12503333333,12.1403179487,9.78833333335,4.4714,4.36096666667,6.4694,11.1592333333,7.42726666667,5.33753333333,7.38193333334
337.57,4.9876,12.0515692308,9.70873333333,4.3892,4.27496666667,6.43,11.0935,7.33546666667,5.262,7.28213333334
337.94,5.14006666667,12.2788358974,9.83546666667,4.61713333333,4.4901,6.596,11.3878333333,7.5358,5.46986666667,7.50966666666
338.31,5.17556666667,12.2913333333,9.94106666665,4.67946666667,4.52183333333,6.6776,11.3889,7.58306666667,5.51353333333,7.52886666666
338.67,5.3238,12.5090410256,10.1894,4.88493333333,4.71526666667,6.89313333333,11.6136666667,7.68813333333,5.72066666667,7.72446666667
339.04,5.22583333333,12.4386769231,10.105,4.77126666667,4.63956666667,6.72446666667,11.5147666667,7.5934,5.62286666667,7.64193333334
339.40,5.0494,12.2084358974,9.87553333333,4.5148,4.38843333333,6.35526666667,11.3279666667,7.42853333333,5.36353333333,7.46060000001
339.77,5.1325,12.3102564103,10.0332666667,4.6888,4.46926666666,6.38853333333,11.4950666667,7.50473333333,5.51873333333,7.5804
340.14,5.3309,12.5187076923,10.2061333333,4.92053333334,4.67843333334,6.6066,11.7205,7.77273333333,5.88126666667,7.81593333333
340.50,5.4362,12.6553333334,10.3782,5.10606666667,4.75,6.6654,11.9056666667,7.89786666667,5.948,7.89633333333
340.87,5.36133333333,12.6118410256,10.4090666667,5.0342,4.64776666667,6.57633333333,11.8899,7.83186666667,5.84206666667,7.83073333333
341.23,5.48193333333,12.6996666666,10.5032,5.09986666667,4.6801,6.66286666667,11.9949666667,7.87233333333,5.90113333333,7.92219999999
341.60,5.5144,12.696174359,10.5892,5.07093333333,4.71606666667,6.6668,11.8826666667,7.9356,5.92533333333,7.94193333333
341.96,5.31643333333,12.5342666667,10.4824666667,4.798,4.49276666667,6.42786666667,11.6095666667,7.74213333333,5.70433333333,7.66506666666
342.33,5.1783,12.4938358974,10.3663333333,4.6562,4.3501,6.2536,11.5087666667,7.6442,5.56873333333,7.60120000001
342.70,4.97606666666,12.3378205128,10.1901333333,4.43053333333,4.17676666667,6.06306666667,11.3717666667,7.51213333333,5.3136,7.4562
343.06,4.89033333333,12.257825641,10.0766666667,4.30106666667,3.99446666667,5.9516,11.2816666667,7.34453333334,5.13466666667,7.3062
343.43,4.8034,12.3487384615,10.1192666667,4.2816,3.96963333333,6.03573333333,11.3526333333,7.2834,5.11186666667,7.25013333333
343.79,4.8819,12.5418461538,10.2575333334,4.34433333333,4.07043333333,6.16253333333,11.4039666667,7.32073333333,5.16326666667,7.27280000001
344.16,4.76043333333,12.4623435897,10.2283333333,4.2358,3.96726666666,5.9996,11.3136666667,7.18366666667,4.934,7.14080000001
344.52,4.67223333333,12.4264307692,10.2308,4.11333333333,3.9249,5.93726666667,11.2301,7.10313333333,4.86566666667,7.06293333334
344.89,4.7943,12.5300820513,10.246,4.19253333333,4.0686,6.00713333333,11.3042666667,7.18146666667,4.972,7.127
345.25,4.7249,12.5344923077,10.2286,4.176,4.0094,5.9658,11.3262,7.17913333333,4.9556,7.09333333333
345.62,4.59786666667,12.4805333333,10.144,4.1342,3.95206666667,5.8106,11.3734666667,7.1054,4.81506666667,7.08520000001
345.99,4.39463333334,12.3149692308,10.0494,3.95653333333,3.84383333334,5.70306666667,11.2538333333,6.91473333333,4.6316,7.00019999999
346.35,4.47863333333,12.3478153846,10.1657333333,4.03346666667,3.99593333333,5.79746666667,11.4152666667,6.9546,4.69426666667,7.11473333333
346.72,4.50363333333,12.4076512821,10.2218,4.11653333333,4.03356666667,5.81733333333,11.4969666667,6.9478,4.77646666667,7.09026666667
347.08,4.5676,12.5937076923,10.4201333334,4.25553333334,4.20923333333,5.94446666667,11.6137666667,7.07993333333,4.90906666667,7.23146666667
347.45,4.56563333333,12.6661025641,10.5166,4.24946666667,4.26453333333,5.9266,11.6736666667,7.14646666667,4.90253333333,7.25286666666
347.81,4.29596666667,12.4687692308,10.3451333333,3.9612,4.00313333333,5.67213333333,11.5255333334,6.97766666667,4.65146666667,7.07226666667
348.18,4.20923333333,12.466251282,10.3376,3.89973333333,3.96893333333,5.6286,11.5076666667,6.88293333333,4.6144,7.0754
348.54,4.16223333333,12.4416410257,10.2765333333,3.8276,3.9068,5.5824,11.5049333333,6.86146666667,4.5254,7.04166666667
348.91,4.1052,12.5117230769,10.3950666667,3.85653333334,3.87733333333,5.63273333333,11.5917333333,6.91413333333,4.48526666667,7.02179999999
349.27,4.12086666667,12.4728410256,10.3983333333,3.87026666667,3.8748,5.66673333333,11.5674666667,6.91206666667,4.485,7.03813333333
349.64,4.0977,12.5087589744,10.3751333333,3.83633333333,3.79833333333,5.725,11.5334666667,6.87486666667,4.50866666667,6.95986666666
350.00,4.20716666667,12.6201692308,10.4876,3.96193333333,3.78523333334,5.75833333333,11.6924333334,6.95806666667,4.58573333333,6.99533333333
350.37,4.16303333333,12.6346410256,10.4591333333,3.95046666667,3.6977,5.7744,11.6579666666,6.93453333333,4.56253333333,6.89319999999
350.73,4.32016666667,12.812148718,10.6214,4.12166666667,3.85433333333,5.89953333333,11.7928,7.117,4.71866666666,7.03480000001
351.10,4.2897,12.7296871795,10.5386666667,4.03013333333,3.82556666667,5.77266666667,11.7355666667,7.02026666667,4.682,6.90753333333
351.46,4.1757,12.6052102564,10.4414,3.8778,3.7266,5.66773333333,11.5741333333,6.87026666667,4.58746666666,6.7992
351.83,4.2807,12.7064307692,10.5473333333,4.0102,3.8384,5.7742,11.7640666667,6.9518,4.7002,6.90606666667
352.19,4.28226666666,12.7697025641,10.5385333333,4.0778,3.8621,5.76113333333,11.8053,7.0094,4.70806666667,6.87053333333
352.55,4.2621,12.8159230769,10.5740666666,4.17106666667,3.9084,5.7778,11.9,7.00553333333,4.77913333333,6.9002
352.92,4.19066666667,12.869174359,10.4958666667,4.10966666667,3.87003333333,5.64366666667,11.9115,6.96493333333,4.72313333333,6.88906666667
353.28,4.0519,12.8652153846,10.4674,3.96293333333,3.7934,5.46046666667,11.8812666667,6.89133333334,4.5914,6.708
353.65,4.12756666667,12.9872666667,10.5456,3.97673333333,3.86676666666,5.4746,11.9840333333,6.9284,4.62413333334,6.76026666667
354.01,4.05636666667,12.9476769231,10.4882,3.88466666667,3.8826,5.36566666667,12.0098666667,6.88646666667,4.58433333333,6.75473333333
354.38,4.01816666667,12.9493794872,10.5025333333,3.82246666667,3.8953,5.26046666667,12.0337666667,6.8812,4.57273333333,6.72213333333
354.74,3.86296666666,12.7821179487,10.4132666667,3.60993333333,3.74506666667,5.1156,11.9921333333,6.72026666667,4.377,6.60186666667
355.11,3.99043333333,12.944174359,10.5648,3.72146666667,3.88123333333,5.31766666666,12.2325,6.92073333333,4.4828,6.77779999999
355.47,4.06736666667,13.0821794872,10.6501333333,3.80646666667,3.9754,5.41153333333,12.3824666666,7.0148,4.57046666667,6.8524
355.83,4.1043,13.147174359,10.6814666667,3.80273333333,4.01433333333,5.42033333333,12.4320666667,7.076,4.63113333333,6.91386666667
356.20,4.162,13.1841641026,10.7358,3.77366666667,4.00036666667,5.43406666667,12.4819666667,7.12253333333,4.6572,7.00533333333
356.56,4.24,13.2840358974,10.839,3.791,4.02496666667,5.49726666667,12.6019,7.2564,4.73793333333,7.06346666667
356.93,4.23956666667,13.2866769231,10.8596,3.8046,4.0232,5.52086666667,12.5859333333,7.25813333333,4.78886666667,7.04946666667
357.29,4.3937,13.458825641,11.0315333333,3.96926666667,4.17063333333,5.71493333333,12.7435,7.43906666667,4.93273333333,7.25413333334
357.66,4.49026666667,13.5484974359,11.1679333333,4.0754,4.28876666667,5.81406666667,12.8655666667,7.5652,5.03853333333,7.34073333334
358.02,4.5466,13.6816871795,11.2628666667,4.15386666667,4.35943333333,5.9528,12.9659666667,7.64533333333,5.09866666667,7.35273333333
358.38,4.6557,13.8139948718,11.3514666667,4.27813333333,4.48693333333,6.1092,13.113,7.7818,5.16966666667,7.40066666666
358.75,4.7776,13.9621538462,11.4685333333,4.4408,4.59486666667,6.23753333333,13.2287333333,7.9454,5.287,7.44326666667
359.11,4.86046666667,14.0819076923,11.5948,4.5774,4.68226666667,6.32673333333,13.3293333333,8.05626666667,5.41953333334,7.53273333334
359.48,5.03256666667,14.2940769231,11.7528,4.7414,4.82053333333,6.44533333333,13.4899333333,8.20626666667,5.56533333333,7.6714
359.84,4.9264,14.2319384615,11.6776666667,4.68033333334,4.72043333333,6.33633333333,13.3771,8.09453333333,5.45646666667,7.52139999999
360.20,4.85993333333,14.2218615385,11.6398,4.6372,4.71543333333,6.3238,13.3564333333,8.0506,5.42473333333,7.42313333333
360.57,4.65636666667,14.0416871795,11.4737333333,4.41973333333,4.542,6.1394,13.1910666667,7.86153333333,5.17546666667,7.20639999999
360.93,4.664,14.0271230769,11.5061333333,4.38153333333,4.54833333333,6.13106666667,13.2367333333,7.86066666667,5.14893333333,7.19873333333
361.29,4.6464,13.9835846154,11.4508,4.32766666667,4.5131,6.053,13.2203666667,7.80986666667,5.09793333333,7.14146666666
361.66,4.6781,14.0734769231,11.5291333333,4.38433333333,4.55336666667,6.08106666667,13.2648333333,7.8394,5.13873333333,7.18313333333
362.02,4.7703,14.1623846154,11.6186,4.42266666667,4.58273333333,6.1024,13.2531333333,7.91933333333,5.19573333333,7.23973333334
362.39,4.74486666667,14.1662358974,11.6536666667,4.36353333333,4.53163333333,6.05673333333,13.1651666667,7.91386666667,5.19093333334,7.24233333334
362.75,4.7505,14.186348718,11.6491333333,4.3398,4.4841,6.03293333333,13.1181,7.89933333333,5.18506666667,7.27379999999
363.11,4.52243333333,14.0241384615,11.5004666667,4.1426,4.27376666667,5.82053333333,12.9370333333,7.72273333333,4.9668,7.095
363.48,4.44613333333,13.9247230769,11.4211333333,4.085,4.19796666667,5.72826666667,12.8755666666,7.70746666667,4.89233333333,7.03373333333
363.84,4.47973333333,13.9229948718,11.4527333333,4.04666666667,4.20506666667,5.73953333333,12.9050666667,7.74966666667,4.8754,7.03633333333
364.20,4.52616666667,13.9562666667,11.5076,4.06126666667,4.2148,5.75133333333,12.9109333333,7.81046666667,4.8958,7.085
364.57,4.62603333333,14.0961179487,11.6100666667,4.202,4.3519,5.84506666667,12.9634333333,7.8898,5.00893333333,7.2176
364.93,4.63716666667,14.1453589744,11.6981333333,4.24946666667,4.39533333333,5.8968,12.9864666667,7.95213333333,5.05753333333,7.21526666667
365.29,4.63823333333,14.143425641,11.7564,4.2382,4.40466666667,5.90273333333,12.9847333333,8.00453333333,5.0686,7.20666666667
365.66,4.42323333333,13.9516051282,11.5818666667,4.0344,4.20273333333,5.7204,12.8177333333,7.86273333333,4.90293333333,7.01773333333
366.02,4.3394,13.8225435898,11.4907333333,3.95726666667,4.1075,5.61813333333,12.7446333333,7.75506666667,4.79886666666,6.912
366.38,4.27153333333,13.7701846154,11.4529333333,3.90646666667,4.01973333333,5.535,12.7822666667,7.67553333333,4.7486,6.87213333333
366.75,4.2152,13.7604666667,11.4324666667,3.8436,4.03696666667,5.46093333333,12.7741,7.62553333333,4.7208,6.80906666667
367.11,4.40776666666,13.9284923077,11.5849333333,3.97993333333,4.19593333333,5.60713333333,12.8954,7.7606,4.8862,6.89333333333
367.47,4.40023333333,13.9665282051,11.6047333333,3.9484,4.1765,5.62533333333,12.8381,7.73233333333,4.86526666667,6.83906666667
367.84,4.3427,13.9526666667,11.5620666667,3.9156,4.1609,5.60586666667,12.7935666667,7.7,4.83646666667,6.82293333333
368.20,4.4404,14.0446564103,11.7002,3.99613333333,4.24203333333,5.65746666667,12.8827,7.77166666667,4.95153333333,6.87753333333
368.56,4.57083333333,14.1544,11.8328,4.06386666666,4.27806666667,5.7278,12.9612666667,7.86433333333,5.06113333333,6.90893333333
368.93,4.6612,14.2249692308,11.8462,4.12146666667,4.33456666667,5.74466666667,12.9729,7.9362,5.10233333333,6.9732
369.29,4.73516666667,14.3353282051,11.8749333333,4.20773333333,4.38073333333,5.76006666667,13.0190666667,7.9718,5.15893333333,6.99333333333
369.65,4.8964,14.5081230769,12.0292666667,4.38166666667,4.5297,5.89826666667,13.1449,8.1272,5.26846666667,7.14013333333
370.01,5.00666666667,14.7076205128,12.1386,4.5152,4.667,6.0174,13.2845333333,8.24406666667,5.37433333333,7.2338
370.38,5.06376666667,14.8139794872,12.1296666666,4.59093333333,4.7149,6.05253333334,13.3063666667,8.2868,5.44386666667,7.25473333333
370.74,5.15703333333,14.8987641026,12.2107333333,4.6746,4.72946666667,6.10493333333,13.361,8.382,5.5204,7.31019999999
371.10,5.10253333333,14.8497641026,12.1907333333,4.65406666667,4.65616666667,6.05333333333,13.3656333333,8.34513333333,5.46233333333,7.26726666667
371.46,5.12233333333,14.8644717949,12.2415333333,4.6758,4.6593,6.01446666667,13.3895,8.3468,5.4748,7.25746666667
371.83,5.19863333333,14.9797948718,12.3474666667,4.79466666667,4.73966666667,6.103,13.4142666667,8.42506666667,5.576,7.29713333333
372.19,5.16326666667,14.979374359,12.298,4.76693333333,4.70653333333,6.09053333333,13.3794,8.41033333333,5.49886666667,7.24646666667
372.55,5.17033333333,15.0454615385,12.288,4.79473333334,4.74406666667,6.10266666666,13.4194666667,8.43026666667,5.49813333333,7.238
372.92,5.1305,15.0588051282,12.3048666667,4.73733333334,4.69086666667,6.0528,13.3903333333,8.3488,5.47726666666,7.17873333333
373.28,5.0465,15.0648051282,12.305,4.68806666667,4.65823333333,6.0414,13.3175666667,8.28506666667,5.43226666667,7.15686666667
373.64,5.03486666667,15.0783948718,12.2959333333,4.63973333333,4.6378,6.018,13.2458,8.2434,5.41826666667,7.09986666667
374.00,4.98346666667,15.0316,12.2447333333,4.5956,4.56163333333,6.02093333334,13.1710333333,8.19513333333,5.438,7.06113333333
374.37,5.01846666667,15.0275333333,12.2644,4.64053333333,4.5913,6.07006666667,13.1151,8.22586666667,5.4464,7.042
374.73,4.98083333333,15.0329025641,12.2359333333,4.59093333333,4.578,6.05973333333,13.0462666667,8.23626666667,5.40413333333,7.00193333333
375.09,4.9679,15.0605897436,12.1785333333,4.52286666667,4.5445,6.0178,12.9407666667,8.18626666667,5.385,6.97406666667
375.45,4.96633333333,15.0470974359,12.1264,4.494,4.52706666667,6.01893333333,12.9432,8.17506666667,5.37313333333,6.986
375.81,5.07876666667,15.1211487179,12.2059333333,4.5788,4.60613333333,6.0626,13.0158666667,8.2326,5.4394,7.07653333333
376.18,5.0793,15.1173230769,12.2273333333,4.60033333333,4.6133,6.04093333333,13.0030333333,8.20393333333,5.4736,7.06506666667
376.54,5.10906666667,15.1360666667,12.2653333333,4.64846666667,4.63826666666,6.03513333333,12.9904666667,8.2036,5.52286666667,7.11126666667
376.90,5.2232,15.1891128205,12.2887333333,4.7898,4.68896666667,6.13186666667,13.0626333333,8.29306666667,5.5964,7.16633333333
377.26,5.32213333333,15.2338461538,12.3011333333,4.86146666667,4.72976666667,6.20066666667,13.1173,8.3794,5.6358,7.16426666667
377.63,5.3271,15.2296769231,12.2599333333,4.83433333333,4.69176666667,6.16426666667,13.1381,8.36586666667,5.61013333333,7.1408
377.99,5.35456666667,15.2365589743,12.3221333333,4.86493333333,4.72053333333,6.15453333333,13.1599333333,8.40593333333,5.59586666667,7.16573333333
378.35,5.36143333333,15.2930102564,12.3478666667,4.86373333333,4.7186,6.14386666667,13.1942666667,8.4088,5.58846666667,7.17233333333
378.71,5.32353333333,15.2841641026,12.3379333333,4.88326666667,4.6825,6.12246666667,13.2212333333,8.3874,5.57313333333,7.186
379.07,5.40046666667,15.3177282051,12.407,4.94533333333,4.76393333333,6.1924,13.2786666667,8.471,5.63486666667,7.24779999999
379.44,5.47846666667,15.4358461538,12.5194666667,5.0504,4.85476666667,6.27786666667,13.3659,8.5558,5.70606666667,7.3018
379.80,5.45696666667,15.4578820513,12.4954,4.9982,4.81726666667,6.24586666667,13.3,8.5366,5.69586666667,7.25206666666
380.16,5.4575,15.4992153846,12.4999333333,4.98986666667,4.81443333333,6.23526666667,13.3321,8.54193333333,5.6764,7.2542
380.52,5.38893333333,15.4492307692,12.45,4.8934,4.72433333333,6.16006666667,13.2618,8.47106666667,5.56333333333,7.17700000001
380.88,5.3185,15.4644974359,12.4609333333,4.79606666667,4.67976666667,6.07733333333,13.1756333333,8.4462,5.4986,7.14906666667
381.24,5.25883333333,15.4546410256,12.4777333333,4.75926666667,4.61553333333,6.03573333333,13.1104,8.38146666667,5.45753333333,7.1682
381.61,5.18386666667,15.4109692308,12.4502,4.729,4.56053333333,5.96713333334,13.0286,8.31746666667,5.41853333333,7.10166666666
381.97,5.1238,15.4104205128,12.4103333333,4.67046666667,4.5257,5.91033333333,12.9490333333,8.2642,5.361,7.01800000001
382.33,5.0543,15.3560923077,12.3653333333,4.62993333333,4.4918,5.83913333333,12.8678,8.2078,5.29073333333,6.97093333334
382.69,5.13746666667,15.4499384615,12.4417333333,4.7026,4.5858,5.9126,12.8932,8.25186666667,5.354,7.03699999999
383.05,5.21433333333,15.5642512821,12.5464666667,4.81,4.6569,5.95766666667,12.9794333333,8.31426666667,5.42653333333,7.11266666666
383.41,5.19326666667,15.5418974359,12.52,4.7866,4.61776666666,5.8958,12.9269666667,8.28213333333,5.41506666667,7.11713333334
383.77,5.21033333333,15.582174359,12.5559333333,4.82166666667,4.64673333333,5.88813333333,13.0160666667,8.30906666667,5.41766666666,7.14360000001
384.14,5.19833333333,15.6102358974,12.5613333333,4.83233333333,4.63493333333,5.89966666667,13.0035333333,8.30673333334,5.40693333333,7.13299999999
384.50,5.2649,15.6789589744,12.6173333333,4.90393333333,4.69586666667,5.97026666667,13.0764666667,8.3638,5.45673333333,7.15913333333
384.86,5.3307,15.7484205128,12.6986,4.9698,4.77123333333,6.0162,13.1509,8.382,5.47666666667,7.2206
385.22,5.42246666667,15.8268615385,12.7585333333,5.01606666667,4.83693333333,6.0374,13.2436666667,8.43826666667,5.54433333333,7.28213333333
385.58,5.55533333333,15.933051282,12.8920666667,5.10406666666,4.94713333333,6.1084,13.3183333333,8.5294,5.64473333333,7.39746666667
385.94,5.6263,15.9896153846,12.9728666667,5.1742,5.0116,6.12933333333,13.369,8.56713333333,5.711,7.4632
386.30,5.70123333333,16.095374359,13.065,5.22893333334,5.04836666666,6.1858,13.4649666667,8.6452,5.77593333334,7.53259999999
386.66,5.6582,16.044451282,13.0411333333,5.19486666667,4.9929,6.11786666667,13.4241,8.59026666667,5.71313333333,7.48453333334
387.03,5.56716666667,15.9673794872,12.9511333333,5.13286666667,4.91383333333,6.02906666666,13.3470333333,8.5024,5.62593333333,7.40340000001
387.39,5.5387,15.9880564103,12.9644666666,5.133,4.88546666667,6.03726666667,13.336,8.47953333333,5.60533333333,7.38293333334
387.75,5.52683333334,16.0211692308,13.0062,5.15653333333,4.8888,6.08673333333,13.3402666667,8.47366666666,5.64093333333,7.39773333334
388.11,5.5684,16.0510666667,13.0506,5.18033333333,4.9167,6.08926666667,13.3747,8.4946,5.6796,7.44599999999
388.47,5.51683333333,16.0512666667,13.0734666667,5.1694,4.92613333333,6.05566666667,13.3737333333,8.481,5.68706666667,7.47333333334
388.83,5.45863333333,16.0244871795,13.0417333333,5.13513333333,4.86253333333,6.01653333333,13.3574,8.46113333333,5.6694,7.44259999999
389.19,5.4242,16.0225025641,13.0844,5.12653333333,4.88276666667,6.00593333333,13.3433,8.46113333333,5.65666666667,7.44906666667
389.55,5.35476666667,16.0432615385,13.0568,5.11713333333,4.8594,5.99006666667,13.3474666667,8.4346,5.60726666667,7.43839999999
389.91,5.31876666667,16.0920410256,13.0406666667,5.12233333333,4.86473333333,6.00726666667,13.3885333333,8.43913333333,5.5868,7.44366666667
390.27,5.28466666667,16.0657179487,13.0366,5.09293333333,4.84946666667,5.9854,13.3593333333,8.40553333333,5.5448,7.40940000001
390.63,5.27396666667,16.1161333333,13.0669333333,5.09513333334,4.86723333333,5.99726666667,13.3872333333,8.41353333333,5.5464,7.40826666667
391.00,5.29583333333,16.1682358974,13.146,5.10233333333,4.90063333333,6.01833333333,13.4529666667,8.44453333333,5.56506666667,7.45506666667
391.36,5.29523333334,16.1627025641,13.1704,5.08693333333,4.89833333333,5.99153333333,13.4611333333,8.43526666667,5.54466666666,7.44593333333
391.72,5.25286666667,16.124051282,13.1772,5.04386666667,4.8483,5.92706666667,13.4309666666,8.3998,5.46566666667,7.4292
392.08,5.16533333333,16.0550615384,13.0862,4.94373333333,4.75693333333,5.84846666667,13.3582666667,8.3338,5.37813333333,7.33559999999
392.44,5.19613333333,16.0865076923,13.1170666667,4.95573333333,4.76293333333,5.8752,13.3884666667,8.35293333333,5.36346666667,7.32506666667
392.80,5.1497,16.0569846154,13.0864666667,4.90233333333,4.73236666666,5.81453333333,13.3835,8.29606666667,5.30906666667,7.29006666666
393.16,5.0768,16.0457384616,13.0202,4.8344,4.66116666667,5.74673333333,13.3518333333,8.22093333333,5.2438,7.20773333334
393.52,5.0882,16.0507025641,13.0418666667,4.82686666667,4.67893333333,5.75293333333,13.4001333333,8.24986666667,5.25233333333,7.20733333333
393.88,5.03953333333,16.0209538462,13.0220666667,4.74726666667,4.62313333333,5.68513333333,13.3684666667,8.20313333333,5.1966,7.15220000001
394.24,5.0545,16.0842358974,13.0863333333,4.763,4.6696,5.69233333333,13.4088666667,8.23766666667,5.237,7.21366666668
394.60,5.03113333333,16.0849846154,13.1023333333,4.72133333333,4.64236666667,5.66506666667,13.4047,8.2318,5.21933333333,7.201
394.96,4.94766666667,16.0439076923,13.0379333333,4.64486666667,4.5535,5.57293333333,13.3059666667,8.14886666667,5.1508,7.10733333334
