wavelength,Back_SalAtof,Belly_SalAtof,Breast_SalAtof,Crissum_SalAtof,Crown_SalAtof,DorTail_SalAtof,Rump_SalAtof,Throat_SalAtof,WingTip_SalAtof
362.75,4.89833333333,14.3901666667,14.6978333333,7.123,3.48166666667,3.52416666667,6.65783333334,2.99633333333,4.88516666667
363.11,4.88433333334,14.4521666667,14.762,7.10066666667,3.43616666667,3.5075,6.60916666666,2.95966666667,4.824
363.48,4.879,14.46,14.766,7.0775,3.428,3.53916666667,6.603,2.92816666666,4.8355
363.84,4.84166666667,14.4918333334,14.876,7.1035,3.39616666667,3.511,6.5455,2.86716666667,4.792
364.20,4.80566666667,14.502,14.9315,7.04816666667,3.3285,3.50283333333,6.4945,2.80833333333,4.8045
364.57,4.81133333333,14.5876666667,14.9873333333,7.10416666667,3.37433333333,3.565,6.46066666667,2.82416666667,4.85866666667
364.93,4.853,14.696,15.0955,7.1925,3.43533333334,3.607,6.50266666667,2.84133333334,4.9155
365.29,4.80283333334,14.7365,15.2153333333,7.17716666667,3.3425,3.5425,6.48333333334,2.7375,4.84983333333
365.66,4.76733333334,14.781,15.247,7.15166666667,3.3145,3.48016666667,6.49766666666,2.71416666667,4.8315
366.02,4.68116666666,14.8141666666,15.304,7.08833333333,3.31116666667,3.45366666666,6.4875,2.728,4.8325
366.38,4.63583333334,14.7781666667,15.3285,7.07183333333,3.20733333333,3.39366666667,6.4795,2.66733333333,4.78783333333
366.75,4.5845,14.775,15.3,7.04666666666,3.17416666667,3.37716666666,6.4715,2.63216666666,4.7225
367.11,4.55766666666,14.7793333333,15.2391666667,7.06316666666,3.20283333334,3.38883333333,6.472,2.67616666666,4.7345
367.47,4.56733333334,14.9273333333,15.3473333333,7.13466666666,3.2845,3.439,6.55816666667,2.82033333333,4.7935
367.84,4.5585,15.0128333334,15.4143333333,7.15,3.3075,3.48083333334,6.62866666666,2.91383333333,4.79716666666
368.20,4.52483333333,15.0888333333,15.3888333333,7.14766666666,3.276,3.44216666666,6.59166666667,2.92416666667,4.72466666666
368.56,4.54416666666,15.2308333333,15.5098333333,7.247,3.284,3.5005,6.64416666667,3.01083333333,4.77916666667
368.93,4.54883333333,15.3286666667,15.6675,7.2235,3.25983333334,3.54366666667,6.6815,3.046,4.781
369.29,4.65066666667,15.5158333333,15.7075,7.3155,3.37816666667,3.61366666667,6.77283333333,3.12866666666,4.883
369.65,4.69066666666,15.6126666667,15.8388333333,7.39016666667,3.4395,3.59733333333,6.80616666666,3.1225,4.853
370.01,4.75766666667,15.7063333333,15.8946666667,7.42133333333,3.4505,3.60733333334,6.83033333334,3.07383333334,4.836
370.38,4.78816666667,15.8668333334,15.9703333333,7.50133333333,3.5025,3.652,6.8675,3.117,4.9345
370.74,4.764,15.9263333333,16.1101666667,7.50683333333,3.52783333333,3.639,6.8565,3.09583333333,4.9955
371.10,4.82033333334,16.0356666667,16.2716666667,7.549,3.5615,3.68216666667,6.89733333334,3.109,5.03566666666
371.46,4.89133333333,16.1291666667,16.314,7.61733333333,3.53716666667,3.68333333333,6.903,3.073,5.07433333333
371.83,5.00516666666,16.2826666667,16.4355,7.72683333333,3.612,3.74583333333,6.97666666667,3.13333333333,5.1535
372.19,5.03733333334,16.3701666667,16.568,7.7305,3.70866666667,3.75166666667,7.061,3.18933333333,5.18583333333
372.55,5.0635,16.4045,16.5931666667,7.70533333334,3.78,3.77266666666,7.06283333333,3.231,5.209
372.92,5.16233333333,16.5276666666,16.6868333333,7.7955,3.888,3.81633333333,7.1225,3.29066666667,5.36016666667
373.28,5.16883333333,16.4893333334,16.8183333333,7.8155,3.85983333333,3.80116666666,7.0685,3.3045,5.3435
373.64,5.236,16.4931666667,16.873,7.87833333333,3.91633333333,3.881,7.096,3.35716666667,5.41116666667
374.00,5.2755,16.5648333334,16.9965,7.96916666667,3.974,3.91883333333,7.12383333333,3.4275,5.46116666667
374.37,5.21583333334,16.5721666667,17.0358333333,7.93,3.93666666667,3.86466666667,7.0705,3.39433333333,5.34083333334
374.73,5.27266666666,16.6791666666,17.1135,8.01583333333,3.96283333333,3.939,7.10566666666,3.49233333333,5.35316666667
375.09,5.2175,16.7145,17.0748333333,7.974,3.88283333333,3.84733333333,7.05383333334,3.44333333334,5.28366666667
375.45,5.181,16.809,17.1888333334,8.00416666667,3.939,3.86383333333,7.08483333334,3.44233333333,5.28283333333
375.81,5.179,16.9048333333,17.2603333333,8.08133333333,3.94333333334,3.934,7.106,3.4735,5.37516666666
376.18,5.18533333333,16.917,17.304,8.11966666667,3.91233333333,3.96916666667,7.11383333334,3.45316666667,5.39566666666
376.54,5.1205,16.9351666667,17.3406666667,8.11766666667,3.74983333334,3.8335,7.08266666667,3.32183333334,5.23733333333
376.90,5.01883333333,16.9133333333,17.3146666667,8.09716666667,3.659,3.70516666666,7.03016666667,3.20783333334,5.08233333333
377.26,5.03066666667,17.0205,17.3888333334,8.1215,3.684,3.7505,7.092,3.21233333333,5.13383333333
377.63,5.014,17.1676666666,17.4841666667,8.1315,3.65983333333,3.7245,7.10983333334,3.18816666666,5.13916666666
377.99,5.00416666667,17.244,17.4456666667,8.12883333334,3.6575,3.70916666666,7.09933333334,3.175,5.14033333333
378.35,5.05133333333,17.3505,17.607,8.218,3.72666666667,3.7515,7.20233333333,3.23116666667,5.19816666666
378.71,5.0355,17.4371666667,17.6546666667,8.24366666667,3.7215,3.69316666667,7.26716666667,3.202,5.17716666667
379.07,5.09066666667,17.5846666667,17.8133333334,8.37433333333,3.77933333333,3.7485,7.4125,3.23616666666,5.25566666667
379.44,5.09466666666,17.6545,17.8573333333,8.38666666667,3.75233333333,3.73183333334,7.44516666666,3.22116666666,5.28666666666
379.80,5.04816666667,17.6866666667,17.9211666667,8.34866666667,3.71416666667,3.65966666667,7.44116666667,3.18916666666,5.2305
380.16,5.09016666667,17.8173333333,18.03,8.43166666667,3.72,3.64983333334,7.46366666667,3.2385,5.26316666667
380.52,5.202,17.9578333334,18.1671666667,8.4895,3.82066666666,3.7405,7.5505,3.3275,5.37683333334
380.88,5.21566666667,18.0785,18.2945,8.50433333333,3.819,3.79183333333,7.599,3.371,5.39366666667
381.24,5.171,18.112,18.2605,8.483,3.77,3.72416666667,7.55033333334,3.34733333333,5.281
381.61,5.109,18.0915,18.2226666667,8.4255,3.70233333333,3.67016666667,7.487,3.29683333333,5.25016666667
381.97,5.10683333334,18.107,18.3226666667,8.40383333333,3.65966666667,3.63233333333,7.49733333333,3.26616666666,5.20916666667
382.33,5.158,18.1823333334,18.3583333334,8.439,3.64566666667,3.674,7.50266666667,3.30583333333,5.202
382.69,5.1985,18.2646666667,18.4303333333,8.44566666667,3.6685,3.724,7.47716666667,3.31716666666,5.21066666667
383.05,5.18266666667,18.2883333333,18.4403333334,8.37,3.65616666666,3.68883333333,7.3815,3.29816666666,5.16283333333
383.41,5.18766666666,18.2966666667,18.4833333334,8.354,3.60316666667,3.64333333333,7.32416666667,3.289,5.09716666667
383.77,5.17733333333,18.3336666667,18.4676666667,8.3525,3.57416666667,3.618,7.303,3.25066666666,5.072
384.14,5.13483333333,18.3576666667,18.4976666667,8.35216666666,3.5615,3.60033333333,7.26833333333,3.19833333333,5.02633333333
384.50,5.07983333333,18.3783333333,18.5256666667,8.33083333333,3.55616666667,3.57366666666,7.2175,3.163,5.0025
384.86,5.13733333334,18.387,18.5198333333,8.388,3.586,3.574,7.18233333334,3.19083333334,5.04016666666
385.22,5.133,18.437,18.566,8.37783333333,3.57983333333,3.53483333334,7.1865,3.175,5.058
385.58,5.22166666666,18.6701666667,18.75,8.522,3.70866666666,3.64366666667,7.31383333333,3.32083333333,5.137
385.94,5.27483333333,18.7693333333,18.8845,8.6175,3.77233333334,3.707,7.369,3.37733333333,5.20833333333
386.30,5.25883333333,18.8158333333,18.9871666667,8.64283333334,3.7945,3.72583333333,7.375,3.3665,5.25883333333
386.66,5.2465,18.8886666667,19.0371666667,8.687,3.79633333334,3.7125,7.41433333333,3.364,5.26583333334
387.03,5.25116666667,18.9875,19.1141666667,8.75016666666,3.813,3.72816666667,7.47583333334,3.3655,5.28366666667
387.39,5.286,19.1271666666,19.2821666667,8.8245,3.90033333333,3.7715,7.55266666666,3.40083333334,5.352
387.75,5.361,19.2805,19.4511666667,8.87266666667,3.95733333334,3.84033333333,7.63866666667,3.45266666666,5.384
388.11,5.39766666666,19.3898333333,19.5215,8.84883333333,3.94366666666,3.82783333333,7.68966666667,3.47566666667,5.37583333334
388.47,5.42066666667,19.4768333334,19.5901666666,8.8745,3.96716666666,3.84,7.741,3.5105,5.36783333333
388.83,5.38116666667,19.609,19.7163333333,8.8545,3.938,3.842,7.76033333333,3.47733333333,5.285
389.19,5.38866666667,19.7135,19.84,8.8895,3.97316666667,3.87183333333,7.79483333333,3.45533333333,5.29916666667
389.55,5.34783333333,19.6401666666,19.8381666667,8.8315,3.86783333333,3.773,7.72016666666,3.33366666667,5.21033333333
389.91,5.28466666667,19.7101666667,19.8848333333,8.81866666666,3.79183333333,3.73366666667,7.67716666667,3.29433333334,5.17116666667
390.27,5.28883333333,19.8161666666,19.9436666666,8.83533333334,3.77266666666,3.69916666667,7.68383333334,3.29466666667,5.14166666667
390.63,5.33533333333,19.907,20.0401666667,8.92133333333,3.787,3.732,7.71333333334,3.31216666667,5.16916666667
391.00,5.40383333334,20.0333333334,20.1851666666,8.98016666666,3.81966666666,3.77183333334,7.7565,3.35966666666,5.191
391.36,5.378,20.0338333333,20.1388333334,8.93116666666,3.75583333333,3.7625,7.69766666667,3.3265,5.14966666667
391.72,5.30416666667,20.0448333333,20.1263333333,8.90333333334,3.72933333334,3.69116666667,7.63666666667,3.2855,5.09416666667
392.08,5.2795,20.117,20.1655,8.93533333333,3.74933333333,3.68716666667,7.6265,3.27783333333,5.08516666666
392.44,5.30533333333,20.2288333333,20.2373333334,8.97016666667,3.76666666667,3.69866666667,7.6395,3.307,5.119
392.80,5.341,20.2888333333,20.2283333334,9.01466666667,3.814,3.7085,7.65266666667,3.35433333334,5.225
393.16,5.34366666666,20.3368333334,20.2491666666,9.0455,3.78583333333,3.68166666666,7.6465,3.35016666667,5.202
393.52,5.37083333333,20.4305,20.3146666666,9.09716666667,3.818,3.70333333334,7.67366666666,3.3855,5.2365
393.88,5.4255,20.5148333333,20.3926666667,9.11816666667,3.87083333333,3.7315,7.75483333333,3.40333333333,5.2405
394.24,5.42216666667,20.5993333333,20.4396666666,9.12783333333,3.8795,3.74433333333,7.75583333333,3.3815,5.223
394.60,5.49116666667,20.7133333334,20.5323333333,9.17066666667,3.93883333333,3.81283333333,7.85116666666,3.4585,5.28866666666
394.96,5.51766666667,20.7741666666,20.5705,9.19016666667,3.92933333333,3.82316666667,7.87016666666,3.49016666667,5.3145
395.32,5.55666666667,20.8473333334,20.6681666667,9.2805,3.995,3.85333333333,7.92166666666,3.52416666666,5.35916666666
395.68,5.58066666666,20.9156666666,20.759,9.34383333333,4.04716666667,3.8855,7.9575,3.54933333333,5.41233333333
396.04,5.65666666667,21.0045,20.8725,9.421,4.106,3.94616666666,8.01766666667,3.6015,5.49833333333
396.40,5.67733333333,21.0803333333,20.9793333333,9.47816666667,4.13383333333,3.94933333333,8.036,3.61383333334,5.532
396.76,5.65233333334,21.1531666667,21.1225,9.474,4.11683333334,3.92283333334,8.05833333333,3.57016666667,5.46366666667
397.12,5.68866666667,21.2471666667,21.2555,9.53,4.171,3.995,8.1135,3.62833333333,5.51666666667
397.48,5.68516666667,21.3623333334,21.3805,9.54833333334,4.19216666666,4.01116666666,8.15483333334,3.646,5.52633333333
397.84,5.65466666666,21.4341666667,21.4066666667,9.55616666666,4.19883333334,4.003,8.13416666667,3.64566666667,5.50166666667
398.20,5.60833333334,21.4405,21.4281666667,9.52333333333,4.14,3.963,8.10283333334,3.627,5.487
398.56,5.5045,21.4501666666,21.422,9.4315,4.0505,3.8835,7.992,3.52833333333,5.40633333334
398.92,5.44966666666,21.471,21.4276666666,9.424,4.04733333334,3.83016666666,7.97083333333,3.47016666666,5.33566666667
399.28,5.432,21.6251666667,21.5318333334,9.42316666667,4.0015,3.81066666666,7.96966666667,3.45933333334,5.31833333333
399.64,5.477,21.7103333334,21.6276666667,9.464,3.9625,3.79,7.9835,3.42783333334,5.31383333334
400.00,5.46983333333,21.8218333333,21.7273333333,9.488,3.9635,3.79366666667,7.99516666667,3.42883333334,5.30266666666
400.36,5.451,21.8805,21.7555,9.4825,3.9375,3.78366666666,8.01866666667,3.39633333333,5.28633333333
400.72,5.53533333334,21.9841666667,21.8546666667,9.58616666667,4.00116666667,3.86833333334,8.0745,3.431,5.36733333333
401.08,5.55183333334,22.1046666667,21.8905,9.62533333335,3.9955,3.884,8.08616666667,3.434,5.41916666666
401.44,5.6165,22.1688333334,21.9495,9.68833333334,4.02483333333,3.91733333333,8.10766666667,3.46466666666,5.44533333333
401.80,5.66616666667,22.2485,22.036,9.73133333333,4.03683333333,3.90666666667,8.11683333334,3.492,5.46316666666
402.16,5.759,22.4168333333,22.1648333333,9.86566666665,4.14216666667,3.979,8.22266666667,3.53833333334,5.51
402.52,5.726,22.4911666667,22.2303333333,9.88016666665,4.13816666667,3.94216666667,8.19666666667,3.5315,5.49766666667
402.88,5.715,22.616,22.3088333334,9.92099999998,4.12266666667,3.96466666666,8.19783333334,3.52583333334,5.525
403.24,5.70783333333,22.6511666666,22.3398333333,9.93816666667,4.14566666666,3.97366666666,8.193,3.52966666667,5.48783333333
403.60,5.67616666667,22.734,22.3776666667,9.93849999998,4.136,3.98516666667,8.19683333333,3.53233333333,5.46516666667
403.95,5.7095,22.8575,22.4496666666,10.0301666667,4.16333333333,3.98533333333,8.2235,3.53933333333,5.48716666667
404.31,5.714,22.8998333333,22.4901666667,10.0476666667,4.14983333333,4.01583333333,8.20983333333,3.53816666667,5.49216666667
404.67,5.6685,22.9376666666,22.5005,10.0135,4.101,3.93416666667,8.16283333333,3.51533333333,5.4325
405.03,5.64483333333,22.9251666667,22.5485,10.0185,4.0885,3.90966666667,8.15083333334,3.50133333333,5.39583333334
405.39,5.63016666667,22.999,22.609,10.0421666667,4.08533333333,3.89183333333,8.15066666666,3.48716666667,5.3755
405.75,5.6325,23.0776666667,22.7075,10.0773333334,4.12983333334,3.918,8.182,3.4875,5.4135
406.11,5.57933333333,23.1386666666,22.7633333333,10.0626666666,4.08083333333,3.85533333334,8.14766666667,3.46016666667,5.3605
406.47,5.6365,23.1938333333,22.8643333334,10.1226666667,4.13066666667,3.90866666666,8.206,3.49833333334,5.396
406.83,5.65633333334,23.2183333334,22.9068333333,10.1338333333,4.16066666666,3.91033333334,8.17266666667,3.50583333334,5.3945
407.19,5.67016666667,23.2611666667,22.9566666667,10.1496666666,4.14783333333,3.90516666667,8.20783333333,3.50183333334,5.41533333333
407.55,5.69766666667,23.324,23.0453333333,10.1906666667,4.1855,3.911,8.226,3.5335,5.458
407.90,5.65533333334,23.3471666667,23.0961666666,10.1435,4.14333333334,3.89083333333,8.207,3.50583333333,5.44433333333
408.26,5.6425,23.4038333334,23.1645,10.1791666666,4.13333333333,3.85566666667,8.20016666666,3.46183333333,5.4205
408.62,5.6415,23.496,23.2226666666,10.2218333334,4.16533333333,3.89066666667,8.23116666667,3.47516666667,5.4575
408.98,5.63516666667,23.6041666667,23.3086666666,10.2393333333,4.15266666666,3.87366666667,8.246,3.44933333333,5.4275
409.34,5.59216666667,23.6581666666,23.363,10.2376666667,4.13216666667,3.86616666667,8.23066666667,3.421,5.40233333333
409.70,5.57633333334,23.7168333333,23.4015,10.234,4.10166666667,3.84566666667,8.21616666667,3.39766666667,5.35366666667
410.06,5.5975,23.744,23.467,10.2441666667,4.09616666667,3.8475,8.207,3.377,5.4015
410.42,5.55133333333,23.8268333333,23.4925,10.25,4.05083333333,3.79283333334,8.18533333334,3.32833333333,5.36916666667
410.77,5.55916666666,23.896,23.6123333333,10.2995,4.059,3.80233333334,8.235,3.35533333333,5.39133333333
411.13,5.57966666667,23.9946666666,23.6963333334,10.3383333334,4.08716666667,3.818,8.2395,3.36166666667,5.4385
411.49,5.56233333333,24.062,23.7155,10.3698333333,4.07016666667,3.8225,8.23183333334,3.34966666667,5.4285
411.85,5.57666666666,24.1125,23.7441666667,10.392,4.08466666667,3.83883333333,8.25316666667,3.35616666666,5.42983333333
412.21,5.61083333334,24.2418333334,23.856,10.4516666667,4.139,3.86366666667,8.30483333334,3.43083333334,5.4645
412.57,5.60883333333,24.2913333333,23.9388333333,10.4736666667,4.12216666666,3.86233333333,8.3365,3.43466666667,5.46783333333
412.92,5.63266666667,24.3481666667,24.0008333333,10.4843333333,4.13483333333,3.87233333333,8.32883333333,3.46383333333,5.50316666667
413.28,5.6505,24.4151666666,24.0576666667,10.5178333333,4.1455,3.86783333334,8.3605,3.46866666667,5.53666666667
413.64,5.646,24.4526666666,24.069,10.5458333334,4.12133333334,3.85316666667,8.37716666666,3.46,5.55133333334
414.00,5.68766666667,24.5666666667,24.1285,10.6071666667,4.19083333333,3.9215,8.44666666667,3.509,5.57733333333
414.36,5.77666666667,24.6891666667,24.2691666667,10.7118333334,4.2655,3.97,8.53216666666,3.57483333333,5.61016666667
414.72,5.862,24.8216666667,24.3506666666,10.7833333333,4.34266666667,4.04183333334,8.62216666667,3.63366666666,5.68033333333
415.07,5.85233333333,24.8715,24.4111666667,10.8375,4.34316666666,4.02433333333,8.61616666667,3.64233333334,5.64483333334
415.43,5.861,24.9341666667,24.4806666667,10.8375,4.3355,4.0045,8.61566666666,3.61783333333,5.62683333334
415.79,5.87533333333,25.0223333333,24.5741666667,10.8931666666,4.34466666667,4.0065,8.64116666667,3.63266666667,5.63083333333
416.15,5.86766666667,25.0963333333,24.6133333333,10.9155,4.32433333333,4.02966666667,8.65983333333,3.62066666667,5.65233333334
416.51,5.85583333334,25.101,24.6225,10.9085,4.30266666666,4.0265,8.63516666667,3.58483333333,5.64233333333
416.86,5.89233333333,25.1688333333,24.6741666667,10.9863333334,4.312,4.04116666667,8.67266666667,3.594,5.64983333333
417.22,5.8865,25.246,24.728,11.0161666666,4.30583333334,4.03066666667,8.66816666667,3.59483333333,5.64566666667
417.58,5.90016666667,25.3123333333,24.8146666666,11.0661666666,4.32083333333,4.03733333333,8.66566666667,3.61183333333,5.668
417.94,5.87383333333,25.3485,24.8501666667,11.0638333333,4.2845,3.9915,8.6485,3.577,5.64933333333
418.29,5.8175,25.3591666666,24.8491666666,11.0536666666,4.249,3.95116666667,8.617,3.527,5.61583333333
418.65,5.7685,25.3778333333,24.8588333333,11.0395,4.20983333334,3.90483333333,8.58466666667,3.48683333333,5.58866666667
419.01,5.77616666667,25.4621666667,24.9258333333,11.0728333334,4.22366666667,3.92316666666,8.62016666666,3.49616666667,5.625
419.37,5.80633333334,25.5281666667,25.005,11.1201666667,4.25316666666,3.96166666667,8.68266666667,3.5315,5.66683333333
419.73,5.80983333333,25.6046666667,25.0831666667,11.157,4.261,3.9655,8.69383333334,3.53066666666,5.68466666667
420.08,5.80583333334,25.6408333333,25.1278333333,11.164,4.268,3.94116666667,8.6765,3.5125,5.6555
420.44,5.81316666666,25.74,25.1815,11.2071666667,4.27716666667,3.95233333333,8.6875,3.54066666666,5.663
420.80,5.78816666667,25.8013333334,25.1968333333,11.2078333333,4.27883333333,3.951,8.674,3.53933333333,5.66316666667
421.16,5.80183333333,25.8591666667,25.2288333333,11.241,4.28916666667,3.9695,8.69066666667,3.55183333333,5.68583333334
421.51,5.826,25.9473333333,25.3028333334,11.2765,4.31416666667,4.004,8.73566666667,3.57733333333,5.7135
421.87,5.83616666667,26.0276666666,25.3735,11.3105,4.3245,4.0215,8.74816666666,3.5985,5.73683333333
422.23,5.84516666667,26.0681666667,25.4081666667,11.326,4.3255,4.02983333334,8.75133333331,3.60833333333,5.7505
422.58,5.8565,26.137,25.4688333333,11.3638333333,4.32883333333,4.033,8.77149999999,3.61166666667,5.758
422.94,5.88116666666,26.1895,25.5255,11.3945,4.33183333334,4.03283333333,8.7865,3.61216666666,5.7535
423.30,5.88966666667,26.2538333334,25.5756666667,11.4368333333,4.3435,4.04216666667,8.78199999999,3.62866666667,5.7755
423.66,5.89933333333,26.2781666667,25.5761666666,11.4476666667,4.33066666666,4.039,8.77683333335,3.62316666666,5.76716666667
424.01,5.92966666667,26.3538333333,25.638,11.487,4.34316666666,4.05666666666,8.80649999999,3.63033333333,5.804
424.37,5.95,26.4145,25.7343333334,11.5245,4.363,4.0735,8.83483333334,3.628,5.81466666666
424.73,5.97533333333,26.473,25.8151666667,11.5688333333,4.38516666667,4.08266666667,8.86766666665,3.6345,5.82966666667
425.08,5.97166666667,26.5256666667,25.8803333334,11.5853333334,4.38983333333,4.07916666667,8.86649999998,3.63916666666,5.82083333333
425.44,5.944,26.5366666666,25.8756666667,11.5841666667,4.35133333333,4.03983333333,8.82433333331,3.59733333334,5.78466666667
425.80,5.93916666666,26.5898333334,25.8971666667,11.602,4.35783333333,4.02683333333,8.82233333332,3.58433333333,5.76566666667
426.16,5.94816666667,26.6881666666,25.9813333334,11.6396666667,4.3715,4.03016666667,8.84766666667,3.59633333333,5.783
426.51,5.9475,26.7626666667,26.0501666667,11.6763333333,4.37266666667,4.02866666667,8.8495,3.593,5.77683333333
426.87,5.95716666666,26.8381666667,26.107,11.71,4.39466666667,4.0535,8.88400000001,3.597,5.791
427.23,5.96033333333,26.9191666666,26.1643333334,11.7453333334,4.4105,4.033,8.88616666668,3.57283333334,5.77016666667
427.58,5.944,26.9783333334,26.2188333333,11.7728333333,4.41833333334,4.0255,8.88700000002,3.57633333334,5.76883333334
427.94,5.91733333333,27.0401666666,26.293,11.802,4.41466666667,4.00466666666,8.90583333333,3.5895,5.73616666667
428.30,5.93383333334,27.1,26.3361666667,11.8331666667,4.42216666666,4.00016666666,8.91133333331,3.60483333333,5.74883333333
428.65,5.9315,27.1631666667,26.3981666667,11.852,4.407,3.98383333334,8.91650000001,3.5965,5.7295
429.01,5.94733333334,27.254,26.487,11.9011666667,4.4145,3.982,8.94966666666,3.575,5.73216666667
429.37,5.95883333333,27.3968333333,26.5918333333,11.9475,4.437,3.98683333334,9.00533333333,3.59,5.74433333333
429.72,5.98133333333,27.4653333333,26.6921666666,12.0155,4.45166666666,4.01783333334,9.04683333335,3.60866666667,5.78016666667
430.08,6.0065,27.5238333333,26.7646666667,12.0395,4.45633333333,4.01966666667,9.054,3.6125,5.78333333333
430.44,6.023,27.5841666666,26.8243333333,12.079,4.464,4.0175,9.07266666667,3.61233333333,5.79066666667
430.79,6.01283333334,27.658,26.8701666667,12.1098333334,4.46033333333,3.9995,9.04466666668,3.61116666666,5.78566666666
431.15,6.01283333334,27.7026666666,26.9178333333,12.1106666666,4.43416666666,4.00783333333,9.04599999998,3.61683333334,5.79416666667
431.50,6.04166666667,27.8101666667,27.027,12.1628333334,4.44916666667,4.02783333333,9.0925,3.61833333334,5.80983333333
431.86,6.07533333334,27.92,27.0883333334,12.2098333333,4.45983333333,4.05133333334,9.10233333332,3.61933333333,5.83883333333
432.22,6.06983333333,28.0018333333,27.1145,12.241,4.46583333334,4.02883333333,9.12649999999,3.629,5.854
432.57,6.08133333334,28.0956666667,27.1808333333,12.2975,4.4695,4.0475,9.14233333333,3.6395,5.8925
432.93,6.08766666667,28.173,27.2405,12.3371666667,4.478,4.0545,9.15750000002,3.65616666667,5.912
433.29,6.09916666666,28.2305,27.2976666667,12.3681666666,4.4935,4.0625,9.17116666669,3.67016666666,5.92633333333
433.64,6.097,28.2666666666,27.3223333334,12.384,4.49633333334,4.05733333334,9.1555,3.66183333333,5.93016666667
434.00,6.09466666667,28.3048333333,27.3425,12.4118333333,4.49116666667,4.06633333333,9.17033333335,3.6525,5.936
434.35,6.1005,28.3328333334,27.348,12.4221666667,4.48316666666,4.056,9.16633333335,3.64916666667,5.92383333333
434.71,6.10433333333,28.3873333333,27.3798333333,12.4408333333,4.48133333333,4.04016666667,9.17800000002,3.64733333333,5.9085
435.07,6.0945,28.4515,27.4323333334,12.4671666666,4.468,4.01766666667,9.17166666669,3.61466666667,5.89466666666
435.42,6.0775,28.491,27.4506666667,12.4916666666,4.46916666667,4.00716666667,9.17083333331,3.61316666667,5.89866666667
435.78,6.08166666667,28.5105,27.4688333333,12.5263333333,4.462,4.01266666666,9.18150000001,3.61516666666,5.903
436.13,6.076,28.5801666667,27.5718333333,12.5815,4.4585,4.0255,9.16383333335,3.60083333334,5.89316666666
436.49,6.07366666666,28.6173333333,27.606,12.5801666667,4.45866666666,4.01033333333,9.16166666669,3.5745,5.86333333333
436.84,6.099,28.6546666667,27.644,12.6213333333,4.4735,4.0235,9.18616666669,3.59083333333,5.87
437.20,6.13033333333,28.7085,27.7016666667,12.678,4.48983333333,4.0525,9.20933333335,3.59966666667,5.88716666667
437.56,6.151,28.7903333333,27.7806666666,12.7095,4.48166666667,4.04816666666,9.23683333333,3.59,5.8965
437.91,6.1805,28.8916666667,27.8566666666,12.7736666667,4.49383333333,4.05333333333,9.24733333333,3.596,5.92333333334
438.27,6.21883333334,29.0041666667,27.9551666667,12.8456666667,4.5255,4.1065,9.29083333335,3.63233333334,5.98566666666
438.62,6.21616666666,29.0753333334,28.0293333333,12.8703333333,4.519,4.11216666666,9.30866666667,3.6195,6.01316666667
438.98,6.22916666666,29.143,28.0706666666,12.9165,4.52366666667,4.11416666666,9.34550000002,3.6275,6.00283333333
439.33,6.23733333334,29.235,28.1338333333,12.9473333333,4.51566666667,4.1145,9.34216666665,3.62266666667,5.98633333333
439.69,6.22733333333,29.2661666667,28.1828333334,12.9606666667,4.513,4.09583333334,9.34149999999,3.62516666667,5.98583333334
440.04,6.24233333333,29.3278333334,28.2121666666,12.9695,4.52883333333,4.10583333333,9.37533333331,3.63383333333,6.00033333333
440.40,6.253,29.4095,28.2906666667,13.0156666667,4.53716666666,4.10783333333,9.38566666669,3.6475,6.02983333333
440.75,6.24966666667,29.4441666667,28.3258333333,13.0146666667,4.52333333333,4.10133333333,9.37266666665,3.62433333334,6.03083333333
441.11,6.2395,29.4858333333,28.3655,13.0235,4.5155,4.08183333334,9.35933333335,3.60133333333,6.02966666666
441.47,6.22633333333,29.54,28.3973333333,13.0503333334,4.51616666667,4.05666666667,9.35133333334,3.59866666667,6.017
441.82,6.2175,29.5886666666,28.4635,13.0751666667,4.51733333333,4.04933333333,9.35916666665,3.60383333334,6.00466666666
442.18,6.2065,29.6641666666,28.5215,13.0986666667,4.51566666667,4.03083333333,9.36333333331,3.58866666667,5.988
442.53,6.21633333333,29.724,28.5835,13.152,4.51933333333,4.02933333333,9.36216666668,3.60283333333,5.97866666667
442.89,6.21833333333,29.7603333334,28.621,13.1916666667,4.52066666666,4.04216666667,9.36233333335,3.60483333333,5.99833333334
443.24,6.225,29.8096666667,28.6838333334,13.2328333334,4.5245,4.0325,9.37800000001,3.59833333333,6.006
443.60,6.2235,29.9068333334,28.7346666667,13.2886666667,4.53383333333,4.02883333334,9.40549999999,3.58683333333,5.99416666667
443.95,6.24266666667,29.9711666667,28.7846666667,13.3435,4.53083333333,4.03,9.41083333333,3.58933333333,6.00366666666
444.31,6.24533333334,30.0103333334,28.803,13.3465,4.51866666667,4.02283333333,9.40966666667,3.57216666666,6.0025
444.66,6.261,30.092,28.8613333334,13.4136666667,4.52733333334,4.03566666666,9.43216666668,3.5855,6.00383333333
445.02,6.26883333333,30.1821666667,28.9383333334,13.4703333333,4.52266666666,4.05016666666,9.46550000002,3.60083333333,6.00566666667
445.37,6.29883333334,30.25,29.0113333333,13.5471666666,4.54983333334,4.09683333333,9.52066666668,3.64133333333,6.03933333333
445.72,6.29683333333,30.275,29.0221666667,13.5601666667,4.54633333334,4.106,9.52466666669,3.6365,6.03833333333
