wavelength,Back_CreVerf,Belly_CreVerf,Breast_CreVerf,Crissum_CreVerf,Crown_CreVerf,DorTail_CreVerf,Rump_CreVerf,Throat_CreVerf,WingTip_CreVerf
362.39,8.57751851852,7.85155555554,4.87955555556,4.90022222222,6.88133333333,6.79622222222,9.50150000001,6.23466666667,8.69733333333
362.75,8.62274074074,7.8948888889,4.911,4.92955555556,6.94988888889,6.83588888889,9.54561111111,6.33088888889,8.75144444444
363.11,8.62240740741,7.86800000001,4.89233333334,4.91311111111,6.95255555555,6.79811111111,9.56261111111,6.30433333333,8.79911111111
363.48,8.64766666667,7.86188888888,4.90166666667,4.891,7.00766666667,6.718,9.55327777777,6.27166666667,8.77544444445
363.84,8.70218518519,7.94955555554,4.99444444444,4.98588888889,7.05411111111,6.80577777778,9.69750000001,6.34466666667,8.85266666668
364.20,8.66514814815,7.93622222223,5.005,4.95566666667,7.03877777778,6.731,9.65144444444,6.32977777778,8.80766666667
364.57,8.69944444445,7.99033333335,5.08566666667,5.01277777778,7.07622222222,6.74644444444,9.69161111112,6.38433333333,8.80066666666
364.93,8.75351851852,7.98288888888,5.105,5.031,7.10544444444,6.74222222222,9.65444444446,6.40677777778,8.82288888888
365.29,8.74151851852,8.00299999999,5.07455555556,5.04344444444,7.12755555556,6.74144444444,9.64355555557,6.42588888889,8.80155555556
365.66,8.65714814815,7.90211111112,5.03977777778,4.96455555556,7.105,6.64577777778,9.56294444443,6.41222222222,8.75488888889
366.02,8.62796296296,7.91122222221,5.00477777778,4.89388888889,7.00988888889,6.51877777778,9.52755555557,6.36577777778,8.67133333333
366.38,8.62359259259,7.95711111112,4.97577777778,4.849,7.02811111111,6.44888888889,9.49999999999,6.41488888889,8.608
366.75,8.74833333333,8.06555555554,5.10833333334,4.90744444444,7.10255555556,6.525,9.58772222222,6.43866666667,8.67988888889
367.11,8.80488888889,8.15666666667,5.21166666667,4.99344444445,7.14844444445,6.62544444445,9.68188888889,6.56011111111,8.73422222222
367.47,8.83833333333,8.17255555555,5.22244444444,5.04877777778,7.13655555556,6.69155555556,9.66883333334,6.63455555556,8.72244444444
367.84,8.94051851852,8.22544444446,5.26222222222,5.064,7.17788888889,6.73266666667,9.65383333332,6.693,8.71988888889
368.20,8.99914814815,8.23000000001,5.34688888889,5.12444444444,7.23833333333,6.78488888889,9.70944444443,6.76333333333,8.75066666667
368.56,8.98733333333,8.20399999999,5.335,5.08388888889,7.25466666667,6.688,9.71049999999,6.76122222222,8.68333333333
368.93,8.89774074074,8.133,5.27166666667,4.977,7.18,6.66944444445,9.71672222223,6.69322222222,8.59455555556
369.29,9.00107407408,8.23633333333,5.34377777778,5.04433333333,7.20355555555,6.68255555555,9.76388888888,6.81066666667,8.62677777778
369.65,8.9392962963,8.18799999999,5.27677777778,4.96233333333,7.14466666667,6.64722222222,9.73455555555,6.75233333334,8.55877777778
370.01,8.94625925926,8.18011111112,5.28788888889,4.99622222222,7.20422222222,6.71477777778,9.77338888889,6.83877777778,8.58322222222
370.38,8.90274074074,8.16855555554,5.24366666667,4.99633333333,7.179,6.72366666666,9.77472222222,6.83055555556,8.57411111111
370.74,8.76559259259,8.04955555554,5.12477777778,4.90966666667,7.06144444444,6.63088888889,9.6728888889,6.74488888889,8.37866666666
371.10,8.67766666667,7.94077777777,5.04877777778,4.846,6.97511111111,6.55144444444,9.48127777779,6.66,8.21088888889
371.46,8.67988888889,7.88244444445,5.05488888889,4.82644444444,7.00966666667,6.51844444445,9.47172222221,6.66422222222,8.204
371.83,8.66562962963,7.81544444444,5.02822222222,4.84088888889,7.02088888889,6.514,9.48372222222,6.679,8.16477777778
372.19,8.79637037037,7.98333333332,5.09822222222,4.94633333333,7.15711111111,6.65455555556,9.58861111112,6.80311111111,8.24822222222
372.55,8.83818518519,8.04633333333,5.07177777778,4.94933333333,7.15266666667,6.74133333333,9.55922222223,6.82644444444,8.291
372.92,8.948,8.1478888889,5.14211111111,5.02566666667,7.28844444445,6.805,9.61377777777,6.93488888889,8.39855555556
373.28,8.94418518519,8.1228888889,5.18366666667,5.07455555555,7.315,6.89055555555,9.64172222222,6.96211111111,8.4
373.64,9.07955555555,8.26777777778,5.30744444444,5.25144444444,7.417,7.06988888889,9.78072222222,7.09111111111,8.51088888889
374.00,8.95992592593,8.11877777779,5.17866666667,5.13677777778,7.29633333333,6.94488888889,9.62555555556,6.98177777778,8.36133333333
374.37,9.03333333334,8.1131111111,5.22366666666,5.12844444444,7.31322222222,6.99522222222,9.67199999999,6.992,8.40677777778
374.73,9.0772962963,8.18811111111,5.28477777778,5.19388888889,7.41588888889,7.05,9.74122222223,7.07611111111,8.55422222222
375.09,9.18377777778,8.2698888889,5.36144444444,5.24933333333,7.51188888889,7.14111111111,9.89205555557,7.14566666667,8.66311111111
375.45,9.27333333333,8.40311111111,5.39444444445,5.29377777778,7.56066666667,7.26866666667,10.0546111111,7.17411111111,8.76755555557
375.81,9.2172962963,8.40511111111,5.40888888889,5.27466666666,7.55577777778,7.28322222222,10.0422222222,7.13222222222,8.78388888888
376.18,9.14277777778,8.3368888889,5.37811111111,5.25388888889,7.53555555555,7.27877777778,10.0044444445,7.06866666667,8.76599999999
376.54,9.11448148148,8.28499999999,5.43977777778,5.30588888889,7.58733333333,7.29388888889,10.0459444444,7.09166666667,8.81055555555
376.90,9.02992592593,8.2381111111,5.40044444444,5.30588888889,7.51311111111,7.27288888889,9.99077777778,7.02966666667,8.7628888889
377.26,9.01722222222,8.25499999999,5.36666666667,5.29377777778,7.52122222222,7.25066666667,9.97411111112,7.01433333334,8.76211111112
377.63,8.95,8.18466666668,5.313,5.21277777778,7.47055555556,7.19455555556,9.88377777778,6.97711111111,8.74566666667
377.99,9.04740740741,8.27611111111,5.42877777778,5.32988888889,7.52833333333,7.29311111111,9.95333333334,7.07977777778,8.89633333335
378.35,9.00762962963,8.28577777778,5.42344444444,5.33366666667,7.52855555556,7.26911111111,9.90399999999,7.03722222222,8.86433333333
378.71,8.91577777778,8.21477777777,5.30988888889,5.23533333333,7.43944444444,7.16222222222,9.81616666667,6.92266666666,8.73922222222
379.07,8.81433333334,8.21944444446,5.26011111111,5.23944444444,7.43533333333,7.17266666667,9.7895,6.92588888889,8.70911111111
379.44,8.70848148148,8.13722222221,5.22488888889,5.15466666667,7.37,7.09944444444,9.68338888889,6.89377777778,8.64044444444
379.80,8.62251851852,8.12233333334,5.161,5.11144444444,7.32844444444,7.03344444445,9.62194444446,6.86677777778,8.57755555556
380.16,8.6377037037,8.14788888888,5.15411111111,5.13933333333,7.34522222222,7.02722222222,9.6238888889,6.90255555555,8.612
380.52,8.64918518519,8.25477777779,5.17544444445,5.14844444445,7.34633333334,7.07755555556,9.61788888889,6.94122222222,8.606
380.88,8.61044444444,8.208,5.10588888889,5.09111111111,7.281,6.99644444444,9.55505555557,6.89866666667,8.53711111111
381.24,8.60414814815,8.18322222223,5.09888888889,5.03133333333,7.26233333333,6.95255555556,9.54072222222,6.84388888889,8.50133333333
381.61,8.60222222222,8.15744444446,5.029,4.99155555555,7.25811111111,6.90911111111,9.50822222223,6.78111111111,8.438
381.97,8.59129629629,8.18111111112,5.02444444444,5.02266666667,7.35266666667,6.953,9.53111111111,6.78777777778,8.41488888889
382.33,8.61988888889,8.21277777779,5.03655555556,5.072,7.378,6.99811111111,9.57144444443,6.88077777778,8.45688888889
382.69,8.69885185185,8.28455555554,5.12233333333,5.12955555556,7.46111111111,7.08144444444,9.63005555556,6.97322222222,8.59066666667
383.05,8.73125925926,8.28600000001,5.12755555556,5.11388888889,7.44477777778,7.07811111111,9.61322222221,6.99022222222,8.58266666666
383.41,8.75559259259,8.30300000001,5.14522222222,5.17666666666,7.45755555555,7.12955555555,9.60916666667,7.02133333333,8.61077777778
383.77,8.83551851852,8.29222222222,5.16388888889,5.19088888889,7.501,7.204,9.65522222221,7.06244444444,8.66333333334
384.14,8.78992592592,8.25377777779,5.10222222222,5.12033333333,7.45955555555,7.16233333333,9.65577777777,7.00144444444,8.65744444444
384.50,8.79607407407,8.20088888889,5.05633333333,5.10433333334,7.44588888889,7.09288888889,9.66388888888,6.952,8.68588888889
384.86,8.77281481482,8.18688888889,5.03311111111,5.10855555556,7.466,7.09866666667,9.68349999999,6.90888888889,8.712
385.22,8.76192592593,8.18666666667,5.00455555556,5.11322222222,7.47366666667,7.12277777778,9.67172222222,6.92688888889,8.73422222222
385.58,8.75359259259,8.20044444443,5.03144444444,5.15822222222,7.51833333333,7.13366666667,9.72088888888,6.96933333333,8.79722222222
385.94,8.73944444444,8.19355555554,5.00555555555,5.13122222222,7.46833333333,7.12288888889,9.7433888889,6.959,8.79133333333
386.30,8.64414814815,8.08311111111,4.86866666666,5.01133333334,7.35755555556,7.02544444444,9.65466666668,6.81377777778,8.69455555555
386.66,8.59918518519,8.01955555557,4.82488888889,4.98377777778,7.298,6.99166666667,9.61105555554,6.77922222222,8.65
387.03,8.54685185185,7.953,4.76344444444,4.918,7.23977777778,6.94277777778,9.57116666668,6.69855555556,8.62222222222
387.39,8.51544444445,7.90522222221,4.72766666667,4.896,7.19366666666,6.867,9.54405555554,6.65244444444,8.57077777778
387.75,8.47848148148,7.88388888889,4.68811111111,4.88355555555,7.14077777778,6.79288888889,9.5261111111,6.59811111111,8.55044444444
388.11,8.40311111111,7.80788888889,4.63844444444,4.82422222222,7.06666666667,6.69466666667,9.41244444446,6.54477777778,8.45366666667
388.47,8.32714814815,7.78722222221,4.60966666667,4.767,7.04244444444,6.66744444444,9.40150000001,6.50588888889,8.4
388.83,8.337,7.80177777778,4.63444444444,4.74733333333,7.02544444445,6.69066666667,9.37977777777,6.52322222222,8.40144444445
389.19,8.23107407407,7.704,4.57333333333,4.68033333333,6.935,6.59633333334,9.30472222222,6.43611111111,8.33933333333
389.55,8.19292592592,7.66255555556,4.55155555555,4.63677777778,6.85911111111,6.53244444445,9.25650000001,6.37677777778,8.27744444444
389.91,8.16703703704,7.62744444444,4.53155555555,4.63522222222,6.82,6.47611111111,9.23472222223,6.33677777778,8.28555555555
390.27,8.16762962963,7.62677777779,4.56077777778,4.641,6.82755555556,6.443,9.24633333332,6.35033333333,8.29488888889
390.63,8.20133333333,7.69277777779,4.58688888889,4.67,6.86688888889,6.46944444445,9.27888888888,6.38177777778,8.32011111111
391.00,8.22688888889,7.75533333334,4.627,4.72488888889,6.915,6.47022222222,9.3043888889,6.43844444445,8.368
391.36,8.29433333333,7.83822222221,4.69477777778,4.775,6.98066666667,6.53311111111,9.37683333332,6.50277777778,8.44688888889
391.72,8.27259259259,7.86544444444,4.71177777778,4.74544444445,6.97533333333,6.53577777778,9.36333333333,6.50544444444,8.40522222222
392.08,8.28285185185,7.95299999999,4.75744444444,4.78555555556,6.99977777778,6.57288888889,9.40916666667,6.54144444445,8.40766666667
392.44,8.24733333333,7.90744444443,4.69922222222,4.77677777778,6.95377777778,6.534,9.35622222222,6.49077777778,8.36277777778
392.80,8.28107407407,7.93122222223,4.71855555555,4.78433333334,6.96988888889,6.52977777778,9.38122222223,6.50188888889,8.36766666667
393.16,8.383,8.05033333332,4.788,4.87988888889,7.04044444444,6.61666666667,9.47916666666,6.57477777778,8.43222222222
393.52,8.37374074074,8.0738888889,4.79,4.91288888889,7.05288888889,6.638,9.48844444443,6.57177777778,8.43966666667
393.88,8.38677777778,8.09233333334,4.79488888889,4.87911111111,7.05244444444,6.65644444445,9.46855555555,6.53922222222,8.42011111111
394.24,8.41581481482,8.12522222223,4.80711111111,4.89111111111,7.08177777778,6.70344444444,9.48194444443,6.56966666667,8.45366666666
394.60,8.36725925926,8.0778888889,4.76188888889,4.847,7.01544444444,6.64777777778,9.43933333335,6.52822222222,8.376
394.96,8.33648148148,8.0361111111,4.725,4.812,6.99188888889,6.60933333333,9.41899999999,6.47477777778,8.31177777778
395.32,8.23585185185,7.97866666668,4.64366666667,4.72488888889,6.92566666667,6.52511111111,9.35077777779,6.34911111111,8.23466666667
395.68,8.31703703704,8.07088888889,4.74077777778,4.84044444445,7.00866666667,6.58388888889,9.42283333332,6.428,8.36988888889
396.04,8.30996296297,8.02844444443,4.70844444444,4.83022222222,6.97455555556,6.56322222222,9.38716666665,6.37622222222,8.37888888889
396.40,8.31381481481,7.99922222221,4.69688888889,4.80511111111,6.95811111111,6.56688888889,9.34127777778,6.36033333334,8.34533333333
396.76,8.31940740741,8.00200000001,4.71277777778,4.83777777778,6.93544444444,6.54922222222,9.35449999999,6.40911111111,8.37066666667
397.12,8.27448148148,7.94633333334,4.68355555556,4.80711111111,6.88422222222,6.49366666667,9.29644444444,6.40144444444,8.32944444444
397.48,8.28988888889,8.02055555556,4.696,4.811,6.88233333333,6.517,9.31922222222,6.43622222222,8.35644444444
397.84,8.26088888889,8.01955555556,4.65488888889,4.77566666667,6.85788888889,6.48711111111,9.29566666668,6.44122222222,8.29622222222
398.20,8.25918518519,8.07977777777,4.68311111111,4.79755555555,6.849,6.49244444444,9.31088888889,6.474,8.30344444445
398.56,8.24855555556,8.09966666668,4.68244444445,4.81744444444,6.84333333333,6.51033333333,9.3355,6.47011111111,8.346
398.92,8.2687037037,8.17877777777,4.74822222222,4.88577777778,6.85433333333,6.56966666667,9.36605555554,6.51722222222,8.374
399.28,8.31577777778,8.22499999999,4.74988888889,4.88511111111,6.83366666667,6.59422222222,9.3585,6.57433333333,8.40688888889
399.64,8.21851851852,8.12622222221,4.66844444445,4.79955555556,6.73088888889,6.53122222222,9.2815,6.50166666667,8.30266666667
400.00,8.19211111111,8.12933333333,4.67088888889,4.77,6.72166666667,6.53266666667,9.24783333332,6.50122222222,8.29222222222
400.36,8.22407407407,8.19611111111,4.74122222222,4.778,6.75066666667,6.56277777778,9.28933333333,6.57677777778,8.37622222222
400.72,8.21633333333,8.2248888889,4.72755555556,4.75877777778,6.76188888889,6.55933333333,9.28133333334,6.54677777778,8.36377777778
401.08,8.23244444444,8.28988888889,4.77888888889,4.75988888889,6.79277777778,6.61188888889,9.33111111111,6.57766666667,8.39788888889
401.44,8.22703703704,8.22800000001,4.73188888889,4.71555555556,6.74944444445,6.574,9.27738888889,6.54711111111,8.37533333333
401.80,8.25825925926,8.25622222221,4.76811111111,4.75511111111,6.76933333333,6.56622222222,9.28816666668,6.58877777778,8.42533333333
402.16,8.27296296296,8.24044444445,4.80577777778,4.77811111111,6.78488888889,6.54088888889,9.2976111111,6.58411111111,8.42788888889
402.52,8.3147037037,8.26588888888,4.83333333333,4.79211111111,6.81377777778,6.54266666667,9.30494444446,6.61788888889,8.45655555556
402.88,8.34074074074,8.28166666666,4.80655555555,4.74933333333,6.81022222222,6.51577777778,9.2911111111,6.60266666667,8.49522222222
403.24,8.34807407407,8.32344444445,4.84611111111,4.81511111111,6.85588888889,6.53155555556,9.34983333333,6.63044444445,8.54177777778
403.60,8.41344444445,8.42177777778,4.89377777778,4.86844444445,6.91988888889,6.56666666667,9.37516666668,6.67444444445,8.55077777778
403.95,8.53011111111,8.50955555555,4.96833333333,4.96533333333,6.97744444444,6.62344444445,9.47422222223,6.74477777778,8.60811111111
404.31,8.57240740741,8.58777777778,5.02844444445,5.04444444444,7.01433333333,6.66277777778,9.52844444443,6.75577777778,8.63933333334
404.67,8.52974074074,8.60933333333,5.02711111111,5.05177777778,7.01566666667,6.65522222222,9.51849999999,6.762,8.61422222222
405.03,8.50551851852,8.60711111111,4.981,5.03533333333,6.97566666667,6.61866666667,9.48055555557,6.71266666667,8.55911111111
405.39,8.52888888889,8.70133333333,5.05777777778,5.10533333333,7.04833333333,6.66722222222,9.55155555555,6.76011111111,8.57077777778
405.75,8.532,8.75022222223,5.10622222222,5.15322222222,7.06666666667,6.72355555556,9.59055555555,6.78844444445,8.60311111111
406.11,8.56307407407,8.81355555557,5.13888888889,5.19066666667,7.09355555556,6.76388888889,9.62627777779,6.82433333333,8.64722222222
406.47,8.61114814815,8.89422222222,5.21066666667,5.24977777778,7.13555555555,6.81944444445,9.68594444443,6.86033333333,8.67699999999
406.83,8.64714814815,8.93333333334,5.27344444445,5.31655555556,7.17633333334,6.86833333333,9.73855555556,6.90666666667,8.67688888889
407.19,8.62388888889,8.91299999999,5.29544444444,5.32244444444,7.16466666667,6.86844444445,9.74216666668,6.926,8.66255555554
407.55,8.63048148148,8.9198888889,5.27911111111,5.32066666667,7.15588888889,6.87177777778,9.78066666668,6.96488888889,8.68822222221
407.90,8.63348148148,8.90255555554,5.26388888889,5.32366666667,7.15766666667,6.84288888889,9.77883333333,6.984,8.70711111112
408.26,8.62018518519,8.89944444445,5.241,5.32344444444,7.14144444444,6.82755555556,9.76783333335,7.03411111111,8.66833333333
408.62,8.70507407407,8.94122222221,5.28177777778,5.37288888889,7.15677777778,6.87955555556,9.81649999999,7.07677777778,8.73099999999
408.98,8.75807407407,8.96044444443,5.292,5.40588888889,7.18855555555,6.90111111111,9.85416666668,7.12733333333,8.78833333335
409.34,8.76177777778,8.95677777777,5.30355555556,5.43122222222,7.16155555555,6.89166666667,9.84872222221,7.17144444444,8.80544444444
409.70,8.76003703704,8.92600000001,5.27244444444,5.42555555556,7.14055555556,6.84088888889,9.84416666667,7.17288888889,8.77566666665
410.06,8.74770370371,8.90966666667,5.24044444445,5.416,7.11244444445,6.82855555556,9.83122222221,7.17266666667,8.75688888889
410.42,8.71018518519,8.8588888889,5.15511111111,5.36577777778,7.016,6.74833333333,9.76427777778,7.14977777778,8.67888888888
410.77,8.68670370371,8.85811111112,5.12722222222,5.34677777778,6.992,6.71044444445,9.75994444444,7.13688888889,8.66866666665
411.13,8.6737037037,8.85366666668,5.07855555556,5.32388888889,6.981,6.681,9.69444444444,7.11277777778,8.60044444443
411.49,8.69737037037,8.88155555556,5.12622222222,5.36288888889,7.00933333333,6.70611111111,9.69194444444,7.143,8.60533333333
411.85,8.70248148148,8.93311111112,5.14566666666,5.37922222222,7.02244444444,6.73844444444,9.70716666667,7.16588888889,8.57966666668
412.21,8.69344444445,8.91522222223,5.14677777778,5.37222222222,7.04044444444,6.74033333333,9.72272222223,7.15633333333,8.56066666666
412.57,8.66514814815,8.90355555555,5.13,5.35833333333,7.04155555556,6.71422222222,9.70116666668,7.15455555556,8.50211111111
412.92,8.73814814815,9.0201111111,5.23444444444,5.45366666667,7.12777777778,6.78622222222,9.7816111111,7.24288888889,8.55833333334
413.28,8.76451851852,9.06866666667,5.26866666667,5.44977777778,7.17266666667,6.79422222222,9.83027777777,7.247,8.56955555556
413.64,8.79162962963,9.12677777779,5.31722222222,5.47544444445,7.23422222222,6.85333333333,9.85883333333,7.28811111111,8.6081111111
414.00,8.79425925926,9.13522222223,5.32933333333,5.45955555556,7.22233333333,6.83288888889,9.85855555555,7.26622222222,8.585
414.36,8.85248148148,9.21322222222,5.43511111111,5.531,7.341,6.93388888889,9.94655555555,7.33488888889,8.67622222221
414.72,8.91614814815,9.27022222221,5.506,5.57822222222,7.38222222222,6.99222222222,10.01,7.42422222222,8.75233333333
415.07,9.01659259259,9.37211111112,5.56744444444,5.64288888889,7.45711111111,7.09155555556,10.1247222222,7.53344444444,8.86355555554
415.43,9.02240740741,9.36988888889,5.578,5.63766666667,7.46744444444,7.09744444444,10.1440555556,7.53844444444,8.88966666668
415.79,9.04507407407,9.40422222223,5.62366666667,5.64766666667,7.49077777778,7.12544444444,10.1742222222,7.57388888889,8.9431111111
416.15,9.12711111111,9.48233333332,5.68766666667,5.70633333333,7.51422222222,7.18011111111,10.2317222222,7.646,9.04411111112
416.51,9.133,9.47611111111,5.69566666667,5.69555555555,7.48233333333,7.17688888889,10.2275555556,7.65755555555,9.05466666666
416.86,9.09155555556,9.43111111111,5.67433333333,5.66077777778,7.41744444444,7.13133333333,10.1908888889,7.63933333333,9.01944444444
417.22,9.121,9.43055555556,5.67433333333,5.67766666667,7.409,7.15144444445,10.1743888889,7.66433333334,9.03877777777
417.58,9.15044444444,9.46222222222,5.70355555555,5.70377777778,7.42611111111,7.17066666667,10.2023333333,7.70244444444,9.06711111112
417.94,9.19559259259,9.51677777777,5.765,5.77933333333,7.48,7.22155555555,10.2565,7.78822222222,9.13566666668
418.29,9.20159259259,9.54244444446,5.78944444444,5.804,7.492,7.23577777778,10.2752222222,7.82511111111,9.14533333334
418.65,9.19592592593,9.55877777778,5.80777777778,5.82866666666,7.49288888889,7.25011111111,10.2738333333,7.84555555556,9.12822222223
419.01,9.16459259259,9.53877777777,5.81955555556,5.82422222222,7.46655555555,7.22022222222,10.2560555556,7.82288888889,9.08911111111
419.37,9.18392592593,9.5561111111,5.82088888889,5.82922222222,7.45611111111,7.21133333333,10.2468888889,7.84222222222,9.08588888889
419.73,9.16514814815,9.55744444443,5.82255555555,5.82988888889,7.46044444445,7.20444444445,10.2516111111,7.87066666667,9.08377777779
420.08,9.14270370371,9.53544444446,5.80466666667,5.81522222222,7.44822222222,7.18377777778,10.2333333333,7.85288888889,9.05366666665
420.44,9.17044444444,9.56244444446,5.82444444445,5.85411111111,7.483,7.20788888889,10.2591111111,7.89577777778,9.10011111112
420.80,9.18081481482,9.57644444446,5.83766666667,5.86955555556,7.51133333333,7.221,10.2592777778,7.90977777778,9.10733333334
421.16,9.16277777778,9.58333333334,5.839,5.86733333333,7.50066666667,7.21111111111,10.2567777778,7.91444444445,9.09066666666
421.51,9.14444444444,9.58588888889,5.83055555556,5.85133333333,7.48922222222,7.19388888889,10.2448333333,7.91433333333,9.07977777779
421.87,9.11403703704,9.57244444446,5.80988888889,5.82777777778,7.46955555556,7.16877777778,10.211,7.90511111111,9.06211111112
422.23,9.09792592593,9.56077777779,5.78633333333,5.82111111111,7.45288888889,7.15911111111,10.1936111111,7.894,9.05477777777
422.58,9.09766666667,9.57833333333,5.79377777778,5.826,7.47733333334,7.16388888889,10.2031666667,7.93088888889,9.08022222222
422.94,9.11062962963,9.59844444446,5.80555555555,5.84777777778,7.48544444444,7.17455555556,10.2104444444,7.95877777778,9.09011111111
423.30,9.09974074074,9.61722222222,5.83155555556,5.87322222222,7.495,7.19355555556,10.2285555555,7.98155555555,9.10611111112
423.66,9.12525925926,9.64877777778,5.85144444445,5.906,7.51311111111,7.21222222222,10.2411666667,8.01355555556,9.11788888888
424.01,9.15944444444,9.7101111111,5.88711111111,5.94933333333,7.55211111111,7.237,10.2703888889,8.07666666667,9.15488888889
424.37,9.16222222222,9.73322222223,5.91788888889,5.96211111111,7.56122222222,7.24077777778,10.2828333333,8.09311111111,9.14533333333
424.73,9.16414814815,9.74922222221,5.93466666667,5.97533333333,7.56944444445,7.24355555556,10.3015555556,8.135,9.17188888888
425.08,9.16281481481,9.753,5.92322222222,5.96866666666,7.57444444444,7.24244444444,10.2978333333,8.14211111111,9.16711111112
425.44,9.20218518519,9.78977777778,5.97133333333,6.02144444445,7.62211111111,7.28333333333,10.3418888889,8.18177777778,9.19833333335
425.80,9.22155555556,9.82433333333,5.991,6.04511111111,7.64522222222,7.30855555555,10.3725555556,8.19677777778,9.18788888889
426.16,9.27607407407,9.88888888888,6.05322222222,6.10633333333,7.70677777778,7.35877777778,10.4249444445,8.27188888889,9.24055555556
426.51,9.2997037037,9.89777777779,6.07788888889,6.13744444444,7.72766666667,7.37788888889,10.4353888889,8.27555555556,9.24477777779
426.87,9.3062962963,9.91299999999,6.09244444445,6.13833333333,7.75055555556,7.40166666667,10.4537222222,8.303,9.26944444445
427.23,9.36022222222,9.95955555554,6.12588888889,6.18211111111,7.80644444444,7.44077777778,10.5177777778,8.35088888889,9.30611111112
427.58,9.35433333334,9.95933333333,6.12733333333,6.17711111111,7.79844444444,7.44388888889,10.5171111111,8.36322222222,9.28877777779
427.94,9.35425925926,9.95277777777,6.142,6.19211111111,7.82388888889,7.46355555556,10.5301666667,8.37866666667,9.29711111111
428.30,9.36707407408,9.97788888888,6.15188888889,6.21455555556,7.84522222222,7.49288888889,10.5593333333,8.40544444445,9.31277777777
428.65,9.37837037037,10.0053333333,6.15955555556,6.22655555555,7.86088888889,7.51655555556,10.5647777778,8.41533333333,9.31077777778
429.01,9.40166666667,10.0426666667,6.21522222222,6.278,7.896,7.56311111111,10.603,8.46844444444,9.35855555554
429.37,9.4097037037,10.0725555556,6.21477777778,6.29277777778,7.87311111111,7.57666666667,10.6072777778,8.48,9.37222222222
429.72,9.43211111111,10.1131111111,6.24522222222,6.32344444445,7.89688888889,7.59555555556,10.6406111111,8.53355555555,9.40188888888
430.08,9.37096296296,10.0766666667,6.20122222222,6.26055555555,7.82811111111,7.49922222222,10.583,8.49655555555,9.33277777778
430.44,9.3457037037,10.0847777778,6.16555555556,6.22922222222,7.79933333333,7.45844444444,10.5567777778,8.47877777778,9.3048888889
430.79,9.32481481481,10.0964444445,6.14466666666,6.22711111111,7.77944444444,7.43255555556,10.5244444445,8.47011111111,9.283
431.15,9.28940740741,10.1096666667,6.12466666667,6.20433333333,7.75444444444,7.40933333333,10.4866111111,8.46466666667,9.26188888889
431.50,9.289,10.1415555556,6.13433333333,6.22855555556,7.75466666667,7.42166666667,10.4932222222,8.46744444445,9.27855555557
431.86,9.283,10.1625555555,6.13355555556,6.21411111111,7.72755555555,7.40677777778,10.4737222222,8.45511111111,9.2571111111
432.22,9.23181481482,10.138,6.10855555556,6.16388888889,7.68366666667,7.34877777778,10.4356666667,8.42766666667,9.21755555554
432.57,9.23662962963,10.1642222222,6.12522222222,6.17288888889,7.68144444445,7.34144444444,10.442,8.44333333333,9.20533333333
432.93,9.25651851852,10.2051111111,6.14911111111,6.20688888889,7.69988888889,7.35,10.4571111111,8.47344444444,9.22433333333
433.29,9.22666666667,10.1997777778,6.152,6.20288888889,7.70188888889,7.321,10.4298888889,8.47755555555,9.20600000001
433.64,9.21959259259,10.1912222222,6.15244444444,6.19966666667,7.69455555556,7.30866666667,10.4130555555,8.46777777778,9.22155555555
434.00,9.20581481481,10.1855555556,6.13533333333,6.19388888889,7.68277777778,7.29966666667,10.3962777778,8.47044444444,9.20088888888
434.35,9.22462962963,10.233,6.18777777778,6.22988888889,7.70077777778,7.33977777778,10.4177222222,8.50088888889,9.23011111112
434.71,9.21607407407,10.2382222222,6.186,6.22633333333,7.69333333333,7.32333333333,10.4021111111,8.50477777778,9.21411111111
435.07,9.23822222222,10.2755555555,6.22366666667,6.25433333333,7.72566666667,7.33377777778,10.4188888889,8.51666666667,9.22699999999
435.42,9.23837037037,10.2721111111,6.23588888889,6.26144444444,7.73833333333,7.32222222222,10.4137222222,8.51688888889,9.23066666668
435.78,9.2132962963,10.2727777778,6.23577777778,6.273,7.72077777778,7.29822222222,10.4196666667,8.53122222222,9.23033333333
436.13,9.2707037037,10.3527777778,6.29722222222,6.33688888889,7.78,7.359,10.4922777778,8.61133333334,9.30622222222
436.49,9.26355555556,10.3531111111,6.27966666667,6.34566666667,7.77633333333,7.343,10.4936666667,8.59611111111,9.32122222223
436.84,9.25044444444,10.3644444445,6.28077777778,6.34855555556,7.77222222222,7.32233333333,10.4938333334,8.60411111111,9.32433333333
437.20,9.2152962963,10.364,6.24911111111,6.31144444444,7.72944444444,7.27544444444,10.4810555556,8.58944444444,9.29899999999
437.56,9.21740740741,10.4068888889,6.25711111111,6.32888888889,7.72822222222,7.26388888889,10.4823333333,8.619,9.30777777778
437.91,9.26107407407,10.473,6.30933333333,6.38177777778,7.76244444445,7.30755555555,10.5396666667,8.65011111111,9.36744444443
438.27,9.27425925926,10.4954444444,6.30677777778,6.38611111111,7.75966666667,7.27211111111,10.5693333333,8.66744444444,9.37377777778
438.62,9.30133333333,10.5507777778,6.34433333333,6.42,7.769,7.26688888889,10.6009444444,8.70033333333,9.40533333333
438.98,9.26248148148,10.5252222222,6.31688888889,6.40577777778,7.73777777778,7.226,10.5676111111,8.69488888889,9.37833333333
