wavelength,Back_CamPauf,Belly_CamPauf,Breast_CamPauf,Crissum_CamPauf,Crown_CamPauf,DorTail_CamPauf,Rump_CamPauf,Throat_CamPauf,WingTip_CamPauf
349.64,8.81413333332,11.5399333333,9.11006666667,10.2106333333,5.29466666667,6.02966666667,6.37423333333,7.9262,7.87413333333
350.00,8.74466666667,11.5491,9.06896666667,10.1478333333,5.17633333333,6.0054,6.42836666667,7.93493333333,7.92726666667
350.37,8.6278,11.4751,9.00123333333,10.0833333333,5.0332,5.968,6.313,7.93960000001,7.79446666667
350.73,8.62206666667,11.4037666667,9.02983333334,10.1074333333,4.96666666667,5.9524,6.36726666667,7.91066666667,7.75933333333
351.10,8.60633333333,11.4001,8.9847,10.1035333333,4.83606666667,5.82766666667,6.27543333333,7.83246666667,7.69206666667
351.46,8.7202,11.5816333333,9.18236666667,10.2246666667,4.92213333334,5.94906666667,6.33436666667,7.99759999999,7.80566666667
351.83,8.6862,11.6580666667,9.20526666667,10.2889,4.9334,5.94826666667,6.40356666667,8.05679999999,7.80933333333
352.19,8.847,11.8355,9.3473,10.4580666667,5.0684,6.09866666667,6.4624,8.24266666667,7.938
352.55,8.8118,11.8211,9.30829999999,10.4686666667,5.0056,5.97693333333,6.42156666667,8.22373333333,7.92033333333
352.92,8.8032,11.7956666667,9.26310000001,10.3702333333,5.0082,5.9326,6.37493333333,8.26833333333,7.86426666667
353.28,8.6696,11.7457666667,9.17543333334,10.3255,4.92326666667,5.83153333333,6.32933333333,8.27966666666,7.72386666666
353.65,8.525,11.6936,8.98876666667,10.2238666667,4.78973333333,5.71546666667,6.1646,8.19179999999,7.5988
354.01,8.70253333333,11.8217333333,9.18840000001,10.3903,4.95986666667,5.795,6.25026666667,8.32839999999,7.6712
354.38,8.7738,11.9465333333,9.19469999999,10.5052333333,5.02213333333,5.80226666667,6.2865,8.36253333334,7.68926666667
354.74,8.74526666667,12.0320666667,9.20626666667,10.552,5.04446666667,5.78033333333,6.25806666667,8.36666666666,7.68786666667
355.11,8.71486666667,12.0531666667,9.16173333333,10.5651666667,5.09093333334,5.73033333333,6.29676666667,8.39773333334,7.68366666667
355.47,8.51,11.8904,8.98423333333,10.442,4.84466666667,5.50153333333,6.12163333334,8.22380000001,7.4736
355.83,8.5264,11.8928333333,8.98626666667,10.5393,4.8472,5.48866666667,6.08933333333,8.21013333333,7.48073333334
356.20,8.31726666667,11.7341333333,8.82346666667,10.3472333333,4.642,5.2906,5.89773333333,7.97886666667,7.29466666667
356.56,8.39146666667,11.8405,8.95856666666,10.4733666667,4.71646666667,5.384,5.97093333333,8.0828,7.29393333333
356.93,8.2192,11.7680666667,8.87606666667,10.4046333333,4.52333333333,5.22506666667,5.82213333333,7.9208,7.10853333333
357.29,8.23733333333,11.8440666667,8.95103333333,10.4840333333,4.5648,5.23853333333,5.78813333333,7.9032,7.16386666667
357.66,8.41446666667,12.0261666667,9.18823333333,10.6549666667,4.6924,5.32293333333,5.97313333333,8.1268,7.27713333333
358.02,8.31833333333,11.9881333333,9.10673333334,10.6326333333,4.57146666667,5.24673333333,5.9127,8.0482,7.2162
358.38,8.1878,11.8556333333,8.96943333333,10.4919333333,4.43173333333,5.08586666667,5.74506666667,7.91306666667,7.0766
358.75,8.11946666667,11.8081666667,8.89536666667,10.44,4.3242,5.0004,5.65416666667,7.87826666667,6.95406666667
359.11,8.07606666666,11.7875666667,8.90466666667,10.4259333333,4.27806666667,4.99033333333,5.6292,7.8536,6.92313333333
359.48,8.28673333333,11.9963666667,9.02546666667,10.626,4.5018,5.148,5.79906666667,8.05193333333,7.062
359.84,8.27246666667,12.0511333333,9.04956666667,10.6509,4.5066,5.1522,5.81293333333,8.04313333333,7.0068
360.20,8.16606666667,12.0067666667,8.97853333333,10.6041,4.4012,5.05793333333,5.72573333333,8.02953333334,6.91913333334
360.57,8.1042,11.9646666667,8.91766666667,10.6134666667,4.3402,5.0296,5.7202,7.99859999999,6.90106666667
360.93,8.07806666667,11.9370333333,8.88906666667,10.6855,4.27793333333,4.97173333333,5.68196666667,8.00766666667,6.86266666667
361.29,8.10346666667,11.9747666667,8.86816666667,10.6618,4.26733333333,4.96066666667,5.68446666667,8.06513333333,6.7856
361.66,7.9904,11.8531666667,8.70126666667,10.6084333333,4.133,4.83233333333,5.54506666667,7.97693333333,6.637
362.02,7.96653333333,11.8983,8.6772,10.6411,4.1624,4.8316,5.53286666667,8.0122,6.58573333333
362.39,7.97653333333,11.9316,8.68586666667,10.7513,4.21646666667,4.87093333333,5.59726666667,8.04099999999,6.57793333333
362.75,7.93893333333,11.9813333333,8.67266666667,10.8157,4.24126666667,4.833,5.61633333333,8.07273333333,6.57406666667
363.11,7.9864,12.0388333333,8.72143333333,10.8992333333,4.26853333333,4.8546,5.6579,8.16333333333,6.61146666667
363.48,7.80973333333,11.9433666667,8.61076666667,10.7936,4.13373333333,4.69093333333,5.54223333333,8.03466666667,6.47146666667
363.84,7.75893333333,11.9309666667,8.57836666667,10.7736,4.04526666667,4.63353333333,5.48396666667,8.0304,6.4026
364.20,7.87946666667,12.0634666667,8.66103333333,10.9886,4.15406666667,4.70513333333,5.6005,8.15499999999,6.47433333333
364.57,7.76946666667,12.0238666667,8.58793333333,10.8814333333,4.0544,4.61353333333,5.4787,8.11106666666,6.33706666667
364.93,7.8112,12.1167666667,8.6104,10.9152666667,4.09906666667,4.6496,5.54486666667,8.18819999999,6.36013333333
365.29,7.83173333333,12.1807333333,8.66093333333,11.0265,4.1048,4.6896,5.59683333333,8.24533333334,6.395
365.66,7.7706,12.2132666667,8.6668,11.0699333333,4.14826666667,4.658,5.56813333333,8.18439999999,6.38393333333
366.02,7.8252,12.2834,8.77613333333,11.1473333333,4.20466666667,4.69666666667,5.6044,8.29340000001,6.39173333333
366.38,7.75026666667,12.2899333333,8.78226666667,11.1156,4.13,4.6044,5.54633333333,8.3078,6.34433333333
366.75,7.7798,12.3079333333,8.82616666667,11.1663666667,4.13173333333,4.6552,5.53023333333,8.33546666667,6.31106666667
367.11,7.73526666667,12.308,8.80826666667,11.1787333333,4.10653333333,4.61166666667,5.51116666667,8.29986666666,6.24286666667
367.47,7.85293333333,12.4679,8.99193333333,11.3580666667,4.24933333334,4.75626666667,5.6375,8.45846666666,6.33686666667
367.84,7.8102,12.4682333333,8.98126666667,11.3498666667,4.2388,4.7,5.5912,8.44806666667,6.28713333333
368.20,7.7656,12.4663666667,8.97233333333,11.2892333333,4.2118,4.68013333333,5.55156666667,8.40919999999,6.17213333333
368.56,7.93906666667,12.6880666667,9.10823333333,11.5338333333,4.38246666667,4.84253333333,5.72193333333,8.56526666666,6.3002
368.93,8.00766666667,12.7897,9.19006666667,11.6523333333,4.49106666666,4.9214,5.83643333333,8.62773333333,6.3792
369.29,7.96413333333,12.8223,9.2093,11.6865,4.56366666667,4.89473333333,5.82396666667,8.66953333333,6.37593333333
369.65,8.017,12.936,9.28416666667,11.7044,4.58053333333,4.98033333333,5.8963,8.77740000001,6.40433333333
370.01,7.92526666667,12.8867333333,9.16823333333,11.657,4.47746666667,4.89866666667,5.81413333333,8.6766,6.29566666667
370.38,8.03793333333,13.0038,9.25826666667,11.7487666667,4.55686666667,5.03506666667,5.8959,8.74820000001,6.3424
370.74,8.03426666667,12.9961333333,9.25943333333,11.7170333333,4.497,4.967,5.85416666667,8.75773333334,6.3146
371.10,8.07546666667,13.1261666667,9.36756666667,11.8532,4.579,5.0742,5.89883333333,8.86633333332,6.39166666667
371.46,7.98,13.0700333333,9.21766666667,11.8264,4.4848,5.01453333333,5.81906666666,8.8208,6.28406666667
371.83,8.059,13.1439666667,9.25763333333,11.9265333333,4.54666666667,5.0726,5.91463333333,8.893,6.3208
372.19,8.1532,13.2359666667,9.28466666667,12.0496,4.63953333333,5.13786666667,6.00493333333,9.00473333332,6.41366666667
372.55,8.062,13.1906666667,9.2351,12.0027666667,4.56046666667,5.01833333333,5.93376666667,8.96026666668,6.3832
372.92,8.10933333333,13.2660666667,9.26993333333,12.0568666667,4.57626666667,5.05293333333,5.87886666667,9.03346666667,6.35213333334
373.28,8.075,13.241,9.20933333333,12.0003,4.48673333333,4.9934,5.8604,8.93526666666,6.28333333333
373.64,8.08806666667,13.2444333333,9.1801,12.0695666667,4.51173333333,4.96986666667,5.85296666667,8.95806666667,6.2452
374.00,8.02353333333,13.1833666667,9.11413333333,12.0443666667,4.41566666667,4.87333333333,5.7845,8.89593333333,6.17686666667
374.37,7.98673333333,13.1971666667,9.07423333333,12.0718,4.37186666667,4.8286,5.756,8.91119999999,6.11346666667
374.73,7.9562,13.1976666667,9.01433333333,12.1415,4.383,4.8074,5.73973333333,8.861,6.07546666667
375.09,7.87366666667,13.1406333333,8.9003,12.0241,4.27306666667,4.66686666667,5.628,8.75213333333,5.90346666667
375.45,8.04986666667,13.3316333333,9.06143333333,12.1677,4.39453333333,4.71693333333,5.72663333333,8.88706666666,6.02513333334
375.81,8.12673333333,13.4199,9.15383333333,12.2665,4.48546666667,4.73113333333,5.7895,8.96006666665,6.11566666666
376.18,8.08146666667,13.4208666667,9.15766666667,12.1996666667,4.4284,4.6614,5.7292,8.9304,6.06786666667
376.54,8.11006666667,13.4545333333,9.17286666667,12.2156666667,4.46693333333,4.65046666667,5.75303333333,8.94380000001,6.0386
376.90,8.038,13.4228333333,9.16503333333,12.1851666667,4.463,4.59726666667,5.7413,8.93586666667,6.03653333333
377.26,8.14593333334,13.5206,9.26386666667,12.3366,4.5236,4.65666666667,5.7844,9.06606666668,6.12346666667
377.63,8.1742,13.5825333333,9.27773333333,12.3934,4.53253333333,4.67833333333,5.79926666667,9.095,6.17593333333
377.99,8.2486,13.6854333333,9.34173333333,12.4574333333,4.63153333333,4.70793333333,5.85833333333,9.17673333333,6.23346666667
378.35,8.3396,13.7792666667,9.4334,12.527,4.76113333333,4.759,5.92696666667,9.25493333333,6.3394
378.71,8.4798,13.9402666667,9.569,12.6161,4.90586666667,4.89386666667,6.07186666667,9.39606666667,6.4652
379.07,8.51,13.955,9.57143333333,12.6855333333,4.93526666667,4.89066666667,6.08346666667,9.44266666667,6.49866666667
379.44,8.51973333333,13.9940333333,9.60603333333,12.7019,4.94026666667,4.8926,6.09806666667,9.48713333333,6.49206666667
379.80,8.47693333333,14.0307666667,9.57143333333,12.7331333333,4.899,4.87386666667,6.0544,9.504,6.4592
380.16,8.54793333333,14.1361,9.6156,12.8862666667,4.96786666667,4.9362,6.09776666667,9.57080000001,6.52246666667
380.52,8.6892,14.3015666667,9.7507,13.1102,5.0868,5.0828,6.2016,9.73526666667,6.6612
380.88,8.75333333333,14.3920666667,9.79373333333,13.1770666667,5.1246,5.09386666667,6.23356666667,9.78553333333,6.6978
381.24,8.74866666667,14.4269,9.74473333333,13.1799333333,5.14893333334,5.10113333333,6.20093333333,9.8196,6.66913333333
381.61,8.67713333333,14.3913,9.67853333333,13.1726333333,5.0868,5.01986666667,6.12086666667,9.80940000001,6.58673333333
381.97,8.83073333333,14.5760666667,9.83403333333,13.3804666667,5.25693333333,5.1934,6.27266666667,9.96173333334,6.76413333333
382.33,8.7664,14.5529,9.80226666667,13.3806666667,5.1628,5.14433333333,6.2057,9.92640000001,6.71146666667
382.69,8.67766666667,14.5637666667,9.77843333333,13.3846,5.07473333333,5.02773333333,6.09246666667,9.87206666667,6.61586666667
383.05,8.74713333334,14.6953,9.84643333333,13.4635333333,5.13706666667,5.06713333333,6.16596666667,9.95746666667,6.7002
383.41,8.73626666666,14.7290666667,9.8192,13.5303333333,5.1712,5.08886666667,6.16953333333,9.97913333334,6.75033333333
383.77,8.82959999999,14.8201333333,9.8808,13.6131666667,5.23866666667,5.1728,6.23936666667,10.0556,6.81333333333
384.14,8.79913333333,14.847,9.8691,13.5729333333,5.22646666667,5.12393333333,6.22793333333,10.0416,6.79813333333
384.50,8.69953333333,14.8155,9.76313333333,13.4736,5.12406666667,4.96006666667,6.13183333333,9.97819999999,6.68653333333
384.86,8.72453333333,14.8923,9.79353333333,13.5832,5.1604,4.9614,6.1392,10.0081333333,6.70166666667
385.22,8.673,14.8823666667,9.75883333333,13.5848,5.1034,4.87826666667,6.09306666667,9.92673333333,6.646
385.58,8.76793333333,15.0433,9.87956666666,13.6987333333,5.1904,4.97386666667,6.1688,10.0328,6.7446
385.94,8.7506,15.1243,9.89246666666,13.7381666667,5.1916,4.96713333333,6.16536666667,10.0571333333,6.74433333333
386.30,8.75953333333,15.1303666667,9.9081,13.7758,5.19926666667,4.91773333333,6.14806666667,10.0254,6.75593333333
386.66,8.80580000001,15.1402333333,9.90286666667,13.8646666667,5.25253333333,4.94753333333,6.1942,10.0732,6.8164
387.03,8.82526666667,15.1543,9.90856666666,13.9528333333,5.29686666667,4.9894,6.18933333333,10.1132666667,6.80913333333
387.39,8.90013333333,15.2418666667,9.97573333333,14.0285,5.33993333333,5.01933333333,6.2412,10.1490666667,6.838
387.75,8.87593333333,15.3040333333,10.0077,14.0686,5.35986666667,5.01353333333,6.2212,10.1540666667,6.82166666667
388.11,8.85273333333,15.3459333333,10.0221333333,14.1209666667,5.35846666667,5.03886666667,6.21616666667,10.1828,6.82546666667
388.47,8.90706666667,15.4062,10.0801,14.2068666667,5.42353333333,5.11413333333,6.25756666667,10.1902666667,6.87146666667
388.83,8.93140000001,15.4874,10.1201,14.2477333333,5.454,5.1568,6.3117,10.2232666667,6.90813333333
389.19,9.07133333333,15.6790666667,10.3014333333,14.4198333333,5.59646666667,5.31926666667,6.4631,10.3973333333,7.07226666667
389.55,9.13153333333,15.7617666667,10.3762,14.509,5.65713333333,5.39633333333,6.55096666667,10.4285333333,7.11593333333
389.91,9.14733333333,15.8073666667,10.3860666667,14.5432333333,5.6446,5.41793333333,6.54486666667,10.4503333333,7.0932
390.27,9.22233333334,15.9988333333,10.4822,14.6725666667,5.73546666667,5.54153333333,6.6429,10.6026666667,7.14813333333
390.63,9.2598,16.13,10.5283333333,14.7607666667,5.7648,5.6036,6.69643333333,10.6482,7.1856
391.00,9.267,16.2301666667,10.5847333333,14.8049,5.76633333333,5.6222,6.71463333333,10.6747333333,7.205
391.36,9.27100000001,16.2585333333,10.5912666667,14.8536333333,5.78086666667,5.6238,6.72003333333,10.6903333333,7.20126666667
391.72,9.27353333334,16.3251,10.5936333333,14.9107,5.79053333333,5.61713333333,6.74296666667,10.7297333333,7.23186666667
392.08,9.3114,16.3705666667,10.6105,14.9837666667,5.79866666667,5.61786666667,6.75373333333,10.7464666667,7.23106666667
392.44,9.36079999999,16.4796666667,10.6793333333,15.0663,5.84613333333,5.6884,6.824,10.8692,7.29486666667
392.80,9.38039999999,16.5167333333,10.6732666667,15.1244333333,5.841,5.72213333333,6.8204,10.9316,7.31973333333
393.16,9.37013333333,16.5628666667,10.6640333333,15.1661666667,5.8354,5.71593333333,6.84643333333,10.9415333333,7.31413333333
393.52,9.3738,16.6200333333,10.6823666667,15.1994333333,5.84953333333,5.71553333333,6.83436666667,10.9793333333,7.32193333333
393.88,9.3632,16.6187,10.7108,15.2164333333,5.85266666667,5.66773333333,6.8533,10.989,7.33673333333
394.24,9.32813333333,16.6029666667,10.6769666667,15.2316333333,5.81566666667,5.59466666667,6.8124,10.986,7.3074
394.60,9.34253333333,16.6686666667,10.7305333333,15.2744666667,5.85266666667,5.60133333333,6.8467,11.0717333333,7.34053333333
394.96,9.3268,16.6668,10.7114666667,15.2896666667,5.8496,5.5684,6.839,11.0527333333,7.33386666667
395.32,9.24833333333,16.6767333333,10.6967,15.2687333333,5.7996,5.50546666667,6.79413333333,11.0356,7.285
395.68,9.29926666666,16.7116,10.7793333333,15.3493666667,5.83426666667,5.53146666667,6.83863333333,11.1091333333,7.31686666667
396.04,9.31793333333,16.8011,10.8348,15.4061333333,5.86113333333,5.5504,6.89116666667,11.1946,7.36526666667
396.40,9.27053333333,16.8155,10.8467333333,15.4521666667,5.84853333333,5.51253333333,6.86626666666,11.2146666667,7.3584
396.76,9.25766666666,16.8648333333,10.8822666667,15.4933,5.88173333333,5.48773333333,6.9035,11.2352666667,7.33953333333
397.12,9.26006666667,16.9293666667,10.8954,15.5536666667,5.89133333333,5.48753333333,6.88186666667,11.2650666667,7.3442
397.48,9.23133333333,16.9166,10.8886666667,15.5902,5.87266666667,5.4498,6.86096666667,11.266,7.3172
397.84,9.23880000001,16.9735333333,10.8954333333,15.6582666667,5.87506666667,5.44066666667,6.88726666667,11.3166666667,7.33086666667
398.20,9.2478,17.0174,10.9240333333,15.7036333333,5.8822,5.45986666667,6.9337,11.3286666667,7.35293333333
398.56,9.29160000001,17.0987333333,10.9528,15.7556666667,5.89733333333,5.48846666667,6.95466666667,11.3414,7.38073333333
398.92,9.40126666667,17.2870666667,11.1041,15.9309666667,6.004,5.62933333333,7.08936666667,11.5012666667,7.47866666667
399.28,9.46706666666,17.3970333333,11.1641666667,16.0170666667,6.0432,5.6852,7.1604,11.5834666667,7.54106666667
399.64,9.40453333333,17.4407,11.0876666667,16.0087,5.97253333333,5.65273333334,7.10186666667,11.5657333333,7.47933333333
400.00,9.41939999999,17.4867,11.0912333333,16.0644333333,6.00113333333,5.6632,7.1075,11.5690666667,7.47226666667
400.36,9.37793333333,17.4664666667,11.0288666667,16.0054666667,5.91573333333,5.59086666667,7.05246666667,11.4796666667,7.37973333333
400.72,9.36186666667,17.4724666667,11.0121,16.0121,5.84193333334,5.55806666667,7.02393333333,11.445,7.34953333333
401.08,9.2986,17.4423666667,10.9432,15.9515333333,5.7732,5.47466666667,6.9707,11.3946666667,7.25833333333
401.44,9.33139999999,17.5607666667,10.9949,16.0071666667,5.7708,5.50073333333,7.00546666667,11.4346,7.30133333333
401.80,9.29793333334,17.5941666667,10.9629666667,16.0135666667,5.73593333334,5.48246666667,6.96636666667,11.4147333333,7.25986666667
402.16,9.35079999999,17.688,11.0008666667,16.0810666667,5.77746666667,5.53766666667,7.01086666667,11.4862,7.29673333333
402.52,9.34153333334,17.7217,11.0113,16.1147333333,5.76753333333,5.52786666667,7.01726666667,11.5336666667,7.28406666667
402.88,9.27620000001,17.6750666667,10.9496666667,16.0822666667,5.69373333333,5.4282,6.95913333333,11.4978,7.21626666667
403.24,9.25006666667,17.6845333333,10.9528,16.1214,5.66226666667,5.38313333333,6.9257,11.5019333333,7.1836
403.60,9.25540000001,17.6893333333,10.9801666667,16.1522,5.674,5.3646,6.94586666667,11.5188666667,7.19126666666
403.95,9.25333333334,17.7165666667,11.0015,16.1795333333,5.66386666667,5.3404,6.9597,11.5734,7.17426666667
404.31,9.2946,17.7873333333,11.0667,16.2867,5.68473333333,5.37146666666,7.00893333333,11.6251333333,7.2184
404.67,9.31826666665,17.8406333333,11.1151,16.3635666667,5.72813333333,5.39566666667,7.03803333333,11.6639333333,7.22786666667
405.03,9.36846666665,17.8972666667,11.2096666667,16.4793333333,5.78086666667,5.44106666667,7.1113,11.7324666667,7.2782
405.39,9.40033333332,17.9402666667,11.2323333333,16.529,5.8124,5.43833333333,7.15983333333,11.7991333333,7.276
405.75,9.39293333335,17.9536333333,11.2466,16.5387,5.787,5.4074,7.1479,11.8084666667,7.23753333333
406.11,9.363,17.9792,11.2626333333,16.5891666667,5.767,5.36026666667,7.1277,11.7938,7.22106666667
406.47,9.3402,17.9701,11.2601666667,16.5923333333,5.7688,5.357,7.1262,11.7945333333,7.1934
406.83,9.29733333334,17.9481333333,11.2253666667,16.5516,5.72633333333,5.31133333333,7.0905,11.7556666667,7.15186666667
407.19,9.33413333333,18.0377,11.2712,16.6149666667,5.78146666667,5.37413333333,7.14676666667,11.8236666667,7.19306666667
407.55,9.38120000001,18.1244,11.331,16.6829,5.80786666667,5.42466666667,7.2044,11.8689333333,7.231
407.90,9.31433333333,18.1125666667,11.2722333333,16.6822666667,5.7484,5.36693333333,7.137,11.8136666667,7.17406666667
408.26,9.3072,18.1679333333,11.2807,16.7175,5.78973333333,5.3684,7.13853333333,11.8698,7.1662
408.62,9.2452,18.1400333333,11.2010333333,16.6728666667,5.71813333333,5.30853333333,7.0649,11.8527333333,7.1068
408.98,9.1924,18.1332666667,11.1485666667,16.6454333333,5.66366666667,5.26553333333,7.02326666667,11.8391333333,7.0596
409.34,9.1518,18.1351666667,11.1102333333,16.6499333333,5.65033333333,5.23366666667,6.98226666667,11.8112666667,7.03193333333
409.70,9.17173333335,18.1998,11.1311,16.7439333333,5.6904,5.28446666667,7.01093333333,11.8702666667,7.07826666667
410.06,9.19693333332,18.2827666667,11.1286,16.7695333333,5.69993333333,5.2902,7.03986666667,11.9152666667,7.07193333333
410.42,9.21813333334,18.3617666667,11.1465666667,16.8354,5.69833333333,5.27986666667,7.04143333333,11.9349333333,7.08973333333
410.77,9.29746666667,18.4856666667,11.2527666667,16.9567666667,5.76973333333,5.35266666667,7.13633333333,12.0522666667,7.16953333333
411.13,9.26893333335,18.4893666667,11.2229333333,16.9547333333,5.72066666667,5.30173333333,7.1001,12.0398666667,7.11353333333
411.49,9.20713333333,18.4558333333,11.1602333333,16.9324,5.6822,5.23413333333,7.0425,12.0033333333,7.0312
411.85,9.28593333335,18.5584666667,11.2433,17.0421333333,5.7494,5.30813333333,7.14086666667,12.1084666667,7.10233333333
412.21,9.28946666667,18.5846,11.2368333333,17.0642333333,5.73173333333,5.30773333333,7.1515,12.1090666667,7.1028
412.57,9.33066666665,18.6849333333,11.3125666667,17.1461,5.76706666667,5.33313333333,7.20586666667,12.1786,7.12966666667
412.92,9.34040000001,18.7689333333,11.335,17.2040666667,5.77846666667,5.34813333333,7.22413333333,12.2267333333,7.16
413.28,9.32333333332,18.7932,11.3356333333,17.2139333333,5.73133333333,5.31566666667,7.20586666667,12.2152666667,7.12526666667
413.64,9.32606666667,18.8581,11.3739666667,17.2465666667,5.73153333333,5.31853333333,7.24263333333,12.2296,7.14033333333
414.00,9.34280000001,18.8609,11.4007666667,17.2828333333,5.75586666667,5.3648,7.26563333333,12.2766666667,7.16506666667
414.36,9.30273333334,18.8729666667,11.3839,17.2832,5.71773333333,5.317,7.23793333333,12.2556,7.11726666667
414.72,9.25766666667,18.8677,11.3232333333,17.2756333333,5.6602,5.26726666667,7.18563333333,12.2133333333,7.0596
415.07,9.21233333334,18.8662666667,11.2989666667,17.2628666667,5.6104,5.23086666667,7.1486,12.1752666667,7.02466666667
415.43,9.2384,18.912,11.3338666667,17.3061,5.6002,5.24226666667,7.16416666667,12.2037333333,7.0444
415.79,9.25046666667,18.9488666667,11.3502333333,17.3131666667,5.6114,5.2594,7.1633,12.1907333333,7.0418
416.15,9.24133333334,18.9516333333,11.3502333333,17.3419333333,5.61213333333,5.24766666667,7.15916666667,12.1944,7.03073333333
416.51,9.32713333333,19.046,11.4047333333,17.4248333333,5.703,5.33006666667,7.24356666667,12.2734,7.1152
416.86,9.33893333333,19.0536666667,11.4063333333,17.4494666667,5.7272,5.34706666667,7.2492,12.2920666667,7.08866666667
417.22,9.34406666667,19.0733333333,11.4124666667,17.4786333333,5.74946666667,5.36566666667,7.2586,12.313,7.10553333333
417.58,9.35686666667,19.0840333333,11.3955,17.4974,5.7502,5.35506666667,7.25626666667,12.3273333333,7.1104
417.94,9.34806666667,19.0935,11.3901333333,17.5067,5.74666666667,5.33966666667,7.25826666667,12.3223333333,7.0984
418.29,9.36159999999,19.1047666667,11.3949666667,17.5427666667,5.75826666667,5.36906666667,7.2673,12.3566666667,7.1108
418.65,9.35713333335,19.1202,11.3809666667,17.5562333333,5.76586666666,5.35653333334,7.26066666667,12.3581333333,7.10666666666
419.01,9.40146666667,19.1504,11.4005666667,17.6175333333,5.80393333333,5.39266666667,7.29413333333,12.3945333333,7.13646666667
419.37,9.39073333333,19.1565666667,11.3904333333,17.6137,5.8168,5.3748,7.29423333333,12.4006,7.13393333333
419.73,9.3898,19.1727666667,11.3993666667,17.6522333333,5.82326666667,5.37593333333,7.30003333333,12.4405333333,7.15266666667
420.08,9.42399999999,19.2546,11.4368666667,17.7129666667,5.85586666667,5.42046666667,7.33736666667,12.4996666667,7.19353333333
420.44,9.38993333332,19.2345666667,11.4130333333,17.7063666667,5.83826666667,5.3886,7.30216666666,12.4705333333,7.16586666666
420.80,9.413,19.2790666667,11.4364666667,17.7446333333,5.858,5.3974,7.32116666667,12.4969333333,7.19726666667
421.16,9.42126666667,19.2984,11.4492333333,17.7843,5.866,5.3932,7.33213333333,12.5139333333,7.2068
421.51,9.4422,19.3342666667,11.4919666667,17.8242,5.89946666667,5.42093333333,7.35596666667,12.5616,7.2162
421.87,9.44680000001,19.3702,11.4881666667,17.8488333333,5.89633333333,5.42226666667,7.35206666667,12.5816666667,7.20906666667
422.23,9.45826666667,19.3964,11.4952,17.8684666667,5.90393333334,5.41806666667,7.36416666667,12.5885333333,7.216
422.58,9.48920000001,19.4602666667,11.5334333333,17.9365333333,5.93486666667,5.45386666667,7.3883,12.6447333333,7.23486666667
422.94,9.50073333333,19.5048,11.5610666667,17.9841666667,5.95966666667,5.46533333333,7.414,12.6789333333,7.25046666667
423.30,9.53773333333,19.5767,11.6118666667,18.0785333333,6.00213333333,5.52013333333,7.45503333333,12.7328,7.29066666667
423.66,9.54273333333,19.5940333333,11.6267333333,18.1027666667,6.009,5.52133333333,7.45446666667,12.7366,7.27886666667
424.01,9.54206666667,19.6046666667,11.6207,18.1234,6.01113333333,5.5112,7.44383333333,12.7383333333,7.2628
424.37,9.55226666667,19.6475666667,11.6534333333,18.1751333333,6.03006666667,5.51606666667,7.46826666667,12.7702,7.26413333333
424.73,9.56313333333,19.6775,11.6702,18.2077666667,6.03446666667,5.51733333333,7.47393333333,12.7858,7.26313333333
425.08,9.559,19.7243,11.6709333333,18.2328333333,6.03533333333,5.5266,7.46993333333,12.7928666667,7.2518
425.44,9.54013333333,19.7378666667,11.643,18.2438333333,6.00266666667,5.50126666667,7.4291,12.7614,7.21213333333
425.80,9.55300000001,19.7913666667,11.6678333333,18.3012666667,6.02273333333,5.5084,7.4388,12.7876,7.2264
426.16,9.56813333332,19.8482,11.7014333333,18.3574,6.06986666667,5.5362,7.46483333333,12.8281333333,7.23906666667
426.51,9.55893333333,19.875,11.7243,18.4007666667,6.07366666667,5.5252,7.47186666667,12.8272666667,7.2442
426.87,9.55719999999,19.9168,11.7262666667,18.4211,6.07366666667,5.5218,7.46316666667,12.8384,7.24573333333
427.23,9.54246666667,19.9541333333,11.7119666667,18.4471666667,6.0646,5.49906666667,7.43546666667,12.8438,7.219
427.58,9.5624,20.0137666667,11.7189,18.5128333333,6.08153333333,5.49393333333,7.45913333333,12.875,7.22686666667
427.94,9.59313333332,20.0646333333,11.7539,18.5716666667,6.11446666667,5.52013333333,7.49533333333,12.9130666667,7.2578
428.30,9.62633333333,20.1306333333,11.7662666667,18.6244666667,6.1206,5.53666666667,7.5109,12.952,7.2792
428.65,9.652,20.1922333333,11.7820666667,18.6905666667,6.14053333333,5.55746666667,7.52416666667,12.9830666667,7.3022
429.01,9.69693333333,20.2374,11.8323333333,18.7453,6.18253333333,5.57846666667,7.57336666667,13.0481333333,7.32313333333
429.37,9.74293333335,20.3292333333,11.8874333333,18.8374,6.24673333333,5.62373333333,7.64136666667,13.1283333333,7.37486666667
429.72,9.76726666666,20.3659666667,11.9341333333,18.9149,6.2828,5.6536,7.67593333333,13.1605333333,7.41273333333
430.08,9.79440000001,20.4430666667,11.9800333333,18.9772,6.2924,5.67293333333,7.69173333333,13.2022,7.4262
430.44,9.85960000001,20.5248,12.0223666667,19.0456666667,6.35413333333,5.72313333333,7.75126666666,13.2686666667,7.46026666667
430.79,9.89286666667,20.5880333333,12.0802666667,19.1113,6.37386666667,5.741,7.78623333333,13.3268666667,7.4832
431.15,9.94526666665,20.6342333333,12.1396,19.1533666667,6.40646666666,5.77053333333,7.83143333333,13.3714,7.51153333334
