wavelength,Back_TanVelf,Belly_TanVelf,Breast_TanVelf,Crissum_TanVelf,Crown_TanVelf,DorTail_TanVelf,Patch10_TanVelf,Patch11_TanVelf,Patch12_TanVelf,Rump_TanVelf,Throat_TanVelf,WingTip_TanVelf
319.59,7.14349999999,6.62399999999,32.9693333334,6.78016666667,5.92825,8.35225000001,52.5521666667,7.02283333332,10.96975,12.6485,26.29375,10.05075
319.96,7.21033333333,6.72708333332,33.065,6.80125,6.02666666666,8.49249999999,52.6630833333,7.19441666667,11.0340833333,12.8421666667,26.4793333333,10.097
320.32,7.26991666667,6.83666666666,33.28475,6.89808333334,6.0165,8.38583333332,52.905,7.35808333333,11.0804166667,12.8989166667,26.684,10.1041666667
320.69,7.38716666667,6.98074999999,33.3044166667,7.09516666667,6.12583333333,8.55683333333,52.7518333333,7.53583333333,11.2884166667,13.09475,26.6541666666,10.2041666667
321.06,7.66266666667,7.05549999999,33.6585,7.13908333333,6.25333333333,8.64275000001,52.6933333333,7.69008333335,11.44425,13.354,26.9361666667,10.3592916667
321.43,7.74791666666,7.16016666666,33.8959166667,7.20858333333,6.29825,8.81366666668,52.8940833333,7.80916666667,11.4825833334,13.4933333333,27.0771666667,10.4676666667
321.80,7.64441666668,6.92841666667,33.8830833334,7.14141666666,6.20700000001,8.76958333333,52.8258333334,7.82425000001,11.2269166667,13.4840833333,27.0093333333,10.3802916667
322.16,7.65716666667,6.95825,34.1890833333,7.06200000001,6.15550000001,8.838,53.2510833333,7.92033333334,11.23325,13.5888333333,27.1376666667,10.3790833333
322.53,7.70091666666,6.96808333333,34.1585,6.99591666666,6.09975,8.82883333333,53.0961666667,7.96225000002,11.224,13.5658333333,27.2364166667,10.2213333333
322.90,7.39225000001,6.67983333334,34.208,6.62658333333,5.85633333332,8.53550000001,52.82725,7.67441666667,10.8738333333,13.2614166667,27.0906666667,9.91316666666
323.27,7.18500000001,6.467,33.9545833333,6.42316666666,5.75741666667,8.3865,52.6336666667,7.42849999999,10.6455833334,13.0026666667,26.8275,9.656125
323.63,7.24533333333,6.4825,33.966,6.4905,5.82491666666,8.38091666668,52.5753333334,7.3865,10.5469166667,12.79275,26.8245833333,9.49654166666
324.00,7.04033333334,6.34975,33.9505,6.37724999999,5.70041666667,8.26349999999,52.4333333333,7.12841666667,10.4184166666,12.5514166666,26.596,9.32079166667
324.37,6.83049999999,6.02791666666,33.9775,6.12058333334,5.44208333333,8.06724999999,52.3034166667,6.80533333333,10.16975,12.23875,26.4251666667,9.07812499999
324.74,6.68066666667,5.88933333333,34.1714166667,5.82266666667,5.37091666667,7.86658333333,52.4163333334,6.63108333333,9.96791666667,12.034,26.37425,8.87000000001
325.10,6.499,5.71808333333,34.0795833334,5.7515,5.34475,7.76175,52.3690833333,6.49933333333,9.83033333333,11.8326666667,26.1835,8.75020833334
325.47,6.27433333333,5.49916666667,34.0850833333,5.55108333333,5.18216666667,7.55508333334,52.1575,6.22733333333,9.63999999998,11.4931666667,25.97525,8.53858333334
325.84,6.19375,5.43691666667,34.273,5.52916666667,5.22391666666,7.58675,52.114,6.1175,9.69933333333,11.4388333334,26.00675,8.37408333334
326.21,6.194,5.47741666667,34.3346666667,5.52566666667,5.33466666667,7.57316666667,51.9396666667,6.13233333333,9.69083333332,11.425,25.90125,8.31770833334
326.57,6.31041666667,5.54008333333,34.5623333333,5.55908333333,5.51783333333,7.61558333332,51.9661666667,6.18316666667,9.66891666666,11.54575,25.8709166667,8.39879166667
326.94,6.46533333333,5.60916666666,34.82225,5.712,5.65525,7.81199999999,52.0285,6.33808333333,9.79733333332,11.633,25.9254166667,8.44574999999
327.31,6.46658333333,5.6525,35.1160833333,5.71516666666,5.75233333333,7.82258333334,52.108,6.446,9.83958333333,11.6000833333,25.9511666666,8.47025
327.67,6.32775,5.52583333334,35.217,5.55925,5.74591666667,7.83233333333,51.9683333334,6.45233333333,9.83516666666,11.5655833333,25.8745,8.41649999999
328.04,6.399,5.49708333333,35.5520833333,5.58566666667,5.76583333334,7.96933333333,52.1455,6.48541666667,9.84433333332,11.60475,25.9771666667,8.40199999999
328.41,6.77325,5.96325,35.7513333333,6.0205,6.25183333333,8.38016666666,52.12575,6.89391666667,10.1821666666,12.0385,26.1134166667,8.68216666667
328.78,6.82000000001,6.07866666667,35.8278333334,6.21716666667,6.28725,8.49775000001,52.15975,7.03041666667,10.2888333333,12.2056666666,26.22575,8.81520833334
329.14,6.98158333333,6.3,36.077,6.36666666667,6.43066666667,8.73858333334,52.21825,7.21308333333,10.4881666667,12.32875,26.3533333333,8.963875
329.51,6.96766666666,6.21316666666,36.177,6.369,6.38641666667,8.68275,52.3098333333,7.24966666667,10.4558333333,12.3518333333,26.3041666667,8.8955
329.88,6.85241666667,6.14116666666,36.0895833333,6.28833333333,6.208,8.49974999999,52.1321666667,7.20016666667,10.2141666667,12.2561666667,26.0225833333,8.82933333334
330.24,6.64941666667,5.93041666666,36.14775,6.18083333334,5.937,8.30941666666,52.19275,7.01933333333,10.0778333333,12.1361666667,25.94375,8.70979166667
330.61,6.4735,5.8055,36.1485833333,6.08141666666,5.73266666666,8.23991666666,51.9354166667,6.9175,9.99791666665,11.9191666667,25.8730833333,8.61325000001
330.98,6.34625,5.801,36.1629166667,6.02816666667,5.56666666667,8.12375000001,51.9456666667,6.80008333333,9.86558333334,11.8015833333,25.86275,8.63704166667
331.34,6.55675,5.89441666667,36.39225,6.16841666667,5.58991666667,8.21166666667,51.9225833333,6.77158333334,9.89608333333,11.8771666667,25.9028333333,8.70262499999
331.71,6.80208333334,6.13533333333,36.5680833333,6.44800000001,5.71025,8.30241666668,51.9180833333,6.86166666667,10.0223333333,12.0134166667,25.88775,8.83058333334
332.08,6.68891666666,6.11933333333,36.6201666667,6.36008333333,5.63908333333,8.10491666667,51.86375,6.72258333333,10.01125,11.9586666667,25.7945833333,8.78487499999
332.44,6.35175,5.74933333333,36.5525833333,5.97108333333,5.26508333334,7.74333333332,51.50975,6.29416666667,9.63733333333,11.5134166667,25.5393333333,8.47970833333
332.81,6.15075,5.46575,36.5038333333,5.73775,4.97216666667,7.40316666667,51.1345833334,5.96483333333,9.34266666666,11.0986666667,25.21,8.14879166667
333.18,6.04291666667,5.30225,36.6165,5.59866666667,4.84708333333,7.18691666666,51.01775,5.82916666667,9.21675,10.96375,25.0618333334,8.07079166667
333.54,5.94675,5.21225,36.5948333334,5.50641666667,4.754,7.09583333334,50.7665833333,5.73133333333,9.10358333334,10.8560833333,25.00675,7.98758333333
333.91,6.1295,5.34833333333,36.8848333334,5.57433333333,4.87591666667,7.27066666668,50.7483333333,5.82966666667,9.27508333335,10.8668333333,25.1221666666,8.08041666667
334.28,6.26275,5.48558333333,36.98975,5.65508333333,4.96841666667,7.36733333333,50.45625,5.94108333333,9.28558333333,10.85025,25.11975,8.08491666667
334.64,6.33883333333,5.53833333333,37.2295,5.72333333333,4.97758333333,7.35458333332,50.4058333333,5.91025,9.23025000001,10.8144166667,25.0098333333,8.04991666667
335.01,6.3435,5.51458333333,37.34175,5.66025,4.99,7.30358333334,50.2288333333,5.817,9.19108333333,10.7353333333,24.9101666667,7.95354166667
335.38,6.21466666667,5.35708333333,37.41275,5.45075,4.84858333334,7.16325,50.1604166667,5.73341666667,9.14300000001,10.6688333333,24.8863333333,7.91091666666
335.74,6.05558333333,5.23658333333,37.4839166666,5.21683333333,4.69641666667,6.95400000001,49.9000833333,5.57983333333,8.99050000002,10.5221666667,24.8403333333,7.76329166667
336.11,6.01541666667,5.18658333333,37.4739166667,5.13958333333,4.66325,6.95900000001,49.6430833333,5.56758333333,8.888,10.4371666667,24.79075,7.62454166667
336.47,6.03558333333,5.15391666667,37.6153333334,5.18908333333,4.62441666667,6.96133333334,49.7255,5.62658333333,8.88891666666,10.4695833333,24.8693333333,7.71266666667
336.84,6.10133333333,5.22708333333,37.8146666667,5.17058333333,4.67866666667,7.06524999999,49.7853333333,5.73466666666,8.96133333335,10.6361666667,24.9978333333,7.79904166666
337.21,5.97833333333,5.13716666667,37.79175,5.03783333333,4.53725,7.04841666667,49.6366666667,5.61991666667,8.81983333333,10.5744166667,24.88625,7.64158333333
337.57,5.95566666666,5.13,37.934,5.005,4.56116666666,7.005,49.4744166667,5.55066666667,8.82583333335,10.585,24.8156666666,7.59033333333
337.94,5.94233333334,5.18316666667,37.9951666667,4.9905,4.61141666666,6.97658333334,49.3304166667,5.60775,8.88999999999,10.5969166667,24.868,7.63566666667
338.31,5.94983333334,5.16691666667,38.19775,4.90833333333,4.56166666667,6.93258333333,49.1765,5.56108333333,8.8415,10.61425,24.9491666667,7.71029166667
338.67,5.92883333333,5.12575,38.2305833333,4.89366666667,4.561,6.9065,49.1195833333,5.53116666666,8.80483333333,10.60375,24.983,7.699
339.04,5.93166666666,5.1055,38.3779166667,4.94758333333,4.60591666667,6.90866666667,49.00675,5.59983333333,8.77933333333,10.65425,24.9683333333,7.62616666667
339.40,5.81891666667,5.06366666667,38.37425,4.96858333333,4.60141666667,6.84308333334,48.68375,5.499,8.61741666666,10.4894166667,24.81025,7.42708333333
339.77,5.77233333333,5.00433333333,38.34475,5.02641666667,4.60883333334,6.85933333333,48.63625,5.46891666667,8.62458333333,10.443,24.7755833333,7.39466666666
340.14,5.64316666667,4.84383333333,38.4118333333,4.92283333333,4.51258333333,6.69058333334,48.4214166667,5.34891666667,8.50141666667,10.3105,24.6830833333,7.34916666666
340.50,5.66808333333,4.96258333333,38.5700833333,4.91275,4.64691666667,6.69858333334,48.2774166667,5.38325,8.57066666668,10.3535833333,24.6985833333,7.373875
340.87,5.706,4.98375,38.8045833333,4.93966666667,4.69258333333,6.69441666667,48.1098333333,5.362,8.60308333334,10.3284166667,24.65,7.40341666667
341.23,5.79341666667,5.03933333333,39.0490833333,5.02483333333,4.742,6.65533333333,47.9823333333,5.36841666667,8.61466666667,10.2933333333,24.696,7.44308333334
341.60,5.8815,5.13716666667,39.2836666667,5.1505,4.81708333333,6.7385,47.9685,5.496,8.72599999999,10.349,24.84075,7.49479166667
341.96,5.84083333333,5.01508333333,39.44375,5.15375,4.74241666667,6.76366666667,47.9020833333,5.40875,8.66166666667,10.4334166667,24.8034166667,7.48175
342.33,5.7685,4.92333333334,39.5904166667,5.16383333333,4.72358333333,6.73866666666,48.0308333333,5.34566666667,8.57758333333,10.39275,24.605,7.41233333333
342.70,5.77433333333,4.97158333333,39.8051666667,5.11541666667,4.818,6.73775,47.9630833333,5.40066666666,8.64183333332,10.45575,24.6454166667,7.40654166667
343.06,5.84416666667,5.06108333334,40.0750833333,5.17366666667,4.83308333333,6.79333333333,47.9415833333,5.48658333333,8.74383333333,10.5416666667,24.6446666667,7.48133333333
343.43,5.80841666666,4.99466666667,40.13375,5.10433333333,4.67975,6.72616666667,47.74925,5.42258333333,8.71466666668,10.52575,24.5469166667,7.39725
343.79,5.74766666667,4.96783333333,40.3405,5.05775,4.64691666667,6.63516666667,47.5500833333,5.37466666667,8.61158333334,10.51625,24.4400833333,7.33054166666
344.16,5.91975,5.189,40.6111666667,5.2295,4.78291666666,6.82625,47.5658333333,5.54275,8.75216666666,10.6775,24.5270833333,7.45525
344.52,5.99216666667,5.22883333333,40.8361666667,5.24616666667,4.78025,6.9245,47.4755833333,5.59308333333,8.77433333334,10.7540833333,24.5435,7.45416666667
344.89,6.10083333334,5.34158333333,40.9465833333,5.37866666666,4.90166666667,7.02633333333,47.5375833333,5.69175,8.85266666667,10.90775,24.6088333333,7.57008333333
345.25,6.09191666666,5.34991666667,40.8710833333,5.391,4.88808333333,7.03166666667,47.3484166667,5.7075,8.83041666667,10.952,24.47875,7.52645833333
345.62,6.06933333333,5.274,40.9268333334,5.32625,4.82483333333,6.99383333333,47.1994166667,5.65066666667,8.70675,10.9053333334,24.34825,7.54404166667
345.99,6.10508333333,5.25725,40.9256666667,5.28891666667,4.83458333333,6.89875,46.9929166667,5.68125,8.65025000001,10.8385,24.293,7.48908333333
346.35,6.10641666666,5.27558333333,40.9655,5.27091666667,4.81116666667,6.86041666667,46.63275,5.66958333333,8.67083333332,10.7836666667,24.2616666667,7.434625
346.72,6.05975,5.29566666667,41.00625,5.30741666667,4.76491666667,6.87908333333,46.3994166667,5.63083333333,8.64508333334,10.7045833333,24.1623333333,7.4655
347.08,6.07416666667,5.31683333333,41.0176666667,5.363,4.84783333334,6.89,46.3345,5.63541666666,8.64791666667,10.6555833333,24.1431666667,7.51933333334
347.45,6.17633333333,5.40283333333,41.153,5.45708333333,4.9785,6.9495,46.2574166667,5.71533333333,8.67550000001,10.7499166667,24.2371666667,7.63616666667
347.81,6.21458333333,5.42241666666,41.3485,5.40641666666,4.99441666667,7.01816666667,46.2630833333,5.74158333333,8.66158333334,10.7168333333,24.2624166667,7.68083333334
348.18,6.2555,5.41325,41.4315,5.37625,4.953,6.94225,46.1414166667,5.71075,8.63333333333,10.6524166667,24.14675,7.65866666666
348.54,6.27725,5.36791666667,41.5468333333,5.3905,4.9595,6.88041666667,46.0373333333,5.6565,8.61416666666,10.5571666667,23.9979166666,7.6
348.91,6.2985,5.37775,41.6278333333,5.3845,4.951,6.86941666666,45.8099166667,5.64733333333,8.60091666666,10.47375,23.98975,7.51304166667
349.27,6.38725,5.49433333333,41.9923333334,5.47866666667,5.0735,6.91291666666,45.83825,5.78308333333,8.68583333333,10.5325,24.16,7.62491666667
349.64,6.37333333333,5.47416666667,42.1664166667,5.4835,5.1095,6.92216666667,45.6865833333,5.753,8.72608333333,10.5371666667,24.1745,7.57204166667
350.00,6.3505,5.51608333333,42.4788333333,5.55825,5.12516666667,6.97158333333,45.7088333333,5.7105,8.749,10.5115,24.1986666666,7.58933333334
350.37,6.39258333333,5.53108333333,42.7674166666,5.554,5.13766666666,6.97,45.89725,5.72766666666,8.80049999999,10.59975,24.2444166667,7.66183333333
350.73,6.26391666667,5.3445,42.8365,5.40183333333,4.96566666667,6.79816666667,45.7693333333,5.5725,8.67541666666,10.4821666667,24.108,7.46408333333
351.10,6.08916666667,5.20541666667,42.8685833333,5.1975,4.78716666667,6.703,45.5255,5.36433333333,8.50625000001,10.3920833333,24.0034166667,7.2725
351.46,6.17725,5.32225,43.1469166667,5.28016666667,4.89216666667,6.81233333334,45.606,5.45116666667,8.59308333333,10.4365833333,24.0283333333,7.38129166667
351.83,6.29266666667,5.46916666667,43.4066666666,5.43558333333,4.99883333333,6.93433333333,45.607,5.56075,8.74641666666,10.5575833333,24.1380833333,7.48858333333
352.19,6.28733333333,5.45875,43.59325,5.49016666667,5.05116666666,6.93166666666,45.4663333334,5.52875,8.76816666667,10.59925,24.20275,7.51491666667
352.55,6.15233333333,5.44933333333,43.5871666667,5.39641666666,4.95408333333,6.84191666666,45.251,5.47183333333,8.63341666668,10.538,24.178,7.44520833333
352.92,6.09141666666,5.44816666667,43.8280833333,5.453,4.90233333333,6.8,45.21425,5.52091666667,8.62466666666,10.5409166667,24.1236666667,7.510875
353.28,6.02308333333,5.36633333333,43.9939166667,5.38133333334,4.84233333333,6.79466666666,45.1555,5.40683333334,8.60266666667,10.4993333333,24.0335833334,7.4465
353.65,5.88808333333,5.30816666667,44.0590833334,5.236,4.674,6.63233333333,45.042,5.32358333333,8.5105,10.34975,23.906,7.32883333333
354.01,5.74258333333,5.16575,44.0601666667,5.00175,4.45291666666,6.42758333333,44.8281666667,5.11733333333,8.31608333333,10.1516666667,23.7155833334,7.132875
354.38,5.62008333333,5.10025,44.026,4.98041666666,4.40691666667,6.36841666667,44.509,5.00133333333,8.20141666667,9.99983333333,23.5941666667,7.00025
354.74,5.66833333334,5.156,44.3231666667,5.01491666667,4.44558333333,6.38908333333,44.4253333333,4.977,8.20241666667,10.005,23.6161666667,7.042875
355.11,5.71141666667,5.13975,44.5845,5.01925,4.44391666667,6.36583333333,44.3689166667,5.01083333333,8.24241666668,9.98833333332,23.668,7.02958333333
355.47,5.53791666667,4.9745,44.7240833334,4.87558333333,4.29858333334,6.20358333333,44.1706666667,4.85283333333,8.12600000001,9.86458333334,23.5781666667,6.84525
355.83,5.43591666667,4.78733333333,44.8325,4.79116666667,4.20191666667,6.03941666666,44.06175,4.75175,7.97508333334,9.77333333333,23.4615,6.703
356.20,5.45008333333,4.82266666667,45.11325,4.7865,4.21541666667,6.04133333334,44.12275,4.79216666667,7.95816666666,9.7645,23.5080833333,6.70879166667
356.56,5.41141666666,4.76508333333,45.364,4.76808333333,4.21783333333,5.99616666667,44.1831666666,4.80025,7.99116666668,9.77283333334,23.5408333334,6.71070833333
356.93,5.31625,4.64325,45.42775,4.60033333333,4.12608333333,5.89433333334,43.9964166667,4.6365,7.88766666666,9.66666666667,23.4063333333,6.5715
357.29,5.24208333333,4.5775,45.54875,4.54666666667,4.05491666667,5.80991666667,43.8728333333,4.60366666667,7.84066666666,9.60641666668,23.39675,6.53141666667
357.66,5.30733333333,4.59991666667,45.7885,4.59958333333,4.13808333333,5.85516666667,43.8385833333,4.67025,7.85083333334,9.67891666667,23.40425,6.60104166667
358.02,5.39766666667,4.6475,46.0345833333,4.70058333333,4.24541666667,5.94491666667,43.7968333334,4.81341666666,7.94941666667,9.81083333334,23.4735,6.65441666667
358.38,5.50066666667,4.76583333334,46.3520833333,4.79633333333,4.38075,6.027,43.9059166667,4.91966666667,8.05258333333,9.90133333333,23.5938333333,6.73458333334
358.75,5.50041666667,4.73808333333,46.5266666667,4.81708333333,4.37366666667,6.0635,43.87675,4.95441666667,8.03383333333,9.93083333333,23.639,6.70795833333
359.11,5.39583333334,4.7305,46.6694166667,4.77075,4.30166666667,6.00991666667,43.7724166667,4.886,7.95899999999,9.89083333334,23.5700833333,6.628125
359.48,5.35516666667,4.69783333333,46.90125,4.71058333333,4.2445,5.97625,43.7235833333,4.85741666667,7.95083333334,9.86049999999,23.5174166667,6.58291666666
359.84,5.2915,4.67716666667,47.0326666667,4.6575,4.17125,5.93358333334,43.5810833333,4.78491666667,7.92108333333,9.80433333333,23.4398333334,6.56133333333
360.20,5.20016666667,4.55241666667,47.1245833333,4.56983333333,4.12266666667,5.87583333333,43.4428333333,4.65816666667,7.84883333333,9.72608333334,23.347,6.45191666667
360.57,5.18558333333,4.52,47.2388333333,4.53516666666,4.08541666667,5.87058333334,43.3023333333,4.5805,7.81575,9.70049999999,23.2859166666,6.40845833333
360.93,5.2215,4.54716666667,47.5256666667,4.57691666667,4.14016666667,5.88175,43.3376666667,4.56425,7.84516666667,9.70558333333,23.3505833333,6.39633333333
361.29,5.203,4.52291666667,47.597,4.55116666667,4.156,5.85125,43.2085,4.49975,7.79333333333,9.65691666666,23.2718333333,6.30245833334
361.66,5.227,4.55816666667,47.7314166667,4.57233333333,4.17683333333,5.87141666667,43.1945,4.49258333333,7.82266666667,9.69699999999,23.27775,6.30208333333
362.02,5.18691666667,4.55466666666,47.8876666667,4.55766666667,4.20016666667,5.90166666667,43.1995833333,4.44916666666,7.83975,9.67516666666,23.26825,6.32079166667
362.39,5.03966666667,4.41716666667,48.00925,4.41358333333,4.05233333333,5.75033333333,43.0655833333,4.31275,7.73233333333,9.593,23.2006666667,6.19270833333
362.75,5.05708333333,4.44483333333,48.16225,4.38733333334,4.08433333333,5.732,43.0651666667,4.32233333333,7.76075,9.61358333334,23.2040833333,6.22408333333
363.11,5.0955,4.40058333333,48.4076666667,4.35608333333,4.0525,5.70991666667,43.0159166667,4.35158333334,7.777,9.61458333333,23.2158333334,6.22729166667
363.48,5.10783333333,4.38441666667,48.6020833333,4.36875,4.0715,5.72441666667,43.0468333333,4.34866666667,7.76641666667,9.65691666666,23.2904166666,6.26295833333
363.84,5.161,4.41091666666,48.7831666667,4.3855,4.11333333333,5.72658333333,42.9800833333,4.35375,7.79366666667,9.69375,23.3225833333,6.26670833333
364.20,5.12508333333,4.44041666667,48.9260833333,4.33758333334,4.03041666667,5.679,42.85375,4.35975,7.763,9.70358333334,23.277,6.25454166667
364.57,5.19641666666,4.51425,49.33775,4.4,4.08725,5.74175,42.9799166667,4.44116666666,7.79708333333,9.75533333334,23.3994166666,6.30408333333
364.93,5.149,4.47225,49.4795,4.39116666667,4.03516666667,5.7295,42.8630833333,4.46508333333,7.76875,9.7585,23.393,6.34320833333
365.29,5.15983333333,4.48833333333,49.8124166667,4.39333333333,4.00541666667,5.74416666667,42.89425,4.53041666667,7.78366666666,9.80058333334,23.4624166667,6.41120833333
365.66,5.1185,4.47816666667,50.0545,4.36733333333,3.94808333333,5.72775,42.89025,4.49566666667,7.73466666667,9.74699999999,23.4879166667,6.39595833333
366.02,5.12616666667,4.48591666667,50.32675,4.36116666667,3.88241666667,5.65816666667,42.8781666667,4.4905,7.7185,9.73516666666,23.56025,6.3885
366.38,5.1905,4.51233333334,50.5095,4.38875,3.8925,5.69483333333,42.88225,4.52816666667,7.72375,9.76766666667,23.61425,6.436375
366.75,5.28983333333,4.5925,50.7546666667,4.44991666667,3.97258333333,5.76666666667,42.8806666667,4.6055,7.76691666667,9.85458333334,23.6598333333,6.48095833333
367.11,5.31833333333,4.6775,50.8505833333,4.49933333333,4.07241666667,5.83241666666,42.881,4.61891666667,7.77741666666,9.87041666668,23.6709166667,6.53854166667
367.47,5.32925,4.68425,51.0573333333,4.4875,4.05858333334,5.79925,42.8014166667,4.57,7.7635,9.83533333334,23.6395,6.50008333333
367.84,5.34233333333,4.68858333333,51.23125,4.4825,4.06925,5.85475,42.8328333333,4.58425,7.79775,9.85016666666,23.6924166667,6.50545833333
368.20,5.39733333334,4.69516666667,51.4525833333,4.48316666667,4.12275,5.88275,42.8493333334,4.62375,7.84066666667,9.86583333333,23.738,6.54795833333
368.56,5.33508333333,4.66266666667,51.4523333333,4.41533333333,4.11133333333,5.8475,42.6689166666,4.57275,7.8725,9.83550000001,23.6699166667,6.538625
368.93,5.37308333333,4.72808333333,51.6444166667,4.42075,4.18516666667,5.89458333333,42.61775,4.59441666667,7.92741666666,9.85883333333,23.70175,6.55391666666
369.29,5.34241666667,4.718,51.80725,4.39933333333,4.19141666667,5.83683333333,42.5575833333,4.54375,7.91091666666,9.84975,23.6571666666,6.48145833333
369.65,5.39333333333,4.75091666667,51.98075,4.42483333333,4.23991666667,5.879,42.4358333333,4.60283333333,7.98216666667,9.88141666666,23.6736666666,6.492375
370.01,5.44716666667,4.819,52.1428333333,4.45625,4.35366666667,5.98066666666,42.3869166666,4.65758333334,8.03625000001,9.93533333334,23.6514166667,6.51958333333
370.38,5.4925,4.82941666666,52.2855833333,4.45591666667,4.379,6.01508333333,42.2694166667,4.71016666666,8.07383333333,9.96658333332,23.654,6.51516666667
370.74,5.44625,4.75008333333,52.34475,4.46116666667,4.30741666667,5.99041666667,42.2194166667,4.67508333333,8.06500000001,9.90575000001,23.6561666667,6.48945833333
371.10,5.40641666667,4.67925,52.5620833334,4.42733333334,4.22741666667,5.88333333333,42.1876666667,4.59625,7.99983333334,9.86700000001,23.668,6.404375
371.46,5.42808333333,4.72008333333,52.6763333333,4.4475,4.2255,5.883,42.2065,4.66883333333,8.02374999999,9.88633333334,23.724,6.434125
371.83,5.35308333333,4.7015,52.732,4.37183333334,4.153,5.79616666667,42.0948333333,4.66891666667,7.95149999999,9.84708333333,23.6774166667,6.38108333333
372.19,5.32175,4.67558333334,52.8999166667,4.3725,4.13408333333,5.751,42.1100833334,4.6545,7.95816666666,9.83125,23.696,6.37145833334
372.55,5.353,4.67608333333,53.096,4.39558333333,4.10191666666,5.70891666667,42.0815833333,4.6855,7.93941666668,9.85858333333,23.7286666666,6.35279166667
372.92,5.30816666667,4.63658333334,53.2668333334,4.33358333333,4.01866666667,5.63508333333,42.1386666667,4.65116666667,7.87300000001,9.86291666666,23.7365,6.3005
373.28,5.32016666667,4.67775,53.44475,4.36216666666,4.01191666666,5.69216666666,42.15425,4.6675,7.86958333333,9.88058333334,23.8259166667,6.36354166667
373.64,5.20458333334,4.5915,53.5900833333,4.24675,3.89766666667,5.57041666667,42.16425,4.53291666667,7.74525,9.80833333334,23.826,6.28308333334
374.00,5.07725,4.48366666667,53.7368333333,4.16325,3.74483333333,5.453,42.1296666666,4.44108333333,7.60383333334,9.72549999999,23.8493333333,6.19325
374.37,4.97225,4.426,53.999,4.09766666667,3.66391666667,5.38433333334,42.2255,4.36675,7.52241666667,9.6435,23.8485,6.14245833333
374.73,4.86816666667,4.41566666667,54.3275833333,4.01725,3.61883333333,5.33633333333,42.2780833333,4.33608333333,7.4825,9.63666666666,23.8758333333,6.09975
375.09,4.98458333333,4.5305,54.57075,4.12741666667,3.7725,5.49508333333,42.4133333333,4.48516666667,7.609,9.7775,24.0185833333,6.2865
375.45,5.02983333333,4.58341666667,54.73675,4.16741666666,3.85083333334,5.58383333333,42.3715833333,4.52416666666,7.64941666667,9.85399999999,24.0711666667,6.30183333333
375.81,5.09483333333,4.65408333333,55.0729166667,4.2815,3.93291666667,5.66266666667,42.4803333333,4.56616666666,7.71458333333,9.92558333333,24.1954166667,6.38554166667
376.18,5.199,4.7125,55.2484166667,4.34808333333,3.98516666667,5.75975,42.4705833333,4.60008333333,7.74091666667,9.99833333333,24.2386666667,6.39633333333
376.54,5.21758333333,4.73616666667,55.461,4.36983333333,4.03491666667,5.80416666667,42.5270833333,4.60216666667,7.79258333334,10.0476666667,24.2618333333,6.40516666667
376.90,5.26258333333,4.80183333333,55.63725,4.42916666667,4.08516666667,5.8675,42.5280833333,4.63591666666,7.82583333333,10.0644166667,24.3590833334,6.401
377.26,5.32133333333,4.821,55.7990833333,4.44375,4.11658333333,5.8925,42.5786666667,4.6815,7.88966666667,10.109,24.4083333334,6.41858333333
377.63,5.38325,4.87975,55.9704166666,4.5025,4.17591666667,5.94608333334,42.6141666667,4.76075,7.96441666667,10.1685,24.4984166666,6.46604166667
377.99,5.41433333333,4.89483333333,56.0826666667,4.47916666666,4.21908333333,5.91933333334,42.6408333333,4.79233333333,8.03075000001,10.2141666667,24.5218333334,6.46745833334
378.35,5.44675,4.91425,56.1748333333,4.50125,4.21241666666,5.93283333334,42.6163333333,4.81366666667,8.04175,10.2313333333,24.5006666666,6.47641666667
378.71,5.42175,4.88366666667,56.3458333333,4.473,4.15758333333,5.87366666667,42.6299166667,4.76658333333,7.9975,10.1821666667,24.5285,6.41758333334
379.07,5.37108333333,4.84541666666,56.4648333334,4.39908333333,4.07533333333,5.80433333333,42.5796666667,4.70091666667,7.92875,10.1025833333,24.5008333334,6.318375
379.44,5.2675,4.797,56.5616666667,4.35583333334,3.99316666667,5.70558333333,42.5765,4.6555,7.85866666667,10.0433333333,24.4905833333,6.27625
379.80,5.26191666667,4.7995,56.7618333333,4.36508333333,3.98541666667,5.687,42.6365,4.65416666667,7.87116666667,10.0715833333,24.5621666667,6.25408333333
380.16,5.24308333333,4.82483333333,56.9481666667,4.39966666667,4.01391666666,5.69533333333,42.7175833333,4.71133333334,7.91908333334,10.08625,24.715,6.27995833333
380.52,5.22175,4.81258333333,57.04975,4.36558333333,3.98008333333,5.67475,42.7476666666,4.71191666667,7.89358333334,10.05475,24.7684166667,6.277125
380.88,5.21375,4.78216666666,57.21675,4.34975,3.97825,5.65016666667,42.8046666667,4.71533333333,7.90833333334,10.0365,24.7809166667,6.28016666667
381.24,5.08516666666,4.66475,57.2833333334,4.26391666667,3.88083333334,5.5265,42.7649166667,4.60633333333,7.80383333333,9.92641666666,24.74525,6.155875
381.61,5.08516666667,4.63875,57.343,4.28783333333,3.90858333334,5.51625,42.77375,4.60283333333,7.80683333333,9.92708333333,24.7225,6.12025
381.97,5.1255,4.67158333333,57.5221666667,4.34991666666,3.96683333333,5.557,42.8303333333,4.6,7.807,9.93941666667,24.7758333333,6.139375
