wavelength,Back_UroStof,Belly_UroStof,Breast_UroStof,Crissum_UroStof,Crown_UroStof,DorTail_UroStof,Rump_UroStof,Throat_UroStof,WingTip_UroStof
363.84,5.38816666667,17.8711666666,19.4913333333,7.37833333333,4.25216666667,5.896,4.15433333333,28.573,6.6545
364.20,5.489,18.1058333333,19.6205,7.48416666667,4.419,5.9635,4.2595,28.8606666667,6.798
364.57,5.54866666666,18.1901666667,19.7476666666,7.52533333334,4.548,6.02616666667,4.28,29.0176666667,6.82683333333
364.93,5.58883333333,18.258,19.8451666667,7.55516666667,4.57033333334,6.06533333333,4.25516666666,29.2433333334,6.819
365.29,5.67833333333,18.3826666667,19.9176666666,7.66716666667,4.69266666667,6.19466666667,4.412,29.4276666666,6.95416666666
365.66,5.625,18.3101666666,19.9081666667,7.57733333333,4.58383333334,6.08583333333,4.3615,29.454,6.94383333334
366.02,5.71666666667,18.3841666666,19.975,7.69266666666,4.67266666667,6.21433333334,4.46716666667,29.5391666667,6.99616666667
366.38,5.76633333333,18.5995,20.0521666667,7.72866666667,4.7495,6.23433333333,4.55533333333,29.7118333333,7.09633333333
366.75,5.7895,18.5085,20.0728333334,7.62366666667,4.73266666666,6.1385,4.5245,29.6196666667,7.07833333334
367.11,5.70383333333,18.4908333334,20.0518333334,7.60166666667,4.66116666667,6.15633333334,4.4755,29.6093333334,6.97366666667
367.47,5.63033333333,18.5556666666,20.1598333334,7.50516666666,4.61483333333,6.129,4.48683333333,29.6035,6.93816666667
367.84,5.579,18.5698333334,20.1316666666,7.408,4.54716666666,6.11516666667,4.46483333333,29.6193333333,6.85183333333
368.20,5.44083333334,18.3855,20.0623333333,7.2565,4.3035,5.954,4.2735,29.4363333333,6.6525
368.56,5.50266666667,18.3566666667,20.0368333333,7.35366666667,4.26916666666,5.97333333334,4.3355,29.4381666666,6.6615
368.93,5.577,18.426,20.1275,7.54466666667,4.41466666667,6.13816666667,4.51883333333,29.4136666667,6.80533333333
369.29,5.525,18.418,20.072,7.4895,4.42033333333,6.10816666667,4.51766666666,29.3845,6.8465
369.65,5.6055,18.5556666667,20.1618333333,7.548,4.49966666667,6.2545,4.55333333333,29.482,6.91483333334
370.01,5.40666666667,18.5076666667,20.0886666666,7.44233333333,4.3475,6.084,4.43783333333,29.3601666666,6.8165
370.38,5.32683333333,18.2916666667,20.0803333333,7.34366666666,4.26516666667,6.0205,4.341,29.3333333333,6.73383333333
370.74,5.29216666667,18.3418333333,19.9975,7.32866666667,4.25633333333,6.06316666667,4.29133333334,29.4091666667,6.809
371.10,5.39683333333,18.4421666667,20.1141666667,7.35583333334,4.33266666667,6.1615,4.367,29.4903333334,6.9105
371.46,5.54983333333,18.4996666667,20.1665,7.47533333333,4.414,6.25283333333,4.43316666667,29.5276666667,6.9805
371.83,5.456,18.4026666666,20.1483333334,7.41916666667,4.33933333334,6.21433333333,4.30916666666,29.4593333333,6.92766666667
372.19,5.44583333333,18.4193333334,20.0438333334,7.45733333333,4.3835,6.15483333334,4.285,29.4391666666,6.97716666667
372.55,5.36216666666,18.3723333333,20.0015,7.39133333333,4.33916666666,6.01833333333,4.21266666667,29.5505,6.96366666667
372.92,5.32566666666,18.3258333333,19.9051666667,7.26933333334,4.226,5.83883333333,4.13316666667,29.7063333334,6.88033333333
373.28,5.25166666667,18.281,19.9006666667,7.24716666667,4.1285,5.7055,4.0225,29.6418333334,6.72816666667
373.64,5.29083333333,18.2186666666,19.9841666667,7.3105,4.15266666666,5.64883333334,4.08216666666,29.7281666667,6.633
374.00,5.40416666666,18.3183333333,20.0903333334,7.3755,4.242,5.696,4.18833333333,29.8821666667,6.62733333334
374.37,5.46683333333,18.4338333333,20.1346666666,7.42683333333,4.27883333334,5.72783333333,4.28633333333,29.9445,6.64366666667
374.73,5.35783333333,18.3998333333,20.1235,7.37016666667,4.11183333334,5.61666666667,4.19766666667,29.9621666667,6.449
375.09,5.45466666667,18.5328333334,20.212,7.44516666666,4.10166666667,5.644,4.262,30.1465,6.53733333333
375.45,5.36933333333,18.5186666667,20.209,7.36316666667,3.9855,5.543,4.20916666667,30.2576666667,6.46033333333
375.81,5.40916666666,18.6315,20.2241666667,7.33083333334,3.98216666666,5.51,4.25033333333,30.3291666667,6.46916666667
376.18,5.41633333334,18.695,20.3575,7.34916666666,3.97433333334,5.59266666667,4.29583333333,30.42,6.41116666667
376.54,5.32216666667,18.6716666666,20.2668333334,7.21683333333,3.86783333334,5.56833333333,4.20766666667,30.3625,6.23966666667
376.90,5.19683333334,18.5603333334,20.1863333333,7.138,3.79533333333,5.5265,4.11033333334,30.2946666667,6.18766666667
377.26,5.2495,18.6635,20.2396666666,7.21383333333,3.85916666667,5.67466666667,4.168,30.4443333334,6.31
377.63,5.19616666667,18.7305,20.1633333333,7.15116666667,3.87816666666,5.66766666667,4.11616666667,30.4756666667,6.367
377.99,5.19933333333,18.7475,20.2101666667,7.089,3.87716666666,5.66716666667,4.045,30.476,6.36283333333
378.35,5.12816666667,18.7615,20.1173333334,7.0645,3.81483333333,5.6145,3.9515,30.4273333333,6.2895
378.71,5.2295,18.8565,20.2263333333,7.1895,3.92216666666,5.70466666667,4.05916666666,30.6358333333,6.4005
379.07,5.20333333333,18.8075,20.2018333333,7.1895,3.90583333333,5.676,4.05566666667,30.5795,6.33866666667
379.44,5.22983333333,18.8418333333,20.2155,7.24966666667,3.94083333334,5.70533333333,4.067,30.6231666667,6.38983333333
379.80,5.1975,18.8206666666,20.222,7.26116666666,3.92616666666,5.65416666667,4.0795,30.6908333333,6.3955
380.16,5.20316666667,18.868,20.2101666667,7.26816666667,3.934,5.69283333334,4.10083333334,30.7845,6.4735
380.52,5.18966666666,18.8425,20.2226666667,7.26916666666,3.95733333333,5.69783333333,4.066,30.7651666666,6.47333333333
380.88,5.31316666666,18.9616666667,20.4045,7.41066666667,4.08116666667,5.825,4.16766666666,30.8453333333,6.54483333333
381.24,5.41216666666,18.9816666666,20.4765,7.478,4.122,5.87433333333,4.2245,30.8511666667,6.53633333333
381.61,5.45283333334,19.0588333333,20.5766666667,7.54116666667,4.15583333333,5.9595,4.30033333333,30.8366666667,6.59
381.97,5.49683333334,19.065,20.5243333334,7.63433333334,4.15933333333,6.03683333334,4.33583333333,30.9543333333,6.59283333334
382.33,5.599,19.204,20.7521666667,7.69733333334,4.2535,6.1985,4.41566666667,31.1581666666,6.69966666667
382.69,5.57783333333,19.2071666667,20.7728333334,7.71516666667,4.28616666667,6.2065,4.422,31.1416666667,6.69083333333
383.05,5.48366666667,19.1281666666,20.6905,7.62533333333,4.23666666667,6.087,4.36366666666,31.1608333333,6.69283333333
383.41,5.5235,19.179,20.698,7.643,4.2645,6.12933333333,4.42033333333,31.2255,6.73966666667
383.77,5.56833333333,19.2475,20.7768333333,7.743,4.33283333333,6.2055,4.43833333333,31.2806666667,6.75883333333
384.14,5.58433333333,19.2583333333,20.815,7.7585,4.34516666666,6.17366666666,4.43533333334,31.3535,6.73233333333
384.50,5.68866666667,19.3361666667,20.8961666667,7.82466666667,4.45083333333,6.2665,4.5355,31.4385,6.82883333333
384.86,5.675,19.3498333333,20.812,7.82016666667,4.4225,6.2215,4.50316666667,31.4273333333,6.8115
385.22,5.67783333334,19.391,20.7913333334,7.81466666666,4.41783333334,6.17766666667,4.49866666667,31.5563333333,6.82316666667
385.58,5.70483333333,19.3673333334,20.794,7.80933333333,4.36716666666,6.126,4.44966666666,31.6251666666,6.80383333333
385.94,5.71416666667,19.3886666667,20.8696666666,7.84183333333,4.39916666666,6.17133333333,4.4845,31.6376666667,6.8535
386.30,5.6665,19.305,20.7488333333,7.8205,4.342,6.068,4.48016666667,31.6145,6.80133333334
386.66,5.632,19.3623333334,20.7525,7.78333333333,4.27783333333,6.04016666667,4.443,31.6781666667,6.7565
387.03,5.6605,19.4371666667,20.8111666667,7.87466666667,4.3075,6.117,4.4675,31.7273333334,6.715
387.39,5.67916666667,19.5011666667,20.8456666666,7.89433333333,4.31883333334,6.144,4.44633333333,31.7533333333,6.68116666666
387.75,5.75683333334,19.5231666666,20.8545,7.896,4.34133333333,6.18383333334,4.50366666667,31.7896666667,6.71366666667
388.11,5.80183333333,19.5628333333,20.8686666667,7.93333333333,4.4,6.22516666667,4.5255,31.8281666667,6.75883333333
388.47,5.78783333333,19.6025,20.9411666666,7.97183333334,4.38766666666,6.20233333333,4.52616666667,31.9181666667,6.77566666666
388.83,5.78533333334,19.645,20.9898333333,7.99733333333,4.373,6.26033333333,4.565,31.9968333333,6.771
389.19,5.71166666666,19.605,20.9366666666,7.9255,4.30216666667,6.247,4.5455,31.9695,6.71866666666
389.55,5.7485,19.6685,21.0058333333,8.00616666666,4.37216666666,6.3205,4.62383333333,32.0456666666,6.78583333334
389.91,5.71183333333,19.675,20.9605,8.00483333334,4.36483333333,6.23266666666,4.608,32.0246666666,6.8005
390.27,5.72266666666,19.7436666667,21.009,8.03033333333,4.3905,6.2585,4.58733333333,32.1301666666,6.8085
390.63,5.66916666667,19.7213333334,20.9425,7.99933333334,4.35516666667,6.20766666667,4.51383333334,32.128,6.77266666666
391.00,5.6795,19.7431666666,20.9736666667,7.9955,4.37866666666,6.2145,4.498,32.1696666667,6.80166666666
391.36,5.619,19.637,20.9596666667,7.96916666667,4.34283333333,6.17083333334,4.46416666666,32.177,6.762
391.72,5.49433333333,19.6765,21.01,8.02566666666,4.31383333333,6.14316666667,4.40316666667,32.2878333334,6.79733333334
392.08,5.41116666667,19.6238333333,20.9966666667,7.9475,4.20516666666,6.065,4.371,32.2263333333,6.7275
392.44,5.38616666666,19.6326666667,20.9848333333,7.91483333334,4.17566666667,6.0695,4.3575,32.1901666667,6.68066666667
392.80,5.34716666667,19.6345,20.9383333334,7.84883333333,4.12183333333,5.98583333333,4.28516666667,32.126,6.627
393.16,5.3085,19.6328333333,20.977,7.81083333333,4.11166666667,5.93233333334,4.23666666667,32.1608333333,6.60383333334
393.52,5.282,19.6598333334,20.9781666667,7.79666666667,4.09866666667,5.8885,4.20266666666,32.1891666667,6.61
393.88,5.29683333333,19.696,20.9831666666,7.7805,4.08433333333,5.9065,4.23016666667,32.3,6.59666666666
394.24,5.33966666666,19.7381666667,20.9845,7.84566666667,4.105,5.96416666667,4.29283333334,32.2633333334,6.65983333333
394.60,5.42333333334,19.7561666667,21.0598333333,7.88683333333,4.15433333333,6.00933333334,4.329,32.2646666667,6.73283333333
394.96,5.44,19.7796666667,21.0691666667,7.91983333334,4.1535,6.0095,4.35716666667,32.2536666667,6.7325
395.32,5.4405,19.8776666667,21.1018333334,7.925,4.17166666667,6.01716666667,4.346,32.295,6.73566666666
395.68,5.49166666667,19.8521666667,21.0041666667,7.8745,4.17316666667,6.00683333333,4.36833333333,32.2078333333,6.67233333334
396.04,5.57666666666,19.9606666666,21.1145,7.92216666666,4.29033333333,6.11266666666,4.41316666667,32.3475,6.7445
396.40,5.678,20.0776666666,21.1608333333,8.03833333334,4.36516666667,6.17033333333,4.48533333333,32.417,6.847
396.76,5.6735,20.1085,21.2303333333,8.095,4.4145,6.18316666667,4.4765,32.5273333334,6.89333333333
397.12,5.72483333333,20.157,21.244,8.1605,4.46483333333,6.19483333333,4.50666666666,32.518,6.92266666667
397.48,5.61416666667,20.0378333334,21.1353333333,8.038,4.344,6.12416666666,4.42683333333,32.437,6.80466666666
397.84,5.5875,20.018,21.1845,7.988,4.2975,6.09183333333,4.35583333334,32.457,6.78216666667
398.20,5.4715,19.9338333334,21.1573333333,7.93033333333,4.20066666667,5.95566666666,4.2555,32.4891666667,6.69283333333
398.56,5.50083333333,19.9756666667,21.2125,7.9925,4.212,5.99866666667,4.31516666667,32.4956666666,6.754
398.92,5.51166666667,19.969,21.2178333334,7.98466666666,4.23466666667,6.01316666667,4.36233333333,32.5601666666,6.78433333333
399.28,5.48,19.9821666667,21.2471666666,7.952,4.2225,5.99933333334,4.35783333333,32.5523333333,6.74716666667
399.64,5.528,20.025,21.3448333333,7.97733333334,4.266,6.01966666666,4.37,32.6535,6.7495
400.00,5.49283333333,20.0215,21.283,8.02266666666,4.209,5.96216666667,4.35316666667,32.6486666667,6.70666666667
400.36,5.49283333333,20.0483333334,21.2738333333,8.0485,4.25116666667,5.9765,4.36083333334,32.7615,6.68433333333
400.72,5.55866666667,20.0833333333,21.3371666667,8.0525,4.287,6.0465,4.44666666667,32.8306666667,6.75116666667
401.08,5.612,20.1016666667,21.4085,8.09466666666,4.33216666666,6.13116666666,4.47616666666,32.8816666666,6.815
401.44,5.69283333333,20.2485,21.5035,8.23516666667,4.419,6.19733333334,4.54383333333,33.0123333333,6.89466666666
401.80,5.70616666667,20.3263333334,21.5115,8.29583333333,4.45216666667,6.22683333333,4.58183333334,32.9973333333,6.891
402.16,5.77,20.4486666666,21.5965,8.351,4.5475,6.32716666666,4.67633333333,33.1371666667,6.98116666667
402.52,5.7325,20.4505,21.5661666667,8.2775,4.55,6.27,4.65716666667,33.1923333333,6.90683333333
402.88,5.67216666666,20.4288333333,21.559,8.24416666667,4.51083333334,6.20583333334,4.561,33.1906666667,6.8295
403.24,5.7265,20.4833333334,21.5951666667,8.32866666667,4.5575,6.21933333333,4.63733333334,33.339,6.89033333333
403.60,5.72616666666,20.5166666666,21.6166666667,8.34616666667,4.54183333333,6.19766666667,4.63083333333,33.3618333333,6.92616666667
403.95,5.7165,20.5105,21.6473333333,8.32216666666,4.5375,6.2125,4.60816666667,33.3881666667,6.906
404.31,5.69233333333,20.5223333333,21.7125,8.30733333333,4.486,6.171,4.59783333334,33.4466666667,6.873
404.67,5.64983333333,20.5571666666,21.7288333333,8.2945,4.4715,6.11916666667,4.595,33.4818333333,6.79283333334
405.03,5.594,20.5801666667,21.7123333333,8.23833333333,4.42116666667,6.05583333333,4.5525,33.5193333334,6.7075
405.39,5.60583333333,20.5506666667,21.7341666667,8.23233333333,4.42966666667,6.04433333334,4.55733333333,33.5296666667,6.684
405.75,5.61716666667,20.57,21.7705,8.25283333334,4.45566666667,6.03716666667,4.57366666666,33.5836666667,6.69233333334
406.11,5.613,20.5731666667,21.766,8.232,4.43866666667,5.9945,4.56433333333,33.5503333333,6.67066666667
406.47,5.631,20.6088333333,21.793,8.29666666667,4.435,6.04583333333,4.59333333333,33.665,6.72116666666
406.83,5.71283333333,20.682,21.8546666667,8.3915,4.47516666667,6.1275,4.67666666666,33.72,6.80533333333
407.19,5.7255,20.6438333333,21.8683333334,8.37833333334,4.462,6.149,4.65966666667,33.6776666666,6.80166666667
407.55,5.72983333333,20.6315,21.8613333333,8.381,4.46516666667,6.18133333334,4.67016666667,33.7343333333,6.78333333334
407.90,5.755,20.6435,21.8888333334,8.3915,4.47933333334,6.215,4.71483333333,33.7215,6.817
408.26,5.69483333333,20.6376666667,21.8346666667,8.35166666667,4.44616666667,6.196,4.66233333334,33.6731666667,6.83816666667
408.62,5.7855,20.6846666667,21.8526666667,8.43983333333,4.46283333333,6.29416666666,4.6995,33.7833333334,6.9485
408.98,5.88066666667,20.7911666666,21.9221666667,8.54916666666,4.50433333333,6.38983333333,4.8,33.8633333333,7.0355
409.34,5.93566666666,20.8968333333,21.9858333334,8.58616666667,4.564,6.46633333334,4.8635,33.995,7.0765
409.70,5.95466666667,20.9656666667,22.0203333333,8.62583333333,4.57383333334,6.50916666666,4.89416666666,34.0841666666,7.09833333333
410.06,5.95966666667,20.974,22.0411666667,8.64033333333,4.58183333334,6.5635,4.9065,34.1226666667,7.09
410.42,5.9655,20.9783333334,22.0576666667,8.6335,4.59983333333,6.54583333333,4.89816666667,34.0933333334,7.0285
410.77,5.90966666667,20.9875,22.0545,8.551,4.58416666667,6.50866666667,4.88583333334,34.136,7.00133333333
411.13,5.91083333333,21.012,22.0411666666,8.55033333334,4.58316666666,6.4935,4.905,34.154,6.99633333333
411.49,5.873,21.0136666667,22.0478333333,8.538,4.56316666666,6.42316666666,4.899,34.1545,6.97866666667
411.85,5.9205,21.0956666666,22.0661666667,8.58083333334,4.59483333333,6.41983333334,4.93833333334,34.2378333333,7.0
412.21,5.99266666667,21.122,22.1316666666,8.635,4.65466666667,6.45183333333,4.98216666666,34.2866666667,6.9945
412.57,5.93683333333,21.1198333333,22.1383333333,8.59566666667,4.66416666667,6.40016666667,4.95416666666,34.2426666666,6.9445
412.92,5.87733333333,21.055,22.1016666667,8.5365,4.66716666667,6.34983333333,4.89683333333,34.2375,6.904
413.28,5.81066666666,21.0008333334,22.0155,8.4465,4.57066666666,6.23983333333,4.79133333333,34.1441666667,6.83783333334
413.64,5.81666666667,20.9513333333,21.9948333334,8.3915,4.53466666667,6.19116666666,4.75266666667,34.0778333333,6.8155
414.00,5.78383333333,20.9458333333,21.9681666666,8.35083333333,4.50666666666,6.14316666667,4.69883333334,34.018,6.7725
414.36,5.7645,20.9585,21.9768333334,8.34183333333,4.4915,6.1265,4.70833333334,34.0308333334,6.80916666666
414.72,5.78783333333,20.961,22.0116666667,8.38866666666,4.48633333333,6.11216666667,4.70533333334,34.0338333333,6.81583333334
415.07,5.79283333334,20.9943333333,22.0448333333,8.44966666666,4.52483333333,6.1645,4.736,34.0796666666,6.871
415.43,5.81083333334,21.043,22.0661666667,8.481,4.56383333333,6.221,4.7385,34.1045,6.91433333333
415.79,5.73816666667,21.03,22.045,8.4605,4.518,6.15833333333,4.63866666667,34.1385,6.861
416.15,5.738,21.009,22.0055,8.44466666667,4.506,6.1775,4.639,34.193,6.88366666667
416.51,5.7165,20.979,21.9618333333,8.41616666666,4.479,6.14616666666,4.62233333333,34.172,6.838
416.86,5.7355,21.0091666666,21.9551666667,8.45416666667,4.46766666667,6.178,4.63216666667,34.2235,6.85166666667
417.22,5.7335,21.0513333334,21.9673333333,8.52266666666,4.50116666667,6.22616666666,4.668,34.2928333333,6.86033333333
417.58,5.69466666667,21.0513333334,21.9333333333,8.51216666666,4.49316666667,6.221,4.66033333334,34.3276666667,6.819
417.94,5.71266666667,21.0475,21.9281666667,8.5495,4.5145,6.23816666667,4.66733333333,34.3985,6.84833333334
418.29,5.69716666666,21.0588333334,21.9305,8.52333333333,4.503,6.22166666666,4.64466666666,34.4126666667,6.835
418.65,5.68316666667,21.084,21.924,8.543,4.49666666666,6.24383333334,4.62866666666,34.4613333333,6.82433333333
419.01,5.66866666666,21.099,21.9285,8.5285,4.46716666667,6.20683333334,4.60283333333,34.5105,6.79066666667
419.37,5.65316666667,21.1161666666,21.9015,8.49566666667,4.43066666667,6.1835,4.59116666666,34.545,6.76466666667
419.73,5.67283333333,21.119,21.894,8.50683333333,4.4275,6.17616666666,4.62,34.5543333333,6.78116666667
420.08,5.6675,21.1673333334,21.9155,8.52,4.4275,6.18166666667,4.61816666667,34.5825,6.7835
420.44,5.70516666667,21.2386666667,21.9621666666,8.56866666667,4.45566666666,6.21666666666,4.63916666666,34.6565,6.83483333334
420.80,5.69783333333,21.2363333334,21.9753333333,8.56983333334,4.46016666666,6.20333333334,4.6445,34.6595,6.8445
421.16,5.68966666666,21.2085,21.95,8.57733333333,4.45766666667,6.177,4.6335,34.673,6.85516666667
421.51,5.701,21.2476666667,21.9775,8.62216666667,4.477,6.20283333333,4.64216666667,34.732,6.8815
421.87,5.71283333334,21.2665,21.9728333333,8.64266666667,4.47433333334,6.198,4.6475,34.7256666666,6.89433333334
422.23,5.72933333333,21.2731666667,21.9651666667,8.67983333333,4.49066666666,6.2295,4.65866666666,34.7681666667,6.89766666666
422.58,5.7535,21.3016666667,21.977,8.70483333333,4.524,6.238,4.69416666667,34.803,6.89966666667
422.94,5.765,21.3195,21.9778333333,8.71833333333,4.53283333334,6.2425,4.70433333333,34.818,6.93183333333
423.30,5.76983333334,21.318,22.0063333333,8.75366666667,4.55816666667,6.24766666666,4.7165,34.8418333333,6.94666666667
423.66,5.76033333333,21.3438333333,22.0373333333,8.77883333334,4.57866666667,6.28133333333,4.71933333333,34.8773333333,6.94783333333
424.01,5.76666666667,21.3306666666,22.0381666666,8.8,4.5885,6.2865,4.72966666667,34.894,6.95733333333
424.37,5.73816666667,21.3065,22.0193333333,8.78883333333,4.56083333333,6.25866666667,4.71866666666,34.8803333333,6.92316666667
424.73,5.71366666667,21.317,21.9993333334,8.77433333334,4.5395,6.23883333334,4.70833333333,34.9003333333,6.90583333333
425.08,5.71266666667,21.3501666667,22.045,8.759,4.54033333333,6.25933333334,4.71716666667,34.935,6.89533333333
425.44,5.71816666666,21.3758333333,22.0591666667,8.76483333333,4.5385,6.24883333333,4.73033333334,34.9581666667,6.90466666666
425.80,5.708,21.3938333334,22.072,8.73183333334,4.53183333333,6.25066666666,4.72366666667,35.009,6.89166666666
426.16,5.712,21.4465,22.1123333333,8.734,4.52933333333,6.21366666667,4.74383333334,35.0665,6.90033333334
426.51,5.65916666666,21.4141666667,22.0715,8.67683333334,4.48483333333,6.172,4.69733333333,35.067,6.879
426.87,5.6695,21.448,22.1075,8.677,4.50433333334,6.20716666666,4.69916666667,35.133,6.8675
427.23,5.70633333333,21.4998333334,22.1263333334,8.69183333334,4.527,6.23916666666,4.72633333333,35.1765,6.91
427.58,5.74033333334,21.5448333333,22.1628333334,8.724,4.5475,6.26133333334,4.76616666666,35.244,6.9425
427.94,5.73616666666,21.6056666667,22.2095,8.71433333333,4.53483333333,6.23316666667,4.752,35.3208333334,6.9295
428.30,5.76533333334,21.6165,22.2445,8.71166666666,4.557,6.2555,4.76116666666,35.3568333333,6.94516666667
428.65,5.80616666667,21.6533333333,22.3113333333,8.75866666667,4.59183333333,6.28383333333,4.771,35.4336666666,6.96933333334
429.01,5.816,21.6701666667,22.3233333333,8.7715,4.59216666667,6.27183333333,4.7615,35.4343333333,6.98933333333
429.37,5.84266666667,21.6511666666,22.3435,8.7685,4.603,6.26483333333,4.7465,35.42,6.997
429.72,5.88266666667,21.7303333333,22.4261666667,8.8515,4.6425,6.27816666667,4.7835,35.533,7.0265
430.08,5.88916666667,21.75,22.4255,8.88483333333,4.6555,6.3125,4.77316666667,35.5633333333,7.044
430.44,5.91233333333,21.7965,22.4706666667,8.94166666667,4.67216666667,6.34716666667,4.791,35.5886666666,7.05616666666
430.79,5.92283333334,21.8028333334,22.488,8.97833333333,4.68083333334,6.34683333333,4.80716666667,35.6145,7.07733333333
431.15,5.89816666667,21.8148333334,22.5153333334,8.97333333333,4.657,6.31716666666,4.779,35.6688333333,7.0525
431.50,5.86966666666,21.7893333334,22.4718333333,8.9415,4.6435,6.3115,4.74533333333,35.6926666666,7.01983333333
431.86,5.872,21.7686666666,22.4346666666,8.96066666666,4.66,6.31366666667,4.77566666667,35.709,7.01966666667
432.22,5.84216666667,21.7828333333,22.432,8.96233333333,4.65933333333,6.294,4.754,35.7583333333,7.002
432.57,5.84983333333,21.8146666666,22.4366666666,8.9695,4.66816666666,6.297,4.774,35.7645,7.01333333333
432.93,5.86733333333,21.8445,22.4486666666,8.9605,4.652,6.29233333333,4.79966666666,35.8363333333,7.019
433.29,5.85883333334,21.8896666667,22.452,8.95866666666,4.64483333333,6.30783333333,4.81,35.9231666667,7.01583333333
433.64,5.879,21.8951666666,22.48,8.988,4.65583333333,6.364,4.8445,35.937,7.03766666667
434.00,5.88366666667,21.9173333333,22.477,8.979,4.65633333334,6.39433333334,4.8685,35.9378333333,7.03616666667
434.35,5.917,21.9473333333,22.5158333333,8.99316666667,4.692,6.427,4.90866666666,36.0285,7.09066666667
434.71,5.91533333333,21.9628333333,22.5093333333,9.0035,4.69283333333,6.43033333333,4.92533333333,36.0318333333,7.10783333333
435.07,5.90066666666,21.9713333333,22.495,9.013,4.6855,6.45266666666,4.945,36.0511666667,7.10033333333
435.42,5.91383333333,21.9985,22.5271666667,9.02833333333,4.6985,6.45816666666,4.99566666667,36.0483333333,7.13833333333
435.78,5.91766666667,22.0286666667,22.5393333334,9.0455,4.67583333333,6.472,4.9935,36.053,7.1565
436.13,5.93916666666,22.0725,22.5535,9.065,4.68816666667,6.501,5.03,36.0931666666,7.20166666666
436.49,5.94683333334,22.1216666667,22.5865,9.09833333333,4.706,6.516,5.04316666667,36.1763333334,7.22166666666
436.84,5.975,22.1613333333,22.621,9.16,4.75083333333,6.5585,5.0655,36.2173333333,7.251
437.20,5.98366666667,22.1298333333,22.6233333333,9.161,4.77233333334,6.5625,5.06966666667,36.2053333333,7.26866666667
437.56,5.9365,22.0983333333,22.5405,9.08233333334,4.73333333333,6.477,5.0115,36.167,7.2065
437.91,5.94016666667,22.1073333333,22.5781666666,9.09283333334,4.713,6.46333333333,4.98233333333,36.2458333333,7.198
438.27,5.92583333333,22.1065,22.5413333333,9.08316666667,4.69433333333,6.43416666666,4.94466666667,36.2156666667,7.1705
438.62,5.883,22.0825,22.4955,9.04116666666,4.66116666667,6.36266666666,4.88083333333,36.2278333334,7.11216666666
438.98,5.85333333333,22.062,22.4806666667,9.01216666666,4.62566666667,6.30633333334,4.83383333333,36.2025,7.07433333333
439.33,5.85466666667,22.0641666666,22.4546666666,8.98366666667,4.591,6.2825,4.78783333333,36.2183333333,7.03783333333
439.69,5.85233333334,22.1048333334,22.4661666667,8.997,4.596,6.285,4.79483333334,36.2725,7.02566666667
440.04,5.87716666666,22.1158333334,22.4975,9.01633333333,4.6015,6.3,4.827,36.3121666667,7.0395
440.40,5.85483333333,22.0901666666,22.4636666666,8.98933333333,4.5695,6.29133333334,4.80616666667,36.3116666667,7.02266666666
440.75,5.84116666666,22.0903333333,22.4368333334,8.99433333333,4.5625,6.26133333334,4.78916666667,36.3113333333,6.99533333333
441.11,5.82216666667,22.109,22.4456666666,9.01566666667,4.55266666667,6.262,4.78866666666,36.3636666667,6.98583333333
441.47,5.8365,22.1461666667,22.5143333334,9.052,4.57933333334,6.29416666666,4.80916666666,36.4163333333,7.02033333333
441.82,5.84566666667,22.152,22.5126666666,9.068,4.6045,6.29116666667,4.82066666667,36.4171666667,7.036
442.18,5.84316666666,22.1636666666,22.5253333333,9.0805,4.57016666667,6.28183333333,4.826,36.4638333333,7.00933333333
442.53,5.87816666667,22.224,22.5875,9.10933333333,4.602,6.33916666667,4.86766666667,36.5171666666,7.0515
442.89,5.92783333334,22.268,22.625,9.16983333333,4.65033333333,6.39216666667,4.91533333333,36.6058333333,7.07833333334
443.24,5.931,22.29,22.6401666667,9.198,4.67783333334,6.41466666667,4.93433333334,36.6595,7.08833333333
443.60,5.94133333334,22.2778333334,22.6506666667,9.18983333333,4.69966666666,6.4385,4.9365,36.6453333333,7.0915
443.95,5.92566666667,22.258,22.6331666666,9.20466666667,4.69033333333,6.43083333334,4.8945,36.63,7.06983333333
444.31,5.93533333334,22.2458333333,22.6233333333,9.201,4.68716666667,6.422,4.89666666667,36.6321666667,7.053
444.66,5.93566666666,22.2605,22.6263333333,9.1885,4.69416666666,6.42683333333,4.8965,36.6251666667,7.06333333334
445.02,5.90916666666,22.2563333333,22.6093333333,9.16466666666,4.67366666666,6.40066666667,4.87033333334,36.5683333333,7.046
445.37,5.892,22.2448333334,22.5861666667,9.16683333333,4.65116666667,6.35416666666,4.86366666666,36.5765,7.0405
445.72,5.88483333334,22.2575,22.5663333334,9.15466666666,4.6365,6.333,4.85066666667,36.5993333334,7.02766666667
446.08,5.89266666667,22.2878333334,22.5776666667,9.15766666666,4.66266666667,6.35266666666,4.84833333333,36.5855,7.04333333333
446.43,5.885,22.2686666667,22.559,9.154,4.63583333334,6.33383333333,4.84116666666,36.6168333334,7.03016666667
446.79,5.86783333333,22.2518333333,22.5405,9.1165,4.60733333333,6.31366666667,4.81833333333,36.5813333334,7.01683333334
447.14,5.86483333333,22.2736666667,22.5551666666,9.10816666666,4.5955,6.2995,4.8125,36.6116666666,7.0195
447.50,5.87183333333,22.297,22.5668333333,9.11316666667,4.56883333333,6.2785,4.80766666667,36.6571666666,7.03266666666
