wavelength,Back_BanEdwm,Belly_BanEdwm,Breast_BanEdwm,Crissum_BanEdwm,Crown_BanEdwm,DorTail_BanEdwm,Patch10_BanEdwm,Patch11_BanEdwm,Patch12_BanEdwm,Rump_BanEdwm,Throat_BanEdwm,WingTip_BanEdwm
380.16,7.49966666666,8.70682921569,8.6832,8.52123333334,4.20666666667,5.78266666667,8.50313333333,8.74773333333,19.9164,5.82553333334,4.86633333333,7.02253333333
380.52,7.49693333333,8.69255509804,8.66813333333,8.51379999999,4.15813333333,5.78306666667,8.5142,8.7274,19.9258666667,5.7434,4.8686,7.02336666667
380.88,7.50919999999,8.67420490196,8.64106666667,8.45496666666,4.17226666667,5.7706,8.48419999999,8.72233333333,19.9384666667,5.72553333333,4.86766666667,7.0544
381.24,7.46986666666,8.60981921568,8.49973333333,8.36563333334,4.14326666667,5.657,8.4082,8.62813333333,19.8308,5.62333333333,4.78466666667,6.9879
381.61,7.4678,8.6234045098,8.46986666667,8.3922,4.18986666667,5.63346666667,8.41960000001,8.6046,19.8662666667,5.57873333333,4.80353333333,6.96976666667
381.97,7.37646666667,8.56933588235,8.3332,8.30259999999,4.15113333333,5.58606666667,8.34280000001,8.54166666667,19.8281333333,5.52546666667,4.76366666667,6.90636666667
382.33,7.29713333333,8.4627227451,8.1896,8.19486666666,4.05913333333,5.49733333333,8.2172,8.4766,19.7958,5.40373333333,4.69093333333,6.81813333333
382.69,7.25146666667,8.4112472549,8.11053333333,8.13589999999,4.0326,5.4916,8.21293333333,8.42253333333,19.7863333333,5.372,4.68246666667,6.7824
383.05,7.24186666666,8.37369529412,8.03693333333,8.08633333333,4.01613333333,5.48266666667,8.20606666667,8.37706666667,19.8348,5.32726666667,4.6758,6.7595
383.41,7.1726,8.30861313725,7.9558,8.02763333334,3.98386666667,5.3882,8.1284,8.3058,19.8322666666,5.21866666667,4.6208,6.68446666667
383.77,7.14153333333,8.26409333333,7.9388,7.9571,3.94526666666,5.371,8.14693333333,8.27166666667,19.8368,5.18866666667,4.6006,6.67423333333
384.14,7.10266666666,8.22981509804,7.90313333333,7.92633333333,3.90933333333,5.37473333333,8.10146666667,8.20513333333,19.8644,5.17333333333,4.53166666667,6.6362
384.50,7.08786666667,8.16188176471,7.84126666667,7.89049999999,3.9016,5.3652,8.0414,8.17026666667,19.8934666667,5.1778,4.48793333333,6.63573333333
384.86,6.97126666667,8.04844313725,7.67606666667,7.78453333334,3.8066,5.283,7.98333333334,8.06846666667,19.8514666667,5.06693333333,4.3696,6.5465
385.22,6.84826666666,7.94521745098,7.56826666667,7.66770000001,3.70166666667,5.2118,7.89666666667,7.93953333333,19.7950666667,4.9898,4.2856,6.48566666667
385.58,6.75186666667,7.81703254902,7.42166666667,7.5092,3.59633333333,5.07,7.7512,7.81166666667,19.6876666667,4.916,4.1776,6.42866666667
385.94,6.73699999999,7.78912058824,7.38166666667,7.46623333334,3.59606666667,5.05606666667,7.74606666667,7.79253333333,19.6936666667,4.9018,4.16346666667,6.43413333333
386.30,6.63133333333,7.68909333333,7.26526666667,7.37546666666,3.52306666667,4.98266666667,7.7004,7.68353333333,19.6083333333,4.8302,4.076,6.3579
386.66,6.63046666666,7.67558568627,7.2718,7.34393333334,3.51133333333,4.9472,7.69266666667,7.68613333333,19.6041333333,4.82053333333,4.08,6.35903333333
387.03,6.62066666666,7.63521470588,7.27266666667,7.33580000001,3.52673333333,4.9522,7.69046666667,7.6718,19.5982666667,4.81433333333,4.06446666667,6.3689
387.39,6.58866666666,7.58962764706,7.20786666667,7.24713333334,3.50726666667,4.94106666667,7.67313333333,7.62373333333,19.5476,4.80253333333,4.04446666667,6.34143333333
387.75,6.55959999999,7.55217333333,7.1374,7.19863333334,3.4848,4.91466666667,7.64186666667,7.58046666667,19.5391333333,4.77053333333,4.021,6.32716666667
388.11,6.53533333333,7.50646058824,7.07806666667,7.13876666666,3.4842,4.90933333333,7.591,7.5456,19.4311333333,4.74686666667,4.0012,6.3245
388.47,6.62920000001,7.60713352941,7.1746,7.19799999999,3.61746666667,5.04906666667,7.7076,7.61973333333,19.5229333333,4.82793333333,4.13926666667,6.42843333333
388.83,6.68039999999,7.64936607843,7.21093333333,7.24733333333,3.68573333333,5.08666666667,7.73986666667,7.62533333333,19.6208666667,4.86713333333,4.201,6.49513333333
389.19,6.69093333333,7.64379490196,7.1728,7.22473333333,3.70033333333,5.1256,7.76953333333,7.63933333333,19.6779333333,4.83766666666,4.2278,6.48136666667
389.55,6.75840000001,7.71690607843,7.2544,7.30626666667,3.79526666667,5.24793333333,7.89166666667,7.69953333333,19.7871333333,4.89233333333,4.30073333333,6.52046666667
389.91,6.71340000001,7.65663352941,7.19366666667,7.23756666667,3.7398,5.19006666667,7.86233333333,7.59733333333,19.6968,4.85,4.24806666667,6.47816666667
390.27,6.68686666667,7.63755529412,7.1822,7.20739999999,3.74173333333,5.20526666667,7.84033333333,7.58393333333,19.7362666667,4.84326666667,4.23326666667,6.49726666667
390.63,6.68000000001,7.6449554902,7.15433333333,7.20210000001,3.75373333333,5.23366666667,7.85406666667,7.55446666667,19.7792666667,4.85453333333,4.22953333333,6.49243333333
391.00,6.67886666667,7.66816764706,7.13946666667,7.21223333333,3.778,5.23506666667,7.86833333333,7.5478,19.8038666667,4.88213333333,4.28753333333,6.51506666667
391.36,6.76546666666,7.72973647059,7.1922,7.26953333334,3.8596,5.3192,7.95066666667,7.58773333333,19.8723333333,4.95386666667,4.3548,6.60923333333
391.72,6.78086666667,7.76068098039,7.1992,7.27086666666,3.89726666667,5.3242,7.9828,7.59046666667,19.8986666667,4.9584,4.37633333333,6.65876666667
392.08,6.85653333334,7.80781392157,7.2262,7.29846666667,3.93806666667,5.39013333333,8.0708,7.62633333333,20.0057333333,5.0044,4.47326666667,6.73823333333
392.44,6.79420000001,7.7403045098,7.12373333333,7.22216666667,3.87633333333,5.27333333333,8.0328,7.5656,19.9858666667,4.96266666667,4.39853333333,6.68153333333
392.80,6.81599999999,7.74930941176,7.1204,7.20209999999,3.88206666667,5.3062,8.0584,7.57433333334,19.9889333333,5.0106,4.41146666667,6.7029
393.16,6.88666666667,7.78854294118,7.20486666667,7.29029999999,3.97113333333,5.38333333333,8.13173333334,7.6264,20.0761333333,5.11273333333,4.49286666667,6.8136
393.52,6.85193333333,7.72857117647,7.1428,7.22803333333,3.93933333333,5.35766666667,8.10606666667,7.56406666667,20.0750666667,5.0792,4.48473333333,6.83266666667
393.88,6.88526666666,7.77017686275,7.16513333333,7.28076666667,4.01293333333,5.434,8.18366666667,7.60793333333,20.2077333333,5.12486666667,4.54326666667,6.87216666667
394.24,6.94466666668,7.78194980392,7.1854,7.31583333334,4.06846666667,5.47613333333,8.2572,7.61,20.24,5.16073333333,4.60746666667,6.91013333333
394.60,6.91386666667,7.7205954902,7.0914,7.23076666667,4.027,5.405,8.21146666667,7.54506666667,20.2311333333,5.09813333333,4.5536,6.8891
394.96,6.91053333334,7.69208490196,7.05313333333,7.16663333333,4.02593333333,5.42573333333,8.2172,7.51526666667,20.2536666666,5.08153333333,4.50673333333,6.8978
395.32,6.85393333333,7.61325078431,6.9576,7.09133333334,3.95746666667,5.34706666667,8.1882,7.46226666667,20.24,5.01073333333,4.43546666667,6.86556666667
395.68,6.79953333333,7.48520921569,6.86493333333,7.00906666667,3.89506666667,5.29946666667,8.1074,7.37213333333,20.173,4.93686666667,4.3524,6.762
396.04,6.74993333333,7.42265098039,6.7752,6.9574,3.8714,5.27293333333,8.06953333333,7.2822,20.1518,4.92073333333,4.2938,6.7147
396.40,6.74886666667,7.39380333333,6.7506,6.92553333334,3.8992,5.309,8.07306666667,7.25286666667,20.1339333333,4.9144,4.32826666667,6.7248
396.76,6.67653333333,7.30748058823,6.64673333333,6.825,3.859,5.26346666666,8.0204,7.177,20.1026,4.8106,4.28353333333,6.66266666667
397.12,6.56686666667,7.20547235294,6.49973333333,6.67433333333,3.78273333333,5.168,7.92753333333,7.06486666667,20.0498,4.70213333333,4.1822,6.55246666667
397.48,6.46566666666,7.10515117647,6.39926666667,6.55246666667,3.701,5.0942,7.826,6.9836,19.9500666667,4.61906666667,4.11073333333,6.45926666667
397.84,6.46446666666,7.04595411765,6.36366666667,6.4846,3.6912,5.0854,7.78926666667,6.93986666667,19.9415333333,4.5964,4.11953333333,6.44036666667
398.20,6.42193333333,6.99221392157,6.33286666667,6.40533333333,3.67033333333,5.05413333333,7.75826666667,6.91266666667,19.9612,4.57513333333,4.08793333333,6.42416666667
398.56,6.36806666667,6.92230764706,6.32933333333,6.3534,3.67506666666,5.06546666666,7.7262,6.83446666666,19.9206,4.5478,4.104,6.3805
398.92,6.29733333333,6.81054196078,6.2438,6.23046666667,3.6038,4.97346666667,7.68933333333,6.7224,19.8366,4.43773333333,4.05233333333,6.30483333333
399.28,6.23186666667,6.74888372549,6.20286666667,6.147,3.569,4.94486666667,7.65926666667,6.6758,19.8387333333,4.38893333333,4.0502,6.25636666667
399.64,6.26660000001,6.76277647059,6.2052,6.12886666667,3.60453333334,4.97426666667,7.71186666667,6.68366666667,19.9018666667,4.42013333333,4.10113333333,6.32263333333
400.00,6.25633333333,6.73110117647,6.2188,6.07976666667,3.62333333333,4.97926666667,7.7198,6.66453333333,19.9011333334,4.38466666667,4.12033333333,6.3233
400.36,6.19973333333,6.65933862745,6.14573333333,5.9989,3.54146666667,4.92453333333,7.65613333333,6.57306666667,19.8683333333,4.32166666667,4.048,6.254
400.72,6.17126666666,6.58007745098,6.1002,5.9113,3.50633333333,4.88266666667,7.6246,6.52506666667,19.8118666667,4.27446666667,4.00793333333,6.20203333333
401.08,6.03673333333,6.40607627451,5.96426666667,5.72126666667,3.37113333333,4.7578,7.4944,6.36006666667,19.6908,4.141,3.8876,6.06596666667
401.44,6.09486666667,6.43172176471,6.02693333333,5.74663333333,3.45446666667,4.81866666667,7.5706,6.40146666667,19.7964,4.20473333333,3.94266666667,6.13193333333
401.80,6.07253333333,6.40409803922,6.01846666667,5.70623333333,3.43033333333,4.80926666667,7.5508,6.3754,19.7896666667,4.1686,3.90453333333,6.15756666667
402.16,6.06553333333,6.39934196078,5.98293333333,5.67193333333,3.41853333333,4.80846666667,7.5456,6.338,19.7939333333,4.13746666667,3.92133333333,6.1333
402.52,6.10540000001,6.40540882353,5.969,5.67886666667,3.42946666666,4.83166666667,7.59286666667,6.39373333333,19.8678,4.1486,3.91733333333,6.20656666667
402.88,6.11153333334,6.43102058824,5.9726,5.70313333333,3.4444,4.84326666667,7.58613333333,6.41353333333,19.8968666667,4.17106666667,3.9242,6.22673333333
403.24,6.11140000001,6.41280666667,5.95173333333,5.67826666667,3.45306666667,4.85613333333,7.5628,6.35473333333,19.9131333333,4.16386666667,3.89573333333,6.215
403.60,6.04720000001,6.37512,5.92226666667,5.6503,3.43393333333,4.82893333333,7.52926666667,6.3026,19.8886,4.12626666667,3.85326666667,6.171
403.95,5.99880000001,6.34643882353,5.868,5.6084,3.387,4.77066666666,7.4876,6.25693333334,19.8946666667,4.07993333333,3.80066666667,6.12943333333
404.31,5.98593333334,6.31537470588,5.8684,5.59163333333,3.40806666667,4.78213333333,7.4936,6.249,19.8992666667,4.06013333333,3.78526666667,6.14246666667
404.67,5.95526666667,6.30398647059,5.86166666667,5.5865,3.39526666667,4.78506666667,7.48006666667,6.2076,19.9402666667,4.03266666667,3.78513333333,6.14916666667
405.03,6.05866666667,6.40147686275,5.9554,5.6952,3.49213333333,4.86426666667,7.58926666667,6.3074,20.04,4.1264,3.89213333333,6.27436666667
405.39,6.04139999999,6.38592392157,5.90966666667,5.66156666667,3.45626666667,4.8508,7.58166666667,6.26493333333,20.0146,4.07973333333,3.87186666667,6.25716666667
405.75,6.0668,6.40793862745,5.9156,5.6725,3.49493333333,4.87946666667,7.63326666667,6.2856,20.0142,4.10013333333,3.91113333333,6.26423333333
406.11,6.10626666667,6.41428882353,5.96233333333,5.72223333334,3.55526666667,4.93646666667,7.6812,6.32726666667,20.0643333333,4.13413333333,3.94886666667,6.33613333333
406.47,6.0948,6.39814058823,5.96953333333,5.72053333334,3.56533333333,4.9398,7.67446666667,6.32453333334,20.0740666667,4.126,3.96326666667,6.3335
406.83,6.09466666667,6.37048392157,5.96393333333,5.72393333333,3.57833333333,4.9536,7.67493333333,6.30973333333,20.0621333333,4.13586666667,3.96093333333,6.31936666667
407.19,6.11513333333,6.37520098039,5.98786666667,5.73973333333,3.62153333333,4.97993333333,7.71513333333,6.352,20.0895333333,4.16886666667,3.99693333333,6.3446
407.55,6.14773333333,6.41413117647,6.01266666667,5.74356666667,3.6536,5.00366666667,7.75646666667,6.38246666667,20.1480666667,4.19306666667,4.02946666666,6.38593333333
407.90,6.19186666667,6.43873196078,6.05853333333,5.77243333333,3.70853333333,5.06533333333,7.80053333333,6.4178,20.1771333333,4.24933333333,4.08346666667,6.45626666667
408.26,6.23593333334,6.49301862745,6.1172,5.80916666667,3.76733333333,5.10953333333,7.82886666667,6.47533333333,20.231,4.31146666667,4.1646,6.53173333333
408.62,6.32026666667,6.5668245098,6.18533333333,5.89153333333,3.85153333333,5.16953333333,7.9194,6.52926666667,20.2601333333,4.4066,4.2352,6.6096
408.98,6.32466666666,6.5601172549,6.19566666667,5.90366666667,3.86266666667,5.18786666667,7.92486666667,6.53666666667,20.2626,4.39026666666,4.2688,6.60146666667
409.34,6.34026666667,6.56616980392,6.21086666667,5.91736666667,3.90233333333,5.19886666667,7.93513333333,6.5594,20.2672,4.41206666667,4.28793333333,6.60886666667
409.70,6.31486666667,6.53226215686,6.18486666667,5.8884,3.8738,5.1744,7.87013333333,6.5206,20.2630666667,4.3894,4.27286666667,6.60256666667
410.06,6.31066666667,6.53712411765,6.16406666667,5.85883333333,3.86786666667,5.1738,7.85573333333,6.50913333333,20.2532666667,4.4016,4.27553333333,6.57876666667
410.42,6.27860000001,6.50742980392,6.1168,5.81206666667,3.8264,5.1352,7.81506666667,6.4512,20.2026666667,4.36913333333,4.25586666667,6.53913333333
410.77,6.2288,6.45733058824,6.073,5.7439,3.7754,5.1154,7.7728,6.40873333333,20.2018666666,4.30893333333,4.22626666667,6.5026
411.13,6.23859999999,6.4502954902,6.07713333333,5.7669,3.77493333333,5.12826666667,7.759,6.41006666666,20.2113333333,4.3104,4.25613333333,6.53063333333
411.49,6.28546666666,6.4585072549,6.10693333333,5.80693333333,3.8188,5.1856,7.7762,6.44826666667,20.2054666667,4.36086666667,4.3086,6.56713333333
411.85,6.29766666667,6.47328039216,6.12773333333,5.82446666666,3.82906666667,5.19066666667,7.7892,6.4788,20.2137333333,4.38053333333,4.31526666667,6.59353333333
412.21,6.27246666666,6.42325705882,6.07766666667,5.79146666667,3.79386666667,5.16986666667,7.77333333333,6.42386666667,20.1766,4.35666666667,4.27766666667,6.54793333333
412.57,6.2742,6.39183176471,6.06833333333,5.76006666667,3.77966666667,5.17013333333,7.7414,6.4284,20.1752,4.34753333333,4.2778,6.54756666667
412.92,6.26773333334,6.35297215686,6.05313333333,5.73566666667,3.78293333333,5.17506666667,7.7356,6.40953333333,20.1506666667,4.3518,4.24373333333,6.5611
413.28,6.25766666667,6.31905823529,6.04393333333,5.7233,3.77153333333,5.18813333333,7.7088,6.39513333333,20.152,4.34826666666,4.23,6.56206666667
413.64,6.24679999999,6.29968941176,6.04,5.68686666667,3.768,5.15793333333,7.718,6.3936,20.1402,4.34146666667,4.2248,6.55806666667
414.00,6.16486666667,6.19058431373,5.96046666667,5.5805,3.67613333333,5.08093333333,7.6308,6.3008,20.0718666667,4.2272,4.12306666667,6.49396666667
414.36,6.18186666666,6.18397862745,5.9786,5.58786666667,3.71166666667,5.11466666667,7.674,6.3176,20.0988,4.2314,4.13546666667,6.51866666667
414.72,6.23133333333,6.22984803922,6.03826666667,5.641,3.7784,5.1534,7.72486666667,6.35993333333,20.1212,4.2788,4.19413333333,6.599
415.07,6.18173333333,6.21009137255,6.00006666667,5.58226666667,3.75266666667,5.10346666666,7.6884,6.31186666667,20.0430666666,4.21093333333,4.13726666667,6.55763333333
415.43,6.161,6.17649666667,5.97073333333,5.55976666667,3.73473333333,5.07466666667,7.6684,6.26313333333,20.0465333333,4.14913333333,4.12653333333,6.5458
415.79,6.14833333333,6.14275921568,5.95273333333,5.53746666667,3.7348,5.06973333333,7.6344,6.22713333333,20.0265333333,4.1136,4.14426666667,6.53796666667
416.15,6.1764,6.17244098039,5.9944,5.5566,3.75966666667,5.10813333333,7.67126666667,6.24953333333,20.0663333333,4.1198,4.18493333333,6.59796666667
416.51,6.15613333334,6.15936176471,5.9756,5.54333333333,3.76826666667,5.10006666666,7.67553333333,6.2314,20.0671333333,4.08926666667,4.19266666666,6.59633333333
416.86,6.12793333334,6.12551960784,5.94873333333,5.51566666667,3.75746666667,5.0874,7.6568,6.21653333333,20.0497333333,4.031,4.18053333333,6.584
417.22,6.09473333333,6.07754352941,5.9086,5.48773333333,3.7366,5.0596,7.64826666667,6.1762,20.0152666667,3.99373333333,4.156,6.5744
417.58,6.09380000001,6.05964117647,5.89346666667,5.49926666667,3.74,5.06386666667,7.65333333333,6.1716,20.0168,3.979,4.15566666667,6.58266666667
417.94,6.13340000001,6.09969431373,5.91086666667,5.5315,3.80666666667,5.0994,7.68526666667,6.20666666667,20.0297333334,3.9998,4.21073333333,6.63
418.29,6.1228,6.08263431372,5.88006666667,5.5153,3.8008,5.105,7.6658,6.1916,20.0238666667,3.98446666667,4.20553333333,6.63343333333
418.65,6.09913333333,6.05338509804,5.81813333334,5.46766666667,3.77473333333,5.07366666667,7.63966666666,6.1588,19.9886666667,3.95506666667,4.1818,6.61136666667
419.01,6.09266666666,6.01789882353,5.79086666667,5.44506666667,3.76646666667,5.07553333333,7.64493333333,6.13693333333,20.0014666667,3.9488,4.184,6.61963333334
419.37,6.04753333334,5.96831627451,5.7418,5.3911,3.7272,5.04346666667,7.6082,6.10453333333,19.9472666667,3.90853333333,4.15293333333,6.5984
419.73,6.00946666667,5.92233470588,5.70373333333,5.35216666667,3.70033333333,5.01253333333,7.58866666667,6.06393333333,19.9125333333,3.86733333333,4.1154,6.56916666667
420.08,5.95973333334,5.86907,5.64066666667,5.30066666667,3.67233333334,4.97913333333,7.56053333333,6.0232,19.8601333333,3.82293333334,4.0838,6.52613333333
420.44,5.91073333333,5.81469784314,5.5914,5.23163333333,3.64026666667,4.9348,7.52,5.9718,19.8152666667,3.77813333333,4.0386,6.48353333333
420.80,5.92546666666,5.82916549019,5.59806666667,5.22606666667,3.65906666667,4.949,7.52833333333,5.96666666667,19.8058666667,3.80493333333,4.06366666667,6.5154
421.16,5.93193333334,5.83591862745,5.5974,5.2089,3.66553333333,4.95306666667,7.536,5.9702,19.7999333334,3.79793333333,4.07686666667,6.529
421.51,5.94013333333,5.82737019608,5.58166666667,5.19956666667,3.6862,4.97593333333,7.5396,5.9676,19.7687333333,3.79886666667,4.0886,6.55406666667
421.87,5.91060000001,5.77592901961,5.54626666667,5.164,3.65926666667,4.94153333333,7.50926666667,5.94066666667,19.7190666667,3.78013333333,4.0682,6.53946666667
422.23,5.92646666666,5.78720235294,5.5636,5.16333333333,3.68433333333,4.95313333334,7.5256,5.9516,19.6952666667,3.79913333333,4.09706666667,6.5771
422.58,5.90786666667,5.75417039216,5.55846666667,5.13583333333,3.68366666667,4.95493333333,7.519,5.92993333333,19.6628666667,3.7852,4.09453333333,6.5793
422.94,5.88540000001,5.7279472549,5.53446666667,5.1139,3.69286666667,4.94986666667,7.5026,5.9076,19.6170666667,3.75733333333,4.0782,6.56396666667
423.30,5.8902,5.72252019608,5.54073333333,5.1154,3.71933333333,4.9724,7.52246666667,5.9106,19.6266666667,3.76786666667,4.0888,6.5821
423.66,5.90420000001,5.72118313725,5.52173333333,5.0945,3.74226666667,4.9802,7.52833333333,5.9156,19.63,3.77106666667,4.10833333333,6.60093333333
424.01,5.92819999999,5.72991745098,5.53293333333,5.09683333333,3.77186666667,5.0046,7.54073333333,5.9212,19.6259333333,3.77613333333,4.1262,6.6272
424.37,5.95233333333,5.73035901961,5.54066666667,5.1087,3.793,5.03053333333,7.5472,5.9336,19.6114666667,3.78826666667,4.1482,6.6689
424.73,5.95726666667,5.72973862745,5.542,5.11436666667,3.80613333333,5.04266666667,7.55693333333,5.94453333333,19.6134,3.7868,4.16153333333,6.67473333333
425.08,5.96553333333,5.72021803922,5.53346666667,5.12096666667,3.82226666667,5.05573333333,7.55766666667,5.93753333333,19.5966,3.7988,4.179,6.68986666667
425.44,5.95406666666,5.71219294118,5.528,5.10076666667,3.8232,5.05046666667,7.5488,5.9212,19.5858,3.78526666667,4.1718,6.68656666667
425.80,5.96266666667,5.71864392157,5.54753333333,5.10933333333,3.84426666667,5.08766666667,7.56953333333,5.9242,19.5943333333,3.79206666667,4.19086666667,6.6999
426.16,5.96106666667,5.70832117647,5.5442,5.10506666667,3.85106666667,5.08813333333,7.57386666667,5.9114,19.6099333333,3.77766666667,4.18813333333,6.6927
426.51,5.96713333333,5.71098941177,5.54786666667,5.12083333333,3.86766666666,5.11486666667,7.57166666667,5.9174,19.6044666667,3.78206666667,4.202,6.7036
426.87,5.98586666667,5.72143156863,5.54953333333,5.1187,3.86933333333,5.13113333333,7.581,5.92786666667,19.6166666667,3.79673333333,4.22626666667,6.72773333333
427.23,6.00333333333,5.73783862745,5.55133333333,5.11993333333,3.88886666666,5.13113333333,7.58366666667,5.92986666667,19.6122666667,3.8024,4.2394,6.7467
427.58,6.01019999999,5.72727843137,5.5648,5.12606666667,3.88286666667,5.15246666667,7.5936,5.92606666667,19.5844666667,3.80133333334,4.23893333333,6.75363333333
427.94,5.97479999999,5.68006980392,5.52893333333,5.09306666667,3.84613333333,5.10693333333,7.55093333333,5.8918,19.5356666667,3.76546666667,4.211,6.72586666667
428.30,5.95453333334,5.66167137255,5.50213333333,5.07993333334,3.826,5.09193333333,7.558,5.87386666667,19.5023333333,3.75113333333,4.1966,6.70376666667
428.65,5.933,5.62916666667,5.46666666667,5.046,3.8026,5.07153333333,7.52846666667,5.8222,19.4374666667,3.71306666667,4.16666666667,6.68853333333
429.01,5.94493333334,5.64738372549,5.4792,5.0388,3.82466666667,5.0726,7.54573333333,5.83546666667,19.4488,3.70073333333,4.16833333333,6.70933333334
429.37,5.93406666667,5.64056568627,5.46413333333,5.0262,3.80526666667,5.05986666667,7.5386,5.8194,19.4253333333,3.6838,4.15906666667,6.6872
429.72,5.98226666666,5.69310529412,5.50666666667,5.06316666667,3.84493333333,5.10806666667,7.58906666667,5.86373333333,19.452,3.72833333334,4.20153333333,6.74533333333
430.08,5.99913333333,5.71160078431,5.53173333333,5.07456666667,3.87966666667,5.13006666667,7.61166666667,5.891,19.4185333333,3.75446666667,4.23553333333,6.79103333333
430.44,6.02893333334,5.7345572549,5.55113333333,5.08043333333,3.90306666666,5.13153333333,7.6334,5.92213333333,19.446,3.76173333333,4.25506666667,6.82173333333
430.79,6.03999999999,5.75028803922,5.57513333333,5.1009,3.9174,5.1464,7.65533333333,5.95126666667,19.4273333333,3.78773333334,4.2748,6.84556666667
431.15,6.06813333333,5.78454137255,5.59233333333,5.13803333333,3.9366,5.17846666667,7.67613333334,5.98286666667,19.4116666667,3.82193333333,4.30513333333,6.8669
431.50,6.10106666667,5.83435784314,5.61866666667,5.1868,3.9834,5.21986666667,7.705,6.01693333334,19.4256,3.85793333333,4.34753333333,6.90516666666
431.86,6.121,5.86743941176,5.64046666667,5.20913333333,4.01586666667,5.25346666667,7.74893333333,6.05093333333,19.4358,3.89606666667,4.37873333333,6.9422
432.22,6.17093333334,5.91778764706,5.6966,5.2605,4.06573333333,5.31646666667,7.79126666667,6.11566666667,19.4794,3.94366666667,4.4382,6.9881
432.57,6.21573333333,5.95599352941,5.73146666666,5.31126666667,4.11126666667,5.35073333333,7.82873333334,6.17533333333,19.5348,4.00533333333,4.47446666667,7.0288
432.93,6.16873333334,5.92094882353,5.69486666667,5.28183333333,4.07066666667,5.31593333333,7.78053333333,6.13553333333,19.4606,3.98173333333,4.43753333333,6.98246666667
433.29,6.17106666667,5.91467392157,5.69526666667,5.2863,4.08293333333,5.33466666667,7.77813333333,6.14573333333,19.4555333333,4.0014,4.45106666666,6.9872
433.64,6.15226666667,5.89822529412,5.66153333333,5.2699,4.0754,5.31106666667,7.7652,6.12493333333,19.4230666667,3.99326666667,4.43593333333,6.97516666667
434.00,6.11526666666,5.86286313725,5.60946666667,5.2416,4.02506666667,5.2888,7.71753333334,6.0846,19.3669333333,3.9512,4.38613333333,6.9187
434.35,6.12246666666,5.88346313725,5.60306666667,5.25613333333,4.028,5.30573333333,7.73753333333,6.09813333333,19.3512666667,3.96593333333,4.39873333333,6.9101
434.71,6.14146666667,5.90685627451,5.62773333333,5.27536666667,4.04906666667,5.33813333333,7.7542,6.10813333333,19.3606,3.98746666667,4.41213333333,6.93813333333
435.07,6.10020000001,5.8810972549,5.58386666667,5.23483333333,4.02153333334,5.30413333333,7.73226666667,6.06953333333,19.3245333333,3.94786666667,4.3802,6.90943333333
435.42,6.04226666666,5.82296352941,5.53293333333,5.1788,3.96946666667,5.24613333333,7.6858,6.0322,19.2533333333,3.90526666667,4.33353333333,6.84443333333
435.78,6.03539999999,5.83005764706,5.52006666667,5.1793,3.95866666667,5.23693333333,7.67053333334,6.03113333333,19.2361333333,3.914,4.326,6.8239
436.13,6.03713333333,5.84563019608,5.51646666667,5.17836666666,3.95526666667,5.24746666667,7.65793333334,6.01853333333,19.2269333333,3.9194,4.32693333333,6.84016666666
436.49,6.01373333333,5.83979431373,5.49106666667,5.14706666667,3.9324,5.22153333333,7.65653333333,6.00293333333,19.1969333333,3.8986,4.31653333333,6.82146666667
436.84,6.05566666667,5.87796215686,5.5224,5.1852,3.95646666667,5.26433333333,7.69426666667,6.0478,19.2129333333,3.93226666667,4.358,6.85883333333
437.20,6.093,5.91115666667,5.5518,5.21713333333,3.968,5.28906666667,7.72533333333,6.0812,19.2198666667,3.95506666667,4.37893333333,6.89196666667
437.56,6.07339999999,5.89973,5.54986666667,5.19876666667,3.9362,5.2514,7.70486666667,6.0678,19.1968666667,3.92046666667,4.34893333333,6.8488
437.91,6.10400000001,5.93490960784,5.58246666667,5.22333333333,3.97446666667,5.2614,7.73666666667,6.106,19.1905333333,3.95513333333,4.38646666667,6.88033333333
438.27,6.08600000001,5.92146784314,5.582,5.21523333333,3.95933333334,5.23926666667,7.732,6.08953333333,19.1488,3.943,4.37173333333,6.87843333333
438.62,6.06113333334,5.91438705882,5.55506666667,5.17963333333,3.93546666667,5.1942,7.70086666667,6.07366666667,19.0945333333,3.91013333333,4.3436,6.8392
438.98,6.08153333334,5.92341196079,5.5888,5.19286666667,3.95346666667,5.21546666667,7.7144,6.10273333333,19.0782,3.93026666667,4.36386666667,6.84533333333
439.33,6.12646666666,5.98112823529,5.6306,5.24436666667,4.00786666667,5.24966666667,7.75813333333,6.152,19.1153333333,3.98433333333,4.4044,6.89563333333
439.69,6.13413333333,5.98422470588,5.6418,5.2447,4.01733333333,5.24473333333,7.75966666667,6.15393333334,19.0704,3.98333333333,4.4088,6.90026666666
440.04,6.09973333334,5.95317098039,5.60553333333,5.2175,3.99153333333,5.20513333333,7.72786666667,6.13073333333,19.0050666667,3.9566,4.38486666667,6.855
440.40,6.09899999999,5.94717058823,5.61113333333,5.22693333333,3.99206666667,5.2166,7.71986666667,6.12993333333,18.9636666667,3.95106666667,4.37606666667,6.85093333334
440.75,6.06733333334,5.91523862745,5.5846,5.1978,3.97213333333,5.18006666667,7.697,6.10846666667,18.9218666667,3.92793333333,4.34793333333,6.81646666667
441.11,6.04626666667,5.91033313725,5.57093333333,5.18966666667,3.96866666667,5.1674,7.696,6.09133333333,18.88,3.91846666667,4.34586666667,6.80343333333
