wavelength,Back_SalMamm,Belly_SalMamm,Breast_SalMamm,Crissum_SalMamm,Crown_SalMamm,DorTail_SalMamm,Patch10_SalMamm,Patch11_SalMamm,Patch12_SalMamm,Rump_SalMamm,Throat_SalMamm,WingTip_SalMamm
293.38,4.18833333333,7.976,4.23973333333,4.5436,3.51,4.70782477718,4.62946666667,3.24183333333,8.63846666667,4.03795833333,5.13613333333,8.10753333334
293.75,4.0314,7.92225,4.04423333333,4.39646666667,3.32586666667,4.61002049911,4.47866666667,3.04266666667,8.53886666667,3.782775,4.97393333333,7.99326666667
294.12,3.86163333333,7.8645,3.8715,4.27366666667,3.247,4.55745365419,4.37746666667,2.81733333333,8.54166666667,3.61629166667,4.9198,7.83626666667
294.49,3.88596666667,7.96758333333,3.7998,4.27233333333,3.37793333333,4.60611675579,4.4958,2.88706666666,8.6828,3.63701666667,4.93226666667,7.87026666667
294.86,4.15236666667,8.25858333333,3.96883333333,4.4702,3.60986666667,4.77773511586,4.62993333333,3.11463333333,8.98426666667,3.847375,5.14266666667,7.90286666667
295.23,4.2118,8.33325,3.93503333333,4.36506666667,3.5738,4.74597308378,4.5512,3.06253333333,9.12913333334,3.877825,5.07746666667,7.8368
295.60,4.37383333333,8.55441666667,4.14266666667,4.388,3.64253333333,4.85687468806,4.64793333333,3.0913,9.2846,4.01930833333,5.12906666667,7.89026666667
295.97,4.7128,9.03425,4.5715,4.71586666667,3.97173333333,5.22504010695,4.9556,3.46616666667,9.74786666666,4.33311666667,5.4278,8.21886666666
296.34,4.90713333333,9.21975,4.77196666667,4.9854,4.1828,5.43145026738,5.1534,3.6718,10.0263333333,4.53015,5.65053333333,8.42693333333
296.71,4.9316,9.29733333333,4.83866666667,5.02513333333,4.21446666667,5.44158377897,5.26473333333,3.76983333333,10.1720666667,4.59169166667,5.7396,8.5264
297.08,5.06406666666,9.34391666667,4.95673333333,5.0414,4.2896,5.54947058823,5.2882,3.81666666667,10.3169333333,4.63605833333,5.84006666667,8.56933333333
297.45,5.25436666667,9.551,5.08996666667,5.118,4.4412,5.61716827094,5.4646,3.91526666667,10.5292666667,4.83765,5.96133333333,8.61653333333
297.82,5.56876666667,9.86816666667,5.41423333333,5.36933333333,4.8242,5.91155989305,5.7584,4.2436,10.9075333333,5.2,6.32533333333,8.8708
298.19,5.73313333333,10.0335,5.50803333333,5.47913333333,5.00953333333,6.05682335116,5.91773333334,4.41713333333,11.156,5.40635,6.5332,9.0332
298.56,5.7812,10.0684166667,5.56843333333,5.4878,5.00166666667,6.05816702317,5.9078,4.40813333333,11.2950666667,5.50635,6.58673333333,9.0546
298.93,5.88076666667,10.135,5.66603333333,5.5452,5.13266666666,6.09846292335,5.98186666667,4.4498,11.5102666667,5.509725,6.65406666667,9.19439999999
299.30,5.8065,10.2485833333,5.67633333333,5.5352,5.16053333333,6.10835062388,5.97226666667,4.3721,11.61,5.45695,6.7072,9.14779999999
299.67,5.87873333333,10.3744166667,5.67193333333,5.59033333333,5.27446666667,6.11106203208,6.03373333333,4.48283333333,11.9003333333,5.52744166667,6.77946666667,9.18353333333
300.04,5.9087,10.374,5.64076666667,5.53446666667,5.34166666667,6.0254627451,6.0344,4.44083333333,12.0068666667,5.54281666666,6.7894,9.12880000001
300.41,5.92393333333,10.34525,5.68136666667,5.47113333333,5.39233333334,6.01888841355,5.95453333333,4.4094,12.1378666667,5.559775,6.83253333333,9.06879999999
300.78,6.02043333333,10.37425,5.69276666667,5.4338,5.43906666667,6.04733903743,5.92993333333,4.30236666667,12.3479333333,5.54078333333,6.8474,8.98793333333
301.15,6.1556,10.6385833333,5.8132,5.6106,5.61406666667,6.13496167558,6.0972,4.3919,12.6603333333,5.74305,7.0854,9.0652
301.52,6.01376666667,10.61925,5.6757,5.448,5.467,6.00509197861,5.92793333333,4.35556666667,12.7092666667,5.54415,6.9328,8.95440000001
301.89,5.88853333333,10.472,5.46163333333,5.22093333333,5.2296,5.79293707665,5.8602,4.17123333333,12.7606666667,5.41930833333,6.6598,8.66933333333
302.26,5.86163333333,10.4718333333,5.3677,5.067,5.127,5.60536559715,5.75833333333,4.05736666667,12.7407333333,5.28291666667,6.43386666667,8.45333333334
302.63,5.90056666667,10.5454166667,5.43803333333,5.15046666667,5.07993333333,5.63277611408,5.6904,4.07903333333,12.8161333333,5.26974166667,6.4186,8.3976
303.00,5.8288,10.50425,5.35943333333,5.12973333333,4.94026666667,5.63727219251,5.6878,4.007,12.8210666667,5.34440833333,6.36826666667,8.279
303.37,6.00926666667,10.6515,5.5769,5.31006666667,5.12833333333,5.83342049911,5.92273333333,4.22656666667,13.1325333333,5.588325,6.5986,8.49486666667
303.74,5.83233333333,10.62475,5.38826666667,5.18993333333,5.03593333333,5.744814082,5.73013333333,4.06036666667,13.008,5.39433333334,6.51793333334,8.31126666667
304.10,5.8044,10.8188333333,5.41976666667,5.25833333333,5.11253333333,5.86124117647,5.78613333333,4.1668,13.1595333333,5.47199166667,6.61633333333,8.38753333333
304.47,5.89656666667,11.0175833333,5.52513333333,5.3268,5.18226666667,5.90217914439,6.04013333333,4.24083333334,13.316,5.53811666667,6.59713333333,8.41566666667
304.84,5.95296666667,11.1935833333,5.56633333333,5.37393333333,5.19033333333,5.94095026738,6.18906666667,4.32346666666,13.4995333333,5.56354166667,6.58973333333,8.4126
305.21,5.91293333333,11.1221666667,5.5167,5.4376,5.18926666667,5.87180980392,6.25813333333,4.3239,13.6168666666,5.51563333333,6.51,8.37646666667
305.58,6.17923333333,11.488,5.75083333333,5.81666666667,5.45153333333,6.13045579323,6.48566666667,4.53456666667,13.8742666667,5.805825,6.867,8.55813333333
305.95,6.2868,11.6120833333,5.84,5.99866666667,5.49446666667,6.20005258467,6.4922,4.62716666667,13.9642666667,5.90561666667,7.02453333333,8.70093333333
306.32,6.3879,11.5264166667,5.8896,6.13366666667,5.44693333333,6.32897700535,6.52673333334,4.5991,14.1846666667,5.961725,7.1412,8.73786666667
306.69,6.32616666667,11.4671666667,5.8092,6.01773333333,5.4468,6.29001657754,6.5052,4.4239,14.2836666666,5.841625,7.13113333333,8.74293333333
307.06,6.45213333333,11.7000833333,6.01973333333,6.0478,5.6276,6.48100392157,6.62453333333,4.541,14.4937333333,5.95270833333,7.33286666667,8.82206666667
307.43,6.6283,11.8740833333,6.08423333333,6.02853333333,5.74873333333,6.47380463458,6.64753333333,4.62363333333,14.6218666667,5.95615,7.4334,8.94806666667
307.80,6.7249,11.9496666667,6.18866666667,6.0192,5.817,6.52374099822,6.73526666667,4.62486666667,14.7704,6.048775,7.49226666667,8.9962
308.17,6.6818,11.8198333333,6.0186,5.89206666667,5.67546666667,6.35596238859,6.5402,4.4631,14.8230666667,5.98270833333,7.37986666667,8.8562
308.54,6.44203333333,11.7034166667,5.68553333334,5.62746666667,5.3628,6.11841265597,6.21386666667,4.1911,14.7206,5.70880833333,7.18486666667,8.63226666667
308.90,6.16506666667,11.48825,5.42606666667,5.39926666667,5.17446666667,5.86168645276,5.89913333333,3.95456666667,14.5281333333,5.53026666666,6.92773333333,8.3218
309.27,6.09713333333,11.47825,5.34613333333,5.24393333333,5.06986666667,5.7912745098,5.7324,3.85003333333,14.5057333333,5.45760833333,6.76753333333,8.24366666667
309.64,5.98456666667,11.3925,5.18143333333,5.0956,4.9494,5.70081604278,5.61886666667,3.74126666667,14.5482,5.30893333333,6.6282,8.17846666667
310.01,5.97753333333,11.4514166666,5.1379,5.0588,4.9504,5.59440677362,5.58186666666,3.72756666667,14.6605333333,5.2348,6.64526666667,8.14046666667
310.38,5.94626666667,11.6075833334,5.14653333333,5.0474,4.94906666666,5.52891087344,5.55306666667,3.7538,14.7184666667,5.20440833333,6.64586666667,8.16126666667
310.75,6.02323333334,11.8071666667,5.19276666667,5.18266666667,5.0044,5.58312210339,5.611,3.8577,14.9222666667,5.30275,6.73606666667,8.1792
311.12,5.75563333333,11.6359166667,4.8454,4.95226666667,4.66586666667,5.2120688057,5.30313333333,3.5296,14.8218666667,4.99611666667,6.45013333333,7.91053333333
311.49,5.5247,11.5029166667,4.61056666667,4.76593333333,4.3976,4.95808199644,5.09266666667,3.29106666667,14.6995333333,4.78783333333,6.22746666667,7.5494
311.85,5.54503333333,11.5584166667,4.66123333333,4.76006666667,4.4232,4.9005258467,5.11053333333,3.3225,14.8476,4.7955,6.2612,7.52633333333
312.22,5.5285,11.5679166667,4.6602,4.72793333333,4.4632,4.85863600713,5.12573333333,3.2586,14.8986,4.720025,6.23593333333,7.4638
312.59,5.56843333333,11.5713333333,4.66303333333,4.75906666667,4.5088,4.82856131907,5.12893333333,3.22693333333,14.9837333333,4.73610833333,6.2218,7.43013333333
312.96,5.94203333333,11.8931666667,4.9944,5.1076,4.801,5.15040748663,5.56366666667,3.58036666667,15.4046666667,5.12523333333,6.56686666667,7.75713333333
313.33,6.03156666667,12.0125,5.07603333333,5.2258,4.88446666667,5.21925169341,5.7074,3.6242,15.5841333333,5.12219166667,6.6738,7.82073333333
313.70,6.18376666667,12.1655833333,5.2059,5.31686666667,5.0096,5.31260659537,5.83893333333,3.65613333333,15.8434,5.30071666667,6.77706666667,7.90473333334
314.07,6.1745,12.2203333334,5.25433333333,5.32886666667,5.04366666667,5.33449393939,5.82793333333,3.5359,15.9926,5.35565833333,6.74246666667,7.83146666667
314.43,6.30156666667,12.4160833333,5.2889,5.36806666667,5.186,5.39456024955,5.84613333333,3.5193,16.1186,5.428575,6.79593333333,7.85
314.80,6.44546666667,12.4181666667,5.35933333333,5.40493333333,5.23086666667,5.44466024955,5.943,3.5394,16.2209333333,5.45383333333,6.77833333333,7.8694
315.17,6.79166666667,12.5969166667,5.59173333333,5.65053333333,5.5068,5.65369768271,6.201,3.80553333333,16.5482666667,5.71100833333,7.0178,8.0962
315.54,7.14453333333,12.9335,5.9051,5.9946,5.8752,6.07045258467,6.587,4.12146666667,17.0433333333,6.07968333333,7.27559999999,8.47853333333
315.91,7.2178,13.0379166667,5.88936666667,6.04733333333,5.92066666667,6.11185757576,6.5754,4.13163333333,17.1545333333,6.07300833333,7.19126666666,8.50786666667
316.28,7.44746666666,13.2655,6.19766666667,6.28133333333,6.09366666667,6.31077326203,6.85926666667,4.40966666667,17.4314,6.31605,7.35286666667,8.70133333333
316.64,7.74189999999,13.6524166667,6.62763333333,6.55326666667,6.44653333333,6.64551836007,7.17293333333,4.77346666667,17.8240666667,6.62570833333,7.68946666667,8.94926666667
317.01,7.60020000001,13.6209166667,6.43606666667,6.26173333333,6.30633333333,6.47731942959,6.95846666667,4.59543333333,17.7313333333,6.449825,7.61379999999,8.83053333333
317.38,7.43513333333,13.614,6.35423333333,5.93033333333,6.115,6.23760196078,6.76073333333,4.43696666667,17.664,6.3766,7.53006666666,8.6718
317.75,7.40896666667,13.6960833333,6.396,5.84646666667,6.06733333333,6.13643761141,6.7596,4.43046666667,17.7584,6.28885833333,7.62700000001,8.612
318.12,7.5007,13.7609166667,6.4851,5.93126666666,6.13573333333,6.18372299465,6.93753333333,4.5525,17.8396666667,6.34055,7.76013333333,8.71013333333
318.49,7.56236666667,13.7539166666,6.6598,6.04746666667,6.2888,6.2760513369,7.16706666667,4.7888,18.0828,6.423475,7.907,8.77646666667
318.85,7.62026666665,13.9581666667,6.82786666667,6.02866666667,6.4598,6.31725579323,7.2926,4.9434,18.3503333333,6.57303333334,7.99373333333,8.85973333333
319.22,7.56463333334,14.0985,6.79263333333,5.97313333333,6.496,6.30473190731,7.33046666666,4.90086666667,18.4648666667,6.59318333333,7.96766666666,8.88666666667
319.59,7.5251,14.054,6.69596666667,5.85986666667,6.42853333333,6.17844438503,7.20873333333,4.79246666667,18.5158666667,6.497775,7.91066666667,8.8136
319.96,7.53603333332,14.0139166667,6.66683333333,5.82593333333,6.39346666667,6.15441800357,7.19133333333,4.78723333334,18.5773333333,6.51443333334,7.90740000001,8.70493333333
320.32,7.53056666668,13.97725,6.47983333334,5.7256,6.34686666667,6.08004188948,7.09233333333,4.64716666667,18.6186666667,6.361975,7.86819999999,8.56853333333
320.69,7.4144,13.9295,6.2915,5.59626666667,6.16573333333,5.93770071301,6.974,4.47883333333,18.5734,6.2268,7.71000000001,8.38993333334
321.06,7.44230000001,13.9816666667,6.31656666667,5.6442,6.11833333333,5.99426916221,6.94533333333,4.39996666667,18.6374666667,6.17891666667,7.68186666667,8.299
321.43,7.61599999999,13.9413333333,6.4146,5.80173333333,6.2898,6.17659821747,7.06873333333,4.523,18.8174666667,6.27764166667,7.75240000001,8.36066666667
321.80,7.70523333333,14.0920833334,6.49283333333,6.00846666667,6.5106,6.3804540107,7.21839999999,4.694,18.9409333333,6.42454166667,7.79859999999,8.4992
322.16,7.71696666667,14.18775,6.50576666667,5.995,6.61213333333,6.4872459893,7.17113333333,4.76363333333,19.0155333333,6.44771666667,7.84106666667,8.525
322.53,7.72926666667,14.3479166667,6.4743,5.9842,6.4968,6.48271283422,7.12206666666,4.69463333333,19.0664666667,6.47700833333,7.87913333334,8.55966666667
322.90,7.71603333333,14.3375833334,6.37026666667,5.99593333333,6.37026666667,6.37601354724,7.02913333333,4.58496666667,19.0076,6.472775,7.89293333333,8.52973333333
323.27,7.72733333335,14.3595833333,6.41036666667,6.03813333333,6.35646666667,6.43708270945,7.0332,4.578,19.0365333333,6.505225,7.95193333334,8.466
323.63,7.66229999999,14.4230833334,6.38043333333,6.0748,6.2764,6.41866524064,7.0052,4.5308,18.9951333333,6.4838,7.98566666667,8.3922
324.00,7.72743333334,14.522,6.36956666666,6.08946666666,6.22993333333,6.42137076649,7.09406666667,4.53993333333,19.0516666667,6.47721666667,7.98326666667,8.4574
324.37,7.72850000001,14.53175,6.41326666667,6.14953333333,6.198,6.37547130125,7.12006666667,4.5742,19.1020666667,6.52345833333,8.0044,8.50066666667
324.74,7.90356666667,14.61125,6.5182,6.30486666667,6.44746666667,6.54033048129,7.28286666667,4.79003333333,19.2749333333,6.75434166667,8.255,8.6846
325.10,7.93246666667,14.7125833334,6.5922,6.3864,6.5794,6.55956613191,7.38893333333,4.90233333333,19.4407333333,6.84995833333,8.34426666666,8.77366666667
325.47,7.9823,14.9485,6.5811,6.49953333333,6.5628,6.61171729055,7.401,4.94596666667,19.5717333333,6.90595,8.4146,8.77706666667
325.84,7.80859999999,14.6530833333,6.40516666667,6.33373333333,6.3172,6.46190819964,7.17573333333,4.67803333333,19.4056666667,6.70163333333,8.22800000001,8.484
326.21,7.66913333334,14.502,6.23606666667,6.22246666667,6.05673333333,6.26169108734,7.04973333333,4.43356666667,19.3194666667,6.47454166667,8.00320000001,8.26813333333
326.57,7.64690000001,14.4676666667,6.23926666667,6.1644,6.07,6.2205201426,7.08933333333,4.4113,19.3776,6.41905,7.92486666666,8.1856
326.94,7.58426666667,14.4488333333,6.20116666667,6.17413333333,6.08113333333,6.2917688057,7.16193333333,4.4053,19.5128666667,6.35209166667,7.939,8.10366666667
327.31,7.5713,14.4505,6.14123333333,6.154,6.11893333333,6.27957130125,7.1794,4.3741,19.6046,6.29899166667,7.83786666667,8.08866666667
327.67,7.51156666666,14.3528333333,6.12086666667,6.0306,6.05786666667,6.18481122994,7.1994,4.29406666667,19.6444666667,6.21076666667,7.66760000001,8.04453333333
328.04,7.45670000001,14.2916666667,6.211,6.0384,6.082,6.19312352941,7.16526666667,4.27926666667,19.7104,6.22683333333,7.71706666667,8.0024
328.41,7.45980000001,14.4154166667,6.25236666667,6.0182,6.12273333333,6.27252655971,7.14853333333,4.25233333333,19.803,6.25825,7.74620000001,8.04346666667
328.78,7.40086666666,14.3469166667,6.28003333333,5.97013333333,6.002,6.1774798574,7.08053333333,4.08436666667,19.9205333333,6.15908333333,7.61959999999,7.99726666667
329.14,7.47526666667,14.41825,6.36596666667,6.00886666667,6.01173333333,6.24503778966,7.11453333333,4.08976666667,20.1239333333,6.21325,7.58246666666,8.02746666667
329.51,7.6663,14.5486666666,6.54773333333,6.14053333333,6.12933333333,6.40205187166,7.37,4.22523333333,20.3814666667,6.42100833334,7.73006666667,8.21773333333
329.88,7.94903333333,14.9241666666,6.8677,6.40193333333,6.35453333333,6.65998235294,7.66420000001,4.53483333333,20.7584666666,6.755175,7.99766666667,8.54013333333
330.24,8.15489999999,15.2344166667,7.041,6.567,6.5176,6.8791030303,7.84846666667,4.81503333334,21.114,7.04420833333,8.24746666667,8.7632
330.61,8.14079999999,15.2479166666,7.039,6.5582,6.4788,6.8848426025,7.73513333334,4.80943333333,21.1826,7.03330833333,8.32073333333,8.75286666667
330.98,8.28573333335,15.3868333333,7.1613,6.56453333333,6.54,6.92483137255,7.7048,4.87766666667,21.3216666667,7.06730833333,8.39173333333,8.78486666667
331.34,8.55603333333,15.6570833333,7.49796666667,6.88153333333,6.8344,7.19653707665,7.89399999999,5.1911,21.5514666667,7.36419166667,8.76706666667,9.02019999999
331.71,8.67396666667,15.7718333333,7.61226666667,7.09533333333,7.03366666667,7.34932869875,7.95533333334,5.34213333333,21.7216,7.54414166666,8.9794,9.06766666666
332.08,8.78759999999,16.0400833334,7.70393333333,7.21373333333,7.13886666667,7.37794527629,8.01560000001,5.43773333333,21.8542,7.651375,9.14146666668,9.1732
332.44,8.95636666667,16.1398333333,7.77253333333,7.3208,7.2784,7.41641336898,8.12013333333,5.55666666667,21.99,7.75064166668,9.25613333335,9.24239999999
332.81,8.99153333332,16.2494166667,7.6682,7.3358,7.31286666666,7.40083565062,8.11706666667,5.53996666667,22.0722,7.68664166667,9.21333333333,9.16599999999
333.18,9.0245,16.32725,7.6659,7.39993333333,7.41720000001,7.41514064171,8.17586666667,5.59003333333,22.1038666667,7.65841666666,9.27339999999,9.20020000001
333.54,8.84586666667,16.2923333334,7.5373,7.3142,7.326,7.2837083779,7.96273333333,5.46243333333,22.0785333333,7.497575,9.10646666666,9.02773333333
333.91,8.66999999999,16.1265833333,7.27973333333,7.12466666666,7.17546666666,7.02853226381,7.75273333333,5.20563333333,22.0073333333,7.2783,8.91540000001,8.79206666667
334.28,8.87606666667,16.24475,7.4866,7.29746666667,7.44146666667,7.20034081997,7.91153333333,5.28476666667,22.1572,7.41671666667,9.07626666667,8.94253333334
334.64,9.02046666665,16.3970833333,7.60853333333,7.48826666667,7.62753333334,7.30560427807,8.04766666666,5.39476666667,22.2853333333,7.572825,9.13133333333,9.06493333334
335.01,8.94576666667,16.35,7.53613333333,7.50353333333,7.60333333333,7.23422210338,8.04506666667,5.3048,22.1376666667,7.54034166667,9.01613333333,9.05546666666
335.38,8.92320000001,16.36125,7.40223333333,7.39853333333,7.43873333333,7.0903714795,7.99833333334,5.16163333333,22.1464666667,7.4314,8.90473333333,8.99506666667
335.74,9.0021,16.3968333333,7.4047,7.37113333333,7.42453333333,7.07475383244,7.98946666666,5.18546666667,22.2164666667,7.43225,8.99013333333,9.0142
336.11,8.98939999999,16.3049166667,7.3998,7.32206666666,7.43453333333,7.11994206774,7.98480000001,5.14766666667,22.2510666667,7.38050833333,8.99173333333,8.97853333333
336.47,8.70156666667,16.1493333333,7.1903,7.1162,7.1884,6.85836666667,7.74933333334,4.91223333333,22.0952666667,7.13218333333,8.74413333333,8.7064
336.84,8.57216666667,16.1495833334,7.1567,7.02866666667,7.11086666667,6.78651836007,7.67013333334,4.84993333333,22.0025333333,7.093375,8.72673333333,8.62446666667
337.21,8.44890000001,16.12425,7.08026666667,6.93113333333,6.9544,6.66072299465,7.49953333334,4.68736666666,21.9546666667,6.95304166667,8.66453333333,8.45633333333
337.57,8.44099999999,16.0948333333,7.02936666667,6.8176,6.92786666667,6.57116916221,7.45119999999,4.5859,21.8689333333,6.90205,8.6576,8.38253333333
337.94,8.50336666667,16.2008333333,7.02556666667,6.8374,7.01513333333,6.5799741533,7.51713333333,4.65536666667,21.9769333333,6.94610833333,8.63413333333,8.422
338.31,8.2482,16.1130833333,6.85816666667,6.62753333333,6.82546666667,6.30655454545,7.3372,4.4685,21.8413333333,6.73316666667,8.44613333333,8.19753333333
338.67,8.13633333333,16.04725,6.74763333333,6.476,6.70793333333,6.16892620321,7.29640000001,4.34876666667,21.8470666666,6.65350833333,8.3346,8.0538
339.04,8.17856666666,16.1446666667,6.75626666667,6.46366666667,6.69653333333,6.15262691622,7.32859999999,4.354,21.9931333333,6.66721666667,8.38093333334,8.0092
339.40,8.23103333334,16.23625,6.9081,6.4804,6.83026666667,6.2391399287,7.37106666667,4.42913333333,22.0506666667,6.792975,8.46166666667,8.02873333333
339.77,8.39503333333,16.4614166667,7.09826666667,6.63173333333,6.9998,6.40106969697,7.57800000001,4.5861,22.2515333333,6.96418333333,8.59413333334,8.22386666667
340.14,8.40019999999,16.5559166667,7.07846666667,6.63966666667,6.98386666667,6.41114919786,7.65193333333,4.62793333333,22.3818666667,7.01404166667,8.58779999999,8.23586666667
340.50,8.53753333333,16.6375833334,7.20463333333,6.67873333333,7.1128,6.56527575757,7.78706666666,4.7576,22.5163333333,7.13985833333,8.72580000001,8.36813333333
340.87,8.6725,16.7791666667,7.3156,6.7478,7.15813333333,6.67404759358,7.89853333333,4.86593333333,22.6954,7.23005,8.79926666668,8.412
341.23,8.79236666667,16.8688333333,7.34553333333,6.79146666667,7.24066666666,6.7330026738,8.04140000001,4.98696666667,22.8244666667,7.35398333333,8.85086666668,8.4994
341.60,8.97263333333,17.043,7.49466666667,6.97186666667,7.44733333334,6.88308199644,8.27113333333,5.1727,23.1053333333,7.50241666667,9.03006666667,8.67093333333
341.96,8.88486666665,16.97225,7.4876,6.85386666667,7.357,6.80252388592,8.16853333333,5.0654,22.9865333333,7.42706666666,9.02786666666,8.58526666667
342.33,8.85873333332,16.8909166666,7.36963333333,6.7106,7.22726666667,6.73501996435,8.06399999999,4.9585,22.9952,7.364225,8.96586666666,8.49466666667
342.70,8.88816666667,16.9645,7.39053333333,6.77133333333,7.20953333333,6.74774010695,8.05499999999,4.9476,23.068,7.36025833334,9.05913333333,8.5794
343.06,8.84509999999,16.9953333334,7.416,6.74,7.25353333334,6.77332923351,8.03606666667,4.9448,23.1015333333,7.352775,9.10393333333,8.628
343.43,8.74686666667,16.9055833333,7.3043,6.7138,7.12626666667,6.64913618538,7.94199999999,4.84643333333,23.1045333333,7.2165,9.02493333334,8.51206666667
343.79,8.43583333332,16.6145833333,6.99136666667,6.39946666667,6.78693333333,6.31116898396,7.61659999999,4.51733333333,22.8760666667,6.891875,8.68706666666,8.13793333334
344.16,8.27263333333,16.5060833333,6.80526666667,6.24233333333,6.60206666667,6.05243511586,7.36459999999,4.28886666667,22.6846,6.69601666667,8.49660000001,7.88493333333
344.52,8.2409,16.58275,6.71876666667,6.26706666667,6.53066666667,6.01749483066,7.32180000001,4.2183,22.8167333333,6.64865,8.49006666667,7.8038
344.89,8.14559999999,16.4829166667,6.61773333333,6.18826666667,6.4632,5.88608787879,7.24213333334,4.13156666667,22.7330666667,6.54525,8.43113333333,7.77906666667
345.25,8.15733333333,16.4700833333,6.66416666667,6.20753333333,6.48646666667,5.88619590018,7.22499999999,4.14326666666,22.8126,6.54698333334,8.453,7.772
345.62,8.05696666667,16.3395833333,6.62876666667,6.16713333333,6.37206666667,5.80422299465,7.12379999999,4.08186666667,22.7010666666,6.48525833333,8.36933333333,7.6648
345.99,8.08066666667,16.3686666667,6.68216666667,6.2648,6.39066666667,5.84612869875,7.16993333334,4.11503333333,22.7989333333,6.50175,8.42539999999,7.67313333333
346.35,8.2525,16.6079166667,6.89736666667,6.45906666667,6.539,5.97985329768,7.34393333334,4.27143333333,23.0552,6.68920833333,8.57293333334,7.80066666667
346.72,8.24160000001,16.5936666667,6.8853,6.40526666667,6.49566666667,5.9972969697,7.30886666666,4.27173333333,23.0428666667,6.69408333333,8.4938,7.69446666666
347.08,8.1657,16.5485,6.78716666667,6.35193333333,6.334,5.87206096257,7.21293333334,4.17113333333,22.9893333333,6.64045,8.37073333333,7.5494
347.45,8.18976666667,16.6013333333,6.8223,6.3676,6.36853333333,5.9149885918,7.25626666666,4.2256,23.1107333333,6.68761666667,8.37546666666,7.5354
347.81,8.39240000001,16.83275,7.06763333333,6.59173333333,6.60393333333,6.11356363636,7.44226666666,4.4464,23.3395333333,6.91384166667,8.60413333333,7.74226666667
348.18,8.52446666667,16.9874166666,7.24176666667,6.7244,6.7576,6.31088734403,7.61106666666,4.61083333333,23.5393333333,7.03136666667,8.73293333334,7.93233333333
348.54,8.6383,17.1109166667,7.4558,6.853,6.8918,6.46926149733,7.78480000001,4.7719,23.66,7.18050833333,8.87940000001,8.07973333333
348.91,8.89739999999,17.4504166666,7.76786666667,7.1522,7.14566666667,6.76975044563,8.00726666666,5.01753333333,24.023,7.44854166666,9.16966666667,8.2978
349.27,8.92136666666,17.4780833333,7.81323333333,7.14966666667,7.11860000001,6.78076541889,7.97073333333,5.00386666667,23.9862,7.44490833333,9.16946666667,8.3418
349.64,8.87249999999,17.48075,7.75313333333,7.06906666667,7.05193333333,6.69652959002,7.90259999999,4.9052,23.9963333333,7.37245,9.09346666666,8.29086666667
350.00,8.91796666665,17.6179166667,7.81453333333,7.0988,7.05360000001,6.69347629234,7.94139999999,4.97666666667,24.1031333333,7.40196666667,9.16539999999,8.37453333333
350.37,8.86926666667,17.6061666667,7.84036666667,7.1426,7.09786666666,6.72565347594,7.93413333334,5.02003333333,24.0699333333,7.37084166667,9.18879999999,8.4242
350.73,8.90829999999,17.66,7.92403333333,7.2088,7.17093333333,6.72146042781,7.96553333333,5.01146666667,24.1808,7.35583333334,9.23680000001,8.4614
351.10,9.06460000001,17.8191666667,8.1304,7.38453333333,7.38273333334,6.83728377897,8.09033333333,5.13,24.4176666667,7.49554166667,9.41420000001,8.62753333333
351.46,9.11623333333,17.8563333333,8.18586666667,7.48806666667,7.42626666667,6.86548930481,8.16299999999,5.14106666667,24.4928666667,7.53844166667,9.55026666666,8.72406666667
351.83,9.23043333334,18.06425,8.2987,7.65326666667,7.55813333333,6.96940356506,8.30333333333,5.24726666667,24.6725333333,7.64537499999,9.67879999999,8.83833333333
352.19,9.33159999999,18.1838333333,8.3344,7.75533333333,7.62346666666,7.012514082,8.36766666666,5.30663333333,24.8791333333,7.76491666667,9.77726666667,8.90246666667
352.55,9.20316666668,18.0415833333,8.1609,7.62086666667,7.47686666667,6.81463030303,8.19946666667,5.1263,24.7064666667,7.61675833333,9.59626666667,8.7252
352.92,9.02136666667,17.829,7.93843333333,7.3762,7.25080000001,6.55266827094,8.00379999999,4.9181,24.5290666667,7.39203333334,9.32880000001,8.5196
353.28,9.05289999999,17.818,7.94223333333,7.39653333333,7.27859999999,6.54902424243,8.06233333333,4.9338,24.68,7.41354999999,9.3814,8.5044
353.65,9.25633333334,18.0128333333,8.1549,7.56666666667,7.49273333333,6.72368520499,8.27473333333,5.14983333333,24.9458,7.59721666667,9.5852,8.6774
354.01,9.28616666666,18.0288333334,8.14243333333,7.55819999999,7.52573333332,6.72921960784,8.28120000001,5.1185,25.0494666667,7.61594999999,9.55033333333,8.6326
354.38,9.24776666667,17.94875,8.0086,7.49260000001,7.42186666666,6.59576524064,8.17446666666,5.01336666667,25.0291333333,7.51053333334,9.49339999999,8.50233333333
354.74,9.19100000001,17.92525,7.9133,7.3912,7.34653333333,6.50682869875,8.12639999999,4.9646,24.9848666667,7.46909166667,9.48039999999,8.43106666667
355.11,9.18083333333,17.9255,7.83843333333,7.32546666667,7.29713333333,6.48847237077,8.11759999999,4.9477,25.0209333333,7.44652500001,9.46193333333,8.378
355.47,9.05769999999,17.9005833333,7.74473333333,7.13033333333,7.15826666667,6.36648377897,7.98446666667,4.81146666667,24.9424,7.30695833333,9.30486666666,8.25233333333
355.83,8.95923333332,17.7945833333,7.62516666667,6.978,6.99433333333,6.2462969697,7.85206666667,4.6396,24.9282,7.19085833334,9.21453333333,8.14853333333
