wavelength,Back_EmbLonf,Belly_EmbLonf,Breast_EmbLonf,Crissum_EmbLonf,Crown_EmbLonf,DorTail_EmbLonf,Patch10_EmbLonf,Rump_EmbLonf,Throat_EmbLonf,WingTip_EmbLonf
328.78,5.59466666667,16.5263333333,9.70233333333,5.696,5.15133333333,8.14825,10.4435,6.87433333334,15.421,9.16966666666
329.14,5.13616666667,16.0661666667,9.48283333333,5.30766666667,4.8215,7.57525,9.84333333335,6.36,15.0483333333,8.591
329.51,4.422,15.6453333334,9.11116666666,4.70066666666,3.95783333334,6.82425,9.2445,5.66383333333,14.5893333333,7.89783333334
329.88,4.37866666666,16.0605,9.33366666666,4.87883333333,4.09016666667,6.903,9.28083333333,5.4495,14.7773333333,8.0335
330.24,3.73833333334,15.55,8.66466666666,4.3175,3.4755,6.315,8.5275,4.9385,14.1883333333,7.0465
330.61,3.361,15.4483333333,8.72033333334,4.12916666667,3.30083333334,6.06775,8.37816666666,4.63333333333,14.02,6.6255
330.98,2.94,15.2988333334,8.40516666667,3.72583333333,2.724,5.8045,8.04516666667,4.51783333334,13.9068333334,6.1735
331.34,3.014,15.2191666667,8.375,3.75266666667,2.63266666667,5.5845,8.101,4.7715,13.8908333333,6.11783333333
331.71,3.16266666667,15.2296666667,8.30383333333,3.68083333333,2.68533333333,5.6715,7.927,4.847,14.04,5.97766666666
332.08,3.10583333333,15.2095,8.5625,3.56433333333,2.5545,5.72125,7.8485,4.8415,13.8743333334,5.881
332.44,3.37316666666,15.3298333333,8.54966666667,3.6745,2.62783333333,5.64825,7.73616666666,4.89766666666,13.9363333333,6.06366666667
332.81,2.91816666666,14.972,8.10333333333,3.1705,2.1435,4.958,7.30633333334,4.59583333333,13.625,5.57766666666
333.18,3.205,15.3608333333,8.37433333334,3.38616666667,2.31033333333,5.45775,7.76516666667,5.00466666666,13.983,5.67433333333
333.54,3.773,15.7583333333,8.81466666666,3.90183333334,2.99883333333,6.02225,8.32533333333,5.5575,14.3341666666,6.068
333.91,4.25883333333,15.934,9.17166666667,4.417,3.34716666667,6.17475,8.75516666667,6.25666666666,14.7953333334,6.63616666666
334.28,4.77666666666,16.3173333333,9.697,4.79716666667,3.6005,6.7335,9.20883333333,6.651,15.3468333333,7.15966666667
334.64,4.81383333334,16.4496666667,9.53683333334,4.80883333333,3.52183333333,6.7135,9.23916666667,6.72633333333,15.2941666666,7.24066666666
335.01,4.97183333333,16.7655,9.696,5.1005,3.76466666666,6.8865,9.4885,6.95033333334,15.3755,7.50983333334
335.38,4.73,16.8173333333,9.65883333334,4.89983333333,3.64716666667,6.687,9.32383333333,6.71133333333,15.3068333334,7.33283333333
335.74,4.814,17.1415,9.925,5.06333333334,3.692,6.7105,9.74316666667,6.74166666667,15.4345,7.51783333334
336.11,4.82566666667,17.2733333333,9.68416666666,5.10516666667,3.759,6.66225,9.94499999999,6.68366666666,15.472,7.4375
336.47,5.01916666666,17.6496666666,9.855,5.1555,3.97483333333,6.75275,10.2973333334,6.91033333333,15.6271666666,7.428
336.84,5.11533333334,17.7185,10.1938333333,5.38883333333,4.0125,6.888,10.3281666667,7.043,15.7446666667,7.56166666667
337.21,4.96533333333,17.6995,10.1888333333,5.325,4.00183333333,6.77025,10.3366666667,6.819,15.7078333333,7.50566666667
337.57,5.3195,18.009,10.5158333333,5.60283333333,4.3105,7.1715,10.6805,7.137,16.1278333333,7.96383333333
337.94,5.41416666667,18.3148333333,10.5438333333,5.71666666667,4.529,7.701,10.8506666666,7.288,16.3055,7.82533333334
338.31,5.37933333333,18.5396666666,10.6415,5.8175,4.73433333333,7.602,10.9711666666,7.32916666666,16.3643333333,7.89816666667
338.67,5.4685,18.7611666666,10.8111666667,6.13066666667,5.0315,7.6015,11.2341666666,7.455,16.7973333333,7.83783333334
339.04,5.409,18.7321666667,10.664,6.052,4.869,7.28925,11.042,7.10933333333,16.6756666667,7.5455
339.40,5.6435,18.8071666666,10.782,6.35816666667,5.09383333334,7.567,11.3896666667,7.18033333333,16.9168333333,7.90916666666
339.77,5.4515,18.7395,10.5153333333,6.29833333334,5.16183333334,7.5355,11.1436666667,6.918,16.8358333333,7.845
340.14,5.42183333333,18.7755,10.4951666667,6.29966666667,5.166,7.49725,11.0596666666,6.9745,16.8871666666,7.99816666666
340.50,5.58183333334,18.8478333333,10.6783333333,6.39483333334,5.22766666666,7.45475,11.3078333333,7.17283333334,17.0993333333,8.235
340.87,5.814,19.0953333333,10.7878333333,6.46316666666,5.50233333333,7.70775,11.6191666666,7.25966666667,17.3118333333,8.29416666666
341.23,6.38866666667,19.4976666666,11.073,6.89016666666,6.06983333333,8.1675,11.9228333333,7.736,17.7718333333,8.85383333334
341.60,6.16316666667,19.2261666667,10.8698333333,6.60966666666,5.69166666667,7.67225,11.5811666667,7.34616666667,17.4833333334,8.58416666666
341.96,5.685,18.7861666667,10.4423333333,6.14483333334,5.19166666667,7.06075,11.2156666667,6.78466666667,17.1223333333,8.20983333334
342.33,5.44383333333,18.6673333334,10.169,5.874,4.91483333334,6.839,10.9415,6.48566666666,16.9891666667,8.00283333334
342.70,5.4,18.679,10.2605,5.70016666666,4.73866666667,7.05325,10.8893333333,6.53616666667,16.8208333333,7.93566666666
343.06,5.30966666667,18.6823333334,10.2335,5.47716666667,4.63683333333,7.00875,10.8868333334,6.63633333334,16.7583333333,8.04683333333
343.43,5.21833333333,18.746,10.2826666667,5.31266666667,4.43833333334,6.66925,10.6646666666,6.58483333334,16.7298333333,7.69533333334
343.79,5.406,18.88,10.6068333333,5.37516666667,4.49666666666,6.59975,10.9936666667,6.942,16.9066666667,7.8325
344.16,5.40933333333,19.0798333333,10.7083333333,5.4515,4.407,6.6215,11.0745,7.03333333333,16.9756666666,7.72333333333
344.52,5.303,19.0596666666,10.6696666667,5.56183333334,4.41783333334,6.75625,10.8913333334,6.97966666667,16.9666666666,7.61683333334
344.89,5.12366666666,19.0768333333,10.3956666667,5.40133333333,4.4055,6.59125,10.6915,6.923,16.9073333333,7.541
345.25,4.85316666667,18.9023333333,10.0695,5.14683333333,3.9095,6.283,10.415,6.7805,16.7365,7.25033333333
345.62,4.8745,19.2386666666,10.0765,5.3115,4.0765,6.49175,10.5646666666,6.969,16.951,7.45016666666
345.99,5.0635,19.601,10.2356666667,5.55683333333,4.28733333333,6.5995,10.7326666666,7.09816666666,17.2326666667,7.73683333334
346.35,5.14566666666,19.6536666667,10.3998333333,5.7135,4.40816666667,6.69875,10.8411666667,7.16366666666,17.3393333333,7.894
346.72,5.233,19.8231666667,10.2231666667,5.63883333334,4.52633333333,6.5775,10.7705,6.97616666667,17.3626666667,7.96183333333
347.08,5.50116666667,19.9768333334,10.3625,5.98416666666,4.82883333333,6.78525,10.8931666666,7.20516666667,17.6586666666,8.04433333334
347.45,5.70766666667,20.0831666667,10.2498333333,6.19633333333,5.05983333333,7.07925,11.0498333333,7.347,17.7235,8.39633333334
347.81,5.78916666667,20.217,10.3938333333,6.40666666667,5.22933333334,7.43225,11.04,7.32033333333,17.9631666667,8.60616666667
348.18,5.888,20.25,10.5696666667,6.56866666666,5.53516666666,7.5465,11.0018333333,7.36816666667,18.1578333334,8.87
348.54,6.00083333334,20.5563333334,10.8431666667,6.6825,5.6075,7.518,11.0916666666,7.4585,18.3228333334,8.90916666666
348.91,6.0575,20.5775,10.9548333333,6.76683333333,5.54233333333,7.37375,11.142,7.44016666667,18.2693333333,8.79083333333
349.27,6.04866666667,20.6595,11.1973333333,6.877,5.73916666666,7.4475,11.2731666667,7.4135,18.2833333333,8.80316666666
349.64,6.20716666666,20.9085,11.3833333334,7.034,6.00283333333,7.55475,11.5298333334,7.53133333333,18.4528333334,8.73066666667
350.00,6.067,20.6843333334,11.2601666667,6.827,5.77216666667,7.31025,11.1928333334,7.34233333333,18.1338333333,8.454
350.37,6.17066666667,20.9283333333,11.3305,6.914,5.92433333333,7.27475,11.2846666667,7.46333333334,18.2726666667,8.43533333333
350.73,6.32316666666,21.1701666666,11.67,7.2645,6.16216666666,7.5375,11.6103333333,7.78216666666,18.661,8.6745
351.10,6.54666666667,21.5325,11.9815,7.36616666667,6.3935,7.7465,11.9608333333,7.82466666667,19.0076666666,8.90083333334
351.46,6.62833333334,21.6465,12.2018333333,7.4525,6.38083333333,7.7325,12.1403333333,7.9195,19.1358333333,8.98066666666
351.83,6.46166666666,21.6428333333,11.9981666667,7.26083333334,6.16466666667,7.4745,11.892,7.76633333333,18.8421666667,8.66116666667
352.19,6.49366666666,21.736,11.9635,7.2465,6.06316666667,7.39575,11.9768333333,7.74483333334,18.8843333333,8.4675
352.55,6.44616666667,21.6275,11.8335,7.18883333334,5.96883333333,7.34,11.9748333333,7.66616666667,18.8108333334,8.44266666666
352.92,6.38033333334,21.698,11.8455,7.17483333334,5.97266666666,7.42675,11.8455,7.6155,18.8801666666,8.58033333334
353.28,6.46716666667,21.7908333333,11.8715,7.11216666666,5.99666666666,7.35575,11.7431666667,7.54683333333,18.9476666667,8.5405
353.65,6.422,21.6345,11.8061666667,7.076,5.81033333334,7.19325,11.5103333334,7.38183333334,18.7293333333,8.47466666667
354.01,6.53483333333,21.8868333333,12.0123333333,7.242,5.9755,7.3285,11.7486666667,7.58283333333,19.0548333334,8.44416666666
354.38,6.357,21.6903333333,11.6901666667,7.0745,5.8295,7.25575,11.6873333333,7.3775,18.79,8.243
354.74,6.22983333333,21.5778333334,11.3986666667,6.88133333334,5.6095,6.98075,11.5663333333,7.3065,18.609,7.998
355.11,5.8625,21.2826666667,11.2175,6.76283333334,5.31516666667,6.65475,11.2268333334,7.14283333333,18.33,7.63833333333
355.47,5.62516666666,21.3065,11.0473333333,6.58066666666,5.19816666667,6.53875,11.0446666666,6.90316666666,18.252,7.47033333334
355.83,5.56716666666,21.32,11.041,6.56883333333,5.14666666667,6.44175,11.0703333333,6.94833333333,18.4855,7.31283333333
356.20,5.62766666667,21.3908333333,11.0588333333,6.69683333333,5.2685,6.466,11.0873333333,7.039,18.5311666667,7.51216666667
356.56,5.66166666666,21.4376666667,11.2035,6.75316666667,5.27916666667,6.566,11.0275,7.02116666666,18.5956666667,7.6435
356.93,5.78216666667,21.525,11.3151666667,6.84866666667,5.316,6.6375,11.2188333333,7.13666666667,18.7393333333,7.74816666666
357.29,5.83316666666,21.686,11.2985,6.9495,5.34933333334,6.7305,11.25,7.18166666667,18.894,7.91433333333
357.66,5.8875,21.8108333334,11.3021666666,7.00766666667,5.42033333333,6.88025,11.2463333333,7.32866666666,19.0555,7.9445
358.02,5.72816666667,21.6448333333,11.1843333334,6.88833333333,5.31483333333,6.82025,11.1371666666,7.22266666667,18.8903333334,7.97033333334
358.38,5.81,21.778,11.3931666666,6.98,5.37183333334,6.9015,11.161,7.37683333333,19.1411666667,8.17083333334
358.75,5.64066666667,21.6793333334,11.436,6.8795,5.21016666666,6.8655,10.884,7.1655,19.0703333333,8.171
359.11,5.81916666666,21.928,11.5145,7.02366666667,5.39783333334,7.1525,11.1053333333,7.1995,19.2591666666,8.2775
359.48,5.87283333333,22.0333333334,11.668,7.0885,5.40783333333,7.178,11.1086666667,7.34033333333,19.4563333334,8.29
359.84,5.96383333333,22.2096666667,11.768,7.184,5.4185,7.26375,11.2388333333,7.44466666667,19.5793333333,8.61983333334
360.20,5.9,22.217,11.7933333334,7.1945,5.3445,7.3065,11.288,7.39366666667,19.6191666667,8.58066666666
360.57,5.81716666666,22.2906666667,11.6721666666,7.15316666667,5.29683333333,7.20525,11.312,7.31516666667,19.6853333334,8.52216666667
360.93,5.68416666666,22.2813333333,11.5095,7.02683333333,5.17883333333,7.08175,11.169,7.17866666667,19.6268333333,8.30233333333
361.29,5.5775,22.227,11.458,6.98083333333,5.092,7.0245,11.121,7.1145,19.5795,8.2275
361.66,5.4105,22.1251666667,11.3821666667,6.82016666667,4.91366666666,6.77325,11.0006666666,6.88333333333,19.573,8.176
362.02,5.50233333334,22.3513333333,11.5385,7.0125,5.08666666666,6.85425,11.1456666667,6.92166666667,19.7881666667,8.30133333334
362.39,5.47466666666,22.5301666667,11.6738333334,7.07183333334,5.01783333333,6.81025,11.046,6.8535,19.7991666667,8.321
362.75,5.62516666667,22.7643333333,11.883,7.33766666667,5.22716666667,6.966,11.2403333333,7.01316666667,20.0336666666,8.40133333333
363.11,5.50183333334,22.7591666666,11.8481666667,7.16416666667,5.027,6.75975,11.043,6.94966666666,19.9586666667,8.33583333333
363.48,5.5105,22.657,11.7135,7.15866666667,5.00533333333,6.6975,10.9351666667,6.833,19.913,8.2455
363.84,5.66433333333,22.8313333333,11.7801666667,7.29233333333,5.18116666667,6.846,10.9705,6.8515,19.9843333333,8.22933333333
364.20,5.75466666666,23.0191666667,11.9141666667,7.28133333333,5.17016666666,6.8785,10.936,6.85916666667,20.1071666667,8.25766666666
364.57,5.8005,23.0896666667,11.9455,7.35866666667,5.16933333334,6.94925,10.8638333333,6.89316666667,20.1783333334,8.30583333334
364.93,6.06716666666,23.4406666667,12.2216666666,7.65766666665,5.4205,7.1575,11.0626666667,7.15883333334,20.4161666666,8.622
365.29,6.15333333334,23.605,12.3045,7.7125,5.427,7.0985,11.108,7.23816666667,20.5206666667,8.68416666666
365.66,6.328,23.7763333333,12.5375,7.85950000002,5.58066666666,7.31125,11.225,7.44916666667,20.6933333333,8.812
366.02,6.36966666667,23.7406666667,12.5355,7.77816666667,5.487,7.26675,11.1571666667,7.464,20.7518333333,8.8265
366.38,6.2915,23.6251666667,12.4103333333,7.79966666665,5.41766666666,7.2295,11.1895,7.38833333333,20.7803333334,8.6805
366.75,6.3165,23.6005,12.2045,7.625,5.34416666667,7.1215,11.1401666666,7.32766666667,20.7533333333,8.59266666667
367.11,6.2915,23.5895,12.1221666666,7.67183333333,5.38583333333,7.09325,11.0366666666,7.27566666666,20.7275,8.6095
367.47,6.1195,23.6303333334,12.1135,7.55383333335,5.27483333333,6.944,10.9708333333,7.22533333333,20.6481666666,8.50466666666
367.84,6.0225,23.4983333333,11.9985,7.546,5.19216666666,6.8875,10.911,7.19366666666,20.6438333333,8.49466666667
368.20,5.95183333333,23.4673333333,11.9446666667,7.49216666666,5.1395,6.76925,10.8728333334,7.14883333333,20.6483333333,8.439
368.56,5.83466666667,23.3968333334,11.9386666667,7.329,5.0715,6.5945,10.7413333333,7.09916666666,20.5573333334,8.30083333333
368.93,5.73366666667,23.2035,11.8848333334,7.21683333333,5.044,6.546,10.6288333334,6.9825,20.5641666667,8.10133333334
369.29,5.7155,23.2365,11.9576666666,7.2645,5.17783333334,6.5235,10.5678333334,6.9505,20.6323333334,8.144
369.65,5.61233333334,23.3526666667,11.8843333333,7.286,5.12266666667,6.42175,10.5303333334,6.87233333333,20.7131666667,8.04683333333
370.01,5.65133333333,23.4176666667,11.9583333333,7.3385,5.07516666667,6.4925,10.451,6.91933333333,20.7285,8.04183333333
370.38,5.672,23.5195,11.9478333333,7.245,5.07033333333,6.3855,10.3141666666,6.93616666667,20.7746666666,7.9365
370.74,5.687,23.5911666666,12.1323333334,7.379,5.19433333333,6.494,10.3353333334,7.04266666667,20.7553333334,8.0235
371.10,5.8165,23.6806666666,12.351,7.46716666667,5.34783333334,6.6295,10.5433333333,7.169,20.956,8.1455
371.46,5.89066666667,23.7775,12.4913333333,7.53383333333,5.41983333334,6.697,10.5655,7.19183333333,21.0871666666,8.3025
371.83,5.85033333333,23.8781666666,12.6651666666,7.42283333333,5.373,6.60075,10.4845,7.16116666667,21.1281666667,8.20566666666
372.19,5.96483333334,24.121,12.8321666667,7.6275,5.53833333333,6.75825,10.5655,7.2855,21.239,8.19916666667
372.55,6.08533333333,24.298,13.005,7.77800000002,5.72283333334,6.89575,10.5985,7.39416666667,21.3826666667,8.235
372.92,5.97683333333,24.2253333333,12.898,7.74983333335,5.5305,6.754,10.4495,7.36533333334,21.242,8.17666666666
373.28,5.906,24.1966666666,12.7966666667,7.73599999999,5.43633333333,6.7385,10.4175,7.3175,21.2275,8.00833333334
373.64,5.92216666667,24.1506666667,12.882,7.72566666667,5.462,6.704,10.3338333334,7.253,21.1703333334,7.91633333334
374.00,5.6745,24.104,12.7695,7.56966666667,5.326,6.47475,10.1748333333,7.0265,21.0921666667,7.625
374.37,5.644,24.13,12.8138333334,7.54883333333,5.36366666666,6.527,10.2178333334,7.01366666666,21.1978333333,7.65383333334
374.73,5.42233333333,24.1678333333,12.7345,7.35016666667,5.09516666666,6.24275,10.0348333334,6.8825,21.2111666667,7.49916666666
375.09,5.41983333334,24.2953333334,12.7546666666,7.39166666666,5.013,6.27375,9.93166666665,6.90716666666,21.2663333333,7.54483333334
375.45,5.377,24.468,12.7646666667,7.3755,5.03966666667,6.37125,9.93950000001,6.95366666667,21.2823333333,7.57483333334
375.81,5.27333333333,24.4981666667,12.5996666667,7.2495,4.8855,6.25225,9.77500000002,6.803,21.2471666666,7.46783333333
376.18,5.24233333333,24.4726666666,12.6885,7.2385,4.9515,6.208,9.82183333334,6.83083333333,21.3908333333,7.6045
376.54,5.29233333333,24.5808333334,12.6923333333,7.2485,4.91166666666,6.18025,9.82783333334,6.876,21.5261666666,7.64066666667
376.90,5.441,24.9111666666,12.9153333334,7.33116666667,5.07316666667,6.3365,9.88866666669,6.93633333333,21.8808333333,7.72583333334
377.26,5.414,25.0113333333,12.9953333334,7.322,5.01733333333,6.36425,9.82383333333,6.9385,21.9451666667,7.78066666666
377.63,5.401,25.042,12.883,7.28516666666,5.035,6.355,9.76566666667,6.9605,21.9228333333,7.8235
377.99,5.54783333333,25.2268333334,12.8598333334,7.41333333332,5.16416666667,6.45025,9.83850000001,7.072,22.0766666666,8.05333333334
378.35,5.634,25.409,12.9505,7.4975,5.25416666667,6.49125,9.85666666665,7.177,22.1413333333,8.12
378.71,5.76616666666,25.4256666667,12.9678333334,7.55916666666,5.28133333334,6.5775,9.82800000001,7.1405,22.1885,8.06216666667
379.07,5.8075,25.4248333333,13.0106666666,7.60666666665,5.30016666666,6.518,9.82383333332,7.14066666667,22.2116666667,7.98883333334
379.44,6.00616666666,25.4596666667,13.1363333333,7.75633333332,5.36383333334,6.61625,9.87233333333,7.22966666667,22.335,7.95366666666
379.80,6.09316666666,25.5661666666,13.3236666667,7.85366666667,5.48433333333,6.71325,9.94033333335,7.36716666667,22.4516666667,7.98666666667
380.16,6.05966666667,25.6658333334,13.1556666666,7.7315,5.36383333334,6.60825,9.73016666667,7.30916666667,22.414,7.87
380.52,6.06216666667,25.7103333334,13.1991666667,7.75550000002,5.31116666667,6.64075,9.76683333335,7.2695,22.476,7.888
380.88,5.967,25.6646666666,13.1101666666,7.70366666665,5.18066666667,6.5095,9.69116666667,7.13066666667,22.4046666667,7.79383333333
381.24,6.1055,25.6618333333,13.1873333334,7.73433333333,5.26566666667,6.50275,9.669,7.11833333334,22.4771666667,7.78866666666
381.61,6.2135,25.8015,13.4096666667,7.7625,5.311,6.60325,9.763,7.19283333334,22.6458333333,7.93633333333
381.97,6.35433333333,25.9403333333,13.6216666667,7.83100000002,5.43783333333,6.74925,9.89133333331,7.34383333334,22.7666666666,7.94466666667
382.33,6.4085,26.0083333334,13.65,7.8475,5.49066666666,6.82825,9.96766666667,7.39533333333,22.9068333333,8.07933333334
382.69,6.3555,26.0403333333,13.6405,7.82749999999,5.51983333334,6.75525,9.92799999999,7.4015,23.0483333334,8.12516666666
383.05,6.30883333334,26.0838333334,13.699,7.80233333333,5.57483333334,6.7695,9.87783333334,7.38216666667,23.155,8.19033333334
383.41,6.2195,26.136,13.7033333333,7.803,5.5965,6.6645,9.85466666669,7.37583333333,23.227,8.23466666666
383.77,6.23833333333,26.127,13.7368333333,7.869,5.5945,6.657,9.872,7.34116666667,23.2508333333,8.21483333334
384.14,6.25866666667,26.098,13.8258333333,7.878,5.64616666667,6.693,9.89149999999,7.3505,23.242,8.27033333333
384.50,6.14583333334,26.0756666667,13.7551666667,7.7925,5.62483333334,6.5785,9.78166666669,7.232,23.1911666666,8.20933333333
384.86,6.10583333333,26.0991666667,13.767,7.767,5.68583333333,6.5975,9.77633333333,7.31416666667,23.2516666667,8.35333333333
385.22,6.17616666666,26.299,13.8731666667,7.83683333333,5.758,6.69175,9.87899999999,7.448,23.3503333334,8.4235
385.58,6.0955,26.3531666667,13.8505,7.849,5.76783333334,6.66775,9.81133333333,7.4445,23.3495,8.3915
385.94,6.003,26.3858333333,13.8561666667,7.79716666666,5.70833333334,6.5895,9.66616666667,7.40483333334,23.3438333333,8.40116666667
386.30,5.94483333333,26.41,13.8781666666,7.77066666667,5.633,6.5885,9.58666666667,7.365,23.3263333334,8.30083333333
386.66,6.04366666667,26.5651666667,13.999,7.89766666665,5.792,6.73925,9.66483333333,7.4815,23.4491666667,8.43533333333
387.03,6.01783333334,26.6466666666,13.9253333334,7.816,5.71666666667,6.7435,9.63933333333,7.48916666667,23.466,8.341
387.39,6.02016666667,26.6663333333,13.9628333333,7.7395,5.67983333333,6.75075,9.59366666667,7.48733333333,23.5326666667,8.2675
387.75,6.1125,26.821,14.0306666666,7.81083333333,5.831,6.84875,9.59416666667,7.58383333333,23.6721666667,8.41833333333
388.11,6.09166666667,26.8576666667,13.9388333334,7.81616666666,5.80283333334,6.8035,9.55616666666,7.57866666667,23.8133333334,8.35833333334
388.47,6.23983333333,26.9938333334,14.098,7.93549999998,5.92483333334,6.98875,9.63216666667,7.76966666666,23.9361666666,8.48916666666
388.83,6.31866666667,27.152,14.158,8.04533333335,6.00033333333,7.03975,9.6665,7.78733333333,23.9728333333,8.4675
389.19,6.21166666666,27.1218333333,14.0355,7.97916666666,5.89483333333,6.96675,9.568,7.71483333333,23.9708333333,8.50816666666
389.55,6.22783333333,27.1418333334,14.013,7.93683333332,5.85166666667,6.931,9.52666666667,7.74616666667,24.0863333333,8.48816666667
389.91,6.1225,27.1351666667,13.9,7.84066666669,5.7335,6.76425,9.42466666667,7.6315,24.0781666667,8.3825
390.27,6.18016666667,27.2395,13.9506666666,7.95899999999,5.74833333333,6.732,9.41966666666,7.66166666666,24.2055,8.363
390.63,6.17016666666,27.3168333333,14.0071666667,7.95566666669,5.69583333333,6.6405,9.3865,7.61133333333,24.1736666667,8.36033333333
391.00,6.24616666667,27.4491666667,14.1466666666,8.10983333335,5.80783333333,6.6845,9.43583333334,7.7045,24.3013333334,8.42733333333
391.36,6.23716666667,27.5178333333,14.076,8.11483333335,5.79933333333,6.6365,9.33316666667,7.6195,24.2798333333,8.44483333333
391.72,6.12683333334,27.5193333333,13.9785,8.02850000002,5.6915,6.53075,9.22783333333,7.4905,24.2475,8.38066666667
392.08,6.19633333333,27.626,14.1418333334,8.11016666667,5.74016666667,6.629,9.22483333333,7.52583333333,24.2706666667,8.408
392.44,6.18866666667,27.706,14.1533333333,8.05766666666,5.71516666667,6.54425,9.13333333333,7.46616666666,24.3048333334,8.3725
392.80,6.175,27.6836666667,14.235,7.97066666669,5.65433333333,6.4675,9.04816666667,7.43583333333,24.3388333333,8.35016666667
393.16,6.2075,27.8213333333,14.372,8.02766666666,5.6815,6.4915,9.00266666667,7.43916666667,24.4275,8.25983333333
393.52,6.13816666667,27.8785,14.3973333333,8.01449999999,5.63716666667,6.423,8.93566666666,7.344,24.473,8.19333333333
393.88,6.1585,27.9156666666,14.506,8.06233333335,5.66633333334,6.4955,8.887,7.33083333334,24.5451666667,8.18833333333
394.24,6.09866666667,27.9251666667,14.4693333334,7.93749999999,5.67233333333,6.37725,8.754,7.268,24.4815,8.18266666666
394.60,6.08866666667,27.9683333334,14.4988333333,7.92833333335,5.68333333333,6.389,8.692,7.27033333333,24.6103333333,8.11716666666
394.96,6.04166666666,27.9985,14.4521666667,7.86983333332,5.617,6.3115,8.57533333333,7.18066666667,24.5411666666,8.103
395.32,6.06766666666,28.1633333333,14.6233333334,7.94733333335,5.67133333333,6.3565,8.593,7.29766666667,24.7018333334,8.11483333333
395.68,6.02133333333,28.1841666667,14.6526666666,7.93966666668,5.6295,6.33675,8.49516666666,7.29283333333,24.7435,8.04283333334
396.04,5.9705,28.2965,14.6141666667,7.90916666665,5.635,6.3045,8.40116666666,7.22383333333,24.8011666666,8.04633333333
396.40,5.96416666666,28.3961666667,14.6978333334,7.97983333333,5.6725,6.338,8.37416666667,7.22116666666,24.9171666667,8.112
396.76,5.93566666666,28.5008333334,14.6075,7.98633333332,5.67833333333,6.3405,8.311,7.18316666667,25.006,8.0695
397.12,5.864,28.512,14.5465,7.93266666665,5.66916666666,6.30775,8.239,7.139,25.0233333333,8.10783333333
397.48,5.97033333333,28.6195,14.5791666666,8.00033333335,5.75783333333,6.36025,8.20666666667,7.19766666667,25.0858333334,8.175
397.84,6.1335,28.7391666667,14.5965,8.08166666668,5.9065,6.465,8.27483333333,7.33866666667,25.2258333333,8.211
398.20,6.2245,28.8053333333,14.6685,8.16800000001,5.95016666666,6.56475,8.26616666667,7.38816666666,25.3688333333,8.255
398.56,6.2305,28.8708333333,14.6473333334,8.15733333333,5.97233333334,6.603,8.20666666667,7.39333333334,25.3583333334,8.2795
398.92,6.245,28.9316666667,14.7026666666,8.182,6.021,6.58375,8.22033333333,7.42816666666,25.4821666667,8.28666666666
399.28,6.2045,28.8458333334,14.6415,8.079,5.99183333334,6.493,8.09866666667,7.32033333333,25.3985,8.3015
399.64,6.25466666667,28.9233333334,14.6551666667,8.10933333331,6.05316666666,6.40875,8.09216666666,7.359,25.4913333333,8.375
400.00,6.28983333333,28.9123333333,14.683,8.076,6.00333333334,6.3505,8.05783333333,7.39366666667,25.5195,8.37416666666
400.36,6.196,28.8905,14.5583333333,7.97666666667,5.92716666667,6.23175,7.949,7.33316666666,25.4333333333,8.22866666666
400.72,6.25916666667,28.9941666667,14.7383333333,8.07683333335,5.98233333333,6.25975,7.94416666667,7.38683333333,25.5168333334,8.26183333333
401.08,6.35766666667,29.0735,14.816,8.15499999998,6.0725,6.267,7.96033333333,7.459,25.6306666667,8.33466666667
401.44,6.3405,29.0656666666,14.8281666666,8.19566666668,6.04316666666,6.23425,7.94416666666,7.434,25.6773333333,8.31216666667
401.80,6.2835,29.1696666667,14.9196666666,8.17633333334,6.00883333333,6.1825,7.93783333333,7.428,25.6875,8.47666666667
402.16,6.27583333334,29.2558333334,14.9805,8.25616666669,6.01333333333,6.24925,7.9675,7.41866666667,25.736,8.4835
402.52,6.2985,29.344,15.0558333333,8.2865,6.03266666666,6.24425,7.97083333333,7.44116666666,25.8396666666,8.5635
402.88,6.3375,29.3686666667,15.0716666666,8.27416666665,6.049,6.27225,7.9,7.45266666666,25.8381666667,8.55
403.24,6.3985,29.4945,15.0811666666,8.37416666667,6.06683333333,6.3225,7.93133333334,7.54366666666,26.0091666666,8.5885
403.60,6.50766666667,29.628,15.2573333334,8.44199999999,6.11583333334,6.38125,7.97883333334,7.63066666667,26.1346666667,8.67966666666
403.95,6.531,29.7541666667,15.3306666666,8.53500000001,6.20166666666,6.4735,8.03533333334,7.6865,26.236,8.72616666666
404.31,6.60583333334,29.8201666666,15.3963333334,8.5945,6.28233333333,6.5265,8.07633333334,7.73366666667,26.315,8.76116666666
404.67,6.656,29.9161666666,15.4221666666,8.66833333335,6.3705,6.568,8.11383333333,7.80566666667,26.429,8.81166666667
405.03,6.65583333333,30.016,15.5213333334,8.68716666669,6.41616666667,6.5825,8.11033333333,7.8115,26.4848333333,8.74333333334
405.39,6.64516666667,30.182,15.5616666666,8.67083333335,6.44116666666,6.595,8.093,7.83666666666,26.5683333334,8.71983333333
405.75,6.60066666667,30.2088333334,15.5216666666,8.642,6.42533333333,6.55875,7.97066666667,7.77466666667,26.6258333333,8.61833333334
406.11,6.55783333334,30.2648333333,15.53,8.55516666669,6.43733333333,6.48825,7.88316666666,7.78816666667,26.6636666666,8.629
