wavelength,Back_TanRuff,Belly_TanRuff,Breast_TanRuff,Crissum_TanRuff,Crown_TanRuff,DorTail_TanRuff,Patch10_TanRuff,Patch11_TanRuff,Patch12_TanRuff,Patch13_TanRuff,Patch14_TanRuff,Rump_TanRuff,Throat_TanRuff,WingTip_TanRuff
308.17,10.5688444444,11.9364666667,17.7539333333,5.83353333333,3.13126666667,6.8077,12.3368666666,22.6088666666,4.8028,12.2578666667,8.23246666667,26.0867333333,15.391,7.27546666667
308.54,10.5385777778,12.1074,17.8680666667,5.87376666667,3.083,6.84486666667,12.3109333333,22.7037333333,4.8652,12.3127333333,8.37246666667,26.0702,15.4859333333,7.28393333333
308.90,10.5486888889,12.249,18.0306,5.899,3.0168,6.73,12.3587333333,22.8596666667,4.85773333333,12.4584666667,8.44533333333,26.2444666667,15.6287333333,7.26446666667
309.27,10.7707555556,12.5377333333,18.2438,6.0778,3.12346666667,6.97616666667,12.5606,23.1904,5.051,12.7665333333,8.72500000001,26.4822,15.9649333333,7.41153333334
309.64,10.8344,12.7228666667,18.4164666666,6.0718,3.233,7.18846666667,12.7322666667,23.3898666667,5.182,13.0257333333,8.8058,26.6228,16.2224666667,7.51406666667
310.01,10.9496444445,12.9002,18.6251333333,6.24866666667,3.36126666667,7.38356666667,12.9337333333,23.5990666666,5.313,13.3075333333,8.8878,26.8922,16.5039333333,7.58426666667
310.38,10.8549555555,12.9305333333,18.7388,6.19393333333,3.2234,7.37236666667,12.9143333333,23.7427333333,5.2048,13.2582666667,8.80873333333,26.947,16.5419333333,7.4618
310.75,10.8765333333,12.9646666667,18.7858,6.2042,3.1816,7.35043333333,12.9242666667,23.9362666667,5.28773333333,13.394,8.85653333333,27.0858666667,16.6392,7.4372
311.12,11.1230444444,13.2734,19.1434666667,6.4044,3.39173333333,7.64923333333,13.2336,24.3451333333,5.4966,13.7309333333,9.13646666667,27.3592,17.0088,7.65713333333
311.49,11.4745555556,13.6730666667,19.5284,6.74103333333,3.73833333333,7.9433,13.5385333333,24.7522666667,5.851,14.0952,9.49306666667,27.7712,17.3010666667,7.9382
311.85,11.3134666667,13.5934666667,19.5320666667,6.5764,3.632,7.75793333333,13.4442,24.8522,5.73506666667,14.0231333333,9.525,27.7574,17.2768,7.81713333333
312.22,11.1938888889,13.5266666667,19.4199333333,6.44443333333,3.49493333333,7.62986666667,13.2929333333,24.7864,5.59146666667,13.9782666667,9.43146666667,27.6999333333,17.2468,7.54833333333
312.59,11.2737777778,13.6684666667,19.5074666667,6.46453333333,3.5532,7.53913333333,13.4275333334,24.9982,5.58333333333,14.1902666667,9.5288,27.9618,17.3524,7.57233333333
312.96,11.1231555556,13.6297333333,19.5016,6.37416666667,3.42913333333,7.4226,13.3916666667,25.0560666667,5.4752,14.1985333333,9.37453333333,27.9045333333,17.3146666667,7.475
313.33,10.9024888889,13.433,19.4692666667,6.1589,3.13393333333,7.0961,13.2290666667,25.1019333333,5.17106666667,14.0420666667,9.16086666666,27.8984,17.1666,7.2818
313.70,10.8880222222,13.4718666666,19.5260666667,6.1367,3.04986666667,7.0036,13.1820666667,25.1865333333,5.18346666667,14.0167333333,9.22533333333,28.0238666667,17.1202666667,7.15793333333
314.07,10.9834888889,13.5748,19.6936666667,6.07983333333,3.0878,7.07266666667,13.2377333333,25.4316,5.22886666667,14.2296666667,9.4726,28.3345333333,17.2024,7.1286
314.43,11.0850888889,13.5472666667,19.7014,6.04216666667,3.14506666667,7.12373333333,13.2935333333,25.4955333333,5.33133333333,14.3950666667,9.62586666665,28.3917333333,17.3211333333,7.09453333333
314.80,10.9207111111,13.3709333333,19.6539333333,5.85706666667,2.93526666666,7.00853333333,13.209,25.4734,5.09,14.3732,9.49119999999,28.2929333333,17.1893333333,6.77073333333
315.17,10.4342444444,12.9111333333,19.2537333333,5.41216666667,2.42846666667,6.40633333333,12.6692,25.216,4.59226666667,13.901,9.12839999999,28.0069333333,16.6044666667,6.185
315.54,10.3173111111,12.8096666667,19.1345333333,5.2418,2.26026666667,6.34246666667,12.6653333333,25.1918666667,4.46713333333,13.8800666667,9.098,28.0614666667,16.6213333333,6.04326666667
315.91,10.4376222222,12.9656,19.2032666667,5.2212,2.27813333333,6.38386666667,12.6880666667,25.3310666667,4.53813333333,14.0542,9.13393333333,28.1427333333,16.6801333333,5.9872
316.28,10.4734444445,13.0354,19.3696,5.20716666667,2.26706666667,6.3016,12.7648,25.6148666667,4.43426666666,14.0818,9.16793333334,28.2526,16.8265333333,6.16173333333
316.64,10.7166444444,13.2226666667,19.7459333333,5.4822,2.60813333333,6.61583333333,13.092,26.0187333333,4.76086666667,14.446,9.51266666668,28.4181333333,17.1740666667,6.4634
317.01,10.8802666667,13.2626,19.7842,5.5617,2.72146666667,6.76986666667,13.1918,26.1426666667,4.879,14.5642666667,9.78513333334,28.5142,17.2186666667,6.51793333333
317.38,10.9508444444,13.3774,19.8044666667,5.51366666667,2.74666666667,6.7499,13.2585333333,26.2446,4.92866666667,14.6272,9.92333333333,28.6548,17.2093333333,6.4292
317.75,10.8401555556,13.3333333333,19.7543333333,5.4215,2.61,6.6123,13.3112666667,26.3340666667,4.78986666667,14.619,9.92333333333,28.6801333333,17.2421333333,6.34533333333
318.12,10.9997555556,13.4984666667,20.0743333333,5.58283333333,2.641,6.62496666667,13.5245333333,26.5646666667,4.8942,14.6566666667,9.97946666666,28.7917333333,17.4908,6.48293333333
318.49,11.0479555555,13.6036,20.3208666667,5.6366,2.54813333333,6.60566666667,13.5754,26.8240666667,4.78853333333,14.7517333333,10.1360666667,29.0309333333,17.5531333333,6.54473333333
318.85,11.2940666667,13.9826,20.5641333333,5.83933333333,2.72666666667,6.82226666667,13.8314666667,27.3214666667,5.00993333333,14.9599333333,10.4820666667,29.3386666667,17.7866,6.81566666667
319.22,11.5598444444,14.3714,20.9170666667,6.18373333333,2.99493333333,7.18676666667,14.169,27.6726,5.292,15.2808,10.743,29.5972666667,18.1602,7.20553333333
319.59,11.5892888889,14.4249333333,21.0324666667,6.19726666667,2.85813333333,7.14933333333,14.1228666667,27.7985333334,5.14866666667,15.3026,10.716,29.6969333333,18.2506666667,7.16573333333
319.96,11.7932444444,14.6918666667,21.2914666667,6.51236666667,3.08893333333,7.4026,14.5023333333,28.1556,5.32913333333,15.5523333333,10.9608666667,30.0506666667,18.5416,7.44273333333
320.32,11.7682888889,14.7136666667,21.3090666667,6.54816666667,2.9742,7.54546666667,14.5654,28.2778666667,5.2902,15.7166,11.0386666667,30.2436,18.5734666667,7.29813333333
320.69,11.7136444444,14.7636666667,21.3124666667,6.453,2.7776,7.2785,14.4988666667,28.2787333333,5.11066666666,15.6528666667,10.9828666667,30.3121333333,18.5098,7.07646666667
321.06,11.7412888889,14.8994,21.3697333333,6.41216666667,2.6738,7.24773333333,14.5225333333,28.3454666667,4.9898,15.7272,10.9860666667,30.4732666667,18.6633333333,6.95606666667
321.43,11.7856666667,15.0082666667,21.4481333333,6.47576666667,2.70046666667,7.3607,14.5894666667,28.5586,5.02093333333,15.8438666667,11.0438,30.5885333334,18.7865333333,6.9496
321.80,12.0680222222,15.2722666667,21.7272,6.8173,3.0426,7.6913,14.7382,28.8132,5.355,16.149,11.2953333333,30.731,18.9972,7.16413333333
322.16,11.9296444445,15.1559333333,21.5276666667,6.73526666667,2.98746666667,7.59776666667,14.5884,28.7918,5.3232,16.1950666667,11.2308,30.605,18.9008666667,7.01793333333
322.53,11.7964222222,15.0837333333,21.4793333333,6.6584,3.05773333333,7.5364,14.5142,28.5506,5.396,16.1602666667,11.1946666667,30.4164666667,18.8611333333,6.9394
322.90,11.8311333333,14.9932666666,21.5419333333,6.6864,3.12513333333,7.57256666667,14.5662,28.4802,5.4712,16.1011333333,11.1588666666,30.4743333333,18.9439333333,6.98833333333
323.27,12.1098666667,15.0616,21.8188666667,6.794,3.33066666667,7.65293333333,14.7581333333,28.7418666667,5.671,16.3973333333,11.3488,30.8326,19.2571333334,7.05733333333
323.63,12.1905111111,15.1587333333,22.0206,6.70216666667,3.442,7.6286,14.8971333333,28.9454666667,5.76513333333,16.5496666667,11.5216,31.0375333333,19.3462666667,7.12173333333
324.00,11.7950888889,14.8371333333,21.7554,6.19036666667,2.9178,7.1795,14.4242,28.8001333333,5.31606666667,16.2278666667,11.1648,30.8468666667,19.1074666667,6.64493333333
324.37,11.8578,14.8401333333,21.8695333333,6.1674,2.949,7.1928,14.4128666666,28.9666,5.37506666667,16.2514666667,11.2989333333,30.9364,19.16,6.58893333334
324.74,12.0076,14.9851333333,22.0882666667,6.30723333333,3.08513333333,7.51063333333,14.5863333334,29.1694666667,5.53,16.4563333333,11.4664666667,31.0976,19.2622,6.70753333333
325.10,12.0733555556,15.0781333333,22.3433333333,6.38273333333,3.276,7.63436666667,14.689,29.4558,5.7264,16.5514,11.6126666667,31.1839333333,19.3664,6.86653333333
325.47,12.1706888889,15.0984666667,22.4724666667,6.37323333333,3.30946666667,7.6967,14.7124666667,29.6171333333,5.72533333333,16.622,11.7442666667,31.2168666667,19.4296,6.9228
325.84,12.1237333333,15.0676666667,22.5254,6.25443333333,3.16106666667,7.59303333333,14.7762,29.6799333333,5.54606666667,16.5268,11.7279333333,31.3381333333,19.4623333333,6.8732
326.21,12.0013333333,14.9485333333,22.5301333333,6.06563333333,2.94473333334,7.3684,14.6716666667,29.707,5.3022,16.3694666667,11.6542666667,31.3064,19.41,6.75653333333
326.57,12.2199555556,15.1082666667,22.6344,6.21306666667,3.01606666667,7.39963333333,14.8622666667,30.0020666667,5.3508,16.5176666667,11.7081333333,31.5382666667,19.502,6.88113333333
326.94,12.3388444444,15.2659333333,22.7341333333,6.25096666667,3.09546666667,7.41406666667,14.9691333333,30.1475333333,5.37493333333,16.714,11.9126666667,31.5899333333,19.5642,6.9204
327.31,12.3421111111,15.3401333333,22.6888,6.1367,2.99366666667,7.425,14.9434,30.093,5.29293333333,16.6438,11.9583333333,31.4910666667,19.5316,6.8786
327.67,12.4875555556,15.5245333333,22.7868666667,6.3953,3.1498,7.64726666667,15.0947333333,30.3006666667,5.45106666667,16.8117333333,12.1404666667,31.6205333333,19.6758666667,7.05946666667
328.04,12.6101555555,15.6352666667,22.8818,6.52986666667,3.35046666667,7.8524,15.2422666667,30.3519333333,5.56833333333,16.916,12.3462,31.6196,19.7065333333,7.30626666667
328.41,12.8335777778,15.9974666667,23.1666666667,6.80096666667,3.62793333333,8.08556666667,15.4776,30.6478666667,5.81213333333,17.2066,12.5535333333,31.8454,20.0417333333,7.59873333333
328.78,12.7187333333,15.9269333333,23.1091333333,6.77733333333,3.5154,7.945,15.3808666667,30.7019333333,5.71873333333,17.1122666667,12.512,31.8508,20.0451333333,7.54486666667
329.14,12.9059111111,16.1471333333,23.2706666667,7.0263,3.67013333333,8.12376666667,15.6562,30.9484666667,5.85453333333,17.288,12.7835333333,32.0951333333,20.3021333333,7.67926666667
329.51,12.9212,16.2550666667,23.4144666666,7.09386666667,3.67633333333,8.03766666667,15.7757333333,30.9697333333,5.87786666667,17.3252666667,12.8644666667,32.1456,20.3602,7.6906
329.88,12.8693555556,16.2627333333,23.3086,7.0082,3.56886666667,7.90476666667,15.6849333333,31.0796,5.83913333333,17.3400666667,12.8488666667,32.1626666667,20.2528,7.5634
330.24,13.0180444445,16.4900666667,23.4434,7.1828,3.71666666667,8.1161,15.873,31.3338666666,6.0722,17.5268666667,13.089,32.3526,20.4330666667,7.61293333333
330.61,12.9888,16.5560666667,23.5774,7.0319,3.6454,8.0341,15.8273333333,31.6303333333,6.04846666667,17.5727333333,13.2514666667,32.444,20.5818,7.51366666667
330.98,12.8906222222,16.5666666667,23.6454,6.88543333333,3.47866666667,7.82366666667,15.7458666667,31.7052,5.90946666667,17.5678,13.1636666667,32.5156666667,20.6224,7.3286
331.34,12.7503111111,16.4946,23.7154666667,6.8501,3.39666666667,7.63183333333,15.7484,31.9453333333,5.82846666667,17.5954666667,13.1989333333,32.7291333333,20.5981333333,7.2346
331.71,12.5798444445,16.4098,23.7564,6.75813333333,3.2862,7.4814,15.7014666667,32.0003333333,5.64826666667,17.5362,13.1431333333,32.7251333334,20.5812,7.05013333333
332.08,12.7577555555,16.6659333333,24.0018666667,6.9225,3.46186666667,7.5018,15.964,32.291,5.77293333333,17.7902,13.3318666667,33.0879333333,20.846,7.0668
332.44,12.5773777778,16.4251333333,23.9480666667,6.7084,3.2636,7.1889,15.8771333333,32.2290666667,5.53426666667,17.5926666667,13.2481333334,33.0308666666,20.5994,6.8208
332.81,12.7118222222,16.5713333333,24.0439333333,6.7216,3.3448,7.17136666667,15.9402,32.3873333333,5.51413333333,17.6704,13.3377333333,33.1136666667,20.6585333333,6.749
333.18,12.7078444444,16.6184666667,24.0992666667,6.7078,3.33326666666,7.1086,15.9618,32.4766,5.50213333333,17.7545333333,13.3006666667,33.1786666667,20.6653333333,6.66526666667
333.54,12.8134,16.7938666667,24.2194,6.8009,3.41026666667,7.2419,16.088,32.8064666667,5.54026666667,17.9372,13.4983333333,33.424,20.8287333333,6.7282
333.91,12.9372888889,17.0331333334,24.5795333333,6.87336666667,3.5076,7.29943333333,16.2904,33.1189333333,5.56286666667,18.1272666667,13.791,33.7898,21.0747333333,6.81893333333
334.28,13.0436222222,17.1797333333,24.8108666667,6.9325,3.657,7.36833333333,16.4058,33.3578,5.58093333333,18.2684,13.9016,34.0050666667,21.1692,6.9732
334.64,12.9569555556,17.2253333333,24.8469333333,6.93926666667,3.6612,7.4107,16.4558,33.4072,5.53046666667,18.3144666667,13.9430666667,34.0853333333,21.2300666667,6.87613333333
335.01,13.0551111111,17.245,25.0072666667,7.07463333333,3.7624,7.59003333333,16.5386,33.612,5.63686666667,18.4488,14.1044,34.2626666667,21.2686,6.97026666667
335.38,13.1807555556,17.4424666666,25.1686666667,7.0894,3.77906666667,7.70263333333,16.6881333333,33.8212666667,5.6906,18.5620666667,14.2337333333,34.4555333333,21.5332666667,7.05673333333
335.74,13.2327111111,17.5282666667,25.2002666667,6.95303333333,3.66886666667,7.57736666667,16.6938666667,33.9409333333,5.66393333333,18.5982666667,14.2815333333,34.5719333333,21.6076666667,6.97753333333
336.11,13.2294888889,17.5139333333,25.2731333333,6.9023,3.5684,7.51836666667,16.6443333333,34.0120666667,5.56906666667,18.5436,14.3438666667,34.6463333333,21.6394,6.86133333333
336.47,13.4796222222,17.7828666667,25.476,7.10326666667,3.73906666667,7.7312,16.8627333333,34.2195333333,5.71733333333,18.76,14.5392,34.8756,21.8151333333,7.09886666667
336.84,13.4098666667,17.7824,25.4961333333,7.10733333333,3.72853333333,7.83336666667,16.9322666667,34.2583333333,5.72293333333,18.7708666667,14.5974,34.9014666667,21.8349333334,7.14526666667
337.21,13.3826,17.7774666666,25.505,7.01463333333,3.57173333333,7.7432,16.8788,34.3708,5.61053333333,18.6808666667,14.6202,34.9875333333,21.8366,7.05146666667
337.57,13.3155777778,17.6938666667,25.545,6.974,3.49813333333,7.68586666667,16.8448666666,34.3438,5.58573333333,18.6774,14.5277333333,35.0434,21.8558,6.959
337.94,13.3055555555,17.5604666667,25.546,6.9897,3.4746,7.68573333333,16.7834666667,34.355,5.5412,18.6406666667,14.4712666667,34.9642,21.8291333333,6.9076
338.31,13.1708666667,17.5054,25.3378666667,6.9213,3.31386666667,7.62153333333,16.7018666667,34.2244,5.42066666667,18.5267333333,14.3788666667,34.8846,21.6935333334,6.77
338.67,13.3152666667,17.5759333333,25.3978,7.0799,3.42733333333,7.7587,16.8124666667,34.3294666667,5.51253333333,18.6035333333,14.5308,34.9854,21.7680666667,6.96333333333
339.04,13.5790666666,17.908,25.6847333333,7.35653333333,3.744,8.05263333333,17.1480666666,34.7120666667,5.75433333333,18.8504666667,14.8652666667,35.2575333333,22.1602,7.25173333333
339.40,13.533,17.9403333333,25.6374,7.38463333333,3.81713333333,8.10036666667,17.1256666666,34.7908,5.75713333333,18.8710666667,14.8677333334,35.2235333333,22.0691333333,7.22173333334
339.77,13.4200666667,17.8536,25.5378,7.32436666667,3.76653333333,8.04703333333,17.0412666667,34.6626666667,5.6842,18.6928666667,14.7751333333,35.1373333333,21.8686,7.1614
340.14,13.3940666667,17.8955333333,25.6544666667,7.36476666667,3.7608,8.19416666667,17.1627333333,34.9126,5.73026666667,18.7818,14.8533333333,35.2796,21.9998666666,7.2468
340.50,13.2286666667,17.8906666667,25.5796,7.1707,3.58613333333,8.06953333333,17.0815333333,35.0254666667,5.6072,18.6960666667,14.8156,35.3304,21.9981333333,7.01086666667
340.87,13.3934666667,18.1082,25.8664666667,7.2976,3.7408,8.14213333333,17.2435333333,35.3218,5.7604,18.867,14.9764666667,35.6396,22.1936,7.1204
341.23,13.4655777778,18.1808666667,26.0204,7.40766666667,3.82413333333,8.1633,17.3192,35.459,5.80593333333,18.9730666667,15.1091333333,35.8602,22.3206,7.19093333333
341.60,13.5790444445,18.3483333333,26.1022,7.4379,3.85666666667,8.2486,17.4402,35.6372666667,5.85866666667,19.0422666667,15.2521333333,35.9878666667,22.3975333333,7.2752
341.96,13.7589555556,18.5686,26.2202,7.55883333333,3.97493333333,8.36136666667,17.6446666667,35.8368666667,6.02546666667,19.2152666667,15.454,36.2199333333,22.5611333333,7.4258
342.33,13.8220666667,18.6260666667,26.4191333333,7.58956666667,4.01806666667,8.4151,17.7494666667,36.0776666667,6.0496,19.2862,15.608,36.4284666667,22.6686,7.396
342.70,13.9174888889,18.7896666667,26.6482666667,7.64546666667,4.03666666667,8.52556666667,17.9068,36.2757333333,6.1082,19.3731333333,15.6715333333,36.6596,22.7449333334,7.40086666667
343.06,13.7386,18.7404,26.5830666667,7.42566666667,3.75733333333,8.34756666667,17.8206666667,36.3273333333,5.90446666667,19.1778,15.5008,36.6898,22.6445333333,7.12653333334
343.43,13.8127111111,18.7907333334,26.7716666667,7.4271,3.7072,8.28486666667,17.9569333333,36.5028,5.8902,19.2564666667,15.5832,36.9260666667,22.8279333333,7.07826666667
343.79,14.0089555556,18.9996,27.0715333333,7.56603333333,3.85706666667,8.49426666667,18.2232,36.8450666667,6.02406666667,19.5154666667,15.7946,37.2376,23.1236,7.17
344.16,14.1736,19.0957333333,27.2365333333,7.53733333333,3.83813333333,8.3902,18.21,36.9154666667,6.02033333333,19.5746666667,15.8532,37.2778,23.1102666667,7.14873333333
344.52,14.2322666667,19.0172666667,27.2602666667,7.5627,3.80113333333,8.33303333333,18.1771333333,37.0062,6.01806666667,19.5266,15.9309333333,37.3423333333,23.0732,7.1586
344.89,14.2141777778,18.9601333333,27.2468,7.45396666667,3.64806666667,8.23526666667,18.2376,37.0784,5.8814,19.5046666667,15.9496,37.4361333333,23.1054,7.082
345.25,14.2162222222,18.9628,27.27,7.3917,3.659,8.21033333333,18.2544666667,37.0754666667,5.87833333333,19.5166,15.9552,37.3831333333,23.0806,7.06233333333
345.62,14.1412,18.867,27.2262666667,7.2819,3.60366666667,8.05916666667,18.1703333334,37.0423333333,5.76033333333,19.4294,15.9342666667,37.3782,23.055,6.93806666667
345.99,14.1380444444,18.9740666667,27.3668,7.3415,3.651,8.03383333333,18.2323333333,37.1738,5.76346666667,19.4742,16.0082,37.5411333334,23.161,6.9024
346.35,14.2047333333,19.0401333333,27.4876666667,7.34536666667,3.67106666667,7.97623333333,18.2834,37.2352666667,5.70386666667,19.4912666667,16.0800666667,37.6795333333,23.2376,6.8788
346.72,14.1524888889,18.9858,27.5306666667,7.24336666667,3.62913333333,7.80156666667,18.1806666666,37.1752666667,5.63066666667,19.4424,16.0984,37.6862666667,23.2393333333,6.772
347.08,14.2294666667,18.9831333333,27.6078,7.2725,3.67293333333,7.78356666667,18.2241333333,37.1396666667,5.6538,19.5116,16.2483333333,37.8201333333,23.2570666667,6.79093333333
347.45,14.2364,19.0493333333,27.7221333333,7.21336666667,3.68193333333,7.7943,18.2801333333,37.1809333333,5.63413333333,19.4962,16.3158666667,37.8862666667,23.1862,6.75946666667
347.81,14.2855333333,19.0720666667,27.7299333333,7.1972,3.6792,7.7339,18.282,37.3169333333,5.5854,19.5315333333,16.411,38.0266666667,23.2257333333,6.75673333333
348.18,14.3267333333,19.1774,27.7842,7.30833333333,3.74826666666,7.805,18.4288,37.5500666667,5.61133333333,19.5716,16.5848,38.3376,23.396,6.79606666667
348.54,14.3456,19.2564666666,27.9751333333,7.27523333333,3.73486666667,7.8572,18.5320666667,37.6018666667,5.582,19.6306666667,16.6415333333,38.4616666667,23.5118666667,6.78006666667
348.91,14.2813555556,19.3044,28.0625333333,7.23973333333,3.63693333333,7.81383333333,18.4555333333,37.6978,5.48646666667,19.5635333333,16.6952666667,38.6230666667,23.5495333333,6.64166666667
349.27,14.4109777778,19.4751333333,28.3036666667,7.34236666667,3.69333333333,7.9322,18.5871333333,37.987,5.5686,19.7094,16.8266666667,39.0166,23.7446666667,6.6828
349.64,14.5952444444,19.7226,28.607,7.5813,3.8668,8.1232,18.9120666667,38.341,5.77006666667,19.9398666667,17.0788,39.3999333333,24.0021333333,6.83993333333
350.00,14.6137333333,19.7466,28.6946,7.5502,3.863,8.17463333333,18.9286666667,38.4370666667,5.73206666667,19.9761333334,17.1234666667,39.4595333333,24.0554666667,6.8132
350.37,14.6415555556,19.8445333333,28.8241333333,7.61113333333,3.8234,8.19033333333,18.9872,38.5997333333,5.7658,20.104,17.2082666667,39.6184666667,24.1632,6.87686666667
350.73,14.7557333333,19.9822,28.9360666667,7.69943333333,3.86546666667,8.26656666666,19.1649333333,38.792,5.76866666667,20.2343333333,17.3002666667,39.863,24.3242666667,6.9158
351.10,14.7781333333,20.1338666667,28.9910666667,7.74926666667,3.9266,8.31169999999,19.1778666667,38.9031333333,5.76533333334,20.3109333333,17.3715333333,39.9434,24.3694,6.9052
351.46,14.9590222222,20.3022,29.1441333333,7.94116666667,4.04773333333,8.43479999999,19.2848666667,39.1387333333,5.88093333333,20.4930666667,17.6078,40.1928,24.6155333333,7.04053333334
351.83,15.1196666667,20.5605333333,29.4217333333,8.16233333333,4.18,8.59749999999,19.5115333333,39.323,6.00313333333,20.6318,17.8056,40.4164,24.8704666667,7.16006666667
352.19,15.221,20.6757333333,29.5245333333,8.17156666667,4.2708,8.66679999999,19.6008,39.2434666667,6.0898,20.7527333333,17.8712666667,40.4468,24.8981333333,7.22833333333
352.55,15.4092222222,20.9247333333,29.7232,8.3489,4.39866666667,8.76363333333,19.7657333333,39.4700666667,6.2144,20.954,18.0531333333,40.785,25.1260666667,7.3506
352.92,15.6485777778,21.1390666667,29.9564,8.5079,4.59726666666,8.94623333333,19.9980666667,39.6692666667,6.37246666667,21.2374,18.2904,41.0425333333,25.3327333333,7.5444
353.28,15.6992444445,21.2365333333,30.0124,8.53903333333,4.61466666667,8.95643333333,20.0989333333,39.7302666667,6.3526,21.2836,18.4643333333,41.1285333333,25.4170666667,7.5864
353.65,15.7704222222,21.3524,30.1234666667,8.55193333333,4.583,8.94770000001,20.1268,39.7237333333,6.3466,21.3221333333,18.5316,41.2464666667,25.4766,7.593
354.01,15.7766888889,21.4257333333,30.1806666667,8.53663333333,4.4928,8.90390000001,20.1465333333,39.8083333333,6.28986666667,21.3914,18.6365333333,41.4562,25.5532666667,7.54806666667
354.38,15.9766666667,21.592,30.3978666666,8.65533333333,4.61973333333,9.05666666667,20.3327333333,40.0291333333,6.4384,21.5009333333,18.8360666667,41.7028666667,25.7366,7.6322
354.74,15.9953333333,21.6800666667,30.5502,8.60446666667,4.54513333333,9.0703,20.3552666667,40.1475333333,6.35426666667,21.5421333333,18.9649333333,41.9426666667,25.7676666667,7.6162
355.11,16.0463555556,21.7706,30.7058666667,8.59763333333,4.51606666667,9.0748,20.4101333334,40.2183333333,6.32333333333,21.6086,19.0241333333,42.2054,25.8841333333,7.65366666667
355.47,16.0525333333,21.8608,30.8702666667,8.6581,4.47826666666,9.09506666667,20.4796,40.2946,6.30033333333,21.67,19.107,42.4301333333,26.0314666667,7.61666666667
355.83,16.0077777778,21.8263333333,30.9469333333,8.6016,4.40446666667,8.97153333333,20.4416,40.2796,6.22426666667,21.6603333333,19.1332,42.5631333333,25.9807333333,7.56553333333
356.20,15.9657777778,21.8748666667,31.0895333333,8.6062,4.33066666667,8.91573333333,20.5128666667,40.4134666667,6.17393333333,21.7107333333,19.1674,42.7996,26.0784666667,7.50013333334
356.56,15.8940888889,21.8617333333,31.1182,8.55846666667,4.2884,8.86753333333,20.5705333333,40.3525333333,6.0904,21.7030666667,19.1741333333,42.7903333333,26.0976666667,7.44666666667
356.93,15.7942888889,21.8548666667,31.0816666667,8.45153333334,4.17893333334,8.73020000001,20.4935333333,40.2351333333,6.02286666666,21.5365333333,19.1063333333,42.7895333333,25.9862666667,7.3064
357.29,15.7308444444,21.8545333333,31.1304,8.3737,4.06746666666,8.66243333333,20.4709333333,40.1656,5.93733333334,21.505,19.1051333333,42.8546666667,25.9656666667,7.19613333333
357.66,15.8636222222,21.9763333333,31.3029333333,8.4484,4.17613333333,8.7979,20.6097333333,40.2756666667,6.01366666667,21.618,19.3112666667,43.0652666667,26.0690666667,7.27253333333
358.02,16.0329333333,22.1553333333,31.5424666667,8.57326666667,4.32173333333,8.90086666666,20.8462666667,40.4364,6.14433333333,21.7302666667,19.4590666667,43.2809333333,26.2184,7.3932
358.38,16.0379111111,22.274,31.6923333334,8.56846666666,4.35206666667,8.87173333333,20.9402666667,40.4281333333,6.17673333333,21.7908,19.5350666667,43.4493333333,26.3076666667,7.4264
358.75,16.0754888889,22.3536,31.7671333333,8.59436666667,4.36,8.81556666667,21.0307333333,40.4482666667,6.24653333333,21.8288666667,19.593,43.4952666667,26.3887333333,7.431
359.11,16.0799555555,22.3736,31.9140666667,8.5676,4.26206666667,8.73193333334,21.1128666667,40.5143333333,6.22806666667,21.9164666667,19.6660666666,43.64,26.4552,7.36073333333
359.48,16.1056222222,22.396,31.9813333333,8.53769999999,4.22026666667,8.69576666667,21.1696,40.4736,6.2178,21.9232,19.7122666667,43.7439333333,26.4189333334,7.3226
359.84,16.2309333333,22.5547333333,32.1862666666,8.6305,4.29946666667,8.81553333334,21.3158,40.5969333333,6.33906666667,22.0845333333,19.9236,44.0027333333,26.605,7.3876
360.20,16.3339333333,22.687,32.3152666667,8.71346666667,4.33366666667,8.92113333334,21.4378,40.6619333333,6.39206666667,22.1661333333,20.0656666667,44.1952666667,26.6908666667,7.4472
360.57,16.5257777778,22.9124,32.5193333333,8.84553333333,4.43586666667,9.04643333333,21.5961333333,40.8177333333,6.535,22.3519333333,20.3077333333,44.4941333333,26.9061333333,7.56353333333
360.93,16.6407333333,23.0316,32.6458666667,8.93976666667,4.47646666667,9.13810000001,21.6891333333,40.9013333333,6.5486,22.5275333333,20.4552666667,44.7264,27.0812,7.6182
361.29,16.6896444445,23.0901333333,32.6799333333,8.94933333334,4.49426666667,9.11913333333,21.7338666667,40.8524666667,6.55646666667,22.5415333333,20.5270666667,44.8198,27.1374,7.62433333334
361.66,16.6376222222,23.124,32.7315333333,8.883,4.38006666667,9.04773333334,21.6926,40.8403333333,6.4488,22.5311333333,20.5134,44.8972,27.1532,7.51713333333
362.02,16.6216888889,23.1274666667,32.7344666667,8.87516666666,4.3226,9.0387,21.6869333333,40.7078666667,6.4378,22.5338666667,20.5380666667,44.9658666667,27.1188,7.47306666667
362.39,16.6004888889,23.0731333334,32.5973333333,8.79233333334,4.22393333333,8.96483333333,21.5967333333,40.539,6.33553333333,22.4725333333,20.4927333333,44.8655333333,27.0170666667,7.3656
362.75,16.6054444444,23.0987333333,32.5619333333,8.80056666666,4.2112,8.94553333333,21.6053333333,40.4126,6.32246666667,22.4467333333,20.5074,44.9537333333,27.0154666667,7.3156
