wavelength,Back_PooNigm,Belly_PooNigm,Breast_PooNigm,Crissum_PooNigm,Crown_PooNigm,DorTail_PooNigm,Patch10_PooNigm,Rump_PooNigm,Throat_PooNigm,WingTip_PooNigm
359.84,5.89066666667,30.283,6.2193,9.21513333333,6.05446666667,7.12606666667,17.2375833333,5.93573333333,9.14486666666,8.02366666667
360.20,6.04253333333,30.4464,6.34463333333,9.36573333333,6.194,7.23743333333,17.4559166667,6.0944,9.33626666667,8.15033333333
360.57,6.14433333334,30.6095333333,6.40163333333,9.51073333333,6.2576,7.2854,17.5204166667,6.22413333333,9.40526666667,8.22
360.93,6.31333333334,30.6747333333,6.55586666667,9.63673333333,6.35153333333,7.358,17.5869166667,6.26826666667,9.53939999999,8.24966666667
361.29,6.47226666667,30.7470666667,6.61923333333,9.72739999999,6.464,7.42216666667,17.74475,6.3718,9.68466666667,8.31833333333
361.66,6.49680000001,30.8877333333,6.6389,9.7814,6.47573333333,7.39746666667,17.7313333334,6.35346666667,9.68826666667,8.32775
362.02,6.34273333333,30.7387333334,6.46313333333,9.63853333334,6.32093333333,7.18336666667,17.5704166667,6.1658,9.4608,8.10775
362.39,6.39073333334,30.8388,6.47716666667,9.64966666666,6.29113333333,7.19183333333,17.58075,6.19166666667,9.44973333334,8.15983333333
362.75,6.45233333333,30.8376666667,6.47386666667,9.69613333333,6.2802,7.18673333333,17.6216666667,6.2088,9.38633333333,8.12125
363.11,6.269,30.6676,6.3006,9.51066666667,6.089,6.9927,17.487,5.98333333333,9.26786666667,7.98425
363.48,6.05453333334,30.5057333333,6.05166666667,9.34879999999,5.86633333333,6.76663333333,17.2889166667,5.8318,9.06080000001,7.73741666667
363.84,6.03486666667,30.5508666667,6.06696666667,9.3948,5.85253333333,6.74723333333,17.2564166667,5.80493333333,9.04253333333,7.70433333333
364.20,6.0528,30.5638,6.07203333333,9.45039999999,5.84366666667,6.759,17.20325,5.85306666667,9.00600000001,7.744
364.57,5.96099999999,30.4530666667,5.9599,9.38866666667,5.752,6.68916666667,17.1735,5.77306666667,8.96140000001,7.67641666667
364.93,6.06586666667,30.5671333333,5.99143333333,9.41260000001,5.84566666667,6.80076666667,17.3086666667,5.93766666667,9.0548,7.782
365.29,5.99399999999,30.6571333333,6.00166666667,9.41453333334,5.7726,6.77003333333,17.3054166667,5.9548,9.006,7.8495
365.66,5.99993333334,30.6295333333,6.0669,9.36440000001,5.79153333333,6.77886666667,17.4158333333,6.03366666667,9.04879999999,7.81483333333
366.02,6.19253333334,30.8818,6.23633333333,9.54919999999,5.95393333333,6.92323333333,17.626,6.15246666666,9.25193333334,8.00758333334
366.38,6.1918,30.9169333333,6.28586666667,9.59413333333,6.00273333333,6.94823333333,17.714,6.14793333333,9.32206666667,7.97441666667
366.75,6.13319999999,30.9273333333,6.22733333333,9.54906666667,5.96473333333,6.90906666667,17.6795,6.11693333333,9.34266666667,7.996
367.11,6.32033333333,31.095,6.42126666667,9.73,6.17386666667,7.11933333333,17.8358333333,6.39373333333,9.48419999999,8.09241666667
367.47,6.42273333334,31.2118666667,6.50716666667,9.8142,6.2178,7.19726666667,17.90925,6.43486666667,9.51019999999,8.20658333334
367.84,6.29333333334,31.1246,6.33056666667,9.66153333334,6.0532,7.10106666667,17.8168333333,6.32553333333,9.31646666667,8.10383333333
368.20,6.26646666666,31.2084,6.32303333333,9.66246666667,6.00373333333,7.0916,17.9333333333,6.27873333333,9.30879999999,8.07825
368.56,6.22413333333,31.3273333333,6.31936666667,9.62446666667,6.00453333333,7.0059,17.92725,6.2414,9.2618,7.99025
368.93,6.11906666667,31.3609333333,6.22866666667,9.61973333333,5.92233333333,6.873,17.9418333334,6.16173333333,9.14306666668,7.89333333333
369.29,5.93213333333,31.2374,6.06696666667,9.36986666667,5.72186666667,6.65663333333,17.7719166667,5.934,8.90513333333,7.641
369.65,6.07126666667,31.4507333333,6.17736666667,9.57306666667,5.8128,6.7473,17.8785,6.06326666667,8.91633333333,7.76658333333
370.01,5.97966666667,31.3401333333,6.0329,9.46153333334,5.65566666667,6.63933333333,17.7485833333,5.96073333333,8.79453333333,7.59291666667
370.38,5.98306666667,31.5104,5.9665,9.5098,5.61786666667,6.5764,17.8053333333,5.967,8.77433333333,7.57658333333
370.74,5.873,31.4682666667,5.82713333333,9.43960000001,5.55593333333,6.4659,17.7081666667,5.85433333333,8.65993333333,7.4385
371.10,5.73173333333,31.4716666667,5.72343333333,9.36933333333,5.43746666667,6.25336666667,17.6015833333,5.70353333333,8.59213333334,7.32633333333
371.46,5.7856,31.6207333333,5.7733,9.39273333334,5.555,6.23436666667,17.73025,5.79806666667,8.6672,7.32191666667
371.83,5.98866666667,31.8557333333,5.94666666667,9.55813333334,5.73593333333,6.37486666667,17.8844166667,5.9578,8.87433333333,7.46175
372.19,5.85586666667,31.7225333333,5.7936,9.40600000001,5.57473333333,6.2148,17.7711666667,5.7878,8.77406666667,7.26
372.55,6.02513333333,31.7975333333,5.9926,9.56566666666,5.6624,6.3707,17.91475,5.91633333333,8.89840000001,7.40383333333
372.92,6.0188,31.7012666667,6.00553333333,9.55540000001,5.6398,6.3105,17.8375,5.88773333333,8.90866666666,7.37983333333
373.28,6.034,31.7477333333,5.95386666667,9.63246666667,5.63793333333,6.3312,17.9005,5.90033333333,8.93806666666,7.32441666666
373.64,5.93873333333,31.7722666667,5.85716666667,9.55353333334,5.58253333333,6.19266666667,17.9331666667,5.8298,8.98773333334,7.26825
374.00,6.0374,31.9680666667,5.96713333333,9.62493333333,5.69346666667,6.3266,18.0601666667,5.9118,9.10433333333,7.42633333333
374.37,6.06999999999,32.019,6.05406666667,9.6416,5.79506666667,6.43173333333,18.1243333333,5.96206666667,9.16580000001,7.51141666667
374.73,5.9708,32.0477333334,5.9921,9.523,5.652,6.31116666667,18.0500833333,5.81333333333,9.05260000001,7.40633333333
375.09,6.07039999999,32.2078666667,6.0516,9.55266666667,5.7184,6.3625,18.2504166667,5.8994,9.05366666667,7.46766666667
375.45,6.0692,32.298,6.12566666667,9.59173333333,5.7502,6.4472,18.31225,5.91053333333,9.1134,7.50308333334
375.81,6.07933333333,32.3448,6.15803333333,9.6186,5.82546666667,6.41053333333,18.43125,5.96746666667,9.10646666667,7.49025
376.18,6.29913333333,32.7167333333,6.44323333333,9.86193333333,6.10546666667,6.636,18.7205,6.23693333333,9.35526666667,7.75925
376.54,6.26493333333,32.8188,6.417,9.85433333334,6.12333333333,6.66843333333,18.77125,6.26646666667,9.37526666667,7.74508333333
376.90,6.27233333333,33.0066666667,6.43276666667,9.93926666666,6.15906666667,6.70193333333,18.8498333333,6.27993333333,9.389,7.76341666667
377.26,6.38539999999,33.1464,6.54863333333,10.0578666667,6.28859999999,6.82003333333,18.9530833334,6.4052,9.53060000001,7.89675
377.63,6.30053333333,33.1069333333,6.45113333333,10.004,6.2188,6.8102,18.83725,6.3062,9.44613333333,7.81683333333
377.99,6.24293333334,33.1154666667,6.44093333333,10.0139333333,6.219,6.7888,18.8465833333,6.31386666667,9.45213333334,7.78841666667
378.35,6.10946666667,32.9948,6.34856666667,9.9136,6.09213333333,6.65246666667,18.7245833334,6.2066,9.38560000001,7.65066666667
378.71,6.29620000001,33.2777333333,6.57966666666,10.1433333333,6.30393333334,6.80993333333,19.0124166667,6.4458,9.61693333333,7.84391666667
379.07,6.27173333333,33.2781333333,6.57546666667,10.1812,6.30066666667,6.85483333333,18.9165833333,6.3878,9.64900000001,7.85916666667
379.44,6.19653333334,33.1744666667,6.48953333333,10.1346,6.20886666667,6.76046666667,18.8579166667,6.3358,9.57706666667,7.77841666666
379.80,6.15286666667,33.208,6.43303333333,10.0781333333,6.14840000001,6.72936666667,18.79675,6.25433333333,9.5854,7.755
380.16,6.09366666666,33.1627333333,6.36786666667,10.0144,6.06586666667,6.63696666667,18.7488333333,6.20333333334,9.48680000001,7.6375
380.52,5.90446666667,33.0262,6.17723333333,9.83353333333,5.92533333333,6.3998,18.5654166667,5.9616,9.30573333333,7.40391666667
380.88,5.88520000001,32.9984666667,6.18106666667,9.79666666669,5.89053333333,6.42306666667,18.5668333333,5.9786,9.2786,7.40433333333
381.24,6.02013333334,33.1288666667,6.30076666667,9.96653333333,6.04606666666,6.56406666667,18.7489166667,6.1144,9.40446666666,7.58233333333
381.61,6.10826666667,33.3077333333,6.358,10.0362666667,6.11646666667,6.61843333333,18.8855,6.16386666667,9.45279999999,7.64641666667
381.97,6.15039999999,33.334,6.32103333333,10.0086,6.076,6.56566666667,18.9193333334,6.16466666667,9.38140000001,7.57816666667
382.33,6.15913333333,33.4412,6.26566666667,9.98893333333,6.04386666666,6.52926666667,18.9358333333,6.14893333333,9.35379999999,7.56216666667
382.69,6.06433333333,33.3984,6.1132,9.88626666666,5.96939999999,6.4527,18.8911666667,6.04326666667,9.26373333333,7.39658333333
383.05,6.08413333334,33.4382,6.1015,9.86513333333,5.95406666667,6.43656666667,18.9763333333,6.03266666667,9.26899999999,7.35266666667
383.41,6.22653333333,33.5597333333,6.20326666667,9.9314,6.05306666666,6.55763333333,19.0668333333,6.11346666667,9.30373333333,7.42866666667
383.77,6.19433333334,33.5838,6.17923333333,9.93886666667,6.00086666667,6.53766666667,19.06475,6.0584,9.29253333333,7.40483333333
384.14,6.27673333333,33.6655333333,6.288,10.0147333333,6.10320000001,6.61286666667,19.1715,6.07726666667,9.38379999999,7.5125
384.50,6.33606666667,33.7770666667,6.37083333333,10.1026,6.15400000001,6.69333333333,19.3420833333,6.20753333333,9.46900000001,7.60808333333
384.86,6.33773333334,33.8342666667,6.33583333333,10.1022666667,6.16306666666,6.65386666667,19.357,6.18506666667,9.47926666667,7.58791666667
385.22,6.30260000001,33.8527333333,6.30856666667,10.0352666667,6.12006666667,6.56206666667,19.3378333334,6.1324,9.42933333334,7.47883333333
385.58,6.3076,33.8054,6.33123333333,10.0254666667,6.11673333333,6.5255,19.3203333333,6.16513333333,9.4216,7.43733333334
385.94,6.29586666667,33.9048666667,6.38156666667,10.1138,6.17713333333,6.60066666667,19.41625,6.24533333333,9.50506666667,7.49108333333
386.30,6.32626666667,33.9953333333,6.4336,10.204,6.23186666667,6.62696666667,19.5388333333,6.29753333333,9.50313333333,7.52991666667
386.66,6.41126666667,34.0224666667,6.52496666667,10.3117333333,6.29826666667,6.6998,19.571,6.36013333333,9.56606666667,7.69
387.03,6.4512,34.1164,6.61983333333,10.3888,6.35713333333,6.7587,19.6163333333,6.44866666667,9.61993333332,7.79841666667
387.39,6.4066,34.2012666667,6.60043333333,10.4368,6.35759999999,6.72426666667,19.6484166667,6.43053333334,9.68873333333,7.84066666667
387.75,6.42699999999,34.3159333333,6.63186666666,10.4994666667,6.40880000001,6.77283333333,19.7505833333,6.50626666667,9.73400000001,7.83091666666
388.11,6.41873333334,34.3519333333,6.61843333333,10.5038666667,6.4284,6.77253333333,19.7276666666,6.58853333333,9.7776,7.83325
388.47,6.38259999999,34.4012,6.56033333333,10.4758666667,6.38153333333,6.73076666667,19.6845833334,6.5618,9.72639999999,7.77566666666
388.83,6.38066666666,34.4254,6.56163333333,10.4837333334,6.395,6.76413333333,19.70875,6.56093333333,9.72473333332,7.75033333333
389.19,6.39040000001,34.5062,6.5417,10.4928,6.35280000001,6.7787,19.71175,6.5926,9.73379999999,7.77916666667
389.55,6.25633333334,34.4527333333,6.41793333333,10.4034666666,6.24626666667,6.67476666667,19.6429166666,6.46733333333,9.64260000001,7.67808333333
389.91,6.20533333334,34.4454,6.38256666667,10.3335333333,6.18319999999,6.60133333333,19.63225,6.3678,9.57953333333,7.59058333333
390.27,6.26306666667,34.547,6.4273,10.3705333333,6.23733333334,6.66003333333,19.7183333333,6.42933333333,9.6766,7.64241666666
390.63,6.24979999999,34.6221333333,6.43043333333,10.3586,6.22593333334,6.66356666667,19.7651666667,6.4426,9.69446666667,7.56708333333
391.00,6.20833333333,34.6952666667,6.3875,10.2992666667,6.2246,6.62793333333,19.8006666666,6.38433333333,9.67779999999,7.50325
391.36,6.16406666666,34.6071333333,6.36423333333,10.2301333333,6.16726666666,6.55043333333,19.7579166667,6.3412,9.61679999999,7.40808333333
391.72,6.18973333334,34.5923333333,6.38253333333,10.2373333333,6.1974,6.52216666667,19.78925,6.32493333333,9.60906666667,7.42308333333
392.08,6.10459999999,34.5484,6.2418,10.1417333333,6.03820000001,6.38886666667,19.7484166667,6.16653333333,9.4924,7.27925
392.44,6.19386666666,34.6169333333,6.30783333333,10.2439333333,6.13673333333,6.44746666667,19.7936666667,6.17706666667,9.56106666666,7.36891666667
392.80,6.17939999999,34.6692666667,6.27973333333,10.2404,6.11946666667,6.38033333333,19.871,6.1596,9.57426666666,7.34825
393.16,6.07426666666,34.6037333333,6.2017,10.1818666667,6.07653333333,6.26546666667,19.8063333333,6.03393333333,9.47953333332,7.27
393.52,6.16179999999,34.7318,6.312,10.2854,6.1536,6.35433333333,19.9356666667,6.12166666667,9.55913333335,7.33591666667
393.88,6.16666666667,34.7497333333,6.29243333333,10.3097333333,6.17693333333,6.32796666667,19.92275,6.1266,9.56513333334,7.34916666666
394.24,6.16026666666,34.6897333333,6.2816,10.2834666667,6.16226666666,6.30396666667,19.8765833333,6.0802,9.51526666667,7.29325
394.60,6.21626666667,34.7282666667,6.3349,10.352,6.21693333334,6.3243,19.927,6.13633333333,9.57173333333,7.349
394.96,6.277,34.7335333333,6.35306666667,10.4384,6.24159999999,6.3258,19.9788333333,6.179,9.60113333333,7.37783333333
395.32,6.32106666667,34.8384666666,6.38073333333,10.4672,6.28826666667,6.39236666667,20.0406666667,6.1982,9.61226666666,7.41766666667
395.68,6.24113333333,34.9224,6.3518,10.4324,6.19913333334,6.3639,20.0158333333,6.14493333333,9.55366666666,7.39366666667
396.04,6.26726666666,34.9734,6.41856666667,10.5019333333,6.28820000001,6.4294,20.02025,6.19253333333,9.59266666667,7.46841666667
396.40,6.27499999999,35.0898,6.44266666667,10.5039333333,6.26533333333,6.41056666667,20.097,6.2404,9.61486666667,7.47283333334
396.76,6.33580000001,35.2010666667,6.52286666667,10.5661333333,6.31586666667,6.51403333333,20.1453333333,6.30126666667,9.66513333333,7.55758333333
397.12,6.4094,35.3528666667,6.64743333333,10.6339333333,6.39926666667,6.63466666667,20.2716666667,6.39426666667,9.78880000001,7.64741666667
397.48,6.4332,35.4198666667,6.6457,10.6842666667,6.42073333333,6.68233333333,20.3094166667,6.43753333333,9.81919999999,7.66841666667
397.84,6.47113333334,35.5265333333,6.6528,10.7226666667,6.41320000001,6.7155,20.3574166666,6.45413333333,9.85960000001,7.68875
398.20,6.36800000001,35.5912,6.54806666667,10.6390666667,6.31599999999,6.63853333333,20.2783333333,6.37386666667,9.79613333333,7.62458333333
398.56,6.28473333333,35.5736,6.45053333333,10.5409333333,6.21220000001,6.5594,20.23825,6.25586666667,9.69186666667,7.53675
398.92,6.27213333334,35.5503333333,6.46473333333,10.5148,6.20139999999,6.55213333333,20.2459166667,6.2704,9.68399999999,7.52408333333
399.28,6.27920000001,35.6025333333,6.4504,10.5229333333,6.19660000001,6.543,20.3069166667,6.30233333333,9.69266666666,7.518
399.64,6.31406666667,35.6461333333,6.4736,10.5138666667,6.23400000001,6.5358,20.3245,6.3248,9.72433333332,7.50441666667
400.00,6.37153333334,35.7540666667,6.54303333333,10.5755333333,6.27973333334,6.60743333333,20.4443333333,6.4152,9.772,7.55341666667
400.36,6.29833333333,35.7059333333,6.4888,10.5467333333,6.22933333333,6.56113333333,20.3764166667,6.36406666667,9.72020000001,7.50191666667
400.72,6.2472,35.694,6.4282,10.5375333333,6.164,6.4682,20.33125,6.31513333333,9.68333333334,7.44091666667
401.08,6.17966666667,35.6360666667,6.31466666667,10.4706666667,6.0452,6.35526666667,20.2513333334,6.21566666667,9.59559999999,7.336
401.44,6.10799999999,35.652,6.26153333333,10.4087333333,5.98733333333,6.27926666667,20.21425,6.15046666667,9.54826666667,7.3235
401.80,6.11820000001,35.6852,6.2967,10.4035333333,6.03140000001,6.2758,20.2920833333,6.1544,9.5406,7.3175
402.16,6.24186666667,35.8145333333,6.46606666667,10.5941333333,6.16453333333,6.36863333333,20.47075,6.30673333333,9.66393333333,7.45041666667
402.52,6.29533333333,35.9086,6.56136666667,10.7004666667,6.24273333333,6.42216666667,20.5524166667,6.38466666667,9.74373333333,7.5265
402.88,6.35466666666,36.0531333333,6.6106,10.7918,6.29293333333,6.4823,20.5950833333,6.41133333333,9.82206666667,7.59725
403.24,6.38900000001,36.0945333333,6.62973333333,10.8598666667,6.31193333333,6.4784,20.6209166667,6.4498,9.86266666666,7.63525
403.60,6.52560000001,36.239,6.70863333333,11.0184,6.42026666667,6.60453333333,20.75925,6.57646666667,10.0084,7.76275
403.95,6.48640000001,36.2666,6.64906666667,10.9664666667,6.3628,6.50413333333,20.7338333333,6.49353333333,9.97193333335,7.69175
404.31,6.4884,36.2604666667,6.65506666667,10.9330666667,6.36146666667,6.50216666667,20.7005833333,6.46973333333,9.97566666665,7.65758333333
404.67,6.53953333333,36.3536,6.73953333333,10.9974666666,6.45073333333,6.57143333333,20.76125,6.53226666666,10.0518666667,7.72333333333
405.03,6.61553333333,36.4669333333,6.83726666667,11.0813333333,6.53259999999,6.65443333333,20.82375,6.61593333333,10.1269333333,7.7925
405.39,6.63806666667,36.5000666667,6.83356666667,11.0667333333,6.52993333333,6.62633333333,20.83925,6.5948,10.1118,7.75741666667
405.75,6.59460000001,36.4796666667,6.83096666667,11.0443333333,6.47013333333,6.60796666667,20.7561666667,6.5674,10.1044,7.74066666666
406.11,6.60806666668,36.5739333333,6.81603333333,11.0368666667,6.481,6.6349,20.767,6.56146666667,10.1304,7.73791666667
406.47,6.62933333333,36.6444,6.82853333334,11.0532666667,6.48646666667,6.6537,20.8243333334,6.58493333333,10.1427333333,7.75591666667
406.83,6.54306666667,36.6197333333,6.76173333333,11.0116,6.42459999999,6.5695,20.78125,6.51973333333,10.0724666667,7.68908333333
407.19,6.54600000001,36.6784,6.80516666666,11.0462,6.4602,6.6175,20.8091666667,6.5182,10.1025333333,7.706
407.55,6.40199999999,36.5993333333,6.69163333334,10.9159333333,6.33773333333,6.46206666667,20.7241666667,6.40286666667,9.96046666667,7.57441666667
407.90,6.40480000001,36.6242,6.69016666667,10.9142,6.31993333334,6.47086666667,20.7181666667,6.409,9.94106666667,7.57391666667
408.26,6.49953333333,36.7913333333,6.77873333333,11.0234666667,6.4052,6.55693333333,20.92625,6.52193333333,10.0585333333,7.69116666667
408.62,6.48473333333,36.8312,6.78799999999,11.009,6.35813333333,6.54916666667,20.9510833333,6.5202,10.0282,7.68458333334
408.98,6.43593333334,36.8792,6.75236666667,11.0067333333,6.30613333334,6.46613333333,20.9759166667,6.49966666666,9.98419999999,7.64441666667
409.34,6.46400000001,36.9576666667,6.80256666666,11.0532666667,6.33833333334,6.49523333333,21.0374166666,6.54386666667,10.0252,7.6875
409.70,6.47386666667,37.1006666667,6.79283333333,11.0807333333,6.35466666666,6.5047,21.08925,6.56046666667,10.0406666667,7.71508333334
410.06,6.45153333334,37.0621333333,6.76909999999,11.0732,6.30906666667,6.45703333333,21.0551666667,6.53286666667,10.0278666667,7.68941666667
410.42,6.39966666667,37.0566,6.70036666667,11.0098666667,6.25673333334,6.39506666667,20.9715,6.46686666667,9.989,7.62008333333
410.77,6.42019999999,37.1378,6.69029999999,11.0004666667,6.26266666667,6.41016666667,21.0106666667,6.4884,10.0094,7.6085
411.13,6.37493333333,37.2411333333,6.64993333333,10.9813333333,6.20813333334,6.34566666667,21.0056666667,6.444,9.96746666666,7.55475
411.49,6.42713333333,37.2846666667,6.68240000001,11.0393333333,6.24259999999,6.4096,21.0134166667,6.4546,10.0171333333,7.58641666667
411.85,6.52166666667,37.4112666667,6.78256666666,11.1837333333,6.32540000001,6.49963333333,21.132,6.55846666667,10.1362,7.67158333333
412.21,6.52359999999,37.4074666667,6.80163333334,11.2228666667,6.34146666667,6.49813333333,21.119,6.56326666667,10.1351333334,7.67966666666
412.57,6.56986666667,37.4788666667,6.81716666667,11.2826666667,6.38046666666,6.52186666667,21.1293333333,6.58773333333,10.1666,7.68608333334
412.92,6.61653333333,37.5154666667,6.8651,11.307,6.4308,6.54316666667,21.1675833333,6.61893333333,10.1912,7.696
413.28,6.66626666667,37.592,6.93606666666,11.3852666667,6.46926666666,6.60803333333,21.2090833333,6.6552,10.2658666667,7.72483333333
413.64,6.73160000001,37.6857333333,7.01053333333,11.4530666667,6.52266666667,6.65913333333,21.255,6.7138,10.313,7.74883333333
414.00,6.68346666666,37.7236,6.98796666667,11.4259333333,6.47080000001,6.60756666667,21.26625,6.6556,10.2528666667,7.69141666667
414.36,6.74593333334,37.8424,7.0364,11.5302,6.5026,6.65863333333,21.3565,6.71866666667,10.3206,7.71508333334
414.72,6.794,37.967,7.13676666667,11.6331333333,6.54253333333,6.6924,21.4545,6.749,10.3803333333,7.78708333333
415.07,6.85626666667,37.9895333333,7.1613,11.6698,6.58999999999,6.7413,21.4935833333,6.7904,10.4142666667,7.81116666667
415.43,6.84326666666,38.0612666667,7.16843333334,11.689,6.5802,6.7461,21.5606666667,6.8244,10.4485333333,7.83166666667
415.79,6.76706666667,38.085,7.12109999999,11.6656,6.53779999999,6.6988,21.5333333333,6.78453333333,10.4308,7.803
416.15,6.75866666667,38.1540666667,7.12873333334,11.6888,6.51906666667,6.69683333333,21.56475,6.79373333333,10.4346,7.78991666666
416.51,6.70893333333,38.1659333333,7.10416666666,11.6712666667,6.50620000001,6.68733333333,21.5870833334,6.76233333333,10.4378,7.76575
416.86,6.725,38.1952666667,7.10426666667,11.7318,6.51553333334,6.74096666667,21.6433333333,6.7856,10.4854666667,7.83766666667
417.22,6.66806666667,38.2076,7.0598,11.6884,6.49220000001,6.68966666667,21.6493333334,6.74546666667,10.4755333333,7.81625
417.58,6.61400000001,38.2068,7.01756666666,11.6851333333,6.44046666667,6.6332,21.6680833334,6.70586666667,10.4671333333,7.794
417.94,6.64099999999,38.2772,7.03363333333,11.7628666667,6.46813333333,6.67293333333,21.7026666667,6.7462,10.5065333333,7.84975
418.29,6.5936,38.2474,7.00393333334,11.7264,6.45273333333,6.6324,21.6726666666,6.7148,10.4774666667,7.84491666667
418.65,6.55560000001,38.2336,6.9514,11.6857333333,6.41953333333,6.59616666667,21.6316666667,6.69833333333,10.4486666667,7.80866666667
419.01,6.55273333333,38.2997333333,6.97786666667,11.716,6.4308,6.60056666667,21.6685833333,6.71226666667,10.4852,7.8345
419.37,6.58046666667,38.3218666667,7.009,11.741,6.46600000001,6.6124,21.6789166667,6.72866666667,10.4972666667,7.85791666666
419.73,6.60093333333,38.3310666667,7.01430000001,11.7406666667,6.4696,6.63436666667,21.6824166667,6.7288,10.4834,7.85816666666
420.08,6.5728,38.3634666667,6.99506666667,11.7330666667,6.447,6.6274,21.66475,6.68933333333,10.4679333333,7.83808333333
420.44,6.59946666667,38.4353333333,7.02713333334,11.7703333333,6.44733333333,6.62266666667,21.6888333333,6.70246666667,10.4861333333,7.859
420.80,6.61193333333,38.4788666667,7.04353333333,11.7814666667,6.45766666667,6.63446666667,21.7058333333,6.70606666667,10.4992666667,7.86008333333
421.16,6.6236,38.4875333333,7.04343333333,11.7968,6.46786666666,6.63233333333,21.70275,6.72046666667,10.4983333333,7.85325
421.51,6.68886666667,38.5143333333,7.08710000001,11.8471333333,6.52866666666,6.6748,21.7351666666,6.7678,10.5541333333,7.90691666667
421.87,6.67993333333,38.5284666667,7.08466666666,11.8386666667,6.53206666667,6.65556666667,21.7454166667,6.7606,10.5563333334,7.89433333333
422.23,6.72526666667,38.589,7.11556666666,11.8858,6.55906666667,6.67493333333,21.79375,6.7896,10.6012,7.90791666667
422.58,6.74526666667,38.6194,7.1506,11.9224,6.574,6.7038,21.8105833333,6.80573333333,10.6337333333,7.92325
422.94,6.75366666667,38.6496,7.14599999999,11.9290666667,6.57173333334,6.69376666667,21.7933333333,6.8138,10.6306,7.91516666667
423.30,6.74393333333,38.6698666667,7.15429999999,11.9490666667,6.56919999999,6.67793333333,21.7908333334,6.80226666667,10.6323333333,7.89908333333
423.66,6.71433333333,38.7070666667,7.13433333333,11.9534666667,6.5588,6.64383333333,21.7959166667,6.7834,10.6154666667,7.87308333333
424.01,6.70446666667,38.6887333333,7.10573333334,11.9354,6.54106666667,6.6043,21.7824166667,6.7656,10.6081333333,7.847
424.37,6.68806666667,38.6206666667,7.05803333334,11.8960666667,6.51760000001,6.5688,21.7425833333,6.7434,10.5768666667,7.80075
424.73,6.70386666667,38.6580666667,7.07129999999,11.9074666667,6.53226666667,6.56383333333,21.7525833333,6.75853333333,10.5803333333,7.791
425.08,6.72326666666,38.7095333333,7.09653333333,11.9446,6.54120000001,6.57703333333,21.7964166667,6.78453333333,10.6129333333,7.80425
425.44,6.69366666667,38.7594,7.0822,11.9442,6.52133333334,6.5567,21.7810833334,6.7676,10.601,7.76591666666
425.80,6.68133333333,38.7848666667,7.08956666667,11.9454,6.50706666666,6.5387,21.76425,6.7574,10.5965333333,7.73858333333
426.16,6.65619999999,38.8029333333,7.07563333334,11.9362666667,6.49073333333,6.52596666667,21.7620833333,6.74246666667,10.5675333333,7.73116666667
426.51,6.6468,38.8175333333,7.04136666667,11.9270666667,6.45553333334,6.48266666667,21.7614166666,6.7128,10.538,7.69041666666
426.87,6.62953333333,38.8263333333,7.05483333333,11.9304,6.44213333333,6.45553333333,21.8095833333,6.70526666667,10.5362,7.68741666667
427.23,6.60953333333,38.8854,7.01166666666,11.9090666667,6.40106666666,6.41773333333,21.8284166667,6.68326666667,10.5112,7.63558333334
427.58,6.62679999999,38.8854666667,7.04013333333,11.9271333334,6.41766666666,6.4323,21.8405,6.68826666667,10.546,7.6415
427.94,6.64,38.9378,7.08229999999,11.9834,6.45939999999,6.4715,21.8784166667,6.7212,10.5742666667,7.67175
428.30,6.68706666667,39.0523333334,7.13883333333,12.0638,6.50926666667,6.53893333333,21.9470833333,6.76633333333,10.6437333333,7.75508333333
428.65,6.63786666667,39.1024,7.10449999999,12.0759333333,6.46733333333,6.5182,21.969,6.74833333333,10.6310666667,7.72766666667
429.01,6.64140000001,39.1432666667,7.12999999999,12.1184,6.47880000001,6.52666666667,21.9946666667,6.75086666667,10.6475333333,7.755
429.37,6.65179999999,39.1684666667,7.14776666667,12.1363333333,6.47013333333,6.53676666667,22.06525,6.77153333333,10.6319333333,7.77116666667
429.72,6.69953333334,39.2573333333,7.18176666667,12.2025333333,6.49153333334,6.59683333333,22.1763333333,6.80493333333,10.6718,7.795
430.08,6.72726666666,39.3112,7.2336,12.2671333333,6.52540000001,6.63453333333,22.21625,6.85053333333,10.7505333333,7.84058333334
430.44,6.77926666666,39.4352,7.31620000001,12.363,6.60706666666,6.7003,22.3174166667,6.91086666667,10.8298666667,7.90283333333
430.79,6.81613333333,39.5197333333,7.34026666667,12.4148666667,6.63773333333,6.746,22.341,6.93333333334,10.8711333333,7.9425
431.15,6.85513333333,39.5988,7.40886666667,12.4932666667,6.6934,6.8013,22.3968333333,7.00006666667,10.9330666667,8.01125
431.50,6.88913333334,39.7218666667,7.44946666666,12.5516,6.72106666667,6.82123333333,22.49625,7.0386,11.0274666667,8.05383333333
431.86,6.90966666666,39.8013333333,7.45293333333,12.5666666667,6.71353333334,6.82313333333,22.5481666667,7.04766666667,11.0528,8.06925
432.22,6.89986666666,39.8611333333,7.46846666667,12.5854,6.70306666667,6.82676666667,22.59825,7.037,11.0578666667,8.04216666667
432.57,6.97853333333,39.9236,7.54576666667,12.6690666667,6.78473333333,6.90913333333,22.6445,7.0918,11.1318666667,8.13316666666
432.93,6.97520000001,39.8984666667,7.54376666666,12.676,6.77013333333,6.89386666667,22.63575,7.07993333333,11.1106666667,8.12033333334
