wavelength,Back_TacLucm,Belly_TacLucm,Breast_TacLucm,Crissum_TacLucm,Crown_TacLucm,DorTail_TacLucm,Patch10_TacLucm,Rump_TacLucm,Throat_TacLucm,WingTip_TacLucm
362.75,3.6456,3.0974,2.857,2.5192,2.53466666667,5.07273333333,37.151,4.99916666667,3.58693333333,4.00376666667
363.11,3.63266666667,3.0896,2.8506,2.50546666667,2.52766666667,5.03973333333,37.2678,5.00843333333,3.61206666667,4.01463333333
363.48,3.58973333333,3.1214,2.8146,2.4618,2.53233333333,4.98873333333,37.2839333333,5.02323333333,3.60653333333,3.97326666667
363.84,3.58346666667,3.10553333333,2.7362,2.46013333333,2.54073333333,4.9768,37.3475333333,5.01363333332,3.60926666667,3.97306666667
364.20,3.6318,3.19646666667,2.816,2.53926666667,2.62913333334,5.0454,37.4478666667,5.10993333333,3.68433333333,4.03203333333
364.57,3.61,3.2154,2.803,2.5626,2.62186666667,5.05133333334,37.5506,5.16263333333,3.71,4.0543
364.93,3.6642,3.316,2.89466666667,2.67866666666,2.67926666667,5.08913333333,37.6224,5.23049999999,3.77173333333,4.1846
365.29,3.67286666667,3.35286666667,2.91733333333,2.71606666667,2.68366666667,5.14853333333,37.6709333333,5.23259999999,3.785,4.2341
365.66,3.64093333333,3.34226666667,2.91153333333,2.7066,2.6528,5.1074,37.7229333333,5.23526666667,3.74773333333,4.25396666667
366.02,3.636,3.37526666667,2.93453333333,2.73673333333,2.67126666667,5.15326666667,37.762,5.26016666666,3.73753333333,4.2637
366.38,3.59693333333,3.3748,2.9456,2.68526666667,2.63866666667,5.12706666667,37.7981333333,5.23089999999,3.72446666667,4.2579
366.75,3.7348,3.52666666667,3.1104,2.80646666667,2.77206666667,5.2486,38.0341333333,5.37739999999,3.84026666667,4.38166666667
367.11,3.7522,3.56333333333,3.13106666667,2.84393333333,2.78726666667,5.29926666667,38.1055333334,5.42933333333,3.82393333333,4.3843
367.47,3.7102,3.4776,3.07353333333,2.77393333333,2.7406,5.2438,38.1230666667,5.35163333333,3.75933333333,4.29213333333
367.84,3.75486666667,3.51266666667,3.15253333333,2.7854,2.7598,5.28713333333,38.2089333333,5.3908,3.7916,4.303
368.20,3.74226666667,3.4798,3.12853333333,2.73333333333,2.74573333333,5.25613333333,38.2915333333,5.36816666667,3.79926666667,4.2645
368.56,3.818,3.48046666667,3.16066666667,2.7466,2.78553333333,5.2924,38.3497333333,5.37503333333,3.8214,4.28913333333
368.93,3.8114,3.43226666667,3.14313333334,2.7036,2.7578,5.25146666667,38.5040666667,5.38253333333,3.8176,4.21096666667
369.29,3.84933333333,3.4738,3.2234,2.74653333333,2.7958,5.25453333333,38.7106666667,5.43453333334,3.8624,4.1847
369.65,3.80246666667,3.40813333333,3.195,2.6828,2.74313333333,5.22173333333,38.8159333333,5.37773333333,3.83086666667,4.11006666667
370.01,3.73886666667,3.2938,3.0992,2.58126666667,2.63353333333,5.0504,38.8293333333,5.28839999999,3.73526666667,3.99253333334
370.38,3.74686666667,3.23233333333,3.09146666667,2.6064,2.60433333333,4.9962,38.9638,5.27756666667,3.74353333333,3.9298
370.74,3.68806666667,3.16433333333,3.036,2.55953333333,2.5352,4.93946666667,39.0232666667,5.24403333333,3.68533333333,3.8361
371.10,3.72253333333,3.1818,3.0332,2.565,2.60193333333,4.94826666667,39.1934,5.28736666667,3.7374,3.86323333333
371.46,3.75446666667,3.21733333333,3.0806,2.61306666667,2.6582,4.99866666667,39.2816666666,5.366,3.79893333334,3.9211
371.83,3.75806666667,3.23846666667,3.10026666667,2.65173333333,2.713,5.0172,39.3903333333,5.39416666666,3.84633333333,3.93993333333
372.19,3.66986666667,3.13086666667,2.99606666667,2.5708,2.58853333333,4.8988,39.3706,5.25096666667,3.73153333333,3.86946666667
372.55,3.65773333333,3.15706666667,3.0108,2.57073333334,2.59053333334,4.90633333333,39.4374,5.28996666667,3.73133333333,3.83343333333
372.92,3.64193333334,3.15426666667,3.019,2.536,2.59753333333,4.926,39.4399333333,5.28296666666,3.70926666667,3.84133333333
373.28,3.60213333333,3.11833333333,2.9658,2.50773333333,2.56406666667,4.9096,39.5615333333,5.28173333333,3.6542,3.83066666667
373.64,3.55686666667,3.08766666667,2.90746666667,2.46166666667,2.5392,4.86106666667,39.5786,5.2579,3.6066,3.7977
374.00,3.64366666667,3.21386666667,3.0122,2.56266666667,2.6852,4.99566666667,39.8039333333,5.37583333333,3.74093333333,3.9454
374.37,3.561,3.1776,2.9184,2.47546666667,2.6228,4.9614,39.843,5.29306666667,3.64806666667,3.8981
374.73,3.47153333333,3.10826666667,2.813,2.37133333333,2.544,4.8884,39.9336666667,5.19846666666,3.57866666667,3.86926666667
375.09,3.48033333333,3.13826666667,2.81913333333,2.41613333333,2.52,4.9162,39.9633333333,5.17170000001,3.57353333333,3.9212
375.45,3.45266666667,3.1288,2.776,2.3592,2.44733333333,4.8898,40.1479333334,5.13673333334,3.53026666667,3.89476666667
375.81,3.36446666667,3.0528,2.67193333333,2.28953333333,2.33353333334,4.79566666667,40.1536666667,5.0841,3.4224,3.84043333334
376.18,3.34746666667,3.08106666667,2.68466666667,2.34513333333,2.37446666667,4.84886666667,40.2969333333,5.1432,3.47006666667,3.86143333333
376.54,3.32286666667,3.05266666667,2.65626666667,2.36593333334,2.37946666667,4.82966666667,40.4458666667,5.11120000001,3.47846666667,3.889
376.90,3.3296,3.07313333333,2.66093333333,2.42186666667,2.39353333333,4.82913333333,40.475,5.11743333334,3.50053333334,3.90356666667
377.26,3.3138,3.05446666666,2.6334,2.3944,2.4024,4.80613333333,40.4400666667,5.08716666666,3.48206666667,3.88146666667
377.63,3.46146666666,3.18753333333,2.76966666667,2.52533333333,2.5276,4.96346666667,40.5046666667,5.21073333334,3.59913333333,3.98166666667
377.99,3.5326,3.2414,2.84133333333,2.58346666667,2.55353333333,5.03173333333,40.5739333333,5.29566666666,3.6666,4.01693333333
378.35,3.63026666667,3.31386666667,2.96926666667,2.6786,2.66393333333,5.1006,40.684,5.42423333334,3.7472,4.11553333333
378.71,3.76126666666,3.4342,3.10213333333,2.84153333333,2.8048,5.23006666667,40.7450666667,5.53423333333,3.85373333333,4.2384
379.07,3.73213333333,3.37926666667,3.10673333333,2.80153333333,2.78593333333,5.18106666667,40.788,5.52350000001,3.8554,4.18876666667
379.44,3.751,3.35333333334,3.12053333333,2.82586666667,2.78826666667,5.17253333333,40.7379333333,5.52589999999,3.85706666667,4.1917
379.80,3.78053333333,3.37066666667,3.16206666667,2.84573333333,2.84606666667,5.21866666667,40.8784666667,5.55053333333,3.87446666667,4.20633333333
380.16,3.7994,3.34773333333,3.17526666667,2.794,2.84366666667,5.21593333334,40.962,5.56073333333,3.85713333333,4.16926666667
380.52,3.86613333333,3.41473333333,3.24066666667,2.8192,2.89173333333,5.26326666667,41.0416,5.61336666667,3.87986666667,4.19113333333
380.88,3.90633333333,3.4646,3.25926666667,2.8206,2.9392,5.27166666667,41.2513333333,5.65016666666,3.8976,4.21473333333
381.24,3.878,3.44646666667,3.25933333333,2.82013333333,2.91033333333,5.24233333333,41.3509333334,5.63673333334,3.91733333333,4.2008
381.61,3.8164,3.3724,3.20433333333,2.78853333334,2.84566666667,5.15086666667,41.4722666667,5.58883333332,3.8754,4.16473333333
381.97,3.75426666667,3.3136,3.14033333333,2.726,2.81453333333,5.0938,41.5051333333,5.50296666666,3.83246666667,4.0924
382.33,3.774,3.34146666667,3.1588,2.73806666667,2.82533333333,5.12813333333,41.6372666667,5.51943333334,3.87866666667,4.11603333333
382.69,3.752,3.33113333333,3.15386666667,2.72326666667,2.81533333333,5.11513333333,41.6864,5.52943333334,3.88246666667,4.08973333333
383.05,3.77533333333,3.3812,3.18206666667,2.77506666667,2.8656,5.1672,41.7166666666,5.54923333334,3.905,4.12203333333
383.41,3.78086666667,3.39066666667,3.19693333333,2.82086666667,2.90353333333,5.1776,41.8521333333,5.58290000001,3.9256,4.14773333333
383.77,3.7928,3.39953333333,3.19413333333,2.81153333333,2.88553333333,5.1502,42.0028666667,5.58383333333,3.9334,4.16716666667
384.14,3.85886666667,3.4738,3.2382,2.87626666667,2.94933333333,5.18593333333,42.0862666667,5.65066666666,3.98933333333,4.2302
384.50,3.83633333333,3.47433333333,3.23106666667,2.8994,2.93253333333,5.18086666667,42.1244,5.65543333334,3.98306666667,4.25723333333
384.86,3.83306666667,3.45473333333,3.2384,2.88586666667,2.90206666667,5.19413333333,42.0741333333,5.63736666666,3.97633333333,4.2719
385.22,3.86726666667,3.49713333333,3.24013333333,2.8882,2.90066666667,5.22133333333,42.1142666667,5.67933333333,3.9886,4.27993333333
385.58,3.85193333334,3.50886666667,3.21506666667,2.864,2.88813333333,5.21553333334,42.2120666667,5.67173333333,3.97833333333,4.2747
385.94,3.82586666667,3.5022,3.19593333333,2.88066666667,2.87046666667,5.18266666667,42.205,5.67523333333,3.94313333333,4.29546666666
386.30,3.7588,3.43233333333,3.08326666667,2.80253333333,2.79293333333,5.10733333333,42.127,5.60693333334,3.86013333333,4.213
386.66,3.71006666667,3.37806666667,3.0116,2.756,2.74426666667,5.0366,42.2116,5.5666,3.81106666667,4.15016666667
387.03,3.6676,3.3492,2.9612,2.70293333333,2.68813333333,4.99373333333,42.3188,5.5554,3.74606666667,4.102
387.39,3.5886,3.2806,2.87093333333,2.60586666667,2.58753333333,4.921,42.341,5.47233333333,3.66266666666,3.98526666667
387.75,3.6418,3.35946666667,2.95193333333,2.67353333333,2.65726666667,4.99773333333,42.4085333333,5.54879999999,3.755,4.0449
388.11,3.5806,3.3116,2.88693333333,2.61633333333,2.57466666667,4.95046666667,42.4204,5.50956666666,3.68913333333,4.01143333333
388.47,3.5988,3.30246666667,2.8786,2.6008,2.58746666667,4.96506666667,42.5112666667,5.52086666667,3.7008,4.00136666667
388.83,3.5798,3.26793333333,2.8428,2.5884,2.5782,4.93366666667,42.6224666667,5.52096666666,3.66326666667,3.96586666667
389.19,3.60053333333,3.27073333333,2.88553333333,2.62146666667,2.6206,4.9532,42.7811333334,5.54706666666,3.6646,4.00066666667
389.55,3.5898,3.22646666667,2.88406666667,2.60793333333,2.58653333333,4.9238,42.8472666667,5.54543333333,3.64373333333,3.9922
389.91,3.58686666667,3.19466666667,2.88146666667,2.56973333333,2.56226666667,4.9126,43.0422666667,5.53473333333,3.62313333333,3.9501
390.27,3.5542,3.15873333333,2.86826666667,2.54793333333,2.54053333333,4.9054,43.264,5.52140000001,3.61266666666,3.93443333333
390.63,3.54413333333,3.1154,2.85893333333,2.50953333333,2.5148,4.89933333333,43.2901333333,5.51303333333,3.6026,3.9203
391.00,3.52666666667,3.08873333333,2.84686666667,2.5026,2.49093333333,4.8626,43.423,5.50576666667,3.6204,3.91163333333
391.36,3.5716,3.12666666667,2.90493333333,2.56346666667,2.5584,4.90553333333,43.6014666667,5.58210000001,3.67186666667,3.98713333333
391.72,3.5422,3.09126666667,2.83146666667,2.52633333333,2.507,4.87093333333,43.6043333333,5.54396666667,3.6094,3.94583333333
392.08,3.56866666666,3.11806666667,2.87066666667,2.55426666667,2.55646666667,4.9042,43.7797333334,5.57839999999,3.65026666666,3.97626666667
392.44,3.54326666666,3.1262,2.866,2.56193333333,2.5388,4.9008,43.8545333333,5.58580000001,3.66106666667,3.9668
392.80,3.53346666667,3.1344,2.8602,2.56233333333,2.5364,4.88873333333,43.9404666667,5.6003,3.68286666667,3.95893333333
393.16,3.53046666667,3.14233333333,2.85226666667,2.56113333333,2.52586666667,4.896,43.9705333333,5.59426666666,3.6978,3.9523
393.52,3.5526,3.17426666667,2.87866666667,2.57253333333,2.57933333333,4.93513333333,44.0124666667,5.62466666667,3.7094,3.9747
393.88,3.59966666667,3.2198,2.89106666667,2.61266666667,2.61873333333,4.97826666667,43.9973333334,5.65320000001,3.7354,4.03863333333
394.24,3.60493333333,3.2238,2.9046,2.61973333333,2.61773333333,4.95113333333,44.0075333333,5.66016666666,3.7246,4.03133333333
394.60,3.6238,3.25853333333,2.92493333333,2.63573333333,2.63,4.95426666667,44.0982666667,5.66630000001,3.708,4.0455
394.96,3.655,3.28806666667,2.9178,2.65546666667,2.67086666667,4.9934,44.0769333333,5.67999999999,3.70113333333,4.05466666667
395.32,3.73053333333,3.37733333333,2.99893333333,2.7328,2.73506666667,5.09273333333,44.135,5.74826666666,3.7862,4.15603333333
395.68,3.65626666667,3.3132,2.9584,2.6814,2.67046666667,5.0322,44.1791333333,5.69446666666,3.73913333333,4.09176666667
396.04,3.65846666667,3.32046666667,2.95273333333,2.68126666667,2.66326666667,5.02266666667,44.1428,5.68226666666,3.7368,4.08666666667
396.40,3.6518,3.28426666667,2.93566666666,2.64366666667,2.63833333333,4.99773333333,44.2592666667,5.67523333334,3.719,4.0625
396.76,3.6652,3.28113333333,2.9624,2.66653333333,2.64486666667,5.0368,44.3732,5.70326666667,3.74186666667,4.07966666667
397.12,3.61873333333,3.24073333333,2.94033333333,2.63373333333,2.6212,4.98926666667,44.4356,5.68613333334,3.70826666667,4.0453
397.48,3.59973333333,3.23173333333,2.91046666667,2.6418,2.59453333333,4.97126666667,44.5347333333,5.66986666667,3.71113333333,4.01953333333
397.84,3.60786666667,3.23086666667,2.93066666667,2.6292,2.5768,4.9808,44.6373333333,5.68923333334,3.72426666666,4.00786666667
398.20,3.64826666667,3.28533333333,2.98293333333,2.68893333333,2.64,5.05026666667,44.6706,5.73839999999,3.77386666667,4.05756666667
398.56,3.63486666667,3.26833333333,2.96773333333,2.68593333333,2.62526666667,5.042,44.7503333333,5.74103333334,3.78906666666,4.05053333333
398.92,3.6682,3.30193333333,3.0402,2.7326,2.6346,5.0692,44.8679333333,5.79649999999,3.84906666667,4.1001
399.28,3.64053333333,3.27906666667,3.00946666667,2.70353333333,2.60726666667,5.0358,44.8190666666,5.76623333333,3.7984,4.06533333333
399.64,3.72426666667,3.356,3.10106666667,2.8066,2.71033333333,5.12886666667,44.9280666667,5.8465,3.86993333333,4.13766666667
400.00,3.75566666667,3.36406666667,3.13693333333,2.84533333333,2.7364,5.14593333333,45.0222,5.87463333333,3.8832,4.1701
400.36,3.815,3.42073333333,3.1916,2.90793333333,2.79186666667,5.18933333333,45.1108,5.9191,3.9356,4.24316666667
400.72,3.85653333333,3.48233333333,3.24066666666,2.94713333333,2.82146666667,5.2242,45.1999333333,5.95179999999,3.96813333333,4.27943333333
401.08,3.88273333333,3.4902,3.24746666667,2.9462,2.83766666667,5.23946666667,45.3062666667,5.97226666667,3.98553333333,4.29286666666
401.44,3.89786666667,3.50226666667,3.24173333333,2.94466666667,2.8396,5.23873333333,45.4149333333,6.00769999999,3.9928,4.30826666667
401.80,3.88833333333,3.50793333333,3.22893333334,2.96206666667,2.86406666667,5.24366666667,45.5158666667,6.02036666666,3.995,4.30923333333
402.16,3.87086666667,3.5016,3.19426666667,2.939,2.82946666667,5.22313333333,45.6463333333,6.00133333333,3.9838,4.29956666667
402.52,3.90273333333,3.5456,3.21566666667,2.9764,2.8558,5.27086666666,45.7558666667,6.0337,4.02746666667,4.3453
402.88,3.91253333333,3.53706666667,3.19466666667,2.9588,2.85433333333,5.27046666667,45.7832,6.02170000001,4.01066666667,4.3272
403.24,3.90173333333,3.5402,3.1828,2.94093333333,2.84286666667,5.2334,45.9276,6.01793333333,4.0134,4.30183333333
403.60,3.90186666667,3.54346666667,3.1618,2.91653333333,2.83553333333,5.19886666667,45.9399333333,6.03436666667,4.0046,4.2916
403.95,3.87673333333,3.5292,3.14966666667,2.8978,2.8046,5.1978,45.9818666667,6.02946666667,3.99833333334,4.2647
404.31,3.81593333334,3.46426666667,3.08606666666,2.83513333333,2.74633333333,5.14026666667,45.9466666667,5.99046666667,3.92386666667,4.20193333333
404.67,3.76406666667,3.39786666667,3.00473333333,2.77013333333,2.68673333333,5.07306666667,45.8919333333,5.9232,3.84986666667,4.1395
405.03,3.8106,3.44893333333,3.02966666667,2.8126,2.7068,5.10993333333,45.9561333333,5.95506666667,3.8704,4.1737
405.39,3.84613333333,3.47546666667,3.06166666666,2.828,2.73193333333,5.13433333333,45.9787333333,5.97056666667,3.8852,4.1929
405.75,3.826,3.4776,3.07186666667,2.82653333334,2.725,5.1302,46.0108666667,5.96806666667,3.88833333333,4.18306666667
406.11,3.83433333333,3.4634,3.0824,2.82753333333,2.72386666667,5.11233333333,45.9569333333,5.97346666667,3.88086666666,4.16853333333
406.47,3.85053333333,3.47786666667,3.1086,2.8362,2.73953333333,5.119,46.0134,6.00383333334,3.88633333333,4.183
406.83,3.79933333334,3.4438,3.07793333333,2.80226666667,2.69706666667,5.07086666667,46.0829333333,5.98806666667,3.83846666667,4.14813333333
407.19,3.77,3.4056,3.05013333333,2.7822,2.65426666667,5.04186666666,46.0604,5.97043333333,3.80193333333,4.1256
407.55,3.7866,3.40693333333,3.07453333333,2.78193333333,2.66346666667,5.058,46.1382666667,5.97179999999,3.812,4.15446666667
407.90,3.817,3.44493333333,3.09593333333,2.8042,2.6946,5.06913333333,46.2424,5.99896666666,3.83353333333,4.17813333333
408.26,3.80153333333,3.4586,3.09593333333,2.79893333333,2.67773333333,5.068,46.3151333333,5.98596666667,3.84006666667,4.16933333333
408.62,3.7754,3.4608,3.09053333333,2.78126666667,2.67566666667,5.05453333333,46.3878,5.99346666667,3.84933333334,4.1607
408.98,3.7664,3.4554,3.0874,2.78166666667,2.684,5.049,46.3711333334,5.99423333333,3.86026666667,4.16483333333
409.34,3.71353333333,3.39646666667,3.04173333333,2.74106666667,2.64006666667,5.01546666667,46.4371333333,5.95496666667,3.8178,4.10323333333
409.70,3.6952,3.35553333333,3.01273333333,2.7096,2.61046666667,4.9842,46.5164,5.93706666667,3.79666666667,4.08223333334
410.06,3.6902,3.359,3.0052,2.7102,2.62046666667,4.99293333333,46.6645333333,5.96343333333,3.7968,4.0912
410.42,3.661,3.32026666667,2.97466666667,2.68046666667,2.60673333333,4.96366666667,46.6780666667,5.93986666667,3.76766666667,4.05173333333
410.77,3.70566666666,3.33806666666,3.0052,2.70846666667,2.65166666667,5.0088,46.7384666667,5.96329999999,3.81953333333,4.09073333333
411.13,3.73446666667,3.3528,3.0316,2.73366666667,2.68766666667,5.03246666667,46.8566666667,5.99876666667,3.8576,4.12393333333
411.49,3.70513333333,3.339,3.0012,2.72866666667,2.64966666667,5.02573333333,46.9918,5.99310000001,3.85546666667,4.09753333333
411.85,3.71786666667,3.34693333333,3.00313333333,2.7536,2.65406666667,5.04446666667,47.0632,6.02439999999,3.85653333333,4.09956666667
412.21,3.73866666667,3.3366,3.0138,2.76266666667,2.6736,5.053,47.1544666667,6.03829999999,3.8558,4.10316666667
412.57,3.741,3.30393333333,3.02193333333,2.77593333333,2.66033333333,5.03913333333,47.2626,6.03399999999,3.8376,4.0914
412.92,3.7032,3.24686666667,3.0022,2.73833333333,2.62513333333,5.01393333333,47.377,5.99800000001,3.7896,4.0617
413.28,3.7306,3.2918,3.05033333334,2.77913333333,2.65513333333,5.03266666667,47.405,6.03843333333,3.83226666667,4.09936666667
413.64,3.73306666667,3.3108,3.05506666667,2.76886666667,2.6492,5.02566666667,47.4832,6.01876666666,3.81573333333,4.07776666667
414.00,3.7682,3.3442,3.0778,2.78653333334,2.66266666667,5.04593333334,47.6098666667,6.02906666667,3.849,4.0778
414.36,3.74993333333,3.33413333333,3.0688,2.785,2.6418,5.02226666667,47.6701333333,6.02366666667,3.8458,4.06006666667
414.72,3.72533333333,3.32333333333,3.04693333333,2.75773333333,2.62446666667,4.99866666667,47.7292666667,6.02053333333,3.8204,4.0415
415.07,3.71966666667,3.3286,3.0326,2.74766666667,2.61133333333,4.9956,47.7244666667,6.02096666666,3.80653333333,4.0142
415.43,3.71513333333,3.3244,3.03586666667,2.74133333333,2.6218,4.97533333333,47.7127333333,6.01696666666,3.7722,4.00793333333
415.79,3.67713333334,3.28346666667,3.01026666667,2.68213333333,2.58653333334,4.9422,47.7393333333,5.97776666667,3.74246666667,3.98496666667
416.15,3.69713333333,3.3202,3.03033333333,2.7056,2.61346666667,4.9574,47.7482,6.00536666667,3.77646666667,4.0085
416.51,3.6746,3.3208,2.99413333333,2.67153333333,2.58493333333,4.94773333333,47.7797333333,5.99853333333,3.76493333333,3.999
416.86,3.67886666667,3.34706666667,2.99113333333,2.67973333333,2.57833333333,4.96706666667,47.8208666667,6.00723333333,3.77366666667,4.0032
417.22,3.6508,3.322,2.95986666667,2.65,2.5456,4.94673333333,47.9064666667,5.97889999999,3.7492,3.98156666667
417.58,3.665,3.32646666667,2.96593333333,2.67546666667,2.56453333333,4.95113333333,47.9468,6.00293333333,3.76253333333,4.0019
417.94,3.6442,3.31713333333,2.94433333333,2.67406666667,2.561,4.9482,47.8972,5.9995,3.74073333333,4.00176666667
418.29,3.65566666667,3.33473333333,2.94813333333,2.68653333333,2.56966666667,4.9694,47.9105333333,6.00586666667,3.73333333333,4.02486666667
418.65,3.6462,3.32466666667,2.95206666667,2.68106666667,2.55973333333,4.96486666666,47.9143333333,6.00276666667,3.7186,4.0233
419.01,3.63473333333,3.31866666667,2.9498,2.66386666667,2.54306666667,4.9574,47.9429333333,5.98186666667,3.70133333333,4.01503333333
419.37,3.60933333333,3.28446666667,2.91853333333,2.6414,2.5122,4.9402,47.9421333333,5.94906666666,3.68473333333,3.9948
419.73,3.61453333333,3.29346666667,2.91166666667,2.64726666667,2.52513333333,4.9354,47.9219333333,5.95406666666,3.68793333333,3.99523333333
420.08,3.61413333333,3.29773333333,2.9182,2.64846666667,2.52246666667,4.94066666667,47.9383333334,5.95803333333,3.6796,4.00216666667
420.44,3.62486666667,3.30293333333,2.93146666667,2.66106666667,2.53146666667,4.94266666666,47.9347333333,5.97180000001,3.68146666667,4.01183333333
420.80,3.63206666667,3.30213333333,2.9456,2.66673333333,2.54233333333,4.93953333333,47.9443333333,5.98193333333,3.68073333333,4.0202
421.16,3.651,3.32426666667,2.95966666666,2.68686666667,2.5646,4.95293333333,47.9533333333,6.0056,3.70293333333,4.0365
421.51,3.64073333333,3.3238,2.9514,2.68053333333,2.5544,4.95073333333,47.9267333333,6.00933333333,3.69353333333,4.03986666667
421.87,3.62526666667,3.30066666667,2.95106666667,2.66113333333,2.53593333333,4.92293333333,47.9503333333,6.0017,3.6826,4.0324
422.23,3.6312,3.30566666667,2.96126666667,2.66153333333,2.5402,4.92006666667,48.0186,6.01013333333,3.69,4.03483333333
422.58,3.6516,3.3254,2.97633333333,2.6762,2.5556,4.93313333333,48.1175333333,6.02429999999,3.70386666667,4.04106666667
422.94,3.67553333333,3.3488,2.9962,2.71206666667,2.59433333333,4.9624,48.1906,6.06603333333,3.73513333333,4.0691
423.30,3.7038,3.3802,3.02753333334,2.73686666667,2.62466666667,4.98473333333,48.2587333333,6.10816666667,3.75586666667,4.09133333333
423.66,3.699,3.38173333333,3.03786666666,2.7464,2.6212,4.98266666667,48.3584,6.12313333334,3.75906666667,4.0886
424.01,3.6954,3.3732,3.0284,2.74146666667,2.61253333333,4.9662,48.4318,6.12583333333,3.754,4.08753333334
424.37,3.69586666667,3.37933333333,3.0286,2.7468,2.61913333333,4.96553333333,48.4496,6.12363333333,3.75946666667,4.0933
424.73,3.6898,3.37466666667,3.0182,2.7454,2.61366666667,4.94906666667,48.4830666667,6.12373333333,3.75193333333,4.08666666667
425.08,3.66893333333,3.3546,3.005,2.72573333333,2.59566666667,4.929,48.5101333333,6.10626666667,3.72606666667,4.07313333333
425.44,3.69993333333,3.37386666667,3.03213333333,2.73973333333,2.61953333333,4.94093333333,48.6017333334,6.1263,3.7464,4.0942
425.80,3.70653333333,3.3854,3.0426,2.7454,2.6262,4.94366666667,48.6666,6.12920000001,3.75113333333,4.09633333333
426.16,3.68693333333,3.37446666667,3.03106666667,2.7288,2.61626666667,4.92793333333,48.6324666667,6.1266,3.74253333333,4.08746666667
426.51,3.67113333333,3.36513333334,3.017,2.72973333333,2.60206666667,4.91473333333,48.6212,6.1176,3.7346,4.08463333334
426.87,3.66013333333,3.35286666667,3.01046666667,2.7148,2.58633333334,4.89213333333,48.6454,6.10556666667,3.72786666667,4.08063333333
427.23,3.68053333333,3.36293333333,3.02,2.7264,2.59793333333,4.89733333333,48.6705333334,6.11853333333,3.7468,4.09903333333
427.58,3.68106666667,3.36173333333,3.01726666667,2.7192,2.6026,4.89886666667,48.6899333334,6.11073333334,3.74826666667,4.11316666667
427.94,3.65793333333,3.3572,3.00786666667,2.70393333333,2.5918,4.88853333333,48.7352,6.10403333333,3.73533333333,4.09876666667
428.30,3.67313333333,3.376,3.0338,2.71673333333,2.60893333333,4.9134,48.8248,6.13733333334,3.75146666667,4.11736666667
428.65,3.683,3.38213333333,3.0406,2.72693333333,2.6014,4.92833333333,48.8645333333,6.15113333334,3.76666666667,4.133
429.01,3.73453333333,3.43846666667,3.09213333333,2.78246666667,2.66006666667,4.9874,48.9780666667,6.2151,3.82753333333,4.1933
429.37,3.71893333333,3.43946666667,3.0796,2.78326666667,2.6498,4.989,48.9526666667,6.21619999999,3.8232,4.18436666667
429.72,3.70306666667,3.4268,3.04853333333,2.767,2.6334,4.98866666667,48.9407333333,6.20146666667,3.80813333333,4.16066666667
430.08,3.6786,3.38766666667,3.01406666667,2.747,2.59526666666,4.975,49.0433333334,6.17333333334,3.77826666667,4.11513333333
430.44,3.70146666667,3.41366666667,3.02986666667,2.75333333333,2.60586666667,4.982,49.1107333333,6.19896666667,3.79866666667,4.14373333334
430.79,3.6806,3.395,3.0186,2.7436,2.58633333334,4.96553333333,49.1446666667,6.18136666667,3.78593333333,4.135
431.15,3.63366666667,3.3568,2.97753333333,2.70153333333,2.53313333333,4.93233333333,49.156,6.14610000001,3.74366666666,4.0944
431.50,3.6312,3.34146666667,2.972,2.694,2.51126666667,4.9316,49.2294666667,6.14673333333,3.72146666667,4.07673333333
431.86,3.644,3.33186666667,2.97066666667,2.69473333333,2.50566666667,4.93433333333,49.2430666667,6.14303333333,3.72333333333,4.07926666667
432.22,3.62373333333,3.304,2.9516,2.66766666667,2.4924,4.91013333333,49.3094,6.11806666666,3.70053333333,4.06603333333
432.57,3.6058,3.2958,2.93466666667,2.64033333333,2.48373333333,4.90186666667,49.3605333333,6.10250000001,3.69846666667,4.0492
432.93,3.5874,3.26566666667,2.9198,2.6146,2.45026666667,4.87453333333,49.3184666667,6.07416666667,3.66606666667,4.01496666667
433.29,3.56653333333,3.24646666667,2.9114,2.607,2.4362,4.85726666667,49.3712666667,6.05980000001,3.655,4.00866666667
433.64,3.58986666666,3.26533333333,2.94933333333,2.62913333333,2.45166666667,4.88766666667,49.4447333334,6.08999999999,3.67433333333,4.04033333333
434.00,3.61773333333,3.29053333333,2.98373333333,2.649,2.47873333333,4.8986,49.4470666667,6.1098,3.69473333333,4.06676666667
434.35,3.60646666667,3.26793333333,2.98033333333,2.63946666667,2.47606666667,4.89533333333,49.4514666667,6.09849999999,3.6844,4.04556666667
434.71,3.63593333333,3.29606666667,3.00633333333,2.65753333333,2.49973333333,4.93173333333,49.4876666667,6.12906666667,3.6994,4.06356666667
435.07,3.67186666667,3.32366666667,3.04073333333,2.69433333333,2.5346,4.96546666667,49.5856666667,6.16096666666,3.732,4.08906666667
435.42,3.70453333333,3.35986666667,3.0624,2.7248,2.57233333333,4.995,49.6003333333,6.18896666667,3.76166666667,4.12843333333
435.78,3.69673333333,3.36506666667,3.0596,2.72566666667,2.58026666667,4.99973333333,49.6317333333,6.18980000001,3.75133333333,4.1302
436.13,3.71586666667,3.3824,3.0674,2.75026666667,2.58186666667,5.01786666667,49.6615333333,6.21163333334,3.76353333333,4.12806666667
436.49,3.7254,3.39033333333,3.0844,2.76706666667,2.59826666667,5.0192,49.658,6.22396666667,3.75966666667,4.13663333333
