wavelength,Back_SpoBoef,Belly_SpoBoef,Breast_SpoBoef,Crissum_SpoBoef,Crown_SpoBoef,DorTail_SpoBoef,Patch10_SpoBoef,Rump_SpoBoef,Throat_SpoBoef,WingTip_SpoBoef
330.61,10.806,9.61766666667,7.28133333333,5.71066666667,9.52166666667,9.044,16.284,5.765,11.161,8.92066666667
330.98,10.7596666667,9.32233333333,6.995,5.69466666667,9.13066666667,8.72,16.304,5.544,10.8556666667,8.69266666667
331.34,10.526,9.09366666667,6.91033333333,6.147,9.34766666667,8.571,16.0036666667,5.317,10.9146666667,8.58433333333
331.71,10.3836666667,8.76966666667,6.36233333333,5.767,8.86266666667,8.34633333333,15.7936666667,5.0,10.3703333333,8.18766666667
332.08,10.4273333333,8.93366666667,6.68733333333,6.09033333333,9.15466666667,8.531,16.5043333333,5.454,10.674,8.68733333333
332.44,10.4363333333,8.88366666667,7.16566666667,6.37633333333,9.864,8.591,17.0676666667,5.95633333333,11.124,8.87133333333
332.81,10.0856666667,8.472,6.896,6.19033333333,9.45566666667,8.207,16.7046666667,5.774,10.6906666667,8.52266666667
333.18,9.92333333333,7.939,6.94033333333,6.22533333333,9.24533333333,8.03766666667,16.7653333333,5.85533333333,10.6633333333,8.383
333.54,10.9593333333,8.588,7.84533333333,7.31833333333,9.95333333333,8.93533333333,17.7986666667,6.70733333333,11.5703333333,9.35433333333
333.91,10.9103333333,8.39533333333,8.12366666667,7.61566666667,9.81233333333,9.13933333333,17.9126666667,6.83666666667,11.7843333333,9.55266666667
334.28,10.8166666667,8.11833333333,7.81566666667,7.595,9.7,8.80433333333,17.6436666667,6.87366666667,11.5493333333,9.72333333333
334.64,10.4633333333,7.966,7.654,6.93733333333,9.38833333333,8.46333333333,17.4816666667,6.544,11.4,9.63133333333
335.01,10.551,8.00666666667,7.90433333333,6.84833333333,9.47166666667,8.60866666667,17.4443333333,6.746,11.4483333333,9.665
335.38,10.6353333333,8.09833333333,7.92866666667,6.66,9.26466666667,8.438,17.3746666667,6.75033333333,11.3606666667,9.605
335.74,10.7906666667,8.174,8.33033333333,6.95533333333,9.65,8.56533333333,17.6116666667,6.94433333333,11.685,10.1533333333
336.11,10.764,8.02566666667,8.36933333333,6.862,9.777,8.447,17.559,6.75066666667,11.695,10.2983333333
336.47,10.4456666667,7.677,8.03,6.65133333333,9.03366666667,7.94166666667,16.9866666667,6.442,11.03,9.96033333333
336.84,10.5663333333,7.44,8.31166666667,6.84066666667,9.33566666667,8.09366666667,17.1566666667,6.29633333333,11.1656666667,10.2723333333
337.21,10.9276666667,7.78533333333,8.96233333333,7.31,9.80466666667,8.35766666667,17.6223333333,6.68366666667,11.5216666667,10.679
337.57,10.1363333333,7.159,8.24466666667,6.35266666667,9.22266666667,7.54633333333,16.7366666667,5.92266666667,10.5023333333,9.76033333333
337.94,10.577,7.58533333333,8.349,6.54566666667,9.336,7.54266666667,16.7726666667,6.02566666667,10.524,9.474
338.31,10.547,7.57433333333,8.42066666667,6.34733333333,9.36233333333,7.236,16.746,5.81833333333,10.4096666667,9.066
338.67,10.2506666667,7.58566666667,8.38333333333,6.47366666667,9.128,6.91433333333,16.399,5.66566666667,9.936,8.67666666667
339.04,10.1076666667,7.49433333333,8.268,6.554,9.188,6.80466666667,16.4106666667,5.41466666667,9.87766666667,8.73833333333
339.40,10.4303333333,7.72733333333,8.243,6.96366666667,9.42966666667,7.08766666667,16.713,5.767,10.0486666667,9.089
339.77,10.197,7.50733333333,7.88566666667,6.75066666667,9.09266666667,6.781,16.6616666667,5.63566666667,9.94166666667,8.65266666667
340.14,10.2633333333,7.31666666667,7.72033333333,6.75166666667,9.123,6.57966666667,16.3993333333,5.601,9.96033333333,8.346
340.50,10.6373333333,7.842,8.04966666667,6.92366666667,9.817,6.83466666667,16.6123333333,5.837,10.2713333333,8.652
340.87,10.4113333333,7.811,7.56533333333,6.692,9.51833333333,6.47633333333,16.2593333333,5.63233333333,9.85166666667,8.30166666667
341.23,10.087,7.465,6.839,6.42766666667,9.138,6.10533333333,15.664,5.18533333333,9.48066666667,7.69033333333
341.60,10.479,7.42166666667,7.015,6.87933333333,9.35666666667,6.357,15.9263333333,5.45733333333,9.84033333333,8.147
341.96,10.2496666667,7.19666666667,7.04333333333,6.56533333333,9.35966666667,6.23033333333,15.973,5.656,10.1063333333,8.192
342.33,10.0216666667,6.77233333333,6.631,6.37666666667,8.99466666667,6.32933333333,15.9083333333,5.642,10.125,7.98733333333
342.70,10.1356666667,6.494,6.57766666667,6.401,8.928,6.10366666667,16.1183333333,5.62966666667,10.2376666667,8.036
343.06,10.0613333333,6.207,6.33533333333,6.07,8.54166666667,5.667,16.1496666667,5.36466666667,9.906,7.525
343.43,9.25933333333,5.46466666667,5.89166666667,5.365,8.179,4.94733333333,15.7226666667,4.84733333333,9.27766666667,6.917
343.79,8.81,5.31866666667,5.87666666667,5.03066666667,7.99133333333,4.70666666667,15.461,4.617,8.792,6.74933333333
344.16,8.36233333333,5.174,5.77966666667,4.604,7.703,4.54166666667,15.3353333333,4.47033333333,8.487,6.67933333333
344.52,8.06733333333,4.98733333333,5.70633333333,4.50833333333,7.57033333333,4.62366666667,15.5393333333,4.49066666667,8.45733333333,6.54933333333
344.89,7.96233333333,5.01133333333,5.771,4.55733333333,7.75266666667,4.71433333333,15.6363333333,4.80166666667,8.617,6.69633333333
345.25,7.954,5.21366666667,5.87733333333,4.533,7.85066666667,4.70533333333,15.917,5.136,8.66966666667,6.963
345.62,7.777,5.24166666667,5.71466666667,4.348,7.85433333333,4.63166666667,15.958,4.81233333333,8.628,6.823
345.99,7.78866666667,5.32666666667,5.67866666667,4.41733333333,8.00333333333,4.66633333333,15.972,4.54633333333,8.19166666667,6.845
346.35,7.848,5.31533333333,6.00166666667,4.53366666667,8.037,4.568,16.0396666667,4.302,7.80533333333,6.91233333333
346.72,7.89633333333,5.12166666667,5.92666666667,4.693,8.21366666667,4.62466666667,15.9986666667,4.462,7.57966666667,6.869
347.08,8.08433333333,5.31233333333,6.23066666667,5.31233333333,8.857,5.04633333333,16.332,4.89166666667,7.913,7.39766666667
347.45,8.67833333333,5.71133333333,6.783,5.797,9.15,5.67733333333,16.7996666667,5.29933333333,8.27566666667,7.76966666667
347.81,8.935,5.64433333333,6.53766666667,5.825,9.244,5.60133333333,16.7956666667,5.45533333333,8.26466666667,7.66333333333
348.18,9.24866666667,5.87933333333,6.77333333333,6.19766666667,9.42066666667,5.72466666667,17.0103333333,5.62166666667,8.46666666667,7.77066666667
348.54,9.24333333333,5.88533333333,6.81066666667,6.11666666667,9.372,5.534,16.9453333333,5.5,8.22433333333,7.68433333333
348.91,9.38333333333,5.95333333333,6.97133333333,5.996,9.16966666667,5.5,17.1926666667,5.363,8.00633333333,7.604
349.27,9.62266666667,5.915,7.108,5.90633333333,9.179,5.591,17.2503333333,5.19033333333,7.92633333333,7.54266666667
349.64,9.84333333333,6.15966666667,7.45233333333,5.965,9.303,5.72033333333,17.3553333333,5.73733333333,8.078,7.613
350.00,9.824,6.05533333333,7.211,5.913,9.137,5.72833333333,17.3366666667,5.628,7.96466666667,7.546
350.37,9.639,6.06266666667,6.96133333333,5.76333333333,9.065,5.69666666667,17.3733333333,5.83833333333,7.94233333333,7.31033333333
350.73,9.40166666667,6.08,6.933,5.434,8.83833333333,5.56666666667,17.4453333333,5.45866666667,7.853,7.19
351.10,9.308,5.96566666667,6.946,5.02566666667,8.44166666667,5.418,17.1773333333,5.29566666667,7.46933333333,6.97066666667
351.46,9.36666666667,6.26866666667,6.79433333333,4.991,8.34766666667,5.45166666667,17.2286666667,5.444,7.42533333333,6.95633333333
351.83,9.57433333333,6.359,6.925,5.202,8.353,5.633,17.4806666667,5.401,7.57166666667,7.053
352.19,9.81766666667,6.42933333333,6.76933333333,5.19366666667,8.298,5.693,17.656,5.51066666667,7.292,7.15
352.55,9.88,6.218,6.44566666667,5.14366666667,8.13166666667,5.50433333333,17.643,5.57533333333,7.22166666667,6.916
352.92,10.0303333333,6.097,6.22133333333,5.18966666667,8.184,5.47666666667,17.71,5.671,7.214,6.76433333333
353.28,9.808,6.05066666667,6.25666666667,5.23566666667,8.2,5.51766666667,17.7866666667,5.853,7.10266666667,6.79
353.65,9.542,5.88366666667,5.959,5.001,7.75433333333,5.25733333333,17.8396666667,5.559,6.83366666667,6.53233333333
354.01,9.331,5.512,5.803,4.63933333333,7.40633333333,4.90066666667,17.5356666667,5.37766666667,6.71333333333,6.21333333333
354.38,9.41733333333,5.72466666667,5.81266666667,4.584,7.465,4.96433333333,17.555,5.323,6.60966666667,6.35366666667
354.74,9.55133333333,5.874,5.81666666667,4.579,7.57666666667,5.05866666667,17.4643333333,5.423,6.611,6.49666666667
355.11,9.625,5.93033333333,5.622,4.388,7.64133333333,5.06133333333,17.673,5.38366666667,6.63833333333,6.54033333333
355.47,9.516,5.71233333333,5.55433333333,4.23633333333,7.62066666667,4.95033333333,17.6793333333,5.122,6.488,6.27533333333
355.83,9.27666666667,5.705,5.61766666667,4.11833333333,7.60266666667,4.86133333333,17.6083333333,5.12433333333,6.23833333333,6.35333333333
356.20,9.08533333333,5.68033333333,5.56133333333,4.1,7.611,4.761,17.576,4.979,6.07666666667,6.176
356.56,9.098,5.79166666667,5.74,4.139,7.601,4.894,17.7473333333,5.01133333333,6.14366666667,6.37766666667
356.93,9.08266666667,5.995,5.83466666667,4.08233333333,7.61933333333,4.981,17.973,5.05833333333,6.16866666667,6.451
357.29,9.29533333333,6.06366666667,5.70766666667,3.97466666667,7.62533333333,4.97766666667,17.905,4.89533333333,6.12066666667,6.20933333333
357.66,9.209,5.93733333333,5.61266666667,3.78966666667,7.386,4.82633333333,17.7933333333,4.75733333333,5.91233333333,5.981
358.02,9.47933333333,6.42533333333,5.832,4.00833333333,7.61266666667,5.0,18.31,4.93866666667,6.06466666667,6.254
358.38,9.766,6.72333333333,6.06166666667,4.19733333333,7.571,5.12333333333,18.534,5.22,6.35033333333,6.39233333333
358.75,10.046,7.02633333333,6.40366666667,4.641,7.872,5.46333333333,19.0283333333,5.587,6.75,6.45033333333
359.11,9.919,7.01533333333,6.36566666667,4.652,7.803,5.41066666667,19.0213333333,5.57766666667,6.61233333333,6.22166666667
359.48,9.84033333333,7.122,6.32933333333,4.59933333333,7.76966666667,5.347,18.927,5.60366666667,6.70933333333,6.27933333333
359.84,9.85733333333,7.14333333333,6.16633333333,4.641,7.675,5.526,19.096,5.63966666667,6.796,6.10633333333
360.20,9.759,7.066,6.23666666667,4.568,7.56233333333,5.455,19.0853333333,5.582,6.94966666667,6.02033333333
360.57,9.652,7.12233333333,6.16266666667,4.50533333333,7.48166666667,5.48033333333,19.0373333333,5.48566666667,6.97866666667,5.89066666667
360.93,9.43,7.16166666667,6.14266666667,4.542,7.37233333333,5.415,18.925,5.38966666667,6.946,5.78666666667
361.29,9.26733333333,7.25633333333,6.14233333333,4.58966666667,7.23666666667,5.36833333333,18.88,5.47666666667,7.079,5.881
361.66,9.60866666667,7.59,6.42,5.008,7.73533333333,5.81333333333,19.139,5.901,7.45366666667,6.294
362.02,9.581,7.59833333333,6.554,5.02866666667,7.71366666667,5.95733333333,19.08,6.063,7.46833333333,6.26066666667
362.39,9.39033333333,7.36033333333,6.33366666667,4.923,7.60533333333,5.753,19.0346666667,5.85866666667,7.27866666667,6.113
362.75,9.18933333333,7.24166666667,6.09233333333,4.60666666667,7.29466666667,5.626,18.7583333333,5.71766666667,7.02033333333,6.03
363.11,9.16766666667,7.32966666667,6.11033333333,4.601,7.23733333333,5.70366666667,18.7906666667,5.762,7.102,6.07133333333
363.48,9.10866666667,7.25833333333,6.02666666667,4.68666666667,7.14066666667,5.77666666667,18.7673333333,5.698,7.02333333333,5.89433333333
363.84,9.19066666667,7.35433333333,6.20466666667,4.65733333333,7.20533333333,5.72766666667,18.6096666667,5.73733333333,7.04066666667,5.976
364.20,9.22966666667,7.48233333333,6.271,4.62466666667,7.25533333333,5.90733333333,18.6356666667,5.85666666667,7.038,6.07366666667
364.57,9.39733333333,7.54866666667,6.27866666667,4.68066666667,7.33866666667,5.99666666667,18.7483333333,5.925,6.975,6.23266666667
364.93,9.593,7.497,6.34033333333,4.755,7.528,6.06666666667,18.7473333333,6.01,7.09933333333,6.40233333333
365.29,9.70333333333,7.65933333333,6.476,4.93266666667,7.68033333333,6.39766666667,19.078,6.09,7.03366666667,6.49666666667
365.66,9.37,7.622,6.45133333333,4.75033333333,7.39633333333,6.089,18.9973333333,5.83733333333,6.89233333333,6.19433333333
366.02,9.30966666667,7.54466666667,6.27133333333,4.676,7.39133333333,6.00733333333,19.047,5.764,6.78366666667,6.187
366.38,9.325,7.567,6.31166666667,4.59066666667,7.31266666667,6.05766666667,18.8406666667,5.84066666667,6.82566666667,6.22166666667
366.75,9.40266666667,7.75666666667,6.42466666667,4.619,7.31433333333,6.036,18.9813333333,5.86566666667,6.90433333333,6.20633333333
367.11,9.44033333333,7.72866666667,6.37566666667,4.66933333333,7.23966666667,6.05366666667,18.9986666667,5.88766666667,6.90166666667,6.24166666667
367.47,9.378,7.71633333333,6.528,4.52233333333,7.227,6.114,18.9926666667,5.947,6.872,6.36133333333
367.84,9.43233333333,7.76966666667,6.54266666667,4.52533333333,7.17266666667,6.24166666667,19.0906666667,5.89733333333,7.01633333333,6.34933333333
368.20,9.236,7.68166666667,6.29933333333,4.41033333333,6.974,6.13733333333,18.9366666667,5.72733333333,6.88766666667,6.15933333333
368.56,9.07233333333,7.73233333333,6.295,4.404,6.846,6.08966666667,18.7766666667,5.68433333333,6.91633333333,5.987
368.93,8.978,7.64,6.232,4.36466666667,6.73866666667,6.10766666667,18.771,5.58966666667,6.84133333333,5.892
369.29,8.877,7.60033333333,6.01933333333,4.27833333333,6.69233333333,5.85933333333,18.6456666667,5.51733333333,6.86866666667,5.78966666667
369.65,8.95933333333,7.63566666667,5.88833333333,4.28933333333,6.56566666667,6.01,18.66,5.47,6.926,5.80866666667
370.01,8.83266666667,7.72666666667,5.918,4.29833333333,6.48966666667,5.94433333333,18.551,5.27333333333,7.14966666667,5.68233333333
370.38,8.82,7.753,5.864,4.25133333333,6.546,5.989,18.7636666667,5.20333333333,7.24833333333,5.62466666667
370.74,8.738,7.659,5.90233333333,4.40733333333,6.719,6.06666666667,18.7906666667,5.20866666667,7.30466666667,5.75833333333
371.10,8.861,7.811,6.127,4.72733333333,6.964,6.13733333333,18.949,5.41166666667,7.52166666667,5.85333333333
371.46,8.853,7.80366666667,6.018,4.802,7.00666666667,5.99266666667,19.0276666667,5.39733333333,7.58666666667,5.892
371.83,8.71866666667,7.8,5.948,4.83866666667,6.88166666667,5.923,18.948,5.26033333333,7.47366666667,5.933
372.19,8.95833333333,7.823,6.17966666667,4.95466666667,6.97633333333,5.97033333333,19.1613333333,5.37766666667,7.61366666667,6.17
372.55,8.95033333333,7.83066666667,6.335,5.057,7.068,5.94866666667,19.46,5.40366666667,7.776,6.34466666667
372.92,8.93666666667,8.10766666667,6.47433333333,5.20633333333,7.13566666667,6.07433333333,19.4766666667,5.52166666667,7.846,6.53333333333
373.28,9.075,8.09433333333,6.67933333333,5.15633333333,7.07366666667,6.11766666667,19.4766666667,5.53566666667,7.907,6.69933333333
373.64,9.14766666667,8.011,6.796,5.05366666667,7.15966666667,6.008,19.5456666667,5.65366666667,7.75033333333,6.81533333333
374.00,9.52866666667,8.347,7.02366666667,5.31166666667,7.442,6.17233333333,19.8206666667,5.915,7.89933333333,7.10133333333
374.37,9.516,8.402,7.19633333333,5.51266666667,7.51433333333,6.25533333333,19.8863333333,5.971,8.04533333333,7.19166666667
374.73,9.51966666667,8.60033333333,7.22766666667,5.57466666667,7.52366666667,6.16066666667,19.8636666667,5.97466666667,8.19533333333,7.223
375.09,9.383,8.601,7.263,5.47033333333,7.399,6.149,19.7763333333,5.74666666667,8.22233333333,7.16933333333
375.45,9.421,8.70033333333,7.443,5.54333333333,7.315,6.204,19.8696666667,5.759,8.35166666667,7.14466666667
375.81,9.49266666667,8.60133333333,7.47533333333,5.56166666667,7.39433333333,6.09733333333,19.972,5.67433333333,8.43933333333,7.061
376.18,9.42533333333,8.61066666667,7.47366666667,5.68166666667,7.41166666667,6.133,20.0056666667,5.56666666667,8.56666666667,6.97366666667
376.54,9.37733333333,8.482,7.32666666667,5.63166666667,7.24366666667,6.027,19.7106666667,5.40566666667,8.50366666667,6.844
376.90,9.523,8.38366666667,7.35133333333,5.57366666667,7.15833333333,5.92033333333,19.8473333333,5.291,8.56366666667,6.79
377.26,9.447,8.44233333333,7.30666666667,5.67933333333,7.124,5.88266666667,19.8263333333,5.285,8.62066666667,6.71733333333
377.63,9.526,8.628,7.478,6.018,7.168,6.047,19.984,5.208,8.95966666667,6.78566666667
377.99,9.48133333333,8.504,7.52266666667,6.117,7.10266666667,6.10466666667,19.9723333333,5.256,9.07766666667,6.82833333333
378.35,9.56833333333,8.52033333333,7.534,6.13233333333,7.127,6.03366666667,19.9796666667,5.20333333333,9.03,6.90933333333
378.71,9.68333333333,8.43033333333,7.471,6.20933333333,7.11566666667,6.11133333333,20.0283333333,5.24166666667,9.06733333333,6.94033333333
379.07,9.69066666667,8.45733333333,7.34233333333,6.20633333333,7.12633333333,5.95033333333,20.0,5.33566666667,9.15333333333,6.899
379.44,9.87633333333,8.608,7.42033333333,6.375,7.36366666667,6.02233333333,20.0566666667,5.43433333333,9.386,7.02733333333
379.80,9.91433333333,8.815,7.55533333333,6.58933333333,7.527,6.16666666667,20.187,5.684,9.63666666667,7.15266666667
380.16,9.951,8.83366666667,7.588,6.65933333333,7.64433333333,6.093,20.2756666667,5.77533333333,9.766,7.194
380.52,10.1343333333,9.019,7.76366666667,6.87233333333,7.91966666667,6.23666666667,20.4563333333,5.945,9.97033333333,7.364
380.88,10.24,9.17466666667,7.97866666667,7.171,8.14133333333,6.40333333333,20.6066666667,6.22866666667,10.2756666667,7.50766666667
381.24,10.3023333333,9.15466666667,8.11266666667,7.41033333333,8.316,6.435,20.8033333333,6.32166666667,10.4113333333,7.60533333333
381.61,10.2243333333,9.04533333333,8.013,7.36766666667,8.37333333333,6.34233333333,20.675,6.39233333333,10.4506666667,7.575
381.97,10.1006666667,9.04466666667,8.00366666667,7.27066666667,8.285,6.20733333333,20.6303333333,6.31366666667,10.3553333333,7.457
382.33,10.0743333333,9.11866666667,8.04666666667,7.39333333333,8.368,6.288,20.7386666667,6.46733333333,10.5,7.453
382.69,10.09,9.19566666667,8.21733333333,7.40333333333,8.448,6.27466666667,20.7803333333,6.47966666667,10.6503333333,7.55
383.05,10.0073333333,9.12066666667,8.21233333333,7.427,8.472,6.25233333333,20.7856666667,6.375,10.5226666667,7.582
383.41,9.93066666667,8.98833333333,8.20266666667,7.44866666667,8.36633333333,6.16166666667,20.6756666667,6.393,10.3643333333,7.54833333333
383.77,9.93566666667,9.034,8.20966666667,7.508,8.39166666667,6.05533333333,20.6293333333,6.39566666667,10.3253333333,7.58166666667
384.14,10.0,9.126,8.255,7.64233333333,8.35133333333,6.15833333333,20.624,6.46166666667,10.348,7.639
384.50,9.99166666667,9.07633333333,8.18833333333,7.57833333333,8.29366666667,6.084,20.6506666667,6.40266666667,10.2793333333,7.592
384.86,9.82866666667,8.968,7.964,7.42033333333,8.20366666667,5.88633333333,20.4503333333,6.25633333333,10.1783333333,7.42366666667
385.22,9.785,8.96966666667,7.90666666667,7.256,8.10466666667,5.73466666667,20.422,6.09433333333,10.148,7.31566666667
385.58,9.79766666667,9.05366666667,7.86266666667,7.21333333333,8.114,5.651,20.4266666667,6.068,10.088,7.24633333333
385.94,9.749,9.022,7.86133333333,7.30833333333,8.117,5.61166666667,20.3906666667,6.077,10.1406666667,7.218
386.30,9.77533333333,9.05366666667,7.886,7.366,8.149,5.58233333333,20.356,6.03466666667,10.2083333333,7.19633333333
386.66,9.723,9.045,7.83266666667,7.41033333333,8.11733333333,5.60666666667,20.297,6.08033333333,10.174,7.12266666667
387.03,9.798,9.241,7.913,7.496,8.203,5.65866666667,20.335,6.15533333333,10.2946666667,7.187
387.39,9.883,9.37133333333,7.96533333333,7.55733333333,8.26233333333,5.706,20.4643333333,6.12633333333,10.4166666667,7.19733333333
387.75,9.846,9.308,7.88266666667,7.49866666667,8.20033333333,5.71433333333,20.5073333333,6.08266666667,10.4533333333,7.124
388.11,9.87566666667,9.41366666667,7.89433333333,7.54466666667,8.322,5.72533333333,20.4593333333,6.08733333333,10.5303333333,7.12966666667
388.47,9.701,9.47766666667,7.87533333333,7.525,8.28133333333,5.68733333333,20.3533333333,6.075,10.5563333333,7.073
388.83,9.70833333333,9.549,7.925,7.62733333333,8.30266666667,5.77033333333,20.433,6.00966666667,10.54,7.01366666667
389.19,9.784,9.76,7.94266666667,7.84266666667,8.37866666667,5.922,20.532,6.198,10.6083333333,7.134
389.55,9.76233333333,9.71766666667,8.02066666667,7.90466666667,8.349,5.95166666667,20.473,6.21666666667,10.6236666667,7.11466666667
389.91,9.779,9.81133333333,7.93166666667,7.93166666667,8.381,5.98166666667,20.486,6.23133333333,10.651,7.136
390.27,9.712,9.857,7.917,8.04466666667,8.35433333333,5.93733333333,20.492,6.296,10.7106666667,7.121
390.63,9.53866666667,9.82133333333,7.806,8.01733333333,8.297,5.74233333333,20.4753333333,6.13366666667,10.6116666667,7.047
391.00,9.58266666667,9.76833333333,7.80733333333,8.05166666667,8.283,5.787,20.4873333333,6.11633333333,10.632,7.01966666667
391.36,9.47766666667,9.71133333333,7.70933333333,8.03966666667,8.284,5.68033333333,20.441,6.077,10.644,7.01533333333
391.72,9.48633333333,9.803,7.78966666667,8.11466666667,8.32433333333,5.709,20.4916666667,6.12066666667,10.6483333333,7.04766666667
392.08,9.48666666667,9.83766666667,7.83933333333,8.16033333333,8.25433333333,5.628,20.6566666667,6.132,10.7083333333,7.05733333333
392.44,9.59433333333,9.87066666667,7.96466666667,8.32866666667,8.347,5.745,20.815,6.19666666667,10.8433333333,7.14866666667
392.80,9.55666666667,9.882,8.012,8.35333333333,8.29766666667,5.64733333333,20.8403333333,6.25833333333,10.9483333333,7.2
393.16,9.509,9.788,8.05,8.30233333333,8.297,5.61,20.8086666667,6.16733333333,11.076,7.101
393.52,9.473,9.876,8.029,8.34266666667,8.38733333333,5.60466666667,20.922,6.13166666667,11.1856666667,7.13033333333
393.88,9.49833333333,9.84466666667,8.08166666667,8.40666666667,8.428,5.59666666667,20.9953333333,6.088,11.2566666667,7.13766666667
394.24,9.483,9.91633333333,8.17333333333,8.463,8.46533333333,5.58266666667,20.9993333333,6.09533333333,11.2503333333,7.11833333333
394.60,9.6,10.0286666667,8.33066666667,8.572,8.53166666667,5.677,21.069,6.20966666667,11.3886666667,7.09333333333
394.96,9.525,10.1273333333,8.31266666667,8.612,8.542,5.59566666667,21.105,6.24633333333,11.4476666667,7.05133333333
395.32,9.51533333333,10.2273333333,8.34166666667,8.654,8.518,5.58366666667,21.1253333333,6.17866666667,11.382,7.03166666667
395.68,9.55266666667,10.3506666667,8.41866666667,8.79833333333,8.569,5.58233333333,21.0703333333,6.27933333333,11.4953333333,7.03633333333
396.04,9.50166666667,10.4186666667,8.38933333333,8.841,8.59566666667,5.591,21.0113333333,6.271,11.413,6.95966666667
396.40,9.439,10.541,8.26966666667,8.84166666667,8.52233333333,5.47866666667,20.9456666667,6.27033333333,11.3656666667,6.85866666667
396.76,9.44066666667,10.6373333333,8.21933333333,8.84533333333,8.51433333333,5.509,20.857,6.199,11.2936666667,6.80866666667
397.12,9.44266666667,10.7426666667,8.14833333333,8.90733333333,8.47466666667,5.47333333333,20.8246666667,6.19,11.2006666667,6.86233333333
397.48,9.501,10.846,8.16733333333,8.95366666667,8.41733333333,5.46033333333,20.8446666667,6.21933333333,11.1633333333,6.85
397.84,9.58666666667,11.087,8.286,9.042,8.422,5.54633333333,20.9036666667,6.30733333333,11.242,6.91933333333
398.20,9.587,11.103,8.18966666667,8.99866666667,8.37466666667,5.52766666667,20.938,6.22666666667,11.2906666667,6.86433333333
398.56,9.531,11.1923333333,8.12966666667,9.02933333333,8.31066666667,5.481,20.918,6.18033333333,11.3023333333,6.86833333333
398.92,9.602,11.272,8.20733333333,9.07933333333,8.292,5.54333333333,21.0103333333,6.22966666667,11.3723333333,6.87
399.28,9.55366666667,11.3693333333,8.23933333333,9.128,8.24466666667,5.61833333333,21.067,6.28533333333,11.464,6.87066666667
399.64,9.55233333333,11.4423333333,8.12933333333,9.10433333333,8.197,5.581,21.111,6.12333333333,11.5046666667,6.866
400.00,9.51,11.4306666667,8.08333333333,9.03466666667,8.113,5.51766666667,21.0106666667,6.08233333333,11.5516666667,6.837
400.36,9.56133333333,11.505,8.178,9.063,8.13,5.48566666667,21.0686666667,6.08033333333,11.6006666667,6.856
400.72,9.56666666667,11.5796666667,8.20133333333,9.139,8.138,5.46466666667,21.1726666667,6.18333333333,11.6563333333,6.90966666667
401.08,9.551,11.6696666667,8.25,9.19933333333,8.15566666667,5.51733333333,21.273,6.27033333333,11.7323333333,6.91533333333
401.44,9.54133333333,11.7223333333,8.237,9.269,8.151,5.49833333333,21.3596666667,6.29433333333,11.79,6.927
401.80,9.55433333333,11.7583333333,8.22433333333,9.37333333333,8.15833333333,5.47533333333,21.4706666667,6.32133333333,11.794,6.87166666667
402.16,9.50833333333,11.8143333333,8.31333333333,9.41166666667,8.137,5.46366666667,21.375,6.25366666667,11.824,6.875
402.52,9.573,11.8086666667,8.32466666667,9.37933333333,8.11633333333,5.457,21.3766666667,6.262,11.896,6.83633333333
402.88,9.57766666667,11.852,8.38833333333,9.431,8.09033333333,5.431,21.3373333333,6.218,11.937,6.783
403.24,9.708,11.968,8.465,9.54466666667,8.23,5.44333333333,21.4826666667,6.295,12.0716666667,6.82633333333
403.60,9.69566666667,12.0836666667,8.57333333333,9.59166666667,8.276,5.45933333333,21.5896666667,6.381,12.1623333333,6.82233333333
403.95,9.78266666667,12.2693333333,8.705,9.686,8.31966666667,5.55566666667,21.7546666667,6.456,12.2666666667,6.874
404.31,9.74366666667,12.2703333333,8.66533333333,9.72433333333,8.248,5.55266666667,21.7733333333,6.36033333333,12.2443333333,6.81033333333
404.67,9.833,12.4023333333,8.751,9.835,8.33066666667,5.65466666667,21.887,6.35266666667,12.3313333333,6.80266666667
405.03,9.85533333333,12.4676666667,8.801,9.889,8.40233333333,5.60033333333,21.8333333333,6.31933333333,12.3473333333,6.781
405.39,9.84133333333,12.5276666667,8.778,9.90433333333,8.335,5.59366666667,21.8246666667,6.30166666667,12.351,6.76166666667
405.75,9.771,12.529,8.79833333333,9.86566666667,8.31133333333,5.55766666667,21.8023333333,6.22966666667,12.4133333333,6.717
406.11,9.846,12.6753333333,8.81966666667,9.99833333333,8.318,5.62633333333,21.919,6.313,12.4833333333,6.78566666667
406.47,9.88666666667,12.821,8.885,10.183,8.36433333333,5.642,21.9266666667,6.37666666667,12.5306666667,6.86366666667
406.83,9.964,12.967,8.97433333333,10.2813333333,8.43166666667,5.697,22.0563333333,6.41866666667,12.5986666667,6.97833333333
407.19,9.943,12.999,8.974,10.3383333333,8.33666666667,5.69966666667,22.0563333333,6.412,12.597,6.96133333333
407.55,9.98466666667,13.0383333333,8.96933333333,10.4086666667,8.32466666667,5.73566666667,22.0613333333,6.425,12.602,6.988
407.90,9.89433333333,12.9816666667,8.936,10.4403333333,8.275,5.678,22.0056666667,6.386,12.5663333333,6.96166666667
408.26,9.927,13.1733333333,9.03733333333,10.5353333333,8.37566666667,5.73966666667,22.06,6.56766666667,12.7033333333,7.08433333333
408.62,9.77066666667,13.119,8.94733333333,10.488,8.23566666667,5.57966666667,22.0156666667,6.48966666667,12.7106666667,6.98933333333
