wavelength,Back_PooAltf,Belly_PooAltf,Breast_PooAltf,Crissum_PooAltf,Crown_PooAltf,DorTail_PooAltf,Patch10_PooAltf,Patch11_PooAltf,Patch12_PooAltf,Patch13_PooAltf,Rump_PooAltf,Throat_PooAltf,WingTip_PooAltf
380.16,6.60233333333,28.125,19.892,7.81666666667,6.283,8.932,16.712,4.54166666667,4.33333333333,10.6533333333,8.24066666667,17.108,8.53966666667
380.52,6.63966666667,28.155,19.9416666667,7.85933333333,6.346,9.01633333333,16.7593333333,4.615,4.37566666667,10.697,8.23766666667,17.2163333333,8.54966666667
380.88,6.71866666667,28.272,20.044,7.92933333333,6.364,9.06,16.8653333333,4.638,4.40733333333,10.7196666667,8.226,17.3,8.555
381.24,6.707,28.3603333333,20.1166666667,7.90866666667,6.38033333333,9.005,16.906,4.612,4.355,10.6953333333,8.22533333333,17.406,8.55466666667
381.61,6.635,28.4466666667,20.1896666667,7.88733333333,6.43,8.92833333333,16.9463333333,4.66166666667,4.34566666667,10.6843333333,8.243,17.4103333333,8.50766666667
381.97,6.597,28.4753333333,20.155,7.9,6.372,8.894,16.9933333333,4.65633333333,4.36666666667,10.723,8.209,17.4023333333,8.444
382.33,6.621,28.5043333333,20.1416666667,7.919,6.37066666667,8.92633333333,17.0493333333,4.65533333333,4.40566666667,10.6936666667,8.22466666667,17.4493333333,8.469
382.69,6.63933333333,28.583,20.195,7.96066666667,6.345,8.99,17.0456666667,4.65333333333,4.41966666667,10.7213333333,8.27966666667,17.514,8.52466666667
383.05,6.64566666667,28.7333333333,20.3223333333,8.00333333333,6.36133333333,9.05966666667,17.136,4.66933333333,4.488,10.8533333333,8.39033333333,17.5493333333,8.59233333333
383.41,6.65733333333,28.7786666667,20.369,8.067,6.423,9.126,17.2313333333,4.649,4.55833333333,10.945,8.498,17.587,8.60833333333
383.77,6.67033333333,28.8456666667,20.4516666667,8.062,6.487,9.124,17.293,4.64766666667,4.61133333333,11.0073333333,8.48133333333,17.6166666667,8.57933333333
384.14,6.66833333333,28.9526666667,20.5953333333,8.08233333333,6.55566666667,9.15933333333,17.3773333333,4.72533333333,4.668,11.0326666667,8.47366666667,17.6986666667,8.62
384.50,6.695,29.1453333333,20.662,8.12166666667,6.56866666667,9.164,17.5146666667,4.715,4.65166666667,11.0913333333,8.50633333333,17.756,8.614
384.86,6.68766666667,29.2393333333,20.766,8.192,6.63033333333,9.22066666667,17.685,4.79866666667,4.68933333333,11.1026666667,8.577,17.7963333333,8.667
385.22,6.642,29.2516666667,20.7486666667,8.18466666667,6.649,9.24333333333,17.6963333333,4.771,4.63266666667,11.136,8.629,17.751,8.62933333333
385.58,6.718,29.3643333333,20.8506666667,8.26133333333,6.70466666667,9.32,17.8113333333,4.78266666667,4.70133333333,11.232,8.69966666667,17.7976666667,8.69933333333
385.94,6.72166666667,29.4533333333,20.9,8.284,6.762,9.30033333333,17.8656666667,4.75733333333,4.66833333333,11.2746666667,8.71433333333,17.7803333333,8.71933333333
386.30,6.68733333333,29.523,20.9886666667,8.28333333333,6.734,9.248,17.8753333333,4.722,4.58433333333,11.243,8.65066666667,17.7856666667,8.73233333333
386.66,6.73966666667,29.5903333333,21.176,8.36966666667,6.783,9.23533333333,18.017,4.797,4.635,11.327,8.704,17.8033333333,8.75366666667
387.03,6.754,29.6253333333,21.185,8.43866666667,6.79366666667,9.21433333333,18.0496666667,4.81133333333,4.63166666667,11.2903333333,8.69533333333,17.8356666667,8.686
387.39,6.78366666667,29.6526666667,21.226,8.41533333333,6.828,9.20233333333,18.1363333333,4.81666666667,4.61966666667,11.2906666667,8.692,17.8596666667,8.72266666667
387.75,6.798,29.7486666667,21.3396666667,8.43566666667,6.82766666667,9.289,18.232,4.851,4.63566666667,11.3083333333,8.75066666667,17.886,8.75666666667
388.11,6.787,29.8293333333,21.407,8.45433333333,6.82466666667,9.30366666667,18.3243333333,4.86266666667,4.62166666667,11.391,8.81933333333,17.9016666667,8.76833333333
388.47,6.77133333333,29.768,21.4263333333,8.48433333333,6.778,9.247,18.306,4.84133333333,4.64033333333,11.37,8.792,17.9303333333,8.745
388.83,6.749,29.8103333333,21.485,8.45433333333,6.74766666667,9.21133333333,18.3523333333,4.77833333333,4.638,11.4193333333,8.77366666667,17.977,8.717
389.19,6.81366666667,30.0376666667,21.691,8.566,6.812,9.30333333333,18.5013333333,4.83466666667,4.75166666667,11.4616666667,8.79633333333,18.1026666667,8.753
389.55,6.75966666667,30.0016666667,21.6886666667,8.509,6.747,9.27933333333,18.507,4.81566666667,4.69266666667,11.4126666667,8.74733333333,18.1296666667,8.73
389.91,6.77066666667,30.07,21.748,8.53833333333,6.71166666667,9.27333333333,18.5736666667,4.87233333333,4.74933333333,11.4253333333,8.742,18.2593333333,8.72933333333
390.27,6.76933333333,30.0906666667,21.7096666667,8.51033333333,6.648,9.26233333333,18.61,4.83333333333,4.744,11.4213333333,8.776,18.2596666667,8.68233333333
390.63,6.713,30.1153333333,21.6746666667,8.47566666667,6.66466666667,9.26666666667,18.681,4.80333333333,4.732,11.407,8.747,18.2776666667,8.70333333333
391.00,6.71966666667,30.1983333333,21.7296666667,8.44733333333,6.65266666667,9.21233333333,18.737,4.80833333333,4.701,11.4523333333,8.731,18.3123333333,8.72933333333
391.36,6.716,30.3196666667,21.729,8.49333333333,6.62566666667,9.189,18.7976666667,4.86633333333,4.74966666667,11.4996666667,8.73233333333,18.3603333333,8.72066666667
391.72,6.75033333333,30.3883333333,21.7783333333,8.54133333333,6.63633333333,9.103,18.8696666667,4.88333333333,4.73666666667,11.4983333333,8.70733333333,18.3866666667,8.71166666667
392.08,6.74033333333,30.482,21.7683333333,8.56933333333,6.63066666667,9.02833333333,18.9043333333,4.842,4.72366666667,11.4743333333,8.64766666667,18.4373333333,8.65166666667
392.44,6.75333333333,30.5483333333,21.8916666667,8.55766666667,6.65866666667,9.06,18.988,4.842,4.722,11.532,8.651,18.4936666667,8.659
392.80,6.73366666667,30.634,21.9403333333,8.59133333333,6.625,9.024,19.016,4.81133333333,4.682,11.5266666667,8.63333333333,18.475,8.68666666667
393.16,6.74966666667,30.661,21.9583333333,8.62033333333,6.59533333333,8.965,19.074,4.82033333333,4.691,11.566,8.63733333333,18.533,8.73366666667
393.52,6.76866666667,30.7246666667,21.9796666667,8.65466666667,6.602,8.99633333333,19.1213333333,4.83533333333,4.67533333333,11.5883333333,8.63533333333,18.542,8.72266666667
393.88,6.77433333333,30.7786666667,22.028,8.663,6.61833333333,9.03766666667,19.1796666667,4.80666666667,4.627,11.602,8.63666666667,18.5273333333,8.713
394.24,6.70666666667,30.8353333333,22.0836666667,8.662,6.585,8.98366666667,19.219,4.793,4.61433333333,11.6073333333,8.60033333333,18.5436666667,8.66633333333
394.60,6.725,30.8966666667,22.1013333333,8.64466666667,6.52133333333,8.968,19.2546666667,4.763,4.61933333333,11.6026666667,8.59433333333,18.5536666667,8.62233333333
394.96,6.714,30.8993333333,22.1353333333,8.68766666667,6.55933333333,8.94966666667,19.3273333333,4.76166666667,4.63133333333,11.5903333333,8.58,18.5946666667,8.58
395.32,6.72833333333,30.968,22.2493333333,8.69133333333,6.56433333333,8.96366666667,19.3753333333,4.73033333333,4.59666666667,11.6383333333,8.58466666667,18.6486666667,8.579
395.68,6.69066666667,31.0406666667,22.2613333333,8.666,6.54433333333,9.01366666667,19.4246666667,4.694,4.60633333333,11.6446666667,8.574,18.7436666667,8.57266666667
396.04,6.706,31.0546666667,22.3336666667,8.653,6.51633333333,9.039,19.5196666667,4.69166666667,4.57766666667,11.6406666667,8.58633333333,18.6763333333,8.60833333333
396.40,6.68766666667,31.1546666667,22.3263333333,8.72066666667,6.473,8.98933333333,19.549,4.65666666667,4.56333333333,11.6233333333,8.59333333333,18.6583333333,8.595
396.76,6.67133333333,31.0903333333,22.3273333333,8.67966666667,6.42833333333,8.952,19.4973333333,4.63633333333,4.54566666667,11.5726666667,8.576,18.6863333333,8.51166666667
397.12,6.62433333333,31.1306666667,22.3346666667,8.66633333333,6.43033333333,8.94733333333,19.5206666667,4.60933333333,4.495,11.5743333333,8.561,18.6803333333,8.47833333333
397.48,6.652,31.307,22.4136666667,8.70733333333,6.45533333333,8.87833333333,19.6113333333,4.59266666667,4.56333333333,11.6163333333,8.582,18.7743333333,8.483
397.84,6.63533333333,31.356,22.4636666667,8.68966666667,6.427,8.83733333333,19.7096666667,4.56333333333,4.556,11.6003333333,8.57866666667,18.8,8.49466666667
398.20,6.712,31.4083333333,22.5393333333,8.68566666667,6.478,8.862,19.7973333333,4.54266666667,4.54733333333,11.7006666667,8.61333333333,18.797,8.481
398.56,6.731,31.5146666667,22.648,8.70833333333,6.45833333333,8.846,19.8563333333,4.537,4.53366666667,11.7336666667,8.582,18.9123333333,8.49866666667
398.92,6.71133333333,31.59,22.662,8.66233333333,6.393,8.82266666667,19.9253333333,4.486,4.50633333333,11.7333333333,8.567,18.9096666667,8.5
399.28,6.72066666667,31.618,22.6723333333,8.67066666667,6.40366666667,8.81033333333,19.9776666667,4.45066666667,4.49733333333,11.6666666667,8.55,18.885,8.47433333333
399.64,6.72866666667,31.6373333333,22.741,8.73,6.42766666667,8.80533333333,20.0283333333,4.467,4.49733333333,11.715,8.61266666667,18.9196666667,8.48833333333
400.00,6.73533333333,31.742,22.8403333333,8.75,6.45533333333,8.83233333333,20.1076666667,4.49266666667,4.53133333333,11.7783333333,8.62433333333,19.0623333333,8.46966666667
400.36,6.76866666667,31.8203333333,22.8796666667,8.74966666667,6.51266666667,8.92766666667,20.2076666667,4.51833333333,4.54266666667,11.8156666667,8.67066666667,19.166,8.48933333333
400.72,6.84566666667,32.0013333333,22.9923333333,8.84,6.64033333333,9.00466666667,20.3916666667,4.58133333333,4.63433333333,11.9506666667,8.78866666667,19.2583333333,8.577
401.08,6.90833333333,32.0456666667,23.122,8.88,6.68066666667,9.04366666667,20.4913333333,4.608,4.71866666667,12.0153333333,8.84133333333,19.3333333333,8.59533333333
401.44,6.93433333333,32.0623333333,23.1733333333,8.90033333333,6.67766666667,9.082,20.5546666667,4.60433333333,4.723,12.0516666667,8.88066666667,19.359,8.603
401.80,6.98933333333,32.103,23.2296666667,8.98833333333,6.672,9.08133333333,20.64,4.63866666667,4.72166666667,12.0826666667,8.884,19.457,8.61666666667
402.16,6.965,32.1373333333,23.3106666667,9.00933333333,6.68133333333,9.099,20.706,4.682,4.74166666667,12.066,8.89466666667,19.525,8.639
402.52,6.94366666667,32.1993333333,23.359,9.05366666667,6.765,9.08166666667,20.7783333333,4.71133333333,4.79533333333,12.0816666667,8.939,19.5363333333,8.64733333333
402.88,6.94733333333,32.345,23.442,9.11966666667,6.78566666667,9.147,20.844,4.73966666667,4.83633333333,12.163,9.01,19.6056666667,8.68533333333
403.24,6.91033333333,32.4386666667,23.4993333333,9.13233333333,6.773,9.18066666667,20.9123333333,4.73366666667,4.828,12.1973333333,9.009,19.6856666667,8.67466666667
403.60,6.91533333333,32.504,23.507,9.14633333333,6.76633333333,9.15366666667,20.9586666667,4.688,4.816,12.1856666667,8.98466666667,19.6766666667,8.65266666667
403.95,6.93633333333,32.557,23.528,9.183,6.79466666667,9.19766666667,21.01,4.71933333333,4.86266666667,12.2456666667,9.05066666667,19.6866666667,8.705
404.31,6.89966666667,32.6196666667,23.607,9.19466666667,6.78133333333,9.17666666667,21.0706666667,4.72266666667,4.88233333333,12.272,9.06733333333,19.6926666667,8.70633333333
404.67,6.88833333333,32.6573333333,23.6176666667,9.17666666667,6.73866666667,9.18366666667,21.1223333333,4.704,4.865,12.2526666667,9.061,19.692,8.677
405.03,6.85766666667,32.7383333333,23.5946666667,9.16933333333,6.71866666667,9.16466666667,21.127,4.68933333333,4.81366666667,12.2296666667,9.04966666667,19.6966666667,8.64
405.39,6.81366666667,32.7606666667,23.663,9.16433333333,6.688,9.13366666667,21.196,4.68966666667,4.79466666667,12.2343333333,9.02866666667,19.6926666667,8.613
405.75,6.80266666667,32.8173333333,23.7203333333,9.15133333333,6.73333333333,9.15966666667,21.209,4.69666666667,4.84,12.263,9.07333333333,19.712,8.61533333333
406.11,6.85166666667,32.974,23.7946666667,9.199,6.75866666667,9.19333333333,21.31,4.718,4.87866666667,12.287,9.10433333333,19.8096666667,8.66
406.47,6.836,33.0176666667,23.8436666667,9.18933333333,6.731,9.18466666667,21.351,4.681,4.84033333333,12.2776666667,9.06866666667,19.838,8.61933333333
406.83,6.862,32.9723333333,23.8836666667,9.16666666667,6.72433333333,9.161,21.4086666667,4.679,4.83366666667,12.2486666667,9.036,19.797,8.61066666667
407.19,6.85833333333,33.0056666667,23.9596666667,9.188,6.70733333333,9.13133333333,21.4706666667,4.68033333333,4.82333333333,12.316,9.05666666667,19.7953333333,8.618
407.55,6.86466666667,33.1036666667,24.0723333333,9.18,6.715,9.15666666667,21.5353333333,4.75566666667,4.851,12.351,9.099,19.8066666667,8.663
407.90,6.84866666667,33.159,24.1456666667,9.156,6.69433333333,9.099,21.5926666667,4.72366666667,4.813,12.2926666667,9.041,19.8506666667,8.60566666667
408.26,6.897,33.1976666667,24.2403333333,9.21666666667,6.75933333333,9.11133333333,21.673,4.73533333333,4.82766666667,12.3253333333,9.05033333333,19.8923333333,8.627
408.62,6.93666666667,33.278,24.288,9.273,6.754,9.078,21.7226666667,4.74,4.82633333333,12.326,9.041,19.923,8.638
408.98,6.98433333333,33.3596666667,24.3846666667,9.301,6.796,9.105,21.867,4.76933333333,4.86266666667,12.3986666667,9.071,19.9626666667,8.69033333333
409.34,7.05366666667,33.471,24.4493333333,9.38633333333,6.86466666667,9.16633333333,21.972,4.82,4.91066666667,12.4676666667,9.15233333333,20.05,8.76366666667
409.70,7.03233333333,33.5303333333,24.5063333333,9.379,6.82833333333,9.13333333333,22.0323333333,4.79033333333,4.88733333333,12.5106666667,9.13433333333,20.0636666667,8.74233333333
410.06,7.03766666667,33.5523333333,24.5693333333,9.443,6.83366666667,9.12566666667,22.1163333333,4.79133333333,4.87633333333,12.561,9.13566666667,20.058,8.774
410.42,7.093,33.6153333333,24.566,9.489,6.83033333333,9.15366666667,22.174,4.82966666667,4.86766666667,12.6076666667,9.17533333333,20.0513333333,8.794
410.77,7.114,33.7526666667,24.681,9.555,6.87333333333,9.174,22.282,4.87933333333,4.925,12.665,9.23766666667,20.132,8.81
411.13,7.177,33.7896666667,24.731,9.589,6.929,9.19333333333,22.376,4.90733333333,4.98733333333,12.6633333333,9.27166666667,20.1833333333,8.865
411.49,7.181,33.827,24.7686666667,9.62366666667,6.94433333333,9.2,22.4593333333,4.84466666667,4.98733333333,12.723,9.275,20.229,8.85
411.85,7.18333333333,33.817,24.7956666667,9.672,6.948,9.22233333333,22.5006666667,4.83333333333,4.99,12.7426666667,9.29766666667,20.2443333333,8.884
412.21,7.15,33.8603333333,24.8176666667,9.633,6.897,9.19333333333,22.5536666667,4.808,4.96366666667,12.7186666667,9.27766666667,20.2453333333,8.86433333333
412.57,7.11633333333,33.9246666667,24.897,9.681,6.95166666667,9.22233333333,22.64,4.82266666667,4.98633333333,12.7676666667,9.31133333333,20.3183333333,8.887
412.92,7.09433333333,33.9673333333,24.9646666667,9.71866666667,6.95033333333,9.20166666667,22.6563333333,4.80566666667,4.97333333333,12.7593333333,9.302,20.3096666667,8.86633333333
413.28,7.03933333333,33.9906666667,25.031,9.701,6.93033333333,9.19633333333,22.654,4.76,4.92866666667,12.7496666667,9.27033333333,20.2816666667,8.84333333333
413.64,7.04566666667,34.0516666667,25.077,9.75733333333,6.961,9.248,22.7233333333,4.77033333333,4.962,12.7543333333,9.27866666667,20.324,8.87866666667
414.00,7.00166666667,34.104,25.0236666667,9.71133333333,6.94833333333,9.217,22.7606666667,4.743,4.97766666667,12.765,9.28133333333,20.377,8.837
414.36,6.937,34.176,25.1316666667,9.719,6.91933333333,9.203,22.845,4.721,4.978,12.741,9.287,20.4003333333,8.835
414.72,6.9,34.121,25.093,9.69266666667,6.88466666667,9.195,22.8466666667,4.669,4.94133333333,12.735,9.23733333333,20.4096666667,8.81433333333
415.07,6.88,34.1873333333,25.108,9.74533333333,6.86866666667,9.20766666667,22.8533333333,4.68,4.97466666667,12.758,9.25633333333,20.4343333333,8.80466666667
415.43,6.83633333333,34.2193333333,25.152,9.75133333333,6.83633333333,9.18733333333,22.8763333333,4.69233333333,4.97466666667,12.733,9.21933333333,20.4473333333,8.76233333333
415.79,6.866,34.3196666667,25.226,9.802,6.852,9.21733333333,22.927,4.72433333333,5.01666666667,12.835,9.243,20.485,8.756
416.15,6.90233333333,34.425,25.2893333333,9.84733333333,6.88266666667,9.23766666667,22.9963333333,4.759,5.03033333333,12.8636666667,9.25833333333,20.5386666667,8.787
416.51,6.929,34.4096666667,25.3126666667,9.82233333333,6.871,9.22233333333,23.0396666667,4.75833333333,5.05933333333,12.873,9.256,20.5873333333,8.80866666667
416.86,6.921,34.427,25.344,9.81866666667,6.86966666667,9.23233333333,23.0886666667,4.75966666667,5.09233333333,12.9066666667,9.285,20.624,8.82366666667
417.22,6.94933333333,34.4953333333,25.3983333333,9.844,6.87166666667,9.23466666667,23.1873333333,4.785,5.11833333333,12.95,9.33066666667,20.66,8.827
417.58,6.961,34.5233333333,25.4326666667,9.88566666667,6.86133333333,9.23066666667,23.2596666667,4.80366666667,5.10433333333,12.9773333333,9.385,20.653,8.82033333333
417.94,6.96266666667,34.4996666667,25.4536666667,9.90033333333,6.84366666667,9.233,23.256,4.81,5.12133333333,12.968,9.375,20.6573333333,8.815
418.29,6.99666666667,34.5103333333,25.4673333333,9.91833333333,6.878,9.232,23.3096666667,4.814,5.13666666667,13.021,9.39066666667,20.685,8.83966666667
418.65,7.023,34.577,25.5106666667,9.962,6.917,9.226,23.3933333333,4.824,5.16,13.0506666667,9.432,20.7093333333,8.86666666667
419.01,7.014,34.597,25.5343333333,9.95933333333,6.92266666667,9.22133333333,23.4343333333,4.82533333333,5.137,13.0723333333,9.44366666667,20.709,8.842
419.37,7.05633333333,34.6763333333,25.5743333333,9.997,6.954,9.24333333333,23.5603333333,4.86166666667,5.15733333333,13.101,9.475,20.7813333333,8.87466666667
419.73,7.03966666667,34.6733333333,25.5653333333,9.98,6.933,9.21533333333,23.6003333333,4.83866666667,5.16266666667,13.0603333333,9.475,20.785,8.86133333333
420.08,7.052,34.6966666667,25.5876666667,10.0086666667,6.93066666667,9.249,23.653,4.83333333333,5.18433333333,13.0816666667,9.49033333333,20.8213333333,8.876
420.44,7.05233333333,34.762,25.6226666667,10.0323333333,6.924,9.26933333333,23.698,4.83866666667,5.183,13.1086666667,9.49166666667,20.817,8.85466666667
420.80,7.05733333333,34.791,25.6383333333,10.0536666667,6.91933333333,9.256,23.7443333333,4.83233333333,5.162,13.0856666667,9.468,20.842,8.85066666667
421.16,7.05566666667,34.8223333333,25.665,10.0786666667,6.93033333333,9.23933333333,23.7796666667,4.83466666667,5.18933333333,13.1003333333,9.46,20.8846666667,8.839
421.51,7.06566666667,34.8573333333,25.68,10.0876666667,6.923,9.22833333333,23.8023333333,4.83633333333,5.207,13.0943333333,9.438,20.9326666667,8.83566666667
421.87,7.06,34.894,25.7486666667,10.124,6.93766666667,9.21666666667,23.8616666667,4.83266666667,5.193,13.1023333333,9.43966666667,20.924,8.81066666667
422.23,7.03633333333,34.9253333333,25.794,10.1533333333,6.917,9.212,23.8856666667,4.83233333333,5.19966666667,13.088,9.438,20.9453333333,8.78533333333
422.58,7.023,34.941,25.832,10.1653333333,6.905,9.20766666667,23.9203333333,4.83733333333,5.199,13.0996666667,9.43166666667,20.986,8.763
422.94,7.023,34.9863333333,25.8916666667,10.1873333333,6.894,9.22266666667,24.0006666667,4.828,5.19766666667,13.1213333333,9.41633333333,21.0426666667,8.76733333333
423.30,7.013,35.013,25.9203333333,10.186,6.88633333333,9.21466666667,23.997,4.80433333333,5.20433333333,13.149,9.40833333333,21.046,8.75733333333
423.66,7.05266666667,35.068,25.9826666667,10.2483333333,6.91833333333,9.25333333333,24.0743333333,4.82433333333,5.212,13.2193333333,9.44866666667,21.1193333333,8.79
424.01,7.04466666667,35.0836666667,26.0206666667,10.2656666667,6.92233333333,9.22533333333,24.1006666667,4.81733333333,5.20766666667,13.252,9.47033333333,21.1233333333,8.77733333333
424.37,7.04566666667,35.1166666667,26.0686666667,10.2846666667,6.92566666667,9.21133333333,24.1616666667,4.83033333333,5.20866666667,13.2653333333,9.486,21.1523333333,8.78
424.73,7.05433333333,35.135,26.1046666667,10.3026666667,6.91666666667,9.209,24.2143333333,4.81933333333,5.22566666667,13.322,9.51433333333,21.1683333333,8.77733333333
425.08,7.045,35.15,26.1146666667,10.303,6.91533333333,9.208,24.2703333333,4.81033333333,5.201,13.3396666667,9.52566666667,21.181,8.76766666667
425.44,7.06466666667,35.1816666667,26.1853333333,10.3473333333,6.942,9.23233333333,24.3576666667,4.81466666667,5.22333333333,13.3963333333,9.564,21.2083333333,8.79033333333
425.80,7.08533333333,35.2713333333,26.2516666667,10.386,6.958,9.25733333333,24.4576666667,4.84066666667,5.26366666667,13.4573333333,9.606,21.2846666667,8.81566666667
426.16,7.12066666667,35.3346666667,26.2933333333,10.4196666667,6.99566666667,9.26933333333,24.5236666667,4.85333333333,5.28466666667,13.5206666667,9.633,21.3203333333,8.846
426.51,7.125,35.4353333333,26.348,10.4453333333,7.00433333333,9.271,24.577,4.851,5.27933333333,13.558,9.65833333333,21.3506666667,8.85766666667
426.87,7.131,35.528,26.4063333333,10.4796666667,7.02233333333,9.27266666667,24.6176666667,4.85766666667,5.31333333333,13.5756666667,9.686,21.3653333333,8.868
427.23,7.14766666667,35.562,26.45,10.5423333333,7.05166666667,9.278,24.728,4.87433333333,5.317,13.607,9.741,21.4123333333,8.878
427.58,7.136,35.634,26.5276666667,10.5676666667,7.053,9.256,24.7726666667,4.89466666667,5.34533333333,13.6173333333,9.75966666667,21.4393333333,8.86466666667
427.94,7.14633333333,35.732,26.609,10.5876666667,7.08,9.24533333333,24.8846666667,4.92466666667,5.35733333333,13.668,9.771,21.4913333333,8.85666666667
428.30,7.13933333333,35.7876666667,26.6873333333,10.631,7.08433333333,9.25166666667,24.95,4.90866666667,5.35633333333,13.6813333333,9.759,21.552,8.86133333333
428.65,7.14066666667,35.859,26.764,10.687,7.11833333333,9.28033333333,25.0143333333,4.94366666667,5.381,13.6803333333,9.78066666667,21.611,8.86333333333
429.01,7.16033333333,35.9376666667,26.8473333333,10.7173333333,7.12933333333,9.28966666667,25.041,4.94466666667,5.411,13.6853333333,9.758,21.6563333333,8.88866666667
429.37,7.15566666667,36.053,26.8896666667,10.7466666667,7.14666666667,9.294,25.123,4.94066666667,5.42233333333,13.6883333333,9.73766666667,21.696,8.873
429.72,7.18,36.0933333333,26.9226666667,10.7613333333,7.16766666667,9.309,25.167,4.93766666667,5.405,13.7043333333,9.75733333333,21.7333333333,8.89033333333
430.08,7.22266666667,36.1643333333,27.0096666667,10.8073333333,7.20066666667,9.34233333333,25.308,4.96666666667,5.44366666667,13.7666666667,9.79866666667,21.7916666667,8.90366666667
430.44,7.25933333333,36.202,27.059,10.8333333333,7.20733333333,9.37133333333,25.3973333333,4.975,5.48766666667,13.7763333333,9.79933333333,21.8256666667,8.913
430.79,7.27733333333,36.2323333333,27.103,10.864,7.211,9.383,25.491,4.969,5.486,13.7776666667,9.807,21.8476666667,8.914
431.15,7.282,36.2643333333,27.1586666667,10.8733333333,7.20566666667,9.38833333333,25.5186666667,4.96633333333,5.502,13.7836666667,9.81766666667,21.8473333333,8.91866666667
431.50,7.255,36.3243333333,27.1893333333,10.8583333333,7.201,9.36733333333,25.5756666667,4.948,5.474,13.7723333333,9.79666666667,21.8493333333,8.909
431.86,7.273,36.3286666667,27.1836666667,10.8903333333,7.19266666667,9.37766666667,25.6416666667,4.93233333333,5.48833333333,13.777,9.80533333333,21.8796666667,8.92833333333
432.22,7.287,36.365,27.197,10.908,7.18166666667,9.401,25.6826666667,4.944,5.495,13.8076666667,9.83733333333,21.9043333333,8.92933333333
432.57,7.31333333333,36.4416666667,27.254,10.928,7.19233333333,9.39266666667,25.7803333333,4.96533333333,5.52866666667,13.8596666667,9.84366666667,21.9463333333,8.94733333333
432.93,7.30566666667,36.466,27.3103333333,10.9613333333,7.208,9.41533333333,25.8513333333,4.98333333333,5.55,13.8703333333,9.86233333333,21.9853333333,8.95533333333
433.29,7.28933333333,36.5006666667,27.383,10.969,7.21833333333,9.39966666667,25.892,4.99466666667,5.55166666667,13.911,9.87933333333,22.0186666667,8.95
433.64,7.275,36.5106666667,27.4096666667,10.9816666667,7.19333333333,9.37733333333,25.9253333333,4.976,5.54933333333,13.9133333333,9.854,22.0283333333,8.94266666667
434.00,7.24,36.552,27.4306666667,10.967,7.161,9.37033333333,25.9303333333,4.951,5.51933333333,13.8946666667,9.817,22.0656666667,8.92933333333
434.35,7.21633333333,36.5573333333,27.4536666667,10.9796666667,7.13966666667,9.34033333333,25.959,4.93066666667,5.493,13.9103333333,9.82666666667,22.0696666667,8.908
434.71,7.21733333333,36.5543333333,27.477,10.976,7.145,9.31133333333,25.9836666667,4.932,5.494,13.941,9.82966666667,22.1253333333,8.902
435.07,7.21533333333,36.5936666667,27.4926666667,10.9973333333,7.137,9.317,26.043,4.94066666667,5.518,13.96,9.834,22.1533333333,8.90666666667
435.42,7.22566666667,36.591,27.5403333333,11.035,7.15166666667,9.32766666667,26.123,4.93433333333,5.54266666667,14.0043333333,9.83066666667,22.2073333333,8.912
435.78,7.21766666667,36.6473333333,27.621,11.077,7.166,9.34233333333,26.1816666667,4.94233333333,5.55433333333,14.0283333333,9.85733333333,22.2386666667,8.91833333333
436.13,7.22333333333,36.686,27.6906666667,11.1166666667,7.205,9.34166666667,26.2636666667,4.93633333333,5.57266666667,14.0806666667,9.87733333333,22.2833333333,8.94666666667
436.49,7.20966666667,36.7166666667,27.7213333333,11.1243333333,7.19166666667,9.31666666667,26.2903333333,4.90566666667,5.552,14.079,9.88366666667,22.296,8.93166666667
436.84,7.232,36.7463333333,27.7636666667,11.1613333333,7.20033333333,9.319,26.3756666667,4.91433333333,5.55533333333,14.11,9.9,22.3316666667,8.919
437.20,7.26233333333,36.7943333333,27.784,11.173,7.19133333333,9.33233333333,26.4286666667,4.927,5.56266666667,14.123,9.916,22.3453333333,8.947
437.56,7.28733333333,36.8576666667,27.8603333333,11.227,7.22933333333,9.36833333333,26.4996666667,4.96166666667,5.60433333333,14.1663333333,9.968,22.4036666667,8.98266666667
437.91,7.30266666667,36.852,27.8883333333,11.278,7.235,9.35933333333,26.5536666667,4.974,5.62066666667,14.1866666667,10.0133333333,22.4263333333,8.97233333333
438.27,7.317,36.8606666667,27.9546666667,11.3043333333,7.246,9.39233333333,26.625,5.01233333333,5.648,14.217,10.0473333333,22.4666666667,8.986
438.62,7.31966666667,36.9,28.0203333333,11.337,7.22266666667,9.40666666667,26.6796666667,5.00766666667,5.663,14.2403333333,10.0556666667,22.4763333333,8.98666666667
438.98,7.32733333333,36.9423333333,28.0806666667,11.367,7.22133333333,9.41266666667,26.7333333333,4.99166666667,5.65633333333,14.2736666667,10.0643333333,22.528,8.97266666667
439.33,7.35633333333,36.986,28.106,11.398,7.20333333333,9.41,26.7723333333,5.01066666667,5.66333333333,14.293,10.087,22.5283333333,8.99033333333
439.69,7.35566666667,37.0406666667,28.153,11.4186666667,7.17833333333,9.39666666667,26.8316666667,5.005,5.67666666667,14.303,10.076,22.5523333333,8.98033333333
440.04,7.362,37.1186666667,28.211,11.4486666667,7.17733333333,9.395,26.914,5.02133333333,5.694,14.316,10.0796666667,22.5776666667,8.97233333333
440.40,7.38766666667,37.1353333333,28.2626666667,11.465,7.18933333333,9.43433333333,26.976,5.031,5.714,14.356,10.085,22.63,8.98766666667
