wavelength,Back_OryCraf,Belly_OryCraf,Breast_OryCraf,Crissum_OryCraf,Crown_OryCraf,DorTail_OryCraf,Patch10_OryCraf,Rump_OryCraf,Throat_OryCraf,WingTip_OryCraf
334.64,6.49451851852,7.0555,5.52233333333,6.56922222222,6.262,8.43522222222,6.95622222222,6.93005555556,7.14455555556,8.718
335.01,6.17896296296,6.55811111111,5.24422222222,6.26777777778,5.89777777778,8.23833333333,6.45088888889,6.42844444445,6.82777777778,8.40077777778
335.38,6.15485185185,6.60188888889,5.26322222222,6.26177777778,6.00888888889,8.17,6.57311111111,6.53883333333,6.82611111111,8.40266666666
335.74,6.07881481482,6.48344444445,5.14755555556,6.20077777778,6.02777777778,7.99222222222,6.62744444444,6.51077777778,6.80011111111,8.25966666667
336.11,5.98270370371,6.38061111111,5.12388888889,6.11111111111,5.97377777778,7.84811111111,6.58955555555,6.50427777778,6.64988888889,8.18277777778
336.47,5.81392592593,6.57444444444,4.913,6.00933333333,5.90344444445,7.67255555556,6.46966666667,6.37694444445,6.566,8.09666666667
336.84,5.51462962963,6.42833333333,4.73177777778,5.75055555556,5.58011111111,7.34188888889,6.33988888889,6.18583333333,6.22544444444,7.82333333333
337.21,5.15585185185,6.1575,4.32422222222,5.24822222222,5.06588888889,7.16133333333,5.77522222222,5.58305555555,5.97366666667,7.35966666667
337.57,4.93655555555,6.19944444444,4.18555555556,5.09233333333,4.89888888889,7.135,5.64122222222,5.50888888889,6.00255555556,7.32566666667
337.94,4.78822222222,6.08016666667,3.98811111111,5.00855555556,4.91877777778,6.937,5.57644444445,5.27005555555,5.86855555555,6.99455555555
338.31,4.51614814815,5.72494444444,3.86688888889,4.69533333333,4.54822222222,6.44144444444,5.40522222222,5.00544444444,5.49788888889,6.611
338.67,4.70414814815,5.81922222222,3.996,4.67877777778,4.65344444445,6.33988888889,5.46033333333,5.06627777778,5.489,6.63566666667
339.04,4.6537037037,5.82077777778,3.88788888889,4.658,4.65455555556,6.27033333333,5.49077777778,5.05844444445,5.48466666667,6.50055555556
339.40,4.63433333333,5.87394444444,3.80188888889,4.75566666667,4.53622222222,6.20188888889,5.48644444445,5.07083333333,5.55555555555,6.41822222222
339.77,4.59411111111,5.8345,3.72755555556,4.59088888889,4.41333333333,6.07444444444,5.33888888889,4.95722222222,5.61933333333,6.33633333334
340.14,4.73407407408,6.12622222222,3.87122222222,4.67644444444,4.34922222222,6.20033333333,5.352,5.01716666667,5.72844444445,6.478
340.50,4.82762962963,5.99083333333,4.04388888889,4.54455555556,4.36122222222,6.36188888889,5.34188888889,5.13272222222,5.85177777778,6.51755555556
340.87,4.61737037037,5.73444444444,3.86666666667,4.25188888889,4.167,6.14255555556,5.03811111111,4.87094444445,5.75733333333,6.33711111111
341.23,4.8254074074,5.92405555556,4.09666666667,4.58877777778,4.37377777778,6.206,5.32277777778,5.13322222222,6.08366666667,6.57922222222
341.60,4.75985185185,5.78794444445,3.96566666667,4.50388888889,4.38022222222,6.175,5.31588888889,4.99822222222,6.02177777778,6.578
341.96,4.74007407407,5.71816666667,4.04455555556,4.45144444444,4.40766666667,6.05822222222,5.28233333333,5.06733333333,6.06111111111,6.68277777778
342.33,4.89714814815,5.8665,4.21055555556,4.53577777778,4.72966666667,6.35833333333,5.52277777778,5.219,6.38711111111,6.86922222222
342.70,4.89811111111,6.04733333333,4.42088888889,4.73477777778,4.85244444444,6.55033333333,5.71255555555,5.34277777778,6.54455555555,6.91988888889
343.06,4.69133333333,5.91727777778,4.36355555556,4.488,4.79744444444,6.48788888889,5.50711111111,5.25716666667,6.46288888889,6.86322222222
343.43,4.44907407407,5.76994444445,4.20566666667,4.17866666667,4.66688888889,6.31688888889,5.272,4.98027777778,6.25144444445,6.65044444445
343.79,4.27955555555,5.60511111111,4.05977777778,4.14822222222,4.52044444445,6.17566666667,5.10155555556,4.83511111111,6.01222222222,6.52644444445
344.16,4.10651851852,5.41416666667,3.85722222222,4.05822222222,4.52366666667,6.103,5.02377777778,4.70227777778,5.91544444445,6.40222222222
344.52,4.03796296296,5.48755555556,3.94322222222,4.105,4.57233333333,6.06333333333,5.01111111111,4.61166666667,5.87288888889,6.30877777778
344.89,4.2042962963,5.63427777778,4.05266666667,4.27255555556,4.85377777778,6.16677777778,5.23888888889,4.81261111111,5.916,6.33988888889
345.25,4.07274074074,5.41022222222,3.99211111111,4.08211111111,4.84666666666,6.09755555556,5.06522222222,4.68705555555,5.66766666666,6.159
345.62,4.21414814815,5.60177777778,4.32522222222,4.284,5.07255555556,6.24877777778,5.173,4.82611111111,5.86633333333,6.25411111111
345.99,4.27851851852,5.69172222222,4.32533333333,4.27177777778,5.00022222222,6.37566666667,5.18622222222,4.84483333333,5.89944444445,6.26611111111
346.35,4.37281481482,5.72072222222,4.30366666666,4.39055555556,4.94622222222,6.27755555556,5.105,4.776,5.82177777778,6.21077777778
346.72,4.37988888889,5.69766666667,4.30811111111,4.31577777778,4.98688888889,6.29833333333,5.18422222222,4.78316666667,5.85766666667,6.18822222222
347.08,4.50874074074,5.8175,4.38911111111,4.65866666667,5.05122222222,6.43722222222,5.34655555556,4.93955555556,5.94188888889,6.28588888889
347.45,4.58455555555,5.81744444444,4.45366666667,4.76344444445,5.05477777778,6.44855555556,5.35944444445,4.99305555556,5.89877777778,6.22644444444
347.81,4.81288888889,5.96838888889,4.64511111111,4.86866666667,5.216,6.551,5.54266666667,5.15683333333,6.05711111111,6.38611111111
348.18,4.94281481482,5.99027777778,4.76444444444,4.95488888889,5.34077777778,6.59866666667,5.65977777778,5.20961111111,6.12288888889,6.40566666667
348.54,4.9002962963,5.79494444444,4.69944444445,5.00211111111,5.20122222222,6.51777777778,5.67466666667,5.23744444444,6.07788888889,6.34177777778
348.91,5.03048148148,5.843,4.72533333333,5.04511111111,5.12244444444,6.55066666667,5.75911111111,5.22816666667,6.16144444444,6.36777777778
349.27,4.86933333333,5.80916666667,4.61688888889,4.97744444444,4.92844444445,6.37033333333,5.665,4.99405555556,6.09244444444,6.25222222222
349.64,4.7327037037,5.48238888889,4.263,4.56288888889,4.33211111111,5.87688888889,5.38011111111,4.70366666667,5.86688888889,5.89766666667
350.00,4.46637037037,5.27616666667,3.97622222222,4.30411111111,3.989,5.42855555555,4.99844444445,4.36422222222,5.73611111111,5.55433333333
350.37,4.57944444444,5.43822222222,4.11566666667,4.37788888889,4.19144444445,5.616,5.23266666667,4.59216666667,6.012,5.70933333333
350.73,4.41162962963,5.26416666667,3.866,4.18244444444,3.96388888889,5.30477777778,4.97811111111,4.40594444445,5.73644444444,5.43255555555
351.10,4.80348148148,5.69672222222,4.20933333333,4.33833333333,4.23177777778,5.54311111111,5.21833333333,4.72383333333,6.07377777778,5.71166666667
351.46,5.05077777778,5.90344444444,4.41733333333,4.48866666667,4.54277777778,5.80644444445,5.44511111111,4.94983333333,6.41344444444,5.98333333333
351.83,5.07062962963,6.02144444444,4.42188888889,4.42677777778,4.54677777778,5.81422222222,5.37288888889,4.85688888889,6.42933333333,5.90966666667
352.19,5.02507407408,6.15783333333,4.47511111111,4.47988888889,4.47522222222,5.83288888889,5.32688888889,4.912,6.47555555556,5.89144444444
352.55,5.0337037037,6.32577777778,4.36411111111,4.54422222222,4.513,5.78722222222,5.25444444444,4.94377777778,6.46611111111,5.93555555556
352.92,5.1405925926,6.41961111111,4.60877777778,4.779,4.72244444444,6.07155555555,5.42311111111,5.18994444444,6.72488888889,6.12388888889
353.28,5.65518518518,6.79772222222,4.98944444445,5.09644444444,5.11033333333,6.60633333333,5.89188888889,5.711,7.12844444444,6.52511111111
353.65,5.84581481481,7.22438888889,5.32066666667,5.46888888889,5.583,7.067,6.25322222222,5.98188888889,7.427,6.88677777778
354.01,5.99374074074,7.37527777778,5.54211111111,5.76211111111,5.88544444444,7.45144444444,6.56966666667,6.22755555556,7.47188888889,7.14622222222
354.38,5.95188888889,7.25772222222,5.466,5.76411111111,5.75533333333,7.49722222222,6.442,6.22133333333,7.38888888889,7.10855555555
354.74,6.16559259259,7.44977777778,5.69155555556,6.03655555555,5.94977777778,7.87,6.60811111111,6.41583333333,7.63322222222,7.39866666667
355.11,5.85585185185,7.14722222222,5.55433333333,5.85844444444,5.771,7.64511111111,6.40277777778,6.13388888889,7.42877777778,7.20377777778
355.47,5.64125925926,6.90972222222,5.48322222222,5.76,5.59011111111,7.44033333333,6.25288888889,5.94672222222,7.18011111111,7.06055555556
355.83,5.422,6.64161111111,5.31811111111,5.65588888889,5.40811111111,7.39166666667,6.143,5.82588888889,7.09288888889,6.95366666667
356.20,5.40744444445,6.58822222222,5.31944444444,5.66577777778,5.39155555556,7.37088888889,6.14188888889,5.7345,7.09633333333,6.95244444444
356.56,5.49862962963,6.64438888889,5.49077777778,5.744,5.54977777778,7.58566666667,6.32011111111,5.79333333333,7.15911111111,7.02144444444
356.93,5.54837037037,6.73438888889,5.46266666667,5.72577777778,5.61366666667,7.49344444444,6.31822222222,5.77988888889,7.08866666667,7.02666666667
357.29,5.41325925926,6.64905555555,5.34533333333,5.689,5.522,7.25577777778,6.14022222222,5.58633333333,6.937,6.96188888889
357.66,5.55814814815,6.74888888889,5.44577777778,5.80877777778,5.60466666667,7.36688888889,6.26088888889,5.72666666667,6.96833333333,7.04566666666
358.02,5.53411111111,6.7485,5.426,5.80233333333,5.52866666667,7.32355555556,6.22388888889,5.65888888889,7.08511111111,6.96377777778
358.38,5.625,6.86666666667,5.636,6.02544444444,5.68377777778,7.355,6.417,5.74577777778,7.21288888889,7.065
358.75,5.56051851852,6.82655555556,5.62533333334,5.96511111111,5.66722222222,7.29177777778,6.38133333333,5.72544444444,7.20466666667,7.052
359.11,5.61425925926,6.8535,5.58488888889,5.97611111111,5.68755555555,7.36955555556,6.44722222222,5.75922222222,7.23866666667,7.08288888889
359.48,5.75322222222,6.97288888889,5.61933333334,6.07777777778,5.808,7.49477777778,6.59466666666,5.87244444445,7.39711111111,7.19955555556
359.84,6.01311111111,7.22827777778,5.86777777778,6.30388888889,6.02155555556,7.62011111111,6.80677777778,6.05661111111,7.62322222222,7.34933333333
360.20,6.12911111111,7.35766666667,5.95877777778,6.37766666667,6.12277777778,7.80544444444,6.96833333333,6.17638888889,7.67911111111,7.41433333333
360.57,6.01377777778,7.13683333333,5.766,6.21077777778,5.91433333333,7.50666666667,6.74377777778,6.00488888889,7.49088888889,7.25444444444
360.93,6.02888888889,7.08494444444,5.71877777778,6.19755555556,5.80011111111,7.46933333333,6.70688888889,5.95666666667,7.49855555556,7.21622222222
361.29,6.16111111111,7.23044444444,5.85522222222,6.38944444445,5.96288888889,7.639,6.88144444444,6.16772222222,7.70022222222,7.36477777778
361.66,6.05366666667,7.16988888889,5.81033333333,6.31077777778,5.96588888889,7.59611111111,6.767,6.12416666666,7.67544444444,7.30555555556
362.02,6.19566666667,7.33416666667,5.944,6.42077777778,6.10055555556,7.71744444445,6.85677777778,6.25905555556,7.72166666667,7.40311111111
362.39,6.1737037037,7.34233333333,5.856,6.32822222222,6.08144444444,7.67933333333,6.77422222222,6.22488888889,7.64211111111,7.334
362.75,6.10233333333,7.25855555556,5.77677777778,6.23933333333,5.97222222222,7.56822222222,6.73755555555,6.19366666666,7.541,7.25577777778
363.11,6.11659259259,7.33955555556,5.772,6.21555555556,5.95722222222,7.48455555555,6.75911111111,6.21433333333,7.54055555555,7.19866666667
363.48,6.1262962963,7.33205555556,5.79033333333,6.21633333333,5.87488888889,7.46488888889,6.73388888889,6.21766666667,7.55077777778,7.18033333333
363.84,6.01451851852,7.203,5.63488888889,6.11022222222,5.75944444445,7.31977777778,6.61666666667,6.15977777778,7.38977777778,7.077
364.20,5.74992592593,6.882,5.31377777778,5.83966666667,5.50888888889,6.93344444444,6.35488888889,5.9175,7.19055555556,6.78988888889
364.57,5.78429629629,6.99844444444,5.38422222222,5.91133333333,5.54411111111,7.05433333333,6.43677777778,5.98655555556,7.32055555556,6.824
364.93,5.87251851852,7.20983333333,5.63944444444,6.14611111111,5.752,7.23366666667,6.56077777778,6.18122222222,7.53477777778,7.00788888889
365.29,5.72814814815,7.01961111111,5.51666666667,5.90366666667,5.56755555556,7.098,6.43177777778,5.99883333333,7.366,6.81888888889
365.66,5.81714814815,7.11716666667,5.53955555556,5.97333333333,5.53955555556,7.04822222222,6.52211111111,6.09155555556,7.46322222222,6.86511111111
366.02,5.85925925926,7.05088888889,5.52588888889,5.97811111111,5.51322222222,7.04855555556,6.51811111111,6.13216666666,7.47833333333,6.90155555556
366.38,5.87144444444,7.10605555556,5.561,5.95855555556,5.49077777778,7.05177777778,6.53722222222,6.11161111111,7.52288888889,6.917
366.75,5.88148148148,7.11088888889,5.50866666667,5.98722222222,5.52644444445,7.03111111111,6.47711111111,5.97527777778,7.56433333333,6.87633333333
367.11,5.85774074074,6.99811111111,5.46055555555,6.01366666667,5.45888888889,7.015,6.39733333333,5.92877777778,7.48911111111,6.85855555556
367.47,5.83155555556,6.96838888889,5.44966666667,5.89577777778,5.41733333333,6.99122222222,6.32855555556,5.83344444444,7.39677777778,6.78266666666
367.84,5.79851851852,7.0085,5.51122222222,5.87855555555,5.37033333333,6.99488888889,6.30888888889,5.77794444445,7.40588888889,6.791
368.20,5.98059259259,7.21794444444,5.71522222222,6.12522222222,5.58288888889,7.25988888889,6.382,5.87833333333,7.58133333333,6.99533333333
368.56,6.01581481481,7.17916666667,5.75044444445,6.13411111111,5.58711111111,7.328,6.39622222222,5.95283333333,7.57733333333,7.00933333333
368.93,5.82303703704,6.97111111111,5.51844444444,5.93744444444,5.33366666667,7.16188888889,6.24144444445,5.78022222222,7.33988888889,6.75922222222
369.29,5.83818518518,7.07044444444,5.58066666666,6.05733333333,5.42611111111,7.15722222222,6.28444444445,5.8415,7.44077777778,6.80933333333
369.65,5.73062962963,6.92427777778,5.54044444444,6.00511111111,5.35588888889,7.18322222222,6.22622222222,5.79188888889,7.34022222222,6.75011111111
370.01,5.75622222222,7.0755,5.66533333333,6.06666666667,5.45044444444,7.27677777778,6.41066666667,5.85983333333,7.47588888889,6.84077777778
370.38,5.72222222222,7.00777777778,5.58077777778,6.09144444444,5.41866666667,7.27044444444,6.46188888889,5.86305555556,7.45177777778,6.80866666666
370.74,5.72296296296,7.08877777778,5.57811111111,6.117,5.45833333333,7.29422222222,6.58877777778,5.96666666667,7.43433333333,6.85022222222
371.10,5.85114814815,7.2415,5.65811111111,6.16466666666,5.62566666667,7.37811111111,6.748,6.10744444444,7.58955555556,6.95033333333
371.46,5.92207407407,7.43294444444,5.78266666667,6.35855555556,5.82533333333,7.55355555556,6.87355555555,6.25694444444,7.81188888889,7.07088888889
371.83,6.08011111111,7.58872222222,5.883,6.51833333333,5.98755555555,7.82211111111,7.046,6.41738888889,7.99966666667,7.21877777778
372.19,6.09088888889,7.64722222222,5.95066666667,6.53133333333,5.94611111111,7.76322222222,7.06344444444,6.48805555556,8.04233333333,7.24155555556
372.55,6.19,7.81627777778,6.00133333333,6.63444444444,6.02088888889,7.72688888889,7.15688888889,6.56033333334,8.19211111111,7.30377777778
372.92,6.13551851852,7.72905555556,5.86233333333,6.47344444444,5.98233333333,7.58488888889,7.05744444444,6.40244444444,8.14466666666,7.23255555556
373.28,6.04866666667,7.65616666667,5.76444444445,6.344,5.89455555556,7.56088888889,6.96933333333,6.37011111111,8.09655555556,7.165
373.64,6.07577777778,7.77261111111,5.76244444444,6.38766666667,5.90388888889,7.59188888889,6.94722222222,6.3085,8.11877777778,7.15911111111
374.00,6.00303703704,7.62783333333,5.64277777778,6.33533333333,5.816,7.46077777778,6.79355555556,6.19272222222,8.01277777778,7.01444444444
374.37,5.94166666667,7.60277777778,5.61877777778,6.25377777778,5.76944444445,7.41633333333,6.70988888889,6.11233333333,7.98877777778,7.00188888889
374.73,6.01162962963,7.66283333333,5.719,6.36811111111,5.85211111111,7.45677777778,6.77044444445,6.27861111111,8.13266666666,7.12244444444
375.09,5.90344444445,7.58477777778,5.629,6.31544444444,5.73688888889,7.445,6.69577777778,6.21927777778,8.07433333333,7.09222222222
375.45,5.83844444444,7.49811111111,5.48244444444,6.26822222222,5.66588888889,7.31955555556,6.67988888889,6.21322222222,7.95766666667,7.02111111111
375.81,5.86581481481,7.5165,5.519,6.26722222222,5.685,7.27944444445,6.72966666667,6.24811111111,7.97122222222,7.03755555556
376.18,5.89074074074,7.53088888889,5.52388888889,6.24822222222,5.73344444444,7.32344444444,6.81677777778,6.32422222222,7.99122222222,7.05133333333
376.54,5.79633333333,7.522,5.45944444444,6.10622222222,5.68411111111,7.31611111111,6.74788888889,6.21872222222,7.89422222222,6.955
376.90,5.76788888889,7.57888888889,5.51233333333,6.12977777778,5.65988888889,7.30244444445,6.78855555555,6.26516666667,7.91722222222,6.93866666667
377.26,5.79948148148,7.59494444445,5.52422222222,6.213,5.61711111111,7.25822222222,6.80366666667,6.21277777778,7.94977777778,6.95922222222
377.63,5.80614814815,7.5485,5.52322222222,6.252,5.63311111111,7.18466666667,6.81777777778,6.20011111111,7.99866666667,6.95466666667
377.99,5.78151851852,7.62483333332,5.46066666667,6.25533333334,5.61877777778,7.14677777778,6.78466666667,6.17183333333,7.98211111111,6.94544444444
378.35,5.65925925926,7.53888888889,5.40644444445,6.20866666667,5.52911111111,7.01666666667,6.65822222222,6.10616666667,7.873,6.83877777778
378.71,5.56592592593,7.40961111111,5.25355555555,6.02144444445,5.37022222222,6.90322222222,6.50366666667,5.90194444445,7.71833333334,6.65511111111
379.07,5.66114814815,7.46383333333,5.42422222222,6.134,5.40922222222,6.96855555556,6.54277777778,5.948,7.80544444445,6.65455555555
379.44,5.75718518518,7.54433333333,5.524,6.18044444445,5.394,6.97855555555,6.57344444444,5.98305555555,7.86411111111,6.68366666667
379.80,5.69948148148,7.52094444445,5.456,6.16033333333,5.33133333333,6.84355555556,6.48166666666,5.92694444444,7.826,6.61877777778
380.16,5.72466666667,7.5671111111,5.47411111111,6.24544444444,5.36655555555,6.798,6.496,5.92272222222,7.87544444445,6.67377777778
380.52,5.75533333333,7.58105555554,5.51555555556,6.33822222222,5.40388888889,6.78833333333,6.52022222222,5.9675,7.907,6.73411111111
380.88,5.8122962963,7.61683333333,5.495,6.36977777778,5.47877777778,6.94866666667,6.58066666667,5.97816666667,7.95488888889,6.81022222222
381.24,5.86018518519,7.70111111111,5.60788888889,6.43255555556,5.69311111111,7.03566666667,6.66766666667,6.04472222222,7.96833333333,6.83677777778
381.61,5.99518518519,7.83461111112,5.79477777778,6.50455555555,5.82244444444,7.23266666667,6.79144444444,6.13883333333,8.06544444445,6.924
381.97,6.03885185185,7.82316666666,5.90244444444,6.50811111111,5.893,7.22366666667,6.91166666667,6.23272222222,8.13966666667,6.989
382.33,6.21574074074,8.00472222223,6.04677777778,6.60422222222,6.01522222222,7.37022222222,7.04733333333,6.33305555556,8.30177777778,7.07655555556
382.69,6.28725925926,8.07261111112,6.176,6.70722222222,6.10788888889,7.43633333333,7.14688888889,6.38727777778,8.45688888888,7.13077777778
383.05,6.2534074074,8.05294444444,6.09722222222,6.66666666667,6.11633333333,7.40988888889,7.12166666667,6.32744444444,8.4361111111,7.175
383.41,6.29603703704,8.10572222222,6.11266666667,6.72377777778,6.21155555555,7.49944444445,7.17788888889,6.33427777778,8.52888888888,7.24966666667
383.77,6.21933333333,8.09305555557,6.05933333333,6.71066666667,6.209,7.50155555555,7.09177777778,6.26944444444,8.5148888889,7.23333333333
384.14,6.06548148148,8.03822222222,5.93566666667,6.58811111111,6.06322222222,7.38222222222,6.96955555556,6.1585,8.365,7.09477777778
384.50,6.02355555555,8.01872222222,5.91166666667,6.59077777778,6.03922222222,7.38355555556,6.95977777778,6.15844444445,8.39077777778,7.06377777778
384.86,6.02411111111,8.05422222221,6.05677777778,6.66366666667,6.04188888889,7.30211111111,6.89988888889,6.20688888889,8.43744444446,7.06844444445
385.22,5.91607407407,7.99633333332,5.92844444444,6.561,5.83588888889,7.211,6.78777777778,6.11461111111,8.36066666667,6.96466666667
385.58,5.88488888889,8.01377777777,5.86711111111,6.58544444444,5.867,7.184,6.80733333333,6.174,8.39511111111,7.03111111111
385.94,5.89566666667,8.06905555556,5.84755555555,6.628,5.83855555555,7.19555555556,6.76377777778,6.17427777778,8.43622222222,7.05755555556
386.30,5.8842962963,8.11005555554,5.90144444444,6.69288888889,5.91044444444,7.22366666667,6.78855555556,6.25133333333,8.49722222221,7.13788888889
386.66,5.82240740741,8.12344444444,5.88733333333,6.64766666667,5.85022222222,7.13933333333,6.72966666667,6.224,8.44222222222,7.13833333334
387.03,5.69737037037,8.06888888889,5.81333333333,6.602,5.78633333333,7.03211111111,6.61988888889,6.14216666667,8.37644444444,7.00244444444
387.39,5.51507407407,7.94122222221,5.72088888889,6.44755555556,5.59033333333,6.82911111111,6.44744444444,5.9825,8.23644444445,6.86188888889
387.75,5.60148148148,7.98111111112,5.82322222222,6.528,5.64155555556,6.857,6.56444444444,6.06166666667,8.309,6.88855555556
388.11,5.74351851852,8.04633333333,5.96133333333,6.593,5.75955555556,6.99355555556,6.64966666666,6.13622222222,8.43866666665,6.98544444444
388.47,5.82185185185,8.10594444443,6.01244444445,6.62066666666,5.81766666667,7.05177777778,6.70344444445,6.14783333333,8.47177777779,7.04122222222
388.83,5.83311111111,8.08661111111,5.98688888889,6.596,5.85744444444,7.07033333333,6.76455555556,6.14016666667,8.44955555557,7.03166666667
389.19,6.01418518518,8.09222222223,6.02588888889,6.61255555556,5.91588888889,7.07622222222,6.88355555556,6.1525,8.4741111111,7.05522222222
389.55,5.95040740741,8.03416666667,6.00544444444,6.483,5.81466666667,6.93011111111,6.74788888889,6.02216666667,8.40422222221,6.88311111111
389.91,5.89155555556,8.01372222222,6.00922222222,6.458,5.76722222222,6.83733333333,6.71744444444,5.96927777778,8.34255555555,6.80211111111
390.27,5.83929629629,7.92555555554,5.88211111111,6.351,5.61066666667,6.754,6.61577777778,5.84788888889,8.19444444444,6.694
390.63,5.80818518518,7.93727777779,5.86344444445,6.36144444444,5.57655555556,6.71822222222,6.55677777778,5.78216666667,8.16388888889,6.63855555556
391.00,5.91166666667,8.02777777777,5.98766666667,6.40811111111,5.67988888889,6.76577777778,6.70333333333,5.91022222222,8.23777777778,6.724
391.36,5.96914814815,8.08572222221,6.01277777778,6.44244444445,5.74755555556,6.82822222222,6.71744444444,5.94361111111,8.26155555556,6.72788888889
391.72,5.97866666667,8.12433333332,6.015,6.44666666667,5.769,6.90455555556,6.72166666667,5.96888888889,8.282,6.77388888889
392.08,5.92451851852,8.10916666666,5.98611111111,6.43244444445,5.69622222222,6.88444444445,6.69422222222,5.94438888889,8.25355555556,6.74922222222
392.44,5.84585185185,8.12477777779,5.93233333333,6.36977777778,5.66522222222,6.73955555556,6.63333333334,5.88544444444,8.22855555556,6.69677777778
392.80,5.82533333333,8.14827777777,5.937,6.36455555555,5.65622222222,6.71466666667,6.60622222222,5.859,8.25666666667,6.69377777778
393.16,5.71937037037,8.1973888889,5.92522222222,6.36166666666,5.66855555555,6.67144444444,6.52955555555,5.891,8.30588888888,6.71588888889
393.52,5.70259259259,8.22733333334,5.92622222222,6.40177777778,5.67811111111,6.65944444444,6.543,5.89761111111,8.31577777779,6.76955555556
393.88,5.72244444444,8.25144444446,5.91811111111,6.41044444444,5.71944444444,6.68666666667,6.51788888889,5.87416666666,8.33022222223,6.77133333334
394.24,5.69296296296,8.27344444446,5.91444444444,6.40266666667,5.72466666666,6.62244444444,6.49777777778,5.8365,8.37677777778,6.763
394.60,5.77366666667,8.35088888888,5.96477777778,6.51544444444,5.81244444444,6.68977777778,6.59388888889,5.96005555555,8.49033333332,6.857
394.96,5.78092592593,8.42233333332,6.003,6.555,5.80811111111,6.72088888889,6.56622222222,5.94422222222,8.56477777779,6.872
395.32,5.79237037037,8.43055555554,6.03955555556,6.58588888889,5.82033333333,6.74333333333,6.58144444445,5.98388888889,8.60811111111,6.89933333333
395.68,5.81570370371,8.4763888889,6.04544444445,6.58844444444,5.83266666667,6.704,6.60022222222,5.98588888889,8.62155555554,6.87755555556
396.04,5.8772962963,8.55094444443,6.10244444444,6.63466666667,5.88944444445,6.70377777778,6.643,6.04066666667,8.66911111112,6.91677777778
396.40,5.9627037037,8.60494444443,6.15222222222,6.72133333333,5.88355555555,6.75488888889,6.70911111111,6.10711111111,8.69700000001,6.98022222222
396.76,5.87351851852,8.55899999999,6.02666666666,6.65444444444,5.78766666667,6.68722222222,6.60677777778,6.00977777778,8.62744444443,6.91344444444
397.12,5.83288888889,8.55016666668,6.02477777778,6.65266666667,5.74022222222,6.73,6.53788888889,5.96088888889,8.58355555557,6.87711111111
397.48,5.75788888889,8.48661111112,5.93988888889,6.59455555555,5.65,6.68022222222,6.43611111111,5.87838888889,8.50322222223,6.76044444444
397.84,5.66740740741,8.41649999999,5.89955555555,6.52777777778,5.54811111111,6.60955555556,6.38011111111,5.82416666667,8.40988888888,6.68722222222
398.20,5.727,8.47111111112,5.95222222222,6.61377777778,5.61566666667,6.643,6.431,5.90522222222,8.48088888889,6.704
398.56,5.67040740741,8.46133333334,5.959,6.57255555555,5.598,6.64611111111,6.38655555556,5.86427777778,8.40666666666,6.65833333333
398.92,5.60225925926,8.40872222221,5.86655555555,6.52022222222,5.53133333333,6.59844444444,6.32044444444,5.76733333333,8.27222222221,6.57033333333
399.28,5.59129629629,8.44999999999,5.86844444444,6.57344444444,5.53133333333,6.61722222222,6.32566666667,5.76561111111,8.24999999999,6.57511111111
399.64,5.49570370371,8.39327777779,5.88477777778,6.51555555556,5.45777777778,6.54544444444,6.23044444444,5.67533333333,8.20077777779,6.51033333333
400.00,5.57603703704,8.49577777778,5.96577777778,6.59655555556,5.55422222222,6.57944444445,6.28822222222,5.71511111111,8.27288888889,6.55722222222
400.36,5.51885185185,8.45850000001,6.01666666667,6.55466666667,5.54822222222,6.559,6.22433333333,5.65466666667,8.25655555557,6.47944444444
400.72,5.54951851852,8.49572222221,6.055,6.56366666667,5.52022222222,6.52611111111,6.25188888889,5.68466666667,8.24355555557,6.45955555556
401.08,5.57422222222,8.51966666666,6.11711111111,6.60088888889,5.55977777778,6.49766666667,6.31066666667,5.70677777778,8.289,6.45266666666
401.44,5.65118518519,8.62766666667,6.23344444445,6.656,5.63088888889,6.50533333333,6.38922222222,5.77644444444,8.355,6.52088888889
401.80,5.74581481481,8.71627777779,6.31222222222,6.73622222222,5.71366666667,6.56344444445,6.48355555556,5.8975,8.47455555557,6.59111111111
402.16,5.67285185185,8.6948888889,6.30311111111,6.67944444444,5.705,6.57811111111,6.47088888889,5.84216666667,8.44544444444,6.56355555556
402.52,5.63474074074,8.64016666668,6.24822222222,6.62322222222,5.65033333333,6.49366666667,6.402,5.76588888889,8.41466666668,6.495
402.88,5.64566666667,8.67366666667,6.25077777778,6.627,5.661,6.45477777778,6.42677777778,5.80033333333,8.45722222222,6.50622222222
403.24,5.67633333333,8.72644444444,6.29377777778,6.65166666666,5.72766666667,6.40677777778,6.47677777778,5.819,8.52199999999,6.52388888889
403.60,5.66414814815,8.73133333332,6.23655555555,6.65411111111,5.72466666667,6.35244444444,6.473,5.815,8.52277777779,6.50711111111
403.95,5.531,8.61322222223,6.103,6.53166666667,5.60355555556,6.29188888889,6.36833333333,5.70522222222,8.44344444443,6.41755555556
404.31,5.52251851852,8.64055555557,6.046,6.49555555556,5.58744444444,6.23877777778,6.32777777778,5.69983333333,8.442,6.42188888889
404.67,5.59796296296,8.69505555557,6.10677777778,6.53422222222,5.66788888889,6.27477777778,6.38122222222,5.76372222222,8.52844444444,6.47344444444
405.03,5.64277777778,8.78977777779,6.13277777778,6.56788888889,5.68377777778,6.30733333333,6.43011111111,5.80105555556,8.56844444446,6.52144444444
