wavelength,Back_ThrCypf,Belly_ThrCypf,Breast_ThrCypf,Crissum_ThrCypf,Crown_ThrCypf,DorTail_ThrCypf,Patch10_ThrCypf,Patch11_ThrCypf,Rump_ThrCypf,Throat_ThrCypf,WingTip_ThrCypf
312.59,11.0319333333,17.3716666667,13.7546666667,9.93113333333,7.82173333334,10.8770666667,13.5455333333,34.4196,8.97106666666,15.1764,8.375
312.96,11.0995333334,17.4483333333,13.9488666667,10.1544666667,8.07106666665,10.8394666667,13.7089333333,34.3418666667,9.08546666667,15.4140666667,8.24746666667
313.33,11.1141333333,17.5752666667,14.1732666667,10.0655333333,8.07546666666,10.7654666667,13.6818666667,34.6528666667,9.24633333334,15.6598666667,8.19466666666
313.70,11.3205333333,17.818,14.5422,10.3535333333,8.42853333333,11.0244666667,13.9255333333,34.8292666667,9.71286666665,16.2134,8.45873333333
314.07,11.6628666667,18.2396,15.0688666667,10.6338,8.79593333333,11.511,14.1888666667,35.3478,10.1378666667,16.9068666667,8.74013333334
314.43,11.654,18.7072,15.2502666667,10.7194,9.08113333332,11.3307333333,14.4456,35.6496666667,10.2058666667,17.0341333333,8.69153333333
314.80,11.2591333333,18.36,14.7885333333,10.4065333333,8.88666666667,10.9706,14.1499333333,35.5535333333,9.98206666667,16.9503333333,8.1996
315.17,10.9798,18.0370666666,14.6264666667,10.0967333333,8.63600000001,10.7927333333,13.7666,35.3454,9.85706666666,17.0096,7.99293333333
315.54,11.0989333333,18.3366666667,15.0664,10.3884,8.6952,10.9064,13.9177333333,35.7537333333,9.94686666666,17.1216666667,8.11093333334
315.91,11.1473333333,18.3292666667,15.1296,10.7446,8.91206666666,10.9527333333,14.0994,35.4398666667,10.1866,17.2988666667,8.39693333333
316.28,11.7824666667,18.7699333333,15.6546666667,11.1010666667,9.57346666668,11.6203333333,14.6593333333,36.2764666667,10.7010666667,17.6950666667,8.81606666667
316.64,12.4518666667,19.4698666667,16.6899333333,11.6202,10.3413333333,12.4155333333,15.3412666667,37.1702666667,11.4744,18.6414,9.29100000001
317.01,12.3433333333,19.5966666667,16.6033333333,11.4866666667,10.34,12.3966666667,15.1633333333,37.4366666667,11.4133333333,18.7933333333,9.34666666667
317.38,11.8697333333,19.0642666667,16.2606666667,10.9340666667,9.838,12.0969333333,14.9240666667,37.0926666667,10.9474,18.2625333333,8.82893333335
317.75,11.7734,18.7926,16.1580666667,10.6644666667,9.56933333333,11.8208,14.9745333333,37.3008,10.8546,18.2265333333,8.52833333333
318.12,12.1539333334,18.8642,16.3844666667,11.2264666667,9.90920000001,11.9154,15.3328666667,37.4664,11.0987333334,18.3436,8.90466666666
318.49,12.4278,18.6452,16.4752666667,11.2632666667,10.0615333333,12.0985333333,15.4501333334,37.5636,11.3727333333,18.4556666667,9.06293333333
318.85,13.1108,19.2261333333,17.3094,11.8716666667,10.4567333333,12.7022,16.1500666667,38.2792666667,12.0146666667,19.0134,9.54333333333
319.22,13.4106,19.4799333333,17.8326666667,12.179,10.6223333333,12.9138666667,16.6784,38.5572666667,12.1690666667,19.0874,9.81713333333
319.59,13.817,19.894,18.2968,12.9224666667,11.1034,13.5918,17.1106666666,38.7707333333,12.7701333333,19.5263333333,10.4606
319.96,14.3508,20.3957333333,18.8892666667,13.4231333333,11.6210666667,14.0946666666,17.606,39.7506,13.0840666667,20.0964666667,10.8296
320.32,13.8885333333,20.0532,18.4106666667,13.1005333333,10.9593333333,13.5427333333,17.2435333333,39.3383333333,12.6452,19.7439333333,10.4106666667
320.69,13.4560666667,19.6451333333,17.9734666667,12.8226,10.4012666667,12.8722,16.7296,39.0348666667,12.1957333333,19.2538,9.97346666667
321.06,12.7893333333,19.0680666667,17.718,12.3384,9.96353333333,12.262,16.272,38.9288,11.6883333333,18.6964666667,9.34000000001
321.43,12.6272,19.3399333333,17.6865333333,12.5477333333,10.0659333333,12.2738666667,16.2904666667,39.2046,11.6007333333,18.9175333333,9.53139999999
321.80,12.3418,19.5499333333,17.6549333333,12.4756,10.0522666667,12.2473333333,16.1937333333,39.2009333333,11.3568,18.7508,9.34446666667
322.16,11.8342666667,19.3778,17.1824666666,11.9859333333,9.61639999999,11.8569333333,15.9091333333,38.9844666667,10.9702666667,18.6073333333,8.8878
322.53,11.6061333333,19.4040666667,17.1064666667,11.8896666667,9.48359999999,11.8035333333,15.8094,39.3753333333,10.8762666667,18.7348666667,8.95153333333
322.90,11.3159333333,19.283,17.0204666667,11.7255333333,9.53753333333,11.8032,15.6609333333,39.2521333333,10.6705333333,18.8330666667,9.1496
323.27,11.5665333333,19.8403333333,17.2882,11.9518666667,9.79066666667,12.0092,15.8705333333,39.681,11.0669333334,19.0670666667,9.32133333332
323.63,11.0155333333,19.1160666667,16.6504666667,11.2372,9.17066666667,11.1988,15.2048666667,39.518,10.3738666667,18.4654666667,8.56753333334
324.00,11.3226666667,19.4988666667,16.8873333333,11.3198666667,9.51726666666,11.4481333333,15.4263333333,39.5187333333,10.833,18.8152,8.94206666666
324.37,11.3332666667,19.6598,17.065,11.3776666667,9.7206,11.5876666667,15.6430666667,39.6708,10.8935333333,19.0344666667,9.16460000001
324.74,11.1533333333,19.4670666667,16.8778666667,11.2232666667,9.65946666666,11.4359333333,15.4594666667,39.6206666667,10.7469333333,18.9478,9.11839999999
325.10,11.5425333333,19.7281333333,17.1816666667,11.6001333333,9.77786666665,11.7752,15.9790666667,39.817,11.0377333333,19.3254,9.46393333334
325.47,11.6692666667,19.6508,17.1917333333,11.5087333333,9.6764,11.6412,15.8588666667,39.8674,10.9914,19.2738666667,9.38593333334
325.84,11.7092666667,19.7147333333,17.3073333333,11.6014666667,9.71979999999,11.6791333333,15.9308666667,40.0826666666,10.9933333333,19.4671333333,9.46446666665
326.21,11.8001333333,19.8728,17.6066,11.7028666667,9.82299999999,11.6904,16.0233333334,40.5210666667,11.1071333333,19.6012666667,9.63093333335
326.57,12.0855333333,20.1278666667,17.8407333334,11.8914666667,10.0049333333,11.9652,16.2220666667,40.506,11.3019333333,19.7714666667,9.6856
326.94,12.3736666667,20.5239333333,18.0828666667,12.1704,10.1188666667,12.0824,16.4867333333,40.8226666667,11.5926666666,19.9461333333,9.77593333333
327.31,12.1700666667,20.2907333333,17.9838666667,12.1114666667,9.93153333332,12.0137333334,16.3122,40.7820666667,11.4052,19.9193333333,9.68479999999
327.67,12.3721333333,20.6677333333,18.3198,12.3136,10.1932666667,12.2548,16.7009333333,41.0712,11.658,20.3080666667,9.92419999999
328.04,12.2659333333,20.5522,18.3407333333,12.4269333333,10.0891333333,12.2610666667,16.7211333333,41.3052,11.5502666667,20.3070666667,9.78706666667
328.41,12.2757333333,20.6392,18.559,12.5689333333,10.1128,12.178,16.6490666667,41.6316,11.6342,20.4911333333,9.68426666666
328.78,12.3322,20.9405333333,18.6626666667,12.7899333333,10.2767333333,12.4029333333,16.8626666667,41.8758,11.733,20.6371333333,9.78379999999
329.14,12.5108666667,21.1801333333,18.9040666667,12.9886,10.5517333333,12.6258,16.9603333333,42.2632,11.8928666667,20.9118,9.93113333335
329.51,12.6117333334,21.4405333333,19.1500666667,13.3128,10.8732,12.8427333333,17.2882,42.5141333333,12.2625333333,21.2660666667,10.1616666667
329.88,13.0051333333,21.7443333333,19.6718666667,13.8449333333,11.3901333333,13.1886,17.6486,43.0517333333,12.7983333334,21.7674666667,10.5943333333
330.24,13.0229333333,21.7449333333,19.6176,13.8388,11.4523333333,13.182,17.5776666667,42.8946666667,12.7532666667,21.6705333333,10.6313333333
330.61,12.8262666667,21.8301333333,19.5778666667,13.7633333333,11.184,12.9215333333,17.3976666667,42.906,12.5996666667,21.6114666667,10.4736
330.98,12.3448,21.4866666667,19.3184666667,13.3308,10.7679333333,12.5022666667,17.1144,42.8778666667,12.2108,21.3446666667,10.0607333334
331.34,12.5161333333,21.6952,19.5,13.7242,11.1126666667,12.666,17.4520666667,43.1086,12.4476666667,21.5226666667,10.4301333333
331.71,12.2195333333,21.6352666667,19.2726,13.5215333333,10.7474666667,12.4279333333,17.1432,42.9395333333,12.1142666667,21.3819333333,10.1981333333
332.08,11.8039333333,21.5244666667,18.9631333333,13.1996,10.3515333333,12.0316,16.8770666667,42.7566666667,11.8041333334,21.2769333333,9.94553333333
332.44,11.8345333333,21.7169333333,18.9936,13.3526666667,10.4376,12.1740666667,17.1408666667,42.7768,11.8153333333,21.2271333333,10.0424666667
332.81,11.6068,21.4988666667,18.8298,13.2254,10.1295333333,12.0432,17.0910666667,42.7433333333,11.6378666667,21.2925333333,9.91606666667
333.18,11.2052666667,21.3284666667,18.5884,12.9751333333,9.78426666666,11.7531333333,16.7996,42.7735333333,11.2929333333,21.0343333333,9.58013333335
333.54,11.1113333333,21.1662666667,18.4591333333,12.8602666667,9.54926666665,11.5678,16.6912,42.7255333333,11.0103333333,21.0068666667,9.287
333.91,10.564,20.9015333333,17.7438666667,12.2538,8.8512,11.0748666667,16.1281333333,42.3740666667,10.3976666667,20.4416,8.738
334.28,10.5910666667,21.0278,17.7784666667,12.3124,8.75166666667,11.2208666667,16.3187333333,42.474,10.4888666667,20.5956666666,8.72433333333
334.64,10.6488666667,20.8322,17.81,12.4451333333,8.89039999999,11.2326,16.4026,42.5974,10.5525333333,20.7404666667,8.92393333333
335.01,10.7726666667,20.8682,17.7727333333,12.6427333333,9.06926666667,11.2812666667,16.4922,42.6176,10.5972666667,20.8924,9.111
335.38,10.2494666667,20.3742,17.1436666667,11.9699333333,8.435,10.6172666667,15.9269333333,42.4535333333,9.92780000001,20.4486666667,8.36286666666
335.74,10.2831333333,20.3166666667,17.1675333333,12.1831333333,8.5966,10.77,16.0474666667,42.643,10.111,20.4006,8.4738
336.11,10.2126666667,20.0382,16.9834666667,12.0449333333,8.38866666667,10.5123333334,15.9163333333,42.6062666666,9.89373333334,20.0702666667,8.25466666667
336.47,10.2731333333,19.8886666667,16.9396,12.2244,8.44366666666,10.6049333333,15.7886666667,42.5940666667,9.99160000001,20.2204666667,8.36786666667
336.84,10.5141333333,19.9397333333,16.9668,12.2135333333,8.48446666667,10.591,15.7556666667,42.6550666666,10.0466,20.1432,8.27053333333
337.21,10.8118666666,20.184,17.2076,12.4376666667,8.731,10.9112666667,16.1237333333,42.8565333333,10.3754666667,20.4261333333,8.61113333333
337.57,10.8477333333,20.3148666667,17.1543333333,12.4568,8.71193333334,11.0616666667,16.1234666667,42.9691333333,10.3704666667,20.4525333333,8.63779999999
337.94,10.9134,20.2660666667,17.2363333333,12.603,8.71226666666,11.0363333333,16.2443333333,42.9436666667,10.3344666667,20.5972666667,8.55073333333
338.31,10.924,20.2430666667,17.2762666667,12.6637333333,8.78413333334,11.0688666667,16.1286666667,43.1239333333,10.3092666667,20.6124,8.42273333333
338.67,10.9731333333,20.3814,17.4357333333,12.7926666667,8.89226666666,11.1526666667,16.2647333333,43.2558666667,10.2631333333,20.7037333333,8.26213333333
339.04,10.8474666667,20.2342666667,17.335,12.5366666667,8.5492,10.9597333333,16.0900666667,43.2538,10.0733333333,20.4216666667,7.96046666667
339.40,11.225,20.5507333333,17.7388666667,12.9253333333,8.8976,11.3657333333,16.3882666666,43.3082666667,10.4834,20.6693333333,8.2684
339.77,11.1598,20.5268666667,17.7422666667,12.8065333333,8.81006666667,11.3581333333,16.3420666667,43.2070666667,10.3625333333,20.6691333333,8.15506666667
340.14,11.257,20.6942,17.8996666667,12.8103333333,8.90013333334,11.4995333333,16.3504,43.2198,10.3222666667,20.6385333333,7.99913333333
340.50,11.207,20.7711333333,17.8027333333,12.6233333334,8.73173333333,11.3195333333,16.3372,43.1105333333,10.2465333333,20.5582,7.79473333333
340.87,10.8762,20.6674,17.619,12.4258,8.47779999999,11.0285333333,16.1476,42.9118666667,10.0214,20.4704,7.47466666667
341.23,10.8155333334,20.5428666667,17.5605333333,12.3716666667,8.35286666666,10.8326666667,16.0310666667,42.6918666667,9.93033333334,20.3689333333,7.353
341.60,10.9179333333,20.6231333333,17.8406,12.4316,8.49660000001,10.9139333333,16.1913333333,42.6359333333,10.0441333333,20.354,7.4462
341.96,10.8241333333,20.6656,17.8118,12.3356,8.56566666666,10.9689333333,16.1539333333,42.5536,10.025,20.228,7.41586666667
342.33,10.7689333333,20.6937333333,17.8194,12.2926,8.50213333333,10.8811333334,16.0958666667,42.6193333333,9.9448,20.2459333333,7.3348
342.70,10.4076666667,20.439,17.3189333333,11.9280666667,8.06820000001,10.5674666667,15.6473333333,42.2743333333,9.70599999999,19.8020666667,6.9942
343.06,10.4283333333,20.3615333334,17.2406666667,11.9009333333,8.17980000001,10.6547333333,15.596,42.0256,9.76133333334,19.7892666666,6.99133333333
343.43,10.1735333333,20.2023333333,16.9815333334,11.6173333333,7.86833333333,10.3182666667,15.3456666667,41.9146666667,9.35206666667,19.6372666667,6.60733333333
343.79,10.3926666667,20.5258,17.1676,11.8104666667,8.11886666667,10.4528,15.4422666666,42.0693333333,9.43539999999,19.7748,6.68053333333
344.16,10.22,20.3632,16.9292,11.676,7.98473333333,10.2046666667,15.2548666667,42.0376,9.34693333333,19.7647333333,6.61906666667
344.52,9.80053333334,20.0408,16.6505333333,11.2282,7.65826666667,9.90060000001,14.924,41.8267333333,8.8822,19.4074666667,6.137
344.89,10.1192,20.2048666667,16.8530666667,11.4392,7.90086666667,10.0974,15.1133333333,41.8824,9.00593333333,19.5197333333,6.36766666667
345.25,10.0166,20.1271333333,16.8306,11.3507333333,7.86686666667,9.97666666667,14.9330666667,41.7268666667,8.93513333334,19.3814,6.1568
345.62,9.99826666667,20.1614666667,16.7781333333,11.4637333333,7.9856,9.955,14.9651333333,41.6766666666,8.97193333333,19.4793333333,6.19253333333
345.99,10.2957333333,20.2577333333,16.9142666666,11.5561333333,8.01006666667,9.99173333333,15.0440666667,41.7738666667,9.07380000001,19.6624,6.29086666667
346.35,10.5023333333,20.3707333333,16.9951333333,11.6770666667,8.2188,10.1464,15.2759333333,41.6083333333,9.11386666666,19.7486,6.4648
346.72,10.8358,20.6802,17.3916,11.9878666667,8.63286666667,10.4435333333,15.6322666667,41.7693333333,9.42573333333,20.0711333333,6.82226666667
347.08,10.7966,20.8366666667,17.5836666667,12.003,8.53746666667,10.3932,15.7296,41.8524,9.37740000001,20.1756666667,6.72693333333
347.45,10.9084666667,20.9886666667,17.7655333333,12.1109333333,8.71240000001,10.5159333333,15.86,41.8470666667,9.52726666667,20.3073333333,6.8872
347.81,10.9365333333,21.0186666667,17.9511333333,12.0773333333,8.69373333334,10.5603333334,16.0193333333,41.7544,9.69553333333,20.3496,6.93253333333
348.18,11.1962666667,21.2626,18.2378666667,12.3029333333,8.93486666667,10.8677333333,16.2999333333,41.7587333333,9.85073333332,20.476,7.07973333333
348.54,11.7332,21.6889333333,18.6544666666,12.7912666667,9.41673333332,11.2650666667,16.7208666667,41.9549333333,10.3812,20.9201333333,7.57353333333
348.91,11.5120666667,21.6239333333,18.6328,12.5204666667,9.30080000001,11.1007333333,16.6484666667,41.8015333333,10.3323333333,20.6827333333,7.3118
349.27,11.4891333333,21.5988666667,18.5778666667,12.4496,9.35206666665,11.1126666667,16.683,41.6038666667,10.306,20.8297333333,7.27873333333
349.64,11.4453333333,21.6303333333,18.5668,12.2556,9.27053333333,11.0442,16.6431333334,41.5358666666,10.216,20.7238,7.1362
350.00,11.3986666667,21.7416666667,18.7496666667,12.3845333333,9.41206666666,11.1214666667,16.7405333333,41.5098666667,10.2618666667,20.7655333333,7.17093333333
350.37,11.2740666667,21.665,18.7388,12.2314,9.20686666666,10.9283333333,16.6087333333,41.3416,10.2590666667,20.5984666667,7.06413333334
350.73,11.0730666667,21.4960666667,18.5326666667,11.9383333333,8.91393333334,10.6679333333,16.383,40.9595333333,9.94386666667,20.3845333333,6.6762
351.10,11.4212666667,21.6437333333,18.7348666667,12.207,9.32486666667,10.9434666667,16.6541333333,40.9308,10.2002666667,20.5536,6.85913333333
351.46,11.4392,21.7692666667,18.846,12.237,9.50106666667,11.0220666667,16.8517333333,40.9011333333,10.4004666667,20.6059333333,6.93846666667
351.83,11.3453333333,21.6674666667,18.65,12.0823333333,9.39459999999,10.8284,16.6929333333,40.7275333333,10.24,20.4706666667,6.79986666667
352.19,11.5414666667,21.9383333333,19.0216,12.2332,9.60006666665,10.9976666667,16.9893333333,40.7595333333,10.4214,20.7948,6.98713333333
352.55,11.5123333333,22.0027333333,19.1827333333,12.2440666667,9.61806666666,11.0203333333,17.0241333333,40.6889333333,10.4260666667,20.8326666667,6.99206666667
352.92,11.5404666667,22.0529333333,19.1625333333,12.3416666667,9.63113333334,11.1534666667,17.0657333333,40.6242666667,10.4928666667,20.9024,7.0098
353.28,11.7242666667,22.2678666667,19.2847333333,12.4677333333,9.69146666669,11.2945333333,17.2638,40.5548,10.6358,20.9026666667,7.16793333333
353.65,11.8468666667,22.3905333333,19.4336,12.5350666667,9.75566666667,11.389,17.3366,40.4829333333,10.7799333333,20.9405333333,7.19199999999
354.01,11.7758,22.2928666667,19.3728,12.3714666667,9.72660000002,11.2682666667,17.3799333333,40.2552666667,10.726,20.9604,7.06033333333
354.38,11.6372,22.2773333333,19.2651333333,12.2566,9.70593333332,11.0815333333,17.3652,40.1210666667,10.5291333333,20.8517333334,6.78346666667
354.74,11.7154,22.3745333333,19.4677333333,12.3871333333,9.88413333333,11.1942666667,17.5015333333,40.0709333333,10.7148,20.8904666667,6.93566666667
355.11,11.6288666667,22.4994666667,19.4432,12.3784,9.82006666667,11.1088666667,17.5236666667,39.9453333333,10.6684,20.9919333333,6.92093333333
355.47,12.0272666667,22.8512666667,19.8291333333,12.7376666667,10.1334666667,11.4582666666,17.8686666667,39.9691333333,10.9214,21.3529333333,7.28100000001
355.83,12.1310666667,22.906,19.8903333333,12.8198,10.2326,11.5184,17.9812666667,39.8106,10.9708,21.5000666667,7.33693333333
356.20,12.1556,23.0182,19.8775333333,12.8752,10.3254,11.5939333333,18.0628666667,39.6886666667,11.1714666667,21.5953333333,7.36213333334
356.56,12.1860666667,23.1545333333,19.9146,12.8914666667,10.3496666667,11.5671333333,18.1938,39.5079333334,11.2320666667,21.5464,7.39473333333
356.93,12.3418666667,23.3210666667,20.1677333333,13.0496,10.4663333333,11.6402666666,18.2710666667,39.3710666667,11.2787333333,21.7326666667,7.54840000001
357.29,12.4884,23.5384666667,20.3297333333,13.1758666667,10.6094666667,11.7486,18.4200666667,39.398,11.3735333333,21.8681333333,7.56173333333
357.66,12.376,23.4104666667,20.2456,13.0913333333,10.424,11.5631333333,18.296,39.1414666667,11.2802,21.81,7.40119999999
358.02,12.6138,23.5863333333,20.4591333333,13.371,10.5863333333,11.785,18.3893333334,39.0109333333,11.5166666667,21.8638666667,7.51906666666
358.38,12.8598666667,23.8181333333,20.7882,13.6365333333,10.8364666667,12.1245333333,18.5980666667,38.9566,11.8809333333,22.0774,7.80186666667
358.75,12.9387333333,24.0029333333,20.9098666667,13.5996666667,10.9045333333,12.1605333333,18.7136666667,38.9126666667,11.8783333333,22.2252,7.81026666667
359.11,12.9014666667,24.0317333333,20.9923333333,13.5450666667,10.8553333333,12.1272666667,18.6852,38.7225333334,11.9089333333,22.148,7.66446666666
359.48,12.5976666667,23.8997333334,20.7945333333,13.2938,10.6466,11.8917333333,18.4678,38.4225333333,11.7026666667,21.9552666667,7.32873333333
359.84,12.7277333333,24.1246666667,21.0340666667,13.5024666667,10.8619333333,12.1198666667,18.6776666667,38.4929333333,11.9372,22.1085333333,7.44346666667
360.20,12.7364666667,24.147,21.0424666667,13.5497333333,10.8592,12.0828,18.6938666667,38.3108,11.9292,22.1063333333,7.4294
360.57,12.819,24.1518666667,21.0974666667,13.5512,10.9304,12.2104666667,18.6886,38.1204,11.9386,22.1515333333,7.35179999999
360.93,12.7486,24.1742666667,21.058,13.5157333333,10.9879333333,12.1409333333,18.7662666667,37.9944666667,11.9488666667,22.1207333333,7.25333333333
361.29,12.7536,24.1436,21.1538,13.5007333333,11.0409333333,12.1644666667,18.7906666667,37.8722,11.9658666667,22.1231333333,7.2924
361.66,12.8254,24.2658666667,21.2895333334,13.6068,11.2163333333,12.3054,18.9478,37.8512666667,12.0365333333,22.2904666667,7.32946666667
362.02,12.8414666667,24.4562,21.3689333333,13.6168,11.2834666667,12.3873333333,19.0566666667,37.8559333333,12.1038666667,22.398,7.37193333333
362.39,12.8472666667,24.4502666667,21.3342666667,13.5905333333,11.2235333333,12.3473333333,19.0516,37.5906666667,12.046,22.4046666667,7.29333333333
362.75,12.9716,24.5500666667,21.4888,13.778,11.3464,12.4631333334,19.1979333333,37.4846666667,12.2037333333,22.4969333333,7.35246666666
363.11,13.1312666667,24.698,21.6582,14.0311333333,11.5972666667,12.6418666667,19.3771333333,37.4335333333,12.3907333333,22.6331333333,7.58506666667
363.48,13.2714,24.7845333333,21.7516666667,14.1467333333,11.7095333333,12.7631333333,19.505,37.3306666667,12.5302666667,22.7106,7.65093333333
363.84,13.2778,24.8702666667,21.8240666667,14.1027333333,11.6949333333,12.6864,19.6066,37.1470666667,12.4557333333,22.7936,7.5558
364.20,13.2994,24.8516666667,21.8802,14.0630666667,11.6154,12.6298,19.5762666667,36.9198666667,12.4762666667,22.7391333333,7.482
364.57,13.3679333333,25.0432,22.0481333333,14.2666666667,11.7157333333,12.6905333333,19.7934,36.9288,12.5819333333,22.9190666667,7.6146
364.93,13.5108,25.1178666667,22.2215333333,14.3899333333,11.7826,12.8080666667,19.9162,36.8337333333,12.6745333333,23.0725333333,7.73226666667
365.29,13.5315333333,25.2630666667,22.2594666667,14.4756666667,11.8160666667,12.8737333333,19.9727333333,36.709,12.726,23.1373333333,7.72053333333
365.66,13.5956666667,25.3684666667,22.3642666667,14.5357333333,11.8129333333,12.8851333333,19.9838,36.5212666667,12.7944,23.1596666667,7.83966666667
366.02,13.7057333333,25.4274,22.5030666667,14.6749333333,11.9067333333,12.9012666667,20.1568666667,36.394,12.8902,23.2407333333,7.91019999999
366.38,13.7524666667,25.6048666667,22.6645333333,14.7704,12.0406,12.9702666666,20.29,36.414,13.0262,23.3948666667,8.02439999999
366.75,13.8451333333,25.7173333333,22.694,14.9066666667,12.1138666667,13.0018666667,20.4354,36.3628,13.1324666667,23.5322,8.18906666666
367.11,13.9673333333,25.8233333333,22.8116666666,14.9484666667,12.1828,13.1189333333,20.5482,36.2357333333,13.2138666667,23.6386666667,8.24306666666
367.47,14.0594,25.9622666667,22.9620666667,15.0516,12.2702666667,13.1311333333,20.6983333333,36.2336666667,13.2903333333,23.7374,8.27299999999
367.84,14.1184,26.018,23.0142,15.1856,12.3080666667,13.1978666667,20.7173333333,36.0520666667,13.4256,23.7522,8.37013333333
368.20,14.2392,26.2004666667,23.1581333333,15.3693333333,12.5299333333,13.3765333333,20.8637333334,35.969,13.4880666667,23.8826666667,8.4834
368.56,14.1222,26.1118666667,23.0767333333,15.2789333333,12.5015333333,13.2689333333,20.7510666667,35.6693333333,13.4865333333,23.8239333333,8.37826666667
368.93,14.1434666667,26.1418,23.1010666667,15.2747333333,12.5283333333,13.2518666667,20.7866,35.5498,13.5575333334,23.9019333333,8.33486666667
369.29,14.0693333333,26.1280666667,23.1196,15.2964666667,12.5026,13.1358,20.7935333333,35.2650666666,13.5482,23.9030666667,8.29100000001
369.65,14.1816,26.2855333333,23.2752666667,15.4842,12.7261333333,13.3013333333,21.0234666667,35.2131333333,13.6754,24.0646666667,8.38233333333
370.01,14.1229333333,26.2461333333,23.2554,15.4262666667,12.7065333333,13.2629333334,21.0068,35.0136666667,13.6160666667,24.0648666667,8.35093333334
370.38,14.0992666667,26.2096,23.3132,15.3664666667,12.6879333333,13.2637333334,21.0005333333,34.8506666667,13.554,24.0488,8.29186666667
370.74,14.0244666666,26.2002,23.3523333333,15.289,12.6324666667,13.2429333333,20.903,34.6949333333,13.5306,24.0327333333,8.1606
371.10,13.9694666667,26.2518666666,23.3661333333,15.3268,12.6190666667,13.1931333333,20.9502666667,34.6181333333,13.5751333333,24.1444,8.1274
371.46,13.9902666667,26.2939333333,23.4811333333,15.4081333333,12.6638666667,13.2446666666,20.9620666667,34.3810666666,13.5984,24.2152666667,8.20846666667
371.83,14.0746,26.3366,23.6144666666,15.5220666667,12.7822666667,13.3314666667,21.091,34.312,13.6548666667,24.2840666667,8.31933333333
372.19,13.9072666667,26.2912,23.5680666667,15.4212,12.7546,13.2081333333,21.0274666667,34.214,13.5799333333,24.2558666667,8.23426666667
372.55,14.1252666667,26.5070666667,23.7726,15.5875333333,12.9139333333,13.3784,21.2659333333,34.331,13.7378666667,24.4761333333,8.444
372.92,14.071,26.5844,23.7566,15.6424666667,12.9126,13.3688,21.2591333333,34.1793333333,13.697,24.4323333333,8.4392
373.28,14.1176666666,26.6189333333,23.8412666667,15.678,12.9659333333,13.3866666667,21.3228,34.0971333333,13.7025333333,24.5407333333,8.45886666667
373.64,14.1434,26.6220666667,23.9363333334,15.6586,12.9894666667,13.3231333333,21.3313333333,33.965,13.7810666667,24.554,8.49506666667
374.00,14.2004,26.7136666667,23.9942,15.7065333333,13.0286,13.3240666667,21.3246666667,33.8258,13.8636,24.6294,8.53626666667
374.37,14.3436,26.8804,24.0988666667,15.85,13.1634,13.3799333333,21.445,33.8330666667,14.0540666667,24.8276666667,8.61786666667
374.73,14.2427333333,26.8236666667,24.0999333333,15.8486666667,13.1104666667,13.2584666667,21.4328,33.6374,13.9252666667,24.8676666667,8.51713333333
375.09,14.2022,26.8502,24.1456,15.858,13.0664666667,13.2464,21.3847333333,33.5585333333,13.8643333333,24.8731333333,8.46086666667
375.45,14.1892,26.8285333333,24.0799333333,15.8059333333,13.0234,13.2316,21.3756666667,33.4282,13.8662666667,24.8446,8.39333333333
375.81,14.0576666667,26.7910666667,23.9733333333,15.7273333333,12.9565333333,13.1526666667,21.2238,33.2215333333,13.7432666667,24.8334,8.27833333333
376.18,14.1216,26.8268,24.0512666667,15.8113333333,12.9295333333,13.1600666666,21.234,33.154,13.8008,24.9635333333,8.26166666667
376.54,13.8659333333,26.6504,23.8343333333,15.675,12.6872666667,12.9642666667,20.9987333333,32.7868,13.5916,24.7968,7.94893333333
376.90,13.8724,26.6440666667,23.8676,15.6532666667,12.6155333333,12.9024666667,20.9409333333,32.6269333333,13.5862666667,24.7946666667,7.91226666667
377.26,13.8602666666,26.649,23.8274,15.6752666667,12.5974666666,12.9196,20.9497333333,32.5304666667,13.6172,24.7826666667,7.90733333333
377.63,13.8515333333,26.7267333333,23.775,15.7324,12.5480666667,12.8467333333,20.9296,32.4652,13.6082666667,24.8752,7.8318
377.99,13.8333333333,26.727,23.7895333333,15.8068,12.5541333333,12.8716666667,20.9062,32.41,13.604,24.9484,7.831
378.35,13.7976666667,26.734,23.7274,15.9066666667,12.5242,12.8482,20.8829333333,32.2713333333,13.5457333333,24.9328,7.79053333333
378.71,13.7994666667,26.6943333333,23.6757333333,15.9056,12.5079333333,12.8280666667,20.8646666667,32.1607333333,13.5758666667,24.9182,7.76633333333
379.07,13.6627333333,26.5095333333,23.4671333333,15.7497333333,12.3925333333,12.6234666667,20.6809333333,31.7884666667,13.3889333333,24.7206666667,7.6
379.44,13.5530666667,26.4657333333,23.4476666667,15.6690666667,12.3246666667,12.5422666666,20.53,31.6924666667,13.2943333333,24.7837333333,7.50133333333
379.80,13.5328666667,26.4709333333,23.4693333333,15.6662,12.3065333333,12.4536666667,20.4921333333,31.6463333333,13.3068,24.7944666667,7.46493333333
380.16,13.5303333333,26.5076666667,23.4516666667,15.6643333333,12.3145333333,12.4104666667,20.4982666667,31.5120666667,13.2961333333,24.7776666667,7.49273333333
380.52,13.6310666667,26.5487333333,23.568,15.7443333333,12.4241333333,12.4522,20.5206,31.5027333333,13.3680666667,24.892,7.5954
