wavelength,Back_TacPhom,Belly_TacPhom,Breast_TacPhom,Crissum_TacPhom,Crown_TacPhom,DorTail_TacPhom,Patch10_TacPhom,Patch11_TacPhom,Rump_TacPhom,Throat_TacPhom,WingTip_TacPhom
377.99,4.1258,3.29536666667,2.99943333333,3.2823,1.6242,4.80506666667,35.8325333333,7.2678,4.80386666667,2.84206666667,3.78593333333
378.35,4.10086666666,3.25523333333,2.95433333333,3.2647,1.60986666667,4.7902,35.7369333333,7.21259999999,4.7834,2.80373333333,3.7652
378.71,4.02393333333,3.1558,2.8335,3.1948,1.48746666666,4.71953333333,35.6803333333,7.10560000001,4.67646666667,2.6978,3.6738
379.07,4.00506666667,3.11576666667,2.80116666667,3.1793,1.45693333333,4.7012,35.7619333333,7.0498,4.6246,2.69273333333,3.66033333333
379.44,4.03633333334,3.13203333333,2.83606666667,3.21016666667,1.48826666667,4.726,35.7752,7.04000000001,4.63926666666,2.7224,3.69166666667
379.80,4.09306666667,3.20333333333,2.87143333333,3.2803,1.53473333333,4.7936,35.829,7.09566666667,4.6954,2.78126666667,3.7374
380.16,4.10566666667,3.20766666667,2.86893333333,3.28166666667,1.52373333333,4.79726666667,35.8231333333,7.07920000001,4.68386666667,2.7848,3.727
380.52,4.0736,3.16953333333,2.81553333333,3.25356666667,1.48966666667,4.74286666667,35.88,7.00239999999,4.63826666667,2.7714,3.69646666667
380.88,4.0222,3.1087,2.75813333333,3.22756666667,1.48073333333,4.7232,35.9219333333,6.97333333333,4.6046,2.75086666667,3.66693333333
381.24,4.00133333333,3.0738,2.7772,3.222,1.46033333333,4.7322,35.9364,6.91213333333,4.62073333333,2.73586666667,3.64286666667
381.61,4.0472,3.10183333333,2.83463333333,3.2582,1.506,4.79693333333,36.0296666667,6.93853333334,4.65373333333,2.7992,3.65626666667
381.97,4.09766666667,3.13556666667,2.89606666667,3.2965,1.54693333333,4.85206666667,36.0825333333,6.9486,4.7122,2.85613333333,3.6862
382.33,4.13673333333,3.19196666667,2.94736666667,3.34146666667,1.5898,4.86733333333,36.2132666667,6.96566666667,4.76433333333,2.91153333333,3.73053333333
382.69,4.15673333333,3.26393333333,3.0176,3.39546666667,1.6464,4.92946666667,36.2357333333,6.98906666667,4.81186666667,2.99266666667,3.75466666667
383.05,4.20793333333,3.37136666667,3.08413333333,3.43493333333,1.76826666667,5.01966666667,36.2964,7.05200000001,4.91046666667,3.0722,3.8302
383.41,4.19433333333,3.3944,3.09573333333,3.41323333333,1.7752,5.04113333333,36.3584,7.01813333333,4.94153333333,3.07586666667,3.82326666667
383.77,4.20246666667,3.42533333333,3.14706666667,3.40963333333,1.79326666667,5.0382,36.3774,6.99193333333,4.95153333333,3.08346666667,3.86613333333
384.14,4.21006666667,3.4496,3.18363333333,3.4414,1.828,5.08253333333,36.4708666667,7.01333333333,4.99033333333,3.11406666667,3.93506666667
384.50,4.177,3.44953333333,3.16566666667,3.41766666667,1.8316,5.06973333333,36.4324,6.96146666667,4.96586666667,3.0906,3.91273333333
384.86,4.14326666667,3.44733333333,3.1436,3.40706666667,1.80126666666,5.04373333333,36.4244666667,6.87966666666,4.93006666667,3.04533333333,3.85333333333
385.22,4.11953333333,3.40753333333,3.07596666667,3.37743333333,1.76066666667,4.9836,36.4192666667,6.82806666667,4.85486666667,3.00513333333,3.80266666667
385.58,4.1178,3.40606666667,3.07076666667,3.41463333333,1.77686666667,4.98926666667,36.4314666667,6.8116,4.86006666667,3.01393333333,3.82906666667
385.94,4.06906666667,3.39173333333,3.03223333333,3.3687,1.72913333333,4.96466666667,36.393,6.74386666667,4.79666666667,2.98346666667,3.78333333333
386.30,4.08246666667,3.38856666667,3.05636666667,3.38463333333,1.72,4.9774,36.4566,6.74986666667,4.7892,3.021,3.79726666667
386.66,4.11033333333,3.40296666667,3.05273333333,3.37956666667,1.71466666667,4.95233333333,36.5098666667,6.73366666666,4.79946666667,3.02766666667,3.83873333333
387.03,4.09613333333,3.3456,3.0286,3.36703333333,1.65106666667,4.90146666667,36.512,6.68853333333,4.77633333333,3.00273333333,3.79906666667
387.39,4.028,3.2499,2.97243333333,3.30926666667,1.58913333333,4.82473333333,36.4973333333,6.62433333333,4.675,2.9568,3.75986666667
387.75,4.023,3.20603333333,2.94696666667,3.2772,1.56946666667,4.81873333333,36.5513333333,6.60186666667,4.65853333333,2.96353333333,3.7514
388.11,3.96753333333,3.14533333333,2.8844,3.21963333333,1.519,4.7514,36.497,6.50826666667,4.60606666667,2.9196,3.6944
388.47,3.99126666667,3.17426666667,2.91296666667,3.26163333333,1.55233333334,4.792,36.5888666667,6.53613333334,4.66273333333,2.97146666667,3.74646666667
388.83,4.02813333333,3.19903333333,2.9639,3.29246666667,1.60606666667,4.8236,36.6224666667,6.55666666667,4.70666666667,3.02953333333,3.8014
389.19,4.05806666667,3.2416,3.0184,3.32883333333,1.66733333333,4.8732,36.7,6.57966666667,4.7534,3.08013333333,3.86073333333
389.55,4.05653333333,3.24716666667,3.04116666667,3.31603333333,1.66286666667,4.85873333333,36.7715333333,6.55493333334,4.7128,3.08286666667,3.84433333333
389.91,4.08806666667,3.27003333333,3.09086666667,3.36176666667,1.72466666667,4.875,36.8920666667,6.56266666666,4.76206666666,3.10293333334,3.91586666667
390.27,3.96333333333,3.1781,2.99333333333,3.24916666667,1.62606666667,4.76933333333,36.7304666667,6.42493333333,4.65853333333,2.97033333333,3.82213333333
390.63,3.9258,3.13646666667,2.96406666667,3.20936666667,1.59633333333,4.74893333333,36.7646,6.391,4.62406666667,2.90926666667,3.78386666667
391.00,3.9578,3.16656666667,2.9843,3.225,1.60606666667,4.7742,36.8065333333,6.38373333333,4.62713333333,2.8952,3.8098
391.36,4.01026666667,3.21843333333,3.02916666667,3.2784,1.65093333333,4.8338,36.8980666667,6.40153333333,4.69133333333,2.93973333333,3.8476
391.72,4.0596,3.2797,3.08153333333,3.3672,1.7104,4.86666666667,36.9259333333,6.41213333333,4.74406666667,2.99486666667,3.87566666667
392.08,4.11706666667,3.32486666667,3.1475,3.4245,1.76013333333,4.9194,37.0117333333,6.45326666667,4.8052,3.0454,3.90113333333
392.44,4.12113333333,3.29396666667,3.1388,3.40943333333,1.73193333333,4.89493333333,37.0467333333,6.41893333333,4.77533333333,3.02553333333,3.8792
392.80,4.12593333334,3.28376666667,3.12923333333,3.38066666667,1.69693333333,4.86766666667,37.0674666667,6.39006666667,4.76053333334,3.0018,3.88613333333
393.16,4.13746666667,3.28796666667,3.148,3.393,1.69406666667,4.8818,37.0978666667,6.3872,4.77426666667,3.00073333333,3.9048
393.52,4.09393333333,3.24903333333,3.0913,3.34886666667,1.64213333333,4.84813333334,37.0746666666,6.32833333333,4.76346666667,2.93806666667,3.8654
393.88,4.15433333333,3.3026,3.1228,3.41466666667,1.68293333333,4.89233333333,37.0926666667,6.3814,4.81626666667,3.00206666667,3.90106666667
394.24,4.27406666666,3.3856,3.21336666667,3.52703333333,1.7856,4.9784,37.2708666667,6.48386666667,4.93653333333,3.12173333334,3.97026666667
394.60,4.28813333333,3.38883333333,3.21663333333,3.55496666667,1.7888,4.9778,37.2843333333,6.4622,4.94926666667,3.13113333333,3.95453333333
394.96,4.2804,3.38243333333,3.21363333333,3.54563333333,1.7838,4.97393333333,37.3064,6.43193333333,4.9586,3.14333333333,3.94526666667
395.32,4.29993333333,3.40596666667,3.20376666667,3.54916666667,1.78853333333,4.9864,37.3256,6.43866666667,4.98253333333,3.147,3.96413333333
395.68,4.2754,3.37896666667,3.16856666667,3.504,1.7646,4.9726,37.3096,6.399,4.947,3.11326666667,3.94446666667
396.04,4.2678,3.38953333333,3.15296666667,3.5072,1.7588,4.96006666667,37.3240666667,6.37853333333,4.93626666667,3.08246666667,3.95066666666
396.40,4.28066666666,3.44073333333,3.1815,3.53066666667,1.78193333333,4.97073333333,37.293,6.3748,4.96026666667,3.09666666667,3.9756
396.76,4.29533333333,3.47193333333,3.21063333333,3.55653333333,1.82053333333,5.02346666667,37.3455333333,6.3734,4.9926,3.1266,3.986
397.12,4.28153333333,3.49066666667,3.1889,3.5511,1.82253333333,5.0118,37.3576,6.32486666667,4.9754,3.13446666667,3.95726666667
397.48,4.32653333333,3.5324,3.2289,3.57183333333,1.85693333333,5.04693333333,37.3941333333,6.34179999999,4.98946666667,3.1824,3.9944
397.84,4.30246666667,3.50186666667,3.20556666667,3.52903333333,1.80073333333,5.0308,37.4404,6.26773333333,4.9632,3.15546666667,3.953
398.20,4.2964,3.50263333333,3.1887,3.52643333333,1.7864,5.0436,37.4811333333,6.21306666667,4.9408,3.15353333333,3.98433333333
398.56,4.2812,3.48453333333,3.18453333333,3.49366666667,1.78466666667,5.066,37.5104666667,6.16006666667,4.91606666667,3.16386666667,4.00433333333
398.92,4.2418,3.45323333333,3.13836666667,3.47646666667,1.7574,5.04686666667,37.5523333333,6.0986,4.87126666667,3.14766666667,3.98346666667
399.28,4.1902,3.42766666667,3.1155,3.45083333333,1.7124,4.99553333334,37.5294,6.01286666667,4.8204,3.10346666667,3.93566666667
399.64,4.137,3.37176666667,3.1063,3.4184,1.65586666667,4.93533333333,37.4873333333,5.939,4.79253333333,3.06826666667,3.90306666667
400.00,4.09666666667,3.33866666667,3.0778,3.37906666667,1.6202,4.93453333333,37.4873333333,5.85913333333,4.763,3.06013333333,3.89666666666
400.36,4.0684,3.31426666667,3.06723333333,3.3512,1.61506666667,4.92353333333,37.5811333333,5.8182,4.755,3.051,3.87913333333
400.72,4.03413333334,3.2895,3.03023333333,3.30956666667,1.5834,4.89693333333,37.5397333333,5.746,4.7092,3.03953333333,3.86
401.08,3.95906666667,3.2081,2.97886666667,3.2406,1.51433333333,4.84406666667,37.5162666667,5.66233333333,4.6546,2.9812,3.792
401.44,3.94066666667,3.17653333333,2.94846666667,3.21423333333,1.48086666666,4.81513333333,37.5530666667,5.60866666667,4.64086666667,2.93713333333,3.76866666667
401.80,3.92613333333,3.17906666667,2.93293333333,3.2087,1.4962,4.79113333333,37.5985333333,5.57353333333,4.6502,2.91686666667,3.75913333333
402.16,3.8614,3.14813333333,2.87633333333,3.141,1.46153333333,4.7386,37.5228666667,5.48173333333,4.60966666667,2.86313333333,3.69566666667
402.52,3.8598,3.14503333333,2.86593333333,3.15316666667,1.45666666667,4.69306666667,37.5595333333,5.4518,4.615,2.84113333333,3.68546666667
402.88,3.874,3.15656666667,2.90266666667,3.16956666667,1.4734,4.6942,37.5662,5.4492,4.63326666667,2.84973333333,3.70086666667
403.24,3.8772,3.18103333333,2.90296666667,3.17506666667,1.49406666667,4.707,37.5430666667,5.44453333333,4.62633333333,2.88386666667,3.70846666667
403.60,3.90546666667,3.20416666667,2.8951,3.17903333333,1.51633333333,4.72413333333,37.6258,5.42666666667,4.6152,2.8958,3.71953333333
403.95,3.946,3.23883333333,2.92066666667,3.1983,1.55146666667,4.7378,37.7093333333,5.4428,4.6426,2.9176,3.72933333333
404.31,3.996,3.2874,2.95623333333,3.255,1.59346666667,4.78053333333,37.7138,5.45173333333,4.67286666667,2.96713333333,3.76713333333
404.67,4.00966666667,3.28403333333,2.96016666667,3.2577,1.60066666667,4.7772,37.7886,5.44186666667,4.6756,2.96773333333,3.75773333333
405.03,4.07666666667,3.34513333333,2.9977,3.30426666667,1.6472,4.82286666667,37.8869333333,5.46213333333,4.7192,3.02966666667,3.8106
405.39,4.07873333333,3.37396666667,3.02736666667,3.32283333333,1.66033333333,4.84673333333,37.8829333333,5.45133333333,4.72586666667,3.05913333333,3.82426666667
405.75,4.08933333333,3.3854,3.0345,3.31626666667,1.65386666667,4.84833333333,37.862,5.4392,4.70833333333,3.07453333333,3.8412
406.11,4.17633333333,3.448,3.11623333333,3.3961,1.72346666667,4.92293333333,37.9852,5.503,4.7764,3.15126666667,3.9038
406.47,4.23466666667,3.51056666667,3.17353333333,3.45306666667,1.77193333333,4.9888,38.0182666666,5.53806666667,4.8296,3.22266666667,3.96273333333
406.83,4.25813333333,3.55653333333,3.20686666667,3.48483333334,1.79926666667,5.01286666667,38.0763333333,5.5188,4.863,3.25593333333,3.9956
407.19,4.28433333333,3.54843333333,3.23633333333,3.49466666667,1.82046666667,5.0094,38.1788666667,5.4866,4.8712,3.2486,4.0146
407.55,4.31466666667,3.5724,3.2657,3.5381,1.8394,5.03073333333,38.2408666667,5.48313333333,4.9026,3.2634,4.04146666667
407.90,4.29873333333,3.55986666667,3.26286666667,3.55153333333,1.82626666667,5.02566666667,38.2650666667,5.447,4.88806666667,3.2582,4.04806666667
408.26,4.26453333333,3.51473333333,3.2192,3.5144,1.78086666667,4.99546666667,38.2542666667,5.38773333333,4.85086666667,3.2352,4.02386666667
408.62,4.2476,3.5129,3.2057,3.52816666666,1.76006666667,4.99533333333,38.257,5.3548,4.84,3.22746666667,4.0358
408.98,4.27873333333,3.54416666667,3.2382,3.56906666667,1.78126666667,5.01373333333,38.3039333333,5.36666666667,4.86,3.24793333333,4.0748
409.34,4.29913333333,3.5639,3.22773333333,3.60683333333,1.80126666667,5.03373333333,38.3636666667,5.36713333334,4.9014,3.27246666667,4.1002
409.70,4.28333333333,3.5513,3.24016666667,3.6217,1.794,5.03926666667,38.398,5.333,4.90766666667,3.25026666667,4.09626666667
410.06,4.21513333333,3.48736666667,3.15686666667,3.55783333333,1.72526666667,4.9692,38.3035333333,5.24533333333,4.82826666667,3.17686666667,4.03973333334
410.42,4.20093333333,3.47253333333,3.13736666667,3.53213333333,1.7126,4.96906666667,38.3374666666,5.21226666667,4.80086666667,3.15406666667,4.0216
410.77,4.21966666667,3.4723,3.1407,3.52413333333,1.72673333333,4.97873333333,38.3072666667,5.215,4.8056,3.1628,4.01826666667
411.13,4.2118,3.4555,3.12636666667,3.5162,1.71413333333,4.99786666667,38.312,5.19266666667,4.80813333333,3.1592,4.01813333333
411.49,4.16206666667,3.40566666667,3.0822,3.4736,1.6808,4.97766666667,38.2768666667,5.1412,4.76366666667,3.1262,3.98133333333
411.85,4.1716,3.4138,3.08873333333,3.47136666667,1.68006666667,4.96246666667,38.2550666667,5.11686666667,4.77473333333,3.1342,3.9608
412.21,4.18426666667,3.4331,3.09683333333,3.46683333333,1.69286666667,4.96266666667,38.3002666667,5.0972,4.7794,3.1234,3.9654
412.57,4.18013333333,3.44006666667,3.0898,3.45023333333,1.69626666667,4.95466666667,38.3059333333,5.07353333333,4.7876,3.13313333333,3.95973333333
412.92,4.1162,3.38143333333,3.04973333333,3.4085,1.63913333333,4.899,38.2638666667,4.99593333333,4.74653333333,3.08373333333,3.9112
413.28,4.04253333333,3.3066,2.98723333333,3.32673333333,1.57766666667,4.80613333333,38.201,4.8866,4.6632,2.99993333333,3.84133333333
413.64,4.04946666667,3.32423333333,3.0025,3.33143333333,1.59626666667,4.82413333333,38.2006,4.86566666667,4.669,3.0368,3.84213333333
414.00,4.0904,3.3651,3.0601,3.37183333333,1.6366,4.867,38.2534,4.8818,4.7256,3.0794,3.89346666667
414.36,4.06586666667,3.35193333333,3.0486,3.37753333333,1.6174,4.8572,38.2485333333,4.85106666666,4.72026666667,3.0722,3.887
414.72,4.0168,3.3092,2.99803333333,3.3593,1.5752,4.8288,38.2735333333,4.79006666667,4.6716,3.01886666667,3.8554
415.07,4.05466666667,3.35093333333,3.018,3.38753333333,1.61093333333,4.85233333333,38.2939333333,4.78926666667,4.702,3.0512,3.86466666667
415.43,4.10993333333,3.41276666667,3.06133333333,3.4382,1.66226666667,4.9036,38.4010666667,4.82826666667,4.76393333334,3.109,3.9068
415.79,4.10386666667,3.40086666667,3.0475,3.4221,1.66106666667,4.91466666667,38.429,4.815,4.75146666666,3.0984,3.92053333333
416.15,4.0916,3.3935,3.04913333333,3.40923333333,1.6548,4.9172,38.418,4.78753333333,4.7328,3.08606666667,3.90713333333
416.51,4.0846,3.38496666667,3.04073333333,3.41283333333,1.64926666667,4.91746666667,38.3943333333,4.7662,4.72633333333,3.07893333333,3.90706666666
416.86,4.10073333333,3.4039,3.05513333333,3.42673333333,1.6712,4.94866666667,38.4384,4.755,4.74173333333,3.09513333333,3.92513333333
417.22,4.12106666667,3.4195,3.07653333333,3.44866666667,1.6984,4.97993333333,38.4532,4.76113333333,4.7618,3.12293333333,3.94793333333
417.58,4.14346666667,3.43176666667,3.08056666667,3.47036666667,1.72073333333,5.0098,38.5101333333,4.77353333333,4.77766666667,3.12653333333,3.98186666667
417.94,4.1434,3.43493333333,3.07626666667,3.47013333333,1.71853333333,5.01106666667,38.5357333333,4.74593333333,4.7574,3.105,3.9698
418.29,4.17406666667,3.4634,3.1098,3.4978,1.752,5.02906666667,38.5349333333,4.745,4.78266666667,3.13706666667,4.0028
418.65,4.19253333333,3.48163333333,3.1159,3.5007,1.75773333333,5.052,38.5705333334,4.7448,4.79353333333,3.15813333333,4.01593333333
419.01,4.18306666667,3.46843333333,3.09963333333,3.48976666667,1.72966666667,5.04386666667,38.5717333334,4.70593333333,4.7746,3.1474,4.02606666667
419.37,4.18526666666,3.46963333333,3.10763333333,3.4904,1.73146666667,5.0396,38.5449333333,4.67433333333,4.76173333333,3.147,4.0306
419.73,4.20593333333,3.49113333333,3.12413333333,3.5208,1.75126666667,5.0588,38.5632,4.67073333333,4.7876,3.16646666667,4.04926666667
420.08,4.2308,3.5136,3.1529,3.5597,1.7826,5.09086666667,38.5798666667,4.68193333333,4.81793333333,3.2102,4.0856
420.44,4.2602,3.5446,3.1896,3.5831,1.80633333333,5.11426666667,38.6068,4.678,4.8288,3.22353333334,4.1116
420.80,4.28366666667,3.5617,3.19693333333,3.59706666667,1.82746666667,5.12793333333,38.6062,4.68033333333,4.84353333333,3.23773333333,4.1254
421.16,4.30953333333,3.5863,3.21833333333,3.6184,1.84153333333,5.16,38.6374666667,4.6872,4.8632,3.26166666667,4.15
421.51,4.2884,3.5616,3.19723333333,3.58756666667,1.81166666667,5.12946666667,38.6004,4.63893333333,4.8348,3.24526666667,4.127
421.87,4.27686666667,3.5501,3.1891,3.5734,1.80313333333,5.12106666667,38.6122666666,4.61346666667,4.82693333333,3.25086666666,4.1314
422.23,4.2724,3.5418,3.1881,3.56423333333,1.799,5.11366666667,38.6474666667,4.59146666667,4.81753333333,3.24906666667,4.128
422.58,4.25413333333,3.5188,3.18226666667,3.5529,1.7916,5.08906666667,38.6061333333,4.5504,4.80433333333,3.23733333333,4.12106666667
422.94,4.25253333333,3.52063333333,3.19643333333,3.56133333333,1.80373333334,5.0968,38.6269333333,4.54493333333,4.80853333334,3.25046666667,4.11953333333
423.30,4.23006666667,3.49386666667,3.1699,3.53363333333,1.77773333333,5.07526666667,38.6474666667,4.5082,4.788,3.21833333334,4.0968
423.66,4.22706666667,3.48713333333,3.17313333333,3.5246,1.7798,5.06293333333,38.6696,4.48746666666,4.783,3.21766666667,4.0924
424.01,4.21753333333,3.48033333333,3.1651,3.51666666667,1.77246666667,5.05286666667,38.688,4.45406666667,4.7678,3.19553333333,4.08053333333
424.37,4.19333333333,3.4578,3.1368,3.4956,1.75406666667,5.04346666667,38.7008666667,4.42366666667,4.74726666667,3.18046666667,4.05166666666
424.73,4.14806666667,3.41416666667,3.108,3.45996666667,1.71133333333,5.00793333333,38.6800666667,4.36153333333,4.70093333333,3.1442,4.01473333333
425.08,4.14006666667,3.39806666667,3.10246666667,3.4533,1.70493333333,4.98646666667,38.6724666667,4.32853333333,4.6866,3.14126666667,4.00946666667
425.44,4.14186666667,3.41363333333,3.1082,3.4633,1.72186666667,4.98986666667,38.6868666667,4.32253333334,4.6906,3.14186666667,4.01566666667
425.80,4.13386666667,3.4063,3.0997,3.45926666667,1.72313333333,4.98626666667,38.6749333333,4.29993333333,4.68873333333,3.13686666667,3.9998
426.16,4.1048,3.3876,3.07223333333,3.44026666667,1.6966,4.9788,38.6576666667,4.2598,4.6666,3.11073333333,3.97073333333
426.51,4.09713333333,3.38803333333,3.0611,3.43903333334,1.689,4.97386666667,38.7072666667,4.24593333333,4.6522,3.10553333333,3.95526666667
426.87,4.0812,3.36893333333,3.02726666667,3.4149,1.6626,4.93926666667,38.6892666667,4.206,4.62046666667,3.07053333333,3.9266
427.23,4.10993333333,3.4055,3.06603333333,3.4589,1.6966,4.97313333333,38.6744666667,4.22466666667,4.65686666667,3.11786666667,3.96
427.58,4.0656,3.37756666667,3.0328,3.423,1.65893333333,4.96033333333,38.5996666667,4.1734,4.61166666667,3.09213333333,3.92726666667
427.94,4.03773333333,3.35616666667,3.01306666667,3.3933,1.6276,4.9346,38.5817333333,4.1364,4.58713333333,3.07613333333,3.9064
428.30,4.04146666667,3.35523333333,3.02363333333,3.398,1.63533333333,4.92193333333,38.6130666666,4.10906666667,4.59613333333,3.08466666667,3.9206
428.65,4.05873333333,3.37226666667,3.04006666667,3.41213333333,1.6598,4.94253333333,38.6384,4.12066666667,4.61573333333,3.104,3.94273333333
429.01,4.02073333333,3.34586666667,2.9972,3.38616666667,1.6296,4.91533333333,38.6462,4.07433333333,4.5794,3.06026666667,3.90886666667
429.37,3.97473333333,3.28806666667,2.94593333333,3.3412,1.57186666667,4.86373333333,38.657,3.9972,4.52453333333,3.0182,3.8656
429.72,3.995,3.3128,2.96476666667,3.3561,1.57513333333,4.8834,38.7068666667,4.00113333333,4.52666666667,3.03686666667,3.90073333333
430.08,4.03306666667,3.3477,2.99083333333,3.38056666667,1.61306666666,4.91133333333,38.7595333333,4.0198,4.54593333333,3.07273333333,3.94566666667
430.44,4.05446666667,3.37403333333,3.01256666667,3.40446666667,1.63486666667,4.94386666667,38.7419333333,4.02193333333,4.5828,3.0846,3.97453333333
430.79,4.02506666667,3.36466666667,3.02186666667,3.4062,1.6408,4.93813333333,38.7476666667,3.9906,4.57946666667,3.07966666667,3.96806666667
431.15,4.015,3.35643333333,3.0054,3.3961,1.63226666667,4.92013333333,38.7828666667,3.9486,4.56006666667,3.06113333333,3.95653333333
431.50,4.03373333333,3.36096666667,3.00556666667,3.4047,1.62886666667,4.9298,38.8348,3.93513333333,4.57073333334,3.07186666667,3.96913333333
431.86,4.05893333333,3.3752,3.0144,3.42296666667,1.63893333333,4.95293333333,38.86,3.94293333333,4.5926,3.09066666667,3.9998
432.22,4.05726666667,3.3841,3.0138,3.43153333333,1.63313333333,4.96393333333,38.8652666667,3.93633333333,4.59326666667,3.10466666667,4.00986666667
432.57,4.08146666667,3.42223333334,3.0375,3.456,1.659,4.9848,38.8815333333,3.94706666667,4.62113333333,3.1302,4.0412
432.93,4.09413333334,3.44966666667,3.068,3.46546666667,1.68546666667,5.01626666667,38.9315333333,3.94726666667,4.64326666667,3.151,4.07013333333
433.29,4.11386666667,3.48193333333,3.08386666667,3.4912,1.71586666667,5.04093333333,38.9088,3.9684,4.6722,3.18246666667,4.0946
433.64,4.12126666667,3.493,3.09266666667,3.51853333333,1.72633333333,5.05906666667,38.9479333333,3.95833333333,4.681,3.19586666667,4.1024
434.00,4.08973333333,3.45806666667,3.06393333333,3.50113333333,1.69986666667,5.02966666667,38.9104666667,3.9184,4.6512,3.16633333333,4.06753333333
434.35,4.08133333333,3.45326666667,3.06626666667,3.49706666667,1.7,5.02306666667,38.9476,3.8994,4.6318,3.16966666667,4.06913333333
434.71,4.11193333333,3.4847,3.08766666667,3.5198,1.72273333333,5.05326666667,38.9550666666,3.92346666667,4.662,3.2066,4.10513333333
435.07,4.0988,3.48616666667,3.0845,3.5096,1.72106666667,5.059,38.9382,3.91193333333,4.65126666667,3.216,4.09833333333
435.42,4.1102,3.49986666667,3.09396666667,3.52586666667,1.739,5.06713333333,38.9685333333,3.91253333333,4.6586,3.2206,4.11266666667
435.78,4.08693333333,3.4782,3.08403333333,3.51173333333,1.72493333333,5.04606666667,38.9688666667,3.8792,4.64106666667,3.20306666667,4.093
436.13,4.08593333333,3.46726666667,3.08783333333,3.5102,1.72653333334,5.04626666667,38.9574666666,3.8812,4.64386666667,3.1958,4.0828
436.49,4.05773333334,3.44976666667,3.0731,3.4943,1.70473333333,5.03093333333,38.9411333333,3.85666666667,4.61033333333,3.16686666667,4.0522
436.84,4.07386666667,3.45286666667,3.07273333333,3.51026666667,1.70486666667,5.0332,38.9517333333,3.87353333333,4.61886666667,3.17786666667,4.04593333333
437.20,4.09186666667,3.46253333333,3.10853333333,3.5403,1.72126666667,5.06833333333,39.0396,3.89566666667,4.6368,3.20513333333,4.07413333333
437.56,4.07553333333,3.44766666667,3.11026666667,3.51953333333,1.7106,5.05653333333,38.9996666667,3.8812,4.62933333333,3.18626666667,4.06486666667
437.91,4.108,3.47396666667,3.1501,3.54373333333,1.73686666667,5.08873333333,39.0677333333,3.90346666667,4.66913333333,3.21313333333,4.10013333333
438.27,4.13546666667,3.50113333333,3.17163333333,3.56723333333,1.7622,5.129,39.1018,3.92513333334,4.70133333333,3.2388,4.12953333333
438.62,4.12826666667,3.49153333333,3.16003333333,3.56026666667,1.7528,5.1182,39.1514666667,3.90933333333,4.68246666667,3.2232,4.1168
438.98,4.1392,3.50043333333,3.16916666667,3.57736666667,1.76306666667,5.1344,39.1646666667,3.92766666667,4.6958,3.23073333333,4.1372
439.33,4.13606666667,3.50833333333,3.1754,3.5795,1.77666666667,5.13286666667,39.1496666667,3.9282,4.68786666667,3.236,4.14326666667
439.69,4.1794,3.5447,3.19676666667,3.61473333333,1.81046666667,5.16893333333,39.209,3.95153333333,4.70893333333,3.26766666667,4.1758
440.04,4.18686666667,3.5641,3.20503333333,3.6279,1.83333333333,5.18573333333,39.2327333333,3.95093333333,4.72353333333,3.28,4.20366666667
440.40,4.197,3.5559,3.20543333333,3.63796666667,1.839,5.20166666667,39.2902,3.94986666667,4.7416,3.30273333333,4.22373333333
440.75,4.2006,3.56593333333,3.22006666667,3.64766666667,1.852,5.21573333333,39.3087333333,3.94966666667,4.74866666667,3.31853333333,4.2412
441.11,4.2118,3.5799,3.2316,3.6507,1.86753333333,5.22453333333,39.3099333333,3.95826666666,4.76573333333,3.32066666667,4.2488
441.47,4.22213333333,3.58323333333,3.2292,3.66293333333,1.87633333333,5.2254,39.3384666667,3.97246666667,4.7708,3.3292,4.25446666667
441.82,4.20866666667,3.58033333333,3.2092,3.6562,1.86766666667,5.21573333333,39.3202,3.95806666667,4.74933333333,3.31733333333,4.24486666667
442.18,4.1754,3.538,3.17613333333,3.61916666667,1.82886666667,5.1676,39.3113333333,3.92273333333,4.70273333333,3.28966666667,4.21026666667
442.53,4.15346666667,3.5196,3.1663,3.6085,1.81466666667,5.16606666667,39.2431333333,3.90426666667,4.68893333333,3.27493333333,4.196
442.89,4.15073333333,3.51093333333,3.15386666667,3.5985,1.80746666667,5.15493333333,39.2767333333,3.88453333333,4.67753333333,3.265,4.19026666667
443.24,4.14586666667,3.50843333333,3.14906666667,3.6041,1.79806666667,5.1538,39.2980666667,3.87693333333,4.67146666667,3.25986666667,4.18913333333
443.60,4.1038,3.4763,3.1148,3.57786666667,1.7674,5.12593333333,39.2571333333,3.85326666667,4.64,3.2318,4.15846666667
443.95,4.09826666667,3.4672,3.10686666667,3.56996666667,1.745,5.10586666667,39.2956666667,3.8414,4.61806666667,3.216,4.13886666667
444.31,4.102,3.4838,3.11266666667,3.57236666667,1.75,5.11053333333,39.3216666667,3.84493333333,4.61613333333,3.217,4.14766666667
444.66,4.09193333333,3.4766,3.10246666667,3.57103333333,1.7362,5.10273333333,39.3293333333,3.83173333333,4.5992,3.19706666667,4.14473333333
445.02,4.06393333333,3.45316666667,3.07576666667,3.54353333333,1.70866666667,5.0838,39.3148666667,3.7986,4.56933333333,3.18093333334,4.12226666667
445.37,4.04826666667,3.4493,3.05896666667,3.53356666667,1.7012,5.08146666667,39.3375333333,3.774,4.55466666667,3.16886666667,4.10586666667
445.72,4.03846666667,3.4505,3.05443333333,3.53193333333,1.6984,5.06726666667,39.3486,3.77653333333,4.5556,3.16426666667,4.1034
