wavelength,Back_ButMonf,Belly_ButMonf,Breast_ButMonf,Crissum_ButMonf,Crown_ButMonf,DorTail_ButMonf,Patch10_ButMonf,Patch11_ButMonf,Patch12_ButMonf,Patch13_ButMonf,Rump_ButMonf,Throat_ButMonf,WingTip_ButMonf
358.75,13.9362666667,12.3424666667,11.97,13.5368,3.65973333333,4.7734,9.92693333335,9.02093333333,25.5567333333,30.3878,23.9400666667,3.56753333333,5.9332
359.11,13.3182,11.6118666667,11.3099333333,12.8575333333,2.8578,4.2016,9.21099999999,8.3316,24.9904666667,29.8604,23.3446,2.81246666667,5.2058
359.48,13.4695333333,11.8091333333,11.4743333333,12.9101333333,2.85286666667,4.32173333334,9.28033333332,8.4226,25.1169333333,30.0864666667,23.4125333333,2.9156,5.3672
359.84,13.5287333333,11.7980666667,11.5991333333,13.0348666667,2.97073333333,4.52733333333,9.39220000001,8.48973333333,25.0889333333,30.0462,23.2765333333,3.13793333333,5.51886666667
360.20,13.4063333333,11.5816666667,11.5122,12.9032666667,2.84073333333,4.40166666667,9.16406666666,8.2344,24.9254666667,29.9411333333,23.2050666667,2.99346666667,5.3936
360.57,13.431,11.6777333333,11.6102666667,12.9691333333,2.9472,4.58606666667,9.18226666666,8.1976,24.9503333333,29.8937333333,23.1360666667,3.11266666667,5.392
360.93,13.8068666667,12.0736,12.0703333333,13.3663333333,3.27566666666,5.04853333333,9.528,8.57406666667,25.4036,30.2614666667,23.4500666667,3.5552,5.772
361.29,13.763,12.1317333333,12.1188666667,13.327,3.2428,5.0484,9.44446666667,8.50786666667,25.3844,30.2682,23.4366,3.54646666667,5.69126666667
361.66,13.9772666667,12.3296,12.4154666667,13.6297333333,3.50546666667,5.24226666667,9.66213333333,8.75393333334,25.6660666667,30.4844666667,23.6615333333,3.8178,5.89866666667
362.02,14.0122,12.2628666667,12.4964,13.6365333333,3.52746666667,5.19186666667,9.51513333333,8.8332,25.5802,30.4151333333,23.6918666667,3.875,5.79513333333
362.39,14.2886666667,12.4656,12.7098666667,13.8847333333,3.8282,5.49186666667,9.88093333333,9.04446666667,25.6703333333,30.6452666667,23.8283333333,4.1476,6.09646666667
362.75,14.5638,12.7966,12.9378666667,14.0834666667,4.049,5.83173333333,10.2384666667,9.24986666667,25.8756666667,30.9760666667,24.0332,4.388,6.3874
363.11,14.914,13.226,13.3206,14.4092,4.50226666666,6.15873333333,10.5977333333,9.69546666667,26.165,31.3076666667,24.3603333333,4.75153333333,6.77073333333
363.48,14.8696,13.1901333333,13.3078,14.3099333333,4.5898,6.20226666667,10.6204,9.65339999999,26.0082,31.0973333333,24.1954,4.77746666667,6.80033333333
363.84,14.7874666667,13.1426666667,13.246,14.2606666667,4.68233333333,6.08493333333,10.5540666667,9.63966666667,25.9137333333,31.1034666667,24.0556,4.69226666667,6.809
364.20,14.7816666667,13.1428666667,13.2708666667,14.2889333333,4.6832,6.0822,10.6568666667,9.75360000001,25.9146,31.0968666667,24.0163333333,4.74213333334,6.81773333333
364.57,14.6986,12.9903333333,13.1634666666,14.2192,4.642,5.914,10.6327333333,9.69046666667,25.7308666666,30.9656,23.9360666667,4.7486,6.7766
364.93,14.4494666667,12.669,12.8646,13.91,4.4074,5.59093333333,10.2849333333,9.39133333333,25.3752,30.6119333333,23.6184,4.4276,6.47453333333
365.29,14.6299333333,12.6322666667,12.8772666667,13.9255333333,4.49206666667,5.66273333333,10.3283333333,9.47093333333,25.3054,30.6925333334,23.7298,4.50573333333,6.53746666667
365.66,14.4542,12.3999333333,12.7542,13.6808666666,4.36033333333,5.5696,10.131,9.2592,25.0214666667,30.4683333333,23.4098666667,4.40813333333,6.35333333333
366.02,14.3503333333,12.3266666667,12.7376,13.6244666667,4.28686666667,5.53326666667,10.0907333333,9.09433333333,24.8690666666,30.4811333333,23.3692666667,4.35546666667,6.38586666667
366.38,14.1338666666,12.1844,12.6328666667,13.5713333333,4.1718,5.4038,9.91720000001,8.96826666666,24.7516,30.3761333333,23.3643333333,4.23393333333,6.2354
366.75,14.2328,12.3058,12.8073333333,13.7449333333,4.40753333333,5.5736,10.0364666667,9.18873333334,24.84,30.4100666666,23.4354666667,4.39366666667,6.38993333333
367.11,14.3710666667,12.3128666666,12.9030666667,13.8574,4.43866666667,5.5908,10.0849333333,9.18606666667,24.9072,30.4355333333,23.519,4.4734,6.42733333333
367.47,14.4199333333,12.0854666667,12.846,13.9150666667,4.2832,5.51,9.95800000002,9.12013333333,24.9035333333,30.5082,23.5366666666,4.38486666667,6.29533333333
367.84,14.5436666667,12.2040666667,12.9955333333,14.0616666667,4.22153333333,5.58653333333,10.0051333333,9.24886666667,24.9464,30.5118,23.722,4.43966666667,6.2902
368.20,14.7827333333,12.4678,13.2452666667,14.3746,4.46786666667,5.81866666667,10.1883333333,9.52326666667,25.1258,30.7688,24.0106,4.7282,6.46626666666
368.56,14.8254,12.4056666667,13.2982,14.3633333333,4.43386666667,5.8942,10.127,9.53086666667,25.1392,30.9206666667,24.0036,4.6174,6.51853333333
368.93,14.88,12.4223333333,13.3368666667,14.4138666667,4.41386666667,5.94266666667,10.2400666667,9.5658,25.1059333333,31.1016666667,24.1773333333,4.71753333333,6.48306666667
369.29,14.7463333333,12.2762,13.2486666667,14.2424666667,4.26346666667,5.7892,10.0458,9.42219999999,25.074,31.0183333333,24.0064,4.55953333333,6.2792
369.65,14.8829333333,12.4030666667,13.3612666667,14.3548,4.37226666667,5.94966666667,10.1889333333,9.59793333334,25.1065333333,31.1088,24.2217333333,4.694,6.48126666667
370.01,15.2238,12.6318,13.5752666666,14.4946666667,4.63813333333,6.2244,10.444,9.84973333333,25.3672666667,31.3392,24.3820666667,4.9076,6.64246666666
370.38,15.4364,12.7506,13.6436,14.4888,4.6898,6.41433333334,10.5113333333,10.0,25.3408,31.4316666667,24.4684666667,5.05446666666,6.68366666667
370.74,15.4236,12.579,13.5904,14.4527333333,4.6474,6.4096,10.4074666667,9.91373333335,25.2900666667,31.3916666667,24.4919333333,4.92126666667,6.6532
371.10,15.4352666666,12.4778666667,13.4836666667,14.3692,4.7152,6.4128,10.3994,9.87473333334,25.1762666667,31.2816,24.4244,4.97246666667,6.6366
371.46,15.4577333333,12.5876666666,13.6765333333,14.2768,4.91833333333,6.439,10.4270666667,9.97193333333,25.2020666667,31.2452666667,24.539,5.12613333333,6.78546666667
371.83,15.4623333333,12.5072,13.6492666667,14.1327333333,4.84713333333,6.46606666667,10.3685333333,9.85513333332,25.2483333333,31.2899333333,24.4948666667,5.084,6.7556
372.19,15.4313333333,12.3006666667,13.5686666667,13.9544,4.7942,6.3202,10.2908,9.67326666667,25.0980666667,31.0948666667,24.3431333333,4.99673333333,6.7222
372.55,15.4335333333,12.2849333333,13.5261333333,13.8854,4.76566666667,6.20613333333,10.2269333333,9.639,25.0758666667,31.0240666667,24.3606666667,4.9422,6.65333333333
372.92,15.5118,12.2424,13.5888,13.9296,4.83206666667,6.2178,10.2340666667,9.66733333333,25.1695333333,31.0894,24.3833333333,4.95333333333,6.7716
373.28,15.599,12.282,13.6761333333,14.0221333333,4.93646666667,6.34013333334,10.3688666667,9.80406666667,25.2464666667,31.1884666667,24.4988,5.10286666667,6.9018
373.64,15.5707333334,12.1640666667,13.6143333333,13.9605333333,4.8408,6.21593333334,10.3184,9.73373333333,25.2065333333,31.2527333333,24.4717333333,4.99446666667,6.7676
374.00,15.3278,11.8358666667,13.3528666667,13.67,4.57086666667,5.96033333333,10.0964666667,9.50473333333,25.0253333333,31.0055333333,24.3123333333,4.75386666667,6.51626666667
374.37,15.2482,11.7106,13.317,13.528,4.5828,5.813,10.0714,9.34773333335,24.9595333333,30.8211333333,24.2130666667,4.67373333333,6.47513333333
374.73,15.2316666667,11.6145333334,13.2660666667,13.4681333333,4.515,5.73686666667,10.0914666666,9.30580000001,24.8805333333,30.9732666667,24.1527333333,4.66573333333,6.34913333333
375.09,15.4119333333,11.7648666667,13.5043333333,13.6438666666,4.66406666667,6.07093333333,10.3074,9.59119999999,25.1266,31.3878666667,24.4264,4.85413333333,6.56206666667
375.45,15.5484,11.7614,13.4823333333,13.641,4.7188,6.21,10.4690666667,9.70173333335,25.1226666667,31.488,24.492,4.986,6.60146666667
375.81,15.6824666667,11.8524,13.6533333333,13.7294666667,4.95726666667,6.3406,10.6337333333,9.875,25.2498,31.7002666667,24.7500666667,5.189,6.7582
376.18,15.6792,11.8571333333,13.6142,13.6799333333,5.06806666667,6.4934,10.6558666666,10.0044666667,25.3308,31.7914,24.7272666667,5.24733333333,6.7982
376.54,15.8498666667,11.9304666667,13.6753333334,13.7776,5.2228,6.62586666667,10.7788666667,10.1066,25.4128666666,31.8808,24.8399333333,5.4156,6.88873333333
376.90,16.0749333333,12.0958,13.7602666667,13.8347333333,5.31726666667,6.78406666667,10.9670666667,10.2221333333,25.5464666667,32.044,24.9877333333,5.5694,6.9932
377.26,16.0816,12.0526666667,13.7839333334,13.7612,5.3548,6.7374,10.9619333333,10.1828,25.6014666667,32.0244,25.0574,5.6182,6.9924
377.63,16.2524666667,12.1354666667,13.9378666667,13.8594666667,5.56393333333,6.92126666667,11.1334,10.2884666667,25.7908,32.1046,25.2196666667,5.81033333333,7.15366666667
377.99,16.1141333333,11.9900666666,13.8733333333,13.7598666667,5.47293333333,6.80793333333,11.0261333333,10.234,25.6584666667,32.0647333333,25.2097333333,5.75826666666,7.08206666667
378.35,15.9201333333,11.7851333333,13.7163333333,13.54,5.2864,6.683,10.8706,10.1129333333,25.5840666667,31.9779333333,25.102,5.54826666667,6.96693333334
378.71,15.9288666667,11.6906666667,13.6892666667,13.4455333333,5.24573333333,6.69393333333,10.82,10.119,25.6125333333,31.9834666667,25.1390666667,5.5552,6.99513333333
379.07,15.5173333333,11.3072666667,13.3143333333,12.9928666667,4.85566666667,6.2772,10.4030666667,9.74140000001,25.2014666667,31.5659333333,24.7685333334,5.15253333333,6.57686666667
379.44,15.3962666667,11.1502,13.1888,12.8938666667,4.68273333333,6.11546666667,10.2388,9.53740000001,25.144,31.5158666667,24.6964,4.931,6.3694
379.80,15.2715333333,11.0097333333,13.0456666667,12.7417333334,4.50586666667,5.9962,10.1764666667,9.40553333333,24.9810666667,31.3138,24.4815333333,4.76653333333,6.21873333333
380.16,15.1147333333,10.9002666667,12.8527333333,12.5783333333,4.31486666667,5.79486666667,10.0284666667,9.19753333333,24.8743333333,31.1393333333,24.3882666667,4.60006666667,6.10173333333
380.52,14.9722666667,10.8304,12.7915333333,12.4828,4.29366666667,5.7754,10.042,9.16420000001,24.7975333333,31.1418666667,24.3533333334,4.5212,6.0844
380.88,14.8056,10.6579333333,12.7007333333,12.3564,4.22826666666,5.70306666667,9.94746666666,9.07820000001,24.6668,30.9890666667,24.2418666667,4.43,5.9804
381.24,14.6767333333,10.4998,12.4429333333,12.1846,4.0438,5.6218,9.78820000001,8.93500000001,24.4196666667,30.8622666667,24.0916,4.20113333333,5.787
381.61,14.4391333333,10.3096,12.1984,11.8941333333,3.7566,5.37826666667,9.59260000001,8.80153333333,24.2724666667,30.7142666667,23.9444,3.90213333333,5.5714
381.97,14.5500666667,10.3592666667,12.203,11.8988,3.79233333333,5.413,9.69839999999,8.83806666666,24.4453333334,30.8156,24.0282666667,3.96006666667,5.60993333333
382.33,14.7809333333,10.5052666667,12.3199333333,12.0228,3.94213333333,5.55513333333,9.83333333333,8.97246666667,24.6944,31.0870666666,24.2187333333,4.1462,5.79046666667
382.69,14.7562666667,10.5231333333,12.3077333333,11.8874666667,3.9812,5.44993333333,9.7876,8.917,24.5920666667,30.9838666667,24.1212,4.13653333333,5.77053333333
383.05,14.9092,10.6303333333,12.4280666667,11.9969333333,4.10493333333,5.517,9.9674,8.98900000001,24.7906,31.1323333333,24.337,4.2436,5.91526666667
383.41,14.7658,10.5376,12.3098,11.9133333333,4.01986666667,5.44733333333,9.90080000001,8.91193333333,24.6518,31.0136,24.2454,4.20313333333,5.90826666667
383.77,14.7928666667,10.5467333333,12.3209333333,11.8762,4.03486666667,5.45766666667,9.87600000001,8.93973333333,24.8016,31.1587333333,24.3986666667,4.26833333333,5.9812
384.14,14.8410666667,10.4626666667,12.3522666666,11.8544666667,4.03773333333,5.48513333333,9.90453333332,8.938,24.8182,31.2358,24.5186,4.27446666667,5.97553333333
384.50,14.7762666667,10.3026666667,12.2440666667,11.6981333333,3.96353333333,5.3662,9.81846666666,8.85013333333,24.7180666667,31.0691333333,24.3812,4.23873333333,5.8574
384.86,14.6469333333,10.1322666667,12.0079333333,11.5184666667,3.81446666667,5.22646666667,9.67333333333,8.74606666666,24.5941333333,31.0220666666,24.3086666667,4.05106666666,5.67853333333
385.22,14.6986,10.0914666666,12.0560666667,11.4914666667,3.82286666667,5.1834,9.74893333334,8.75393333333,24.5886666667,31.0609333333,24.3942666667,4.09813333333,5.748
385.58,14.8772666667,10.2066,12.1274666667,11.6159333333,3.95113333333,5.3032,9.86179999999,8.84333333333,24.7025333334,31.2001333333,24.5106666667,4.25926666667,5.88333333333
385.94,14.7495333333,10.1134,12.0440666667,11.5250666667,3.92013333333,5.2164,9.79840000001,8.77406666667,24.6158666666,31.115,24.4755333333,4.12873333333,5.79646666667
386.30,14.6128,9.96539999999,11.9171333333,11.451,3.89686666667,5.12926666667,9.68973333333,8.72386666667,24.4078666667,30.8998,24.3338666667,4.04266666667,5.66706666667
386.66,14.7027333333,9.98886666667,11.9435333333,11.5593333333,3.9678,5.2546,9.78786666665,8.856,24.5576666667,30.9898,24.5063333334,4.12646666667,5.78433333333
387.03,14.6936666667,9.9046,11.8420666667,11.4580666667,3.94133333333,5.213,9.75813333333,8.8304,24.554,30.9543333333,24.4540666667,4.11006666667,5.78566666667
387.39,14.9152666667,10.0476,12.0106,11.5608666667,4.10553333333,5.3684,9.94346666666,9.01073333334,24.799,31.1976666667,24.6571333333,4.22953333333,5.9244
387.75,14.9669333333,9.99119999998,11.9466666667,11.5542666667,4.09606666667,5.27113333334,9.96466666668,9.04533333333,24.6913333333,31.1287333333,24.6516666667,4.1952,5.90386666667
388.11,15.0219333333,10.0328666667,11.9849333333,11.5876,4.12393333333,5.35153333333,10.0308,9.1524,24.8089333333,31.1703333333,24.6947333333,4.227,5.9794
388.47,15.0501333333,10.0254,11.944,11.5858666667,4.07526666667,5.27306666667,10.0055333333,9.11753333333,24.8861333333,31.2780666667,24.8577333333,4.1652,6.01373333333
388.83,15.162,10.1320666667,12.1221333333,11.6508666667,4.17026666667,5.35526666667,10.1842666667,9.21986666665,25.1216666667,31.3473333334,24.9732666667,4.35353333333,6.16266666667
389.19,15.048,10.0679333333,12.0262666667,11.5842,4.10013333333,5.31653333333,10.0917333333,9.17493333333,25.0901333333,31.2067333333,24.8852,4.3266,6.07786666667
389.55,14.9488,9.96160000001,11.8905333333,11.4342666666,4.026,5.22373333333,9.97253333333,9.12833333333,24.9508,31.1019333333,24.8379333333,4.2966,5.96773333333
389.91,15.0415333333,9.98006666667,11.8788666667,11.3758666667,4.0134,5.22906666667,9.94653333333,9.18786666667,24.9293333333,31.1578666667,24.9020666667,4.30666666667,6.06093333333
390.27,15.057,9.97299999999,11.8588,11.2772666667,3.95006666667,5.19833333333,9.98753333335,9.20873333333,25.0861333333,31.2046,25.0008666667,4.33026666667,6.13286666666
390.63,14.8742666667,9.77719999999,11.6063333333,10.9830666667,3.72966666667,4.9722,9.812,9.0272,24.9008,30.8848,24.7987333333,4.1856,5.9288
391.00,14.8300666667,9.69026666667,11.4594666667,10.8884666667,3.64286666667,4.90366666667,9.69846666667,8.94406666667,24.8169333333,30.824,24.7282,4.13313333333,5.89613333333
391.36,14.6482666667,9.46226666666,11.1622666667,10.6334666667,3.42613333333,4.75093333334,9.50613333335,8.76393333333,24.6332666667,30.6455333333,24.6154666667,3.99673333333,5.7528
391.72,14.6272,9.33919999999,11.0388,10.4914,3.33826666666,4.77993333333,9.4062,8.69926666667,24.6519333333,30.6096,24.5710666667,3.94286666667,5.69966666667
392.08,14.3377333333,9.03933333334,10.6724666667,10.1605333333,3.1046,4.49046666667,9.17373333333,8.44773333333,24.3562,30.328,24.3659333333,3.71006666667,5.48693333333
392.44,14.266,8.94646666666,10.5258,10.0134666667,3.03393333333,4.502,9.16139999999,8.4744,24.3791333334,30.3072,24.2332666667,3.69026666667,5.4174
392.80,14.0759333333,8.72733333333,10.2602,9.75500000001,2.86986666667,4.3742,8.94013333333,8.30386666667,24.1670666667,30.1044666667,24.0758666667,3.5308,5.34866666667
393.16,14.205,8.68033333335,10.208,9.71826666667,2.94946666667,4.4224,9.02439999999,8.3778,24.3109333333,30.2589333333,24.1671333333,3.5622,5.44526666667
393.52,14.1463333333,8.55060000001,10.0669333333,9.5786,2.89113333333,4.41866666667,9.03720000001,8.31313333333,24.2752,30.1216,24.1452,3.48706666666,5.43706666667
393.88,14.1502666667,8.50153333332,9.95553333333,9.52506666667,2.90206666667,4.4298,9.13086666667,8.27966666667,24.3104,30.1412,24.1682666667,3.5446,5.42133333333
394.24,14.214,8.38246666667,9.83306666666,9.3794,2.8672,4.4152,9.11253333333,8.29473333333,24.2322,30.1419333333,24.236,3.49633333333,5.34353333333
394.60,14.2365333333,8.36546666667,9.75493333335,9.32820000001,2.87693333333,4.4008,9.14186666667,8.25026666667,24.2220666667,30.2104,24.2856666667,3.49,5.40786666667
394.96,14.2551333333,8.3478,9.70053333333,9.28300000001,2.92946666667,4.4618,9.18846666667,8.32653333333,24.2240666667,30.1777333334,24.3652,3.52473333333,5.4144
395.32,14.1856,8.21779999999,9.52046666667,9.11660000001,2.85766666667,4.35066666667,9.11866666667,8.25273333333,24.1390666667,30.0524666667,24.3274,3.40326666667,5.331
395.68,14.0779333333,8.04273333333,9.34426666665,8.92999999999,2.795,4.21973333333,9.00426666667,8.14233333333,24.0556,29.9287333333,24.2744666667,3.27173333334,5.2204
396.04,14.1894,8.02413333334,9.34579999999,8.83893333334,2.80553333333,4.2714,8.97313333333,8.14446666667,24.0920666667,29.9202,24.3386666667,3.28893333333,5.21853333333
396.40,14.2902666667,8.06320000001,9.37233333333,8.83919999999,2.92853333333,4.35693333333,9.00233333334,8.18466666667,24.1579333334,29.9452,24.5578,3.40993333333,5.3038
396.76,14.4274666667,8.06526666666,9.29773333335,8.79686666667,3.0118,4.3682,9.0372,8.25966666667,24.214,30.0209333333,24.6789333333,3.45246666667,5.26806666667
397.12,14.3150666667,7.98026666666,9.16933333332,8.61793333334,2.89486666667,4.1964,8.90386666667,8.16946666667,24.134,29.8853333333,24.6529333334,3.38153333333,5.15793333333
397.48,14.3209333333,7.7716,9.07506666666,8.45986666666,2.83333333333,4.0538,8.76946666667,8.0832,24.1672666667,29.8684,24.6610666667,3.29693333333,5.0556
397.84,14.29,7.61533333333,8.99673333333,8.32313333333,2.78533333333,3.9988,8.64073333333,8.0866,24.2090666667,29.8544,24.6218,3.25646666667,5.05053333333
398.20,14.208,7.51093333333,8.91580000001,8.24873333333,2.7468,3.96413333333,8.59533333333,8.02286666667,24.1898,29.7944,24.5504666667,3.2306,5.03013333333
398.56,14.2255333333,7.4322,8.85266666665,8.19973333333,2.7326,3.99846666667,8.53333333333,8.1034,24.2838,29.8412666667,24.6374,3.18873333333,4.98486666667
398.92,14.2543333333,7.38866666667,8.84066666665,8.0924,2.66673333333,3.94973333333,8.52879999999,8.1248,24.4324,29.9166,24.7441333333,3.20153333333,4.9914
399.28,14.3484,7.41246666667,8.91973333333,8.06539999999,2.7496,4.00366666667,8.59406666667,8.17813333333,24.6105333333,30.0553333333,24.8356,3.26186666667,5.0146
399.64,14.2096,7.3394,8.79046666666,7.93433333333,2.62873333333,3.96006666666,8.53886666666,8.09593333333,24.473,29.9121333334,24.7905333333,3.25553333333,4.94206666667
400.00,14.229,7.32753333333,8.72099999999,7.88693333333,2.6238,3.9056,8.57766666667,8.16353333333,24.5166666667,29.9552666667,24.8491333333,3.27266666667,4.9308
400.36,14.0942666667,7.10353333334,8.50419999999,7.60826666667,2.37193333333,3.71273333333,8.4288,8.0096,24.3584,29.7854,24.7238666667,3.03326666666,4.76553333333
400.72,14.1508,7.0714,8.53679999999,7.58293333334,2.34993333333,3.78366666667,8.46573333333,7.99166666667,24.4866,29.8439333333,24.7472666667,3.04313333333,4.85593333333
401.08,14.222,7.0972,8.52633333333,7.59253333334,2.422,3.93593333333,8.52446666667,8.06846666667,24.5354666667,29.8849333333,24.8677333333,3.13566666667,4.91093333333
401.44,14.2109333333,7.1298,8.45873333334,7.55993333333,2.39933333333,3.9638,8.5252,8.07366666667,24.5845333333,29.9573333333,24.9815333333,3.1096,4.93093333334
401.80,14.2574666667,7.07913333333,8.406,7.49146666667,2.41513333333,4.01106666667,8.48206666667,8.0794,24.5723333334,29.8300666667,24.958,3.0756,4.88353333333
402.16,14.4642666666,7.2936,8.51379999999,7.68420000001,2.64513333333,4.24113333333,8.70173333333,8.2738,24.7005333334,29.9162,25.1338666667,3.33886666667,5.09866666667
402.52,14.7015333333,7.3718,8.60906666665,7.76053333333,2.84013333333,4.40813333334,8.89253333333,8.4038,24.8387333333,29.9972,25.2567333333,3.51233333333,5.25126666667
402.88,14.8444,7.50733333333,8.68666666669,7.86373333334,3.0416,4.56146666667,9.059,8.5324,24.9692666667,30.1339333333,25.4181333333,3.6074,5.3826
403.24,15.0541333333,7.62833333333,8.80293333333,8.04053333333,3.27493333333,4.7826,9.1996,8.7154,25.1226,30.17,25.4817333333,3.8588,5.64326666667
403.60,15.2886666667,7.72686666667,8.87999999999,8.11626666667,3.49933333333,4.90173333333,9.37039999999,8.8512,25.4092,30.3934666666,25.6669333333,3.9848,5.82206666667
403.95,15.4622666667,7.8726,9.05566666666,8.25106666668,3.69046666667,5.0922,9.54926666667,8.9914,25.6284666667,30.5379333333,25.8390666667,4.179,6.007
404.31,15.6308,7.95006666667,9.1494,8.37253333333,3.8662,5.2608,9.69613333334,9.0754,25.8106,30.6328,25.9574,4.34506666667,6.1508
404.67,15.6427333333,7.95146666667,9.12846666666,8.33213333334,3.96713333333,5.25486666667,9.71200000001,9.12526666667,25.8323333334,30.5846,26.0194,4.39686666667,6.20033333333
405.03,15.6636666667,7.89773333333,9.14459999999,8.26626666667,3.95353333333,5.19566666667,9.69813333333,9.0754,25.9124,30.5873333333,26.0206,4.37073333333,6.157
405.39,15.7352,7.92346666667,9.182,8.28086666667,4.05813333333,5.3134,9.75993333334,9.12293333333,25.9256,30.5725333333,25.9798666667,4.49933333333,6.21153333333
405.75,15.8611333333,8.06353333333,9.28613333333,8.37553333333,4.15926666667,5.40673333333,9.87646666667,9.2208,26.0623333333,30.692,26.1384,4.61586666667,6.33413333333
406.11,15.8398,7.95593333333,9.19659999998,8.25013333333,4.0726,5.32273333333,9.75666666666,9.13073333333,26.1331333333,30.6673333333,26.1518,4.46366666667,6.22866666667
406.47,15.7688,7.86473333333,9.10853333333,8.1966,4.02833333333,5.2924,9.67306666667,9.0566,26.1226,30.632,26.1274,4.41813333333,6.12593333333
406.83,15.6234,7.71473333333,8.9914,8.05393333334,3.88726666667,5.1768,9.51546666667,8.88573333333,25.9610666667,30.4498,25.9816666666,4.32146666667,5.96753333333
407.19,15.5400666667,7.577,8.89573333335,7.91193333333,3.7902,5.05466666667,9.43146666667,8.75073333333,25.8742,30.3246,26.0082,4.15853333333,5.76573333334
407.55,15.5152,7.54486666667,8.92813333334,7.9098,3.78513333333,5.05386666667,9.39673333334,8.8022,25.7964,30.2127333333,25.9734666667,4.18833333334,5.74073333333
407.90,15.5560666667,7.54373333333,8.94499999998,7.93133333333,3.87353333333,5.11906666667,9.45813333334,8.81786666667,25.7563333333,30.1256,25.9597333333,4.2754,5.76586666667
408.26,15.6923333333,7.57833333333,9.02580000001,7.97466666667,3.96193333333,5.16526666667,9.5156,8.9038,25.8692666667,30.1466,26.0690666667,4.33466666667,5.83753333333
408.62,15.7352,7.55533333333,9.02760000001,7.98533333334,3.93426666667,5.19906666667,9.53040000001,8.90413333333,25.8855333333,30.1565333333,26.1116666667,4.31533333333,5.83006666667
408.98,15.7505333333,7.5412,8.9482,7.94606666667,3.9376,5.25973333333,9.51066666667,8.90746666667,25.8566666667,30.1174,26.1467333333,4.31573333333,5.85673333333
409.34,15.77,7.528,8.94333333333,7.93613333333,3.9084,5.22473333333,9.50013333333,8.9496,25.9244666667,30.0949333334,26.2210666667,4.26446666667,5.8178
409.70,15.7107333333,7.42513333333,8.84566666668,7.83573333333,3.85226666667,5.1822,9.48559999999,8.91753333333,25.9112,30.0818666667,26.2467333334,4.21913333333,5.74733333333
410.06,15.6150666667,7.29526666666,8.74806666667,7.74386666667,3.76413333333,5.08353333333,9.40633333334,8.83346666667,25.8456,29.9527333333,26.1699333333,4.16906666667,5.6716
410.42,15.614,7.30453333333,8.77980000001,7.6714,3.78233333334,5.0782,9.42560000001,8.84193333333,25.8818,29.9256666667,26.2564,4.1724,5.75326666667
410.77,15.6851333333,7.24993333333,8.69980000001,7.60586666667,3.77346666667,5.07306666667,9.40053333334,8.81113333333,25.9487333333,29.9296666667,26.2845333333,4.12626666667,5.70446666667
411.13,15.7304,7.29146666667,8.70226666666,7.61393333333,3.7906,5.0806,9.44166666666,8.89146666667,26.0666,29.9812666667,26.3116666667,4.18453333333,5.75973333334
411.49,15.8224666667,7.31153333333,8.68686666666,7.5358,3.7834,5.0918,9.45946666667,8.91273333333,26.1636,30.0389333333,26.4594,4.1696,5.76806666667
411.85,15.9214666667,7.2996,8.68013333332,7.51573333333,3.77266666667,5.15626666667,9.44453333333,8.93853333333,26.2639333333,30.1042,26.5272666667,4.152,5.7844
412.21,15.8944,7.31626666667,8.67560000001,7.49406666667,3.79113333333,5.18946666667,9.42586666667,8.96493333333,26.2418,30.0850666667,26.5596666667,4.18746666667,5.77313333334
412.57,15.989,7.3854,8.74713333333,7.5272,3.8612,5.272,9.49886666667,9.06386666667,26.3183333333,30.1245333333,26.7093333333,4.29633333333,5.78713333333
412.92,16.1268666667,7.5056,8.85579999999,7.67393333333,3.97566666667,5.3996,9.69159999999,9.2132,26.4527333333,30.2834,26.8445333333,4.4398,5.89246666667
413.28,16.2853333333,7.62193333333,8.9688,7.73153333333,4.12193333333,5.50306666667,9.81453333333,9.31333333333,26.5789333333,30.3860666667,26.9844666667,4.59793333333,6.0496
413.64,16.3062,7.5792,8.92786666667,7.64466666667,4.1128,5.48626666667,9.75326666667,9.247,26.4892666667,30.2173333333,26.8518666667,4.57833333333,6.04686666667
414.00,16.5324666666,7.69753333333,9.06173333334,7.72513333333,4.27933333333,5.61733333333,9.92453333334,9.3796,26.5835333333,30.3626666666,27.0,4.72686666667,6.19913333333
414.36,16.665,7.6968,9.05466666666,7.76826666667,4.35586666667,5.6516,10.0090666667,9.42646666666,26.6621333333,30.4127333333,27.1112,4.8384,6.21453333333
414.72,16.7586,7.68533333333,9.14600000001,7.80399999999,4.44693333333,5.74733333333,10.0772,9.53446666667,26.732,30.4241333333,27.1872666667,4.96726666667,6.34646666667
415.07,16.8122,7.6944,9.18646666668,7.81193333334,4.52386666667,5.85966666667,10.1395333333,9.58793333335,26.6925333333,30.4177333333,27.2271333333,5.05133333334,6.43733333333
415.43,16.8182,7.6282,9.1194,7.77466666667,4.5168,5.8852,10.1419333333,9.53180000001,26.6930666667,30.3882,27.1646,5.05366666667,6.41766666667
415.79,16.8606,7.59593333333,9.12086666667,7.75186666666,4.56833333333,5.8388,10.2192,9.5274,26.7106666667,30.4221333333,27.2158666667,5.0656,6.42293333333
416.15,16.9326,7.55433333333,9.09373333334,7.6964,4.61346666667,5.8558,10.2746,9.57813333334,26.7819333333,30.4975333333,27.2826666667,5.10913333333,6.45786666667
