wavelength,Back_TanVelm,Belly_TanVelm,Breast_TanVelm,Crissum_TanVelm,Crown_TanVelm,DorTail_TanVelm,Patch10_TanVelm,Patch11_TanVelm,Patch12_TanVelm,Rump_TanVelm,Throat_TanVelm,WingTip_TanVelm
386.66,4.11873333333,5.52193333333,59.5598,5.22724666666,3.64858666667,6.05762898551,54.9894,5.19093333333,11.8097666667,9.68353333333,35.8312666667,5.66333333333
387.03,4.1841,5.55893333333,59.3964,5.28409999999,3.68837333333,6.10283188406,55.0982666667,5.27706666667,11.8535666667,9.75033333333,35.9256666667,5.6922
387.39,4.1676,5.56313333333,59.1729333333,5.27893333334,3.69082666667,6.10389275362,55.2129333333,5.29366666667,11.9154,9.76753333335,36.0003333333,5.67606666667
387.75,4.15026666667,5.5706,59.0615333333,5.29336666666,3.67628,6.12834492753,55.4412,5.3474,11.9691666667,9.80179999999,36.1444,5.68406666667
388.11,4.1541,5.5814,58.9229333333,5.28477333333,3.65088,6.14546376811,55.6194666667,5.35233333333,11.9746,9.79933333333,36.2519333333,5.67573333333
388.47,4.14266666667,5.56953333333,58.7723333333,5.26294333333,3.64694666667,6.16289275362,55.8632,5.39606666667,12.0259666667,9.82093333334,36.3840666667,5.67213333333
388.83,4.08653333334,5.5456,58.6349333333,5.21853,3.60870666667,6.15117391305,56.0524666667,5.3844,12.0491333333,9.84166666667,36.5098,5.61746666667
389.19,4.09673333333,5.57006666667,58.5958,5.21782333333,3.62248,6.18468985507,56.2664,5.41993333333,12.1415666667,9.92540000001,36.6623333333,5.6066
389.55,4.10413333333,5.60366666667,58.3964,5.24262000001,3.67857333333,6.23442028985,56.3909333333,5.45973333333,12.2271666667,10.0197333333,36.7262,5.631
389.91,4.1208,5.61466666667,58.2828,5.28567666667,3.68216,6.27691594203,56.6089333333,5.51153333333,12.2908333333,10.0794666667,36.9018,5.6462
390.27,4.0751,5.56306666667,58.1200666667,5.26606999999,3.66330666667,6.26921449275,56.8281333333,5.4904,12.3474,10.0893333333,37.0214666667,5.62786666667
390.63,4.0897,5.59533333333,57.9847333333,5.28091333333,3.66041333334,6.28957681159,57.0598,5.5018,12.4179,10.1796666667,37.1998666667,5.63293333334
391.00,4.07253333333,5.59606666667,57.8701333333,5.25340333334,3.65726666667,6.27379710145,57.2917333333,5.51926666667,12.4571,10.2318666667,37.3504,5.63526666667
391.36,4.06366666667,5.57393333333,57.7714666666,5.24727666666,3.63885333333,6.27515652174,57.5358,5.5322,12.4570666667,10.2834666667,37.4982666667,5.60286666667
391.72,4.06956666667,5.5596,57.5796666667,5.20755666667,3.65642666667,6.25853913043,57.6911333333,5.56286666667,12.5164666667,10.3426666667,37.6016666667,5.58306666667
392.08,4.09853333333,5.58853333333,57.3936666667,5.22563999999,3.68776,6.27637681159,57.8765333333,5.6424,12.6393,10.4275333333,37.6848,5.5998
392.44,4.11076666667,5.608,57.2208666667,5.22740666666,3.70284,6.27171884058,58.0988,5.6738,12.6772,10.4934666667,37.8156,5.58706666667
392.80,4.1241,5.6134,57.1254666667,5.23481666667,3.73477333333,6.28089565217,58.3477333333,5.72986666667,12.7607666667,10.542,38.0017333333,5.62673333333
393.16,4.13633333333,5.62533333333,56.93,5.25316333333,3.76417333334,6.28463188406,58.5507333333,5.79873333333,12.8356,10.6091333333,38.1344,5.63633333333
393.52,4.1148,5.6104,56.7634,5.26029666667,3.73672,6.25436811594,58.7978,5.8492,12.8874666667,10.6312,38.314,5.608
393.88,4.092,5.60093333333,56.4376666667,5.21755,3.71872,6.21317391305,58.8934,5.85866666667,12.9189666667,10.643,38.3670666667,5.57573333333
394.24,4.1366,5.59006666667,56.2012,5.22644999999,3.72285333333,6.1932057971,59.0720666667,5.92086666667,12.9580333333,10.703,38.4816666667,5.5822
394.60,4.14546666667,5.563,55.8639333333,5.21901666667,3.71861333334,6.18565797101,59.1200666667,5.97446666667,13.0038333333,10.7306666667,38.5467333333,5.58026666667
394.96,4.1396,5.56446666667,55.6627333333,5.22092666667,3.73189333333,6.18722028985,59.2916666667,6.03633333333,13.1050666667,10.8038,38.6653333333,5.56326666667
395.32,4.14816666667,5.579,55.4378,5.21589333334,3.75581333333,6.18370724638,59.4772,6.09933333333,13.2086666667,10.8846666667,38.839,5.58813333333
395.68,4.1662,5.6016,55.1836,5.25325333334,3.76717333333,6.20593623189,59.6575333333,6.16586666667,13.2741333333,10.9519333333,38.9662666667,5.601
396.04,4.10246666667,5.5278,54.9450666667,5.19867333333,3.70478666667,6.13716521739,59.86,6.1822,13.2852666667,10.9659333333,39.0974666667,5.54253333333
396.40,4.0676,5.47773333334,54.7025333333,5.18248999999,3.68516,6.09754492753,60.0026666667,6.21273333334,13.3294,11.0098,39.2601333333,5.53873333334
396.76,4.0621,5.45173333334,54.3225333333,5.17325000001,3.64322666667,6.06013913043,60.1245333333,6.27,13.3679333333,11.0648,39.3199333333,5.499
397.12,4.03926666667,5.42953333333,53.9702666667,5.17384333333,3.61288,6.04054782609,60.2878,6.3208,13.4335666667,11.1076666667,39.4334,5.507
397.48,4.0171,5.41573333333,53.719,5.15479000001,3.58813333333,6.02518550725,60.4959333333,6.35453333333,13.4997,11.1576666667,39.5827333333,5.48793333333
397.84,4.05656666667,5.44506666667,53.527,5.18124666666,3.62282666667,6.06018550725,60.8136,6.4436,13.6327,11.2782,39.8203333333,5.52793333333
398.20,4.03526666667,5.477,53.2813333333,5.19068333333,3.62998666667,6.08312753623,61.0234,6.5298,13.7741333333,11.3789333333,40.0325333334,5.54653333333
398.56,4.02476666667,5.50653333333,53.0914666667,5.19235666667,3.63434666667,6.08744637681,61.3765333333,6.60213333333,13.8920666667,11.4892666667,40.2134,5.54213333333
398.92,4.0612,5.52946666667,52.8439333333,5.23434333333,3.64370666667,6.11454782609,61.6056666667,6.69006666667,14.0212,11.6098,40.4070666667,5.57573333333
399.28,4.13683333333,5.60853333333,52.6236666667,5.32284666667,3.70694666667,6.17908405797,61.846,6.814,14.1735,11.7478,40.5812666667,5.6232
399.64,4.1922,5.65813333333,52.3660666666,5.37173666667,3.73170666667,6.21506956521,62.1123333333,6.9294,14.3337666667,11.876,40.7838666667,5.65946666667
400.00,4.24783333333,5.7234,52.1156,5.43885333333,3.79708,6.2904637681,62.3184,7.0304,14.4899666667,12.0285333333,40.9858,5.71926666667
400.36,4.2467,5.74026666667,51.8264666667,5.41831,3.76693333333,6.29635652174,62.6049333333,7.08973333333,14.6104333333,12.111,41.1279333333,5.69206666667
400.72,4.26896666667,5.76626666667,51.5971333333,5.44826,3.78316,6.32074782609,62.9228,7.18246666667,14.7855,12.2286,41.3287333333,5.68526666667
401.08,4.29473333333,5.77566666667,51.3842,5.44690666666,3.78328,6.30274202899,63.2464,7.2388,14.9002666667,12.3318666667,41.5269333333,5.67233333333
401.44,4.30776666667,5.7826,51.1045333333,5.43913666667,3.79946666667,6.3061826087,63.5403333333,7.32333333333,15.0143666667,12.4534,41.7206666666,5.6874
401.80,4.33606666667,5.82426666667,50.871,5.50008,3.82234666667,6.35419130435,63.8629333333,7.45133333333,15.1805,12.5897333333,41.9104,5.71153333334
402.16,4.38553333333,5.8534,50.6479333333,5.53218000001,3.84993333334,6.38250724638,64.2482,7.5698,15.3423666666,12.7368,42.1252666667,5.7312
402.52,4.39713333333,5.83246666667,50.4347333333,5.54690666666,3.86042666667,6.40043188407,64.5696666667,7.6538,15.5051,12.8396666667,42.3478666667,5.73746666667
402.88,4.33776666667,5.77466666667,50.1478666667,5.48901333334,3.8088,6.33645797102,64.8701333333,7.66973333333,15.5783,12.8917333334,42.4946,5.6542
403.24,4.29006666666,5.738,49.8079333333,5.44347333333,3.77118666667,6.30261159421,65.0709333333,7.73066666667,15.6767333334,12.9769333333,42.5949333333,5.62546666667
403.60,4.26133333333,5.68926666666,49.5597333333,5.42976666667,3.74250666667,6.26802318841,65.3564,7.7862,15.7914666667,13.068,42.7803333333,5.596
403.95,4.28933333333,5.71153333333,49.3817333333,5.45273666667,3.75606666667,6.28328695653,65.7148666667,7.9002,15.9489666667,13.1976666667,43.014,5.6364
404.31,4.31806666667,5.7094,49.1466666667,5.49011,3.78534666667,6.29411304349,65.9833333333,8.013,16.1133333333,13.3171333333,43.2174,5.63386666667
404.67,4.34503333333,5.7348,48.8865333333,5.52490000001,3.82402666667,6.31645797101,66.1988666667,8.14106666667,16.2436,13.4595333333,43.4074666667,5.66593333333
405.03,4.3717,5.75333333333,48.644,5.56455666667,3.87268,6.36245217391,66.4116,8.26533333334,16.4341666667,13.6048,43.5854666667,5.6956
405.39,4.40543333333,5.76693333333,48.4042,5.60766333333,3.90413333333,6.39787246376,66.6495333333,8.38993333334,16.6085,13.7629333333,43.7513333333,5.71573333333
405.75,4.40216666667,5.7454,48.0706,5.56781000001,3.89705333333,6.36902318841,66.7954666667,8.449,16.7148666667,13.8739333333,43.8848666667,5.69146666667
406.11,4.39246666667,5.7338,47.7122666667,5.56408666667,3.90068,6.35509275361,66.9596,8.52586666666,16.8442,13.9504,44.0140666667,5.68066666667
406.47,4.4034,5.75706666667,47.3496,5.56836333334,3.89221333333,6.33377101449,67.0704666667,8.63520000001,16.9750333333,14.0661333333,44.1330666667,5.68993333333
406.83,4.43996666667,5.7782,47.0138666667,5.59610666666,3.92384,6.34372753623,67.2595333333,8.76533333333,17.1340666667,14.2006666667,44.2633333333,5.71753333333
407.19,4.48873333333,5.77606666667,46.7208666667,5.61860666666,3.96138666667,6.36569855073,67.5074,8.90893333333,17.3323,14.3488,44.524,5.73826666667
407.55,4.4771,5.75226666667,46.3671333333,5.60129333333,3.97836,6.35780289855,67.692,9.02673333332,17.4850333333,14.4512666667,44.6419333333,5.72233333334
407.90,4.4827,5.7444,45.986,5.60378333333,3.97992,6.3467768116,67.9036,9.13933333333,17.6674,14.596,44.8200666667,5.6962
408.26,4.47546666667,5.7314,45.6937333333,5.58682666667,3.96684,6.32984347827,68.1867333334,9.24560000001,17.8280333333,14.7446,45.0333333333,5.68486666667
408.62,4.4563,5.71093333334,45.3496,5.56940333334,3.95573333333,6.29569565217,68.4536,9.31260000001,18.0244666667,14.8734,45.2324666667,5.65733333333
408.98,4.4876,5.7462,45.0478,5.59704999999,3.975,6.31628115943,68.7357333333,9.4566,18.2130333333,15.0214666667,45.425,5.66273333333
409.34,4.52803333333,5.77166666667,44.7738,5.62716333333,3.98453333333,6.33383478261,69.0292666666,9.60713333333,18.4232666667,15.1893333333,45.6856,5.66306666667
409.70,4.55263333333,5.774,44.5367333333,5.64293666667,4.00550666667,6.33131014493,69.3631333333,9.74793333333,18.6264333333,15.3472,45.9122666667,5.68626666667
410.06,4.5768,5.7672,44.3384666667,5.65687000001,4.02304,6.3651652174,69.7260666667,9.89446666668,18.8499333333,15.5360666667,46.183,5.69093333333
410.42,4.5737,5.7426,44.0779333333,5.64632666667,4.03764,6.36313043478,70.111,10.009,19.0013333333,15.68,46.4034666667,5.66346666667
410.77,4.61173333333,5.76473333333,43.8153333333,5.67287000001,4.06557333333,6.39527246376,70.4081333333,10.1588,19.2054,15.8415333334,46.6331333333,5.69593333333
411.13,4.6126,5.75246666667,43.5731333333,5.68302666667,4.05193333333,6.38717391305,70.7654666667,10.2668,19.3754333333,16.0041333333,46.8352,5.68906666667
411.49,4.64756666667,5.77866666667,43.3098,5.71425333333,4.06930666667,6.40685507247,71.0954,10.4065333333,19.5809,16.1965333333,47.0932,5.68786666667
411.85,4.64923333333,5.78046666667,43.0231333333,5.69556000001,4.06944,6.41875652173,71.3873333333,10.5246666667,19.7636666667,16.3242666667,47.2722666667,5.66073333333
412.21,4.7293,5.82753333333,42.7349333333,5.77230333334,4.13372,6.49471884059,71.6838666667,10.7232666667,20.0352666667,16.5162,47.4843333333,5.7344
412.57,4.7597,5.83966666667,42.4686,5.79495333333,4.15196,6.52601739131,72.0764666667,10.9119333333,20.2402666667,16.704,47.7275333333,5.7452
412.92,4.75436666667,5.79646666667,42.1598,5.77263000001,4.13821333333,6.50354782609,72.3922,11.0266,20.4427,16.8602666667,47.9588666667,5.7124
413.28,4.7494,5.78666666667,41.8496,5.76466999999,4.12929333333,6.49496231884,72.7952,11.1464666667,20.6628,17.0322,48.1879333333,5.69126666667
413.64,4.74823333333,5.74726666667,41.5508666667,5.77119333333,4.12116,6.4867826087,73.2299333333,11.3098,20.9264666667,17.2121333333,48.452,5.66246666667
414.00,4.76143333333,5.7278,41.1956,5.75626333333,4.11232,6.44961449276,73.6035333333,11.4548666667,21.1556333333,17.388,48.6881333333,5.64713333333
414.36,4.77993333333,5.7228,40.8992666667,5.76140999999,4.11452,6.43448695651,74.0041333333,11.6324,21.4463333333,17.5706666667,48.9679333333,5.6482
414.72,4.8031,5.73673333333,40.6768666667,5.79357333334,4.13586666667,6.45295652174,74.4856666667,11.8178666667,21.7538333333,17.7844,49.2966,5.65046666667
415.07,4.79686666667,5.72533333333,40.3808666667,5.77951000001,4.1368,6.44296811593,74.9080666667,11.9678,22.0215666667,17.9654,49.541,5.62553333333
415.43,4.8018,5.70413333333,40.1135333333,5.76760666667,4.1176,6.41614202899,75.3797333333,12.1273333333,22.288,18.1318,49.8278666667,5.6134
415.79,4.81726666667,5.69366666667,39.8223333333,5.79484333333,4.12830666667,6.38940289855,75.8540666667,12.3026,22.5700333333,18.343,50.1599333333,5.63866666667
416.15,4.81896666667,5.6872,39.5433333333,5.79145666667,4.13513333333,6.37644927535,76.3324,12.4742,22.8444333333,18.5411333333,50.4562666667,5.6476
416.51,4.84263333333,5.68113333333,39.2991333333,5.79760000001,4.14990666667,6.38468985507,76.7606666666,12.6518666667,23.1365666667,18.717,50.7308,5.67486666667
416.86,4.87223333333,5.6976,39.0818,5.82082666668,4.16984,6.40606086956,77.3016,12.8546,23.4249666667,18.9338666667,51.0541333333,5.6986
417.22,4.87723333334,5.664,38.7918666667,5.81561000001,4.17368,6.38716521739,77.7592,13.0344666667,23.6952666667,19.0848,51.3186,5.70293333333
417.58,4.8984,5.67933333334,38.5254666667,5.83791333334,4.19605333333,6.40888695651,78.1689333333,13.2158666666,23.9573,19.2663333333,51.5624,5.70186666667
417.94,4.91996666667,5.69293333333,38.2366666667,5.86915000001,4.22172,6.42352173914,78.5405333333,13.3872666667,24.2194666667,19.4344,51.7631333333,5.712
418.29,4.93676666667,5.698,37.9602,5.89839666667,4.24965333333,6.44854202899,78.9275333333,13.5593333333,24.5000666667,19.6082666667,51.9910666667,5.71433333333
418.65,4.92803333333,5.66313333333,37.6616666667,5.89352,4.25506666667,6.44126086956,79.325,13.7202,24.7601333333,19.7592666667,52.2141333333,5.69733333333
419.01,4.9568,5.67506666667,37.3989333333,5.92300333333,4.28434666667,6.44668405798,79.7558666667,13.9066666667,25.0495666666,19.9201333333,52.4391333333,5.71206666667
419.37,4.97910000001,5.6834,37.1428,5.94005333334,4.31964,6.46298260869,80.1819333333,14.094,25.3221666667,20.0917333334,52.6883333333,5.72853333333
419.73,4.98589999999,5.66786666667,36.9046666667,5.93484,4.31552,6.46762028986,80.5434666667,14.2608,25.5732,20.2313333333,52.8664,5.7016
420.08,4.98146666666,5.64226666667,36.6267333333,5.92714333333,4.30730666667,6.44075072463,80.8982666667,14.4067333333,25.8142666667,20.3642,53.0388666667,5.66006666667
420.44,4.98039999999,5.62906666667,36.3894,5.92745666667,4.31041333333,6.43491884058,81.301,14.5685333333,26.0550666667,20.5207333333,53.2405333333,5.6382
420.80,4.98503333332,5.60926666667,36.1206,5.92568333333,4.30945333333,6.42919710144,81.6436,14.7367333333,26.3082666667,20.6714,53.4235333333,5.63126666666
421.16,5.02606666666,5.63093333333,35.8789333333,5.96058333333,4.34677333333,6.45653913044,81.9766666667,14.9264,26.6085333333,20.8507333333,53.6008,5.65166666667
421.51,5.05279999999,5.63026666666,35.6437333333,5.98186666667,4.37136,6.4772173913,82.3826666667,15.1235333333,26.9278333333,21.0229333333,53.8055333333,5.6666
421.87,5.06763333334,5.62513333333,35.4289333333,5.99868000001,4.38642666667,6.48717681159,82.8323333333,15.3299333333,27.2502666667,21.2027333333,54.0593333333,5.66133333333
422.23,5.09013333333,5.62986666667,35.2052666667,6.01272666667,4.41018666667,6.50030144927,83.2615333333,15.5414666667,27.5746333333,21.3956666667,54.2728666667,5.67126666667
422.58,5.11769999999,5.6238,34.9464666667,6.01702,4.41486666667,6.5089884058,83.6380666667,15.7446,27.8881,21.5616666667,54.4506666667,5.67006666667
422.94,5.12756666667,5.6064,34.7025333333,6.02904666666,4.41793333333,6.51348405797,84.0158,15.9561333333,28.1984666667,21.7482666667,54.6782,5.67433333333
423.30,5.1387,5.59286666667,34.4660666667,6.03604333334,4.43005333333,6.53062028986,84.4096000001,16.1652,28.5324,21.9336666667,54.865,5.675
423.66,5.16749999999,5.585,34.2494,6.06194666667,4.46274666667,6.54802898551,84.8073333333,16.3755333333,28.8735666667,22.1274,55.0762,5.696
424.01,5.19066666667,5.59006666667,34.0459333333,6.07975666666,4.48989333333,6.57282898551,85.2053333333,16.6045333333,29.2224333333,22.3218666667,55.2648,5.70806666667
424.37,5.20920000001,5.58546666667,33.8028666667,6.09029666666,4.50529333333,6.57478550725,85.4805333334,16.8048666667,29.5391666667,22.4852666667,55.4186,5.7166
424.73,5.22996666666,5.59606666667,33.6073333334,6.11244666666,4.54444,6.59008695653,85.7748666668,17.0062,29.8492666667,22.6528666667,55.5646666667,5.7286
425.08,5.23913333333,5.59233333333,33.4069333333,6.11538666667,4.56262666667,6.59482028985,86.0849333333,17.2036,30.1599666667,22.8186,55.716,5.72286666667
425.44,5.24586666666,5.57166666667,33.1855333333,6.11676333334,4.56998666667,6.58621449276,86.3498000001,17.3934666667,30.4637666667,22.9815333333,55.8578,5.7068
425.80,5.26980000001,5.5796,32.9712666667,6.13363999999,4.59889333333,6.60711884057,86.5652666667,17.6107333333,30.7756,23.1692,55.9618666667,5.72226666667
426.16,5.29883333333,5.57506666667,32.7604,6.15593,4.62313333334,6.61216811594,86.8417999999,17.8400666667,31.1038,23.345,56.1167333334,5.7302
426.51,5.32763333333,5.5924,32.5870666667,6.18834666667,4.67216,6.62334202899,87.1629333333,18.0852666667,31.4734666666,23.5574666667,56.3012666667,5.7474
426.87,5.36890000001,5.605,32.3872,6.21330333334,4.72641333333,6.65036811595,87.5015999999,18.3384666667,31.8802333333,23.7692,56.4522666667,5.76733333333
427.23,5.40569999999,5.62526666667,32.1636,6.25066666667,4.76670666667,6.66275362318,87.7861333333,18.6065333333,32.2869,23.9849333333,56.6084666667,5.77286666667
427.58,5.43283333333,5.64013333333,31.9142,6.25909333333,4.79531999999,6.65168985507,88.1022000001,18.8942666667,32.7171333333,24.2124666667,56.7673333333,5.7808
427.94,5.4558,5.63326666667,31.6889333333,6.26856,4.80481333333,6.6574231884,88.4827333333,19.186,33.1639666667,24.4406666667,56.992,5.78106666667
428.30,5.48620000001,5.62833333333,31.4696,6.27932666667,4.82258666667,6.66349275361,88.9133333334,19.4772666667,33.6531666667,24.6701333334,57.1965333333,5.7708
428.65,5.50983333333,5.61493333333,31.2286,6.28732000001,4.82334666667,6.65938260869,89.2772666666,19.7529333334,34.1099333333,24.8696666667,57.3761333333,5.76393333333
429.01,5.52536666667,5.59793333333,30.9878,6.29429333333,4.82430666666,6.66444347825,89.6424666666,20.0482,34.5760666667,25.0846666666,57.5904,5.76026666667
429.37,5.56286666666,5.613,30.7736666667,6.32705333334,4.85257333333,6.67782318841,89.9732000001,20.3704666667,35.0336666667,25.2936666667,57.7871333334,5.77773333333
429.72,5.57846666667,5.58313333333,30.5327333333,6.32485333334,4.85805333333,6.66335072463,90.3608666667,20.6471333333,35.4910666667,25.4690666667,57.9611333333,5.75306666667
430.08,5.60383333334,5.56866666667,30.3387333333,6.33093666667,4.86828000001,6.66999130435,90.7185333334,20.9276666667,35.9847666667,25.6740666667,58.1667333333,5.7388
430.44,5.61776666666,5.55933333333,30.0992666667,6.33334666666,4.86294666667,6.67418260869,91.1032666666,21.2302666667,36.4908666667,25.8813333333,58.3837333333,5.72853333334
430.79,5.62683333333,5.54046666667,29.8611333333,6.32098333333,4.85452000001,6.65948115943,91.4561333334,21.5182,36.9555333333,26.0774,58.564,5.7014
431.15,5.65266666667,5.52,29.6748,6.33444999999,4.87402666667,6.66988405797,91.8474666667,21.8185333334,37.4603333333,26.2750666667,58.7558666667,5.71593333333
431.50,5.66903333334,5.5084,29.4786666667,6.35916333333,4.88773333334,6.68328985507,92.2679333334,22.1204666667,37.9810333333,26.4796666667,58.9586,5.6986
431.86,5.69973333334,5.50226666667,29.2521333333,6.37290333333,4.92443999999,6.69584347826,92.5361333333,22.3923333333,38.4598333333,26.6654,59.0871333334,5.70666666667
432.22,5.74806666667,5.5208,29.0952,6.42123000001,4.97974666666,6.73543768117,92.891,22.7142666667,38.9429,26.8897333333,59.2718666667,5.72606666667
432.57,5.78889999999,5.52086666667,28.9604,6.43696000001,5.02026666666,6.7546173913,93.2042666667,23.0060666667,39.4036333333,27.0814666667,59.4378,5.7346
432.93,5.80543333333,5.49773333333,28.7936666667,6.44307333333,5.03834666667,6.74080579711,93.5000000001,23.2747333333,39.8491333333,27.2526,59.5770666667,5.711
433.29,5.82506666667,5.49573333333,28.6416,6.44749999999,5.05936,6.74972753623,93.8227333334,23.5344666666,40.3077333333,27.4409333333,59.7228,5.706
433.64,5.8507,5.49726666667,28.4864666667,6.46378333334,5.07046666666,6.75869565217,94.0695333333,23.7840666667,40.7418666667,27.61,59.8481333333,5.71086666667
434.00,5.86439999999,5.48233333333,28.3078,6.46769666666,5.07626666666,6.76780289855,94.2411333333,24.0019333334,41.1263666667,27.7504666666,59.918,5.7028
434.35,5.90323333333,5.4826,28.1504,6.48444333333,5.10741333333,6.79000579709,94.3988000001,24.2329333333,41.5273666667,27.9084,59.9748666667,5.70726666667
434.71,5.9386,5.4856,28.0044666667,6.50079333334,5.14021333334,6.81151304348,94.5474,24.4925333333,41.9662333333,28.0684666667,60.0299333333,5.7122
435.07,5.98423333334,5.49566666667,27.8366666666,6.52287000001,5.16698666667,6.83422898551,94.7271333334,24.7575333333,42.4206333333,28.2631333333,60.1326666666,5.718
435.42,6.03223333333,5.50186666667,27.6898666667,6.53507333333,5.20697333334,6.8649652174,94.8704666667,25.0274,42.8918666667,28.4435333333,60.2186666667,5.72426666667
435.78,6.07906666667,5.4994,27.5474,6.55952999999,5.24298666666,6.8801768116,95.1317999999,25.3660666667,43.4359,28.6729333334,60.3580666666,5.72846666667
436.13,6.11796666667,5.4948,27.3606,6.56871666666,5.25466666667,6.88774202899,95.3084666667,25.6596,43.9763666667,28.8586666667,60.4582666667,5.72653333333
436.49,6.14536666667,5.4806,27.1602666667,6.57845,5.26356000001,6.88910144928,95.4520666667,25.9478,44.4866,29.0534666667,60.5302,5.7172
436.84,6.20226666667,5.50273333333,26.9898666667,6.61371666667,5.30181333333,6.92355652173,95.7092666666,26.2840666667,45.0754666667,29.2857333333,60.6415333333,5.7472
437.20,6.24686666667,5.50373333333,26.8290666667,6.62866666667,5.33662666666,6.93695652175,95.9704666667,26.6347333333,45.6555,29.5293333333,60.7915333333,5.7614
437.56,6.28546666666,5.48966666667,26.6787333333,6.62960999999,5.36494666666,6.94615942028,96.2856,26.9813333333,46.2591,29.7630666667,60.9541333333,5.7584
437.91,6.34366666667,5.48973333333,26.5317333333,6.65980666666,5.40513333333,6.96193043478,96.5810666667,27.3442666667,46.8903,30.006,61.0812,5.77893333333
438.27,6.38189999999,5.4788,26.3778,6.67048999999,5.42832000001,6.96311594202,96.8069333333,27.6952,47.4826333333,30.2223333333,61.1814,5.77253333333
438.62,6.41719999999,5.45833333334,26.2126,6.68384666667,5.44137333333,6.95654782608,97.0358666666,28.0122666667,48.0339,30.4314,61.3045333334,5.7686
438.98,6.43296666667,5.4362,26.0674,6.68877666666,5.45250666666,6.93545507247,97.2404,28.3283333333,48.5885333333,30.614,61.3919333333,5.74853333333
439.33,6.48093333334,5.44993333333,25.9140666667,6.71956,5.49041333334,6.95836521739,97.3772666666,28.659,49.0793,30.8063333333,61.4392,5.7732
439.69,6.52543333333,5.4486,25.7703333333,6.73603333333,5.51104000001,6.95421159419,97.5166,28.9558,49.5606333333,30.9705333333,61.4966,5.77
440.04,6.5561,5.4444,25.6331333333,6.73799999999,5.53685333333,6.9572231884,97.6957999999,29.255,50.0467,31.1527333333,61.5481333333,5.77126666667
440.40,6.59743333333,5.44866666667,25.5204666667,6.75344666667,5.55938666666,6.96959710145,97.8294666666,29.5373333333,50.5181,31.3032,61.5697333333,5.77666666667
440.75,6.6236,5.42826666667,25.3966666667,6.74311333334,5.56801333333,6.96106666667,97.9812666668,29.8091333333,50.9811333333,31.4704666667,61.6072,5.74906666667
441.11,6.65533333333,5.409,25.2633333333,6.74469333333,5.57249333333,6.9514115942,98.0508,30.0566666667,51.4110666666,31.6018,61.5714,5.7368
441.47,6.70410000001,5.4098,25.1245333333,6.75843666667,5.59033333333,6.95611014493,98.0828000001,30.3243333333,51.8643333333,31.7678666667,61.5389333333,5.74193333333
441.82,6.75809999999,5.42913333334,25.0174,6.77841999999,5.62221333333,6.97264057971,98.2363333333,30.6348666667,52.3707666667,31.9708666667,61.5777333333,5.74026666666
442.18,6.80010000001,5.4266,24.8883333333,6.78837666667,5.64432000001,6.97985797101,98.3093333333,30.9499333333,52.8772333334,32.1608,61.5828666667,5.7498
442.53,6.8446,5.43293333333,24.7580666667,6.79747999999,5.66728000001,6.99104927537,98.4105999999,31.2893333333,53.4262,32.3428666667,61.5740666667,5.74293333333
442.89,6.91216666667,5.4422,24.6256666666,6.80425,5.68932000001,7.0062,98.5383333333,31.6322666666,54.0139,32.5673333333,61.5828,5.75506666667
443.24,6.96776666667,5.42226666666,24.4938666667,6.80776666667,5.70113333333,6.99405797102,98.7004666667,31.9919333333,54.6521666667,32.7918,61.6224666667,5.74753333333
443.60,7.00626666667,5.40726666667,24.3414,6.8089,5.71290666667,7.00371884059,98.8058666667,32.3145333333,55.2743,33.0173333333,61.6203333333,5.73666666667
443.95,7.06209999999,5.38446666667,24.21,6.82548999999,5.73546666667,7.00707246376,98.9249333334,32.6996,55.9505,33.2561333333,61.6448,5.73193333333
444.31,7.10373333333,5.36226666667,24.0485333333,6.81764333334,5.75317333333,6.99698550725,98.9939333333,33.0432,56.5508,33.4907333333,61.6636666667,5.72213333333
444.66,7.16793333333,5.3776,23.9170666667,6.83603999999,5.79371999999,7.00893913043,99.0200000001,33.3983333333,57.1426,33.7022,61.6689333333,5.75606666667
445.02,7.20553333334,5.3716,23.7820666667,6.84138333334,5.81085333333,7.0173884058,99.0965333333,33.721,57.7059333333,33.9012666667,61.6793333333,5.74553333333
445.37,7.26149999999,5.3706,23.6852666667,6.86705333333,5.84718666666,7.03650434783,99.1700666667,34.0450666667,58.2409666667,34.0983333333,61.7095333333,5.7516
445.72,7.2969,5.35833333333,23.5584666667,6.86371666667,5.8644,7.03691304348,99.1666666666,34.3377333333,58.6947,34.2594666667,61.6716666667,5.75426666667
446.08,7.34616666667,5.35906666667,23.4601333333,6.88268333333,5.89499999999,7.0424173913,99.2415333333,34.623,59.1744333333,34.448,61.6786666667,5.75806666667
446.43,7.40123333333,5.36693333333,23.3638,6.89948666666,5.92605333333,7.05100579709,99.192,34.8732666667,59.5890666667,34.6284666667,61.6526,5.77826666667
446.79,7.44600000001,5.3676,23.269,6.92138333333,5.96526666666,7.06861159419,99.1657333334,35.1422,59.9877,34.7748,61.6148666667,5.78826666667
447.14,7.47959999999,5.363,23.1665333333,6.92528666667,5.98476,7.07797971014,99.1100666667,35.372,60.3778333333,34.9202,61.573,5.77833333333
447.50,7.51546666667,5.36793333333,23.0651333333,6.93602333333,6.00717333334,7.08077391305,98.9732,35.6143333334,60.7182,35.0442666667,61.4688,5.78446666667
