wavelength,Back_TanCalm,Belly_TanCalm,Breast_TanCalm,Crissum_TanCalm,Crown_TanCalm,DorTail_TanCalm,Patch10_TanCalm,Rump_TanCalm,Throat_TanCalm,WingTip_TanCalm
361.66,11.7792,61.7550666667,62.8554,3.36533333333,7.4178,8.31006666667,70.0028666667,13.0604666667,61.2314666667,4.23053333333
362.02,11.7477333333,61.9939333333,63.102,3.29866666667,7.33379999999,8.26566666667,70.2461333333,13.0564,61.4516,4.15343333333
362.39,11.7309333333,62.2686,63.3972666667,3.3088,7.36579999999,8.2984,70.5262666666,13.0606666667,61.8433333333,4.1689
362.75,11.6819333333,62.3080666667,63.49,3.20833333333,7.33113333333,8.23073333333,70.5476,13.0427333333,61.8781333333,4.13203333333
363.11,11.6224,62.3487333333,63.5602,3.13773333333,7.28859999999,8.17779999999,70.57,12.9562666667,61.9596666667,4.0432
363.48,11.6095333333,62.3456666667,63.5656666667,3.107,7.31273333334,8.13853333333,70.5885333333,12.9326666667,61.9518666667,3.99233333333
363.84,11.6825333333,62.6877333333,63.8342,3.11666666667,7.39583333333,8.16939999999,70.9960666667,12.9934,62.2429333333,4.0223
364.20,11.7258666667,62.7845333333,63.9256,3.11953333333,7.41179999999,8.19079999999,71.0645333334,13.0016,62.3320666667,4.01996666667
364.57,11.8330666667,63.0274666667,64.0966666667,3.21486666667,7.54729999999,8.2812,71.2586666667,13.1316,62.597,4.1107
364.93,11.9340666667,63.3852666667,64.4100666667,3.29866666667,7.67239999999,8.36953333334,71.5926,13.2365333333,62.914,4.2075
365.29,11.889,63.555,64.5887333333,3.1758,7.59303333333,8.30046666667,71.8771333333,13.1966666667,63.1556666667,4.04826666667
365.66,11.9068666667,63.8561333333,64.9136,3.19706666667,7.65526666666,8.33420000001,72.0854,13.2111333333,63.3972,4.0351
366.02,12.061,64.1043333333,65.2297333333,3.30826666667,7.84333333334,8.47660000001,72.4456666667,13.3602666667,63.7274666667,4.12976666667
366.38,12.1392666667,64.1595333333,65.2194666667,3.36393333333,7.92063333333,8.53626666666,72.4870666667,13.4448,63.6411333334,4.15773333333
366.75,12.1617333333,64.2324,65.2916,3.44846666667,7.97396666667,8.58540000001,72.4689333333,13.4746666667,63.7598666667,4.25183333333
367.11,12.2907333333,64.4764,65.5113333333,3.54646666667,8.10763333334,8.64766666666,72.6318,13.6276666667,63.9736,4.3625
367.47,12.3858666667,64.8426666667,65.8322666667,3.6422,8.26026666666,8.74406666666,73.0165333333,13.7683333333,64.3158,4.454
367.84,12.3000666667,64.8185333333,65.8736666667,3.60933333333,8.20279999999,8.7044,72.9846,13.7474,64.3852666667,4.39783333333
368.20,12.3632666667,65.1522,66.2138,3.65266666667,8.2966,8.76560000001,73.3992,13.8677333333,64.7923333333,4.4353
368.56,12.417,65.4103333333,66.5397333333,3.69126666667,8.34163333334,8.7924,73.7984,13.9274,65.1463333333,4.42026666667
368.93,12.3613333333,65.4654666667,66.5886,3.63233333333,8.28123333333,8.71886666666,73.9544,13.8827333333,65.1867333333,4.3008
369.29,12.442,65.7026,66.8526,3.70306666667,8.39813333333,8.85353333334,74.2511333333,13.9938666667,65.4510666667,4.43306666667
369.65,12.5418,65.9176666667,67.0088666667,3.7294,8.43209999999,8.89446666667,74.5408666667,14.0610666667,65.7483333333,4.4893
370.01,12.5404,66.0353333333,67.0786666667,3.742,8.4484,8.89593333333,74.6317333333,14.0897333333,65.8582666667,4.4789
370.38,12.4688666667,66.1768666667,67.2310666667,3.6198,8.37109999999,8.7926,74.8878666667,14.0374,66.0819333333,4.38596666667
370.74,12.5212,66.5668,67.6106666667,3.5772,8.41783333333,8.84186666667,75.4746,14.1234,66.4862666667,4.35656666667
371.10,12.5048666667,66.7741333333,67.8502,3.48773333334,8.36710000001,8.81920000001,75.9166666667,14.1343333333,66.7597333333,4.24313333333
371.46,12.4164666667,66.7165333333,67.8973333333,3.33533333333,8.23833333333,8.73566666668,76.0354666667,13.9986,66.8560666667,4.08296666667
371.83,12.5488666667,67.0399333333,68.1534666667,3.39126666667,8.33596666666,8.8102,76.4395333333,14.1144,67.1534,4.1325
372.19,12.5816666667,67.3161333333,68.3723333333,3.37193333333,8.35486666667,8.80526666666,76.7742666667,14.1363333333,67.4339333333,4.12843333333
372.55,12.6536666667,67.4346666667,68.4928,3.3266,8.39363333334,8.80633333334,77.0146,14.1837333333,67.5728,4.1255
372.92,12.7482,67.5831333333,68.613,3.36113333333,8.48676666667,8.84879999999,77.2326666667,14.2295333333,67.7380666667,4.20593333333
373.28,12.7201333333,67.712,68.7298666667,3.285,8.47143333334,8.78226666666,77.4288666667,14.1835333333,67.8535333333,4.15016666667
373.64,12.6048666667,67.6946,68.6502666667,3.22433333333,8.42526666666,8.7192,77.5294,14.1404666667,67.8350666667,4.085
374.00,12.5625333333,67.9074666667,68.8623333333,3.13873333333,8.36486666667,8.66286666666,77.8850666667,14.1127333333,68.0575333333,4.0412
374.37,12.6802,68.228,69.2566,3.19373333333,8.44100000001,8.74333333334,78.4474666667,14.2355333333,68.4066,4.08733333333
374.73,12.7134666667,68.4818666667,69.4536,3.1914,8.47786666667,8.76500000001,78.8066,14.2778666667,68.7102,4.06573333333
375.09,12.6368666667,68.579,69.5594,3.13286666667,8.41793333333,8.71780000001,79.0796666667,14.2120666667,68.8649333333,4.0176
375.45,12.7304666667,68.862,69.7692666667,3.21473333333,8.50010000001,8.76866666667,79.4822,14.3461333333,69.1148,4.13156666667
375.81,12.7488,68.8674,69.7708,3.2488,8.52689999999,8.78906666666,79.6753333333,14.3356666667,69.2313333333,4.1536
376.18,12.8248666667,68.8597333333,69.7596,3.3044,8.5928,8.85126666667,79.8969333333,14.3937333333,69.2462,4.2043
376.54,12.7752666667,68.8814666667,69.7428666667,3.28186666667,8.5484,8.84800000001,80.0806666667,14.3766666667,69.3127333333,4.19733333333
376.90,12.8008,68.9973333333,69.8622666667,3.28986666667,8.58599999999,8.88513333333,80.4564,14.4509333333,69.5592,4.20256666667
377.26,12.9463333333,69.1064,69.9226,3.40846666667,8.69246666667,8.98313333333,80.8085333333,14.5904666667,69.7289333333,4.28043333333
377.63,13.1303333333,69.3744666667,70.2626666666,3.5304,8.82906666666,9.12246666666,81.2695333333,14.7202,70.0434666667,4.38086666667
377.99,13.2561333333,69.4071333333,70.2508,3.6114,8.93113333334,9.1924,81.4908,14.7892666667,70.1327333333,4.43133333333
378.35,13.3519333333,69.4167333333,70.1988666667,3.66646666667,9.02473333333,9.25713333333,81.6678666667,14.8612666667,70.2336,4.46933333333
378.71,13.4141333333,69.3775333333,70.1512666667,3.70906666666,9.06136666667,9.27833333333,81.8633333333,14.9366,70.2437333333,4.51663333333
379.07,13.5794666667,69.5313333333,70.2392,3.79426666667,9.16296666667,9.39453333334,82.1382666667,15.0741333333,70.3816,4.62213333333
379.44,13.6442,69.6102,70.2448666667,3.77413333333,9.17740000001,9.41106666666,82.4016,15.1206666667,70.4502,4.57953333333
379.80,13.6805333333,69.6097333334,70.2507333333,3.74273333333,9.19306666667,9.44053333333,82.6400000001,15.1895333333,70.5135333333,4.55636666667
380.16,13.6875333333,69.7296666667,70.3168666667,3.708,9.19906666667,9.44159999999,82.9344000001,15.1934,70.6002,4.5336
380.52,13.7522,69.8241333333,70.4076666667,3.69853333333,9.23796666667,9.46179999999,83.2609333334,15.2337333333,70.7164,4.53486666667
380.88,13.7956,69.8339333333,70.4058666667,3.66893333333,9.24336666666,9.46260000001,83.4945333333,15.2438666667,70.7496,4.5036
381.24,13.7640666667,69.7522666667,70.2935333334,3.5528,9.19840000001,9.37706666667,83.6235333334,15.1635333333,70.6616666667,4.40883333333
381.61,13.6663333333,69.6956,70.1249333334,3.39106666667,9.09399999999,9.27753333333,83.8420666667,15.0786666667,70.5944,4.2696
381.97,13.6648666667,69.6836,70.1090666667,3.34433333333,9.08313333333,9.24306666666,84.1058666667,15.0946666667,70.6174,4.24983333333
382.33,13.5956666667,69.5858666667,69.961,3.24226666667,8.99576666666,9.13700000001,84.2683333333,15.0209333333,70.5426,4.14886666667
382.69,13.5872666667,69.6424666667,69.955,3.1784,8.98126666667,9.09460000001,84.5970666666,14.9899333333,70.6159333334,4.046
383.05,13.4818666667,69.5106,69.7605333333,3.0512,8.90946666667,8.96706666667,84.7356,14.8863333333,70.5276666667,3.88643333333
383.41,13.4415333333,69.3952,69.6492666667,2.99266666667,8.86589999999,8.94593333334,84.8930666666,14.8457333333,70.4658666667,3.83686666667
383.77,13.4633333333,69.4095333333,69.6722666667,2.9462,8.85203333334,8.909,85.2800666666,14.8627333333,70.5064666667,3.7856
384.14,13.4498666667,69.3486,69.5892,2.90953333333,8.84173333333,8.89800000001,85.5165333334,14.8821333333,70.5466,3.73606666667
384.50,13.4949333333,69.4115333333,69.5597333333,2.9114,8.8758,8.90733333333,85.8138666667,14.9324,70.5353333333,3.72536666667
384.86,13.5327333333,69.3769333333,69.4210666667,2.90886666667,8.92656666666,8.9032,86.0607333334,14.9692,70.489,3.74293333333
385.22,13.5807333333,69.5015333333,69.4724666667,2.97206666667,9.01609999999,8.98633333333,86.4289333333,15.0943333333,70.6458666667,3.79053333333
385.58,13.6289333333,69.3813333333,69.3818666667,3.0066,9.08350000001,8.99373333333,86.6090666667,15.1687333333,70.6462,3.827
385.94,13.6047333333,69.3036666667,69.2376666667,2.95686666667,9.0675,8.974,86.8016000001,15.1622666667,70.5924666667,3.74296666667
386.30,13.6579333333,69.2937333333,69.1937333333,2.97686666667,9.14023333333,9.05226666667,87.0598000001,15.2498666667,70.5988,3.76603333333
386.66,13.6566666667,69.0769333333,68.9439333333,2.96553333333,9.12120000001,9.05359999999,87.1109999999,15.2678,70.4020666667,3.75916666667
387.03,13.7536666667,68.9926,68.8094,3.06346666666,9.20680000001,9.16300000001,87.3101999999,15.3904,70.3214666667,3.85573333333
387.39,13.8852666667,68.9672666667,68.7197333334,3.17833333333,9.37513333334,9.27873333333,87.5805333333,15.5675333333,70.3208,3.93553333333
387.75,13.9707333333,68.9939333333,68.6309333333,3.24226666667,9.48473333334,9.34860000001,87.8590666667,15.6908,70.3265333333,4.0206
388.11,14.1091333333,68.9360666667,68.5349333333,3.33786666667,9.60833333333,9.41919999999,88.1062666667,15.7994,70.2978666667,4.1026
388.47,14.2346666667,68.8866666667,68.4776666667,3.41793333333,9.73303333333,9.51599999999,88.4609333333,15.9467333333,70.3846000001,4.16316666667
388.83,14.2724,68.8676,68.4416666667,3.43646666667,9.77786666666,9.58400000001,88.7389333333,16.0285333333,70.3990666667,4.14533333333
389.19,14.3025333333,68.7214,68.2298,3.38146666667,9.76340000001,9.56106666667,89.0042666666,16.0712,70.2475333334,4.09816666667
389.55,14.4262,68.7008,68.1175333333,3.428,9.83366666667,9.63060000001,89.3172666666,16.1995333333,70.2108666667,4.1519
389.91,14.5784666667,68.7936666667,68.1584,3.48066666667,9.97086666666,9.74153333334,89.8246000001,16.3627333333,70.3302666666,4.2352
390.27,14.6599333333,68.8061333333,68.0737333333,3.48926666667,10.0584333333,9.79133333333,90.1361333333,16.4697333333,70.3122000001,4.2646
390.63,14.7765333333,68.8236,67.9867333334,3.55406666667,10.1861666667,9.8802,90.4243333333,16.6196,70.2581333333,4.33783333333
391.00,14.8170666667,68.7796666667,67.9232,3.5056,10.2358,9.87513333333,90.7865333333,16.6866666667,70.2326666667,4.3264
391.36,14.7774,68.7042,67.7996,3.4094,10.1896,9.81673333333,91.0408666667,16.6596666667,70.1861333334,4.27496666667
391.72,14.7539333333,68.5888666667,67.6416666667,3.36506666667,10.1709666667,9.76739999999,91.2121333333,16.6532,70.0438,4.20466666667
392.08,14.7606,68.5438,67.5307333333,3.31626666667,10.1783333333,9.77386666666,91.505,16.7287333333,69.9916,4.17516666667
392.44,14.6819333333,68.3512,67.3140666667,3.203,10.1107666667,9.68466666666,91.6345333333,16.6756,69.7634000001,4.07156666667
392.80,14.6773333333,68.1021333333,67.0202666667,3.18633333333,10.1106333333,9.64506666666,91.6530666667,16.7062,69.5035333333,4.05776666667
393.16,14.7535333333,67.9804666667,66.9098,3.274,10.2268,9.72813333333,91.8111333334,16.8264666666,69.3968666666,4.13496666667
393.52,14.722,67.7118666667,66.6146,3.24313333333,10.2516,9.73306666666,91.8275333333,16.8356666667,69.1059333333,4.09013333333
393.88,14.6956666667,67.3569333334,66.2209333333,3.24386666667,10.2536333333,9.72586666667,91.6662000001,16.8561333333,68.7249333333,4.0818
394.24,14.6332,67.0470666667,65.8998,3.2056,10.2409333333,9.6808,91.6938666667,16.857,68.4483333333,4.0372
394.60,14.5714,66.7819333333,65.6412,3.11666666667,10.2123666667,9.63413333333,91.7816666668,16.8682666667,68.2402666667,3.9497
394.96,14.5378666667,66.5274,65.3442,3.10813333333,10.2264333333,9.58513333333,91.7534666667,16.8914,68.0178,3.9291
395.32,14.5376666667,66.2355333333,65.0166666667,3.1164,10.2546333333,9.57919999999,91.7205333334,16.9464666667,67.6718666667,3.8929
395.68,14.6094,65.9848666667,64.7596,3.167,10.3763333333,9.68600000001,91.7906666667,17.0723333333,67.4589333333,3.94336666667
396.04,14.5831333333,65.5602,64.3174,3.16793333333,10.4170666667,9.66840000001,91.6388666666,17.0948666667,67.0498,3.90496666667
396.40,14.5967333333,65.163,63.9226,3.22,10.4976,9.72286666667,91.4758666667,17.1792666667,66.7318,3.94713333333
396.76,14.6126,64.8769333333,63.6375333333,3.1986,10.5435666667,9.74366666666,91.5596,17.2605333333,66.5091333333,3.93233333333
397.12,14.6080666667,64.6162,63.3444666667,3.15313333333,10.567,9.71286666667,91.5934,17.3223333333,66.2682666667,3.8973
397.48,14.6134666667,64.3662,63.0765333333,3.16213333333,10.6278666667,9.7014,91.6144666666,17.4349333333,66.0508666667,3.90056666667
397.84,14.6091333333,64.1522666667,62.8563333333,3.13913333333,10.6590666667,9.69473333333,91.7266666667,17.5252666667,65.8673333333,3.86736666667
398.20,14.6814666667,63.997,62.6948,3.15686666667,10.7225333333,9.72366666667,91.9264,17.6448666667,65.7352666667,3.86323333333
398.56,14.7531333333,63.7424666667,62.4281333333,3.22393333333,10.8576666667,9.79413333333,91.9359333333,17.7445333334,65.5214,3.9191
398.92,14.8410666667,63.4188666667,62.1401333333,3.27966666667,10.9648666667,9.87960000001,91.9015333332,17.87,65.2542666667,3.97183333333
399.28,14.8920666667,63.1766,61.8972,3.28566666667,11.0714,9.91333333333,91.9265333335,17.9860666667,65.0852,3.9984
399.64,14.885,62.8465333334,61.5253333333,3.26853333333,11.1328333333,9.88746666667,91.8041333333,18.0767333333,64.7984,3.99366666667
400.00,14.9305333333,62.6574,61.3062,3.2726,11.2273,9.92946666667,91.8484,18.1808,64.6171333333,4.03166666667
400.36,14.9458,62.3720666667,60.965,3.27793333333,11.2904666667,9.91573333333,91.741,18.2914,64.2654,4.01616666667
400.72,15.0204666667,62.2026666667,60.7759333333,3.35173333333,11.4235,10.0066666667,91.8055333332,18.4765333333,64.0722,4.07396666667
401.08,15.0058666667,61.853,60.4256,3.3544,11.4716,10.0128666667,91.7236,18.5425333333,63.7286666667,4.05946666667
401.44,15.0460666667,61.6106,60.1306666667,3.36726666667,11.5641333333,10.0804666667,91.7660666667,18.6741333333,63.4982666667,4.10203333333
401.80,15.1241333333,61.3874,59.8546666667,3.41246666667,11.7105,10.1341333333,91.8212666667,18.8254666667,63.2965333333,4.1625
402.16,15.148,61.0478,59.5161333333,3.44353333333,11.8291666667,10.1768,91.7103999999,18.9625333333,62.9854,4.21923333333
402.52,15.1368666667,60.7356666667,59.2304666667,3.4234,11.8794666667,10.17,91.663,19.081,62.6629333333,4.24073333333
402.88,15.1143333333,60.5045333333,58.9736,3.4048,11.9429666667,10.1796,91.6726666666,19.2117333333,62.3413333333,4.204
403.24,15.0848666667,60.1563333333,58.6374666667,3.3928,11.9864333333,10.1590666667,91.5347333333,19.3135333333,61.97,4.19193333333
403.60,15.0448666667,59.8352,58.3303333333,3.34053333333,11.9829333333,10.1302666667,91.4476,19.3719333333,61.6343333333,4.13393333333
403.95,15.0347333333,59.5038666666,58.0448,3.3402,12.0590333333,10.111,91.3209999999,19.4989333333,61.3534,4.13366666667
404.31,15.0563333333,59.2822666667,57.7952,3.3322,12.1203666667,10.1361333333,91.3382,19.5899333333,61.1316,4.13813333333
404.67,15.0364,58.9700666667,57.4601333333,3.32646666666,12.1852,10.0995333333,91.1752666667,19.6619333334,60.8423333333,4.14443333333
405.03,15.033,58.6992666667,57.1957333333,3.35086666667,12.2985,10.1128666667,91.0042,19.8082666667,60.6123333333,4.16856666667
405.39,15.0217333333,58.3770666667,56.9204666667,3.36126666667,12.3909666667,10.0932666667,90.7843333334,19.9024,60.2682,4.16416666667
405.75,14.9454666667,57.8869333333,56.4552666667,3.32673333333,12.4052333333,10.0227333333,90.3554666666,19.9332,59.7839333333,4.11846666667
406.11,14.9269333333,57.5658666667,56.1346,3.32626666667,12.4792,10.0185333333,90.1309333333,20.0333333333,59.4421333333,4.09036666667
406.47,14.9268,57.2362666667,55.8250666667,3.35746666666,12.6057333333,10.0139333333,89.8670666667,20.1724,59.1292666667,4.10186666667
406.83,14.9134,56.8828666667,55.4891333334,3.3528,12.6952666667,9.97940000001,89.6458666668,20.2764,58.8425333333,4.10846666667
407.19,14.9251333333,56.638,55.1882,3.3748,12.8255333333,9.99726666666,89.4964,20.438,58.5688,4.13623333333
407.55,14.9432666667,56.4028666667,54.9134666667,3.42446666667,12.9705,10.0086666667,89.3290000001,20.6144,58.2848666667,4.17303333333
407.90,14.9622,56.1152666667,54.5978,3.47666666667,13.1204,10.0552666667,89.1177333333,20.7912,57.9442666667,4.19023333333
408.26,14.9701333333,55.8104,54.3064666667,3.493,13.2986,10.0750666667,88.9452666666,20.9950666667,57.6480666667,4.21673333333
408.62,14.953,55.4637333333,53.9888,3.47506666667,13.4099666667,10.0670666667,88.6777333333,21.1327333333,57.2741333333,4.19836666667
408.98,14.9089333333,55.0993333333,53.605,3.4424,13.4786,10.0428666667,88.3685999999,21.2695333334,56.8914,4.16826666667
409.34,14.9029333333,54.7680666667,53.2522,3.432,13.5836333333,10.0438,88.1321333332,21.4010666667,56.5845333334,4.1671
409.70,14.9309333333,54.6136666667,53.1058,3.48206666667,13.7770333333,10.1131333333,88.1002666668,21.6414,56.4206666667,4.2143
410.06,14.9519333333,54.3056,52.787,3.52,13.9358333333,10.1286666667,87.8278000001,21.8234,56.1116,4.26243333333
410.42,14.9292,54.0570666667,52.5275333333,3.47953333333,14.0207333333,10.1182,87.7758,21.9702,55.8917333333,4.22336666667
410.77,14.9157333333,53.8534666667,52.2886666667,3.4804,14.1610666667,10.1319333333,87.6319333334,22.1479333333,55.6658,4.218
411.13,14.9098,53.5202666667,51.9845333333,3.50373333333,14.2955333333,10.1456666667,87.3647333334,22.2934666667,55.3774,4.22226666667
411.49,14.8873333333,53.2116,51.7108,3.49233333333,14.4198666667,10.1359333333,87.0950666666,22.4550666667,55.1157333333,4.22146666667
411.85,14.8127333333,52.9088666667,51.384,3.4386,14.4718333333,10.0588666667,86.8007999999,22.5596666667,54.7891333333,4.17693333333
412.21,14.7821333333,52.6103333333,51.0999333333,3.46333333333,14.6087333333,10.0363333333,86.4775333334,22.7298,54.5185333333,4.1978
412.57,14.7466,52.3078,50.771,3.48053333333,14.773,10.0302,86.1676666667,22.926,54.2030666667,4.21683333333
412.92,14.7505333333,51.9625333333,50.4262666667,3.52146666667,14.9241333333,10.0396666667,85.8360666667,23.0440666667,53.8172666667,4.26836666667
413.28,14.68,51.5757333333,50.0665333334,3.50626666667,15.0441333333,9.98646666666,85.3823999999,23.1877333333,53.4033333333,4.25296666667
413.64,14.6262,51.212,49.7181333333,3.48573333333,15.1680333333,9.9386,84.9944000001,23.329,53.0174,4.2298
414.00,14.5344,50.8486,49.3926,3.45746666667,15.2847333333,9.896,84.6009999999,23.4820666667,52.6433333333,4.1997
414.36,14.4673333333,50.5001333334,49.0356,3.44813333333,15.406,9.87526666666,84.0918000001,23.6086,52.2066666667,4.2009
414.72,14.404,50.147,48.6961333333,3.44146666667,15.5353666667,9.85766666667,83.6283333333,23.7765333333,51.8269333333,4.21226666667
415.07,14.4138666667,49.914,48.4955333333,3.4644,15.7239666667,9.88373333333,83.3994000001,24.0248666667,51.5683333333,4.2737
415.43,14.3146,49.5014666667,48.0837333333,3.44513333333,15.8433666667,9.84213333333,82.9141333334,24.1402666667,51.1408,4.266
415.79,14.2871333333,49.1633333333,47.7994666667,3.4606,16.0276666667,9.83440000001,82.5419333333,24.3376,50.7931333333,4.27666666667
416.15,14.2281333333,48.8046666667,47.4480666666,3.45786666667,16.1625333333,9.8354,82.0896,24.4770666667,50.3929333333,4.275
416.51,14.1683333333,48.4829333333,47.1242,3.449,16.2844666667,9.81613333333,81.7225333333,24.621,50.0464,4.24176666667
416.86,14.1418,48.3035333333,46.9623333333,3.45326666667,16.4847333333,9.81486666666,81.5125333333,24.8599333333,49.8907333333,4.23603333333
417.22,14.0397333333,48.0089333333,46.6546,3.40713333333,16.5740666667,9.76293333333,81.1957333333,24.9902,49.5702666667,4.16483333333
417.58,13.9443333333,47.6521333333,46.3210666667,3.35553333333,16.6537666667,9.70146666667,80.799,25.0954,49.2420666667,4.11663333333
417.94,13.8988,47.3684666667,46.0379333333,3.35886666667,16.8109,9.67246666666,80.4630666667,25.2727333333,48.9499333333,4.10706666667
418.29,13.8433333333,47.0840666666,45.7431333333,3.36533333333,16.9573333333,9.63180000001,80.1057333333,25.4138,48.6648666667,4.08816666667
418.65,13.8054666667,46.7443333333,45.4264,3.39646666667,17.1038666667,9.62886666667,79.6611333333,25.5478666667,48.3272666667,4.10193333333
419.01,13.7269333333,46.4206666666,45.0954666667,3.39066666667,17.2106666667,9.58186666667,79.2140666667,25.6724666666,48.0001333333,4.06443333333
419.37,13.7092,46.2056,44.8981333333,3.40493333333,17.3765,9.59060000001,78.9513333333,25.8714666667,47.7934,4.08236666667
419.73,13.6616666667,45.9676666667,44.6151333333,3.40053333333,17.4843666667,9.57886666667,78.5856,26.0169333333,47.5426,4.07923333333
420.08,13.6182666667,45.7216,44.3657333333,3.40633333333,17.6134333333,9.54919999999,78.2322,26.1785333333,47.298,4.08953333333
420.44,13.5772,45.4188,44.1130666667,3.41573333333,17.7403333333,9.52340000001,77.7882666667,26.3124,47.008,4.10563333333
420.80,13.5204666667,45.1470666667,43.8196,3.40273333333,17.8395666667,9.48526666667,77.3684666667,26.4339333333,46.6867333333,4.1026
421.16,13.4819333333,44.882,43.5592,3.42266666667,17.9919,9.46806666667,76.9336666667,26.5939333333,46.414,4.12506666667
421.51,13.4390666667,44.6652666667,43.3094,3.433,18.1512666667,9.45879999999,76.539,26.7679333333,46.1379333333,4.13726666667
421.87,13.3848,44.3957333333,43.0448,3.42806666667,18.2735666667,9.4258,76.1221333333,26.9083333333,45.862,4.13803333333
422.23,13.3443333333,44.1122,42.7912,3.44046666667,18.422,9.41206666667,75.6668,27.0811333333,45.5787333333,4.15773333333
422.58,13.2756666667,43.8772666667,42.542,3.4076,18.5504666667,9.3572,75.2744,27.2442,45.3045333333,4.12656666667
422.94,13.2055333333,43.6353333334,42.2943333333,3.37906666667,18.6819,9.31273333334,74.8828666667,27.3984,45.0184,4.1121
423.30,13.1307333333,43.3526,42.0236,3.36646666667,18.8101333333,9.25846666667,74.4265333333,27.5447333333,44.7101333333,4.08876666667
423.66,13.0442666667,43.0407333333,41.7620666667,3.33826666667,18.9322,9.20153333333,73.9313333333,27.6611333333,44.3924,4.0692
424.01,12.9666,42.7811333333,41.5381333333,3.31153333333,19.0569,9.15526666667,73.4918,27.8116,44.0966666667,4.04153333333
424.37,12.9136,42.5936666667,41.3463333333,3.30606666667,19.2074333333,9.14066666666,73.1530666667,27.9884666667,43.8893333333,4.05073333333
424.73,12.8509333333,42.3581333333,41.1352666667,3.29146666667,19.3338,9.10333333333,72.7536,28.1282,43.6649333333,4.0235
425.08,12.8132666667,42.1696,40.9647333333,3.3044,19.4850333333,9.09646666666,72.4026,28.3031333333,43.4679333333,4.0368
425.44,12.7566666667,41.9234,40.7633333333,3.31653333333,19.6207,9.06280000001,71.9922666667,28.4442,43.2402,4.0339
425.80,12.6953333333,41.7220666667,40.5782666667,3.29926666667,19.7510666667,9.03173333334,71.604,28.5936666667,43.0096,4.01146666667
426.16,12.6112666667,41.4916666667,40.3428666667,3.28406666666,19.8788666667,8.99513333334,71.1662,28.7358,42.7467333333,3.98186666667
426.51,12.5362,41.2526666667,40.1326,3.28453333333,20.0377,8.96026666666,70.7319333333,28.8898,42.5034,3.9694
426.87,12.4584666667,40.9673333333,39.8668666667,3.2976,20.1883,8.92953333334,70.1821333333,29.0172666667,42.2244,3.96473333333
427.23,12.3929333333,40.7071333333,39.6166666667,3.31446666667,20.3603666667,8.90340000001,69.6543333333,29.1923333333,41.9338666667,3.9707
427.58,12.3385333333,40.5149333333,39.4349333333,3.35366666667,20.5688333333,8.9016,69.2514666667,29.4366666667,41.7200666666,3.99613333333
427.94,12.2461333333,40.2617333333,39.1491333333,3.35506666667,20.7513,8.85140000001,68.7558666667,29.6141333333,41.4354666667,3.97863333333
428.30,12.1746666667,40.0412666667,38.9019333334,3.35953333333,20.9457,8.81319999999,68.3154666667,29.8211333333,41.1838,3.9516
428.65,12.1152666667,39.7886666667,38.6683333333,3.39306666667,21.1258,8.7884,67.8612666667,30.0196666667,40.9298666667,3.9762
429.01,12.0562666667,39.5254666667,38.3972666667,3.39953333333,21.3109,8.74819999999,67.4159333333,30.2336,40.6714,3.98143333333
429.37,12.0127333333,39.3024,38.1812666667,3.4126,21.516,8.72760000001,66.9741333334,30.4750666667,40.4131333333,4.00333333333
429.72,11.9421333333,39.0628,37.9222666667,3.4502,21.7046333333,8.70346666667,66.4953333333,30.6593333334,40.1671333333,4.03846666667
430.08,11.9284,38.9259333333,37.7666666667,3.483,21.9124666666,8.69500000001,66.1846666667,30.9062,40.0102666667,4.0846
430.44,11.8914666667,38.7227333333,37.5316,3.50413333333,22.0886333333,8.68080000001,65.7487333333,31.1214666667,39.7676666667,4.11623333333
430.79,11.8332,38.5178,37.3234666667,3.5058,22.2711333334,8.65119999999,65.3580666667,31.3489333333,39.5349333333,4.1394
431.15,11.7954,38.3561333334,37.1035333333,3.5108,22.4356,8.62186666667,64.9778666667,31.5513333333,39.3444,4.16453333333
431.50,11.7094666667,38.1229333333,36.8513333333,3.48173333333,22.5721666667,8.54833333333,64.5322,31.7003333333,39.0844,4.12646666667
431.86,11.6599333333,37.8863333333,36.6317333333,3.47873333333,22.7206666667,8.51513333333,64.1284,31.8836,38.8732,4.13666666667
432.22,11.5699333333,37.611,36.3602666667,3.45266666667,22.8127,8.44519999999,63.6503333333,32.0086666667,38.5693333333,4.11293333333
432.57,11.5069333333,37.4333333333,36.1702,3.44933333333,22.9633,8.43346666667,63.2595333333,32.1778666667,38.3594666667,4.11223333333
432.93,11.4528,37.3171333333,36.0278,3.44546666667,23.1147666667,8.40026666667,62.9071333333,32.3474666667,38.1913333333,4.11593333333
433.29,11.3794666667,37.122,35.8218,3.41853333333,23.2205,8.3548,62.5222,32.4656666667,37.9806666667,4.10956666667
433.64,11.3090666667,36.9125333333,35.6073333333,3.3774,23.3165333334,8.28973333333,62.1138,32.572,37.7242,4.0762
434.00,11.2247333333,36.6773333333,35.3752,3.35153333333,23.3891333333,8.21653333334,61.6672666667,32.66,37.4772666667,4.05773333333
434.35,11.1622,36.4672666667,35.1975333333,3.3396,23.4928,8.17286666667,61.2826666667,32.795,37.2742666666,4.06026666667
434.71,11.1202666667,36.2731333334,35.0216,3.3422,23.6070666667,8.14673333333,60.8742,32.9406,37.0819333333,4.06516666667
