wavelength,Back_SpoBoom,Belly_SpoBoom,Breast_SpoBoom,Crissum_SpoBoom,Crown_SpoBoom,DorTail_SpoBoom,Patch10_SpoBoom,Patch11_SpoBoom,Rump_SpoBoom,Throat_SpoBoom,WingTip_SpoBoom
311.12,6.50066666667,15.0831111111,14.442,12.2105555556,5.38366666667,8.58988888889,10.4868888889,8.31944444445,12.8800555556,5.54733333334,7.44644444444
311.49,6.27322222222,14.9177777778,14.2025555555,12.1205555556,5.00588888889,8.26044444444,10.2548888889,8.15344444444,12.6666666667,5.23477777778,7.06844444444
311.85,6.52366666667,15.3348888889,14.4571111111,12.4987777778,5.16544444445,8.49433333333,10.4721111111,8.37488888889,12.9632222222,5.59688888889,7.28955555556
312.22,6.20977777778,15.3196666667,14.5202222222,12.4766666667,4.88655555555,8.31022222222,10.4183333333,8.34266666667,13.0265555556,5.53433333333,7.18811111111
312.59,6.04655555556,15.3376666667,14.7204444444,12.5133333333,4.74066666666,8.20811111111,10.286,8.317,13.1346666667,5.51244444444,7.18055555556
312.96,6.04411111111,15.4723333333,14.9398888889,12.6001111111,4.63255555555,8.239,10.3743333333,8.52077777778,13.2736666666,5.50133333333,7.15844444444
313.33,6.02033333333,15.5646666667,15.0246666667,12.7518888889,4.54288888889,8.09833333334,10.3553333333,8.44866666667,13.2852222222,5.34611111111,7.05811111111
313.70,5.93766666667,15.5091111111,15.0201111111,12.686,4.33855555555,8.00444444445,10.2682222222,8.39888888889,13.2465,5.29211111111,6.92377777778
314.07,5.88066666667,15.6018888889,15.1038888889,12.7072222222,4.20422222222,7.83,10.3297777778,8.32755555556,13.1687222222,5.17733333333,6.72344444445
314.43,5.783,15.7657777778,15.2032222222,12.8245555555,4.15466666667,7.71533333333,10.3523333333,8.403,13.2623333334,5.08955555555,6.65255555556
314.80,5.48088888889,15.6977777778,15.0456666667,12.7364444444,3.82077777778,7.41622222222,10.0207777778,8.23444444445,13.1529444444,4.80577777778,6.14166666667
315.17,5.21877777778,15.632,14.8417777778,12.5541111111,3.44922222222,6.91622222222,9.73366666668,8.08711111111,12.7952222222,4.40422222222,5.65888888889
315.54,5.31022222222,15.9647777778,15.2523333333,12.7463333333,3.66588888889,7.05222222222,10.0515555556,8.36755555556,13.0127777778,4.57355555556,5.88611111111
315.91,5.32544444445,16.1367777778,15.6211111111,13.014,3.79044444445,7.07366666667,10.2864444444,8.52255555555,13.1081111111,4.50388888889,5.88433333333
316.28,5.46455555555,16.2393333333,15.7611111111,13.1352222222,3.92488888889,7.05677777778,10.4352222222,8.63033333335,13.1165555555,4.471,5.80088888889
316.64,5.53544444445,16.3892222222,15.7255555556,13.2724444445,3.95077777778,6.92166666667,10.5404444445,8.63944444443,13.0911111111,4.55833333333,5.80822222222
317.01,5.44455555555,16.5055555556,15.6962222222,13.3864444444,3.86311111111,6.76033333334,10.5892222222,8.39188888889,13.0957777778,4.51322222222,5.74766666667
317.38,5.45733333333,16.7584444444,16.0554444444,13.4992222222,4.03188888889,6.84788888889,10.7152222222,8.60899999999,13.4026111111,4.523,5.90077777778
317.75,5.51877777778,17.0451111111,16.4158888889,13.6055555556,4.12322222222,6.95588888889,10.9834444444,8.72211111111,13.6997777778,4.57988888889,5.998
318.12,5.82044444444,17.5728888889,17.024,13.9763333333,4.54411111111,7.41266666666,11.2864444444,9.16444444444,14.2846111111,4.97477777778,6.41077777778
318.49,6.03822222222,17.776,17.3603333333,14.186,4.72133333333,7.59488888889,11.5012222222,9.45522222222,14.5107222222,5.19777777778,6.48577777778
318.85,6.25777777778,18.0023333333,17.6567777778,14.3455555556,4.911,7.73277777778,11.6677777778,9.57555555554,14.7535,5.426,6.67688888889
319.22,6.14088888889,18.1173333333,17.7283333334,14.3601111111,4.91222222222,7.77533333333,11.6644444444,9.66344444443,14.9569444444,5.36911111111,6.67166666667
319.59,6.23888888889,18.2384444444,17.8088888889,14.4485555556,4.88833333333,7.71855555555,11.6407777778,9.70244444445,15.0446111111,5.30833333333,6.57488888889
319.96,6.02655555555,18.1375555555,17.6667777778,14.2671111111,4.59455555555,7.53288888889,11.4616666667,9.52677777778,15.0091111111,5.14655555556,6.37044444445
320.32,5.87088888889,18.2504444444,17.7437777778,14.2067777778,4.41955555556,7.44988888889,11.3791111111,9.44044444444,15.0567777778,5.07033333333,6.27311111111
320.69,5.65255555556,18.3902222222,17.9334444444,14.151,4.29533333333,7.46344444444,11.4168888889,9.34977777778,15.1385555556,4.80766666667,6.17177777778
321.06,5.44555555556,18.3718888889,18.0371111111,13.9767777778,4.18522222222,7.40511111111,11.2785555556,9.30244444445,15.0106666667,4.71355555555,5.91811111111
321.43,5.549,18.6064444444,18.1832222222,14.0988888889,4.15933333333,7.35522222222,11.4885555555,9.35033333332,15.0897777778,4.911,5.933
321.80,5.63922222222,18.8837777778,18.3743333333,14.4011111111,4.263,7.47,11.6428888889,9.54522222222,15.2228888889,4.96544444444,5.91
322.16,5.72888888889,19.0495555555,18.5035555556,14.6017777778,4.21322222222,7.38611111111,11.7116666667,9.62744444444,15.3934444445,5.03866666666,6.04366666667
322.53,5.715,19.2636666667,18.6575555556,14.7296666666,4.25633333333,7.30944444444,11.9226666667,9.64922222222,15.6341666666,5.12455555556,6.22644444445
322.90,5.66488888889,19.599,18.9125555555,14.9602222222,4.22977777778,7.35866666667,12.1404444444,9.71666666666,15.8540555556,5.122,6.39777777778
323.27,5.54488888889,19.5626666667,18.8695555556,15.108,4.04266666667,7.21811111111,12.0882222222,9.432,15.7462222222,4.99822222222,6.28688888889
323.63,5.358,19.5194444445,18.8183333333,15.1176666666,3.91166666666,7.16677777778,12.0704444444,9.32011111111,15.7964444444,4.90644444444,6.14511111111
324.00,5.26866666667,19.6064444444,18.7358888889,15.1395555556,3.922,6.96711111111,12.0802222222,9.2251111111,15.78,4.85888888889,5.99822222222
324.37,5.39177777778,19.7546666666,18.8751111111,15.2396666667,4.12288888889,7.047,12.2764444444,9.41944444445,15.8641666667,5.01944444444,6.17877777778
324.74,5.59766666667,20.0375555555,19.157,15.5892222222,4.34222222222,7.20633333333,12.4806666667,9.81488888889,16.0892222222,5.22533333333,6.28522222222
325.10,5.78333333333,20.3898888889,19.4153333333,16.0415555555,4.58911111111,7.28466666667,12.7901111111,10.1444444445,16.4562222222,5.46811111111,6.57766666667
325.47,5.78666666667,20.5036666667,19.3613333333,16.1084444444,4.50422222222,7.23788888889,12.7414444444,10.1687777778,16.3978333333,5.37122222222,6.53955555555
325.84,5.423,20.2804444444,19.1666666667,15.8586666667,4.15888888889,6.835,12.3928888889,9.9131111111,16.0475555556,5.07388888889,6.241
326.21,5.33222222222,20.3687777778,19.1546666667,15.9344444444,4.141,6.77188888889,12.4004444445,9.8821111111,16.0422777778,4.96888888889,6.03466666667
326.57,5.41166666667,20.5251111111,19.245,16.058,4.14688888889,6.81177777778,12.3708888889,10.0061111111,16.0117222222,4.94188888889,6.02411111111
326.94,5.39944444444,20.5767777778,19.0976666667,15.9727777778,4.09366666667,6.72522222222,12.1866666667,10.0531111111,15.9010555556,4.79733333333,5.98677777778
327.31,5.52355555556,20.7598888889,19.2682222222,16.0378888889,4.20933333333,6.78622222222,12.2232222222,10.337,15.9452777778,4.96111111111,6.167
327.67,5.69988888889,21.0293333333,19.4288888889,16.201,4.37388888889,6.79166666667,12.2717777778,10.543,15.9432222222,4.96411111111,6.347
328.04,6.00877777778,21.3876666667,19.7356666667,16.4543333333,4.618,7.02744444444,12.5047777778,10.9668888889,16.1811111111,5.18666666667,6.729
328.41,6.09433333333,21.661,19.9517777778,16.7493333333,4.60822222222,6.984,12.5844444444,11.0585555556,16.4134444445,5.167,6.84366666667
328.78,6.06522222222,21.724,19.9558888889,16.7613333333,4.525,6.82411111111,12.4996666667,10.9768888889,16.3783333333,5.08366666667,6.90477777778
329.14,6.15811111111,21.8596666667,20.167,16.7891111111,4.54711111111,6.98511111111,12.6021111111,11.0397777778,16.4687777778,5.12911111111,6.92133333333
329.51,6.19877777778,21.9448888889,20.3347777778,16.8991111111,4.67611111111,7.15911111111,12.7366666667,11.178,16.6435555556,5.24633333333,6.92833333333
329.88,6.363,22.23,20.654,17.1676666667,4.80522222222,7.34944444444,12.9778888889,11.3603333333,16.9703333333,5.41011111111,7.13911111111
330.24,6.36811111111,22.363,20.8992222222,17.2787777778,4.834,7.43355555555,12.9524444444,11.3817777778,16.9949444444,5.46677777778,7.311
330.61,6.43744444445,22.6476666667,21.3166666667,17.6061111111,4.97888888889,7.60388888889,13.1542222222,11.4633333334,17.3896111111,5.55022222222,7.51522222222
330.98,6.60111111111,22.9106666667,21.6895555556,18.037,5.19844444445,7.79888888889,13.5738888889,11.6643333333,17.8122222222,5.78288888889,7.66366666667
331.34,6.60288888889,23.1347777778,21.9813333333,18.142,5.17711111111,7.83166666667,13.8175555556,11.7774444445,18.138,5.68011111111,7.58044444444
331.71,6.63333333333,23.2705555556,22.1503333333,18.3302222222,5.16888888889,7.84577777778,13.9035555556,11.8948888889,18.3365555555,5.74944444445,7.52477777778
332.08,6.39622222222,23.3022222222,22.2044444445,18.246,4.93144444445,7.77166666667,13.74,11.725,18.2537222222,5.53788888889,7.26744444445
332.44,6.29066666667,23.3398888889,22.2826666667,18.0786666667,4.88844444444,7.73544444444,13.7216666667,11.6776666667,18.1782222222,5.48755555556,7.11877777778
332.81,6.253,23.3423333333,22.2814444444,18.0488888889,4.80377777778,7.77822222222,13.8134444445,11.7588888889,18.2961666667,5.449,6.955
333.18,6.11744444445,23.419,22.2464444445,17.9437777778,4.607,7.57433333333,13.7552222222,11.6557777778,18.2293333333,5.22966666667,6.78877777778
333.54,6.00788888889,23.6994444444,22.3667777778,18.0813333333,4.46577777778,7.42266666667,13.8757777778,11.6741111111,18.364,5.09822222222,6.74655555555
333.91,5.98633333333,23.7453333333,22.2858888889,18.0438888889,4.47022222222,7.33744444445,13.9523333333,11.7421111111,18.3472777778,5.15533333333,6.61266666667
334.28,6.01955555556,23.8668888889,22.25,18.0235555556,4.317,7.26533333333,14.0362222222,11.8141111111,18.4028333333,5.04044444444,6.48333333333
334.64,5.758,23.8046666667,22.0368888889,17.8705555556,3.99044444444,6.99733333333,13.8917777778,11.6211111111,18.1142222222,4.784,6.16744444444
335.01,5.43455555555,23.6961111111,21.9103333333,17.5833333333,3.61922222222,6.65533333334,13.6431111111,11.3347777778,17.8172777778,4.50533333334,5.85055555556
335.38,5.23155555556,23.6326666667,21.7614444444,17.5117777778,3.41844444445,6.42755555555,13.4697777778,11.1155555555,17.6682777778,4.33711111111,5.65844444444
335.74,5.02977777778,23.5453333333,21.5982222222,17.4021111111,3.21044444444,6.269,13.3933333333,10.99,17.5409444444,4.19822222222,5.495
336.11,5.08322222222,23.6612222222,21.6082222222,17.5461111111,3.23266666667,6.12577777778,13.497,11.122,17.5810555556,4.16444444444,5.48811111111
336.47,5.05933333333,23.8397777778,21.711,17.7965555556,3.19188888889,6.099,13.5201111111,11.208,17.689,4.171,5.47555555556
336.84,5.13066666667,24.0651111111,21.914,17.9157777778,3.21077777778,6.10677777778,13.5791111111,11.2823333333,17.7186666667,4.223,5.501
337.21,5.112,24.0645555555,21.8838888889,18.0144444444,3.15033333333,6.06722222222,13.5468888889,11.2876666667,17.7623888889,4.15055555556,5.44611111111
337.57,4.98255555555,23.9874444444,21.8288888889,17.8674444444,3.02533333333,5.91277777778,13.3751111111,11.1087777778,17.6508333333,4.008,5.31666666666
337.94,4.90822222222,24.2503333333,22.042,18.1003333333,3.01133333333,5.89988888889,13.4168888889,11.162,17.8481666666,3.88666666667,5.35755555555
338.31,4.83266666667,24.3381111111,22.1378888889,18.1968888889,3.02644444444,5.91188888889,13.4715555555,11.2607777778,17.9207777778,3.899,5.393
338.67,4.89077777778,24.4144444445,22.2137777778,18.2903333333,3.14066666667,6.04233333333,13.5355555556,11.4165555556,18.0161111111,3.90455555556,5.43944444444
339.04,4.84355555556,24.3613333333,22.2077777778,18.2794444444,3.07955555555,5.97155555556,13.4631111111,11.4781111111,17.9645555556,3.84911111111,5.30222222222
339.40,5.03266666667,24.5201111111,22.3706666667,18.4455555556,3.18877777778,6.103,13.5944444444,11.7463333333,18.0237777778,3.94977777778,5.37311111111
339.77,4.93577777778,24.7262222222,22.5228888889,18.45,3.04955555556,6.04133333333,13.609,11.7742222222,18.0648333334,3.88133333333,5.26111111111
340.14,4.61522222222,24.6385555555,22.5072222222,18.3085555555,2.685,5.817,13.3981111111,11.5212222222,18.0131111111,3.70233333333,4.97411111111
340.50,4.68566666667,24.7123333333,22.515,18.3496666667,2.659,5.84411111111,13.4568888889,11.5482222222,18.0528333333,3.65711111111,4.91922222222
340.87,4.63933333333,24.8496666667,22.4887777778,18.501,2.62344444444,5.73911111111,13.456,11.5432222222,18.0692222222,3.54355555555,4.86133333333
341.23,4.674,25.0811111111,22.6691111111,18.7362222222,2.60244444444,5.69977777778,13.389,11.6697777778,18.2253888889,3.55,4.84033333333
341.60,4.87611111111,25.2338888889,22.9553333333,19.0282222222,2.74022222222,5.88455555555,13.6174444444,11.9334444444,18.4548333333,3.70888888889,4.91966666666
341.96,4.93966666667,25.1771111111,23.0031111111,19.072,2.73266666667,5.87855555556,13.664,11.9075555556,18.5013333333,3.69255555556,4.965
342.33,5.124,25.4326666666,23.2955555556,19.355,2.90411111111,5.95444444444,13.8761111111,12.1381111111,18.6968333333,3.877,5.10077777778
342.70,5.11844444444,25.6744444445,23.4345555556,19.4483333333,2.92977777778,5.89955555556,14.0046666666,12.1182222222,18.8183333333,3.94988888889,5.11677777778
343.06,5.35022222222,26.0826666667,23.7232222222,19.7635555556,3.24066666667,6.12677777778,14.251,12.4234444444,19.1831666667,4.11244444444,5.45666666666
343.43,5.28533333333,26.1923333333,23.8436666667,19.8793333333,3.31133333333,6.15422222222,14.4225555556,12.517,19.3646111111,4.13777777778,5.49922222222
343.79,5.35166666667,26.2223333333,23.9433333333,20.0463333333,3.43122222222,6.20866666667,14.5171111111,12.5187777778,19.4892777778,4.21944444444,5.65422222222
344.16,5.69244444444,26.4321111111,24.2638888889,20.3584444445,3.77733333333,6.48655555555,14.892,12.8182222222,19.7212222222,4.48377777778,5.99511111111
344.52,5.71366666666,26.5497777778,24.4078888889,20.423,3.77033333333,6.50266666667,14.9992222222,12.9085555556,19.7536666667,4.535,6.02466666667
344.89,5.72577777778,26.559,24.5192222222,20.4913333333,3.77788888889,6.55722222222,15.0051111111,13.0173333333,19.8298333334,4.62177777778,6.09033333333
345.25,5.59755555555,26.4834444444,24.4722222222,20.4187777778,3.74755555555,6.48022222222,15.005,12.9454444445,19.7696111111,4.60844444444,6.06322222222
345.62,5.42288888889,26.4542222222,24.3818888889,20.3278888889,3.59011111111,6.31266666667,14.8552222222,12.819,19.6717777778,4.427,5.90877777778
345.99,5.30355555555,26.548,24.4322222222,20.3301111111,3.45255555555,6.18366666667,14.7191111111,12.7927777778,19.5518333333,4.32577777778,5.73922222222
346.35,5.206,26.5735555556,24.4048888889,20.3206666667,3.37477777778,6.13633333333,14.7086666666,12.723,19.5505555555,4.17122222222,5.67188888889
346.72,5.23788888889,26.5645555556,24.4208888889,20.4448888889,3.45011111111,6.17122222222,14.6523333333,12.8576666667,19.5708333333,4.20377777778,5.69677777778
347.08,5.10733333333,26.538,24.4728888889,20.4947777778,3.31944444444,6.03133333333,14.5802222222,12.8233333333,19.4646666667,4.13,5.54088888889
347.45,5.12266666667,26.7217777778,24.5565555555,20.6454444445,3.39966666667,6.011,14.5656666667,12.8736666667,19.5241111111,4.15355555556,5.56344444444
347.81,5.15466666667,26.9776666667,24.7502222222,20.8295555556,3.46288888889,6.05488888889,14.6881111111,13.0187777778,19.6751111111,4.18,5.58477777778
348.18,5.09944444444,27.1124444444,24.8681111111,20.9331111111,3.49211111111,6.06677777778,14.6066666667,13.0908888889,19.7261111111,4.13933333333,5.503
348.54,5.07788888889,27.2291111111,24.8562222222,21.0471111111,3.53588888889,6.07811111111,14.6347777778,13.2381111111,19.7973888889,4.086,5.49666666666
348.91,5.183,27.5383333333,25.0704444445,21.18,3.62755555555,6.03188888889,14.825,13.3456666667,19.965,4.21022222222,5.54077777778
349.27,5.24333333333,27.7468888889,25.2612222222,21.3355555556,3.76177777778,6.15922222222,14.9694444444,13.5036666667,20.0661111111,4.29644444444,5.58822222222
349.64,5.37644444444,27.9741111111,25.4271111111,21.5058888889,3.89566666666,6.29166666667,15.1044444445,13.7007777778,20.235,4.40122222222,5.77233333333
350.00,5.48488888889,28.1282222222,25.5188888889,21.656,4.02488888889,6.45022222222,15.2928888889,13.9028888889,20.4101111111,4.43933333333,5.89577777778
350.37,5.56244444444,28.2865555556,25.6486666667,21.8081111111,4.077,6.58966666667,15.4078888889,14.0596666667,20.5106666667,4.53511111111,5.96955555556
350.73,5.65144444445,28.5142222222,25.8944444444,21.9698888889,4.09944444444,6.71911111111,15.651,14.2151111111,20.7998333333,4.62722222222,6.12222222222
351.10,5.87888888889,28.698,25.9765555556,22.1356666667,4.21811111111,6.93944444445,15.8263333333,14.4311111111,21.0376666667,4.795,6.24466666667
351.46,6.04333333334,28.8716666667,26.21,22.3065555556,4.26344444444,7.10377777778,15.9986666667,14.6231111111,21.2315,4.93888888889,6.31111111111
351.83,5.82544444444,28.7486666667,26.1321111111,22.1252222222,4.08066666667,6.92533333333,15.9057777778,14.5418888889,21.1086111111,4.68477777778,6.136
352.19,5.93244444444,29.0057777778,26.1966666667,22.2352222222,4.15344444444,7.00477777778,16.0491111111,14.6346666667,21.2888333333,4.69222222222,6.23022222222
352.55,5.977,29.1522222222,26.3886666667,22.3452222222,4.15366666667,7.02055555556,16.1108888889,14.6498888889,21.4626111111,4.71988888889,6.28455555556
352.92,5.93111111111,29.0266666667,26.4118888889,22.3598888889,4.16411111111,7.04311111111,16.0954444445,14.6742222222,21.5028333333,4.672,6.31266666667
353.28,5.88633333333,29.0278888889,26.377,22.401,4.02488888889,6.91366666667,16.0953333333,14.5726666667,21.4451111111,4.62022222222,6.20766666667
353.65,5.83222222222,29.0951111111,26.4432222222,22.4798888889,3.98022222222,6.86977777778,16.126,14.5975555555,21.3744444444,4.66644444444,6.17611111111
354.01,5.85855555556,29.2436666667,26.5396666667,22.6004444444,3.98066666667,6.846,16.2143333333,14.6486666667,21.4647222222,4.82188888889,6.25833333333
354.38,5.78555555555,29.3455555556,26.5332222222,22.6288888889,3.93322222222,6.71533333333,16.141,14.6016666667,21.5401666667,4.78733333333,6.23744444445
354.74,5.69422222222,29.3968888889,26.5124444444,22.6594444444,3.86944444444,6.56433333333,16.0234444445,14.6223333333,21.4505555556,4.69022222222,6.09711111111
355.11,5.54533333333,29.5086666667,26.6251111111,22.676,3.75422222222,6.44833333333,15.9868888889,14.5305555556,21.4262777778,4.60711111111,5.94322222222
355.47,5.47955555556,29.6012222222,26.5706666667,22.7612222222,3.68022222222,6.39622222222,15.8905555556,14.4364444444,21.3491666667,4.54833333333,5.89322222222
355.83,5.57377777778,29.8072222222,26.7417777778,23.0028888889,3.74466666667,6.43922222222,15.9506666666,14.5555555556,21.4697222222,4.69722222222,5.95011111111
356.20,5.43388888889,29.7193333333,26.715,22.9476666666,3.60144444445,6.32511111111,15.8844444444,14.5258888889,21.3916111111,4.66144444444,5.84433333333
356.56,5.31711111111,29.7342222222,26.7958888889,22.9996666667,3.54588888889,6.23988888889,15.8407777778,14.4413333333,21.3238333333,4.58444444444,5.69622222222
356.93,5.24266666667,29.8808888889,26.8443333333,23.1206666667,3.486,6.231,15.8502222222,14.4027777778,21.3787777778,4.51744444444,5.57711111111
357.29,5.25366666667,30.0934444445,26.9477777778,23.196,3.53244444445,6.25922222222,15.9296666667,14.5733333333,21.504,4.49011111111,5.63788888889
357.66,5.20066666667,30.2053333333,26.9891111111,23.2472222222,3.504,6.20622222222,15.9031111111,14.6361111111,21.5867777778,4.44266666667,5.57266666667
358.02,5.16644444444,30.2565555556,27.0357777778,23.3013333334,3.45677777778,6.15211111111,15.8507777778,14.6004444444,21.5976111111,4.32455555556,5.43488888889
358.38,5.05222222222,30.2497777778,26.9755555556,23.2232222222,3.35977777778,6.01255555555,15.8094444444,14.504,21.4864444445,4.20588888889,5.24933333334
358.75,5.12355555556,30.4305555555,27.159,23.3483333333,3.44077777778,6.05166666667,15.9776666667,14.5757777778,21.6622777778,4.28844444444,5.264
359.11,5.175,30.5271111111,27.2904444444,23.4984444444,3.55044444444,6.07233333333,16.1487777778,14.7314444444,21.8128888889,4.32655555555,5.37722222222
359.48,5.19533333333,30.738,27.5203333333,23.6275555555,3.58277777778,6.05588888889,16.31,14.8935555556,21.9767777778,4.30466666667,5.40855555555
359.84,5.32855555555,30.9396666667,27.6661111111,23.777,3.64377777778,6.135,16.4094444445,15.0733333333,22.1279444445,4.34644444444,5.44966666666
360.20,5.30922222222,31.0224444444,27.7546666667,23.8765555556,3.65955555556,6.09744444444,16.4056666667,15.1067777778,22.1968888889,4.26066666667,5.40544444445
360.57,5.38544444445,31.1681111111,27.8608888889,23.9953333333,3.70366666666,6.16955555556,16.5138888889,15.3072222222,22.35,4.33922222222,5.48766666666
360.93,5.39022222222,31.2281111111,27.9516666667,24.031,3.69511111111,6.158,16.5454444444,15.3824444445,22.3327222222,4.34044444444,5.45888888889
361.29,5.41033333333,31.3913333333,28.1431111111,24.1348888889,3.70088888889,6.14722222222,16.5994444444,15.4446666667,22.4731666667,4.34833333333,5.48744444445
361.66,5.52011111111,31.506,28.281,24.2773333333,3.82866666667,6.22344444445,16.7244444444,15.5714444444,22.6141111111,4.44877777778,5.58433333333
362.02,5.60533333333,31.7032222222,28.4794444444,24.4301111111,3.94755555556,6.29211111111,16.859,15.7671111111,22.7954444444,4.53277777778,5.68866666667
362.39,5.75088888889,31.8505555555,28.688,24.6434444444,4.05188888889,6.41677777778,17.0025555556,15.9881111111,23.0093888889,4.637,5.812
362.75,5.72655555556,31.8965555555,28.7211111111,24.7098888889,3.99788888889,6.403,16.9896666667,16.0162222222,23.0335,4.59688888889,5.79188888889
363.11,5.75066666667,31.9644444444,28.7933333334,24.8028888889,3.94755555556,6.42022222222,17.0076666667,16.1335555555,23.0788333333,4.57877777778,5.77755555555
363.48,5.78011111111,31.9397777778,28.7378888889,24.7953333333,3.96355555556,6.42744444444,16.9712222222,16.1418888889,23.0498333333,4.58077777778,5.805
363.84,5.78266666667,32.0087777778,28.8064444444,24.8827777778,4.02,6.47022222222,17.0563333333,16.1648888889,23.1537222222,4.61233333333,5.83
364.20,5.782,32.068,28.834,24.9381111111,3.952,6.44044444444,17.1677777778,16.1868888889,23.2007222222,4.62755555556,5.78311111111
364.57,5.715,32.1088888889,28.8582222222,24.9543333334,3.973,6.375,17.164,16.2067777778,23.2528333333,4.54122222222,5.71622222222
364.93,5.70577777778,32.2731111111,28.8947777778,25.0366666667,3.94277777778,6.40188888889,17.1866666666,16.2611111111,23.3242222222,4.49622222222,5.71822222222
365.29,5.65166666667,32.2022222222,28.8564444445,25.0745555556,3.94511111111,6.41055555556,17.1596666667,16.1927777778,23.2306666667,4.49133333333,5.68666666667
365.66,5.60077777778,32.2868888889,28.9364444444,25.1498888889,3.88311111111,6.38377777778,17.186,16.1564444445,23.2690555556,4.42277777778,5.64322222222
366.02,5.48722222222,32.2142222222,28.856,25.0655555555,3.77211111111,6.28388888889,17.1588888889,16.0661111111,23.2322777778,4.33277777778,5.58744444444
366.38,5.42455555556,32.2001111111,28.8598888889,25.0311111111,3.74444444444,6.25066666667,17.1206666666,16.0422222222,23.1919444444,4.32466666667,5.54922222222
366.75,5.45866666667,32.2772222222,28.9088888889,25.0243333333,3.77477777778,6.24455555555,17.1735555556,16.1437777778,23.2108333333,4.36588888889,5.59611111111
367.11,5.54866666667,32.4918888889,29.0717777778,25.168,3.89444444444,6.36355555556,17.2617777778,16.1646666667,23.3520555555,4.46877777778,5.711
367.47,5.56888888889,32.5821111111,29.192,25.2466666667,3.91655555556,6.40766666667,17.3562222222,16.2611111111,23.4942777778,4.49111111111,5.71988888889
367.84,5.58066666667,32.7368888889,29.3133333333,25.3154444444,3.90422222222,6.38922222222,17.3817777778,16.3391111111,23.5040555556,4.48888888889,5.708
368.20,5.649,32.8963333333,29.4314444445,25.4574444444,3.99711111111,6.44288888889,17.4368888889,16.455,23.5206111111,4.54288888889,5.79611111111
368.56,5.67522222222,33.0381111111,29.4904444444,25.5681111111,3.96166666667,6.41633333333,17.4636666667,16.5192222222,23.575,4.59477777778,5.82866666667
368.93,5.66122222222,33.0586666667,29.4866666667,25.5923333333,3.96966666667,6.30566666667,17.4271111111,16.5451111111,23.5972222222,4.55488888889,5.80833333334
369.29,5.70622222222,33.3148888889,29.6387777778,25.6798888889,4.00877777778,6.31066666667,17.5385555556,16.7134444444,23.7435,4.60411111111,5.799
369.65,5.71144444445,33.3964444444,29.6688888889,25.7236666667,4.01422222222,6.27122222222,17.5532222222,16.8066666667,23.7848333333,4.59566666667,5.71822222222
370.01,5.78355555556,33.6003333333,29.7736666667,25.8992222222,4.082,6.32533333333,17.5653333333,16.8835555555,23.8708333333,4.651,5.68444444444
370.38,5.66433333333,33.6867777778,29.8147777778,25.9538888889,4.0,6.259,17.5682222222,16.875,23.9176111111,4.545,5.56577777778
370.74,5.65633333333,33.8136666667,29.9955555556,26.1426666667,4.01833333333,6.28866666667,17.6223333333,16.962,24.0025,4.48744444444,5.53811111111
371.10,5.53255555555,33.7995555556,29.953,26.1416666667,3.93277777778,6.12955555556,17.5707777778,16.9685555556,23.9016666667,4.38144444445,5.43
371.46,5.50288888889,33.9821111111,30.171,26.2687777778,3.92888888889,6.14855555556,17.6334444444,16.9744444444,23.9514444445,4.45455555555,5.41977777778
371.83,5.53144444444,34.128,30.3062222222,26.4082222222,3.95866666667,6.20211111111,17.736,17.1104444444,24.1067222222,4.53611111111,5.50155555555
372.19,5.55944444445,34.3501111111,30.4826666667,26.6273333333,4.04922222222,6.29188888889,17.8205555556,17.2797777778,24.3450555556,4.62655555556,5.57266666667
372.55,5.65755555556,34.4594444444,30.6285555556,26.7952222222,4.139,6.37144444445,17.922,17.378,24.4236111111,4.71011111111,5.60166666666
372.92,5.71855555556,34.6347777778,30.7556666667,26.9181111111,4.18866666667,6.44911111111,18.0534444444,17.4835555556,24.5576111111,4.78777777778,5.63644444444
373.28,5.69711111111,34.6178888889,30.824,27.0313333333,4.13366666667,6.40255555556,18.0534444444,17.5465555556,24.6081111111,4.73155555556,5.56711111111
373.64,5.72322222222,34.7937777778,30.9547777778,27.2096666667,4.14155555556,6.43811111111,18.1343333333,17.6605555555,24.7377222222,4.72555555555,5.60833333333
374.00,5.74888888889,34.9027777778,31.0758888889,27.3036666667,4.15988888889,6.50288888889,18.2294444444,17.7866666667,24.8175,4.77522222222,5.67377777778
374.37,5.91644444444,35.1968888889,31.2537777778,27.529,4.26866666666,6.633,18.411,17.9675555556,25.0175555556,4.94,5.82811111111
374.73,5.92866666666,35.2286666667,31.2142222222,27.5666666667,4.25511111111,6.61522222222,18.4701111111,17.9884444444,25.0778333333,4.98088888889,5.84644444444
375.09,6.03633333333,35.4003333334,31.2642222222,27.6922222222,4.31133333333,6.68655555555,18.5538888889,18.0986666667,25.2797777778,5.05877777778,5.89988888889
375.45,6.06033333333,35.5443333334,31.3215555556,27.8314444444,4.26922222222,6.60011111111,18.5731111111,18.3265555556,25.3807777778,4.97144444445,5.86
375.81,5.93588888889,35.433,31.2415555556,27.7676666667,4.18322222222,6.43644444445,18.4434444444,18.2447777778,25.2432777778,4.80811111111,5.71188888889
376.18,5.993,35.4938888889,31.2853333334,27.7674444445,4.16811111111,6.42355555556,18.4741111111,18.2745555556,25.2823333333,4.77944444444,5.68855555556
