wavelength,Back_TanVirm,Belly_TanVirm,Breast_TanVirm,Crissum_TanVirm,Crown_TanVirm,DorTail_TanVirm,Patch10_TanVirm,Patch11_TanVirm,Patch12_TanVirm,Rump_TanVirm,Throat_TanVirm,WingTip_TanVirm
366.38,10.3523333333,5.08375,6.443,5.70041666667,5.40066666667,6.204375,5.658,6.05533333333,10.51375,9.16336111112,7.152,7.17966666667
366.75,10.3040833334,5.03308333333,6.366,5.65275,5.356,6.141375,5.59225,5.992,10.3880833333,9.1065462963,7.12,7.14483333333
367.11,10.2180833333,5.01816666667,6.35041666667,5.6055,5.30333333333,6.09241666667,5.58916666667,5.923,10.29975,9.02681481482,7.02983333333,7.04291666667
367.47,10.2199166667,4.99175,6.31725,5.596,5.31225,6.08658333333,5.57491666667,5.89325,10.312,9.04143518518,7.02716666666,7.049
367.84,10.2250833333,5.00175,6.28708333333,5.55458333333,5.23375,6.06083333333,5.54158333333,5.92616666667,10.2949166667,9.00872222223,7.00808333334,7.02208333333
368.20,10.2335,5.03525,6.28066666666,5.52616666667,5.22066666667,6.045625,5.5,5.93925,10.2699166667,8.97368518518,6.98516666667,6.99816666667
368.56,10.3299166666,5.11566666666,6.30966666667,5.59916666666,5.28333333333,6.116375,5.5425,6.04716666667,10.3358333333,9.00467592592,7.00216666667,7.085
368.93,10.4086666667,5.22441666667,6.37025,5.70841666667,5.33966666667,6.16654166667,5.60033333333,6.14108333333,10.4200833333,9.07215740741,7.09491666667,7.17025
369.29,10.2421666667,5.06716666667,6.23325,5.55058333334,5.17758333333,6.01241666666,5.40266666667,5.98966666667,10.2526666666,8.90337962963,6.96375,6.988
369.65,10.0885,4.88466666666,6.083,5.399,5.0255,5.82875,5.23233333333,5.82575,10.1371666666,8.7704537037,6.82583333333,6.84666666666
370.01,10.0268333333,4.89525,6.07808333333,5.34166666667,4.96541666666,5.73954166666,5.16441666667,5.76833333333,10.0986666667,8.71955555556,6.74891666667,6.75758333333
370.38,9.94024999999,4.82508333333,6.02216666667,5.25966666666,4.848,5.67641666667,5.09133333333,5.71466666667,10.0405833333,8.66203703704,6.66208333333,6.69725
370.74,10.0265,4.92733333334,6.10466666667,5.36383333333,4.913,5.74704166666,5.18766666667,5.775,10.1660833333,8.70682407407,6.71933333333,6.755
371.10,10.1125,4.99225,6.12125,5.44266666666,4.965,5.81079166667,5.27641666666,5.85566666666,10.2516666667,8.80535185186,6.7855,6.82841666667
371.46,10.1475833333,5.02991666667,6.21216666667,5.47733333334,5.00991666667,5.83475,5.35433333334,5.9305,10.27475,8.85583333333,6.80666666667,6.89016666667
371.83,10.1659166667,4.9915,6.23408333333,5.50841666667,5.0555,5.81554166667,5.38875,5.93391666667,10.2614166667,8.8311111111,6.79583333334,6.91966666667
372.19,10.1030833333,4.89241666667,6.12525,5.4615,4.97366666667,5.764,5.31675,5.87991666667,10.1834166667,8.8090925926,6.71358333333,6.89083333333
372.55,10.0236666667,4.88933333333,6.09783333334,5.41633333333,4.91641666667,5.749875,5.29025,5.83725,10.1375,8.79887037036,6.67691666667,6.84366666667
372.92,10.0529166667,4.85741666667,6.1525,5.428,4.90833333333,5.77058333333,5.29741666666,5.83041666667,10.10625,8.79367592592,6.66066666666,6.83008333333
373.28,10.195,4.9355,6.26866666667,5.5215,4.98558333333,5.85341666667,5.39841666667,5.94825,10.1793333333,8.89018518519,6.75525,6.97808333334
373.64,10.3806666667,5.11658333333,6.45766666667,5.69291666667,5.16333333333,6.06229166666,5.60225,6.185,10.3659166667,9.07589814815,6.93741666667,7.08791666667
374.00,10.4516666667,5.12183333334,6.44125,5.78066666667,5.19991666667,6.11579166667,5.66275,6.254,10.4156666667,9.0990462963,6.96675,7.10991666667
374.37,10.5395,5.16783333333,6.52525,5.904,5.29716666667,6.22458333333,5.734,6.35366666667,10.4771666667,9.15086111111,7.0405,7.15941666666
374.73,10.63675,5.19591666667,6.54908333333,5.92066666667,5.36933333333,6.26379166666,5.74666666666,6.40725,10.5300833333,9.21325925927,7.0595,7.20733333333
375.09,10.64775,5.17641666667,6.56266666667,5.87875,5.35958333334,6.25366666667,5.72958333334,6.37808333333,10.5288333334,9.22073148148,7.024,7.18975
375.45,10.6335833333,5.18166666667,6.48675,5.8495,5.27858333333,6.23175,5.66916666667,6.32358333333,10.4750833333,9.17646296296,6.97183333333,7.12341666667
375.81,10.5778333334,5.14025,6.38533333333,5.81066666666,5.22533333333,6.208375,5.58458333333,6.20733333333,10.4048333334,9.16649999999,6.92833333333,7.05691666666
376.18,10.6181666667,5.17241666667,6.39066666667,5.82766666666,5.237,6.24554166667,5.62658333333,6.21491666667,10.4484166667,9.19233333333,6.93508333333,7.05191666666
376.54,10.6525,5.17041666667,6.40558333333,5.846,5.27058333333,6.29145833333,5.68025,6.21983333333,10.483,9.20167592593,6.95825,7.03408333333
376.90,10.6150833333,5.16375,6.34533333333,5.80883333333,5.26783333333,6.28854166667,5.68358333333,6.23741666667,10.4876666667,9.21153703703,6.92158333333,7.018
377.26,10.6409166667,5.21666666666,6.36008333333,5.88058333333,5.30408333333,6.3335,5.73966666667,6.26966666667,10.5543333333,9.2807962963,6.92225,7.01616666667
377.63,10.6845,5.24666666667,6.34658333333,5.90633333333,5.31125,6.37008333333,5.77458333333,6.25733333333,10.5795833333,9.32212962964,6.95208333333,7.0835
377.99,10.692,5.22658333333,6.37708333333,5.88583333333,5.31741666667,6.384875,5.7715,6.27383333333,10.5755,9.34990740741,6.96916666667,7.11125
378.35,10.6636666667,5.193,6.29033333333,5.81616666666,5.25091666666,6.30845833334,5.719,6.23575,10.548,9.35550925926,6.92508333333,7.10083333334
378.71,10.5704166667,5.09883333333,6.21308333333,5.74908333334,5.16775,6.23475,5.67325,6.16791666667,10.47475,9.2827962963,6.86125,7.0225
379.07,10.5695833333,5.05475,6.16308333333,5.75666666666,5.16958333333,6.22175,5.66508333333,6.15341666667,10.4790833333,9.26177777778,6.86083333333,7.01583333333
379.44,10.5728333333,4.956,6.0985,5.73441666667,5.17883333333,6.16466666667,5.66125,6.15016666667,10.4776666667,9.25341666666,6.85716666667,6.98975
379.80,10.5585833333,4.91,6.10558333333,5.6975,5.13075,6.12229166667,5.65058333333,6.17466666667,10.4581666667,9.22674074073,6.785,6.95675
380.16,10.6404166667,5.02766666667,6.23883333333,5.80533333333,5.25591666667,6.20145833334,5.73091666667,6.31483333333,10.53925,9.31205555557,6.8915,7.07241666667
380.52,10.7455833333,5.11766666667,6.32358333333,5.90016666667,5.36308333333,6.27120833333,5.80575,6.46291666667,10.6499166667,9.42170370371,6.97316666666,7.16875
380.88,10.8650833334,5.23233333334,6.43333333333,6.0385,5.48008333334,6.38558333333,5.91975,6.57216666666,10.75225,9.56940740742,7.085,7.29833333334
381.24,10.9183333333,5.25716666667,6.48341666667,6.06683333333,5.50841666667,6.46941666667,5.97108333333,6.65075,10.7716666667,9.6052037037,7.14775,7.33033333333
381.61,10.8725833333,5.18541666667,6.42633333334,6.02033333333,5.45775,6.40791666667,5.947,6.62808333334,10.6900833333,9.56452777778,7.07791666666,7.2605
381.97,10.8693333333,5.1485,6.37158333333,5.98758333333,5.40641666666,6.365125,5.92333333333,6.58275,10.6504166667,9.53081481482,7.04416666667,7.20866666666
382.33,10.8516666667,5.13016666667,6.36241666667,5.95483333333,5.39666666667,6.34841666666,5.92033333333,6.54858333333,10.60525,9.49655555555,6.99183333333,7.16916666667
382.69,10.8543333333,5.09658333333,6.35058333333,5.92183333333,5.33466666667,6.30154166667,5.88133333333,6.52808333333,10.6009166667,9.49286111111,6.95308333333,7.12808333333
383.05,10.92,5.163,6.43825,5.97966666666,5.34466666667,6.333625,5.93716666667,6.61316666667,10.65825,9.57397222221,6.99408333333,7.139
383.41,11.08475,5.35433333333,6.634,6.126,5.46041666667,6.494375,6.08441666666,6.785,10.8221666667,9.72559259258,7.11441666666,7.291
383.77,11.1945,5.45708333333,6.71408333333,6.21758333333,5.53875,6.580875,6.18383333333,6.87525,10.9100833334,9.82151851852,7.196,7.40816666667
384.14,11.167,5.37583333333,6.59283333333,6.13941666667,5.42866666667,6.48979166666,6.09291666667,6.77608333333,10.8635,9.78280555556,7.10625,7.292
384.50,11.08125,5.27675,6.47525,6.04658333333,5.31325,6.40258333333,5.998,6.64725,10.79825,9.70987037036,7.02291666667,7.21933333333
384.86,11.0008333333,5.11116666667,6.32041666667,5.91341666667,5.18183333333,6.237625,5.85966666667,6.51541666667,10.6911666667,9.55469444444,6.89858333333,7.05475
385.22,11.0005,5.05533333333,6.24966666667,5.88866666667,5.1435,6.13295833333,5.82791666667,6.45166666667,10.69275,9.54238888888,6.84325,7.024
385.58,10.9873333333,5.0145,6.18591666667,5.85108333333,5.09375,6.039625,5.75483333333,6.37275,10.6648333333,9.50322222223,6.77791666666,6.933
385.94,11.0281666667,5.07241666667,6.22158333333,5.88616666666,5.13591666667,6.0745,5.81941666667,6.41583333333,10.76625,9.57316666666,6.77975,6.95625
386.30,11.0968333333,5.11758333333,6.23641666666,5.94491666666,5.182,6.12920833333,5.8835,6.4755,10.83875,9.63724074073,6.81325,6.98025
386.66,11.1458333333,5.15933333333,6.23633333333,5.98975,5.24125,6.19329166667,5.92608333333,6.52691666667,10.8668333333,9.68016666667,6.84633333334,7.02158333334
387.03,11.0733333333,5.08741666667,6.12266666666,5.92491666667,5.185,6.13479166667,5.8445,6.42741666667,10.7968333333,9.61362037038,6.74933333333,6.94208333333
387.39,10.9436666667,4.92908333333,5.96525,5.78166666667,5.06016666667,5.99225,5.70433333333,6.25908333333,10.6965,9.51155555556,6.59883333333,6.77916666667
387.75,11.0366666666,4.95108333333,5.95566666667,5.79008333333,5.099,6.01583333334,5.72833333333,6.30558333333,10.7581666667,9.56237037036,6.63691666667,6.7665
388.11,11.0891666667,4.96775,6.01158333333,5.82608333333,5.15366666667,6.09275,5.81458333334,6.3435,10.78425,9.60030555555,6.66933333333,6.79875
388.47,11.1636666667,4.96691666666,6.02058333333,5.84233333334,5.16041666667,6.08679166667,5.85366666667,6.37675,10.78175,9.63158333334,6.65608333333,6.80883333334
388.83,11.2330833333,5.00383333333,6.06275,5.8885,5.19,6.13225,5.92041666667,6.42808333333,10.81625,9.70723148149,6.68266666667,6.87075
389.19,11.24925,4.95883333333,6.016,5.82375,5.147,6.12525,5.87766666667,6.39741666667,10.8018333333,9.68128703704,6.6205,6.81791666667
389.55,11.32125,4.98,6.0575,5.85258333333,5.13883333333,6.165375,5.903,6.45741666666,10.8478333333,9.70962037036,6.63358333333,6.848
389.91,11.376,4.97366666667,6.06675,5.8855,5.14516666667,6.175375,5.91491666667,6.50058333333,10.8505833333,9.7428425926,6.65741666667,6.88416666667
390.27,11.4880833333,5.01216666667,6.12833333333,5.9515,5.18966666667,6.214,5.97191666667,6.59808333333,10.9265833333,9.8240462963,6.7085,6.95966666667
390.63,11.55725,5.0315,6.17533333334,5.96191666667,5.20791666667,6.2475,6.02525,6.67275,10.96375,9.90912037038,6.74466666667,6.98991666667
391.00,11.6756666667,5.06966666667,6.22183333333,5.99883333333,5.25966666667,6.292,6.07391666667,6.78066666667,11.0361666667,9.98022222221,6.80591666667,7.04733333333
391.36,11.7660833333,5.10616666667,6.2565,6.0505,5.30891666667,6.33983333333,6.14241666667,6.85708333333,11.08775,10.044287037,6.84783333334,7.07475
391.72,11.733,5.04341666667,6.20308333333,5.99983333333,5.21966666667,6.27179166667,6.09616666666,6.79441666666,11.063,10.0215925926,6.8035,6.99366666667
392.08,11.765,5.06016666667,6.18958333333,6.01225,5.2235,6.23120833333,6.09516666666,6.82441666667,11.0643333333,10.0714444445,6.79133333334,6.97741666667
392.44,11.87325,5.12408333333,6.24591666667,6.08625,5.25333333334,6.30725,6.16075,6.91733333334,11.1558333333,10.1645,6.8355,7.0005
392.80,11.9035833333,5.13908333333,6.26925,6.08291666667,5.23025,6.30758333333,6.16325,6.9415,11.21975,10.1890092593,6.83783333333,6.98241666667
393.16,12.0085833333,5.21091666666,6.33316666667,6.17166666667,5.28291666666,6.36304166666,6.24741666667,7.03466666667,11.2881666666,10.274,6.92425,7.03266666666
393.52,12.0570833333,5.21266666667,6.32525,6.17725,5.29616666667,6.39904166667,6.27658333334,7.07825,11.3660833333,10.3432592593,6.94041666667,7.02966666667
393.88,12.0673333333,5.14758333333,6.2615,6.11808333333,5.2455,6.36520833333,6.23416666667,7.02875,11.36975,10.3533055555,6.87991666667,6.955
394.24,12.02975,5.05591666667,6.184,6.03658333333,5.16383333333,6.29791666666,6.19083333333,6.98683333333,11.3469166667,10.3471388889,6.80183333334,6.869
394.60,12.0666666667,5.01516666666,6.1675,6.04066666667,5.127,6.28470833333,6.17016666667,6.96291666667,11.371,10.3478425926,6.76525,6.82908333334
394.96,12.1201666667,5.01158333334,6.16691666667,6.05891666666,5.10608333333,6.25775,6.20425,6.96333333333,11.4168333333,10.3744722222,6.75358333333,6.82033333333
395.32,12.166,5.01025,6.17208333333,6.086,5.09958333333,6.27304166667,6.21575,6.985,11.4545833333,10.4344722222,6.77008333333,6.82466666667
395.68,12.26775,5.06675,6.23633333333,6.15775,5.17941666667,6.357875,6.31475,7.11366666666,11.5573333333,10.5632685185,6.80566666667,6.90408333334
396.04,12.3756666666,5.09325,6.27941666667,6.23066666667,5.20016666667,6.41958333333,6.38375,7.18291666667,11.6590833333,10.6395185185,6.84891666666,6.92833333333
396.40,12.3803333334,5.05158333333,6.25141666667,6.21383333333,5.18791666667,6.37029166667,6.36833333334,7.18333333333,11.6561666666,10.6395092592,6.80766666666,6.89783333333
396.76,12.4841666667,5.06091666666,6.24433333333,6.2635,5.21766666667,6.40295833333,6.42616666667,7.23991666667,11.7164166666,10.7355648148,6.80683333333,6.89375
397.12,12.5050833334,5.01083333334,6.19625,6.24225,5.17491666667,6.37491666667,6.38775,7.23141666666,11.7635833334,10.7979166666,6.74925,6.8355
397.48,12.6449166667,5.03341666667,6.23725,6.30558333333,5.22725,6.39608333333,6.46566666667,7.29383333333,11.83375,10.9049074074,6.77441666667,6.89191666666
397.84,12.76675,5.07475,6.28391666667,6.3325,5.25516666666,6.40895833333,6.51325,7.37083333333,11.8754166667,10.9657037037,6.80166666666,6.93308333333
398.20,12.8528333333,5.0845,6.27241666667,6.32966666667,5.24008333333,6.41066666667,6.5035,7.36558333334,11.9205833333,11.0108703704,6.80658333333,6.92533333333
398.56,12.9209166667,5.10641666667,6.26525,6.36741666667,5.26958333333,6.41695833333,6.55183333333,7.41008333333,11.9999166666,11.0878425926,6.80625,6.93525
398.92,12.9496666667,5.0785,6.21141666667,6.33066666667,5.241,6.41675,6.54283333333,7.4205,12.02125,11.1445092592,6.77416666667,6.89983333333
399.28,13.03425,5.08166666667,6.16691666667,6.31566666667,5.21841666667,6.41433333333,6.57291666666,7.45250000001,12.0635,11.1615092593,6.72908333333,6.89508333333
399.64,13.1058333333,5.06708333333,6.1445,6.32658333333,5.213,6.40258333333,6.59825,7.45158333333,12.0945833333,11.209287037,6.72341666667,6.90316666667
400.00,13.181,5.04558333334,6.14883333334,6.30908333333,5.21216666667,6.40925,6.617,7.48416666667,12.1285,11.2615740741,6.71733333333,6.92583333333
400.36,13.26525,5.02891666667,6.14391666666,6.31175,5.20483333333,6.43725,6.64325,7.51425,12.20675,11.3388611111,6.74025,6.92758333333
400.72,13.3428333333,5.0155,6.11816666667,6.29883333333,5.19316666667,6.40408333333,6.6595,7.53808333333,12.2386666667,11.3718981482,6.73908333333,6.92366666667
401.08,13.4445,5.04591666666,6.16991666667,6.31275,5.243,6.43841666667,6.745,7.61991666666,12.3318333333,11.4458425926,6.77283333333,6.97133333333
401.44,13.50425,5.064,6.16133333333,6.31133333333,5.21483333334,6.4415,6.76633333333,7.66725,12.4035,11.5209814815,6.778,6.96658333334
401.80,13.6221666667,5.08091666667,6.17983333333,6.37633333333,5.24241666667,6.49708333334,6.86191666667,7.76191666667,12.5386666667,11.664212963,6.80533333333,6.98891666667
402.16,13.7395833333,5.09991666667,6.20016666667,6.42316666666,5.26216666667,6.51066666667,6.92425,7.84075,12.5990833333,11.756787037,6.82433333333,6.98308333333
402.52,13.88925,5.11708333333,6.20466666667,6.4405,5.23716666666,6.53504166667,6.97183333333,7.91983333333,12.6636666667,11.8713055556,6.83458333333,6.98141666666
402.88,14.0495,5.17241666667,6.25916666667,6.51241666667,5.277,6.59875,7.07108333333,8.02983333334,12.7968333333,12.00625,6.8935,7.01908333333
403.24,14.16775,5.12841666667,6.26375,6.52591666667,5.26125,6.574375,7.10275,8.04858333334,12.8421666666,12.0854537037,6.89975,6.9875
403.60,14.289,5.13658333334,6.25575,6.55175,5.26575,6.56370833333,7.12225,8.11341666667,12.9279166667,12.1490648148,6.90725,6.95591666666
403.95,14.3535,5.09716666667,6.21133333334,6.55808333334,5.22366666667,6.52325,7.12533333333,8.13733333332,12.9679166667,12.1985833333,6.88216666667,6.906
404.31,14.4884166667,5.14325,6.24591666667,6.6115,5.25783333334,6.567375,7.20225,8.23616666668,13.0595833333,12.3157592593,6.925,6.932
404.67,14.5969166667,5.14658333334,6.27058333333,6.65458333334,5.25875,6.60308333333,7.23891666667,8.29825,13.1295,12.4233148148,6.94175,6.94675
405.03,14.6928333333,5.12808333333,6.23591666667,6.6635,5.23041666667,6.580125,7.2455,8.32033333334,13.14375,12.4932685185,6.89258333333,6.91325
405.39,14.7655,5.10691666667,6.20316666667,6.681,5.228,6.58533333333,7.25591666667,8.34441666666,13.1755,12.5328703704,6.86566666667,6.89116666667
405.75,14.8335,5.09858333333,6.16325,6.67708333334,5.20008333333,6.555625,7.242,8.381,13.1975833333,12.576175926,6.83875,6.86491666667
406.11,14.9498333333,5.12483333333,6.18783333333,6.73675,5.2315,6.60620833333,7.32775,8.46758333334,13.3085,12.6868611111,6.86825,6.88441666667
406.47,15.04075,5.11933333333,6.20475,6.78025,5.25975,6.61416666667,7.37366666667,8.51891666667,13.40175,12.7513333333,6.8775,6.89525
406.83,15.1215,5.09191666666,6.20391666667,6.7935,5.24975,6.60233333333,7.40475,8.57366666667,13.4474166666,12.8124259259,6.84658333333,6.88891666667
407.19,15.21625,5.13191666667,6.2215,6.8245,5.27691666667,6.65016666667,7.44533333333,8.67258333334,13.5658333333,12.9294074074,6.85508333334,6.93125
407.55,15.3185,5.10666666667,6.21983333333,6.84116666667,5.25366666667,6.69570833333,7.47216666667,8.73008333333,13.633,13.0201111111,6.83158333333,6.92708333334
407.90,15.4779166667,5.11775,6.22841666667,6.85333333333,5.2775,6.74283333333,7.5405,8.80766666667,13.7570833333,13.1627037037,6.84116666666,6.94675
408.26,15.6261666667,5.09516666667,6.20725,6.86766666667,5.27466666667,6.73466666667,7.55983333333,8.85041666666,13.8510833333,13.2682314815,6.81025,6.94833333333
408.62,15.7810833333,5.13283333334,6.23008333334,6.92166666666,5.30525,6.77654166667,7.63025,8.95591666667,13.9850833333,13.4041018519,6.806,6.985
408.98,15.9243333333,5.15741666667,6.25883333333,6.98625,5.32216666666,6.82816666667,7.68608333333,9.05274999999,14.1189166667,13.5267222222,6.85691666667,7.00916666667
409.34,16.1085833333,5.179,6.31208333333,7.02966666667,5.33925,6.86491666667,7.76508333334,9.16633333334,14.2366666666,13.6832962963,6.88008333333,7.02466666667
409.70,16.2045833333,5.16008333333,6.3,7.04133333334,5.32866666667,6.86925,7.79516666667,9.20783333334,14.3331666667,13.7719537037,6.85516666667,7.00708333333
410.06,16.34375,5.13608333333,6.276,7.04741666666,5.32683333333,6.88120833334,7.83108333333,9.26199999999,14.4224166667,13.8625,6.84425,7.01258333333
410.42,16.4818333333,5.15083333333,6.25666666667,7.06875,5.33575,6.89579166666,7.848,9.32699999999,14.4983333333,13.9817037037,6.85425,7.01566666667
410.77,16.6539166667,5.18008333333,6.28425,7.1375,5.34825,6.95025,7.89391666667,9.38641666667,14.6360833333,14.1251666667,6.87166666667,7.04616666667
411.13,16.84825,5.18708333333,6.29425,7.19325,5.34216666667,6.96858333333,7.95983333334,9.47541666667,14.752,14.2553425926,6.88783333334,7.04033333333
411.49,16.9906666667,5.203,6.31233333334,7.25233333333,5.35091666667,6.98683333333,8.03033333333,9.55108333333,14.84925,14.3826944444,6.92433333333,7.058
411.85,17.1434166667,5.21558333334,6.30958333333,7.28691666667,5.33391666667,6.98724999999,8.05466666667,9.62758333333,14.9565833334,14.4964444445,6.91225,7.04916666667
412.21,17.21925,5.19166666667,6.2645,7.26475,5.28391666667,6.96995833334,8.06866666667,9.66383333332,15.0048333333,14.5652222222,6.87383333333,7.00991666667
412.57,17.3675,5.17141666667,6.23258333333,7.26416666666,5.26183333333,6.97991666667,8.10783333333,9.72491666666,15.0931666667,14.6773981481,6.87633333333,6.98858333333
412.92,17.5385,5.15325,6.201,7.26741666667,5.22875,6.96595833334,8.13375,9.78391666666,15.2260833333,14.8001203704,6.86216666666,6.98258333333
413.28,17.6998333333,5.17191666667,6.18166666667,7.342,5.25008333333,7.00329166668,8.17525,9.87066666666,15.366,14.9245185185,6.86558333333,6.99425
413.64,17.88325,5.17233333333,6.19691666667,7.36841666667,5.2625,7.02654166667,8.23075,9.97916666668,15.4799166667,15.0782685185,6.89025,7.01225
414.00,18.0730833333,5.16566666667,6.21125,7.39716666667,5.25441666666,7.02699999999,8.24375,10.0724166667,15.6043333334,15.2314907407,6.87208333333,7.01358333334
414.36,18.2363333334,5.133,6.20816666667,7.39441666667,5.21191666667,7.03129166666,8.29116666667,10.1519166667,15.737,15.3769814815,6.8345,6.99616666667
414.72,18.4024166667,5.10033333333,6.17508333334,7.37925,5.19666666667,7.018,8.32708333333,10.2544166667,15.8566666666,15.5032037037,6.8255,6.97883333334
415.07,18.6048333333,5.15091666667,6.21075,7.43025,5.24275,7.07720833333,8.41641666667,10.3755833333,16.025,15.6998148148,6.86,7.02725
415.43,18.7760833333,5.16058333333,6.201,7.43158333333,5.24866666667,7.09858333333,8.4655,10.4785833333,16.17925,15.8605740741,6.83458333333,7.02516666667
415.79,18.9508333334,5.16666666667,6.22575,7.47316666667,5.27266666666,7.13895833333,8.53208333333,10.588,16.3379166666,15.9874629629,6.85341666667,7.0515
416.15,19.1403333334,5.17216666667,6.24633333334,7.5125,5.29516666667,7.15441666666,8.59966666667,10.7105833333,16.47725,16.1414814815,6.85483333333,7.05341666667
416.51,19.3396666667,5.20391666667,6.27766666667,7.56941666667,5.32008333333,7.18749999999,8.66083333333,10.8080833333,16.6335,16.274287037,6.88066666667,7.08916666667
416.86,19.50575,5.24066666666,6.31875,7.63558333333,5.35325,7.25762499999,8.745,10.9379166667,16.7866666667,16.441,6.90558333334,7.12066666667
417.22,19.6149166667,5.18116666667,6.26625,7.57116666667,5.2855,7.19366666666,8.73958333334,10.954,16.8555,16.526787037,6.86283333333,7.073
417.58,19.7624166667,5.17025,6.23308333334,7.58783333334,5.25275,7.17725,8.75941666667,11.0120833333,16.9609166667,16.6145648148,6.83775,7.04016666667
417.94,19.9385,5.18066666667,6.23466666667,7.62866666666,5.271,7.20175,8.82558333333,11.1050833333,17.1130833333,16.7594166667,6.85566666667,7.04458333333
418.29,20.1071666667,5.18458333333,6.23416666667,7.67416666667,5.27766666667,7.21866666666,8.87316666666,11.19775,17.2440833333,16.8785092592,6.864,7.05008333333
418.65,20.2643333333,5.17833333333,6.23483333334,7.70233333333,5.2685,7.22974999999,8.91366666667,11.2584166667,17.3391666667,17.0020925926,6.85558333333,7.03266666667
419.01,20.3816666666,5.135,6.1955,7.70316666667,5.23,7.20562499999,8.92291666667,11.3140833333,17.4215,17.0821203704,6.82708333333,6.99575
419.37,20.5195833333,5.10291666667,6.16308333333,7.71033333333,5.20708333333,7.18741666667,8.92966666667,11.3496666667,17.5189166667,17.1587962963,6.801,6.95658333333
419.73,20.648,5.095,6.13683333333,7.72083333333,5.183,7.18229166666,8.95433333333,11.40475,17.58825,17.2587037037,6.77866666667,6.93666666667
420.08,20.8103333333,5.09925,6.12175,7.75416666667,5.17741666667,7.20279166667,8.99358333333,11.47625,17.7245,17.3971759259,6.78733333333,6.93308333334
420.44,20.9128333333,5.06825,6.08008333333,7.75591666666,5.1375,7.18195833333,8.9985,11.52425,17.79825,17.4931759259,6.7465,6.88591666667
420.80,21.0466666667,5.03241666667,6.05675,7.75916666667,5.12125,7.16591666667,9.02191666666,11.57325,17.8709166667,17.6006203704,6.72583333333,6.86025
421.16,21.2215,5.05283333333,6.08475,7.81958333333,5.15233333334,7.21683333333,9.09866666667,11.6963333333,18.0220833333,17.7433055556,6.75541666666,6.87725
421.51,21.3833333333,5.05825,6.10025,7.85866666667,5.17175,7.25333333334,9.15608333333,11.79975,18.1465833334,17.8845555556,6.76675,6.88133333333
421.87,21.55,5.06466666667,6.10941666667,7.89716666667,5.15683333333,7.27933333333,9.20891666667,11.8843333333,18.26275,18.0124351852,6.76908333333,6.8845
422.23,21.737,5.0745,6.108,7.9265,5.15925,7.29691666668,9.26591666666,11.98325,18.3958333333,18.1676388889,6.76758333333,6.88175
422.58,21.9153333333,5.07808333333,6.10341666667,7.95483333334,5.16058333333,7.308625,9.31508333332,12.083,18.5316666667,18.2976481481,6.77266666666,6.87641666667
422.94,22.098,5.09058333333,6.11316666667,7.98625,5.17625,7.33312499999,9.36358333333,12.1835,18.6545833334,18.4411759259,6.771,6.88316666667
423.30,22.3031666667,5.13216666667,6.14725,8.05225,5.20408333333,7.37858333334,9.44574999999,12.3103333333,18.8095833333,18.6178981482,6.81575,6.92183333333
423.66,22.5039166667,5.16216666666,6.17816666667,8.10641666666,5.227,7.42654166666,9.51291666668,12.4221666667,18.9751666667,18.8002222222,6.84308333333,6.93758333333
424.01,22.6801666667,5.17008333333,6.20008333333,8.15908333333,5.22875,7.45341666668,9.56958333334,12.5146666667,19.0936666667,18.92175,6.85425,6.943
424.37,22.8584166667,5.16133333333,6.20908333333,8.17116666667,5.24233333333,7.46837499999,9.61333333334,12.596,19.2171666667,19.0489814815,6.85808333334,6.943
424.73,23.0410833333,5.19216666666,6.22341666667,8.21025,5.26466666667,7.50925,9.67758333332,12.7075,19.3625833333,19.182787037,6.87975,6.95333333334
425.08,23.2075,5.20466666667,6.21391666667,8.23508333333,5.259,7.510875,9.70824999999,12.77375,19.4615833333,19.3085,6.86716666667,6.94058333333
425.44,23.39925,5.21866666667,6.23491666667,8.27241666667,5.26558333333,7.53329166667,9.7715,12.8581666666,19.5928333333,19.4552314815,6.88241666667,6.95733333333
425.80,23.5425833333,5.22516666667,6.21866666667,8.29366666667,5.27,7.53858333333,9.80041666668,12.9233333333,19.6986666666,19.5703333333,6.87841666667,6.94783333333
426.16,23.6933333334,5.22116666667,6.21358333333,8.32216666666,5.27316666667,7.55208333333,9.8315,12.9928333333,19.8030833333,19.6848888889,6.88225,6.93916666666
426.51,23.8710833333,5.23091666667,6.22916666667,8.36941666667,5.29408333334,7.595625,9.89516666666,13.0875,19.9343333334,19.84675,6.89975,6.955
426.87,24.0560833333,5.23991666667,6.23341666667,8.42258333332,5.299,7.62320833334,9.96266666667,13.1815,20.0834166666,20.0135925926,6.9195,6.95041666667
427.23,24.2655,5.25058333334,6.24708333334,8.46433333333,5.32416666667,7.65879166666,10.0404166667,13.2985833333,20.23175,20.1781203704,6.91966666667,6.95133333333
427.58,24.4638333333,5.21733333334,6.20816666666,8.48199999999,5.30683333333,7.65833333333,10.08775,13.3923333333,20.3691666667,20.2997407407,6.89116666666,6.93908333333
427.94,24.6895,5.23041666667,6.20308333333,8.51533333334,5.33233333333,7.67983333332,10.1634166667,13.5271666667,20.5483333333,20.4949351852,6.88125,6.94125
428.30,24.9581666667,5.26666666667,6.23758333333,8.60691666667,5.36333333333,7.75420833333,10.2795,13.7056666667,20.7684166667,20.7275555555,6.9195,6.97558333333
