wavelength,Back_IncPulm,Belly_IncPulm,Breast_IncPulm,Crissum_IncPulm,Crown_IncPulm,DorTail_IncPulm,Patch10_IncPulm,Patch11_IncPulm,Rump_IncPulm,Throat_IncPulm,WingTip_IncPulm
382.33,5.12573333333,20.5644666667,13.5052,11.6760666667,6.65633333333,5.127,5.19213333333,26.7716,8.98866666667,3.4766,7.89226666667
382.69,5.11913333333,20.6558,13.5227333333,11.7212,6.64253333333,5.1204,5.2032,26.8141333333,9.0018,3.47393333333,7.91053333333
383.05,5.10386666667,20.7539333333,13.5406666667,11.7731333333,6.64973333333,5.11486666667,5.21226666667,26.8894,9.02726666666,3.49546666666,7.9484
383.41,5.1106,20.8153333333,13.5562,11.822,6.67146666667,5.13193333333,5.21673333333,26.9052666667,9.07019999999,3.53246666667,7.93526666667
383.77,5.1026,20.8269333333,13.5797333333,11.8492666667,6.67846666667,5.1394,5.2174,26.8906666667,9.07439999999,3.5224,7.90573333333
384.14,5.03666666667,20.7990666667,13.4956666667,11.7636666667,6.58253333333,5.04706666667,5.1402,26.8352,8.9806,3.42166666667,7.81819999999
384.50,5.02413333333,20.7880666667,13.4757333334,11.7671333333,6.53013333333,5.00726666667,5.12733333333,26.8093333333,8.95633333333,3.3824,7.75326666667
384.86,5.0202,20.817,13.4564666667,11.7597333333,6.51273333333,4.96853333333,5.1028,26.8268,8.9534,3.36233333333,7.71026666667
385.22,5.05533333333,20.9120666667,13.5401333333,11.8452,6.5532,4.97846666667,5.14526666667,26.9211333334,9.02220000001,3.3744,7.73646666666
385.58,5.16333333333,21.0858,13.654,11.9804666667,6.65233333333,5.06326666667,5.243,27.0588666667,9.12799999999,3.4578,7.82553333333
385.94,5.1984,21.1750666667,13.713,12.0702666667,6.672,5.09206666667,5.28846666667,27.1272666667,9.15746666667,3.497,7.85979999999
386.30,5.22073333333,21.2067333334,13.719,12.0990666667,6.687,5.0934,5.3088,27.1426,9.16753333333,3.51473333333,7.86653333333
386.66,5.22013333333,21.2348,13.745,12.1303333333,6.68986666667,5.09193333333,5.29133333333,27.2083333333,9.16899999999,3.52273333333,7.83626666667
387.03,5.20013333334,21.2182666667,13.7462,12.1147333333,6.6512,5.06986666667,5.254,27.172,9.14266666667,3.48553333333,7.78266666667
387.39,5.22333333333,21.294,13.7968,12.1508,6.66926666666,5.08913333333,5.2472,27.2441333333,9.1678,3.4792,7.80293333333
387.75,5.25633333333,21.4320666667,13.8536,12.2221333333,6.69373333333,5.09526666667,5.2654,27.3792666667,9.24299999999,3.49306666667,7.84326666667
388.11,5.28813333333,21.5244666667,13.9413333333,12.3101333333,6.75066666667,5.1418,5.32706666667,27.4674,9.28673333333,3.55306666667,7.89626666667
388.47,5.34706666667,21.6372666667,13.9958666667,12.3702,6.83093333333,5.1922,5.37746666667,27.5724666667,9.36773333333,3.61126666667,7.99393333333
388.83,5.33686666667,21.7058,14.0242666667,12.4276666667,6.83746666667,5.2108,5.37646666667,27.5895333333,9.37126666667,3.62413333333,8.01580000001
389.19,5.35766666667,21.8059333333,14.0707333333,12.5071333333,6.87233333333,5.2506,5.3934,27.6520666667,9.40286666666,3.65266666667,8.06093333333
389.55,5.27,21.8108666666,14.0199333333,12.5148666667,6.80066666667,5.1726,5.33946666667,27.617,9.33566666667,3.5738,7.99480000001
389.91,5.264,21.8530666667,14.037,12.5387333333,6.79973333333,5.16706666667,5.33546666666,27.6611333333,9.33073333333,3.55113333334,7.98506666666
390.27,5.30926666666,21.9572666667,14.1142,12.6628666667,6.8582,5.2226,5.40766666667,27.7598666667,9.40006666666,3.61213333333,8.03233333333
390.63,5.32026666667,22.0103333333,14.1258666667,12.7223333333,6.87966666667,5.231,5.44206666667,27.7989333333,9.4266,3.61466666667,8.05173333334
391.00,5.3566,22.0934666667,14.1749333333,12.7897333333,6.92233333333,5.2552,5.48473333333,27.8716666667,9.4424,3.63193333333,8.09280000001
391.36,5.3376,22.1147333333,14.1400666667,12.7917333333,6.89486666667,5.215,5.5014,27.8606666667,9.41673333334,3.60253333334,8.05286666667
391.72,5.36026666667,22.1450666667,14.1503333333,12.8377333333,6.94033333333,5.2296,5.51506666667,27.8416666667,9.38586666666,3.62866666667,8.07459999999
392.08,5.31653333333,22.1643333333,14.1165333333,12.8318,6.91466666666,5.18506666667,5.46746666667,27.8508,9.36639999999,3.57813333333,8.04773333333
392.44,5.30626666667,22.2373333333,14.1414666667,12.8488,6.89186666667,5.188,5.44913333333,27.8934666667,9.35233333333,3.55806666667,8.00873333334
392.80,5.34993333333,22.3299333333,14.1973333333,12.8893333333,6.9146,5.20553333333,5.48966666667,27.9592,9.37460000001,3.57793333333,8.02760000001
393.16,5.3332,22.3400666667,14.2021333333,12.8856,6.90733333333,5.20373333333,5.49306666667,27.9563333333,9.35686666666,3.5562,8.02166666667
393.52,5.37953333333,22.4145333333,14.2693333333,12.9268666667,6.9426,5.24893333333,5.5202,28.0203333333,9.38153333333,3.5972,8.05726666667
393.88,5.37346666667,22.4764666667,14.2663333333,12.9563333333,6.93086666667,5.23706666666,5.50513333333,27.9953333333,9.36713333334,3.5784,8.0552
394.24,5.34873333333,22.5306666667,14.2711333334,12.9540666667,6.8924,5.19586666667,5.47126666667,28.0052666667,9.3388,3.53433333333,8.05046666667
394.60,5.34066666667,22.6173333333,14.3163333333,12.9790666666,6.8916,5.18346666667,5.48573333333,28.0418,9.33693333332,3.5328,8.04846666667
394.96,5.3832,22.7124666667,14.3764666667,13.0387333333,6.9202,5.2142,5.51546666667,28.1133333333,9.38846666666,3.55546666667,8.08159999999
395.32,5.41566666667,22.8675333334,14.4790666667,13.1257333333,6.96226666667,5.25446666667,5.5398,28.2626,9.43113333335,3.58193333333,8.13280000001
395.68,5.40626666667,22.9048666667,14.5016,13.1306666667,6.9368,5.24186666667,5.54206666667,28.3133333333,9.43326666667,3.56326666667,8.10393333334
396.04,5.4044,22.9594666667,14.5116666667,13.1714,6.93586666667,5.24793333333,5.55226666667,28.3271333333,9.41146666666,3.5498,8.07746666667
396.40,5.3922,23.0077333333,14.5248,13.2246666666,6.94486666667,5.22633333333,5.54333333333,28.3446,9.38333333333,3.53553333333,8.0602
396.76,5.40053333333,23.083,14.5674,13.2964,6.96693333333,5.2408,5.556,28.3932666667,9.38693333333,3.53733333333,8.06566666667
397.12,5.4152,23.1694,14.6021333333,13.3518666667,6.96473333333,5.22853333333,5.55013333333,28.4624666667,9.38633333334,3.54073333333,8.02766666667
397.48,5.43073333333,23.2211333333,14.5950666667,13.3708,6.9952,5.2234,5.55353333333,28.4751333333,9.40820000001,3.54786666667,8.02746666666
397.84,5.4734,23.3152666667,14.668,13.4399333333,7.0544,5.24393333333,5.59,28.5705333333,9.47453333333,3.5998,8.04973333333
398.20,5.45993333333,23.3604,14.6879333333,13.4456,7.04893333333,5.23226666667,5.579,28.5968666667,9.47,3.57606666667,8.00933333334
398.56,5.45413333333,23.3798,14.6680666667,13.4586666667,7.0436,5.19986666667,5.54106666667,28.5759333333,9.45086666668,3.53986666667,7.99120000001
398.92,5.4312,23.4185333333,14.6681333333,13.4732666667,7.04733333333,5.17806666667,5.51746666667,28.5994666667,9.431,3.52893333333,7.96213333333
399.28,5.41453333333,23.4668666667,14.6622,13.5206,7.04966666666,5.163,5.50706666667,28.5721333333,9.43399999999,3.51846666667,7.95240000001
399.64,5.43986666667,23.5510666667,14.7071333333,13.6033333333,7.067,5.1878,5.5184,28.618,9.45633333333,3.52653333333,7.976
400.00,5.53053333333,23.6635333333,14.8020666667,13.6857333333,7.13866666667,5.24626666667,5.57986666667,28.7103333333,9.53506666667,3.60266666667,8.05993333333
400.36,5.54106666667,23.7122,14.8480666667,13.7462666667,7.1504,5.23426666666,5.596,28.7396,9.54826666666,3.59413333333,8.08986666667
400.72,5.546,23.7436666667,14.8460666667,13.763,7.138,5.21493333333,5.58993333334,28.7776,9.56753333333,3.5946,8.09359999999
401.08,5.56846666667,23.7964666667,14.8362,13.8138666667,7.14653333333,5.21986666667,5.6248,28.7824,9.59373333333,3.6138,8.13173333333
401.44,5.5464,23.8361333333,14.861,13.8509333333,7.10533333334,5.19286666667,5.6042,28.8341333334,9.58133333333,3.58833333333,8.11980000001
401.80,5.53126666667,23.8918666667,14.857,13.9088666667,7.10713333333,5.18506666666,5.6104,28.8644666667,9.57560000001,3.56933333333,8.11759999999
402.16,5.55493333333,23.9347333333,14.8665333333,13.9809333333,7.12953333333,5.19273333333,5.63106666667,28.864,9.57633333334,3.588,8.13626666666
402.52,5.5998,24.0292,14.9256666667,14.0651333333,7.16686666667,5.23373333334,5.661,28.9671333333,9.6132,3.62953333333,8.17386666666
402.88,5.60586666667,24.1040666667,14.9576666667,14.1188,7.16566666667,5.21946666667,5.67453333333,28.9915333333,9.61906666668,3.6222,8.18886666666
403.24,5.622,24.1364,14.9774666667,14.1267333333,7.1652,5.21046666667,5.67193333333,29.0372,9.60686666667,3.6152,8.18666666666
403.60,5.60006666666,24.1711333333,14.9589333333,14.1062,7.13993333333,5.17453333334,5.6576,29.0340666667,9.5902,3.5782,8.15300000001
403.95,5.58993333333,24.216,14.9639333333,14.1502,7.12766666667,5.16406666667,5.6508,29.0590666667,9.58706666665,3.5454,8.14886666666
404.31,5.60966666667,24.2643333333,14.9615333333,14.1652666667,7.13106666667,5.1704,5.64786666667,29.0946,9.6106,3.57006666667,8.15453333334
404.67,5.59773333333,24.3041333333,14.9626666667,14.2000666667,7.1328,5.16066666667,5.64266666667,29.0945333333,9.59073333333,3.5456,8.12926666667
405.03,5.574,24.3763333333,14.9864666667,14.2197333333,7.11693333333,5.1372,5.61326666667,29.1604666667,9.57699999999,3.51106666667,8.11193333333
405.39,5.6264,24.4588,15.0374666667,14.2868666667,7.1694,5.1888,5.66753333333,29.222,9.61559999999,3.55153333333,8.15273333333
405.75,5.63933333333,24.5090666667,15.0585333333,14.3052666667,7.16466666667,5.18066666667,5.6594,29.2514666667,9.59673333333,3.54573333333,8.15180000001
406.11,5.65593333334,24.5961333333,15.0921333333,14.3217333333,7.1748,5.1842,5.65353333333,29.3212666667,9.62840000001,3.55713333333,8.15006666666
406.47,5.622,24.6218666667,15.0959333333,14.3063333333,7.15426666667,5.1684,5.63433333333,29.3174,9.61106666665,3.52953333333,8.12126666668
406.83,5.63966666666,24.6356,15.0832666667,14.3114666667,7.1498,5.19173333333,5.6412,29.3445333333,9.61106666666,3.55813333333,8.10726666667
407.19,5.68833333333,24.6951333333,15.1284666667,14.3766,7.17946666667,5.23393333333,5.68426666667,29.3946,9.66186666668,3.60093333333,8.13533333333
407.55,5.71153333333,24.7578,15.1772,14.4434666667,7.20913333333,5.25706666667,5.69513333333,29.4435333333,9.67766666667,3.63586666667,8.15486666667
407.90,5.69526666667,24.8193333333,15.2028,14.4595333333,7.20646666667,5.2514,5.6832,29.4735333333,9.68453333334,3.63286666667,8.1448
408.26,5.6986,24.9057333333,15.2607333333,14.5252666667,7.23226666667,5.2612,5.70646666667,29.5106,9.70553333335,3.62986666667,8.15006666667
408.62,5.68766666667,24.9206666667,15.2698,14.5238666667,7.22773333334,5.24806666667,5.69333333333,29.507,9.69219999999,3.6158,8.14613333333
408.98,5.69886666667,24.9424666667,15.2866666667,14.551,7.242,5.2402,5.68986666667,29.4864666667,9.6746,3.6026,8.12240000001
409.34,5.70113333333,24.9857333334,15.3062,14.5997333333,7.26353333333,5.23746666667,5.68846666667,29.494,9.6914,3.58666666667,8.10766666668
409.70,5.68613333333,25.005,15.3070666667,14.6123333333,7.2614,5.22406666667,5.67166666667,29.5031333334,9.70413333333,3.56993333334,8.08739999999
410.06,5.63566666667,25.0064,15.2820666667,14.6279333333,7.2222,5.18613333333,5.63553333333,29.5132666667,9.65773333335,3.52893333333,8.06299999999
410.42,5.65666666667,25.0416666667,15.3072666667,14.6692666666,7.22846666667,5.173,5.64406666667,29.5501333333,9.66520000001,3.5338,8.07059999999
410.77,5.61153333333,25.0743333333,15.2895333333,14.6793333333,7.20413333333,5.11673333333,5.6018,29.5428,9.62446666666,3.4656,8.0346
411.13,5.57873333333,25.1131333333,15.2820666667,14.6795333333,7.1988,5.08746666667,5.58313333333,29.5408,9.5974,3.43566666667,8.02186666667
411.49,5.58673333333,25.1576666666,15.2984666667,14.7048666667,7.2212,5.08666666667,5.58986666667,29.5563333333,9.59786666667,3.4408,8.02639999999
411.85,5.60093333333,25.1993333333,15.3097333333,14.755,7.23473333334,5.09173333333,5.60666666667,29.5664666667,9.59733333333,3.44993333333,8.03299999999
412.21,5.61593333333,25.2282666667,15.3083333333,14.8008,7.23773333333,5.1028,5.62573333333,29.5713333333,9.60333333334,3.44773333333,8.04073333333
412.57,5.66153333334,25.3328666667,15.3672666667,14.8918,7.28653333333,5.14546666667,5.6746,29.662,9.65539999999,3.50406666667,8.08646666666
412.92,5.66273333333,25.3996,15.3886,14.9233333333,7.3068,5.16046666666,5.69866666667,29.7172666667,9.6876,3.5294,8.11419999999
413.28,5.6368,25.4367333333,15.3670666667,14.9323333333,7.2904,5.12693333333,5.67953333333,29.695,9.66286666667,3.51733333333,8.10133333334
413.64,5.64646666667,25.4963333334,15.3918666667,14.9692666667,7.30366666667,5.13046666666,5.69206666667,29.7373333334,9.66326666668,3.52833333333,8.11766666667
414.00,5.665,25.5710666666,15.4274666666,15.0194666667,7.331,5.14313333333,5.71266666667,29.7464,9.68300000001,3.5414,8.12373333334
414.36,5.64786666666,25.6249333333,15.4166666667,15.0426,7.31073333333,5.129,5.68893333334,29.7318,9.66153333333,3.5146,8.09846666667
414.72,5.658,25.7289333333,15.4580666667,15.0968,7.32706666667,5.13813333333,5.70186666667,29.8041333333,9.69499999999,3.51226666667,8.12146666667
415.07,5.62166666666,25.7802,15.4524,15.1333333333,7.3102,5.10386666667,5.6698,29.8364,9.68193333333,3.46906666666,8.09526666667
415.43,5.611,25.8171333333,15.4475333333,15.1612,7.28866666667,5.08446666667,5.65593333333,29.8606,9.67279999999,3.4364,8.07846666666
415.79,5.61346666667,25.8725333333,15.4599333333,15.1978666667,7.2998,5.06673333333,5.66226666667,29.9034666667,9.67693333335,3.43226666667,8.07159999999
416.15,5.62273333333,25.9195333333,15.4927333333,15.2337333333,7.29393333334,5.06573333333,5.66473333333,29.9566666667,9.67406666668,3.44473333333,8.07633333334
416.51,5.63046666667,25.9744666667,15.5033333333,15.2602666667,7.3004,5.07586666667,5.6806,29.9598,9.69713333333,3.4526,8.0834
416.86,5.62886666667,26.0022666667,15.5016666667,15.2838666667,7.28593333333,5.07113333333,5.67306666667,29.9676666667,9.69446666666,3.42953333333,8.06813333334
417.22,5.63546666667,26.0303333333,15.5037333334,15.2842,7.27606666667,5.0726,5.67626666667,30.0023333333,9.69300000001,3.42866666667,8.07806666666
417.58,5.64186666667,26.1064666667,15.5041333333,15.321,7.281,5.07646666667,5.6762,30.0352666667,9.69900000001,3.41986666667,8.07653333334
417.94,5.66233333333,26.1444,15.5056666667,15.3444666667,7.2916,5.08946666667,5.6924,30.0865333333,9.72439999999,3.43393333333,8.09233333334
418.29,5.6862,26.2041333333,15.5275333333,15.4002666667,7.32193333333,5.12226666667,5.725,30.1616666667,9.76833333333,3.4622,8.12820000001
418.65,5.71653333333,26.246,15.5406,15.4405333333,7.346,5.148,5.7506,30.1742666667,9.78800000001,3.49133333333,8.15686666667
419.01,5.7492,26.291,15.5548,15.4802666667,7.3666,5.1682,5.78173333333,30.2033333333,9.80679999999,3.51913333333,8.1722
419.37,5.74793333333,26.3278666667,15.5556,15.4915333333,7.3708,5.1724,5.7856,30.2164,9.8018,3.51473333333,8.17953333333
419.73,5.74066666667,26.3261333333,15.5343333333,15.4708666667,7.344,5.1564,5.76966666667,30.1923333333,9.77800000001,3.49606666667,8.16339999999
420.08,5.75933333333,26.388,15.5379333333,15.4892666667,7.37006666667,5.1704,5.7802,30.2196666667,9.79039999999,3.50693333334,8.18153333334
420.44,5.7504,26.4224666667,15.5416666667,15.5055333333,7.3556,5.14753333333,5.75726666667,30.2475333333,9.77753333332,3.49026666667,8.16799999999
420.80,5.76893333333,26.4725333333,15.5709333333,15.5351333333,7.36913333333,5.1604,5.77586666667,30.2677333333,9.7828,3.507,8.1814
421.16,5.8046,26.5447333333,15.6044,15.5996,7.40446666667,5.1874,5.80413333334,30.3112666667,9.81266666665,3.5308,8.21053333334
421.51,5.83246666667,26.5879333333,15.6442666667,15.6382,7.42273333333,5.205,5.83666666667,30.3494666667,9.83606666667,3.55153333333,8.23959999999
421.87,5.84426666667,26.6446,15.6598,15.681,7.43826666667,5.2026,5.848,30.3706666667,9.83939999999,3.562,8.24280000001
422.23,5.8604,26.6977333333,15.6854666667,15.7122,7.4476,5.20593333333,5.8574,30.3844666667,9.84000000001,3.56926666667,8.24099999999
422.58,5.87786666667,26.7704,15.7206,15.7531333333,7.4648,5.21813333333,5.8752,30.4255333333,9.85986666667,3.58093333333,8.2446
422.94,5.88066666667,26.8177333333,15.7386,15.7876,7.45673333333,5.2124,5.8738,30.4380666667,9.85826666666,3.5778,8.24046666666
423.30,5.9122,26.8977333333,15.7734,15.8492666667,7.48613333333,5.22533333333,5.89906666667,30.4746666667,9.89746666665,3.60326666667,8.26053333334
423.66,5.93506666667,26.9842666667,15.8074,15.9187333333,7.51593333333,5.2474,5.92133333333,30.5266,9.91726666667,3.6182,8.2802
424.01,5.93773333333,27.0314,15.8255333333,15.9691333333,7.51926666667,5.24973333333,5.92613333333,30.5478,9.92773333333,3.6122,8.27186666666
424.37,5.96613333333,27.0788,15.8509333333,16.0154,7.5396,5.25873333333,5.9424,30.5715333333,9.93500000001,3.61553333333,8.28526666667
424.73,5.97346666667,27.1271333333,15.8611333333,16.0504666667,7.55213333333,5.25573333333,5.9466,30.6005333333,9.94486666667,3.62006666667,8.2938
425.08,5.96593333333,27.1637333333,15.872,16.0734666667,7.55073333333,5.23853333333,5.93513333334,30.6164,9.93866666668,3.60886666667,8.27839999999
425.44,5.95746666667,27.2031333333,15.8774666667,16.1112666667,7.5456,5.23313333333,5.93006666667,30.6272,9.92673333333,3.60146666667,8.26106666666
425.80,5.9592,27.2396666667,15.9018,16.1412666667,7.5462,5.24013333334,5.9294,30.6329333333,9.92146666667,3.5878,8.25793333334
426.16,5.9804,27.3063333333,15.9301333333,16.1952666667,7.56346666667,5.24933333333,5.94126666667,30.6675333333,9.94026666667,3.58933333333,8.27066666666
426.51,5.98,27.3202,15.9378,16.2259333333,7.55826666667,5.23773333333,5.94193333333,30.6582666667,9.92046666667,3.57946666667,8.26179999999
426.87,5.9838,27.3605333333,15.9508,16.259,7.5784,5.2384,5.94293333333,30.6622666667,9.92413333333,3.57206666667,8.26806666667
427.23,5.97866666667,27.3949333333,15.9548,16.2968666667,7.56706666667,5.2244,5.9344,30.6816666667,9.90266666667,3.55293333333,8.25019999999
427.58,6.0054,27.485,16.0044,16.352,7.596,5.23946666667,5.95966666667,30.7262666667,9.9372,3.56446666667,8.26066666667
427.94,5.99373333333,27.5204666667,16.0153333333,16.3585333333,7.58333333333,5.2124,5.95066666667,30.7198666667,9.91293333333,3.54986666667,8.24286666666
428.30,5.9932,27.5898,16.031,16.3989333333,7.5956,5.20806666667,5.96873333333,30.7234666667,9.92013333333,3.56246666667,8.24420000001
428.65,6.02253333333,27.6972,16.0685333333,16.4853333333,7.6294,5.22613333333,5.98993333333,30.7871333333,9.96060000001,3.581,8.26666666667
429.01,6.0624,27.7794666667,16.1122666667,16.5627333333,7.66453333333,5.26626666667,6.0402,30.8418666666,10.007,3.6114,8.30426666667
429.37,6.06946666667,27.8424,16.125,16.595,7.6828,5.2622,6.041,30.8522,10.0092666667,3.6084,8.30673333334
429.72,6.10093333333,27.9153333334,16.1588,16.6554666667,7.7134,5.27726666667,6.07313333333,30.8827333333,10.0428666667,3.62506666667,8.32820000001
430.08,6.08373333333,27.9444,16.1564666667,16.6746,7.71466666667,5.25966666667,6.067,30.8703333333,10.0289333333,3.619,8.31926666667
430.44,6.1084,28.0266,16.1809333333,16.7204666667,7.7354,5.2708,6.08226666667,30.9036666667,10.0619333333,3.62846666667,8.33466666667
430.79,6.12006666667,28.0914666667,16.1902,16.7512666667,7.74693333333,5.279,6.09013333333,30.9572666667,10.0718666667,3.62446666667,8.33533333333
431.15,6.10406666667,28.131,16.2023333333,16.7684,7.7286,5.26673333333,6.0762,30.9548,10.0569333333,3.604,8.32353333334
431.50,6.0864,28.1512666667,16.1952,16.7902,7.7126,5.25166666667,6.0608,30.9634,10.0481333333,3.59053333333,8.31533333333
431.86,6.12433333333,28.2402,16.2262,16.8536,7.74513333333,5.27353333333,6.0968,31.0169333333,10.0902,3.6058,8.35326666667
432.22,6.14173333333,28.2996,16.2448,16.9087333333,7.77266666666,5.2948,6.10766666667,31.0706,10.1098,3.5944,8.36653333333
432.57,6.1516,28.3182,16.2563333333,16.928,7.7788,5.29953333333,6.1222,31.0688666667,10.1042666667,3.5948,8.37333333333
432.93,6.1394,28.353,16.2583333333,16.9502,7.77273333333,5.28253333334,6.11066666667,31.0820666666,10.0886666667,3.5748,8.35860000001
433.29,6.14493333333,28.3933333333,16.271,16.9942666667,7.77326666667,5.28746666667,6.12286666666,31.1116,10.1033333333,3.5732,8.36446666667
433.64,6.13993333333,28.444,16.2644,17.0136,7.77333333333,5.2768,6.1236,31.1504666667,10.1070666667,3.55806666667,8.36126666667
434.00,6.12693333333,28.4492666667,16.2498666667,17.0254666667,7.75926666667,5.25353333333,6.10373333333,31.1468,10.0880666667,3.531,8.33966666667
434.35,6.11286666667,28.4736,16.2496666667,17.0548,7.76233333333,5.24106666667,6.0988,31.1618,10.0858666667,3.52246666667,8.33826666667
434.71,6.11753333333,28.5220666667,16.2765333333,17.1029333333,7.76673333333,5.2474,6.11313333333,31.1771333333,10.0990666667,3.5312,8.347
435.07,6.1428,28.5853333333,16.2965333333,17.1458,7.7954,5.2712,6.1492,31.2136,10.1326666667,3.548,8.37233333334
435.42,6.16766666667,28.6494,16.3186,17.1890666667,7.821,5.27606666666,6.16853333333,31.2390666667,10.1463333333,3.55666666667,8.39420000001
435.78,6.1628,28.6940666667,16.3307333333,17.2306,7.82826666667,5.27946666667,6.17106666667,31.2722,10.1481333333,3.55713333334,8.38733333333
436.13,6.1796,28.738,16.3602,17.2624666667,7.838,5.29453333333,6.18973333333,31.2925333333,10.1629333333,3.57573333333,8.4022
436.49,6.1902,28.8015333333,16.3822666667,17.3004666667,7.8392,5.30206666667,6.19413333333,31.3318,10.1660666667,3.57306666667,8.40279999999
436.84,6.1862,28.8521333333,16.378,17.3132,7.83486666667,5.28273333333,6.18993333333,31.3208666667,10.1586666667,3.55013333333,8.39473333333
437.20,6.18273333333,28.8792,16.3693333333,17.3268,7.83653333333,5.26493333333,6.17826666667,31.2906666667,10.1487333333,3.5328,8.38173333333
437.56,6.20013333333,28.9357333333,16.3911333333,17.3707333333,7.8522,5.27406666667,6.18093333333,31.3014,10.1612,3.539,8.39313333333
437.91,6.2344,29.0395333333,16.432,17.4404666667,7.88186666667,5.30453333333,6.2284,31.3700666667,10.1893333333,3.56073333333,8.41973333332
438.27,6.25246666667,29.084,16.4334666667,17.4662666667,7.8856,5.30306666667,6.23173333333,31.3911333333,10.1875333333,3.55993333333,8.4174
438.62,6.27086666666,29.1481333333,16.4551333333,17.4934666667,7.8992,5.30026666666,6.2356,31.4264666667,10.1959333333,3.55786666667,8.41186666667
438.98,6.28346666667,29.188,16.4659333333,17.5292666667,7.91206666667,5.29433333333,6.24326666667,31.457,10.1986,3.56233333333,8.40686666666
439.33,6.29033333333,29.2504666666,16.4836666667,17.5749333333,7.92746666667,5.305,6.25333333333,31.4992,10.2124666667,3.56386666667,8.40699999999
439.69,6.30886666667,29.3103333333,16.4985333333,17.6136,7.9386,5.30973333333,6.26706666667,31.5097333333,10.2272666667,3.5704,8.42553333334
440.04,6.28426666667,29.3505333334,16.4831333333,17.6187333333,7.91546666666,5.277,6.2458,31.5066666667,10.2038,3.54893333333,8.40119999999
440.40,6.2656,29.3815333333,16.4729333333,17.6417333333,7.90679999999,5.2556,6.22906666667,31.5066,10.1958666667,3.5282,8.38806666667
440.75,6.29966666667,29.4459333333,16.5000666667,17.6954,7.92366666667,5.2702,6.24206666667,31.5520666667,10.2143333333,3.5514,8.39626666666
441.11,6.3294,29.5283333333,16.5394666667,17.7388,7.95320000001,5.28553333333,6.26913333333,31.624,10.2436,3.57373333333,8.4178
441.47,6.33426666667,29.5802666667,16.5604666667,17.7694666667,7.95046666667,5.2784,6.27666666667,31.6530666667,10.242,3.5738,8.41746666667
441.82,6.34753333333,29.6364,16.5764,17.8003333333,7.95973333333,5.29213333333,6.27786666667,31.6729333333,10.2560666667,3.58393333333,8.42899999999
442.18,6.36653333333,29.7135333333,16.6181333333,17.8706666667,7.98933333333,5.31553333333,6.30826666666,31.7196666667,10.2914666667,3.60313333333,8.452
442.53,6.3892,29.7655333333,16.6322666667,17.9156,8.00759999999,5.33333333333,6.3332,31.7527333333,10.3105333333,3.614,8.48186666667
442.89,6.41333333333,29.8508,16.6644,17.9800666667,8.04226666667,5.36506666667,6.35406666667,31.7892666666,10.3433333333,3.63053333333,8.52033333333
443.24,6.43693333333,29.8874666667,16.6792,18.0223333333,8.06026666666,5.38306666667,6.3682,31.799,10.3516666667,3.6424,8.53660000001
443.60,6.44786666667,29.971,16.6994,18.0717333333,8.07846666666,5.3938,6.38213333333,31.8631333333,10.3584,3.6546,8.54699999999
443.95,6.47073333333,30.0213333333,16.7072,18.1323333333,8.0954,5.41133333333,6.40613333333,31.9066,10.3828666667,3.6632,8.56386666666
444.31,6.48693333333,30.0578,16.717,18.1664666667,8.11619999999,5.41926666667,6.42886666667,31.9236666667,10.3937333333,3.67453333333,8.57106666666
444.66,6.49926666667,30.1263333333,16.7434,18.2284666667,8.13866666666,5.43886666667,6.45773333333,31.9694666667,10.4098666667,3.6858,8.59633333334
445.02,6.50506666666,30.1693333333,16.7543333333,18.2724666667,8.14046666666,5.45593333333,6.4702,31.9891333333,10.4134,3.691,8.59973333334
445.37,6.52446666667,30.1952,16.7614,18.3010666667,8.16093333333,5.47073333333,6.4908,32.0026666667,10.4206666667,3.70613333333,8.60626666667
445.72,6.53406666667,30.2606666667,16.7794666667,18.3423333333,8.18186666667,5.4714,6.5078,32.0402666667,10.4372,3.71593333333,8.62033333333
446.08,6.54906666667,30.3110666667,16.7862666667,18.3712,8.18513333333,5.46806666667,6.5128,32.0633333333,10.4387333333,3.7166,8.61753333333
446.43,6.5536,30.3654,16.7958,18.398,8.18380000001,5.4598,6.51126666667,32.0654666667,10.441,3.71926666666,8.61120000001
446.79,6.5674,30.4010666667,16.8075333333,18.4228666667,8.18586666667,5.46133333333,6.5216,32.0778,10.4415333333,3.72166666667,8.6112
447.14,6.57053333333,30.4594,16.8254,18.4541333333,8.1926,5.4566,6.5284,32.1021333333,10.4495333333,3.72226666667,8.61126666667
447.50,6.5766,30.4694,16.8306666667,18.4910666667,8.1938,5.45233333334,6.53273333333,32.0948666667,10.4471333333,3.7108,8.60366666666
447.85,6.59973333333,30.5522,16.8779333333,18.539,8.22333333334,5.4646,6.55046666667,32.1346666667,10.4633333333,3.7244,8.61873333333
448.21,6.61913333333,30.6134,16.9086,18.5994666667,8.2452,5.4748,6.56906666667,32.1575333334,10.4814,3.735,8.63053333333
448.56,6.62406666667,30.6361333334,16.9122666667,18.6176666667,8.24766666666,5.4676,6.56966666667,32.1408666667,10.4811333333,3.72433333333,8.62533333333
448.92,6.63853333333,30.6724666667,16.9197333333,18.6557333333,8.26586666666,5.46533333333,6.5834,32.1409333333,10.5016,3.729,8.63686666666
449.27,6.65386666667,30.7562666667,16.9536666667,18.7109333333,8.28893333334,5.46393333333,6.5948,32.1727333333,10.5166,3.7302,8.6438
