wavelength,Back_HemRucf,Belly_HemRucf,Breast_HemRucf,Crissum_HemRucf,Crown_HemRucf,DorTail_HemRucf,Patch10_HemRucf,Patch11_HemRucf,Rump_HemRucf,Throat_HemRucf,WingTip_HemRucf
382.33,5.05466666667,18.4926666667,10.0156666667,11.817,5.58666666667,7.41666666667,4.70966666667,24.044,5.74833333333,17.0623333333,9.455
382.69,5.198,18.5383333333,10.1686666667,11.8006666667,5.69466666667,7.46866666667,4.77533333333,24.2113333333,5.78333333333,17.0796666667,9.56566666667
383.05,5.22366666667,18.6803333333,10.1893333333,11.8423333333,5.65966666667,7.452,4.77033333333,24.1103333333,5.785,17.125,9.64533333333
383.41,5.12066666667,18.6376666667,10.0316666667,11.723,5.609,7.31,4.64633333333,24.1536666667,5.722,17.043,9.60933333333
383.77,5.05666666667,18.6736666667,10.117,11.6233333333,5.619,7.267,4.58266666667,24.0996666667,5.727,16.9913333333,9.603
384.14,5.029,18.5446666667,9.97833333333,11.6526666667,5.619,7.18366666667,4.588,23.9383333333,5.67533333333,16.9136666667,9.57733333333
384.50,5.13633333333,18.7076666667,10.1556666667,11.7326666667,5.68533333333,7.17733333333,4.666,23.9286666667,5.734,17.0223333333,9.659
384.86,5.28966666667,18.8713333333,10.3603333333,11.8316666667,5.80033333333,7.252,4.888,24.0773333333,5.83866666667,17.134,9.763
385.22,5.26566666667,18.8813333333,10.3693333333,11.841,5.71733333333,7.22133333333,4.75966666667,24.0103333333,5.81266666667,17.161,9.60933333333
385.58,5.28966666667,18.8026666667,10.327,11.6933333333,5.62633333333,7.15333333333,4.65333333333,23.828,5.73,17.1183333333,9.58733333333
385.94,5.204,18.7403333333,10.181,11.5933333333,5.572,7.00033333333,4.60833333333,23.5863333333,5.74366666667,17.019,9.66633333333
386.30,5.01666666667,18.5343333333,9.99,11.2833333333,5.30433333333,6.78666666667,4.23333333333,23.3093333333,5.44966666667,16.8506666667,9.377
386.66,5.02066666667,18.6316666667,9.96133333333,11.3516666667,5.32566666667,6.80833333333,4.13033333333,23.326,5.46466666667,16.936,9.42533333333
387.03,4.97866666667,18.4983333333,9.93266666667,11.199,5.26366666667,6.73833333333,3.99433333333,23.29,5.36166666667,16.7846666667,9.27366666667
387.39,5.091,18.5963333333,10.1026666667,11.176,5.23066666667,6.76633333333,4.06,23.3496666667,5.36133333333,16.8353333333,9.29633333333
387.75,5.04533333333,18.6636666667,10.1326666667,11.1856666667,5.23566666667,6.68833333333,4.02833333333,23.4066666667,5.269,16.7453333333,9.25166666667
388.11,5.12966666667,18.7976666667,10.2683333333,11.2536666667,5.16866666667,6.697,4.04766666667,23.49,5.32833333333,16.8203333333,9.24366666667
388.47,5.175,18.829,10.213,11.2693333333,5.187,6.739,4.008,23.4816666667,5.411,16.865,9.332
388.83,5.04733333333,18.755,10.0593333333,11.137,5.02666666667,6.60566666667,3.89033333333,23.3743333333,5.313,16.8156666667,9.106
389.19,5.03733333333,18.8793333333,10.028,11.1403333333,5.008,6.55433333333,3.899,23.308,5.31666666667,16.8093333333,9.24733333333
389.55,4.94433333333,18.934,10.0236666667,11.1656666667,4.97566666667,6.51133333333,3.81633333333,23.4016666667,5.323,16.8443333333,9.28033333333
389.91,5.05266666667,19.1193333333,10.0743333333,11.228,4.93366666667,6.57133333333,3.82566666667,23.539,5.276,17.01,9.167
390.27,5.15166666667,19.358,10.253,11.4903333333,5.17366666667,6.74533333333,3.97866666667,23.668,5.43566666667,17.1653333333,9.43966666667
390.63,5.10133333333,19.3173333333,10.1423333333,11.4553333333,5.01633333333,6.59866666667,3.94233333333,23.606,5.338,17.15,9.26033333333
391.00,5.081,19.4356666667,10.092,11.5126666667,4.97566666667,6.575,4.03833333333,23.5926666667,5.29966666667,17.2096666667,9.21933333333
391.36,5.127,19.5556666667,10.0986666667,11.597,5.07366666667,6.61733333333,4.055,23.6156666667,5.32166666667,17.3396666667,9.23
391.72,5.27866666667,19.6153333333,10.1583333333,11.673,5.06866666667,6.71433333333,4.189,23.637,5.44366666667,17.492,9.376
392.08,5.28333333333,19.608,10.1123333333,11.6093333333,5.08633333333,6.71766666667,4.13966666667,23.576,5.41266666667,17.5483333333,9.34733333333
392.44,5.17966666667,19.546,10.075,11.5933333333,4.98233333333,6.63933333333,4.094,23.563,5.269,17.4693333333,9.30666666667
392.80,5.38833333333,19.5973333333,10.1176666667,11.763,5.12866666667,6.76633333333,4.221,23.6656666667,5.36266666667,17.5403333333,9.41366666667
393.16,5.42333333333,19.515,10.119,11.7566666667,5.13933333333,6.83566666667,4.28966666667,23.6963333333,5.34966666667,17.5606666667,9.414
393.52,5.434,19.4826666667,10.001,11.7193333333,5.074,6.81766666667,4.37466666667,23.6263333333,5.22866666667,17.561,9.314
393.88,5.45533333333,19.374,9.93433333333,11.6993333333,5.09766666667,6.812,4.43566666667,23.5083333333,5.207,17.5096666667,9.36633333333
394.24,5.39833333333,19.1863333333,9.794,11.537,4.996,6.645,4.30166666667,23.491,5.09533333333,17.3496666667,9.255
394.60,5.40466666667,19.143,9.74,11.5133333333,5.08566666667,6.66533333333,4.315,23.43,5.129,17.278,9.29333333333
394.96,5.40533333333,19.0306666667,9.69566666667,11.4233333333,5.05,6.65166666667,4.2,23.4006666667,5.12233333333,17.197,9.26066666667
395.32,5.43566666667,19.012,9.669,11.4506666667,5.00366666667,6.7,4.267,23.38,5.084,17.0856666667,9.33033333333
395.68,5.44233333333,18.9226666667,9.46233333333,11.358,5.016,6.61,4.18933333333,23.387,4.93533333333,16.959,9.218
396.04,5.42466666667,18.8126666667,9.431,11.3256666667,4.959,6.571,4.28633333333,23.4156666667,4.91466666667,16.8736666667,9.21933333333
396.40,5.49833333333,18.722,9.36366666667,11.2526666667,4.971,6.649,4.37966666667,23.437,4.94966666667,16.8383333333,9.253
396.76,5.35366666667,18.5553333333,9.19666666667,11.073,4.74933333333,6.50933333333,4.27466666667,23.331,4.83433333333,16.6336666667,9.17833333333
397.12,5.33966666667,18.353,9.08866666667,10.913,4.70866666667,6.43,4.19166666667,23.2633333333,4.81766666667,16.4416666667,9.089
397.48,5.393,18.2016666667,9.101,10.884,4.82166666667,6.51533333333,4.21566666667,23.3536666667,4.88,16.3783333333,9.14533333333
397.84,5.26533333333,17.979,8.94866666667,10.7076666667,4.68866666667,6.44533333333,4.01933333333,23.2946666667,4.76266666667,16.119,9.07033333333
398.20,5.329,17.93,8.879,10.7423333333,4.83266666667,6.61733333333,4.24666666667,23.282,4.875,16.1663333333,9.11666666667
398.56,5.287,17.6896666667,8.754,10.5613333333,4.748,6.626,4.25333333333,23.2796666667,4.70633333333,16.03,9.075
398.92,5.26433333333,17.5423333333,8.62833333333,10.4896666667,4.76266666667,6.61333333333,4.26866666667,23.1413333333,4.718,15.8326666667,9.10966666667
399.28,5.161,17.2416666667,8.403,10.3306666667,4.718,6.49133333333,4.11833333333,22.9793333333,4.64233333333,15.7396666667,9.008
399.64,5.093,16.9983333333,8.32966666667,10.2096666667,4.71733333333,6.47533333333,4.12333333333,22.8746666667,4.68333333333,15.585,9.11
400.00,5.02333333333,16.8073333333,8.13633333333,9.98233333333,4.693,6.46133333333,3.952,22.773,4.60533333333,15.4186666667,9.068
400.36,5.00033333333,16.6166666667,7.98766666667,9.88,4.69266666667,6.42866666667,3.92333333333,22.6606666667,4.631,15.2806666667,9.03166666667
400.72,4.98933333333,16.546,7.91533333333,9.88733333333,4.74766666667,6.43966666667,3.88266666667,22.6546666667,4.65633333333,15.1666666667,9.09866666667
401.08,4.97766666667,16.465,7.811,9.84133333333,4.72766666667,6.38166666667,3.92866666667,22.612,4.60433333333,15.1463333333,9.08233333333
401.44,4.90666666667,16.348,7.69466666667,9.73866666667,4.64266666667,6.26566666667,3.831,22.4073333333,4.62766666667,14.9266666667,9.09133333333
401.80,5.101,16.43,7.742,9.849,4.82333333333,6.369,4.099,22.4846666667,4.823,14.9936666667,9.26366666667
402.16,5.14766666667,16.2916666667,7.697,9.801,4.72266666667,6.36833333333,4.07766666667,22.5003333333,4.80366666667,14.9563333333,9.38066666667
402.52,5.311,16.3313333333,7.715,9.86466666667,4.78,6.406,4.15566666667,22.4386666667,4.93133333333,14.9453333333,9.51533333333
402.88,5.26633333333,16.2613333333,7.68666666667,9.84666666667,4.738,6.45566666667,4.172,22.5116666667,4.93733333333,14.93,9.527
403.24,5.39733333333,16.35,7.73566666667,9.888,4.815,6.62433333333,4.306,22.6366666667,5.06633333333,14.845,9.601
403.60,5.442,16.3,7.70433333333,9.90166666667,4.81266666667,6.56366666667,4.314,22.615,5.00666666667,14.808,9.536
403.95,5.43466666667,16.283,7.67033333333,9.904,4.79533333333,6.53633333333,4.369,22.596,4.96166666667,14.7253333333,9.58666666667
404.31,5.50666666667,16.3713333333,7.75433333333,9.95133333333,4.83,6.579,4.46133333333,22.68,4.979,14.7626666667,9.63933333333
404.67,5.49366666667,16.3183333333,7.69866666667,9.88933333333,4.826,6.53466666667,4.509,22.583,4.91666666667,14.736,9.62533333333
405.03,5.429,16.312,7.67433333333,9.88466666667,4.78766666667,6.54166666667,4.451,22.6256666667,4.88733333333,14.68,9.65466666667
405.39,5.395,16.2686666667,7.584,9.848,4.731,6.461,4.41033333333,22.661,4.74933333333,14.6463333333,9.58
405.75,5.35833333333,16.2603333333,7.571,9.768,4.66166666667,6.40066666667,4.30566666667,22.694,4.67166666667,14.645,9.52833333333
406.11,5.318,16.3473333333,7.601,9.79466666667,4.67733333333,6.364,4.31233333333,22.6606666667,4.67933333333,14.573,9.49266666667
406.47,5.28066666667,16.385,7.63733333333,9.84966666667,4.70733333333,6.36633333333,4.307,22.6903333333,4.66233333333,14.5836666667,9.47966666667
406.83,5.34233333333,16.4893333333,7.706,9.92966666667,4.74366666667,6.35633333333,4.349,22.7133333333,4.65233333333,14.6856666667,9.51633333333
407.19,5.23066666667,16.442,7.56733333333,9.861,4.54666666667,6.18266666667,4.218,22.6103333333,4.573,14.669,9.467
407.55,5.326,16.632,7.632,9.89866666667,4.607,6.337,4.305,22.673,4.66033333333,14.7693333333,9.54733333333
407.90,5.382,16.7383333333,7.69733333333,10.0186666667,4.61666666667,6.33533333333,4.36933333333,22.749,4.67133333333,14.8863333333,9.53466666667
408.26,5.29266666667,16.7976666667,7.65133333333,10.085,4.559,6.29,4.29266666667,22.7606666667,4.63233333333,14.882,9.423
408.62,5.397,16.9883333333,7.864,10.199,4.60366666667,6.342,4.32233333333,22.934,4.69266666667,15.0013333333,9.473
408.98,5.48966666667,17.1623333333,7.936,10.2933333333,4.68833333333,6.39866666667,4.36866666667,22.933,4.72666666667,15.1043333333,9.46933333333
409.34,5.56433333333,17.41,8.063,10.3986666667,4.794,6.52966666667,4.457,23.047,4.808,15.229,9.576
409.70,5.48833333333,17.5476666667,8.06533333333,10.469,4.767,6.55466666667,4.444,23.056,4.843,15.2736666667,9.62933333333
410.06,5.56766666667,17.713,8.138,10.609,4.854,6.60533333333,4.51466666667,23.1696666667,4.938,15.4273333333,9.643
410.42,5.592,17.8793333333,8.16833333333,10.669,4.88433333333,6.63933333333,4.589,23.2633333333,4.96166666667,15.5413333333,9.697
410.77,5.66,18.0356666667,8.17533333333,10.7296666667,4.92933333333,6.68333333333,4.59533333333,23.3463333333,5.00066666667,15.669,9.74
411.13,5.734,18.3003333333,8.383,10.8713333333,5.133,6.842,4.709,23.5366666667,5.05966666667,15.81,9.852
411.49,5.66666666667,18.433,8.39366666667,10.9733333333,5.09066666667,6.785,4.679,23.5553333333,5.045,15.895,9.82166666667
411.85,5.637,18.6266666667,8.45333333333,11.026,5.11433333333,6.82533333333,4.663,23.5103333333,5.035,15.9393333333,9.825
412.21,5.68,18.7946666667,8.52566666667,11.078,5.15033333333,6.828,4.71733333333,23.5956666667,5.04433333333,16.0386666667,9.93533333333
412.57,5.58066666667,18.887,8.438,11.115,5.11866666667,6.80633333333,4.677,23.5576666667,5.015,16.0456666667,9.89133333333
412.92,5.53533333333,19.0123333333,8.45466666667,11.208,5.053,6.77366666667,4.67166666667,23.609,5.007,16.0713333333,9.942
413.28,5.58133333333,19.1276666667,8.49,11.325,5.02833333333,6.74633333333,4.66566666667,23.629,5.02466666667,16.1376666667,9.88066666667
413.64,5.637,19.2463333333,8.52733333333,11.5083333333,5.035,6.74566666667,4.70533333333,23.646,4.98366666667,16.206,9.845
414.00,5.49333333333,19.327,8.49933333333,11.4236666667,4.91866666667,6.67066666667,4.54566666667,23.6306666667,4.78566666667,16.2213333333,9.79066666667
414.36,5.46733333333,19.4743333333,8.513,11.5073333333,4.86766666667,6.63966666667,4.49666666667,23.6386666667,4.77933333333,16.2783333333,9.75266666667
414.72,5.41466666667,19.5393333333,8.49266666667,11.5856666667,4.81866666667,6.59933333333,4.455,23.6373333333,4.74133333333,16.246,9.713
415.07,5.39233333333,19.5493333333,8.51966666667,11.6263333333,4.756,6.48233333333,4.42333333333,23.565,4.696,16.245,9.65466666667
415.43,5.316,19.643,8.58966666667,11.61,4.74733333333,6.456,4.38466666667,23.5383333333,4.66066666667,16.2443333333,9.69066666667
415.79,5.32066666667,19.6766666667,8.585,11.6236666667,4.77166666667,6.39166666667,4.371,23.6896666667,4.67633333333,16.2656666667,9.66633333333
416.15,5.321,19.6846666667,8.586,11.7016666667,4.83433333333,6.37233333333,4.36333333333,23.6816666667,4.65766666667,16.281,9.69266666667
416.51,5.30533333333,19.7143333333,8.56866666667,11.6716666667,4.833,6.327,4.34666666667,23.6926666667,4.61266666667,16.3013333333,9.67233333333
416.86,5.34566666667,19.788,8.63333333333,11.7063333333,4.89366666667,6.36333333333,4.425,23.7686666667,4.621,16.3953333333,9.70066666667
417.22,5.31966666667,19.753,8.62166666667,11.7273333333,4.90266666667,6.333,4.47266666667,23.763,4.632,16.402,9.751
417.58,5.28,19.718,8.615,11.658,4.91566666667,6.28133333333,4.43733333333,23.7773333333,4.59533333333,16.406,9.732
417.94,5.29466666667,19.66,8.60833333333,11.6863333333,4.906,6.25633333333,4.457,23.7576666667,4.62966666667,16.3533333333,9.729
418.29,5.257,19.5866666667,8.63333333333,11.686,4.91766666667,6.26166666667,4.424,23.7963333333,4.622,16.3536666667,9.75866666667
418.65,5.267,19.5163333333,8.64766666667,11.6496666667,4.922,6.226,4.461,23.797,4.57633333333,16.2576666667,9.78
419.01,5.24233333333,19.4226666667,8.60966666667,11.6563333333,4.92266666667,6.21933333333,4.432,23.7906666667,4.523,16.2116666667,9.77233333333
419.37,5.26233333333,19.279,8.54333333333,11.636,4.896,6.178,4.42466666667,23.8156666667,4.49066666667,16.1616666667,9.75833333333
419.73,5.19366666667,19.123,8.46366666667,11.5513333333,4.83666666667,6.14233333333,4.34433333333,23.7253333333,4.42566666667,16.0733333333,9.73433333333
420.08,5.136,19.0076666667,8.38166666667,11.422,4.78033333333,6.08833333333,4.27033333333,23.6733333333,4.37933333333,15.966,9.67866666667
420.44,5.12833333333,18.893,8.337,11.3996666667,4.79766666667,6.06266666667,4.29233333333,23.6136666667,4.387,15.8766666667,9.691
420.80,5.02366666667,18.6423333333,8.192,11.217,4.72633333333,5.97766666667,4.20166666667,23.5036666667,4.28666666667,15.676,9.61966666667
421.16,4.965,18.4386666667,8.07366666667,11.088,4.671,5.883,4.13666666667,23.4126666667,4.204,15.521,9.57333333333
421.51,4.93933333333,18.214,7.96,10.9593333333,4.61533333333,5.83766666667,4.103,23.3053333333,4.15966666667,15.3233333333,9.57566666667
421.87,4.87666666667,18.0086666667,7.856,10.808,4.56233333333,5.788,4.053,23.2036666667,4.06766666667,15.1353333333,9.535
422.23,4.82866666667,17.7563333333,7.702,10.644,4.49966666667,5.688,4.02733333333,23.0776666667,3.992,14.9196666667,9.493
422.58,4.789,17.5536666667,7.60033333333,10.521,4.47466666667,5.66833333333,4.003,22.9796666667,3.977,14.8023333333,9.47633333333
422.94,4.78033333333,17.3456666667,7.49666666667,10.3803333333,4.45466666667,5.65766666667,4.02933333333,22.89,3.98666666667,14.679,9.469
423.30,4.761,17.1153333333,7.39033333333,10.2506666667,4.45366666667,5.60633333333,4.00533333333,22.7753333333,3.975,14.5156666667,9.43466666667
423.66,4.79933333333,16.948,7.35066666667,10.209,4.506,5.63833333333,4.066,22.725,4.003,14.408,9.45133333333
424.01,4.81666666667,16.7676666667,7.305,10.1616666667,4.51466666667,5.66933333333,4.09,22.665,4.015,14.2993333333,9.47033333333
424.37,4.806,16.5383333333,7.23833333333,10.0333333333,4.465,5.676,4.04433333333,22.6073333333,3.97,14.142,9.45166666667
424.73,4.82866666667,16.3863333333,7.21766666667,9.978,4.49133333333,5.68533333333,4.06933333333,22.5556666667,3.991,14.0466666667,9.45966666667
425.08,4.86233333333,16.2833333333,7.21333333333,9.93133333333,4.55733333333,5.77566666667,4.08933333333,22.5363333333,4.03466666667,13.9723333333,9.52733333333
425.44,4.85166666667,16.161,7.19133333333,9.90866666667,4.60033333333,5.81466666667,4.131,22.52,4.08133333333,13.9143333333,9.55433333333
425.80,4.91533333333,16.0306666667,7.187,9.89366666667,4.65766666667,5.856,4.17033333333,22.5453333333,4.12633333333,13.9026666667,9.63333333333
426.16,4.999,15.9323333333,7.21166666667,9.883,4.72833333333,5.95466666667,4.21666666667,22.514,4.177,13.8543333333,9.71066666667
426.51,4.97366666667,15.7526666667,7.17,9.78833333333,4.72366666667,5.94766666667,4.17833333333,22.4686666667,4.11966666667,13.7663333333,9.68566666667
426.87,4.90866666667,15.58,7.07166666667,9.674,4.65266666667,5.90166666667,4.065,22.3806666667,4.012,13.6043333333,9.629
427.23,4.912,15.5306666667,7.10033333333,9.656,4.67133333333,5.971,4.11266666667,22.37,4.01833333333,13.5283333333,9.68566666667
427.58,4.87733333333,15.434,7.05,9.62333333333,4.63366666667,5.92733333333,4.08533333333,22.2996666667,3.982,13.4486666667,9.695
427.94,4.864,15.3253333333,6.996,9.54333333333,4.58166666667,5.86533333333,4.046,22.2553333333,3.92866666667,13.395,9.71466666667
428.30,4.84233333333,15.2833333333,6.95133333333,9.53766666667,4.62366666667,5.86566666667,4.06633333333,22.237,3.94733333333,13.3723333333,9.72033333333
428.65,4.86233333333,15.2963333333,6.936,9.59533333333,4.64133333333,5.88466666667,4.086,22.2046666667,3.978,13.4083333333,9.78866666667
429.01,4.82933333333,15.2223333333,6.856,9.54266666667,4.553,5.849,3.995,22.1623333333,3.87166666667,13.3393333333,9.70666666667
429.37,4.77366666667,15.1566666667,6.81433333333,9.45633333333,4.45266666667,5.748,3.90233333333,22.0906666667,3.76533333333,13.286,9.60666666667
429.72,4.69766666667,15.1516666667,6.738,9.421,4.39,5.69333333333,3.85033333333,21.9796666667,3.73,13.2236666667,9.50533333333
430.08,4.625,15.2486666667,6.73366666667,9.45333333333,4.35333333333,5.64933333333,3.79366666667,22.0233333333,3.69666666667,13.2346666667,9.407
430.44,4.60033333333,15.3243333333,6.767,9.52166666667,4.37433333333,5.67633333333,3.78,22.0086666667,3.71433333333,13.2963333333,9.461
430.79,4.65833333333,15.4883333333,6.85833333333,9.59933333333,4.44633333333,5.739,3.87,22.1133333333,3.80066666667,13.4173333333,9.55366666667
431.15,4.69033333333,15.5726666667,6.85666666667,9.64133333333,4.463,5.76133333333,3.84366666667,22.1523333333,3.79833333333,13.4786666667,9.545
431.50,4.75166666667,15.7023333333,6.886,9.67133333333,4.49033333333,5.82566666667,3.85733333333,22.2326666667,3.82866666667,13.5736666667,9.57133333333
431.86,4.72566666667,15.7666666667,6.92966666667,9.709,4.49333333333,5.851,3.84766666667,22.2236666667,3.80566666667,13.6333333333,9.53833333333
432.22,4.778,15.8833333333,6.99333333333,9.812,4.48433333333,5.867,3.844,22.2226666667,3.802,13.7366666667,9.55233333333
432.57,4.76566666667,15.9903333333,6.998,9.82433333333,4.46033333333,5.83633333333,3.79166666667,22.2763333333,3.73366666667,13.7506666667,9.48266666667
432.93,4.79066666667,16.1396666667,7.10366666667,9.92,4.49033333333,5.83666666667,3.83533333333,22.314,3.79,13.864,9.498
433.29,4.839,16.336,7.19633333333,10.0343333333,4.60166666667,5.917,3.89066666667,22.4216666667,3.833,13.997,9.53933333333
433.64,4.85966666667,16.4823333333,7.23533333333,10.117,4.61633333333,5.93033333333,3.902,22.5033333333,3.82066666667,14.0686666667,9.53333333333
434.00,4.872,16.565,7.298,10.1596666667,4.62433333333,5.959,3.91566666667,22.481,3.823,14.1546666667,9.51966666667
434.35,4.917,16.7146666667,7.347,10.202,4.60666666667,5.96233333333,3.93333333333,22.504,3.87433333333,14.2213333333,9.47366666667
434.71,4.91666666667,16.856,7.45066666667,10.3403333333,4.63866666667,5.961,3.96533333333,22.5433333333,3.90266666667,14.3593333333,9.47866666667
435.07,4.91233333333,17.072,7.48733333333,10.417,4.63733333333,5.93633333333,3.95433333333,22.5813333333,3.879,14.5023333333,9.45633333333
435.42,4.871,17.2553333333,7.578,10.4876666667,4.617,5.91,3.91966666667,22.572,3.88666666667,14.5966666667,9.432
435.78,4.938,17.523,7.703,10.6603333333,4.67766666667,5.95433333333,3.93133333333,22.6626666667,3.94033333333,14.757,9.43733333333
436.13,4.91866666667,17.819,7.828,10.787,4.686,6.00066666667,3.949,22.7743333333,3.974,14.9363333333,9.469
436.49,4.99533333333,18.094,7.98966666667,10.9763333333,4.733,6.07333333333,3.99533333333,22.8673333333,4.09433333333,15.1446666667,9.562
436.84,4.99333333333,18.3643333333,8.05266666667,11.0783333333,4.74766666667,6.077,4.00066666667,22.9543333333,4.083,15.3306666667,9.576
437.20,5.04166666667,18.709,8.151,11.251,4.74433333333,6.1,4.05133333333,23.0383333333,4.10833333333,15.5216666667,9.59933333333
437.56,5.088,19.0343333333,8.32466666667,11.4566666667,4.785,6.14566666667,4.06766666667,23.1576666667,4.16433333333,15.7633333333,9.66133333333
437.91,5.13333333333,19.319,8.40733333333,11.612,4.78833333333,6.12,4.07266666667,23.269,4.154,15.9413333333,9.704
438.27,5.13833333333,19.6356666667,8.51633333333,11.8096666667,4.80133333333,6.08933333333,4.08533333333,23.3813333333,4.16733333333,16.178,9.70033333333
438.62,5.159,19.9303333333,8.61833333333,11.9686666667,4.794,6.09766666667,4.101,23.4716666667,4.19633333333,16.3453333333,9.68933333333
438.98,5.10366666667,20.139,8.70866666667,12.084,4.789,6.06966666667,4.072,23.5126666667,4.18133333333,16.441,9.65366666667
439.33,5.13333333333,20.3873333333,8.783,12.2466666667,4.8,6.07466666667,4.09,23.5836666667,4.17466666667,16.6053333333,9.62233333333
439.69,5.15666666667,20.653,8.87133333333,12.346,4.83833333333,6.05733333333,4.15866666667,23.66,4.21933333333,16.781,9.66333333333
440.04,5.147,20.8213333333,8.91333333333,12.3903333333,4.84166666667,6.003,4.11433333333,23.708,4.18966666667,16.8656666667,9.61933333333
440.40,5.108,21.0326666667,8.98966666667,12.468,4.819,5.96933333333,4.11766666667,23.7376666667,4.15033333333,17.0036666667,9.56066666667
440.75,5.10966666667,21.2393333333,9.09566666667,12.598,4.843,5.95933333333,4.13566666667,23.8053333333,4.179,17.1653333333,9.58933333333
441.11,5.11766666667,21.407,9.18533333333,12.7046666667,4.83966666667,5.93766666667,4.10066666667,23.8576666667,4.20233333333,17.27,9.60833333333
441.47,5.11666666667,21.611,9.26433333333,12.7803333333,4.83266666667,5.909,4.128,23.8373333333,4.207,17.3993333333,9.584
441.82,5.10133333333,21.829,9.34333333333,12.873,4.83233333333,5.91333333333,4.13333333333,23.8676666667,4.255,17.5343333333,9.60033333333
442.18,5.152,22.0736666667,9.45933333333,13.0303333333,4.886,5.942,4.152,23.944,4.264,17.6463333333,9.62633333333
442.53,5.18833333333,22.325,9.50533333333,13.0916666667,4.919,5.94066666667,4.172,23.983,4.25266666667,17.7766666667,9.65266666667
442.89,5.254,22.5893333333,9.655,13.2556666667,4.95566666667,5.97166666667,4.25233333333,24.093,4.32533333333,17.9913333333,9.706
443.24,5.30733333333,22.84,9.78833333333,13.415,5.012,5.97466666667,4.322,24.2303333333,4.38733333333,18.132,9.79933333333
443.60,5.32733333333,23.0823333333,9.85966666667,13.5446666667,5.001,6.012,4.33133333333,24.376,4.402,18.274,9.80866666667
443.95,5.324,23.2936666667,9.931,13.697,4.99733333333,6.01,4.38666666667,24.4563333333,4.448,18.4323333333,9.84466666667
444.31,5.34333333333,23.4483333333,9.95333333333,13.8013333333,4.99433333333,5.99366666667,4.41633333333,24.506,4.48366666667,18.5096666667,9.88866666667
444.66,5.365,23.5963333333,9.97533333333,13.9066666667,4.998,6.00433333333,4.45033333333,24.5863333333,4.495,18.5826666667,9.866
445.02,5.34766666667,23.6686666667,9.953,13.9396666667,4.97133333333,5.97666666667,4.42866666667,24.567,4.45433333333,18.6166666667,9.84666666667
445.37,5.33766666667,23.7616666667,9.936,13.9903333333,4.968,5.94866666667,4.40566666667,24.6333333333,4.45,18.6283333333,9.87333333333
445.72,5.335,23.8653333333,9.95666666667,14.038,4.98633333333,5.95233333333,4.432,24.741,4.455,18.6743333333,9.88633333333
446.08,5.32066666667,23.9073333333,9.93733333333,14.0566666667,4.97333333333,5.96433333333,4.433,24.7406666667,4.46566666667,18.69,9.92033333333
446.43,5.287,23.884,9.90866666667,14.0906666667,4.97166666667,5.93733333333,4.40266666667,24.742,4.45366666667,18.675,9.92333333333
446.79,5.27733333333,23.904,9.86533333333,14.0896666667,4.97466666667,5.94533333333,4.393,24.775,4.47633333333,18.6556666667,9.95633333333
447.14,5.273,23.8563333333,9.833,14.0583333333,4.96166666667,5.96033333333,4.37266666667,24.735,4.48066666667,18.6373333333,9.959
447.50,5.21966666667,23.7643333333,9.775,14.0303333333,4.94833333333,5.92233333333,4.34,24.6673333333,4.43166666667,18.5003333333,9.93966666667
447.85,5.248,23.713,9.74066666667,13.9766666667,4.96866666667,5.93066666667,4.324,24.6273333333,4.42033333333,18.4506666667,9.932
448.21,5.21366666667,23.6183333333,9.646,13.9246666667,4.975,5.89766666667,4.243,24.551,4.37533333333,18.3546666667,9.906
448.56,5.194,23.5196666667,9.59733333333,13.877,4.978,5.91133333333,4.21033333333,24.4766666667,4.38733333333,18.2593333333,9.92833333333
448.92,5.17933333333,23.3713333333,9.534,13.793,4.96866666667,5.91833333333,4.20966666667,24.419,4.404,18.1493333333,9.90666666667
449.27,5.12333333333,23.152,9.41333333333,13.6836666667,4.93433333333,5.89933333333,4.17666666667,24.3746666667,4.34966666667,18.0026666667,9.89066666667
449.62,5.12633333333,22.9213333333,9.29266666667,13.5743333333,4.907,5.85066666667,4.113,24.203,4.32066666667,17.8696666667,9.842
449.98,5.13733333333,22.7516666667,9.225,13.4803333333,4.93866666667,5.85633333333,4.14666666667,24.1903333333,4.334,17.776,9.86166666667
450.33,5.127,22.5293333333,9.119,13.3213333333,4.88833333333,5.84133333333,4.10166666667,24.1516666667,4.294,17.5686666667,9.79566666667
450.69,5.127,22.2953333333,9.02566666667,13.2153333333,4.86433333333,5.83233333333,4.10166666667,24.0263333333,4.26366666667,17.3683333333,9.74466666667
451.04,5.088,22.1076666667,8.91466666667,13.0963333333,4.82733333333,5.80433333333,4.09166666667,23.9636666667,4.222,17.1986666667,9.717
451.40,5.07866666667,21.9083333333,8.78133333333,12.9843333333,4.80133333333,5.78133333333,4.069,23.905,4.21166666667,17.0683333333,9.713
451.75,5.11166666667,21.72,8.664,12.9033333333,4.79633333333,5.79533333333,4.091,23.9043333333,4.25766666667,16.89,9.76733333333
452.10,5.13033333333,21.511,8.63266666667,12.8133333333,4.825,5.85333333333,4.15766666667,23.9616666667,4.28433333333,16.758,9.80866666667
452.46,5.19833333333,21.3056666667,8.588,12.7296666667,4.86166666667,5.87766666667,4.22966666667,23.9663333333,4.32033333333,16.63,9.876
