wavelength,Back_TanCucf,Belly_TanCucf,Breast_TanCucf,Crissum_TanCucf,Crown_TanCucf,DorTail_TanCucf,Patch10_TanCucf,Patch11_TanCucf,Rump_TanCucf,Throat_TanCucf,WingTip_TanCucf
342.70,5.02386666667,11.0258,7.72473333333,6.16913333333,4.52046666667,4.7483,5.85006666667,5.03046666667,6.16170666667,9.774,6.88246666667
343.06,5.24146666667,11.2845333333,8.00533333333,6.417,4.73853333333,4.9144,6.08766666667,5.2542,6.36761333333,10.0446,7.10223333334
343.43,5.20386666667,11.2916666667,8.03233333333,6.41253333333,4.69566666667,4.91396666667,6.0716,5.25433333333,6.39426666667,10.0496,7.11623333333
343.79,5.10793333333,11.3573333333,7.99233333333,6.39266666666,4.6294,4.95843333333,6.07313333333,5.18186666667,6.38866666667,10.0058666667,7.06356666667
344.16,5.21853333334,11.5308,8.2402,6.5724,4.8084,5.116,6.27206666667,5.37756666667,6.568,10.1245333333,7.2047
344.52,5.3434,11.7845333333,8.46406666667,6.72093333334,4.94,5.23623333333,6.45993333333,5.53533333333,6.78034666667,10.3222666667,7.3481
344.89,5.37406666667,11.895,8.594,6.76966666667,4.952,5.28043333333,6.47153333333,5.56326666667,6.82913333333,10.3546,7.38333333333
345.25,5.34153333333,11.8725333334,8.59406666667,6.73286666667,4.88473333333,5.24836666667,6.4604,5.51636666667,6.79013333333,10.3065333333,7.32003333333
345.62,5.44366666667,12.0188,8.69666666667,6.8834,4.95546666667,5.35753333333,6.58586666667,5.62463333333,6.86454666667,10.4618,7.40146666667
345.99,5.3846,12.0117333333,8.7604,6.8776,4.92846666667,5.3921,6.50066666667,5.60266666667,6.81384,10.4493333333,7.37576666667
346.35,5.45306666667,12.2046,8.88886666667,7.05613333334,5.02706666667,5.5641,6.5906,5.7985,6.91168,10.6056666667,7.51206666667
346.72,5.3496,12.1770666667,8.812,6.97526666667,4.9402,5.551,6.54013333333,5.7161,6.83152,10.5611333333,7.47306666667
347.08,5.337,12.1879333333,8.78513333333,6.87786666667,4.8746,5.567,6.48346666667,5.64986666667,6.77081333333,10.52,7.42516666667
347.45,5.43113333333,12.3362666667,8.90366666667,6.93846666667,4.98966666667,5.6442,6.53386666667,5.72886666667,6.86812,10.669,7.45483333333
347.81,5.33333333333,12.1820666667,8.87266666667,6.7794,4.87913333333,5.4646,6.41086666667,5.67586666667,6.74565333333,10.6296666666,7.29766666667
348.18,5.3058,12.1322,8.8352,6.74933333333,4.77746666667,5.41066666667,6.35253333333,5.63133333333,6.66170666667,10.6408,7.21186666667
348.54,5.00786666667,11.8256,8.5594,6.47973333333,4.53233333333,5.06913333333,6.0926,5.36723333333,6.36221333333,10.4379333333,6.92246666667
348.91,4.9444,11.6990666667,8.42593333333,6.448,4.4984,4.95246666667,6.0338,5.31546666667,6.21796,10.4038666667,6.82766666667
349.27,5.1288,11.8574666667,8.58126666667,6.6198,4.63113333333,5.0819,6.16486666667,5.4738,6.31946666667,10.6012666667,6.9977
349.64,4.93453333333,11.7521333333,8.465,6.4962,4.4774,4.88816666667,5.9596,5.37106666667,6.17770666667,10.5499333333,6.81446666667
350.00,4.9774,11.8158,8.488,6.47206666667,4.4898,4.89556666667,5.96946666667,5.37336666667,6.22372,10.5782666667,6.81636666667
350.37,4.99713333333,11.832,8.44453333333,6.39226666667,4.44733333333,4.86206666667,5.96793333333,5.29276666667,6.22242666667,10.5857333333,6.8189
350.73,5.15726666667,11.9280666667,8.56086666666,6.56886666667,4.57586666667,4.86826666667,6.0852,5.39536666667,6.32016,10.6453333333,6.92226666667
351.10,5.22906666666,12.0054666667,8.66533333333,6.68773333333,4.64693333333,4.8256,6.18046666667,5.47283333333,6.34202666667,10.7217333333,6.9769
351.46,5.1846,11.9906666666,8.60653333333,6.6372,4.54213333333,4.7195,6.15446666667,5.4033,6.2134,10.686,6.94126666667
351.83,5.4684,12.256,8.7818,6.89706666667,4.76426666667,4.91083333333,6.34653333333,5.60733333333,6.40584,11.0044,7.16116666667
352.19,5.5208,12.3918666667,8.80153333334,6.96713333333,4.8612,4.93956666667,6.4086,5.63946666667,6.51576,11.0932,7.2251
352.55,5.66406666667,12.5645333333,8.8904,7.07193333333,4.9638,5.11543333333,6.51753333333,5.7213,6.64008,11.2231333333,7.39866666667
352.92,5.68266666667,12.6522666667,8.9072,7.07306666667,4.93693333333,5.13563333333,6.51686666667,5.69836666667,6.63669333333,11.2268,7.4111
353.28,5.57453333333,12.6467333333,8.86299999999,6.909,4.8608,4.99756666667,6.44346666667,5.5746,6.56044,11.0980666667,7.2983
353.65,5.72206666667,12.7875333333,9.0362,7.01213333333,4.98506666667,5.1665,6.6054,5.70976666667,6.68373333333,11.1315333333,7.44146666667
354.01,5.74113333333,12.8261333333,9.10566666667,7.07633333333,4.98926666666,5.20283333333,6.64526666667,5.7744,6.69833333333,11.1613333333,7.45896666667
354.38,5.78806666667,12.9376666667,9.20253333333,7.16393333333,5.07766666667,5.2402,6.632,5.8251,6.73397333333,11.1815333333,7.45503333333
354.74,5.67413333333,12.8974,9.2002,7.08746666667,5.00513333333,5.22996666667,6.5298,5.76503333333,6.71813333333,11.1046,7.36453333333
355.11,5.52526666666,12.802,9.07706666666,6.96006666667,4.86433333333,5.17696666667,6.40466666667,5.6476,6.69625333333,11.0683333333,7.30483333333
355.47,5.56166666667,12.9136,9.21773333333,7.09546666667,4.97766666667,5.30543333333,6.53993333333,5.7774,6.86204,11.1532,7.3992
355.83,5.4374,12.8655333333,9.15626666667,7.008,4.87286666667,5.28933333333,6.4878,5.6835,6.82669333333,10.9916,7.3277
356.20,5.40846666667,12.8292666667,9.16213333333,6.96673333333,4.84253333333,5.2978,6.46353333333,5.6958,6.79908,11.0141333333,7.31333333333
356.56,5.41533333333,12.8779333333,9.21646666666,6.95646666667,4.8424,5.26266666667,6.4616,5.67826666667,6.79152,11.0630666667,7.28856666667
356.93,5.4266,12.9364,9.2994,6.97586666667,4.8474,5.284,6.4944,5.71313333333,6.86092,11.0875333333,7.31403333333
357.29,5.47273333333,13.0111333333,9.32426666666,7.0464,4.865,5.3237,6.4972,5.73276666667,6.87729333333,11.1267333333,7.30286666667
357.66,5.44526666667,13.0309333333,9.24426666666,7.03153333333,4.83753333333,5.29873333333,6.46326666667,5.6678,6.84816,11.0916,7.28186666667
358.02,5.49293333333,13.1386,9.27946666667,7.04006666667,4.8444,5.3079,6.49786666667,5.6885,6.92325333333,11.1822666667,7.32853333333
358.38,5.37666666667,13.0884666667,9.22740000001,6.94846666667,4.69273333334,5.1905,6.41526666667,5.60913333333,6.82037333333,11.1282666667,7.2337
358.75,5.447,13.2250666667,9.28840000001,7.05833333333,4.76273333333,5.25236666667,6.5648,5.68326666667,6.93801333333,11.2824666667,7.27813333333
359.11,5.44846666667,13.2969333333,9.33893333333,7.10826666667,4.80046666667,5.25486666667,6.6342,5.71,6.94542666667,11.3509333333,7.2514
359.48,5.50433333333,13.3498,9.38153333333,7.15626666667,4.8678,5.2957,6.66133333333,5.72443333333,6.96766666667,11.4017333333,7.24173333333
359.84,5.52006666667,13.4583333333,9.43520000001,7.17073333334,4.92933333333,5.29996666667,6.69313333333,5.7568,6.96452,11.4667333333,7.24733333333
360.20,5.52593333333,13.4830666667,9.42653333333,7.15826666667,4.89006666667,5.27653333333,6.67586666667,5.73836666667,6.92793333333,11.4184,7.20896666667
360.57,5.46093333333,13.4494,9.35940000001,7.1104,4.8332,5.23016666667,6.6264,5.6974,6.87165333333,11.322,7.14333333333
360.93,5.46613333333,13.4714666667,9.41213333334,7.1608,4.839,5.26316666667,6.64693333333,5.6735,6.87406666667,11.3828666667,7.1473
361.29,5.42506666667,13.4421333333,9.3998,7.1342,4.81293333333,5.24743333333,6.6388,5.6797,6.84510666667,11.3742666667,7.10643333333
361.66,5.4456,13.4744,9.47366666666,7.16286666667,4.8378,5.24393333333,6.67573333333,5.71673333333,6.8934,11.4606666667,7.10646666667
362.02,5.41413333333,13.4534666667,9.50473333333,7.15353333333,4.84613333333,5.2289,6.65446666667,5.70136666667,6.86925333333,11.4538,7.12426666667
362.39,5.466,13.5028,9.56273333333,7.21626666667,4.93173333333,5.30416666667,6.74006666667,5.7669,6.92912,11.5364,7.1976
362.75,5.40373333333,13.4578666667,9.54446666666,7.13353333333,4.84486666667,5.21486666667,6.59253333333,5.6856,6.82264,11.4496,7.1531
363.11,5.45186666667,13.4870666667,9.6142,7.14826666667,4.855,5.21476666667,6.55593333333,5.7217,6.82638666667,11.4754666667,7.19903333333
363.48,5.33566666667,13.3835333333,9.50353333334,7.01693333333,4.7012,5.05856666667,6.41886666667,5.62756666667,6.71201333333,11.3646,7.0853
363.84,5.34053333333,13.34,9.54939999999,7.019,4.66293333333,5.00056666667,6.40286666667,5.61863333333,6.72789333333,11.3772666667,7.08563333333
364.20,5.32513333333,13.3575333333,9.57693333334,7.02286666667,4.68073333333,4.99196666667,6.40673333333,5.6347,6.75445333333,11.3804666666,7.0688
364.57,5.4352,13.4618666667,9.68153333333,7.1482,4.7752,5.06786666667,6.46553333333,5.7379,6.86378666667,11.5500666667,7.13883333333
364.93,5.38673333333,13.4222,9.62360000001,7.1128,4.73646666667,4.98603333333,6.3772,5.7306,6.83469333333,11.5259333333,7.03586666667
365.29,5.42326666667,13.5114,9.68226666668,7.19113333333,4.75773333333,5.05896666666,6.419,5.7977,6.93886666667,11.627,7.091
365.66,5.4576,13.583,9.77819999999,7.2582,4.79946666667,5.1349,6.46726666667,5.8484,7.00161333333,11.6897333333,7.1757
366.02,5.50953333333,13.6038666666,9.83213333333,7.3006,4.81526666667,5.16853333333,6.51053333333,5.88973333333,7.00969333334,11.7064,7.14936666667
366.38,5.504,13.6004,9.79206666666,7.2866,4.74293333333,5.11576666667,6.46226666667,5.82516666667,6.98316,11.6222666667,7.06946666667
366.75,5.57786666667,13.6854666667,9.86939999999,7.30233333333,4.7648,5.18026666667,6.56013333333,5.8851,7.04562666667,11.7183333333,7.08216666667
367.11,5.50973333334,13.6513333333,9.80786666665,7.2382,4.67813333333,5.1498,6.5144,5.79686666667,7.00486666667,11.6664666666,6.96653333333
367.47,5.5794,13.7865333333,9.91906666667,7.32193333333,4.7294,5.24533333333,6.5646,5.83606666667,7.07733333333,11.7614,7.05163333333
367.84,5.58233333333,13.7922,9.89166666666,7.31366666667,4.70333333333,5.25523333333,6.5442,5.81856666667,7.00894666667,11.7511333333,6.9995
368.20,5.59506666667,13.8493333333,9.97113333332,7.34426666667,4.72113333333,5.27856666667,6.53966666667,5.85016666667,7.03810666667,11.8555333333,7.0567
368.56,5.58186666667,13.8613333333,10.0221333333,7.31533333333,4.6936,5.27083333333,6.5252,5.87053333333,7.01913333333,11.8385333333,7.04246666667
368.93,5.67713333333,13.9868666667,10.0926666667,7.37453333333,4.74406666667,5.38986666667,6.63493333333,5.91253333333,7.06050666667,11.9296666666,7.14016666667
369.29,5.69733333333,14.0540666666,10.1588666667,7.41746666667,4.7694,5.34866666667,6.66026666667,5.91813333333,7.05832,11.9894666667,7.17316666667
369.65,5.65706666667,14.0683333333,10.0959333333,7.38446666667,4.742,5.29593333333,6.62826666667,5.85636666667,6.99072,11.93,7.0626
370.01,5.5344,14.0449333333,10.0055333333,7.31526666667,4.6272,5.19326666667,6.498,5.7256,6.90609333333,11.8538,6.93993333333
370.38,5.5504,14.1131333333,10.0978,7.34726666667,4.68753333333,5.25546666667,6.554,5.7499,6.94378666667,11.9750666667,6.9799
370.74,5.60593333333,14.2128,10.1272666667,7.4516,4.76746666666,5.33686666667,6.584,5.81893333333,6.97478666667,12.0556,7.08646666666
371.10,5.5918,14.2692,10.1536,7.48453333333,4.77206666667,5.2859,6.5886,5.80666666667,6.96669333334,12.083,7.05753333333
371.46,5.58906666667,14.2634666667,10.1506,7.47826666667,4.7468,5.24253333333,6.58633333334,5.82403333333,6.92130666667,12.0726666667,7.0247
371.83,5.526,14.2800666667,10.1209333333,7.49333333333,4.68966666666,5.19733333333,6.5492,5.78596666667,6.88057333333,12.0398,6.9965
372.19,5.52373333333,14.2962666667,10.0948666667,7.4904,4.63626666667,5.18596666667,6.5418,5.7448,6.85276,11.9922666667,6.93323333333
372.55,5.55173333333,14.4015333333,10.1658666667,7.5636,4.68473333333,5.2185,6.6078,5.7648,6.90909333333,12.0721333333,6.9777
372.92,5.5034,14.4302,10.2024666667,7.57653333333,4.65646666667,5.15136666667,6.57526666667,5.77593333333,6.91141333333,12.0820666667,6.95093333333
373.28,5.51186666667,14.4293333333,10.2056666667,7.55653333334,4.6362,5.1514,6.54526666666,5.74433333333,6.8818,12.055,6.8954
373.64,5.45653333333,14.355,10.1781333333,7.46453333333,4.54193333333,5.05386666667,6.43753333333,5.65786666667,6.82801333333,12.0409333333,6.78966666667
374.00,5.5914,14.4659333334,10.2783333333,7.5626,4.672,5.1471,6.56626666666,5.74673333333,6.93889333333,12.1576666667,6.8627
374.37,5.614,14.5217333333,10.348,7.5944,4.6992,5.1296,6.60753333333,5.8125,6.99945333333,12.1832666667,6.88923333333
374.73,5.5298,14.4582,10.3206,7.53733333334,4.65993333333,5.0255,6.5532,5.73803333333,6.96544,12.1419333333,6.78196666666
375.09,5.60253333333,14.5236666667,10.3896666667,7.6126,4.72606666667,5.10253333333,6.6024,5.81973333333,7.04576,12.1675333333,6.84516666667
375.45,5.64613333334,14.6121333333,10.4612,7.6562,4.7892,5.13656666667,6.65113333333,5.83073333333,7.11218666667,12.2335333333,6.88956666667
375.81,5.78173333333,14.7467333333,10.5743333333,7.733,4.92773333333,5.2303,6.7494,5.92793333333,7.26554666667,12.337,7.02183333333
376.18,5.8,14.8082666667,10.6191333333,7.7802,4.97146666667,5.2503,6.8154,5.94256666667,7.28285333333,12.396,7.05876666667
376.54,5.78193333333,14.7966,10.5889333333,7.77093333333,4.89026666667,5.2215,6.77666666667,5.92133333333,7.23968,12.321,7.037
376.90,5.87046666667,14.8560666667,10.6644666667,7.7982,4.9608,5.28613333333,6.8652,5.9474,7.30669333333,12.348,7.0949
377.26,5.91266666667,14.9250666667,10.7222666667,7.8404,4.99973333333,5.31093333333,6.91793333333,6.01333333333,7.38137333333,12.3956,7.13023333333
377.63,6.09673333333,15.1442,10.9096666667,8.07266666667,5.171,5.5047,7.14486666667,6.20556666667,7.56661333333,12.6099333333,7.34306666667
377.99,6.06306666667,15.1666,10.8902,8.07519999999,5.12213333333,5.4621,7.10173333333,6.20896666667,7.54766666667,12.6082666667,7.3456
378.35,6.10933333333,15.1918,10.8978666667,8.11300000001,5.11886666667,5.51936666667,7.12326666667,6.24046666667,7.59757333333,12.6196,7.37623333333
378.71,6.15973333333,15.2791333333,10.9884,8.16806666667,5.14273333333,5.5741,7.18153333334,6.30826666667,7.65368,12.6468666667,7.42843333333
379.07,6.07553333333,15.2571333333,10.9357333333,8.08760000001,5.04153333333,5.49733333333,7.12733333333,6.2091,7.57858666666,12.6088,7.36293333333
379.44,6.06286666666,15.274,10.9574666667,8.11286666666,5.04006666667,5.4976,7.156,6.2023,7.57864,12.6173333333,7.36403333333
379.80,6.06666666667,15.3137333333,10.9791333333,8.13753333333,5.0548,5.52366666667,7.19233333333,6.22086666667,7.57633333333,12.6562666667,7.35406666667
380.16,6.14466666667,15.3828,11.0696666667,8.18406666666,5.11773333334,5.59166666667,7.25553333333,6.31816666667,7.63828,12.734,7.40416666667
380.52,6.13753333333,15.4034,11.1115333333,8.16280000001,5.13453333334,5.61656666667,7.2824,6.2795,7.67289333333,12.7926,7.39083333333
380.88,6.11333333334,15.4300666667,11.117,8.17733333333,5.10406666667,5.60956666667,7.23706666667,6.28106666667,7.66248,12.8230666667,7.3904
381.24,6.09066666667,15.4102,11.0723333333,8.13053333333,5.05646666667,5.57756666667,7.18046666667,6.24603333333,7.61581333333,12.7958666667,7.35906666667
381.61,5.87133333333,15.2673333333,10.9156666667,7.9232,4.81853333333,5.37946666667,6.94826666667,6.02773333333,7.41086666667,12.5632666667,7.1687
381.97,5.8782,15.2980666667,10.9270666667,7.93273333333,4.82166666667,5.36883333334,6.99053333333,6.03293333333,7.40764,12.5522666667,7.1748
382.33,5.8422,15.3081333334,10.8953333333,7.90786666666,4.811,5.3065,6.9432,5.9734,7.32270666667,12.5332666667,7.142
382.69,5.884,15.3541333333,10.955,7.98433333333,4.87066666667,5.36696666667,7.0268,6.0156,7.37346666667,12.6241333333,7.20606666667
383.05,5.9572,15.433,11.0428,8.06353333333,4.9374,5.4687,7.1134,6.1166,7.44914666667,12.7044666667,7.29193333333
383.41,5.90406666667,15.3586666667,10.9988,8.00993333333,4.84006666667,5.4192,7.04666666667,6.05513333333,7.39777333334,12.6388666667,7.2084
383.77,5.8542,15.3058666667,10.9646,7.96786666667,4.75086666667,5.35606666667,6.9812,6.00323333333,7.35452,12.6119333333,7.15966666667
384.14,5.75913333333,15.2306666667,10.8568,7.87826666667,4.62833333333,5.23316666667,6.8772,5.87533333333,7.24782666667,12.5114,7.07263333333
384.50,5.785,15.2522666667,10.8612666667,7.94026666666,4.66226666666,5.2292,6.9272,5.93556666667,7.2504,12.5284,7.10426666667
384.86,5.71373333333,15.1996,10.8000666667,7.86373333333,4.6176,5.13273333333,6.884,5.9058,7.2046,12.4738,7.04016666667
385.22,5.7214,15.2350666667,10.8542666667,7.90646666667,4.64,5.13876666667,6.93766666666,5.93713333333,7.242,12.5011333333,7.04916666667
385.58,5.8456,15.3913333333,10.9793333333,8.06506666666,4.778,5.26133333333,7.0922,6.1043,7.39209333333,12.6298666667,7.17743333333
385.94,5.8812,15.4654,11.0511333333,8.13546666666,4.8678,5.33623333333,7.17026666667,6.16513333333,7.46728,12.693,7.23333333333
386.30,5.95053333334,15.5693333333,11.1381333333,8.20613333333,4.91006666667,5.38153333333,7.24846666667,6.24753333333,7.55438666667,12.778,7.27993333333
386.66,5.89273333333,15.5512666667,11.0785333333,8.12633333334,4.8036,5.25083333333,7.14046666667,6.1606,7.4822,12.6826,7.19553333333
387.03,5.90206666667,15.5466666667,11.0706666667,8.11026666666,4.81146666667,5.19846666667,7.09593333333,6.1466,7.47718666667,12.6544666667,7.1514
387.39,5.95033333333,15.6130666667,11.1152666667,8.15326666666,4.8662,5.23533333333,7.13773333333,6.2167,7.52936,12.7106666667,7.2032
387.75,5.9746,15.6539333333,11.1553333333,8.16213333333,4.87886666667,5.24766666666,7.16166666667,6.24503333333,7.54278666667,12.7236666667,7.193
388.11,6.06226666667,15.7310666667,11.255,8.2634,4.95446666667,5.34003333333,7.2538,6.34863333333,7.65202666667,12.7946,7.26906666667
388.47,6.1334,15.8322666667,11.3684,8.32733333334,4.9972,5.38456666667,7.32533333333,6.4161,7.74848,12.8614,7.28646666667
388.83,6.2224,15.9153333333,11.4526,8.43019999999,5.03493333333,5.47546666667,7.4102,6.4924,7.82749333333,12.9506,7.31763333333
389.19,6.3026,16.0170666667,11.5287333333,8.51293333333,5.08133333333,5.55566666667,7.4918,6.54433333333,7.87738666667,13.0316666667,7.3821
389.55,6.31726666667,15.9862666666,11.496,8.45953333333,5.06233333333,5.52796666667,7.5016,6.49253333333,7.87394666667,13.0148666667,7.35653333333
389.91,6.33653333333,16.0059333333,11.5304666667,8.44953333333,5.00753333333,5.52436666667,7.4954,6.47673333333,7.87648,13.0332,7.34926666667
390.27,6.3082,15.9858666667,11.5163333333,8.42406666667,4.96233333333,5.52593333333,7.489,6.44436666667,7.87006666667,13.0397333333,7.34026666667
390.63,6.32726666667,16.0048666667,11.5395333333,8.45466666667,4.98286666667,5.5705,7.55626666667,6.46273333333,7.90173333333,13.0745333333,7.34593333333
391.00,6.3092,16.0252666667,11.5445333334,8.47313333333,4.95693333333,5.57336666667,7.58966666667,6.47786666667,7.89697333333,13.0743333333,7.33103333333
391.36,6.33346666667,16.0722,11.5791333333,8.51093333334,4.9898,5.57403333333,7.63553333333,6.4874,7.911,13.1131333333,7.3254
391.72,6.3924,16.1489333333,11.6551333333,8.59846666667,5.03353333333,5.62896666667,7.7142,6.52576666667,7.96069333333,13.1524,7.38296666667
392.08,6.4328,16.2274666667,11.7073333333,8.64500000001,5.074,5.63866666667,7.7738,6.54353333333,8.00893333333,13.2352666667,7.41053333333
392.44,6.41166666667,16.2239333333,11.6907333333,8.6294,5.04433333333,5.60516666667,7.76473333333,6.5108,7.97061333333,13.2135333333,7.3896
392.80,6.3984,16.2227333333,11.6865333333,8.63279999999,5.04353333333,5.58783333333,7.7674,6.4722,7.96578666667,13.1842,7.39523333333
393.16,6.3342,16.1765333333,11.6636,8.59073333334,5.00346666667,5.5245,7.74926666667,6.4126,7.93269333333,13.1382,7.33956666667
393.52,6.3866,16.2247333333,11.7437333333,8.62726666667,5.04953333333,5.5533,7.78513333333,6.4786,7.95836,13.1932,7.36993333333
393.88,6.3784,16.2041333333,11.7562,8.60566666667,5.04966666667,5.5288,7.7938,6.4724,7.94994666667,13.1837333333,7.3502
394.24,6.377,16.239,11.7862,8.61146666667,5.036,5.5033,7.80706666667,6.46466666667,7.92010666667,13.18,7.3016
394.60,6.3954,16.2537333333,11.8024,8.623,5.0424,5.5111,7.85846666667,6.4771,7.93130666667,13.2122,7.27293333333
394.96,6.41106666667,16.2803333333,11.8232,8.61933333332,5.04553333333,5.5023,7.89426666667,6.45146666667,7.95561333333,13.2662,7.2814
395.32,6.39733333333,16.2834,11.8192666667,8.59619999999,4.98553333333,5.4701,7.88886666667,6.42423333333,7.92149333333,13.2428,7.25633333333
395.68,6.39046666666,16.3030666667,11.8347333333,8.58173333333,4.97033333333,5.4444,7.8944,6.40536666667,7.93121333333,13.2661333333,7.2301
396.04,6.3388,16.2874,11.7834666667,8.50580000001,4.88073333333,5.37606666667,7.8496,6.35776666667,7.87610666667,13.1913333333,7.16343333333
396.40,6.3502,16.3056666667,11.7849333333,8.50273333334,4.87586666667,5.38153333333,7.8404,6.3486,7.89564,13.1936666667,7.15326666667
396.76,6.42913333333,16.4229333333,11.9006,8.57286666666,4.96906666667,5.46436666667,7.94206666667,6.44983333333,7.97950666667,13.292,7.21423333333
397.12,6.45873333333,16.4719333333,11.9154666667,8.59346666667,4.99626666667,5.4894,7.95413333333,6.49123333333,8.01853333333,13.3042666667,7.2308
397.48,6.45226666666,16.5169333333,11.9382666667,8.61313333334,4.97153333333,5.4875,7.96133333333,6.47993333333,8.03532,13.3108666667,7.18706666667
397.84,6.541,16.646,12.0519333333,8.71853333334,5.0484,5.54883333333,8.06706666667,6.57473333333,8.15230666667,13.4062666667,7.2494
398.20,6.612,16.6953333333,12.1149333333,8.78166666667,5.12646666667,5.59073333333,8.116,6.6192,8.26564,13.4439333333,7.2992
398.56,6.68826666667,16.7928,12.2024,8.86893333333,5.18713333333,5.64753333333,8.15446666667,6.68476666667,8.34161333333,13.5066,7.38736666667
398.92,6.74966666667,16.8856,12.2508666667,8.93666666667,5.2146,5.694,8.20493333333,6.7125,8.37408,13.5396666667,7.43046666667
399.28,6.8614,17.0338666667,12.3568666667,9.01693333334,5.30253333333,5.80923333333,8.30333333333,6.8076,8.49653333333,13.6426666667,7.52036666667
399.64,6.84393333333,17.0605333333,12.3421333333,9.01853333333,5.2932,5.7926,8.3206,6.80496666667,8.48358666667,13.6311333333,7.5054
400.00,6.89973333333,17.1032,12.4106,9.09940000001,5.34966666667,5.87453333333,8.3832,6.86133333333,8.54563999999,13.6717333333,7.5322
400.36,6.91186666667,17.104,12.4246666667,9.09946666667,5.3276,5.86913333333,8.4022,6.85653333333,8.55536000001,13.6786,7.5483
400.72,6.83993333333,17.0757333333,12.3914666667,9.01440000001,5.21046666667,5.7766,8.3614,6.7504,8.49073333333,13.6116666667,7.45956666667
401.08,6.7796,17.0823333333,12.3906666667,8.97006666666,5.12253333334,5.71963333333,8.33226666667,6.6795,8.42497333333,13.5941333333,7.39306666667
401.44,6.73653333333,17.084,12.3596,8.92973333334,5.05846666667,5.66926666667,8.31846666667,6.61703333333,8.37426666667,13.5714666667,7.33993333333
401.80,6.7204,17.1036666667,12.3447333333,8.90686666666,5.00726666667,5.6533,8.29066666667,6.5853,8.33750666667,13.5698666667,7.2765
402.16,6.74186666667,17.1622666667,12.3736666667,8.91046666666,4.97506666667,5.67296666667,8.3516,6.61326666667,8.33094666666,13.5758,7.28606666667
402.52,6.72486666667,17.1747333333,12.3547333333,8.86393333333,4.91866666667,5.6414,8.36053333333,6.58453333333,8.31456,13.5668666667,7.21733333333
402.88,6.77213333333,17.2126,12.4312,8.91366666666,4.95126666667,5.69343333333,8.43646666667,6.65636666667,8.38702666667,13.6062666667,7.24693333333
403.24,6.7534,17.2072,12.4501333333,8.92560000001,4.93873333333,5.6888,8.46153333333,6.64896666667,8.4048,13.6059333333,7.231
403.60,6.81853333333,17.2537333333,12.5236666666,8.9536,4.96433333333,5.72526666667,8.51173333333,6.68693333333,8.47196,13.6778666667,7.25593333333
403.95,6.88346666667,17.3434,12.634,8.99439999999,4.99813333333,5.76286666667,8.564,6.74346666667,8.53526666667,13.7726,7.28416666667
404.31,6.87833333333,17.3728666667,12.6780666667,8.9798,4.9984,5.7668,8.5858,6.72646666667,8.53638666667,13.774,7.24956666666
404.67,6.92733333333,17.4203333333,12.7220666667,9.02293333333,5.0174,5.78833333333,8.59466666667,6.74893333333,8.57227999999,13.7948,7.2569
405.03,7.04806666667,17.4875333333,12.8224,9.12733333333,5.1104,5.8934,8.72406666667,6.84016666667,8.68632000001,13.9043333333,7.34733333334
405.39,7.12126666667,17.5281333333,12.8860666667,9.18726666667,5.1626,5.94683333333,8.79386666666,6.8931,8.74353333333,13.9637333333,7.3942
405.75,7.1196,17.518,12.8864,9.17006666667,5.1318,5.93226666667,8.8066,6.86626666667,8.73671999999,13.9447333333,7.37676666667
406.11,7.1128,17.5271333333,12.9218,9.18433333335,5.13866666667,5.9375,8.81306666667,6.86163333333,8.75241333334,13.9805333333,7.3608
406.47,7.15113333333,17.5524666667,12.9862,9.24586666667,5.1862,5.9778,8.85813333334,6.89876666667,8.80490666666,14.0492666667,7.41463333333
406.83,7.18946666667,17.6076666667,13.0447333333,9.26499999999,5.19953333333,5.9703,8.87933333333,6.92043333333,8.83250666666,14.0876,7.41826666667
407.19,7.2162,17.6184666667,13.0724666667,9.27846666668,5.19613333333,5.93896666667,8.89066666667,6.92446666667,8.83765333333,14.1048,7.39653333333
407.55,7.2252,17.6340666667,13.0880666667,9.30533333334,5.20446666667,5.95116666667,8.93786666667,6.93013333333,8.86254666667,14.0956666667,7.4039
407.90,7.1978,17.6162,13.0730666667,9.27633333334,5.16666666667,5.89096666667,8.95786666667,6.85833333333,8.84066666666,14.052,7.37653333333
408.26,7.2402,17.6956,13.1256,9.31640000001,5.16873333333,5.91096666667,9.00773333333,6.89833333333,8.88576000001,14.1018,7.3969
408.62,7.3044,17.7481333333,13.1575333333,9.37153333334,5.22166666667,5.96966666667,9.10086666667,6.9578,8.93584000001,14.1719333333,7.4403
408.98,7.27513333333,17.7582666667,13.1302666667,9.32246666667,5.16546666667,5.91856666667,9.08113333333,6.9141,8.91368,14.1382,7.37256666667
409.34,7.27613333333,17.7784,13.1451333333,9.30859999999,5.14566666667,5.91806666667,9.08513333333,6.91306666667,8.92989333333,14.13,7.3589
409.70,7.31026666667,17.8100666667,13.1824,9.34153333333,5.1826,5.959,9.137,6.94626666667,8.95478666667,14.1574,7.38836666667
410.06,7.34706666667,17.8276,13.2004666667,9.3434,5.17746666667,5.9524,9.17399999999,6.93956666667,8.9672,14.1806666667,7.3776
410.42,7.3898,17.883,13.2450666667,9.34380000001,5.1854,5.9648,9.21480000001,6.97776666667,8.98448000001,14.1566,7.38433333333
410.77,7.4048,17.8994666667,13.2552,9.34473333334,5.18246666667,5.97366666667,9.24113333334,6.97786666667,9.01646666666,14.1670666667,7.3815
