wavelength,Back_IncOrtf,Belly_IncOrtf,Breast_IncOrtf,Crissum_IncOrtf,Crown_IncOrtf,DorTail_IncOrtf,Patch10_IncOrtf,Patch11_IncOrtf,Rump_IncOrtf,Throat_IncOrtf,WingTip_IncOrtf
301.89,4.07966666666,10.9176666667,6.56422222222,4.77811111111,4.44077777778,4.77088888889,1.22933333333,16.1958888889,4.47133333333,7.85022222222,10.5754444445
302.26,4.02755555555,11.123,6.61222222222,4.70744444445,4.32366666667,4.73588888889,1.14655555556,16.2283333334,4.47277777778,7.98855555556,10.5282222222
302.63,4.108,11.3815555556,6.72566666667,4.725,4.319,4.86488888889,1.17488888889,16.3631111111,4.51377777778,8.11622222222,10.5012222222
303.00,4.22666666666,11.6647777778,6.84188888889,4.91055555556,4.34277777778,5.00277777778,1.37022222222,16.5186666667,4.59588888889,8.33988888889,10.6164444445
303.37,4.36211111111,11.9455555556,6.97477777778,5.02077777778,4.40022222222,5.04688888889,1.45022222222,16.6856666667,4.62366666667,8.45111111111,10.7664444444
303.74,4.22577777778,11.9818888889,6.93288888889,4.98977777778,4.29222222222,5.056,1.30022222222,16.7105555556,4.49844444444,8.47277777778,10.7244444445
304.10,3.71111111111,11.6383333333,6.55888888889,4.61711111111,3.74922222222,4.59288888889,0.798333333332,16.3513333333,4.14488888889,8.12877777778,10.2434444444
304.47,3.38044444445,11.4562222222,6.39155555556,4.40111111111,3.431,4.33588888889,0.477666666666,16.0548888889,3.81711111111,7.93577777778,9.92877777779
304.84,3.07577777778,11.1816666667,6.17333333333,4.08711111111,3.13911111111,4.03111111111,0.0925555555557,15.8782222222,3.56055555555,7.61388888889,9.55133333336
305.21,2.67622222222,10.9348888889,5.77833333333,3.71822222222,2.708,3.623,-0.330333333333,15.534,3.14344444444,7.21655555556,9.2031111111
305.58,2.77088888889,11.1527777778,5.88833333333,3.73633333333,2.62866666667,3.63322222222,-0.329222222222,15.6434444445,3.08555555556,7.33777777778,9.15300000001
305.95,2.59811111111,11.1477777778,5.79933333334,3.671,2.51188888889,3.56522222222,-0.418333333333,15.7121111111,2.982,7.33444444444,9.1058888889
306.32,2.63544444444,11.2784444445,5.86422222222,3.80211111111,2.61111111111,3.59777777778,-0.223888888889,15.8113333333,3.05655555555,7.38288888889,9.22366666666
306.69,2.33588888889,11.1257777778,5.60755555555,3.65266666667,2.40777777778,3.25644444445,-0.455333333333,15.6423333334,2.73933333333,7.21844444444,9.00011111112
307.06,2.18822222222,10.9653333333,5.54455555555,3.52155555556,2.26966666667,3.10933333333,-0.61,15.5616666667,2.58077777778,7.18177777778,8.83155555556
307.43,2.16944444444,11.1184444444,5.62655555556,3.62611111111,2.25733333333,3.19277777778,-0.553333333333,15.6677777778,2.60255555556,7.28644444444,8.78266666667
307.80,2.26944444444,11.2986666666,5.80322222222,3.71666666667,2.26455555556,3.17788888889,-0.413555555556,15.7172222222,2.779,7.33444444444,8.7888888889
308.17,2.50533333333,11.6311111111,6.077,3.92844444444,2.57322222222,3.36133333333,-0.109666666667,16.0472222222,2.89244444444,7.59333333333,8.97677777778
308.54,2.39833333333,11.7076666667,6.11011111111,3.83277777778,2.52788888889,3.23611111111,-0.259444444444,16.0962222222,2.77144444444,7.53333333333,8.91577777779
308.90,2.56733333333,11.9485555556,6.25555555556,3.96088888889,2.54755555555,3.30155555556,-0.116444444444,16.2084444444,2.93888888889,7.80322222222,9.08900000001
309.27,2.79211111111,12.281,6.544,4.21033333333,2.84311111111,3.54166666666,0.0850000000001,16.449,3.11044444444,8.06622222222,9.32955555557
309.64,2.81555555556,12.5078888889,6.66788888889,4.33488888889,2.99744444445,3.59855555556,0.169666666667,16.5951111111,3.19611111111,8.19322222222,9.5551111111
310.01,2.95111111111,12.7371111111,6.80177777778,4.47477777778,3.17733333333,3.73055555556,0.301111111111,16.6587777778,3.27788888889,8.34311111111,9.6248888889
310.38,3.14233333333,13.0628888889,7.04822222222,4.64855555556,3.38911111111,3.99211111111,0.377111111111,16.8676666667,3.45622222222,8.58288888889,9.72366666668
310.75,3.29711111111,13.3378888889,7.38422222222,4.85311111111,3.54733333333,4.233,0.517555555557,17.0663333333,3.667,8.81522222222,9.9847777778
311.12,3.59811111111,13.8898888889,7.78922222222,5.17422222222,3.889,4.54822222222,0.738666666666,17.4565555555,4.01611111111,9.19777777778,10.3175555555
311.49,3.65844444444,14.0364444444,7.98811111111,5.23477777778,4.00966666667,4.61122222222,0.820777777777,17.589,4.09933333333,9.3758888889,10.4291111111
311.85,3.53855555556,14.0547777778,7.96922222222,5.15433333333,3.97377777778,4.56655555555,0.708777777779,17.6607777778,4.00288888889,9.40888888887,10.4574444444
312.22,3.60133333333,14.2785555555,8.05733333333,5.24355555556,4.07622222222,4.68677777778,0.789444444445,17.7346666667,4.117,9.56366666666,10.6382222222
312.59,3.86244444444,14.5498888889,8.322,5.50277777778,4.35777777778,4.93033333333,1.12822222222,18.0772222222,4.401,9.8777777778,10.8398888889
312.96,3.76866666667,14.677,8.31166666667,5.44644444445,4.38844444444,4.88833333333,1.07933333333,18.2295555555,4.31311111111,9.84455555557,10.7791111111
313.33,3.70433333333,14.9028888889,8.33533333333,5.38922222222,4.334,4.84066666667,1.09677777778,18.4091111111,4.29844444444,9.91344444443,10.7132222222
313.70,3.80266666667,15.036,8.48444444444,5.48322222222,4.40688888889,4.92977777778,1.14533333333,18.5355555556,4.36244444444,10.0348888889,10.6675555556
314.07,3.92044444444,15.2884444444,8.68555555555,5.62822222222,4.44266666667,4.92277777778,1.217,18.8555555556,4.43222222222,10.2014444444,10.7087777778
314.43,3.89622222222,15.2448888889,8.69311111111,5.62466666667,4.27844444444,4.75166666667,1.16677777778,18.9117777778,4.38222222222,10.1818888889,10.7093333333
314.80,3.84977777778,15.2657777778,8.563,5.383,4.07911111111,4.55755555555,0.972444444444,18.8775555556,4.19255555556,10.0762222222,10.4701111111
315.17,3.71411111111,15.0783333333,8.38522222222,5.16044444444,3.91688888889,4.26555555556,0.853999999999,18.6467777778,3.98766666667,9.87011111112,10.2866666667
315.54,3.52833333333,15.0144444445,8.12766666666,4.942,3.72633333333,3.91244444444,0.628777777777,18.5191111111,3.78444444445,9.6461111111,10.0981111111
315.91,3.59011111111,15.172,8.13811111111,4.99266666667,3.73911111111,3.87877777778,0.674222222221,18.5351111111,3.85044444444,9.81500000002,10.0443333333
316.28,3.44788888889,15.1158888889,8.16,4.83166666667,3.52433333333,3.69877777778,0.449222222223,18.4827777778,3.694,9.73733333332,9.77066666664
316.64,3.30322222222,15.1103333333,7.98111111111,4.61555555555,3.23822222222,3.39222222222,0.154222222221,18.2762222222,3.55111111111,9.62077777779,9.58722222222
317.01,3.48511111111,15.3727777778,8.20255555556,4.78255555556,3.28711111111,3.48288888889,0.327999999999,18.3488888889,3.67077777778,9.84955555556,9.70766666668
317.38,3.53777777778,15.4406666667,8.23133333333,4.86588888889,3.21488888889,3.55466666667,0.269555555556,18.4124444444,3.70777777778,9.96499999999,9.78288888888
317.75,3.54922222222,15.5438888889,8.21377777778,4.84533333334,3.17811111111,3.51233333333,0.319777777778,18.4851111111,3.70522222222,9.99811111112,9.74177777779
318.12,3.41155555556,15.5414444445,8.165,4.70455555555,3.09311111111,3.507,0.183666666668,18.4261111111,3.61722222222,9.93811111112,9.67111111112
318.49,3.28988888889,15.6156666667,8.09922222222,4.63233333333,3.08077777778,3.43,0.113,18.534,3.42511111111,9.89144444446,9.53022222222
318.85,3.12411111111,15.7701111111,8.09888888889,4.56944444444,2.98733333333,3.30833333333,0.0596666666667,18.6701111111,3.40277777778,9.94711111111,9.52922222224
319.22,3.05588888889,16.0501111111,8.18844444445,4.62044444444,2.95811111111,3.46766666667,0.0677777777779,18.8725555556,3.38466666666,9.95611111111,9.58188888889
319.59,3.59,16.5627777778,8.78555555556,5.14033333333,3.35922222222,3.94366666667,0.572000000001,19.4023333333,3.90611111111,10.4638888889,9.90944444444
319.96,3.68944444444,16.785,9.00066666667,5.21544444444,3.44766666667,4.03944444444,0.679888888889,19.636,3.86577777778,10.4487777778,9.8971111111
320.32,3.83311111111,17.0045555556,9.04322222222,5.31855555556,3.52311111111,4.07022222222,0.713777777779,19.6904444445,3.91633333333,10.5411111111,10.0166666667
320.69,3.81422222222,17.253,9.18611111111,5.47588888889,3.61933333333,4.27533333333,0.817999999999,19.8492222222,3.95355555556,10.7108888889,10.0472222222
321.06,3.91933333333,17.6592222222,9.48866666667,5.757,3.86855555555,4.54777777778,1.05955555556,20.0698888889,4.18533333333,10.9613333333,10.2315555555
321.43,4.03822222222,17.8661111111,9.75655555553,5.91244444444,4.10388888889,4.57544444444,1.304,20.2145555556,4.36866666667,11.2045555556,10.2611111111
321.80,4.13188888889,18.0877777778,9.90877777776,6.03422222222,4.32188888889,4.61922222222,1.40722222222,20.41,4.56433333333,11.4335555556,10.3687777778
322.16,4.14988888889,18.2306666667,9.9851111111,6.006,4.26622222222,4.45422222222,1.36111111111,20.3735555555,4.55588888889,11.4773333333,10.344
322.53,4.33966666667,18.5802222222,10.2038888889,6.08844444444,4.43233333333,4.60311111111,1.54155555556,20.4611111111,4.80544444445,11.7184444445,10.4793333333
322.90,4.52477777778,18.7782222222,10.4625555556,6.28455555556,4.65055555556,4.81455555556,1.81233333333,20.5571111111,4.983,11.9897777778,10.5957777778
323.27,4.64566666667,18.9573333333,10.7231111111,6.403,4.80733333333,4.89055555556,2.03655555556,20.7027777778,5.08455555556,12.2888888889,10.6471111111
323.63,4.521,18.9733333333,10.6622222222,6.33944444444,4.722,4.79644444444,1.87033333334,20.6204444444,4.82566666667,12.237,10.5966666667
324.00,4.48577777778,19.0782222222,10.7188888889,6.40944444445,4.68211111111,4.75255555556,1.789,20.6821111111,4.84066666667,12.3184444445,10.6417777778
324.37,4.346,19.016,10.6127777778,6.286,4.53444444445,4.61977777778,1.75155555555,20.7143333333,4.74177777778,12.2767777778,10.5058888889
324.74,4.42977777778,19.101,10.7218888889,6.26511111111,4.54422222222,4.60233333333,1.779,20.8407777778,4.75866666667,12.3202222222,10.5972222222
325.10,4.26988888889,18.976,10.6143333333,6.13533333333,4.38555555556,4.52566666666,1.58755555556,20.8536666667,4.625,12.1775555555,10.4501111111
325.47,4.32844444445,19.1785555556,10.7455555555,6.23144444444,4.425,4.71155555555,1.66022222222,20.8585555556,4.69588888889,12.2156666667,10.5477777778
325.84,4.28133333333,19.2721111111,10.8414444444,6.22033333333,4.37266666666,4.83077777778,1.62455555556,20.8383333334,4.64822222222,12.231,10.5366666667
326.21,4.28855555555,19.3931111111,10.8503333333,6.268,4.45555555556,4.94644444444,1.64377777778,20.9718888889,4.65888888889,12.3806666667,10.5778888889
326.57,4.16011111111,19.3077777778,10.772,6.17755555555,4.36611111111,4.88044444444,1.52766666667,20.8885555555,4.547,12.3206666667,10.4405555555
326.94,4.15877777778,19.4802222222,10.7872222222,6.21922222222,4.39888888889,4.88233333333,1.52911111111,20.9103333333,4.56055555555,12.3087777778,10.4428888889
327.31,4.03466666666,19.5005555556,10.6308888889,6.22655555555,4.24633333333,4.68844444444,1.30955555555,20.7948888889,4.48444444445,12.2126666667,10.3468888889
327.67,3.85555555556,19.4955555556,10.495,6.05788888889,4.089,4.52722222222,1.17288888889,20.787,4.37788888889,12.0621111111,10.1678888889
328.04,3.71055555555,19.4502222222,10.3188888889,5.89866666667,3.94788888889,4.33144444444,1.06988888889,20.6185555555,4.24877777778,11.9764444445,10.0296666666
328.41,3.72133333333,19.5298888889,10.3636666667,5.90388888889,3.92822222222,4.28344444445,0.964444444446,20.7072222222,4.25622222222,12.0054444444,9.99633333333
328.78,3.63766666667,19.5371111111,10.3052222222,5.907,3.94277777778,4.19411111111,0.859444444444,20.7073333333,4.25755555556,12.0181111111,9.88933333333
329.14,3.59111111111,19.5764444444,10.1923333333,5.76511111111,3.78833333333,3.94144444444,0.705222222223,20.59,4.10055555555,11.9695555556,9.7531111111
329.51,3.55144444444,19.5064444444,10.0223333333,5.62488888889,3.74122222222,3.78788888889,0.558555555557,20.5257777778,3.98155555556,11.9021111111,9.625
329.88,3.58922222222,19.5893333333,10.0086666667,5.61322222222,3.801,3.61177777778,0.536777777777,20.5726666667,3.95933333333,11.9398888889,9.52122222221
330.24,3.78033333333,19.8227777778,10.2844444444,5.73533333334,3.96188888889,3.77388888889,0.754333333335,20.7651111111,4.18922222222,12.0803333333,9.62100000001
330.61,3.85677777778,20.0762222222,10.3985555555,5.862,3.93777777778,3.80722222222,0.787222222221,20.7991111111,4.23388888889,12.2401111111,9.657
330.98,3.95977777778,20.1623333333,10.5306666667,5.995,4.02733333333,3.93688888889,0.839555555554,20.942,4.27255555556,12.387,9.73633333332
331.34,4.00966666666,20.3372222222,10.6562222222,6.03388888889,4.21666666667,4.07533333333,1.01411111111,21.0645555556,4.29433333333,12.5042222222,9.81822222223
331.71,4.20233333333,20.5218888889,10.8176666667,6.15166666667,4.39455555556,4.20022222222,1.17411111111,21.1371111111,4.37422222222,12.6678888889,9.90666666667
332.08,4.20133333333,20.6056666666,10.8774444444,6.09933333333,4.39888888889,4.233,1.11377777778,21.1425555555,4.36511111111,12.7078888889,9.83388888888
332.44,4.18533333333,20.8501111111,10.9553333334,6.086,4.44566666667,4.30944444444,1.15133333334,21.1614444444,4.347,12.7867777778,9.95788888891
332.81,4.33755555556,21.168,11.1732222222,6.18455555556,4.508,4.43422222222,1.314,21.323,4.44033333333,12.9967777778,10.0933333333
333.18,4.31255555556,21.166,11.2656666667,6.23233333333,4.52422222222,4.46511111111,1.41266666667,21.3604444444,4.44211111111,13.172,10.0928888889
333.54,4.23633333333,21.2531111111,11.3595555556,6.20488888889,4.39633333333,4.36422222222,1.35122222222,21.4222222222,4.37566666667,13.2753333333,10.0101111111
333.91,4.05233333333,21.271,11.2618888889,6.06666666667,4.16222222222,4.257,1.238,21.4366666667,4.23855555555,13.2647777778,9.93277777776
334.28,4.08066666667,21.3583333333,11.2882222222,6.12288888889,4.18833333333,4.29266666667,1.26588888889,21.4514444444,4.24477777778,13.3432222222,9.90744444446
334.64,4.11566666667,21.5243333333,11.4241111111,6.18588888889,4.33688888889,4.39255555556,1.42277777778,21.6933333333,4.407,13.4747777778,10.012
335.01,4.13333333333,21.6302222222,11.4044444444,6.13333333333,4.32355555556,4.336,1.43822222222,21.792,4.43555555556,13.504,9.95022222222
335.38,4.18477777778,21.7064444445,11.4495555555,6.10188888889,4.25155555555,4.35677777778,1.42066666667,21.9014444445,4.476,13.6194444444,9.90266666664
335.74,4.14388888889,21.779,11.4657777778,6.08833333333,4.17133333333,4.38588888889,1.43244444444,21.8727777778,4.57277777778,13.7426666667,9.86355555554
336.11,4.33044444445,22.0275555555,11.6201111111,6.27211111111,4.32711111111,4.57111111111,1.64955555556,22.1334444444,4.75888888889,13.9694444444,10.0643333333
336.47,4.38988888889,22.0536666667,11.7147777778,6.42966666667,4.41,4.63933333333,1.77333333333,22.1531111111,4.81644444445,14.0798888889,10.1367777778
336.84,4.27377777778,21.9563333333,11.6007777778,6.33944444444,4.32711111111,4.521,1.70633333333,22.0284444444,4.68633333333,13.9891111111,9.97633333333
337.21,4.32444444444,22.1326666667,11.6827777778,6.41222222222,4.44711111111,4.56644444445,1.70833333333,22.1013333334,4.78666666667,13.994,9.98922222221
337.57,4.34733333333,22.2056666667,11.7437777778,6.459,4.50044444445,4.63722222222,1.73611111111,22.1992222222,4.85133333333,13.9608888889,9.98266666667
337.94,4.48044444445,22.3661111111,11.9383333333,6.62733333334,4.67822222222,4.79266666667,1.859,22.2238888889,4.98233333333,14.0938888889,10.0923333333
338.31,4.40844444444,22.4577777778,11.9516666667,6.60777777778,4.64566666667,4.66011111111,1.83955555555,22.2041111111,4.93011111111,14.0348888889,10.0775555556
338.67,4.34,22.4011111111,11.8906666667,6.55477777778,4.53344444444,4.58244444444,1.73966666666,22.0773333333,4.80377777778,13.99,9.99955555554
339.04,4.18911111111,22.3618888889,11.8686666667,6.44055555555,4.38277777778,4.48177777778,1.60122222222,22.0467777778,4.70288888889,13.9511111111,9.93088888888
339.40,4.16788888889,22.4717777778,11.9492222222,6.45677777778,4.35422222222,4.479,1.54822222222,22.0795555556,4.66066666667,13.9627777778,9.93099999998
339.77,3.99677777778,22.4617777778,11.9254444444,6.37455555556,4.28811111111,4.34977777778,1.36633333333,22.0651111111,4.49833333334,13.8208888889,9.86299999999
340.14,3.89833333333,22.4698888889,11.9861111111,6.35877777778,4.30344444444,4.29222222222,1.34288888889,22.0373333333,4.45466666667,13.8161111111,9.78266666667
340.50,3.86766666667,22.5494444444,11.9957777778,6.28055555555,4.28755555556,4.195,1.29177777778,22.0785555555,4.452,13.8402222222,9.64366666667
340.87,4.01977777778,22.7352222222,12.1796666667,6.45488888889,4.46633333333,4.35533333333,1.39622222222,22.2144444445,4.63877777778,14.0083333333,9.77788888889
341.23,4.01133333333,22.7614444444,12.1643333333,6.46322222222,4.46611111111,4.34055555555,1.37477777778,22.2802222222,4.659,13.9937777778,9.77088888888
341.60,4.00033333333,22.8664444444,12.1683333333,6.49144444445,4.46888888889,4.31511111111,1.39844444444,22.3105555555,4.68022222222,14.0898888889,9.79022222222
341.96,4.08488888889,23.016,12.2564444444,6.54877777778,4.49477777778,4.395,1.52433333333,22.4234444445,4.79111111111,14.1614444445,9.87544444444
342.33,4.10144444444,23.0456666667,12.2785555556,6.58966666666,4.476,4.46988888889,1.51466666667,22.5117777778,4.78388888889,14.3255555555,9.88611111111
342.70,4.30477777778,23.2333333333,12.4195555555,6.68411111111,4.60777777778,4.51644444444,1.62666666667,22.6926666667,4.87211111111,14.3745555556,9.99388888891
343.06,4.518,23.4868888889,12.6176666667,6.92133333333,4.85366666667,4.70988888889,1.83333333333,22.8262222222,5.02955555556,14.5402222222,10.1733333333
343.43,4.59755555556,23.5687777778,12.7012222222,6.98933333333,4.94933333334,4.76044444445,1.88844444444,22.9503333333,5.16422222222,14.6417777778,10.1942222222
343.79,4.82966666667,23.8086666667,12.8944444444,7.16588888889,5.13177777778,4.98844444445,2.11511111111,23.1407777778,5.36122222222,14.8692222222,10.3497777778
344.16,4.93122222222,23.9977777778,12.9775555556,7.27755555556,5.16211111111,5.11022222222,2.17411111111,23.2276666667,5.42366666667,14.9364444444,10.4105555556
344.52,4.96355555556,24.0643333333,13.0072222222,7.36233333333,5.19422222222,5.19422222222,2.19011111111,23.2931111111,5.508,15.0188888889,10.4963333333
344.89,4.80255555556,24.0218888889,12.9245555555,7.28088888889,5.03922222222,5.05844444445,2.06355555556,23.2465555556,5.36877777778,14.962,10.3738888889
345.25,4.74866666667,24.1177777778,12.9063333333,7.26333333333,4.96688888889,5.02922222222,2.08233333333,23.2113333333,5.30555555556,14.9603333333,10.2981111111
345.62,4.71244444444,24.2068888889,12.9368888889,7.26566666667,5.03022222222,5.05466666667,2.03577777778,23.1997777778,5.25122222222,15.0414444445,10.318
345.99,4.66133333334,24.2266666667,12.8981111111,7.20688888889,4.97288888889,4.94877777778,1.87677777778,23.1954444445,5.15144444445,14.9804444444,10.237
346.35,4.58388888889,24.3078888889,12.8824444444,7.15855555556,4.90077777778,4.82433333333,1.76866666666,23.1262222222,5.09566666666,14.892,10.2005555556
346.72,4.38166666667,24.2802222222,12.8064444445,7.103,4.79166666667,4.71877777778,1.59677777778,23.0488888889,4.99788888889,14.8413333334,10.1024444445
347.08,4.22311111111,24.1922222222,12.667,6.94333333333,4.58333333333,4.532,1.42977777778,22.9126666667,4.80811111111,14.7358888889,9.93188888891
347.45,4.15,24.2192222222,12.6184444444,6.93266666666,4.48988888889,4.46811111111,1.39466666667,22.8041111111,4.67877777778,14.7392222222,9.8957777778
347.81,4.12844444444,24.2482222222,12.6388888889,6.97444444445,4.43233333333,4.44577777778,1.43111111111,22.8077777778,4.66511111111,14.8271111111,9.88711111111
348.18,4.16277777778,24.316,12.653,7.03144444444,4.50744444444,4.46655555556,1.52833333334,22.8146666667,4.69388888889,14.8993333333,9.97388888888
348.54,4.17622222222,24.3614444444,12.701,7.06833333333,4.54188888889,4.42177777778,1.52988888889,22.84,4.59222222222,14.8661111111,9.89200000002
348.91,4.377,24.5848888889,12.9126666666,7.22855555556,4.69288888889,4.56888888889,1.66544444445,23.0351111111,4.70511111111,15.0413333333,10.0066666667
349.27,4.52577777778,24.7915555555,13.0808888889,7.29655555556,4.77633333333,4.64811111111,1.70155555555,23.1323333333,4.77622222222,15.138,10.1643333333
349.64,4.585,24.8277777778,13.0998888889,7.32877777778,4.69733333334,4.56322222222,1.70011111111,23.121,4.818,15.1238888889,10.1187777778
350.00,4.56088888889,24.9398888889,13.195,7.43277777778,4.75288888889,4.60433333333,1.74333333333,23.1695555555,4.82322222222,15.2153333333,10.1393333333
350.37,4.62555555555,25.048,13.2091111111,7.47677777778,4.85922222222,4.66577777778,1.79566666667,23.2697777778,4.87,15.2704444445,10.1803333333
350.73,4.75777777778,25.1694444445,13.2886666667,7.54088888889,4.91133333333,4.703,1.88777777778,23.3548888889,4.93244444444,15.3765555555,10.2024444444
351.10,4.85766666667,25.3405555555,13.4445555556,7.66144444444,5.04044444444,4.81111111111,1.98722222222,23.4762222222,5.10011111111,15.5405555556,10.2905555555
351.46,4.89811111111,25.4398888889,13.5146666667,7.67266666667,5.08722222222,4.82055555556,2.03155555556,23.5411111111,5.18211111111,15.5226666667,10.3353333334
351.83,4.95122222222,25.6481111111,13.5978888889,7.74677777778,5.24044444444,4.84666666667,2.021,23.6532222222,5.23244444445,15.5051111111,10.3406666667
352.19,4.86388888889,25.703,13.6211111111,7.70333333333,5.21144444444,4.84388888889,1.94177777778,23.725,5.26488888889,15.4782222222,10.2625555556
352.55,4.86755555556,25.7983333333,13.6647777778,7.73666666667,5.25166666667,4.93377777778,1.99877777778,23.8655555556,5.36677777778,15.5935555556,10.3676666667
352.92,4.83766666667,25.8458888889,13.5891111111,7.72733333333,5.26255555556,4.89044444445,1.97611111111,23.8852222222,5.37155555556,15.5136666667,10.3414444444
353.28,4.77588888889,25.8528888889,13.6127777778,7.78244444444,5.32144444444,4.88255555555,2.01944444444,23.9827777778,5.41288888889,15.636,10.3157777778
353.65,4.79044444444,26.0064444445,13.7117777778,7.80066666667,5.38711111111,4.96755555556,2.118,24.1331111111,5.44511111111,15.7281111111,10.3385555556
354.01,4.88122222222,26.1548888889,13.738,7.79922222222,5.43355555555,5.00755555556,2.16011111111,24.262,5.48944444445,15.8102222222,10.3728888889
354.38,4.88655555556,26.166,13.7933333333,7.80644444444,5.34988888889,5.028,2.137,24.2774444444,5.45244444444,15.8534444444,10.3438888889
354.74,4.76666666666,26.1882222222,13.8121111111,7.79744444444,5.28711111111,5.03066666667,2.12555555556,24.2768888889,5.39955555556,15.8645555556,10.309
355.11,4.76144444444,26.2176666667,13.8518888889,7.837,5.29933333333,5.04333333333,2.16511111111,24.3908888889,5.417,15.8887777778,10.3145555555
355.47,4.87555555555,26.4397777778,14.0054444444,8.01511111111,5.41722222222,5.19377777778,2.25111111111,24.5551111111,5.52922222222,16.0686666667,10.4045555556
355.83,4.895,26.5242222222,14.0728888889,7.98544444444,5.35866666667,5.18011111111,2.24211111111,24.6148888889,5.50677777778,16.2005555556,10.456
356.20,4.98377777778,26.639,14.1481111111,8.00188888889,5.33988888889,5.12577777778,2.23055555555,24.6604444444,5.46177777778,16.257,10.4445555556
356.56,5.08988888889,26.8704444444,14.331,8.06888888889,5.36911111111,5.198,2.31044444444,24.7704444444,5.54477777778,16.4182222222,10.5091111111
356.93,5.08588888889,26.9551111111,14.3662222222,8.02555555556,5.32911111111,5.19944444445,2.33911111111,24.7662222222,5.58022222222,16.5175555556,10.5352222222
357.29,5.19144444444,27.1562222222,14.4587777778,8.12166666667,5.359,5.31222222222,2.393,24.8725555556,5.65133333333,16.6288888889,10.6002222222
357.66,5.26,27.2666666667,14.5672222222,8.21388888889,5.40844444445,5.39388888889,2.42855555556,24.9667777778,5.73388888889,16.6911111111,10.7123333333
358.02,5.22166666667,27.2498888889,14.605,8.21922222222,5.391,5.397,2.443,24.9501111111,5.774,16.7136666666,10.6931111111
358.38,5.23377777778,27.393,14.7077777778,8.25444444444,5.467,5.43033333334,2.51166666667,24.9954444445,5.863,16.744,10.717
358.75,5.22177777778,27.4381111111,14.7623333333,8.22811111111,5.48933333333,5.42244444444,2.50922222222,25.0852222222,5.91511111111,16.826,10.7115555556
359.11,5.227,27.5108888889,14.7373333333,8.20177777778,5.47522222222,5.39666666666,2.51988888889,25.0991111111,5.891,16.852,10.7394444444
359.48,5.24133333333,27.5533333333,14.813,8.19,5.49577777778,5.36188888889,2.58122222222,25.1853333333,5.90622222222,16.9034444445,10.738
359.84,5.23211111111,27.6361111111,14.8508888889,8.20566666667,5.49522222222,5.38388888889,2.59888888889,25.2676666667,5.95533333333,16.8783333333,10.7411111111
360.20,5.22033333333,27.6888888889,14.9021111111,8.23,5.49388888889,5.41777777778,2.60477777778,25.3007777778,5.99411111111,16.9603333333,10.7984444445
360.57,5.15211111111,27.6487777778,14.8227777778,8.18366666667,5.44533333334,5.29911111111,2.522,25.2201111111,5.93,16.8342222222,10.6993333333
360.93,5.14977777778,27.6843333333,14.8822222222,8.19877777778,5.42777777778,5.28811111111,2.50566666667,25.266,5.908,16.814,10.6854444444
361.29,5.11877777778,27.6393333334,14.9067777778,8.12288888889,5.40455555556,5.232,2.47811111111,25.2472222222,5.88344444444,16.7641111111,10.6403333333
361.66,5.11088888889,27.6875555556,14.8803333334,8.104,5.38366666666,5.16866666667,2.45477777778,25.2491111111,5.82866666667,16.7536666667,10.5813333333
362.02,5.14877777778,27.8145555555,14.9255555556,8.15511111111,5.42766666667,5.17566666667,2.47722222222,25.3136666666,5.83677777778,16.8125555555,10.5867777778
362.39,5.178,27.8462222222,14.9195555556,8.20911111111,5.43944444444,5.17455555556,2.48577777778,25.3578888889,5.82788888889,16.8323333333,10.5761111111
362.75,5.34188888889,28.0357777778,15.0276666667,8.38133333333,5.57944444444,5.29444444445,2.60488888889,25.4784444444,5.89833333333,16.9432222222,10.689
363.11,5.40366666667,28.1633333333,15.1043333333,8.46011111111,5.655,5.36077777778,2.626,25.5501111111,5.96855555555,17.0244444444,10.7173333333
363.48,5.30255555556,28.1358888889,15.0034444444,8.40233333333,5.54477777778,5.30333333333,2.53288888889,25.4592222222,5.889,16.9576666667,10.647
363.84,5.24555555556,28.111,14.9455555556,8.39866666667,5.493,5.22966666667,2.46566666667,25.3836666667,5.81133333334,16.9507777778,10.586
364.20,5.23488888889,28.1885555556,14.939,8.39933333333,5.473,5.17266666667,2.44455555556,25.4138888889,5.77066666667,16.9372222222,10.5097777778
364.57,5.21077777778,28.2874444444,14.9581111111,8.38933333333,5.46255555556,5.18844444444,2.40555555556,25.464,5.75788888889,16.9366666667,10.4858888889
364.93,5.217,28.3671111111,14.998,8.42944444445,5.50566666667,5.24711111111,2.42911111111,25.5362222222,5.76177777778,16.9726666667,10.4755555556
365.29,5.30644444444,28.4851111111,15.029,8.49144444444,5.54155555556,5.32777777778,2.47555555556,25.5934444444,5.80477777778,17.0607777778,10.5385555556
365.66,5.25744444444,28.4608888889,15.0647777778,8.44033333333,5.51011111111,5.28088888889,2.467,25.5266666667,5.76866666667,17.0702222222,10.5124444444
366.02,5.19866666667,28.4805555556,15.0733333333,8.42422222222,5.49577777778,5.25922222222,2.42866666667,25.5066666667,5.75577777778,17.0586666666,10.4861111111
366.38,5.19633333333,28.5963333333,15.1507777778,8.41444444444,5.49633333333,5.272,2.42055555556,25.5478888889,5.76988888889,17.1444444444,10.4492222222
366.75,5.12811111111,28.6402222222,15.1161111111,8.34733333333,5.47,5.21611111111,2.40833333333,25.5007777778,5.765,17.1343333333,10.3974444444
