wavelength,Back_DacAlbf,Belly_DacAlbf,Breast_DacAlbf,Crissum_DacAlbf,Crown_DacAlbf,DorTail_DacAlbf,Patch10_DacAlbf,Rump_DacAlbf,Throat_DacAlbf,WingTip_DacAlbf
341.96,6.51144444444,20.6453333333,13.1325555556,14.4088888889,5.97355555556,4.11188888889,3.69388888889,8.12,13.4862222222,4.327
342.33,6.60155555556,20.6697777778,13.0948888889,14.4765555556,6.00983333334,4.08527777778,3.71133333333,8.23333333334,13.4825555556,4.46566666667
342.70,6.62055555555,20.6672222222,13.0053333333,14.4448888889,5.89438888889,3.869,3.638,8.1118888889,13.3934444445,4.49033333333
343.06,6.70233333333,20.8377777778,13.0907777778,14.5908888889,6.05444444444,3.84911111111,3.70644444444,8.14555555557,13.6051111111,4.46744444445
343.43,6.80933333333,21.0466666667,13.3643333333,14.7721111111,6.16855555555,3.95244444444,3.86722222222,8.27133333334,13.9147777778,4.62822222222
343.79,6.86844444444,21.1472222222,13.559,14.9063333334,6.22916666667,4.05466666667,3.933,8.34755555555,14.0736666667,4.74588888889
344.16,6.97155555555,21.1687777778,13.6726666667,14.9476666667,6.34766666666,4.03383333333,4.04655555556,8.37666666666,14.1273333333,4.85688888889
344.52,7.06666666667,21.3867777778,13.8466666667,15.1612222222,6.42761111111,4.06666666667,4.12322222222,8.45644444443,14.272,4.93566666667
344.89,7.23233333333,21.6001111111,14.0668888889,15.3475555556,6.66227777778,4.20816666667,4.286,8.60266666668,14.5293333333,5.10055555555
345.25,7.17288888889,21.5091111111,13.9235555555,15.1844444444,6.53866666667,4.10633333333,4.20266666667,8.41677777777,14.402,5.00377777778
345.62,7.13455555556,21.6528888889,13.9094444444,15.2243333333,6.54655555556,4.23411111111,4.20711111111,8.38577777779,14.3982222222,4.93577777778
345.99,7.21988888889,21.8023333333,13.9586666667,15.335,6.65333333333,4.36577777778,4.34822222222,8.50133333334,14.5213333333,5.07088888889
346.35,7.21588888889,22.0713333333,14.1263333333,15.4501111111,6.80294444444,4.46938888889,4.50122222222,8.62377777778,14.7227777778,5.14077777778
346.72,7.07,22.0724444445,14.0522222222,15.4254444444,6.74427777778,4.40805555556,4.42488888889,8.47900000001,14.7117777778,4.987
347.08,6.91444444445,22.0772222222,13.9101111111,15.3152222222,6.62261111111,4.2645,4.25133333334,8.3328888889,14.5788888889,4.78977777778
347.45,6.737,21.979,13.6661111111,15.1083333333,6.40966666667,4.05483333333,4.00844444444,8.06033333334,14.2955555556,4.55722222222
347.81,6.68288888889,22.0373333333,13.6736666666,15.154,6.4515,4.073,4.06177777778,8.04822222222,14.2646666667,4.53755555556
348.18,6.64611111111,22.243,13.7693333333,15.2296666667,6.50238888889,4.14694444444,4.12444444445,8.05944444444,14.297,4.54977777778
348.54,6.72655555556,22.298,13.8572222222,15.1826666667,6.54927777778,4.20527777778,4.20455555555,8.08611111112,14.4034444444,4.54566666667
348.91,6.652,22.2825555556,13.8718888889,15.1438888889,6.46438888889,4.20927777778,4.20255555556,8.04077777777,14.3398888889,4.45166666667
349.27,6.89233333333,22.6488888889,14.236,15.5162222222,6.78705555556,4.55072222222,4.51766666667,8.3698888889,14.7208888889,4.76422222222
349.64,7.19455555556,22.8404444445,14.4726666667,15.7802222222,7.00533333333,4.66811111111,4.79566666667,8.64533333332,15.0072222222,5.06011111111
350.00,7.22966666666,23.0665555556,14.5787777778,15.8406666667,7.07322222222,4.58805555556,4.86,8.62411111112,15.0561111111,5.02622222222
350.37,7.24266666666,23.0163333334,14.6057777778,15.8384444444,7.06961111111,4.56361111111,4.74966666666,8.53477777778,15.0368888889,4.98466666667
350.73,7.23511111111,23.0685555556,14.6706666667,15.7834444444,7.06494444445,4.52083333333,4.67055555556,8.57811111112,14.9484444445,4.92644444444
351.10,7.23755555556,23.1304444444,14.7142222222,15.7923333333,7.08772222222,4.54422222222,4.69966666667,8.60433333333,14.9592222222,5.03566666667
351.46,7.28622222222,23.2448888889,14.8234444444,15.8602222222,7.20016666667,4.64838888889,4.78544444444,8.69577777779,15.114,5.17788888889
351.83,7.30955555556,23.2725555556,14.8462222222,15.7432222222,7.15722222222,4.61161111111,4.744,8.66255555554,15.0623333333,5.19244444445
352.19,7.25611111111,23.2912222222,14.8262222222,15.7033333333,7.10466666667,4.55916666667,4.66766666667,8.61588888888,15.0522222222,5.177
352.55,7.258,23.3171111111,14.8947777778,15.7618888889,7.07688888889,4.54088888889,4.73633333333,8.67455555557,15.0193333333,5.24644444445
352.92,7.29044444444,23.2951111111,14.8554444444,15.7885555556,7.02227777778,4.47294444444,4.70577777778,8.65555555556,15.0094444444,5.20877777778
353.28,7.22355555556,23.2027777778,14.7263333333,15.6595555555,6.87638888889,4.29194444444,4.59944444444,8.51699999999,14.853,5.04766666667
353.65,7.17688888889,23.2627777778,14.7585555556,15.5976666667,6.85494444444,4.29361111111,4.50233333334,8.47966666668,14.8332222222,4.964
354.01,7.09622222222,23.2534444444,14.7766666666,15.6141111111,6.75438888889,4.29416666667,4.41566666667,8.48188888889,14.8672222222,4.92433333334
354.38,7.10011111111,23.4205555556,14.9227777778,15.7214444444,6.76511111111,4.275,4.52088888889,8.56044444446,14.9482222222,4.99855555556
354.74,7.06611111111,23.523,14.9472222222,15.8345555556,6.74505555555,4.25394444444,4.54955555556,8.54433333332,14.9984444444,5.09344444445
355.11,7.09988888889,23.6366666667,15.0592222222,15.9741111111,6.80544444445,4.35866666667,4.64388888889,8.6001111111,15.0964444444,5.19211111111
355.47,7.035,23.6508888889,15.0738888889,16.0963333333,6.75633333333,4.35055555556,4.62055555556,8.59277777779,15.0961111111,5.07622222222
355.83,6.92455555555,23.6818888889,14.9912222222,16.138,6.67427777778,4.26488888889,4.476,8.45922222223,15.1461111111,4.89844444444
356.20,7.02155555556,23.7767777778,15.0238888889,16.2517777778,6.691,4.2935,4.49588888889,8.46877777779,15.2172222222,4.918
356.56,7.07577777778,23.9401111111,15.0918888889,16.33,6.77627777778,4.28944444445,4.44455555556,8.43,15.2673333333,4.81288888889
356.93,7.01588888889,23.9358888889,15.0443333333,16.2546666667,6.76283333333,4.18811111111,4.32388888889,8.36711111112,15.2212222222,4.73066666667
357.29,7.00166666667,24.0216666666,15.1152222222,16.3468888889,6.8195,4.24622222222,4.34633333333,8.39877777777,15.3113333333,4.72811111111
357.66,7.059,24.1373333333,15.2168888889,16.452,6.89883333333,4.30877777778,4.38555555556,8.38255555556,15.3676666667,4.77555555555
358.02,7.23244444444,24.2207777778,15.3524444444,16.579,7.04305555555,4.50111111111,4.50133333333,8.55988888888,15.524,4.92811111111
358.38,7.28333333333,24.2506666667,15.3647777778,16.654,7.11172222222,4.56527777778,4.542,8.63144444444,15.559,4.91177777778
358.75,7.55622222222,24.4928888889,15.5856666667,16.9155555556,7.38394444444,4.78638888889,4.76988888889,8.89599999999,15.8258888889,5.04033333333
359.11,7.709,24.5721111111,15.7555555556,17.0496666667,7.46933333333,4.87338888889,4.88377777778,8.9921111111,15.9474444444,5.10644444444
359.48,7.97888888889,24.8521111111,16.0077777778,17.1887777778,7.62594444445,5.02633333333,5.06888888889,9.18211111112,16.163,5.34377777778
359.84,8.09888888889,24.9732222222,16.1466666667,17.2838888889,7.71944444444,5.07922222222,5.23677777778,9.31566666666,16.2454444444,5.466
360.20,8.20111111111,25.126,16.3186666667,17.4303333333,7.85144444445,5.15661111111,5.37333333333,9.47944444443,16.4195555556,5.60333333333
360.57,8.12966666666,25.1404444444,16.2944444444,17.4735555556,7.82338888889,5.17011111111,5.31766666666,9.49644444444,16.4761111111,5.64088888889
360.93,8.24455555556,25.378,16.4702222222,17.6206666667,7.92822222222,5.29638888889,5.46411111111,9.61922222222,16.639,5.76377777778
361.29,8.30733333333,25.398,16.5477777778,17.6438888889,7.88216666667,5.26916666667,5.455,9.615,16.6574444444,5.76455555556
361.66,8.31333333333,25.4435555555,16.5585555555,17.6592222222,7.84277777778,5.25266666667,5.42933333333,9.63688888888,16.6491111111,5.804
362.02,8.38422222222,25.5171111111,16.5813333334,17.7032222222,7.85077777778,5.18455555555,5.46022222222,9.63500000001,16.6812222222,5.78311111111
362.39,8.47522222222,25.64,16.7084444444,17.7408888889,7.87705555556,5.21255555556,5.50044444444,9.65877777779,16.7452222222,5.84566666667
362.75,8.391,25.6298888889,16.7227777778,17.6735555556,7.83377777778,5.10705555556,5.486,9.60233333332,16.7095555556,5.80688888889
363.11,8.35288888889,25.6844444444,16.6866666666,17.6501111111,7.76427777778,5.01966666667,5.39077777778,9.61100000001,16.7092222222,5.727
363.48,8.15888888889,25.5224444444,16.5533333333,17.5102222222,7.58455555556,4.865,5.18433333333,9.39900000001,16.5397777778,5.49688888889
363.84,8.11833333334,25.4824444444,16.5063333333,17.4806666667,7.55855555556,4.80744444444,5.11044444445,9.36577777779,16.5028888889,5.46322222222
364.20,8.16955555556,25.5013333333,16.5605555555,17.4325555556,7.6205,4.85055555556,5.147,9.39533333333,16.508,5.44833333333
364.57,8.17111111111,25.5063333333,16.5666666667,17.4368888889,7.58855555556,4.77105555556,5.169,9.41877777778,16.464,5.415
364.93,8.095,25.4221111111,16.5138888889,17.3916666666,7.53494444444,4.68611111111,5.101,9.33222222221,16.4091111111,5.30766666666
365.29,8.04944444445,25.4691111111,16.5356666667,17.426,7.60433333333,4.72522222222,5.15422222222,9.37788888888,16.4763333333,5.3
365.66,7.85688888889,25.3503333333,16.4,17.2708888889,7.4975,4.51883333333,5.035,9.19777777778,16.3836666666,5.065
366.02,7.68966666667,25.2685555556,16.3058888889,17.1773333333,7.41233333333,4.40394444444,4.92411111111,9.06866666666,16.2604444445,4.92033333333
366.38,7.68666666667,25.4027777778,16.303,17.2843333333,7.41755555556,4.39688888889,4.938,9.05933333332,16.3434444444,4.88855555556
366.75,7.72955555555,25.4646666667,16.37,17.3792222222,7.43394444445,4.465,4.91466666666,9.05999999999,16.3828888889,4.93744444444
367.11,7.772,25.546,16.4091111111,17.4541111111,7.51338888889,4.55355555556,5.05688888889,9.04555555554,16.4054444445,4.96577777778
367.47,7.91111111111,25.696,16.551,17.5882222222,7.69405555556,4.68383333333,5.23311111111,9.23366666668,16.497,5.08133333333
367.84,8.04911111111,25.962,16.7514444444,17.7825555556,7.80322222222,4.84355555556,5.32977777778,9.35677777779,16.6557777778,5.15266666667
368.20,7.97755555555,25.8991111111,16.7135555556,17.796,7.70972222222,4.70638888889,5.23933333333,9.25711111111,16.589,5.09144444445
368.56,7.96711111111,25.9753333333,16.7308888889,17.762,7.73322222222,4.70633333333,5.275,9.24933333333,16.596,5.09122222222
368.93,7.87266666667,26.0171111111,16.6762222222,17.7613333333,7.64616666667,4.60033333333,5.20677777778,9.1181111111,16.5162222222,5.00133333333
369.29,7.85688888889,26.0462222222,16.6073333333,17.7715555556,7.55961111111,4.49844444445,5.12366666667,8.97588888889,16.4434444444,4.96233333333
369.65,7.98555555556,26.2124444444,16.739,17.9257777778,7.63016666667,4.61627777778,5.25622222222,9.10577777777,16.5376666667,5.05633333333
370.01,8.18788888889,26.4465555556,16.9754444444,18.0982222222,7.77994444444,4.74583333333,5.41344444444,9.21411111112,16.7615555555,5.19833333333
370.38,8.24011111111,26.3235555555,16.9823333333,18.1084444444,7.87422222222,4.81694444444,5.49722222222,9.27955555556,16.7275555556,5.24877777778
370.74,8.34633333333,26.3954444444,17.0003333334,18.1793333333,7.94716666667,4.89388888889,5.61366666667,9.38533333332,16.7844444444,5.32122222222
371.10,8.42366666667,26.4817777778,17.1135555556,18.2916666667,8.0355,4.91683333333,5.61577777778,9.47633333332,16.9418888889,5.43388888889
371.46,8.41611111111,26.5687777778,17.118,18.3774444444,8.00811111111,4.87016666667,5.605,9.43866666668,16.9996666667,5.43155555555
371.83,8.41877777778,26.5361111111,17.0817777778,18.3975555556,7.98744444444,4.84111111111,5.62711111111,9.41788888888,16.9796666667,5.44755555556
372.19,8.40344444445,26.5781111111,17.0921111111,18.4071111111,7.95727777778,4.91961111111,5.62033333333,9.40388888889,17.0001111111,5.44133333333
372.55,8.476,26.5926666667,17.1833333333,18.5112222222,7.98455555556,4.98688888889,5.66944444444,9.44666666667,17.1305555555,5.49333333334
372.92,8.661,26.7744444444,17.3667777778,18.6524444444,8.1385,5.13777777778,5.83088888889,9.6471111111,17.3235555556,5.65133333334
373.28,8.70733333333,26.8113333333,17.4327777778,18.6393333333,8.19705555556,5.15872222222,5.917,9.73144444445,17.3631111111,5.71277777778
373.64,8.82222222221,26.8865555555,17.5483333333,18.755,8.24383333333,5.25327777778,6.00044444445,9.81455555555,17.4622222222,5.82433333333
374.00,8.69855555555,26.819,17.4492222222,18.7185555556,8.14233333333,5.24205555556,5.93777777778,9.7831111111,17.3288888889,5.78411111111
374.37,8.63622222222,26.8527777778,17.4135555556,18.6885555556,8.11138888889,5.21044444444,5.90911111111,9.75888888889,17.347,5.77222222222
374.73,8.48011111111,26.7733333333,17.3184444444,18.5622222222,7.97344444444,5.06977777778,5.80666666667,9.64,17.229,5.67577777778
375.09,8.35933333333,26.6901111111,17.2253333333,18.4273333333,7.86377777778,4.95455555556,5.71655555556,9.5601111111,17.0824444445,5.53177777778
375.45,8.332,26.7162222222,17.2685555556,18.3993333333,7.83733333333,4.88044444444,5.70588888889,9.56555555557,17.1395555555,5.48855555556
375.81,8.37466666667,26.7535555556,17.3526666667,18.4372222222,7.89455555555,4.89911111111,5.73544444444,9.59555555557,17.1601111111,5.51822222222
376.18,8.43577777778,26.8817777778,17.3883333333,18.5471111111,7.96422222222,4.93455555556,5.82166666667,9.67122222222,17.1983333333,5.59344444444
376.54,8.48311111111,26.972,17.4308888889,18.5921111111,8.01922222222,5.0265,5.88744444444,9.77155555554,17.2215555555,5.63644444444
376.90,8.47855555555,26.952,17.4396666667,18.6297777778,7.98655555556,5.04411111111,5.89888888889,9.78422222222,17.2514444444,5.67988888889
377.26,8.55777777778,27.0273333333,17.5551111111,18.7086666667,8.0425,5.14161111111,5.95922222222,9.84366666668,17.3211111111,5.72522222222
377.63,8.43933333333,26.9178888889,17.4543333334,18.5963333333,7.98811111111,5.04755555556,5.85355555556,9.814,17.2331111111,5.63133333333
377.99,8.44511111111,26.944,17.53,18.5912222222,7.99838888889,5.04916666667,5.882,9.8568888889,17.2466666667,5.65322222222
378.35,8.51766666667,26.9753333333,17.5573333334,18.6625555556,7.98788888889,5.07772222222,5.86522222222,9.86511111111,17.2763333334,5.67144444444
378.71,8.53022222222,26.9786666667,17.5512222222,18.6777777778,7.98055555556,5.09538888889,5.85577777778,9.83677777777,17.2937777778,5.62944444444
379.07,8.63133333333,27.0375555556,17.6504444444,18.7704444444,8.05977777778,5.20027777778,6.00055555556,9.91688888889,17.3838888889,5.73122222222
379.44,8.69177777778,26.9961111111,17.6147777778,18.7682222222,8.13461111111,5.30011111111,6.05944444444,9.96166666668,17.3558888889,5.81155555555
379.80,8.61322222222,26.9477777778,17.5514444444,18.7081111111,8.07033333333,5.24444444444,6.027,9.91666666668,17.3257777778,5.78155555556
380.16,8.62266666666,26.9567777778,17.5852222222,18.7397777778,8.04466666667,5.25533333333,6.05766666667,9.94700000001,17.3526666667,5.80011111111
380.52,8.653,26.9532222222,17.5953333333,18.752,8.04694444444,5.23805555556,6.04822222222,9.91766666667,17.3635555556,5.85966666667
380.88,8.623,26.9431111111,17.5763333333,18.7281111111,8.07383333333,5.227,6.06588888889,9.94455555555,17.3615555556,5.85188888889
381.24,8.54211111111,26.8852222222,17.478,18.7271111111,7.98783333333,5.12433333333,5.98377777778,9.88344444445,17.2721111111,5.77711111111
381.61,8.57566666667,26.927,17.4653333334,18.7818888889,7.94622222222,5.11727777778,6.02633333333,9.81577777779,17.2881111111,5.81444444445
381.97,8.623,26.9138888889,17.4026666667,18.8112222222,7.973,5.14372222222,6.03088888889,9.78711111111,17.2884444444,5.79733333333
382.33,8.60066666667,26.9724444444,17.4332222222,18.8251111111,7.99866666667,5.15188888889,6.09288888889,9.82622222222,17.2787777778,5.85077777778
382.69,8.76044444445,27.1212222222,17.585,18.9852222222,8.10666666667,5.31722222222,6.254,10.0114444445,17.4475555556,6.006
383.05,8.71322222222,27.1027777778,17.5455555555,19.0193333333,8.06361111111,5.30166666667,6.21588888889,9.97400000001,17.4338888889,5.98355555556
383.41,8.67955555556,27.0892222222,17.5632222222,19.0454444444,8.00966666667,5.28561111111,6.21855555556,9.95277777777,17.4482222222,5.96688888889
383.77,8.70311111111,27.1743333333,17.6118888889,19.0557777778,8.02983333333,5.35711111111,6.24277777778,9.98633333333,17.4837777778,5.97144444445
384.14,8.73155555555,27.1941111111,17.5744444444,19.1003333333,8.07361111111,5.39016666667,6.26988888889,9.99866666668,17.5146666667,5.97177777778
384.50,8.656,27.1525555556,17.5897777778,19.0772222222,7.98777777778,5.34327777778,6.20111111111,9.93588888889,17.4416666666,5.86288888889
384.86,8.62488888889,27.1561111111,17.5317777778,19.0172222222,7.93433333333,5.32122222222,6.142,9.88822222222,17.354,5.84266666667
385.22,8.66166666667,27.2277777778,17.5785555556,19.036,7.98727777778,5.40194444445,6.17877777778,9.96433333332,17.4535555556,5.89444444444
385.58,8.66655555555,27.2538888889,17.635,19.1126666667,7.99311111111,5.42755555556,6.16966666667,10.0504444445,17.4971111111,5.85744444445
385.94,8.55633333333,27.2407777778,17.6197777778,19.0932222222,7.89433333333,5.32455555555,6.06411111111,9.9668888889,17.4626666666,5.77744444444
386.30,8.48288888889,27.14,17.5834444444,19.0388888889,7.79661111111,5.22766666667,5.93777777778,9.88277777779,17.3964444444,5.64322222222
386.66,8.33933333333,27.0321111111,17.5008888889,18.8953333333,7.65405555556,5.03233333333,5.75611111111,9.7131111111,17.2394444444,5.50611111111
387.03,8.36444444445,27.0948888889,17.5256666667,18.887,7.66283333333,5.04761111111,5.75733333333,9.74988888888,17.2875555555,5.51844444444
387.39,8.44311111111,27.2098888889,17.587,18.9871111111,7.72366666667,5.13011111111,5.83288888889,9.8461111111,17.3441111111,5.59066666667
387.75,8.54266666667,27.3078888889,17.687,19.1541111111,7.78333333333,5.19194444444,5.949,9.95277777779,17.4576666667,5.70911111111
388.11,8.48466666667,27.2536666667,17.6385555555,19.0706666667,7.69633333333,5.15066666667,5.89488888889,9.90966666667,17.3993333333,5.65711111111
388.47,8.52511111111,27.304,17.6028888889,19.1227777778,7.717,5.17916666667,5.94211111111,9.90488888888,17.4785555556,5.70922222222
388.83,8.56811111111,27.2948888889,17.6708888889,19.1554444444,7.69383333333,5.17183333333,5.95166666667,9.87077777779,17.4978888889,5.68966666666
389.19,8.55044444444,27.3117777778,17.6658888889,19.1573333333,7.65783333333,5.1275,5.97033333333,9.81511111111,17.4398888889,5.64877777778
389.55,8.523,27.2818888889,17.5811111111,19.065,7.64694444445,5.07538888889,5.972,9.70544444444,17.3892222222,5.63133333333
389.91,8.68211111111,27.3878888889,17.6467777778,19.1773333333,7.75377777778,5.20244444444,6.10422222222,9.80899999999,17.5174444444,5.76355555556
390.27,8.73900000001,27.4618888889,17.7003333333,19.2135555556,7.787,5.27994444444,6.22222222222,9.87955555557,17.5853333333,5.85544444444
390.63,8.83877777779,27.5521111111,17.7906666666,19.3546666667,7.92588888889,5.42655555556,6.37788888889,10.0096666667,17.7,5.956
391.00,8.81655555557,27.5452222222,17.7268888889,19.2861111111,7.85722222222,5.35633333333,6.32177777778,9.93444444446,17.6098888889,5.88855555556
391.36,8.73722222222,27.4543333333,17.6665555556,19.155,7.77833333333,5.26811111111,6.23011111111,9.80700000001,17.5121111111,5.82455555556
391.72,8.67644444444,27.3666666667,17.5736666667,19.0677777778,7.74627777778,5.22077777778,6.17055555555,9.73233333335,17.4346666667,5.73933333333
392.08,8.7461111111,27.4242222222,17.666,19.1356666667,7.86083333333,5.31327777778,6.28311111111,9.80322222223,17.4844444444,5.84333333333
392.44,8.76788888888,27.4086666667,17.6727777778,19.0803333333,7.86533333333,5.3345,6.31266666667,9.84700000001,17.4317777778,5.86766666667
392.80,8.77066666668,27.3996666667,17.6261111111,19.1455555555,7.90277777778,5.37761111111,6.33744444444,9.90766666666,17.4507777778,5.913
393.16,8.83011111111,27.3826666667,17.6385555555,19.2016666667,7.93855555556,5.44711111111,6.379,9.96599999999,17.4746666667,5.95766666667
393.52,8.86822222222,27.4435555556,17.7005555556,19.2785555555,7.97877777778,5.53761111111,6.42377777778,10.052,17.528,6.05422222222
393.88,8.836,27.4043333333,17.6846666666,19.2351111111,7.98327777778,5.57605555556,6.443,10.0558888889,17.4935555556,6.08377777778
394.24,8.78344444445,27.3306666667,17.6045555556,19.1708888889,7.92422222222,5.52672222222,6.36444444444,9.9958888889,17.4435555556,6.03033333333
394.60,8.73422222222,27.2022222222,17.5082222222,19.0626666667,7.85338888889,5.48311111111,6.31788888889,9.93277777778,17.4163333333,6.00288888889
394.96,8.72577777778,27.1173333333,17.516,19.0752222222,7.84327777778,5.52266666667,6.35011111111,9.943,17.4192222222,6.06311111111
395.32,8.74377777778,27.1255555555,17.4794444444,19.1136666667,7.84155555556,5.56122222222,6.37577777778,9.98822222223,17.4417777778,6.07
395.68,8.68755555556,27.0186666667,17.4,19.0714444445,7.78183333333,5.52572222222,6.33455555555,9.90255555556,17.3574444445,6.05566666667
396.04,8.59677777778,26.9262222222,17.3128888889,18.9864444445,7.6655,5.43933333333,6.21977777778,9.81577777778,17.2675555556,5.98377777778
396.40,8.55877777778,26.8712222222,17.2423333333,18.9562222222,7.58761111111,5.39066666667,6.17255555556,9.74966666668,17.2317777778,5.95211111111
396.76,8.52511111111,26.8126666667,17.2255555556,18.8918888889,7.54811111111,5.38794444445,6.17133333334,9.72722222223,17.2196666666,5.92511111111
397.12,8.44666666667,26.7088888889,17.1624444445,18.8142222222,7.46077777778,5.32744444444,6.09744444444,9.65811111112,17.2166666667,5.876
397.48,8.44477777778,26.6075555556,17.1524444444,18.726,7.44033333333,5.32277777778,6.12955555556,9.62777777779,17.1838888889,5.87322222222
397.84,8.39766666667,26.5484444444,17.116,18.686,7.39438888889,5.26688888889,6.10677777778,9.59966666668,17.1643333333,5.82166666667
398.20,8.40811111111,26.5447777778,17.1186666667,18.7122222222,7.41033333334,5.31044444444,6.12711111111,9.57288888888,17.1631111111,5.85311111111
398.56,8.38744444445,26.5428888889,17.0748888889,18.6873333333,7.37011111111,5.32522222222,6.08744444444,9.52799999999,17.0793333333,5.83788888889
398.92,8.34933333333,26.5272222222,17.0043333333,18.6755555556,7.36994444445,5.34922222222,6.093,9.50022222222,17.0488888889,5.80455555555
399.28,8.30955555556,26.4961111111,16.9782222222,18.6482222222,7.35527777778,5.34805555556,6.129,9.46733333333,17.0413333333,5.79666666667
399.64,8.31622222222,26.4792222222,16.9668888889,18.5988888889,7.34394444444,5.34183333333,6.16622222222,9.50088888888,17.0368888889,5.806
400.00,8.33444444445,26.4392222222,16.9776666667,18.55,7.33594444444,5.32722222222,6.16344444445,9.47388888888,17.0344444444,5.79422222222
400.36,8.33244444444,26.4336666667,16.9844444444,18.5405555555,7.41188888889,5.37366666667,6.21455555556,9.49344444445,17.0476666667,5.84844444444
400.72,8.36266666667,26.4566666667,16.985,18.5483333333,7.43794444444,5.42011111111,6.25055555556,9.52933333334,17.0612222222,5.88177777778
401.08,8.404,26.4775555556,16.9645555556,18.5312222222,7.47161111111,5.45405555556,6.28133333333,9.54933333332,17.0133333333,5.93288888889
401.44,8.411,26.506,16.8932222222,18.5407777778,7.45344444445,5.44077777778,6.23844444444,9.52622222223,16.9783333333,5.90711111111
401.80,8.39066666667,26.4445555556,16.8341111111,18.5162222222,7.42483333333,5.43838888889,6.24,9.50722222221,16.9293333334,5.89877777778
402.16,8.415,26.4594444444,16.8318888889,18.5414444445,7.4605,5.47738888889,6.33555555556,9.56511111111,16.966,5.94211111111
402.52,8.41233333333,26.4812222222,16.8485555556,18.56,7.48538888889,5.47666666667,6.41455555555,9.59999999999,17.0064444444,5.94244444445
402.88,8.45311111111,26.5082222222,16.8512222222,18.5821111111,7.52711111111,5.524,6.483,9.66166666665,17.0631111111,5.99522222222
403.24,8.44844444444,26.4754444444,16.851,18.5421111111,7.52322222222,5.54416666667,6.45566666667,9.66433333332,17.0397777778,6.02766666667
403.60,8.47544444444,26.5145555556,16.9032222222,18.591,7.54311111111,5.62044444445,6.47988888889,9.69600000001,17.1137777778,6.1
403.95,8.49577777778,26.5101111111,16.8755555555,18.6352222222,7.55688888889,5.68833333333,6.52,9.73877777777,17.1608888889,6.17122222222
404.31,8.45711111111,26.4432222222,16.8154444445,18.5945555556,7.49011111111,5.69627777778,6.49933333333,9.71644444444,17.1582222222,6.13955555555
404.67,8.41733333333,26.3846666667,16.7821111111,18.5505555556,7.44838888889,5.66777777778,6.47344444444,9.64644444444,17.0978888889,6.13066666667
405.03,8.39466666667,26.381,16.7744444444,18.5407777778,7.40522222222,5.662,6.49988888889,9.62266666667,17.1098888889,6.14244444444
405.39,8.37511111111,26.3412222222,16.7941111111,18.5253333333,7.41527777778,5.68077777778,6.506,9.65355555555,17.1242222222,6.16977777778
405.75,8.31688888889,26.2355555555,16.7404444444,18.4572222222,7.34738888889,5.63044444445,6.43888888889,9.56544444444,17.0422222222,6.12622222222
406.11,8.25433333333,26.1561111111,16.6692222222,18.3755555556,7.26911111111,5.57433333333,6.34188888889,9.48133333332,16.9672222222,6.07322222222
406.47,8.25333333333,26.1457777778,16.6835555555,18.3891111111,7.25727777778,5.57466666667,6.32111111111,9.48533333332,16.9617777778,6.112
406.83,8.23955555555,26.1021111111,16.6695555555,18.3637777778,7.21488888889,5.5665,6.28688888889,9.47244444443,16.9305555556,6.11222222222
407.19,8.23455555555,26.0687777778,16.6538888889,18.3928888889,7.20394444444,5.56505555555,6.27733333333,9.47411111112,16.9292222222,6.12344444444
407.55,8.219,26.0446666667,16.6373333333,18.3514444445,7.19144444444,5.5505,6.25633333333,9.45977777777,16.897,6.11044444445
407.90,8.15622222222,25.9681111111,16.58,18.2681111111,7.12438888889,5.48883333333,6.20522222222,9.38777777778,16.804,6.04177777778
408.26,8.15711111111,25.9801111111,16.5964444445,18.256,7.16572222222,5.4865,6.23333333333,9.37855555557,16.776,6.02611111111
408.62,8.17544444445,26.0201111111,16.6012222222,18.2591111111,7.18677777778,5.47511111111,6.25,9.39111111111,16.7791111111,6.02455555555
408.98,8.13977777778,26.0046666667,16.5567777778,18.2633333333,7.19733333333,5.46822222222,6.22277777778,9.38188888889,16.7372222222,6.01088888889
409.34,8.08233333333,25.9917777778,16.535,18.2421111111,7.14416666667,5.44938888889,6.19133333333,9.3091111111,16.6923333333,5.97255555555
409.70,8.11077777778,26.0566666667,16.5591111111,18.2782222222,7.16777777778,5.48761111111,6.22711111111,9.37877777777,16.7577777778,5.99744444445
410.06,8.15888888889,26.1143333333,16.6082222222,18.3177777778,7.20872222222,5.55377777778,6.29522222222,9.44444444446,16.8431111111,6.04644444444
410.42,8.17588888889,26.1137777778,16.5995555556,18.3091111111,7.22455555556,5.60827777778,6.31644444445,9.44566666667,16.8371111111,6.07622222222
410.77,8.17777777778,26.1294444445,16.6004444444,18.2955555555,7.24611111111,5.63183333333,6.366,9.4468888889,16.8931111111,6.10622222222
411.13,8.17833333333,26.1241111111,16.615,18.2952222222,7.23416666667,5.64094444444,6.38955555555,9.43966666666,16.9021111111,6.10588888889
411.49,8.17433333333,26.1058888889,16.5677777778,18.2838888889,7.21638888889,5.62822222222,6.39533333333,9.43688888888,16.88,6.08811111111
411.85,8.182,26.1241111111,16.5741111111,18.2858888889,7.26094444444,5.65011111111,6.44333333333,9.43533333332,16.9328888889,6.12444444444
412.21,8.19422222222,26.0872222222,16.5627777778,18.3364444444,7.25288888889,5.63266666667,6.42255555556,9.42711111111,16.9545555555,6.16244444445
