wavelength,Back_LanLeum,Belly_LanLeum,Breast_LanLeum,Crissum_LanLeum,Crown_LanLeum,DorTail_LanLeum,Patch10_LanLeum,Rump_LanLeum,Throat_LanLeum,WingTip_LanLeum
363.48,4.51733333333,15.7364909091,7.91826666667,5.0629,9.21414285714,7.60272962963,39.81,3.04913333333,12.5184,6.27836666667
363.84,4.448,15.7101121212,7.83193333333,4.9385,9.16489999999,7.54198518519,39.7814666667,2.91633333333,12.5131,6.1781
364.20,4.53166666667,15.8058242424,7.92393333333,5.04473333333,9.25565714287,7.60824444445,39.8864,3.01166666667,12.6706666667,6.25813333333
364.57,4.5916,15.8592727273,7.98640000001,5.08223333333,9.31722380953,7.69361851852,39.9314666667,3.06446666667,12.7753666667,6.29803333333
364.93,4.58463333333,15.8529121212,8.02126666667,5.0513,9.34692857142,7.70480740741,39.8844666667,3.11966666667,12.8114,6.3384
365.29,4.7038,15.9663090909,8.14306666667,5.10843333333,9.44936666666,7.81345555556,40.0342,3.1888,12.8851,6.45036666667
365.66,4.70253333333,15.9738484848,8.12053333334,4.9954,9.41460476191,7.75988148148,40.1656666667,3.1054,12.8265666667,6.37176666667
366.02,4.67226666667,15.9385272727,8.04393333333,4.96243333333,9.34907619049,7.71592222222,40.1548,2.97986666666,12.7871666667,6.3004
366.38,4.77603333333,16.0522333333,8.1616,5.07406666667,9.44542857143,7.82716666667,40.2568666667,3.077,13.0021666667,6.36676666667
366.75,4.79633333333,16.1412666667,8.16420000001,5.10826666666,9.45497142857,7.85372962963,40.3614,3.01146666667,13.1554666667,6.37216666667
367.11,4.7297,16.1400818182,8.1326,5.0589,9.44161428571,7.80354444445,40.5286,2.9386,13.1767333333,6.3154
367.47,4.6514,16.1789666667,8.17520000001,5.03333333333,9.36129523809,7.86464444445,40.5974666667,2.8784,13.2698,6.27486666667
367.84,4.4034,15.9643090909,7.97933333333,4.8685,9.09706190475,7.61451851852,40.4676,2.64606666667,13.0680666667,6.01873333333
368.20,4.19383333333,15.7834060606,7.84153333334,4.6205,8.90862857143,7.38246666667,40.408,2.37606666667,12.9578666667,5.81703333333
368.56,4.1708,15.7552060606,7.8636,4.54263333333,8.87790476191,7.27887777778,40.466,2.30993333333,12.9806,5.7685
368.93,4.30503333333,15.9729787879,8.08713333334,4.73443333333,9.04207142858,7.46601481481,40.8019333333,2.458,13.2069333333,5.89343333333
369.29,4.29696666667,16.0175454545,8.125,4.8088,9.03664761905,7.45732962963,40.8746,2.44413333333,13.2811,5.91723333333
369.65,4.34553333333,16.0656636364,8.27320000001,4.9639,9.14319047619,7.54630370371,40.9187333333,2.55633333333,13.4959666667,6.04286666667
370.01,4.30713333333,16.0993818182,8.28013333333,5.00663333333,9.15120952381,7.52285185185,40.9469333333,2.58633333333,13.5301,6.02793333334
370.38,4.12466666667,15.9654030303,8.16193333333,4.81026666667,9.00516190476,7.30421851852,40.9112,2.42033333333,13.4678666667,5.8485
370.74,4.08266666667,15.8879181818,8.17746666667,4.79973333333,9.02251904761,7.31244074074,40.9802,2.41693333333,13.5107666667,5.76303333333
371.10,4.141,15.8860909091,8.23873333334,4.79876666667,9.08929523809,7.36647407407,40.8678,2.5078,13.6706666667,5.8155
371.46,3.9147,15.6283242424,7.98633333333,4.57143333333,8.94535714285,7.08645555555,40.7008,2.288,13.4428666667,5.64096666667
371.83,4.0536,15.7192242424,8.10273333334,4.69206666667,9.10120476189,7.18670740741,40.7982666667,2.45993333333,13.6384666667,5.7225
372.19,4.2263,15.8858818182,8.27433333333,4.89833333333,9.26014761905,7.36727037037,40.8831333333,2.70853333334,13.8895666667,5.8843
372.55,4.17026666667,15.8701969697,8.27506666666,4.9128,9.25527619047,7.39358148148,40.8634,2.7296,13.9927,5.844
372.92,4.11783333333,15.7321878788,8.15159999999,4.80983333333,9.14652380953,7.23769259259,40.7437333333,2.61433333333,13.8701666667,5.73256666667
373.28,4.06933333333,15.664530303,8.04559999999,4.70796666667,9.09962380952,7.16824074074,40.7016666667,2.5206,13.8231,5.63123333333
373.64,4.11363333334,15.6997606061,8.04020000001,4.68506666667,9.1339047619,7.16992962963,40.7338666667,2.54213333333,13.7589,5.59073333333
374.00,4.2503,15.7310818182,8.19546666666,4.7471,9.24895238095,7.24001851852,40.7350666667,2.6278,13.9042666667,5.664
374.37,4.40313333333,15.8146333333,8.31726666666,4.8465,9.36999047621,7.41653703704,40.8604,2.74993333333,14.0143666667,5.76746666667
374.73,4.5497,15.9503666667,8.43966666667,4.9641,9.46309999999,7.52628148148,40.9540666667,2.88486666667,14.1651333333,5.93903333333
375.09,4.585,16.0383151515,8.51733333334,5.02926666667,9.46785238096,7.55578888888,41.0064666667,2.91293333333,14.1720666667,5.95453333333
375.45,4.77903333333,16.2316454545,8.73793333334,5.22046666666,9.62078571429,7.69908888889,41.1898,3.05393333333,14.3721666667,6.08713333333
375.81,4.704,16.2173515152,8.76806666667,5.1756,9.5977095238,7.67323703704,41.3059333333,2.9614,14.3536333333,6.05373333333
376.18,4.72503333333,16.2008030303,8.81726666667,5.22583333333,9.62821428571,7.73787407407,41.3002,2.96846666667,14.4235666667,6.079
376.54,4.8234,16.2874454546,8.90586666667,5.24236666667,9.70401428571,7.82233703704,41.4436666666,3.03086666667,14.5121666667,6.19813333333
376.90,4.80123333333,16.2644545454,8.94266666666,5.17926666667,9.69295714287,7.80094814815,41.4908,3.0014,14.5406333333,6.20823333333
377.26,4.7516,16.145730303,8.96639999999,5.1705,9.66804285715,7.76848888889,41.4589333333,2.96086666667,14.5342333333,6.18466666667
377.63,4.8021,16.1641727273,9.05206666666,5.2323,9.69718571429,7.81171111111,41.5344,3.01873333333,14.7161,6.26063333333
377.99,4.70573333333,16.0922212121,8.99706666667,5.1706,9.62600952381,7.76481851852,41.5964666667,2.9448,14.7015,6.2346
378.35,4.75983333333,16.0597484848,9.0236,5.1654,9.61847142857,7.77888888889,41.5604666667,2.98886666667,14.7281666667,6.25456666667
378.71,4.6902,16.0176090909,8.98526666667,5.1274,9.58891904761,7.68075555555,41.5149333333,2.94906666667,14.6941666667,6.1633
379.07,4.63183333333,15.8694424242,8.89926666666,5.01433333333,9.50376666666,7.57824444445,41.4868,2.83666666667,14.6593,6.0934
379.44,4.62986666667,15.8363545454,8.90993333334,4.99936666667,9.50329523809,7.59181481481,41.4864666667,2.8914,14.7099666667,6.12673333333
379.80,4.79553333333,15.9435333334,9.06146666667,5.1751,9.63262857143,7.72173333333,41.5060666667,3.08033333333,14.9119666667,6.2712
380.16,4.78016666667,15.9216121212,9.08319999999,5.15766666667,9.6135904762,7.61281111111,41.5392666667,3.02786666667,14.9123333333,6.27263333334
380.52,4.89196666667,15.9673939394,9.22913333334,5.27746666667,9.71783809524,7.65395185185,41.5840666667,3.08913333333,15.0492666667,6.32896666667
380.88,4.89393333333,15.9670969697,9.29060000001,5.3285,9.75859523809,7.68742592593,41.5856666667,3.11386666667,15.1683,6.36716666667
381.24,4.98396666667,16.0316939394,9.38113333333,5.3707,9.78386666666,7.71397037037,41.6096,3.19993333333,15.2828333333,6.42976666667
381.61,4.8907,15.9324787879,9.31046666667,5.29576666667,9.73946190476,7.64005185185,41.5184,3.14526666667,15.1741,6.33856666667
381.97,4.94116666667,15.9798121212,9.40260000001,5.3808,9.78606666667,7.71266296296,41.574,3.21366666667,15.2676,6.38576666667
382.33,4.80543333333,15.9185818182,9.35726666667,5.3207,9.7003047619,7.58904444445,41.492,3.15546666667,15.2065333333,6.30766666667
382.69,4.76253333333,15.8428727273,9.31626666667,5.27916666667,9.64743809523,7.53371111111,41.4990666667,3.07226666666,15.2551666667,6.2837
383.05,4.71956666667,15.8499151515,9.31620000001,5.29913333333,9.67477619047,7.50877777778,41.6284,3.066,15.3534666667,6.23123333333
383.41,4.71113333333,15.8175606061,9.29700000001,5.3122,9.68102380953,7.51371111111,41.684,3.02733333333,15.3738,6.17843333333
383.77,4.6281,15.7133121212,9.20946666667,5.1773,9.59748095237,7.41585555555,41.681,2.8714,15.3304666667,6.10876666667
384.14,4.5996,15.7020484848,9.15500000001,5.07903333333,9.58330952381,7.38744074074,41.8205333333,2.8576,15.327,6.02433333333
384.50,4.54846666666,15.7051424242,9.12566666666,5.0452,9.55920476191,7.37835555555,41.8882666667,2.87233333333,15.3452666667,5.98036666667
384.86,4.57476666667,15.7459848485,9.20266666667,5.08333333333,9.58809999999,7.40320370371,42.004,2.92006666667,15.4062,5.96703333333
385.22,4.46876666667,15.6969909091,9.1328,4.9455,9.53150952381,7.32238148148,42.0864666667,2.8254,15.4000666667,5.85773333333
385.58,4.496,15.7032727273,9.16179999999,4.94196666667,9.51472857144,7.31702592593,42.146,2.8248,15.5220666667,5.86493333333
385.94,4.44283333333,15.6201121212,9.13186666667,4.85636666667,9.46338571429,7.23482222222,42.1139333333,2.75906666667,15.5272,5.78553333333
386.30,4.49036666667,15.6492090909,9.20006666666,4.85666666667,9.52078571429,7.25632222222,42.2814666667,2.7442,15.6379,5.81263333333
386.66,4.5698,15.6706333333,9.30866666667,4.9326,9.61393333333,7.32524074074,42.3393333333,2.875,15.7411,5.88153333333
387.03,4.55896666667,15.6150333333,9.3124,4.893,9.55385238095,7.29198148148,42.2817333333,2.837,15.6998333333,5.86126666667
387.39,4.4923,15.5574242424,9.33466666667,4.78713333333,9.50507142859,7.19489259259,42.3139333333,2.76593333333,15.7038666667,5.7941
387.75,4.5313,15.5868848485,9.45859999999,4.82936666667,9.56931428573,7.20358148148,42.3660666667,2.84506666667,15.7867666667,5.8237
388.11,4.58753333333,15.5775818182,9.54013333334,4.9281,9.64424285715,7.29099259259,42.3698,2.94246666667,15.8937,5.8852
388.47,4.56486666667,15.5013666667,9.55600000001,4.90816666667,9.61124285715,7.25928888889,42.2976666667,2.90706666667,15.907,5.8498
388.83,4.605,15.5020575758,9.55753333333,4.89616666667,9.62095714285,7.30140740741,42.3172666667,2.91093333333,16.0177333333,5.86583333333
389.19,4.65893333333,15.5363969697,9.64933333334,4.98153333333,9.63904285714,7.37084814815,42.3437333333,2.97326666667,16.1558,5.9466
389.55,4.69943333333,15.5557060606,9.73706666666,5.0128,9.67767619046,7.40666296296,42.4083333333,2.98706666667,16.2546666667,5.9855
389.91,4.73663333333,15.570930303,9.79086666666,5.0422,9.71025714286,7.42985185185,42.418,3.0242,16.3455333333,6.02346666667
390.27,4.67103333333,15.4792030303,9.74553333333,4.98343333333,9.65983333334,7.37956296296,42.3651333333,2.95226666667,16.3625333333,5.98693333333
390.63,4.6558,15.4628030303,9.7976,4.92036666667,9.65105238095,7.34444074074,42.4398666667,2.90573333333,16.4145333333,5.98303333333
391.00,4.66176666667,15.4437151515,9.83893333333,4.93256666667,9.66821428572,7.37311481481,42.508,2.9042,16.5045666667,5.98553333333
391.36,4.68396666667,15.4363030303,9.873,4.94883333333,9.67108571428,7.43197777778,42.526,2.93926666667,16.5837333333,6.01373333333
391.72,4.631,15.3643242424,9.80753333334,4.87653333333,9.59343333333,7.45587777778,42.5176666667,2.86713333333,16.5876333333,5.9571
392.08,4.56063333333,15.2878030303,9.80826666665,4.7748,9.52182857143,7.37058148148,42.5058666667,2.76786666667,16.5778,5.86093333334
392.44,4.48543333333,15.2244393939,9.7716,4.7002,9.50493809524,7.32024814815,42.6008,2.7084,16.6086666667,5.82086666667
392.80,4.4065,15.1147,9.74919999999,4.6248,9.43416190476,7.20786296296,42.5518666667,2.63826666667,16.5769333333,5.7496
393.16,4.45663333333,15.1265848485,9.81460000001,4.67003333333,9.53207619047,7.22891851852,42.6425333333,2.69526666667,16.6711666667,5.77696666667
393.52,4.37426666667,15.0482181818,9.77133333333,4.61963333333,9.48809523809,7.17226296296,42.67,2.64493333333,16.6203666667,5.7059
393.88,4.4134,15.0557515152,9.84886666665,4.64346666667,9.55036190475,7.19182962963,42.7954,2.69773333333,16.7235666667,5.73243333333
394.24,4.4615,15.0326090909,9.92333333334,4.68103333333,9.58919523809,7.21817407407,42.8248666667,2.7544,16.8377333333,5.7588
394.60,4.47533333333,14.9857636364,9.93219999999,4.70743333333,9.58187619046,7.23838518519,42.8070666666,2.7484,16.8789,5.731
394.96,4.46723333333,14.9493848485,9.95673333332,4.68453333333,9.58508571429,7.24362592593,42.8119333333,2.76333333333,16.9344333333,5.7223
395.32,4.5103,14.9251,10.0039333333,4.73236666667,9.65233333334,7.27179629629,42.7504,2.81513333333,17.0289,5.7682
395.68,4.51013333333,14.8757333333,10.0682666667,4.74313333333,9.70689523809,7.23554444445,42.7877333333,2.8444,17.1292333333,5.77953333333
396.04,4.52833333333,14.8649060606,10.0974666667,4.77753333333,9.72414761904,7.25292592593,42.8241333333,2.85306666667,17.1845,5.8391
396.40,4.5503,14.8180727273,10.1717333333,4.80186666667,9.70969047619,7.25906666667,42.7851333333,2.86006666667,17.2656,5.83903333333
396.76,4.56353333333,14.8093060606,10.2216,4.823,9.73973809525,7.29864814815,42.8149333333,2.9006,17.3552,5.85726666667
397.12,4.57603333333,14.7376515151,10.2526666667,4.8678,9.73925238095,7.31478518519,42.7890666667,2.89826666667,17.3904,5.8351
397.48,4.634,14.7126878788,10.3400666667,4.89796666667,9.79313809524,7.35937037037,42.8188666667,2.92,17.5771333333,5.8937
397.84,4.49003333333,14.5127848485,10.2488,4.7717,9.67822380951,7.23614444445,42.7457333333,2.791,17.5124,5.7891
398.20,4.50896666667,14.4997878788,10.3183333333,4.81256666667,9.71763809524,7.25747407407,42.7976666666,2.83033333333,17.6401,5.8108
398.56,4.45943333333,14.4182818182,10.3074,4.73763333333,9.67952857142,7.21764444445,42.8001333333,2.7878,17.6639333333,5.7758
398.92,4.46723333333,14.3781818182,10.369,4.75686666667,9.71234761905,7.22986296296,42.8460666666,2.79833333333,17.7302666667,5.79966666667
399.28,4.46766666667,14.3868969697,10.4405333333,4.75156666667,9.73652380952,7.23537777778,42.9955333334,2.83093333333,17.8115333333,5.8099
399.64,4.48343333333,14.3669545455,10.4721333333,4.76166666667,9.74056190477,7.20615185185,43.0336666667,2.83353333333,17.8659,5.80506666667
400.00,4.48166666667,14.3217060606,10.5239333333,4.768,9.7571952381,7.23212222222,43.0512666666,2.85273333333,17.9788333333,5.82586666666
400.36,4.5293,14.3370090909,10.5835333333,4.80553333333,9.82701904763,7.28060370371,43.1348,2.89693333333,18.0527666667,5.8692
400.72,4.59856666667,14.3551151515,10.7042666667,4.84943333333,9.90780000001,7.31298888889,43.2534,2.94393333333,18.1738666667,5.9277
401.08,4.52186666667,14.278730303,10.7148,4.7466,9.87065238095,7.24662962963,43.2694,2.8916,18.2180666667,5.88473333333
401.44,4.54313333333,14.3059515152,10.7962,4.80036666667,9.92382380953,7.27961111111,43.4239333333,2.9322,18.3314,5.9022
401.80,4.64023333333,14.3895363636,10.9441333333,4.91343333333,10.0295428571,7.39521481481,43.561,3.0214,18.4962666667,5.97236666667
402.16,4.602,14.3717090909,10.9502666667,4.88606666667,10.0051190476,7.37290370371,43.6058666667,2.9678,18.5114333333,5.9572
402.52,4.59073333333,14.3484454545,11.0188666667,4.93773333333,10.0495190476,7.41028518519,43.682,2.97706666667,18.6429333333,5.9708
402.88,4.61813333333,14.3559333333,11.0732666667,4.9638,10.0818,7.42278148148,43.7508666667,3.00353333333,18.7311666667,6.01916666667
403.24,4.60663333333,14.3031454546,11.1172666667,4.96976666667,10.0685904762,7.42937407407,43.7901333333,2.95993333333,18.8177333333,5.97963333333
403.60,4.5811,14.2573757576,11.1252666667,4.92446666667,10.0472809524,7.43852222222,43.8182,2.94333333333,18.9073666667,5.94263333333
403.95,4.5821,14.2428939394,11.1505333333,4.91853333333,10.0458,7.41172592593,43.8518666667,2.93646666666,18.9771,5.92486666666
404.31,4.53506666667,14.1749272727,11.1239333333,4.85463333333,9.99759047618,7.35029259259,43.834,2.8984,19.0131333333,5.89333333333
404.67,4.43956666667,14.0769575758,11.0534666667,4.78956666667,9.93260000001,7.29138148148,43.8122,2.81186666667,19.0002,5.81996666667
405.03,4.45676666667,14.0766272727,11.0833333333,4.8128,9.96191904763,7.3097037037,43.8724,2.84186666667,19.0651666667,5.83483333333
405.39,4.44073333333,14.0503030303,11.0873333333,4.7674,9.93152380951,7.28584444445,43.8811333333,2.812,19.1325,5.79636666667
405.75,4.4256,14.0403484848,11.0816,4.7357,9.91954761904,7.26564444445,43.9029333333,2.79713333333,19.2032333333,5.76746666667
406.11,4.48543333333,14.0936484848,11.2024666667,4.79526666667,9.98723333333,7.34295185185,44.0173333333,2.87486666666,19.3319666667,5.79893333333
406.47,4.5362,14.1542181818,11.2748666667,4.8115,10.0536714286,7.372,44.1212,2.914,19.4151333333,5.84853333333
406.83,4.55343333333,14.1763393939,11.3444666667,4.8191,10.0692047619,7.38004444445,44.1998666667,2.91953333333,19.5269,5.8479
407.19,4.61153333333,14.2349484849,11.414,4.85653333333,10.1299095238,7.40287037037,44.2751333333,2.95693333333,19.6274,5.9084
407.55,4.61646666667,14.2528030303,11.4866,4.87656666667,10.1466619048,7.42177407407,44.2952,2.97213333333,19.6736666667,5.9341
407.90,4.5986,14.2308636364,11.5189333333,4.84093333333,10.1475428571,7.42554814815,44.3166,2.9412,19.7376333333,5.90543333333
408.26,4.59933333333,14.215139394,11.5868,4.83793333333,10.1669380952,7.40305925926,44.3356666667,2.93746666667,19.8395,5.899
408.62,4.63946666667,14.2542787879,11.6888666667,4.8631,10.1947,7.43779259259,44.3913333333,2.9848,19.9603333333,5.926
408.98,4.59143333333,14.2085757576,11.7072,4.82603333333,10.1580761905,7.40890740741,44.3442,2.9282,19.9863666667,5.88776666667
409.34,4.5591,14.1496787879,11.7152666667,4.79696666667,10.1392190476,7.36546296296,44.3186666667,2.89386666667,19.973,5.86953333333
409.70,4.51756666667,14.0793969697,11.7177333333,4.75473333333,10.0957809524,7.30488148148,44.2654,2.84653333333,19.9758,5.8347
410.06,4.4952,14.0386454545,11.7577333333,4.7112,10.0784571429,7.26822592593,44.2584666667,2.81886666667,20.0057,5.83016666667
410.42,4.45513333334,13.9649333333,11.7594,4.6666,10.0076380952,7.22591481481,44.1880666667,2.78293333334,20.0298,5.77096666667
410.77,4.4554,13.9565939394,11.8262,4.6674,10.0344333333,7.22767037037,44.2200666667,2.79393333333,20.1217,5.77553333333
411.13,4.43596666667,13.9581939394,11.8820666667,4.6526,10.0333380952,7.19043703704,44.3069333333,2.79066666667,20.1881333333,5.75923333333
411.49,4.42603333333,13.9228121212,11.9149333333,4.6546,10.0301,7.15777407407,44.3547333333,2.76466666667,20.2488333333,5.74026666667
411.85,4.43933333333,13.9100151515,11.962,4.68703333333,10.0331095238,7.15973703704,44.4213333333,2.77733333333,20.3373,5.7544
412.21,4.45456666667,13.9132757576,11.9994,4.70143333333,10.0426238095,7.17994814815,44.4812666667,2.77046666667,20.4104333333,5.7544
412.57,4.43273333333,13.8589363636,12.0188,4.70696666667,10.0374571429,7.14657407407,44.4611333333,2.74726666667,20.4082333333,5.74743333333
412.92,4.4311,13.8273757576,12.0499333333,4.68866666667,10.0171142857,7.11608888889,44.4927333333,2.72566666667,20.4538666667,5.73436666667
413.28,4.481,13.8667121212,12.1748666667,4.7258,10.078347619,7.17141851852,44.5658,2.79013333333,20.6174,5.78503333333
413.64,4.54626666667,13.9428151515,12.2994,4.80453333333,10.1580190476,7.24395925926,44.6818,2.8584,20.7339333333,5.8673
414.00,4.52413333333,13.8887515152,12.2768,4.78193333333,10.1457714286,7.23126666667,44.7050666667,2.82293333333,20.7879,5.8093
414.36,4.51623333333,13.8866,12.3486666667,4.7739,10.172,7.20297777778,44.8216666667,2.82493333333,20.8677666667,5.78653333333
414.72,4.5251,13.8781121212,12.3682,4.77296666667,10.1695523809,7.18912962963,44.8129333333,2.83573333333,20.9066333333,5.77803333333
415.07,4.47396666667,13.7995363636,12.3644666667,4.7048,10.1292523809,7.14905185185,44.7644,2.77626666667,20.9423333333,5.7164
415.43,4.52806666667,13.8474272727,12.4643333333,4.7431,10.2155285714,7.21101111111,44.8386,2.85813333333,21.0741666667,5.79256666667
415.79,4.53753333333,13.8701575758,12.5376666667,4.7557,10.2525142857,7.21689629629,44.8712666667,2.88826666666,21.1757,5.8186
416.15,4.52396666667,13.843930303,12.6051333333,4.76473333333,10.2680714286,7.22086296296,44.9226666667,2.90786666667,21.2393,5.8385
416.51,4.54363333333,13.8586515151,12.6732,4.76293333333,10.3111190476,7.23759259259,45.0366666667,2.9374,21.3807333333,5.8651
416.86,4.53926666667,13.8564787879,12.7526,4.78433333333,10.3523571429,7.27411111111,45.1318666667,2.95066666667,21.4897,5.89036666667
417.22,4.46786666667,13.7524757576,12.7524666667,4.72523333333,10.3132476191,7.21825185186,45.1107333333,2.90293333333,21.4857666667,5.82713333333
417.58,4.46196666667,13.6945090909,12.7979333333,4.7021,10.3159904762,7.20475185185,45.1440666667,2.8998,21.5893666667,5.81126666667
417.94,4.45353333333,13.6478939394,12.8526666666,4.70793333333,10.3187476191,7.19911481481,45.1616,2.8892,21.6455333333,5.8285
418.29,4.4591,13.6037212121,12.9070666667,4.72083333333,10.3402523809,7.23305925926,45.1601333333,2.89286666667,21.7414666667,5.86823333333
418.65,4.42316666667,13.543069697,12.9557333333,4.68953333333,10.3385809524,7.23291111111,45.1994,2.87686666667,21.8031333333,5.86356666667
419.01,4.39776666667,13.4440878788,12.981,4.69076666667,10.3171,7.23259259259,45.1393333333,2.85933333333,21.7827666667,5.86046666667
419.37,4.342,13.3597333333,12.9886,4.65136666667,10.2724285714,7.20263703704,45.1572666667,2.80706666667,21.8163,5.8095
419.73,4.32136666667,13.308630303,13.0386666667,4.6363,10.2703428571,7.18876296296,45.1694666667,2.7968,21.8453666667,5.81016666667
420.08,4.3015,13.2553242424,13.0742,4.62766666667,10.2625952381,7.18475555555,45.1663333333,2.78326666667,21.8639,5.79556666667
420.44,4.26366666667,13.1741545455,13.0915333333,4.60263333333,10.2364476191,7.16571851852,45.1244666667,2.7452,21.8722666667,5.7621
420.80,4.25533333333,13.1170636364,13.133,4.57853333333,10.225852381,7.15775925926,45.1414666667,2.73253333333,21.9103333333,5.75376666667
421.16,4.24846666667,13.0773909091,13.1469333333,4.58623333333,10.2272190476,7.15344444445,45.1190666667,2.72666666667,21.9422,5.74946666667
421.51,4.20546666667,13.0112242424,13.156,4.55096666667,10.1961428571,7.12418888889,45.0764,2.6918,21.9459666667,5.72013333333
421.87,4.17826666667,12.9572,13.1808,4.52633333333,10.1800285714,7.10307777778,45.0472,2.68226666667,21.9611333333,5.69206666667
422.23,4.1394,12.8960545455,13.1869333333,4.4981,10.1539095238,7.07934074074,45.0476666667,2.65193333333,21.9398333333,5.65853333333
422.58,4.10166666667,12.8314090909,13.1936666667,4.47466666667,10.1333095238,7.06072592593,45.0135333333,2.6112,21.9292333333,5.627
422.94,4.11186666666,12.8266545454,13.2594666667,4.48186666667,10.1625,7.08004444445,45.0675333334,2.64393333333,22.0376,5.6479
423.30,4.11213333333,12.7939333333,13.3104666667,4.48293333333,10.169252381,7.0808,45.1004,2.64033333333,22.0879,5.6588
423.66,4.09583333333,12.7462727273,13.3387333333,4.46543333333,10.1619904762,7.07831851852,45.125,2.619,22.1427666667,5.64223333333
424.01,4.09773333333,12.7195,13.3675333333,4.4563,10.1721809524,7.07860370371,45.153,2.62086666667,22.2153,5.63893333333
424.37,4.09723333333,12.7149666667,13.4140666667,4.46643333333,10.178347619,7.07767037037,45.1834666667,2.63086666667,22.2709,5.64686666667
424.73,4.07593333333,12.6926575758,13.4337333333,4.464,10.1855142857,7.05742222222,45.1696666667,2.6322,22.3202666667,5.644
425.08,4.09746666667,12.7028606061,13.5242666667,4.47223333333,10.2052714286,7.07990740741,45.2698666667,2.6482,22.4147,5.67856666667
425.44,4.08406666667,12.6874939394,13.5881333333,4.47483333334,10.2177809524,7.08093333333,45.3429333334,2.64073333333,22.4808,5.67753333334
425.80,4.10243333334,12.6989333333,13.6475333333,4.48523333333,10.2508238095,7.10681481481,45.4320666667,2.65093333333,22.5955333333,5.70563333333
426.16,4.1162,12.7026272727,13.7209333333,4.49146666667,10.264247619,7.10724444445,45.4525333333,2.66546666667,22.7043666667,5.72326666667
426.51,4.1609,12.7218212121,13.8055333333,4.5259,10.3085428571,7.13598888889,45.5524666667,2.712,22.8415666667,5.76163333333
426.87,4.13996666667,12.696630303,13.8372,4.50196666667,10.3008904762,7.1212,45.5830666667,2.68626666666,22.8849,5.73776666667
427.23,4.15353333333,12.7079242424,13.9086666667,4.50683333333,10.3260190476,7.1309,45.6169333333,2.70833333333,22.9729333333,5.74876666667
427.58,4.14576666667,12.6972666667,13.9577333334,4.49906666667,10.3429809524,7.13058888889,45.669,2.71713333333,23.0313666667,5.74166666667
427.94,4.15813333333,12.7080787879,14.0514,4.50626666667,10.3713476191,7.16415185185,45.7365333333,2.73533333333,23.1178666667,5.76526666667
428.30,4.21906666667,12.7424848485,14.1797333333,4.53976666667,10.4379047619,7.22793703705,45.8386666667,2.77546666667,23.2442,5.8292
428.65,4.2957,12.8132393939,14.3031333333,4.5883,10.4956666667,7.30201851851,45.9648,2.8398,23.3689,5.89633333334
429.01,4.31176666667,12.8073212121,14.3547333333,4.6055,10.5171428571,7.31396666667,45.9436666667,2.85373333333,23.4226333333,5.9
429.37,4.38966666667,12.8898666667,14.4764666667,4.6781,10.5959809524,7.39200370371,46.0347333333,2.9316,23.5636,5.97893333333
429.72,4.40743333333,12.9050393939,14.5662666667,4.70196666667,10.6254952381,7.40052962962,46.0748,2.96346666667,23.6479,6.0027
430.08,4.43436666667,12.9261545454,14.6384,4.73303333333,10.6687428571,7.43362592592,46.1229333333,3.00186666667,23.7113,6.04423333333
430.44,4.42803333333,12.9474484848,14.7055333333,4.7307,10.6740619048,7.43283703703,46.1348666667,3.01073333333,23.7672,6.0376
430.79,4.45753333333,12.999669697,14.7972666667,4.76856666667,10.6984428571,7.45617407407,46.231,3.02953333333,23.8482,6.06546666667
431.15,4.4603,13.0165272727,14.8564666667,4.7755,10.7111333333,7.44578888889,46.2279333333,3.03606666666,23.8965666667,6.0774
431.50,4.48943333333,13.0504969697,14.9305333333,4.78663333333,10.7244761905,7.46178148149,46.2226666667,3.05246666667,23.9681666667,6.10193333333
431.86,4.48026666667,13.0476151515,14.9697333333,4.77856666667,10.7025857143,7.43165925925,46.1984,3.0216,24.0109,6.07663333333
432.22,4.4191,13.0113151515,14.9479333333,4.7265,10.6551666667,7.36528518518,46.1913333333,2.96533333333,24.0195,6.01216666667
432.57,4.40526666667,12.9891727273,14.9762666667,4.72563333333,10.6567047619,7.35782222222,46.1481333333,2.94273333333,24.0283,5.9954
432.93,4.38033333333,12.9881181818,14.9920666667,4.71303333333,10.6518380952,7.3475962963,46.1885333333,2.92093333334,24.0702333333,5.97176666667
433.29,4.34306666667,12.9458939394,14.9707333333,4.6596,10.6037047619,7.29134814814,46.1551333333,2.87113333333,24.0525666667,5.9232
433.64,4.3351,12.9400909091,14.9898,4.65343333333,10.5859190476,7.2806074074,46.1449333333,2.84633333333,24.0699,5.89983333333
434.00,4.35166666667,12.9665363636,15.0437333333,4.65603333333,10.6137619048,7.26912962963,46.1966666667,2.8394,24.1278333333,5.90383333333
434.35,4.359,12.9518121212,15.0712666667,4.64636666667,10.6122761905,7.25207037037,46.206,2.82146666666,24.1555666667,5.89933333333
434.71,4.36736666667,12.9342363636,15.0886,4.63893333333,10.6088571429,7.23652592593,46.1600666667,2.81466666667,24.1756333333,5.89736666666
435.07,4.3508,12.9162727273,15.0823333333,4.61316666667,10.5831761905,7.22477037037,46.1353333333,2.7914,24.1821333333,5.8642
435.42,4.37446666667,12.9551,15.1397333333,4.6317,10.6030047619,7.23684814815,46.1918,2.79853333333,24.2367333333,5.86403333333
