wavelength,Back_SerAlbm,Belly_SerAlbm,Breast_SerAlbm,Crissum_SerAlbm,Crown_SerAlbm,DorTail_SerAlbm,Patch10_SerAlbm,Rump_SerAlbm,Throat_SerAlbm,WingTip_SerAlbm
374.37,3.06873333333,3.15806666667,3.49053333333,4.6926,45.114,7.50213333333,7.74586666667,3.36491111111,7.1562,6.83013333333
374.73,3.01266666667,3.09586666667,3.40966666666,4.60733333333,45.1159,7.40506666667,7.6456,3.28777777778,7.00866666667,6.7583
375.09,2.98673333333,3.08366666667,3.41133333333,4.58346666667,45.2919,7.40686666666,7.60333333333,3.281,6.9946,6.74346666667
375.45,2.94346666667,3.0478,3.40833333333,4.558,45.3899,7.3474,7.58406666667,3.22328888889,6.94213333333,6.7227
375.81,2.87633333333,3.00913333333,3.36346666667,4.49306666667,45.4841666667,7.30926666667,7.51753333333,3.12013333334,6.88586666667,6.69943333333
376.18,2.9028,3.04033333333,3.3874,4.52026666667,45.6538666667,7.33593333333,7.5558,3.14488888889,6.9092,6.7514
376.54,2.94493333333,3.07946666667,3.43273333333,4.5638,45.7064666667,7.33006666667,7.62553333333,3.18764444444,6.96606666666,6.80213333333
376.90,3.0576,3.1514,3.49653333333,4.63286666667,45.8688333333,7.38326666667,7.6996,3.26015555555,7.0348,6.8845
377.26,2.94493333333,3.07106666667,3.40093333333,4.55613333333,45.9503,7.29013333333,7.6282,3.18708888889,6.95246666667,6.8093
377.63,2.98553333333,3.11533333333,3.4554,4.59973333333,46.0985666667,7.32066666667,7.68886666667,3.26757777778,7.00853333333,6.84283333333
377.99,3.011,3.14906666667,3.48146666667,4.61213333333,46.2761666667,7.31853333333,7.7026,3.28871111111,7.032,6.86826666667
378.35,3.07806666667,3.2194,3.57173333333,4.67193333333,46.4779666667,7.37873333333,7.8008,3.35837777778,7.10993333333,6.90723333334
378.71,3.07866666667,3.20226666667,3.56746666667,4.68973333333,46.7352,7.3996,7.80873333333,3.37197777778,7.126,6.9111
379.07,3.07793333334,3.1708,3.5382,4.66726666667,46.7773666667,7.35046666667,7.78766666667,3.32008888889,7.0824,6.90636666667
379.44,2.98686666667,3.09746666667,3.4268,4.60286666667,46.8979333333,7.26933333333,7.7176,3.23351111111,7.01093333333,6.81883333333
379.80,2.94306666667,3.05066666667,3.395,4.55813333333,46.9169666667,7.1914,7.69933333333,3.20928888889,6.99586666667,6.78133333333
380.16,2.89813333333,2.99926666667,3.3506,4.49546666667,46.9450333333,7.17513333333,7.67186666667,3.17273333333,6.95246666667,6.75293333333
380.52,2.8624,2.94453333333,3.30346666667,4.41866666667,46.9797333333,7.1344,7.61546666667,3.1104,6.87253333333,6.68346666667
380.88,2.85886666667,2.95353333333,3.33873333333,4.4282,47.0663666667,7.11933333333,7.61866666667,3.1156,6.8622,6.68693333333
381.24,2.84873333333,2.94173333333,3.3432,4.38693333333,47.2319666667,7.1132,7.59353333333,3.08204444445,6.8298,6.6501
381.61,2.86693333333,2.92913333333,3.34113333333,4.3754,47.2469666667,7.14973333333,7.5866,3.03895555556,6.80486666667,6.6428
381.97,2.82986666667,2.91233333333,3.30953333334,4.35313333333,47.3493,7.15886666667,7.586,3.02613333333,6.76833333333,6.6521
382.33,2.84166666667,2.91833333333,3.27386666667,4.36353333333,47.4316,7.1558,7.5674,3.0324,6.748,6.65046666667
382.69,2.87266666667,2.9618,3.33453333333,4.42933333333,47.4396666667,7.23146666667,7.62353333333,3.074,6.816,6.70066666667
383.05,2.84293333333,2.94946666667,3.31513333333,4.41026666667,47.5313333333,7.2462,7.63466666667,3.0836,6.79366666667,6.67683333333
383.41,2.9548,3.04786666667,3.41213333333,4.49653333333,47.5825,7.3134,7.73946666667,3.19271111111,6.85173333333,6.7969
383.77,2.94793333333,3.0718,3.4228,4.5174,47.6504666667,7.31213333333,7.7226,3.17904444445,6.8222,6.7711
384.14,2.93906666667,3.0934,3.44926666667,4.53613333333,47.6976,7.29393333333,7.713,3.15797777778,6.8168,6.7513
384.50,2.95346666667,3.1268,3.4788,4.5626,47.8918333333,7.32186666667,7.75553333333,3.18333333333,6.85213333333,6.7779
384.86,2.892,3.08773333333,3.4192,4.51393333333,47.9316,7.3034,7.70973333334,3.13264444444,6.77426666667,6.7116
385.22,2.96046666667,3.17673333333,3.481,4.61,47.9177333333,7.36986666667,7.80513333333,3.20711111111,6.84933333334,6.7887
385.58,2.9692,3.21086666666,3.50966666667,4.6532,48.1179333333,7.39866666667,7.84233333333,3.24151111111,6.88573333333,6.83876666667
385.94,2.9646,3.189,3.47046666667,4.63826666667,48.2092333333,7.3826,7.78626666667,3.20488888889,6.8498,6.78913333333
386.30,2.9444,3.17433333334,3.4852,4.62273333333,48.3108,7.38193333333,7.77053333333,3.19188888889,6.83786666667,6.7837
386.66,2.92793333333,3.19146666667,3.49506666666,4.6028,48.4303333334,7.36153333333,7.7544,3.19708888889,6.81993333333,6.77696666667
387.03,2.9428,3.22073333333,3.53666666667,4.63213333333,48.4730666667,7.38673333333,7.7696,3.2176,6.8414,6.79883333333
387.39,2.88446666667,3.1632,3.50133333333,4.579,48.5434666667,7.37866666667,7.71973333333,3.16842222222,6.78173333333,6.73996666667
387.75,2.94413333333,3.1966,3.55133333333,4.6148,48.8286333333,7.4766,7.8006,3.23273333333,6.84266666666,6.81773333333
388.11,2.97753333333,3.19726666667,3.56106666667,4.618,49.0231333333,7.482,7.8008,3.2662,6.83626666667,6.8493
388.47,2.9856,3.18793333333,3.55833333333,4.64133333333,49.0994,7.52086666667,7.79713333333,3.28646666667,6.8266,6.8558
388.83,2.97926666667,3.1662,3.54653333333,4.62973333333,49.2033,7.5022,7.792,3.276,6.8378,6.83313333333
389.19,2.9352,3.08786666667,3.48193333334,4.583,49.3917666667,7.46373333333,7.74813333333,3.22482222222,6.7894,6.78913333333
389.55,2.8398,2.9694,3.37786666667,4.47046666667,49.3882333333,7.37153333333,7.64426666667,3.11031111111,6.68746666666,6.6715
389.91,2.8148,2.92553333333,3.34133333333,4.42946666666,49.4122333333,7.332,7.63046666667,3.07866666667,6.67566666667,6.65546666667
390.27,2.78706666667,2.88333333333,3.28526666667,4.3828,49.4216,7.2872,7.59226666667,3.03237777778,6.63,6.60063333334
390.63,2.79313333333,2.86433333333,3.25953333333,4.36806666667,49.4639666667,7.2832,7.59733333333,3.03682222222,6.61926666667,6.59066666667
391.00,2.76753333333,2.83653333333,3.20353333333,4.3458,49.5572,7.2578,7.58186666667,3.01773333333,6.61733333333,6.55986666667
391.36,2.77986666667,2.8628,3.20106666667,4.34833333333,49.5981,7.24286666667,7.60473333333,3.0362,6.65733333333,6.58073333333
391.72,2.76686666667,2.84926666667,3.18033333333,4.3406,49.5858,7.209,7.58733333334,3.03097777778,6.6334,6.5841
392.08,2.69933333333,2.8112,3.12146666667,4.289,49.5089666667,7.1526,7.56313333333,2.97844444445,6.59826666667,6.5398
392.44,2.70013333334,2.83013333333,3.12406666667,4.2764,49.5390666667,7.1224,7.56973333333,2.97355555556,6.59486666667,6.53753333333
392.80,2.71906666667,2.88353333333,3.15466666667,4.32053333333,49.6315,7.16233333333,7.61586666667,3.00364444445,6.62166666667,6.57893333333
393.16,2.74593333333,2.9294,3.2054,4.35113333333,49.6473666667,7.2044,7.64646666667,3.05164444444,6.64793333333,6.6262
393.52,2.81386666667,3.0022,3.27073333333,4.42413333333,49.7711333333,7.248,7.72066666667,3.13448888889,6.7112,6.6788
393.88,2.8484,3.06493333334,3.3308,4.47833333334,49.8517666667,7.28226666667,7.77413333334,3.19451111112,6.74933333333,6.72913333333
394.24,2.87453333333,3.10913333333,3.36593333333,4.52073333333,49.9540666667,7.3214,7.81726666667,3.23317777778,6.77193333333,6.76846666667
394.60,2.90133333333,3.13233333333,3.38706666667,4.56653333334,50.0807666666,7.34693333333,7.8482,3.24726666667,6.8048,6.8042
394.96,2.9634,3.19886666667,3.4492,4.615,50.1725,7.40186666667,7.91259999999,3.28315555555,6.8398,6.86126666667
395.32,2.97233333333,3.2194,3.4642,4.63313333333,50.4012666667,7.41973333333,7.91506666667,3.28553333333,6.8506,6.87416666667
395.68,2.96293333333,3.21973333333,3.45606666667,4.618,50.4741,7.39,7.88573333333,3.2804,6.84333333333,6.8334
396.04,2.97113333333,3.23,3.465,4.623,50.6450666667,7.40666666667,7.89853333334,3.28831111111,6.83033333333,6.83393333333
396.40,2.93706666667,3.18913333333,3.42606666667,4.61126666667,50.7577,7.39346666667,7.84853333333,3.24855555555,6.79606666667,6.81753333333
396.76,2.8912,3.10973333333,3.36733333333,4.54946666667,50.7979666667,7.30973333333,7.76326666667,3.18973333333,6.74466666667,6.7637
397.12,2.85626666667,3.09566666666,3.3338,4.50626666667,50.9138666667,7.26073333333,7.72493333333,3.16848888889,6.7186,6.71943333333
397.48,2.83906666667,3.0936,3.32033333333,4.51546666667,51.0485666667,7.24766666667,7.7064,3.16026666667,6.71906666667,6.72926666667
397.84,2.8184,3.07926666667,3.31506666667,4.5006,51.2159666667,7.24273333333,7.69206666667,3.13822222222,6.69,6.70296666667
398.20,2.7744,3.04986666667,3.28693333334,4.46913333333,51.2836666666,7.21206666667,7.65486666666,3.11122222222,6.671,6.68346666667
398.56,2.7678,3.0594,3.3126,4.47166666667,51.3629333333,7.22493333333,7.66113333333,3.13151111111,6.6798,6.69896666667
398.92,2.70373333333,2.99393333333,3.26906666667,4.42406666667,51.5032666667,7.16213333333,7.591,3.11368888889,6.64046666667,6.6584
399.28,2.67146666667,2.9446,3.2402,4.389,51.5427666667,7.1462,7.5668,3.09508888889,6.60026666667,6.64346666667
399.64,2.62166666667,2.88446666667,3.20133333333,4.35146666667,51.5512,7.0994,7.53086666666,3.02822222222,6.5424,6.6048
400.00,2.66646666667,2.92113333333,3.24973333333,4.39453333333,51.6275,7.1416,7.56773333333,3.0698,6.58306666667,6.6327
400.36,2.6566,2.9206,3.2666,4.3668,51.7297,7.1484,7.58806666667,3.0664,6.5766,6.61666666667
400.72,2.67993333333,2.93266666667,3.29786666667,4.3934,51.8172666667,7.20433333333,7.63446666667,3.09971111111,6.6,6.6342
401.08,2.73186666667,2.9492,3.34853333333,4.44313333333,51.8691666667,7.23,7.65966666667,3.10828888889,6.61513333333,6.6503
401.44,2.70066666667,2.90006666667,3.3226,4.38633333333,51.8524333333,7.1984,7.62133333333,3.07471111111,6.5636,6.6363
401.80,2.6858,2.8628,3.2718,4.3414,51.8648333333,7.18173333333,7.57,3.05306666667,6.5478,6.61653333334
402.16,2.67206666667,2.84146666667,3.26166666667,4.3236,51.9632,7.17593333333,7.57346666667,3.0344,6.51433333333,6.58643333333
402.52,2.64713333333,2.81913333333,3.21566666667,4.2756,52.0400333333,7.16393333333,7.57773333333,2.99926666667,6.45466666667,6.55616666667
402.88,2.63726666667,2.81406666667,3.2058,4.24633333333,52.0176666667,7.15193333333,7.59173333333,2.97131111111,6.4122,6.54736666667
403.24,2.68533333333,2.86713333333,3.25993333333,4.29273333333,52.0532,7.1948,7.64193333333,3.01768888889,6.4528,6.5674
403.60,2.75546666667,2.92753333333,3.32033333333,4.35826666667,52.1635666667,7.28513333333,7.71706666666,3.09235555555,6.52833333333,6.6433
403.95,2.75993333333,2.92486666667,3.3272,4.35746666667,52.2388666667,7.2808,7.72133333333,3.08886666667,6.54706666667,6.64976666667
404.31,2.78213333333,2.936,3.33913333333,4.37013333333,52.2621,7.2852,7.73426666667,3.11053333333,6.5552,6.67263333333
404.67,2.80553333333,2.98433333333,3.36553333333,4.38913333333,52.3440333333,7.30266666667,7.746,3.13273333333,6.55853333333,6.71163333333
405.03,2.74193333333,2.92906666667,3.302,4.32273333333,52.4005,7.25126666667,7.70219999999,3.07368888889,6.5058,6.6779
405.39,2.77246666667,2.9756,3.34046666667,4.36526666667,52.4793,7.28366666667,7.73693333333,3.11268888889,6.51813333333,6.682
405.75,2.814,3.0314,3.39673333333,4.4204,52.5547,7.3142,7.79239999999,3.15482222222,6.54886666667,6.71763333333
406.11,2.85626666667,3.06246666667,3.4218,4.46146666667,52.6068333334,7.33093333333,7.81453333333,3.17568888889,6.57913333333,6.77046666667
406.47,2.88826666667,3.1,3.4616,4.49593333333,52.7301666667,7.35506666667,7.82793333334,3.20471111111,6.626,6.80936666667
406.83,2.8868,3.09106666667,3.45133333333,4.49153333333,52.8239666667,7.3688,7.79473333333,3.19413333333,6.61453333333,6.77983333334
407.19,2.82906666667,3.03073333333,3.39613333333,4.4348,52.8924,7.311,7.73686666667,3.13737777778,6.5452,6.72733333333
407.55,2.78293333334,2.99653333333,3.35733333333,4.3936,52.9646666667,7.26686666667,7.69046666667,3.09377777778,6.4816,6.67533333333
407.90,2.7362,2.9358,3.30153333333,4.35733333333,53.0268666667,7.23766666666,7.63106666666,3.04162222222,6.4262,6.65246666667
408.26,2.72373333333,2.9274,3.30406666667,4.3726,53.1009333333,7.24586666667,7.6372,3.03886666667,6.41886666667,6.64456666667
408.62,2.7056,2.90306666666,3.30286666667,4.3506,53.1819333333,7.2326,7.65393333333,3.02655555555,6.4068,6.6191
408.98,2.74346666667,2.93273333333,3.32913333333,4.39493333333,53.2758,7.28006666667,7.68213333334,3.05711111111,6.41433333333,6.64773333333
409.34,2.73066666667,2.91366666667,3.31506666667,4.3792,53.3995666667,7.27953333333,7.67393333333,3.0322,6.41826666667,6.64976666667
409.70,2.7132,2.88586666667,3.2966,4.35686666667,53.5191333333,7.2612,7.66339999999,3.00128888889,6.39093333333,6.64116666667
410.06,2.68946666666,2.87073333333,3.28273333333,4.32426666667,53.6642666667,7.2478,7.65153333333,2.99188888889,6.37586666667,6.6216
410.42,2.6944,2.86653333333,3.27866666667,4.31793333333,53.7547333333,7.23073333333,7.6454,2.99426666667,6.35293333333,6.622
410.77,2.6832,2.86686666667,3.274,4.31473333333,53.8472333333,7.20606666667,7.63806666667,2.99151111111,6.3484,6.63043333333
411.13,2.70606666666,2.88706666667,3.28426666667,4.33786666667,53.9642333333,7.23873333333,7.65433333334,3.00711111111,6.36613333333,6.66113333333
411.49,2.74666666667,2.93386666667,3.31326666667,4.38006666667,54.0717,7.27313333334,7.70520000001,3.04911111111,6.40826666667,6.71846666667
411.85,2.7658,2.9648,3.3272,4.406,54.1545,7.28906666667,7.75133333333,3.07962222222,6.42113333333,6.73386666667
412.21,2.7886,2.974,3.3194,4.40486666667,54.2412333333,7.29993333333,7.74799999999,3.08968888889,6.40733333333,6.75653333333
412.57,2.82893333333,2.99633333333,3.32993333333,4.437,54.4021,7.35273333334,7.78633333333,3.12273333333,6.42846666666,6.79916666667
412.92,2.82433333333,3.00066666667,3.3192,4.4358,54.4676,7.35206666667,7.80413333333,3.14055555555,6.41613333333,6.80453333333
413.28,2.84306666666,3.00713333333,3.32593333333,4.438,54.5501666667,7.3478,7.8144,3.14853333333,6.3868,6.8221
413.64,2.80873333333,2.98966666667,3.32386666667,4.41353333333,54.5388333333,7.33966666667,7.79946666667,3.14444444445,6.35753333333,6.80713333333
414.00,2.79333333333,2.96786666667,3.31486666667,4.40746666667,54.5456,7.34373333333,7.78166666666,3.11948888889,6.32753333333,6.79246666667
414.36,2.74133333333,2.9064,3.2548,4.359,54.5149333333,7.31326666667,7.72333333334,3.04484444445,6.26846666667,6.7341
414.72,2.73346666667,2.87153333333,3.23186666667,4.3424,54.5453333333,7.30853333333,7.74206666666,3.03968888889,6.22746666666,6.72626666667
415.07,2.74873333333,2.8872,3.25993333333,4.36,54.6186666667,7.33766666667,7.77186666667,3.06253333333,6.24133333333,6.74403333333
415.43,2.72093333333,2.84933333333,3.24326666667,4.3288,54.6053666667,7.3132,7.72606666667,3.02664444445,6.19873333333,6.69436666667
415.79,2.70353333333,2.8492,3.23553333333,4.3074,54.6524666666,7.30146666667,7.69913333334,3.01031111111,6.1908,6.66493333333
416.15,2.7058,2.85606666667,3.2384,4.30573333334,54.6837333333,7.2996,7.7056,3.0108,6.2022,6.66983333333
416.51,2.6924,2.84446666667,3.22593333333,4.29706666667,54.5954666667,7.26726666667,7.67446666667,2.98533333333,6.1842,6.65093333333
416.86,2.71413333333,2.85313333333,3.26213333334,4.33753333333,54.6072666667,7.30093333333,7.6912,3.0068,6.23813333333,6.67273333333
417.22,2.697,2.84873333333,3.2578,4.3284,54.5887666667,7.29293333334,7.70340000001,3.00917777778,6.23433333333,6.6557
417.58,2.69373333333,2.85553333333,3.2548,4.3388,54.6829333333,7.2906,7.7156,3.011,6.23733333333,6.6573
417.94,2.69853333333,2.8646,3.2608,4.33146666667,54.6651666667,7.27586666666,7.70693333334,3.02464444445,6.23093333333,6.65763333333
418.29,2.72773333333,2.9008,3.30953333333,4.3616,54.6834333333,7.29313333333,7.74799999999,3.06735555555,6.2532,6.68456666667
418.65,2.76226666667,2.9524,3.3484,4.39233333333,54.6740333333,7.32526666667,7.76713333334,3.09384444445,6.29886666667,6.72176666667
419.01,2.75993333333,2.95273333333,3.342,4.38893333333,54.6367333333,7.31713333333,7.76419999999,3.08935555555,6.28733333333,6.7106
419.37,2.7772,2.97,3.35586666667,4.39526666667,54.6531666667,7.32653333333,7.78820000001,3.11311111111,6.29553333333,6.73083333333
419.73,2.81693333333,2.9984,3.3978,4.42213333334,54.6754,7.36453333334,7.82786666666,3.14868888889,6.32073333333,6.77033333333
420.08,2.82013333333,3.01453333333,3.41646666667,4.4322,54.7735333333,7.38213333333,7.851,3.16166666667,6.318,6.7724
420.44,2.81413333333,3.0156,3.41753333333,4.431,54.8204666667,7.373,7.8482,3.16186666667,6.31113333333,6.7629
420.80,2.8038,3.01526666667,3.40553333333,4.40266666667,54.8511666667,7.35386666667,7.84246666667,3.14684444445,6.27346666666,6.7402
421.16,2.81566666667,3.02433333334,3.40853333333,4.41526666667,54.876,7.369,7.83880000001,3.14631111111,6.27206666666,6.7462
421.51,2.8476,3.03806666667,3.42506666666,4.43926666667,54.8959333333,7.39386666667,7.85273333333,3.16153333333,6.2886,6.7722
421.87,2.84053333333,3.02386666667,3.40466666667,4.43586666667,54.9325,7.38846666667,7.85186666667,3.14477777778,6.26953333333,6.7636
422.23,2.82513333333,3.0062,3.3796,4.4152,54.9834333333,7.38173333333,7.83126666667,3.1212,6.24653333333,6.7375
422.58,2.80546666667,2.9894,3.36766666667,4.40506666667,55.0203333333,7.3714,7.81213333334,3.10577777778,6.21613333333,6.7194
422.94,2.79086666667,2.97333333333,3.35433333333,4.4042,55.1196,7.3616,7.79539999999,3.08915555555,6.19893333333,6.70963333333
423.30,2.77673333333,2.9642,3.34333333333,4.39526666667,55.1552,7.3492,7.78166666667,3.07493333333,6.17606666667,6.70046666667
423.66,2.76226666667,2.9436,3.3182,4.37746666667,55.1915,7.3266,7.76106666666,3.06015555555,6.14546666667,6.68403333333
424.01,2.753,2.923,3.29886666667,4.3616,55.2287333333,7.29866666667,7.73340000001,3.03937777778,6.12133333333,6.66753333333
424.37,2.74506666667,2.91206666667,3.28466666667,4.35206666667,55.3128666667,7.29306666667,7.71039999999,3.02708888889,6.09353333333,6.6738
424.73,2.728,2.89773333333,3.26953333333,4.34886666667,55.3775333333,7.2762,7.68839999999,3.01435555555,6.07573333333,6.6665
425.08,2.7308,2.89926666667,3.27,4.3466,55.4778,7.273,7.6898,3.01913333333,6.06626666667,6.6762
425.44,2.7294,2.90146666667,3.2704,4.34186666667,55.5690666667,7.2676,7.6864,3.0234,6.05733333333,6.67553333334
425.80,2.7546,2.92606666667,3.30166666666,4.37166666667,55.7229,7.30106666667,7.70506666667,3.0508,6.08006666667,6.71066666667
426.16,2.761,2.92886666667,3.3038,4.38086666667,55.809,7.293,7.70439999999,3.06115555555,6.07926666667,6.72413333333
426.51,2.77886666667,2.93153333333,3.301,4.3844,55.935,7.29033333333,7.70466666667,3.06306666667,6.0824,6.72923333333
426.87,2.80373333333,2.95233333334,3.32006666667,4.39193333333,55.9590333333,7.30286666667,7.71393333334,3.08391111111,6.09193333333,6.74333333333
427.23,2.82313333333,2.957,3.3288,4.408,56.1246,7.3166,7.71733333334,3.09271111111,6.09453333333,6.75646666667
427.58,2.81513333333,2.96253333333,3.33606666666,4.4098,56.2113666666,7.30886666667,7.70219999999,3.08148888889,6.0784,6.74866666667
427.94,2.81313333334,2.978,3.34686666667,4.42193333333,56.3068333334,7.3322,7.70459999999,3.08508888889,6.0958,6.7601
428.30,2.84233333333,2.99853333333,3.36606666667,4.43873333333,56.3580666667,7.34626666667,7.73520000001,3.11311111111,6.12373333333,6.7809
428.65,2.8836,3.0328,3.40193333333,4.46993333333,56.4712,7.38286666667,7.76546666667,3.14733333333,6.1616,6.83403333333
429.01,2.88293333333,3.02913333333,3.39433333333,4.46693333333,56.5483,7.3848,7.75773333333,3.15102222222,6.16926666667,6.83606666667
429.37,2.88133333333,3.02653333333,3.3904,4.47746666667,56.6516,7.3888,7.76086666667,3.15353333333,6.1654,6.8346
429.72,2.87233333333,3.01506666667,3.3878,4.44806666666,56.6945333333,7.3838,7.75493333333,3.1464,6.15346666667,6.814
430.08,2.9056,3.0436,3.41746666667,4.48393333333,56.7695333333,7.4208,7.78653333333,3.17046666667,6.18513333333,6.85073333333
430.44,2.9166,3.05446666667,3.44006666667,4.50826666667,56.8419,7.44306666667,7.81699999999,3.19155555555,6.19973333333,6.88386666667
430.79,2.89846666667,3.03366666667,3.4316,4.49993333333,56.9493333333,7.4332,7.81853333333,3.1804,6.17153333333,6.8766
431.15,2.87973333333,3.02393333333,3.42233333334,4.4868,56.9527,7.43066666667,7.80713333333,3.17195555556,6.1728,6.86643333333
431.50,2.9046,3.0314,3.42993333333,4.5182,57.0508333333,7.45786666667,7.82073333334,3.19644444445,6.1888,6.90076666667
431.86,2.9004,3.01206666667,3.4112,4.50633333333,57.0071333333,7.4292,7.80353333334,3.18284444445,6.169,6.89946666667
432.22,2.89726666667,3.01266666667,3.41966666667,4.50233333333,57.0201333333,7.4432,7.81153333332,3.17915555555,6.17666666667,6.8871
432.57,2.887,2.99773333333,3.41513333333,4.48886666667,57.0380333334,7.4508,7.80919999999,3.16595555555,6.15606666667,6.85793333333
432.93,2.876,2.98906666667,3.41753333333,4.47893333333,57.0463666667,7.4304,7.79439999999,3.14782222222,6.13153333333,6.83813333333
433.29,2.86773333333,2.98453333333,3.40386666667,4.46313333333,57.0378333333,7.418,7.78153333333,3.13386666667,6.10733333333,6.82133333333
433.64,2.87666666667,2.9996,3.4108,4.47373333333,57.0637666666,7.422,7.79553333334,3.14217777778,6.11226666667,6.8362
434.00,2.8668,2.98546666667,3.3944,4.4522,57.0703,7.41286666667,7.77519999999,3.13995555555,6.07966666667,6.8205
434.35,2.8792,3.00013333333,3.39946666667,4.46193333334,57.1362333333,7.42886666667,7.77633333333,3.15793333333,6.08613333333,6.8202
434.71,2.89673333333,3.021,3.40453333333,4.4696,57.1755666667,7.43993333333,7.7806,3.17413333333,6.10033333333,6.83506666667
435.07,2.90893333333,3.03526666667,3.41133333333,4.47946666667,57.2565333333,7.45253333333,7.7946,3.18422222222,6.107,6.83943333333
435.42,2.9064,3.04226666667,3.419,4.4692,57.2834,7.45813333333,7.80339999999,3.18175555555,6.10966666667,6.84133333333
435.78,2.91653333333,3.05686666667,3.42873333333,4.48193333333,57.3657,7.48146666667,7.83013333333,3.19866666667,6.10546666667,6.84716666667
436.13,2.8652,3.02013333333,3.38346666667,4.443,57.4117666667,7.43426666667,7.78933333333,3.15135555555,6.04413333333,6.8131
436.49,2.84586666667,3.007,3.37466666667,4.42753333333,57.4061,7.40746666667,7.76686666667,3.14133333333,6.02953333333,6.81423333333
436.84,2.8198,2.97773333333,3.3358,4.4052,57.4156666667,7.392,7.75379999999,3.12262222222,6.00973333333,6.79053333333
437.20,2.79126666667,2.94226666667,3.30866666667,4.3662,57.4259333333,7.37073333333,7.7158,3.0876,5.97853333333,6.7765
437.56,2.7758,2.92286666666,3.28686666667,4.3536,57.4198,7.3536,7.70119999999,3.07375555555,5.96386666666,6.75306666667
437.91,2.77753333333,2.9256,3.30133333333,4.36306666667,57.452,7.36633333333,7.72019999999,3.07315555555,5.99333333333,6.76356666667
438.27,2.77053333333,2.927,3.31393333334,4.36446666667,57.4654333334,7.38913333333,7.73853333333,3.05902222222,6.0002,6.7662
438.62,2.7572,2.9098,3.31353333333,4.3484,57.5191,7.3744,7.72920000001,3.03511111111,5.987,6.75733333333
438.98,2.74906666667,2.89633333333,3.30766666667,4.336,57.557,7.36726666667,7.71459999999,3.02328888889,5.96806666667,6.75686666667
439.33,2.74686666667,2.89626666667,3.29873333333,4.34066666667,57.616,7.36813333333,7.71800000001,3.03204444445,5.96173333333,6.75373333333
439.69,2.76373333333,2.91953333333,3.3174,4.34786666667,57.6257333333,7.38153333333,7.7276,3.04753333333,5.97366666667,6.77513333333
440.04,2.81486666667,2.96606666667,3.371,4.39686666667,57.6586333333,7.42633333333,7.76093333333,3.09962222222,6.01806666667,6.81063333333
440.40,2.8552,3.0086,3.39986666667,4.43006666667,57.7567,7.4544,7.79313333333,3.13595555555,6.03766666666,6.8496
440.75,2.86993333333,3.02593333333,3.4176,4.45,57.8267666666,7.47906666667,7.785,3.14806666667,6.04826666667,6.87233333333
441.11,2.8762,3.03973333333,3.42433333333,4.4622,57.8936333333,7.48426666667,7.79853333334,3.16304444445,6.05586666667,6.8725
441.47,2.8606,3.03073333333,3.41946666667,4.451,57.9803666667,7.46606666667,7.77640000001,3.13931111111,6.03333333333,6.86546666667
441.82,2.84073333333,3.01586666667,3.39966666667,4.4402,58.0705666667,7.44693333333,7.75326666666,3.12422222222,5.99246666667,6.85313333333
442.18,2.83293333333,2.9978,3.37773333333,4.42353333333,58.1148666667,7.4128,7.72800000001,3.11451111111,5.96853333333,6.8446
442.53,2.8526,3.01713333333,3.38953333333,4.44733333333,58.1614666667,7.4394,7.73453333333,3.13826666667,5.98166666667,6.86746666667
442.89,2.8494,3.02046666667,3.38393333333,4.446,58.1667,7.43166666667,7.7302,3.13413333333,5.9748,6.87
443.24,2.8478,3.01673333333,3.38,4.43133333333,58.1925666667,7.42306666666,7.71820000001,3.12584444445,5.96653333333,6.8706
443.60,2.82633333333,2.9942,3.35913333333,4.416,58.2331333333,7.40733333333,7.69346666667,3.10373333333,5.95613333333,6.85
443.95,2.81006666667,2.975,3.33526666667,4.40593333333,58.3281333333,7.4074,7.69726666667,3.08626666667,5.94386666667,6.84536666667
444.31,2.79046666667,2.9556,3.3074,4.39426666667,58.3182,7.396,7.68726666666,3.06728888889,5.93613333333,6.82833333333
444.66,2.8214,2.9776,3.32946666667,4.4182,58.3534333334,7.4184,7.72373333333,3.102,5.95993333333,6.86016666667
445.02,2.85,3.00566666667,3.3664,4.43353333333,58.3530666666,7.4472,7.74486666667,3.12337777778,5.98426666667,6.8907
445.37,2.8768,3.0264,3.3904,4.4536,58.3783666667,7.47526666667,7.76713333333,3.15206666667,6.00913333333,6.91556666667
445.72,2.89333333333,3.0374,3.40213333333,4.46086666666,58.372,7.4778,7.77246666667,3.1568,6.02346666667,6.92793333333
446.08,2.8968,3.04946666667,3.41486666667,4.46766666667,58.4118333334,7.47786666667,7.77799999999,3.16748888889,6.02426666667,6.937
446.43,2.89666666667,3.06133333333,3.4234,4.47453333333,58.4092,7.4708,7.77840000001,3.17397777778,6.02786666667,6.93493333333
446.79,2.91813333333,3.0864,3.4454,4.49646666667,58.4609666667,7.48973333333,7.79353333333,3.19328888889,6.04273333333,6.94576666667
447.14,2.9134,3.0814,3.44626666667,4.49713333333,58.4924,7.4836,7.78139999999,3.18462222222,6.02973333333,6.93323333334
447.50,2.9148,3.07513333333,3.45233333334,4.49913333333,58.5642,7.48566666667,7.7736,3.19106666667,6.0206,6.9277
447.85,2.91593333333,3.06713333333,3.45466666666,4.49246666667,58.6015,7.46866666667,7.75079999999,3.19348888889,6.0084,6.92183333333
