wavelength,Back_ChlNitm,Belly_ChlNitm,Breast_ChlNitm,Crissum_ChlNitm,Crown_ChlNitm,DorTail_ChlNitm,Patch10_ChlNitm,Patch11_ChlNitm,Patch12_ChlNitm,Patch13_ChlNitm,Patch14_ChlNitm,Rump_ChlNitm,Throat_ChlNitm,WingTip_ChlNitm
388.11,1.69922222222,2.09788888889,2.08911111111,1.86622222222,0.486444444444,3.61662222222,1.89005555555,1.23738888889,1.255,0.993444444445,3.08744444444,3.21611111111,4.00388888889,5.64744444444
388.47,1.71388888889,2.13622222222,2.16033333333,1.92455555555,0.534333333334,3.65849259259,1.91577777778,1.26227777778,1.28988888889,1.03855555555,3.17055555556,3.29788888889,4.03366666667,5.67844444444
388.83,1.63533333333,2.043,2.112,1.88844444444,0.446,3.54984074074,1.8175,1.19011111111,1.215,0.97811111111,3.11611111111,3.24088888889,3.925,5.60866666667
389.19,1.67244444444,2.06044444444,2.14222222222,1.924,0.432111111111,3.52918888889,1.76588888889,1.17516666667,1.19055555556,1.00288888889,3.126,3.26477777778,3.921,5.60133333334
389.55,1.59077777778,2.00477777778,2.08288888889,1.871,0.364666666667,3.48055925926,1.64972222222,1.07683333333,1.10277777778,0.941777777778,3.08266666667,3.188,3.82,5.56922222222
389.91,1.53555555556,1.96277777778,2.06155555556,1.85344444444,0.355,3.48594814815,1.62322222222,1.04527777778,1.09366666667,0.950666666668,3.11244444444,3.15766666667,3.799,5.52766666667
390.27,1.51588888889,1.95744444444,2.041,1.85422222222,0.339,3.53205925926,1.656,1.00616666667,1.09877777778,0.925555555555,3.13566666667,3.16422222222,3.82322222222,5.50488888889
390.63,1.47455555556,1.94866666667,2.03388888889,1.84922222222,0.304333333333,3.48019259259,1.63972222222,0.970499999999,1.07577777778,0.889222222223,3.12166666667,3.11833333333,3.81811111111,5.48877777778
391.00,1.50322222222,1.96566666666,2.08444444445,1.905,0.332555555555,3.5312,1.66705555555,1.00866666667,1.10066666667,0.920888888889,3.16011111111,3.16733333333,3.88277777778,5.53144444444
391.36,1.48522222222,1.93044444445,2.05222222222,1.88044444445,0.263,3.48728148148,1.60716666667,0.942500000001,1.06466666667,0.876888888888,3.09877777778,3.121,3.86544444444,5.483
391.72,1.519,2.00266666667,2.131,1.95655555555,0.310222222222,3.52854814815,1.65022222222,0.984944444446,1.16311111111,0.939666666665,3.11366666667,3.133,3.93022222222,5.55511111111
392.08,1.54522222222,2.027,2.16222222222,1.98277777778,0.344333333333,3.58681111111,1.66183333333,1.01777777778,1.18433333333,0.970000000001,3.11955555556,3.15622222222,3.94744444445,5.58666666667
392.44,1.51744444444,2.03788888889,2.13577777778,1.97255555556,0.363555555556,3.58323333333,1.68066666667,1.03016666667,1.19388888889,0.982555555556,3.10988888889,3.132,3.964,5.57988888889
392.80,1.48377777778,2.06622222222,2.12111111111,1.93855555556,0.352222222222,3.60222222222,1.6915,1.01894444445,1.20433333333,0.950777777777,3.07066666667,3.11511111111,3.95966666667,5.54111111111
393.16,1.44377777778,2.09444444444,2.09944444444,1.92055555555,0.389444444445,3.63555925926,1.72727777778,1.06572222222,1.24733333333,0.942555555556,3.06388888889,3.11244444444,3.97333333334,5.56622222222
393.52,1.46755555556,2.12722222222,2.08655555556,1.90766666667,0.430222222222,3.62722592593,1.77977777778,1.10194444444,1.291,0.974777777777,3.05988888889,3.11466666667,3.99422222222,5.56122222222
393.88,1.41844444444,2.10844444444,2.04033333333,1.84644444444,0.366666666667,3.54051111111,1.74033333333,1.075,1.24188888889,0.926777777779,2.96355555555,3.01355555556,3.95988888889,5.53122222222
394.24,1.38788888889,2.111,2.01322222222,1.79044444445,0.364,3.4821,1.72122222222,1.10272222222,1.22311111111,0.928222222222,2.92077777778,2.96177777778,3.93255555556,5.52277777778
394.60,1.415,2.13455555555,2.03488888889,1.79422222222,0.382222222222,3.51897777778,1.73583333333,1.12722222222,1.27466666667,0.941000000001,2.90644444445,2.96688888889,3.94722222222,5.53533333333
394.96,1.432,2.15677777778,2.00666666667,1.78211111111,0.368666666667,3.5311037037,1.7475,1.16494444445,1.31477777778,0.94511111111,2.876,2.91322222222,3.93288888889,5.52877777778
395.32,1.45322222222,2.20533333333,2.02011111111,1.75844444445,0.416666666666,3.56125555556,1.80016666667,1.23588888889,1.34666666667,0.985000000001,2.84711111111,2.89833333333,3.93611111111,5.56088888889
395.68,1.40655555556,2.18377777778,1.96344444444,1.67866666667,0.407333333334,3.51472222222,1.7705,1.2225,1.27888888889,0.960666666668,2.76177777778,2.83766666667,3.89255555555,5.50344444444
396.04,1.41766666666,2.23933333333,1.95322222222,1.68166666667,0.419888888889,3.50040370371,1.80566666667,1.23894444444,1.30644444444,0.977,2.75644444444,2.82266666667,3.916,5.532
396.40,1.44322222222,2.25911111111,1.93577777778,1.68877777778,0.424222222222,3.51445925926,1.81622222222,1.24066666667,1.30322222222,0.962777777779,2.70533333333,2.77611111111,3.92844444444,5.561
396.76,1.55633333333,2.323,1.96744444445,1.75411111111,0.495111111111,3.56958148148,1.90111111111,1.35438888889,1.35533333333,1.03766666667,2.74177777778,2.80644444444,4.027,5.64488888889
397.12,1.54422222222,2.31922222222,1.95577777778,1.755,0.517777777778,3.56346296296,1.89744444445,1.34205555556,1.36088888889,1.05744444445,2.71233333333,2.74422222222,4.01677777778,5.66144444444
397.48,1.51655555556,2.33466666666,1.94233333333,1.76522222222,0.540333333333,3.58097407407,1.91094444444,1.34433333333,1.35833333334,1.04077777778,2.70255555556,2.70533333334,4.03133333334,5.71544444444
397.84,1.605,2.42422222222,1.98633333333,1.83188888889,0.654999999999,3.68041851852,2.00088888889,1.41,1.45211111111,1.08822222222,2.75088888889,2.77377777778,4.099,5.80677777778
398.20,1.65522222222,2.506,2.00788888889,1.89622222222,0.738666666667,3.72541851852,2.05905555556,1.4525,1.51544444444,1.14344444444,2.758,2.79411111111,4.13777777778,5.87588888889
398.56,1.70222222222,2.55477777778,2.0,1.93955555556,0.822666666666,3.74179629629,2.11494444444,1.50683333333,1.55455555556,1.19144444445,2.75966666667,2.76877777778,4.17766666667,5.93644444445
398.92,1.69077777778,2.55611111111,1.986,1.93955555556,0.855555555556,3.74291851852,2.12655555555,1.49172222222,1.54955555555,1.19622222222,2.73244444444,2.75022222222,4.16877777778,5.93955555556
399.28,1.70788888889,2.565,1.97833333333,1.97555555556,0.873777777778,3.76202222222,2.12133333333,1.49744444444,1.59122222222,1.19311111111,2.75511111111,2.75111111111,4.18711111111,5.97288888889
399.64,1.74555555556,2.60855555555,1.97711111111,2.02355555556,0.937000000001,3.85987777778,2.17277777778,1.54227777778,1.65244444445,1.242,2.82655555555,2.75877777778,4.29066666667,6.03
400.00,1.71722222222,2.57166666667,1.93044444444,1.98188888889,0.899000000001,3.8510037037,2.11116666667,1.527,1.63988888889,1.21466666667,2.76322222222,2.68344444444,4.27133333334,5.99155555556
400.36,1.714,2.548,1.92866666667,1.95711111111,0.893555555556,3.8366,2.11011111111,1.52227777778,1.64144444445,1.18744444444,2.74533333334,2.67411111111,4.23633333333,5.98622222222
400.72,1.659,2.50088888889,1.88388888889,1.91211111111,0.882333333334,3.81570740741,2.05555555556,1.443,1.613,1.15644444444,2.72388888889,2.63155555556,4.17866666667,5.93655555556
401.08,1.635,2.48911111111,1.84933333333,1.87477777778,0.859,3.79018148148,2.03383333333,1.43444444444,1.59244444444,1.11622222222,2.69066666667,2.58977777778,4.16588888889,5.88288888889
401.44,1.66655555556,2.51788888889,1.88811111111,1.88611111111,0.868555555557,3.82162592593,2.03394444445,1.43827777778,1.61877777778,1.14766666667,2.68166666667,2.62355555555,4.18366666666,5.90044444445
401.80,1.60577777778,2.47244444445,1.84755555556,1.85444444444,0.835666666668,3.76716296296,1.97338888889,1.40694444444,1.55388888889,1.10833333333,2.64011111111,2.56044444444,4.15088888889,5.87355555556
402.16,1.62711111111,2.46966666667,1.88688888889,1.87844444444,0.848,3.80831851852,1.97927777778,1.39977777778,1.58822222222,1.10344444444,2.68033333334,2.59411111111,4.17844444444,5.93466666667
402.52,1.59177777778,2.46366666667,1.87877777778,1.857,0.812333333332,3.83811111111,1.97105555556,1.36294444445,1.57533333334,1.08166666667,2.70388888889,2.61544444444,4.16955555556,5.95233333333
402.88,1.58077777778,2.46555555556,1.86711111111,1.84722222222,0.798666666667,3.80060740741,1.96627777778,1.37,1.57344444444,1.08055555555,2.72888888889,2.60511111111,4.19766666667,5.97844444444
403.24,1.59466666667,2.50488888889,1.90355555555,1.89477777778,0.820777777777,3.83471111111,1.98861111111,1.3855,1.59188888889,1.12455555556,2.75888888889,2.64866666667,4.27611111111,5.99366666667
403.60,1.61344444445,2.52022222222,1.94022222222,1.93277777778,0.840444444444,3.817,1.98927777778,1.38855555556,1.61633333333,1.13955555556,2.771,2.679,4.27555555555,6.02655555556
403.95,1.68488888889,2.60244444445,2.03144444444,2.01266666667,0.934666666667,3.90205555555,2.10755555555,1.48516666667,1.689,1.22166666667,2.88455555555,2.79622222222,4.36844444444,6.11177777778
404.31,1.70411111111,2.63133333333,2.04555555556,2.02622222222,0.94588888889,3.9173,2.11788888889,1.51233333333,1.72788888889,1.24966666667,2.91466666667,2.81911111111,4.43022222222,6.14488888889
404.67,1.73644444444,2.67544444444,2.101,2.07422222222,0.976333333334,3.94234444444,2.155,1.54677777778,1.811,1.29244444444,2.95577777778,2.88388888889,4.48511111111,6.226
405.03,1.81311111111,2.73277777778,2.17644444444,2.12922222222,1.02433333333,3.99509259259,2.198,1.58616666667,1.878,1.34755555556,3.00822222222,2.95244444445,4.54222222222,6.30311111111
405.39,1.83455555556,2.74533333333,2.20711111111,2.18766666667,1.05333333333,4.02215185185,2.25166666667,1.6355,1.91733333333,1.40144444444,3.06911111111,2.985,4.59133333333,6.34888888889
405.75,1.87155555556,2.76088888889,2.25666666667,2.22144444444,1.07344444445,4.05267407408,2.28105555555,1.66555555556,1.98177777778,1.44222222222,3.111,3.04288888889,4.65066666667,6.38366666667
406.11,1.89044444444,2.732,2.281,2.22088888889,1.101,4.07089259259,2.29383333333,1.68066666667,1.97677777778,1.45944444444,3.14277777778,3.05788888889,4.68744444445,6.36233333333
406.47,1.927,2.73722222222,2.333,2.242,1.12833333333,4.06929259259,2.31083333333,1.70044444445,2.00033333333,1.49566666667,3.18333333333,3.07311111111,4.734,6.37311111111
406.83,1.92633333333,2.70422222222,2.34866666667,2.23533333333,1.13366666667,4.08408888889,2.30661111111,1.67966666667,1.97955555556,1.48955555556,3.19877777778,3.104,4.71888888889,6.33888888889
407.19,1.92688888889,2.68266666667,2.359,2.22155555555,1.14233333333,4.09056296296,2.31655555555,1.6845,1.999,1.49933333333,3.22288888889,3.12877777778,4.69055555556,6.33611111111
407.55,1.90144444444,2.66388888889,2.37466666667,2.21377777778,1.12322222222,4.0843962963,2.31938888889,1.66666666667,1.98533333333,1.485,3.27477777778,3.15033333333,4.69622222222,6.33611111111
407.90,1.76233333333,2.51044444445,2.27833333333,2.10233333333,1.01088888889,3.96298518519,2.17227777778,1.50505555556,1.86055555555,1.36233333333,3.202,3.06455555556,4.53522222222,6.191
408.26,1.70766666667,2.47844444444,2.26111111111,2.08177777778,0.970222222222,3.9428,2.11988888889,1.43738888889,1.79577777778,1.31855555556,3.22133333333,3.05011111111,4.49166666667,6.13477777778
408.62,1.72511111111,2.49211111111,2.33422222222,2.15622222222,1.00744444444,4.00443703703,2.165,1.46594444444,1.80255555556,1.35044444445,3.30177777778,3.13388888889,4.53311111111,6.15622222222
408.98,1.746,2.48722222222,2.40844444444,2.19244444444,1.05322222222,4.05162222222,2.20166666667,1.49083333333,1.80333333333,1.38233333333,3.40233333333,3.21955555555,4.58244444445,6.19077777778
409.34,1.76488888889,2.49688888889,2.45455555556,2.20777777778,1.06811111111,4.06618518518,2.19494444444,1.489,1.79955555555,1.37233333333,3.46222222222,3.26877777778,4.61522222222,6.19866666666
409.70,1.77311111111,2.51377777778,2.53266666667,2.24966666667,1.06611111111,4.0968,2.22966666667,1.50105555555,1.786,1.38566666667,3.54333333333,3.36688888889,4.63411111111,6.20311111111
410.06,1.70466666667,2.46555555555,2.52966666667,2.216,0.98811111111,4.03964814815,2.1905,1.4225,1.73344444444,1.327,3.545,3.37844444445,4.59666666667,6.133
410.42,1.68777777778,2.43977777778,2.55822222222,2.20766666667,0.985666666667,4.03773333333,2.16094444444,1.38161111111,1.69866666667,1.293,3.58433333333,3.43977777778,4.57888888889,6.11411111111
410.77,1.71644444444,2.44544444445,2.62477777778,2.24922222222,0.980777777778,4.06128888889,2.14794444444,1.37494444445,1.71444444444,1.27922222222,3.65855555556,3.50733333333,4.59433333333,6.12633333333
411.13,1.71466666667,2.44433333333,2.68877777778,2.26177777778,0.952444444443,4.05915555556,2.14788888889,1.35477777778,1.70055555556,1.25911111111,3.73777777778,3.58122222222,4.60233333333,6.11266666667
411.49,1.73622222222,2.43722222222,2.76033333334,2.27055555556,0.936333333333,4.05137777778,2.12811111111,1.33888888889,1.682,1.24733333333,3.79644444445,3.67822222222,4.58311111111,6.08422222222
411.85,1.83533333333,2.50833333333,2.89433333333,2.35611111111,0.984555555557,4.11778518519,2.19444444444,1.41905555556,1.72511111111,1.28022222222,3.94211111111,3.84144444445,4.67277777778,6.18244444444
412.21,1.85922222222,2.52233333333,3.033,2.41588888889,1.01577777778,4.13989259259,2.22577777778,1.44972222222,1.75355555556,1.32633333333,4.035,3.96211111111,4.69144444445,6.19377777778
412.57,1.80733333333,2.43977777778,3.05344444444,2.34488888889,0.954000000001,4.06175185185,2.14205555556,1.3835,1.66733333333,1.23911111111,4.04577777778,3.97044444445,4.60455555556,6.09622222222
412.92,1.76722222222,2.38377777778,3.07611111111,2.33922222222,0.885666666667,3.99063703704,2.09561111111,1.33605555555,1.61066666667,1.17511111111,4.09333333333,4.01888888889,4.53755555555,6.03366666667
413.28,1.77877777778,2.37466666667,3.18066666667,2.35144444444,0.876666666667,4.01276296296,2.08927777778,1.33761111111,1.61144444445,1.16744444445,4.18566666667,4.13722222222,4.52577777778,6.00888888889
413.64,1.79144444445,2.36766666666,3.258,2.38311111111,0.868888888889,4.03557777778,2.08694444444,1.31716666667,1.62955555556,1.157,4.289,4.25166666667,4.52588888889,6.01411111111
414.00,1.83966666666,2.41566666667,3.38677777778,2.45044444444,0.913888888889,4.09137407407,2.12961111111,1.36294444444,1.66,1.19766666667,4.43255555555,4.411,4.52933333333,6.063
414.36,1.87122222222,2.41655555556,3.514,2.49155555555,0.911888888888,4.11241481481,2.13722222222,1.39622222222,1.663,1.20433333333,4.55544444445,4.54288888889,4.53044444444,6.07455555556
414.72,1.88911111111,2.46,3.61955555555,2.54333333333,0.930000000001,4.1686962963,2.16455555556,1.42516666667,1.68422222222,1.24722222222,4.69644444445,4.69588888889,4.56777777778,6.09133333333
415.07,1.91644444444,2.46855555556,3.72533333334,2.59722222222,0.963222222221,4.19814444445,2.16761111111,1.43833333333,1.67088888889,1.26566666667,4.78711111111,4.80788888889,4.56911111111,6.13455555556
415.43,1.93611111111,2.464,3.80666666667,2.64322222222,0.987444444443,4.23271481481,2.20811111111,1.46272222222,1.67988888889,1.30077777778,4.86422222222,4.91166666666,4.59688888889,6.16911111111
415.79,1.98411111111,2.49711111111,3.90866666667,2.71022222222,1.03633333333,4.29305925926,2.24105555556,1.49372222222,1.73533333333,1.36255555556,4.94333333333,5.02944444445,4.62655555556,6.18211111111
416.15,2.02433333333,2.52455555555,3.976,2.771,1.07188888889,4.35060740741,2.28516666667,1.52361111111,1.77955555555,1.39222222222,5.04555555555,5.13522222222,4.67077777778,6.24566666667
416.51,2.06644444445,2.55411111111,4.04511111111,2.81422222222,1.09688888889,4.38933333333,2.32244444444,1.55822222222,1.79055555556,1.43711111111,5.13222222222,5.216,4.71933333333,6.30766666667
416.86,2.11877777778,2.60677777778,4.13355555556,2.85311111111,1.12422222222,4.46230740741,2.359,1.60122222222,1.84844444445,1.48933333333,5.18122222222,5.29222222222,4.772,6.36333333333
417.22,2.13577777778,2.60377777778,4.159,2.86866666666,1.13288888889,4.4642962963,2.3875,1.61055555555,1.849,1.49855555555,5.19444444444,5.30544444445,4.76233333333,6.36333333333
417.58,2.16777777778,2.62666666667,4.17677777778,2.87111111111,1.15522222222,4.48827407408,2.40716666667,1.64711111111,1.87866666667,1.53588888889,5.20333333333,5.31144444444,4.77733333334,6.39411111111
417.94,2.19022222222,2.64444444445,4.17066666667,2.89388888889,1.15444444444,4.50592222222,2.4125,1.66066666667,1.90511111111,1.55766666667,5.18566666666,5.30222222222,4.79333333334,6.41866666667
418.29,2.19166666667,2.67922222222,4.16011111111,2.90344444444,1.16511111111,4.52151111111,2.44788888889,1.67144444444,1.92444444445,1.58944444444,5.15433333333,5.28677777778,4.81055555556,6.43155555556
418.65,2.19233333333,2.69622222222,4.15188888889,2.89444444444,1.17833333333,4.52662222222,2.47877777778,1.68083333333,1.93544444444,1.62055555556,5.11144444444,5.22444444444,4.80066666667,6.446
419.01,2.21011111111,2.71822222222,4.12655555556,2.88933333333,1.19911111111,4.54529259259,2.50811111111,1.71572222222,1.98022222222,1.65688888889,5.07388888889,5.17222222222,4.82533333333,6.47533333333
419.37,2.21733333333,2.75477777778,4.094,2.87166666667,1.20877777778,4.5635,2.52611111111,1.74461111111,2.00977777778,1.67833333333,5.024,5.09666666667,4.84433333333,6.49044444444
419.73,2.20144444444,2.76633333334,4.04033333333,2.85377777778,1.21211111111,4.56617777778,2.52861111111,1.75927777778,2.02033333333,1.68711111111,4.95188888889,4.99988888889,4.85144444444,6.50666666667
420.08,2.22744444444,2.795,3.985,2.82777777778,1.22844444444,4.58711851852,2.54777777778,1.79288888889,2.03644444444,1.71677777778,4.88366666667,4.93422222222,4.86155555556,6.52288888889
420.44,2.24211111111,2.83355555555,3.93144444444,2.83133333333,1.24866666667,4.60717777778,2.58188888889,1.81461111111,2.08477777778,1.74677777778,4.81466666667,4.863,4.887,6.54611111111
420.80,2.22455555555,2.84244444444,3.85388888889,2.80133333333,1.24911111111,4.59840740741,2.59066666667,1.81905555556,2.08222222222,1.74733333334,4.72188888889,4.75533333334,4.873,6.53788888889
421.16,2.23411111111,2.88266666667,3.78433333333,2.78577777778,1.27444444445,4.61718148148,2.60222222222,1.84327777778,2.10322222222,1.78277777778,4.64844444444,4.679,4.89444444444,6.57444444445
421.51,2.19522222222,2.87188888889,3.684,2.73866666666,1.26111111111,4.58527777778,2.58988888889,1.81716666667,2.073,1.76322222222,4.52722222222,4.54355555556,4.868,6.55033333333
421.87,2.19644444444,2.88011111111,3.61222222222,2.70411111111,1.27322222222,4.58885185185,2.60661111111,1.83983333333,2.08422222222,1.78122222222,4.442,4.44588888889,4.867,6.55655555556
422.23,2.18022222222,2.88477777778,3.51488888889,2.68066666666,1.28111111111,4.58761111111,2.60405555556,1.86411111111,2.09855555555,1.78977777778,4.351,4.34077777778,4.85777777778,6.57144444444
422.58,2.193,2.90888888889,3.43933333333,2.67622222222,1.30444444444,4.59428518519,2.62427777778,1.88966666667,2.12833333334,1.81022222222,4.26511111111,4.25622222222,4.87555555556,6.60355555555
422.94,2.14977777778,2.89777777778,3.33022222222,2.61955555555,1.288,4.5564,2.61105555555,1.87666666667,2.08688888889,1.78566666667,4.153,4.13177777778,4.85111111111,6.58577777778
423.30,2.14811111111,2.90011111111,3.25622222222,2.60133333333,1.29011111111,4.55397037037,2.61666666667,1.87961111111,2.09166666667,1.79666666667,4.07055555555,4.045,4.85488888889,6.60355555556
423.66,2.171,2.92744444444,3.208,2.603,1.31555555556,4.5625037037,2.64622222222,1.90366666667,2.10477777778,1.83877777778,4.01911111111,3.99033333333,4.88277777778,6.63444444444
424.01,2.14111111111,2.92066666667,3.13777777778,2.57966666667,1.31444444444,4.52647407407,2.64033333333,1.89094444445,2.11444444444,1.83622222222,3.93777777778,3.89577777778,4.873,6.64033333333
424.37,2.138,2.93711111111,3.09188888889,2.55966666667,1.33655555556,4.52344444444,2.64744444444,1.90805555555,2.12077777778,1.85522222222,3.88377777778,3.82966666667,4.87955555555,6.65911111111
424.73,2.12466666667,2.93066666667,3.02633333334,2.54155555556,1.33422222222,4.50257407408,2.64161111111,1.89655555556,2.12011111111,1.85611111111,3.83411111111,3.76811111111,4.88433333333,6.65066666666
425.08,2.08922222222,2.89622222222,2.96044444444,2.51388888889,1.29833333333,4.46068888889,2.62205555556,1.86738888889,2.09155555556,1.82377777778,3.77066666667,3.67488888889,4.851,6.62488888889
425.44,2.09288888889,2.90377777778,2.933,2.50233333333,1.30766666667,4.46403333333,2.62805555556,1.88961111111,2.09644444444,1.84166666667,3.72922222222,3.635,4.85977777778,6.64422222222
425.80,2.06611111111,2.89688888889,2.89444444444,2.47477777778,1.31155555556,4.43998888889,2.60711111111,1.87161111111,2.07688888889,1.83222222222,3.68855555556,3.584,4.85211111111,6.63522222222
426.16,2.04066666667,2.85922222222,2.85144444444,2.429,1.28244444445,4.39455555556,2.58211111111,1.841,2.04011111111,1.79677777778,3.62444444444,3.51422222222,4.82277777778,6.60622222222
426.51,1.99255555556,2.80811111111,2.78344444444,2.35766666667,1.23277777778,4.3435962963,2.53405555556,1.79794444444,1.98755555556,1.75111111111,3.55522222222,3.44811111111,4.78233333333,6.55944444444
426.87,1.98766666667,2.79766666667,2.75255555556,2.34811111111,1.21977777778,4.34377037037,2.51388888889,1.76955555556,1.985,1.73866666667,3.52,3.41555555556,4.76511111111,6.53455555555
427.23,1.95811111111,2.77355555556,2.71377777778,2.30533333333,1.20133333333,4.30389259259,2.48083333333,1.73461111111,1.964,1.712,3.48177777778,3.37477777778,4.72233333334,6.49755555555
427.58,1.92311111111,2.72888888889,2.67377777778,2.25266666667,1.16088888889,4.26605925926,2.44866666667,1.68933333333,1.94666666667,1.65866666667,3.432,3.32411111111,4.68822222222,6.44944444445
427.94,1.92911111111,2.72388888889,2.683,2.24066666667,1.15611111111,4.27419259259,2.44872222222,1.686,1.91644444445,1.64944444444,3.41811111111,3.32844444445,4.67611111111,6.44188888889
428.30,1.89555555556,2.68477777778,2.66588888889,2.20511111111,1.11188888889,4.23641851852,2.419,1.65133333333,1.881,1.60355555555,3.38355555556,3.30211111111,4.63488888889,6.38666666666
428.65,1.87955555555,2.662,2.66744444444,2.17955555556,1.08522222222,4.22047777778,2.39044444445,1.64472222222,1.84833333333,1.58577777778,3.37688888889,3.287,4.60644444445,6.37933333333
429.01,1.88611111111,2.665,2.69944444444,2.16933333333,1.09444444444,4.2220962963,2.38933333333,1.65016666667,1.86377777778,1.60666666667,3.39388888889,3.32677777778,4.62466666667,6.37777777778
429.37,1.87644444444,2.65066666666,2.73022222222,2.167,1.08211111111,4.1898,2.37572222222,1.62361111111,1.85822222222,1.59844444444,3.43355555556,3.34244444445,4.59244444445,6.34233333333
429.72,1.88411111111,2.65333333333,2.757,2.18077777778,1.05922222222,4.18108148148,2.38388888889,1.628,1.85055555556,1.58977777778,3.44911111111,3.36033333333,4.58022222222,6.32388888889
430.08,1.92466666667,2.69688888889,2.82255555556,2.22744444445,1.07677777778,4.22987037037,2.39644444444,1.64161111111,1.89,1.62988888889,3.53233333333,3.43522222222,4.616,6.35188888889
430.44,1.93122222222,2.69577777778,2.89577777778,2.26177777778,1.077,4.2417,2.39905555556,1.65455555556,1.89111111111,1.634,3.59733333334,3.49711111111,4.63188888889,6.346
430.79,1.98922222222,2.74366666667,3.01266666667,2.32966666667,1.116,4.29178888889,2.44144444445,1.70494444444,1.93411111111,1.67922222222,3.72155555556,3.62844444444,4.69344444445,6.37988888889
431.15,2.03855555556,2.78633333333,3.12022222222,2.42711111111,1.16355555556,4.35256666667,2.49744444444,1.753,1.95688888889,1.71966666667,3.84677777778,3.75166666666,4.73911111111,6.42244444444
431.50,2.064,2.82777777778,3.23488888889,2.49611111111,1.19022222222,4.38512962963,2.51938888889,1.78005555555,1.96422222222,1.75633333333,3.98255555555,3.85311111111,4.74966666667,6.45511111111
431.86,2.05722222222,2.80222222222,3.32933333333,2.526,1.16255555556,4.3854,2.48894444444,1.76794444445,1.95366666667,1.74577777778,4.08788888889,3.92488888889,4.75777777778,6.44022222222
432.22,2.07477777778,2.81055555556,3.44555555556,2.59477777778,1.16688888889,4.41191481482,2.49677777778,1.78316666667,1.96177777778,1.76544444445,4.22133333333,4.06844444444,4.79122222222,6.48277777778
432.57,2.101,2.82444444444,3.56844444444,2.646,1.17777777778,4.44977777778,2.52122222222,1.79416666667,1.98322222222,1.78744444444,4.36033333333,4.222,4.80444444444,6.49588888889
432.93,2.10222222222,2.82088888889,3.67833333333,2.69155555556,1.17155555555,4.47412222222,2.51066666667,1.78555555555,1.96777777778,1.77222222222,4.47466666667,4.35922222222,4.79166666667,6.47833333333
433.29,2.14188888889,2.84211111111,3.81233333333,2.77611111111,1.19122222222,4.53952962963,2.52977777778,1.81266666667,1.98177777778,1.79988888889,4.64111111111,4.55177777778,4.83,6.49855555556
433.64,2.17833333333,2.85566666666,3.98344444444,2.85244444444,1.20477777778,4.5789962963,2.54566666667,1.84088888889,2.00088888889,1.82111111111,4.82866666667,4.75422222222,4.86511111111,6.534
434.00,2.24511111111,2.88966666667,4.17366666666,2.95911111111,1.25166666667,4.63643703704,2.58772222222,1.87733333333,2.03122222222,1.86388888889,5.02388888889,4.96355555555,4.90644444444,6.55966666666
434.35,2.29844444444,2.91455555556,4.37866666667,3.04722222222,1.28133333333,4.68602222222,2.61227777778,1.90716666667,2.06377777778,1.89422222222,5.22988888889,5.19655555556,4.92444444444,6.59611111111
434.71,2.312,2.89577777778,4.565,3.11133333333,1.268,4.68996296296,2.59466666667,1.90255555555,2.05144444444,1.87611111111,5.40677777778,5.39855555556,4.90588888889,6.59166666667
435.07,2.34533333333,2.87911111111,4.79022222222,3.18855555556,1.25222222222,4.70925925926,2.574,1.89711111111,2.05144444445,1.86977777778,5.62644444445,5.65877777778,4.90488888889,6.57811111111
435.42,2.385,2.85022222222,5.03844444444,3.26944444444,1.254,4.73537037037,2.55961111111,1.90233333333,2.05177777778,1.86166666667,5.871,5.96466666667,4.91211111111,6.56433333333
435.78,2.45288888889,2.86133333333,5.30733333333,3.40933333333,1.26733333333,4.77161111111,2.56955555556,1.9055,2.05355555556,1.86022222222,6.15744444445,6.32022222222,4.90177777778,6.54111111111
436.13,2.552,2.87533333333,5.62988888889,3.54777777778,1.28633333333,4.84372592593,2.58244444444,1.91261111111,2.05533333333,1.869,6.50377777778,6.71744444444,4.90311111111,6.51833333333
436.49,2.68044444444,2.89833333333,5.99722222222,3.73155555555,1.33088888889,4.91680740741,2.61277777778,1.94405555556,2.07655555555,1.89166666667,6.85377777778,7.143,4.94144444444,6.54811111111
436.84,2.83022222222,2.92977777778,6.41677777778,3.949,1.38411111111,5.01023703704,2.65722222222,2.00083333333,2.111,1.92277777778,7.28811111111,7.64044444444,4.98733333333,6.60255555556
437.20,2.95988888889,2.93277777778,6.82022222222,4.11066666667,1.40388888889,5.0624,2.676,1.99933333333,2.11844444444,1.91555555556,7.67622222222,8.10855555555,4.99755555556,6.60277777778
437.56,3.10222222222,2.92188888889,7.23322222222,4.29111111111,1.42811111111,5.12381481481,2.66983333333,1.98616666667,2.11988888889,1.91322222222,8.10644444445,8.61555555555,5.00366666667,6.59633333333
437.91,3.22488888889,2.90288888889,7.67066666667,4.46833333333,1.43644444444,5.18135555555,2.67938888889,1.999,2.11122222222,1.90244444444,8.54255555556,9.16399999999,5.01988888889,6.59744444444
438.27,3.40533333333,2.91944444444,8.12522222222,4.71211111111,1.47933333333,5.2564037037,2.7095,2.01138888889,2.10866666667,1.90122222222,9.008,9.71033333333,5.024,6.60511111111
