wavelength,Back_PieCinf,Belly_PieCinf,Breast_PieCinf,Crissum_PieCinf,Crown_PieCinf,DorTail_PieCinf,Patch10_PieCinf,Rump_PieCinf,Throat_PieCinf,WingTip_PieCinf
339.40,7.6078,18.7504666667,14.6862,20.3610666667,7.9998,8.37213333334,4.9734,9.10560000001,20.4276666667,8.548
339.77,7.6414,18.8942,14.7374,20.4432666667,7.99593333333,8.35126666666,4.999,9.09113333333,20.4601333333,8.55806666666
340.14,7.7476,19.0635333333,14.8758666667,20.5542666667,8.13146666667,8.44819999999,5.18039999999,9.20313333334,20.5192666667,8.65906666667
340.50,7.74573333333,19.1944666667,14.8964666667,20.6476,8.16460000001,8.43906666666,5.2532,9.22713333333,20.5904666667,8.67606666667
340.87,7.65333333333,19.2627333334,14.8792,20.6944,8.12753333333,8.38973333333,5.21859999999,9.24126666667,20.6741333333,8.62726666667
341.23,7.70173333333,19.3653333333,14.9724666667,20.7458,8.18379999999,8.39626666667,5.33053333333,9.33906666667,20.7712,8.69733333334
341.60,7.65826666667,19.3860666667,14.9681333333,20.732,8.1772,8.34546666666,5.31726666666,9.3002,20.7900666667,8.73026666667
341.96,7.62766666666,19.4152,14.9491333333,20.7392,8.17073333333,8.30553333333,5.3036,9.31353333333,20.8536,8.72073333332
342.33,7.69146666667,19.4910666667,14.9803333333,20.7904666667,8.1986,8.3624,5.36453333334,9.38306666667,20.9394666666,8.7608
342.70,7.80246666667,19.6499333333,15.0944666667,20.9054,8.2892,8.52033333334,5.51899999999,9.52166666668,21.1433333333,8.884
343.06,7.9866,19.8996666667,15.2859333333,21.1134,8.46420000001,8.69693333334,5.72533333333,9.68113333334,21.4179333333,9.05793333334
343.43,8.07986666667,20.0258,15.3850666667,21.2496,8.56893333333,8.81053333333,5.84053333333,9.73886666667,21.5626,9.18666666668
343.79,8.07533333333,20.0891333333,15.4482,21.3310666667,8.60933333334,8.87633333333,5.86726666666,9.78599999999,21.7042666667,9.2422
344.16,8.12226666667,20.1922666667,15.4837333333,21.3918,8.56886666667,8.92673333333,5.82573333333,9.80813333334,21.8190666667,9.26213333334
344.52,8.21893333333,20.3651333333,15.6424,21.5890666667,8.61953333333,9.00593333333,5.86946666666,9.89133333333,22.0062,9.33933333333
344.89,8.35866666667,20.5156,15.768,21.7442666667,8.71693333334,9.10226666666,5.93039999999,9.92833333333,22.1183333334,9.41273333333
345.25,8.5056,20.7644666667,15.9375333333,21.9566666667,8.86193333334,9.25126666667,6.02920000001,10.0377333333,22.3562,9.51166666667
345.62,8.4682,20.7243333333,15.9193333333,21.9522,8.79199999999,9.23466666667,5.97133333333,9.97000000001,22.3634,9.36966666668
345.99,8.50313333333,20.8083333334,16.003,22.0538666667,8.82613333334,9.22626666667,5.99033333334,9.99413333334,22.4461333333,9.35973333333
346.35,8.51,20.8915333333,16.0665333333,22.1598666667,8.86713333333,9.22966666667,5.94593333333,9.99486666667,22.5982,9.36006666665
346.72,8.51786666667,20.9616,16.136,22.2188,8.91839999999,9.23366666667,5.96573333333,9.97819999999,22.6044,9.3492
347.08,8.3836,20.9594,16.0591333333,22.2083333333,8.79173333333,9.12866666667,5.83999999999,9.87206666668,22.5410666667,9.2236
347.45,8.39293333333,21.0006,16.0773333333,22.2674,8.77166666666,9.12240000001,5.87866666666,9.86119999998,22.5927333333,9.16880000001
347.81,8.39153333333,21.0194666667,16.0998666667,22.2794666667,8.75566666667,9.10386666666,5.84813333333,9.8424,22.6534,9.1222
348.18,8.4022,21.1044,16.1452666667,22.3836,8.82606666666,9.06846666666,5.89966666667,9.88266666669,22.7155333333,9.1072
348.54,8.4104,21.1660666667,16.2057333333,22.4344666667,8.91526666666,9.05986666667,5.91033333333,9.88766666668,22.8036,9.08833333332
348.91,8.536,21.3317333333,16.3460666667,22.6214666667,9.00153333333,9.16859999999,6.04673333333,10.0277333333,22.9771333334,9.1774
349.27,8.4242,21.2722666667,16.3079333333,22.5762666667,8.94493333333,9.07926666667,5.99566666667,9.95253333333,22.909,9.05326666668
349.64,8.46206666667,21.3644666667,16.3236,22.6724,8.94420000001,9.06653333333,6.02700000001,10.0328666666,22.9448,9.06340000001
350.00,8.41053333333,21.3613333333,16.3124666667,22.6580666667,8.93666666666,9.02626666667,6.0324,9.98013333334,22.902,8.99673333334
350.37,8.37973333333,21.4422666667,16.3152666667,22.6916666667,8.87833333333,8.98206666667,6.02720000001,9.96599999999,22.8868,8.97433333334
350.73,8.46546666667,21.6154666667,16.4109333333,22.8295333333,8.94233333333,9.07093333334,6.05733333334,10.0448,23.0412666667,9.05026666666
351.10,8.52126666667,21.6927333333,16.4460666667,22.8493333333,8.97233333333,9.05186666667,6.05126666667,10.0542666666,23.0783333333,9.04800000001
351.46,8.5662,21.8243333333,16.56,22.9655333333,9.02853333333,9.06959999999,6.04566666666,10.084,23.2024,9.10446666665
351.83,8.63966666667,21.9872666667,16.7074,23.1096,9.09866666666,9.11146666667,6.134,10.1295333333,23.2511333333,9.18373333333
352.19,8.67,22.0886,16.8469333333,23.1836,9.17260000001,9.14413333334,6.16026666667,10.1586,23.3595333333,9.23546666667
352.55,8.72646666667,22.125,16.8970666667,23.2139333333,9.15086666667,9.18566666667,6.18653333333,10.1896666667,23.3777333333,9.24573333334
352.92,8.6782,22.0945333333,16.8943333333,23.163,9.10179999999,9.10600000001,6.10846666667,10.1401333333,23.3732666667,9.17453333334
353.28,8.7484,22.2183333333,16.9978,23.2900666667,9.1632,9.16979999999,6.15,10.1972666667,23.4913333333,9.23453333334
353.65,8.83906666667,22.3290666667,17.1450666667,23.4048,9.30199999999,9.25820000001,6.20306666667,10.2507333333,23.6609333333,9.30419999999
354.01,8.93973333334,22.4751333333,17.2796666667,23.5400666667,9.40540000001,9.32966666667,6.25546666667,10.408,23.8442,9.38926666668
354.38,9.01980000001,22.6136,17.3947333333,23.6558666666,9.51133333333,9.40446666667,6.32519999999,10.5151333333,23.9833333333,9.42833333333
354.74,9.01706666667,22.6156,17.4344,23.6244,9.48706666667,9.33973333333,6.30153333334,10.5116,23.9736666666,9.40966666667
355.11,9.12626666667,22.7609333333,17.6134666667,23.8153333333,9.63006666667,9.4972,6.42706666666,10.6664,24.1586666667,9.51686666667
355.47,9.13653333333,22.7868,17.6554,23.8419333333,9.66433333333,9.49593333334,6.43473333334,10.6984,24.1629333333,9.49746666665
355.83,9.11859999999,22.786,17.6481333333,23.8531333333,9.63146666666,9.46726666667,6.38653333333,10.7069333333,24.2251333333,9.41466666665
356.20,9.19540000001,22.892,17.7238,24.0166666667,9.67033333333,9.56293333333,6.46753333333,10.7932666667,24.3582,9.47373333334
356.56,9.36653333334,23.1880666667,17.8928666667,24.2234,9.85226666667,9.69913333333,6.62020000001,10.9566666667,24.5948666667,9.66833333334
356.93,9.37266666667,23.2429333333,17.8886666667,24.2895333333,9.88166666667,9.73300000001,6.61993333333,10.9768,24.6686,9.684
357.29,9.39926666666,23.3373333333,17.9462666667,24.3964666667,9.91033333333,9.71000000001,6.64040000001,11.0062666667,24.7700666667,9.70153333334
357.66,9.42413333333,23.4865333333,18.0035333333,24.4774,9.96333333332,9.68480000001,6.65013333334,11.0382666667,24.8618666667,9.72153333333
358.02,9.43780000001,23.5676666667,18.0049333334,24.4989333333,9.95659999999,9.68446666667,6.63273333334,11.0038666667,24.9247333333,9.71133333335
358.38,9.52533333333,23.6158,18.0715333333,24.5957333333,10.0321333333,9.74280000001,6.6972,11.0294,25.0281333333,9.73819999999
358.75,9.51980000001,23.7240666666,18.0900666667,24.6792,10.0686,9.75353333333,6.75846666667,11.0134,25.1316666667,9.70553333334
359.11,9.468,23.7133333333,18.0756,24.7146666667,10.0312,9.666,6.72493333333,10.9707333333,25.1252,9.67106666666
359.48,9.50599999999,23.8789333333,18.1769333333,24.8408,10.0676,9.70333333334,6.79080000001,11.0386,25.3005333333,9.72333333333
359.84,9.55146666666,23.9858666666,18.2322,24.9727333334,10.1278,9.69426666667,6.80899999999,11.0724,25.4252666666,9.7544
360.20,9.52260000001,23.9775333333,18.2358666667,24.9367333333,10.0988666667,9.62139999999,6.7684,11.049,25.3836,9.70573333333
360.57,9.44399999999,23.873,18.1911333333,24.9088,10.006,9.52740000001,6.67740000001,10.9588666666,25.3265333333,9.58626666667
360.93,9.44266666666,23.9240666667,18.2271333333,24.9051333333,9.99806666666,9.48846666666,6.67626666667,10.9774666667,25.3165333333,9.56833333333
361.29,9.47460000001,23.9645333333,18.2681333333,24.9475333333,10.0237333333,9.52393333333,6.6634,10.9882,25.3735333333,9.56740000001
361.66,9.55260000001,24.0623333333,18.3316666667,25.0434666667,10.0766,9.63393333333,6.77013333333,11.0973333333,25.4991333333,9.63579999999
362.02,9.6182,24.1682,18.4197333333,25.1795333333,10.1212,9.68466666666,6.85473333334,11.1521333333,25.5682666667,9.6736
362.39,9.59579999999,24.1915333333,18.4303333333,25.2176,10.1376666667,9.65626666667,6.83166666667,11.1626,25.5997333333,9.67033333334
362.75,9.64066666665,24.2753333333,18.5203333333,25.3388666667,10.2021333333,9.7066,6.84866666665,11.2377333333,25.691,9.72353333333
363.11,9.64886666666,24.3238,18.5444666667,25.354,10.2114666667,9.71626666667,6.81719999999,11.2303333333,25.7440666667,9.69753333332
363.48,9.64286666668,24.3024,18.5074666666,25.3302,10.1836666667,9.67020000001,6.77306666667,11.1788,25.7311333333,9.65626666667
363.84,9.68179999999,24.4100666667,18.5796666667,25.3619333333,10.2444666667,9.72626666666,6.83580000001,11.2116,25.8008,9.6854
364.20,9.679,24.4680666667,18.6009333333,25.4334666667,10.2514666667,9.70973333333,6.8244,11.1876666667,25.8602,9.66066666665
364.57,9.71373333333,24.5905333333,18.672,25.4954,10.3063333333,9.74980000001,6.86760000001,11.2099333333,25.9572,9.67600000001
364.93,9.74066666667,24.6661333333,18.7316666667,25.5962666667,10.3354666667,9.75766666667,6.87553333333,11.207,26.0876666666,9.68786666667
365.29,9.70653333333,24.7277333333,18.7627333333,25.6665333333,10.3006666667,9.74173333333,6.8836,11.2052,26.1498666667,9.65239999999
365.66,9.64306666665,24.6905333333,18.7532,25.6496,10.2326666667,9.61600000001,6.77506666667,11.1046666667,26.1160666667,9.55479999999
366.02,9.64366666668,24.6962,18.7778,25.6574,10.2754666667,9.59993333334,6.76473333334,11.1258666667,26.1944,9.56326666668
366.38,9.63066666667,24.7191333333,18.8076,25.6684,10.2514,9.58353333334,6.76613333333,11.1274666667,26.2037333333,9.53166666666
366.75,9.62173333334,24.7887333333,18.8002,25.6948666667,10.2288666667,9.5484,6.76140000001,11.1176,26.2739333333,9.4942
367.11,9.57973333332,24.7805333333,18.7546,25.6893333333,10.2164,9.48513333334,6.76026666666,11.0873333333,26.3032,9.45666666667
367.47,9.58346666667,24.8672666667,18.8176666667,25.7667333333,10.241,9.50886666667,6.76466666667,11.1400666667,26.3900666667,9.44446666667
367.84,9.54419999999,24.8301333333,18.7718666667,25.7831333333,10.1844,9.41953333333,6.70533333333,11.0913333333,26.3725333334,9.37986666668
368.20,9.50119999999,24.8688666667,18.7917333333,25.8056666667,10.1812666667,9.33333333334,6.65886666665,11.0772666667,26.4302,9.31759999999
368.56,9.48846666666,24.9005333333,18.8152,25.8737333333,10.1788,9.30040000001,6.66713333333,11.1169333333,26.5289333333,9.29519999999
368.93,9.50840000001,25.0120666667,18.8683333333,25.9412,10.2076,9.32846666667,6.69386666667,11.1164666667,26.605,9.29039999999
369.29,9.60433333333,25.0990666667,18.9611333334,26.0025333333,10.3151333333,9.35313333333,6.75073333333,11.182,26.7077333333,9.36133333333
369.65,9.67333333333,25.2474,19.0803333333,26.1164,10.4200666667,9.44420000001,6.835,11.2713333333,26.8520666667,9.44526666666
370.01,9.65253333334,25.2744666667,19.0873333333,26.1795333333,10.413,9.4198,6.83226666667,11.2544666667,26.8479333333,9.42433333335
370.38,9.6874,25.3797333333,19.1162666667,26.2442666667,10.4442666667,9.42773333333,6.84919999999,11.2817333333,26.9462,9.43533333333
370.74,9.68086666667,25.3198666667,19.1340666667,26.2228666667,10.4012666667,9.38626666667,6.81126666667,11.2626666667,26.8886,9.38586666667
371.10,9.73879999999,25.4221333333,19.2457333333,26.3044666667,10.4297333334,9.37413333332,6.81086666668,11.3270666667,26.9720666667,9.36560000001
371.46,9.77653333332,25.4729333333,19.3192666667,26.3980666667,10.4554,9.36506666666,6.82633333333,11.337,27.0905333333,9.3958
371.83,9.79053333333,25.5836666667,19.4084666667,26.4758,10.4991333333,9.39259999999,6.86973333333,11.3888,27.206,9.43380000001
372.19,9.89913333333,25.7061333333,19.5129333333,26.6210666667,10.5884,9.51473333334,6.97526666667,11.479,27.3374666666,9.52986666667
372.55,9.92746666667,25.7847333333,19.593,26.6788666667,10.6555333333,9.55873333334,7.01486666668,11.5271333333,27.3800666667,9.56699999999
372.92,9.99166666667,25.8788,19.7244666667,26.8186,10.7660666667,9.61993333333,7.06626666667,11.6472,27.5336666667,9.65700000001
373.28,9.95606666667,25.964,19.7538,26.8777333333,10.7428,9.61093333333,7.06140000001,11.6495333333,27.6123333333,9.65333333333
373.64,9.93100000001,25.9491333333,19.7492666666,26.8779333333,10.7448666667,9.5782,7.0376,11.6214666667,27.6448666667,9.62773333333
374.00,9.97233333333,26.1075333333,19.8276,26.9661333333,10.7694,9.60680000001,7.03600000001,11.6686,27.7805333333,9.65533333333
374.37,9.98933333335,26.2021333333,19.9322,27.0866,10.7785333333,9.63186666667,7.0368,11.6828,27.8708666667,9.64406666668
374.73,10.0187333333,26.3321333333,20.0273333333,27.1730666667,10.8792666667,9.68560000001,7.10446666667,11.7668666667,28.0461333334,9.71006666667
375.09,10.0846,26.5196666667,20.1294666667,27.3164,10.9748666667,9.76926666666,7.20393333333,11.808,28.244,9.80760000001
375.45,10.0962,26.6290666667,20.1692,27.3882,11.0154666667,9.79286666667,7.2418,11.8741333333,28.2704666667,9.81366666667
375.81,10.0842666667,26.6836,20.2083333333,27.4324666667,10.9984,9.79093333333,7.19133333334,11.8593333333,28.2972,9.79413333333
376.18,10.0940666667,26.7657333333,20.2254666667,27.4856666667,10.9910666667,9.78886666666,7.163,11.8799333333,28.3819333333,9.80526666667
376.54,10.122,26.8650666667,20.2842666667,27.5726666667,11.0062666667,9.77506666666,7.13586666667,11.8919333333,28.4698666667,9.81413333334
376.90,10.0912,26.8828,20.2522,27.5795333333,10.9674666667,9.74133333333,7.11746666665,11.8403333333,28.467,9.74733333335
377.26,10.0545333333,26.8512666667,20.2392,27.5927333334,10.9366666667,9.69313333333,7.06980000001,11.8043333333,28.457,9.67479999999
377.63,9.99119999999,26.9060666667,20.2378666667,27.6304666667,10.8649333333,9.59993333333,6.96593333333,11.7234666667,28.4892,9.58120000001
377.99,10.0338,26.9949333333,20.3455333334,27.755,10.9158666667,9.63746666667,7.01386666665,11.7678666667,28.6073333333,9.59346666667
378.35,10.0264666667,27.0226,20.37,27.7460666666,10.9406,9.59193333333,7.02006666668,11.7855333333,28.6227333333,9.58546666666
378.71,10.0596666667,27.1066666667,20.4397333333,27.8844666666,10.9586,9.59420000001,7.01693333332,11.7938,28.7336666667,9.59986666667
379.07,10.0733333333,27.1256,20.4805333333,27.95,10.9517333333,9.60586666666,7.01413333333,11.8252,28.7298,9.57893333333
379.44,10.1186666667,27.1830666667,20.5416666666,28.0170666667,10.9653333333,9.63413333333,7.0374,11.8095333333,28.8259333333,9.58106666667
379.80,10.1087333333,27.2088666667,20.5332666667,28.048,10.9674,9.60940000001,7.05113333333,11.8220666667,28.9029333333,9.56653333332
380.16,10.0978,27.2330666667,20.5699333333,28.0615333333,10.9768666667,9.58380000001,7.03706666668,11.7991333333,28.9587333333,9.5132
380.52,10.0874,27.2409333333,20.5625333333,28.1191333333,10.9376,9.5514,7.01313333333,11.7776,29.0097333333,9.44639999999
380.88,10.0340666667,27.2593333333,20.5628,28.1242666667,10.8728666667,9.46506666666,6.92913333334,11.7368,29.0295333333,9.38973333335
381.24,10.1014666667,27.3519333333,20.6085333333,28.2000666667,10.9324666667,9.48386666667,6.98386666667,11.7768666667,29.1241333333,9.40953333333
381.61,10.1717333333,27.4196,20.6910666667,28.287,10.9842666667,9.51413333333,7.05046666667,11.8485333333,29.1848666667,9.447
381.97,10.1574,27.4521333333,20.6636666667,28.3203333333,10.9612,9.48199999999,7.04253333332,11.8358666667,29.2078666667,9.44573333335
382.33,10.1569333333,27.484,20.6888666667,28.3944666666,10.9241333333,9.45953333333,6.99319999999,11.7959333334,29.2937333333,9.41886666667
382.69,10.1424666667,27.5372,20.6911333333,28.4322666667,10.8988666667,9.42753333333,6.97066666668,11.7681333333,29.3018,9.35766666668
383.05,10.1144666667,27.5633333333,20.7139333333,28.4742666667,10.8812666667,9.38693333333,6.92773333333,11.7565333333,29.3772,9.32219999999
383.41,10.0194,27.5414,20.6637333333,28.4677333333,10.8450666667,9.29886666667,6.84353333334,11.6826666667,29.3985333333,9.23573333333
383.77,10.106,27.6471333333,20.7854666666,28.6028,10.9063333333,9.35186666666,6.88033333333,11.7354666667,29.5018,9.25753333333
384.14,10.1441333333,27.7425333333,20.8624,28.7158,10.9370666667,9.37546666666,6.92140000001,11.782,29.5768666667,9.30659999999
384.50,10.1538666667,27.8562,20.9438666667,28.7891333333,10.9834,9.43666666667,6.95419999999,11.8223333333,29.6886666667,9.3452
384.86,10.2443333333,28.0009333333,21.0746,28.9104666666,11.0798666667,9.52126666667,7.04940000001,11.8950666667,29.8112666667,9.40053333334
385.22,10.2977333333,28.1056666667,21.1622666667,29.0096,11.101,9.52926666667,7.03979999999,11.9365333333,29.9173333333,9.42099999999
385.58,10.3022666667,28.2064,21.2115333333,29.1040666667,11.1306666667,9.55986666667,7.03766666667,11.9626,30.0277333333,9.40739999999
385.94,10.3258,28.2798,21.2575333333,29.1306,11.1394666666,9.54099999999,7.01046666667,11.9653333333,30.0909333333,9.38506666666
386.30,10.3308,28.3379333333,21.2774,29.1852666667,11.1485333333,9.53726666667,7.00033333334,11.9900666667,30.162,9.38966666667
386.66,10.3803333333,28.4081333333,21.3208666667,29.2685333333,11.1906666667,9.56066666666,7.01766666665,12.0081333333,30.24,9.42219999999
387.03,10.4718,28.5963333333,21.428,29.4091333333,11.2864,9.60773333334,7.08959999999,12.0938,30.382,9.49373333334
387.39,10.5922,28.7808,21.5792666667,29.5774,11.3718666667,9.70839999999,7.18653333333,12.2205333333,30.5362,9.58900000001
387.75,10.6104,28.8103333333,21.6153333333,29.6368,11.3896,9.72106666667,7.22233333334,12.2358,30.5874666667,9.61146666665
388.11,10.6497333333,28.9024666667,21.6724,29.7074666667,11.4361333333,9.74986666666,7.26613333333,12.2636,30.664,9.62486666665
388.47,10.7086,28.9936666666,21.7445333333,29.8059333333,11.4909333333,9.75906666667,7.29966666667,12.3058,30.7467333333,9.65540000001
388.83,10.7437333333,29.0408,21.7737333333,29.8974,11.5304666667,9.76213333334,7.33473333333,12.3489333333,30.8234,9.70046666666
389.19,10.7432,29.1381333333,21.8362,29.9766666667,11.5888666666,9.80079999999,7.36086666667,12.3884,30.9001333333,9.71346666667
389.55,10.8168,29.2487333333,21.9249333333,30.1095333333,11.6199333333,9.83100000001,7.42853333334,12.4706666667,31.0263333333,9.77386666668
389.91,10.8431333333,29.3274666667,22.002,30.2258,11.6617333333,9.85906666667,7.47679999999,12.5110666667,31.1253333334,9.806
390.27,10.883,29.4394,22.0584,30.3165333333,11.7022,9.88780000001,7.52813333333,12.5549333333,31.2028666667,9.84893333335
390.63,10.8734,29.5046,22.1212666667,30.3552666667,11.707,9.89006666666,7.53973333335,12.5644666667,31.2858666667,9.84993333334
391.00,10.8568666667,29.4956666667,22.1228666667,30.3480666667,11.6641333334,9.86806666667,7.51473333334,12.5216,31.2792666667,9.81026666667
391.36,10.8370666667,29.4948,22.1125333333,30.3785333333,11.6304666667,9.80453333334,7.47859999999,12.4848,31.2911333333,9.74880000001
391.72,10.8308666667,29.588,22.1433333333,30.4550666667,11.6480666667,9.77653333334,7.46179999999,12.4844,31.3602,9.74420000001
392.08,10.8084,29.6685333333,22.1594,30.529,11.6489333333,9.74253333334,7.42593333333,12.4869333333,31.4327333333,9.71133333334
392.44,10.7746666667,29.6652666667,22.1607333333,30.5405333334,11.5949333333,9.68593333333,7.3886,12.4540666667,31.4510666667,9.67100000001
392.80,10.7499333333,29.7196,22.1916666667,30.5996666667,11.5542666667,9.62946666667,7.33473333332,12.4205333333,31.5125333333,9.60160000001
393.16,10.7528,29.7548,22.1944666667,30.6398666667,11.5304666667,9.61253333333,7.32746666668,12.409,31.5472,9.59306666667
393.52,10.75,29.8038666667,22.2104666667,30.6622,11.5446,9.60106666667,7.33066666666,12.3858666667,31.5666666667,9.5866
393.88,10.7482666667,29.8692,22.2453333333,30.6934666667,11.5402666667,9.61446666667,7.33113333334,12.3926666667,31.6098666667,9.5674
394.24,10.773,29.9614666667,22.3310666667,30.7772666667,11.5675333333,9.6256,7.34826666668,12.4112,31.7116666667,9.56493333335
394.60,10.8252,30.0282,22.3912,30.8743333333,11.6153333333,9.64886666666,7.37519999999,12.4570666667,31.7808666667,9.58933333335
394.96,10.8550666667,30.1290666667,22.4688,31.0032666667,11.6572,9.67993333333,7.39826666666,12.5012,31.9134,9.60673333333
395.32,10.8518,30.1968666667,22.5048,31.0676666667,11.6801333334,9.67793333334,7.4066,12.5270666667,31.9948,9.63053333333
395.68,10.9071333333,30.2832,22.5634666667,31.1401333333,11.7201333333,9.7056,7.45366666667,12.5674,32.0934,9.65079999999
396.04,10.9678,30.3246,22.6384,31.213,11.7624666667,9.74853333333,7.50959999999,12.5920666667,32.1713333333,9.69853333334
396.40,11.0213333333,30.4480666667,22.7162666667,31.3252666667,11.8347333333,9.79980000001,7.56119999999,12.6501333333,32.2703333333,9.72166666667
396.76,11.0584,30.4969333333,22.7502666667,31.3655333333,11.8697333333,9.84873333334,7.605,12.6669333333,32.3260666667,9.75553333332
397.12,11.1304,30.6131333333,22.8681333333,31.5224666667,11.9361333333,9.90666666666,7.67113333333,12.7543333333,32.4657333333,9.79133333333
397.48,11.1891333333,30.714,22.9502666667,31.6258,12.0027333333,9.96746666666,7.73986666667,12.8431333333,32.6024,9.85279999999
397.84,11.2793333333,30.8204666667,23.0387333333,31.7532666667,12.1042,10.0136666667,7.79386666665,12.9244,32.7489333334,9.91953333334
398.20,11.3488,30.9074,23.1137333333,31.8686666667,12.1767333333,10.0625333333,7.84133333333,12.9960666666,32.8377333333,9.95433333335
398.56,11.4046666667,31.0338,23.2010666667,31.9832666667,12.2238,10.1026,7.89106666666,13.0383333333,32.9692,9.99306666667
398.92,11.4268666667,31.0950666667,23.2136,32.0389333333,12.2560666667,10.1036666667,7.90533333334,13.0512,33.0277333333,10.0090666667
399.28,11.5121333333,31.201,23.2926666667,32.1200666667,12.318,10.1548,7.96699999999,13.1097333333,33.1105333334,10.0558
399.64,11.5514666667,31.3173333333,23.3845333333,32.2115333333,12.3543333333,10.2065333333,7.99513333333,13.1721333333,33.2166666667,10.089
400.00,11.5568666667,31.4106,23.4584,32.2854666667,12.3616666667,10.22,8.00586666667,13.1944666667,33.3133333333,10.0811333333
400.36,11.5709333333,31.4509333334,23.4890666667,32.3368666667,12.365,10.214,8.01653333334,13.1909333333,33.381,10.0896
400.72,11.6453333333,31.5687333333,23.5892666667,32.4416666667,12.4482,10.2613333333,8.06340000001,13.295,33.4910666667,10.1503333333
401.08,11.6407333333,31.6196,23.6235333333,32.4918,12.4536666666,10.2565333333,8.07006666665,13.3074,33.5411333333,10.1673333333
401.44,11.6394666667,31.6654666667,23.6559333333,32.5555333334,12.4477333333,10.2391333333,8.04613333333,13.2907333333,33.5717333333,10.1337333333
401.80,11.5994,31.6816,23.6229333333,32.5524,12.3900666667,10.1853333333,8.00813333333,13.2639333333,33.5608666667,10.0871333333
402.16,11.5992,31.7101333333,23.6182,32.5788666667,12.3800666667,10.1614,8.009,13.2670666667,33.5543333333,10.0855333333
402.52,11.5737333333,31.7303333333,23.6312666667,32.5944,12.3637333333,10.1154666667,7.96406666667,13.2676666667,33.5586,10.0375333333
402.88,11.5775333333,31.7838,23.6998,32.68,12.3522666667,10.1006666667,7.95239999999,13.2868666667,33.6119333333,10.0298
403.24,11.5563333333,31.8050666667,23.7011333333,32.7328666666,12.3248666667,10.0710666667,7.9224,13.2698,33.6275333333,9.98533333334
403.60,11.5562666667,31.8150666667,23.7084,32.7797333333,12.3308666667,10.0592666667,7.92699999999,13.273,33.6767333333,9.97573333335
403.95,11.6076,31.8728666667,23.7378,32.8385333333,12.3588666667,10.0802,7.93659999999,13.3129333333,33.7203333333,10.0002666667
404.31,11.5935333333,31.9428666667,23.7798666667,32.9012666667,12.3632,10.0644,7.91273333335,13.3188666667,33.7753333333,9.98006666665
404.67,11.6210666667,32.0262666667,23.8328,33.0012,12.3814,10.0748666667,7.93713333334,13.3267333333,33.8686666667,9.99346666667
405.03,11.6332,32.0528666667,23.8320666667,33.0282,12.3922,10.0667333333,7.91813333333,13.3151333333,33.9276666667,9.99079999999
405.39,11.6489333333,32.1257333333,23.8761333333,33.1004666667,12.4046666667,10.0724,7.91680000001,13.3288,33.9848666667,10.0046
405.75,11.655,32.1872,23.9434,33.1996666667,12.4125333333,10.0650666667,7.91193333335,13.3236666667,34.0829333333,9.99546666665
406.11,11.6509333333,32.2614666667,23.9832,33.2713333333,12.4204666667,10.0703333333,7.91773333333,13.3272,34.1764666667,9.99226666665
406.47,11.6526666667,32.2904666666,23.9917333333,33.2999333333,12.4284,10.0636666667,7.93933333335,13.3292,34.2168666667,10.0279333333
406.83,11.7016,32.3663333333,24.0319333334,33.3591333333,12.4709333334,10.0937333333,7.98973333334,13.3512,34.2808,10.0642666667
407.19,11.7111333333,32.4432666667,24.0809333333,33.4068,12.4995333333,10.1016,8.01106666666,13.3772,34.3677333333,10.0720666667
407.55,11.7149333333,32.5152,24.095,33.4480666667,12.4924666667,10.0756,7.99293333334,13.3772,34.3872666667,10.0473333333
407.90,11.7584,32.6008,24.1590666667,33.5507333333,12.5302666667,10.0956,8.02460000001,13.4211333333,34.4968666667,10.0826
408.26,11.8382666667,32.7082666667,24.2166666667,33.6625333333,12.5988666666,10.1536666667,8.09419999999,13.5071333333,34.5878,10.1486666667
408.62,11.8104,32.7174666667,24.2026666667,33.6529333333,12.5658666667,10.1388,8.0692,13.4994,34.5718666667,10.1081333333
408.98,11.8313333333,32.7750666666,24.2555333333,33.7061333333,12.581,10.1519333333,8.09073333333,13.5144,34.6174666667,10.1248666667
409.34,11.8243333333,32.8144,24.2756,33.7377333333,12.5896,10.1383333333,8.09626666666,13.5384666667,34.6808666667,10.1171333333
409.70,11.8489333333,32.8615333333,24.3086,33.7654,12.6203333334,10.1605333333,8.12959999999,13.5673333333,34.7143333333,10.1295333333
410.06,11.8909333333,32.9162666667,24.3651333333,33.8330666667,12.6448,10.175,8.15066666665,13.5951333333,34.7957333333,10.1489333333
410.42,11.9256,33.0266666666,24.4377333333,33.9497333333,12.6564,10.2028666667,8.17353333333,13.6339333333,34.9003333333,10.1438
410.77,11.9337333333,33.0648,24.4694,33.9897333333,12.6650666667,10.2034,8.16773333332,13.6566,34.9442,10.1324
411.13,11.976,33.1218,24.5204,34.069,12.6949333334,10.2391333333,8.1932,13.6826,35.003,10.1694666667
411.49,11.9915333333,33.1596666667,24.5824666667,34.1244,12.7105333333,10.2658666667,8.19346666667,13.7126,35.0478,10.1732
411.85,11.9414,33.1672,24.5757333333,34.1274666667,12.6722,10.2287333333,8.17019999999,13.6763333333,35.0168,10.1246
412.21,11.9269333333,33.1677333334,24.5648,34.1436,12.6628,10.2050666667,8.1542,13.6488,35.0296666667,10.0962666667
