wavelength,Back_SicCitf,Belly_SicCitf,Breast_SicCitf,Crissum_SicCitf,Crown_SicCitf,DorTail_SicCitf,Patch10_SicCitf,Patch11_SicCitf,Rump_SicCitf,Throat_SicCitf,WingTip_SicCitf
333.18,10.2214666667,18.5642666667,7.1958,16.8985,8.67493333333,7.74316666667,6.49706666667,22.7544666666,12.1984888889,12.2184666667,7.63058333333
333.54,10.2846666667,18.6331333333,7.22493333333,17.0091333333,8.82459999999,7.78553333333,6.5228,22.8248666667,12.3554777778,12.2809333333,7.70025833333
333.91,10.1072,18.4972666667,7.07993333333,16.8373666667,8.61333333333,7.5787,6.23146666667,22.7144666667,12.1059888889,12.1195333333,7.42839166667
334.28,10.4078,18.7437333333,7.53766666667,17.1995666667,8.79180000001,7.80933333333,6.58753333333,22.9000666667,12.4142555556,12.5029333333,7.7581
334.64,10.4758666667,18.8044,7.54293333333,17.1657333333,8.78246666667,7.7865,6.6268,22.9183333333,12.4081777778,12.4761333333,7.873675
335.01,10.4806666667,18.9603333333,7.61546666666,17.1739666667,8.88813333334,7.84966666667,6.8482,23.1168,12.5316222222,12.4669333333,7.99425
335.38,10.2846,18.9516,7.58646666667,17.0419333333,8.74893333333,7.7243,6.71353333333,23.1140666667,12.5107444444,12.3708,7.85521666667
335.74,9.98073333333,18.8933333333,7.2526,16.921,8.44873333333,7.4142,6.41426666667,22.9660666666,12.2652555556,12.2063333333,7.56134166667
336.11,9.8214,18.9693333333,7.15266666667,16.9088333333,8.27433333334,7.42633333333,6.30373333333,22.8420666667,12.0980888889,12.1553333333,7.401825
336.47,9.76006666667,18.9461333333,7.0346,16.8286333333,8.08033333333,7.24453333333,6.20086666667,22.7094666667,11.9406444445,12.1155333333,7.17375
336.84,9.7594,18.8001333333,6.86866666667,16.737,7.86259999999,7.02403333333,5.94786666667,22.6314666667,11.8427444444,11.987,6.878875
337.21,9.5914,18.7192,6.79813333333,16.4694,7.73519999999,6.8139,5.712,22.5615333333,11.6632111111,11.7480666667,6.62445833333
337.57,9.58979999999,18.7181333333,6.83146666667,16.3785666667,7.76839999999,6.72013333333,5.91226666667,22.475,11.6142777778,11.8611333333,6.59514166667
337.94,9.59386666666,18.8033333333,6.7616,16.4674666667,7.76266666667,6.63786666667,5.98006666667,22.4863333333,11.6031111111,11.8619333333,6.55166666667
338.31,9.44146666665,18.8770666667,6.4898,16.3693,7.54686666667,6.4201,5.7786,22.388,11.4126666667,11.5183333333,6.26556666667
338.67,9.15853333333,18.6188666667,6.24493333333,16.2072,7.28759999999,6.16263333333,5.535,22.0796,11.1990333333,11.1665333333,6.003275
339.04,9.21,18.5946666667,6.19753333333,16.1591333333,7.22606666667,6.08886666667,5.421,21.8896666667,11.1490444445,11.2456,5.92971666667
339.40,9.54100000001,18.96,6.46333333333,16.6059666667,7.62473333333,6.31886666667,5.76946666667,22.0720666667,11.3912111111,11.6167333333,6.355675
339.77,9.7672,19.0902,6.5686,16.7570333333,7.78386666666,6.4511,5.87733333333,22.1380666667,11.4608333333,11.7132666667,6.516975
340.14,9.89413333333,19.3292666667,6.66113333333,16.91,7.99320000001,6.545,5.96613333333,22.2742,11.6158777778,11.7614,6.6522
340.50,9.68466666667,19.1766666667,6.4946,16.8398333333,7.88959999999,6.2901,5.73213333333,22.2575333333,11.5259444444,11.6719333333,6.59384166667
340.87,9.60873333335,19.3097333333,6.57093333334,16.9298666667,8.04199999999,6.33533333333,5.77186666667,22.3418,11.5753666667,11.669,6.67175833333
341.23,9.47926666665,19.324,6.3728,16.9063,7.89013333333,6.0687,5.592,22.1971333334,11.4200666667,11.6653333333,6.581125
341.60,9.56513333333,19.3018,6.426,17.0877,7.86066666666,6.0897,5.48166666667,22.3588666667,11.4580666667,11.6525333333,6.62459166667
341.96,9.65120000001,19.2484666667,6.52273333333,17.0757666667,7.86766666667,6.1561,5.49973333333,22.3984,11.4575333333,11.7008,6.61453333333
342.33,9.58900000001,19.1426,6.424,17.0456333333,7.80006666667,6.12813333333,5.3736,22.3518666667,11.4349555556,11.7942,6.590225
342.70,9.71179999999,19.2854,6.53046666667,17.2956333333,7.9418,6.2859,5.42626666667,22.5120666667,11.5787,12.0142,6.70156666667
343.06,9.93146666665,19.5883333333,6.90506666667,17.7509333333,8.18653333333,6.6314,5.7282,22.7603333333,11.8090777778,12.3555333333,6.98204166667
343.43,9.94946666668,19.5962666667,6.95033333333,17.7823,8.17053333333,6.74523333333,5.72326666667,22.8067333333,11.7700555555,12.3746666667,6.94533333333
343.79,10.0348666667,19.6849333333,7.118,17.8628,8.30099999999,6.74963333333,5.87666666667,22.9184,11.9002,12.4806,6.94684166667
344.16,10.0286666667,19.6873333333,7.27553333333,17.9941333333,8.2478,6.7418,5.9612,22.997,11.9295222222,12.5886,6.926925
344.52,10.3594666667,19.9727333333,7.60706666667,18.3044333333,8.62293333334,7.0253,6.33926666667,23.2016,12.2381666667,12.9015333333,7.22314166667
344.89,10.4704666667,20.0933333333,7.62,18.4204333333,8.64766666666,7.16066666667,6.40846666667,23.2574,12.2995777778,13.1005333333,7.26443333333
345.25,10.6342666667,20.3596666667,7.88993333333,18.6792666667,8.87853333334,7.51346666667,6.72593333333,23.4617333334,12.5192,13.2758,7.4812
345.62,10.6362666667,20.5387333333,7.91306666667,18.7699666667,8.94253333334,7.59873333333,6.76886666667,23.6307333333,12.5884222222,13.3966666667,7.49069166667
345.99,10.6956,20.7634,7.99633333333,18.9450666667,9.06733333334,7.64623333333,6.856,23.798,12.7644777778,13.5166,7.61094166667
346.35,10.911,21.0878666667,8.27393333333,19.2623333333,9.3098,7.9444,7.05733333333,24.0541333333,12.9544,13.767,7.91991666667
346.72,10.8761333333,21.1272666667,8.3068,19.2989333333,9.28499999999,7.89983333333,7.02446666667,24.062,12.9112111111,13.7878666666,7.94515833333
347.08,10.6936666667,20.9633333333,8.10333333333,19.1131666667,9.15026666667,7.64483333333,6.84913333333,23.9976666667,12.7962333333,13.55,7.77250833333
347.45,10.5568666667,20.7909333333,8.0208,18.9312333333,8.98073333334,7.47176666667,6.63266666667,23.8885333333,12.7591333333,13.4994,7.61230833333
347.81,10.5071333333,20.8724666667,8.00966666667,18.9047333333,8.999,7.56173333333,6.56853333334,23.8980666667,12.7578111111,13.4908,7.66555
348.18,10.6226666667,21.0487333333,7.99626666667,19.0217,9.14013333333,7.60613333333,6.65406666667,23.9342666667,12.8915666667,13.5003333333,7.79984166667
348.54,10.4267333333,20.9270666667,7.76166666667,18.8516,8.82193333334,7.38436666667,6.3576,23.7505333333,12.6595,13.2297333333,7.50034166667
348.91,10.4418666667,21.0712666667,7.8646,18.9006666667,8.84206666667,7.37273333333,6.3978,23.7610666667,12.6835333333,13.2989333333,7.62374166666
349.27,10.5677333333,21.0355333333,7.9148,19.0004,8.94420000001,7.38853333333,6.47266666667,23.9416666667,12.8881111111,13.4460666667,7.65975
349.64,10.5834,21.1247333333,7.9458,18.9755333333,8.95226666667,7.27426666667,6.419,23.8372666667,12.8720888889,13.4298666667,7.66450833334
350.00,10.4978666667,21.0035333333,7.8578,18.9738666667,8.86606666667,7.20193333333,6.27733333333,23.6310666667,12.7725222222,13.3720666667,7.60659166667
350.37,10.2194,20.6982666667,7.64293333333,18.7102,8.62820000001,6.89376666667,6.0582,23.3876,12.5374555555,13.0677333333,7.3031
350.73,10.1857333333,20.6182666667,7.67166666666,18.6827666667,8.67666666666,6.90893333333,6.10626666667,23.3074,12.4858444444,13.1140666667,7.285125
351.10,10.0106,20.4546666667,7.49786666667,18.5031333333,8.46013333333,6.69156666667,5.9052,23.0869333333,12.2308444444,12.9933333333,7.002
351.46,10.0778,20.6402666667,7.5078,18.7663333333,8.49380000001,6.78526666667,6.06106666667,23.2616,12.2499222222,12.9982666667,7.05405
351.83,9.99326666667,20.5224,7.44273333333,18.7679,8.3396,6.6026,5.9936,23.1295333333,12.1534666667,12.8691333333,6.90559166667
352.19,10.0046,20.5756666667,7.45513333333,18.7996666667,8.28060000001,6.58126666667,5.91846666667,23.201,12.1320555556,12.9420666667,6.8528
352.55,9.73246666666,20.519,7.35106666667,18.6681333333,8.1316,6.39096666667,5.80493333334,23.0955333333,11.9495888889,12.9149333333,6.76311666667
352.92,9.74766666667,20.3744,7.37093333333,18.6124666667,8.13513333333,6.44926666667,5.83986666666,23.0941333333,11.8999888889,12.8902,6.71249166667
353.28,9.63733333333,20.2725333333,7.2852,18.5787666667,8.06979999999,6.35083333333,5.6586,22.9533333333,11.7011666667,12.8200666667,6.659375
353.65,9.8084,20.3437333333,7.43873333333,18.7292333333,8.2234,6.54313333333,5.88486666667,23.1021333333,11.8274888889,12.9828,6.80036666667
354.01,9.86740000001,20.4326666667,7.55013333334,18.7862333333,8.29133333334,6.6875,6.0092,23.1868,11.8704111111,13.0736,6.88459166667
354.38,9.85973333333,20.5319333333,7.56693333334,18.8007666666,8.31186666666,6.6468,5.99313333333,23.1792666667,11.8769777778,13.2028666667,6.87858333333
354.74,10.0006666667,20.7204,7.7132,18.9716333333,8.36973333333,6.7605,6.0632,23.4210666667,12.0395,13.3333333333,6.92278333333
355.11,10.2478,21.1383333333,8.0614,19.1737666667,8.66840000001,7.00986666667,6.41033333333,23.7524,12.3812111111,13.6494666667,7.25105
355.47,10.19,21.0850666667,8.01713333333,19.0774333333,8.59746666667,6.85263333333,6.25033333333,23.7277333333,12.3319888889,13.6324,7.11870833333
355.83,10.1352666667,21.1876666667,8.00613333333,19.1267666667,8.4858,6.90883333333,6.15886666666,23.7517333333,12.3299555555,13.6470666667,7.020825
356.20,10.0978666667,21.1337333333,7.96986666667,19.1166,8.43086666666,6.84126666667,6.20193333333,23.6678,12.3297222222,13.5949333333,6.96965833333
356.56,10.2870666667,21.2089333333,8.00753333333,19.1966666667,8.48293333334,6.9532,6.251,23.7472,12.4369222222,13.6954,6.958
356.93,10.166,21.2718666667,7.866,19.2138,8.32706666667,6.7976,6.13933333334,23.6852,12.3583666667,13.5830666666,6.79905833333
357.29,10.1668666667,21.4168666667,7.91386666667,19.2606666667,8.22973333333,6.70946666667,6.17146666667,23.6202666667,12.3168888889,13.5115333333,6.764225
357.66,10.0781333333,21.3468666667,7.8136,19.2237,8.07679999999,6.60076666667,6.02033333333,23.5172,12.2332333333,13.4802,6.61685
358.02,10.2282,21.5345333333,7.9694,19.3486666667,8.19886666667,6.6933,6.2426,23.7134666667,12.3774333333,13.6787333333,6.64201666667
358.38,10.3156666667,21.6180666667,8.0218,19.3887333333,8.25159999999,6.76916666667,6.30866666667,23.8217333333,12.4286111111,13.6283333333,6.71295833333
358.75,10.1595333333,21.5179333333,7.8468,19.2343666667,8.12653333333,6.55173333333,6.18293333333,23.5891333333,12.2470555555,13.4129333333,6.619025
359.11,9.98300000001,21.3843333333,7.60346666667,19.2131,7.98366666666,6.35356666667,5.8676,23.4704666667,12.0367888889,13.2131333333,6.44134166667
359.48,10.0264,21.5483333333,7.668,19.3039666667,8.03113333333,6.34916666667,5.91673333333,23.5306,12.0930666667,13.2742666667,6.53024166667
359.84,10.0172666667,21.5136,7.67026666667,19.3695333333,8.10919999999,6.36506666667,5.99653333333,23.5032666667,12.1250333333,13.3574666667,6.57198333333
360.20,9.94293333332,21.4948,7.67226666667,19.3686,8.07613333333,6.33766666667,5.90086666667,23.5316666666,12.0912777778,13.3954666667,6.51515833334
360.57,10.005,21.6146,7.7986,19.5363333333,8.16853333333,6.36686666667,5.95213333333,23.5678,12.1693111111,13.4698666667,6.634175
360.93,10.0698,21.7124,7.8932,19.6380333333,8.28073333333,6.40026666667,5.95846666667,23.6084666667,12.2283555556,13.5491333333,6.77116666667
361.29,10.0832,21.6598666667,7.89206666667,19.6248333333,8.30406666666,6.40463333333,5.92653333333,23.6197333333,12.2447,13.5525333333,6.75355833333
361.66,9.99999999999,21.6090666667,7.86346666667,19.5698,8.25166666666,6.30386666667,5.836,23.5884,12.1991444444,13.4606666667,6.73
362.02,9.89306666667,21.5676666667,7.75753333333,19.4555333333,8.15740000001,6.19066666667,5.63333333334,23.4613333333,12.0902555556,13.3469333333,6.715375
362.39,9.97653333333,21.5763333333,7.86746666667,19.6120666667,8.26553333333,6.28196666667,5.69266666667,23.5206666667,12.1401444445,13.4788666667,6.79323333333
362.75,10.0734,21.6885333333,7.94993333333,19.7159,8.31879999999,6.35446666667,5.70593333333,23.6932666667,12.2664222222,13.6896,6.86595833333
363.11,10.1333333333,21.6894,8.05486666667,19.7927,8.32246666667,6.39043333333,5.74846666667,23.6898,12.3031111111,13.7553333333,6.89713333333
363.48,10.0873333333,21.6066666667,8.04626666667,19.7625666667,8.35553333333,6.34813333333,5.71433333333,23.6156,12.2633,13.6682666667,6.86670833333
363.84,10.1435333333,21.6600666667,8.1352,19.7966,8.43699999999,6.343,5.73026666667,23.6496,12.2299555555,13.73,6.943875
364.20,10.1978,21.6930666667,8.2024,19.7981333333,8.54479999999,6.3464,5.793,23.6148666667,12.2446555556,13.7409333333,7.04099166667
364.57,10.2062,21.6912666667,8.23413333333,19.8173333333,8.63126666667,6.35536666667,5.82746666667,23.6480666667,12.2596222222,13.8024,7.074425
364.93,10.3324,21.7888,8.37573333333,19.8625,8.75960000001,6.4781,6.02313333333,23.8455333333,12.4478555556,13.9428,7.129675
365.29,10.3798666667,21.8644,8.43453333333,19.9151333333,8.75086666667,6.56326666667,6.06753333333,23.8570666667,12.5197,14.0272,7.27125
365.66,10.4005333333,21.9828666667,8.4426,19.9349,8.79253333333,6.60553333333,6.02673333333,23.9118,12.5429222222,14.0328666667,7.2773
366.02,10.5078,22.0574666667,8.55673333333,20.0931333333,8.91973333333,6.66183333333,6.16106666667,24.0225333333,12.6848333333,14.1661333333,7.33779166667
366.38,10.6074,22.2122,8.67646666667,20.0751333334,8.99000000001,6.6987,6.25013333333,24.1328666667,12.8171666667,14.2998,7.40583333333
366.75,10.59,22.2589333333,8.69246666667,19.9990333333,9.0468,6.6312,6.3094,24.0656,12.7967333333,14.2983333333,7.34345833333
367.11,10.688,22.4793333333,8.7628,20.0919666667,9.17926666667,6.68436666667,6.4484,24.1903333333,12.9482777778,14.4167333333,7.41349166667
367.47,10.8246666667,22.6054,8.94053333333,20.2286666667,9.30133333333,6.82983333333,6.59013333333,24.2628,13.0545444445,14.6411333333,7.50776666666
367.84,10.8035333333,22.5875333333,8.90879999999,20.1621333333,9.25500000001,6.86606666667,6.5284,24.3196666667,13.1000666667,14.6224666667,7.49364166667
368.20,10.8246666667,22.5858,8.89946666666,20.1932333333,9.21179999999,6.94716666667,6.46693333333,24.3946,13.1122444444,14.6266666667,7.42863333333
368.56,10.7251333333,22.4428666667,8.81553333333,20.0872,9.0942,6.8872,6.37473333333,24.326,13.0679222222,14.4848,7.32604166667
368.93,10.5773333333,22.3142666667,8.69693333333,20.0237666667,8.94739999999,6.74866666667,6.20953333333,24.1619333333,12.9238111111,14.3764,7.23413333333
369.29,10.4742,22.2776,8.66606666667,19.918,8.89660000001,6.61393333333,6.17493333333,24.1574,12.8256111111,14.3835333333,7.08885833333
369.65,10.4124,22.2463333333,8.61253333333,19.8674,8.81433333334,6.56813333333,6.1908,24.1167333333,12.7380222222,14.3778666667,6.97755833333
370.01,10.1421333333,22.0297333333,8.3618,19.5719,8.49026666667,6.2844,5.887,23.9046,12.4848555556,14.1662666667,6.7071
370.38,9.96206666668,21.8325333333,8.15853333333,19.4432,8.26913333333,6.1607,5.70573333333,23.7078,12.2965888889,13.9388,6.539625
370.74,10.072,21.9446666667,8.2456,19.5945,8.34906666667,6.35113333333,5.7796,23.8142,12.3782333333,14.0064666667,6.68455833333
371.10,9.9614,21.7687333333,8.17326666667,19.4378666667,8.23066666667,6.2893,5.64486666667,23.7171333333,12.2316666667,13.9584,6.61211666667
371.46,9.94720000001,21.7368666667,8.042,19.3157666667,8.09506666667,6.21333333333,5.557,23.7098,12.1879888889,13.9012,6.535
371.83,10.0318666667,21.8576666667,8.13573333333,19.4093333333,8.22599999999,6.25876666667,5.70086666666,23.7845333333,12.2580222222,13.995,6.5996
372.19,9.95253333333,21.7574,8.08813333333,19.3381,8.15999999999,6.1033,5.68533333333,23.7069333333,12.1913888889,13.9446,6.54614166667
372.55,9.89426666668,21.7004666667,8.0132,19.3124,8.07806666667,5.936,5.65286666667,23.702,12.0827,13.9272,6.49026666667
372.92,9.92933333334,21.7633333333,8.05633333333,19.3308333333,8.12233333333,5.95326666667,5.6906,23.7404,12.1165555556,14.014,6.49908333334
373.28,10.1009333333,21.8654,8.17686666667,19.4586666667,8.27533333333,6.11623333333,5.86806666667,23.8566666667,12.3001333333,14.1131333333,6.58345833333
373.64,10.3817333333,22.0702,8.46906666667,19.7234,8.56800000001,6.35596666667,6.13213333333,24.0790666667,12.6036333333,14.3807333333,6.86588333333
374.00,10.4130666667,22.0266,8.45773333333,19.7359,8.55999999999,6.40453333333,6.17913333333,24.0568,12.5711888889,14.3123333333,6.88669166667
374.37,10.4829333333,22.0946666667,8.5256,19.8283,8.678,6.42353333333,6.22413333333,24.1492,12.6452555555,14.412,6.8988
374.73,10.4708666667,21.91,8.47993333333,19.7579,8.56546666667,6.34926666667,6.11826666667,24.1293333333,12.5656666667,14.3612,6.8257
375.09,10.6172,22.0140666667,8.61026666667,19.8346,8.68380000001,6.49383333333,6.2662,24.2373333333,12.7043555556,14.4027333334,6.909125
375.45,10.5929333333,21.9303333333,8.6678,19.8942,8.72526666667,6.47993333333,6.289,24.2274666667,12.7053888889,14.4384666666,6.96061666667
375.81,10.6139333333,21.8794,8.68726666667,19.8998,8.66706666666,6.48956666667,6.2484,24.1567333333,12.6789555556,14.4488666667,6.94619166667
376.18,10.64,21.9308,8.73913333333,19.9351333333,8.69886666666,6.5346,6.26233333333,24.2190666667,12.7174888889,14.5257333333,6.974475
376.54,10.73,21.9962666667,8.8486,19.9505,8.76626666667,6.6121,6.3166,24.2848,12.8100111111,14.601,7.04650833333
376.90,10.8038666667,21.9780666667,8.91793333333,19.9387666667,8.82266666667,6.68233333333,6.339,24.3464,12.8484,14.6421333333,7.08111666667
377.26,10.8350666667,21.9344,8.93246666667,19.9529,8.848,6.67643333333,6.25786666667,24.3829333333,12.8403111111,14.6824,7.10435
377.63,10.7034666667,21.7716,8.833,19.83,8.712,6.57796666667,6.146,24.2486666667,12.6967444444,14.5820666667,6.97980833333
377.99,10.8294,21.8853333333,9.02800000001,19.9785333333,8.86286666667,6.69366666667,6.24706666667,24.3973333333,12.8230888889,14.7895333333,7.07531666667
378.35,10.8106,21.8827333333,9.0154,19.8953333333,8.81626666667,6.63116666667,6.23373333333,24.4226666667,12.8312666667,14.8012,7.041225
378.71,10.8483333333,21.952,9.1172,19.9414666667,8.8586,6.64623333333,6.3512,24.4588,12.9221666667,14.8658666667,7.08075833333
379.07,10.7548666667,21.9072,9.05826666667,19.9208,8.81273333334,6.5667,6.34773333333,24.4320666667,12.8553444444,14.8927333333,7.058525
379.44,10.7280666667,21.8649333333,9.01613333333,19.8125666667,8.76419999999,6.55833333333,6.32913333333,24.4206666667,12.8117333333,14.8226,6.96251666666
379.80,10.6506666667,21.8168,8.96953333333,19.7612333333,8.71446666667,6.47173333333,6.28046666667,24.4785333333,12.7943666667,14.7977333333,6.8829
380.16,10.7716666667,21.9504,9.08800000001,19.7900666667,8.81746666666,6.644,6.41006666667,24.5987333333,12.9274888889,14.9079333333,7.00513333333
380.52,10.8418666667,21.9891333333,9.16373333333,19.8430333333,8.93339999999,6.81036666667,6.48693333333,24.6798,12.9775888889,15.0106,7.08250833333
380.88,10.8808666667,22.0158666667,9.22513333333,19.8858666667,8.99673333333,6.85666666667,6.54273333333,24.7127333334,13.0151,15.0796666666,7.11690833333
381.24,10.8096,21.9929333333,9.1834,19.7926666667,8.94373333333,6.81493333333,6.5488,24.6736,12.9637888889,15.0520666667,7.08281666667
381.61,10.8483333333,22.0597333333,9.20826666667,19.7427,8.9452,6.79783333333,6.5772,24.7092,12.9715333333,15.0598666667,7.094025
381.97,10.7816666667,21.9258666667,9.08826666666,19.5878333333,8.86720000001,6.70913333333,6.5062,24.6901333333,12.9073777778,14.9638666667,7.03733333334
382.33,10.8385333333,21.8754666667,9.16086666667,19.59,8.92679999999,6.8287,6.5828,24.6558666667,12.9136777778,14.971,7.146675
382.69,10.8229333333,21.927,9.17786666667,19.6118666667,8.98293333334,6.88146666667,6.5934,24.6857333333,12.9447333333,15.0207333333,7.14228333333
383.05,10.9365333333,21.9415333333,9.28473333334,19.643,9.03893333333,7.00926666667,6.61853333333,24.7662,13.0291555555,15.077,7.194425
383.41,10.9203333333,22.0120666667,9.32873333334,19.6681333333,9.08040000001,7.08243333333,6.6418,24.7530666667,13.0532555556,15.1432666667,7.25915
383.77,10.9504,21.9994,9.37326666667,19.5926,9.07173333333,7.10763333333,6.64293333333,24.7043333333,13.0441555555,15.1484,7.30604166667
384.14,10.846,21.8251333333,9.27366666667,19.4977,8.99493333333,6.9757,6.4982,24.6078666667,12.9224333333,15.0174666667,7.151025
384.50,10.7577333333,21.7704666667,9.22206666667,19.4063666667,8.88239999999,6.86403333333,6.39233333333,24.5266666667,12.8387666667,14.9323333333,7.05430833333
384.86,10.6730666667,21.7200666667,9.16666666666,19.3230333333,8.80073333333,6.80716666667,6.33633333333,24.476,12.7772,14.8330666667,7.01121666667
385.22,10.6992,21.7778,9.20799999999,19.3789333334,8.89439999999,6.86736666667,6.36133333334,24.5136,12.8092666667,14.8772666667,7.06125833333
385.58,10.6691333333,21.7160666667,9.20906666666,19.4072,8.91126666667,6.85803333333,6.3668,24.5117333333,12.7972222223,14.907,7.05953333333
385.94,10.6626666667,21.8009333333,9.21793333333,19.4502666667,8.92433333333,6.8439,6.3686,24.4766,12.8093111111,14.9312,7.05404166667
386.30,10.7396,21.8673333333,9.29700000001,19.5084,8.97813333333,6.8897,6.44526666667,24.5868666667,12.8924333333,15.0386666667,7.09338333333
386.66,10.7059333333,21.765,9.22239999999,19.3667,8.85539999999,6.8022,6.353,24.4616,12.7711222222,14.9091333333,7.07681666666
387.03,10.7508666667,21.7526,9.27546666666,19.3950666667,8.88693333334,6.80763333333,6.41426666667,24.4844666667,12.8022,14.9810666667,7.14710833333
387.39,10.8603333333,21.7618666667,9.40573333333,19.455,9.00993333333,6.8733,6.50213333333,24.5839333333,12.9060888889,15.0946,7.23819166667
387.75,10.8782,21.8132,9.43993333334,19.5284666667,9.07166666667,6.861,6.5358,24.66,12.9442,15.143,7.26658333333
388.11,10.9868,21.9182,9.5282,19.6379,9.12626666667,6.92913333333,6.6342,24.736,13.0214666667,15.2472666667,7.39655
388.47,11.1000666667,21.9454666667,9.64066666667,19.6686,9.26873333333,7.05556666667,6.77166666667,24.7753333333,13.1444111111,15.3655333333,7.52041666667
388.83,11.1285333333,21.8731333333,9.61253333333,19.6564,9.27613333334,7.0121,6.74946666667,24.8045333333,13.1338666667,15.3593333333,7.483725
389.19,11.0873333333,21.7711333333,9.60160000001,19.589,9.17420000001,6.94333333333,6.7102,24.7944,13.0875,15.3571333333,7.43998333333
389.55,11.1213333333,21.7464666667,9.632,19.5976333333,9.19813333333,6.9818,6.7256,24.7856,13.1215666667,15.3667333333,7.48906666667
389.91,11.2367333333,21.7828,9.77480000001,19.6988666667,9.314,7.1249,6.8622,24.9270666667,13.2202111111,15.5024,7.611075
390.27,11.1104666667,21.6238666667,9.6732,19.5894,9.23040000001,7.00673333333,6.7758,24.7856666667,13.1158,15.4102,7.51335
390.63,11.1223333333,21.6186,9.69326666665,19.6126666667,9.31866666667,7.0789,6.8256,24.8879333333,13.1919555555,15.4468666667,7.500875
391.00,11.0434666667,21.5269333333,9.60893333335,19.5495666667,9.28586666667,6.98976666667,6.72786666666,24.8634666667,13.1480444445,15.398,7.42633333333
391.36,11.0082,21.4448,9.52893333333,19.4556666667,9.21166666666,6.91373333333,6.66106666667,24.8286,13.0583555556,15.3302,7.36128333333
391.72,11.0272666667,21.3826666667,9.50106666667,19.4026666667,9.20580000001,6.93086666667,6.6338,24.8484666666,13.0395444444,15.3062666667,7.348775
392.08,10.9072666667,21.2219333333,9.42386666667,19.2225666667,9.13379999999,6.8439,6.5478,24.7781333333,12.9092333333,15.2454666667,7.24153333333
392.44,10.8193333333,21.1379333333,9.31499999999,19.1029,9.00160000001,6.73033333333,6.39353333333,24.7608,12.7831222222,15.1256666667,7.127225
392.80,10.7714,21.052,9.27653333333,18.9931,8.93200000001,6.7008,6.34913333333,24.7012,12.7432444444,15.1157333333,7.09899166667
393.16,10.7809333333,20.9878,9.2498,18.9262666667,8.92346666667,6.67996666667,6.34226666667,24.6532,12.7267,15.0896666667,7.07283333333
393.52,10.7175333333,20.8745333333,9.18306666667,18.7905666667,8.86813333334,6.649,6.26153333333,24.6197333333,12.6677222222,15.0711333333,7.02204166667
393.88,10.6554666667,20.7370666667,9.104,18.6271333333,8.80653333334,6.55736666667,6.16066666667,24.6014666667,12.5942888889,14.9846,6.93734166667
394.24,10.6565333333,20.6838,9.09126666666,18.5534,8.7768,6.53373333333,6.10733333333,24.585,12.5390333333,14.98,6.93300833333
394.60,10.6532,20.5993333333,9.09286666667,18.5206666667,8.73279999999,6.44763333333,6.07586666667,24.5592,12.4927444444,15.0276666667,6.91585
394.96,10.5870666667,20.488,9.0312,18.3362,8.65473333333,6.38,5.99933333333,24.4794,12.3983111111,14.9604666667,6.83045
395.32,10.5354666667,20.3777333333,9.00066666667,18.2378666667,8.61333333333,6.32656666667,5.94686666667,24.4246,12.3624888889,14.9123333333,6.77459166667
395.68,10.5254,20.2656,9.02386666667,18.1472666667,8.62459999999,6.3613,6.01313333333,24.3866,12.393,14.9650666667,6.79305
396.04,10.6794,20.2798,9.11526666667,18.2102,8.73933333333,6.48663333333,6.13333333333,24.5066,12.5217333333,15.0678,6.91483333333
396.40,10.7135333333,20.1839333333,9.13886666667,18.1864666667,8.76653333333,6.5127,6.20113333333,24.5455333333,12.5792888889,15.1054666667,6.95073333333
396.76,10.7768666667,20.1856,9.21273333333,18.1870333333,8.84480000001,6.5498,6.26546666666,24.6200666667,12.6271,15.1776666667,7.01051666667
397.12,10.8158,20.1228,9.23640000001,18.1753,8.9248,6.59433333333,6.3076,24.7297333333,12.7030222222,15.2152666667,7.065925
397.48,10.9086666667,20.1097333333,9.31253333333,18.1508333334,8.98166666666,6.63336666667,6.40746666667,24.8202666667,12.8003444444,15.2530666666,7.10820833333
397.84,10.9127333333,20.0799333333,9.33226666667,18.1325333333,8.97326666667,6.68276666667,6.4228,24.7509333333,12.7996111111,15.265,7.16575833333
398.20,10.9370666667,20.0539333333,9.37086666666,18.0957333333,9.04573333333,6.76076666667,6.47786666667,24.8538666666,12.8664333333,15.2897333333,7.18180833333
398.56,10.8926666667,19.9780666667,9.38206666667,18.0097666667,9.06673333334,6.79586666667,6.4972,24.9020666667,12.8800444445,15.2636666667,7.19658333333
398.92,10.9580666667,19.9880666667,9.4304,18.0117333333,9.12280000001,6.8662,6.5716,25.0062666667,12.9558555556,15.3238,7.25671666667
399.28,11.0485333333,19.9844,9.48253333333,17.9920666667,9.1778,6.9579,6.67053333333,25.1292,13.0398444445,15.3704666667,7.33885833333
399.64,11.0627333333,19.9258666667,9.45526666667,17.8885666667,9.1318,6.94643333333,6.63146666667,25.1536,13.0111222222,15.3091333333,7.31135
400.00,10.9814666667,19.8101333333,9.43046666667,17.7836333333,9.10413333333,6.89396666667,6.59613333333,25.1118,12.9752111111,15.2575333333,7.275825
400.36,10.9700666667,19.7592666667,9.44179999999,17.7404666667,9.13466666666,6.88993333333,6.6158,25.0837333333,12.9734,15.275,7.28733333333
400.72,11.0033333333,19.7273333333,9.47473333333,17.7194,9.19433333334,6.95993333333,6.6622,25.1596666667,13.0144111111,15.3034,7.31401666667
