wavelength,Back_HemParm,Belly_HemParm,Breast_HemParm,Crissum_HemParm,Crown_HemParm,DorTail_HemParm,Patch10_HemParm,Rump_HemParm,Throat_HemParm,WingTip_HemParm
336.47,6.38198333333,14.7131666667,13.332,8.91808333333,5.02608333334,9.43610416666,8.20033333334,6.91316666667,17.4520833333,8.69466666667
336.84,6.47081666667,14.7365,13.3319166667,9.00274999999,5.040625,9.41163773148,8.27133333333,6.9945,17.5293333333,8.58133333334
337.21,6.85145,15.0132916666,13.77675,9.45258333333,5.531,9.87289756946,8.64308333333,7.41879166667,17.9494166667,9.00158333334
337.57,7.14663333334,15.2687916666,13.97275,9.76508333334,5.73920833334,10.0940590278,8.92316666667,7.73516666667,18.3945,9.1195
337.94,7.06521666667,15.2042083333,13.879,9.63049999999,5.49516666667,9.92491435183,8.71483333333,7.51329166667,18.4444166666,9.04583333334
338.31,6.69213333333,14.809875,13.4974166667,9.15558333332,5.07895833333,9.5735138889,8.36691666667,7.19458333334,18.1339166666,8.63775
338.67,6.27811666667,14.2884583333,13.0271666667,8.74416666667,4.62783333333,9.10023726852,7.89616666666,6.83566666667,17.8605833334,8.11
339.04,6.17265,14.0772916667,12.7614166667,8.57541666668,4.405375,8.94314872685,7.60658333333,6.71175,17.7366666667,7.92075
339.40,6.12115,14.00075,12.7984166667,8.46699999999,4.42691666667,8.84835416667,7.56191666667,6.45904166666,17.80325,7.901
339.77,6.28746666666,14.1930416667,12.9826666667,8.57925000001,4.56891666667,9.05365798611,7.81508333333,6.641625,18.0768333333,8.11816666667
340.14,6.46653333333,14.5135833333,13.3451666667,8.82099999999,4.82070833334,9.38969791666,8.06158333333,6.85291666667,18.324,8.55141666666
340.50,6.63025,14.6710833333,13.4151666667,9.02891666667,5.093375,9.54206192129,8.28475,7.116625,18.47375,8.79333333334
340.87,6.65428333333,14.6927083333,13.4886666667,8.97733333333,5.17020833334,9.59512500002,8.37458333333,7.09941666667,18.57525,9.02749999999
341.23,6.49356666667,14.6872083333,13.4104166667,8.72591666667,4.832875,9.42137094907,8.306,6.96304166667,18.5126666666,8.82616666666
341.60,6.1451,14.3389166667,13.1035,8.38058333334,4.55779166667,9.19622858797,8.04566666667,6.59225,18.0785,8.50875000001
341.96,6.20408333333,14.4128333333,13.2815833333,8.43950000001,4.718,9.3555480324,8.28675,6.77704166667,18.1123333334,8.59450000001
342.33,6.11298333334,14.4219166666,13.3670833333,8.41883333333,4.7275,9.3211886574,8.32458333333,6.79545833333,18.2010833333,8.56158333333
342.70,6.35461666666,14.8284583333,13.8493333333,8.68749999999,5.02691666667,9.63327141204,8.64858333334,7.05,18.47375,8.90966666667
343.06,6.54046666667,15.0345416667,14.1215833333,8.80516666667,5.225625,9.89559259258,8.95108333333,7.31683333334,18.7441666667,9.18383333332
343.43,6.70605,15.2039583333,14.194,9.091,5.27208333333,10.0508119213,9.08475000001,7.48225,18.8859166667,9.27166666667
343.79,6.76181666667,15.2750416667,14.21425,9.12349999999,5.34279166667,10.0159768518,9.20941666666,7.581875,18.91075,9.25025
344.16,6.6432,15.0497083334,13.8835833333,8.94633333334,5.22133333333,9.80144039353,9.03716666666,7.43625,18.8530833333,8.86941666667
344.52,6.80156666666,15.1794583333,13.9544166667,8.95449999999,5.32045833333,9.93619270833,9.17866666667,7.39995833334,18.9940833333,8.94049999999
344.89,7.12161666667,15.5953333333,14.2975,9.34191666668,5.65720833333,10.2508553241,9.44166666667,7.79975,19.2665,9.08016666667
345.25,7.32486666667,15.757375,14.4338333333,9.56691666666,5.90858333333,10.5305752315,9.67533333333,8.02154166667,19.5133333333,9.22408333333
345.62,7.50536666667,16.0055,14.67875,9.729,6.05108333333,10.7158761574,9.87658333333,8.22025,19.6419166667,9.35900000001
345.99,7.27663333333,15.8213333333,14.3995,9.50908333332,5.79133333333,10.4559646991,9.62,7.93408333333,19.4640833333,9.03033333333
346.35,7.36001666667,15.8962083333,14.3375833333,9.62983333334,5.77575,10.4733616898,9.67950000002,8.01483333333,19.4871666666,9.16899999999
346.72,7.2371,15.7737083333,14.1165833333,9.45891666666,5.66754166667,10.2903478009,9.50291666668,7.8355,19.3525,8.96133333333
347.08,7.18693333333,15.7995833333,14.09875,9.45366666667,5.56916666667,10.3007083334,9.41324999999,7.742375,19.3116666667,8.85675
347.45,6.8409,15.4526666667,13.7700833333,8.91616666666,5.26258333333,9.86261631942,9.12716666668,7.36633333333,18.9900833333,8.42824999999
347.81,6.59855,15.25225,13.65175,8.74816666668,4.98695833333,9.65906944445,8.78133333333,7.08666666666,18.7994166666,8.11041666667
348.18,6.5116,15.1782083333,13.7784166667,8.69008333334,4.86645833333,9.52225578704,8.73233333333,7.02508333333,18.6585,8.15591666666
348.54,6.58161666667,15.2594583333,13.974,8.80325000001,4.82920833333,9.50750578704,8.83041666667,7.11945833334,18.7035,8.20750000001
348.91,6.15611666666,14.9708333334,13.5688333333,8.40666666668,4.33175,9.11200983796,8.61558333333,6.75066666667,18.3480833333,7.91016666667
349.27,6.12305,14.9432916667,13.61525,8.31791666667,4.35070833333,9.01525173611,8.4875,6.61483333333,18.2953333334,7.91683333333
349.64,6.16143333333,15.1091666667,13.6618333333,8.39683333333,4.38575,9.05151099537,8.55141666667,6.66783333334,18.4518333333,7.99741666666
350.00,6.04066666667,15.0642083333,13.5941666667,8.28141666667,4.23375,8.97155034724,8.366,6.59583333333,18.4119166667,7.94008333334
350.37,6.02993333333,15.00475,13.73,8.14725000001,4.236,8.99216319443,8.32958333333,6.50695833333,18.4769166667,7.89833333333
350.73,6.04166666667,15.0211666667,13.7930833333,8.18125,4.22395833334,9.09433333334,8.43666666667,6.63904166667,18.58175,7.95933333333
351.10,5.92255,14.855625,13.708,7.99583333333,4.1705,8.80000810185,8.32033333333,6.50166666667,18.3818333333,7.82633333333
351.46,6.3722,15.2866666667,14.1333333333,8.48624999999,4.63925,9.24967361111,8.69433333333,6.97075,18.8425833333,8.29466666667
351.83,6.48411666667,15.470375,14.2395833333,8.58908333334,4.78475,9.3041082176,8.79541666666,7.04029166667,18.8326666667,8.43383333332
352.19,6.46923333333,15.4792083333,14.1263333333,8.48224999999,4.76333333333,9.29849189816,8.8145,6.998625,18.7678333333,8.30966666667
352.55,6.32825,15.4405416667,14.0360833333,8.36741666667,4.791125,9.23190219907,8.72066666667,6.93254166666,18.7205833333,8.22158333334
352.92,6.51315,15.52325,14.2335833333,8.48833333333,5.04641666667,9.3446568287,8.77883333333,7.03470833333,18.8145833333,8.35466666667
353.28,6.2118,15.3130416667,13.9909166667,8.32091666668,4.738875,9.086921875,8.59566666667,6.75883333333,18.5854166667,8.05883333333
353.65,6.05906666667,15.086,13.8449166667,8.21558333333,4.66316666667,8.940890625,8.53783333333,6.678,18.4986666667,7.96058333333
354.01,6.10673333333,15.10225,13.9263333333,8.26025,4.77675,9.01959201389,8.65716666667,6.76904166667,18.5293333333,8.03016666667
354.38,5.91453333333,14.9503333333,13.6815,8.05916666667,4.60316666667,8.85546585649,8.56225,6.66258333333,18.288,7.854
354.74,5.85563333333,14.8816666667,13.591,7.90966666666,4.55295833333,8.78296875,8.50525,6.560625,18.1935833333,7.78241666667
355.11,5.96456666667,14.9869583333,13.7465833333,8.17749999999,4.63529166667,8.94261053241,8.63166666667,6.63495833333,18.3916666666,7.8795
355.47,5.63015,14.7455,13.49875,7.96425,4.28995833333,8.705015625,8.39225,6.35583333333,18.11875,7.63033333333
355.83,5.5961,14.6292083333,13.4450833334,7.91433333333,4.25633333333,8.69017939815,8.43941666667,6.3785,18.2111666667,7.6015
356.20,5.60561666667,14.6485,13.4104166667,8.01325000001,4.24441666666,8.65243229167,8.36533333334,6.389125,18.2924166666,7.60666666667
356.56,5.38231666666,14.4719166667,13.1858333334,7.80116666667,3.910375,8.43476041667,8.11141666667,6.114875,18.0981666666,7.3155
356.93,5.4207,14.501,13.2300833333,7.90350000001,3.891125,8.50788657408,8.21825,6.20179166667,18.18175,7.36308333333
357.29,5.3534,14.4114583333,13.09275,7.82141666667,3.75070833333,8.37647916667,8.12108333333,6.15804166667,18.082,7.22633333333
357.66,5.15441666667,14.18825,12.8896666667,7.59699999999,3.56016666667,8.18243229167,7.897,5.9395,17.8365833333,7.01825
358.02,5.17201666667,14.2209583333,12.88975,7.73458333334,3.56545833334,8.1800005787,7.94583333333,5.98775,17.8091666667,6.98916666666
358.38,5.1005,14.254125,12.9303333333,7.78600000001,3.55283333334,8.14235648148,7.89508333334,5.898125,17.8285833334,6.92933333333
358.75,5.11428333333,14.2824583333,12.9765833333,7.92474999999,3.558375,8.12977777778,7.882,5.85741666667,17.8175833334,6.91358333333
359.11,4.97278333334,14.19225,12.7668333333,7.81575,3.50966666666,8.09241898148,7.82908333334,5.81225,17.6915,6.80966666667
359.48,5.16435,14.4102916667,12.9296666667,8.02333333334,3.79883333333,8.29218229167,8.04033333333,6.017125,17.8034166667,6.93616666667
359.84,5.22528333333,14.565875,12.9694166667,8.17366666666,3.86629166667,8.37483796297,8.14316666667,6.10075,17.9096666667,7.05241666666
360.20,5.38668333334,14.701,13.1888333333,8.33216666668,4.10583333333,8.55536226852,8.36775,6.32275,18.0221666667,7.20875
360.57,5.56201666667,14.8969583333,13.3050833333,8.47750000001,4.37404166667,8.70669328703,8.60033333333,6.53566666667,18.1003333333,7.38008333333
360.93,5.5104,14.9229583333,13.2374166667,8.41125,4.39304166667,8.71836226851,8.54225,6.49429166667,18.116,7.36841666667
361.29,5.61108333333,14.9895833333,13.3485833333,8.49533333333,4.527875,8.86543171296,8.58,6.593875,18.1384166666,7.51025
361.66,5.67361666667,15.1482083333,13.429,8.574,4.59641666667,8.96394907407,8.65275,6.67329166666,18.24875,7.515
362.02,5.62875,15.1004583333,13.3905,8.53974999999,4.60429166667,8.94118518519,8.60008333334,6.60891666667,18.2148333333,7.41441666666
362.39,5.88815,15.2890833333,13.5449166667,8.70633333333,4.80379166667,9.14369039351,8.77266666666,6.81004166666,18.3715833333,7.618
362.75,6.06396666667,15.4070416667,13.639,8.81016666667,4.97704166667,9.28955729168,8.98158333334,7.03470833333,18.4518333333,7.811
363.11,6.18178333333,15.5427083333,13.8080833333,8.80966666667,5.027875,9.35627372684,9.09258333332,7.12808333334,18.53025,7.90508333333
363.48,6.0564,15.4211666667,13.67275,8.71150000001,4.88516666667,9.25344502316,9.01425000001,7.07970833333,18.4310833333,7.79591666667
363.84,5.97026666667,15.2895,13.611,8.554,4.81270833333,9.19518113427,8.94291666667,6.987625,18.279,7.68566666666
364.20,6.03156666667,15.3356666667,13.5941666667,8.5525,4.83241666667,9.26482060186,9.01108333333,6.97329166667,18.3895,7.74458333333
364.57,6.09316666666,15.2933333334,13.6644166667,8.6075,4.87970833333,9.3247494213,9.02325,6.9925,18.52375,7.84791666667
364.93,6.06105,15.1874583333,13.59975,8.54941666666,4.7475,9.26064178242,8.95775,6.89241666667,18.3915,7.78208333333
365.29,5.92478333334,15.1105,13.4631666667,8.40783333334,4.60454166667,9.10094907408,8.87758333334,6.73704166667,18.3210833333,7.63883333333
365.66,6.04098333333,15.155625,13.5745833333,8.49016666667,4.7135,9.19271527777,8.93699999999,6.88145833333,18.4136666667,7.83341666667
366.02,5.9884,15.08075,13.525,8.41383333334,4.63208333333,9.12143518519,8.909,6.83754166667,18.443,7.89166666666
366.38,5.87945,14.9005416667,13.4196666667,8.38591666667,4.522375,9.00114756945,8.82875,6.75379166667,18.3401666667,7.78316666667
366.75,5.64203333334,14.6253333333,13.1855,8.19983333332,4.27258333333,8.79669270833,8.58208333333,6.483125,18.1529166667,7.57975
367.11,5.54421666667,14.4653333333,13.05425,8.16033333332,4.20779166666,8.67094907408,8.42283333333,6.38404166667,18.0684166666,7.47533333333
367.47,5.65225,14.5054166666,13.1105833334,8.15958333333,4.21116666667,8.69430381944,8.39975,6.35491666667,18.1229166667,7.51533333333
367.84,5.68303333333,14.4555,13.065,8.16674999999,4.21283333333,8.66616145833,8.38375,6.36275,18.0753333334,7.4945
368.20,5.5428,14.3295416667,12.9163333333,8.00966666668,4.05866666667,8.57628703703,8.20233333333,6.23016666667,17.902,7.36233333333
368.56,5.53818333334,14.282,12.8773333334,8.03983333332,4.014375,8.61387384259,8.14466666666,6.20195833333,17.7938333334,7.3925
368.93,5.6376,14.288375,12.9580833333,8.19341666666,4.18270833334,8.67308159722,8.19075,6.34570833333,17.8703333333,7.48575
369.29,5.91716666666,14.464,13.2213333333,8.48091666666,4.49579166667,8.94218576389,8.4945,6.65258333333,18.0810833334,7.78991666666
369.65,5.82585,14.2861666667,13.04575,8.38708333334,4.31225,8.78499131944,8.37958333333,6.46066666667,17.9178333333,7.606
370.01,5.91313333333,14.317125,13.03575,8.40183333334,4.399625,8.90664525464,8.38866666667,6.50595833334,17.85275,7.65658333333
370.38,5.93461666667,14.375125,13.0961666667,8.41441666666,4.49425,9.00940046297,8.41308333333,6.56420833333,17.8293333334,7.77933333333
370.74,6.0144,14.4846666667,13.1726666666,8.48991666667,4.57770833333,9.09437962963,8.4415,6.66754166667,17.8250833333,7.87341666667
371.10,5.94133333333,14.4257916667,13.0933333333,8.44974999999,4.50654166667,9.03816666667,8.387,6.5805,17.7054166666,7.88266666667
371.46,5.934,14.334,13.0860833333,8.48841666667,4.57075,9.03490451389,8.362,6.58791666667,17.5761666667,8.02783333333
371.83,5.89771666667,14.3091666667,13.0583333333,8.50033333333,4.60041666666,9.04253703703,8.27841666667,6.572625,17.55925,8.08983333333
372.19,5.85031666666,14.2234166667,13.0694166667,8.53858333333,4.5885,8.98257291666,8.24041666667,6.55741666667,17.3890833333,8.13258333333
372.55,5.65193333334,14.114875,12.9419166667,8.39008333333,4.40916666666,8.793125,8.08508333333,6.44433333333,17.2399166667,7.98083333333
372.92,5.59186666667,14.0505833333,12.8500833333,8.32783333334,4.364,8.78839641203,8.0505,6.390125,17.07175,7.94758333333
373.28,5.48481666667,13.9662083333,12.7443333333,8.19683333333,4.26533333333,8.75080902778,7.90541666667,6.322375,16.9590833333,7.91675
373.64,5.40525,13.8312916667,12.7049166667,8.13808333334,4.27325,8.78590856482,7.82491666667,6.33604166667,16.8426666667,7.90808333333
374.00,5.42391666667,13.7580416667,12.7125,8.18816666667,4.29775,8.81431944444,7.83783333334,6.31770833333,16.8373333333,7.95966666667
374.37,5.51481666667,13.7342916667,12.7840833333,8.28774999999,4.32116666667,8.85167939815,7.90983333333,6.3975,16.8979166667,7.98533333334
374.73,5.39166666667,13.5025833333,12.6790833333,8.12466666666,4.219125,8.74508506944,7.77225,6.26554166667,16.7461666667,7.84191666667
375.09,5.28265,13.3599583333,12.5998333333,8.04749999999,4.16729166667,8.732078125,7.68175,6.24525,16.612,7.75916666667
375.45,5.23811666667,13.3256666667,12.5205,8.04641666668,4.097375,8.74200868056,7.678,6.23179166667,16.5989166667,7.68341666667
375.81,5.31458333333,13.2686666667,12.55075,8.16749999999,4.14879166666,8.86797106482,7.74625,6.29429166666,16.5395833333,7.82525
376.18,5.24023333334,13.153125,12.4145,8.05808333332,4.07595833333,8.79537847222,7.70958333333,6.26070833333,16.4006666667,7.77783333333
376.54,5.30636666667,13.0473333333,12.38625,8.09825,4.11520833333,8.84329513889,7.74816666667,6.28383333333,16.3245833333,7.80566666667
376.90,5.37853333334,12.9925,12.436,8.14058333333,4.13375,8.88966550926,7.79558333334,6.30770833333,16.3345833333,7.84808333333
377.26,5.38,12.9115833333,12.3888333333,8.17008333333,4.17395833333,8.88754108797,7.77641666667,6.27495833334,16.2215833333,7.82983333333
377.63,5.46358333333,12.9394166667,12.3705833333,8.237,4.23008333334,8.87944155093,7.81066666667,6.31458333333,16.2565,7.91366666666
377.99,5.4043,12.8701666667,12.3374166667,8.1885,4.22075,8.82482523148,7.76466666667,6.328875,16.14775,7.89925
378.35,5.34891666666,12.7768333333,12.2075,8.11458333334,4.22658333333,8.77705439815,7.70033333333,6.256125,15.9799166667,7.89658333334
378.71,5.41068333333,12.8280833333,12.2573333333,8.21191666667,4.34616666667,8.89281134259,7.74625,6.32675,15.9936666667,7.99608333334
379.07,5.48095,12.835375,12.2436666667,8.24125,4.385875,8.92460243056,7.7705,6.31379166667,16.008,8.00533333333
379.44,5.45125,12.7138333333,12.1935,8.1695,4.375875,8.88980902777,7.7175,6.28429166667,15.8945,7.98433333333
379.80,5.46343333333,12.7230833333,12.1678333333,8.08475,4.39729166667,8.86396064815,7.7005,6.28783333333,15.8840833333,7.99608333333
380.16,5.55378333333,12.7655833333,12.23375,8.20583333333,4.51445833333,8.96412962963,7.72258333333,6.33295833333,15.96925,8.03916666667
380.52,5.51913333333,12.7279166667,12.1725833333,8.15,4.49879166667,8.93504918982,7.663,6.29579166667,15.9115833333,8.0025
380.88,5.46931666667,12.6975833333,12.0503333333,8.07425,4.485625,8.88846412037,7.57475,6.261125,15.80375,8.003
381.24,5.34921666666,12.5405,11.9040833333,7.93816666667,4.40241666667,8.76355266203,7.42158333333,6.14279166667,15.6876666667,7.9065
381.61,5.29401666667,12.4860416667,11.8825,7.8945,4.389625,8.72911631944,7.39008333334,6.11133333333,15.53325,7.871
381.97,5.36581666667,12.45925,11.8718333333,7.89241666667,4.39875,8.75380381944,7.39833333333,6.11295833333,15.4765833333,7.9215
382.33,5.20731666667,12.2837916667,11.7119166667,7.76866666667,4.23670833333,8.61517650464,7.21825,5.996,15.346,7.81516666667
382.69,5.13078333333,12.185375,11.5856666667,7.68158333334,4.09954166666,8.46837152778,7.13808333333,5.885375,15.2155,7.74575
383.05,5.164,12.1830833333,11.6046666667,7.75541666667,4.184,8.51796701389,7.16666666666,5.90870833333,15.1866666667,7.83958333333
383.41,5.146,12.1592083333,11.5705,7.70283333333,4.186875,8.50836631944,7.12475,5.89770833333,15.1323333333,7.84325
383.77,5.05055,12.0520833333,11.5281666667,7.64108333334,4.11775,8.44241782408,7.00225,5.792,15.003,7.73058333333
384.14,5.0412,11.9805,11.4824166667,7.652,4.11216666667,8.47473148148,6.99133333333,5.80075,14.89375,7.78958333334
384.50,5.04363333333,11.9060833333,11.4775,7.666,4.14716666667,8.48143923611,6.97691666667,5.819,14.8136666667,7.84633333333
384.86,4.93841666666,11.8047916667,11.4455,7.6065,4.12391666667,8.43616435185,6.94116666667,5.75170833334,14.7225,7.81425
385.22,5.00731666667,11.80975,11.541,7.68933333334,4.18525,8.53484027778,7.03175,5.84883333333,14.7583333333,7.88591666667
385.58,5.06901666667,11.7693333333,11.5486666667,7.73733333334,4.24408333333,8.58815509259,7.06983333333,5.8915,14.7580833333,7.96916666667
385.94,4.96213333333,11.657375,11.4259166667,7.67058333334,4.189,8.52180439815,6.96758333333,5.84279166667,14.6681666667,7.837
386.30,4.91611666667,11.6179166667,11.3495,7.5915,4.19733333334,8.50564467592,6.89975,5.76825,14.58625,7.75983333334
386.66,4.89016666666,11.531875,11.2916666667,7.56241666667,4.221125,8.55776967592,6.88725,5.75708333333,14.5810833333,7.737
387.03,4.82086666667,11.3866666667,11.1770833333,7.43725,4.145125,8.4947806713,6.77083333333,5.72079166667,14.4435833334,7.63658333333
387.39,4.67831666667,11.2034583333,11.0091666667,7.32291666667,4.00779166667,8.38528298611,6.64658333333,5.57204166667,14.269,7.47925
387.75,4.62545,11.1165,10.8673333333,7.28791666667,3.93358333333,8.30889409723,6.61733333333,5.53508333333,14.16475,7.41516666667
388.11,4.4007,10.8955416667,10.651,7.07233333333,3.74925,8.08657291667,6.39816666667,5.33216666667,13.95875,7.20441666667
388.47,4.3032,10.783875,10.4773333333,6.948,3.644375,7.96972685185,6.26616666667,5.22595833333,13.8271666667,7.07166666667
388.83,4.25616666666,10.6809166667,10.3405,6.874,3.53675,7.87714236111,6.1565,5.14070833333,13.6934166667,6.96083333333
389.19,4.17381666667,10.5481666667,10.14725,6.786,3.43733333333,7.72035532407,6.01366666666,4.99154166667,13.5123333333,6.897
389.55,4.09403333334,10.47775,10.0701666667,6.71691666666,3.39425,7.70242071759,5.94916666667,4.92475,13.391,6.86533333334
389.91,4.02408333333,10.3779583333,9.99649999999,6.63666666667,3.34579166666,7.62028761574,5.85125,4.83158333333,13.26775,6.88633333334
390.27,4.08358333333,10.3507083333,9.998,6.68158333333,3.35245833333,7.64983159722,5.88116666666,4.8645,13.1945,6.98
390.63,4.11101666667,10.367375,10.023,6.68908333333,3.40883333334,7.66541782408,5.87491666667,4.8975,13.1470833334,7.07766666667
391.00,4.14441666667,10.346,10.0410833333,6.69258333333,3.45558333333,7.70352546296,5.91508333333,4.92629166666,13.1180833333,7.15208333333
391.36,4.23046666667,10.371,10.0865,6.75875,3.49708333333,7.73606886574,5.92191666667,4.98620833333,13.1226666667,7.247
391.72,4.24165,10.3576666667,10.1150833333,6.74041666667,3.54666666667,7.72172164352,5.87033333334,4.95533333333,13.0670833333,7.32341666667
392.08,4.30591666667,10.3778333333,10.1371666667,6.7795,3.63170833334,7.80661516204,5.87716666666,5.00858333333,13.046,7.40558333333
392.44,4.25155,10.2876666667,10.0551666667,6.7165,3.58754166667,7.75570891203,5.82041666667,4.93704166667,12.9009166667,7.39766666667
392.80,4.23428333333,10.2156666667,10.0146666667,6.70825,3.63441666666,7.75135185185,5.74741666666,4.93208333333,12.809,7.42516666667
393.16,4.26263333333,10.2224166667,10.0443333333,6.73533333333,3.69529166667,7.82013194444,5.78825,4.99491666667,12.8149166667,7.48691666667
393.52,4.25326666667,10.1323333333,9.94341666665,6.68575,3.68058333333,7.81102256944,5.73083333334,4.94716666667,12.75725,7.48291666666
393.88,4.25715,10.0782916667,9.87508333333,6.69141666666,3.665125,7.79009085648,5.72058333334,4.913125,12.6855,7.47241666667
394.24,4.23061666667,9.99437500001,9.83116666666,6.64816666667,3.62066666667,7.76715798611,5.69275,4.91341666667,12.5998333334,7.45425
394.60,4.20551666666,9.88029166667,9.71583333334,6.61416666666,3.558875,7.72104918981,5.641,4.89283333333,12.4653333333,7.38058333333
394.96,4.14623333334,9.76966666668,9.60525000001,6.55558333333,3.47995833333,7.63396238426,5.53658333333,4.8245,12.33925,7.32866666666
395.32,4.0655,9.63191666665,9.51483333332,6.46375,3.491875,7.58876851852,5.47658333334,4.74966666667,12.2189166667,7.307
395.68,4.01371666667,9.47675,9.34933333334,6.38116666667,3.440125,7.58185590278,5.41333333333,4.71641666667,12.1240833334,7.245
396.04,4.03826666666,9.40066666667,9.30183333334,6.36166666667,3.41841666667,7.53916724537,5.40716666667,4.698625,12.0268333333,7.27366666667
396.40,4.11493333333,9.36279166666,9.34841666667,6.37733333333,3.499625,7.61889178241,5.44991666667,4.76770833334,12.0606666667,7.33558333333
396.76,4.1274,9.28254166667,9.29691666667,6.32975,3.48033333333,7.58433391204,5.45583333333,4.745625,12.0121666667,7.344
397.12,4.07766666667,9.16170833333,9.19374999999,6.22416666666,3.453125,7.52687152778,5.37691666667,4.678,11.8578333334,7.28433333333
397.48,4.0545,9.09779166668,9.14749999998,6.184,3.41558333333,7.45049537037,5.32283333333,4.655625,11.7335833333,7.265
397.84,4.12085,9.09337500001,9.19150000001,6.22583333334,3.49916666667,7.51298726852,5.37883333333,4.741625,11.7146666667,7.34233333334
398.20,3.99388333333,8.90154166667,8.99808333335,6.10166666667,3.43275,7.39271180556,5.21341666667,4.57720833334,11.5541666666,7.20358333334
398.56,3.97066666667,8.81966666667,8.93233333332,5.98308333333,3.44270833333,7.34804803241,5.13525,4.51320833333,11.4716666667,7.17866666667
398.92,4.00851666667,8.79191666666,8.89,6.00008333333,3.5035,7.38713252315,5.13358333333,4.52625,11.4444166666,7.23283333333
399.28,4.05313333333,8.79633333333,8.87058333332,5.99308333333,3.52283333333,7.42324942129,5.14383333333,4.56941666667,11.3871666667,7.27691666667
399.64,4.08063333333,8.76725000001,8.87233333334,6.01808333333,3.55141666667,7.45717361111,5.18175,4.596,11.31925,7.33741666666
400.00,4.06508333333,8.73233333334,8.83591666667,5.99516666667,3.56154166666,7.47829861111,5.1745,4.57816666667,11.2998333333,7.31175
400.36,3.90386666666,8.56108333333,8.64133333333,5.88691666666,3.44208333333,7.34497800926,5.01583333333,4.41083333333,11.0906666667,7.19925
400.72,3.81335,8.4515,8.52000000001,5.8265,3.36595833333,7.30307986111,4.9255,4.32841666667,10.95225,7.14416666667
401.08,3.74981666667,8.331125,8.36758333333,5.75258333333,3.25483333333,7.19340219907,4.822,4.24058333333,10.832,7.07283333333
401.44,3.67486666666,8.20379166667,8.27424999999,5.64991666666,3.21325,7.131421875,4.74941666666,4.17904166667,10.7129166667,6.99166666667
401.80,3.5653,8.071125,8.09149999999,5.53925,3.10416666667,7.04022800926,4.59425,4.06795833333,10.53925,6.92108333333
402.16,3.62911666666,8.14516666666,8.13791666666,5.57725,3.18375,7.11048321759,4.66116666667,4.18466666667,10.549,7.03016666667
402.52,3.65995,8.15183333333,8.15941666667,5.66225,3.20279166667,7.16759780092,4.70783333334,4.24154166667,10.546,7.11225
402.88,3.66493333334,8.15216666666,8.17775,5.69341666666,3.203875,7.19767881944,4.71866666667,4.27683333333,10.518,7.16041666666
403.24,3.63296666667,8.06725,8.09241666666,5.67283333333,3.14916666667,7.1466880787,4.66208333333,4.22104166667,10.45575,7.13241666667
403.60,3.74738333333,8.15545833333,8.17916666666,5.77616666667,3.242375,7.21672164352,4.73041666667,4.30775,10.557,7.216
403.95,3.72043333334,8.06508333334,8.14674999999,5.72133333334,3.18841666667,7.16529398148,4.68491666667,4.28245833333,10.4844166667,7.22125
404.31,3.86436666667,8.151,8.26450000001,5.78116666667,3.296,7.26777488426,4.80841666667,4.40941666666,10.5388333334,7.32841666666
404.67,3.90506666667,8.15495833333,8.30383333333,5.78266666666,3.33379166667,7.29881712963,4.86058333333,4.46095833333,10.567,7.40008333334
405.03,3.89933333333,8.132625,8.32174999999,5.769,3.32566666667,7.31509085648,4.83633333333,4.451,10.5141666667,7.41516666667
405.39,3.95831666667,8.171125,8.35216666666,5.82958333333,3.345125,7.37502546297,4.9105,4.50641666667,10.5799166667,7.49875
405.75,4.01985,8.20941666667,8.41483333333,5.8495,3.39216666667,7.44235011574,4.98141666667,4.5635,10.63125,7.515
406.11,3.99213333333,8.121875,8.37599999999,5.81208333333,3.36066666667,7.40596064815,4.94458333333,4.50345833333,10.601,7.45625
406.47,3.94721666666,8.09633333334,8.32775,5.75341666667,3.32879166667,7.35984375,4.89625,4.44895833333,10.5516666667,7.43283333333
406.83,3.91895,8.02616666667,8.25858333332,5.68533333333,3.29408333333,7.32285821759,4.8655,4.40604166667,10.5303333333,7.35158333333
407.19,3.88888333333,7.99404166667,8.22133333334,5.65366666667,3.30025,7.29635243056,4.857,4.40095833333,10.4895,7.34058333334
407.55,3.71741666667,7.83108333333,8.05916666668,5.48858333333,3.18054166667,7.16268576389,4.74041666667,4.255875,10.3200833333,7.21833333333
407.90,3.71066666667,7.82633333334,8.01408333334,5.51641666667,3.1725,7.16286342592,4.74016666667,4.25595833334,10.3165833333,7.1955
408.26,3.66978333333,7.80533333333,7.972,5.53916666667,3.14954166667,7.14396759259,4.69741666667,4.24458333333,10.3240833333,7.19216666666
408.62,3.66766666667,7.78991666667,7.96341666667,5.53766666667,3.13454166667,7.17360821759,4.67275,4.23083333333,10.3174166667,7.17791666667
408.98,3.68626666666,7.7825,7.98508333333,5.57233333334,3.16225,7.22642997685,4.71858333333,4.26466666667,10.3649166667,7.21375
409.34,3.61678333333,7.706375,7.89866666667,5.51283333333,3.14033333333,7.16209780093,4.61791666667,4.18245833333,10.2611666667,7.14075
409.70,3.5777,7.66583333333,7.87058333334,5.50816666666,3.094625,7.14308159722,4.60466666667,4.151875,10.242,7.1515
410.06,3.60416666666,7.67691666667,7.90391666667,5.51925,3.14295833333,7.19334722222,4.63525,4.19054166667,10.2621666667,7.22358333333
