wavelength,Back_SalAlbm,Belly_SalAlbm,Breast_SalAlbm,Crissum_SalAlbm,Crown_SalAlbm,DorTail_SalAlbm,Patch10_SalAlbm,Patch11_SalAlbm,Rump_SalAlbm,Throat_SalAlbm,WingTip_SalAlbm
323.27,4.75006666667,11.3815666667,6.77826666667,9.57986666667,4.00233333333,6.79736666667,4.60493333334,6.8802,5.87593333333,9.55759999999,7.14986666667
323.63,4.82486666667,11.4629666667,6.84013333333,9.62506666667,4.10166666667,6.83,4.67466666667,6.98726666667,5.97286666667,9.68093333332,7.15
324.00,4.87,11.5198666667,6.90446666667,9.73519999999,4.12933333333,6.96703333333,4.71026666667,6.99326666667,6.06473333333,9.7368,7.2084
324.37,4.95346666667,11.6875666667,6.94953333333,9.88053333333,4.16346666667,6.99493333333,4.68106666667,7.05493333333,6.18006666667,9.89819999999,7.22226666667
324.74,4.98566666667,11.8244333333,6.9836,9.92260000001,4.23406666666,7.08323333333,4.7376,7.10993333333,6.25646666667,10.0301333333,7.2792
325.10,4.911,11.8867333333,6.90246666667,9.90166666666,4.12793333334,7.02336666667,4.63606666667,7.11046666667,6.14893333333,10.0328666666,7.27926666667
325.47,5.03546666667,11.9743666667,7.04866666667,9.99460000001,4.19253333333,7.13856666667,4.69306666667,7.15906666667,6.19606666667,10.1363333333,7.399
325.84,5.40933333333,12.4430666667,7.47446666666,10.3797333333,4.62426666667,7.58726666667,5.06053333333,7.54566666667,6.59153333333,10.4832,7.79246666667
326.21,5.2452,12.3828,7.394,10.3590666667,4.539,7.5622,4.96953333333,7.4312,6.48393333334,10.4702,7.67486666667
326.57,5.0938,12.3645333333,7.28313333333,10.3208,4.4366,7.54196666667,4.85406666667,7.30553333333,6.3452,10.4484,7.54386666667
326.94,5.2276,12.5416333333,7.37046666667,10.4562666667,4.47773333333,7.727,4.98073333333,7.45193333333,6.41453333333,10.5718666667,7.62773333333
327.31,5.16933333333,12.5739,7.3494,10.5114,4.505,7.74476666667,4.9452,7.49573333333,6.3464,10.6247333333,7.5986
327.67,5.25426666667,12.7794666667,7.42206666667,10.6123333333,4.64666666667,7.82043333333,5.00173333333,7.56033333333,6.33026666667,10.7213333333,7.6468
328.04,5.06326666667,12.6937333333,7.2914,10.4874,4.5566,7.64473333333,4.87293333333,7.42806666667,6.16393333333,10.5958666667,7.47513333333
328.41,4.97126666667,12.7488666667,7.32433333333,10.4714666667,4.5436,7.66046666667,4.94953333333,7.4812,6.0726,10.5744,7.44873333333
328.78,4.82633333333,12.7524333333,7.26013333333,10.457,4.4138,7.5669,4.847,7.4436,5.97606666667,10.5255333333,7.334
329.14,4.85886666667,12.9064333333,7.39253333333,10.5812666667,4.47646666667,7.6136,4.97153333333,7.5428,6.12573333333,10.6813333333,7.426
329.51,4.69073333333,12.8,7.31966666667,10.5004,4.32753333333,7.4963,4.8934,7.48726666667,6.04033333333,10.6382,7.29006666667
329.88,4.40053333334,12.5262,7.09773333333,10.3137333333,4.05133333333,7.2109,4.64393333333,7.19546666667,5.73646666667,10.4537333333,6.94106666667
330.24,4.38726666667,12.4901333333,7.04246666667,10.3078,3.99146666666,7.04466666667,4.5674,7.1476,5.73766666667,10.4384666667,6.90626666667
330.61,4.418,12.4801666667,7.04873333333,10.2766666667,4.00913333333,6.99146666667,4.60773333333,7.16326666667,5.71426666667,10.5130666667,6.8718
330.98,4.30593333333,12.4452,7.02833333333,10.2491333333,4.016,6.86716666667,4.57353333333,7.12273333333,5.69126666667,10.5489333333,6.78206666667
331.34,4.2332,12.3874666666,7.0046,10.273,3.9232,6.74703333333,4.46913333333,7.006,5.63626666666,10.5578666667,6.77
331.71,4.2226,12.3766666667,6.961,10.2784,3.87453333333,6.7933,4.45906666667,6.97893333333,5.7094,10.5041333333,6.74633333333
332.08,4.31973333333,12.4715,6.96726666667,10.3008,3.88433333333,6.85036666667,4.4422,7.00273333333,5.73326666667,10.6216,6.80133333334
332.44,4.17466666667,12.3958,6.8296,10.1892666666,3.71926666666,6.7125,4.22593333334,6.81086666667,5.64553333333,10.5758,6.66666666667
332.81,4.42493333333,12.6718666667,7.09573333334,10.4461333333,3.96566666667,6.9281,4.4476,7.00053333333,5.9062,10.8146,6.9044
333.18,4.36653333333,12.7255666667,7.01866666667,10.4072666667,3.91833333333,6.91786666667,4.41713333333,6.93813333333,5.855,10.6798,6.77846666667
333.54,4.54126666667,12.9997,7.17313333333,10.5952,4.05913333333,6.992,4.55273333333,7.05553333333,6.02606666667,10.7973333333,6.87133333333
333.91,4.75386666667,13.2591666667,7.36126666667,10.7589333333,4.20493333333,7.0778,4.71346666667,7.24353333333,6.30226666667,10.9957333333,7.045
334.28,5.04966666667,13.5722333333,7.6026,11.0214,4.49806666667,7.30123333333,4.99606666667,7.50026666667,6.46706666667,11.2846,7.28053333333
334.64,5.09993333333,13.7038,7.67613333333,11.1244,4.51793333333,7.3145,5.03433333333,7.55533333333,6.52873333333,11.3017333333,7.37293333333
335.01,4.9838,13.6536666667,7.55033333333,11.0718666667,4.30413333333,7.17056666667,4.8972,7.46353333333,6.3604,11.1843333333,7.1878
335.38,5.02373333333,13.7119,7.55606666667,11.0185333333,4.26293333333,7.15996666667,4.93586666666,7.45626666667,6.37113333333,11.1809333333,7.091
335.74,5.12913333333,13.7992,7.71093333333,11.1461333333,4.3706,7.27543333333,4.99993333333,7.55673333333,6.4568,11.4416,7.22966666667
336.11,5.15473333333,13.8969,7.82533333333,11.2746666667,4.43666666667,7.30973333333,5.09646666667,7.6354,6.5372,11.5148,7.26586666667
336.47,5.2302,13.8910666667,7.858,11.41,4.50166666667,7.2704,5.16466666667,7.74526666667,6.54813333333,11.57,7.27206666667
336.84,5.00386666667,13.6409,7.6054,11.2097333333,4.2302,6.96646666667,4.90506666666,7.53893333333,6.28726666667,11.3952666667,6.97853333333
337.21,5.11246666666,13.6678666667,7.69926666667,11.2485333333,4.32293333333,6.93033333333,4.94666666667,7.59593333333,6.31666666667,11.5666666667,6.987
337.57,5.14853333333,13.6270666667,7.70166666667,11.2320666667,4.3576,6.9437,4.9294,7.588,6.25086666667,11.6207333333,6.98353333333
337.94,5.16966666667,13.7207666667,7.7572,11.2984,4.44066666667,7.0456,4.9844,7.6524,6.23686666667,11.7513333333,7.01493333333
338.31,5.21033333333,13.8159333333,7.86753333333,11.3186,4.53153333333,7.12823333333,5.0622,7.7392,6.3284,11.8251333333,7.06366666667
338.67,5.29833333333,13.8523,7.90933333333,11.311,4.58033333334,7.2047,5.0822,7.8134,6.35346666667,11.9473333333,7.03713333333
339.04,5.26646666667,13.8733666667,7.9216,11.3100666666,4.57733333333,7.22923333333,5.11006666667,7.77853333333,6.30886666667,12.0146,7.0212
339.40,5.11106666667,13.7805333333,7.896,11.2818666667,4.4784,7.15316666667,4.9928,7.6892,6.2036,11.9966,6.926
339.77,4.99146666667,13.715,7.82666666667,11.1920666667,4.35553333333,6.99073333333,4.92193333333,7.59466666667,6.11766666667,11.9011333333,6.781
340.14,4.94033333333,13.6629,7.801,11.1219333333,4.29006666667,6.8979,4.89926666667,7.55793333333,6.0606,11.8858,6.7196
340.50,5.0546,13.8971666667,7.94306666667,11.1779333333,4.3902,7.03103333333,5.00753333333,7.67526666666,6.21866666667,12.0310666667,6.77066666667
340.87,5.19293333333,14.1188333333,8.14246666667,11.3152,4.54626666667,7.19173333333,5.14413333334,7.83346666667,6.33866666667,12.2120666667,6.87586666667
341.23,5.2438,14.2099666667,8.27513333333,11.4846,4.63873333333,7.30206666667,5.20706666667,7.95846666667,6.47053333333,12.2995333333,7.0106
341.60,5.3034,14.3657666667,8.36199999999,11.6515333333,4.75066666667,7.36543333334,5.2856,8.059,6.6064,12.43,7.09973333333
341.96,5.31946666667,14.3599666667,8.40106666667,11.7152666667,4.68853333333,7.2766,5.2854,8.06446666667,6.55126666667,12.3832,7.0712
342.33,5.37666666667,14.4734666667,8.51993333333,11.8538,4.68806666667,7.3244,5.3094,8.1268,6.61973333333,12.4898,7.116
342.70,5.37533333333,14.6704,8.6408,12.0239333333,4.7658,7.33486666667,5.34413333333,8.18,6.72593333333,12.5872,7.17186666667
343.06,5.4628,14.7357666666,8.72813333333,12.1158,4.86933333333,7.35626666667,5.3436,8.27566666667,6.85493333333,12.6224666667,7.2434
343.43,5.72066666667,15.0114333333,8.87620000001,12.2820666667,5.03586666667,7.48836666667,5.48413333333,8.507,6.99493333333,12.7838,7.449
343.79,5.84546666667,15.2059666667,9.01493333333,12.49,5.17186666667,7.61136666667,5.629,8.68926666667,7.12273333333,12.9003333333,7.5606
344.16,5.9516,15.4447,9.15026666667,12.6597333333,5.3036,7.73796666667,5.71286666667,8.78566666667,7.24146666667,13.0435333333,7.67173333333
344.52,6.02046666667,15.5061,9.23633333333,12.7578666667,5.40573333333,7.8189,5.77553333333,8.8598,7.24126666667,13.2016,7.794
344.89,5.98773333333,15.4737,9.16413333334,12.7428666667,5.3584,7.7706,5.70166666667,8.80706666667,7.16393333333,13.1774666667,7.72846666667
345.25,5.95233333333,15.5285666667,9.11180000001,12.698,5.3326,7.76516666667,5.63753333333,8.77006666667,7.07993333333,13.2157333333,7.6316
345.62,5.8852,15.4549,9.05726666666,12.6278666667,5.21453333333,7.70586666667,5.5728,8.70273333333,6.98206666666,13.2045333333,7.55673333333
345.99,5.81293333333,15.4859,8.96553333334,12.5789333333,5.15953333333,7.6556,5.47526666667,8.6426,6.92673333333,13.2009333333,7.50146666667
346.35,5.7758,15.4397,8.90166666666,12.5856,5.12,7.59806666667,5.40926666667,8.59626666667,6.859,13.1838,7.38973333334
346.72,5.81793333333,15.3813,8.88773333334,12.5866,5.104,7.63326666667,5.4382,8.60633333333,6.8388,13.2177333333,7.40886666666
347.08,5.8078,15.4940333333,8.89493333333,12.596,5.1098,7.68723333333,5.48273333333,8.61833333333,6.83753333333,13.3371333333,7.39486666667
347.45,5.7492,15.4763666667,8.90786666666,12.6284666667,5.09926666667,7.65703333333,5.4714,8.5502,6.81506666667,13.3828666667,7.2982
347.81,5.62913333333,15.4728,8.76933333334,12.5300666667,4.96253333333,7.52516666667,5.3368,8.43073333333,6.6556,13.3592,7.1232
348.18,5.6044,15.4286333333,8.72073333334,12.5320666667,4.90393333333,7.41763333333,5.28153333333,8.42753333333,6.61846666667,13.4008,6.99053333333
348.54,5.59873333333,15.507,8.6986,12.5554666666,4.86193333333,7.35483333333,5.28453333333,8.402,6.61,13.3797333333,6.9458
348.91,5.62953333333,15.5936333333,8.7796,12.6596666667,4.91346666667,7.37956666667,5.33806666667,8.5012,6.6962,13.5054,7.009
349.27,5.5952,15.5150666667,8.70373333333,12.5684,4.80526666667,7.25803333333,5.27106666667,8.44693333333,6.63906666667,13.4142666667,6.94746666667
349.64,5.6368,15.6583333333,8.735,12.6164,4.83153333333,7.21836666667,5.2402,8.50553333333,6.66213333333,13.4564,6.89333333333
350.00,5.6464,15.6559666667,8.76413333334,12.6515333333,4.84566666667,7.2245,5.24453333333,8.5308,6.66213333333,13.5402,6.9258
350.37,5.52306666667,15.6013333333,8.69160000001,12.5129333333,4.7392,7.12453333333,5.14433333333,8.4358,6.57733333333,13.4734666667,6.82066666667
350.73,5.54506666667,15.6567,8.76260000001,12.5708,4.74073333333,7.1315,5.12166666667,8.47326666667,6.60346666667,13.4943333333,6.77246666667
351.10,5.46446666667,15.5293,8.71479999999,12.5330666667,4.6228,7.0108,5.0096,8.41966666667,6.50526666667,13.3897333333,6.63093333333
351.46,5.3822,15.4724333333,8.62013333333,12.5081333333,4.55786666667,6.98033333333,4.95213333334,8.40506666667,6.45173333333,13.3722666667,6.5546
351.83,5.51246666667,15.6062,8.86766666667,12.6826666667,4.7284,7.1353,5.1182,8.57673333334,6.66386666667,13.553,6.70366666667
352.19,5.56753333333,15.6900666667,8.95573333333,12.7453333333,4.8058,7.2722,5.19666666667,8.64426666666,6.7198,13.6534666667,6.83753333333
352.55,5.56966666667,15.7132666667,8.98253333333,12.8076666667,4.85033333333,7.35263333333,5.21346666667,8.6532,6.7506,13.7318,6.84393333333
352.92,5.7492,15.9064666667,9.142,12.9448666667,5.01953333333,7.5217,5.37706666667,8.776,6.89493333333,13.8854666667,7.00706666667
353.28,5.96526666667,16.1733666667,9.45326666667,13.2493333333,5.25006666667,7.75533333333,5.59273333333,9.0308,7.1714,14.2103333333,7.2188
353.65,6.0992,16.3001666667,9.60506666667,13.4302666667,5.4064,7.93493333333,5.77746666667,9.16053333333,7.3244,14.3312666667,7.38473333333
354.01,6.12746666667,16.3259333333,9.61680000001,13.4902,5.424,7.93056666667,5.79493333333,9.16933333334,7.36093333333,14.3644,7.35533333333
354.38,6.34926666667,16.6096333333,9.81339999999,13.7492666667,5.65473333333,8.12456666667,6.0004,9.38726666667,7.60106666667,14.6423333333,7.5808
354.74,6.36693333333,16.6773333333,9.87313333333,13.8143333333,5.75953333333,8.15460000001,6.0734,9.4366,7.64786666667,14.7422666667,7.616
355.11,6.6192,17.0151333333,10.1100666667,14.0596666666,6.0168,8.39059999999,6.28286666667,9.63719999999,7.8484,15.0274666667,7.90073333333
355.47,6.80226666667,17.2505,10.3398,14.2672,6.21933333333,8.56253333333,6.43753333333,9.82893333333,8.0224,15.283,8.102
355.83,6.8238,17.3075333333,10.2832666667,14.3134666667,6.17773333333,8.53773333334,6.3582,9.79053333334,7.98366666667,15.3002,8.11086666667
356.20,6.80206666667,17.3297,10.263,14.3600666667,6.1416,8.45296666667,6.3256,9.79020000001,7.97293333333,15.3474,8.0684
356.56,6.78406666667,17.4015666667,10.2788666667,14.4256,6.07313333334,8.40850000001,6.29193333333,9.8254,7.97186666667,15.4268,8.0412
356.93,6.61853333333,17.3395,10.1825333333,14.3599333334,5.93093333333,8.27866666667,6.17806666667,9.71760000001,7.83466666667,15.3771333333,7.89213333333
357.29,6.5672,17.3673333333,10.1199333333,14.3351333333,5.87106666667,8.24173333334,6.1544,9.68813333333,7.75793333333,15.3822666667,7.8708
357.66,6.409,17.3138333333,9.97706666666,14.2093333333,5.6858,8.07976666667,5.9792,9.58526666666,7.60253333333,15.3711333333,7.71933333333
358.02,6.41533333333,17.424,10.0258,14.3094666667,5.68433333333,8.1208,6.0162,9.65493333333,7.6122,15.4631333333,7.7492
358.38,6.3222,17.3133333333,9.9514,14.272,5.54066666667,8.00646666667,5.90706666667,9.57860000001,7.4928,15.3788,7.62046666667
358.75,6.25653333333,17.2705666667,9.83393333332,14.2428,5.40766666667,7.89233333333,5.80313333333,9.50446666666,7.37193333333,15.2928,7.5592
359.11,6.13766666667,17.1961666667,9.70160000001,14.1584,5.25506666666,7.72636666667,5.67066666667,9.3796,7.24386666667,15.2020666667,7.36786666667
359.48,6.1264,17.2291,9.6784,14.1784666667,5.17426666667,7.64606666667,5.62653333333,9.35799999999,7.16653333333,15.1872666667,7.30026666667
359.84,6.14653333333,17.2968,9.71453333333,14.2292,5.20246666667,7.6637,5.70333333333,9.43486666667,7.19553333333,15.2588,7.31773333333
360.20,6.08506666667,17.3264,9.69193333333,14.2104666667,5.16153333334,7.63793333333,5.64706666667,9.4042,7.151,15.2124666667,7.25926666667
360.57,6.07006666667,17.3181333333,9.68740000001,14.1714,5.1728,7.6047,5.60746666667,9.37446666666,7.11073333333,15.1718666667,7.2
360.93,6.1592,17.3817333333,9.72673333333,14.2629333333,5.23313333333,7.64263333333,5.65053333333,9.43159999999,7.17753333333,15.2876666667,7.23766666667
361.29,6.194,17.4298666667,9.80333333333,14.3525333333,5.31953333333,7.6882,5.7082,9.49560000001,7.24293333333,15.3364,7.2768
361.66,6.26873333333,17.5282333333,9.90459999999,14.4432,5.3936,7.77326666667,5.79746666667,9.58466666667,7.32453333333,15.3953333333,7.37193333333
362.02,6.26353333333,17.5097333333,9.92006666667,14.4386666667,5.39886666666,7.7588,5.77626666666,9.56793333334,7.34366666667,15.4152666667,7.3404
362.39,6.31886666667,17.6151,9.99373333334,14.5231333333,5.4824,7.85183333333,5.86073333333,9.63386666666,7.3988,15.5282,7.41193333333
362.75,6.41226666667,17.7577,10.1202,14.6203333333,5.57066666666,7.94596666667,5.93533333333,9.73493333333,7.51306666667,15.6919333333,7.48606666667
363.11,6.38553333333,17.7719666667,10.1568666667,14.6558,5.52033333333,7.94656666667,5.91613333333,9.7686,7.53753333333,15.7404666667,7.48733333334
363.48,6.23406666667,17.6713333333,10.0511333333,14.51,5.39753333333,7.8176,5.796,9.64686666667,7.4396,15.606,7.37206666667
363.84,6.11073333333,17.6025,10.0022666667,14.4460666667,5.29813333333,7.72523333333,5.664,9.55933333334,7.36306666667,15.5988666667,7.2822
364.20,6.14053333333,17.6883666667,10.0602666667,14.5238,5.29813333333,7.73026666667,5.6748,9.60953333333,7.4034,15.7294666667,7.31906666667
364.57,6.16766666667,17.7679,10.1195333333,14.6071333333,5.32326666667,7.74743333333,5.70653333333,9.67413333333,7.4538,15.8605333333,7.36726666667
364.93,6.13226666666,17.8495666667,10.1704666667,14.6298666667,5.284,7.7552,5.71813333333,9.71953333333,7.45366666667,15.8779333333,7.37233333333
365.29,5.9992,17.7791,10.0381333333,14.5575333333,5.09393333333,7.6092,5.53646666667,9.54639999999,7.3158,15.815,7.2084
365.66,5.969,17.7837333333,10.0278666667,14.5906,5.10366666667,7.54176666667,5.5066,9.5042,7.29033333333,15.8372,7.137
366.02,6.12113333333,18.0254333333,10.1664,14.7684666667,5.223,7.684,5.6466,9.66000000001,7.4052,16.0117333333,7.2722
366.38,6.08566666667,18.0709,10.1518666667,14.7834666667,5.1716,7.6316,5.61073333333,9.67593333333,7.36906666667,16.0246666667,7.25086666667
366.75,6.03086666667,18.0442666667,10.1044666667,14.7609333333,5.11753333333,7.56796666667,5.56273333333,9.61493333333,7.29566666667,15.9676666667,7.1792
367.11,6.2222,18.1912666666,10.2310666667,14.9013333333,5.32513333333,7.72613333333,5.7426,9.75833333333,7.4196,16.143,7.35433333333
367.47,6.39286666667,18.4049666667,10.4296666667,15.1555333333,5.50253333333,7.90673333333,5.92033333333,9.92706666666,7.58533333333,16.4094,7.49773333334
367.84,6.5318,18.588,10.5699333333,15.3258,5.64566666667,8.03993333333,6.0852,10.0654666667,7.69886666667,16.5308,7.6332
368.20,6.62146666667,18.7120333333,10.6726666667,15.4577333333,5.73233333333,8.1388,6.18053333334,10.1228,7.7948,16.6044,7.6864
368.56,6.6828,18.7803,10.7153333333,15.5077333333,5.76366666667,8.20076666667,6.22226666667,10.1791333333,7.84146666667,16.6614,7.7238
368.93,6.758,18.8301666667,10.7515333333,15.5804,5.80993333333,8.24846666666,6.24426666667,10.2112666667,7.90873333333,16.7434666667,7.77493333333
369.29,6.86173333333,19.0159,10.8948666667,15.7511333333,5.9578,8.34490000001,6.38873333333,10.3578,8.02066666667,16.9250666667,7.9378
369.65,6.87466666667,19.0930333333,10.9588,15.8449333333,5.9474,8.37783333334,6.42253333333,10.3998666667,8.05153333333,17.0183333333,7.9556
370.01,6.73466666667,19.0013666667,10.8817333333,15.776,5.85833333333,8.25159999999,6.3014,10.3236,7.95626666667,16.9434,7.83306666667
370.38,6.6984,19.0163333333,10.8582666667,15.7722666667,5.8292,8.19203333333,6.25546666667,10.3002,7.94186666667,16.9445333333,7.79026666667
370.74,6.73413333333,19.1421333334,10.9766,15.9023333333,5.88353333333,8.2402,6.3302,10.4104,8.0052,17.0778,7.85473333333
371.10,6.61666666667,19.1326666667,10.9482,15.9435333333,5.78,8.1471,6.23326666667,10.3748,7.93533333333,17.0485333333,7.73773333333
371.46,6.57673333333,19.1354,10.8997333333,15.9211333333,5.73153333333,8.09236666667,6.18613333333,10.3716666667,7.91813333333,17.0443333333,7.6928
371.83,6.517,19.1192,10.8720666667,15.8991333334,5.6834,8.0207,6.13193333334,10.342,7.9006,17.0628,7.65886666667
372.19,6.53733333333,19.1346,10.8953333333,15.9040666667,5.71473333333,8.02026666667,6.15753333333,10.4350666667,7.9168,17.1122666667,7.69946666667
372.55,6.51566666667,19.1806,10.9331333333,15.9576666667,5.70086666667,8.00983333333,6.15513333334,10.4535333333,7.93086666667,17.1353333333,7.70333333333
372.92,6.45726666667,19.2425666667,10.9331333333,15.9964,5.70186666667,7.9888,6.13973333333,10.4573333333,7.9088,17.1816,7.65413333333
373.28,6.41373333333,19.2097,10.8878,15.9518,5.64613333333,7.97216666667,6.0928,10.4526666667,7.86126666666,17.131,7.5888
373.64,6.4026,19.2684333334,10.872,15.9674,5.65833333333,8.0095,6.07713333333,10.475,7.8728,17.166,7.57273333333
374.00,6.4744,19.4054666667,10.9641333333,16.0752666667,5.71573333333,8.0911,6.1374,10.5799333333,7.9462,17.2977333333,7.6626
374.37,6.60486666667,19.5339,11.1191333333,16.2227333333,5.816,8.20563333333,6.23333333333,10.6589333333,8.05486666667,17.4506666667,7.77586666667
374.73,6.68813333333,19.6433,11.1800666667,16.3011333333,5.88946666667,8.32616666667,6.27753333333,10.705,8.1246,17.5856666667,7.8528
375.09,6.7502,19.7569333333,11.2451333334,16.3708,5.9376,8.38873333333,6.35473333333,10.7486,8.19793333333,17.7054666667,7.9506
375.45,6.7548,19.8749333333,11.3062,16.4681333333,5.95373333333,8.4188,6.3666,10.7886666667,8.24813333333,17.7872666667,7.98786666667
375.81,6.79726666667,19.9565666667,11.3567333333,16.5219333333,5.98013333333,8.47783333333,6.39426666667,10.8341333333,8.2516,17.8386666667,7.99566666667
376.18,6.79993333333,20.025,11.401,16.6213333333,6.01213333333,8.53466666666,6.4216,10.8546,8.26273333333,17.9354666667,8.0084
376.54,6.75193333333,19.9975666667,11.3724,16.6214,5.99333333334,8.4815,6.39913333333,10.8268666667,8.21113333333,17.9211333333,7.97173333333
376.90,6.72246666667,19.9835333333,11.3702,16.6535333334,5.94566666666,8.43113333333,6.36726666667,10.7957333333,8.1656,17.9317333333,7.95193333333
377.26,6.71273333333,20.0323333333,11.4133333333,16.7328,5.93813333333,8.4097,6.37566666667,10.8197333333,8.18146666667,18.0137333333,7.95566666666
377.63,6.69086666666,20.0978,11.4498,16.793,5.89933333333,8.38273333334,6.37146666666,10.8187333333,8.16446666667,18.0346,7.96426666667
377.99,6.59746666667,20.0974666667,11.3819333333,16.733,5.79553333333,8.30340000001,6.3016,10.728,8.08973333333,17.9711333333,7.87793333333
378.35,6.47393333333,20.0793333333,11.2737333334,16.7142666667,5.71053333333,8.21716666667,6.19133333333,10.6868666667,8.01673333333,17.9614,7.76466666667
378.71,6.38606666667,20.0688666667,11.2274,16.7102,5.64226666666,8.11706666667,6.137,10.6580666667,7.99693333333,17.9468,7.6982
379.07,6.2862,20.0746333333,11.1793333333,16.6833333333,5.5614,8.05760000001,6.05786666667,10.6120666667,7.94726666667,17.9326,7.59473333333
379.44,6.29206666667,20.0847333333,11.2062,16.7422666667,5.56586666667,8.05883333334,6.09686666667,10.6290666666,7.931,17.9684666666,7.58413333333
379.80,6.2584,20.1394,11.2016,16.8064,5.5124,8.04023333333,6.07413333333,10.6451333333,7.91686666667,18.0179333333,7.56533333333
380.16,6.19793333333,20.1195333333,11.1542,16.7757333333,5.39766666667,7.94883333333,5.99533333333,10.5946,7.84873333334,17.9831333333,7.49326666667
380.52,6.18653333333,20.1857,11.1440666667,16.8360666667,5.38513333333,7.94353333333,5.98766666667,10.581,7.8532,18.0558,7.49926666667
380.88,6.18986666667,20.2922,11.212,16.9129333333,5.41773333333,8.0016,6.02113333333,10.6533333334,7.90566666666,18.1293333333,7.51526666667
381.24,6.11373333333,20.2615333333,11.1506,16.887,5.35,7.95176666667,5.9622,10.5814666667,7.84846666667,18.0976666667,7.419
381.61,6.09,20.2520333333,11.1502666667,16.898,5.3298,7.95453333333,5.93506666667,10.6049333333,7.8242,18.1526,7.39446666667
381.97,6.1072,20.2998333333,11.2223333333,17.0110666667,5.3534,7.981,5.96173333333,10.6332,7.8846,18.2628666667,7.42566666667
382.33,6.09233333333,20.3344,11.2556666667,17.0266666667,5.34266666667,7.99226666667,5.97146666667,10.6398,7.87026666667,18.2934,7.39753333333
382.69,6.05453333333,20.3578,11.2574,17.0678,5.325,8.0033,5.96913333333,10.6437333333,7.84666666667,18.3412,7.36246666667
383.05,6.07553333333,20.4239333333,11.3073333333,17.1452666667,5.36293333333,8.01316666667,5.98786666667,10.6841333333,7.8668,18.4152,7.402
383.41,6.02746666667,20.4382333333,11.2868666667,17.1578666667,5.32846666667,8.00093333333,5.94753333333,10.6757333333,7.8402,18.4622666667,7.39953333333
383.77,5.98933333333,20.4411,11.2907333333,17.1847333333,5.3284,7.98473333333,5.9232,10.6315333333,7.81626666667,18.4872666667,7.37986666667
384.14,6.03126666667,20.5592666667,11.3465333333,17.2655333333,5.3868,8.0099,5.96673333333,10.6838,7.8646,18.586,7.4216
384.50,6.04913333334,20.6503,11.3940666667,17.3215333333,5.39106666667,8.03546666667,5.9698,10.7348,7.89346666667,18.6398666667,7.42626666667
384.86,6.1092,20.7066666667,11.4389333333,17.3632,5.44713333333,8.06326666667,6.01246666667,10.7926666667,7.9524,18.7347333333,7.47806666667
385.22,6.2372,20.8663333333,11.5835333333,17.5005333333,5.5584,8.15706666667,6.11653333333,10.9297333333,8.0718,18.8812,7.5968
385.58,6.2502,20.9148,11.6064,17.5646666667,5.58533333333,8.1448,6.13273333333,10.9337333333,8.10333333333,18.9186,7.59513333333
385.94,6.27606666667,20.9749,11.6312,17.6118666667,5.61506666667,8.15566666667,6.16926666667,10.998,8.14546666667,18.9795333333,7.6054
386.30,6.35486666667,21.0917333333,11.7318,17.7396666667,5.68726666667,8.20243333333,6.26566666667,11.1104666667,8.22533333333,19.1217333333,7.69986666667
386.66,6.38566666667,21.1554666667,11.7660666667,17.8012666667,5.68973333333,8.1915,6.27033333333,11.1381333333,8.2548,19.1626666667,7.717
387.03,6.4224,21.2302333333,11.8240666667,17.8923333333,5.71933333333,8.22636666667,6.32426666667,11.1926666667,8.3216,19.2536666667,7.75086666667
387.39,6.45246666667,21.3274333333,11.8674,17.9642,5.75286666667,8.26383333333,6.3572,11.2521333333,8.36953333333,19.3292666667,7.78026666667
387.75,6.45833333333,21.4043333333,11.8702,18.0181333333,5.72546666667,8.2602,6.36786666667,11.2908,8.38946666667,19.4032,7.75793333333
388.11,6.39873333333,21.4239666667,11.8597333333,18.0209333333,5.6836,8.2419,6.3344,11.2542,8.38406666667,19.3874666667,7.70646666667
388.47,6.425,21.482,11.9204666667,18.0728666667,5.69553333333,8.26350000001,6.35326666667,11.2972,8.42006666666,19.4732666667,7.72853333333
388.83,6.4442,21.5709666667,11.9551333333,18.1574666667,5.6824,8.26773333333,6.38386666667,11.3408666667,8.46433333333,19.537,7.75706666667
389.19,6.40733333333,21.6199666667,11.9168,18.1664666667,5.64306666667,8.26020000001,6.349,11.331,8.43313333333,19.5710666667,7.71586666667
389.55,6.44333333333,21.7072,11.9568,18.2416,5.66433333333,8.28843333334,6.39406666667,11.3837333333,8.46433333333,19.6814,7.76686666667
389.91,6.4164,21.7443666667,11.9392666667,18.2626,5.64453333333,8.26266666667,6.34926666667,11.3679333333,8.4242,19.699,7.7276
390.27,6.36593333333,21.7652666667,11.9025333333,18.2795333333,5.60246666667,8.24260000001,6.30506666667,11.3478,8.38566666667,19.7026666667,7.69973333333
390.63,6.296,21.7908666667,11.8755333333,18.2829333333,5.53233333334,8.21983333333,6.24386666667,11.3189333333,8.32213333333,19.7164,7.6396
391.00,6.2268,21.7738,11.8041333333,18.2684,5.44113333334,8.16396666667,6.16686666667,11.2925333333,8.22773333334,19.7086666667,7.55513333333
391.36,6.2306,21.7897,11.8060666667,18.2936,5.40613333333,8.15433333333,6.1592,11.2983333334,8.22233333333,19.7304,7.5356
391.72,6.168,21.7719333333,11.7825333333,18.2653333333,5.3468,8.0905,6.0894,11.2693333333,8.17513333333,19.7287333333,7.49
