wavelength,Back_NesAcum,Belly_NesAcum,Breast_NesAcum,Crissum_NesAcum,Crown_NesAcum,DorTail_NesAcum,Rump_NesAcum,Throat_NesAcum,WingTip_NesAcum
347.81,5.1865,11.3191666667,10.4345,15.1995,6.256,7.58283333333,7.48825,12.7005,7.24333333334
348.18,4.936,11.038,10.2801666667,14.9585,6.00933333334,7.25133333334,7.20133333333,12.4373333334,7.07616666667
348.54,4.85066666667,10.959,10.3266666667,14.9806666667,6.0185,7.26933333334,7.18616666667,12.4583333333,6.93766666666
348.91,4.93116666667,10.987,10.3105,15.0415,6.02816666667,7.26733333333,7.2395,12.5016666666,6.93916666666
349.27,4.50083333333,10.6355,10.0033333333,14.8151666667,5.70983333334,6.936,6.94283333333,12.2348333333,6.68766666667
349.64,4.43733333334,10.7765,10.0021666667,14.7476666667,5.65033333333,6.84283333333,7.07225,12.2326666667,6.58916666667
350.00,4.08783333334,10.511,9.71183333334,14.4651666667,5.26033333333,6.47483333333,6.75758333333,11.9786666666,6.29333333334
350.37,4.011,10.4765,9.74466666668,14.4398333334,5.08,6.4315,6.7075,11.9883333333,6.26183333333
350.73,4.03533333334,10.429,9.82583333333,14.3118333334,4.96683333333,6.33583333333,6.5225,12.0113333333,6.13283333334
351.10,4.48983333333,10.7458333333,10.126,14.6661666666,5.21066666667,6.5675,6.59441666667,12.3708333333,6.24233333333
351.46,4.45733333333,10.8278333334,10.2663333333,14.7368333333,5.25416666667,6.65283333333,6.69091666667,12.5316666667,6.13133333334
351.83,4.59533333334,10.9585,10.2311666667,14.708,5.24383333334,6.791,6.81091666667,12.6538333333,6.00416666667
352.19,4.82733333333,11.238,10.4058333333,15.015,5.40283333333,7.012,7.15658333333,13.0158333333,6.32966666667
352.55,4.94716666666,11.4213333333,10.5875,15.243,5.48616666666,7.1695,7.31533333333,13.159,6.57
352.92,4.89766666666,11.41,10.6755,15.1378333334,5.3935,7.12566666667,7.20983333334,13.1738333333,6.58866666667
353.28,5.055,11.8568333333,10.9613333333,15.52,5.61716666666,7.45216666667,7.42208333334,13.4463333334,6.81433333334
353.65,5.01883333333,11.9081666667,10.9373333333,15.5436666667,5.63316666666,7.3205,7.28016666667,13.419,6.787
354.01,5.24116666667,11.9883333333,11.0086666667,15.6256666667,5.731,7.3015,7.45075,13.5651666667,6.7995
354.38,5.42,12.1816666667,11.0761666666,15.771,5.87816666667,7.373,7.60533333333,13.7606666666,6.92366666666
354.74,5.21666666667,12.0306666667,10.722,15.6851666666,5.762,7.11766666667,7.5685,13.631,6.767
355.11,5.01033333333,11.8783333333,10.514,15.455,5.65366666666,6.943,7.44191666666,13.4448333333,6.57383333334
355.47,5.09016666667,12.0108333333,10.358,15.4538333333,5.6685,7.01383333334,7.45208333333,13.4603333334,6.66666666666
355.83,4.971,11.8418333333,10.3806666667,15.357,5.59683333334,6.89266666667,7.38883333333,13.4571666667,6.70266666667
356.20,5.10433333333,11.9636666667,10.544,15.4391666666,5.72983333333,6.93283333334,7.50166666666,13.5105,6.72683333333
356.56,5.02133333333,11.8881666667,10.3765,15.2483333334,5.5395,6.6855,7.2755,13.3708333333,6.525
356.93,5.06966666667,11.9556666666,10.3748333333,15.2846666667,5.5485,6.7605,7.33616666666,13.4266666667,6.56116666667
357.29,5.056,11.7138333333,10.2881666667,15.0473333333,5.39733333334,6.518,7.30791666667,13.3588333333,6.4455
357.66,5.04416666667,11.694,10.3595,14.9538333334,5.3305,6.5755,7.37991666667,13.4223333334,6.4505
358.02,5.1385,11.925,10.512,15.0211666667,5.40666666667,6.779,7.46258333333,13.5451666667,6.56383333333
358.38,5.368,12.1171666667,10.7561666667,15.3028333333,5.622,7.0205,7.63033333334,13.6803333333,6.66216666666
358.75,5.481,12.4238333333,10.8695,15.3918333333,5.768,7.252,7.75558333334,13.8301666666,6.81866666666
359.11,5.44883333334,12.4636666667,10.948,15.459,5.76883333333,7.332,7.84775,13.9266666667,6.845
359.48,5.60133333334,12.6176666667,11.2285,15.6246666667,5.93483333333,7.4895,8.06858333334,14.1351666667,7.03233333333
359.84,5.818,12.831,11.3441666667,15.705,6.06483333334,7.66233333333,8.25283333334,14.2136666666,7.09416666667
360.20,5.63683333333,12.7131666667,11.1746666667,15.5458333334,5.8675,7.483,8.01566666667,14.1108333333,6.82366666666
360.57,5.74733333333,12.9048333334,11.273,15.6443333333,5.96666666667,7.57083333333,8.15125,14.3148333334,6.93583333334
360.93,5.83233333333,13.02,11.2691666667,15.7611666666,6.053,7.60383333334,8.25758333332,14.375,7.00033333333
361.29,5.93166666667,13.2013333334,11.3421666667,15.8526666666,6.151,7.77516666667,8.28058333335,14.46,7.15583333333
361.66,6.09416666667,13.251,11.4281666667,16.024,6.30916666667,7.95316666667,8.36925000002,14.6425,7.147
362.02,6.04266666667,13.1725,11.3841666667,16.0613333333,6.27666666666,7.88033333333,8.38524999998,14.6171666667,7.14366666667
362.39,5.85183333333,13.1253333333,11.3411666667,15.9061666666,6.16216666666,7.7825,8.28966666669,14.5936666666,7.07666666666
362.75,5.86433333333,13.073,11.3768333333,15.9005,6.1475,7.69733333333,8.27758333335,14.5835,7.06233333334
363.11,5.94866666666,13.1941666667,11.4373333333,15.9396666667,6.106,7.6505,8.24983333331,14.6405,7.106
363.48,5.81216666667,13.05,11.2873333333,15.7773333333,5.94733333334,7.47583333334,8.03758333334,14.5366666667,6.93766666666
363.84,5.88583333333,13.1261666667,11.3861666667,15.944,5.98483333334,7.5005,7.97991666666,14.6685,7.05433333334
364.20,6.04916666667,13.3053333333,11.515,16.0978333333,6.16,7.66083333333,8.13633333335,14.8413333334,7.28533333334
364.57,5.99866666667,13.232,11.5305,16.1706666666,6.08866666667,7.70033333333,8.14166666665,14.7723333333,7.21266666667
364.93,6.032,13.3345,11.6633333333,16.217,6.155,7.75016666666,8.208,14.8573333333,7.239
365.29,5.891,13.222,11.5951666667,16.1523333333,6.08266666667,7.578,8.09016666667,14.7796666667,7.137
365.66,5.84283333333,13.2473333333,11.5985,16.094,5.988,7.459,8.05658333334,14.7421666667,7.231
366.02,5.95766666667,13.2698333333,11.7018333333,16.1506666667,6.0425,7.5015,8.02649999998,14.831,7.27083333334
366.38,6.05666666667,13.316,11.6531666667,16.1296666666,6.0655,7.47983333333,8.1325,14.7765,7.30766666666
366.75,6.0855,13.3298333334,11.6811666667,16.0915,5.99583333333,7.52,8.11016666669,14.773,7.2705
367.11,6.114,13.3128333333,11.6555,15.9721666667,6.03083333333,7.568,8.10499999999,14.7886666667,7.26683333334
367.47,6.16266666667,13.3438333333,11.639,15.849,6.0005,7.53966666667,8.04491666666,14.7428333333,7.21183333333
367.84,5.91083333333,13.2805,11.3976666667,15.5261666667,5.79666666667,7.32366666667,7.89391666667,14.599,6.985
368.20,5.85266666666,13.2623333333,11.3863333333,15.4115,5.68766666667,7.28383333333,7.84441666666,14.5285,6.85016666667
368.56,5.96533333333,13.3091666667,11.4468333333,15.398,5.8665,7.33283333333,7.91233333333,14.635,6.88866666666
368.93,5.91133333333,13.2543333333,11.3761666667,15.3193333334,5.70466666667,7.21716666666,7.85575,14.6081666666,6.81666666667
369.29,5.81733333334,13.1898333333,11.2901666667,15.3176666667,5.53866666667,7.18183333333,7.76733333334,14.5893333334,6.58933333334
369.65,5.72733333334,13.1096666666,11.1488333333,15.2998333333,5.49566666667,7.11816666667,7.67066666666,14.4831666666,6.53333333333
370.01,5.59883333333,13.1761666667,11.0656666666,15.2176666667,5.40366666666,7.18033333333,7.67275,14.4646666667,6.59016666667
370.38,5.45866666666,13.0211666667,10.9243333333,15.1155,5.2765,7.0335,7.40975,14.4388333334,6.3375
370.74,5.4815,13.0503333333,10.912,15.083,5.276,6.98683333333,7.34991666666,14.4181666667,6.26233333334
371.10,5.4575,13.0165,10.9043333333,15.1793333333,5.31033333334,6.93833333333,7.43683333334,14.4365,6.25033333333
371.46,5.48616666666,13.1551666667,10.9616666667,15.2841666667,5.409,7.0145,7.52633333333,14.4958333334,6.23266666667
371.83,5.6745,13.1535,11.1426666667,15.4653333333,5.59216666667,7.225,7.72958333333,14.6128333334,6.2815
372.19,5.86466666667,13.2353333334,11.2811666667,15.6033333333,5.71966666667,7.35416666666,7.88883333333,14.7348333334,6.463
372.55,5.76583333333,13.2508333333,11.1725,15.6195,5.6025,7.3135,7.88708333334,14.676,6.4905
372.92,5.781,13.214,11.1323333333,15.6378333334,5.5935,7.34316666667,7.85266666667,14.6113333333,6.549
373.28,6.07916666667,13.4491666667,11.33,15.8021666667,5.78833333334,7.52916666667,8.075,14.759,6.82766666666
373.64,6.116,13.5053333333,11.3581666666,15.7841666667,5.8005,7.5815,8.08225,14.8168333333,6.71733333334
374.00,6.15216666666,13.4386666667,11.3723333333,15.8551666667,5.85633333333,7.52166666667,8.05841666666,14.7153333333,6.62566666667
374.37,6.32283333333,13.5183333334,11.4548333333,15.9888333333,6.002,7.71033333333,8.21391666668,14.7815,6.77616666667
374.73,6.33316666666,13.3926666667,11.371,16.0701666666,6.04,7.77166666667,8.27041666665,14.805,6.86733333333
375.09,6.36616666667,13.4571666667,11.4258333333,16.095,5.99483333333,7.81566666666,8.25266666665,14.7591666666,6.916
375.45,6.4755,13.507,11.5815,16.2628333333,6.07533333334,7.92166666667,8.42758333334,14.9068333333,7.16766666666
375.81,6.49566666666,13.56,11.6016666667,16.3258333334,6.125,7.936,8.42366666665,14.8573333333,7.28466666667
376.18,6.33166666666,13.4428333334,11.4018333333,16.2723333333,6.0055,7.8055,8.31758333331,14.7406666667,7.10916666667
376.54,6.383,13.3946666667,11.4875,16.2986666666,6.05666666667,7.86566666666,8.29900000001,14.7451666667,7.126
376.90,6.3725,13.3251666667,11.4176666667,16.2821666667,6.03766666667,7.83333333333,8.28191666668,14.713,7.11233333334
377.26,6.183,13.1616666666,11.2868333333,16.1396666667,5.98033333333,7.77816666667,8.2375,14.6071666666,7.1275
377.63,6.1775,13.099,11.2278333333,16.1438333333,5.99283333333,7.78616666667,8.27641666668,14.5835,7.101
377.99,6.06183333334,13.0928333334,11.111,16.0186666666,5.91783333334,7.698,8.21633333333,14.5498333333,6.99733333333
378.35,6.03966666667,13.2106666666,11.1838333333,15.9961666667,5.98883333333,7.7855,8.30449999998,14.628,7.16933333334
378.71,6.07133333333,13.3476666666,11.3196666667,16.0628333333,6.00766666667,7.79233333333,8.39283333334,14.6708333333,7.25416666667
379.07,5.99133333333,13.3005,11.2046666667,15.9605,5.9615,7.71633333333,8.29741666667,14.6361666667,7.16716666667
379.44,5.91016666666,13.2263333333,11.095,15.8678333333,5.88533333333,7.6445,8.21750000002,14.4853333333,7.10783333333
379.80,5.82083333333,13.2601666667,10.999,15.8091666667,5.74116666667,7.569,8.19041666668,14.399,7.07833333334
380.16,5.786,13.3125,11.0335,15.7723333333,5.75283333333,7.62116666667,8.10658333331,14.441,7.14066666667
380.52,5.7955,13.4363333333,11.0418333333,15.8138333333,5.84533333333,7.50783333333,8.19066666665,14.5063333333,7.25583333333
380.88,5.80366666667,13.5355,11.1608333333,15.8678333333,5.9655,7.54183333333,8.23150000002,14.548,7.2475
381.24,5.84766666666,13.6008333333,11.211,15.9328333334,6.02,7.53316666667,8.26275,14.5658333333,7.2015
381.61,5.87333333333,13.669,11.301,15.9741666666,6.02116666666,7.5555,8.3375,14.5985,7.28966666667
381.97,6.077,13.7385,11.4423333333,16.1035,6.13483333334,7.69983333333,8.42041666665,14.7178333333,7.44516666667
382.33,6.09716666667,13.76,11.5081666667,16.2878333334,6.1445,7.6785,8.46916666669,14.7035,7.38983333333
382.69,6.00816666667,13.709,11.4338333333,16.2703333333,6.1265,7.63533333333,8.43991666665,14.6446666667,7.3015
383.05,5.94966666667,13.6443333333,11.4315,16.311,6.11683333334,7.63466666667,8.47366666669,14.5965,7.30516666667
383.41,5.86666666667,13.595,11.3618333333,16.3261666666,6.11466666667,7.59233333334,8.46800000001,14.588,7.291
383.77,5.95433333333,13.5588333333,11.4186666667,16.4268333333,6.24933333334,7.65966666667,8.49358333333,14.6305,7.37316666666
384.14,5.93683333333,13.5275,11.3778333334,16.479,6.22266666667,7.57316666667,8.59200000002,14.526,7.33716666667
384.50,5.90133333333,13.4456666667,11.3288333333,16.4311666667,6.14116666667,7.67,8.55866666668,14.4745,7.24683333334
384.86,5.9035,13.4503333333,11.2921666667,16.4506666667,6.08833333333,7.662,8.56016666666,14.4756666667,7.22
385.22,5.8945,13.4513333333,11.3225,16.4986666667,6.11,7.68433333333,8.58183333334,14.5128333333,7.25
385.58,5.8395,13.4023333333,11.2828333333,16.5075,6.04566666667,7.6295,8.52224999999,14.4238333334,7.20833333334
385.94,5.7515,13.3811666667,11.2111666667,16.4871666667,6.001,7.6215,8.56783333335,14.3503333333,7.254
386.30,5.63,13.2415,11.0541666667,16.311,5.84583333333,7.47033333334,8.42091666665,14.2106666666,7.1065
386.66,5.75416666667,13.31,11.1461666667,16.3883333333,5.99316666667,7.6315,8.52716666666,14.2798333334,7.18716666667
387.03,5.78183333334,13.3263333334,11.1825,16.3861666666,6.0245,7.66433333333,8.55666666669,14.2786666667,7.18966666666
387.39,5.834,13.3523333333,11.2248333334,16.4091666667,6.02866666666,7.65983333333,8.55666666665,14.2805,7.17133333333
387.75,5.74016666666,13.3263333333,11.1823333333,16.3423333333,5.935,7.61566666666,8.59016666665,14.289,7.11
388.11,5.7385,13.3163333333,11.2126666667,16.2868333333,5.94783333333,7.629,8.57416666669,14.2268333334,7.16416666667
388.47,5.79383333333,13.3758333333,11.2428333333,16.3548333334,5.99666666666,7.64,8.62441666669,14.2188333334,7.20433333334
388.83,5.76166666667,13.2715,11.2351666666,16.3023333333,5.991,7.671,8.58358333332,14.1873333333,7.21583333334
389.19,5.75733333333,13.2346666666,11.2146666667,16.2405,5.89916666667,7.637,8.55233333331,14.1048333334,7.1965
389.55,5.84216666666,13.2995,11.2448333333,16.263,5.96516666666,7.69566666666,8.59374999999,14.1735,7.232
389.91,5.88266666667,13.3298333333,11.3401666667,16.302,6.01,7.66183333334,8.57691666666,14.1901666667,7.17083333334
390.27,5.9695,13.3716666667,11.3856666666,16.3363333333,6.1015,7.74616666666,8.67808333335,14.253,7.27833333334
390.63,5.96,13.423,11.3211666667,16.3028333333,6.06433333334,7.69433333333,8.64725,14.2281666667,7.28583333334
391.00,6.00116666667,13.5015,11.3156666667,16.34,6.09666666666,7.71366666667,8.67158333335,14.1976666666,7.31683333333
391.36,6.01666666666,13.5195,11.2991666666,16.3353333334,6.11933333333,7.71783333333,8.69741666669,14.1731666667,7.3295
391.72,6.018,13.5165,11.2778333333,16.3375,6.14983333333,7.71466666666,8.64450000002,14.1101666667,7.3445
392.08,6.097,13.589,11.3435,16.4458333333,6.17683333333,7.79183333333,8.71841666665,14.2011666666,7.35833333333
392.44,6.11866666666,13.641,11.3531666667,16.4538333333,6.19316666667,7.8095,8.71366666666,14.2301666666,7.35633333333
392.80,6.19866666667,13.8161666667,11.4195,16.4753333333,6.27433333333,7.85083333333,8.82783333335,14.2553333333,7.42833333333
393.16,6.17633333334,13.8293333334,11.3838333333,16.4573333334,6.28916666667,7.842,8.83908333332,14.2108333333,7.41816666666
393.52,6.14383333333,13.849,11.375,16.4158333334,6.28366666666,7.85216666667,8.84675000001,14.1961666667,7.43833333334
393.88,6.135,13.8185,11.3393333333,16.4026666666,6.28833333334,7.85266666666,8.84158333334,14.185,7.45233333333
394.24,6.14366666667,13.8975,11.3956666667,16.4266666667,6.29066666667,7.89633333333,8.83025,14.1961666666,7.47233333333
394.60,6.10933333333,13.8205,11.4181666667,16.407,6.26216666667,7.88516666667,8.79683333331,14.1495,7.39783333333
394.96,6.1145,13.8283333333,11.459,16.4583333334,6.2385,7.8795,8.82116666667,14.1896666667,7.49083333334
395.32,6.06916666666,13.7861666667,11.3946666667,16.3666666667,6.18833333333,7.87816666666,8.76525,14.123,7.41683333333
395.68,6.082,13.842,11.387,16.3588333333,6.1625,7.886,8.76999999999,14.1045,7.3295
396.04,6.13133333334,13.8291666667,11.3873333333,16.3006666666,6.20916666667,7.9155,8.76066666665,14.0576666667,7.3775
396.40,6.1105,13.7623333333,11.3656666667,16.2331666666,6.16616666666,7.91533333333,8.76841666667,13.9878333333,7.37483333334
396.76,6.03683333334,13.6161666667,11.2688333333,16.1621666666,6.08116666667,7.84016666667,8.69349999999,13.9095,7.30483333333
397.12,6.12,13.6766666667,11.3066666667,16.1445,6.17016666667,7.908,8.68091666667,13.9141666667,7.3915
397.48,6.15366666667,13.634,11.299,16.1538333333,6.19683333334,7.9115,8.71858333331,13.8168333333,7.443
397.84,6.19716666666,13.6313333333,11.2423333333,16.1085,6.20333333333,7.88833333333,8.69833333334,13.7541666667,7.40883333334
398.20,6.22033333334,13.6091666667,11.2068333333,16.1145,6.22033333333,7.88483333334,8.71475000001,13.7136666667,7.47783333333
398.56,6.07916666666,13.5211666667,11.029,15.9576666667,6.07083333333,7.76416666666,8.62566666665,13.5543333333,7.42483333334
398.92,6.00433333334,13.3628333334,10.9515,15.7808333333,6.03733333333,7.75,8.53616666665,13.4146666666,7.25816666666
399.28,6.05433333334,13.4041666666,11.0068333333,15.8186666666,6.08016666667,7.8275,8.62808333332,13.4275,7.434
399.64,6.07866666667,13.3301666667,10.9743333333,15.7558333333,6.124,7.78783333333,8.64574999999,13.3825,7.489
400.00,5.97833333333,13.2575,10.8655,15.6543333333,6.06066666666,7.74716666667,8.59749999999,13.3431666667,7.44833333334
400.36,5.98133333333,13.242,10.8516666667,15.6088333333,6.07016666666,7.7385,8.56983333333,13.315,7.3855
400.72,6.01133333333,13.2865,10.8185,15.6455,6.125,7.81733333334,8.58374999998,13.3095,7.40733333333
401.08,5.98083333334,13.2026666666,10.7885,15.6591666667,6.10683333334,7.82566666667,8.581,13.2838333333,7.34316666667
401.44,5.95066666667,13.1513333333,10.766,15.6308333334,6.1185,7.78766666667,8.527,13.268,7.28766666667
401.80,5.873,13.103,10.7051666667,15.5216666666,6.025,7.77583333334,8.47608333331,13.2068333333,7.26316666667
402.16,5.88316666666,13.0701666666,10.7115,15.4958333333,6.06133333333,7.80183333333,8.50958333333,13.1983333333,7.285
402.52,6.031,13.1635,10.8758333333,15.6166666667,6.23583333333,7.9005,8.65291666668,13.2901666667,7.40683333333
402.88,6.11383333334,13.2653333333,10.8953333333,15.714,6.2995,7.97433333334,8.71874999999,13.3431666666,7.51333333333
403.24,6.1965,13.2523333333,10.9236666667,15.743,6.35033333333,7.9745,8.71450000002,13.3686666667,7.53016666667
403.60,6.182,13.2581666666,10.9123333334,15.783,6.31216666667,8.01233333333,8.67625,13.3551666666,7.5165
403.95,6.28466666667,13.3011666667,10.9851666667,15.8683333333,6.3665,8.10916666667,8.74933333334,13.3966666667,7.61
404.31,6.31366666667,13.2871666667,11.0241666667,15.8905,6.38033333333,8.13116666666,8.77100000002,13.4016666667,7.6385
404.67,6.28216666666,13.232,11.0215,15.8778333334,6.3665,8.07883333333,8.75341666669,13.4053333334,7.64016666666
405.03,6.284,13.2085,10.979,15.8561666667,6.30233333333,8.036,8.71874999999,13.371,7.6225
405.39,6.23366666667,13.1548333334,10.9148333333,15.7646666666,6.2155,7.9705,8.68849999998,13.3306666667,7.57566666666
405.75,6.29116666666,13.133,10.9381666667,15.8306666666,6.282,8.0045,8.74208333335,13.3766666666,7.596
406.11,6.31616666666,13.1353333334,10.9453333333,15.818,6.24866666667,7.9915,8.72008333333,13.3926666666,7.579
406.47,6.28183333334,13.0573333333,10.8938333333,15.767,6.16666666667,7.98966666666,8.64083333335,13.3746666667,7.53316666667
406.83,6.3165,13.0818333333,10.9196666667,15.7345,6.2005,7.97916666667,8.69491666665,13.4041666666,7.56683333334
407.19,6.24516666666,13.0415,10.9148333333,15.6765,6.1495,7.975,8.63649999999,13.369,7.47966666667
407.55,6.3225,13.1008333333,10.9748333334,15.6833333333,6.20533333334,8.0055,8.72400000001,13.4531666667,7.57016666667
407.90,6.31683333333,13.08,10.9598333333,15.6633333333,6.1955,7.97766666667,8.70225000002,13.4188333334,7.43933333334
408.26,6.25333333333,12.9945,10.8501666667,15.5978333333,6.11316666667,7.94383333333,8.62675,13.383,7.41716666667
408.62,6.2965,12.9721666667,10.8266666667,15.5365,6.068,7.9565,8.61566666668,13.3303333333,7.334
408.98,6.30666666667,13.0265,10.8283333333,15.538,6.07433333333,8.0025,8.65908333333,13.4055,7.33633333334
409.34,6.3865,13.109,10.9193333334,15.6186666667,6.14333333333,8.1015,8.692,13.4928333333,7.42
409.70,6.373,13.153,10.8983333333,15.594,6.13183333333,8.113,8.70725,13.4543333333,7.5
410.06,6.34616666667,13.1273333333,10.8565,15.5816666667,6.1265,8.11033333333,8.70074999998,13.4095,7.456
410.42,6.41916666666,13.2225,10.9053333333,15.6258333334,6.20883333333,8.17266666667,8.74816666665,13.4455,7.52283333333
410.77,6.46633333334,13.2306666667,10.9393333333,15.6688333333,6.22133333333,8.20733333334,8.69808333332,13.4611666667,7.527
411.13,6.56116666667,13.3105,10.9301666666,15.7273333333,6.26616666666,8.26833333334,8.8025,13.5365,7.6455
411.49,6.50866666667,13.241,10.8841666666,15.6888333333,6.1925,8.25866666667,8.74183333335,13.4665,7.59916666667
411.85,6.56266666667,13.3555,10.9525,15.7171666666,6.26733333334,8.30966666666,8.80033333334,13.5135,7.70216666667
412.21,6.6705,13.4801666667,11.0466666667,15.8061666667,6.374,8.371,8.91683333335,13.5736666666,7.77983333334
412.57,6.7105,13.5328333333,11.0795,15.8578333333,6.41833333333,8.41466666666,8.97891666669,13.578,7.87616666667
412.92,6.7405,13.4918333333,11.1213333333,15.867,6.4735,8.398,8.99633333334,13.538,7.85133333333
413.28,6.716,13.4301666666,11.0475,15.7708333333,6.42966666666,8.3645,8.99283333335,13.4355,7.76666666666
413.64,6.70133333334,13.349,11.0663333334,15.7791666667,6.40983333333,8.3695,8.967,13.4251666667,7.69983333334
414.00,6.77283333333,13.3048333334,11.0638333333,15.8111666666,6.44033333333,8.38033333333,8.96716666668,13.4168333333,7.77366666667
414.36,6.72666666667,13.1673333334,10.9996666667,15.7338333333,6.36933333333,8.29333333333,8.92608333335,13.3261666667,7.70633333334
414.72,6.67216666667,13.076,10.9451666667,15.688,6.33633333334,8.27383333333,8.94075,13.2676666667,7.693
415.07,6.58783333334,12.9493333334,10.87,15.5858333333,6.2625,8.16583333333,8.82366666666,13.1291666667,7.60166666667
415.43,6.63716666667,12.9683333333,10.8613333334,15.5946666667,6.35766666667,8.2095,8.87341666667,13.1225,7.64166666666
415.79,6.53716666667,12.8063333334,10.7228333333,15.4796666667,6.2375,8.09233333334,8.74941666669,12.9956666666,7.57016666667
416.15,6.50433333333,12.732,10.6683333333,15.4236666666,6.25133333333,8.11966666667,8.70699999999,12.957,7.59816666666
416.51,6.47583333334,12.6483333333,10.614,15.3763333334,6.22316666666,8.0595,8.66275000002,12.9263333333,7.57533333334
416.86,6.508,12.6426666667,10.6161666667,15.3451666667,6.23916666667,8.0945,8.68791666669,12.9028333333,7.64533333333
417.22,6.5205,12.589,10.5873333333,15.3541666667,6.26566666667,8.10816666666,8.67891666665,12.8641666667,7.71683333333
417.58,6.54416666667,12.6016666667,10.5896666667,15.3311666667,6.271,8.132,8.69966666665,12.8321666667,7.74583333333
417.94,6.48083333334,12.5541666667,10.5251666667,15.2033333333,6.239,8.13,8.66758333334,12.7596666666,7.73883333334
418.29,6.48216666666,12.5336666667,10.4961666667,15.1621666667,6.23083333334,8.18166666666,8.66883333335,12.7455,7.7935
418.65,6.45866666666,12.4763333333,10.4121666667,15.0883333334,6.20833333334,8.14616666666,8.62475000002,12.6776666667,7.76766666666
419.01,6.44033333333,12.4075,10.3503333334,14.9973333333,6.17833333333,8.13416666667,8.59758333335,12.626,7.7365
419.37,6.38766666667,12.2866666667,10.2878333334,14.8906666667,6.10683333333,8.0855,8.51658333333,12.5461666667,7.71683333333
419.73,6.37116666666,12.1876666667,10.2481666667,14.8233333333,6.09066666667,8.09316666667,8.482,12.4876666667,7.7085
420.08,6.3705,12.1358333333,10.2005,14.7431666666,6.06716666666,8.06916666666,8.44933333333,12.4133333333,7.7005
420.44,6.38566666667,12.0938333334,10.1873333334,14.6585,6.0715,8.09666666667,8.41258333334,12.3515,7.74616666667
420.80,6.37133333333,11.9838333333,10.0998333334,14.5763333334,6.04,8.07566666667,8.35258333333,12.2836666666,7.72333333334
421.16,6.359,11.931,10.0466666666,14.4795,6.01766666666,8.05016666667,8.29608333333,12.2301666666,7.70116666666
421.51,6.3395,11.8526666667,9.97633333335,14.3998333333,5.984,8.02716666666,8.27225,12.1738333334,7.70816666667
421.87,6.3615,11.8278333334,9.95483333335,14.3563333333,5.99283333333,8.03083333333,8.25066666667,12.137,7.70916666667
422.23,6.3675,11.7518333333,9.918,14.2741666667,5.9775,8.01616666667,8.21791666667,12.0665,7.69416666666
422.58,6.36616666667,11.7103333333,9.88566666669,14.2136666666,5.95333333333,8.023,8.20075,12.025,7.734
422.94,6.37733333334,11.6671666667,9.869,14.1701666667,5.942,8.0355,8.18333333333,11.9778333333,7.75716666667
423.30,6.37116666666,11.6228333333,9.8235,14.113,5.93366666667,8.0385,8.16666666666,11.9371666667,7.77333333334
423.66,6.3725,11.5698333333,9.77766666667,14.0405,5.912,8.01783333334,8.13933333333,11.8875,7.76666666666
424.01,6.33883333333,11.5001666667,9.73283333335,13.957,5.87166666666,7.98233333334,8.10166666667,11.8355,7.752
424.37,6.30933333334,11.4275,9.67383333331,13.8963333334,5.8305,7.955,8.09,11.8058333333,7.717
424.73,6.27766666667,11.398,9.64800000001,13.8475,5.80783333334,7.93916666667,8.06991666667,11.7663333333,7.71433333334
425.08,6.2945,11.3918333334,9.65533333334,13.8488333334,5.81266666667,7.952,8.0905,11.7568333334,7.73733333334
425.44,6.2955,11.3566666666,9.64966666669,13.811,5.8365,7.95133333334,8.05875,11.74,7.75233333334
425.80,6.28533333334,11.2976666667,9.62183333334,13.7753333333,5.80266666667,7.93783333333,8.04733333333,11.7045,7.742
426.16,6.2635,11.2855,9.57933333331,13.7453333334,5.80033333333,7.90866666667,8.03408333333,11.6741666667,7.75183333334
426.51,6.2525,11.254,9.57266666665,13.7221666667,5.80416666667,7.8985,8.02233333333,11.6571666667,7.75933333334
426.87,6.19166666667,11.1946666667,9.52883333331,13.6655,5.79133333334,7.856,7.98475,11.6321666667,7.7475
427.23,6.20616666667,11.1795,9.53383333334,13.6498333333,5.81083333333,7.841,7.96933333333,11.6033333333,7.7495
427.58,6.21283333334,11.1981666666,9.54099999999,13.637,5.83983333333,7.8495,7.98233333334,11.6075,7.78766666667
427.94,6.26216666667,11.231,9.56283333331,13.6845,5.891,7.89616666667,8.02675,11.6243333333,7.82133333333
428.30,6.28716666666,11.2841666667,9.58433333335,13.7493333334,5.92416666667,7.93716666667,8.04983333334,11.6708333333,7.89733333334
428.65,6.27266666667,11.3086666666,9.592,13.7431666666,5.9275,7.91566666667,8.05125,11.6805,7.93916666666
429.01,6.26533333334,11.2748333333,9.5675,13.7661666666,5.94183333333,7.93666666667,8.06508333333,11.6825,7.9465
429.37,6.28116666667,11.31,9.56933333333,13.7881666667,5.949,7.97283333334,8.10833333333,11.7208333333,7.97633333333
429.72,6.28066666667,11.3301666667,9.60450000002,13.7973333333,5.974,7.99683333333,8.13766666666,11.7395,8.02216666667
430.08,6.3215,11.3438333333,9.62733333332,13.8611666666,6.00416666667,8.0285,8.16308333333,11.8111666666,8.05866666667
430.44,6.32933333334,11.3581666666,9.65916666668,13.8818333333,6.03166666667,8.03416666667,8.1735,11.809,8.02633333333
430.79,6.35266666666,11.3936666667,9.70500000001,13.9378333333,6.04,8.04466666667,8.20091666666,11.8533333334,8.02966666666
