wavelength,Back_ConMarf,Belly_ConMarf,Breast_ConMarf,Crissum_ConMarf,Crown_ConMarf,DorTail_ConMarf,Rump_ConMarf,Throat_ConMarf,WingTip_ConMarf
347.81,13.9038333334,25.9395,17.1351666667,29.0565,10.5218333333,10.2904803921,18.1275,19.9146666666,6.8585
348.18,13.8516666667,26.1466666666,17.2358333334,29.2265,10.5681666667,10.4249215686,18.1203333333,20.0228333334,6.8185
348.54,14.0073333334,26.2836666667,17.3553333333,29.4501666666,10.64,10.6099509804,18.2053333333,20.2236666666,6.93
348.91,14.1928333334,26.6311666666,17.5718333333,29.502,10.628,10.7719705882,18.3573333333,20.4286666667,6.98283333333
349.27,14.4418333334,26.8395,17.7915,29.6433333333,10.8793333333,11.0115490196,18.5783333333,20.6255,7.26116666666
349.64,14.3198333334,26.7838333333,17.785,29.6608333333,10.7961666667,10.8879509804,18.5193333333,20.5461666667,7.23133333333
350.00,14.3298333333,26.9425,17.687,29.7798333333,10.6686666667,10.8303235294,18.4641666667,20.5188333334,7.12616666667
350.37,14.1438333333,26.7525,17.536,29.6963333334,10.4323333333,10.6379607843,18.0863333333,20.3091666667,6.809
350.73,14.0728333333,26.788,17.5971666667,29.7376666667,10.4415,10.6355490196,17.9636666666,20.3688333333,6.901
351.10,14.069,26.7421666667,17.5835,29.7588333333,10.2906666667,10.6340392157,18.0131666667,20.396,6.7625
351.46,14.262,26.9941666667,17.8405,30.049,10.3305,10.8340882353,18.2425,20.6148333333,6.92466666666
351.83,14.5376666667,27.4436666666,18.0781666666,30.2605,10.5295,11.1392647059,18.3738333333,20.8466666667,7.15866666667
352.19,14.7658333333,27.6488333333,18.2745,30.43,10.7155,11.252872549,18.5756666667,20.9726666666,7.27883333334
352.55,14.7248333333,27.6633333333,18.3658333334,30.5775,10.7851666667,11.2368333333,18.5556666666,20.9601666667,7.26333333333
352.92,14.7328333333,27.7443333333,18.4455,30.7673333334,10.9888333333,11.3277058823,18.6135,21.0065,7.31783333334
353.28,14.8033333334,27.87,18.5818333333,30.8826666666,10.9316666666,11.3219019608,18.605,20.96,7.32916666667
353.65,15.1365,28.243,18.9178333333,31.2351666667,11.2326666667,11.6622156863,18.8261666666,21.2708333334,7.56783333334
354.01,15.2931666667,28.3351666667,19.269,31.4063333333,11.4768333334,11.7880294117,18.9551666667,21.5225,7.81716666666
354.38,15.483,28.7336666667,19.4946666667,31.4785,11.7383333333,12.0134117647,19.2496666667,21.7271666666,7.96933333334
354.74,15.6906666666,29.0448333333,19.638,31.713,11.8923333333,12.1361960784,19.4695,21.9048333333,8.01966666666
355.11,15.9325,29.523,19.9916666666,32.0813333334,12.2658333333,12.3528235294,19.7615,22.07,8.32833333333
355.47,15.9778333334,29.6636666667,19.9791666667,32.2298333334,12.4418333334,12.3604509804,19.7603333334,22.0711666667,8.35983333334
355.83,16.0061666666,29.8123333334,20.0665,32.3226666667,12.564,12.4069607843,19.871,22.1906666667,8.47683333334
356.20,16.0465,29.9561666667,20.1803333333,32.3923333333,12.5988333334,12.5023137255,19.8945,22.3373333333,8.52466666667
356.56,16.1516666667,30.1003333334,20.2888333333,32.5181666666,12.6291666667,12.5795490196,20.0143333333,22.4255,8.56166666666
356.93,16.1223333333,30.2248333333,20.2573333333,32.5821666666,12.6003333333,12.5320196078,20.0141666666,22.3628333334,8.46983333333
357.29,16.2003333333,30.3276666667,20.3521666666,32.7468333334,12.6985,12.614,20.1051666666,22.4756666666,8.54433333334
357.66,16.1516666667,30.356,20.4383333334,32.787,12.7386666666,12.5426372549,20.0731666666,22.5001666667,8.59816666666
358.02,16.2585,30.6321666667,20.5308333333,33.0196666667,12.848,12.6658921569,20.244,22.5781666667,8.64583333333
358.38,16.2188333333,30.5938333333,20.6036666666,33.1928333334,12.7561666667,12.5317843138,20.1455,22.5733333333,8.6135
358.75,16.2396666667,30.7008333333,20.6846666666,33.4013333334,12.7891666667,12.5313137255,20.2035,22.6271666667,8.659
359.11,16.292,30.7541666667,20.75,33.506,12.7833333334,12.5167843138,20.2028333334,22.7956666666,8.57833333333
359.48,16.3345,30.8591666666,20.7951666666,33.6391666667,12.798,12.5178431373,20.2753333333,22.8641666667,8.5205
359.84,16.3838333334,30.9585,20.9298333334,33.8153333333,12.8535,12.5460392157,20.262,22.869,8.50283333333
360.20,16.3521666666,31.0271666667,21.0168333333,33.9623333334,12.9001666667,12.5318921569,20.2,22.8948333334,8.54683333333
360.57,16.4533333333,31.2656666666,21.1635,34.0946666667,13.0108333333,12.6204509804,20.2625,23.0336666667,8.60033333333
360.93,16.5395,31.395,21.3536666666,34.183,13.084,12.6989313725,20.3011666666,23.1716666667,8.65683333333
361.29,16.402,31.4288333333,21.3963333333,34.2385,12.9921666667,12.6493235294,20.1406666666,23.1358333333,8.559
361.66,16.4071666666,31.6038333333,21.3745,34.2878333333,13.0148333333,12.6917843138,20.1971666666,23.2058333333,8.48783333334
362.02,16.3073333334,31.5663333334,21.3245,34.268,12.8645,12.5855196078,20.0471666666,23.149,8.36966666667
362.39,16.4528333333,31.7016666667,21.4191666666,34.3966666666,13.0525,12.7821862745,20.2043333334,23.3071666667,8.50066666666
362.75,16.5538333333,31.7755,21.5463333333,34.4263333334,13.1233333334,12.8968039216,20.2298333333,23.4796666666,8.5585
363.11,16.4756666667,31.7783333333,21.5271666667,34.5296666667,13.0401666667,12.9474607843,20.1448333333,23.3866666667,8.4855
363.48,16.4125,31.8021666667,21.586,34.515,13.0026666667,12.9645392157,20.0765,23.3743333334,8.46633333333
363.84,16.3686666667,31.7823333334,21.568,34.5078333333,12.9333333333,12.8721568627,19.8961666667,23.3965,8.33683333334
364.20,16.3608333333,31.8283333334,21.538,34.51,12.904,12.8571862745,19.8436666667,23.361,8.3105
364.57,16.3148333333,31.8553333333,21.5655,34.5531666667,12.8871666666,12.7992843138,19.7621666666,23.356,8.2575
364.93,16.256,31.8218333333,21.5341666667,34.6365,12.891,12.7258235294,19.6913333334,23.4098333334,8.258
365.29,16.445,32.0893333333,21.7265,34.8805,13.0561666667,12.8409313725,19.9103333333,23.586,8.34883333333
365.66,16.5076666666,32.0623333333,21.7911666666,35.0738333333,13.0396666666,12.8441764705,19.8353333334,23.5206666667,8.36066666667
366.02,16.5713333333,32.1833333333,21.8566666667,35.174,13.1488333333,12.8584019608,19.9238333333,23.5981666667,8.40133333333
366.38,16.4836666667,32.2343333333,21.8685,35.2543333334,13.0316666667,12.753372549,19.8103333334,23.586,8.2365
366.75,16.4368333333,32.3378333333,21.9713333333,35.3608333334,13.0858333333,12.7712941177,19.7788333333,23.5821666667,8.21866666667
367.11,16.5125,32.5338333333,22.1598333334,35.3601666667,13.2136666666,12.7690588236,19.8185,23.7551666666,8.3475
367.47,16.6366666667,32.7865,22.366,35.6286666667,13.315,12.9190196079,19.8935,23.9465,8.4295
367.84,16.6181666666,32.9261666667,22.3721666667,35.6725,13.274,12.9495882353,20.0091666666,23.9451666666,8.43883333333
368.20,16.6948333333,32.9686666666,22.5048333333,35.823,13.2958333333,12.9027058824,20.0336666666,23.9616666667,8.40066666666
368.56,16.6645,32.9416666667,22.4605,35.982,13.2761666666,12.8920294117,19.9916666667,23.9576666667,8.41466666666
368.93,16.629,33.0423333334,22.4533333333,36.1065,13.157,12.8913529412,19.915,23.8906666667,8.27416666666
369.29,16.5788333334,33.0638333333,22.4115,36.1645,13.132,12.8150784314,19.8381666667,23.9398333333,8.18283333334
369.65,16.5606666667,33.2086666666,22.4336666666,36.163,13.0978333333,12.7731862745,19.8705,23.9751666667,8.19266666666
370.01,16.6206666667,33.3665,22.5918333333,36.2303333334,13.1511666666,12.8472254902,19.883,24.0498333334,8.29266666666
370.38,16.6336666667,33.4431666667,22.6003333334,36.271,13.1468333333,12.8169117647,19.9026666666,24.0536666666,8.31666666667
370.74,16.6336666667,33.488,22.5328333333,36.3083333333,13.013,12.692745098,19.849,23.9921666667,8.24766666667
371.10,16.7496666667,33.6061666667,22.6413333333,36.56,13.0478333333,12.7602254902,19.8845,23.9981666667,8.2855
371.46,16.751,33.6096666667,22.6091666666,36.578,13.063,12.6821862746,19.9131666666,24.0243333333,8.23816666667
371.83,16.858,33.7676666667,22.771,36.7965,13.2303333333,12.7969019608,20.001,24.1323333334,8.352
372.19,16.832,33.9551666667,22.7743333333,36.834,13.3026666667,12.9215098039,20.0536666667,24.2795,8.3735
372.55,16.9343333334,34.1933333333,23.0241666667,36.9765,13.4186666667,13.0383529412,20.2035,24.391,8.462
372.92,17.126,34.3793333334,23.2483333333,37.1336666667,13.6595,13.1159803922,20.3946666667,24.5381666666,8.67166666667
373.28,17.1933333333,34.4468333333,23.3095,37.2291666667,13.6853333333,13.1623235294,20.46,24.5621666667,8.74666666666
373.64,17.2183333333,34.5931666667,23.3798333333,37.4443333333,13.7541666667,13.201245098,20.5115,24.6345,8.72366666667
374.00,17.1986666666,34.5865,23.347,37.5248333333,13.8366666667,13.2464901961,20.5501666667,24.6245,8.6615
374.37,17.2385,34.8071666667,23.533,37.7196666666,13.9353333333,13.3288431373,20.6693333334,24.8238333334,8.68733333333
374.73,17.196,34.897,23.5646666666,37.797,13.9943333333,13.3252352941,20.6733333334,24.9441666666,8.62383333333
375.09,17.191,35.0038333334,23.4858333333,37.8233333333,14.0166666667,13.2629607843,20.7205,24.9898333333,8.52183333333
375.45,17.239,35.2168333333,23.5823333333,37.9676666666,14.1041666667,13.2627156863,20.6686666666,24.9533333333,8.55633333334
375.81,17.264,35.3191666667,23.632,38.0035,14.0948333333,13.2044803921,20.565,24.9795,8.49383333333
376.18,17.4028333334,35.3691666667,23.7,38.1841666667,14.1423333333,13.1810392157,20.5995,25.0541666666,8.48033333334
376.54,17.4836666667,35.4326666667,23.6335,38.2881666666,14.1961666667,13.1450588235,20.5256666666,25.0485,8.429
376.90,17.439,35.5813333333,23.5871666666,38.3378333334,14.1345,13.1885098039,20.5086666667,25.1045,8.30866666667
377.26,17.4576666667,35.7018333333,23.6233333333,38.3791666667,14.171,13.2199411764,20.502,25.1598333333,8.31766666666
377.63,17.4736666666,35.7896666666,23.6903333334,38.3901666667,14.1831666667,13.2395980392,20.5271666667,25.217,8.32566666667
377.99,17.5555,36.0338333334,23.8506666666,38.6136666666,14.191,13.256872549,20.5505,25.3828333333,8.296
378.35,17.6713333333,36.1498333334,23.931,38.7136666667,14.2501666667,13.3715882353,20.5363333334,25.3871666667,8.331
378.71,17.7671666667,36.3443333334,24.121,38.8828333333,14.3408333334,13.4442450981,20.5698333333,25.4461666667,8.39783333334
379.07,17.7908333334,36.4291666667,24.2323333333,39.0725,14.3841666667,13.4810882353,20.5788333333,25.4971666666,8.4655
379.44,17.7831666667,36.4265,24.2958333333,39.1508333334,14.3518333333,13.5468823529,20.5628333333,25.6035,8.45283333334
379.80,17.8333333333,36.5685,24.3693333333,39.3623333334,14.4246666666,13.6696862745,20.7305,25.7646666667,8.52250000002
380.16,17.839,36.7948333333,24.487,39.5126666667,14.48,13.7595392156,20.782,25.8155,8.6215
380.52,17.7965,36.9855,24.6801666667,39.591,14.5506666667,13.8005490196,20.8811666667,25.896,8.66316666665
380.88,17.885,37.1675,24.8925,39.8315,14.6676666666,13.8797941177,20.9726666666,25.9873333334,8.78899999999
381.24,17.9565,37.282,25.0178333333,39.927,14.6886666667,13.9126078431,20.961,26.0373333333,8.80049999998
381.61,18.064,37.4343333333,25.1611666667,40.0811666667,14.7945,13.982117647,21.0585,26.1436666666,8.83783333332
381.97,18.0845,37.4981666667,25.2093333334,40.2731666667,14.8456666667,14.0324019608,21.0966666667,26.1508333334,8.89083333333
382.33,18.0093333333,37.5901666667,25.2651666666,40.3198333333,14.8145,13.9716274509,21.1041666667,26.1678333333,8.8595
382.69,18.0396666666,37.657,25.2908333333,40.5013333334,14.8148333334,13.9669313726,21.0985,26.1848333333,8.87049999999
383.05,18.0985,37.777,25.418,40.572,14.8748333334,14.0672058823,21.1711666666,26.2876666666,8.91716666667
383.41,18.1831666667,38.0443333333,25.5186666666,40.7671666666,14.9528333333,14.2096176471,21.2883333333,26.3641666667,9.01316666665
383.77,18.206,38.1341666667,25.656,40.862,14.9853333334,14.2184313726,21.2718333333,26.4178333333,9.06283333335
384.14,18.2111666667,38.1706666666,25.7671666666,40.9485,14.9956666666,14.2055,21.2526666667,26.4471666666,9.07716666667
384.50,18.2061666666,38.1948333334,25.7768333333,41.0321666667,14.8958333333,14.1863431372,21.1861666667,26.4951666667,9.03916666667
384.86,18.2413333333,38.204,25.7636666666,41.0806666667,14.8591666667,14.1791372549,21.1256666666,26.5228333333,9.00066666667
385.22,18.219,38.3763333333,25.8728333334,41.2791666666,14.9186666667,14.2511176471,21.1786666667,26.588,9.03283333332
385.58,18.2701666666,38.4741666666,25.9626666667,41.4328333333,14.9418333333,14.3112941177,21.1728333333,26.6168333334,9.06949999999
385.94,18.3305,38.5096666667,25.9903333334,41.3581666667,14.9401666667,14.3153431373,21.1198333333,26.5695,9.07583333331
386.30,18.4443333334,38.5261666667,26.097,41.484,15.016,14.380872549,21.1688333334,26.6798333334,9.12733333332
386.66,18.4876666667,38.6381666667,26.1955,41.5688333333,15.0695,14.4448235295,21.235,26.7626666667,9.18300000001
387.03,18.4893333334,38.7606666666,26.2448333334,41.6976666667,15.0318333333,14.4132352941,21.198,26.7573333333,9.17133333335
387.39,18.548,38.7546666666,26.3041666667,41.7403333333,15.0826666667,14.3966078431,21.2423333333,26.8336666667,9.14883333333
387.75,18.5796666666,38.834,26.3161666666,41.8273333333,15.1286666667,14.4187352941,21.2778333333,26.842,9.10683333335
388.11,18.5995,38.9651666667,26.3706666666,41.9711666666,15.1883333333,14.4646372549,21.3478333333,26.864,9.10033333331
388.47,18.73,39.1221666667,26.551,42.1473333333,15.3526666666,14.6016960784,21.4681666666,27.0051666666,9.23416666667
388.83,18.6853333334,39.1828333334,26.6333333334,42.2085,15.3708333333,14.5953039216,21.4846666666,27.0025,9.22416666665
389.19,18.7671666666,39.2748333334,26.7001666667,42.3286666667,15.447,14.5915882353,21.5566666666,27.1078333334,9.25133333334
389.55,18.7356666666,39.3846666667,26.7291666667,42.448,15.4273333333,14.5911176471,21.4821666667,27.1558333333,9.21583333332
389.91,18.7461666666,39.5255,26.8496666667,42.6648333334,15.4891666667,14.6326666667,21.5301666666,27.3101666666,9.22833333335
390.27,18.7201666667,39.7481666667,26.9141666666,42.8743333334,15.4981666667,14.623254902,21.5766666666,27.3828333333,9.26900000001
390.63,18.7431666667,39.8125,26.9743333333,42.942,15.481,14.6315980392,21.5823333334,27.3908333334,9.2
391.00,18.7765,39.9386666667,27.046,43.0486666666,15.5615,14.7102941177,21.6378333334,27.499,9.19433333335
391.36,18.6975,39.9855,27.0773333333,43.1206666667,15.5233333333,14.6271372549,21.5588333334,27.4476666667,9.10783333335
391.72,18.7176666667,40.1215,27.1455,43.2225,15.542,14.6577352941,21.5508333333,27.4906666667,9.14200000001
392.08,18.7976666667,40.2185,27.1886666667,43.2651666667,15.5431666666,14.6805980393,21.547,27.5475,9.13366666667
392.44,18.7288333333,40.2668333333,27.1408333333,43.2855,15.4636666666,14.6396372549,21.501,27.5321666667,9.07966666669
392.80,18.7876666667,40.4153333333,27.2091666667,43.377,15.5298333334,14.7015294117,21.5228333333,27.5665,9.14200000002
393.16,18.8113333333,40.4211666666,27.2395,43.3946666666,15.4876666667,14.7464411765,21.4688333333,27.5703333333,9.149
393.52,18.7433333334,40.363,27.1686666667,43.3121666667,15.4551666666,14.6624411764,21.4448333334,27.5328333333,9.07133333331
393.88,18.7161666667,40.394,27.1973333333,43.3443333334,15.4296666667,14.6189509804,21.4271666667,27.576,9.05283333334
394.24,18.7073333334,40.4235,27.1855,43.3445,15.4001666666,14.6431960784,21.3696666666,27.551,8.96783333331
394.60,18.6653333333,40.4726666666,27.2293333333,43.408,15.401,14.639254902,21.3733333334,27.6056666666,8.98099999999
394.96,18.7113333333,40.4995,27.294,43.4216666666,15.3925,14.6242941177,21.3671666667,27.5991666666,9.01199999999
395.32,18.7906666666,40.6208333333,27.4008333334,43.5233333333,15.4165,14.6761862745,21.3641666667,27.7235,9.08616666665
395.68,18.823,40.682,27.4721666667,43.64,15.388,14.6571176471,21.3568333333,27.7368333333,9.07633333334
396.04,18.8185,40.7643333333,27.5375,43.7913333333,15.4118333333,14.6913235294,21.401,27.7895,9.08616666666
396.40,18.892,40.853,27.617,43.9051666667,15.4431666667,14.6946764706,21.4231666666,27.8176666666,9.03433333332
396.76,18.9066666667,40.8846666667,27.7153333334,43.9991666667,15.4433333334,14.7053137255,21.4398333333,27.9276666666,9.01233333332
397.12,18.891,40.9965,27.6991666667,44.114,15.4605,14.6454607843,21.4746666667,27.9338333333,8.90133333331
397.48,19.0125,41.197,27.912,44.3473333333,15.5526666667,14.7508529412,21.6145,28.0673333333,9.01633333335
397.84,19.0673333333,41.3623333333,27.9428333333,44.4968333333,15.5645,14.8430098039,21.6773333333,28.0848333333,9.03299999998
398.20,19.1456666667,41.429,28.0353333333,44.6328333333,15.6383333333,14.8758529412,21.774,28.1515,9.105
398.56,19.2155,41.571,28.1081666667,44.8151666667,15.7561666666,14.9692745098,21.8491666667,28.2236666667,9.18666666665
398.92,19.1483333333,41.6556666666,28.0901666666,44.9396666666,15.717,14.9529803921,21.7976666667,28.2785,9.14683333335
399.28,19.1076666667,41.7408333333,28.0815,44.9643333333,15.6785,14.9426666667,21.8698333333,28.242,9.12266666666
399.64,19.0528333334,41.7658333333,28.0305,44.9501666666,15.6725,14.9578627451,21.8551666666,28.2311666666,9.118
400.00,19.0873333334,41.884,28.1068333333,45.0656666667,15.7025,14.9556666667,21.8826666667,28.3088333334,9.15883333334
400.36,19.074,41.9715,28.149,45.1566666666,15.7106666666,14.9910784314,21.9061666667,28.3438333333,9.166
400.72,19.0291666666,41.9941666667,28.1285,45.2503333333,15.628,14.9575196078,21.9276666667,28.319,9.119
401.08,18.9985,42.0373333334,28.2356666666,45.3268333333,15.6006666667,14.9732549019,21.9325,28.352,9.17833333334
401.44,18.9068333334,42.0698333333,28.1655,45.382,15.4848333334,14.9431078432,21.8883333333,28.3633333333,9.12400000002
401.80,18.9543333333,42.1941666666,28.3071666667,45.5028333333,15.5371666667,14.9975784314,21.9548333334,28.4428333333,9.13066666665
402.16,18.9505,42.3106666667,28.3926666667,45.6265,15.5625,15.0404313725,21.95,28.5116666667,9.1755
402.52,18.9313333334,42.3418333333,28.4546666666,45.616,15.4858333333,15.0517156862,21.9648333334,28.4808333333,9.16233333332
402.88,19.0218333334,42.4511666666,28.6001666667,45.7796666667,15.553,15.1492156863,22.0785,28.5096666666,9.26566666667
403.24,19.035,42.4966666667,28.6496666667,45.9098333333,15.588,15.1970980392,22.0455,28.571,9.26866666669
403.60,19.0413333333,42.5365,28.7771666667,45.9815,15.5511666667,15.179117647,22.0346666666,28.5938333333,9.23916666666
403.95,19.0191666667,42.5856666666,28.7936666667,46.0613333333,15.5418333334,15.214872549,21.973,28.5953333333,9.2015
404.31,18.9741666667,42.6363333334,28.8241666667,46.162,15.4981666667,15.1877843138,21.9245,28.5965,9.15200000002
404.67,19.0298333333,42.7425,28.8846666667,46.2285,15.5295,15.2268627451,21.9588333334,28.6546666667,9.18083333334
405.03,19.096,42.8366666667,28.9363333333,46.3011666667,15.5661666666,15.2812941176,21.9863333334,28.7031666666,9.19683333335
405.39,19.1785,42.936,29.0678333333,46.4476666667,15.6543333333,15.3151568627,22.0028333333,28.7801666667,9.23016666669
405.75,19.207,42.9576666667,29.0973333333,46.4975,15.6755,15.3306666666,21.9778333333,28.834,9.28700000001
406.11,19.2488333333,43.0736666666,29.1446666667,46.593,15.7021666667,15.3700490196,22.0005,28.8473333333,9.28683333335
406.47,19.3118333334,43.1941666667,29.1893333333,46.6891666666,15.767,15.3696568628,21.989,28.9176666666,9.31316666667
406.83,19.2238333334,43.1535,29.1185,46.6591666666,15.654,15.2715294118,21.8725,28.8566666667,9.21133333334
407.19,19.2943333333,43.2283333334,29.1808333334,46.7868333334,15.7246666667,15.2737352942,21.9208333333,28.8926666667,9.22583333334
407.55,19.3203333333,43.35,29.208,46.9168333333,15.784,15.3119215686,21.972,28.9701666667,9.22733333332
407.90,19.2973333334,43.377,29.2431666667,46.9558333334,15.7563333333,15.3117156863,22.0026666667,28.997,9.26483333335
408.26,19.3186666667,43.3766666666,29.2716666667,46.9901666666,15.7728333334,15.3319411765,21.9965,29.0078333333,9.30683333335
408.62,19.3473333333,43.4606666666,29.3405,47.1053333334,15.7846666667,15.4028823529,21.9695,29.0321666666,9.301
408.98,19.3688333334,43.5611666666,29.4311666667,47.2441666667,15.8323333334,15.4460392157,21.9896666667,29.0751666666,9.32266666667
409.34,19.344,43.5901666667,29.4141666667,47.2515,15.83,15.4610392157,21.9505,29.0263333333,9.30333333331
409.70,19.2778333333,43.668,29.4268333334,47.349,15.8606666667,15.4703921569,21.983,29.0133333333,9.27333333333
410.06,19.2636666666,43.6948333334,29.4568333333,47.3625,15.8496666667,15.4591666666,21.9568333333,29.0398333333,9.25683333334
410.42,19.2205,43.7351666667,29.5153333333,47.4511666666,15.8248333333,15.4891764705,21.9533333334,29.047,9.26483333333
410.77,19.2741666667,43.8898333333,29.612,47.562,15.9811666666,15.5640392157,22.0045,29.1806666667,9.28083333335
411.13,19.2463333334,43.9461666667,29.6461666667,47.5933333334,15.9136666666,15.6172941176,22.0138333333,29.2003333333,9.32816666665
411.49,19.2613333333,43.9915,29.6473333333,47.6695,15.9311666667,15.6408627451,21.9535,29.229,9.33383333335
411.85,19.3191666666,44.0906666667,29.706,47.7121666667,15.966,15.6466764706,21.9585,29.2681666666,9.32166666666
412.21,19.3046666667,44.1588333334,29.7288333334,47.769,15.9805,15.6490686274,21.954,29.3021666667,9.30149999999
412.57,19.2996666666,44.166,29.7345,47.7531666667,15.976,15.6149313726,21.9111666667,29.298,9.33483333332
412.92,19.3118333333,44.2543333334,29.7453333333,47.8326666667,15.9598333333,15.6154705883,21.9361666666,29.3298333334,9.32599999999
413.28,19.3245,44.307,29.7841666667,47.8798333333,15.9266666667,15.6389509804,21.9663333334,29.3591666667,9.32333333335
413.64,19.2813333333,44.2765,29.8081666667,47.9301666666,15.8398333333,15.5635588236,21.8881666667,29.3495,9.31083333334
414.00,19.2491666667,44.2408333333,29.8025,47.9648333333,15.7995,15.5463529412,21.8683333333,29.3095,9.29099999999
414.36,19.2896666667,44.287,29.8198333333,48.0626666667,15.8351666667,15.5872647059,21.8863333333,29.3616666667,9.26416666665
414.72,19.2683333333,44.2426666666,29.8456666667,48.0878333333,15.7663333333,15.6125392157,21.8766666666,29.3343333333,9.28466666665
415.07,19.2626666667,44.2423333334,29.8858333333,48.0995,15.8073333333,15.6313235294,21.8558333333,29.3141666667,9.28483333335
415.43,19.3041666666,44.3328333333,29.9951666667,48.2373333333,15.8176666667,15.6893823529,21.9888333334,29.3483333333,9.36433333332
415.79,19.3216666667,44.3848333333,30.0456666667,48.3515,15.8615,15.7304901961,22.0103333334,29.3713333334,9.40349999998
416.15,19.3596666666,44.446,30.0895,48.4628333333,15.927,15.8053333333,22.1166666667,29.4435,9.4645
416.51,19.339,44.5198333334,30.1273333333,48.5711666667,15.958,15.8513039215,22.1501666667,29.4571666667,9.4815
416.86,19.2831666667,44.5348333333,30.1501666667,48.6181666666,15.9385,15.8509215686,22.1016666666,29.4398333333,9.50000000001
417.22,19.2691666667,44.593,30.1758333333,48.6783333333,15.949,15.8496470588,22.0595,29.4321666666,9.53316666667
417.58,19.2635,44.6108333334,30.1463333334,48.6298333334,15.9011666666,15.856,22.0421666667,29.397,9.49716666669
417.94,19.287,44.7245,30.2303333333,48.7741666667,15.9243333333,15.9101568628,22.0663333333,29.4466666666,9.54066666668
418.29,19.2963333333,44.7643333334,30.2706666667,48.8453333333,15.9363333333,15.9147058823,22.0833333333,29.4475,9.581
418.65,19.3163333334,44.8533333334,30.2866666666,48.9231666667,15.9486666667,15.9331078432,22.0918333333,29.4665,9.5935
419.01,19.3226666667,44.8898333333,30.3115,49.0263333333,15.9355,15.9106960784,22.0946666666,29.482,9.58400000001
419.37,19.328,44.9548333333,30.3545,49.095,15.9483333333,15.9131666666,22.0676666666,29.5273333334,9.58383333334
419.73,19.3326666666,45.0101666667,30.4081666666,49.1801666666,15.9443333334,15.9358627451,22.0901666666,29.567,9.5885
420.08,19.3163333334,45.0436666666,30.4361666667,49.1611666667,15.9265,15.9249901961,22.0463333333,29.532,9.60466666667
420.44,19.3395,45.121,30.4786666666,49.2576666667,15.9498333333,15.9389509804,22.0641666666,29.5941666667,9.61433333334
420.80,19.3683333334,45.1906666667,30.5351666667,49.3233333333,15.9813333333,15.9577647059,22.0495,29.6316666666,9.63700000002
421.16,19.3573333333,45.2143333333,30.5808333334,49.3571666667,15.9853333334,15.961872549,22.06,29.6615,9.63233333335
421.51,19.3623333334,45.2698333333,30.6303333333,49.4241666666,16.028,15.9774411765,22.051,29.692,9.64583333332
421.87,19.3383333333,45.2825,30.6201666667,49.4163333333,16.0118333333,15.9497450981,22.0078333333,29.6823333334,9.62700000002
422.23,19.3398333333,45.3433333334,30.6375,49.4493333333,15.9903333333,15.9592941176,21.9716666667,29.7001666666,9.60899999998
422.58,19.335,45.4035,30.6896666667,49.5268333333,15.9891666667,15.951754902,21.9703333333,29.7363333334,9.628
422.94,19.334,45.489,30.7256666667,49.5921666667,16.0071666667,15.9630980392,21.9781666667,29.7731666667,9.63983333333
423.30,19.2946666667,45.4808333333,30.7285,49.5748333333,15.9825,15.9600098039,21.9718333333,29.7458333333,9.63183333333
423.66,19.2763333333,45.504,30.7073333334,49.5983333333,15.971,15.9470392156,21.9441666667,29.7611666667,9.61866666665
424.01,19.3065,45.5481666667,30.7525,49.726,15.9875,15.9657058824,21.9601666667,29.8136666667,9.64050000002
424.37,19.2913333333,45.5666666667,30.7618333333,49.7336666667,15.9886666667,15.9578431373,21.9415,29.8021666667,9.62333333334
424.73,19.2801666667,45.5871666667,30.78,49.761,15.975,15.9757843138,21.9665,29.8238333334,9.61833333332
425.08,19.3035,45.6733333334,30.8161666667,49.8578333333,15.9835,15.9994509804,21.9883333333,29.8675,9.62499999999
425.44,19.2978333333,45.7195,30.8495,49.9303333333,15.974,15.9945392157,22.0073333333,29.8833333333,9.61949999998
425.80,19.3128333333,45.785,30.9048333333,50.0216666666,15.9998333333,16.02,22.0446666666,29.9445,9.62183333331
426.16,19.2741666667,45.778,30.9093333334,50.0651666667,15.9938333334,15.9813431373,22.0365,29.9376666667,9.61583333334
426.51,19.2513333334,45.805,30.925,50.1016666667,15.9803333333,15.9925392156,22.0335,29.9345,9.57600000002
426.87,19.2483333334,45.8293333334,30.9606666667,50.157,15.9791666667,16.0352156862,22.0393333334,29.9556666666,9.56883333332
427.23,19.2608333333,45.8955,30.9623333333,50.2598333334,16.0051666666,16.0473627451,22.0163333333,29.974,9.54500000001
427.58,19.2486666667,45.9355,30.996,50.3435,16.0121666667,16.0634019607,22.009,29.9746666667,9.55933333334
427.94,19.2158333333,46.0096666667,31.0056666667,50.372,15.9941666666,16.0437647059,21.9765,29.9621666666,9.51433333333
428.30,19.2485,46.045,31.058,50.4453333333,15.9693333333,16.0625686275,21.9648333334,29.9636666666,9.54066666669
428.65,19.2746666667,46.0748333333,31.0326666667,50.5005,16.0011666667,16.0647549019,21.9571666667,29.9766666667,9.53766666665
429.01,19.2505,46.06,31.0306666666,50.5188333334,16.0193333334,16.0499901961,21.9136666666,29.946,9.51266666668
429.37,19.309,46.1303333334,31.0985,50.6256666666,16.0676666667,16.1002156862,21.9385,30.0023333334,9.56333333334
429.72,19.3166666667,46.1165,31.1128333333,50.6171666667,16.0665,16.099872549,21.951,29.9653333333,9.59099999998
