wavelength,Back_BanAurf,Belly_BanAurf,Breast_BanAurf,Crissum_BanAurf,Crown_BanAurf,DorTail_BanAurf,Patch10_BanAurf,Patch11_BanAurf,Patch12_BanAurf,Rump_BanAurf,Throat_BanAurf,WingTip_BanAurf
301.15,5.34266666667,7.482,5.71933333333,6.042,6.99766666667,8.88166666667,9.662,7.22666666667,7.482,8.074,5.302,6.21733333333
301.52,6.097,7.872,6.34466666667,6.62,7.92733333333,9.276,10.047,7.597,7.62466666667,8.38166666667,5.75266666667,6.675
301.89,6.14666666667,8.07933333333,6.522,7.106,8.33,9.42833333333,10.4296666667,7.64833333333,7.91266666667,8.85833333333,5.827,6.98066666667
302.26,5.87233333333,8.17933333333,6.446,6.89333333333,8.026,9.438,10.5426666667,7.69033333333,7.60633333333,8.94866666667,5.59266666667,6.73933333333
302.63,5.721,7.98066666667,6.27866666667,6.72533333333,7.674,9.01366666667,10.339,7.451,7.088,8.79,5.344,6.55766666667
303.00,5.59966666667,7.68366666667,6.23866666667,6.66933333333,7.44766666667,8.67033333333,9.74033333333,7.18333333333,6.78033333333,8.40633333333,5.19666666667,6.447
303.37,5.334,7.26,5.86033333333,6.65033333333,7.16266666667,8.22933333333,9.36566666667,7.30133333333,6.99633333333,8.42333333333,4.77966666667,6.33133333333
303.74,5.551,7.36933333333,6.157,7.011,7.41033333333,8.154,9.284,7.46566666667,7.45166666667,8.402,4.79333333333,6.584
304.10,6.00533333333,8.16366666667,6.78,7.638,7.915,8.662,9.82433333333,7.77666666667,8.17733333333,8.78666666667,5.21666666667,7.195
304.47,5.93033333333,8.33,6.89566666667,7.985,8.082,8.661,10.095,7.58533333333,8.52333333333,8.895,5.475,7.44733333333
304.84,6.44466666667,8.718,7.74766666667,8.48233333333,8.67666666667,8.94,10.672,8.28866666667,9.45233333333,9.702,6.08433333333,8.35766666667
305.21,5.992,8.82133333333,7.957,8.20766666667,8.94666666667,8.55633333333,10.605,8.23566666667,9.67133333333,9.37866666667,5.95033333333,8.375
305.58,5.08066666667,8.27733333333,7.69133333333,7.468,8.11,7.64966666667,10.078,7.384,9.43633333333,8.794,5.20666666667,7.831
305.95,5.558,8.30233333333,7.817,7.332,8.011,7.49833333333,9.96533333333,7.42933333333,9.74366666667,8.56533333333,5.28066666667,8.011
306.32,5.51833333333,7.854,7.43666666667,7.284,7.923,6.93633333333,9.494,7.15866666667,10.05,8.104,4.99033333333,7.72866666667
306.69,5.66566666667,7.996,7.37533333333,7.34733333333,8.189,7.03066666667,9.73266666667,7.458,10.3116666667,8.40933333333,4.97666666667,7.94033333333
307.06,6.13,8.128,7.75833333333,7.75866666667,8.57966666667,7.17033333333,10.4133333333,7.97733333333,10.8373333333,8.83966666667,5.24066666667,8.361
307.43,5.97366666667,8.115,7.76033333333,7.46033333333,8.66066666667,7.147,10.4473333333,7.897,10.352,8.70133333333,5.08733333333,8.21066666667
307.80,5.783,7.81,7.58,7.26933333333,8.21533333333,6.74233333333,10.066,7.97166666667,9.742,8.45833333333,4.878,8.20166666667
308.17,5.56433333333,7.23366666667,7.23366666667,7.07466666667,7.909,6.227,9.65833333333,7.989,9.57833333333,8.214,4.862,7.76333333333
308.54,5.43266666667,6.94933333333,7.183,6.88433333333,7.70133333333,5.925,9.646,7.96033333333,9.69766666667,8.29766666667,4.70633333333,7.50666666667
308.90,4.94,6.40233333333,6.70466666667,6.54066666667,7.33466666667,5.64566666667,9.38866666667,7.64966666667,9.36333333333,7.85133333333,4.449,6.944
309.27,5.18166666667,6.24233333333,6.58366666667,6.64466666667,6.75433333333,5.718,9.16866666667,7.66866666667,9.22933333333,7.79066666667,4.37733333333,6.80333333333
309.64,5.58866666667,6.20033333333,6.542,6.883,6.73033333333,6.048,9.11866666667,8.00066666667,9.201,7.95366666667,4.95366666667,6.742
310.01,5.753,6.277,6.653,6.92666666667,6.89233333333,6.07233333333,9.28466666667,8.29333333333,9.091,8.259,5.092,6.73266666667
310.38,6.19033333333,6.71933333333,7.15,7.22733333333,7.34866666667,6.68633333333,9.61066666667,8.95966666667,9.30166666667,8.59533333333,5.473,7.172
310.75,6.56233333333,6.85633333333,7.509,7.313,7.58533333333,7.128,9.71833333333,9.18466666667,9.68533333333,8.59733333333,5.71333333333,7.16066666667
311.12,6.562,6.904,7.449,7.19233333333,7.545,7.22433333333,9.779,9.159,9.875,8.44266666667,5.78166666667,7.075
311.49,6.848,7.133,7.73433333333,7.47066666667,7.89266666667,7.59733333333,10.0243333333,9.18,10.1193333333,8.65266666667,6.025,7.05933333333
311.85,6.44766666667,6.947,7.64833333333,7.128,7.87133333333,7.51,10.0066666667,8.891,9.90033333333,8.55133333333,5.75766666667,6.76633333333
312.22,6.419,7.23033333333,7.893,7.12366666667,7.92466666667,7.615,10.2743333333,8.75766666667,9.858,8.61866666667,5.74633333333,7.00633333333
312.59,6.582,7.405,8.022,7.47,8.336,7.94633333333,10.588,9.02866666667,10.079,8.90966666667,6.04066666667,7.45933333333
312.96,7.27966666667,7.589,8.27266666667,8.03,8.758,8.20633333333,10.909,9.111,10.4123333333,9.155,6.188,7.79833333333
313.33,7.73766666667,7.83866666667,8.58766666667,8.44233333333,9.527,8.666,11.4503333333,9.47133333333,11.0476666667,9.48233333333,6.53033333333,8.40866666667
313.70,8.50933333333,8.31666666667,9.306,9.20366666667,10.3296666667,9.20366666667,12.241,10.034,12.0023333333,10.1136666667,7.099,9.13533333333
314.07,8.33333333333,8.24033333333,9.522,9.33566666667,10.408,9.38233333333,12.3193333333,10.058,12.331,10.1863333333,6.98166666667,9.06766666667
314.43,8.54266666667,8.172,9.787,9.52366666667,10.493,9.35633333333,12.455,9.95466666667,12.3956666667,10.505,7.131,9.129
314.80,8.05133333333,7.64733333333,9.28933333333,9.608,10.282,8.934,12.3406666667,9.608,12.1813333333,10.343,6.75233333333,9.11766666667
315.17,8.06566666667,7.52333333333,9.32566666667,9.603,10.2333333333,9.02333333333,12.2243333333,9.46466666667,12.174,10.4093333333,6.591,8.91
315.54,8.08733333333,7.60166666667,9.56966666667,9.63333333333,10.0166666667,8.89233333333,12.2136666667,9.544,12.508,10.5533333333,6.57966666667,9.199
315.91,8.71166666667,8.05766666667,10.0333333333,10.1873333333,10.5466666667,9.19933333333,12.6763333333,10.0976666667,13.6386666667,10.9696666667,7.185,9.66133333333
316.28,9.152,8.21066666667,10.57,10.4923333333,11.1496666667,9.693,12.9926666667,10.4666666667,14.2303333333,11.3303333333,7.63066666667,9.861
316.64,8.985,8.14233333333,10.7093333333,10.0996666667,11.0073333333,9.65866666667,13.082,10.2943333333,14.093,11.176,7.61066666667,9.47733333333
317.01,8.54166666667,8.13833333333,10.8856666667,9.453,10.651,9.80433333333,12.9816666667,10.5206666667,13.9846666667,11.1066666667,7.69533333333,9.141
317.38,8.431,8.31366666667,10.89,9.17266666667,10.5126666667,9.719,12.8286666667,10.3436666667,13.8696666667,11.4106666667,8.09266666667,8.66533333333
317.75,7.80433333333,8.02766666667,10.59,8.77633333333,10.419,9.46,12.5343333333,10.13,13.3363333333,11.076,7.71233333333,8.43533333333
318.12,8.49833333333,8.32666666667,10.8206666667,8.99966666667,10.5433333333,9.60666666667,12.6153333333,10.2403333333,13.3543333333,11.1113333333,7.99666666667,8.74933333333
318.49,8.57066666667,8.201,10.671,8.82166666667,10.539,9.56166666667,12.467,9.87833333333,13.3386666667,10.539,7.93733333333,8.61066666667
318.85,8.995,8.46533333333,11.2036666667,8.955,10.6746666667,9.643,12.4603333333,9.947,13.479,10.5423333333,8.39933333333,8.651
319.22,9.08033333333,8.35,11.39,8.934,10.6196666667,9.38533333333,12.3323333333,10.0093333333,13.6733333333,10.6196666667,8.44266666667,8.748
319.59,9.10933333333,7.93533333333,11.2143333333,8.94733333333,10.6073333333,9.02833333333,12.132,10.108,13.4683333333,10.5396666667,8.51533333333,8.67733333333
319.96,8.95666666667,7.75066666667,11.1923333333,9.18666666667,10.298,9.17333333333,12.317,9.973,13.225,10.5013333333,8.55033333333,8.72633333333
320.32,8.95966666667,7.557,10.989,9.327,9.77666666667,9.13666666667,12.187,9.831,13.2216666667,10.2533333333,8.36066666667,8.987
320.69,8.87133333333,7.08633333333,10.548,9.25333333333,9.67533333333,9.253,11.9243333333,9.812,13.4096666667,9.921,7.84933333333,8.817
321.06,8.79266666667,7.05033333333,10.2083333333,9.41866666667,9.36433333333,9.05133333333,11.828,9.63666666667,13.543,9.65033333333,7.78533333333,8.81966666667
321.43,8.704,6.91933333333,10.3923333333,9.514,9.07466666667,9.061,11.9303333333,9.55533333333,13.468,9.33566666667,7.61966666667,9.04766666667
321.80,8.40833333333,6.697,9.98333333333,8.91533333333,8.05233333333,8.655,11.4763333333,8.87433333333,12.969,8.792,7.16266666667,8.25766666667
322.16,7.496,6.398,9.543,8.45833333333,7.523,8.35033333333,10.9526666667,8.58033333333,12.715,8.18766666667,6.778,7.808
322.53,6.632,6.20433333333,9.35966666667,8.16966666667,6.846,8.16966666667,10.576,8.504,12.6353333333,7.795,6.552,7.27366666667
322.90,6.18833333333,6.21466666667,9.105,7.84366666667,6.727,8.13266666667,10.2086666667,8.409,12.2193333333,7.673,6.543,7.06866666667
323.27,5.624,6.48233333333,9.19833333333,8.23733333333,6.841,8.44266666667,10.351,8.41633333333,12.183,7.507,6.854,7.097
323.63,5.75733333333,6.891,9.49566666667,8.212,6.85366666667,8.90933333333,10.3676666667,8.249,12.374,7.464,6.94066666667,7.165
324.00,5.853,7.07466666667,9.714,8.01566666667,6.84266666667,8.981,10.2636666667,8.16233333333,12.2436666667,7.466,6.977,7.185
324.37,5.736,7.25933333333,9.699,7.91366666667,6.65233333333,8.67566666667,10.044,7.98533333333,12.269,7.27133333333,6.78333333333,6.65233333333
324.74,5.86,7.79,10.0093333333,8.264,6.47266666667,8.58766666667,10.0323333333,8.102,12.321,7.501,6.993,6.715
325.10,5.54433333333,7.75566666667,10.0336666667,8.31633333333,6.37466666667,8.28266666667,10.0446666667,7.97966666667,12.1886666667,7.42966666667,6.779,6.442
325.47,5.40966666667,7.80766666667,9.98666666667,8.169,6.30733333333,8.202,10.0853333333,8.11433333333,12.2316666667,7.42466666667,6.74533333333,6.30766666667
325.84,5.705,8.03433333333,10.449,8.67533333333,6.80566666667,8.58966666667,10.5236666667,8.71766666667,13.013,7.99133333333,7.19033333333,6.93366666667
326.21,5.851,8.168,10.5903333333,8.87066666667,6.80466666667,8.58766666667,10.7053333333,8.871,13.18,8.19966666667,7.37133333333,7.06733333333
326.57,6.003,8.49966666667,10.6013333333,9.39433333333,7.116,8.687,10.8303333333,9.072,13.483,8.71833333333,7.52166666667,7.35533333333
326.94,6.032,8.85233333333,10.7013333333,9.679,7.12733333333,8.82166666667,11.156,9.224,14.0793333333,8.61466666667,7.41633333333,7.53033333333
327.31,6.24533333333,8.99133333333,10.3336666667,9.43533333333,6.97866666667,8.51666666667,11.0456666667,9.37333333333,14.081,8.47533333333,7.25733333333,7.40166666667
327.67,6.00233333333,8.83866666667,9.973,9.643,6.714,8.19933333333,11.118,9.62266666667,14.068,8.395,7.12633333333,7.30166666667
328.04,5.83933333333,8.79,9.71833333333,9.54266666667,6.706,8.09833333333,10.9566666667,9.801,14.423,8.274,7.12866666667,7.13933333333
328.41,5.43233333333,8.50266666667,9.50133333333,9.22033333333,6.37933333333,8.01333333333,10.8546666667,9.65766666667,14.299,8.17966666667,6.84766666667,6.91033333333
328.78,5.526,8.482,9.68333333333,9.30733333333,6.52866666667,8.23166666667,10.916,9.70433333333,14.3213333333,8.14766666667,7.19766666667,7.05066666667
329.14,6.06066666667,8.83733333333,9.75633333333,9.64,6.97933333333,8.56333333333,11.1393333333,9.97766666667,14.6023333333,8.468,7.38033333333,7.30666666667
329.51,5.86966666667,8.50466666667,9.32933333333,9.64,6.52333333333,8.205,10.829,9.50066666667,14.3103333333,8.06533333333,7.016,6.91933333333
329.88,5.69466666667,8.59566666667,9.12633333333,9.462,6.26833333333,7.91366666667,10.5553333333,9.16933333333,14.1173333333,7.589,6.66866666667,6.842
330.24,5.30333333333,8.39666666667,8.76166666667,9.03733333333,6.03233333333,7.57933333333,10.43,8.75033333333,13.8436666667,7.513,6.397,6.618
330.61,5.43166666667,8.325,8.89066666667,8.72433333333,5.89733333333,7.405,10.4866666667,8.65766666667,13.6903333333,7.394,6.48466666667,6.92833333333
330.98,5.589,8.339,9.079,8.67,5.909,7.533,10.4483333333,9.03466666667,13.6293333333,7.654,6.627,6.903
331.34,5.62366666667,8.09866666667,9.17033333333,8.68433333333,5.81133333333,7.60133333333,10.3966666667,9.05966666667,13.4573333333,7.82233333333,6.618,6.92733333333
331.71,5.703,8.26466666667,9.283,8.473,5.966,7.90366666667,10.4543333333,8.97633333333,13.5086666667,7.794,6.66666666667,6.92966666667
332.08,5.55366666667,8.16866666667,9.33533333333,8.34166666667,5.813,7.76866666667,10.416,8.806,13.0306666667,7.77933333333,6.656,6.78566666667
332.44,5.65933333333,8.35466666667,9.53133333333,8.47266666667,5.98,7.809,10.687,8.90033333333,12.9333333333,7.69133333333,6.80333333333,6.718
332.81,5.47066666667,8.37033333333,9.22033333333,8.094,5.821,7.36133333333,10.5376666667,8.891,12.832,7.44633333333,6.54333333333,6.554
333.18,5.076,8.07966666667,9.17833333333,7.74466666667,5.264,6.928,10.1623333333,8.655,12.5276666667,7.06466666667,6.342,6.37333333333
333.54,5.315,8.551,9.47233333333,7.98766666667,5.76533333333,7.30166666667,10.466,9.196,12.9953333333,7.42466666667,6.759,6.83066666667
333.91,4.83166666667,8.21133333333,8.963,7.704,5.36966666667,6.99366666667,10.3126666667,8.87133333333,12.617,7.05433333333,6.32366666667,6.31333333333
334.28,4.62133333333,7.95766666667,8.69433333333,7.45966666667,5.139,6.95133333333,10.0983333333,8.65466666667,12.718,6.47333333333,6.18466666667,5.96533333333
334.64,4.63166666667,8.20866666667,8.73633333333,7.51466666667,5.277,7.10433333333,10.124,8.893,13.0556666667,6.41066666667,6.20533333333,5.91233333333
335.01,4.63266666667,8.218,8.64066666667,7.48733333333,5.16166666667,7.12233333333,10.2843333333,8.75633333333,13.1006666667,6.555,6.257,5.998
335.38,4.60166666667,8.38533333333,8.74266666667,7.55666666667,5.35466666667,7.152,10.2486666667,8.63933333333,13.2316666667,6.39,6.296,6.07
335.74,4.227,8.324,8.575,7.423,5.15633333333,6.83766666667,10.1543333333,8.24933333333,13.118,6.28,6.12233333333,5.80633333333
336.11,4.15166666667,8.27566666667,8.414,7.51933333333,4.96333333333,6.68866666667,10.1396666667,8.10033333333,13.35,6.172,5.923,5.69233333333
336.47,4.171,8.433,8.424,7.56266666667,5.06,6.574,9.99266666667,8.08833333333,13.493,6.28433333333,6.003,5.867
336.84,4.35166666667,8.524,8.67666666667,7.74366666667,5.195,6.577,10.148,7.869,13.791,6.28066666667,6.11066666667,5.96666666667
337.21,4.30733333333,8.56033333333,8.748,7.62433333333,5.31466666667,6.30466666667,10.032,7.75833333333,13.92,6.126,6.10833333333,5.96566666667
337.57,4.074,8.12133333333,8.749,7.29066666667,5.099,5.99166666667,9.553,7.42333333333,13.6973333333,5.73533333333,5.7,5.603
337.94,4.50066666667,8.38333333333,9.27133333333,7.61733333333,5.41466666667,6.39833333333,9.75033333333,7.80033333333,14.0503333333,6.21566666667,6.259,5.98066666667
338.31,5.07766666667,8.97266666667,9.69766666667,8.03933333333,5.855,6.88233333333,10.121,8.36766666667,14.499,6.831,6.52833333333,6.494
338.67,4.957,8.75433333333,9.553,7.92933333333,5.57566666667,6.684,10.1203333333,8.067,14.287,6.813,6.151,6.15966666667
339.04,4.774,8.46166666667,9.42833333333,7.73466666667,5.33,6.374,9.959,7.79433333333,14.2026666667,6.67366666667,5.88633333333,5.801
339.40,4.564,8.36933333333,9.38266666667,7.68,5.185,6.224,9.95333333333,7.84166666667,14.304,6.85433333333,5.91733333333,5.61966666667
339.77,4.89266666667,8.556,9.57366666667,7.68233333333,5.11333333333,6.08833333333,9.938,8.081,14.5173333333,7.021,6.00366666667,5.79133333333
340.14,5.248,8.75766666667,9.702,7.67933333333,5.164,6.05833333333,10.078,8.21433333333,14.707,7.036,6.192,5.89133333333
340.50,5.467,8.749,9.621,7.55233333333,5.15133333333,5.982,10.2773333333,8.50766666667,14.6973333333,7.062,6.31433333333,5.849
340.87,5.68833333333,8.873,9.59533333333,7.75666666667,5.09733333333,6.238,10.3913333333,8.955,14.668,7.34633333333,6.50933333333,5.93466666667
341.23,5.96133333333,9.09966666667,9.634,7.90266666667,5.12833333333,6.70566666667,10.653,9.25333333333,14.713,7.555,6.633,6.20366666667
341.60,6.08733333333,9.38233333333,9.694,7.99433333333,5.114,6.73366666667,10.978,9.49433333333,14.7356666667,7.76266666667,6.76566666667,6.40666666667
341.96,6.00733333333,9.526,9.61333333333,7.854,5.072,6.53833333333,11.016,9.55733333333,14.828,7.79833333333,6.71266666667,6.348
342.33,5.87033333333,9.391,9.58633333333,7.744,4.93366666667,6.253,10.968,9.49266666667,14.5276666667,7.75133333333,6.62766666667,6.15133333333
342.70,6.12133333333,9.72366666667,9.81533333333,7.81866666667,5.17633333333,6.45166666667,11.2133333333,9.731,14.593,7.89566666667,6.95833333333,6.367
343.06,6.27166666667,9.964,10.0013333333,7.921,5.326,6.476,11.2496666667,9.941,14.5256666667,7.853,7.09633333333,6.37
343.43,6.58333333333,10.1316666667,10.2513333333,8.12633333333,5.44233333333,6.67266666667,11.5186666667,10.08,14.5233333333,7.925,7.105,6.76933333333
343.79,6.51333333333,10.073,10.3726666667,8.28933333333,5.62866666667,6.915,11.7473333333,10.2556666667,14.664,8.07033333333,7.14166666667,6.98833333333
344.16,6.358,9.94833333333,10.2866666667,8.21066666667,5.55066666667,6.971,11.6926666667,10.1716666667,14.5113333333,8.05933333333,7.02133333333,6.85566666667
344.52,6.25366666667,9.957,10.278,8.16233333333,5.49133333333,7.02966666667,11.5456666667,9.90733333333,14.3946666667,7.99866666667,6.78033333333,6.83033333333
344.89,6.234,9.869,10.193,8.00233333333,5.53,6.854,11.482,9.77033333333,14.3773333333,8.002,6.59333333333,6.713
345.25,6.13133333333,9.78233333333,10.2026666667,7.91833333333,5.57766666667,6.769,11.443,9.78233333333,14.407,8.07233333333,6.47466666667,6.47466666667
345.62,6.06066666667,9.71933333333,10.0893333333,7.72233333333,5.509,6.62633333333,11.3603333333,9.75433333333,14.258,8.07166666667,6.27033333333,6.27666666667
345.99,6.18333333333,9.64533333333,10.1093333333,7.73466666667,5.56,6.62666666667,11.273,9.74933333333,14.1046666667,7.95633333333,6.12133333333,6.23866666667
346.35,6.19766666667,9.78766666667,10.3203333333,7.78166666667,5.596,6.76466666667,11.2886666667,9.829,14.1936666667,7.82333333333,6.13566666667,6.39166666667
346.72,6.029,9.46033333333,10.2103333333,7.557,5.48733333333,6.50133333333,11.1133333333,9.752,14.0516666667,7.78633333333,5.95966666667,6.21666666667
347.08,5.94666666667,9.26133333333,10.1453333333,7.45066666667,5.54966666667,6.42,11.065,9.54666666667,14.0033333333,7.78533333333,5.77966666667,6.21833333333
347.45,5.88633333333,9.08366666667,9.87133333333,7.07066666667,5.26666666667,6.27,10.8393333333,9.244,13.8696666667,7.66266666667,5.67066666667,5.66366666667
347.81,5.90166666667,8.87333333333,9.78266666667,6.95066666667,5.18833333333,6.07666666667,10.6706666667,9.01366666667,13.6286666667,7.587,5.601,5.28633333333
348.18,6.02,9.044,9.975,7.042,5.39,6.223,10.738,9.254,13.615,7.7,5.782,5.481
348.54,5.987,8.95233333333,9.97366666667,7.04966666667,5.21766666667,6.21066666667,10.834,9.463,13.743,7.79133333333,5.826,5.36466666667
348.91,5.793,8.89166666667,9.95266666667,6.81866666667,4.95533333333,6.051,10.811,9.471,13.7703333333,7.691,5.63933333333,5.26233333333
349.27,5.74533333333,8.80233333333,9.78866666667,6.66233333333,4.933,5.87766666667,10.7823333333,9.344,13.5823333333,7.677,5.426,5.287
349.64,5.724,8.607,9.88233333333,6.70133333333,4.92733333333,5.953,10.6376666667,9.17533333333,13.576,7.46366666667,5.343,5.253
350.00,5.81966666667,8.58566666667,10.006,6.726,5.209,6.09433333333,10.7953333333,9.23066666667,13.6846666667,7.53533333333,5.504,5.32566666667
350.37,6.04066666667,8.44233333333,10.0066666667,6.88433333333,5.374,6.09533333333,11.0273333333,9.11566666667,13.8843333333,7.796,5.70066666667,5.27233333333
350.73,6.115,8.34866666667,10.165,7.03633333333,5.34133333333,6.31666666667,11.1,9.08833333333,14.0263333333,7.83033333333,5.76533333333,5.281
351.10,6.103,8.48166666667,10.2603333333,7.08233333333,5.35666666667,6.356,11.1666666667,9.11433333333,14.1383333333,7.802,5.83,5.41
351.46,5.95033333333,8.40466666667,10.1893333333,7.144,5.42633333333,6.05633333333,11.2036666667,9.015,14.1756666667,7.73466666667,5.76433333333,5.61833333333
351.83,6.0,8.34666666667,10.2393333333,7.249,5.402,6.07266666667,11.2053333333,9.20766666667,14.1363333333,7.59733333333,5.85566666667,5.65833333333
352.19,5.90066666667,8.14,10.1703333333,7.197,5.29133333333,5.88766666667,11.0543333333,9.057,14.113,7.58366666667,5.74966666667,5.612
352.55,5.79266666667,7.99433333333,10.2476666667,7.26033333333,5.351,5.81233333333,10.877,8.968,13.9163333333,7.53266666667,5.76033333333,5.66266666667
352.92,5.73633333333,7.92,10.3746666667,7.22866666667,5.49066666667,5.75566666667,10.7233333333,8.86966666667,13.708,7.48666666667,5.833,5.665
353.28,5.659,7.875,10.494,7.24266666667,5.42233333333,5.68433333333,10.7173333333,8.878,13.828,7.42166666667,6.06733333333,5.72866666667
353.65,5.782,8.057,10.6146666667,7.265,5.61833333333,5.55566666667,10.8473333333,8.99933333333,14.0273333333,7.74266666667,6.23433333333,5.93266666667
354.01,5.57633333333,7.86933333333,10.4486666667,7.12133333333,5.35833333333,5.277,10.704,8.866,13.838,7.79433333333,5.98133333333,5.832
354.38,5.41866666667,7.70133333333,10.315,6.879,5.21,5.11166666667,10.4013333333,8.78733333333,13.5433333333,7.58466666667,5.76833333333,5.65766666667
354.74,5.485,7.77933333333,10.2676666667,6.938,5.285,5.061,10.304,8.97166666667,13.573,7.68233333333,5.73933333333,5.86633333333
355.11,5.53966666667,7.709,10.2533333333,6.82333333333,5.183,4.99866666667,10.1643333333,8.975,13.5403333333,7.745,5.73566666667,5.86633333333
355.47,5.75933333333,7.91766666667,10.611,6.95733333333,5.46233333333,5.26466666667,10.192,9.33666666667,13.7403333333,7.85333333333,5.89866666667,6.015
355.83,5.802,8.17666666667,10.688,6.958,5.57466666667,5.26133333333,10.238,9.35566666667,13.8536666667,8.03433333333,5.95066666667,6.178
356.20,5.88333333333,8.279,10.786,7.031,5.60466666667,5.34266666667,10.396,9.42133333333,13.9336666667,8.017,5.984,6.24
356.56,6.224,8.50266666667,11.0546666667,7.22966666667,5.87966666667,5.56833333333,10.7266666667,9.634,14.213,8.32766666667,6.18033333333,6.54633333333
356.93,6.17633333333,8.376,11.0003333333,7.228,5.76833333333,5.50566666667,10.7373333333,9.578,14.2196666667,8.27433333333,6.05833333333,6.54133333333
357.29,6.27533333333,8.33166666667,11.058,7.31166666667,5.65366666667,5.63266666667,10.7603333333,9.586,14.2993333333,8.35333333333,5.91966666667,6.50933333333
357.66,6.165,8.20433333333,10.9233333333,7.335,5.422,5.58,10.6806666667,9.669,14.29,8.178,5.93833333333,6.34966666667
358.02,6.21066666667,8.158,11.0193333333,7.51933333333,5.52533333333,5.707,10.77,9.846,14.4363333333,8.28233333333,6.138,6.377
358.38,6.22833333333,8.16733333333,11.027,7.679,5.416,5.62133333333,10.919,9.952,14.4316666667,8.378,6.218,6.563
358.75,6.14733333333,7.996,10.926,7.466,5.228,5.43533333333,10.8806666667,9.80966666667,14.3406666667,8.12766666667,6.112,6.32933333333
359.11,6.103,7.98,10.882,7.52166666667,5.207,5.37633333333,11.0263333333,10.026,14.287,8.10433333333,6.138,6.34233333333
359.48,5.97233333333,7.81,10.7453333333,7.44,5.10933333333,5.26533333333,10.9403333333,9.88266666667,14.2366666667,8.03966666667,6.08933333333,6.309
359.84,5.96333333333,7.63133333333,10.62,7.34633333333,5.12233333333,5.26966666667,10.981,9.81233333333,14.255,8.05866666667,6.044,6.32933333333
360.20,5.91533333333,7.534,10.5103333333,7.226,5.16533333333,5.17,10.9883333333,9.83866666667,14.2083333333,8.09966666667,6.02566666667,6.33366666667
360.57,5.69566666667,7.28533333333,10.1826666667,6.99433333333,5.02866666667,4.94366666667,10.796,9.717,13.998,7.96166666667,5.87033333333,6.18866666667
360.93,5.70033333333,7.32266666667,10.0003333333,7.087,5.046,4.94166666667,10.7636666667,9.73,13.917,8.016,5.83966666667,6.145
361.29,5.64,7.333,9.889,7.137,5.006,4.86133333333,10.74,9.72333333333,13.8023333333,7.924,5.946,6.03533333333
361.66,5.76166666667,7.46233333333,10.0943333333,7.34933333333,5.16433333333,5.11833333333,10.909,9.76866666667,13.9506666667,8.14333333333,6.071,6.28766666667
362.02,5.69466666667,7.465,10.0743333333,7.26633333333,5.04133333333,4.95866666667,10.7566666667,9.632,13.8666666667,7.957,5.92233333333,6.257
362.39,5.66266666667,7.47766666667,10.043,7.24866666667,5.12633333333,4.921,10.7233333333,9.621,13.9153333333,7.98166666667,5.86366666667,6.26066666667
362.75,5.459,7.387,9.96266666667,7.30466666667,5.08966666667,4.78233333333,10.5616666667,9.524,13.7566666667,7.82166666667,5.65633333333,6.09866666667
363.11,5.375,7.21566666667,9.83733333333,7.35533333333,5.14033333333,4.68833333333,10.4373333333,9.38133333333,13.778,7.79066666667,5.68666666667,6.024
363.48,5.38866666667,7.11433333333,9.67233333333,7.375,5.08233333333,4.743,10.442,9.37433333333,13.666,7.80566666667,5.62466666667,5.98433333333
363.84,5.328,7.11233333333,9.68633333333,7.42333333333,5.06366666667,4.627,10.3666666667,9.39666666667,13.5156666667,7.759,5.60933333333,5.92833333333
364.20,5.35166666667,7.184,9.725,7.58333333333,5.12833333333,4.58766666667,10.373,9.416,13.4373333333,7.841,5.708,6.017
364.57,5.57,7.30766666667,9.90933333333,7.779,5.29066666667,4.74533333333,10.3933333333,9.61666666667,13.6633333333,7.83133333333,5.84933333333,6.12466666667
364.93,5.58733333333,7.31233333333,9.96566666667,7.74333333333,5.36066666667,4.78266666667,10.384,9.78366666667,13.7486666667,7.77,5.96966666667,6.152
365.29,5.57366666667,7.287,9.97666666667,7.73866666667,5.48766666667,4.81433333333,10.3473333333,9.891,13.724,7.78433333333,5.958,6.26533333333
365.66,5.625,7.15933333333,9.84666666667,7.65133333333,5.479,4.78666666667,10.2743333333,9.96033333333,13.5763333333,7.73333333333,6.00733333333,6.203
366.02,5.804,7.263,9.751,7.75233333333,5.54766666667,5.031,10.4463333333,10.199,13.63,7.98133333333,6.22933333333,6.31666666667
366.38,5.711,7.12133333333,9.67133333333,7.673,5.37566666667,5.04033333333,10.2593333333,10.163,13.6363333333,7.815,6.23033333333,6.11533333333
366.75,5.921,7.27266666667,9.723,7.78766666667,5.50733333333,5.23166666667,10.417,10.325,13.7083333333,8.08166666667,6.56466666667,6.36666666667
367.11,6.05133333333,7.38666666667,9.87366666667,7.866,5.47566666667,5.40666666667,10.4583333333,10.477,13.687,8.156,6.61333333333,6.429
367.47,6.02066666667,7.358,9.97266666667,7.87166666667,5.46066666667,5.33133333333,10.565,10.5326666667,13.6563333333,8.14933333333,6.664,6.38166666667
367.84,6.044,7.31433333333,9.985,7.85866666667,5.38333333333,5.472,10.5433333333,10.5853333333,13.782,8.031,6.76066666667,6.393
368.20,5.906,7.194,9.993,7.68866666667,5.337,5.53733333333,10.5296666667,10.5296666667,13.7486666667,7.931,6.69933333333,6.25633333333
