wavelength,Back_DiuSpef,Belly_DiuSpef,Breast_DiuSpef,Crissum_DiuSpef,Crown_DiuSpef,DorTail_DiuSpef,Patch10_DiuSpef,Patch11_DiuSpef,Rump_DiuSpef,Throat_DiuSpef,WingTip_DiuSpef
348.91,8.90946666667,24.2312,10.6758666667,21.4918666667,7.54866666667,8.93615666666,28.9678,10.8389333333,10.5164177778,20.4741333333,5.61816666667
349.27,8.9968,24.3610666667,10.771,21.5911333333,7.66033333334,9.04443,29.093,11.01,10.5771711111,20.6196666667,5.7232
349.64,9.16140000001,24.5996,10.9108,21.7292,7.83246666667,9.17884333334,29.3216666667,11.1957,10.7040333333,20.8078666667,5.84653333333
350.00,9.2196,24.7246,11.0178666667,21.8293333334,7.92266666666,9.24153333334,29.4902,11.3534,10.7911688889,20.9346666667,5.96296666667
350.37,9.41746666667,24.9754666667,11.2102,22.028,8.09659999999,9.41278,29.6852,11.594,10.9437711111,21.1632666667,6.18296666667
350.73,9.50233333333,25.0672,11.3032666667,22.159,8.17946666667,9.42359,29.8318666667,11.7013666667,11.0028866667,21.3316666667,6.21123333333
351.10,9.55486666667,25.2133333333,11.4602,22.3156666667,8.3036,9.48508333333,29.9136,11.7996666667,11.0617422222,21.4135333333,6.30526666667
351.46,9.66433333334,25.448,11.5978666667,22.4406,8.38400000001,9.52865,30.0714666667,11.8625666667,11.1536088889,21.5724,6.4254
351.83,9.72459999999,25.6215333333,11.6736666667,22.5846666667,8.44126666667,9.55684333334,30.3009333333,11.9082333333,11.1970688889,21.7692,6.45933333333
352.19,9.56873333332,25.5628,11.4958,22.5284666667,8.22993333333,9.36088666666,30.262,11.773,11.0430288889,21.6647333333,6.2846
352.55,9.58840000001,25.6373333333,11.5060666667,22.5776666667,8.24646666667,9.33519333333,30.4137333333,11.8475333333,11.0922977778,21.8629333333,6.2047
352.92,9.58506666667,25.6977333333,11.5482,22.6086666667,8.24040000001,9.32565333334,30.554,11.8929333333,11.1241866667,21.9745333333,6.2512
353.28,9.50973333334,25.7374,11.486,22.7009333333,8.21993333333,9.23733666667,30.6603333333,11.9834,11.08318,22.0242666667,6.2144
353.65,9.42506666666,25.6825333333,11.4142,22.7554666667,8.17053333332,9.162,30.6574666667,11.9955666667,11.1002622222,22.0561333333,6.18693333333
354.01,9.44420000001,25.7872,11.3472666667,22.826,8.14486666666,9.11832333334,30.7819333333,11.9684333333,11.09254,22.1283333333,6.1542
354.38,9.30153333332,25.7219333333,11.1994,22.7626666667,7.98059999999,8.97452666666,30.8270666667,11.8379,10.9659844444,22.1071333333,6.00816666667
354.74,9.28466666667,25.8228666667,11.1803333333,22.881,7.97859999999,8.93278999999,30.9468666667,11.7987,10.9660755556,22.1902,5.98676666667
355.11,9.33126666666,25.9199333333,11.1652666667,23.0186,8.00526666666,8.97730666666,31.1470666667,11.8776333333,11.0306133333,22.3468666667,5.96903333333
355.47,9.21213333332,25.8316,10.9963333333,22.9238666667,7.86193333333,8.86079666667,31.0935333334,11.7595666667,10.9196022222,22.3737333333,5.83843333333
355.83,9.1644,25.8227333333,10.9428,22.8755333333,7.80706666667,8.76173666667,31.1144666667,11.7128666667,10.8848822222,22.3426,5.75916666667
356.20,9.23626666666,25.9269333333,11.0626666667,22.9968,7.93286666667,8.87168999999,31.2985333333,11.8757666667,11.00534,22.4395333333,5.848
356.56,9.12646666666,25.9532666667,10.9563333333,23.0680666667,7.83026666667,8.81345666667,31.3360666667,11.8057,10.9199688889,22.4152,5.7503
356.93,9.0692,25.9901333333,10.8770666667,23.1198,7.75746666667,8.74086666667,31.3922,11.7475333333,10.8664377778,22.3798666667,5.61316666666
357.29,9.02606666666,26.045,10.8286,23.0893333333,7.65593333333,8.63056666666,31.4198666667,11.6382666667,10.8365488889,22.2984666667,5.5092
357.66,9.02686666667,26.2338,10.8863333333,23.1922666667,7.68613333333,8.68452333333,31.6354666667,11.6897,10.8568888889,22.3259333333,5.51316666667
358.02,8.99826666666,26.3881333333,10.9178666667,23.3376,7.66346666667,8.68905333333,31.7644,11.7538,10.85186,22.4623333333,5.47503333333
358.38,9.00660000001,26.5474666667,10.9774,23.4882,7.68473333333,8.69254666666,31.9259333333,11.7844666667,10.88406,22.5666666667,5.44713333333
358.75,9.0692,26.7352,11.1104666667,23.6201333333,7.77526666667,8.80176666666,32.1568666667,11.9435,11.0208333333,22.7001333333,5.52826666667
359.11,9.07653333334,26.875,11.1464666667,23.6487333333,7.80839999999,8.82572333333,32.2793333333,12.0249333333,11.0913022222,22.7957333333,5.5696
359.48,9.18593333333,27.1683333333,11.3232,23.908,7.90793333333,8.89523666666,32.569,12.2270333333,11.2477066667,22.9734,5.6513
359.84,9.1872,27.2205333333,11.3774666667,24.0453333333,7.9368,8.92636666667,32.6777333333,12.3220333333,11.3065066667,23.0362666667,5.68026666667
360.20,9.19553333334,27.3238,11.3696666667,24.1256666667,7.94233333334,8.94140333334,32.8198666667,12.3505,11.3378044444,23.1318666667,5.65893333333
360.57,9.35353333334,27.5638666667,11.5289333334,24.2998666667,8.1278,9.07243333334,33.061,12.4875,11.53388,23.3158666667,5.78163333333
360.93,9.45853333335,27.7104666667,11.6911333333,24.4554,8.27759999999,9.21315999999,33.2252,12.6873333333,11.6865244444,23.4448,5.9077
361.29,9.48033333334,27.7842666667,11.7542,24.5668,8.36913333333,9.28307333333,33.4154,12.7676666667,11.7264555555,23.6010666667,5.98153333333
361.66,9.51146666666,27.7908,11.7782666667,24.6266,8.39546666667,9.25203333333,33.4932666667,12.8102,11.7605822222,23.6494,6.00603333333
362.02,9.53966666667,27.8110666667,11.8188666667,24.6836,8.45793333334,9.29268333333,33.5703333333,12.8526333333,11.7855288889,23.6446666666,6.05096666667
362.39,9.53353333335,27.8237333333,11.809,24.6746666667,8.48533333333,9.27846000001,33.6104,12.8959,11.8092711111,23.664,6.05063333333
362.75,9.49446666667,27.8392666667,11.7716666667,24.7408,8.45826666666,9.24017666667,33.6294666667,12.8874,11.7549866667,23.6556,6.01493333333
363.11,9.53586666667,27.9444,11.8125333334,24.8636,8.50126666667,9.27900333334,33.7923333333,12.9504333333,11.7860822222,23.7586,6.02573333333
363.48,9.61406666666,27.9807333333,11.8672,24.9516666667,8.63906666666,9.34095666666,33.8803333333,13.0201,11.8430888889,23.8443333333,6.08713333333
363.84,9.71773333333,28.0858,11.8893333333,25.056,8.70986666667,9.39970666667,33.974,13.0693666667,11.8742222222,23.9448666667,6.12943333333
364.20,9.65766666668,28.1105333333,11.8676666667,25.0992666667,8.70566666666,9.33854,34.0194666667,13.0743666667,11.8360622222,24.0060666667,6.06113333334
364.57,9.48913333334,28.0144,11.7154666667,25.0300666667,8.55413333334,9.17156000001,33.9918,13.007,11.6745266667,23.9270666667,5.91903333333
364.93,9.31953333332,28.0266666667,11.5766666666,24.9812666667,8.42853333334,8.99284333334,34.0218,12.8708666667,11.53426,23.9255333333,5.75686666667
365.29,9.32286666667,28.0903333333,11.5793333333,25.0084666667,8.364,8.93163,34.0525333333,12.9042666667,11.5327244445,23.9654,5.6881
365.66,9.30099999999,28.1836,11.5590666667,25.0767333333,8.36580000001,8.85358333333,34.0898666667,12.8995,11.47498,24.0426666667,5.62663333333
366.02,9.28993333333,28.2425333333,11.5421333333,25.0871333333,8.362,8.78170666667,34.1719333333,12.9091,11.4905755556,24.1399333333,5.58326666667
366.38,9.33633333333,28.3604,11.6281333333,25.2663333333,8.40479999999,8.78651333334,34.2926666667,12.9878666667,11.5408711111,24.2768,5.59326666667
366.75,9.30939999999,28.3702666667,11.5821333333,25.2841333333,8.41026666667,8.73547333333,34.3239333333,13.0049666667,11.5444933333,24.3539333333,5.53826666667
367.11,9.30706666667,28.4454666667,11.5926,25.3677333333,8.40826666666,8.71388333333,34.3859333333,13.026,11.5646022222,24.3936,5.51253333333
367.47,9.16213333334,28.3692,11.4318,25.3107333333,8.2688,8.58983,34.3561333333,12.9833333333,11.45444,24.3000666667,5.37483333333
367.84,9.14553333333,28.4253333333,11.4774666667,25.3771333333,8.24860000001,8.54612333333,34.4782,13.0448333333,11.4958711111,24.3608,5.327
368.20,9.25139999999,28.5294,11.5876666667,25.4904666667,8.33140000001,8.66590000001,34.6018666667,13.1781333333,11.6260733333,24.4474,5.4614
368.56,9.39006666667,28.6806,11.7188666667,25.6637333333,8.45366666667,8.79342333334,34.7512666666,13.3252333333,11.7562133333,24.6204666667,5.5801
368.93,9.5174,28.7944666667,11.7896666667,25.8343333333,8.53833333334,8.87402,34.9512666667,13.4122666667,11.8057644444,24.7804,5.64953333333
369.29,9.54120000001,28.859,11.7646666667,25.9047333333,8.56606666667,8.88470999999,34.9682666667,13.4231333333,11.78272,24.8128,5.60963333333
369.65,9.68613333333,29.1178,11.9085333333,26.0945333333,8.65993333333,9.06569666666,35.2704666667,13.6250666667,11.9574444444,25.0522,5.70033333333
370.01,9.71953333333,29.2807333334,11.9136,26.1962666667,8.65086666667,9.10767666667,35.4461333333,13.7313,11.9701733333,25.1746,5.7276
370.38,9.75393333333,29.3364,11.8872666667,26.2604,8.64906666667,9.13238333334,35.5184,13.7624,11.9466511111,25.2162666667,5.74763333333
370.74,9.73906666666,29.3601333333,11.9017333333,26.2980666667,8.60000000001,9.11806666667,35.5849333333,13.829,11.9136311111,25.2484,5.7385
371.10,9.80366666665,29.4445333333,11.9698,26.3953333333,8.65066666667,9.15952999999,35.7068666667,13.8881,11.9333111111,25.3632666667,5.76866666667
371.46,9.76713333333,29.4807333333,11.9440666667,26.4436,8.57326666666,9.06371999999,35.772,13.8442666667,11.8652155556,25.3832666667,5.69453333333
371.83,9.80619999999,29.6276666667,11.9642,26.5731333333,8.6192,9.10741333334,35.93,13.9058,11.8863977778,25.511,5.75263333333
372.19,9.85493333333,29.8470666666,12.0111333333,26.6876,8.67673333333,9.08918,36.0991333333,14.0071,11.9053955556,25.6699333333,5.76833333333
372.55,9.90333333333,29.9163333333,12.0352,26.764,8.67453333333,9.05599666667,36.2034,14.0454,11.9751644444,25.7582,5.8006
372.92,9.93640000001,30.0458,12.0873333333,26.8808666667,8.77759999999,9.11626666666,36.327,14.1676666667,12.1196866667,25.8758,5.8572
373.28,9.97773333334,30.2027333333,12.1726,27.0299333333,8.82846666667,9.17923333333,36.602,14.3086666667,12.2477644445,26.0446666667,5.92916666667
373.64,9.83573333333,30.0680666666,11.9998666667,26.95,8.711,9.02229000001,36.4656,14.1912666667,12.1280333333,25.9514666667,5.75133333333
374.00,9.87313333334,30.1874666667,12.0636,27.1312666667,8.77646666666,9.05975333333,36.5150666667,14.2757666667,12.18606,26.0728,5.77033333333
374.37,9.83300000001,30.3342,12.0796,27.2328,8.76066666667,9.03845,36.7132,14.3431333333,12.1876977778,26.1726,5.75253333333
374.73,9.90573333335,30.5392666667,12.0952666667,27.4565333333,8.84093333334,9.10182333334,36.9322,14.4911,12.2776688889,26.3690666667,5.78436666666
375.09,9.85253333332,30.6006,12.0742666666,27.5117333333,8.8138,9.07825999999,37.0345333333,14.5464,12.2801911111,26.3919333333,5.7489
375.45,10.0160666667,30.8864666667,12.2605333333,27.7771333333,8.98846666667,9.26025333333,37.3515333333,14.7688666667,12.4948555555,26.6638666667,5.90426666667
375.81,10.0416666667,31.0152,12.2951333333,27.9319333333,9.011,9.29032666667,37.4838,14.8693,12.5777066667,26.8054,5.8845
376.18,9.97906666668,31.0011333333,12.2265333333,27.9694666667,8.93053333334,9.21332666667,37.5929333333,14.8404333333,12.5651911111,26.8634666666,5.7999
376.54,9.89326666667,31.0025333333,12.1462,27.974,8.90073333333,9.16356666666,37.6261333333,14.7860333333,12.4691177778,26.8204,5.7329
376.90,9.9714,31.0844,12.2255333333,28.0810666667,8.93606666667,9.17159333334,37.7421333333,14.9109333333,12.5065133333,26.9297333333,5.8056
377.26,9.96699999999,31.0338,12.2127333333,28.115,8.91853333333,9.13009000001,37.7210666667,14.8799666667,12.4818533333,26.9477333333,5.75066666667
377.63,9.96333333333,31.1306,12.2326666667,28.2204,8.89193333334,9.09269666667,37.8454,14.8996,12.4909022222,27.0007333333,5.75146666667
377.99,9.95333333333,31.1373333333,12.2287333334,28.2285333333,8.87013333333,9.05594333333,37.9779333333,14.9272666667,12.49468,26.9812,5.72743333333
378.35,9.97899999999,31.1518666666,12.2318,28.2895333333,8.89313333333,9.03809666666,38.0249333333,14.9808666667,12.5001888889,27.0461333333,5.70146666667
378.71,9.98513333333,31.1773333333,12.2402666667,28.2719333333,8.85766666666,8.97375333334,38.0439333333,14.9484,12.4523822222,27.0186666667,5.68113333333
379.07,10.0144666667,31.2672666667,12.2671333333,28.377,8.89060000001,8.94801333334,38.1330666667,14.9895666667,12.46534,27.1593333333,5.67943333333
379.44,9.93133333333,31.2086666667,12.2220666667,28.3856666667,8.85366666667,8.87520666667,38.0706666667,14.928,12.3859,27.1294666666,5.62373333333
379.80,9.94060000001,31.2558,12.2336666667,28.4036,8.91713333334,8.87925666667,38.1402,14.9353666667,12.3627933333,27.2001333333,5.64103333333
380.16,10.0322,31.3726,12.3333333333,28.5756666667,9.02206666667,8.96646333333,38.2131333333,15.0186666667,12.4227955555,27.3077333333,5.7116
380.52,10.0282,31.4322,12.3559333333,28.6159333333,8.98613333333,8.89627666666,38.2965333333,15.1076333333,12.4131644444,27.3741333333,5.64093333333
380.88,10.0464666667,31.5445333333,12.3792,28.7002,9.00700000001,8.92822,38.3724,15.1468,12.4414111111,27.4545333334,5.61873333333
381.24,10.1031333333,31.6974,12.4795333333,28.8133333333,9.10726666666,9.01122999999,38.532,15.2622333333,12.5142022222,27.6033333333,5.72026666667
381.61,10.1939333333,31.8784,12.583,28.9564666667,9.22033333333,9.15208333333,38.677,15.3912,12.5948888889,27.8159333333,5.84683333333
381.97,10.2049333333,31.9294,12.5482,29.04,9.25553333333,9.11757666667,38.6961333333,15.4042666667,12.6050555556,27.9172,5.82986666667
382.33,10.1634,31.9451333333,12.5356666667,29.0506666667,9.25733333333,9.10230666667,38.6976666666,15.3932333333,12.6271422222,27.9019333333,5.82243333333
382.69,10.2342,32.1007333333,12.6092,29.2004666667,9.32626666667,9.16653999999,38.8147333333,15.4857666667,12.7206266667,28.038,5.9031
383.05,10.2697333333,32.204,12.6454,29.2823333333,9.3712,9.20659333334,38.9387333333,15.6323333333,12.7696733333,28.1293333333,5.94216666667
383.41,10.3221333333,32.3798,12.6854,29.3776666667,9.40580000001,9.25820666667,39.1067333333,15.7906,12.8504377778,28.2843333333,5.9557
383.77,10.3124,32.4676666667,12.6800666666,29.4682,9.34966666665,9.22450999999,39.2034,15.8609666667,12.8404488889,28.3760666667,5.92696666667
384.14,10.2511333333,32.5168666666,12.6552,29.5074666667,9.27933333333,9.17601666667,39.2839333333,15.8878666667,12.8198422222,28.4502,5.88536666667
384.50,10.3182,32.6717333333,12.7014,29.6337333333,9.34279999999,9.26368666667,39.4206666667,15.9925666667,12.8980044444,28.6171333333,5.9673
384.86,10.2158666667,32.6778,12.6490666667,29.6565333333,9.26633333334,9.18851333333,39.4686666667,15.9481666667,12.7995111111,28.6338,5.85073333333
385.22,10.1488,32.7822666667,12.5841333333,29.7116,9.193,9.12740999999,39.5591333333,15.9410333333,12.7734577778,28.7119333333,5.7725
385.58,10.1538666667,32.8186666667,12.5976,29.7807333333,9.21073333333,9.09973666666,39.6990666667,16.0151,12.7935355556,28.7931333333,5.73873333333
385.94,10.1249333333,32.9152666667,12.626,29.844,9.19660000001,9.11477666666,39.8161333333,16.1005,12.8150466667,28.8349333333,5.7253
386.30,10.1268,33.0019333333,12.6414,29.9098,9.17639999999,9.09913666667,39.954,16.1341666667,12.8387577778,28.9524,5.67533333333
386.66,10.0698,33.0133333333,12.6182,29.9290666666,9.15773333333,9.05342666667,40.0429333333,16.1307333333,12.8076066667,29.0332666667,5.58786666667
387.03,10.0277333333,33.0419333333,12.5576666667,30.0068,9.09006666667,9.00323333333,40.1348,16.0649666667,12.8014044444,29.0768,5.5276
387.39,10.0563333333,33.0887333333,12.5984666667,30.1046666667,9.08566666667,8.99978666667,40.2289333333,16.0669,12.7948955556,29.1246666667,5.53026666667
387.75,10.1056,33.2013333333,12.6188666667,30.2090666667,9.10413333334,9.01655666666,40.3125333333,16.1300333333,12.8175355556,29.1946666667,5.5473
388.11,10.1522,33.2538666666,12.6396,30.3080666667,9.15733333333,9.05548,40.3979333333,16.1754,12.8421222222,29.2406666667,5.57306666667
388.47,10.1590666667,33.3734666667,12.7098,30.4621333333,9.17619999999,9.09972666667,40.5712666667,16.2590333333,12.8847688889,29.3491333333,5.5479
388.83,10.1762,33.3980666667,12.6902666667,30.4643333333,9.15533333332,9.09302,40.5579333333,16.3433,12.9128933333,29.3786,5.54323333333
389.19,10.2706,33.5054,12.7873333333,30.6114,9.24273333333,9.1435,40.6543333333,16.4932333333,12.9884933333,29.4428,5.59276666667
389.55,10.2553333333,33.6085333333,12.7680666667,30.7037333333,9.23466666667,9.14341666667,40.7058666667,16.5272666667,13.0093977778,29.4641333333,5.56916666667
389.91,10.3549333333,33.7651333333,12.8588,30.8976666667,9.291,9.21949666667,40.9086666667,16.6376333333,13.0809444444,29.6742666667,5.6348
390.27,10.3851333333,33.866,12.9018,31.0044666667,9.32580000001,9.25649000001,40.95,16.7468333333,13.0831088889,29.7423333333,5.69356666667
390.63,10.4111333333,33.917,12.919,31.1081333333,9.35079999999,9.26785333334,41.0192666667,16.8527333333,13.1304377778,29.7796,5.7106
391.00,10.4232666667,34.0124666667,12.9302,31.1880666667,9.38140000001,9.26716333333,41.0527333333,16.9184333333,13.1617488889,29.8654,5.7207
391.36,10.4617333333,34.0904,12.9302,31.2869333334,9.44313333333,9.30053333334,41.1579333333,17.0015,13.2228822222,29.9968666667,5.7461
391.72,10.4777333333,34.1391333334,12.9653333333,31.3733333333,9.51793333335,9.34672333333,41.1912666667,17.0715333333,13.2866844444,30.0970666667,5.7816
392.08,10.5143333333,34.2358,13.0218,31.4558666667,9.56286666667,9.38104999999,41.2561333333,17.1724666667,13.3319777778,30.2057333333,5.8052
392.44,10.5048,34.2244666667,13.0084,31.4878,9.54766666666,9.33798666666,41.2342666667,17.1652333333,13.3137733333,30.2493333333,5.8175
392.80,10.5448666667,34.3476,13.0614666667,31.6393333333,9.6192,9.37923000001,41.4030666667,17.1778,13.3568555555,30.3645333333,5.85796666667
393.16,10.5413333333,34.3578,13.0561333333,31.6905333333,9.61799999999,9.37405000001,41.4380666667,17.1998333333,13.3667177778,30.433,5.8632
393.52,10.6037333333,34.4386,13.1065333333,31.7951333333,9.68140000001,9.41459666666,41.5126666667,17.2858,13.4020311111,30.5757333333,5.9358
393.88,10.6188,34.5399333333,13.1000666667,31.8269333333,9.70133333333,9.40867000001,41.5411333333,17.2816333333,13.4173444445,30.6161333333,5.9573
394.24,10.7283333334,34.7207333334,13.1764,32.0628666667,9.81906666667,9.50616333334,41.7430666667,17.4204,13.5407444444,30.8179333334,6.06293333333
394.60,10.7321333333,34.8049333333,13.1937333333,32.1439333333,9.82013333334,9.52463666667,41.8092666667,17.4171666667,13.5579355556,30.9065333333,6.0682
394.96,10.7386666667,34.8732666667,13.2352,32.2165333333,9.82613333333,9.52913333333,41.9371333333,17.4696666667,13.5610177778,30.9774666667,6.0654
395.32,10.7282666667,34.9545333333,13.2440666667,32.3292666667,9.83360000001,9.51919333333,42.0178666667,17.5287,13.5821555555,31.0397333334,6.09033333333
395.68,10.7022,35.0128,13.2335333333,32.3879333333,9.80426666667,9.48567,42.1231333333,17.5074333333,13.54878,31.0725333333,6.0568
396.04,10.6902,35.1060666667,13.2200666667,32.466,9.78233333333,9.45601333334,42.2480666667,17.5293666667,13.5484622222,31.1624,6.02246666667
396.40,10.7302,35.2006666667,13.2299333333,32.5325333333,9.80586666666,9.49215333334,42.3371333333,17.5745666667,13.5689177778,31.2411333333,6.02636666667
396.76,10.7836,35.3684666667,13.2838,32.7112666667,9.83886666666,9.51554000001,42.5009333333,17.7301666667,13.6234133333,31.4044666667,6.04276666667
397.12,10.7794,35.4968666667,13.3228666667,32.8382666667,9.87200000001,9.54330666667,42.6551333334,17.7987,13.6540355555,31.5303333334,6.05083333333
397.48,10.7154,35.4920666666,13.2778666667,32.8495333333,9.781,9.46278,42.7044666667,17.7362666667,13.6002777778,31.5395333333,5.93906666667
397.84,10.6454,35.4262666667,13.2149333333,32.8651333333,9.73113333333,9.41381666667,42.6906666667,17.6987666667,13.5448288889,31.545,5.85696666667
398.20,10.5736666667,35.3738666667,13.1558,32.8295333333,9.62173333335,9.31866666667,42.6706666667,17.6333333333,13.4441622222,31.5304,5.7237
398.56,10.5938666667,35.4760666667,13.1687333333,32.9274,9.63953333333,9.32856000001,42.7873333333,17.7406,13.4684822222,31.6623333333,5.7285
398.92,10.64,35.5918666667,13.2299333333,33.0729333333,9.69440000001,9.37590000001,42.8662666667,17.8359,13.5244511111,31.7894666667,5.76086666667
399.28,10.6346,35.6959333333,13.2544666667,33.1156,9.6762,9.37065,42.9144666667,17.8893333333,13.4906822222,31.8909333333,5.73153333333
399.64,10.6811333333,35.7973333333,13.2896666667,33.1767333333,9.69419999999,9.39330333333,42.9921333333,17.9704333333,13.5400355556,31.9804666667,5.75446666667
400.00,10.6740666667,35.8437333333,13.2612666667,33.2330666667,9.69266666666,9.34913333333,43.0456666667,18.0240333333,13.5353533333,32.0286666667,5.7157
400.36,10.6815333333,35.9728,13.2792666667,33.3916666666,9.76013333333,9.35783666667,43.1363333333,18.0971666667,13.56706,32.1775333334,5.74173333333
400.72,10.6524666667,35.9588666667,13.2635333333,33.4036,9.773,9.36261666666,43.1026,18.0786333333,13.5728111111,32.2285333333,5.76213333333
401.08,10.6322,35.9907333333,13.2030666667,33.4026,9.74553333333,9.33248333334,43.0942666667,18.0818666667,13.5465311111,32.2476,5.7355
401.44,10.7208666667,36.1012,13.3024666667,33.5558666667,9.84193333333,9.41922333333,43.2273333333,18.2529666667,13.6363177778,32.39,5.82053333333
401.80,10.7548666667,36.2065333333,13.3593333333,33.6494666666,9.90320000001,9.44212666667,43.3283333333,18.3618666667,13.7144111111,32.4906666667,5.85746666667
402.16,10.7988,36.3432,13.4195333333,33.7749333333,9.97526666666,9.48865333333,43.4204,18.4621666667,13.7820911111,32.6135333333,5.93046666667
402.52,10.8242666667,36.4191333333,13.46,33.8796666667,10.0268,9.51001333334,43.5044,18.5014333333,13.7920911111,32.6977333333,5.97193333333
402.88,10.8706,36.4524666667,13.4936666666,33.8977333333,10.0526,9.54903666667,43.5181333333,18.5715666667,13.8147888889,32.7276666667,6.02053333333
403.24,10.8792,36.5016,13.5012666667,33.9888666667,10.0472,9.56830666667,43.5751333333,18.5972333333,13.8571044445,32.7536666667,6.01503333333
403.60,10.8648,36.5512666667,13.4964,34.0800666667,10.0504,9.55177,43.662,18.6317,13.8500555556,32.8136666667,5.99136666667
403.95,10.9492666667,36.7053333333,13.5946666667,34.2176,10.1291333333,9.65576333334,43.7821333333,18.7574333333,13.94614,32.9343333333,6.07513333333
404.31,11.0062666667,36.8202666667,13.6264,34.3020666667,10.1609333333,9.70288,43.9093333333,18.8487666667,14.0015022222,33.013,6.09823333333
404.67,11.0161333333,36.8521333334,13.6139333333,34.3532666667,10.1557333333,9.66736,43.9488666667,18.8842,13.9932355555,33.0114666667,6.0879
405.03,11.123,37.0228666667,13.7088,34.5356666667,10.2365333333,9.74612666667,44.0953333333,19.0113,14.0785777778,33.1662,6.17076666667
405.39,11.1276,37.0767333333,13.6894,34.584,10.2377333333,9.74012000001,44.1504666667,19.0244666667,14.0821022222,33.2177333333,6.18836666667
405.75,11.2179333333,37.2096666667,13.7553333333,34.7273333333,10.2768666667,9.79742,44.2952666667,19.1517666667,14.1125355556,33.3515333333,6.22673333333
406.11,11.2330666667,37.2760666667,13.762,34.8262666667,10.2852666667,9.79094666667,44.422,19.2328,14.14584,33.4238,6.2049
406.47,11.2592,37.366,13.7561333333,34.8654,10.2870666667,9.78696333333,44.5080666667,19.3025333333,14.1787755555,33.4701333333,6.2027
406.83,11.1638666667,37.3759333333,13.6591333333,34.9113333333,10.2184666667,9.69989666667,44.5559333333,19.2504333333,14.1178333333,33.4962,6.1077
407.19,11.1768666667,37.4372,13.639,35.0022,10.245,9.68898999999,44.668,19.3048333333,14.13486,33.6042,6.0998
407.55,11.1983333333,37.5226666667,13.6644666667,35.1196,10.2633333333,9.72211666667,44.7636,19.3652333333,14.1800222222,33.6967333333,6.13603333333
407.90,11.1614,37.5714666667,13.6552,35.1982666666,10.252,9.68758333334,44.8420666667,19.3501333333,14.1669777778,33.7792666667,6.1208
408.26,11.0992,37.5496,13.6148666667,35.2272,10.1986666667,9.63198,44.8731333333,19.3459,14.1336577778,33.7752,6.081
408.62,11.0786666667,37.6297333334,13.6141333334,35.2973333333,10.1713333333,9.61290000001,44.9631333333,19.4012333333,14.1337511111,33.8612666667,6.0347
408.98,11.0158666667,37.6304,13.5956666667,35.3251333333,10.126,9.54463666667,45.0061333333,19.3864,14.1032133333,33.9170666667,5.95623333333
409.34,10.97,37.7010666667,13.6069333333,35.3742666667,10.0828,9.50701,45.0369333333,19.3913,14.0947488889,33.9514666667,5.89936666666
409.70,10.8595333333,37.6938,13.545,35.4172,10.0504666667,9.42992666667,45.0609333333,19.3452,14.0646955556,33.9946,5.8271
410.06,10.829,37.6826,13.4988666667,35.3972,10.0320666667,9.39183,45.0246666666,19.3149666667,14.02756,34.0105333333,5.7902
410.42,10.808,37.7053333333,13.5014666667,35.4652,10.0061333333,9.37866666666,45.0076666667,19.3391333333,14.0099044445,34.0187333333,5.76433333333
410.77,10.8472666667,37.8118,13.5329333333,35.5504,10.0396666667,9.41272000001,45.1054666667,19.4144333333,14.0429466667,34.1176,5.77206666667
411.13,10.8602666667,37.8414,13.5682666667,35.5784,10.0363333333,9.41620333333,45.1172666667,19.4460666667,14.02872,34.1292666667,5.78696666667
411.49,10.8460666667,37.8705333333,13.5676,35.6102,10.02,9.38259000001,45.1484,19.4943333333,13.9971533333,34.1557333333,5.73583333333
411.85,10.8444,37.9035333333,13.5281333333,35.6855333333,9.98599999999,9.35214666666,45.1886,19.5034,13.9706244445,34.1778666666,5.68333333333
412.21,10.8007333334,37.9573333333,13.5111333333,35.699,9.95673333333,9.31285333333,45.2348666667,19.4906333333,13.9467555556,34.2191333333,5.6196
412.57,10.8524,38.0475333333,13.5638666667,35.8132,10.0272666667,9.37279666666,45.3193333333,19.5783,14.0045577778,34.3261333334,5.64883333333
412.92,10.8186666667,38.0206666667,13.4860666667,35.7962666667,9.99073333333,9.32184999999,45.2974666667,19.5515666667,13.9570333333,34.3036,5.6201
413.28,10.878,38.0838,13.5235333333,35.8925333333,10.0626666667,9.35382333334,45.3926666667,19.6500333333,13.9999933333,34.3976666667,5.6818
413.64,10.9683333333,38.1890666667,13.5926,36.0080666667,10.0998666667,9.42819666667,45.4591333333,19.7482,14.0624911111,34.4591333333,5.75316666667
414.00,11.0039333333,38.3204,13.6646666666,36.1585333333,10.1510666667,9.48183666666,45.5980666667,19.8794,14.1356222222,34.5697333333,5.81743333333
414.36,11.0386,38.4135333333,13.701,36.2685333333,10.2075333333,9.52292666667,45.6966666667,19.9274666667,14.1828422222,34.6768666667,5.8508
414.72,11.0726,38.4848666667,13.7838666667,36.3970666667,10.2792666667,9.57846999999,45.8264666667,20.0275333333,14.2719222222,34.8041333333,5.92526666667
415.07,11.0758,38.5634666667,13.8038,36.47,10.2979333333,9.58810666667,45.8735333333,20.0831666667,14.2927511111,34.8964,5.94403333333
415.43,11.1448666667,38.7506,13.8732666667,36.6418,10.3691333333,9.63626333333,46.042,20.1862333333,14.38116,35.0645333333,6.00443333333
