wavelength,Back_TanGutf,Belly_TanGutf,Breast_TanGutf,Crissum_TanGutf,Crown_TanGutf,DorTail_TanGutf,Patch10_TanGutf,Patch11_TanGutf,Patch12_TanGutf,Patch13_TanGutf,Rump_TanGutf,Throat_TanGutf,WingTip_TanGutf
348.91,9.1874,21.5719333333,22.227,15.146,8.74673333334,8.79453333334,8.40333333334,9.839,5.546,7.10206666667,12.1826,20.7258666667,8.54053333333
349.27,9.394,21.8759,22.5384,15.3896,9.0654,9.16446666667,8.60626666668,10.1554,5.7462,7.41746666666,12.5224666667,21.0686,8.61606666667
349.64,9.83193333333,22.3941333333,23.0655333333,15.9507333333,9.58686666667,9.65506666666,9.05473333334,10.7176666667,6.222,7.8484,13.0532,21.5965333333,9.11943333333
350.00,10.0166,22.5644333333,23.2748,16.1787333333,9.78100000001,9.85066666665,9.22233333335,10.8859333333,6.3908,7.96366666667,13.3001333333,21.8783333333,9.23703333333
350.37,9.94726666668,22.6568333333,23.2148,16.1093333333,9.69666666666,9.77079999999,9.11939999999,10.8182666667,6.31226666667,7.85933333333,13.2677333333,21.8235333333,9.20579999999
350.73,10.0852666667,22.7969333333,23.4527333333,16.2435333333,9.82240000001,9.96239999999,9.30066666668,10.9468666667,6.3886,8.02626666666,13.3776666667,21.989,9.34243333333
351.10,9.79693333333,22.6642333333,23.3062,16.1017333333,9.56133333334,9.71320000001,9.00153333333,10.582,6.12053333333,7.77606666666,13.1661333333,21.8723333333,9.06983333333
351.46,9.77439999999,22.7502666667,23.3578666667,16.1132,9.51586666667,9.6562,8.95313333333,10.6920666667,6.05153333334,7.84793333334,13.2202,21.8250666667,9.14563333334
351.83,10.2353333333,23.2473666667,23.7172,16.5281333333,9.9884,10.0283333333,9.24053333333,11.0314,6.3714,8.29586666667,13.6438666667,22.2383333333,9.51510000001
352.19,10.354,23.3789,23.9076666667,16.4602666667,9.95786666667,10.1038,9.19346666667,11.0818,6.47766666667,8.30633333333,13.7428666667,22.288,9.50339999999
352.55,10.5956666667,23.6933333333,24.1092,16.7193333333,10.1902666666,10.3134,9.39466666667,11.2928,6.6864,8.55299999999,14.006,22.5148666667,9.7138
352.92,10.8282,23.9062666667,24.4055333333,16.8676,10.3488,10.3405333333,9.4042,11.5240666667,6.90893333333,8.72146666666,14.2013333333,22.6350666667,9.87236666666
353.28,10.8091333333,23.9636333333,24.3685333333,16.8421333333,10.2862666667,10.2463333333,9.34646666665,11.4233333333,6.8832,8.59440000001,14.1784666667,22.5596666667,9.90220000001
353.65,10.5984666667,23.9913,24.2208666667,16.7325333333,10.0976666667,10.0117333333,9.13946666667,11.1784,6.6364,8.33839999999,13.9514666667,22.4982,9.72743333333
354.01,10.6764,24.2579,24.3394,16.9632,10.1892,10.0910666667,9.27066666667,11.3301333333,6.86126666666,8.54233333333,14.0774666667,22.5761333333,9.92390000001
354.38,10.7553333333,24.4644333333,24.5870666667,17.037,10.2554,10.1113333333,9.3106,11.4668666667,6.90726666667,8.66339999999,14.2076,22.6469333333,10.0177333333
354.74,10.7226666667,24.5683333333,24.6114666667,17.0578666667,10.1824,9.93580000001,9.21979999999,11.4370666667,6.8332,8.64173333333,14.1793333333,22.6696666667,9.87303333334
355.11,10.6468,24.5681,24.5570666667,16.894,10.0251333333,9.72413333335,9.14820000001,11.4436666667,6.71986666667,8.53266666667,14.1232,22.5330666667,9.72396666665
355.47,10.5411333333,24.4657,24.548,16.8204666667,9.96753333334,9.54106666666,9.10459999999,11.3043333333,6.5858,8.41966666667,14.0140666667,22.5405333333,9.52596666667
355.83,10.2406,24.2831666667,24.4104,16.6821333333,9.68713333333,9.30206666666,8.96106666667,11.0827333333,6.3396,8.1374,13.8215333333,22.4218,9.31199999999
356.20,10.0598,24.3149666667,24.3707333333,16.6986666667,9.60933333333,9.18513333333,8.84846666667,10.9916666667,6.1452,8.11713333333,13.6907333333,22.4670666667,9.1469
356.56,9.863,24.3148333333,24.2944,16.6557333333,9.46746666667,8.98560000001,8.77753333333,10.8760666667,5.99433333333,7.95626666666,13.6386,22.4586666667,8.92340000001
356.93,9.71793333333,24.2611666667,24.1263333333,16.5771333333,9.37559999999,8.90233333333,8.71393333333,10.7246666667,5.9674,7.86333333334,13.5164666667,22.4320666667,8.78333333333
357.29,9.58286666668,24.1966666667,24.1743333333,16.5646666667,9.20279999999,8.72193333333,8.56706666667,10.6051333333,5.80326666667,7.72486666666,13.3862666667,22.4248,8.6869
357.66,9.59079999999,24.084,24.2311333333,16.5362,9.21046666667,8.66706666667,8.53920000001,10.6385333333,5.79366666667,7.74446666667,13.4532,22.3925333333,8.62643333333
358.02,9.58006666667,24.0388666667,24.3822,16.5361333334,9.23546666667,8.72086666667,8.56253333333,10.694,5.74966666667,7.68426666667,13.4658,22.4401333333,8.5723
358.38,9.69920000001,24.1725333334,24.6236666667,16.6641333333,9.3908,8.81486666667,8.693,10.7779333333,5.8496,7.79733333333,13.5908666667,22.7040666667,8.62653333333
358.75,9.74526666667,24.2739666667,24.8265333333,16.8092,9.54333333333,8.98146666667,8.70860000001,10.8090666667,5.9604,7.864,13.7344666667,22.9689333333,8.70546666667
359.11,10.0736,24.5674666667,25.1737333333,17.2152666667,9.83746666667,9.27493333334,8.93646666667,11.0465333334,6.2466,8.15326666667,14.0053333333,23.3497333333,8.98936666666
359.48,10.1872666667,24.8143333333,25.4417333333,17.3788666667,10.003,9.48746666665,8.9658,11.1529333333,6.40286666667,8.33493333333,14.1663333333,23.6487333333,9.12076666666
359.84,10.1273333333,24.9113,25.5266,17.3321333333,9.93626666667,9.45826666667,8.85186666666,11.0716,6.38293333333,8.30773333334,14.1112666667,23.7673333333,9.01793333333
360.20,10.2428666667,25.0295,25.6582,17.3986666667,9.977,9.46646666667,8.8058,11.0628666667,6.448,8.28540000001,14.1803333333,23.8298,9.06439999999
360.57,10.3712666667,25.1844666667,25.8484,17.4552666667,10.11,9.65673333334,8.89179999999,11.1776666667,6.60266666667,8.47773333334,14.2512666667,24.0048,9.27390000001
360.93,10.4570666667,25.3224,26.0881333333,17.6065333333,10.1513333333,9.69173333332,8.95726666665,11.2912,6.6294,8.51246666666,14.3289333334,24.1978666667,9.32976666667
361.29,10.6621333333,25.4999333333,26.2335333333,17.734,10.2714,9.81553333333,9.08973333334,11.456,6.80326666667,8.65986666666,14.4736666667,24.3305333333,9.4021
361.66,10.7214,25.7092,26.4964,17.8548,10.3128666667,9.89913333333,9.1378,11.5049333333,6.82453333333,8.74446666666,14.5216,24.4328666667,9.39559999999
362.02,10.898,25.9599333333,26.7099333333,17.9818,10.4418666667,10.0055333333,9.31506666667,11.6498,6.932,8.90500000001,14.6592666667,24.6324,9.50563333333
362.39,10.9362666667,26.0719666667,26.8094,18.0607333333,10.4623333333,10.0493333334,9.35106666667,11.6764,6.96293333333,8.92106666667,14.7289333333,24.6595333333,9.50010000001
362.75,10.8935333333,26.0046,26.7402,17.9187333333,10.3202666666,9.9528,9.30006666666,11.5770666667,6.89626666667,8.81346666667,14.5951333333,24.5100666667,9.41183333335
363.11,10.8425333333,26.0322666667,26.7782666667,17.8219333333,10.3634666666,9.91740000001,9.30393333334,11.5745333334,6.84093333333,8.776,14.6032,24.5234,9.38556666667
363.48,10.8912666667,26.1344,26.8124,17.8826666667,10.3583333333,9.91906666666,9.38326666667,11.6271333333,6.8556,8.71653333334,14.6463333333,24.5352666667,9.38156666666
363.84,10.8691333333,26.2183,26.8576666667,17.9037333333,10.3574666667,9.84773333333,9.36960000001,11.6252,6.8106,8.65766666667,14.6562666667,24.5347333333,9.3775
364.20,10.7336,26.1430666667,26.7696,17.8103333333,10.2684666667,9.78560000001,9.33293333332,11.5652,6.69053333333,8.57733333333,14.5966666667,24.497,9.23813333334
364.57,10.6368666667,26.1601,26.8476,17.7716666667,10.1453333333,9.62713333333,9.24933333333,11.4615333333,6.56566666667,8.41693333334,14.5643333333,24.4649333333,9.08586666667
364.93,10.6466,26.3792,26.9811333333,17.8243333333,10.1863333333,9.6516,9.29826666667,11.4526,6.55206666667,8.45240000001,14.607,24.5512666667,9.11186666667
365.29,10.5148666667,26.4095333333,26.9622666667,17.745,10.1274666667,9.53226666667,9.17773333335,11.3671333333,6.4544,8.33839999999,14.5884,24.5178,9.0497
365.66,10.4584666667,26.4176333333,26.9872666667,17.7608666667,10.0738666667,9.42479999999,9.12946666668,11.3156666667,6.44733333333,8.23913333333,14.5267333333,24.5764,9.02193333333
366.02,10.2068666667,26.3091,26.9514666667,17.6754666667,9.86326666667,9.1824,8.85446666666,11.1022666667,6.2472,7.9846,14.3822,24.4889333333,8.80733333333
366.38,10.1364666667,26.3267,26.8937333333,17.5978,9.8202,9.11679999999,8.76273333333,11.0736,6.20353333333,7.87213333333,14.2985333333,24.4815333333,8.81396666667
366.75,10.1738,26.4666,27.0544666667,17.7526666667,9.93566666667,9.09159999999,8.83773333334,11.1633333333,6.20266666667,7.94106666667,14.4333333333,24.6240666667,8.8112
367.11,10.013,26.4833666667,27.0312,17.7120666667,9.79700000001,8.99266666667,8.68906666666,11.0726666667,6.0604,7.75326666666,14.3288,24.5779333333,8.6099
367.47,10.0841333333,26.5300666667,27.2029333333,17.7894666667,9.74313333334,9.00146666667,8.67746666667,11.0764666667,6.05586666667,7.8104,14.3507333333,24.6163333333,8.64283333333
367.84,10.2024666667,26.6299666667,27.3023333333,17.929,9.81993333334,9.11793333333,8.85360000001,11.2397333333,6.19746666667,8.02106666667,14.4507333333,24.7642666667,8.76193333333
368.20,10.4650666667,26.9710333333,27.6527333333,18.262,10.0422666667,9.31853333334,9.08320000001,11.4793333333,6.40853333333,8.24686666667,14.624,25.0662666667,9.0302
368.56,10.5489333333,27.0676333333,27.7197333333,18.3781333333,10.1244666667,9.3676,9.17273333332,11.5234,6.41546666667,8.30560000001,14.6512,25.2364,9.04876666666
368.93,10.574,27.0863333333,27.7856,18.3572666666,10.0782,9.31113333333,9.06986666667,11.4766,6.34106666667,8.28253333333,14.5456666667,25.2246666667,8.9711
369.29,10.6948,27.2771333333,28.036,18.5196,10.1728666667,9.55000000001,9.20533333333,11.5050666667,6.4186,8.40300000001,14.6061333333,25.4611333333,8.99840000001
369.65,10.7973333333,27.5864,28.2124666667,18.6744666667,10.2196666667,9.70893333332,9.29646666668,11.5887333333,6.47106666667,8.49966666667,14.6946666667,25.6652666667,9.07463333333
370.01,10.9214666667,27.7894666667,28.3092,18.7574666667,10.3119333333,9.91073333333,9.42093333332,11.6696666667,6.5658,8.68266666666,14.7941333333,25.8708,9.15543333333
370.38,10.7966,27.6738666666,28.4042666667,18.7031333333,10.1628666667,9.75806666666,9.35586666667,11.4968,6.39953333333,8.54939999999,14.6191333333,25.8533333333,8.9256
370.74,10.9458,27.9059333333,28.6267333333,18.8337333333,10.3037333333,9.98693333333,9.49773333334,11.6422666667,6.60153333333,8.70926666667,14.7988666667,26.0484,9.13766666667
371.10,10.9476666667,27.9243666667,28.7120666667,18.9331333333,10.2566,9.97313333334,9.52026666667,11.5668666667,6.56786666667,8.75199999999,14.7628,26.0870666667,9.17466666667
371.46,10.7756666667,27.9211666666,28.6350666667,18.8841333333,10.2405333333,9.90280000001,9.50893333335,11.5218666667,6.53293333333,8.77526666668,14.6584,26.138,9.08906666667
371.83,10.6857333333,27.9523333333,28.7302,18.8286,10.1682666667,9.8636,9.39373333335,11.4286,6.4518,8.63813333333,14.5556,26.1238666667,8.99626666667
372.19,10.6033333333,27.9693333333,28.74,18.6768666667,10.0428666667,9.85519999999,9.38819999999,11.3618,6.3718,8.51226666666,14.4968666667,26.1062,8.88846666666
372.55,10.5428,28.0979,28.856,18.6440666667,10.0068666667,9.91573333335,9.35659999999,11.3919333333,6.40706666667,8.53659999999,14.4421333333,26.1273333333,8.8415
372.92,10.4234,28.0945,28.8343333333,18.6498,9.91139999999,9.85186666665,9.34213333333,11.3023333333,6.357,8.45900000001,14.4052666667,26.1057333333,8.73406666667
373.28,10.4258666667,28.1270333333,28.8950666667,18.7053333333,9.90693333332,9.7604,9.37953333333,11.3710666667,6.364,8.48853333334,14.4054,26.0729333333,8.80726666667
373.64,10.3046666667,28.0177333333,28.8356,18.5464,9.80919999999,9.5998,9.34246666666,11.2089333333,6.2456,8.46133333334,14.311,26.0310666667,8.7891
374.00,10.3904666667,28.1782,29.0244,18.6730666667,9.88180000001,9.6054,9.47433333333,11.2387333333,6.32,8.52393333333,14.3868666667,26.1962,8.94006666667
374.37,10.5168,28.4523,29.0752,18.8179333333,9.99593333333,9.75499999999,9.64526666667,11.3238,6.45246666667,8.72146666667,14.539,26.3940666667,9.11166666667
374.73,10.3839333333,28.5150666667,29.1233333333,18.7434666667,9.85399999999,9.60186666666,9.59693333333,11.2166,6.30033333333,8.58846666666,14.3447333333,26.4554,8.9677
375.09,10.4202666667,28.7068666667,29.2878,18.771,9.84239999999,9.63306666667,9.6784,11.3091333333,6.35973333333,8.63339999999,14.3781333333,26.5568,9.0252
375.45,10.4397333333,28.8979333333,29.5362666667,18.8088666667,9.7752,9.59393333334,9.65173333335,11.1851333333,6.29653333333,8.51553333334,14.3780666667,26.7003333333,8.97326666667
375.81,10.4761333333,28.9818333333,29.6171333333,18.8624666667,9.73326666668,9.62026666666,9.68153333333,11.1724,6.2606,8.48666666667,14.3937333333,26.7854666667,9.00683333334
376.18,10.392,28.9229,29.5927333333,18.8298666667,9.64020000001,9.51446666666,9.61166666666,11.0714666667,6.213,8.50166666667,14.3271333333,26.7351333333,8.9972
376.54,10.4170666667,28.9833,29.664,18.8896,9.54273333333,9.44946666667,9.60433333333,11.0218,6.17573333333,8.48,14.3478,26.7423333333,9.00009999999
376.90,10.4797333333,29.0093,29.7798666667,18.8893333333,9.57073333333,9.52953333335,9.73426666667,11.0634,6.23006666667,8.53846666667,14.3528666667,26.8685333333,9.11850000001
377.26,10.376,28.9785,29.7984666667,18.771,9.40453333334,9.44319999999,9.686,10.9421333333,6.1402,8.48219999999,14.2060666667,26.8593333333,8.98236666667
377.63,10.5568,29.1968,30.0924666667,18.9768,9.59466666668,9.7168,9.90206666669,11.1893333333,6.38233333333,8.64926666666,14.3494666667,27.1087333333,9.14106666667
377.99,10.5844666667,29.2185,30.1618,19.0013333333,9.50106666667,9.77593333335,9.91773333333,11.2182,6.44526666667,8.65326666667,14.2838,27.0885333333,9.11693333333
378.35,10.5861333333,29.2242333333,30.2630666667,18.9904666667,9.39319999999,9.78533333333,9.90646666668,11.2397333333,6.4286,8.65020000001,14.2026,27.0666,9.08183333334
378.71,10.6267333333,29.2294666667,30.286,19.0155333333,9.3588,9.8366,9.93659999999,11.2548,6.4792,8.70566666667,14.2288,27.0877333333,9.11100000001
379.07,10.6426666667,29.2313,30.3461333333,19.034,9.353,9.82746666667,9.96466666667,11.1800666667,6.53726666667,8.72273333333,14.2003333333,27.2126666667,9.06019999999
379.44,10.6209333333,29.1265,30.2679333333,18.9811333333,9.29466666667,9.82820000001,10.003,11.1763333333,6.54686666667,8.74266666667,14.1016,27.0863333333,9.01430000001
379.80,10.6468,29.2971333333,30.4201333333,19.0502,9.355,9.9104,10.0989333333,11.2424666667,6.64046666667,8.88213333333,14.1170666667,27.1941333333,9.04916666666
380.16,10.8126,29.5325666667,30.635,19.2408666667,9.48693333333,10.1064,10.2765333333,11.3881333333,6.8586,9.06713333334,14.2078,27.4134,9.17006666667
380.52,10.9116666667,29.6530666667,30.7533333333,19.2942,9.54053333333,10.1524666667,10.3458,11.4440666667,6.9254,9.16706666667,14.1529333333,27.5430666667,9.24956666667
380.88,10.9758,29.7838,30.8416,19.3658,9.49646666667,10.1988666667,10.4134666667,11.4782666667,7.00706666667,9.21093333333,14.1828,27.6472,9.27350000001
381.24,10.9536666667,29.8643666667,30.8764,19.3774666667,9.4506,10.2351333333,10.41,11.4144666667,6.97793333333,9.16086666666,14.1076,27.7340666667,9.26743333334
381.61,10.8768666667,29.9246333333,30.8448,19.3409333333,9.2828,10.1248,10.3349333333,11.2782,6.8776,9.096,13.9792,27.6905333333,9.13926666667
381.97,10.7754666667,29.9249666667,30.7778666666,19.2642,9.22546666667,9.98913333333,10.2758,11.1666,6.74013333333,9.00140000001,13.8458666667,27.6812,9.06783333333
382.33,10.7768666667,30.0095,30.9156,19.3149333333,9.25606666667,10.0092,10.3196,11.1476,6.79013333334,9.04506666667,13.8322,27.7808,9.11286666667
382.69,10.7352666667,30.0941,30.9386,19.4075333333,9.21473333333,9.99866666667,10.324,11.1237333333,6.81453333333,9.05573333333,13.7763333333,27.8232666667,9.1251
383.05,10.7282666667,30.0983666667,30.9911333333,19.4346666667,9.18473333333,9.98160000001,10.3378,11.1094,6.76313333333,9.06266666667,13.7540666667,27.8400666666,9.16363333333
383.41,10.7018666667,30.1833333333,31.0937333333,19.4209333333,9.09293333333,9.94173333333,10.3656,11.0782666667,6.725,9.05059999999,13.6842666667,27.9223333333,9.19603333333
383.77,10.8088,30.2756333333,31.2267333333,19.5465333334,9.17166666667,10.0196,10.5472666667,11.1391333333,6.8572,9.18813333333,13.7703333333,28.0968,9.31020000001
384.14,10.6322,30.1285666667,31.1628,19.4002,8.99766666667,9.90153333334,10.4538,10.994,6.6942,9.00593333333,13.6106,27.9966,9.17166666667
384.50,10.5374666667,30.1307,31.1782,19.3812666667,8.91146666667,9.83633333334,10.4338666667,10.9064666667,6.611,8.8886,13.5491333333,27.9482666666,9.10686666667
384.86,10.4432666667,30.1922,31.1906,19.3489333333,8.86286666667,9.77986666666,10.3819333333,10.8112,6.5062,8.79706666667,13.4264,27.9644666667,8.99176666667
385.22,10.4714666667,30.3299,31.2755333333,19.4122666667,8.9052,9.79259999999,10.48,10.8912666667,6.58613333333,8.87306666667,13.4535333333,28.0542666667,9.059
385.58,10.5474,30.4310666667,31.3898,19.5168666667,8.998,9.89646666665,10.5922666667,10.9577333333,6.68273333333,8.95726666667,13.4686666667,28.1528,9.18653333334
385.94,10.5663333333,30.5528333333,31.4762,19.6041333333,8.98486666667,9.97546666669,10.6614,10.9956666667,6.77153333333,8.99739999999,13.4958,28.2488,9.21343333333
386.30,10.526,30.5738,31.4861333333,19.5876666667,8.92886666667,9.92426666667,10.652,10.9788666667,6.73766666667,8.9434,13.4036666667,28.3031333333,9.17419999999
386.66,10.4686666667,30.6380333333,31.5793333333,19.5384,8.91513333334,9.89800000001,10.6569333333,10.9529333333,6.69893333333,8.91333333333,13.341,28.304,9.14486666666
387.03,10.4428,30.7562333333,31.6308,19.5490666667,8.88093333333,9.95886666667,10.7112666667,10.9734666667,6.73166666667,8.95333333333,13.2868666666,28.3303333333,9.14936666667
387.39,10.6606,31.0306333333,31.8811333333,19.8414666667,9.16113333333,10.2779333333,10.981,11.2528,7.01013333333,9.20306666667,13.5732,28.6058666667,9.39073333332
387.75,10.5966666667,31.0229333333,31.8680666667,19.8266666667,9.13566666667,10.2278,10.9346,11.2266666667,6.95126666667,9.14633333334,13.4838,28.5858666667,9.33183333333
388.11,10.7468,31.2265,32.0616,19.9846666667,9.24513333333,10.3302,11.0716666667,11.3030666667,7.08786666667,9.29353333333,13.5509333333,28.7902666667,9.44370000001
388.47,10.6845333333,31.2036,32.0376666667,19.9205333333,9.20653333333,10.3319333333,11.1321333333,11.2977333333,7.09806666667,9.31066666667,13.4802666667,28.8132,9.4325
388.83,10.7082666667,31.2897,32.1404,19.9952666667,9.24686666667,10.3973333333,11.2158666667,11.3701333333,7.1798,9.39119999999,13.5024,28.8896,9.52283333333
389.19,10.724,31.3793,32.2685333333,20.0551333333,9.27013333333,10.4223333333,11.2531333333,11.3595333333,7.25233333333,9.3916,13.5155333333,28.9954,9.52990000001
389.55,10.6164666667,31.3411666667,32.1959333333,19.9500666667,9.12933333333,10.2966666667,11.2022666667,11.2741333333,7.1486,9.29733333333,13.3877333333,28.9094,9.41373333333
389.91,10.5534666667,31.2724666667,32.2198,19.8704666667,9.00453333333,10.2090666667,11.1797333333,11.1746666667,7.04993333333,9.2684,13.2491333333,28.8726,9.33766666667
390.27,10.5955333333,31.4408333333,32.3208,19.9634666667,9.04193333333,10.3173333333,11.2877333333,11.2116,7.10973333333,9.37039999999,13.3256666667,28.9676666667,9.4139
390.63,10.6962,31.5122,32.4177333333,20.0768666667,9.0726,10.4547333333,11.4389333333,11.2967333333,7.20926666667,9.46853333333,13.3321333333,29.1141333333,9.5505
391.00,10.7094666667,31.5256666667,32.3930666667,20.0498,9.04773333333,10.4403333333,11.4618,11.2705333333,7.22853333334,9.47753333334,13.2732,29.1865333333,9.5937
391.36,10.5806,31.5097,32.3589333334,19.9482666667,8.86233333333,10.2739333333,11.3906666667,11.1394,7.11713333333,9.36520000001,13.0756,29.1153333333,9.50976666667
391.72,10.4815333333,31.4745666667,32.2812,19.8041333333,8.70646666667,10.2057333333,11.3387333333,11.0023333333,7.04926666667,9.27506666667,12.9092,29.0226666667,9.44693333333
392.08,10.3673333333,31.4999666667,32.2186666667,19.7582666667,8.61273333333,10.1115333333,11.2995333333,10.9258666667,6.97346666666,9.18773333333,12.7853333333,28.9815333333,9.40036666668
392.44,10.4444,31.6572333333,32.3638,19.9026666667,8.65,10.2224,11.3828,10.9873333333,7.07246666667,9.25419999999,12.7956,29.1566666667,9.49613333333
392.80,10.3898666667,31.6497666667,32.3594666667,19.864,8.55686666667,10.1779333333,11.3814,10.9331333333,7.04133333333,9.2486,12.6844666667,29.1593333333,9.49093333333
393.16,10.3479333333,31.5371666667,32.2994666666,19.7905333333,8.4458,10.1717333333,11.3916666667,10.8468666667,6.9642,9.23773333333,12.5339333333,29.0909333333,9.469
393.52,10.2876,31.5391333333,32.2998666667,19.7296,8.3762,10.2018,11.3914666667,10.7611333333,6.98046666667,9.20293333333,12.426,29.1416666667,9.45249999999
393.88,10.3259333333,31.6546,32.3974666667,19.7892666667,8.4508,10.2891333333,11.5232,10.7959333333,7.07513333333,9.29119999999,12.4596666667,29.2404,9.5736
394.24,10.3139333333,31.6517666667,32.4209333333,19.7827333333,8.41026666667,10.2741333333,11.5681333333,10.7738,7.07953333333,9.25533333334,12.3450666667,29.2456666667,9.55300000001
394.60,10.2375333333,31.6456,32.4272,19.7321333333,8.31673333334,10.1814666667,11.5514,10.6434,6.99706666667,9.22633333333,12.2326,29.2343333333,9.47183333333
394.96,10.2636,31.7406666667,32.5590666667,19.7984666667,8.34286666667,10.2243333333,11.7036666667,10.6724,7.06493333333,9.28046666666,12.227,29.2845333333,9.53116666667
395.32,10.1728666667,31.7279333333,32.5256,19.7588666667,8.256,10.1920666667,11.7056666667,10.5681333333,7.0062,9.23533333333,12.132,29.3014666667,9.45386666667
395.68,10.1585333333,31.7788666667,32.6076666667,19.7978,8.22453333333,10.2050666667,11.7975333333,10.5711333333,7.03446666667,9.25153333333,12.0831333333,29.3928,9.4563
396.04,10.1345333333,31.8240333333,32.6977333333,19.7300666667,8.19133333333,10.2674666667,11.8920666667,10.5492,7.04826666667,9.30333333334,12.0092666667,29.4914,9.48326666667
396.40,10.0778666667,31.7749666667,32.6529333333,19.6586,8.10473333333,10.2088666667,11.9396666667,10.4105333333,7.0218,9.2848,11.9017333333,29.4378666667,9.43486666667
396.76,10.0806666667,31.8389666667,32.7153333333,19.6589333333,8.07533333334,10.2496666667,12.0229333333,10.373,7.04593333333,9.30026666667,11.8483333333,29.4781333333,9.48273333333
397.12,9.94366666667,31.9522333333,32.8298,19.6294,7.96066666667,10.1555333333,12.0251333333,10.2681333333,6.94406666667,9.21299999999,11.7038666667,29.5521333333,9.41113333332
397.48,10.0045333333,32.0614333333,32.9582666667,19.7472666667,8.00613333333,10.1861333333,12.1404666667,10.3206,6.97473333333,9.29766666667,11.7484,29.6571333333,9.48629999999
397.84,9.87073333334,32.0227333333,32.8604,19.6076666667,7.85213333333,10.063,12.0514,10.1792,6.85653333333,9.1944,11.5738,29.6408,9.36583333334
398.20,9.78253333335,31.9796,32.8278,19.5268666667,7.806,10.0234666667,12.0491333333,10.1096,6.866,9.19433333334,11.4664666667,29.6394666667,9.37313333334
398.56,9.81093333335,32.0395666667,32.8712,19.5217333333,7.84286666667,10.0958,12.1492666667,10.1492666667,6.967,9.22259999999,11.488,29.6806666667,9.45000000001
398.92,9.76186666667,32.0643333333,32.8794,19.5175333333,7.815,10.1387333333,12.1358,10.076,6.93073333333,9.22793333334,11.4303333333,29.7150666667,9.4223
399.28,9.71193333333,31.9986,32.8459333333,19.4118666667,7.75633333333,10.1414666667,12.1076666667,9.98979999999,6.89453333333,9.18666666666,11.2489333334,29.6688,9.40896666667
399.64,9.76239999999,32.1072666667,32.9541333333,19.4226,7.7782,10.1796,12.1831333333,9.98799999999,6.965,9.21886666667,11.2405333333,29.7206666667,9.47306666667
400.00,9.71506666668,32.0955,32.9358,19.4265333333,7.6954,10.1400666667,12.1800666667,9.9326,6.92386666667,9.16913333333,11.1452666667,29.7114,9.40560000001
400.36,9.60359999999,32.1079,32.93,19.3555333333,7.6288,10.1152666667,12.1326,9.87946666666,6.86446666667,9.15253333333,11.0494,29.7194666667,9.37526666667
400.72,9.53273333332,32.0484,32.8938,19.2660666667,7.5696,10.0052,12.1279333333,9.79853333334,6.81193333333,9.11793333333,10.9363333333,29.6732,9.27273333333
401.08,9.63019999999,32.0709,32.8933333333,19.3289333333,7.67013333333,10.0913333333,12.2412,9.91739999999,6.95613333333,9.23893333333,11.0112,29.7101333333,9.40756666666
401.44,9.56866666667,31.9978333333,32.8478,19.2344,7.55026666667,10.0171333333,12.2156,9.8,6.90753333334,9.17233333333,10.9086666666,29.6784,9.35743333333
401.80,9.58313333333,32.1312666666,33.0092,19.3086,7.56386666667,10.0460666667,12.2922,9.83020000001,6.94446666667,9.18666666666,10.9014,29.7404666667,9.39233333333
402.16,9.5482,32.0974333333,33.0583333334,19.2430666667,7.4706,9.99499999999,12.3020666666,9.74046666667,6.86873333333,9.14233333333,10.8279333333,29.7443333333,9.34823333333
402.52,9.48633333334,32.1245333333,33.0782,19.2161333333,7.38786666667,9.94533333333,12.2814666667,9.66519999999,6.81053333333,9.11966666666,10.7564,29.7828,9.25673333333
402.88,9.47226666668,32.1149333333,33.1134666667,19.1826,7.33353333333,9.925,12.3134,9.65586666667,6.823,9.11946666668,10.6746,29.7896,9.2621
403.24,9.59726666667,32.3437333333,33.3088666667,19.3151333333,7.44006666667,10.0212666667,12.4828666666,9.74973333333,6.9556,9.24393333333,10.7878666667,29.964,9.33743333333
403.60,9.55926666666,32.3472,33.3118,19.2954666667,7.40713333333,10.0082,12.5262666667,9.71499999999,6.90233333333,9.25386666667,10.7162,29.9812,9.31486666667
403.95,9.57826666665,32.3634,33.3455333333,19.3016,7.42886666666,10.0178666667,12.6102,9.72640000001,6.95473333333,9.32193333333,10.7336666667,29.9662666667,9.40523333332
404.31,9.64533333333,32.3694,33.4062,19.3236,7.4668,10.0414,12.6912,9.74019999999,7.00993333333,9.37253333334,10.741,30.0048,9.43646666667
404.67,9.6862,32.4705666667,33.4656,19.3708666667,7.47406666667,10.1090666667,12.7702,9.72686666667,7.05026666667,9.39339999999,10.7978666667,30.1094666667,9.47539999999
405.03,9.56806666667,32.4084333333,33.3946666667,19.2783333333,7.3764,10.0259333333,12.7317333333,9.61953333334,6.97506666667,9.32006666667,10.6786666667,30.0256,9.35066666667
405.39,9.4888,32.4234666667,33.3822666667,19.2086,7.3464,9.98246666667,12.7432666667,9.5982,6.93653333333,9.28919999999,10.6086666667,29.9924666667,9.30176666666
405.75,9.48473333335,32.3802333333,33.317,19.1916,7.3354,9.96566666667,12.7980666667,9.5692,6.96046666666,9.29779999999,10.5748,29.9693333333,9.31396666666
406.11,9.47066666665,32.4772666667,33.3268,19.2548666667,7.35266666667,9.9866,12.885,9.58159999999,6.97633333333,9.32459999999,10.5948,30.0357333333,9.34206666667
