wavelength,Back_ConAlbm,Belly_ConAlbm,Breast_ConAlbm,Crissum_ConAlbm,Crown_ConAlbm,DorTail_ConAlbm,Patch10_ConAlbm,Rump_ConAlbm,Throat_ConAlbm,WingTip_ConAlbm
325.10,3.57486666667,2.4098,0.998,1.04066666667,19.4512,3.3582,16.2616666667,11.2288,1.69953333333,3.9158
325.47,3.64866666667,2.53226666667,1.1598,1.2382,19.6934666667,3.4518,16.5656666667,11.4089333333,1.7938,4.00906666667
325.84,3.53553333333,2.50293333333,1.1482,1.22033333333,20.0001333333,3.3084,16.6315333333,11.3918,1.79873333333,3.8918
326.21,3.68346666667,2.69386666667,1.41106666667,1.44673333333,20.2638,3.42466666667,16.8359333333,11.6158666667,1.9714,3.99146666667
326.57,3.83953333333,2.7848,1.5298,1.56513333333,20.5981333333,3.56173333333,17.1492666667,11.8727333333,2.04013333334,4.13446666667
326.94,3.9822,2.908,1.70773333333,1.73813333333,20.8657333333,3.78213333333,17.3122,11.9768,2.1566,4.216
327.31,4.08926666667,3.05273333333,1.96706666667,1.9722,21.1766666667,3.94926666667,17.4833333333,12.231,2.20146666667,4.3944
327.67,4.11446666667,3.07086666667,2.1334,2.10466666667,21.3765333333,4.04526666667,17.6472,12.3250666667,2.26673333333,4.46426666667
328.04,4.12386666667,3.045,2.14073333333,2.06953333334,21.3248,4.0764,17.6166666667,12.2916,2.23753333333,4.27146666667
328.41,3.94666666667,2.83113333333,2.03053333333,1.981,21.2436666667,3.97393333333,17.5038666667,12.1752,2.1212,4.0954
328.78,4.10466666667,3.03233333334,2.1968,2.2246,21.6052,4.21033333333,17.6838,12.3714,2.24186666666,4.22933333333
329.14,4.29633333333,3.3236,2.32833333333,2.4928,21.8368,4.48,17.8082,12.5602,2.449,4.45386666667
329.51,4.301,3.24653333333,2.37813333333,2.47393333333,21.9776666667,4.49053333333,17.8450666666,12.5765333333,2.46686666667,4.41966666667
329.88,4.4254,3.30746666667,2.4852,2.647,22.0508,4.69433333333,17.8032,12.6800666667,2.42106666667,4.48053333333
330.24,4.12673333333,2.94553333333,2.11986666667,2.24026666667,21.6926666667,4.2508,17.3936,12.2975333333,1.96546666667,4.0568
330.61,4.3578,3.30033333333,2.40326666667,2.47626666667,21.8211333333,4.4326,17.4526,12.5322,2.21806666667,4.21353333333
330.98,4.25373333333,3.29006666667,2.27473333333,2.36346666667,21.7574,4.2396,17.4737333333,12.5573333333,2.17733333333,4.16326666667
331.34,4.04173333333,2.98046666667,1.91373333333,2.0218,21.5548,3.89486666667,17.2812666667,12.2719333333,1.8766,3.91093333334
331.71,3.99333333333,2.83353333333,1.7712,1.8844,21.4211333333,3.75826666667,17.1316,12.1647333333,1.7764,3.868
332.08,3.91373333334,2.69966666667,1.76593333333,2.00673333333,21.4566,3.7092,17.2522,12.0951333333,1.76593333333,3.881
332.44,4.00613333333,2.7116,1.8304,2.07206666667,21.6790666667,3.72206666667,17.5011333333,12.2275333333,1.80493333333,3.95333333333
332.81,3.7834,2.4164,1.6574,1.82206666667,21.4577333333,3.49286666667,17.3871333333,12.1006666667,1.5348,3.6372
333.18,3.87093333333,2.378,1.79346666667,1.74053333333,21.5705333333,3.41833333333,17.4073333333,12.1806666667,1.50446666666,3.62973333333
333.54,3.8214,2.313,1.75473333333,1.6928,21.714,3.3446,17.4812,12.2134666667,1.46913333333,3.55693333333
333.91,3.76866666667,2.1766,1.716,1.58086666667,21.6051333333,3.29226666667,17.4934,12.1564,1.4232,3.46306666667
334.28,4.0746,2.55413333333,2.1244,1.9914,22.1086666667,3.7068,17.9864666667,12.5422666667,1.9326,3.9574
334.64,3.68586666667,2.0454,1.73766666667,1.60726666667,21.882,3.33886666667,17.7474,12.2142,1.5822,3.63406666667
335.01,3.603,1.83333333333,1.64106666667,1.52326666667,21.8736,3.2156,17.6554,12.0470666667,1.39146666667,3.4448
335.38,3.77093333333,1.9442,1.7962,1.67893333333,22.0296666667,3.28153333333,17.8164666667,12.1652666667,1.52166666667,3.4706
335.74,3.8604,2.07913333333,1.9476,1.73413333333,22.2232666667,3.29846666667,17.9464,12.3201333333,1.53106666667,3.54073333333
336.11,4.01913333333,2.20733333333,2.1368,1.81033333333,22.4693333333,3.36313333333,18.0308,12.4828,1.5648,3.76166666667
336.47,4.24546666667,2.29093333333,2.29686666667,1.93966666667,22.6376,3.4394,18.1477333333,12.5894,1.704,3.8868
336.84,4.46873333333,2.4096,2.46226666667,2.08113333333,22.7222,3.5954,18.2579333333,12.6617333333,1.8182,4.04226666667
337.21,4.26086666667,2.132,2.2572,1.94406666667,22.6358666667,3.41053333333,18.2320666667,12.4624666667,1.55973333333,3.83866666667
337.57,4.31446666667,2.058,2.34786666667,1.90573333333,22.6275333333,3.43193333333,18.1999333333,12.4911333333,1.4768,3.80153333333
337.94,4.3064,2.0258,2.3372,1.8072,22.7976,3.35346666667,18.2046666667,12.4848,1.49426666667,3.86913333333
338.31,4.1618,1.73493333333,2.1552,1.5486,22.6147333333,3.14046666667,18.06,12.276,1.17866666667,3.6012
338.67,4.4546,1.843,2.3478,1.7852,22.8466666666,3.285,18.2435333333,12.4637333333,1.2834,3.68753333333
339.04,4.53186666667,1.88833333333,2.51806666667,1.91866666667,23.0237333333,3.33186666667,18.3939333333,12.737,1.43186666667,3.85466666667
339.40,4.56393333333,1.98033333333,2.6814,1.93286666667,23.2312666667,3.4846,18.6372666667,12.9016,1.5514,4.04733333333
339.77,4.5466,1.94613333333,2.6264,1.85106666667,23.3024,3.60146666667,18.7602,12.8774,1.55046666667,4.03173333333
340.14,4.54613333333,2.00813333333,2.68186666667,1.85426666667,23.2244,3.6246,18.8365333333,12.9132,1.5168,3.89953333334
340.50,4.5038,2.03146666667,2.67606666667,1.86593333333,23.2852666667,3.6514,18.7941333333,12.9728,1.45746666667,3.9822
340.87,4.48806666667,1.95966666667,2.63026666667,1.7662,23.3575333333,3.5508,18.8338,12.9719333333,1.44573333333,3.98706666667
341.23,4.60593333333,2.03566666667,2.73226666667,1.87233333333,23.4793333333,3.6704,18.9808,13.1253333333,1.60006666667,4.16613333333
341.60,4.5922,2.15553333333,2.66246666667,1.8816,23.4146666667,3.60613333333,19.0166,13.0841333333,1.67086666667,4.2646
341.96,4.76333333333,2.317,2.81766666667,2.11966666667,23.558,3.7742,19.2502666667,13.2871333333,1.7742,4.483
342.33,4.93893333333,2.50086666667,3.03713333333,2.3472,23.7325333333,3.91686666667,19.3821333333,13.6088,1.99926666667,4.70333333333
342.70,4.90493333333,2.58833333333,3.0598,2.289,23.7859333333,3.8244,19.4333333333,13.6298,2.03346666667,4.69126666666
343.06,5.1184,2.85913333333,3.27893333333,2.4758,24.0018,4.04193333333,19.6631333333,13.7349333333,2.23333333333,4.84906666667
343.43,5.2412,2.95406666667,3.40206666667,2.60673333333,24.1199333333,4.10986666667,19.7288666667,13.8005333333,2.29106666667,4.867
343.79,5.46046666667,3.16006666667,3.5978,2.84806666667,24.1966666667,4.22146666667,19.8528,14.0419333333,2.50246666667,5.0848
344.16,5.60293333333,3.23446666667,3.61253333333,2.9454,24.3402,4.3082,20.0197333333,14.1857333333,2.63153333333,5.2298
344.52,5.77473333333,3.41953333333,3.76706666667,3.11246666667,24.5463333333,4.46193333333,20.3646,14.3769333333,2.80666666666,5.3796
344.89,5.92446666667,3.59273333333,3.92953333333,3.372,24.7611333333,4.63553333333,20.5431333333,14.5256666667,2.9628,5.5406
345.25,6.0754,3.76106666667,4.10693333333,3.53126666667,24.8704666667,4.68966666667,20.694,14.6376,3.10893333333,5.63386666667
345.62,6.26853333334,3.837,4.28393333333,3.69513333333,25.1195333334,4.8608,20.8676666667,14.8542,3.23733333333,5.77026666667
345.99,6.25073333333,3.88986666667,4.30693333333,3.6808,25.1838,4.84646666667,20.9659333333,14.904,3.258,5.70186666667
346.35,6.17373333333,3.84853333333,4.15013333333,3.5578,25.2568666667,4.80706666666,21.0171333333,14.8806,3.1568,5.64846666667
346.72,6.305,4.06073333333,4.29373333334,3.70993333333,25.434,5.01953333334,21.1870666667,15.1054666667,3.23666666667,5.86286666667
347.08,6.3402,4.10006666667,4.3484,3.71686666667,25.4744,5.02853333333,21.1585333333,15.1802,3.20793333334,5.93993333333
347.45,6.36493333333,4.0748,4.3172,3.72606666667,25.5143333333,5.03933333333,21.1474666667,15.2526,3.19266666667,5.96753333333
347.81,6.47973333333,4.12093333333,4.38166666667,3.77493333333,25.64,5.03566666667,21.2584,15.2880666667,3.22526666667,6.00906666666
348.18,6.4796,4.07333333333,4.3238,3.66266666667,25.669,4.9374,21.2128,15.2266666667,3.15953333333,5.94
348.54,6.27953333333,3.81786666667,4.127,3.4052,25.571,4.72733333333,21.0104666667,15.0803333333,2.98513333333,5.672
348.91,6.1974,3.81493333333,4.024,3.33453333333,25.6281333333,4.70886666667,20.9851333333,15.1052,2.99393333333,5.65126666667
349.27,6.16106666667,3.75473333333,3.93273333333,3.25893333333,25.5997333333,4.65546666666,20.9044666667,15.0232666667,2.91686666667,5.5598
349.64,6.24486666667,3.89086666667,3.97313333333,3.26373333334,25.6891333333,4.66433333333,21.0041333333,15.0493333333,2.99313333333,5.58513333333
350.00,6.22286666667,3.78786666667,3.9158,3.1826,25.691,4.59473333333,21.0011333333,15.0252666667,2.87613333333,5.52333333333
350.37,6.36613333333,3.97286666667,4.14226666667,3.37153333333,25.8518,4.741,21.2049333333,15.0715333333,3.04466666667,5.661
350.73,6.4866,4.0524,4.28353333333,3.54766666667,26.0875333334,4.85306666667,21.3576,15.1870666667,3.26226666667,5.76286666667
351.10,6.6268,4.13026666667,4.35086666667,3.6756,26.1452666667,4.96153333333,21.462,15.3672666667,3.41473333333,5.774
351.46,6.74726666667,4.24393333333,4.4446,3.7624,26.2270666667,4.96446666667,21.5843333333,15.4764,3.53273333333,5.8564
351.83,6.53873333333,4.04846666667,4.2684,3.60853333333,26.1568666667,4.81753333333,21.4755333333,15.3628666667,3.3386,5.62873333333
352.19,6.66893333333,4.17273333333,4.42686666667,3.81713333333,26.3643333333,4.98326666667,21.6372,15.5466,3.49613333333,5.74773333333
352.55,6.941,4.46466666666,4.63313333333,4.13433333333,26.4708666667,5.19333333334,21.7511333333,15.7152666667,3.75193333333,5.9676
352.92,7.019,4.48186666667,4.69826666667,4.1918,26.5601333333,5.18873333333,21.8811333333,15.806,3.73513333333,5.9888
353.28,7.06553333334,4.59986666667,4.78293333333,4.25146666667,26.7880666667,5.29553333333,22.0308,15.9529333333,3.85486666667,6.061
353.65,6.9756,4.4112,4.65666666666,4.20793333333,26.7922,5.2256,22.0288,15.9277333333,3.7312,6.00113333333
354.01,7.07346666667,4.47573333333,4.70986666667,4.27346666667,26.9532666667,5.259,22.1306666667,16.0141333333,3.88953333333,6.09013333333
354.38,7.14186666667,4.51153333333,4.67973333333,4.30366666667,26.9901333333,5.27226666667,22.1345333333,16.0982666667,3.92746666667,6.13453333333
354.74,6.98793333333,4.2844,4.39233333333,4.0596,26.7933333333,5.00286666667,21.9057333333,15.8539333333,3.6718,5.91673333333
355.11,6.794,4.10193333333,4.16106666667,3.92093333333,26.6822666667,4.77813333333,21.8574666667,15.6514666667,3.44986666667,5.76893333333
355.47,6.75606666667,4.06673333333,4.10033333333,3.87653333333,26.7855333333,4.78993333333,21.9082,15.6678,3.46866666667,5.7838
355.83,6.82253333333,4.17906666667,4.17986666667,3.96266666667,26.8432,4.85153333333,21.9590666666,15.7179333333,3.61853333333,5.84226666667
356.20,6.79066666667,4.22006666667,4.20253333333,3.93433333333,26.7878666667,4.8496,21.8896666666,15.6588666667,3.63593333333,5.90813333334
356.56,6.763,4.21586666667,4.1988,3.87,26.8478,4.85186666666,22.0006666667,15.6904666667,3.6308,5.92126666667
356.93,6.85773333333,4.28693333333,4.30373333333,3.93746666667,26.9346666667,4.8986,22.052,15.7095333333,3.73886666667,5.97926666666
357.29,6.8652,4.27693333333,4.2796,3.93606666667,26.9179333333,4.93206666667,22.0793333333,15.8136,3.7586,5.971
357.66,6.93273333333,4.39846666667,4.37133333334,4.00326666667,26.9790666667,5.0208,22.0977333333,15.8655333333,3.88666666667,5.97453333333
358.02,6.88553333333,4.40873333333,4.3506,3.98353333334,26.979,4.985,22.0550666667,15.8335333333,3.8274,5.90486666667
358.38,6.93726666667,4.43693333333,4.44746666667,4.0442,27.0750666667,5.01413333333,22.1096,15.9036,3.947,5.9064
358.75,7.1236,4.6248,4.68486666667,4.27126666667,27.3165333333,5.26606666667,22.4041333333,16.1275333333,4.1644,6.13066666667
359.11,7.2354,4.7658,4.81146666666,4.37673333333,27.5134666667,5.43946666667,22.5341333333,16.2837333333,4.37146666667,6.254
359.48,7.21246666667,4.7524,4.79366666667,4.4124,27.5172,5.46053333333,22.5738,16.2512,4.34146666667,6.1628
359.84,7.22533333333,4.78993333334,4.79473333333,4.42866666667,27.6468,5.51646666667,22.6868,16.3643333333,4.40533333333,6.22193333333
360.20,7.27006666667,4.82493333333,4.79613333333,4.50093333333,27.7592,5.5866,22.8418,16.5236,4.5058,6.2638
360.57,7.1968,4.77593333333,4.77366666667,4.5146,27.756,5.5834,22.8559333333,16.5076666667,4.50993333333,6.21813333333
360.93,7.16266666667,4.72106666667,4.7188,4.49313333333,27.8019333333,5.58366666666,22.8692666667,16.5377333333,4.47906666667,6.1892
361.29,7.07413333333,4.64406666667,4.64906666667,4.45273333333,27.7911333333,5.51726666667,22.8164666667,16.4286666667,4.41106666667,6.13653333333
361.66,7.1442,4.73,4.70986666667,4.56846666667,27.8375333333,5.569,22.9145333333,16.5235333333,4.49226666667,6.2468
362.02,7.22726666667,4.8622,4.78173333333,4.66013333333,27.9624,5.65846666667,23.0512,16.6115333333,4.61093333333,6.34073333333
362.39,7.2206,4.90926666667,4.76093333333,4.64013333333,27.9773333333,5.67953333333,23.0525333333,16.5858666666,4.58846666667,6.32553333333
362.75,7.15833333333,4.88953333333,4.69,4.6092,27.9974666667,5.64013333333,23.0006,16.5936,4.58746666666,6.24713333333
363.11,7.1186,4.91313333333,4.6988,4.5982,28.0268666667,5.64353333333,23.0052,16.5762666667,4.56906666667,6.21966666667
363.48,7.07786666667,4.88493333333,4.6592,4.54373333333,28.0175333333,5.57413333333,22.9536,16.5596,4.5264,6.2126
363.84,7.06006666667,4.89646666667,4.6718,4.5562,28.0214,5.5308,22.9339333333,16.5532,4.4818,6.1864
364.20,7.00573333333,4.83126666667,4.60353333333,4.46826666667,28.0441333333,5.45233333333,22.9096666667,16.4956,4.40486666667,6.12226666667
364.57,7.06033333333,4.86666666667,4.59893333333,4.47166666667,28.1903333334,5.43213333333,22.9586666667,16.5842666667,4.3948,6.158
364.93,7.1046,4.90513333333,4.64673333333,4.51986666667,28.2206,5.46293333333,22.9933333333,16.6347333333,4.45193333333,6.1478
365.29,7.16793333333,4.9646,4.68766666667,4.58526666667,28.2970666667,5.48013333333,23.0516666667,16.7138666667,4.5128,6.1946
365.66,7.16986666666,5.01093333333,4.74106666667,4.63206666667,28.385,5.5126,23.0836,16.7526,4.55593333333,6.2142
366.02,7.30746666667,5.093,4.8998,4.77446666667,28.3947333333,5.66873333333,23.1519333333,16.8734,4.66373333333,6.35526666666
366.38,7.40486666667,5.16173333333,4.983,4.88233333333,28.5322,5.7754,23.2995333334,17.0445333333,4.71726666667,6.45206666667
366.75,7.3908,5.18086666667,5.01813333333,4.8588,28.5457333333,5.7608,23.3306,17.0204666667,4.69706666667,6.448
367.11,7.25146666667,4.9934,4.79586666667,4.66433333333,28.4405333333,5.60093333333,23.1864666667,16.8699333334,4.49253333333,6.26266666667
367.47,7.34993333333,5.11893333333,4.88826666667,4.75706666667,28.6158666667,5.6816,23.3244,16.996,4.60726666667,6.32926666667
367.84,7.56853333333,5.3172,5.0996,4.95893333333,28.8958,5.94846666667,23.5055333333,17.1930666667,4.8518,6.5032
368.20,7.74353333333,5.53526666667,5.30013333333,5.18366666667,29.0994666666,6.18073333333,23.6967333333,17.389,5.0446,6.69513333333
368.56,7.86766666667,5.6808,5.42766666667,5.29786666667,29.1869333333,6.35246666667,23.7552666667,17.4627333333,5.138,6.78593333333
368.93,7.768,5.66306666667,5.3666,5.19233333333,29.1972,6.26706666667,23.7285333333,17.4404666667,5.0618,6.69846666667
369.29,7.81386666667,5.79713333333,5.45073333333,5.21506666667,29.3542,6.38086666667,23.8604666667,17.5450666666,5.12713333333,6.75626666667
369.65,7.6784,5.68086666667,5.26693333333,5.05073333333,29.3627333333,6.27946666667,23.8083333333,17.4694,4.9894,6.6144
370.01,7.5464,5.59566666667,5.15286666667,4.9746,29.4249333333,6.18853333333,23.7331333333,17.42,4.90533333333,6.48113333333
370.38,7.52133333333,5.57313333333,5.10846666667,4.986,29.4377333333,6.14006666667,23.7336666667,17.4044,4.93453333333,6.49506666667
370.74,7.53733333333,5.58146666667,5.06546666667,5.03793333333,29.5247333333,6.19766666667,23.8036666667,17.4484,4.95186666667,6.4902
371.10,7.60733333333,5.67593333333,5.15566666667,5.1688,29.7178666667,6.27926666667,23.9694666667,17.5394666667,5.11886666667,6.59853333333
371.46,7.39446666667,5.5162,4.9384,4.9942,29.5074666667,6.1308,23.7468666667,17.3473333333,4.92206666667,6.43993333333
371.83,7.18866666667,5.31486666667,4.66926666667,4.76733333333,29.3224666667,5.8848,23.5674,17.1266666667,4.69246666667,6.23866666667
372.19,6.90193333333,5.05646666667,4.44266666667,4.49653333334,29.2166666667,5.58546666667,23.4068,16.9223333333,4.4904,5.9346
372.55,6.775,4.96406666667,4.365,4.42873333334,29.219,5.46926666667,23.3475333333,16.8400666667,4.45873333333,5.86
372.92,6.76326666667,4.95213333333,4.30553333333,4.466,29.2111333334,5.48913333333,23.3414,16.8258666667,4.46146666667,5.87653333333
373.28,6.76166666667,4.903,4.24746666667,4.4728,29.2025333333,5.44973333333,23.3432,16.7793333333,4.42746666667,5.88386666667
373.64,6.672,4.82766666667,4.15373333333,4.39026666667,29.1858666667,5.38006666667,23.3096,16.6873333334,4.31673333333,5.78886666667
374.00,6.63606666667,4.76713333333,4.05726666667,4.3224,29.146,5.3156,23.3008,16.6388666667,4.2736,5.74973333333
374.37,6.54526666667,4.66466666667,4.00313333333,4.2292,29.1216,5.2344,23.2741333334,16.5764,4.15406666667,5.6296
374.73,6.62626666667,4.7836,4.09873333333,4.2988,29.2166666667,5.2752,23.3846666667,16.6827333333,4.20453333333,5.73393333333
375.09,6.71153333333,4.85006666667,4.17873333333,4.33893333333,29.2406666667,5.329,23.3623333333,16.7891333333,4.18246666667,5.7732
375.45,6.85273333333,4.9926,4.34126666667,4.5058,29.4688,5.47066666667,23.5442666667,16.9548,4.36646666667,5.91213333333
375.81,6.94213333333,5.083,4.45573333333,4.6548,29.6282666667,5.60253333333,23.6402,17.0886666667,4.41126666667,6.02473333333
376.18,7.1222,5.2068,4.60053333333,4.81046666667,29.7148666666,5.76166666666,23.6804666667,17.1726,4.4612,6.17933333333
376.54,7.08306666667,5.1818,4.60013333333,4.8002,29.7473333333,5.74453333333,23.7276,17.2155333333,4.39466666666,6.11
376.90,7.09326666667,5.19413333333,4.61006666667,4.76146666667,29.8794,5.72686666667,23.7950666667,17.2310666667,4.3718,6.09786666667
377.26,7.1048,5.20426666667,4.62426666666,4.76073333333,29.9518,5.723,23.8137333333,17.3,4.37593333333,6.09133333333
377.63,7.19166666667,5.2152,4.71193333333,4.80713333333,30.0904,5.74026666666,23.8613333333,17.4060666667,4.42626666667,6.18466666667
377.99,7.267,5.2888,4.78273333333,4.8766,30.2305333333,5.81973333333,23.9735333333,17.5306,4.4672,6.24813333333
378.35,7.31893333333,5.34533333333,4.80266666667,4.92813333333,30.3210666667,5.85866666667,23.9772,17.5400666667,4.51553333334,6.30153333333
378.71,7.28346666667,5.26686666667,4.72766666667,4.8672,30.3184666667,5.822,23.8932,17.4772666667,4.48326666667,6.258
379.07,7.2514,5.2548,4.70993333333,4.882,30.3603333333,5.83246666667,23.9163333333,17.4807333333,4.50686666667,6.2826
379.44,7.19366666667,5.16393333333,4.62086666667,4.78046666667,30.3964,5.75573333333,23.8822666667,17.4305333333,4.41246666667,6.1816
379.80,7.18713333333,5.14,4.60386666667,4.71546666667,30.4350666667,5.67906666666,23.9016666667,17.3707333333,4.42853333333,6.14753333333
380.16,7.01886666667,5.04653333333,4.4402,4.5836,30.4164,5.55966666667,23.8540666667,17.285,4.31406666667,6.00153333333
380.52,7.04626666667,5.09293333333,4.42293333333,4.57,30.4417333333,5.5436,23.8594666667,17.2606,4.36186666667,6.04286666667
380.88,7.02733333333,5.08613333333,4.43446666666,4.58713333333,30.4846,5.5374,23.9068666667,17.2592,4.37886666667,6.04946666666
381.24,6.9358,5.03033333333,4.39173333333,4.54646666667,30.444,5.49893333333,23.8142666667,17.1588666667,4.31686666667,6.01146666667
381.61,6.92826666667,5.0848,4.4418,4.58853333333,30.4208666667,5.5466,23.813,17.1949333334,4.33446666667,6.01493333333
381.97,6.92873333333,5.1132,4.50646666667,4.59786666667,30.4663333333,5.55506666667,23.8423333333,17.1732666667,4.39006666667,6.04473333333
382.33,6.86473333333,5.08553333333,4.503,4.55466666667,30.5042666667,5.49766666666,23.8778666667,17.1986,4.3718,5.99693333333
382.69,6.83953333333,5.05553333333,4.50906666667,4.5102,30.5014666667,5.44293333333,23.8912,17.2038,4.32426666667,5.96206666667
383.05,6.86546666667,5.06733333333,4.53553333333,4.49266666667,30.6252666667,5.4514,23.9521333333,17.2338666667,4.34086666667,5.98313333333
383.41,6.92666666667,5.14066666667,4.6156,4.5624,30.6492666667,5.54786666667,24.0188666667,17.3032,4.3974,6.0626
383.77,6.9404,5.16473333333,4.6724,4.62386666667,30.6916666667,5.59713333333,24.0535333333,17.4152,4.442,6.139
384.14,6.97413333333,5.16966666667,4.71873333333,4.64946666667,30.7392,5.59606666667,24.0820666667,17.4484666667,4.4964,6.1884
384.50,6.976,5.16273333333,4.74393333333,4.6584,30.8023333333,5.62293333333,24.0858666667,17.4904,4.476,6.2196
384.86,6.97653333333,5.15426666667,4.7514,4.65733333333,30.8032666667,5.6086,24.0780666667,17.5195333333,4.47193333333,6.23673333333
385.22,7.05453333334,5.22073333333,4.7834,4.69153333333,30.8897333333,5.62753333333,24.165,17.5764,4.52813333333,6.27226666667
385.58,7.11853333333,5.28326666667,4.82173333333,4.70946666667,30.9446,5.6586,24.2373333333,17.5968,4.57713333333,6.32746666667
385.94,7.05926666667,5.20006666667,4.737,4.649,30.8752,5.59286666667,24.1384666667,17.5352666667,4.48933333333,6.27046666667
386.30,7.008,5.1538,4.68073333333,4.60533333333,30.8244666667,5.56086666667,24.0772,17.4738,4.43393333333,6.25146666667
386.66,6.9872,5.14206666667,4.65386666667,4.60773333333,30.8488,5.54153333333,24.0462666667,17.4398,4.42433333333,6.2172
387.03,6.88426666667,5.06673333333,4.57826666667,4.52866666667,30.7078,5.4416,23.9308,17.3289333333,4.30366666667,6.11286666667
387.39,6.86253333333,5.04433333333,4.5466,4.5126,30.7226666667,5.38146666667,23.9029333333,17.308,4.28366666667,6.09266666667
387.75,6.8372,5.0364,4.52413333333,4.48973333333,30.7684,5.34466666666,23.9301333333,17.2738,4.23493333333,6.06906666667
388.11,6.85393333333,5.04953333333,4.53646666667,4.48446666667,30.8179333333,5.3432,23.9206,17.2652,4.21686666667,6.10646666667
388.47,6.83066666667,5.0042,4.4784,4.44486666667,30.8011333333,5.28046666667,23.8934666666,17.2165333333,4.14,6.05626666667
388.83,6.87293333333,5.05753333333,4.52893333333,4.49706666667,30.9285333333,5.3274,23.9350666667,17.2739333333,4.17613333333,6.1134
389.19,6.8904,5.073,4.59273333333,4.53913333333,30.987,5.3536,23.9736666667,17.3436666667,4.17386666667,6.14126666667
389.55,6.8474,5.04833333333,4.54546666667,4.52606666667,31.0437333333,5.33453333333,23.9143333334,17.3385333333,4.1358,6.09126666667
389.91,6.8594,5.07713333333,4.55933333333,4.52773333334,31.0832,5.33226666667,23.9584,17.3824666667,4.136,6.09546666667
390.27,6.84113333333,5.05886666667,4.53406666667,4.52253333333,31.1126,5.3332,23.9201333333,17.3623333333,4.10413333333,6.0864
390.63,6.87646666667,5.08673333333,4.58446666667,4.54533333333,31.2178,5.37186666667,23.9765333333,17.4226666667,4.1516,6.1668
391.00,6.96253333333,5.15533333333,4.66353333333,4.63646666667,31.3646,5.46286666667,24.0738,17.4963333333,4.23353333333,6.26226666667
391.36,6.91346666667,5.10013333333,4.66386666667,4.62913333333,31.3643333334,5.44066666666,24.057,17.4412666667,4.18646666667,6.2314
391.72,6.8878,5.0742,4.6168,4.60813333333,31.3978666667,5.4456,24.054,17.4179333333,4.158,6.21166666667
392.08,6.9466,5.1162,4.67686666667,4.6638,31.4794666666,5.48966666667,24.1702666667,17.4925333333,4.20913333333,6.25353333333
392.44,6.9942,5.18166666667,4.7546,4.7404,31.565,5.55113333333,24.2445333333,17.547,4.3084,6.32433333333
392.80,6.9862,5.17426666667,4.73326666667,4.71293333333,31.5198666667,5.53886666667,24.2061333334,17.5399333333,4.28713333333,6.30946666667
393.16,6.90186666667,5.09753333333,4.648,4.63526666667,31.5057333333,5.44846666667,24.1509333333,17.4685333333,4.2192,6.2338
393.52,6.81546666667,4.97046666667,4.572,4.53013333333,31.4431333333,5.3344,24.1211333333,17.3490666667,4.14446666667,6.1778
393.88,6.79346666667,4.95426666667,4.5444,4.53473333333,31.5191333333,5.3144,24.1048666667,17.3364,4.13593333333,6.18466666667
394.24,6.7918,4.95553333333,4.5522,4.52613333333,31.5484,5.26673333333,24.1168,17.3348666667,4.13413333333,6.18913333334
394.60,6.65506666667,4.86146666667,4.46966666666,4.4454,31.4660666667,5.17646666667,24.0135333333,17.2442,4.0316,6.07126666667
394.96,6.6842,4.90646666667,4.50786666667,4.4554,31.4767333333,5.18653333333,24.0130666667,17.2793333333,4.0912,6.09153333333
395.32,6.73653333334,4.9824,4.54193333333,4.4938,31.5472666667,5.21853333333,24.0442666667,17.3617333333,4.15253333333,6.1784
395.68,6.84246666667,5.0752,4.63726666667,4.574,31.5928666667,5.27933333333,24.0611333333,17.4331333333,4.251,6.2602
396.04,6.9024,5.12353333333,4.6846,4.61446666667,31.6146666667,5.29506666667,24.0293333333,17.4688666667,4.28913333333,6.28586666667
396.40,6.93746666666,5.1466,4.7064,4.64226666667,31.6402,5.31593333333,24.0363333333,17.5111333333,4.30466666667,6.3054
396.76,6.9316,5.13853333333,4.70233333333,4.66053333333,31.6848,5.30026666667,24.0398666667,17.4895333333,4.333,6.29893333333
397.12,6.99066666667,5.194,4.77326666667,4.71526666667,31.7404,5.37026666667,24.0556666667,17.5219333333,4.3964,6.38873333333
397.48,7.11093333333,5.35906666667,4.91213333333,4.87113333333,31.8847333333,5.51026666667,24.1533333333,17.6895333333,4.52226666667,6.51653333333
397.84,7.10306666667,5.33133333333,4.90806666667,4.85453333333,31.8139333333,5.50453333333,24.1149333333,17.6432666667,4.52726666667,6.50226666667
398.20,7.11266666667,5.35426666667,4.9226,4.87726666667,31.8398,5.55513333333,24.1334666667,17.6543333333,4.5462,6.52813333333
398.56,7.22306666667,5.43733333333,4.99286666667,4.95626666666,31.8693333333,5.6158,24.1847333333,17.7038,4.66353333333,6.65526666667
398.92,7.19713333333,5.4408,4.96946666667,4.9682,31.8862666667,5.58413333333,24.1825333333,17.6934,4.6548,6.67486666667
399.28,7.14426666667,5.38626666667,4.908,4.91453333333,31.8758,5.537,24.1097333333,17.613,4.59873333334,6.62353333333
399.64,7.00546666667,5.29166666667,4.8254,4.79346666667,31.7672666666,5.429,23.9696,17.4930666667,4.50046666667,6.51413333333
400.00,6.832,5.1754,4.69746666667,4.6736,31.6771333333,5.31973333333,23.8328,17.3234,4.38413333333,6.38633333333
