wavelength,Back_LopGrif,Belly_LopGrif,Breast_LopGrif,Crissum_LopGrif,Crown_LopGrif,DorTail_LopGrif,Patch10_LopGrif,Rump_LopGrif,Throat_LopGrif,WingTip_LopGrif
317.01,6.40406666667,14.3057333334,9.65886666666,15.6529333333,5.39626666667,7.13366666667,27.9554,8.52693333333,11.1198666667,6.28426666667
317.38,6.54586666667,14.5140666667,9.78959999998,15.9439333333,5.4812,7.25313333333,28.1794,8.70780000001,11.3138666667,6.39733333333
317.75,6.47073333333,14.7098,9.79159999999,16.1643333333,5.41133333333,7.23606666667,28.2549,8.7556,11.4184666667,6.31513333333
318.12,6.45093333333,14.9089333333,9.75853333333,16.3298666667,5.4254,7.25746666667,28.4386,8.71759999999,11.4732,6.32913333333
318.49,6.94733333333,15.5248666667,10.2391333333,17.0414666667,5.93093333333,7.7656,28.9432333333,9.17466666667,12.0784666667,6.88186666667
318.85,6.89073333333,15.5825333333,10.2380666666,17.2545333333,5.88446666667,7.80053333333,28.9089,9.14606666668,12.1216666667,6.89993333333
319.22,6.72173333333,15.5707333333,10.2314,17.3264,5.752,7.7306,28.8672,8.99493333333,12.053,6.79366666666
319.59,6.62866666667,15.5818,10.1765333333,17.3557333333,5.5844,7.63033333333,28.8068333333,8.83933333334,12.0232666667,6.74253333333
319.96,6.77313333333,15.7868,10.2795333333,17.5432,5.725,7.66093333333,29.0104,8.95979999999,12.1658666667,6.86046666667
320.32,6.59526666667,15.6723333333,10.1958666667,17.5324,5.49233333333,7.449,28.8615,8.75339999999,11.9986666666,6.61753333333
320.69,6.62026666667,15.7812,10.183,17.7299333333,5.5246,7.40386666667,29.1337,8.74786666667,12.0214,6.70166666667
321.06,6.75906666667,15.919,10.287,17.977,5.63373333333,7.43333333333,29.1176333333,8.78206666666,12.1664666667,6.8612
321.43,6.63353333333,15.7769333333,10.1924666667,17.932,5.4686,7.24666666667,28.9455333333,8.6,12.0276,6.7078
321.80,6.72466666667,15.7722,10.2886666667,18.0648666667,5.46913333334,7.22233333333,29.1008,8.66446666667,12.0920666667,6.6668
322.16,6.86953333333,15.8832666667,10.4831333333,18.2596666667,5.61073333333,7.2658,29.1514333333,8.80946666667,12.1891333334,6.75326666667
322.53,6.8318,15.9818,10.434,18.2318,5.61213333333,7.14653333333,29.1816,8.74366666668,12.1274,6.62993333333
322.90,6.98986666667,16.2246,10.6419333333,18.4304,5.83066666667,7.24853333333,29.4377333333,8.8168,12.2988666667,6.77346666667
323.27,7.0344,16.3592666667,10.6087333333,18.5693333333,5.755,7.13726666666,29.5919,8.74133333334,12.241,6.6946
323.63,7.32633333333,16.7984666667,10.9804,19.031,6.04693333333,7.39066666667,30.1044666667,9.10406666666,12.6205333334,6.94713333333
324.00,7.28346666667,16.8328,11.0746,19.1400666667,5.972,7.35013333333,30.2159,9.04359999999,12.6858666667,6.94166666667
324.37,7.1098,16.9201333333,10.9552666667,19.1936666667,5.8794,7.1978,30.2378,8.97153333333,12.63,6.82506666667
324.74,6.95953333333,16.8184,10.9225333333,19.1294666667,5.76313333333,7.10533333333,30.0789,8.84526666668,12.6085333333,6.63513333333
325.10,6.99186666667,16.9828,11.0259333333,19.2685333333,5.77066666667,7.1396,30.3227333333,8.86233333333,12.6778666667,6.5974
325.47,6.9952,17.0420666667,11.0623333334,19.3358,5.8144,7.06526666667,30.3541333333,8.87000000001,12.7128,6.56373333333
325.84,7.05186666667,17.2070666666,11.1773333333,19.4673333333,5.92806666667,7.11566666667,30.4000333333,8.93059999999,12.8056666667,6.65313333334
326.21,7.03973333333,17.2898666667,11.2154,19.6114,5.8698,7.087,30.4051,8.88279999999,12.8621333333,6.58193333333
326.57,6.98306666667,17.2517333333,11.2298,19.7066,5.6826,6.98793333333,30.5458333333,8.89459999999,12.7948666667,6.45906666667
326.94,7.01653333333,17.3669333333,11.2761333333,19.7860666667,5.6328,6.9756,30.6126333333,8.99426666667,12.8452,6.3864
327.31,7.129,17.5601333333,11.5214,20.0336,5.81533333333,7.12646666667,30.7960666667,9.16666666667,13.0103333333,6.45173333333
327.67,6.83786666667,17.3338666667,11.3193333333,19.8046666667,5.52526666667,6.83653333333,30.5200666667,8.84593333333,12.7656,6.1182
328.04,6.86586666667,17.5111333333,11.3745333333,19.8758666667,5.59906666667,6.8978,30.6274333333,8.86253333333,12.7824,6.04773333333
328.41,7.032,17.6953333333,11.5275333333,20.0919333333,5.74493333333,7.0246,30.7988333333,8.96786666668,12.9238,6.1812
328.78,7.20933333333,18.0135333333,11.7481333333,20.3426,5.89573333333,7.10486666667,31.1315666667,9.213,13.1,6.34766666667
329.14,7.071,17.9858,11.6430666667,20.3039333334,5.80393333333,6.958,31.0932333333,9.20313333334,12.9841333333,6.23346666667
329.51,7.15746666667,18.1641333333,11.6758666667,20.5660666667,5.78946666667,6.98026666667,31.3208333333,9.24459999999,13.0476666667,6.23953333333
329.88,7.18426666667,18.3117333333,11.7638666667,20.7526,5.78253333333,6.95446666667,31.5398333333,9.18493333334,13.0984666667,6.2626
330.24,7.18693333333,18.4912666667,11.8808666667,20.9206666667,5.83866666667,6.92873333333,31.9004,9.24440000001,13.2042666667,6.28206666667
330.61,7.177,18.6209333333,11.9128,21.0415333333,5.93173333333,6.96413333334,31.9030333333,9.2338,13.3074,6.28353333333
330.98,7.0092,18.7208,11.9264666667,21.2622666667,5.86953333333,6.853,32.1344,9.18593333333,13.3295333333,6.20826666667
331.34,6.84513333333,18.6872666666,11.7772666667,21.2235333333,5.72253333333,6.68746666666,32.1336333333,9.02993333334,13.288,6.08846666667
331.71,7.0644,18.9989333333,12.0266,21.5664666667,6.00686666667,6.90066666667,32.5150666667,9.25199999999,13.5558,6.3406
332.08,7.02106666667,18.9774,11.9728666667,21.6552,5.8592,6.76153333333,32.5746666667,9.23806666665,13.5839333333,6.28693333333
332.44,7.15513333333,19.1849333333,12.1964666667,21.8708,5.9242,6.83686666667,32.8161333333,9.30506666665,13.7527333333,6.3648
332.81,7.27753333333,19.4038666667,12.3023333333,22.1122,5.98553333333,6.9154,32.9084,9.35533333333,13.9072,6.44613333333
333.18,7.36433333333,19.5550666667,12.4592666667,22.2451333333,6.06206666667,7.0076,33.0153333333,9.41480000001,14.0224666667,6.50093333333
333.54,7.5968,19.9335333333,12.8183333333,22.581,6.39913333334,7.2816,33.3495,9.6568,14.3098666667,6.82726666667
333.91,7.70633333333,20.1291333333,12.9504,22.7916666666,6.47406666667,7.37513333333,33.5817666667,9.79666666667,14.4353333333,6.925
334.28,7.7938,20.3024666666,13.0414666667,22.9482,6.52773333333,7.43113333333,33.5958,9.85360000001,14.5091333333,6.95046666667
334.64,7.85833333333,20.3978666667,13.0484666667,23.0394,6.5238,7.39266666667,33.6689,9.84553333333,14.5386,6.97426666667
335.01,7.92873333334,20.4364666667,13.0893333333,23.0572,6.5452,7.4316,33.6669333333,9.8554,14.5233333333,6.97373333333
335.38,8.0664,20.5982666667,13.2334666667,23.1968666667,6.63666666667,7.59133333333,33.8556333333,9.99440000001,14.6486666667,7.0818
335.74,8.16166666667,20.7480666667,13.3255333333,23.3964,6.66666666667,7.67073333333,33.9782,10.1159333333,14.746,7.1424
336.11,8.36673333334,21.0062,13.5852,23.6246666667,6.94446666667,7.8682,34.1487333333,10.2955333333,14.975,7.36493333333
336.47,8.4246,21.029,13.6204666667,23.6824,7.00606666667,7.89946666667,34.2415333333,10.3576,15.0091333334,7.40533333333
336.84,8.46213333333,21.0838,13.6612,23.7260666667,7.06106666667,7.9514,34.3160333333,10.4202,15.0335333333,7.43946666667
337.21,8.5966,21.239,13.7628,23.8692666667,7.13173333333,7.97706666667,34.4285666667,10.4868,15.1865333333,7.5066
337.57,8.43520000001,21.1528666666,13.6504666667,23.7892666667,6.9432,7.80073333333,34.3365333333,10.39,15.1276666666,7.31233333333
337.94,8.5414,21.2903333333,13.7696,23.913,7.06666666667,7.85746666667,34.4059,10.4460666667,15.2535333333,7.31026666667
338.31,8.69480000001,21.4552,13.9372666667,24.0418,7.215,7.98166666667,34.5839666667,10.5869333333,15.4686666667,7.44486666667
338.67,8.79459999999,21.7134666667,14.2075333333,24.2496,7.3752,8.10246666667,34.8861666667,10.7332,15.6525333333,7.56953333334
339.04,8.8688,21.8689333333,14.2871333333,24.3848,7.48566666666,8.1308,34.8858,10.8235333334,15.7859333333,7.55933333333
339.40,9.02746666667,22.1096,14.4706,24.6402,7.60766666666,8.19106666666,34.9726,10.9757333333,15.9066,7.67386666666
339.77,9.0232,22.1293333333,14.4469333333,24.713,7.5946,8.12966666667,35.0406,10.9616666667,15.9231333333,7.64413333333
340.14,9.02066666666,22.2574666667,14.5152666667,24.8256,7.566,8.15853333333,35.1754,11.0014,15.9096666667,7.60213333333
340.50,8.84246666667,22.2306,14.4600666667,24.8153333333,7.448,7.986,35.0383666667,10.8872666667,15.8294,7.44913333333
340.87,8.76373333333,22.2734,14.4764666667,24.8826666667,7.41666666667,7.88506666667,35.0485,10.8212,15.7771333333,7.34626666667
341.23,8.78993333333,22.3600666667,14.5324,25.0295333333,7.46006666667,7.9298,35.2214666667,10.8780666667,15.8113333333,7.3924
341.60,8.8122,22.421,14.6227333333,25.0590666667,7.48406666667,7.94633333333,35.2910666666,10.8790666667,15.8284666667,7.3674
341.96,8.62626666666,22.4033333333,14.5484666666,25.0445333334,7.31866666667,7.84613333333,35.2861333333,10.797,15.7683333333,7.28486666667
342.33,8.36700000001,22.2455333333,14.2908666667,24.9262,7.0818,7.6336,35.0963666666,10.5843333333,15.4686666667,7.02846666667
342.70,8.20906666666,22.0894666667,14.1475333333,24.9219333333,6.96913333333,7.51826666667,35.0428666667,10.4521333333,15.3535333333,6.89253333333
343.06,8.22313333334,22.1348,14.1434666667,25.0436666667,6.92533333333,7.498,35.2889,10.4032,15.3610666667,6.94193333333
343.43,8.1596,22.1177333333,14.0866666667,24.9868666667,6.88473333333,7.44546666667,35.2750333333,10.2480666667,15.3315333333,6.85073333334
343.79,8.00033333333,22.1458,14.0303333333,24.9229333333,6.763,7.30513333333,35.2102333333,10.1254666667,15.2307333333,6.7288
344.16,7.94173333333,22.1029333333,13.9882,24.9026,6.7004,7.184,35.1870666667,10.0199333333,15.2581333333,6.67206666667
344.52,8.19086666667,22.3544666667,14.1774666667,25.1344666667,6.88706666666,7.36433333333,35.4829333333,10.2102,15.4491333333,6.8564
344.89,8.27406666667,22.4355333333,14.2150666667,25.2348666667,6.92726666667,7.40653333333,35.5867,10.2554,15.541,6.90126666667
345.25,8.1516,22.4498,14.1664666667,25.1854,6.813,7.2804,35.5899,10.1132,15.4439333333,6.74246666667
345.62,8.20053333333,22.5874,14.2482666667,25.3014,6.88326666667,7.31193333333,35.7319333333,10.1536,15.527,6.7668
345.99,8.2922,22.6742,14.3104,25.4512,6.996,7.37653333333,35.8359333333,10.2071333333,15.5955333333,6.85653333333
346.35,8.48473333334,22.9637333333,14.5788,25.7268666667,7.17633333333,7.49566666667,36.1156,10.3516666667,15.8207333333,7.0688
346.72,8.62926666667,23.1473333333,14.6733333333,25.8331333333,7.23726666666,7.5702,36.1977333333,10.4305333333,15.9202,7.15433333333
347.08,8.65006666666,23.1940666667,14.7273333333,25.8638,7.2424,7.57306666667,36.2071,10.4486,15.9217333334,7.12
347.45,8.64359999999,23.2754,14.7631333333,25.917,7.25486666667,7.529,36.2845333333,10.4684666667,15.9492,7.09433333333
347.81,8.87713333333,23.4874,14.9398666667,26.0978666667,7.48326666667,7.75446666666,36.5362333333,10.6161333333,16.1607333333,7.28533333333
348.18,8.92253333333,23.5922666667,14.9611333333,26.2246,7.51366666667,7.8186,36.6594333333,10.6854666667,16.1294,7.26973333333
348.54,8.80866666666,23.5698,14.9462666667,26.2126,7.45626666667,7.77206666667,36.6421,10.6622666667,16.0669333333,7.1862
348.91,8.70393333333,23.6192666667,14.8914666667,26.2268666667,7.3608,7.72993333333,36.6467666667,10.5761333333,16.0312666667,7.07266666666
349.27,8.72333333334,23.6654,14.8820666667,26.2925333333,7.3994,7.74686666667,36.6354666667,10.5842,16.0464,7.0982
349.64,8.66720000001,23.6792666667,14.8120666667,26.3446,7.33986666666,7.6644,36.6163,10.5571333333,16.0044666667,7.08873333333
350.00,8.59306666667,23.7215333334,14.7667333333,26.3192666667,7.21446666666,7.53266666667,36.6470666667,10.4846666667,15.9287333333,6.9602
350.37,8.49093333334,23.7091333333,14.6746666667,26.2778,7.09713333333,7.41533333333,36.7026333333,10.4020666667,15.8444,6.81273333333
350.73,8.41786666667,23.7068,14.6515333333,26.3109333333,7.0586,7.3418,36.7408,10.3793333333,15.8027333333,6.76793333333
351.10,8.47820000001,23.8286666667,14.7899333333,26.4228,7.1328,7.42086666667,36.8338333333,10.5012,15.9391333333,6.9164
351.46,8.4914,23.8442666667,14.8106,26.5298666667,7.0996,7.44053333333,36.9800666667,10.5233333333,15.9758,6.96026666667
351.83,8.43406666667,23.9025333333,14.8567333333,26.6360666667,6.9824,7.338,37.0799666667,10.5442666667,15.9603333333,6.8948
352.19,8.48433333333,24.0162,14.9884,26.7891333333,7.03673333333,7.34146666667,37.2186333333,10.6358,16.0743333333,6.94293333333
352.55,8.47173333333,24.1501333333,14.9574,26.9674666667,6.979,7.30193333333,37.3756,10.5922,16.1376,6.90366666667
352.92,8.53613333333,24.2123333333,15.07,27.0626,6.99753333333,7.3004,37.5211333333,10.6549333333,16.2308666667,6.97213333333
353.28,8.64086666667,24.4142666667,15.2642,27.2586666666,7.12333333333,7.42186666667,37.7234333333,10.8073333333,16.3772,7.0968
353.65,8.64073333334,24.4428666667,15.2906,27.2360666667,7.17026666667,7.44866666667,37.7556,10.7772666667,16.3892666667,7.0854
354.01,8.66526666667,24.4876666667,15.3420666667,27.3033333333,7.2118,7.42893333333,37.8299666667,10.7786,16.4354,7.09086666667
354.38,8.59679999999,24.4648,15.3112666667,27.3518666667,7.15246666666,7.36486666666,37.8701,10.7488,16.4431333333,7.01253333334
354.74,8.55833333333,24.5029333333,15.3264,27.4002,7.09933333333,7.34946666667,37.9426333333,10.7234,16.4586,6.94093333333
355.11,8.54533333334,24.5385333333,15.2810666667,27.4129333333,7.08086666667,7.31933333333,37.9524666667,10.6312,16.4232666667,6.85826666667
355.47,8.50613333333,24.5894666667,15.3038,27.4094,7.0976,7.291,37.9442,10.5592666667,16.3946666667,6.78586666667
355.83,8.46866666667,24.599,15.2872666666,27.4337333333,7.1034,7.2442,37.9238,10.4809333333,16.3676,6.72413333333
356.20,8.35520000001,24.5399333333,15.1720666667,27.3439333333,7.02013333334,7.1528,37.858,10.3512666667,16.2534,6.5992
356.56,8.39419999999,24.6753333333,15.2804666667,27.3950666667,7.0496,7.205,37.9595333333,10.3768666667,16.3462666667,6.64413333333
356.93,8.417,24.7642,15.3461333333,27.4520666667,7.13746666667,7.21706666667,38.0453333333,10.4151333333,16.3907333333,6.68293333333
357.29,8.36866666667,24.7353333333,15.3196,27.4786,7.06833333333,7.14986666667,38.0976666667,10.3352,16.3634666666,6.58853333333
357.66,8.41959999999,24.8719333333,15.3817333333,27.6242,7.05753333333,7.13493333334,38.2456666667,10.3596,16.4298666667,6.5826
358.02,8.5226,25.005,15.4994,27.7614,7.147,7.23506666667,38.3847666667,10.4726,16.5113333333,6.6712
358.38,8.68706666666,25.1698666667,15.6605333334,27.8833333333,7.30826666667,7.4004,38.5211666667,10.595,16.6127333333,6.81173333333
358.75,8.76499999999,25.3124666667,15.722,28.0028666667,7.42513333333,7.465,38.6758666667,10.6552666667,16.6948,6.87226666667
359.11,8.73613333334,25.3876666667,15.7366,28.1062,7.42273333333,7.4186,38.7797333333,10.6748,16.7052666666,6.84806666667
359.48,8.83800000001,25.6044,15.8492666667,28.3679333333,7.47186666667,7.4742,39.0052333333,10.7917333333,16.8284666667,6.92566666667
359.84,8.87979999999,25.7606666667,15.9322,28.5084,7.523,7.5564,39.1949666667,10.8687333333,16.9312,6.975
360.20,8.9866,25.9384666667,16.0638,28.6915333333,7.5696,7.64213333333,39.3755,10.9268666667,17.0336666667,7.05633333333
360.57,9.02306666666,25.9631333333,16.0878666667,28.7410666667,7.60573333333,7.64446666667,39.4654666667,10.9559333333,17.0324,7.04553333333
360.93,9.0542,26.0886666667,16.1428,28.8808666667,7.62546666667,7.69093333333,39.5704,10.9841333333,17.056,7.05186666667
361.29,9.07653333333,26.1719333333,16.1998666667,28.9540666667,7.66453333333,7.72166666667,39.6352,11.0496666667,17.0853333333,7.09073333333
361.66,9.04126666667,26.1891333333,16.2303333333,28.9820666667,7.65466666667,7.70886666667,39.623,11.0354,17.0190666667,7.0948
362.02,9.00526666667,26.1964666667,16.2025333333,28.9629333333,7.61413333333,7.65913333333,39.6107666667,10.9710666667,17.0038,7.04426666667
362.39,8.98826666667,26.2430666667,16.2198,29.0239333333,7.59486666667,7.6416,39.6896333333,10.9654666666,17.0386,7.03906666667
362.75,9.03106666667,26.3012666667,16.3128,29.0864,7.6036,7.67833333334,39.7047333333,11.0116,17.1214,7.08893333333
363.11,9.1504,26.4567333333,16.4356,29.1914,7.68193333333,7.77113333333,39.8144,11.1234,17.2307333333,7.16746666667
363.48,9.13166666666,26.4297333333,16.4334,29.1798,7.684,7.75626666667,39.7923,11.1215333333,17.2107333333,7.13986666667
363.84,9.05640000001,26.3526,16.3646,29.0978,7.60173333333,7.62626666667,39.7369666667,11.0468,17.1216,7.0586
364.20,9.03886666666,26.3721333333,16.4048,29.1118,7.62746666667,7.60246666667,39.7768333333,11.0772666667,17.1703333333,7.09646666667
364.57,9.08066666667,26.5127333333,16.4592,29.2281333333,7.67313333333,7.63373333333,39.8463,11.1544666667,17.1894666667,7.1348
364.93,9.10759999999,26.5276666667,16.4878666667,29.2576666667,7.69226666667,7.64113333333,39.8476333333,11.1702,17.2302,7.11953333334
365.29,9.06633333332,26.544,16.435,29.2296,7.59953333333,7.50933333334,39.8411,11.0730666667,17.2092,7.01833333333
365.66,9.08226666667,26.6148,16.4365333333,29.3034666667,7.5914,7.4938,39.9652,11.0749333333,17.2658,6.99493333333
366.02,9.04939999999,26.6888666667,16.4259333333,29.3825333333,7.571,7.4564,40.0440666667,11.0652,17.2427333333,6.9458
366.38,8.96853333334,26.6553333333,16.3700666667,29.3618,7.49593333333,7.36733333333,39.9689333333,10.9962,17.1777333333,6.87053333333
366.75,8.90639999999,26.6820666667,16.3319333333,29.3738666667,7.45826666667,7.28846666667,40.0487,10.9495333333,17.1240666667,6.81006666667
367.11,8.84653333334,26.6471333333,16.2804,29.4131333333,7.38013333333,7.20493333333,40.1404333333,10.8274,17.0835333333,6.73433333333
367.47,8.81966666667,26.6798,16.2672666667,29.4135333333,7.36173333333,7.1566,40.1517333333,10.7908,17.1036,6.72126666667
367.84,8.90513333333,26.7985333333,16.3701333333,29.5213333334,7.4412,7.21413333333,40.2055666667,10.8528,17.1513333333,6.79733333333
368.20,8.92086666667,26.8997333333,16.3904666667,29.6223333333,7.45393333333,7.2028,40.2867666667,10.8643333333,17.1660666666,6.76306666667
368.56,8.89853333333,26.8722,16.4068,29.6094,7.46213333333,7.2006,40.2285666667,10.8114,17.1898666667,6.7842
368.93,8.85673333334,26.9241333333,16.3953333333,29.6553333333,7.44053333333,7.1258,40.252,10.7196,17.1495333333,6.75573333333
369.29,8.90633333333,27.0366,16.4786,29.7834666666,7.4962,7.21753333333,40.4017666667,10.7709333333,17.2152,6.81173333333
369.65,8.97899999999,27.0938666667,16.5686666667,29.8651333333,7.531,7.26173333333,40.4358666667,10.8417333333,17.3018666666,6.83613333333
370.01,8.99246666667,27.1824666667,16.6404666667,29.9204666667,7.5626,7.30413333333,40.5207,10.8876,17.3748,6.87353333333
370.38,9.08693333334,27.3028,16.735,30.035,7.64033333333,7.39413333334,40.6394,10.9636,17.4494,6.9542
370.74,9.10833333333,27.3772666667,16.7611333334,30.1084666667,7.64546666667,7.39413333333,40.6209333333,10.9510666667,17.4539333333,6.92313333333
371.10,9.10666666667,27.4732,16.7996,30.1056,7.6746,7.40993333333,40.6357666667,11.0044,17.4539333333,6.9214
371.46,9.17886666667,27.6078666667,16.902,30.2512666667,7.76386666667,7.48273333333,40.7938333333,11.0894,17.5378666667,6.97146666667
371.83,9.21753333333,27.6581333333,16.8899333333,30.3386,7.7774,7.50653333333,40.8232333333,11.1102666667,17.5814666667,6.96193333333
372.19,9.26433333333,27.7272,16.9536666667,30.4172,7.83066666667,7.57073333333,40.8859333333,11.1578,17.6229333334,7.03073333333
372.55,9.29713333334,27.8219333333,17.0144,30.5182,7.87046666667,7.5446,41.0497333333,11.1659333333,17.6686666667,7.0224
372.92,9.36520000001,27.922,17.1007333333,30.6128666667,7.94306666667,7.6048,41.1613333333,11.2804666667,17.7412,7.10766666667
373.28,9.43033333334,28.0360666667,17.1835333333,30.7491333333,8.03353333333,7.6538,41.2180333333,11.3493333333,17.8212666667,7.17553333333
373.64,9.41793333333,28.1514,17.2201333333,30.8864666667,8.08186666667,7.6642,41.3374333333,11.3603333333,17.8523333334,7.19793333334
374.00,9.38519999999,28.1506666667,17.2138666667,30.9658666666,8.05853333333,7.61406666667,41.3266333333,11.3142666667,17.8161333333,7.14486666667
374.37,9.36673333333,28.2251333333,17.2580666666,31.0638666667,8.05853333333,7.57706666667,41.4140333333,11.3166666667,17.8874666667,7.11273333333
374.73,9.41366666666,28.3226,17.2782666667,31.1413333333,8.08506666667,7.5914,41.5347,11.3587333333,17.9484666667,7.15666666667
375.09,9.41286666667,28.3924666667,17.3401333333,31.2496,8.07646666667,7.5594,41.6246,11.3554,18.0058,7.16793333333
375.45,9.35746666666,28.4522,17.3618,31.317,8.021,7.50786666667,41.6999,11.3222666666,18.0202,7.14013333333
375.81,9.39793333332,28.539,17.4668666667,31.4032,8.06193333333,7.58213333333,41.8263333333,11.3542666667,18.0812,7.1888
376.18,9.33786666667,28.5750666667,17.4169333333,31.4146666667,7.9866,7.4932,41.819,11.274,18.0449333333,7.07873333333
376.54,9.28353333333,28.6264666666,17.3976,31.4462666667,7.89126666667,7.42666666667,41.8686,11.2272666666,18.0062,6.98893333333
376.90,9.24219999999,28.6551333333,17.3704666667,31.4674666667,7.831,7.383,41.8863333333,11.1925333333,17.9726666667,6.92153333333
377.26,9.28106666667,28.7523333333,17.3876666667,31.5575333333,7.8794,7.40873333333,41.9610333333,11.2386666667,18.0168,6.95493333333
377.63,9.27706666668,28.7951333333,17.3932,31.6011333333,7.86806666667,7.4078,41.9904,11.2340666667,18.0079333333,6.94926666667
377.99,9.36506666665,28.9492666667,17.4698666667,31.7118,7.95386666667,7.46333333333,42.1114666667,11.3164,18.1168,7.04333333333
378.35,9.40166666666,29.0646,17.5000666667,31.8298666667,7.9982,7.498,42.1784,11.3436,18.1323333333,7.07613333333
378.71,9.47106666667,29.1690666667,17.6314666667,31.9594666667,8.08546666667,7.56913333333,42.2804,11.4203333333,18.2097333333,7.11846666667
379.07,9.50073333333,29.2662,17.6506,32.0600666667,8.136,7.6128,42.362,11.4616,18.2342,7.13306666667
379.44,9.53886666666,29.3384666667,17.6474,32.1171333333,8.155,7.59253333333,42.3935,11.4602666667,18.2109333333,7.13666666667
379.80,9.58959999999,29.4464,17.695,32.2396666667,8.19733333333,7.62126666667,42.4731,11.4884666667,18.266,7.14826666667
380.16,9.63920000001,29.5317333333,17.7579333333,32.336,8.26086666666,7.64713333333,42.6280333333,11.5501333333,18.319,7.19073333333
380.52,9.66113333334,29.5747333333,17.7604666667,32.4292,8.3284,7.6846,42.6564666667,11.6024666667,18.3512,7.19913333333
380.88,9.7328,29.7105333333,17.8680666667,32.5428666667,8.4124,7.73093333333,42.7819,11.6596,18.4416,7.23373333333
381.24,9.59900000001,29.6254666667,17.7774,32.4927333333,8.27313333333,7.5926,42.7144,11.5178,18.3189333333,7.09493333333
381.61,9.64546666666,29.725,17.8058,32.5572666667,8.32673333333,7.62,42.8197666667,11.5754,18.384,7.08313333333
381.97,9.63980000001,29.7452666667,17.8139333333,32.6295333333,8.275,7.60333333334,42.8533,11.5494666667,18.3584666667,7.0272
382.33,9.67906666667,29.8410666667,17.88,32.6893333333,8.306,7.6132,42.9417333333,11.5964,18.4040666667,7.06166666667
382.69,9.61239999999,29.8515333333,17.8413333333,32.7142,8.24933333333,7.54426666667,42.9441,11.5392,18.3716,7.00926666667
383.05,9.62139999999,29.8893333334,17.8682,32.732,8.24346666667,7.54053333333,43.0001333333,11.5318,18.3816,7.00253333333
383.41,9.60573333333,29.8890666667,17.8495333333,32.7099333333,8.21806666667,7.53813333333,42.9935,11.543,18.3994666666,6.99106666667
383.77,9.50833333334,29.9143333333,17.8084,32.727,8.1346,7.4426,43.0535333334,11.4826,18.3585333333,6.93086666667
384.14,9.56413333334,30.0109333333,17.862,32.818,8.18426666667,7.49313333333,43.0888333333,11.5188,18.438,6.96073333333
384.50,9.60833333334,30.0946666667,17.9258,32.9073333333,8.1998,7.51133333333,43.1752,11.5434,18.4612666667,7.0202
384.86,9.57093333335,30.1202,17.8939333333,32.9633333333,8.1434,7.46933333333,43.2347,11.5022,18.4468666667,7.00186666667
385.22,9.64446666665,30.2254666667,17.9752,33.0640666667,8.23353333333,7.5546,43.3597333333,11.5990666667,18.5246666667,7.07806666666
385.58,9.66653333334,30.2721333333,18.0167333333,33.121,8.21893333333,7.5514,43.4226,11.591,18.5377333333,7.10633333333
385.94,9.66553333333,30.3580666667,18.0294,33.1459333333,8.23973333333,7.56813333333,43.5052333333,11.6244666667,18.5732,7.1166
386.30,9.64480000001,30.3652666667,18.0252,33.1871333333,8.22093333333,7.53346666667,43.5617666667,11.5955333333,18.5636666667,7.0734
386.66,9.68706666665,30.4441333333,18.0616666666,33.2452,8.2348,7.5422,43.6325666667,11.6346666667,18.5852,7.11546666667
387.03,9.61293333333,30.4618,18.0352,33.2956666667,8.18166666667,7.47193333333,43.6553333333,11.5811333333,18.5822666666,7.06706666667
387.39,9.62886666668,30.57,18.0981333333,33.4356666667,8.20933333333,7.49553333333,43.7665,11.5816,18.6326666667,7.0546
387.75,9.63546666667,30.6392666667,18.1196666667,33.4443333333,8.21253333333,7.47393333333,43.7400333333,11.6022666667,18.6276,7.03693333334
388.11,9.60920000001,30.661,18.1251333333,33.4706,8.18886666667,7.46306666667,43.7653333333,11.5878,18.5955333333,7.01313333333
388.47,9.59133333333,30.7144,18.1416,33.5313333333,8.1714,7.4554,43.8351333333,11.5661333333,18.6424666666,6.97986666666
388.83,9.6112,30.8227333333,18.2017333333,33.6212,8.19086666667,7.46826666667,43.9439666667,11.5734,18.6848,6.99366666667
389.19,9.66253333334,30.8806666667,18.271,33.6956,8.21813333333,7.48733333333,44.0064666667,11.5844,18.7374,6.9874
389.55,9.59773333334,30.9044666666,18.2378666667,33.7204,8.17746666667,7.414,44.0455333333,11.5183333333,18.7116,6.90786666667
389.91,9.59026666667,30.9584666667,18.2808666667,33.8228,8.17226666667,7.38206666667,44.1603666667,11.4793333333,18.7304666667,6.8934
390.27,9.61686666665,31.0598,18.3226,33.8842666666,8.19586666667,7.40133333333,44.2198,11.5022666667,18.7891333333,6.91286666667
390.63,9.62006666667,31.1456666667,18.3614666667,33.9952666667,8.20873333333,7.41793333333,44.3414666667,11.5102666667,18.8160666667,6.90186666667
391.00,9.67786666667,31.2231333333,18.4346666667,34.0638666666,8.2774,7.45606666667,44.3833,11.5542666667,18.8376666667,6.94266666667
391.36,9.68326666665,31.3039333333,18.4589333333,34.1206666667,8.27346666667,7.4402,44.4999,11.5606,18.8514666667,6.9444
391.72,9.73833333333,31.3953333333,18.5414666667,34.2737333333,8.3336,7.4748,44.666,11.5925333333,18.9402666667,6.99113333333
392.08,9.71906666668,31.426,18.5156666667,34.2941333333,8.30513333333,7.42426666667,44.7354333333,11.5562666667,18.945,6.97333333333
