wavelength,Back_TanCyaf,Belly_TanCyaf,Breast_TanCyaf,Crissum_TanCyaf,Crown_TanCyaf,DorTail_TanCyaf,Patch10_TanCyaf,Patch11_TanCyaf,Patch12_TanCyaf,Patch13_TanCyaf,Rump_TanCyaf,Throat_TanCyaf,WingTip_TanCyaf
341.60,1.81666666667,3.99652631579,0.802599999999,2.14506666667,11.4356666667,2.26196666667,1.94613333333,3.4534,8.97713333333,5.28013333333,7.22013333334,33.4102666667,3.39
341.96,1.748,3.93099298245,0.660800000001,2.0748,11.4646666667,2.1389,1.8256,3.34073333333,8.92146666666,5.18373333333,7.14493333333,33.6364333333,3.3239
342.33,1.61506666667,3.74796140351,0.543033333333,1.96086666667,11.4404,1.96523333333,1.65873333333,3.14653333333,8.76966666666,5.04186666667,6.96266666667,33.7100666667,3.17383333333
342.70,1.68453333333,3.79072280702,0.560100000001,2.02166666667,11.5591333333,2.00756666667,1.71206666667,3.21613333333,8.83073333334,5.05853333333,7.0624,34.0327333333,3.25603333333
343.06,1.92093333333,3.93712631579,0.782366666667,2.29733333333,11.8647333333,2.21276666667,1.96433333333,3.4178,9.05639999999,5.30833333333,7.30886666666,34.3547333333,3.47793333333
343.43,1.98033333333,3.92361754386,0.811099999999,2.25766666666,11.933,2.2154,1.98506666667,3.39446666667,9.02366666665,5.33213333333,7.39006666666,34.4852333333,3.5095
343.79,1.94633333333,3.93116491228,0.840766666668,2.2614,12.0566666667,2.18456666667,2.0214,3.39013333333,9.06766666666,5.3728,7.38166666666,34.6509666667,3.48003333333
344.16,2.14186666667,4.05915087719,1.04286666667,2.43,12.2965333333,2.32026666667,2.1688,3.49573333333,9.22439999999,5.57053333333,7.5678,34.999,3.64943333333
344.52,2.3424,4.18025614035,1.25846666667,2.56026666667,12.6058666667,2.4137,2.34893333333,3.60926666666,9.35400000001,5.738,7.77646666666,35.3472666667,3.78773333333
344.89,2.4468,4.25751578947,1.27686666667,2.58953333334,12.7610666667,2.3867,2.40746666667,3.63533333333,9.448,5.80386666666,7.87473333333,35.7446,3.91596666667
345.25,2.4646,4.23361052632,1.26766666667,2.58726666667,12.7908666667,2.37226666667,2.39733333333,3.57166666667,9.42093333331,5.831,7.85613333334,35.8355333333,3.92046666667
345.62,2.5828,4.36376140351,1.43223333333,2.70453333333,12.9832666667,2.52846666667,2.51386666667,3.65166666667,9.47239999998,5.9264,8.00813333332,36.0514,4.0293
345.99,2.54993333333,4.31989473684,1.45436666667,2.70106666667,12.9853333333,2.4971,2.5018,3.57813333333,9.43926666666,5.90086666667,7.99026666667,36.1124,3.9931
346.35,2.6696,4.47870877193,1.5972,2.8082,13.1819333333,2.64826666667,2.67386666667,3.72553333333,9.59479999999,6.07226666666,8.2354,36.5197666667,4.1778
346.72,2.62013333333,4.39205263158,1.55703333333,2.7328,13.1854666666,2.62166666667,2.5966,3.66493333333,9.49580000001,5.9432,8.15319999999,36.5241,4.17676666667
347.08,2.55693333334,4.38457894737,1.56523333333,2.67773333333,13.2719333333,2.5305,2.52693333333,3.62373333333,9.44779999998,5.90813333333,8.14506666667,36.6913666667,4.15163333333
347.45,2.62546666667,4.48696140351,1.6721,2.78093333333,13.4746666667,2.5834,2.59633333333,3.7118,9.51986666667,6.01606666667,8.20859999999,36.8955333333,4.2311
347.81,2.4976,4.29867719298,1.5133,2.67,13.3582666667,2.4422,2.43693333333,3.57393333333,9.26513333333,5.84493333333,8.08346666666,36.9344333333,4.08883333333
348.18,2.36653333333,4.2171368421,1.49233333333,2.60013333333,13.3419333333,2.37453333333,2.40006666667,3.56326666667,9.14620000002,5.78073333333,8.06673333334,37.0171666667,4.05396666666
348.54,1.99233333333,3.99688070175,1.17656666667,2.25913333333,13.083,2.12783333333,2.04906666667,3.28026666667,8.85906666667,5.5088,7.83560000001,37.0426666667,3.72246666666
348.91,1.96493333333,3.91671578947,1.15856666667,2.19226666667,13.0386,2.07213333333,2.02453333334,3.2036,8.80553333333,5.48146666667,7.80306666667,37.0815333333,3.5948
349.27,2.07893333333,4.0403754386,1.32083333333,2.28566666667,13.2647333333,2.1916,2.15513333333,3.36546666667,8.93060000001,5.5912,8.03380000001,37.4247,3.69043333333
349.64,1.9222,3.79810526316,1.1217,2.14153333333,13.1822666667,1.9748,1.93626666667,3.23826666667,8.74413333333,5.44273333333,7.86773333335,37.4796333333,3.4929
350.00,1.9856,3.80739298245,1.10033333333,2.1336,13.2597333333,1.98993333333,1.92826666667,3.2674,8.743,5.4476,7.91506666668,37.6198333333,3.48543333333
350.37,2.01793333333,3.79354035088,1.0443,2.14873333333,13.2508,1.95303333333,1.88926666667,3.247,8.72966666666,5.39686666667,7.89273333333,37.5818,3.41086666667
350.73,2.112,3.93495438596,1.1305,2.29686666667,13.4322,2.07646666667,2.05033333333,3.3674,8.86266666667,5.51326666667,8.05693333333,37.7749666667,3.46093333333
351.10,2.16833333333,3.94523859649,1.1333,2.36773333333,13.5420666667,2.1769,2.09786666667,3.40033333334,8.89740000001,5.54246666667,8.16000000001,37.9961666667,3.47306666667
351.46,2.07106666667,3.85216140351,1.00573333333,2.2726,13.4645333333,2.11413333333,1.98286666667,3.26453333333,8.83966666666,5.4636,8.1174,38.1048,3.35536666667
351.83,2.30193333333,4.15691929824,1.21603333333,2.48106666667,13.7682666667,2.3561,2.19846666667,3.48366666667,9.13133333333,5.71753333333,8.40106666666,38.4595333333,3.6415
352.19,2.44446666667,4.26216140351,1.27186666667,2.5818,13.935,2.44703333333,2.27733333333,3.5294,9.22793333333,5.79433333333,8.49286666667,38.6259333333,3.65176666667
352.55,2.6064,4.36144210526,1.38543333333,2.77786666667,14.1573333333,2.579,2.49726666667,3.703,9.36186666665,5.92746666667,8.61153333335,38.7834,3.79126666667
352.92,2.5496,4.38357192982,1.3917,2.81493333333,14.2270666667,2.57186666667,2.4838,3.70273333333,9.34593333332,5.90773333333,8.69646666666,38.9057,3.7514
353.28,2.47053333333,4.33511929825,1.28316666667,2.7838,14.2222666667,2.50793333333,2.42146666667,3.56766666667,9.29626666666,5.8488,8.65666666666,39.0761333333,3.68013333333
353.65,2.649,4.53129473684,1.43666666667,2.92233333333,14.3962666667,2.68836666667,2.65086666667,3.70786666667,9.45979999999,6.0272,8.84000000001,39.3447,3.84266666667
354.01,2.70046666666,4.59616842105,1.49016666667,2.99213333333,14.5699333333,2.71166666667,2.71306666667,3.75866666667,9.44993333333,6.13906666667,8.96333333333,39.7136666667,3.9248
354.38,2.79226666667,4.66576140351,1.5902,3.07746666667,14.7305333333,2.75946666667,2.83253333333,3.81,9.508,6.23746666667,9.09799999999,40.0200666667,4.0141
354.74,2.78273333334,4.63690526316,1.58213333333,3.05546666667,14.713,2.64833333333,2.8196,3.71126666667,9.49006666666,6.24486666667,9.08519999999,40.1946666667,3.9675
355.11,2.78813333333,4.63327719298,1.56573333333,3.02146666667,14.7504666667,2.53696666667,2.82893333333,3.69326666667,9.41393333333,6.22140000001,9.04846666667,40.3434,3.92113333333
355.47,2.98613333333,4.82504912281,1.76963333333,3.21106666667,15.0464666667,2.6846,3.02686666667,3.869,9.52946666667,6.38833333334,9.24559999999,40.6436,4.13106666667
355.83,2.9638,4.73209122807,1.73306666667,3.16766666667,15.1094,2.6305,3.00893333333,3.8066,9.43186666667,6.36793333333,9.2476,40.7413666667,4.08753333333
356.20,2.95393333333,4.72145964912,1.72853333333,3.22086666667,15.1984,2.64063333333,3.01593333333,3.8024,9.43933333333,6.39286666667,9.34080000001,41.0370666667,4.14253333333
356.56,3.05413333333,4.75373684211,1.78366666667,3.26413333333,15.3436666667,2.69143333333,3.03533333333,3.8064,9.46946666667,6.45913333333,9.44973333333,41.3672333333,4.23093333333
356.93,3.12426666667,4.78021754386,1.83276666667,3.35066666667,15.4947333333,2.80666666667,3.06513333333,3.87693333333,9.51466666665,6.53753333334,9.51813333334,41.5887666667,4.32996666667
357.29,3.15433333333,4.77893333333,1.83956666667,3.38293333333,15.5917333333,2.8553,3.06833333333,3.944,9.56293333333,6.56726666667,9.5922,41.7312333333,4.34423333333
357.66,3.13686666667,4.74115789474,1.89656666667,3.39386666667,15.7002,2.85773333333,3.0232,3.9318,9.54413333333,6.53726666667,9.66026666667,41.8743666667,4.3582
358.02,3.1892,4.79430175439,1.99523333333,3.47513333333,15.8505333333,2.9046,3.11773333333,3.99213333333,9.67246666667,6.55633333333,9.72353333333,42.0216333333,4.44176666667
358.38,3.06006666667,4.67652631579,1.87996666667,3.40766666667,15.8564,2.84873333333,3.03846666667,3.89973333333,9.59266666668,6.48280000001,9.63426666668,42.1286333333,4.3764
358.75,3.1908,4.79093684211,1.9704,3.51933333333,16.1042666667,3.01393333333,3.14893333333,4.0136,9.75886666667,6.6154,9.79733333335,42.4140666667,4.49176666667
359.11,3.21566666667,4.8354,1.96243333333,3.5436,16.2258,3.11,3.15933333333,4.02546666667,9.80453333334,6.65186666667,9.89180000001,42.7194333333,4.52823333333
359.48,3.31526666667,4.88061754386,2.00626666667,3.62493333333,16.3736,3.2045,3.2322,4.09333333333,9.85766666666,6.74586666667,9.98413333332,42.9879333333,4.60753333333
359.84,3.37333333333,4.99818947369,2.0682,3.7084,16.5192,3.2842,3.29253333333,4.14,9.93513333333,6.83346666667,10.1186666667,43.2818333333,4.68893333333
360.20,3.39546666667,5.01540350877,2.07833333333,3.72366666667,16.5453333333,3.30133333333,3.30486666667,4.1416,9.97566666667,6.8322,10.1899333333,43.3854,4.68153333333
360.57,3.31353333333,5.01505263158,2.02033333333,3.71373333333,16.5649333333,3.24836666667,3.25313333333,4.1276,9.94273333334,6.81740000001,10.2608,43.4458,4.654
360.93,3.37873333333,5.09524912281,2.0373,3.75773333333,16.704,3.31753333333,3.33126666667,4.1638,9.99786666667,6.88493333333,10.3246666667,43.6963333333,4.6998
361.29,3.38973333333,5.09191929825,2.0523,3.76973333333,16.7616,3.3206,3.35333333333,4.16966666666,9.98193333333,6.86753333333,10.4105333333,43.7921333333,4.71653333333
361.66,3.4502,5.15361403508,2.04966666667,3.83933333333,16.8592666667,3.32343333333,3.4188,4.2044,10.0632666667,6.918,10.4732666667,43.9847666667,4.7853
362.02,3.4282,5.15074035088,2.01783333333,3.83486666667,16.9054,3.3789,3.41086666667,4.18373333333,10.0234,6.90873333333,10.4972666667,44.0682666667,4.75333333333
362.39,3.53633333333,5.21782105263,2.11563333333,3.89213333333,16.9855333333,3.46433333333,3.47626666667,4.26253333333,10.0578666667,6.97186666666,10.6242,44.1998333333,4.79483333333
362.75,3.46293333333,5.11875789474,2.0413,3.817,16.9542666667,3.35613333333,3.3612,4.16686666666,9.94019999999,6.90953333334,10.6021333333,44.2872666667,4.70086666667
363.11,3.4794,5.1222877193,2.0683,3.8022,17.0196666667,3.34246666667,3.3758,4.19193333333,9.98073333334,6.94126666666,10.6606,44.3841666667,4.73023333333
363.48,3.32186666667,4.96759649123,1.9149,3.65326666667,16.9082666667,3.1515,3.238,4.05793333333,9.83806666667,6.769,10.5553333333,44.3927,4.52806666667
363.84,3.2986,4.86976140351,1.86476666667,3.62666666667,16.938,3.0964,3.22186666667,4.03173333333,9.82506666667,6.69773333333,10.5245333333,44.3563666667,4.4363
364.20,3.28446666667,4.84196140351,1.83083333333,3.59906666667,17.0224666667,3.05083333333,3.21573333333,4.0204,9.77339999999,6.69879999999,10.5227333333,44.3908333333,4.4115
364.57,3.3972,4.88580350877,1.9199,3.6488,17.1258666667,3.13123333333,3.2898,4.10026666667,9.83353333332,6.75906666667,10.6027333333,44.4956,4.44516666667
364.93,3.32466666667,4.78614385965,1.85853333333,3.5736,17.0861333333,3.00426666667,3.23646666667,4.01713333333,9.78259999999,6.68886666666,10.6164666667,44.4514666667,4.3376
365.29,3.35793333333,4.85068421053,1.90103333333,3.63,17.1842,3.01106666667,3.31153333333,4.06413333333,9.80999999999,6.78740000001,10.6346666667,44.5403,4.37643333333
365.66,3.40726666667,4.86884912281,1.93956666667,3.67413333333,17.3001333333,3.06733333333,3.3826,4.13386666667,9.85026666667,6.88253333333,10.7468666667,44.6532333333,4.4135
366.02,3.44653333333,4.85907368421,1.98803333333,3.69586666667,17.3172,3.0732,3.42093333333,4.14586666667,9.88746666666,6.9272,10.8366,44.6779333333,4.4169
366.38,3.4024,4.82789473684,1.90553333333,3.6472,17.3438,2.9861,3.3832,4.08793333333,9.82339999999,6.88593333333,10.8187333333,44.5956,4.4102
366.75,3.41313333333,4.84323508772,1.90693333333,3.67866666667,17.4308666667,3.002,3.4432,4.15046666667,9.85006666668,6.92933333334,10.8844666667,44.6050666667,4.47253333333
367.11,3.3114,4.75774035088,1.83633333333,3.64386666667,17.3758666667,2.95533333333,3.39893333333,4.06393333333,9.73973333334,6.8284,10.8606666667,44.5007666667,4.38243333333
367.47,3.3934,4.80436842106,1.90783333333,3.7134,17.4983333333,3.0442,3.4824,4.1262,9.79906666667,6.88959999999,10.9761333333,44.4983,4.4709
367.84,3.39646666666,4.82715789474,1.89026666667,3.71413333333,17.5035333333,3.00863333333,3.4504,4.13126666667,9.7222,6.88926666667,11.0083333333,44.4251666667,4.51246666667
368.20,3.43926666667,4.84798245614,1.9055,3.74606666667,17.5558,3.02923333333,3.46473333333,4.14873333333,9.73013333334,6.88740000001,11.0564666667,44.4810666667,4.54126666666
368.56,3.41013333333,4.7958877193,1.89386666667,3.72153333333,17.5950666667,3.01493333333,3.43906666667,4.09693333333,9.69779999999,6.86160000001,11.0323333333,44.4695,4.5147
368.93,3.51033333333,4.86723508772,1.9666,3.7762,17.7018,3.11676666667,3.48073333333,4.19346666667,9.72573333333,6.92893333333,11.1188,44.4688,4.62773333333
369.29,3.59993333334,4.88610526316,2.02003333333,3.79393333333,17.7976666667,3.19013333333,3.48646666667,4.19793333333,9.74773333332,6.92013333333,11.2372666667,44.5260333333,4.68073333333
369.65,3.52246666666,4.83974736842,1.98566666667,3.72666666667,17.8083333333,3.20256666667,3.41773333333,4.13673333333,9.68426666667,6.85600000001,11.2684666667,44.4279,4.61583333333
370.01,3.4496,4.75537894737,1.8259,3.61913333333,17.798,3.10143333333,3.30433333333,4.05633333334,9.62433333334,6.76086666667,11.2336666666,44.43,4.5442
370.38,3.50086666667,4.80917894737,1.9007,3.70986666667,17.9285333333,3.172,3.36846666667,4.11733333333,9.75146666667,6.83139999999,11.3716666667,44.6207,4.58723333333
370.74,3.5676,4.94922105263,2.0038,3.78506666667,18.0418,3.26246666667,3.4488,4.21966666667,9.82146666665,6.9558,11.5203333333,44.6221666667,4.67556666667
371.10,3.612,4.97397192983,1.98623333333,3.7992,18.1605333333,3.239,3.47453333333,4.229,9.85593333333,7.03960000001,11.5967333333,44.7241666667,4.721
371.46,3.5484,4.96440701755,1.95463333333,3.80826666667,18.1582666667,3.22213333333,3.45986666667,4.22193333333,9.85820000001,7.0906,11.6583333334,44.7947333333,4.7053
371.83,3.46026666667,4.90926666667,1.90056666667,3.7512,18.1405333333,3.17676666667,3.4124,4.1566,9.87906666667,7.08173333334,11.68,44.8546,4.61273333333
372.19,3.39613333333,4.91450526316,1.89263333333,3.7424,18.1800666667,3.18036666667,3.39473333333,4.11053333334,9.88360000001,7.08513333333,11.7124,44.8664,4.55423333333
372.55,3.43766666667,5.01967368421,1.91716666667,3.8264,18.3072,3.19386666667,3.46333333333,4.16733333333,9.95533333334,7.1896,11.835,44.9621666667,4.61803333333
372.92,3.36586666667,4.99725614035,1.90406666667,3.85626666666,18.3523333333,3.14876666667,3.4702,4.11793333333,9.97020000001,7.21266666666,11.8740666667,45.0873333333,4.561
373.28,3.28273333333,4.94906315789,1.83716666667,3.82706666667,18.3653333333,3.08963333333,3.46313333333,4.09213333333,9.93726666665,7.22846666667,11.8524666667,45.0956333333,4.48976666667
373.64,3.20346666667,4.87734736842,1.73556666667,3.79073333333,18.2820666666,2.94753333333,3.39673333333,3.9812,9.89593333333,7.15813333334,11.7786666667,45.0026,4.36666666667
374.00,3.29253333334,5.01154385965,1.8858,3.9254,18.3951333333,3.00816666667,3.53266666667,4.06286666667,9.95513333333,7.29739999999,11.9370666667,45.0659333333,4.41366666667
374.37,3.31846666667,5.03543157895,1.87193333333,3.9582,18.4522666667,3.00323333333,3.59133333333,4.093,9.95019999999,7.33913333333,11.9898666667,45.0498333333,4.42263333333
374.73,3.30366666667,4.92007368421,1.78433333333,3.9174,18.4214666667,2.90486666667,3.5492,4.00426666667,9.89080000001,7.2672,11.9464666667,45.0697666667,4.3137
375.09,3.39406666667,4.97616491228,1.86876666667,3.98946666667,18.4764,2.94683333333,3.604,4.0538,9.98466666667,7.3166,12.0274666667,45.0120333333,4.36996666667
375.45,3.51953333333,5.07870526316,1.9656,4.07933333333,18.5588,3.00776666667,3.7276,4.13666666667,10.0959333333,7.3934,12.1690666667,44.9987333333,4.44973333333
375.81,3.66746666667,5.20575438597,2.15496666667,4.24566666667,18.7124666667,3.15526666667,3.87166666667,4.28373333333,10.216,7.54073333334,12.3542,45.1162,4.5801
376.18,3.7546,5.26994035088,2.20493333333,4.2808,18.7774,3.20973333333,3.94053333333,4.35413333333,10.2928666667,7.65426666668,12.4393333333,45.1205666667,4.61756666667
376.54,3.75393333333,5.25883508772,2.22003333333,4.28186666667,18.7608666667,3.19036666667,3.95566666667,4.333,10.3147333333,7.6396,12.4362666667,45.0441,4.59503333333
376.90,3.84386666667,5.31501052631,2.29603333333,4.3102,18.8398666667,3.23713333333,4.01993333333,4.41113333333,10.3692666667,7.70793333334,12.6021333333,45.0699,4.6645
377.26,3.9244,5.36582807017,2.36476666667,4.37053333333,18.8958666667,3.25763333333,4.08273333333,4.46293333333,10.4444666666,7.78786666666,12.7059333333,45.1541666667,4.70933333333
377.63,4.14473333333,5.57163859649,2.554,4.574,19.1164,3.43196666667,4.30666666667,4.69486666667,10.6312666667,8.0488,12.9399333333,45.3432,4.91473333333
377.99,4.13086666667,5.55309473684,2.51913333333,4.5634,19.1121333333,3.40726666667,4.2574,4.7234,10.6426666667,8.06213333333,12.9708,45.3629,4.90613333333
378.35,4.17113333333,5.58007719298,2.56296666667,4.61933333333,19.087,3.4427,4.26853333333,4.7358,10.6729333333,8.13006666667,13.03,45.2266666667,4.91326666667
378.71,4.1852,5.64160350877,2.61166666667,4.6792,19.1604666667,3.49676666667,4.32906666667,4.7802,10.7117333333,8.20140000001,13.1272,45.1993666667,4.9562
379.07,4.09246666667,5.57515087719,2.5517,4.63146666667,19.0864666667,3.42236666667,4.26513333333,4.7258,10.6033333333,8.17033333333,13.1245333333,45.0968666667,4.86243333333
379.44,4.0734,5.56410526316,2.53406666667,4.64173333333,19.0924,3.42203333333,4.23393333333,4.7062,10.5715333333,8.18206666667,13.1468666667,45.0602333333,4.83003333333
379.80,4.1012,5.58312982456,2.51933333333,4.62853333333,19.0748,3.40146666667,4.25206666667,4.7214,10.5684,8.22426666667,13.1803333333,44.8958666667,4.81326666667
380.16,4.17606666667,5.62197192983,2.56776666667,4.7104,19.1044,3.43183333333,4.3288,4.8112,10.5815333333,8.29160000001,13.2938666667,44.8158333333,4.89196666666
380.52,4.19426666667,5.6032877193,2.56036666667,4.69826666667,19.1081333333,3.44436666667,4.36526666667,4.81286666667,10.5258,8.32159999999,13.3712,44.7405333333,4.8926
380.88,4.20413333333,5.62062807017,2.55066666667,4.73533333333,19.1344,3.4495,4.38433333334,4.81113333333,10.5204666667,8.34160000001,13.4240666667,44.5908,4.9126
381.24,4.16486666667,5.58482807017,2.50526666667,4.68946666667,19.0953333333,3.41663333333,4.36173333333,4.78413333333,10.4683333333,8.30813333333,13.4578666667,44.3632333333,4.89646666667
381.61,3.98586666667,5.37377192983,2.31973333334,4.47826666667,18.913,3.22096666667,4.15113333333,4.5718,10.2531333333,8.12386666667,13.3098666666,44.1101333333,4.68213333333
381.97,4.01873333333,5.36802456141,2.33216666667,4.5176,18.9322666667,3.24076666667,4.1986,4.5494,10.2754,8.177,13.3596666667,43.9090333333,4.6833
382.33,3.99966666667,5.34846315789,2.32643333333,4.47573333333,18.9306666667,3.2149,4.16786666667,4.54846666667,10.2708666667,8.18513333333,13.3994,43.8198333333,4.6669
382.69,4.12226666667,5.41825614035,2.44156666667,4.57246666667,18.9778,3.33153333333,4.23006666667,4.62653333333,10.3480666667,8.29153333333,13.504,43.6806333333,4.73453333333
383.05,4.20806666667,5.49274385965,2.50686666667,4.65473333333,19.0679333333,3.45873333333,4.3182,4.7004,10.4647333333,8.3892,13.6242,43.7183333333,4.82693333333
383.41,4.16553333333,5.42169824561,2.4388,4.57953333334,19.0056,3.4175,4.28566666667,4.6554,10.4268666667,8.36539999999,13.6253333333,43.5283666667,4.7487
383.77,4.12133333333,5.35318947369,2.34656666667,4.5454,18.9887333333,3.39466666667,4.25793333333,4.61053333333,10.3848666667,8.34213333333,13.6553333333,43.4721,4.7115
384.14,4.05846666667,5.27504912281,2.23873333333,4.46906666667,18.8972,3.30136666667,4.17093333333,4.52333333333,10.3106,8.28733333333,13.6210666667,43.2479333333,4.6434
384.50,4.10286666667,5.31409122807,2.27273333333,4.5342,18.8708666667,3.32536666667,4.1956,4.5624,10.3866666667,8.33919999999,13.6855333333,43.1601333333,4.685
384.86,4.05946666667,5.22498596491,2.20506666667,4.46186666667,18.7602666667,3.27363333333,4.13293333333,4.51533333333,10.3429333333,8.31500000001,13.6246666666,42.9862333333,4.61513333333
385.22,4.08306666667,5.23275789474,2.2256,4.50906666667,18.7541333333,3.2916,4.1514,4.5548,10.3964,8.37053333334,13.6815333334,42.9106666667,4.6018
385.58,4.2132,5.39316842105,2.3617,4.6594,18.8462666667,3.4597,4.30993333334,4.69753333333,10.5579333333,8.55526666667,13.8665333333,42.9111333333,4.74436666667
385.94,4.28586666667,5.48990526316,2.43773333333,4.7184,18.874,3.50686666667,4.37106666667,4.79306666667,10.6046666667,8.64566666666,13.9460666666,42.8577,4.8421
386.30,4.35533333333,5.56178245614,2.51623333333,4.8086,18.9363333333,3.55923333333,4.43526666667,4.8594,10.6849333333,8.761,14.0434,42.8875333333,4.9072
386.66,4.2426,5.48369824561,2.39253333333,4.72586666667,18.8176,3.43806666667,4.35353333333,4.7844,10.6175333333,8.70353333334,13.9822666667,42.8192,4.82836666667
387.03,4.224,5.46743859649,2.38713333333,4.73893333333,18.7626666667,3.39593333333,4.35373333333,4.8228,10.6054666667,8.73093333333,14.0146,42.5986666667,4.79966666667
387.39,4.25553333333,5.51478947369,2.4361,4.79413333333,18.7856666667,3.41523333333,4.3626,4.8706,10.6388,8.80813333334,14.0801333333,42.5135333333,4.86163333334
387.75,4.28346666667,5.55104561403,2.4884,4.839,18.7744666667,3.42926666667,4.3924,4.91406666667,10.6620666667,8.87453333334,14.1234666667,42.3945666667,4.87596666667
388.11,4.35006666667,5.6286,2.59656666667,4.92513333333,18.7822,3.51493333333,4.49513333333,5.00073333333,10.728,9.00479999999,14.209,42.3821,4.9484
388.47,4.40106666667,5.66864912281,2.65413333333,4.971,18.8128,3.57096666667,4.54113333333,5.06193333333,10.8052,9.11919999999,14.2885333333,42.2852,5.00423333333
388.83,4.47673333333,5.77022456141,2.7368,5.0636,18.8046,3.64626666667,4.61626666667,5.14953333333,10.8620666667,9.24993333333,14.3835333333,42.1837,5.09003333333
389.19,4.57246666667,5.86177543859,2.80843333333,5.1434,18.8338666667,3.73313333333,4.69586666667,5.226,10.9252666667,9.38973333333,14.4968,42.0997666667,5.198
389.55,4.57386666667,5.84031929825,2.78703333333,5.12493333333,18.7802,3.72076666667,4.68986666667,5.259,10.9016,9.41093333333,14.5022,41.9143,5.19066666667
389.91,4.5722,5.8130877193,2.75916666667,5.12286666667,18.7402666667,3.75653333333,4.71066666667,5.27546666667,10.9098666667,9.45973333334,14.5422666667,41.7746333333,5.17543333334
390.27,4.58126666667,5.79578245614,2.7088,5.10286666667,18.6513333333,3.7224,4.71413333333,5.2776,10.8901333333,9.458,14.5421333334,41.5569333333,5.1678
390.63,4.63693333333,5.84203157895,2.75043333333,5.134,18.6320666667,3.74733333333,4.76773333334,5.3206,10.9220666667,9.54613333333,14.6286666667,41.3608666667,5.1871
391.00,4.6642,5.86869122807,2.7459,5.12873333333,18.5852666667,3.74646666667,4.77313333333,5.3116,10.9108666667,9.59559999999,14.6518666667,41.2662,5.17423333333
391.36,4.70286666666,5.90489824561,2.78376666667,5.14933333333,18.5668,3.78443333333,4.82646666667,5.35726666667,10.9313333333,9.67913333333,14.7229333333,41.1638666667,5.19656666667
391.72,4.76946666666,5.98005614035,2.8318,5.19073333333,18.5622666667,3.82186666667,4.8722,5.39713333333,10.9888666667,9.80386666666,14.8144,41.0742333333,5.25086666667
392.08,4.83333333333,6.01471929825,2.87443333333,5.22666666667,18.5768666667,3.86246666667,4.9238,5.45173333333,11.0409333333,9.88446666667,14.9404666667,41.0110666667,5.294
392.44,4.80366666666,5.9899122807,2.85353333333,5.20893333333,18.5098666667,3.82603333333,4.9254,5.44906666667,10.9862666667,9.91086666666,14.9972666667,40.8921,5.27096666667
392.80,4.79173333333,5.97701403509,2.845,5.1996,18.464,3.8098,4.92453333333,5.45306666667,10.9962666667,9.94339999999,15.0200666667,40.7644666667,5.2318
393.16,4.768,5.92183157894,2.7774,5.15733333333,18.3773333333,3.76923333333,4.88806666667,5.42293333333,10.9682,9.93220000001,15.0227333333,40.6572333333,5.16656666667
393.52,4.81026666667,5.94529824561,2.79833333333,5.1928,18.3712,3.7639,4.9106,5.4412,10.9891333333,9.98986666668,15.0758,40.5490666667,5.18176666667
393.88,4.81746666667,5.93784210526,2.78123333333,5.1706,18.3184,3.69996666667,4.89613333333,5.43266666667,10.9873333333,10.0026,15.0932,40.4294666667,5.17993333333
394.24,4.78353333333,5.94425263158,2.76666666667,5.15346666667,18.2809333333,3.69933333333,4.8824,5.42293333334,10.9689333333,10.0552666667,15.1536666666,40.3247666667,5.1447
394.60,4.78013333333,5.94520350877,2.7554,5.1534,18.2149333333,3.6996,4.88773333333,5.45413333333,10.9784666667,10.0882666667,15.1762666667,40.1771666667,5.1507
394.96,4.76493333333,5.91584912281,2.74493333333,5.1642,18.1534666667,3.68026666667,4.89046666667,5.45073333333,10.9740666667,10.1149333333,15.1941333333,40.0251333333,5.1481
395.32,4.75146666667,5.86801052631,2.692,5.152,18.0424666667,3.61753333333,4.8628,5.42773333333,10.9382666667,10.1020666667,15.1756,39.8483,5.0979
395.68,4.73913333333,5.84693333333,2.66693333333,5.13806666667,17.9654,3.6177,4.8832,5.4522,10.9425333333,10.1334666667,15.1914,39.7506333333,5.08516666667
396.04,4.65053333333,5.76261403509,2.55883333333,5.05766666667,17.8438666667,3.52713333333,4.79506666667,5.3918,10.8943333333,10.1102666667,15.1236666667,39.5551666667,4.9857
396.40,4.663,5.7671614035,2.50313333333,5.05173333333,17.7657333333,3.505,4.78813333333,5.411,10.8826666667,10.1498,15.1084,39.3743333333,4.9659
396.76,4.753,5.83969122807,2.54956666667,5.1242,17.7785333333,3.5423,4.86993333333,5.51086666667,10.9516,10.2793333333,15.2052,39.2515666667,5.02636666667
397.12,4.76026666667,5.85967017544,2.57206666667,5.14346666667,17.7026666667,3.53106666667,4.88553333333,5.5576,10.9436,10.3570666667,15.2368666667,39.0733,5.03303333333
397.48,4.7416,5.85558596491,2.57173333333,5.13833333334,17.6072,3.53516666667,4.91866666667,5.57833333333,10.941,10.4312,15.2953333333,38.9346,5.0397
397.84,4.81233333333,5.93378596491,2.65503333333,5.2188,17.6252666667,3.61646666667,5.01073333333,5.69086666667,11.0245333333,10.6039333333,15.4058666667,38.8875666667,5.09766666667
398.20,4.873,5.96939298245,2.69156666667,5.28126666667,17.5745333333,3.6657,5.0798,5.78713333333,11.0538,10.7309333333,15.4660666667,38.773,5.16043333333
