wavelength,Back_IncWatf,Belly_IncWatf,Breast_IncWatf,Crissum_IncWatf,Crown_IncWatf,DorTail_IncWatf,Patch10_IncWatf,Patch11_IncWatf,Patch12_IncWatf,Rump_IncWatf,Throat_IncWatf,WingTip_IncWatf
287.82,4.4188,6.10606666667,5.20413333333,4.81633333333,4.1434,6.33633333333,4.45986666667,2.7096,14.205,4.4422,5.69086666667,6.9752
288.19,4.60973333333,6.3674,5.43666666667,5.07106666667,4.388,6.54346666667,4.675,2.8784,14.4871333333,4.7136,5.83973333333,7.19719999999
288.56,4.52693333334,6.2854,5.37726666667,5.059,4.34253333333,6.47386666667,4.58426666667,2.78773333333,14.5400666666,4.5394,5.837,7.1374
288.93,4.52133333333,6.34733333333,5.4166,5.0282,4.3432,6.48593333333,4.6174,2.7034,14.6525333333,4.51966666667,5.88546666667,7.17659999999
289.30,4.70266666667,6.5628,5.66686666667,5.27093333333,4.61146666667,6.67666666667,4.86513333333,2.81,14.9013333333,4.7654,6.1198,7.40720000001
289.67,4.5984,6.4882,5.62026666667,5.14533333333,4.48906666667,6.6062,4.73966666666,2.59926666667,14.8445333333,4.6128,6.04766666667,7.22366666667
290.04,4.5346,6.54666666667,5.68086666667,5.16053333333,4.48826666667,6.64646666667,4.78326666667,2.505,15.0244666667,4.69073333333,6.12606666667,7.24633333333
290.41,4.59213333333,6.75106666667,5.85986666667,5.3292,4.62853333333,6.7452,4.85533333333,2.573,15.2128666667,4.77693333333,6.28286666667,7.3848
290.78,4.6396,6.91686666667,5.98446666667,5.58513333333,4.78153333333,6.8744,4.99086666667,2.62866666667,15.4145333333,4.87373333333,6.42826666667,7.49346666666
291.15,4.8232,7.23106666667,6.204,5.9182,5.0236,7.12493333333,5.16653333333,2.8368,15.7354,5.07073333333,6.75499999999,7.74253333334
291.52,4.9912,7.62206666667,6.4448,6.17113333333,5.18593333333,7.2516,5.34373333333,2.99866666667,16.0373333333,5.24253333333,6.99713333333,7.93306666666
291.89,4.95413333333,7.67806666667,6.4244,6.1068,5.1,7.11066666667,5.2384,2.84133333333,16.0992666667,5.16326666667,6.99779999999,7.87059999999
292.26,5.09713333333,7.92053333333,6.5324,6.2564,5.2406,7.21866666667,5.34726666667,2.9176,16.2982666667,5.24526666666,7.20806666666,7.97686666667
292.64,5.16753333333,8.08106666667,6.64186666667,6.3196,5.28933333333,7.1988,5.41093333333,2.8968,16.4537333333,5.3448,7.29126666667,7.97766666667
293.01,5.33613333333,8.32206666667,6.8704,6.50966666666,5.44346666667,7.40813333334,5.5848,3.059,16.6613333333,5.52733333333,7.54646666666,8.02673333333
293.38,5.4614,8.53246666667,7.0272,6.59793333333,5.40673333333,7.4768,5.62366666667,3.118,16.8712,5.54413333333,7.67526666667,7.96873333333
293.75,5.79793333333,9.02866666667,7.45933333333,7.00693333333,5.79333333333,7.83526666666,6.06386666667,3.47786666667,17.5073333333,6.05286666667,8.11813333334,8.33566666667
294.12,5.72813333333,9.04686666667,7.3612,6.93826666667,5.7328,7.64213333333,5.89786666667,3.4516,17.5842666667,5.91953333333,8.08513333334,8.21959999999
294.49,5.73046666667,9.12946666667,7.3326,6.96413333333,5.71226666666,7.55006666667,5.85426666667,3.35213333333,17.6640666667,5.8482,8.11166666667,8.11033333334
294.86,5.75206666667,9.17906666667,7.32953333333,6.84813333333,5.62473333333,7.4656,5.7958,3.28073333333,17.7845333333,5.73173333333,8.17393333334,7.99526666667
295.23,5.6946,9.24273333333,7.35313333333,6.74226666667,5.58933333333,7.31666666667,5.7686,3.22046666667,17.8637333333,5.6454,8.12219999999,7.82793333333
295.60,5.61613333333,9.1658,7.2672,6.6122,5.4496,7.18053333333,5.69473333333,3.1356,17.8977333333,5.527,8.02999999999,7.73440000001
295.97,5.45293333334,9.0916,7.19846666667,6.4808,5.2698,7.02046666667,5.47333333333,3.0254,17.7978,5.39306666667,7.96580000001,7.50399999999
296.34,5.33353333333,8.97286666667,7.10373333333,6.39126666667,5.10106666667,6.78293333333,5.21,2.87066666667,17.7328666667,5.26253333333,7.8542,7.36806666667
296.71,5.34013333333,9.0384,7.15393333333,6.42293333333,5.07366666667,6.75586666667,5.23173333333,2.85673333333,17.8674,5.29946666667,7.96366666667,7.34306666667
297.08,5.37006666667,9.20373333333,7.25146666667,6.549,5.13013333333,6.74706666667,5.28266666667,2.8832,18.0906,5.3444,8.07846666667,7.4692
297.45,5.22026666667,9.22973333333,7.1826,6.4152,5.04326666667,6.61166666667,5.2066,2.79406666667,17.9724,5.19493333333,8.05439999999,7.34333333334
297.82,5.0206,9.08513333333,6.9766,6.20886666667,4.8026,6.3074,4.9414,2.60213333333,17.7340666667,4.9116,7.88900000001,7.1212
298.19,5.2006,9.31800000001,7.18786666667,6.4146,4.9634,6.5102,5.1108,2.7954,17.9641333333,5.10393333333,8.15706666666,7.30066666667
298.56,5.4428,9.55493333334,7.3852,6.58086666667,5.1924,6.72233333333,5.2886,3.0482,18.2220666667,5.3964,8.44573333333,7.54066666666
298.93,5.3964,9.62993333333,7.43046666666,6.604,5.17573333333,6.68906666667,5.32073333334,3.0542,18.3566,5.4696,8.45406666667,7.57573333333
299.30,5.29753333333,9.63260000001,7.3118,6.58413333333,5.02606666667,6.60966666667,5.17033333333,2.92953333333,18.3229333333,5.33526666667,8.38493333333,7.47906666667
299.67,4.978,9.47513333333,7.10233333333,6.35913333333,4.73946666667,6.35026666667,4.88386666667,2.6492,18.1820666667,5.07586666666,8.21346666667,7.15133333333
300.04,5.09673333333,9.62833333335,7.18386666667,6.54066666667,4.79666666667,6.40666666667,5.0384,2.74973333333,18.4262666667,5.12926666667,8.35346666667,7.26446666667
300.41,5.14773333333,9.75166666666,7.28973333333,6.6144,4.76773333333,6.5082,5.24566666667,2.8794,18.6744666667,5.14646666667,8.5414,7.33686666666
300.78,5.3156,10.1288,7.60453333333,6.8966,5.0458,6.72166666667,5.46313333333,3.18253333334,18.9520666667,5.32106666666,8.78186666667,7.60173333333
301.15,5.37866666667,10.2393333333,7.6534,6.937,5.12806666667,6.75946666667,5.456,3.24753333333,19.0962,5.37026666667,8.84000000001,7.55760000001
301.52,5.4468,10.3380666667,7.76439999999,7.08673333333,5.2036,6.83646666667,5.44226666667,3.24406666667,19.4116666667,5.46246666667,8.9252,7.63046666667
301.89,5.6848,10.6748,8.06706666667,7.444,5.50453333333,7.13153333333,5.71953333333,3.46613333333,19.8575333333,5.702,9.23226666667,7.84053333334
302.26,5.5494,10.7285333333,8.01593333333,7.3798,5.44893333333,6.97293333333,5.59026666667,3.2626,19.8658,5.59173333333,9.10659999999,7.70806666666
302.63,5.35046666667,10.6879333333,8.015,7.32333333333,5.29666666667,6.84913333333,5.42933333333,3.11813333333,19.8424,5.43373333333,9.04639999999,7.54506666667
303.00,5.52966666667,10.9163333333,8.17246666666,7.52386666667,5.4188,6.9932,5.50766666667,3.22326666667,19.9883333333,5.54693333333,9.26313333334,7.65213333333
303.37,5.71186666667,11.0708,8.39573333334,7.63466666667,5.54406666667,7.1112,5.6796,3.35593333333,20.2798666667,5.75553333333,9.48173333333,7.74993333333
303.74,6.11106666667,11.4344,8.86166666667,8.0056,5.8426,7.40906666667,5.9986,3.7104,20.6606,6.09066666667,9.85333333334,8.09446666667
304.10,6.02466666667,11.4334666667,8.84346666667,7.90673333333,5.7902,7.40106666667,5.87226666667,3.6294,20.7124666667,6.04226666667,9.93699999999,8.02106666667
304.47,5.86833333333,11.4062,8.80173333333,7.856,5.6574,7.29073333333,5.6602,3.4764,20.6168666667,5.91853333333,9.88633333333,7.83680000001
304.84,5.70413333333,11.2909333333,8.6132,7.7074,5.3976,7.09013333333,5.4426,3.208,20.6712666667,5.74753333333,9.78293333332,7.53479999999
305.21,5.7654,11.3715333333,8.6496,7.78733333333,5.35073333333,7.10226666667,5.49193333333,3.25366666667,20.721,5.8178,9.92493333334,7.5364
305.58,5.68406666667,11.51,8.64699999999,7.84246666667,5.269,6.99413333333,5.52853333333,3.29793333333,20.8285333333,5.81393333333,10.0718666667,7.55726666667
305.95,5.575,11.4982,8.67733333333,7.6948,5.08433333333,6.84373333333,5.40086666667,3.19933333333,20.857,5.7492,10.0447333333,7.4556
306.32,5.73686666666,11.6270666667,8.79973333334,7.7256,5.08513333333,6.92646666667,5.46793333333,3.28613333333,21.0088666667,5.85686666667,10.2203333333,7.47513333334
306.69,5.70773333334,11.7134666667,8.81393333334,7.709,5.02086666667,6.85673333333,5.3886,3.22626666667,21.0698666667,5.8354,10.1983333333,7.36573333333
307.06,5.6518,11.7002,8.81546666667,7.6318,4.93093333333,6.709,5.25366666667,3.17426666667,21.0871333333,5.7242,10.1440666667,7.23206666667
307.43,5.64906666667,11.7896666667,8.91973333334,7.67253333333,5.00973333333,6.65933333333,5.2198,3.19173333333,21.1950666666,5.7518,10.2622666667,7.30459999999
307.80,5.24013333333,11.5479333333,8.61533333333,7.39313333333,4.74886666667,6.22833333334,4.89753333333,2.80466666667,20.8854666667,5.45626666667,10.0226,6.95633333333
308.17,5.19733333333,11.6681333333,8.69673333333,7.50793333333,4.824,6.1202,4.94293333333,2.711,20.9642666667,5.42053333334,10.0488,6.92686666667
308.54,5.2888,11.8846666667,8.78273333333,7.61066666667,4.95233333333,6.10926666667,5.03713333333,2.7904,21.1916666667,5.48766666667,10.1718,7.006
308.90,5.3868,11.9506666667,8.92093333333,7.729,5.07046666667,6.1516,5.0864,2.8962,21.2292666667,5.54686666667,10.2689333333,7.07646666667
309.27,5.2076,11.9861333334,8.90533333333,7.6286,4.97866666667,6.04586666667,4.91606666667,2.76573333333,21.2806666667,5.38333333333,10.2459333333,6.99206666667
309.64,5.18313333333,11.9114,8.88893333333,7.55133333333,4.92893333333,5.92313333333,4.81186666667,2.63746666667,21.2835333334,5.27393333333,10.1825333333,6.85793333333
310.01,5.0774,11.7950666667,8.70393333333,7.446,4.79333333333,5.75733333333,4.64273333333,2.51553333333,21.1594666667,5.0884,10.048,6.7372
310.38,4.93826666666,11.7798666667,8.69066666667,7.4316,4.7372,5.6676,4.5338,2.43666666667,21.188,4.9382,10.0892,6.6608
310.75,4.8566,11.7807333333,8.68153333334,7.3828,4.70893333333,5.61853333333,4.51553333333,2.3084,21.3137333333,4.845,10.0838666667,6.60726666667
311.12,4.842,11.921,8.77706666666,7.48006666667,4.77033333333,5.71166666667,4.5874,2.2902,21.53,4.91206666667,10.177,6.62633333333
311.49,4.85653333333,12.0318666667,8.89953333334,7.54993333333,4.7808,5.73873333333,4.6492,2.312,21.667,4.94933333333,10.2870666667,6.6222
311.85,5.01293333333,12.2178,9.07326666666,7.64313333333,4.8718,5.87133333333,4.71686666667,2.4192,21.959,5.0428,10.4297333333,6.6872
312.22,5.10013333333,12.3754,9.18866666667,7.7344,4.84086666666,5.91553333333,4.75666666667,2.52086666667,22.1050666667,5.11066666667,10.4818,6.75886666667
312.59,5.12433333333,12.4353333333,9.25046666667,7.78646666666,4.84326666667,5.9182,4.745,2.4732,22.2159333333,5.13053333333,10.5349333333,6.71653333333
312.96,5.07086666667,12.4881333333,9.18873333332,7.73946666667,4.76206666667,5.86386666667,4.65206666667,2.34053333333,22.2835333333,5.09993333333,10.4601333333,6.65093333333
313.33,5.14593333333,12.5674666666,9.28713333333,7.8524,4.81226666667,5.84526666667,4.74586666667,2.405,22.4234,5.16806666667,10.5368,6.68153333333
313.70,5.2524,12.7391333333,9.40813333333,7.99126666667,4.90786666667,5.99666666667,4.86246666667,2.51066666667,22.5900666667,5.33066666667,10.6825333333,6.7916
314.07,5.42833333333,13.0907333333,9.76513333333,8.3088,5.14013333333,6.2112,5.14406666666,2.7246,22.9464,5.52186666667,11.0020666667,6.98333333333
314.43,5.44753333333,13.1141333334,9.73826666667,8.32673333333,5.01593333333,6.12226666667,5.17266666667,2.70653333333,22.9734,5.5046,10.9402666667,6.95746666667
314.80,5.56886666667,13.3742,9.86493333333,8.543,5.1042,6.16813333333,5.28766666667,2.921,23.175,5.63286666667,11.1255333334,7.11906666667
315.17,5.56553333333,13.4359333333,9.89126666667,8.57093333333,5.144,6.07733333333,5.31993333333,2.9916,23.1884,5.6558,11.2018,7.09246666666
315.54,5.66446666667,13.6376666667,10.0112666667,8.66673333333,5.22193333333,6.18886666666,5.38266666667,3.06286666667,23.3714666667,5.68566666667,11.2869333333,7.11353333333
315.91,5.8014,13.7916,10.1532,8.90353333333,5.35033333333,6.3702,5.59013333334,3.2326,23.5346666667,5.82113333333,11.4852,7.25246666667
316.28,5.93046666667,14.0637333333,10.3716666667,9.07013333334,5.62573333333,6.56133333333,5.73106666667,3.4018,23.8118666667,6.04873333333,11.7982666667,7.32733333334
316.64,5.94686666667,14.2069333333,10.4828,9.11639999999,5.70113333333,6.6178,5.7788,3.46113333333,23.9656,6.06333333333,11.9382,7.40233333333
317.01,5.9386,14.2629333333,10.5982666667,9.20013333334,5.67913333333,6.6072,5.814,3.52126666667,24.1346,6.062,12.1919333333,7.48039999999
317.38,6.0926,14.4888,10.8487333333,9.35880000001,5.78286666666,6.7632,5.9728,3.61666666667,24.4172666667,6.2006,12.435,7.60006666667
317.75,6.17813333334,14.6937333333,11.0328666667,9.44366666667,5.8066,6.7788,6.05433333333,3.62833333333,24.7337333333,6.16806666667,12.6516666667,7.58753333334
318.12,6.10526666667,14.6856,10.9606,9.35046666667,5.74386666667,6.67273333333,5.9676,3.46433333333,24.7472,6.13346666667,12.6459333333,7.47079999999
318.49,6.13826666667,14.8663333333,11.1644666667,9.46866666667,5.88293333333,6.75773333333,6.0218,3.51246666667,25.0648666667,6.18153333333,12.7886,7.55619999999
318.85,6.36166666667,15.0066,11.4311333333,9.59786666667,6.10746666667,6.92826666667,6.16873333333,3.6354,25.3118,6.2808,12.985,7.69706666666
319.22,6.32766666667,15.0993333333,11.4452666667,9.59153333333,6.04726666667,6.84,5.98713333333,3.60906666667,25.4324666667,6.198,13.0092666667,7.67319999999
319.59,6.08946666666,14.9266666667,11.1872666667,9.41433333334,5.7832,6.54173333333,5.70253333333,3.35233333333,25.3050666667,5.93873333333,12.8748666667,7.47833333333
319.96,5.99473333333,14.9482,11.1064666667,9.36366666666,5.67426666667,6.35533333333,5.5308,3.2256,25.3832,5.86673333334,12.854,7.42033333333
320.32,5.8646,14.7266,10.9954,9.17393333334,5.4084,6.14393333333,5.3402,3.03466666667,25.3959333333,5.64573333333,12.6476,7.2438
320.69,5.8442,14.746,10.9216666667,9.20086666666,5.36246666667,6.07033333333,5.28653333333,3.0776,25.4026666667,5.57313333333,12.6332666667,7.20273333333
321.06,5.75213333333,14.791,10.8573333333,9.15653333333,5.3636,5.94073333333,5.21186666667,3.00213333333,25.359,5.4472,12.5348666667,7.05953333333
321.43,5.59313333333,14.7707333333,10.7094,9.06293333333,5.28966666667,5.80553333333,5.00006666667,2.88253333333,25.33,5.25093333333,12.3962,6.86793333333
321.80,5.402,14.8026,10.6838,9.09133333333,5.23586666667,5.74513333333,4.83573333333,2.87253333333,25.3619333333,5.19886666667,12.3301333333,6.79733333333
322.16,5.38,14.9502,10.8312,9.13533333333,5.208,5.77993333333,4.83233333333,2.9812,25.5426,5.2674,12.4465333333,6.8614
322.53,5.5274,15.1538666667,10.9282,9.28946666667,5.30513333333,5.97346666666,4.97266666667,3.09693333333,25.6244,5.4618,12.6399333333,6.92473333333
322.90,5.20426666667,14.9397333333,10.7092666667,9.11453333333,4.88686666667,5.65066666667,4.6374,2.77246666667,25.4566666667,5.2952,12.4524,6.61233333333
323.27,5.04613333333,14.8322,10.6558,9.03093333334,4.69573333333,5.6182,4.60553333333,2.576,25.4194666667,5.20066666667,12.3706666667,6.53353333333
323.63,4.9464,14.8374666667,10.6956,9.07006666667,4.64113333333,5.6336,4.57126666667,2.53866666667,25.4593333333,5.21673333333,12.4286,6.523
324.00,4.9494,14.9651333333,10.8022666667,9.02126666667,4.66866666667,5.70646666667,4.5846,2.52706666667,25.5896,5.22213333333,12.5981333333,6.527
324.37,4.82906666667,14.9694,10.7225333333,8.93766666667,4.55653333333,5.58266666667,4.42993333333,2.34346666667,25.5024,5.0754,12.6035333333,6.42966666667
324.74,4.93793333333,15.1285333333,10.9576666667,9.0462,4.6222,5.69606666667,4.4726,2.36286666667,25.613,5.19113333333,12.6876,6.4774
325.10,5.0846,15.2876,11.1297333333,9.18426666666,4.7424,5.91353333333,4.63666666667,2.56086666667,25.7696,5.33406666667,12.8768,6.63426666667
325.47,5.11826666667,15.4216666667,11.2352666667,9.26946666667,4.787,5.9688,4.74093333333,2.63806666667,25.9420666667,5.41446666667,13.0045333333,6.6836
325.84,5.15893333333,15.4068666667,11.2194666667,9.24086666667,4.76526666667,5.92526666667,4.7664,2.58486666667,25.8718,5.42,12.9832666667,6.60133333333
326.21,5.20433333333,15.5039333333,11.2703333333,9.33253333334,4.83913333333,5.97246666667,4.76053333333,2.64606666667,25.9501333333,5.43846666667,12.9997333333,6.60333333333
326.57,4.9134,15.3398,11.1077333333,9.14093333333,4.61706666667,5.71013333333,4.477,2.41233333333,25.8476666667,5.18513333333,12.8352666667,6.3354
326.94,4.94773333334,15.4324666667,11.1646,9.15166666666,4.68386666667,5.74266666667,4.54666666667,2.4326,25.8844666666,5.18833333333,12.9392,6.3204
327.31,4.96766666667,15.5212666667,11.2305333333,9.1382,4.69,5.70973333333,4.51593333333,2.4272,25.9384666667,5.16246666667,13.0322666667,6.23726666667
327.67,5.2842,15.8999333333,11.55,9.42200000001,4.98413333333,5.9924,4.76493333333,2.69333333333,26.3993333333,5.4238,13.29,6.48126666667
328.04,5.44586666667,16.1063333333,11.8068666667,9.66733333334,5.16633333333,6.1348,4.94806666667,2.90033333333,26.6100666667,5.539,13.4349333333,6.5948
328.41,5.5684,16.3528666667,11.9945333333,9.90886666666,5.31473333333,6.3034,5.1146,3.09206666667,26.8702666667,5.71026666667,13.6025333333,6.7072
328.78,5.5338,16.4006666666,12.0626666667,9.96613333333,5.28966666667,6.21446666667,5.14186666667,3.08306666667,26.9943333333,5.73806666667,13.7408,6.634
329.14,5.5064,16.3989333333,12.0748666667,9.98386666666,5.25233333333,6.0614,5.09893333333,2.99933333333,27.0891333333,5.72133333333,13.7496666667,6.51326666667
329.51,5.40293333333,16.3295333333,12.0672666667,9.89553333334,5.0796,5.95766666667,4.91786666667,2.88433333333,27.0734,5.56106666667,13.7002,6.3682
329.88,5.35006666667,16.3833333333,12.0595333333,9.85993333334,5.07013333333,5.92546666667,4.75366666667,2.844,27.0824666667,5.42046666667,13.7202,6.38026666667
330.24,5.34153333333,16.4737333333,12.0715333333,9.89086666666,5.0304,5.8936,4.73973333333,2.76333333333,27.1680666667,5.32753333333,13.7762666667,6.37586666667
330.61,5.59586666667,16.7891333333,12.3843333333,10.1452,5.2344,6.073,4.99073333333,3.0206,27.4698666667,5.53893333333,14.0172666667,6.60193333333
330.98,5.619,16.9924,12.5108,10.2384,5.25213333333,6.11246666667,5.0598,3.167,27.7346666667,5.51653333333,14.1266666667,6.65526666667
331.34,5.72773333333,17.2053333333,12.7265333333,10.4431333333,5.409,6.25126666667,5.20273333333,3.33593333333,28.0274666667,5.64453333333,14.3088666667,6.8442
331.71,5.55166666667,17.0472,12.4728666667,10.2887333333,5.2116,6.01113333333,5.00146666667,3.17386666666,27.7742,5.43726666666,14.1466,6.64186666667
332.08,5.2328,16.8291333333,12.1384,9.94706666667,4.878,5.6418,4.63173333333,2.838,27.5770666667,5.13313333333,13.826,6.29473333333
332.44,5.1216,16.8086666666,12.1188,9.82986666666,4.78393333333,5.4852,4.54113333333,2.7376,27.558,5.00466666667,13.7308666667,6.19586666667
332.81,5.14073333333,16.959,12.1280666667,9.87459999999,4.81533333333,5.56573333333,4.53693333333,2.81273333333,27.6895333333,4.98226666667,13.7606,6.2934
333.18,5.2298,17.2129333333,12.2729333333,10.0063333333,4.91273333333,5.6914,4.66173333333,2.9506,27.9437333333,5.08426666667,13.8885333333,6.41573333333
333.54,5.30153333333,17.3230666667,12.2867333333,10.0808,5.01306666667,5.66553333333,4.73966666667,2.956,28.0202666667,5.15373333333,13.9031333333,6.4564
333.91,5.24273333333,17.3948,12.3290666666,10.1426,4.93213333333,5.62,4.71593333333,2.9192,28.2481333333,5.15066666667,13.9452,6.4124
334.28,5.236,17.3774,12.3678,10.1050666667,4.87046666667,5.61073333333,4.6792,2.91673333333,28.3575333333,5.13986666667,14.0486,6.3454
334.64,5.278,17.4480666667,12.4565333333,10.1723333333,4.978,5.64273333334,4.69693333334,2.92453333333,28.4190666667,5.15193333333,14.1508,6.39013333333
335.01,5.31573333333,17.5331333334,12.5486,10.2483333333,5.04753333333,5.6524,4.67553333333,2.84326666667,28.5639333333,5.16333333333,14.2097333333,6.40286666667
335.38,5.41466666667,17.6350666667,12.5943333333,10.3216,5.07326666667,5.67446666667,4.7408,2.84853333333,28.6295333333,5.1874,14.2842666667,6.39826666667
335.74,5.3818,17.6743333333,12.6952,10.3448666667,5.06606666666,5.6934,4.74693333333,2.8048,28.6442666667,5.16593333333,14.3720666667,6.37653333333
336.11,5.64266666667,17.9828,13.0236666667,10.6948666667,5.30566666667,5.95846666667,5.0426,3.0392,28.9616666667,5.44226666667,14.7230666667,6.63906666667
336.47,5.62773333333,18.0087333334,12.9820666667,10.7149333333,5.2912,5.98726666667,5.038,3.01766666667,28.9411333333,5.42173333333,14.8103333333,6.64053333333
336.84,5.74613333333,18.1775333333,13.1687333333,10.8853333333,5.45613333333,6.09193333333,5.19626666667,3.11693333333,29.1001333333,5.59506666667,14.9622,6.77333333333
337.21,5.8112,18.2796666667,13.3035333333,10.9883333333,5.54246666667,6.16186666667,5.23773333333,3.17386666667,29.1666,5.66846666667,15.0882666667,6.8308
337.57,5.89393333333,18.4036,13.4410666667,11.1154666667,5.67553333333,6.27466666667,5.39426666667,3.3124,29.2458666667,5.767,15.2668,6.90726666667
337.94,6.0396,18.5127333333,13.5363333333,11.2622,5.87186666667,6.36326666667,5.5764,3.44193333333,29.2844666667,5.9048,15.4166,7.01546666667
338.31,6.08046666667,18.6184,13.6204,11.3396,5.9754,6.34846666667,5.65113333333,3.50526666667,29.3828,6.01433333333,15.5192,7.09493333333
338.67,6.03353333333,18.6434666667,13.6,11.3005333333,5.90846666667,6.2852,5.5938,3.44426666667,29.4326,5.9714,15.5708666667,7.03626666667
339.04,6.034,18.6385333333,13.5384,11.3016,5.89233333333,6.2686,5.64886666667,3.4794,29.3389333333,5.97446666667,15.5601333333,7.04686666667
339.40,6.01033333333,18.7029333333,13.5836666667,11.3542666667,5.89686666667,6.2154,5.64153333333,3.48506666667,29.4372666667,5.97866666666,15.6308,7.046
339.77,6.05746666667,18.8218,13.6878666667,11.3862666667,5.93906666667,6.22306666667,5.70193333333,3.5492,29.547,6.01833333333,15.6847333334,7.08493333333
340.14,6.0218,18.8493333333,13.6523333333,11.3617333333,5.8954,6.17933333333,5.65493333334,3.51326666667,29.5321333333,5.95073333333,15.7114666667,7.05166666667
340.50,6.14,19.0189333333,13.8031333333,11.4754666667,5.99986666667,6.2384,5.762,3.62093333333,29.7636666667,6.01333333333,15.8252,7.0688
340.87,6.0682,18.9624,13.7090666667,11.3483333333,5.84706666667,6.09306666667,5.64826666667,3.48653333333,29.7853333333,5.85106666667,15.7734666666,6.8358
341.23,5.87653333333,18.8496,13.5564,11.1737333333,5.66206666666,5.88806666667,5.45526666667,3.27206666667,29.6708666667,5.625,15.6425333333,6.6344
341.60,5.85693333333,18.9356666667,13.568,11.1774,5.60906666667,5.81713333333,5.41333333333,3.22033333333,29.7622,5.5738,15.6918666667,6.60886666667
341.96,5.8452,18.9666666667,13.6530666667,11.1065333333,5.49273333333,5.81053333333,5.36606666667,3.19266666667,29.8274666667,5.564,15.6952666667,6.5768
342.33,5.83833333333,19.1439333333,13.7178666667,11.1736666667,5.507,5.845,5.3444,3.19773333333,29.9814,5.58213333333,15.7242666667,6.5654
342.70,5.88253333333,19.1895333333,13.7386,11.2282666667,5.4828,5.86326666667,5.34213333333,3.23433333333,30.0132,5.62606666667,15.696,6.58453333333
343.06,5.89786666667,19.3312,13.858,11.2818666667,5.5136,5.91606666667,5.31746666667,3.2614,30.1377333333,5.67466666667,15.8312666667,6.58106666667
343.43,5.82893333333,19.3356,13.7900666666,11.2145333333,5.41213333333,5.8706,5.25053333333,3.19206666667,30.0772666667,5.57486666667,15.7854666667,6.473
343.79,5.84366666667,19.4285333333,13.8294666667,11.2570666667,5.4202,5.87073333333,5.26333333333,3.20086666667,30.2454666667,5.57793333333,15.8752666667,6.44233333333
344.16,5.8788,19.5286,13.9584666667,11.3304666667,5.44393333333,5.91513333333,5.28286666667,3.22733333333,30.3351333333,5.63673333333,15.9019333333,6.511
344.52,5.96433333333,19.6548666667,14.0493333334,11.4418,5.51913333333,5.96353333333,5.35053333333,3.3004,30.4019333333,5.79646666667,16.0652,6.60106666667
344.89,5.962,19.7336666667,14.1104,11.5059333333,5.53713333333,5.96713333334,5.36433333333,3.31346666667,30.4202,5.83966666667,16.0955333333,6.64553333333
345.25,6.00733333333,19.8870666667,14.1933333333,11.6031333333,5.5446,6.01493333333,5.40573333333,3.3316,30.5405333334,5.9354,16.1873333333,6.69426666667
345.62,6.105,19.9874666667,14.2942666667,11.6784,5.60333333333,6.12833333333,5.4144,3.3982,30.6382,6.0126,16.2564,6.7406
345.99,6.24386666667,20.2217333333,14.4690666667,11.8805333334,5.78806666667,6.30266666667,5.53746666667,3.5628,30.7954,6.1868,16.4618666667,6.8908
346.35,6.24906666667,20.2097333333,14.5029333333,11.9194666667,5.74713333333,6.31753333333,5.5614,3.56646666667,30.7044666667,6.15246666667,16.5094,6.868
346.72,6.21266666667,20.2950666667,14.4934666667,11.9281333333,5.72133333333,6.2954,5.5406,3.54453333334,30.7987333333,6.14126666667,16.5424666667,6.81073333333
347.08,6.1804,20.3263333333,14.5110666667,11.9216666667,5.67733333333,6.22253333333,5.5114,3.52713333333,30.7555333333,6.08986666667,16.4794,6.7472
347.45,6.27673333333,20.4814,14.657,12.0445333333,5.82353333333,6.3408,5.60486666667,3.64433333333,30.9594666667,6.2018,16.6492666667,6.86866666667
347.81,6.41013333333,20.6892,14.7809333333,12.1981333333,5.89566666667,6.4252,5.721,3.73306666667,31.1281333333,6.30986666667,16.7832666667,6.96833333333
348.18,6.36653333334,20.7265333334,14.7304,12.1486,5.85313333333,6.354,5.68846666667,3.70453333333,31.1495333334,6.29206666667,16.8248,6.8772
348.54,6.18433333333,20.663,14.6336,12.034,5.65893333333,6.18673333333,5.49926666667,3.50893333333,31.1247333333,6.0768,16.6842666667,6.74313333333
348.91,6.1568,20.8076666667,14.6408,12.0006666667,5.6568,6.20713333333,5.46986666667,3.50573333333,31.2174666666,6.0712,16.7628,6.75893333333
349.27,6.2516,20.8816666667,14.7740666667,12.0718,5.74886666667,6.2868,5.52393333333,3.61226666667,31.3138666667,6.15633333333,16.8503333333,6.8164
349.64,6.17753333333,20.9278,14.7845333333,12.0535333333,5.6636,6.20593333333,5.4988,3.54586666667,31.3588666667,6.12993333333,16.8636666667,6.76106666667
350.00,6.08866666667,20.9592,14.6804,11.977,5.56326666667,6.07273333333,5.42733333333,3.46473333333,31.355,5.99526666667,16.8214666667,6.6484
350.37,6.20113333333,21.0554666667,14.7766,12.0718666667,5.7366,6.16566666667,5.502,3.55773333333,31.514,6.11693333333,16.9332,6.737
350.73,6.21373333333,21.1356,14.8672,12.1409333333,5.80013333333,6.20633333333,5.57193333333,3.61553333334,31.5764666667,6.11366666667,17.0400666667,6.77653333333
351.10,6.2756,21.211,14.9224,12.2079333333,5.8844,6.26893333333,5.5942,3.66053333333,31.6913333333,6.185,17.1291333333,6.788
