wavelength,Back_SicOlim,Belly_SicOlim,Breast_SicOlim,Crissum_SicOlim,Crown_SicOlim,DorTail_SicOlim,Rump_SicOlim,Throat_SicOlim,WingTip_SicOlim
372.19,5.48843333333,11.1690666667,8.14703333333,11.2237090909,5.63133333333,5.71033333333,6.1378,9.53796666667,5.1419
372.55,5.54793333333,11.1737333333,8.1758,11.2370181818,5.66153333333,5.76766666667,6.12146666667,9.54729999999,5.1981
372.92,5.74876666667,11.3071333333,8.3655,11.4040909091,5.85506666667,5.94203333333,6.30046666667,9.69540000001,5.38906666667
373.28,5.84466666667,11.3389333333,8.45723333333,11.4214727273,5.959,6.0443,6.3318,9.79643333333,5.50843333333
373.64,5.85853333333,11.2615333333,8.4475,11.381630303,5.9634,6.04686666667,6.3036,9.74033333334,5.543
374.00,5.80286666667,11.1782,8.32563333333,11.3012666667,5.91313333333,6.02116666667,6.2328,9.69903333333,5.49616666667
374.37,5.5588,10.866,8.15313333333,11.0321515152,5.68793333333,5.8004,5.975,9.48263333333,5.2757
374.73,5.4902,10.8186,8.09056666667,10.9517636364,5.6322,5.7149,5.90426666667,9.39776666667,5.21593333333
375.09,5.4293,10.7052,8.0278,10.9009030303,5.60013333333,5.64736666667,5.8666,9.28566666666,5.13623333333
375.45,5.62753333333,10.8734,8.17716666667,11.0542545455,5.7522,5.85113333333,6.02046666667,9.4211,5.30753333333
375.81,5.80843333333,10.971,8.27476666667,11.1804242424,5.8794,5.99893333333,6.182,9.5499,5.45923333333
376.18,5.86883333334,10.9952666667,8.29363333333,11.2134121212,5.97386666667,6.04446666667,6.244,9.55486666667,5.4945
376.54,5.90353333334,11.001,8.28146666667,11.1724242424,5.9804,6.033,6.29626666667,9.543,5.512
376.90,5.90676666667,10.9374,8.21006666667,11.1024181818,5.98866666667,6.02543333333,6.25626666666,9.47296666667,5.47626666667
377.26,6.0054,10.9962,8.24546666667,11.1632181818,6.04633333333,6.1049,6.338,9.45596666666,5.54946666667
377.63,6.10666666667,11.0894,8.30026666667,11.2293878788,6.11573333334,6.18346666667,6.4084,9.515,5.64333333333
377.99,6.22546666666,11.1279333333,8.34636666667,11.290830303,6.1754,6.26286666667,6.49086666667,9.54809999999,5.74153333333
378.35,6.34086666667,11.2366666667,8.4089,11.4065212121,6.29126666667,6.4168,6.6128,9.62160000001,5.86696666667
378.71,6.33706666667,11.1418666667,8.37973333333,11.3587636363,6.277,6.4373,6.5712,9.564,5.86436666667
379.07,6.353,11.0948666667,8.3541,11.2991272727,6.25713333333,6.45423333333,6.55806666667,9.54730000001,5.86556666667
379.44,6.30003333333,10.9915333333,8.26706666667,11.2118969697,6.17906666667,6.3859,6.46666666667,9.50219999999,5.8087
379.80,6.38623333333,11.031,8.34986666667,11.2313151515,6.2682,6.46213333333,6.55226666667,9.5409,5.89306666667
380.16,6.3762,11.0046666667,8.31636666667,11.2158545454,6.22306666667,6.4144,6.479,9.47973333333,5.88356666667
380.52,6.29953333333,10.8466,8.21066666667,11.1301212121,6.14386666667,6.32866666666,6.36373333333,9.40013333333,5.8315
380.88,6.1638,10.7319333333,8.08546666667,11.0024363636,5.9956,6.19006666667,6.20153333333,9.2431,5.71646666667
381.24,6.1066,10.6478666667,8.00686666667,10.8863575758,5.92366666667,6.1219,6.12006666667,9.18919999999,5.6621
381.61,6.02636666667,10.4736,7.93456666667,10.7600969697,5.87466666667,6.07836666667,6.0336,9.07973333333,5.59816666667
381.97,6.0275,10.4694666667,7.96983333333,10.7441151515,5.92266666667,6.11163333333,6.05633333333,9.05046666666,5.62056666667
382.33,6.06153333333,10.4409333333,7.9841,10.7508545455,5.95513333333,6.1125,6.052,9.03186666667,5.62836666667
382.69,6.1486,10.5426,8.0448,10.8247818182,6.0358,6.1974,6.15726666667,9.07826666667,5.72593333333
383.05,6.13733333333,10.5378666667,7.99153333333,10.8092545455,6.0514,6.18836666667,6.12226666667,9.0303,5.74946666667
383.41,6.14696666667,10.5019333333,8.00483333333,10.7912060606,6.1106,6.2039,6.1436,9.03323333333,5.8057
383.77,6.0679,10.4063333333,7.91703333333,10.7231454546,6.0336,6.1781,6.04006666666,8.93123333334,5.74103333333
384.14,6.11336666667,10.3905333333,7.94736666667,10.7180242424,6.0844,6.2521,6.09106666667,8.98716666667,5.77733333333
384.50,6.2253,10.4920666667,8.0311,10.8117939394,6.18573333333,6.3782,6.18666666667,9.08833333333,5.85333333333
384.86,6.37943333333,10.5780666667,8.14276666667,10.9228909091,6.30406666667,6.53006666667,6.3334,9.23163333334,6.0
385.22,6.44673333333,10.6245333333,8.23576666667,11.0001030303,6.378,6.615,6.40593333334,9.27183333333,6.08563333333
385.58,6.45173333334,10.6473333333,8.2271,11.0373454545,6.401,6.6039,6.4038,9.26166666667,6.11166666667
385.94,6.47803333333,10.6165333333,8.2245,11.0197575758,6.3964,6.60876666667,6.37206666667,9.27076666667,6.11463333333
386.30,6.47226666667,10.5972,8.19856666667,11.0085030303,6.35513333333,6.61043333333,6.345,9.24176666667,6.11303333333
386.66,6.43463333333,10.4972,8.1419,10.9484909091,6.32406666667,6.5683,6.27186666667,9.18523333333,6.07786666667
387.03,6.41623333333,10.4682666667,8.12353333333,10.9167212121,6.28473333333,6.5671,6.261,9.17329999999,6.04813333333
387.39,6.4659,10.5446,8.13116666667,10.9743030303,6.29053333333,6.64873333333,6.29826666667,9.20596666667,6.05333333333
387.75,6.50443333333,10.5582666667,8.1486,10.9967878788,6.30453333333,6.67676666667,6.3128,9.23826666667,6.07246666667
388.11,6.45333333333,10.4778666667,8.07586666667,10.9419878788,6.25893333333,6.63026666666,6.24913333333,9.17513333333,6.0398
388.47,6.39983333334,10.433,8.05723333333,10.8823090909,6.22406666667,6.6075,6.19726666667,9.07563333333,6.0353
388.83,6.32426666667,10.3490666667,7.9707,10.8044787879,6.14966666667,6.54566666667,6.09386666667,8.96403333333,5.98546666667
389.19,6.30676666667,10.2953333333,7.9044,10.7564848485,6.12386666667,6.53266666667,6.0558,8.9293,6.00946666667
389.55,6.29086666666,10.2537333333,7.8559,10.6935939394,6.06786666667,6.5137,6.0256,8.88893333333,5.98366666667
389.91,6.23403333333,10.1952666667,7.7788,10.6254727273,6.00453333333,6.45443333333,5.95233333333,8.78066666667,5.9561
390.27,6.19633333333,10.0738,7.70833333333,10.5318787879,5.96506666667,6.40103333333,5.89446666667,8.69573333333,5.93786666667
390.63,6.24483333333,10.0933333333,7.71496666667,10.5204363636,5.9988,6.4458,5.92593333333,8.71826666667,5.9732
391.00,6.27326666667,10.0491333333,7.73116666667,10.5232,6.01926666667,6.48956666667,5.91953333334,8.7111,6.0008
391.36,6.2997,9.99300000001,7.72886666667,10.5005090909,6.052,6.49743333333,5.9252,8.69006666667,6.0448
391.72,6.30043333333,9.92980000001,7.6902,10.4446727273,6.04493333333,6.47876666666,5.89993333333,8.64876666667,6.05463333333
392.08,6.27883333333,9.90626666667,7.63403333333,10.3939575758,6.00746666667,6.4761,5.86693333333,8.58166666667,6.0395
392.44,6.26413333333,9.78093333333,7.5436,10.3099757576,5.9478,6.4186,5.80146666667,8.49133333333,6.00973333333
392.80,6.3418,9.79026666667,7.5837,10.3085393939,6.02013333333,6.49256666667,5.8592,8.5002,6.06536666667
393.16,6.38476666667,9.74973333333,7.57373333333,10.3041393939,6.07793333333,6.5156,5.8606,8.48593333333,6.05383333333
393.52,6.4771,9.77940000001,7.63583333333,10.3340181818,6.1758,6.61346666667,5.92073333333,8.52473333333,6.13946666667
393.88,6.54566666667,9.8056,7.66323333333,10.3555212121,6.25846666667,6.6986,5.97806666667,8.56,6.22133333333
394.24,6.56146666667,9.78433333333,7.63923333333,10.3235030303,6.24626666666,6.73833333333,5.97213333333,8.5264,6.228
394.60,6.54856666667,9.69013333333,7.59336666667,10.2630121212,6.20046666667,6.7192,5.92913333333,8.44363333333,6.21963333333
394.96,6.55426666667,9.65579999999,7.54536666667,10.2174484848,6.2082,6.72123333333,5.9184,8.4066,6.2321
395.32,6.53796666667,9.59613333333,7.4953,10.1650787879,6.17313333333,6.70986666667,5.87126666667,8.3226,6.20613333333
395.68,6.51976666667,9.56433333334,7.42906666667,10.0990787879,6.159,6.68696666667,5.85033333333,8.25226666666,6.1962
396.04,6.57216666667,9.52439999999,7.4421,10.1056969697,6.21046666666,6.73163333333,5.885,8.26516666667,6.25766666667
396.40,6.66176666667,9.61373333333,7.5145,10.1409636364,6.3188,6.8516,5.9558,8.32506666667,6.33366666667
396.76,6.60773333333,9.51286666667,7.40513333333,10.0619515151,6.27493333333,6.84746666667,5.89713333333,8.23803333333,6.30193333333
397.12,6.65483333333,9.50000000001,7.3899,10.0455515152,6.2774,6.89763333333,5.9126,8.21916666667,6.34853333333
397.48,6.6315,9.42406666667,7.29826666667,9.98427878788,6.2508,6.8682,5.86753333333,8.1492,6.31773333333
397.84,6.5536,9.31220000001,7.1623,9.87235151516,6.1576,6.79773333334,5.7664,8.01763333333,6.2181
398.20,6.5769,9.28086666666,7.1507,9.84422424243,6.19246666667,6.80626666667,5.772,7.9933,6.2457
398.56,6.6296,9.32380000001,7.1979,9.87529696969,6.2544,6.9247,5.8318,8.0283,6.31256666667
398.92,6.62503333333,9.2414,7.15176666667,9.81758787879,6.22026666667,6.90943333333,5.80253333333,7.9764,6.30206666667
399.28,6.66763333333,9.21653333334,7.1754,9.80137575758,6.23806666667,6.94976666667,5.82033333333,7.9742,6.35746666667
399.64,6.6861,9.1718,7.16403333333,9.77687878788,6.27053333333,6.9948,5.81973333333,7.96853333333,6.38953333333
400.00,6.7134,9.14620000001,7.17033333333,9.76192727273,6.27566666667,7.02813333333,5.80506666667,7.9446,6.40463333333
400.36,6.65143333333,9.0104,7.05863333333,9.66020606062,6.20466666667,6.97016666667,5.72286666667,7.85483333333,6.36233333333
400.72,6.69053333333,9.00806666666,7.10416666667,9.67773333335,6.229,6.9882,5.73066666667,7.88283333333,6.42786666667
401.08,6.6215,8.92526666667,7.06586666667,9.59695757574,6.18493333333,6.94646666667,5.68033333333,7.81513333333,6.41423333333
401.44,6.5611,8.80633333333,6.99516666667,9.49938787878,6.11513333333,6.92783333333,5.59986666667,7.72223333333,6.39403333333
401.80,6.63753333333,8.80533333334,7.0583,9.53577575757,6.18593333333,7.00396666667,5.66946666667,7.77176666667,6.48573333333
402.16,6.64733333333,8.79960000001,7.05383333333,9.53181818182,6.19413333333,7.0464,5.679,7.77923333333,6.5104
402.52,6.6484,8.73399999999,7.00786666667,9.45244242423,6.18806666667,7.02326666667,5.66933333333,7.74243333333,6.51546666667
402.88,6.69576666667,8.7432,7.02236666667,9.45131515153,6.2182,7.0673,5.70386666667,7.74066666667,6.57106666667
403.24,6.65583333333,8.66820000001,6.95083333333,9.38080000001,6.20266666667,7.04786666667,5.65646666667,7.70586666667,6.5547
403.60,6.61413333333,8.62340000001,6.92276666667,9.35913939395,6.16706666667,7.03166666667,5.617,7.65233333333,6.5338
403.95,6.55993333333,8.55566666666,6.84616666667,9.30810909091,6.12233333333,6.98796666667,5.58706666667,7.59666666667,6.47676666667
404.31,6.52203333333,8.54106666667,6.82233333333,9.2809090909,6.11586666667,6.98546666667,5.575,7.56713333333,6.4727
404.67,6.51723333333,8.50553333333,6.79163333333,9.2387030303,6.11893333333,6.9664,5.5722,7.53873333333,6.4478
405.03,6.51996666667,8.47273333333,6.7649,9.20884242424,6.1092,6.97683333333,5.56346666667,7.50823333333,6.45306666667
405.39,6.54866666667,8.48993333333,6.78766666667,9.23861818181,6.1364,7.0047,5.60313333333,7.5432,6.4839
405.75,6.54853333333,8.46613333334,6.78263333333,9.22096363636,6.1306,6.99706666667,5.60426666667,7.53283333333,6.48533333333
406.11,6.54736666667,8.44113333333,6.7619,9.20823636364,6.14433333333,6.96963333333,5.6086,7.51583333333,6.5
406.47,6.5485,8.43073333333,6.75583333333,9.23841818181,6.139,6.97153333333,5.59553333333,7.50386666667,6.50076666667
406.83,6.52316666667,8.42240000001,6.7326,9.22616969698,6.1408,6.97423333333,5.57893333333,7.50153333333,6.49043333333
407.19,6.47026666667,8.38880000001,6.674,9.17856969696,6.10426666667,6.942,5.5356,7.4349,6.44153333333
407.55,6.5202,8.414,6.6953,9.19593333334,6.1418,6.96263333333,5.5626,7.45583333333,6.46603333333
407.90,6.5207,8.40259999999,6.65863333333,9.14626666666,6.13933333333,6.96523333333,5.5274,7.41566666667,6.47223333333
408.26,6.53233333333,8.36153333333,6.621,9.12468484848,6.10433333333,6.9395,5.50133333333,7.37513333333,6.44983333333
408.62,6.5216,8.34619999999,6.5986,9.11363636364,6.08373333333,6.94243333333,5.49366666667,7.34623333333,6.4525
408.98,6.5902,8.39253333333,6.62036666667,9.17850909091,6.143,6.98476666667,5.5308,7.41143333333,6.4972
409.34,6.60836666667,8.39626666666,6.63123333333,9.18904848486,6.1768,6.98273333333,5.53513333333,7.42906666667,6.50953333333
409.70,6.6015,8.37726666666,6.5895,9.18599393939,6.17506666667,6.99043333333,5.50153333334,7.4221,6.4966
410.06,6.6191,8.37939999999,6.6025,9.18559999999,6.1828,7.03156666667,5.5172,7.42573333333,6.4931
410.42,6.60293333333,8.35713333334,6.57723333333,9.15240606061,6.1796,7.02883333333,5.49933333333,7.41173333333,6.47923333333
410.77,6.5655,8.29366666667,6.52503333333,9.11116969697,6.14646666667,6.99183333333,5.45333333333,7.3558,6.43663333333
411.13,6.64006666667,8.33546666667,6.57696666667,9.15324848485,6.21573333333,7.04283333333,5.514,7.417,6.51196666667
411.49,6.651,8.30426666667,6.5736,9.16593939394,6.20113333334,7.06686666667,5.51913333333,7.42866666667,6.53886666667
411.85,6.73183333333,8.35053333333,6.65946666667,9.24832121212,6.26866666667,7.14173333333,5.60586666667,7.49783333333,6.62766666667
412.21,6.81976666666,8.42913333333,6.7692,9.33429696969,6.38946666667,7.2547,5.69626666667,7.59946666667,6.73606666667
412.57,6.83353333333,8.40086666667,6.79076666667,9.32285454547,6.42106666667,7.27946666667,5.7032,7.60653333333,6.72963333333
412.92,6.78053333333,8.34713333333,6.75593333333,9.26221818182,6.3854,7.26396666667,5.6658,7.54583333333,6.6883
413.28,6.77966666667,8.30699999999,6.7369,9.22746060606,6.3566,7.2678,5.6716,7.52333333333,6.70486666667
413.64,6.7947,8.303,6.77336666667,9.2271090909,6.37253333333,7.2882,5.69106666667,7.54233333333,6.7448
414.00,6.7379,8.21666666667,6.70756666667,9.15167272727,6.3218,7.22096666667,5.59566666667,7.4517,6.6998
414.36,6.7623,8.21773333334,6.7069,9.15775151515,6.36293333333,7.2291,5.61026666667,7.45606666667,6.7203
414.72,6.82093333333,8.24346666666,6.73683333333,9.17445454546,6.38446666666,7.26806666667,5.63633333333,7.48006666667,6.79366666667
415.07,6.75256666667,8.13199999999,6.65716666667,9.08735757576,6.29866666666,7.19323333333,5.54653333333,7.38993333333,6.73626666667
415.43,6.7086,8.07586666667,6.60216666667,9.01407878788,6.26106666667,7.16256666667,5.4994,7.31956666667,6.7122
415.79,6.66813333333,8.02006666667,6.54933333333,8.93004242424,6.20726666667,7.11046666667,5.42733333333,7.24123333333,6.6749
416.15,6.60266666667,7.9496,6.46526666667,8.8619030303,6.1218,7.0711,5.37173333334,7.14833333333,6.61696666667
416.51,6.5925,7.90553333333,6.40236666667,8.83141818182,6.09773333333,7.06786666667,5.33606666667,7.10406666667,6.62793333333
416.86,6.60026666666,7.85773333333,6.38,8.80408484849,6.08233333333,7.0771,5.30233333333,7.06223333333,6.65526666667
417.22,6.56876666667,7.80393333334,6.3206,8.75109090909,6.0566,7.0703,5.25566666667,6.9787,6.62263333333
417.58,6.5431,7.7474,6.26813333333,8.6737030303,6.01166666667,7.04856666667,5.21866666667,6.913,6.58126666667
417.94,6.5862,7.7332,6.2668,8.67279393939,6.03186666667,7.0939,5.2446,6.90273333333,6.62123333333
418.29,6.55553333333,7.65213333333,6.20083333333,8.61007272727,5.97566666667,7.0673,5.2012,6.8261,6.6071
418.65,6.52586666667,7.5856,6.14336666667,8.54684242425,5.95413333333,7.0378,5.1546,6.7488,6.58116666667
419.01,6.50323333333,7.52653333333,6.1003,8.49231515151,5.93753333333,7.04083333333,5.13273333333,6.7048,6.5598
419.37,6.51156666667,7.4932,6.08596666667,8.45973939394,5.9442,7.05923333333,5.1362,6.68746666667,6.5695
419.73,6.4769,7.4198,6.02346666667,8.39217575758,5.91086666667,7.04806666667,5.098,6.62623333334,6.5428
420.08,6.44513333333,7.34333333333,5.96143333333,8.32320606061,5.8802,7.02453333333,5.0554,6.5785,6.51913333333
420.44,6.40773333333,7.27113333333,5.92263333333,8.25663030303,5.84313333333,6.9972,5.0218,6.5338,6.4998
420.80,6.37786666667,7.21113333333,5.87486666667,8.19463636364,5.81633333333,6.96626666667,4.99166666667,6.484,6.46543333333
421.16,6.38636666667,7.17893333333,5.85703333333,8.16077575758,5.81713333333,6.97966666667,4.9908,6.47506666667,6.4951
421.51,6.3787,7.12853333333,5.83026666667,8.12943030303,5.81286666667,6.9859,4.98446666667,6.44623333333,6.50586666667
421.87,6.34363333333,7.06166666667,5.78216666667,8.06578787879,5.7796,6.97876666667,4.95486666667,6.40996666667,6.48683333333
422.23,6.3072,6.99273333333,5.73336666667,7.99732727273,5.7442,6.96153333333,4.90786666667,6.35626666667,6.46153333333
422.58,6.2971,6.93713333333,5.70816666667,7.95320606061,5.72846666666,6.96226666667,4.88833333333,6.3291,6.46056666667
422.94,6.30196666667,6.911,5.69886666667,7.93116363636,5.71926666667,6.9751,4.88373333333,6.29506666667,6.48686666667
423.30,6.27516666667,6.84713333333,5.64633333333,7.86694545454,5.69406666667,6.95096666667,4.8446,6.23466666667,6.4757
423.66,6.2784,6.8078,5.62943333333,7.84226666667,5.69306666667,6.956,4.84966666667,6.22983333333,6.49643333333
424.01,6.28023333333,6.77173333334,5.60406666667,7.81321818182,5.69426666667,6.9609,4.8356,6.19566666667,6.51086666667
424.37,6.30736666666,6.76893333333,5.59746666667,7.80522424242,5.70466666667,6.98263333333,4.84826666667,6.18556666667,6.5316
424.73,6.31763333333,6.7552,5.58456666667,7.78406666667,5.71513333333,7.0026,4.8596,6.17403333333,6.55723333333
425.08,6.29746666667,6.71066666667,5.55,7.73750909091,5.69573333333,6.98196666667,4.82326666667,6.13573333333,6.52833333333
425.44,6.30246666667,6.68966666667,5.52753333333,7.71459393939,5.69926666667,6.99043333333,4.80866666667,6.10566666667,6.5381
425.80,6.32443333333,6.6848,5.52716666667,7.71329090909,5.7272,7.00463333333,4.8234,6.09956666667,6.56866666667
426.16,6.34223333333,6.6798,5.52643333333,7.70770909091,5.74553333333,7.02433333333,4.84286666667,6.09836666667,6.59213333333
426.51,6.32863333333,6.636,5.49686666667,7.67924848485,5.7382,7.0218,4.83326666667,6.08303333333,6.5954
426.87,6.3305,6.62873333333,5.4669,7.66372727273,5.75206666667,7.03396666667,4.82566666667,6.07416666667,6.59506666667
427.23,6.34493333333,6.6338,5.46486666667,7.6754,5.77093333333,7.0565,4.83293333333,6.08176666667,6.6154
427.58,6.35403333334,6.6416,5.46736666667,7.67668484849,5.79046666667,7.06593333333,4.82493333333,6.07443333333,6.628
427.94,6.39906666667,6.67846666667,5.5265,7.70145454545,5.84146666667,7.12203333333,4.87946666667,6.12896666667,6.67483333333
428.30,6.4234,6.69526666666,5.543,7.71595151515,5.87926666667,7.15466666667,4.89326666667,6.1452,6.71526666667
428.65,6.43206666667,6.6994,5.5465,7.73793939394,5.88933333333,7.1729,4.908,6.15836666667,6.72773333333
429.01,6.45946666667,6.72206666667,5.57406666667,7.7673030303,5.9068,7.22463333333,4.94513333334,6.16966666667,6.761
429.37,6.45233333333,6.71346666667,5.56566666667,7.76666060606,5.894,7.2276,4.94693333334,6.1669,6.75723333333
429.72,6.4541,6.73466666667,5.58006666667,7.77922424242,5.88953333333,7.23443333333,4.9422,6.17256666667,6.7572
430.08,6.4689,6.74706666667,5.5923,7.79517575758,5.90133333334,7.25656666667,4.9256,6.17463333333,6.7831
430.44,6.4751,6.7842,5.59443333333,7.793,5.89286666667,7.26406666667,4.9404,6.17463333333,6.7968
430.79,6.50326666667,6.79206666667,5.62116666667,7.81510909091,5.89813333333,7.27516666667,4.9648,6.18956666667,6.80956666667
431.15,6.5182,6.79953333333,5.62606666667,7.8236,5.89893333333,7.29133333333,4.98093333333,6.19043333333,6.82956666667
431.50,6.51466666667,6.8004,5.61,7.81595151515,5.89126666667,7.2867,4.9796,6.17066666667,6.8288
431.86,6.48,6.76153333333,5.5589,7.76824848485,5.82886666667,7.22926666667,4.9346,6.1094,6.79993333333
432.22,6.45333333333,6.72646666667,5.52163333333,7.73786060606,5.791,7.20393333333,4.89206666667,6.07896666667,6.7752
432.57,6.46396666667,6.72113333333,5.54873333333,7.74354545454,5.7926,7.20193333333,4.88606666667,6.08236666667,6.7869
432.93,6.47166666667,6.72393333333,5.5506,7.74307878788,5.79473333333,7.18523333333,4.89106666666,6.0931,6.79403333333
433.29,6.49323333333,6.74633333333,5.57966666667,7.75572727273,5.818,7.1976,4.9114,6.13186666667,6.81303333333
433.64,6.4891,6.72393333333,5.55983333333,7.73202424242,5.80273333333,7.17933333333,4.89573333333,6.12603333333,6.80643333333
434.00,6.50926666667,6.7526,5.57373333333,7.74902424242,5.81273333333,7.18476666667,4.92533333333,6.15316666667,6.80476666667
434.35,6.53593333333,6.77133333333,5.59583333333,7.78070909091,5.83766666667,7.20603333333,4.95,6.17316666667,6.81563333333
434.71,6.5376,6.78273333333,5.6024,7.79124848485,5.84753333333,7.20243333333,4.95433333333,6.19856666667,6.83203333333
435.07,6.536,6.80266666667,5.60963333333,7.79870909091,5.85373333333,7.1888,4.94966666667,6.21116666667,6.8282
435.42,6.53273333333,6.79493333333,5.62226666667,7.80144242424,5.85366666666,7.19813333333,4.95046666666,6.20796666667,6.82
435.78,6.534,6.79586666667,5.63123333333,7.82064242424,5.86426666667,7.194,4.95393333333,6.21643333333,6.81963333333
436.13,6.5627,6.83366666667,5.67143333333,7.85738181818,5.8924,7.21876666667,4.99566666667,6.24656666667,6.83733333333
436.49,6.56306666667,6.85706666667,5.65066666667,7.85293939394,5.8856,7.2123,4.98446666667,6.24703333333,6.828
436.84,6.55183333333,6.8622,5.64433333333,7.85307878788,5.88073333333,7.2102,4.96473333333,6.23026666667,6.81553333333
437.20,6.54076666667,6.86806666667,5.6319,7.86313333333,5.8802,7.19706666667,4.96426666667,6.2193,6.82316666667
437.56,6.54803333333,6.89273333333,5.65196666667,7.89063636364,5.8854,7.20653333333,4.98326666667,6.21816666667,6.83066666667
437.91,6.561,6.91946666667,5.67313333333,7.91984848485,5.90813333333,7.21946666667,5.00706666667,6.2447,6.8551
438.27,6.55993333333,6.96253333333,5.69953333333,7.94535151515,5.92593333333,7.23516666666,5.0162,6.26096666667,6.8666
438.62,6.5548,6.96,5.7123,7.93701818182,5.912,7.22813333333,5.0202,6.23976666667,6.84656666667
438.98,6.56936666667,6.95973333333,5.7263,7.95012727273,5.92006666667,7.2412,5.04373333333,6.24806666667,6.85103333333
439.33,6.59976666667,6.9956,5.74606666667,7.98946666667,5.94666666667,7.2716,5.06266666667,6.28983333333,6.88433333333
439.69,6.6325,7.0268,5.76873333333,8.01267272727,5.97426666666,7.29976666667,5.08713333333,6.324,6.91376666667
440.04,6.6363,7.03413333333,5.77253333333,8.0206,5.97553333333,7.30376666667,5.0862,6.3216,6.92763333333
440.40,6.63943333333,7.03646666667,5.77783333333,8.02169090909,5.97393333334,7.3064,5.10153333334,6.31983333333,6.94813333333
440.75,6.68353333333,7.061,5.80893333333,8.05095151515,6.00513333333,7.334,5.14046666667,6.3605,6.97883333333
441.11,6.6839,7.04513333333,5.8142,8.04384242424,6.00006666667,7.33406666667,5.13066666667,6.3448,6.9666
441.47,6.67453333333,7.034,5.80133333333,8.02812121212,5.99846666667,7.32296666667,5.12186666667,6.33733333333,6.968
441.82,6.6634,7.00633333333,5.78076666667,7.99727878788,5.9878,7.32136666667,5.10773333333,6.32136666667,6.9515
442.18,6.679,6.97413333333,5.77806666667,7.9878969697,5.99013333333,7.3322,5.106,6.32836666667,6.95943333333
442.53,6.6971,6.9794,5.7797,7.9997030303,6.0098,7.36186666666,5.11566666667,6.34723333333,6.9957
442.89,6.70656666667,6.96393333333,5.76153333333,7.98001818182,5.99893333333,7.37286666667,5.10613333333,6.34163333333,7.01376666667
443.24,6.6845,6.91853333333,5.72503333333,7.93969090909,5.9724,7.3428,5.09006666667,6.3038,7.00026666667
443.60,6.70016666667,6.90113333333,5.73266666667,7.93726666667,5.989,7.36303333333,5.09253333333,6.29233333333,7.0249
443.95,6.69566666667,6.87046666667,5.7076,7.90368484848,5.98013333334,7.36583333333,5.0802,6.27846666667,7.0234
444.31,6.6899,6.821,5.68116666667,7.85726060606,5.97506666667,7.36546666667,5.05386666667,6.2486,7.01183333333
444.66,6.65233333333,6.76346666667,5.64126666667,7.81504242424,5.9528,7.36363333333,5.02226666667,6.20723333333,7.00543333333
445.02,6.66303333333,6.742,5.62063333333,7.7848060606,5.93846666667,7.3757,5.00333333333,6.19096666667,7.0332
445.37,6.6809,6.7412,5.62733333333,7.76997575758,5.95746666667,7.41,5.00426666667,6.18343333333,7.05893333333
445.72,6.68063333333,6.70833333333,5.61396666667,7.74363030303,5.95393333333,7.41576666667,4.9906,6.1524,7.08416666667
446.08,6.67076666667,6.6716,5.59226666667,7.7061030303,5.94393333333,7.40406666667,4.9738,6.10903333333,7.08756666667
446.43,6.67253333333,6.647,5.5708,7.67945454545,5.94506666667,7.3994,4.9616,6.08403333333,7.0925
446.79,6.66476666667,6.61726666667,5.55993333333,7.64736363636,5.9454,7.4133,4.9538,6.06413333333,7.09693333333
447.14,6.65723333333,6.5866,5.54696666667,7.60543030303,5.93473333333,7.411,4.9324,6.03226666667,7.09656666667
447.50,6.64026666667,6.5474,5.5071,7.55956363636,5.9182,7.4057,4.912,6.0056,7.0906
447.85,6.61946666666,6.4966,5.47296666667,7.51668484849,5.89886666667,7.38736666667,4.8888,5.95996666667,7.07776666667
448.21,6.5941,6.44973333333,5.4427,7.48246666667,5.88646666666,7.37826666667,4.878,5.92763333333,7.0752
448.56,6.61466666667,6.44293333333,5.43816666667,7.46668484849,5.901,7.39696666667,4.88426666667,5.91226666666,7.09873333333
448.92,6.61473333333,6.41933333333,5.41963333333,7.44494545454,5.91293333333,7.40356666667,4.88406666667,5.88263333333,7.09486666667
449.27,6.60716666667,6.36546666667,5.3857,7.41118181818,5.88886666667,7.3892,4.8718,5.85513333333,7.0931
449.62,6.61763333333,6.3498,5.38363333333,7.3973939394,5.88993333333,7.3919,4.86886666667,5.8412,7.0934
449.98,6.6401,6.35753333333,5.38076666667,7.38892727273,5.89606666667,7.42493333333,4.88613333333,5.84403333333,7.1136
450.33,6.62723333333,6.33566666667,5.3672,7.35498787879,5.8942,7.43363333333,4.888,5.83416666667,7.12416666667
450.69,6.61676666667,6.3042,5.3485,7.33212727273,5.87826666667,7.419,4.8688,5.8079,7.11953333333
451.04,6.64023333333,6.3094,5.35146666667,7.33995757576,5.89753333333,7.45983333333,4.88926666667,5.82443333333,7.15166666667
451.40,6.64066666667,6.3028,5.3567,7.32114545454,5.88233333333,7.4522,4.88466666667,5.79936666667,7.14126666667
451.75,6.6711,6.3186,5.3752,7.33473333333,5.9162,7.5011,4.9126,5.8192,7.1849
452.10,6.69356666667,6.32546666667,5.38606666667,7.33926060606,5.92633333333,7.52686666667,4.9144,5.82473333333,7.20186666667
452.46,6.6735,6.2962,5.37296666667,7.31358787879,5.90553333333,7.51086666667,4.892,5.81116666667,7.18526666667
452.81,6.66993333333,6.29226666667,5.36763333333,7.30272121212,5.9172,7.5151,4.91033333333,5.82723333333,7.20313333333
