wavelength,Back_OryFunf,Belly_OryFunf,Breast_OryFunf,Crissum_OryFunf,Crown_OryFunf,DorTail_OryFunf,Patch10_OryFunf,Rump_OryFunf,Throat_OryFunf,WingTip_OryFunf
345.62,5.20543333333,5.079,5.5522,4.764,4.7422,6.03293333333,6.19773333333,4.41724444444,4.87305714286,6.91503333333
345.99,5.6186,5.43166666667,5.86566666667,5.11646666667,5.0372,6.3806,6.50493333333,4.77193333333,5.16503333333,7.20403333333
346.35,5.2643,5.07175,5.64943333333,4.9268,4.73786666666,6.0687,6.20046666667,4.46562222222,4.91432857143,6.936
346.72,5.36123333333,5.18408333333,5.86803333333,5.07526666667,4.83253333333,6.17663333333,6.32393333333,4.58244444444,4.98252857143,6.9566
347.08,5.179,5.01416666667,5.79153333333,4.89076666667,4.7024,6.05996666667,6.10366666667,4.41551111111,4.76964761905,6.85083333333
347.45,4.97073333334,4.91566666667,5.7208,4.6661,4.5856,5.83183333333,5.8916,4.21717777778,4.55885238095,6.75333333333
347.81,4.70153333333,4.79016666667,5.62443333333,4.4107,4.3902,5.66526666667,5.7584,4.11293333333,4.38961904762,6.5723
348.18,4.6978,4.91666666667,5.63603333333,4.45706666667,4.52166666667,5.74076666667,5.78193333333,4.17533333334,4.46358095238,6.61823333333
348.54,4.5887,4.78791666667,5.40256666667,4.33606666667,4.38666666666,5.58613333333,5.7432,3.99564444444,4.34969523809,6.4591
348.91,4.7864,5.0565,5.58313333333,4.52406666667,4.51,5.8011,5.856,4.14011111111,4.43598095238,6.641
349.27,4.77006666667,5.0905,5.50116666667,4.56003333333,4.50273333333,5.83453333333,5.88766666666,4.17122222222,4.44777142857,6.6594
349.64,4.7075,5.07858333333,5.55783333333,4.6036,4.53266666666,5.72683333333,5.92066666667,4.1978,4.48147619048,6.71506666667
350.00,4.5166,4.99575,5.44746666667,4.5526,4.38066666667,5.6271,5.8092,3.977,4.43328571429,6.6213
350.37,4.6803,5.11558333333,5.5728,4.6911,4.47866666667,5.82646666667,5.92986666667,4.10284444445,4.59652380952,6.7373
350.73,4.52683333333,4.95816666667,5.369,4.6133,4.3802,5.68156666667,5.83786666667,3.91926666667,4.52980952381,6.71623333333
351.10,4.51196666667,4.94633333333,5.43186666667,4.66913333333,4.41766666667,5.73463333333,5.9462,3.92666666667,4.62039047619,6.83026666667
351.46,4.42996666667,4.85033333333,5.20656666667,4.64063333333,4.257,5.73953333333,5.7932,3.83242222222,4.63544285714,6.68763333333
351.83,4.72403333333,5.0155,5.42163333333,4.95686666667,4.5346,6.03456666667,5.99786666667,4.03177777778,4.79444761905,6.9694
352.19,4.6417,4.85875,5.48013333333,4.84366666667,4.41926666667,5.8926,5.90293333333,3.91064444444,4.71314285714,6.90763333333
352.55,4.67793333333,4.8805,5.58153333333,4.84863333333,4.50853333333,5.87906666667,5.7956,3.92053333333,4.69882857143,6.94993333333
352.92,4.4747,4.66158333333,5.3176,4.6359,4.33293333333,5.64966666667,5.62473333333,3.72748888889,4.52805714286,6.6821
353.28,4.36516666667,4.49475,5.28046666667,4.53836666667,4.13386666667,5.51756666667,5.4942,3.63811111111,4.43996666667,6.5876
353.65,4.45263333333,4.5065,5.24983333333,4.49136666667,4.07793333333,5.59136666667,5.44606666667,3.65211111111,4.48255238095,6.6719
354.01,4.54126666667,4.61275,5.34066666667,4.61143333333,4.2494,5.77023333333,5.58053333333,3.82104444444,4.54083333333,6.8501
354.38,4.56453333333,4.77791666667,5.3704,4.68213333333,4.33773333333,5.80303333333,5.704,3.86991111111,4.60516190476,6.89236666667
354.74,4.5832,4.77375,5.36253333333,4.58813333333,4.346,5.782,5.5782,3.82604444445,4.52735238095,6.9208
355.11,4.54063333333,4.67008333333,5.1661,4.41266666667,4.21013333333,5.6431,5.413,3.70013333333,4.40464285714,6.77186666667
355.47,4.51396666667,4.59341666667,5.2517,4.38763333333,4.1938,5.58816666667,5.44653333333,3.75982222222,4.38451428571,6.73203333333
355.83,4.3542,4.51208333333,5.19496666667,4.30066666667,4.04746666667,5.39893333333,5.33393333333,3.68493333333,4.34563809524,6.55826666667
356.20,4.42013333333,4.5835,5.19826666667,4.3795,4.1094,5.48556666667,5.39686666667,3.75168888889,4.33336666667,6.56393333333
356.56,4.3188,4.50583333333,5.14663333333,4.39123333333,4.01146666667,5.4326,5.41893333333,3.70477777778,4.29074761905,6.56686666667
356.93,4.40826666667,4.66158333333,5.28316666667,4.55346666667,4.16793333333,5.5525,5.57313333333,3.87244444445,4.42343809524,6.8264
357.29,4.5051,4.85775,5.405,4.69196666667,4.35066666667,5.70193333333,5.71033333333,3.97824444444,4.52855714286,6.9547
357.66,4.4248,4.85025,5.3477,4.72313333333,4.32973333333,5.66796666667,5.70586666667,3.91573333333,4.44014761905,6.81743333333
358.02,4.2518,4.66658333333,5.18736666667,4.50826666667,4.06046666667,5.40503333333,5.4364,3.69384444444,4.19841904762,6.53996666667
358.38,4.29803333333,4.65141666666,5.20433333333,4.4834,4.04273333333,5.40446666667,5.38786666667,3.686,4.20323333333,6.52453333333
358.75,4.345,4.63416666667,5.22216666667,4.4507,4.06333333333,5.41276666667,5.4638,3.73593333333,4.20443809524,6.4703
359.11,4.36653333333,4.69141666666,5.34093333333,4.64046666667,4.1464,5.45376666667,5.51086666667,3.79457777778,4.26115714286,6.46853333333
359.48,4.45903333334,4.84625,5.40143333333,4.7454,4.28673333333,5.56113333333,5.621,3.85606666667,4.34311428571,6.59583333333
359.84,4.63073333333,4.94666666667,5.47726666667,4.89816666667,4.4432,5.76346666667,5.74606666667,3.98835555556,4.48454285714,6.8118
360.20,4.7209,5.04291666667,5.5939,4.95816666667,4.525,5.86113333333,5.82793333333,4.04526666667,4.63199047619,6.91063333333
360.57,4.79826666667,5.12083333333,5.61843333333,4.94113333333,4.57913333333,5.9444,5.88533333333,4.16733333334,4.67995714286,6.94803333333
360.93,4.67576666667,5.02158333333,5.53383333333,4.81086666667,4.42886666667,5.84186666667,5.7956,4.02586666667,4.58751904762,6.80503333333
361.29,4.64816666667,4.96166666667,5.48233333333,4.80176666667,4.412,5.80806666667,5.75026666667,4.01173333334,4.5925,6.7587
361.66,4.7422,5.02733333333,5.60526666667,4.90476666667,4.50573333333,5.87176666667,5.85833333333,4.15306666667,4.76769047619,6.87816666667
362.02,4.84756666667,5.12158333333,5.74523333333,5.0349,4.65266666667,5.9361,5.9996,4.26053333333,4.94552857143,7.00866666667
362.39,4.8035,5.05158333333,5.7281,5.00026666667,4.59053333333,5.83433333333,5.9456,4.23033333333,4.92533809524,6.96353333333
362.75,4.81856666667,5.12991666667,5.7724,5.08166666667,4.61726666667,5.83776666667,5.94673333333,4.27426666667,5.05287619048,7.01286666667
363.11,4.83193333333,5.22258333333,5.7977,5.01516666667,4.63913333333,5.84113333333,5.99766666667,4.33975555556,5.06836190476,7.10156666667
363.48,4.694,5.12125,5.64186666667,4.91366666667,4.46273333333,5.69863333333,5.87813333333,4.26488888889,4.96388571429,6.9312
363.84,4.6742,5.111,5.61886666667,4.88283333333,4.47873333334,5.64636666667,5.84886666667,4.21817777778,4.93780476191,6.89583333333
364.20,4.65993333333,5.13425,5.57313333333,4.89776666667,4.47526666667,5.62136666667,5.799,4.24737777778,4.93745714286,6.94633333333
364.57,4.772,5.22825,5.6517,5.02586666667,4.57186666667,5.68463333333,5.85066666667,4.3162,5.0243,7.05016666667
364.93,4.9277,5.36558333333,5.75956666667,5.1785,4.70173333333,5.81326666667,5.94633333333,4.49002222222,5.17247619048,7.22
365.29,4.98236666667,5.38941666666,5.88693333333,5.16646666667,4.71773333333,5.83996666667,5.98553333333,4.51413333333,5.18933809524,7.26636666667
365.66,4.96606666667,5.35358333333,5.78653333333,5.0774,4.6318,5.79226666667,5.87066666667,4.41291111111,5.10471428571,7.21286666667
366.02,4.97346666666,5.32425,5.7776,5.00016666667,4.63406666667,5.78036666667,5.85733333333,4.41602222222,5.10348095238,7.24833333333
366.38,5.13816666667,5.512,5.86466666667,5.17493333333,4.80873333333,5.97076666667,6.06233333333,4.60982222222,5.20865238095,7.4541
366.75,5.0628,5.45283333334,5.75343333333,5.09116666667,4.746,5.916,5.9816,4.50293333333,5.06037142857,7.4243
367.11,5.033,5.38558333334,5.8024,5.07766666667,4.71853333334,5.89736666666,5.95826666667,4.44344444444,5.0209047619,7.28933333333
367.47,5.12013333333,5.36208333333,5.89053333333,5.0837,4.80166666667,5.9095,5.9906,4.43975555556,5.04615714286,7.34616666667
367.84,5.08346666667,5.28508333333,5.8283,5.02046666667,4.73186666667,5.79926666667,5.90666666667,4.39355555556,4.96704761905,7.29773333333
368.20,5.20796666667,5.36233333333,5.9371,5.13713333333,4.8484,5.90246666666,6.02553333333,4.46126666666,5.10800952381,7.3412
368.56,5.09196666667,5.28808333333,5.8721,4.99376666667,4.7794,5.84706666667,5.96753333333,4.37986666667,5.02822380953,7.20853333333
368.93,4.9718,5.15741666667,5.80093333333,4.8949,4.66686666667,5.72236666667,5.86393333333,4.25844444445,4.859,7.046
369.29,4.9292,5.20425,5.7426,4.89173333333,4.65333333333,5.71773333334,5.82333333333,4.26573333334,4.87956666667,7.07026666667
369.65,4.77773333333,5.125,5.6583,4.81403333333,4.5664,5.63303333334,5.77053333333,4.16884444445,4.75478095238,6.92346666667
370.01,4.7111,5.136,5.5405,4.79846666667,4.48613333333,5.58793333333,5.6962,4.10671111111,4.68922380952,6.8279
370.38,4.46663333333,4.94633333333,5.33596666667,4.53543333333,4.29406666667,5.4287,5.4544,3.85855555556,4.50254761905,6.6276
370.74,4.62396666667,5.10358333334,5.4996,4.72173333333,4.381,5.56533333334,5.58646666667,4.018,4.62598095238,6.7566
371.10,4.6979,5.14816666667,5.4733,4.8177,4.42453333333,5.60856666667,5.67366666667,4.1158,4.71354761905,6.85396666667
371.46,4.732,5.24333333334,5.56766666667,4.9187,4.5452,5.73756666667,5.78706666667,4.18711111111,4.79614285714,6.94613333333
371.83,4.84126666667,5.43275,5.73333333333,5.04146666667,4.65666666667,5.91506666667,5.916,4.31515555555,4.97256666667,7.10506666667
372.19,4.86636666667,5.55041666667,5.7627,5.11216666667,4.6932,5.92706666667,5.98066666667,4.417,4.94396666667,7.1627
372.55,4.93833333333,5.65041666667,5.86513333333,5.21493333333,4.69813333333,5.94136666667,5.97406666667,4.42164444445,4.96886190476,7.25603333333
372.92,5.05613333333,5.80383333333,5.98753333333,5.3421,4.82286666667,6.0583,6.0684,4.5394,5.15726190476,7.32893333333
373.28,5.0314,5.76333333333,5.9424,5.27943333333,4.75533333333,5.93796666667,6.05213333333,4.48764444445,5.10159047619,7.25953333333
373.64,5.292,6.0105,6.23206666667,5.49953333333,4.9648,6.12596666667,6.2368,4.67922222222,5.36882380953,7.52883333333
374.00,5.3779,6.04733333334,6.29496666667,5.5578,5.03773333333,6.20056666667,6.2946,4.79133333333,5.47046666667,7.55466666667
374.37,5.56806666667,6.179,6.48003333333,5.77136666667,5.15473333333,6.2934,6.45786666667,4.95666666667,5.60534761905,7.74136666667
374.73,5.42936666667,6.03383333333,6.38366666667,5.6404,5.06733333333,6.21946666667,6.33373333333,4.83268888889,5.54564761905,7.63923333333
375.09,5.44123333333,6.05691666667,6.37216666667,5.59713333333,5.1074,6.21286666667,6.3072,4.86288888889,5.55301904762,7.6749
375.45,5.5465,6.20275,6.49066666667,5.6836,5.15186666667,6.34096666667,6.377,4.96575555556,5.65297619048,7.81486666667
375.81,5.42143333333,6.10008333333,6.3506,5.50973333333,5.0222,6.20593333333,6.28433333333,4.86242222222,5.5013047619,7.65746666667
376.18,5.28066666667,5.96166666667,6.25456666667,5.3422,4.87186666667,6.08133333333,6.13413333333,4.69935555556,5.43034285714,7.4971
376.54,5.19046666667,5.81416666667,6.1382,5.24226666667,4.83306666667,5.97086666667,6.09053333333,4.62037777778,5.37746666667,7.3765
376.90,5.0382,5.61075,5.9157,5.0478,4.6758,5.82066666667,5.92646666667,4.44555555556,5.17824285714,7.24666666667
377.26,5.10026666667,5.60633333333,5.91403333333,5.08673333333,4.69873333333,5.9025,5.9522,4.47006666667,5.19562380953,7.3146
377.63,4.96733333333,5.48991666667,5.74273333333,4.94116666667,4.5772,5.75446666667,5.84446666667,4.36248888889,5.07066190476,7.122
377.99,4.83896666667,5.39858333333,5.62953333333,4.84563333333,4.47526666667,5.62636666667,5.72466666667,4.18804444444,4.93428095238,7.04536666667
378.35,4.76806666667,5.35933333333,5.58313333333,4.72953333333,4.4088,5.52896666667,5.61246666667,4.09835555556,4.86665714286,6.93396666667
378.71,4.9312,5.52,5.7425,4.82933333333,4.52853333333,5.64086666667,5.77266666667,4.24977777778,4.97342857143,7.0431
379.07,4.85823333333,5.39216666667,5.6698,4.77976666667,4.4462,5.5981,5.6848,4.12686666667,4.89646666667,6.92176666667
379.44,4.80066666667,5.28383333334,5.5931,4.6976,4.3692,5.5023,5.59333333333,4.03611111111,4.83456190476,6.8103
379.80,4.74913333333,5.21283333334,5.53656666667,4.65936666667,4.32593333333,5.45546666667,5.50473333334,3.99231111111,4.79824761905,6.76003333333
380.16,4.69966666667,5.10658333333,5.4588,4.6125,4.2672,5.3966,5.45533333333,3.93495555555,4.7419952381,6.68603333333
380.52,4.6971,5.09975,5.38046666667,4.61453333333,4.2442,5.402,5.4442,3.97093333333,4.73506666667,6.6814
380.88,4.8053,5.23583333333,5.55276666667,4.7909,4.37506666667,5.50606666667,5.5962,4.11086666667,4.91776666667,6.832
381.24,4.69873333333,5.21875,5.50266666667,4.7507,4.36366666667,5.41016666667,5.525,4.08391111111,4.91727619047,6.70443333333
381.61,4.7013,5.22775,5.53303333333,4.82333333333,4.4158,5.46603333333,5.57513333334,4.11964444444,4.9388,6.79476666667
381.97,4.74206666667,5.34533333333,5.60483333333,4.8944,4.476,5.54696666667,5.68393333333,4.22415555555,5.04504761905,6.8572
382.33,4.72273333333,5.365,5.59486666667,4.9129,4.53206666667,5.6347,5.7212,4.248,5.10392380952,6.87073333333
382.69,4.55196666667,5.18675,5.42506666667,4.7838,4.37273333333,5.5136,5.54933333333,4.0986,4.96444761905,6.7111
383.05,4.6805,5.31658333333,5.53556666667,4.90773333333,4.4378,5.61906666667,5.65526666667,4.18962222222,5.06684761905,6.81586666667
383.41,4.65403333333,5.29066666667,5.49893333333,4.8559,4.39766666667,5.55743333333,5.6292,4.14686666667,5.0159,6.79216666667
383.77,4.72176666667,5.31283333333,5.59206666667,4.93886666667,4.4408,5.60846666667,5.71266666667,4.18308888889,5.0820047619,6.85926666667
384.14,4.80623333333,5.389,5.67403333333,5.0272,4.4832,5.68086666667,5.771,4.24924444444,5.18123333333,6.9746
384.50,4.75273333333,5.37333333333,5.7026,4.9682,4.42726666667,5.648,5.6988,4.16628888889,5.14541428572,6.97926666667
384.86,4.7035,5.331,5.62326666667,4.85883333333,4.3314,5.55673333333,5.63133333333,4.11591111111,5.07426190476,6.87076666667
385.22,4.73493333333,5.3675,5.61423333333,4.85483333333,4.3274,5.58443333333,5.64906666667,4.10215555556,5.07395714286,6.92023333333
385.58,4.714,5.33366666666,5.59956666667,4.82606666667,4.3078,5.56453333333,5.61786666667,4.09655555555,5.08618095238,6.89863333333
385.94,4.67913333333,5.25008333333,5.53626666667,4.7615,4.25653333333,5.52776666667,5.55673333333,4.05764444444,5.03446666667,6.82946666667
386.30,4.77403333333,5.32408333334,5.6105,4.88396666667,4.33213333333,5.58196666667,5.664,4.17906666667,5.09993333333,6.92216666667
386.66,4.81786666667,5.43341666666,5.67366666667,4.9771,4.41393333333,5.6319,5.7226,4.24842222222,5.19196666667,6.9764
387.03,4.67143333333,5.333,5.55836666667,4.8069,4.28506666667,5.50426666667,5.56666666667,4.15051111111,5.0634952381,6.8859
387.39,4.65133333333,5.32275,5.5133,4.79486666667,4.272,5.4989,5.57633333333,4.17486666667,5.07872857143,6.85253333333
387.75,4.50113333333,5.22308333333,5.38086666667,4.68643333333,4.152,5.3804,5.44573333333,4.06251111111,4.96918095238,6.74503333333
388.11,4.38676666667,5.14525,5.27993333333,4.61823333333,4.0846,5.33496666667,5.3632,3.98553333333,4.84830952381,6.63073333333
388.47,4.38556666667,5.12033333333,5.24216666667,4.6384,4.1008,5.34603333333,5.3806,3.98371111111,4.85737142857,6.55636666667
388.83,4.35213333333,5.08533333333,5.1678,4.64536666667,4.08653333333,5.33986666667,5.31986666667,3.92691111111,4.8487,6.52916666667
389.19,4.38426666667,5.11341666666,5.20673333333,4.73936666667,4.09913333333,5.41366666666,5.35426666667,3.94597777778,4.88594285714,6.544
389.55,4.43656666667,5.143,5.21776666667,4.74526666667,4.1138,5.41876666667,5.36453333333,3.9548,4.90024285714,6.54153333333
389.91,4.55353333333,5.24216666667,5.35343333333,4.86483333333,4.21906666667,5.50733333333,5.46213333333,4.07404444444,5.00482380952,6.64416666667
390.27,4.5703,5.2855,5.351,4.8668,4.2132,5.514,5.46126666667,4.04606666667,5.03000952381,6.65243333333
390.63,4.59106666666,5.25758333333,5.3298,4.83,4.19553333333,5.4733,5.46866666667,4.02673333333,4.99099047619,6.6768
391.00,4.67023333333,5.37866666666,5.4318,4.94113333333,4.30073333333,5.518,5.558,4.10731111111,5.09011904762,6.73213333333
391.36,4.64646666667,5.41233333333,5.46373333333,4.9908,4.31113333333,5.5069,5.53986666667,4.11791111111,5.09333809524,6.74873333333
391.72,4.74793333333,5.50875,5.5377,5.079,4.38666666667,5.58016666667,5.62306666667,4.20777777778,5.16050952381,6.76326666667
392.08,4.7263,5.49,5.5212,5.06273333333,4.36993333333,5.5258,5.6144,4.17462222222,5.14686666667,6.74113333333
392.44,4.70386666667,5.46925,5.51206666667,5.03886666667,4.3512,5.5072,5.60853333333,4.15891111111,5.12815238095,6.7307
392.80,4.80646666667,5.5445,5.65403333333,5.1143,4.44433333333,5.59776666667,5.70826666667,4.26033333333,5.20614761905,6.8457
393.16,4.7626,5.55566666667,5.63926666667,5.0404,4.45,5.54666666667,5.67906666667,4.25353333333,5.17774761905,6.84146666667
393.52,4.7986,5.6285,5.70146666667,5.0807,4.51713333333,5.61803333333,5.7318,4.29597777778,5.21742380952,6.88783333333
393.88,4.71,5.56816666667,5.57943333333,4.99716666667,4.43166666667,5.5195,5.65206666667,4.17017777778,5.09901904762,6.77096666667
394.24,4.5968,5.45966666667,5.50446666667,4.90826666667,4.32086666667,5.40886666667,5.526,4.06333333333,4.98817619048,6.64526666667
394.60,4.54846666667,5.44733333333,5.5166,4.9223,4.2886,5.38193333334,5.49786666667,4.02084444445,4.98690952381,6.5799
394.96,4.59493333333,5.44458333333,5.5135,4.93813333333,4.30693333333,5.44383333333,5.55093333333,4.03802222222,5.0006,6.63356666667
395.32,4.61743333333,5.46675,5.4829,4.9398,4.30226666667,5.45413333333,5.55213333333,4.02275555556,5.00825238095,6.62643333333
395.68,4.52513333333,5.417,5.42213333333,4.88626666667,4.25166666667,5.38123333333,5.48686666667,3.93871111111,4.9635952381,6.57983333333
396.04,4.51116666667,5.40708333333,5.3997,4.87253333333,4.23573333333,5.33696666667,5.4622,3.92351111111,4.93263333333,6.54403333333
396.40,4.52776666667,5.48591666667,5.44926666667,4.91073333333,4.26793333333,5.35766666667,5.50473333333,3.96655555556,4.98867619048,6.61063333333
396.76,4.43383333333,5.447,5.381,4.858,4.22706666667,5.3081,5.48646666667,3.90215555556,4.91335238095,6.525
397.12,4.43416666667,5.38866666666,5.38986666667,4.8879,4.19546666667,5.28373333333,5.4844,3.89128888889,4.89945238095,6.5008
397.48,4.43966666667,5.37675,5.3693,4.89293333333,4.15706666667,5.2371,5.469,3.90557777778,4.89534285714,6.49333333333
397.84,4.464,5.41325,5.46006666667,4.9348,4.23326666667,5.28343333333,5.51546666667,3.99211111111,4.98851428571,6.54346666667
398.20,4.48753333333,5.42566666667,5.4524,4.9464,4.29766666667,5.29183333333,5.5564,4.0208,5.02432380952,6.56453333333
398.56,4.53403333333,5.4545,5.4406,4.93946666667,4.38233333333,5.35076666667,5.60393333333,4.08231111111,5.0568,6.6399
398.92,4.50386666666,5.44733333334,5.4495,4.95856666667,4.37006666667,5.32956666667,5.5868,4.05946666667,5.04763333333,6.60293333333
399.28,4.43903333334,5.37383333333,5.42973333333,4.8812,4.33353333333,5.2533,5.54526666667,4.01506666667,4.99081904762,6.53746666667
399.64,4.60323333333,5.513,5.56156666667,5.00333333333,4.50873333333,5.39933333333,5.683,4.14846666667,5.14875714286,6.6895
400.00,4.63303333333,5.55508333333,5.58313333333,5.0255,4.525,5.45813333334,5.74046666667,4.17597777778,5.20174761905,6.72096666667
400.36,4.7445,5.59916666666,5.64596666667,5.0985,4.58573333333,5.52583333333,5.80673333333,4.24326666667,5.2521,6.77033333333
400.72,4.81336666667,5.68075,5.6961,5.15883333333,4.63733333333,5.53763333333,5.81846666667,4.28517777778,5.30497619048,6.83496666667
401.08,4.84796666667,5.76308333333,5.73613333333,5.18206666667,4.6978,5.5698,5.8672,4.31704444444,5.34253333333,6.84863333333
401.44,4.77586666667,5.75783333334,5.70826666667,5.17893333333,4.67553333333,5.53806666667,5.86573333333,4.26562222222,5.30378095238,6.81176666667
401.80,4.75376666667,5.77183333333,5.692,5.17916666667,4.63326666667,5.53176666667,5.8618,4.24782222222,5.2656,6.7885
402.16,4.78436666667,5.77633333333,5.75333333333,5.2053,4.6236,5.5706,5.8894,4.25906666667,5.27037619048,6.80393333333
402.52,4.76776666667,5.78833333333,5.74086666667,5.23146666667,4.56946666667,5.5349,5.87546666666,4.23148888889,5.24405238095,6.76623333333
402.88,4.75853333333,5.7755,5.73436666667,5.2131,4.58686666666,5.49853333333,5.8838,4.23306666667,5.28232857143,6.75253333333
403.24,4.7901,5.7985,5.7674,5.2407,4.61573333333,5.50793333333,5.90053333333,4.23468888889,5.28520952381,6.7711
403.60,4.77913333333,5.81483333333,5.75796666667,5.25403333333,4.58686666667,5.50333333333,5.9052,4.24213333333,5.25767142857,6.75816666667
403.95,4.79153333333,5.84533333333,5.7875,5.28663333333,4.61733333333,5.50416666667,5.93446666667,4.27484444445,5.27554285714,6.7772
404.31,4.73616666666,5.80766666666,5.75183333333,5.26123333333,4.5764,5.4544,5.8592,4.22653333333,5.24837142857,6.7474
404.67,4.6867,5.76916666667,5.74266666667,5.2143,4.53493333333,5.44683333333,5.84813333333,4.18735555555,5.21512380952,6.69726666667
405.03,4.67876666666,5.7285,5.69603333333,5.21083333333,4.53773333333,5.4231,5.846,4.20362222222,5.20679047619,6.725
405.39,4.678,5.6915,5.673,5.18,4.5286,5.4201,5.80873333333,4.1904,5.21383333333,6.70463333333
405.75,4.71306666667,5.7015,5.68793333333,5.1839,4.52533333333,5.4465,5.83486666667,4.19197777778,5.25810952381,6.76043333333
406.11,4.7023,5.72525,5.665,5.17443333333,4.53513333333,5.43456666667,5.8164,4.20464444444,5.27371904762,6.7713
406.47,4.70313333333,5.70875,5.6706,5.16073333333,4.56513333333,5.42213333333,5.8192,4.20675555555,5.28439523809,6.77763333333
406.83,4.70596666667,5.68791666667,5.6722,5.16516666667,4.55866666667,5.43393333333,5.82733333333,4.20622222222,5.2653047619,6.79293333333
407.19,4.67526666667,5.65416666667,5.65836666667,5.16536666667,4.5372,5.4182,5.81073333333,4.18415555555,5.26751904762,6.78183333333
407.55,4.6767,5.653,5.67046666667,5.1681,4.5438,5.42853333333,5.81573333333,4.20855555556,5.29565238095,6.80036666667
407.90,4.672,5.66666666667,5.69546666667,5.152,4.5718,5.41836666667,5.80573333333,4.1952,5.31300952381,6.8032
408.26,4.6391,5.66983333333,5.68543333333,5.12083333333,4.55586666667,5.36646666667,5.81833333333,4.16653333333,5.27757619048,6.78373333333
408.62,4.6642,5.67566666667,5.68233333333,5.1549,4.57,5.3614,5.82993333333,4.20395555556,5.32933809524,6.82013333333
408.98,4.60573333333,5.66725,5.69436666667,5.10756666667,4.4988,5.34276666667,5.76433333333,4.13573333333,5.3266047619,6.74623333333
409.34,4.63653333333,5.72058333333,5.72276666667,5.13456666667,4.53153333333,5.35086666667,5.79006666667,4.15337777778,5.32946190476,6.78506666667
409.70,4.63583333333,5.71141666667,5.7275,5.158,4.5708,5.33336666667,5.77853333333,4.16162222222,5.30362380953,6.77786666667
410.06,4.68946666667,5.76816666667,5.80876666667,5.19633333333,4.6114,5.36286666667,5.82433333333,4.19668888889,5.35189047619,6.79933333333
410.42,4.65613333333,5.73666666667,5.7833,5.1612,4.5672,5.33213333334,5.7856,4.15248888889,5.31505238095,6.76736666667
410.77,4.63803333333,5.77508333333,5.80023333333,5.1907,4.5628,5.3194,5.76346666667,4.15006666667,5.30827619048,6.7505
411.13,4.6676,5.8085,5.79666666667,5.20223333333,4.5712,5.31176666667,5.7676,4.1798,5.31405238095,6.74256666667
411.49,4.64193333333,5.78941666666,5.78966666667,5.1893,4.53453333333,5.24683333333,5.7608,4.13542222222,5.2724,6.71856666667
411.85,4.68873333334,5.81841666667,5.79386666667,5.22643333333,4.53713333333,5.25093333333,5.75546666667,4.1572,5.27669047619,6.72796666667
412.21,4.75713333333,5.88675,5.8703,5.30453333333,4.5882,5.3356,5.8008,4.25371111111,5.36884285714,6.7895
412.57,4.79196666667,5.93241666667,5.92596666667,5.33553333333,4.62146666667,5.3747,5.8172,4.2786,5.38670952381,6.79763333333
412.92,4.82093333333,5.94258333333,5.93976666667,5.3748,4.64193333333,5.38036666667,5.82806666667,4.26066666667,5.38548095238,6.83336666667
413.28,4.75563333333,5.84841666667,5.89966666667,5.34503333333,4.558,5.326,5.77513333333,4.20864444444,5.33851428571,6.77673333333
413.64,4.72836666667,5.82366666666,5.874,5.3317,4.5012,5.2764,5.73713333333,4.17075555556,5.29950952381,6.73206666667
414.00,4.63146666667,5.75433333333,5.8087,5.30126666667,4.429,5.20363333333,5.67213333334,4.11244444445,5.22151904762,6.6686
414.36,4.69653333334,5.83308333333,5.8731,5.3874,4.4824,5.27433333333,5.7516,4.20126666667,5.32836666667,6.73543333333
414.72,4.752,5.86533333333,5.89863333333,5.409,4.5108,5.29426666667,5.79353333333,4.24964444444,5.36038571428,6.78326666667
415.07,4.79613333333,5.90266666667,5.9421,5.45893333333,4.5366,5.34156666667,5.8368,4.27862222222,5.41449047619,6.8432
415.43,4.7419,5.84641666667,5.90243333333,5.39843333333,4.4958,5.30896666666,5.77266666667,4.23277777778,5.38707619048,6.77956666667
415.79,4.74686666667,5.8445,5.93273333333,5.39533333333,4.50453333333,5.351,5.7698,4.22571111111,5.4199,6.8132
416.15,4.75563333333,5.86916666667,5.93636666667,5.4275,4.52286666667,5.3569,5.80873333334,4.22106666667,5.43180952381,6.80393333333
416.51,4.7241,5.85391666667,5.88743333333,5.38426666667,4.49046666667,5.3252,5.77946666666,4.17008888889,5.39642380952,6.7871
416.86,4.67436666666,5.82783333334,5.8293,5.3402,4.44293333333,5.28036666667,5.72866666667,4.1478,5.35986190476,6.73086666667
417.22,4.69156666667,5.8795,5.87156666667,5.35023333333,4.489,5.30383333333,5.74513333333,4.16793333333,5.38222857143,6.72203333333
417.58,4.6729,5.88933333334,5.877,5.35,4.47746666667,5.30183333333,5.73533333333,4.16915555556,5.39677142857,6.7269
417.94,4.72716666667,5.92216666667,5.89253333333,5.38226666667,4.51146666667,5.34553333333,5.77693333333,4.20555555555,5.43601428571,6.77186666667
418.29,4.7682,5.97608333333,5.93333333333,5.43593333333,4.56226666667,5.378,5.81393333333,4.24488888889,5.46057619047,6.81536666667
418.65,4.75046666667,5.98216666667,5.93106666667,5.4359,4.541,5.37293333333,5.79333333333,4.22493333333,5.47511904762,6.80863333333
419.01,4.74263333333,6.00733333333,5.93666666667,5.44023333333,4.55953333333,5.3814,5.79486666667,4.23122222222,5.48238571429,6.80093333333
