wavelength,Back_HemAtrf,Belly_HemAtrf,Breast_HemAtrf,Crissum_HemAtrf,Crown_HemAtrf,DorTail_HemAtrf,Patch10_HemAtrf,Rump_HemAtrf,Throat_HemAtrf,WingTip_HemAtrf
387.39,5.17413333333,13.2140666667,12.4821,8.65560000001,4.86626666667,7.40113333333,11.6610666667,5.9976,6.6346,7.76153333333
387.75,5.2622,13.2890666667,12.5704,8.74506666666,4.97486666666,7.47973333333,11.8106,6.11206666667,6.77213333333,7.87766666667
388.11,5.21973333333,13.2548666666,12.5029666667,8.71560000001,4.97013333333,7.49933333333,11.8158666667,6.08713333333,6.758,7.88966666667
388.47,5.2324,13.2316,12.5203666667,8.72813333334,4.99733333333,7.52086666667,11.8820666667,6.0658,6.74686666666,7.91553333333
388.83,5.35653333333,13.2778666667,12.5545333333,8.81013333335,5.09273333333,7.64486666667,12.0374666667,6.16133333333,6.8762,8.00593333333
389.19,5.41993333333,13.2668,12.5761,8.83299999999,5.1632,7.70253333333,12.1236666667,6.203,6.93546666667,8.0698
389.55,5.44613333333,13.2456,12.5946,8.80973333333,5.1964,7.71433333334,12.1931333333,6.21426666666,6.91986666667,8.098
389.91,5.4844,13.1671333333,12.5599,8.80893333333,5.222,7.7476,12.2340666667,6.222,6.9444,8.11
390.27,5.42866666667,13.0776666667,12.4835,8.74160000001,5.18266666667,7.70846666667,12.2058,6.15926666667,6.90153333333,8.03746666667
390.63,5.45346666667,13.0174666667,12.4898333333,8.78233333335,5.227,7.72746666666,12.2582666667,6.16993333333,6.9442,8.08426666667
391.00,5.42966666667,12.9256666667,12.4165,8.75573333332,5.18413333333,7.72333333333,12.2540666667,6.13553333333,6.90393333333,8.10266666667
391.36,5.39373333333,12.8480666667,12.4012666667,8.67953333333,5.1416,7.71426666667,12.2708666667,6.11273333333,6.8868,8.06093333333
391.72,5.3258,12.7186,12.3142,8.61566666667,5.096,7.69746666667,12.2412,6.0428,6.81153333334,8.01313333333
392.08,5.35353333333,12.6674,12.3067666667,8.60406666668,5.11773333333,7.73473333334,12.3090666667,6.08286666667,6.83213333333,8.03266666667
392.44,5.40046666666,12.6424666667,12.311,8.63093333334,5.17846666667,7.79666666667,12.3926666667,6.14353333333,6.88393333333,8.07586666666
392.80,5.334,12.4918666667,12.2180333333,8.53099999999,5.1302,7.71873333334,12.3328,6.09813333333,6.8118,8.04573333333
393.16,5.26486666666,12.367,12.0941333333,8.44626666665,5.10093333333,7.64606666667,12.3208666667,6.05486666667,6.73866666667,8.01033333333
393.52,5.23326666667,12.2710666667,12.0274,8.40566666666,5.09266666667,7.63406666667,12.3359333333,6.03786666667,6.72393333333,7.994
393.88,5.179,12.1962,11.9255,8.34040000001,5.06906666667,7.58213333334,12.3352,5.9954,6.66166666667,7.985
394.24,5.20946666667,12.1525333333,11.8908666667,8.34386666667,5.09406666667,7.61653333333,12.3972,6.02806666666,6.719,8.03173333334
394.60,5.205,12.0390666667,11.8159,8.28626666666,5.0728,7.5878,12.3987333333,6.00833333333,6.70306666667,7.9936
394.96,5.24813333333,11.984,11.8096666667,8.29286666667,5.1774,7.6404,12.4852666667,6.06046666666,6.74626666667,8.03453333333
395.32,5.24826666667,11.9182666667,11.7286333333,8.27786666667,5.24033333333,7.64353333333,12.5334666667,6.05966666667,6.72366666667,8.09173333333
395.68,5.2758,11.8735333333,11.7036,8.26646666666,5.28533333333,7.6644,12.6029333333,6.0772,6.73293333333,8.1144
396.04,5.3724,11.8774666667,11.7121333333,8.34293333334,5.38933333333,7.72186666667,12.7248666667,6.13886666667,6.79553333333,8.20666666667
396.40,5.37473333333,11.8383333333,11.6836,8.37100000001,5.4426,7.72986666667,12.8121333333,6.16573333334,6.79686666667,8.23566666667
396.76,5.4628,11.865,11.7216,8.45899999999,5.53193333333,7.82026666667,12.9741333333,6.25933333333,6.86413333333,8.32186666667
397.12,5.5224,11.8610666667,11.7337333333,8.49026666667,5.5722,7.88746666667,13.0889333333,6.31586666666,6.9194,8.37673333333
397.48,5.6052,11.8773333333,11.7411,8.55406666666,5.66426666667,7.96513333333,13.2127333333,6.39506666667,6.98613333333,8.4768
397.84,5.60346666667,11.7920666667,11.6661333333,8.49180000001,5.6872,7.97899999999,13.2687333333,6.39966666666,6.9762,8.444
398.20,5.6398,11.748,11.6065333333,8.50953333333,5.72733333333,8.016,13.3570666667,6.41353333333,6.9698,8.47953333333
398.56,5.56413333333,11.6552,11.497,8.45946666667,5.68066666667,7.99713333334,13.3505333333,6.38373333334,6.9258,8.46613333333
398.92,5.54033333333,11.5847333333,11.411,8.42306666666,5.63766666667,7.97033333334,13.3676,6.36599999999,6.90286666667,8.46526666667
399.28,5.5424,11.5326,11.4051666667,8.432,5.64053333333,8.00593333333,13.4305333333,6.36186666666,6.92993333334,8.4818
399.64,5.49046666667,11.4224,11.2887,8.34726666667,5.5798,7.93913333333,13.399,6.28386666666,6.85853333333,8.46093333334
400.00,5.38646666666,11.3212,11.2029,8.25966666667,5.51253333333,7.87286666666,13.3863333333,6.20473333333,6.7672,8.39646666667
400.36,5.364,11.2341333333,11.1432333333,8.19166666666,5.45173333333,7.84646666667,13.3820666667,6.15413333333,6.7154,8.39693333334
400.72,5.29533333333,11.1226,11.036,8.09533333333,5.38793333333,7.78553333334,13.3543333333,6.04986666667,6.66273333334,8.3396
401.08,5.2614,11.045,10.9820333333,8.07526666666,5.40213333333,7.78033333334,13.3687333333,6.01266666667,6.61546666667,8.3082
401.44,5.23206666667,10.9306,10.9149666667,8.00313333334,5.35493333333,7.73506666667,13.3841333333,5.9622,6.5842,8.2688
401.80,5.25866666667,10.9235333333,10.915,8.03626666667,5.3708,7.76906666666,13.4535333333,5.99393333333,6.63486666667,8.3294
402.16,5.23673333333,10.8756,10.9214333333,7.99826666667,5.38,7.77553333333,13.4983333333,5.98266666667,6.62046666667,8.34086666667
402.52,5.20926666667,10.8252,10.8769,7.94693333333,5.35906666667,7.73853333334,13.518,5.93666666667,6.57213333333,8.3234
402.88,5.19406666667,10.7807333333,10.8603,7.93546666667,5.3618,7.7448,13.5432,5.89986666667,6.5522,8.32453333333
403.24,5.17226666667,10.7663333333,10.8415,7.89733333334,5.3528,7.73720000001,13.5603333333,5.9202,6.5318,8.30973333333
403.60,5.20153333333,10.7809333333,10.8706666667,7.96946666667,5.40746666667,7.79473333333,13.6598666667,5.99513333333,6.59593333333,8.3654
403.95,5.25046666667,10.8013333333,10.8912666667,8.02573333334,5.4488,7.83226666667,13.7188666667,6.04853333333,6.6534,8.42793333333
404.31,5.28466666666,10.8003333333,10.8825666667,8.03313333332,5.48466666667,7.86293333333,13.7642666667,6.09586666667,6.6984,8.4708
404.67,5.24966666667,10.7422,10.8384666667,8.01506666666,5.4648,7.85446666667,13.7596666667,6.09053333333,6.66026666667,8.4442
405.03,5.227,10.7025333334,10.8195333333,7.99413333334,5.4464,7.84626666666,13.7821333333,6.09373333333,6.66993333333,8.44906666667
405.39,5.199,10.6912,10.8179666667,7.98713333334,5.461,7.85933333333,13.8013333333,6.1014,6.67173333333,8.45433333333
405.75,5.185,10.6451333333,10.8162,7.96906666666,5.46386666667,7.84533333333,13.8082,6.08726666667,6.66293333333,8.43273333333
406.11,5.1276,10.5733333333,10.7335333333,7.91279999999,5.41006666666,7.77853333333,13.7777333333,6.041,6.60933333333,8.37973333333
406.47,5.2218,10.6431333333,10.8121666667,8.00133333333,5.51686666667,7.8748,13.9014666667,6.14180000001,6.70573333333,8.46193333334
406.83,5.1908,10.5996666667,10.7813333333,7.96520000001,5.5042,7.8288,13.9183333333,6.14306666667,6.68686666667,8.4438
407.19,5.1518,10.5523333333,10.7094666667,7.94926666666,5.4868,7.79626666667,13.9122,6.09653333333,6.66073333333,8.42673333333
407.55,5.1572,10.5294,10.6998,7.92113333334,5.49226666667,7.78693333334,13.9315333333,6.11446666667,6.6608,8.41153333333
407.90,5.16166666666,10.5230666667,10.6977666667,7.85413333333,5.48386666667,7.7792,13.9631333333,6.13653333334,6.65693333334,8.39053333333
408.26,5.08833333333,10.4595333333,10.6737,7.82306666666,5.45613333333,7.72853333333,13.9513333333,6.08086666667,6.6046,8.31093333333
408.62,5.068,10.4286666667,10.6418666667,7.78333333333,5.44006666667,7.72173333333,13.9814,6.0624,6.5848,8.30346666667
408.98,5.10026666667,10.4398666667,10.6481,7.78213333334,5.45253333333,7.74246666667,14.0174666667,6.073,6.57546666667,8.31526666667
409.34,5.1266,10.4562666667,10.6529666667,7.79313333333,5.46213333333,7.75666666667,14.0582,6.07773333333,6.60006666667,8.3168
409.70,5.1224,10.4597333333,10.646,7.80226666667,5.46086666667,7.77046666666,14.121,6.0784,6.5962,8.34726666667
410.06,5.1516,10.4930666666,10.6880666667,7.83066666667,5.50333333333,7.81046666667,14.1864666667,6.11913333333,6.65646666667,8.40253333333
410.42,5.08033333333,10.4080666667,10.6069666667,7.75366666666,5.40613333333,7.73573333332,14.1582,6.03653333333,6.56906666667,8.34233333333
410.77,5.18353333333,10.491,10.6927666667,7.85293333332,5.49993333333,7.83066666666,14.2714666667,6.1058,6.6528,8.42993333333
411.13,5.2358,10.495,10.7127,7.87486666667,5.5402,7.85239999999,14.3642,6.14920000001,6.689,8.47353333334
411.49,5.2538,10.4819333334,10.7035666667,7.88166666666,5.55353333333,7.84833333333,14.4200666666,6.16,6.69366666667,8.52980000001
411.85,5.25153333333,10.4276666667,10.6711,7.89306666666,5.55166666667,7.83586666667,14.4674666667,6.13900000001,6.68433333333,8.53740000001
412.21,5.2892,10.4216666667,10.6582,7.87666666666,5.5574,7.8526,14.5516,6.16186666667,6.7122,8.57926666667
412.57,5.3346,10.4196,10.6592,7.88386666666,5.58393333334,7.8608,14.6426,6.18333333333,6.74033333333,8.62513333333
412.92,5.33633333333,10.4002,10.6393,7.87919999999,5.6036,7.8338,14.6851333333,6.19906666666,6.77613333333,8.64933333334
413.28,5.29506666667,10.2964,10.5394,7.81733333334,5.55613333333,7.78399999999,14.6880666666,6.13853333333,6.6882,8.61993333333
413.64,5.3488,10.283,10.5564333333,7.8566,5.60313333333,7.8088,14.754,6.18506666666,6.70006666667,8.67313333333
414.00,5.3378,10.2126,10.5014333333,7.84206666667,5.582,7.7944,14.7738666667,6.16800000001,6.6714,8.66439999999
414.36,5.36973333333,10.213,10.5301333333,7.87380000001,5.63233333333,7.82299999999,14.8832666667,6.21446666666,6.71306666667,8.71766666667
414.72,5.27973333333,10.1107333333,10.4076,7.77786666667,5.5312,7.75933333333,14.8731333334,6.15266666666,6.65486666667,8.66773333334
415.07,5.25166666667,10.0338,10.3512666667,7.74653333333,5.5164,7.7508,14.8997333333,6.12073333333,6.61766666667,8.64506666666
415.43,5.19066666666,9.94966666666,10.2645,7.67693333333,5.46266666667,7.72346666667,14.8988666667,6.05453333334,6.54173333333,8.57946666667
415.79,5.146,9.84786666666,10.1882,7.62973333334,5.44066666667,7.71139999999,14.9187333333,5.99999999999,6.4796,8.54593333334
416.15,5.14313333333,9.79620000001,10.1400666667,7.62273333334,5.47013333333,7.73353333333,14.9538666667,6.00886666666,6.47826666667,8.5622
416.51,5.15813333333,9.75740000001,10.1378,7.63146666666,5.49713333333,7.73913333333,15.0022,6.03046666667,6.4906,8.59179999999
416.86,5.1352,9.67993333333,10.0872,7.58033333333,5.48066666667,7.75166666667,15.0478666667,5.99453333334,6.45846666667,8.58039999999
417.22,5.11953333333,9.627,10.049,7.5692,5.48886666667,7.76193333333,15.085,5.99866666667,6.473,8.59786666667
417.58,5.04153333333,9.531,9.92239999999,7.4732,5.43073333333,7.70306666667,15.0697333334,5.93480000001,6.41993333333,8.54559999999
417.94,5.05153333333,9.48173333333,9.89283333333,7.469,5.4576,7.71493333333,15.1297333333,5.94613333334,6.4222,8.56193333333
418.29,5.00853333333,9.37646666666,9.78933333334,7.39966666666,5.43393333333,7.68760000001,15.1009333333,5.89833333334,6.37893333333,8.52239999999
418.65,5.01606666667,9.30806666667,9.74246666667,7.37293333334,5.4476,7.68926666667,15.1338666667,5.8968,6.36453333333,8.52613333333
419.01,5.01306666667,9.26073333333,9.69656666667,7.3352,5.45373333333,7.66513333333,15.1606,5.88853333333,6.3474,8.53346666667
419.37,5.025,9.2026,9.65886666666,7.33826666666,5.4764,7.66966666667,15.1881333333,5.88953333334,6.35833333333,8.54746666667
419.73,5.05413333333,9.17973333333,9.64506666667,7.33933333333,5.5002,7.6892,15.2241333333,5.91666666668,6.3758,8.5918
420.08,5.0542,9.1348,9.60746666667,7.31233333333,5.49866666667,7.68573333334,15.2613333333,5.90013333333,6.36106666667,8.60526666666
420.44,5.03473333333,9.08046666667,9.54099999999,7.27726666666,5.4984,7.67886666667,15.2694666667,5.87573333333,6.3424,8.59373333334
420.80,5.04273333333,9.05146666666,9.50746666667,7.27853333333,5.51506666667,7.68846666667,15.3164,5.88993333333,6.33493333334,8.62153333334
421.16,5.04326666667,9.001,9.4656,7.24413333334,5.5132,7.67453333333,15.3574,5.87166666667,6.30753333333,8.6264
421.51,5.06293333333,8.96266666667,9.45666666667,7.25166666667,5.5408,7.68499999999,15.4094,5.88053333334,6.30226666667,8.64586666666
421.87,5.04986666667,8.91293333333,9.38499999999,7.21466666667,5.53113333333,7.67193333333,15.4285333333,5.85766666667,6.26866666667,8.6332
422.23,5.05653333333,8.88313333333,9.3506,7.20493333333,5.54,7.67820000001,15.4725333333,5.86159999999,6.26313333333,8.65053333333
422.58,5.0366,8.83499999999,9.32110000001,7.17693333333,5.53113333333,7.65813333333,15.5040666667,5.85246666667,6.24226666667,8.63913333333
422.94,5.03546666667,8.79166666666,9.29223333333,7.17280000001,5.53413333333,7.6766,15.5461333333,5.853,6.23093333334,8.65366666666
423.30,5.0244,8.76333333334,9.25583333333,7.13926666667,5.52566666667,7.67946666667,15.5866,5.83119999999,6.21013333334,8.64673333333
423.66,5.001,8.72486666667,9.21666666667,7.11546666666,5.5276,7.65806666666,15.6156,5.81173333333,6.20466666667,8.639
424.01,5.01273333333,8.7164,9.20463333333,7.12506666667,5.5514,7.68433333333,15.6754666667,5.83340000001,6.22166666667,8.66266666667
424.37,4.99526666667,8.66286666667,9.16746666666,7.10379999999,5.52633333334,7.66320000001,15.6898666667,5.82366666667,6.19253333333,8.64486666667
424.73,4.97413333333,8.60059999999,9.11553333333,7.06746666666,5.5046,7.63366666667,15.6817333333,5.78733333333,6.15906666667,8.614
425.08,4.97126666667,8.57466666667,9.09100000001,7.05859999999,5.50446666667,7.63826666667,15.7056666667,5.7938,6.1524,8.61480000001
425.44,4.96893333333,8.54866666667,9.05006666666,7.03653333333,5.49813333333,7.64633333333,15.7271333333,5.78853333334,6.15093333333,8.614
425.80,4.95926666666,8.51573333334,9.042,7.021,5.4886,7.63320000001,15.7526,5.77833333333,6.15553333333,8.61379999999
426.16,4.9934,8.53406666666,9.06516666667,7.0476,5.52546666667,7.67046666666,15.8167333333,5.80733333333,6.1918,8.65720000001
426.51,5.0062,8.53313333334,9.0404,7.05906666666,5.54573333333,7.68226666667,15.8476666667,5.80573333333,6.2002,8.67866666667
426.87,5.01526666667,8.53400000001,9.02656666667,7.03606666666,5.5468,7.68353333333,15.8858666667,5.80133333333,6.2156,8.68253333333
427.23,5.0132,8.50800000001,9.01159999999,7.03120000001,5.54686666667,7.66460000001,15.9348,5.81373333333,6.21493333333,8.69126666667
427.58,5.0166,8.48833333334,8.98346666667,7.00533333333,5.52706666667,7.67273333333,15.9852666667,5.80906666667,6.19426666667,8.70306666667
427.94,5.00086666667,8.45466666667,8.95246666667,6.98346666667,5.51313333333,7.64213333333,16.0000666667,5.7924,6.1672,8.67866666667
428.30,5.02893333333,8.49866666666,8.97556666667,7.00466666666,5.55733333333,7.68193333333,16.0873333333,5.81899999999,6.20526666667,8.72760000001
428.65,5.0602,8.53886666666,9.01420000001,7.03600000001,5.6014,7.72060000001,16.1424,5.867,6.25273333333,8.77626666667
429.01,5.08653333333,8.56633333333,9.04616666666,7.05919999999,5.62193333333,7.73766666666,16.2175333333,5.9032,6.302,8.81086666667
429.37,5.1364,8.633,9.12406666667,7.11446666667,5.68326666667,7.78353333333,16.3300666667,5.96313333333,6.3668,8.87246666667
429.72,5.1634,8.66266666667,9.14896666666,7.14766666667,5.6962,7.8136,16.4239333333,5.99593333334,6.3952,8.909
430.08,5.11806666667,8.62860000001,9.10886666667,7.10880000001,5.6546,7.76666666667,16.4335333333,5.95193333334,6.35626666667,8.85933333334
430.44,5.10853333333,8.63553333334,9.11686666667,7.10786666666,5.652,7.77553333334,16.5042666666,5.94999999999,6.36113333333,8.87039999999
430.79,5.11986666667,8.65506666667,9.15043333334,7.15186666667,5.6484,7.77840000001,16.5538666667,5.96366666666,6.36693333333,8.88553333333
431.15,5.14966666667,8.69299999999,9.19166666666,7.17713333333,5.67486666667,7.81413333334,16.6166,5.9912,6.39206666667,8.92100000001
431.50,5.16393333333,8.72313333333,9.22096666667,7.20273333333,5.68413333333,7.82699999999,16.6471333333,5.99553333333,6.4088,8.91906666667
431.86,5.1406,8.71113333333,9.20616666666,7.18206666667,5.63906666667,7.80599999999,16.6597333333,5.96726666666,6.3958,8.89533333333
432.22,5.12686666667,8.70806666667,9.19639999999,7.17066666667,5.6072,7.78633333333,16.6768,5.92933333334,6.3834,8.87219999999
432.57,5.11613333333,8.72153333333,9.21006666667,7.1764,5.58466666667,7.76086666667,16.7301333333,5.90953333334,6.37493333333,8.85953333333
432.93,5.09173333333,8.71086666667,9.19743333333,7.16986666667,5.57433333333,7.74020000001,16.7467333333,5.89366666667,6.35766666667,8.82853333334
433.29,5.03673333333,8.67886666667,9.1578,7.13006666667,5.51106666667,7.70053333333,16.7314666667,5.84213333333,6.31586666667,8.76833333334
433.64,5.05046666667,8.7184,9.18423333334,7.1338,5.5294,7.71346666666,16.7515333333,5.85746666667,6.339,8.77299999999
434.00,5.06006666667,8.7364,9.20639999999,7.153,5.5278,7.721,16.7993333333,5.87633333333,6.35566666667,8.78273333333
434.35,5.0624,8.75013333334,9.22366666667,7.15406666667,5.5204,7.72246666667,16.8049333333,5.87073333333,6.35286666667,8.78086666667
434.71,5.06153333333,8.76606666667,9.22633333334,7.16493333334,5.53,7.72993333332,16.8292,5.88166666667,6.36913333333,8.77993333333
435.07,5.05973333333,8.78066666667,9.25093333333,7.17913333334,5.51466666667,7.7228,16.8718,5.87633333333,6.38693333333,8.77506666666
435.42,5.07293333333,8.80946666667,9.29743333333,7.2112,5.53806666667,7.74459999999,16.9290666666,5.9092,6.4246,8.79533333334
435.78,5.092,8.83920000001,9.33803333333,7.24666666666,5.56893333333,7.7674,16.9816,5.92779999999,6.45906666667,8.83606666667
436.13,5.09953333333,8.86166666667,9.37740000001,7.2728,5.58826666667,7.78526666666,17.0190666667,5.95673333333,6.47853333333,8.84860000001
436.49,5.10986666667,8.88226666667,9.40826666666,7.28393333333,5.59513333333,7.81906666666,17.064,5.98586666667,6.51066666667,8.87273333333
436.84,5.15846666667,8.95406666667,9.48363333333,7.34526666667,5.64606666667,7.88413333333,17.1466666667,6.03593333333,6.57286666666,8.9426
437.20,5.21006666667,9.00060000001,9.55563333333,7.39593333333,5.69686666667,7.93513333333,17.2321333333,6.09006666667,6.62846666667,9.00373333333
437.56,5.18686666667,8.983,9.55629999999,7.39353333334,5.67673333333,7.92940000001,17.2629333333,6.07380000001,6.60926666667,9.00566666666
437.91,5.2152,9.01673333333,9.59936666667,7.41939999999,5.69593333333,7.96073333334,17.3220666667,6.09740000001,6.63853333333,9.03659999999
438.27,5.2336,9.02686666667,9.62339999999,7.43379999999,5.71786666667,7.9892,17.385,6.12533333334,6.6694,9.0602
438.62,5.22886666667,9.01273333333,9.61843333333,7.41240000001,5.71206666666,7.99053333334,17.4197333333,6.11806666667,6.67173333334,9.05826666667
438.98,5.24526666667,9.03386666667,9.62593333334,7.41740000001,5.72786666667,8.02046666667,17.4772666667,6.14653333333,6.69906666667,9.07993333334
439.33,5.25186666667,9.03753333334,9.62569999999,7.41613333333,5.72366666667,8.01393333334,17.5318,6.14600000001,6.70113333333,9.083
439.69,5.249,9.03046666667,9.61329999999,7.3994,5.71786666667,8.00773333333,17.5714,6.14306666667,6.68973333333,9.07766666667
440.04,5.25173333333,9.02746666667,9.60896666667,7.39786666666,5.71793333333,8.01606666667,17.6328666667,6.1528,6.6902,9.09200000001
440.40,5.24546666667,9.00686666667,9.57513333334,7.39300000001,5.7082,8.01900000001,17.6684,6.14200000001,6.683,9.08579999999
440.75,5.21886666667,8.95780000001,9.52120000001,7.34446666667,5.67906666666,7.9734,17.6686666667,6.10293333334,6.6458,9.05820000001
441.11,5.19073333333,8.92060000001,9.45503333333,7.30173333334,5.6464,7.94000000001,17.6789333333,6.06186666667,6.613,9.04013333333
441.47,5.2072,8.91593333333,9.43959999999,7.30160000001,5.66466666667,7.95020000001,17.7404,6.06800000001,6.614,9.04573333333
441.82,5.20526666667,8.88226666666,9.41093333334,7.27253333334,5.673,7.94413333333,17.7781333333,6.06506666667,6.60453333333,9.04946666667
442.18,5.2104,8.86073333333,9.36846666666,7.26926666667,5.6688,7.92826666666,17.8101333333,6.05579999999,6.5992,9.04246666668
442.53,5.2132,8.84053333334,9.35016666666,7.25926666667,5.67366666667,7.92553333333,17.87,6.05053333333,6.58953333333,9.06753333333
442.89,5.20893333333,8.78006666666,9.3037,7.2324,5.68006666667,7.9116,17.8809333333,6.02826666667,6.571,9.07566666667
443.24,5.17946666667,8.71286666667,9.21923333333,7.19179999999,5.66106666667,7.88553333333,17.9145333333,5.99353333333,6.52793333333,9.05986666667
443.60,5.16993333333,8.66826666666,9.18233333334,7.1754,5.66173333334,7.88346666667,17.9768666667,5.97613333333,6.5254,9.07293333333
443.95,5.154,8.6086,9.11636666667,7.13346666667,5.64213333333,7.86166666667,17.9934,5.95,6.50126666667,9.06853333333
444.31,5.14406666667,8.53833333333,9.06089999999,7.08820000001,5.63706666667,7.82866666667,18.0161333333,5.92526666667,6.4662,9.05066666666
444.66,5.14173333333,8.49740000001,9.01479999999,7.06246666666,5.63226666667,7.83706666666,18.0582,5.92833333333,6.4572,9.052
445.02,5.13853333333,8.45186666667,8.99919999999,7.05393333334,5.6414,7.84466666667,18.1107333333,5.93726666666,6.45093333333,9.06353333333
445.37,5.11266666667,8.39706666667,8.94743333333,7.02686666667,5.62713333333,7.82906666666,18.124,5.92106666667,6.42993333333,9.06160000001
445.72,5.10546666667,8.35686666667,8.91269999999,7.01973333333,5.6274,7.82433333333,18.1691333333,5.91433333333,6.41546666667,9.07886666667
446.08,5.08933333333,8.30473333333,8.87606666666,6.98840000001,5.62673333333,7.81619999999,18.1987333333,5.90959999999,6.39106666667,9.07573333334
446.43,5.07666666667,8.25319999999,8.82200000001,6.96493333333,5.61933333333,7.80199999999,18.2215333333,5.9012,6.37266666667,9.05973333334
446.79,5.0614,8.23339999999,8.78036666667,6.95253333334,5.61453333333,7.80180000001,18.2577333333,5.90220000001,6.34773333333,9.06113333334
447.14,5.06293333333,8.19733333333,8.76806666666,6.93853333333,5.62566666667,7.80773333334,18.303,5.90700000001,6.35446666667,9.07533333333
447.50,5.07826666667,8.17433333333,8.74296666667,6.94240000001,5.64333333333,7.82673333332,18.3357333333,5.92046666666,6.3478,9.0816
447.85,5.08466666667,8.1532,8.73006666667,6.93393333333,5.66426666667,7.83486666667,18.3952,5.9286,6.35753333333,9.10479999999
448.21,5.09053333333,8.14393333333,8.7103,6.9368,5.67626666667,7.85986666667,18.4453333333,5.94066666667,6.37206666667,9.1294
448.56,5.0992,8.141,8.70643333334,6.95280000001,5.7046,7.88486666666,18.5190666667,5.94406666667,6.38246666667,9.1546
448.92,5.09753333333,8.1126,8.66006666666,6.93240000001,5.70866666667,7.8724,18.5494666666,5.93453333333,6.36766666667,9.16466666667
449.27,5.11233333333,8.09633333333,8.6532,6.92066666666,5.72886666667,7.88746666667,18.6251333333,5.94386666666,6.37393333333,9.19313333333
449.62,5.0968,8.06373333333,8.59703333334,6.88933333333,5.71326666667,7.89126666666,18.6422,5.92539999999,6.35573333333,9.17366666667
449.98,5.0956,8.0506,8.57880000001,6.87840000001,5.71313333333,7.89520000001,18.7278,5.92626666667,6.3558,9.19579999999
450.33,5.10833333333,8.05526666667,8.58683333333,6.89426666666,5.734,7.92266666667,18.7896666667,5.93713333333,6.36686666667,9.2232
450.69,5.09713333333,8.01653333333,8.57036666667,6.87600000001,5.73466666667,7.91146666666,18.8208,5.92893333333,6.3704,9.21313333334
451.04,5.08673333334,7.9986,8.52956666666,6.86493333333,5.733,7.90546666667,18.8418666667,5.93060000001,6.35793333333,9.21533333333
451.40,5.105,8.0186,8.53823333334,6.86413333333,5.74673333333,7.91959999999,18.9179333333,5.96359999999,6.3856,9.24699999999
451.75,5.12466666667,8.03346666667,8.54853333333,6.8898,5.771,7.93353333334,18.9784,5.97993333334,6.3992,9.27346666667
452.10,5.13533333333,8.0432,8.55816666666,6.90193333333,5.79546666667,7.93379999999,19.0345333333,5.99539999999,6.40073333333,9.28986666667
452.46,5.13486666667,8.02946666667,8.53843333333,6.88273333333,5.78773333333,7.92426666667,19.061,5.99953333333,6.3838,9.29333333333
452.81,5.15473333333,8.05573333333,8.56166666667,6.90359999999,5.79926666667,7.95513333334,19.1016666666,6.01606666666,6.399,9.29093333333
453.17,5.13573333333,8.0394,8.5507,6.88793333334,5.7812,7.93399999999,19.1118666667,6.00953333334,6.38126666667,9.26526666667
453.52,5.15046666667,8.0598,8.58013333333,6.90806666667,5.80933333333,7.94339999999,19.1932,6.02706666666,6.40506666667,9.27920000001
453.87,5.15733333333,8.07866666667,8.59776666667,6.92573333334,5.82146666667,7.95313333334,19.2242666667,6.03533333333,6.41986666667,9.29566666666
454.23,5.14666666667,8.074,8.58716666666,6.90846666667,5.80386666667,7.94886666667,19.2593333333,6.02473333333,6.4198,9.29793333334
454.58,5.1614,8.10053333333,8.6131,6.93346666667,5.80586666667,7.96626666667,19.3304,6.02693333334,6.43226666667,9.32339999999
454.93,5.18193333333,8.13786666667,8.6655,6.96253333334,5.82373333333,7.99846666667,19.4117333333,6.03539999999,6.4682,9.34699999999
455.29,5.16053333333,8.1214,8.66026666666,6.96253333333,5.80453333333,7.97353333334,19.4037333333,6.01039999999,6.45433333333,9.32093333333
455.64,5.16553333333,8.1216,8.67296666666,6.9738,5.79766666667,7.98839999999,19.4385333333,6.01706666667,6.46746666667,9.32040000001
456.00,5.14553333333,8.1342,8.69030000001,6.97186666667,5.7732,7.9814,19.4772666667,6.00740000001,6.48026666666,9.31999999999
456.35,5.1432,8.15666666667,8.73653333333,7.00126666666,5.76693333333,7.98113333334,19.5253333333,6.00866666667,6.5064,9.33106666666
456.70,5.10153333333,8.1652,8.74660000001,6.99119999999,5.738,7.94699999999,19.5720666667,5.99626666667,6.5038,9.31406666666
457.06,5.12913333333,8.2246,8.79509999999,7.03339999999,5.75293333333,7.96480000001,19.6281333333,6.00793333333,6.55266666667,9.34260000001
457.41,5.12693333333,8.25293333334,8.83009999999,7.05013333334,5.7376,7.95873333333,19.6489333333,6.01593333333,6.5592,9.34726666667
457.76,5.11666666667,8.26680000001,8.85683333334,7.04813333333,5.7168,7.94719999999,19.6584666667,6.00466666667,6.5616,9.32733333333
458.12,5.13593333333,8.30979999999,8.91926666666,7.08426666666,5.72653333333,7.96213333334,19.7060666667,6.02679999999,6.5986,9.33473333333
458.47,5.13386666667,8.33306666666,8.9393,7.08379999999,5.7158,7.96046666667,19.7257333333,6.02886666667,6.6106,9.31806666667
458.82,5.123,8.35446666667,8.95683333333,7.09426666667,5.6974,7.95219999999,19.7336,6.02666666666,6.60173333333,9.30800000001
459.18,5.12326666667,8.38819999999,8.99913333334,7.09946666667,5.689,7.9534,19.8022666667,6.03186666667,6.6224,9.31613333334
