wavelength,Back_EmbLonm,Belly_EmbLonm,Breast_EmbLonm,Crissum_EmbLonm,Crown_EmbLonm,DorTail_EmbLonm,Patch10_EmbLonm,Rump_EmbLonm,Throat_EmbLonm,WingTip_EmbLonm
325.84,4.42033333333,15.0653333333,11.1526666667,8.82933333333,5.07433333333,4.49933333333,8.04,4.657,15.697,9.39333333333
326.21,4.90566666667,15.512,11.7446666667,9.402,5.392,5.226,8.60666666667,5.15966666667,16.4073333333,10.032
326.57,5.01233333333,15.8946666667,11.818,9.55633333333,5.512,5.436,9.18666666667,5.403,17.1016666667,10.404
326.94,5.27,15.7236666667,11.747,9.59166666667,5.25933333333,5.518,9.19266666667,5.41033333333,17.3186666667,10.3456666667
327.31,5.54666666667,16.1746666667,12.0663333333,10.066,5.352,5.89266666667,9.70933333333,5.78433333333,17.894,10.693
327.67,5.45966666667,16.1726666667,12.081,10.1593333333,5.351,5.655,9.671,5.54633333333,18.018,10.3226666667
328.04,5.647,16.5353333333,12.1796666667,10.1553333333,5.35133333333,5.53733333333,9.652,5.811,18.199,10.4616666667
328.41,5.49666666667,16.2346666667,12.234,10.2063333333,5.00866666667,5.11966666667,9.29733333333,5.463,18.0186666667,10.284
328.78,5.49933333333,16.1953333333,12.548,10.2803333333,5.00566666667,5.23033333333,9.22566666667,5.33133333333,18.0243333333,10.4936666667
329.14,5.113,15.9576666667,12.3196666667,9.849,4.30133333333,4.40366666667,8.95666666667,4.907,17.719,10.215
329.51,4.17833333333,15.1233333333,11.6296666667,9.227,3.33133333333,3.92333333333,8.252,4.23633333333,16.899,9.73766666667
329.88,4.11966666667,15.1716666667,11.6523333333,9.40433333333,3.41366666667,4.02533333333,8.592,4.29633333333,16.9373333333,9.746
330.24,3.416,14.917,10.9283333333,8.432,2.77066666667,3.392,7.96633333333,3.49933333333,16.2426666667,8.71833333333
330.61,3.517,14.776,10.923,8.37833333333,2.48466666667,3.289,7.598,3.16866666667,15.9166666667,8.126
330.98,3.288,14.747,10.895,7.895,2.388,2.832,7.283,2.784,15.8026666667,7.727
331.34,3.50266666667,14.6653333333,10.8173333333,7.74366666667,2.52566666667,2.85933333333,7.24333333333,2.94233333333,15.9636666667,7.601
331.71,3.48633333333,14.7703333333,10.8126666667,7.64433333333,2.40266666667,2.933,7.30266666667,3.10966666667,15.913,7.37333333333
332.08,3.367,14.9426666667,10.879,7.721,2.31066666667,2.93733333333,7.21,2.91433333333,15.674,7.18666666667
332.44,3.53833333333,15.097,10.8306666667,7.54266666667,2.37766666667,2.76466666667,7.52,2.94666666667,15.6313333333,7.076
332.81,3.266,14.826,10.2803333333,7.12666666667,1.94133333333,2.49166666667,7.41866666667,2.55866666667,15.477,6.45366666667
333.18,3.53433333333,15.0473333333,10.7013333333,7.25533333333,2.57933333333,3.04033333333,7.848,2.80966666667,15.827,6.81566666667
333.54,4.321,15.7796666667,11.265,7.57833333333,3.09566666667,3.31066666667,8.45966666667,3.31066666667,16.7473333333,7.148
333.91,4.70166666667,16.2976666667,11.5223333333,8.01166666667,3.59466666667,3.74233333333,8.62333333333,3.753,17.331,7.358
334.28,4.92066666667,16.5076666667,11.8543333333,8.51566666667,4.006,4.191,9.04966666667,4.04733333333,17.9556666667,7.72466666667
334.64,4.602,16.46,11.9686666667,8.124,3.926,4.09733333333,9.06266666667,4.13766666667,18.0946666667,7.821
335.01,4.54133333333,16.7703333333,12.1696666667,8.30133333333,4.126,4.26433333333,9.18166666667,4.51166666667,18.1556666667,8.01433333333
335.38,4.196,16.618,12.0436666667,8.08066666667,3.83633333333,4.14733333333,8.819,4.13766666667,17.8806666667,7.77966666667
335.74,4.488,16.82,12.198,8.17033333333,4.229,4.31533333333,9.02366666667,4.40166666667,18.134,8.065
336.11,4.54133333333,16.61,12.2393333333,8.05833333333,4.35133333333,4.304,9.09166666667,4.30433333333,18.2686666667,8.27666666667
336.47,4.63833333333,16.6433333333,12.2966666667,8.30766666667,4.37466666667,4.60966666667,9.11666666667,4.309,18.506,8.33533333333
336.84,4.59666666667,16.8936666667,12.4546666667,8.37733333333,4.39233333333,4.615,9.17433333333,4.541,18.4226666667,8.68333333333
337.21,4.583,17.0123333333,12.3283333333,8.225,4.11266666667,4.39833333333,8.852,4.214,18.5153333333,8.59366666667
337.57,4.922,17.4246666667,12.639,8.67566666667,4.31033333333,4.85866666667,9.08666666667,4.52966666667,18.7123333333,8.93166666667
337.94,5.10266666667,17.538,12.9503333333,8.60666666667,4.389,5.15666666667,9.347,4.73233333333,18.7753333333,9.248
338.31,5.31633333333,17.628,13.115,8.88166666667,4.549,5.06366666667,9.12566666667,5.136,18.8463333333,9.37833333333
338.67,5.65733333333,17.7476666667,13.3696666667,9.26133333333,4.937,5.21633333333,9.18933333333,5.28833333333,18.9823333333,9.60366666667
339.04,5.65166666667,17.576,13.166,9.188,4.76066666667,5.21066666667,9.305,4.93166666667,18.9253333333,9.35
339.40,6.059,17.7836666667,13.4046666667,9.473,5.23666666667,5.29966666667,9.78566666667,5.16533333333,19.2583333333,9.49933333333
339.77,5.866,17.607,13.2923333333,9.27166666667,4.75166666667,5.05466666667,9.68166666667,4.921,19.372,9.272
340.14,5.87633333333,17.6196666667,13.3226666667,9.38766666667,4.56166666667,5.19666666667,9.73166666667,5.02033333333,19.5783333333,9.14066666667
340.50,5.901,17.8863333333,13.6636666667,9.49366666667,4.73833333333,5.315,9.79966666667,5.23633333333,19.9056666667,9.11766666667
340.87,6.104,17.948,13.6796666667,9.697,4.99566666667,5.61033333333,9.86133333333,5.446,20.1816666667,9.29
341.23,6.58,18.2946666667,13.942,10.2353333333,5.526,6.087,10.4396666667,5.79766666667,20.658,9.581
341.60,6.16333333333,17.8746666667,13.6313333333,9.76666666667,5.28766666667,5.641,9.952,5.38033333333,20.544,9.413
341.96,5.869,17.3563333333,13.2346666667,9.44766666667,4.79866666667,4.94933333333,9.47233333333,4.90766666667,20.1906666667,8.68666666667
342.33,5.597,17.1543333333,12.9713333333,9.05233333333,4.59666666667,4.89433333333,9.44933333333,4.32366666667,19.99,8.36666666667
342.70,5.65566666667,17.1373333333,12.6093333333,9.072,4.51966666667,4.78733333333,9.47733333333,4.20333333333,20.01,8.333
343.06,5.40133333333,16.9853333333,12.4443333333,8.95466666667,4.525,4.661,9.22566666667,4.103,20.0366666667,8.42133333333
343.43,5.02533333333,17.0923333333,12.2083333333,8.64833333333,4.29266666667,4.576,8.869,3.85166666667,19.88,8.278
343.79,5.131,17.3516666667,12.3673333333,8.79966666667,4.62066666667,4.79833333333,8.877,3.893,19.8746666667,8.50533333333
344.16,5.12333333333,17.4746666667,12.3056666667,8.753,4.80333333333,4.84133333333,8.814,3.94933333333,19.9066666667,8.547
344.52,5.28066666667,17.619,12.0463333333,8.70833333333,4.86033333333,4.778,9.023,3.97533333333,19.9446666667,8.363
344.89,5.205,17.718,12.054,8.50733333333,4.82,4.709,8.97366666667,3.98333333333,19.9686666667,8.019
345.25,4.91933333333,17.614,12.0483333333,8.36266666667,4.596,4.464,8.737,3.943,19.8236666667,7.81933333333
345.62,4.93233333333,17.9746666667,12.3643333333,8.64833333333,4.787,4.77233333333,9.11466666667,4.284,19.9856666667,7.92733333333
345.99,4.933,18.3533333333,12.673,8.99533333333,4.95466666667,5.027,9.249,4.302,20.3266666667,8.39333333333
346.35,5.12766666667,18.5,13.018,9.127,4.97566666667,5.128,9.185,4.361,20.5033333333,8.65666666667
346.72,5.146,18.6636666667,13.1843333333,9.08166666667,4.965,5.197,9.118,4.356,20.664,8.71966666667
347.08,5.34133333333,19.1193333333,13.4073333333,9.447,5.24666666667,5.581,9.389,4.55666666667,20.8926666667,8.938
347.45,5.71133333333,19.1673333333,13.623,9.772,5.588,5.776,9.678,4.857,21.0566666667,9.56233333333
347.81,5.83633333333,19.4293333333,13.7016666667,10.1193333333,5.77133333333,5.90833333333,9.888,5.11366666667,21.3216666667,9.75066666667
348.18,5.98533333333,19.634,13.9513333333,10.3503333333,5.73333333333,6.02133333333,10.0403333333,5.29366666667,21.615,9.961
348.54,6.098,19.7083333333,14.1733333333,10.4856666667,5.629,5.98933333333,9.894,5.362,21.7363333333,10.3556666667
348.91,6.13666666667,19.7353333333,14.297,10.6453333333,5.54633333333,5.99966666667,9.97566666667,5.17866666667,21.8023333333,10.487
349.27,6.29366666667,19.788,14.3656666667,10.6933333333,5.42233333333,5.96933333333,10.1243333333,5.20633333333,21.8476666667,10.578
349.64,6.61533333333,19.9096666667,14.5116666667,10.9106666667,5.63433333333,5.96366666667,10.2733333333,5.25466666667,22.0216666667,10.7816666667
350.00,6.536,19.8563333333,14.1373333333,10.6776666667,5.41366666667,5.73333333333,10.074,5.20766666667,21.8103333333,10.4146666667
350.37,6.502,20.09,14.0953333333,11.003,5.48033333333,5.882,10.3833333333,5.36066666667,21.978,10.4183333333
350.73,6.64866666667,20.4283333333,14.3253333333,11.3443333333,5.73866666667,6.166,10.8193333333,5.61966666667,22.1083333333,10.575
351.10,6.86266666667,20.6916666667,14.635,11.461,6.14,6.35566666667,10.9606666667,5.925,22.3103333333,10.7733333333
351.46,6.903,20.7296666667,14.692,11.6013333333,6.08566666667,6.45666666667,11.1476666667,5.98233333333,22.4123333333,10.5503333333
351.83,6.721,20.287,14.4126666667,11.2706666667,5.84,6.39333333333,10.922,5.772,22.2743333333,10.2866666667
352.19,6.782,20.2916666667,14.3643333333,11.2376666667,6.07,6.33433333333,10.8716666667,5.79833333333,22.2313333333,10.146
352.55,6.621,20.4206666667,14.2436666667,11.185,6.08966666667,6.47966666667,10.903,5.727,22.37,10.0086666667
352.92,6.50333333333,20.2923333333,14.223,11.1313333333,6.063,6.38366666667,10.8106666667,5.856,22.3356666667,9.989
353.28,6.33233333333,20.4386666667,14.027,11.0783333333,6.194,6.50366666667,10.815,5.84533333333,22.288,9.966
353.65,6.331,20.4436666667,13.8136666667,10.905,5.99266666667,6.396,10.6186666667,5.69966666667,22.1943333333,9.94233333333
354.01,6.43533333333,20.585,14.0983333333,10.9353333333,6.26166666667,6.538,10.8003333333,5.86966666667,22.475,10.215
354.38,6.28766666667,20.4046666667,13.965,10.5656666667,6.14833333333,6.281,10.559,5.65566666667,22.155,10.0663333333
354.74,6.11833333333,20.365,13.7876666667,10.35,5.91333333333,6.112,10.2876666667,5.535,22.0213333333,9.97166666667
355.11,5.966,20.2273333333,13.5983333333,10.278,5.33366666667,5.63766666667,10.0833333333,5.15133333333,21.918,9.72466666667
355.47,5.84,20.22,13.681,10.086,5.022,5.48766666667,9.81733333333,4.90866666667,21.9213333333,9.477
355.83,5.716,20.471,13.867,10.1943333333,4.91,5.42433333333,9.914,4.86933333333,21.913,9.29566666667
356.20,5.70766666667,20.618,14.0093333333,10.269,4.88633333333,5.47966666667,10.001,4.89233333333,21.9923333333,9.328
356.56,5.85733333333,20.5526666667,14.0756666667,10.2793333333,4.95233333333,5.41566666667,9.922,4.96933333333,21.9486666667,9.33533333333
356.93,6.00966666667,20.7873333333,14.202,10.4073333333,5.034,5.456,9.93033333333,4.90733333333,21.977,9.45833333333
357.29,6.10866666667,20.8076666667,14.461,10.531,5.23833333333,5.46,9.909,4.93566666667,22.2243333333,9.455
357.66,6.057,20.9743333333,14.5246666667,10.554,5.42566666667,5.47333333333,9.80533333333,4.99,22.1956666667,9.41233333333
358.02,5.93166666667,20.9313333333,14.4296666667,10.437,5.34633333333,5.43,9.705,4.88133333333,22.0603333333,9.18766666667
358.38,6.10866666667,21.09,14.4756666667,10.5576666667,5.418,5.44866666667,9.78966666667,5.07266666667,22.2136666667,9.28433333333
358.75,5.95266666667,21.0133333333,14.2503333333,10.4156666667,5.34466666667,5.289,9.71133333333,4.82766666667,22.32,9.03766666667
359.11,6.00233333333,21.1153333333,14.3246666667,10.523,5.596,5.48233333333,9.834,5.03066666667,22.4386666667,9.21433333333
359.48,5.95766666667,21.2923333333,14.4096666667,10.4913333333,5.759,5.45366666667,9.90533333333,4.99866666667,22.5856666667,9.24133333333
359.84,6.16366666667,21.4716666667,14.5183333333,10.517,5.905,5.51966666667,9.91533333333,4.97866666667,22.8253333333,9.35633333333
360.20,6.22033333333,21.533,14.485,10.506,5.88633333333,5.55233333333,9.90666666667,4.84366666667,22.9556666667,9.303
360.57,6.095,21.5923333333,14.515,10.5096666667,5.815,5.637,10.065,4.726,22.957,9.336
360.93,5.938,21.5656666667,14.5,10.41,5.69533333333,5.678,10.0283333333,4.59766666667,22.9713333333,9.24766666667
361.29,5.85933333333,21.623,14.4703333333,10.3876666667,5.44833333333,5.52866666667,9.96366666667,4.56633333333,22.8103333333,9.21333333333
361.66,5.63233333333,21.553,14.4706666667,10.3013333333,5.251,5.39366666667,9.90733333333,4.388,22.781,8.98933333333
362.02,5.792,21.7616666667,14.5546666667,10.579,5.28333333333,5.40733333333,9.97033333333,4.43066666667,22.883,9.05633333333
362.39,5.78333333333,21.8943333333,14.629,10.5623333333,5.281,5.44966666667,10.0023333333,4.42933333333,23.0016666667,9.00666666667
362.75,5.94133333333,22.1153333333,14.9996666667,10.7703333333,5.412,5.568,10.1173333333,4.607,23.0723333333,9.29666666667
363.11,5.92333333333,22.0693333333,15.002,10.6813333333,5.163,5.436,9.93366666667,4.432,23.1266666667,9.149
363.48,5.92566666667,22.1123333333,14.9223333333,10.7036666667,5.12033333333,5.29966666667,9.869,4.44033333333,23.0303333333,9.15533333333
363.84,6.08433333333,22.3013333333,15.0383333333,10.8666666667,5.23633333333,5.38466666667,9.99333333333,4.58766666667,23.0856666667,9.32333333333
364.20,6.11833333333,22.4606666667,15.1033333333,10.89,5.30433333333,5.39533333333,9.93333333333,4.62466666667,23.1096666667,9.57833333333
364.57,6.08333333333,22.677,15.212,10.8593333333,5.38133333333,5.23533333333,9.70733333333,4.697,23.1976666667,9.56633333333
364.93,6.50566666667,23.0783333333,15.329,11.1456666667,5.69133333333,5.387,9.991,4.922,23.4136666667,9.66466666667
365.29,6.632,23.2693333333,15.4296666667,11.149,5.78766666667,5.46066666667,9.99133333333,4.89366666667,23.6143333333,9.68266666667
365.66,6.95033333333,23.5163333333,15.705,11.3433333333,5.92466666667,5.674,10.1266666667,5.136,23.931,9.812
366.02,6.84433333333,23.511,15.653,11.18,5.94066666667,5.71133333333,10.0283333333,5.07366666667,24.0113333333,9.91366666667
366.38,6.728,23.5603333333,15.6733333333,11.2766666667,5.84533333333,5.643,9.95666666667,4.89333333333,24.0386666667,9.93366666667
366.75,6.71266666667,23.5336666667,15.6046666667,11.1216666667,5.82333333333,5.64366666667,9.85,4.861,23.9853333333,9.83166666667
367.11,6.554,23.5986666667,15.588,11.048,5.82566666667,5.586,9.76233333333,4.89933333333,23.8753333333,9.86366666667
367.47,6.39433333333,23.6303333333,15.5376666667,10.943,5.66833333333,5.62666666667,9.49933333333,4.789,23.8713333333,9.851
367.84,6.30733333333,23.6166666667,15.551,10.876,5.598,5.57466666667,9.41533333333,4.78166666667,23.8023333333,9.86933333333
368.20,6.22333333333,23.6066666667,15.5503333333,10.8776666667,5.59666666667,5.448,9.42966666667,4.72866666667,23.8106666667,9.61533333333
368.56,6.18066666667,23.4823333333,15.4136666667,10.8296666667,5.43333333333,5.494,9.33533333333,4.63066666667,23.6356666667,9.60466666667
368.93,5.98433333333,23.3893333333,15.5753333333,10.6453333333,5.325,5.30666666667,9.05766666667,4.58666666667,23.6906666667,9.52633333333
369.29,6.011,23.4256666667,15.425,10.7296666667,5.314,5.29966666667,9.06733333333,4.58,23.7396666667,9.54733333333
369.65,5.83966666667,23.4976666667,15.3353333333,10.627,5.288,5.19166666667,9.03566666667,4.488,23.778,9.53666666667
370.01,5.95633333333,23.5883333333,15.519,10.715,5.27333333333,5.22766666667,9.16666666667,4.47633333333,23.916,9.549
370.38,6.02133333333,23.5846666667,15.4496666667,10.7176666667,5.318,5.21433333333,9.14466666667,4.588,23.9226666667,9.50066666667
370.74,6.02833333333,23.6976666667,15.525,10.9686666667,5.30133333333,5.17633333333,9.194,4.69933333333,24.0416666667,9.47
371.10,6.201,23.8926666667,15.619,11.089,5.498,5.32566666667,9.37,4.84833333333,24.2733333333,9.56
371.46,6.37466666667,23.9396666667,15.659,11.1986666667,5.58633333333,5.332,9.538,4.93766666667,24.3296666667,9.49866666667
371.83,6.27166666667,24.0173333333,15.6483333333,11.1256666667,5.53,5.25966666667,9.403,4.911,24.445,9.41566666667
372.19,6.32166666667,24.1273333333,15.831,11.271,5.603,5.35633333333,9.53033333333,5.105,24.6036666667,9.62166666667
372.55,6.43866666667,24.268,15.966,11.567,5.82666666667,5.39966666667,9.69066666667,5.09766666667,24.8066666667,9.609
372.92,6.26233333333,24.1823333333,15.6406666667,11.5076666667,5.68266666667,5.30066666667,9.51566666667,4.992,24.6933333333,9.45166666667
373.28,6.127,24.1856666667,15.7553333333,11.3913333333,5.668,5.31166666667,9.396,4.97266666667,24.791,9.38766666667
373.64,6.17866666667,24.095,15.6526666667,11.4246666667,5.62233333333,5.297,9.371,4.97633333333,24.7756666667,9.405
374.00,6.019,23.9646666667,15.4346666667,11.3276666667,5.484,4.979,9.09933333333,4.89833333333,24.692,9.266
374.37,6.03133333333,24.0873333333,15.5086666667,11.2753333333,5.526,4.906,8.998,4.78566666667,24.8663333333,9.109
374.73,5.875,23.9256666667,15.3596666667,11.155,5.37333333333,4.77433333333,8.72333333333,4.61666666667,24.814,9.0
375.09,5.89833333333,23.9156666667,15.404,11.1673333333,5.32766666667,4.79466666667,8.696,4.627,24.8003333333,8.998
375.45,5.87333333333,24.0603333333,15.4666666667,11.306,5.31333333333,4.78233333333,8.668,4.618,24.9576666667,9.104
375.81,5.78633333333,23.9866666667,15.3593333333,11.1813333333,5.10366666667,4.566,8.56633333333,4.562,24.9363333333,8.874
376.18,5.86333333333,24.0593333333,15.375,11.102,5.1,4.60133333333,8.51033333333,4.58533333333,24.993,8.807
376.54,5.84933333333,24.251,15.4946666667,10.9066666667,4.976,4.50233333333,8.44966666667,4.69266666667,25.1163333333,8.799
376.90,6.027,24.5183333333,15.7186666667,11.054,5.073,4.61133333333,8.68133333333,4.871,25.3116666667,8.99033333333
377.26,6.068,24.5586666667,15.708,11.1213333333,5.07566666667,4.557,8.65866666667,4.84633333333,25.3023333333,8.989
377.63,6.03033333333,24.5816666667,15.7326666667,11.0023333333,5.07966666667,4.56366666667,8.66266666667,4.90133333333,25.2866666667,8.83733333333
377.99,6.13833333333,24.711,15.8686666667,11.0106666667,5.265,4.733,8.66633333333,5.056,25.5293333333,8.86466666667
378.35,6.18766666667,24.7863333333,15.885,10.9963333333,5.31533333333,4.77266666667,8.706,5.23633333333,25.586,9.04233333333
378.71,6.21533333333,24.9406666667,15.9266666667,10.976,5.36766666667,4.74266666667,8.809,5.22733333333,25.767,9.03533333333
379.07,6.216,25.1323333333,16.0096666667,10.9503333333,5.409,4.713,8.819,5.21266666667,25.8926666667,9.04366666667
379.44,6.31033333333,25.177,16.0923333333,10.9166666667,5.592,4.71666666667,8.91033333333,5.307,26.0343333333,9.08133333333
379.80,6.353,25.2213333333,16.2346666667,10.9756666667,5.769,4.856,8.94733333333,5.263,26.1943333333,9.25866666667
380.16,6.244,25.282,16.223,10.9833333333,5.62633333333,4.73533333333,8.88866666667,5.12966666667,26.1873333333,9.16933333333
380.52,6.28833333333,25.2033333333,16.2036666667,11.1063333333,5.698,4.75433333333,8.837,5.10766666667,26.2073333333,9.07066666667
380.88,6.13266666667,25.085,16.0423333333,11.0416666667,5.64266666667,4.71533333333,8.612,4.99,26.2203333333,8.91533333333
381.24,6.11433333333,25.1973333333,16.0976666667,11.0133333333,5.68466666667,4.74533333333,8.62133333333,5.07033333333,26.2586666667,8.97066666667
381.61,6.15966666667,25.2453333333,16.2033333333,11.256,5.80166666667,4.73433333333,8.60433333333,5.113,26.3883333333,9.16566666667
381.97,6.27966666667,25.4783333333,16.327,11.4526666667,5.85533333333,4.82,8.81533333333,5.17966666667,26.385,9.26
382.33,6.27666666667,25.531,16.4093333333,11.6153333333,5.87266666667,4.84766666667,8.85733333333,5.22166666667,26.4556666667,9.17766666667
382.69,6.28333333333,25.636,16.458,11.6546666667,5.89133333333,4.91133333333,8.81933333333,5.23066666667,26.4023333333,9.07566666667
383.05,6.27466666667,25.61,16.3546666667,11.693,5.89966666667,4.91733333333,8.78666666667,5.30833333333,26.3216666667,8.95766666667
383.41,6.26066666667,25.7183333333,16.3036666667,11.76,5.83066666667,4.95733333333,8.68866666667,5.362,26.394,8.87033333333
383.77,6.356,25.7923333333,16.3793333333,11.9426666667,5.81266666667,4.94866666667,8.656,5.45133333333,26.358,8.90466666667
384.14,6.40133333333,25.766,16.276,11.9413333333,5.88466666667,4.922,8.57666666667,5.562,26.3963333333,8.89933333333
384.50,6.34433333333,25.8016666667,16.2156666667,11.8646666667,5.85666666667,4.86,8.51666666667,5.54133333333,26.3766666667,8.89866666667
384.86,6.40333333333,26.0186666667,16.3316666667,11.884,5.87633333333,4.86433333333,8.56766666667,5.51633333333,26.3583333333,8.91
385.22,6.587,26.0483333333,16.466,12.006,5.93266666667,4.95833333333,8.629,5.58933333333,26.4883333333,8.919
385.58,6.60466666667,26.2096666667,16.5013333333,11.962,5.856,4.93666666667,8.61166666667,5.52866666667,26.5286666667,8.838
385.94,6.52366666667,26.2693333333,16.4796666667,11.9,5.83333333333,4.91633333333,8.43266666667,5.43366666667,26.6,8.841
386.30,6.51433333333,26.2833333333,16.5156666667,11.867,5.80266666667,4.91366666667,8.312,5.364,26.594,8.87866666667
386.66,6.57433333333,26.4136666667,16.6693333333,11.9573333333,5.915,5.00933333333,8.31466666667,5.43666666667,26.793,9.017
387.03,6.584,26.465,16.699,11.895,5.863,4.98133333333,8.26233333333,5.33666666667,26.8676666667,9.05933333333
387.39,6.57033333333,26.5,16.7843333333,11.841,5.86733333333,4.985,8.20866666667,5.32433333333,26.889,9.04633333333
387.75,6.61233333333,26.6873333333,16.867,11.8236666667,6.022,5.07133333333,8.20666666667,5.35866666667,27.0716666667,9.12633333333
388.11,6.57566666667,26.8133333333,16.95,11.853,6.01666666667,5.119,8.11533333333,5.272,27.1553333333,9.13233333333
388.47,6.732,27.0046666667,17.0813333333,12.0266666667,6.14333333333,5.23433333333,8.18,5.42466666667,27.2816666667,9.31566666667
388.83,6.819,26.9806666667,17.2236666667,12.072,6.21833333333,5.27766666667,8.166,5.563,27.5043333333,9.387
389.19,6.65233333333,27.1296666667,17.1143333333,11.9716666667,6.17366666667,5.175,8.081,5.51266666667,27.4943333333,9.41133333333
389.55,6.611,27.147,17.059,11.9746666667,6.18866666667,5.165,7.93833333333,5.51433333333,27.5666666667,9.43233333333
389.91,6.49,27.0473333333,17.056,11.936,6.03666666667,5.00066666667,7.846,5.46733333333,27.482,9.30266666667
390.27,6.51266666667,27.1976666667,17.1063333333,11.9786666667,6.112,5.02333333333,7.87133333333,5.52033333333,27.6033333333,9.36633333333
390.63,6.54133333333,27.251,17.0533333333,11.9453333333,6.09033333333,4.943,7.90533333333,5.546,27.6093333333,9.36466666667
391.00,6.60566666667,27.4136666667,17.1773333333,12.081,6.15866666667,5.028,7.95466666667,5.607,27.7513333333,9.38766666667
391.36,6.58066666667,27.4773333333,17.1006666667,12.1106666667,6.13933333333,4.95966666667,7.898,5.51466666667,27.6833333333,9.45866666667
391.72,6.48666666667,27.4056666667,16.982,12.0656666667,6.049,4.84433333333,7.78,5.463,27.5936666667,9.24166666667
392.08,6.48666666667,27.4323333333,17.0203333333,12.0733333333,6.05733333333,4.87666666667,7.77966666667,5.53266666667,27.6396666667,9.204
392.44,6.37233333333,27.4513333333,17.002,12.038,6.038,4.91566666667,7.69,5.442,27.723,9.07933333333
392.80,6.29766666667,27.5563333333,16.9973333333,12.048,5.986,4.88466666667,7.65766666667,5.401,27.609,9.07266666667
393.16,6.31266666667,27.621,17.0633333333,12.187,6.03466666667,4.93066666667,7.65466666667,5.486,27.7246666667,8.91866666667
393.52,6.32633333333,27.68,17.083,12.1703333333,5.99,4.89833333333,7.618,5.44633333333,27.7646666667,8.877
393.88,6.38266666667,27.7946666667,17.0696666667,12.176,6.043,4.92166666667,7.55566666667,5.42333333333,27.846,8.899
394.24,6.30033333333,27.7763333333,17.0076666667,12.1073333333,6.00066666667,4.85566666667,7.417,5.36333333333,27.7646666667,8.781
394.60,6.33766666667,27.808,17.0823333333,12.1603333333,5.98633333333,4.891,7.29966666667,5.36166666667,27.841,8.785
394.96,6.25466666667,27.7293333333,17.0266666667,12.105,5.98666666667,4.81633333333,7.19966666667,5.34766666667,27.878,8.688
395.32,6.23366666667,27.8076666667,17.179,12.169,6.087,4.86766666667,7.19066666667,5.47266666667,28.0896666667,8.682
395.68,6.15866666667,27.915,17.1676666667,12.0843333333,6.042,4.79233333333,7.12166666667,5.438,28.1066666667,8.706
396.04,6.14666666667,28.107,17.1966666667,12.112,6.066,4.71733333333,7.12366666667,5.45633333333,28.1953333333,8.72966666667
396.40,6.199,28.274,17.3466666667,12.124,6.10766666667,4.64433333333,7.16066666667,5.51433333333,28.276,8.752
396.76,6.213,28.319,17.3506666667,12.12,6.066,4.549,7.07833333333,5.447,28.3643333333,8.76733333333
397.12,6.23533333333,28.3206666667,17.355,12.06,6.045,4.50266666667,6.98033333333,5.283,28.4356666667,8.775
397.48,6.24766666667,28.448,17.4003333333,12.1076666667,6.09766666667,4.53033333333,6.98533333333,5.34766666667,28.5156666667,8.78766666667
397.84,6.33166666667,28.6566666667,17.5016666667,12.2246666667,6.21466666667,4.66933333333,7.13933333333,5.50633333333,28.6766666667,8.96933333333
398.20,6.41866666667,28.865,17.6353333333,12.2826666667,6.242,4.692,7.14833333333,5.519,28.768,9.056
398.56,6.38233333333,28.9756666667,17.665,12.3053333333,6.30333333333,4.669,7.13766666667,5.54766666667,28.756,9.051
398.92,6.469,29.1643333333,17.7146666667,12.3576666667,6.33866666667,4.64366666667,7.07166666667,5.57866666667,28.9106666667,9.128
399.28,6.49166666667,29.1486666667,17.659,12.294,6.21066666667,4.55566666667,6.95633333333,5.50433333333,28.7653333333,8.98733333333
399.64,6.53133333333,29.2283333333,17.7146666667,12.463,6.24233333333,4.64433333333,6.94933333333,5.56466666667,28.9053333333,9.05266666667
400.00,6.56366666667,29.1783333333,17.744,12.4823333333,6.24733333333,4.66,6.90433333333,5.51533333333,28.8833333333,9.10766666667
400.36,6.496,29.1376666667,17.6586666667,12.3703333333,6.11633333333,4.60633333333,6.68833333333,5.44666666667,28.8036666667,9.09933333333
400.72,6.535,29.2376666667,17.7383333333,12.4656666667,6.246,4.671,6.66866666667,5.568,28.9633333333,9.11266666667
401.08,6.58833333333,29.4273333333,17.7953333333,12.5586666667,6.32433333333,4.71633333333,6.64533333333,5.67633333333,29.0046666667,9.16166666667
401.44,6.558,29.4703333333,17.9696666667,12.5423333333,6.349,4.691,6.62866666667,5.667,29.0023333333,9.16566666667
401.80,6.53833333333,29.4876666667,18.0326666667,12.5276666667,6.332,4.68233333333,6.49666666667,5.63933333333,28.9983333333,9.01966666667
402.16,6.58733333333,29.4863333333,18.1073333333,12.59,6.33733333333,4.77833333333,6.55766666667,5.692,29.1273333333,9.00266666667
402.52,6.599,29.6023333333,18.1416666667,12.613,6.345,4.797,6.58766666667,5.68233333333,29.2573333333,8.95066666667
402.88,6.56666666667,29.6356666667,18.2,12.677,6.369,4.811,6.55366666667,5.65933333333,29.1646666667,8.97966666667
403.24,6.60866666667,29.771,18.3156666667,12.736,6.429,4.895,6.63433333333,5.70833333333,29.4246666667,9.10833333333
403.60,6.712,29.88,18.506,12.7816666667,6.555,4.98866666667,6.74533333333,5.79266666667,29.508,9.14466666667
403.95,6.74566666667,30.037,18.5526666667,12.9493333333,6.63666666667,5.033,6.74966666667,5.81266666667,29.6723333333,9.113
