wavelength,Back_ChrChrf,Belly_ChrChrf,Breast_ChrChrf,Crissum_ChrChrf,Crown_ChrChrf,DorTail_ChrChrf,Patch10_ChrChrf,Rump_ChrChrf,Throat_ChrChrf,WingTip_ChrChrf
325.47,6.0315,17.3328333333,11.6591666667,10.1245,4.70616666667,6.9955,3.976,6.71233333333,14.767,9.16433333333
325.84,6.1125,17.4555,11.7181666666,10.2306666667,4.71216666667,7.10316666667,4.09366666667,6.7625,14.929,9.129
326.21,6.13216666667,17.5366666666,11.532,10.1185,4.62916666667,7.09516666667,3.969,6.662,14.947,9.09333333335
326.57,5.8675,17.4826666667,11.2173333333,9.93483333335,4.38266666667,7.00983333334,3.642,6.437,14.8248333333,8.8855
326.94,5.7135,17.4011666666,11.094,9.68016666669,4.224,6.84583333333,3.43133333333,6.32083333333,14.6901666667,8.73283333333
327.31,5.31183333334,17.3115,10.879,9.53466666669,3.88833333333,6.53916666667,2.97133333333,6.03233333333,14.4228333333,8.3935
327.67,5.1365,17.3595,10.7606666667,9.458,3.67033333333,6.24383333333,2.82766666667,5.79133333334,14.3265,8.2045
328.04,5.31833333333,17.6378333334,10.8681666667,9.68649999998,3.83183333334,6.41233333333,2.973,5.93533333333,14.5071666667,8.2945
328.41,5.40433333333,17.5986666667,10.7308333333,9.66400000002,3.86983333333,6.38616666667,2.97666666667,6.039,14.5616666666,8.2145
328.78,5.35583333333,17.7255,10.6435,9.73849999998,3.895,6.29616666667,2.85733333333,5.99466666667,14.6458333333,8.109
329.14,5.26166666667,17.7563333333,10.6553333333,9.85083333334,3.78833333333,6.11,2.63266666667,5.9895,14.725,8.0225
329.51,5.06183333334,17.6515,10.5088333333,9.69399999998,3.67316666667,5.969,2.429,5.71733333333,14.6708333334,7.84266666667
329.88,4.81416666667,17.6265,10.5586666667,9.54633333332,3.656,5.883,2.27233333333,5.60933333333,14.7618333333,7.679
330.24,4.64566666666,17.662,10.6715,9.57,3.65016666667,5.82216666666,2.368,5.61866666666,14.9096666667,7.68466666667
330.61,4.25616666666,17.4705,10.437,9.40666666667,3.3545,5.48266666667,2.083,5.1995,14.7233333333,7.38416666666
330.98,4.3295,17.6528333333,10.5791666667,9.77366666667,3.38083333333,5.51916666667,2.244,5.282,14.9648333333,7.52216666667
331.34,4.53633333333,17.732,10.6591666667,9.97366666669,3.61283333333,5.661,2.50266666667,5.43033333333,15.1285,7.63133333334
331.71,4.78833333333,17.8975,10.9355,10.2051666667,3.7875,5.92816666667,2.849,5.7235,15.3045,7.74716666667
332.08,4.56683333333,17.7046666667,10.9033333333,9.95133333334,3.60083333334,5.792,2.667,5.51116666666,15.0808333333,7.6665
332.44,4.63083333333,17.9165,11.136,10.1078333334,3.62383333333,5.86983333333,2.58466666667,5.584,15.1563333334,7.77633333333
332.81,4.65816666667,17.9001666667,11.1136666667,10.148,3.4425,5.7505,2.46633333333,5.51083333334,15.1688333333,7.70266666666
333.18,4.75116666667,17.9115,11.2761666667,10.2215,3.4785,5.87116666666,2.517,5.56016666666,15.2108333333,7.69366666667
333.54,4.8885,18.1138333333,11.4246666667,10.3408333333,3.56716666666,6.01983333334,2.62933333333,5.7685,15.379,7.7425
333.91,4.97083333334,18.1996666666,11.5185,10.3833333333,3.60166666666,5.94483333333,2.658,5.801,15.3813333333,7.796
334.28,4.92266666667,18.1395,11.579,10.3531666667,3.595,5.80583333333,2.59633333333,5.72716666667,15.3288333333,7.73683333333
334.64,5.24866666667,18.4043333333,12.073,10.6435,3.93883333333,6.02683333334,2.96933333333,6.05916666666,15.6553333334,7.96233333333
335.01,5.261,18.4723333334,12.0851666667,10.5411666666,4.023,5.91516666666,2.94166666667,6.10316666667,15.6425,7.88366666667
335.38,5.27183333333,18.529,12.2233333333,10.4465,4.0525,5.918,2.95566666667,6.148,15.6835,7.89683333333
335.74,5.25466666667,18.49,12.1705,10.3158333333,3.99333333334,5.87316666666,2.885,6.08533333333,15.6893333333,7.89933333333
336.11,5.459,18.7481666667,12.3251666666,10.364,4.095,5.97316666666,3.02333333333,6.2995,15.8998333333,7.99633333334
336.47,5.34433333334,18.6291666667,12.1233333333,10.288,3.94316666667,5.79933333333,2.91766666667,6.136,15.8478333333,7.7405
336.84,5.23516666667,18.7251666667,12.246,10.2175,4.01483333333,5.818,2.939,6.1365,15.8585,7.648
337.21,5.16383333333,18.715,12.2741666667,10.1095,3.872,5.753,2.73866666667,6.04283333333,15.8385,7.6305
337.57,5.13633333333,18.842,12.4236666667,10.147,3.914,5.69783333333,2.74866666667,6.06533333333,15.9226666667,7.71466666667
337.94,5.28066666666,19.1411666667,12.635,10.3711666666,4.01383333334,5.84733333334,2.81233333333,6.15583333333,16.029,7.84366666666
338.31,5.48666666667,19.4231666666,12.8091666667,10.4273333333,4.129,6.14783333333,3.028,6.38666666666,16.2296666667,7.9895
338.67,5.4195,19.4176666666,12.6421666667,10.3441666667,4.05133333334,6.1105,2.90666666667,6.343,16.14,7.9525
339.04,5.489,19.5155,12.783,10.4016666666,4.00116666667,6.15616666667,2.97533333333,6.359,16.1931666667,8.01116666666
339.40,5.52416666667,19.6535,12.7225,10.561,3.92066666666,6.17916666667,2.966,6.364,16.2818333334,7.99116666667
339.77,5.638,19.858,12.9081666667,10.767,4.07583333333,6.348,3.107,6.58916666667,16.4311666667,8.04683333333
340.14,5.67616666666,19.9836666667,13.0601666666,10.9906666667,4.15916666666,6.43733333333,3.19566666667,6.637,16.5625,8.096
340.50,5.76816666666,20.1375,13.1641666667,10.8953333333,4.14933333333,6.6225,3.393,6.743,16.6696666666,8.22983333333
340.87,5.7815,20.1063333334,13.2783333333,10.8335,4.04283333334,6.65066666666,3.391,6.745,16.7068333333,8.24616666667
341.23,5.84283333334,20.2888333333,13.2313333334,10.779,4.142,6.72966666667,3.56566666667,6.81466666667,16.7061666666,8.30083333333
341.60,5.784,20.2646666667,13.1771666667,10.677,4.09916666666,6.78083333333,3.53633333333,6.7725,16.675,8.21216666667
341.96,5.62166666666,20.0868333334,12.9483333333,10.4036666667,3.88966666666,6.61633333333,3.41466666667,6.65516666667,16.6141666667,7.98933333333
342.33,5.5375,20.07,12.8841666666,10.4608333333,3.86716666666,6.43816666666,3.19866666667,6.4925,16.5656666667,7.8025
342.70,5.4875,20.1935,12.9441666667,10.5046666667,3.822,6.41433333333,3.234,6.48666666667,16.6155,7.6765
343.06,5.40483333333,20.2108333333,12.9508333334,10.5693333333,3.856,6.396,3.18733333333,6.46216666667,16.6273333334,7.66183333333
343.43,5.29733333334,20.2823333333,13.0328333333,10.5638333333,3.82083333333,6.402,3.11366666667,6.42816666667,16.6978333333,7.6885
343.79,5.33,20.3103333333,13.0096666667,10.5498333333,3.80783333334,6.342,3.10566666667,6.38816666667,16.7665,7.79516666667
344.16,5.33416666667,20.2766666667,13.0388333334,10.4968333333,3.80683333333,6.32366666666,2.95866666667,6.37683333334,16.7675,7.71733333333
344.52,5.35166666667,20.4831666666,13.2055,10.6738333333,3.91683333333,6.27583333334,2.95,6.48133333333,16.9696666666,7.7785
344.89,5.3995,20.5411666667,13.1683333333,10.772,3.96383333334,6.2465,2.90666666667,6.48883333334,17.1568333334,7.83316666666
345.25,5.50466666666,20.6631666666,13.3455,11.1078333333,4.0775,6.303,3.03133333333,6.54366666667,17.4796666667,7.93416666666
345.62,5.616,20.8743333334,13.4761666666,11.3321666667,4.2295,6.391,3.252,6.6525,17.652,8.07783333334
345.99,5.65883333333,20.9321666667,13.601,11.5141666667,4.38666666667,6.512,3.33966666667,6.78833333334,17.7621666666,8.257
346.35,5.93733333333,21.2863333333,13.9101666666,11.7481666667,4.63183333333,6.83033333334,3.61033333333,7.06583333334,18.0595,8.645
346.72,6.10266666666,21.4128333333,14.0148333333,11.8546666667,4.77283333333,6.894,3.68166666667,7.23016666667,18.2421666667,8.89333333334
347.08,6.178,21.5901666666,14.0888333333,11.919,4.84283333333,7.0445,3.74433333333,7.29366666666,18.3948333334,8.95583333334
347.45,6.15966666667,21.6061666667,14.1163333333,11.9766666667,4.96133333333,7.06183333333,3.84866666667,7.3185,18.3928333334,8.99833333334
347.81,5.9635,21.6355,14.2158333333,11.9643333333,4.82816666667,6.90433333333,3.742,7.16583333333,18.3773333334,8.7925
348.18,5.635,21.6235,13.9835,11.7721666667,4.5815,6.537,3.55766666667,6.86966666666,18.1676666666,8.59166666667
348.54,5.51316666667,21.4931666667,13.7781666666,11.7631666667,4.42583333333,6.33933333333,3.34866666667,6.5955,17.9851666667,8.4215
348.91,5.38683333333,21.4826666667,13.7373333334,11.7465,4.25,6.243,3.23233333333,6.47666666667,17.8606666667,8.29866666666
349.27,5.2325,21.3713333333,13.6625,11.5306666666,4.08983333334,6.19433333333,3.113,6.46433333333,17.6878333333,8.1425
349.64,5.30366666667,21.4153333333,13.5951666666,11.4791666667,3.93866666667,6.131,3.047,6.44583333333,17.7293333333,7.99883333333
350.00,5.34983333333,21.6373333333,13.6671666666,11.5028333333,3.86716666667,6.06616666667,3.15333333333,6.3835,17.7971666666,7.92066666666
350.37,5.10033333333,21.4811666667,13.462,11.3618333333,3.55216666667,5.69433333333,2.899,6.09616666666,17.5665,7.50883333334
350.73,5.02933333333,21.5881666667,13.495,11.4021666667,3.5515,5.723,2.93133333333,6.13233333333,17.603,7.4535
351.10,4.99016666667,21.7035,13.5145,11.3631666667,3.4095,5.60466666667,2.932,6.02566666666,17.6481666666,7.3105
351.46,5.14066666667,21.8268333333,13.6201666667,11.4041666667,3.4385,5.61816666667,2.971,6.05633333334,17.7406666667,7.34216666667
351.83,5.2585,21.8935,13.6071666666,11.5148333334,3.511,5.72,3.011,6.121,17.8168333333,7.39216666667
352.19,5.57233333334,22.1575,13.8755,11.8405,3.74616666667,6.00433333333,3.33566666667,6.42416666667,18.1856666667,7.677
352.55,5.59816666666,22.2105,14.0511666666,11.7461666667,3.82383333334,6.08616666667,3.478,6.5365,18.3391666667,7.747
352.92,5.66583333333,22.3045,14.0981666667,11.7698333333,4.02683333334,6.16,3.65033333333,6.60216666666,18.3648333333,7.85116666666
353.28,5.79933333333,22.566,14.2468333333,11.885,4.148,6.23483333334,3.759,6.70766666667,18.5926666667,7.94216666667
353.65,5.76966666666,22.588,14.3875,11.916,4.324,6.2425,3.81933333333,6.81866666666,18.661,7.9845
354.01,5.772,22.6148333333,14.3575,11.899,4.3855,6.28533333334,3.786,6.87566666666,18.7336666667,7.94533333334
354.38,5.76066666667,22.5788333334,14.3236666666,11.8805,4.4095,6.376,3.879,6.98016666667,18.829,8.08133333333
354.74,5.83916666667,22.6326666667,14.4481666667,11.9785,4.46533333333,6.44316666667,3.912,7.00966666667,18.9005,8.1385
355.11,5.8035,22.5191666667,14.5483333334,12.1116666667,4.58733333333,6.3915,3.86466666667,7.04133333334,18.958,8.25333333334
355.47,5.882,22.5443333334,14.6221666666,12.1488333333,4.61816666667,6.40916666666,3.92133333333,7.14166666666,18.9915,8.28183333333
355.83,5.93183333333,22.7031666667,14.7043333334,12.173,4.67966666666,6.44783333333,3.945,7.20666666666,19.0771666667,8.3385
356.20,5.99183333334,22.7688333333,14.8145,12.2805,4.78316666667,6.525,3.981,7.28683333334,19.1123333334,8.36333333333
356.56,6.0905,22.8833333334,14.8886666667,12.457,4.90966666667,6.61666666667,4.017,7.3775,19.1423333334,8.42583333333
356.93,6.0885,22.9148333333,14.859,12.5523333333,4.806,6.56283333333,3.883,7.44133333333,19.197,8.372
357.29,6.07233333333,22.8925,14.8226666667,12.5281666667,4.78616666667,6.502,3.80266666667,7.39883333334,19.1431666666,8.33816666666
357.66,6.03733333333,22.8458333334,14.7726666667,12.4643333333,4.63333333333,6.43266666666,3.62166666667,7.25783333334,19.0335,8.302
358.02,6.0385,22.8393333333,14.8881666667,12.487,4.6365,6.402,3.60566666667,7.17183333333,18.993,8.33716666667
358.38,6.06033333333,22.9453333333,14.9853333333,12.57,4.6835,6.40483333334,3.587,7.14233333333,19.0086666667,8.31983333333
358.75,6.032,22.9743333333,14.9611666666,12.518,4.60783333333,6.414,3.53266666667,7.09616666667,19.013,8.26683333334
359.11,6.05816666667,23.0455,14.8858333333,12.4598333333,4.5345,6.40183333333,3.47066666667,7.09583333333,19.0166666666,8.18616666667
359.48,5.98466666667,23.1245,14.846,12.4923333334,4.49666666667,6.40633333333,3.36666666667,7.0785,19.0735,8.13266666667
359.84,5.98433333333,23.154,14.8185,12.5271666667,4.49716666667,6.40716666666,3.38233333333,7.1125,19.2035,8.11366666666
360.20,5.96066666667,23.1016666667,14.7921666667,12.4276666666,4.39983333333,6.3615,3.36866666667,7.02416666666,19.2441666667,8.0445
360.57,5.9445,23.108,14.7528333333,12.3668333333,4.328,6.2975,3.413,6.9925,19.2678333333,8.004
360.93,5.92133333334,23.1958333334,14.72,12.296,4.33066666667,6.29116666667,3.42866666667,6.91283333333,19.3093333333,8.02233333334
361.29,5.851,23.1581666667,14.6586666667,12.2668333333,4.25283333333,6.25033333333,3.394,6.81033333333,19.3275,7.97583333334
361.66,5.855,23.3276666666,14.7375,12.3995,4.3515,6.36283333333,3.505,6.87516666667,19.5066666666,8.06433333334
362.02,5.8875,23.3993333334,14.7305,12.5033333333,4.382,6.42383333334,3.537,6.9375,19.6248333333,8.04683333333
362.39,5.89766666667,23.381,14.6895,12.5365,4.40333333333,6.4425,3.54666666667,6.99616666666,19.6863333333,8.05216666667
362.75,5.8655,23.3968333333,14.6591666667,12.5265,4.47966666667,6.37783333334,3.59833333333,6.98283333333,19.7028333334,8.0515
363.11,5.9085,23.5383333333,14.8083333333,12.6046666667,4.5475,6.44616666667,3.657,7.03583333333,19.7891666667,8.11666666667
363.48,5.8155,23.5051666666,14.7588333333,12.5013333333,4.4595,6.34183333333,3.655,6.89616666667,19.7926666667,8.05233333333
363.84,5.80383333333,23.4851666667,14.833,12.5178333334,4.47916666666,6.34966666667,3.66766666667,6.87233333333,19.7361666667,8.05583333334
364.20,5.73966666667,23.571,14.8065,12.5138333334,4.48566666667,6.35666666667,3.59733333333,6.8855,19.6803333333,8.07366666666
364.57,5.6665,23.6513333333,14.8736666667,12.4128333334,4.49183333334,6.3535,3.51866666667,6.82983333333,19.6453333334,8.1015
364.93,5.7225,23.7345,15.058,12.5071666667,4.60766666667,6.42183333333,3.60566666667,6.961,19.6978333333,8.17933333334
365.29,5.721,23.7843333333,15.0276666667,12.5188333333,4.667,6.38316666666,3.612,7.011,19.6508333333,8.1695
365.66,5.70283333333,23.7416666666,15.006,12.4941666666,4.58,6.29833333334,3.61533333333,7.01733333333,19.6123333333,8.12716666666
366.02,5.57883333333,23.6276666667,14.875,12.3108333334,4.44333333333,6.12266666666,3.47033333333,6.86333333334,19.4243333333,8.00166666666
366.38,5.4505,23.5435,14.8503333334,12.0658333333,4.279,6.00066666667,3.33566666667,6.69716666667,19.2945,7.87833333333
366.75,5.42666666666,23.5846666667,14.821,12.047,4.15466666667,5.985,3.22833333333,6.678,19.2658333334,7.82883333333
367.11,5.495,23.5885,14.7445,12.0455,4.19116666666,6.026,3.32033333333,6.71516666667,19.3185,7.8645
367.47,5.60816666667,23.6665,14.8548333334,12.1361666667,4.29866666666,6.137,3.41533333333,6.8675,19.3533333333,7.94233333334
367.84,5.563,23.6233333334,14.7948333333,12.1156666667,4.21816666667,6.07316666667,3.382,6.80283333333,19.3323333334,7.88233333333
368.20,5.63033333333,23.6005,14.8516666667,12.1336666667,4.24766666667,6.1165,3.43033333333,6.86116666667,19.3883333334,7.91316666667
368.56,5.69033333333,23.6343333333,14.851,12.2875,4.2655,6.19116666666,3.49266666667,6.96116666667,19.5126666666,7.91866666667
368.93,5.71033333333,23.6566666667,14.7993333333,12.2838333333,4.2745,6.23333333334,3.53133333333,6.97483333334,19.5785,7.94133333333
369.29,5.69216666666,23.6635,14.8713333333,12.2016666667,4.19866666666,6.2145,3.52933333333,6.91066666667,19.5845,7.9305
369.65,5.625,23.638,14.8001666667,12.0086666667,4.15266666667,6.13533333333,3.41733333333,6.78816666666,19.463,7.83216666667
370.01,5.61166666667,23.6351666667,14.8246666666,12.006,4.17666666666,6.1405,3.50766666667,6.82166666666,19.495,7.896
370.38,5.73766666667,23.8065,14.8955,12.1575,4.30233333333,6.22266666666,3.64533333333,6.90133333333,19.5901666666,7.99066666666
370.74,5.69983333334,23.6871666667,14.8475,12.0958333334,4.2985,6.17333333334,3.68733333333,6.78466666667,19.574,7.958
371.10,5.56766666666,23.6298333333,14.7975,11.9915,4.18183333333,6.02833333334,3.56933333333,6.65683333334,19.3373333333,7.89283333334
371.46,5.57333333333,23.656,14.7808333333,12.0136666667,4.18666666667,6.01233333334,3.58033333333,6.62633333334,19.3305,7.9585
371.83,5.62,23.705,14.834,11.838,4.22116666667,6.03416666666,3.61333333333,6.629,19.3678333333,7.978
372.19,5.53566666666,23.6515,14.7471666667,11.7716666666,4.19433333333,5.955,3.62733333333,6.4755,19.3575,7.931
372.55,5.45883333333,23.6046666666,14.6905,11.6965,4.10783333333,5.93816666666,3.53566666667,6.41566666667,19.2356666667,7.87083333333
372.92,5.41283333333,23.5148333333,14.6658333334,11.612,4.0655,5.8635,3.554,6.31583333334,19.0798333333,7.805
373.28,5.3745,23.5175,14.6596666667,11.6483333333,4.1125,5.90333333334,3.58533333333,6.30916666666,19.0726666667,7.817
373.64,5.44133333334,23.4738333333,14.6561666666,11.7166666666,4.168,5.9055,3.667,6.33133333333,19.1191666667,7.86033333334
374.00,5.51133333334,23.5591666667,14.7288333333,11.7023333333,4.19733333333,5.981,3.62766666667,6.36116666666,19.152,7.90616666667
374.37,5.525,23.5866666667,14.7363333334,11.7025,4.20883333334,6.068,3.63566666667,6.41016666667,19.1403333334,7.91916666667
374.73,5.5425,23.6121666667,14.7641666667,11.743,4.24016666666,6.119,3.61633333333,6.47083333334,19.1283333333,7.968
375.09,5.57266666667,23.6308333333,14.7295,11.7045,4.2585,6.17233333334,3.69433333333,6.55666666667,19.1988333333,7.9745
375.45,5.48833333333,23.609,14.6416666666,11.578,4.173,6.12316666666,3.64066666667,6.45566666667,19.2468333333,7.83816666667
375.81,5.54583333333,23.5631666667,14.5708333334,11.6863333333,4.16733333333,6.115,3.66266666667,6.478,19.209,7.87916666667
376.18,5.54633333333,23.5875,14.5771666667,11.6218333334,4.08983333334,6.0795,3.558,6.487,19.1298333333,7.835
376.54,5.5375,23.5468333333,14.5313333334,11.5645,4.07966666667,6.0025,3.58733333333,6.39616666667,19.0978333333,7.80066666667
376.90,5.55833333333,23.5273333334,14.512,11.5451666667,4.07016666667,6.04716666667,3.591,6.39383333334,19.1106666667,7.81633333333
377.26,5.66116666667,23.548,14.5525,11.6261666667,4.1395,6.13033333333,3.61733333333,6.48283333333,19.1611666667,7.9005
377.63,5.692,23.6508333333,14.6555,11.6481666667,4.21183333333,6.26383333333,3.66466666667,6.56616666667,19.2675,7.98216666666
377.99,5.697,23.6866666666,14.6608333333,11.7015,4.2485,6.3145,3.759,6.62183333334,19.3226666667,7.98983333333
378.35,5.606,23.5725,14.5486666666,11.617,4.186,6.1755,3.68233333333,6.54416666666,19.2975,7.93183333333
378.71,5.63433333334,23.6233333333,14.5033333333,11.5728333333,4.14416666666,6.1265,3.629,6.52216666667,19.3236666666,7.89016666667
379.07,5.6735,23.581,14.4943333333,11.6561666667,4.18683333333,6.123,3.61566666667,6.5235,19.3498333333,7.9015
379.44,5.66183333334,23.5291666667,14.429,11.6431666666,4.2045,6.10083333333,3.622,6.54883333334,19.2703333334,7.89316666667
379.80,5.59983333333,23.5385,14.3946666667,11.6295,4.22283333334,6.092,3.58066666667,6.52566666667,19.2688333333,7.8505
380.16,5.63966666667,23.5705,14.3093333334,11.6146666667,4.23716666666,6.08383333333,3.61366666667,6.52333333333,19.2696666667,7.87483333333
380.52,5.77683333333,23.6791666667,14.4131666667,11.6735,4.35933333333,6.20116666667,3.708,6.6435,19.3728333334,7.98516666667
380.88,5.78316666667,23.743,14.4736666667,11.6735,4.39,6.183,3.71566666667,6.68733333333,19.4455,8.00416666667
381.24,5.74383333334,23.7276666666,14.3993333334,11.5611666667,4.37416666667,6.15016666666,3.71133333333,6.65733333333,19.399,7.9585
381.61,5.67466666666,23.6008333333,14.2643333333,11.5176666667,4.27533333334,6.03983333334,3.62933333333,6.57033333334,19.2513333334,7.79733333334
381.97,5.6935,23.5721666666,14.218,11.457,4.28033333333,5.98266666667,3.61466666667,6.53666666666,19.2151666666,7.79916666667
382.33,5.69933333333,23.6386666666,14.2198333333,11.4026666666,4.28083333333,6.02416666666,3.66033333333,6.47083333333,19.2055,7.799
382.69,5.6735,23.666,14.2403333334,11.3605,4.324,6.06166666666,3.74066666667,6.471,19.1673333333,7.807
383.05,5.52383333333,23.5466666666,14.1501666666,11.1626666667,4.18216666667,5.97166666666,3.62766666667,6.301,19.0815,7.6255
383.41,5.50566666667,23.5465,14.132,11.1983333333,4.14833333333,5.977,3.537,6.25983333333,19.078,7.6485
383.77,5.431,23.4926666667,14.0545,11.0685,4.04566666666,5.9395,3.45366666667,6.20433333333,19.008,7.57783333334
384.14,5.3495,23.456,14.0565,11.1005,4.03616666667,5.94933333333,3.42233333333,6.22133333333,19.0163333333,7.57933333334
384.50,5.268,23.341,13.9505,11.0791666667,3.97566666667,5.8385,3.36266666667,6.16633333334,18.9206666667,7.53716666666
384.86,5.21833333333,23.2476666667,13.829,11.0346666667,3.898,5.77066666666,3.29133333333,6.10033333333,18.8576666666,7.4445
385.22,5.17516666666,23.195,13.7648333333,10.964,3.83616666667,5.70166666666,3.28033333333,6.032,18.8043333333,7.39
385.58,5.19966666667,23.2638333334,13.7741666667,10.9171666667,3.8555,5.72516666667,3.33166666667,5.9945,18.8541666667,7.48483333334
385.94,5.1975,23.2956666666,13.7215,10.9143333333,3.8275,5.72016666667,3.22166666667,6.004,18.8408333333,7.49933333334
386.30,5.182,23.267,13.7155,10.9043333333,3.808,5.70016666666,3.151,6.0205,18.7906666667,7.53016666667
386.66,5.208,23.1823333334,13.7008333333,10.9323333333,3.83883333333,5.67,3.141,6.02866666666,18.7773333334,7.55366666667
387.03,5.24216666666,23.2393333334,13.6623333334,10.9408333333,3.84616666667,5.675,3.14766666667,6.06333333334,18.7658333334,7.64016666667
387.39,5.23883333334,23.1716666667,13.6651666667,10.8366666667,3.79683333333,5.62683333334,3.15733333333,6.02866666667,18.6901666667,7.61166666667
387.75,5.20183333334,23.1308333334,13.6788333333,10.8253333333,3.796,5.57266666667,3.123,5.96916666667,18.6203333333,7.58216666667
388.11,5.18666666666,23.0466666667,13.6485,10.758,3.801,5.54283333334,3.14433333333,5.9425,18.5406666667,7.56383333333
388.47,5.11966666667,23.01,13.5913333333,10.6863333333,3.79783333333,5.55816666667,3.137,5.92616666667,18.5238333333,7.54916666667
388.83,5.1335,23.042,13.5851666667,10.6846666667,3.79583333333,5.59016666667,3.17166666667,5.94283333333,18.4898333333,7.607
389.19,5.13083333333,23.0326666666,13.561,10.6918333334,3.76833333333,5.5955,3.18166666667,5.972,18.4801666666,7.63216666667
389.55,5.091,22.9128333333,13.458,10.626,3.722,5.56466666666,3.095,5.96816666667,18.3681666667,7.58416666667
389.91,5.08116666667,22.8318333334,13.4113333334,10.5961666667,3.73116666666,5.57716666667,3.16666666667,5.9745,18.3161666666,7.58466666666
390.27,5.11533333334,22.7766666667,13.3818333333,10.6353333333,3.78283333334,5.612,3.26466666667,6.0255,18.2971666666,7.61983333334
390.63,5.06166666667,22.6651666667,13.314,10.5411666666,3.69483333334,5.57716666667,3.231,5.945,18.182,7.5605
391.00,5.08583333333,22.5766666666,13.2606666667,10.5191666667,3.69516666667,5.589,3.289,5.93366666667,18.1463333333,7.54566666666
391.36,5.10083333334,22.5408333333,13.2181666667,10.5458333334,3.73183333333,5.5725,3.326,5.94883333333,18.1246666667,7.56516666667
391.72,5.15383333334,22.5038333333,13.154,10.5695,3.75,5.62633333334,3.44,6.00466666667,18.1208333333,7.63716666666
392.08,5.158,22.4796666667,13.1133333333,10.5681666667,3.727,5.595,3.43166666667,5.96283333333,18.1041666666,7.60616666667
392.44,5.204,22.3771666666,13.0643333333,10.5133333333,3.68216666667,5.5885,3.399,5.94616666667,18.0761666667,7.58183333334
392.80,5.18666666667,22.2671666666,13.0015,10.4606666666,3.68733333333,5.5765,3.40966666667,5.92766666667,17.9971666666,7.54833333333
393.16,5.1655,22.1785,12.9511666667,10.3966666667,3.66983333334,5.55033333334,3.38666666667,5.88633333334,17.9506666667,7.54866666667
393.52,5.11066666667,22.064,12.8275,10.3386666667,3.625,5.47416666667,3.356,5.821,17.8251666666,7.46883333334
393.88,5.07133333333,21.9548333334,12.7436666667,10.289,3.58133333334,5.43416666666,3.329,5.76083333333,17.726,7.4585
394.24,5.02083333333,21.836,12.6568333333,10.1866666667,3.5375,5.3705,3.295,5.672,17.6601666666,7.4035
394.60,5.0345,21.795,12.5536666667,10.148,3.54733333334,5.3955,3.27733333333,5.69416666666,17.6828333333,7.4205
394.96,5.01933333334,21.6895,12.5158333334,10.1148333333,3.54783333333,5.3885,3.22866666667,5.63833333333,17.5915,7.4195
395.32,4.9775,21.5586666667,12.427,9.99116666669,3.4995,5.3585,3.17866666667,5.59683333333,17.4905,7.37133333333
395.68,4.97616666667,21.4738333334,12.3941666667,9.89883333335,3.488,5.34133333333,3.15233333333,5.56983333333,17.4366666667,7.37933333334
396.04,4.96266666667,21.3223333333,12.3116666666,9.82316666666,3.48666666667,5.36433333333,3.15066666667,5.58733333333,17.3351666667,7.41183333334
396.40,4.89233333333,21.2455,12.243,9.6865,3.40883333334,5.27716666666,3.09966666667,5.5185,17.1968333333,7.363
396.76,4.84433333333,21.1058333333,12.1163333333,9.58783333332,3.32333333333,5.21366666667,2.98,5.43516666666,17.1036666667,7.302
397.12,4.8555,20.9575,12.0545,9.588,3.33316666666,5.21633333333,2.97133333333,5.431,17.0431666667,7.2475
397.48,4.9655,20.9543333333,12.1165,9.67083333331,3.42783333333,5.29983333333,3.075,5.53116666667,17.1198333333,7.38583333333
397.84,4.934,20.879,12.091,9.60300000002,3.40333333333,5.30866666667,3.06733333333,5.52833333333,17.0813333333,7.37266666667
398.20,4.92333333333,20.8218333333,12.045,9.53350000001,3.34183333333,5.27166666667,2.985,5.53316666667,16.9965,7.33783333334
398.56,4.93483333333,20.8176666666,12.0706666666,9.55966666665,3.35466666667,5.27433333333,3.038,5.56866666667,16.9513333334,7.3795
398.92,4.96033333333,20.841,12.0965,9.58516666666,3.42133333333,5.33783333334,3.14933333333,5.64716666667,17.0046666666,7.44583333333
399.28,5.03416666666,20.8513333333,12.1178333333,9.59383333333,3.4715,5.35983333334,3.21566666667,5.691,17.0313333333,7.46916666667
399.64,4.99016666666,20.7905,12.094,9.54166666668,3.4615,5.32283333333,3.172,5.67516666666,16.9745,7.427
400.00,4.99466666667,20.783,12.0848333333,9.50033333335,3.437,5.2985,3.157,5.616,16.9586666667,7.38516666667
400.36,5.01433333333,20.7505,12.0008333333,9.56883333335,3.49583333333,5.36283333333,3.20533333333,5.62016666666,17.0113333333,7.4095
400.72,5.05816666667,20.8106666667,12.0638333333,9.57299999999,3.55516666666,5.4215,3.28833333333,5.68566666667,17.0936666667,7.48183333334
401.08,5.05633333334,20.8705,12.0813333333,9.55533333335,3.53316666667,5.40283333333,3.27466666667,5.66316666667,17.0686666666,7.51316666667
401.44,4.97533333333,20.867,12.0616666666,9.45433333334,3.47816666667,5.38566666667,3.24333333333,5.6065,17.0416666667,7.42683333333
401.80,4.98433333333,20.8258333333,12.0386666667,9.43883333333,3.46916666667,5.37816666667,3.22066666667,5.5785,17.0055,7.4155
402.16,5.0315,20.8141666666,12.0423333333,9.46000000002,3.50416666667,5.41783333334,3.266,5.61116666666,17.038,7.46716666667
