wavelength,Back_HemRusf,Belly_HemRusf,Breast_HemRusf,Crissum_HemRusf,Crown_HemRusf,DorTail_HemRusf,Patch10_HemRusf,Rump_HemRusf,Throat_HemRusf,WingTip_HemRusf
335.74,5.20286666667,5.178,4.2724,5.0294,4.63693333333,5.66733333333,4.19746666667,5.18406666667,4.88393333333,6.82773333333
336.11,5.1346,5.09453333333,4.19186666667,4.98506666667,4.61766666667,5.66086666667,4.25666666667,5.24063333333,4.8184,6.84566666667
336.47,5.11473333333,5.07186666666,4.1522,5.06426666667,4.60126666667,5.70726666667,4.23473333333,5.30476666667,4.82733333333,6.79193333333
336.84,5.05873333333,4.97986666667,4.06386666667,5.086,4.51873333333,5.67153333333,4.13513333333,5.24923333334,4.80546666667,6.64226666666
337.21,4.83446666667,4.75726666667,3.9274,4.95846666667,4.35226666667,5.58106666666,3.99693333333,5.08442222222,4.65313333333,6.40513333333
337.57,4.741,4.77106666666,3.94586666667,4.99806666667,4.37433333333,5.55426666667,4.04653333333,4.99164444444,4.62986666667,6.39153333333
337.94,4.93906666667,4.9688,4.16733333333,5.174,4.60893333333,5.81333333333,4.3042,5.20785555556,4.80233333333,6.68453333333
338.31,4.94006666667,5.026,4.26173333333,5.18133333333,4.63206666667,5.91,4.26333333333,5.32373333333,4.80673333333,6.68146666667
338.67,4.92266666667,5.1076,4.27933333333,5.1534,4.62826666667,5.9552,4.29846666667,5.35727777778,4.7822,6.66226666667
339.04,4.62226666667,4.8092,4.07566666667,4.87846666667,4.4116,5.73266666667,4.04473333333,5.18405555556,4.49253333333,6.36766666667
339.40,4.4748,4.68213333333,3.90546666666,4.70593333333,4.3276,5.5736,3.93946666667,5.06395555556,4.37626666667,6.21073333333
339.77,4.234,4.50186666667,3.75573333333,4.58866666667,4.1824,5.27,3.73806666667,4.87663333333,4.19726666667,6.022
340.14,4.3988,4.64206666667,3.92946666666,4.8608,4.35066666667,5.44673333333,3.91346666667,5.00482222222,4.40466666667,6.1508
340.50,4.2868,4.5724,3.87846666667,4.72946666667,4.29673333333,5.26606666667,3.83093333333,4.92695555555,4.2724,6.10126666667
340.87,4.17586666667,4.49126666667,3.77426666667,4.51853333333,4.20166666667,5.2254,3.76266666667,4.85843333333,4.14573333333,6.04433333333
341.23,4.30153333333,4.55266666667,3.822,4.5826,4.2918,5.30473333333,3.83186666667,4.95206666667,4.1952,6.18566666667
341.60,4.4488,4.60113333333,3.91826666667,4.611,4.34093333333,5.41146666667,3.89606666667,5.10773333333,4.306,6.2594
341.96,4.65286666667,4.7152,4.0748,4.70973333333,4.43526666667,5.54953333333,4.0318,5.25118888889,4.4976,6.37693333333
342.33,4.52193333333,4.4864,3.8466,4.55746666667,4.33186666667,5.33126666667,3.87666666667,5.02014444444,4.33466666667,6.2224
342.70,4.60646666667,4.49753333333,3.8874,4.58626666667,4.40853333333,5.35926666667,3.90086666667,5.0415,4.35473333333,6.27346666667
343.06,4.66666666667,4.58006666667,3.9404,4.66653333333,4.4206,5.39393333333,3.95773333333,5.10152222222,4.42573333333,6.26633333333
343.43,4.6656,4.58553333333,3.96573333333,4.69833333333,4.40073333333,5.47673333333,3.91833333333,5.04701111111,4.37713333333,6.2984
343.79,4.85986666667,4.664,4.05053333333,4.76446666667,4.50013333333,5.6564,4.00286666667,5.15187777778,4.468,6.4386
344.16,4.8738,4.6454,3.9736,4.5906,4.3994,5.59426666667,3.97726666667,5.07068888889,4.42733333333,6.44106666667
344.52,4.89966666666,4.58333333333,3.93006666667,4.54266666667,4.35286666667,5.62613333333,3.968,4.9567,4.45406666667,6.39573333333
344.89,4.77433333333,4.5046,3.85233333333,4.48333333333,4.24753333333,5.4904,3.9366,4.85526666667,4.33413333333,6.293
345.25,4.6996,4.4324,3.80733333333,4.42,4.215,5.4638,3.92666666667,4.79597777778,4.28453333333,6.16233333333
345.62,4.69766666667,4.43033333333,3.81693333333,4.43046666667,4.20793333333,5.4644,3.95433333333,4.7709,4.28813333333,6.1286
345.99,4.52946666667,4.38773333333,3.73613333333,4.30993333333,4.078,5.413,3.89413333333,4.65587777778,4.14586666667,5.97686666667
346.35,4.78693333333,4.67366666667,4.07866666667,4.57513333333,4.29773333334,5.70453333333,4.16993333333,4.93823333333,4.40013333333,6.20106666667
346.72,4.66586666667,4.6028,3.98446666667,4.5448,4.22506666667,5.6644,4.103,4.88737777778,4.34866666667,6.1
347.08,4.69966666667,4.62506666667,3.95526666667,4.59266666667,4.2558,5.63766666667,4.08826666667,4.90451111111,4.34413333333,6.16473333333
347.45,4.7408,4.59646666666,3.95626666667,4.5492,4.175,5.5514,4.08186666667,4.91734444444,4.3268,6.09233333334
347.81,4.78586666667,4.70506666666,4.0876,4.62173333334,4.17226666667,5.63606666667,4.1586,4.99086666667,4.41853333333,6.08913333333
348.18,4.62693333333,4.6068,3.96413333333,4.5154,4.04193333333,5.4226,3.98053333333,4.88953333333,4.24226666667,5.9036
348.54,4.67326666667,4.70206666667,3.9554,4.5806,4.07673333333,5.40226666666,4.0644,4.96894444444,4.248,5.94513333333
348.91,4.793,4.732,4.033,4.6946,4.18533333333,5.47213333333,4.09166666667,5.0418,4.38006666667,6.02506666667
349.27,4.92533333333,4.86913333333,4.18146666667,4.7644,4.2614,5.56326666667,4.15906666667,5.13975555556,4.49706666667,6.15613333333
349.64,4.88113333333,4.8712,4.12113333333,4.70353333333,4.21053333333,5.52306666667,4.09626666667,5.10927777778,4.41553333333,6.11653333333
350.00,4.943,4.87133333333,4.1124,4.81833333333,4.3236,5.5366,4.1434,5.1806,4.48266666667,6.17553333333
350.37,4.8104,4.71206666667,3.9782,4.69226666667,4.2154,5.38813333333,4.05306666667,5.07155555555,4.326,6.0668
350.73,4.84693333333,4.742,4.0142,4.68706666667,4.27053333333,5.3404,4.07533333333,5.13393333333,4.3952,6.10866666667
351.10,4.91193333333,4.80806666667,4.13933333333,4.8164,4.34606666667,5.46473333333,4.17066666667,5.25107777778,4.5372,6.22546666667
351.46,4.97766666667,4.92606666667,4.19693333333,4.9236,4.5106,5.5448,4.2486,5.33641111111,4.62346666667,6.34706666667
351.83,4.7538,4.68073333333,3.9456,4.68426666667,4.35813333333,5.2862,4.00293333333,5.09474444445,4.43126666667,6.21806666667
352.19,4.73473333333,4.68713333333,3.95413333333,4.72873333333,4.36406666667,5.3324,3.97913333333,5.12243333333,4.44966666667,6.26273333333
352.55,4.54533333333,4.5382,3.8778,4.66093333333,4.29233333333,5.25986666667,3.81293333333,5.03612222222,4.34333333333,6.14586666667
352.92,4.5518,4.63386666667,3.92573333333,4.6738,4.3616,5.2986,3.86353333333,5.05471111111,4.3228,6.2004
353.28,4.42513333333,4.58913333333,3.79933333333,4.5472,4.22033333333,5.17073333333,3.78173333333,4.93033333333,4.1424,6.09546666667
353.65,4.55153333333,4.7036,3.9298,4.6702,4.34426666667,5.3138,3.90446666667,5.06004444444,4.30853333333,6.21413333333
354.01,4.29873333333,4.42053333333,3.71326666667,4.36706666667,4.00433333334,5.07453333333,3.59033333333,4.76652222222,4.0248,5.93746666667
354.38,4.2426,4.36566666667,3.6136,4.32313333333,3.8778,5.07066666667,3.54093333333,4.73047777778,4.02113333333,5.85073333334
354.74,4.35333333333,4.41486666667,3.68033333334,4.43453333333,3.94706666667,5.17246666667,3.58693333333,4.75823333333,4.0744,5.94973333333
355.11,4.36133333333,4.4204,3.68606666666,4.40326666667,3.9516,5.20546666667,3.58166666666,4.72178888889,4.06026666667,5.92906666667
355.47,4.3468,4.4738,3.73226666667,4.434,3.95093333333,5.229,3.60106666667,4.73867777778,4.12093333333,5.95146666667
355.83,4.36106666667,4.5938,3.78233333333,4.51486666667,3.9844,5.3368,3.734,4.8444,4.14233333333,5.97913333333
356.20,4.3582,4.55766666667,3.77966666667,4.50106666667,3.951,5.3084,3.7404,4.80565555555,4.1032,5.9452
356.56,4.55706666667,4.71926666667,3.92046666667,4.62246666666,4.09353333333,5.51193333333,3.9174,4.94381111111,4.234,6.08333333333
356.93,4.51926666667,4.59986666666,3.8094,4.50773333333,3.98993333333,5.4518,3.7946,4.85562222222,4.14926666666,5.9624
357.29,4.5274,4.51866666667,3.75,4.49386666667,3.97346666667,5.45073333333,3.7094,4.80645555555,4.17226666667,5.94973333333
357.66,4.47553333333,4.46026666667,3.67606666667,4.48506666667,3.892,5.40746666667,3.63506666667,4.76653333333,4.10146666667,5.94046666667
358.02,4.59593333333,4.61086666667,3.7822,4.57913333333,4.027,5.50913333333,3.72486666667,4.918,4.22586666667,6.05553333333
358.38,4.66153333333,4.69226666667,3.8432,4.66993333333,4.1406,5.5496,3.74126666667,4.98313333333,4.30853333333,6.15593333333
358.75,4.70566666667,4.73573333333,3.8874,4.74206666667,4.146,5.61506666667,3.808,5.06268888889,4.38666666667,6.17186666667
359.11,4.8318,4.8354,4.01053333333,4.79893333333,4.18466666667,5.63006666667,3.94713333334,5.17534444444,4.4846,6.28366666667
359.48,4.84393333333,4.7844,3.97406666667,4.71686666667,4.0888,5.60066666667,3.925,5.14828888889,4.434,6.20686666667
359.84,4.93286666667,4.84313333333,4.06713333333,4.7688,4.16773333333,5.638,3.98093333333,5.16198888889,4.49326666667,6.24486666667
360.20,5.06466666666,5.00753333333,4.2048,4.91546666667,4.34,5.8092,4.15753333333,5.30991111111,4.69506666667,6.39973333333
360.57,4.99833333333,4.94106666667,4.15613333333,4.89246666667,4.27566666667,5.70793333333,4.11653333333,5.27236666667,4.68626666667,6.3854
360.93,5.04266666667,5.01173333333,4.22706666667,5.00566666667,4.3448,5.72553333333,4.19473333333,5.34973333333,4.77566666667,6.45893333333
361.29,5.04093333333,5.04346666667,4.25286666667,5.05946666667,4.3776,5.72753333333,4.23666666667,5.39716666666,4.79373333333,6.4586
361.66,4.9812,4.9728,4.21,4.97753333333,4.36566666667,5.6512,4.19633333333,5.34942222222,4.71006666667,6.4098
362.02,5.0352,5.01206666667,4.253,5.0742,4.44686666667,5.7124,4.29346666667,5.42412222222,4.7582,6.48026666667
362.39,5.09733333334,5.08113333333,4.30733333333,5.11,4.50073333333,5.76906666667,4.39546666667,5.47062222222,4.76173333333,6.531
362.75,4.98806666667,4.9734,4.18,4.99993333333,4.38326666667,5.65886666667,4.32106666667,5.34594444445,4.62006666666,6.43206666667
363.11,4.92586666667,4.90206666666,4.10586666667,4.94533333333,4.33666666667,5.64573333333,4.27453333333,5.27247777778,4.55766666667,6.36273333333
363.48,4.82213333333,4.82133333333,4.01893333333,4.89773333333,4.27406666667,5.5718,4.20993333333,5.18928888889,4.5044,6.33286666667
363.84,4.79426666667,4.79733333333,4.00326666667,4.88073333333,4.2638,5.57986666667,4.1864,5.19134444444,4.5336,6.3576
364.20,4.72593333333,4.73933333333,3.97413333334,4.84293333333,4.20026666667,5.50066666667,4.12626666667,5.13074444444,4.46166666667,6.29706666667
364.57,4.73666666667,4.75493333333,3.98953333333,4.80646666667,4.2078,5.4718,4.11973333333,5.10332222222,4.42226666667,6.28006666667
364.93,4.76306666667,4.75893333333,3.9954,4.7872,4.2356,5.5508,4.16573333333,5.1368,4.45453333333,6.28726666667
365.29,4.79753333333,4.79173333333,4.0202,4.78366666667,4.2604,5.618,4.22073333333,5.14476666667,4.49853333333,6.30406666667
365.66,4.84566666667,4.8918,4.09373333333,4.858,4.28206666667,5.6794,4.33126666667,5.1829,4.62933333333,6.316
366.02,4.81233333333,4.896,4.0714,4.82733333333,4.25826666667,5.6412,4.29393333333,5.14135555556,4.65206666667,6.307
366.38,4.67573333333,4.73413333333,3.93006666667,4.68833333333,4.09513333333,5.50906666667,4.16406666667,5.01554444445,4.54666666667,6.16566666667
366.75,4.802,4.91633333333,4.07913333333,4.84373333333,4.25026666667,5.6182,4.2844,5.18152222222,4.646,6.3102
367.11,4.6208,4.80366666666,3.96593333333,4.72486666667,4.14046666667,5.44513333333,4.12126666667,5.04418888889,4.50406666667,6.173
367.47,4.72953333333,4.9182,4.0796,4.8004,4.2622,5.5378,4.2026,5.16581111111,4.56453333333,6.25413333333
367.84,4.78326666667,4.90506666667,4.08993333333,4.80706666667,4.2936,5.50126666667,4.20913333333,5.21163333333,4.53346666667,6.24513333333
368.20,4.842,4.9166,4.10033333334,4.80553333333,4.30706666667,5.5404,4.2198,5.24857777778,4.56573333333,6.28013333333
368.56,4.75373333333,4.73173333333,3.98333333333,4.6538,4.12406666667,5.40566666667,4.06386666667,5.1213,4.42813333333,6.11586666667
368.93,4.74866666667,4.7546,4.00946666667,4.68226666667,4.0716,5.3748,4.0326,5.11337777778,4.40246666667,6.16486666667
369.29,4.71073333333,4.71486666667,3.97473333333,4.6192,4.01886666667,5.27773333333,3.97826666667,5.09063333333,4.30453333333,6.1266
369.65,4.74306666667,4.69673333333,3.9986,4.61026666667,4.0382,5.29133333333,3.94906666667,5.09462222222,4.25266666667,6.1266
370.01,4.77093333333,4.6924,4.02246666667,4.60146666667,4.05253333333,5.2606,3.98,5.07694444445,4.2262,6.09766666667
370.38,4.76986666667,4.6886,4.02386666667,4.57353333333,4.04706666667,5.2136,3.9162,5.04013333333,4.20853333333,6.112
370.74,4.80046666667,4.72493333333,4.056,4.57053333333,4.093,5.2878,3.93533333333,5.07336666667,4.2936,6.1408
371.10,4.8892,4.73033333334,4.04153333333,4.61706666667,4.16546666667,5.31786666667,4.01306666667,5.13666666667,4.30413333333,6.14913333333
371.46,4.86986666667,4.705,3.98466666667,4.63873333333,4.1446,5.3138,4.0338,5.06918888889,4.30686666667,6.0868
371.83,4.986,4.82253333333,4.06953333333,4.77766666667,4.20726666666,5.44086666667,4.17946666667,5.1609,4.45166666667,6.14586666667
372.19,4.9612,4.85113333333,4.073,4.78633333333,4.1972,5.43546666667,4.19333333333,5.20753333333,4.46346666667,6.114
372.55,5.03786666666,5.02906666667,4.15173333333,4.9558,4.3456,5.57946666667,4.35026666667,5.38103333333,4.5912,6.25273333333
372.92,5.07526666667,5.065,4.148,4.9608,4.38113333334,5.57626666667,4.38806666667,5.40253333333,4.59813333333,6.2078
373.28,5.1044,5.1244,4.16913333334,5.04173333333,4.42833333333,5.62413333333,4.4678,5.43817777778,4.66586666667,6.22246666667
373.64,5.14486666666,5.18853333333,4.15313333333,5.0978,4.43626666667,5.63066666667,4.515,5.47743333333,4.709,6.2462
374.00,5.09933333333,5.13046666667,4.0582,5.028,4.35826666667,5.57946666667,4.4312,5.39426666667,4.65826666667,6.1898
374.37,5.22213333333,5.28933333333,4.2102,5.1922,4.53906666667,5.73346666667,4.60293333333,5.57435555556,4.8104,6.3094
374.73,5.11313333334,5.1634,4.09626666667,5.07813333333,4.42446666667,5.61546666667,4.4852,5.42013333333,4.67586666667,6.15526666667
375.09,5.08,5.1378,4.07013333333,5.01906666667,4.32506666667,5.589,4.399,5.33065555555,4.6324,6.13293333333
375.45,5.08993333333,5.11426666667,4.08573333333,4.99173333333,4.31406666667,5.56346666667,4.3498,5.32816666667,4.6038,6.14186666667
375.81,4.97273333333,4.9712,3.99386666667,4.8818,4.21946666667,5.44753333333,4.22093333333,5.19334444444,4.468,6.05413333333
376.18,4.89306666667,4.82793333333,3.91093333333,4.77246666667,4.1118,5.34753333334,4.11126666667,5.03132222222,4.34213333333,5.97246666667
376.54,4.9234,4.83906666667,3.95273333333,4.78466666667,4.10426666667,5.38646666667,4.1006,5.00285555556,4.38433333333,5.96966666667
376.90,4.94006666667,4.8622,4.01566666667,4.79293333333,4.13553333333,5.4014,4.13606666667,5.00026666667,4.43846666666,5.99866666667
377.26,4.98706666667,4.88186666667,4.09826666667,4.81013333333,4.2046,5.40593333333,4.1722,5.06002222222,4.5272,6.0488
377.63,4.96853333333,4.86613333333,4.1216,4.79386666667,4.21453333333,5.39073333333,4.19406666667,5.06323333333,4.54613333333,6.05253333333
377.99,5.09473333333,4.97346666667,4.27473333333,4.93886666667,4.33653333333,5.49466666667,4.30226666666,5.22743333333,4.67453333333,6.1778
378.35,5.06546666666,4.95833333333,4.23226666667,4.89726666667,4.2826,5.48086666667,4.2732,5.18556666667,4.63046666667,6.12793333333
378.71,5.1854,5.0756,4.33626666667,5.00106666667,4.37613333333,5.59226666667,4.38553333333,5.31267777778,4.74313333333,6.25593333333
379.07,5.28633333334,5.23733333333,4.49333333333,5.13953333333,4.5146,5.7414,4.5324,5.47535555556,4.91726666667,6.39353333333
379.44,5.23486666667,5.188,4.44486666667,5.0846,4.48126666667,5.71853333333,4.50726666667,5.45221111111,4.91586666667,6.35893333333
379.80,5.18293333333,5.18746666667,4.36813333333,5.02786666667,4.44073333333,5.65713333333,4.4346,5.43088888889,4.87346666666,6.3334
380.16,5.28446666667,5.33626666667,4.43173333333,5.12486666666,4.55453333333,5.7418,4.56566666667,5.56243333333,4.97706666667,6.41613333334
380.52,5.2892,5.35633333333,4.43653333333,5.1412,4.58606666666,5.73373333333,4.61946666667,5.59638888889,4.96066666667,6.41706666667
380.88,5.1822,5.23213333333,4.293,5.0566,4.4548,5.628,4.51326666666,5.52008888889,4.8356,6.31226666667
381.24,5.16253333333,5.2186,4.24333333333,5.07773333333,4.41173333334,5.617,4.49866666667,5.5065,4.76613333334,6.29253333333
381.61,5.14286666667,5.25266666667,4.2382,5.091,4.44706666667,5.63526666667,4.47426666667,5.51955555556,4.7604,6.29873333333
381.97,5.02773333333,5.1542,4.13086666667,4.98973333333,4.337,5.5382,4.37086666667,5.40516666667,4.63413333333,6.16586666667
382.33,4.98493333333,5.09446666667,4.11526666667,4.94526666666,4.2862,5.44133333334,4.2968,5.3538,4.5806,6.13613333333
382.69,4.85866666667,4.98753333333,4.0148,4.87626666667,4.1954,5.318,4.18786666667,5.24436666667,4.47333333333,6.0358
383.05,4.84393333333,4.93506666667,3.95593333333,4.8632,4.18333333333,5.27493333333,4.1332,5.20745555555,4.42633333333,5.98486666667
383.41,4.87173333333,4.99093333333,3.9722,4.9204,4.19406666667,5.265,4.16186666667,5.23171111111,4.41273333333,6.00886666667
383.77,4.89393333333,4.99893333333,4.00066666667,4.91966666667,4.1718,5.24926666667,4.19033333333,5.23523333333,4.4144,5.9848
384.14,4.89166666667,4.95646666666,4.0102,4.9106,4.18846666667,5.2284,4.1512,5.21095555556,4.39013333333,5.99013333333
384.50,4.8806,4.93686666667,3.9866,4.87633333333,4.16286666667,5.206,4.08846666667,5.16333333333,4.36853333333,5.9854
384.86,4.92633333333,4.98466666666,4.04286666667,4.8996,4.22353333333,5.24486666667,4.13433333333,5.17652222222,4.39846666667,6.04566666667
385.22,4.98313333333,5.07126666667,4.1334,4.9624,4.28053333333,5.31526666667,4.18513333333,5.20668888889,4.46326666667,6.13706666667
385.58,5.043,5.09586666667,4.13446666667,4.98793333334,4.27893333333,5.33926666667,4.20506666667,5.21452222222,4.49413333333,6.16333333333
385.94,5.10706666667,5.19406666667,4.19846666667,5.03273333333,4.3696,5.42573333333,4.28366666667,5.28381111111,4.6018,6.25553333333
386.30,5.14793333334,5.23953333333,4.20733333333,5.094,4.41886666667,5.4702,4.33973333333,5.33247777778,4.6518,6.3014
386.66,5.20773333333,5.24806666667,4.25246666667,5.12806666667,4.4476,5.48573333333,4.37986666667,5.3755,4.68873333333,6.32473333333
387.03,5.17913333333,5.2414,4.23706666667,5.10313333333,4.42993333333,5.46866666667,4.40073333333,5.35101111111,4.66646666667,6.31026666667
387.39,5.18786666667,5.2704,4.24133333333,5.08173333333,4.43706666667,5.46066666667,4.3738,5.35113333333,4.68686666667,6.28553333333
387.75,5.26266666667,5.3672,4.30493333333,5.16206666667,4.5182,5.5714,4.4334,5.41988888889,4.7926,6.3564
388.11,5.2856,5.41566666667,4.3248,5.18746666667,4.52846666667,5.62233333333,4.46526666667,5.44562222222,4.83613333333,6.38933333333
388.47,5.29706666667,5.43913333334,4.36013333333,5.23273333333,4.5566,5.63413333333,4.51226666667,5.49064444444,4.89366666667,6.4264
388.83,5.28626666666,5.45993333333,4.35593333333,5.26193333333,4.5446,5.63066666667,4.50106666667,5.52188888889,4.90686666667,6.41633333333
389.19,5.2508,5.39306666667,4.2848,5.19713333333,4.4886,5.58853333334,4.4356,5.47545555556,4.8536,6.35113333333
389.55,5.25433333333,5.38773333333,4.3128,5.20866666667,4.49006666667,5.55786666667,4.45093333334,5.47424444444,4.854,6.34893333333
389.91,5.2256,5.35893333333,4.31446666667,5.21026666667,4.44793333333,5.55,4.4712,5.46758888889,4.8348,6.34106666667
390.27,5.2012,5.31906666667,4.30366666667,5.1718,4.40453333333,5.53793333333,4.45886666667,5.44467777778,4.8384,6.29666666667
390.63,5.25073333333,5.3858,4.3496,5.20786666667,4.44566666667,5.5956,4.53793333333,5.49978888889,4.90306666667,6.34746666667
391.00,5.27026666667,5.38753333333,4.38233333333,5.20033333333,4.4438,5.6054,4.53653333333,5.52118888889,4.9188,6.36106666667
391.36,5.23186666667,5.34313333333,4.38046666667,5.20113333333,4.43193333333,5.59906666667,4.56226666667,5.51595555556,4.90006666667,6.36426666667
391.72,5.19626666667,5.2984,4.34673333333,5.18873333334,4.417,5.56826666667,4.56453333333,5.49238888889,4.85986666667,6.3306
392.08,5.16273333333,5.28473333333,4.344,5.18806666667,4.40193333333,5.53866666667,4.57646666667,5.49232222222,4.84266666667,6.287
392.44,5.1688,5.27913333333,4.36393333333,5.17026666667,4.3984,5.539,4.6032,5.49363333333,4.82726666667,6.286
392.80,5.1884,5.28906666667,4.36413333333,5.1728,4.41146666667,5.56246666667,4.63633333333,5.48652222222,4.85373333334,6.29606666667
393.16,5.2536,5.3412,4.4118,5.23333333333,4.466,5.61113333333,4.7154,5.55022222222,4.93146666667,6.35393333333
393.52,5.2096,5.32366666666,4.3918,5.18846666667,4.4518,5.61166666667,4.67006666666,5.52405555556,4.90606666667,6.32033333333
393.88,5.25113333333,5.35686666667,4.39966666667,5.2174,4.4832,5.62726666667,4.662,5.54596666666,4.92653333333,6.32166666667
394.24,5.24746666667,5.385,4.36653333333,5.20233333333,4.48513333333,5.6186,4.65713333333,5.5273,4.90626666667,6.33613333333
394.60,5.19086666667,5.35253333333,4.32166666666,5.158,4.44513333333,5.57586666667,4.59753333333,5.47232222222,4.84926666667,6.29666666667
394.96,5.2596,5.42026666667,4.35473333333,5.23793333333,4.52313333333,5.65173333333,4.64853333333,5.52755555555,4.92173333334,6.35313333333
395.32,5.29566666667,5.478,4.36453333333,5.26466666667,4.55933333333,5.69846666667,4.6636,5.55512222222,4.95866666667,6.36606666667
395.68,5.32693333333,5.54073333333,4.40993333333,5.2918,4.6122,5.7186,4.69606666667,5.58622222222,4.9996,6.44613333333
396.04,5.375,5.5742,4.43486666667,5.31533333333,4.646,5.77913333333,4.7364,5.61816666667,5.07413333333,6.52126666667
396.40,5.42066666667,5.62413333333,4.43386666667,5.34066666667,4.70146666667,5.81986666667,4.75226666667,5.64971111111,5.1086,6.5452
396.76,5.39533333333,5.61546666667,4.41553333333,5.33533333333,4.71033333333,5.7844,4.718,5.65796666667,5.08946666667,6.5062
397.12,5.328,5.58146666667,4.36886666667,5.303,4.6512,5.7148,4.65073333333,5.62566666666,5.0294,6.42926666667
397.48,5.37253333333,5.59173333333,4.37626666667,5.34086666667,4.6678,5.70773333333,4.69233333333,5.67122222222,5.06693333333,6.46246666667
397.84,5.37366666667,5.57426666667,4.38186666667,5.323,4.65933333333,5.70853333333,4.69393333333,5.64935555556,5.05273333333,6.45593333333
398.20,5.40966666667,5.5526,4.41586666667,5.32886666667,4.66846666667,5.71993333333,4.7054,5.63467777778,5.06346666667,6.44206666666
398.56,5.3972,5.5154,4.38126666667,5.29526666667,4.64006666667,5.6724,4.6838,5.60426666667,5.0398,6.40726666666
398.92,5.34266666667,5.47873333333,4.3298,5.24966666667,4.56913333333,5.6036,4.62726666667,5.56282222222,4.9898,6.3702
399.28,5.35813333334,5.46806666667,4.33253333333,5.2636,4.5638,5.597,4.6398,5.54544444445,5.01673333334,6.38733333333
399.64,5.38573333333,5.46093333333,4.35126666667,5.28366666667,4.5494,5.61653333333,4.63786666667,5.54988888889,5.03606666667,6.35913333333
400.00,5.39346666667,5.4656,4.35733333333,5.28593333333,4.561,5.6174,4.6246,5.54365555556,5.02473333333,6.33353333333
400.36,5.36393333333,5.4654,4.364,5.29526666667,4.5524,5.59546666667,4.5962,5.53748888889,5.03773333334,6.31533333333
400.72,5.39486666667,5.47853333333,4.4168,5.31026666667,4.55693333333,5.62886666667,4.624,5.55368888889,5.06686666667,6.3756
401.08,5.47333333333,5.5406,4.51046666667,5.36066666666,4.6398,5.72693333333,4.70926666667,5.61214444445,5.14653333333,6.46633333333
401.44,5.53006666667,5.61426666667,4.57653333333,5.3972,4.6712,5.80353333334,4.77246666667,5.64551111111,5.19146666667,6.50586666667
401.80,5.52973333333,5.63253333333,4.55873333333,5.42913333333,4.68006666667,5.80026666667,4.80893333333,5.68305555555,5.20906666667,6.5268
402.16,5.5618,5.71726666667,4.61393333333,5.5046,4.715,5.83226666667,4.87906666667,5.76816666667,5.25813333333,6.58273333333
402.52,5.57553333333,5.74126666667,4.64146666667,5.54093333333,4.72713333333,5.87226666667,4.89453333333,5.79431111111,5.29993333333,6.60086666667
402.88,5.5636,5.75053333334,4.64153333333,5.52013333333,4.71706666667,5.85193333333,4.9146,5.78748888889,5.28506666667,6.58513333333
403.24,5.6434,5.839,4.75026666667,5.60306666667,4.81026666667,5.91473333333,4.9976,5.90806666667,5.3472,6.665
403.60,5.69226666667,5.89746666667,4.785,5.63526666667,4.8522,5.9478,5.05,5.96125555556,5.39786666667,6.70213333333
403.95,5.71533333334,5.94926666667,4.80693333333,5.66786666667,4.8908,5.9606,5.0824,5.98965555555,5.43726666666,6.73626666667
404.31,5.716,5.9256,4.7812,5.66506666667,4.8814,5.9708,5.11306666667,5.99517777778,5.42606666667,6.73913333333
404.67,5.71413333333,5.948,4.77166666667,5.65493333334,4.90233333333,5.97113333333,5.12866666667,5.99536666667,5.42586666667,6.7434
405.03,5.67026666667,5.9482,4.72213333333,5.6178,4.8738,5.9432,5.10186666667,5.96901111111,5.39173333333,6.718
405.39,5.6376,5.93586666667,4.69826666667,5.61113333333,4.88406666667,5.91866666667,5.09193333333,5.968,5.37846666667,6.68973333333
405.75,5.6236,5.95973333333,4.7252,5.61546666667,4.89313333333,5.90626666667,5.07526666667,5.97268888889,5.391,6.68666666667
406.11,5.65026666667,5.9716,4.73793333334,5.61733333333,4.92646666667,5.9312,5.08553333333,6.00591111111,5.41973333333,6.69626666667
406.47,5.68673333333,6.0316,4.7832,5.649,4.99453333333,5.9658,5.14126666667,6.05332222222,5.45613333333,6.74633333333
406.83,5.69413333333,6.0306,4.8,5.64966666667,5.0282,5.98126666667,5.14206666667,6.07381111111,5.48346666667,6.7384
407.19,5.67426666667,5.99866666667,4.77106666667,5.61193333333,4.99886666667,5.9742,5.13293333333,6.02048888889,5.47473333333,6.70893333333
407.55,5.587,5.91233333333,4.70386666667,5.53993333333,4.93586666667,5.90893333333,5.06173333333,5.94491111111,5.3862,6.6512
407.90,5.505,5.8388,4.629,5.4628,4.83313333333,5.80826666667,4.96933333333,5.86546666667,5.29093333333,6.57806666667
408.26,5.50733333333,5.85173333333,4.62486666666,5.42106666667,4.8052,5.7674,4.94053333333,5.83738888889,5.27073333333,6.57173333333
408.62,5.501,5.82226666667,4.62006666667,5.41693333333,4.7738,5.75813333333,4.9276,5.8277,5.27546666667,6.53593333333
408.98,5.5058,5.81053333333,4.6214,5.4254,4.785,5.75446666667,4.9322,5.82848888889,5.2842,6.52406666667
409.34,5.50006666667,5.79406666667,4.61746666667,5.41153333333,4.77106666667,5.74453333333,4.91106666667,5.80806666667,5.27613333333,6.52033333333
409.70,5.52693333333,5.78246666667,4.60553333333,5.41966666667,4.77073333333,5.7528,4.93466666667,5.79662222222,5.27726666667,6.51386666667
