wavelength,Back_ParCapf,Belly_ParCapf,Breast_ParCapf,Crissum_ParCapf,Crown_ParCapf,DorTail_ParCapf,Rump_ParCapf,Throat_ParCapf,WingTip_ParCapf
343.79,5.42533333333,39.8595555556,33.9976666667,36.6285555555,3.82211111111,6.38011111111,5.62288888889,5.66311111111,8.00033333333
344.16,5.50888888889,40.11,34.1887777778,36.7577777778,3.921,6.42211111111,5.77,5.69688888889,8.11044444445
344.52,5.58555555556,40.3107777778,34.4153333333,36.9588888889,4.00388888889,6.42455555556,5.91077777778,5.74611111111,8.12633333333
344.89,5.67677777778,40.3621111111,34.5451111111,36.9957777778,4.11811111111,6.60177777778,6.06244444445,5.82544444444,8.21577777778
345.25,5.72766666667,40.3197777778,34.5582222222,36.966,4.126,6.57022222222,6.06211111111,5.78333333333,8.21022222222
345.62,5.73466666667,40.405,34.7108888889,37.0223333333,4.07988888889,6.58588888889,6.03522222222,5.747,8.19233333333
345.99,5.83611111111,40.5975555555,34.7748888889,37.1356666667,4.213,6.777,6.17277777778,5.84144444444,8.209
346.35,5.88822222222,40.7695555555,34.9431111111,37.3044444444,4.27733333334,6.83388888889,6.25088888889,5.89355555556,8.25222222222
346.72,5.86944444445,40.6436666667,34.936,37.1716666667,4.21822222222,6.77444444445,6.13866666667,5.78855555556,8.10644444444
347.08,5.86644444444,40.5815555555,35.0224444445,37.2151111111,4.24066666666,6.82333333333,6.17977777778,5.83666666667,8.086
347.45,5.80255555555,40.5312222222,35.0267777778,37.2466666667,4.236,6.80511111111,6.20455555556,5.82688888889,8.00066666667
347.81,5.75222222222,40.4928888889,35.0538888889,37.2008888889,4.13611111111,6.76866666667,6.09144444444,5.73211111111,7.84877777778
348.18,5.68233333333,40.4125555556,35.0751111111,37.1723333333,4.00866666667,6.74122222222,5.95511111111,5.65522222222,7.75388888889
348.54,5.56566666667,40.4132222222,35.1057777778,37.1282222222,3.92655555556,6.68422222222,5.82655555555,5.51833333333,7.66433333333
348.91,5.56444444444,40.4588888889,35.1903333333,37.2471111111,3.84311111111,6.65166666667,5.85355555556,5.53188888889,7.63466666667
349.27,5.62,40.7105555556,35.4706666667,37.5168888889,3.94455555555,6.72666666667,5.93088888889,5.63088888889,7.67022222222
349.64,5.48466666667,40.6624444444,35.4831111111,37.4558888889,3.82655555556,6.56166666667,5.76988888889,5.54,7.50344444445
350.00,5.51077777778,40.6611111111,35.5838888889,37.4131111111,3.81133333333,6.53588888889,5.79244444444,5.61533333334,7.55588888889
350.37,5.63,40.7003333333,35.6058888889,37.4611111111,3.91666666667,6.65644444444,5.89811111111,5.67233333333,7.691
350.73,5.72611111111,40.9833333334,35.8821111111,37.739,3.98411111111,6.78488888889,6.02566666667,5.76688888889,7.79777777778
351.10,5.86011111111,41.1704444445,36.0033333333,37.8743333333,4.11111111111,6.87166666667,6.03033333333,5.83644444444,7.92222222222
351.46,5.98233333333,41.4298888889,36.3531111111,38.0948888889,4.23511111111,7.00988888889,6.09677777778,5.99644444444,8.11355555556
351.83,6.25222222222,41.7354444444,36.6532222222,38.364,4.50233333333,7.24766666667,6.35155555555,6.24311111111,8.42911111111
352.19,6.17855555556,41.7934444444,36.7131111111,38.3903333333,4.52966666666,7.159,6.31044444444,6.18244444445,8.36
352.55,6.34166666667,42.0425555556,36.9584444445,38.6756666667,4.716,7.24777777778,6.45733333334,6.35044444444,8.48522222222
352.92,6.31966666667,42.134,37.0446666667,38.7064444445,4.78522222222,7.15633333333,6.456,6.31211111111,8.48244444444
353.28,6.30977777778,42.3041111111,37.2332222222,38.7527777778,4.79266666667,7.18633333333,6.45488888889,6.27366666667,8.49488888889
353.65,6.41255555556,42.6476666667,37.3608888889,38.992,4.916,7.301,6.62266666667,6.37788888889,8.61477777778
354.01,6.25666666667,42.7063333333,37.4182222222,39.0451111111,4.78466666667,7.12522222222,6.46433333333,6.16022222222,8.45677777778
354.38,6.21,42.8422222222,37.6164444444,39.1291111111,4.71266666667,7.061,6.34877777778,6.09522222222,8.32055555556
354.74,6.10622222222,42.8983333333,37.6582222222,39.1758888889,4.68988888889,6.96333333333,6.28833333333,6.02677777778,8.25988888889
355.11,6.10588888889,43.0941111111,37.844,39.2946666667,4.66,6.95844444445,6.34722222222,6.06288888889,8.26811111111
355.47,6.16677777778,43.1271111111,37.8842222222,39.3416666667,4.69911111111,6.94588888889,6.42822222222,6.10288888889,8.25066666666
355.83,6.11155555556,43.2686666667,38.0094444444,39.5343333333,4.65722222222,6.90466666667,6.41244444445,6.10044444444,8.15888888889
356.20,6.22244444444,43.5245555555,38.3142222222,39.8226666667,4.78211111111,7.02377777778,6.567,6.24555555556,8.27322222222
356.56,6.19044444445,43.6734444444,38.4017777778,39.9502222222,4.75211111111,7.01655555555,6.58877777778,6.26722222222,8.25933333333
356.93,6.13166666667,43.7674444444,38.4624444444,40.0328888889,4.69033333333,7.01511111111,6.53777777778,6.22511111111,8.20677777778
357.29,6.07722222222,43.6608888889,38.3831111111,40.0474444445,4.61577777778,6.95533333333,6.48677777778,6.162,8.15044444445
357.66,6.05311111111,43.6816666667,38.604,40.1106666667,4.57722222222,6.883,6.44477777778,6.11533333333,8.08711111111
358.02,6.07277777778,43.8658888889,38.7976666666,40.2704444444,4.66444444444,6.93288888889,6.49666666667,6.13222222222,8.12911111111
358.38,6.05911111111,43.978,38.9046666667,40.4143333333,4.70788888889,6.95555555555,6.59711111111,6.12988888889,8.17355555556
358.75,6.14188888889,44.1521111111,39.047,40.5644444445,4.78877777778,7.07166666667,6.66433333333,6.22711111111,8.24033333333
359.11,6.08022222222,44.2412222222,39.1052222222,40.6377777778,4.70811111111,7.02166666667,6.60811111111,6.12277777778,8.16366666667
359.48,5.99566666667,44.3095555556,39.1845555556,40.6582222222,4.617,6.98122222222,6.47233333333,6.01277777778,8.09
359.84,5.91433333333,44.2707777778,39.1765555555,40.5665555555,4.53855555555,6.84988888889,6.40644444445,5.896,8.02366666666
360.20,5.85322222222,44.2946666667,39.174,40.5293333333,4.42633333333,6.79522222222,6.31188888889,5.80311111111,7.951
360.57,5.88488888889,44.4165555555,39.3622222222,40.5548888889,4.41377777778,6.80344444445,6.30455555556,5.76711111111,7.98933333334
360.93,5.96666666667,44.4955555555,39.4675555555,40.5811111111,4.45755555556,6.82688888889,6.30677777778,5.79222222222,8.05811111111
361.29,6.051,44.6656666667,39.6246666667,40.7238888889,4.513,6.89477777778,6.38777777778,5.89055555555,8.13788888889
361.66,6.12111111111,44.6594444445,39.6304444445,40.7476666667,4.56611111111,7.00611111111,6.43566666667,5.93688888889,8.23266666667
362.02,6.24066666667,44.7763333333,39.7963333333,40.8867777778,4.63944444444,7.08155555556,6.51455555556,6.02233333333,8.29533333333
362.39,6.21055555556,44.7917777778,39.8501111111,40.8663333333,4.57966666667,7.03688888889,6.44333333334,5.99111111111,8.24022222222
362.75,6.12633333333,44.8246666667,39.9134444445,40.8313333333,4.46622222222,6.933,6.36477777778,5.86377777778,8.17433333333
363.11,6.08,44.7626666667,39.9147777778,40.81,4.44522222222,6.86688888889,6.29277777778,5.83077777778,8.15033333334
363.48,5.93877777778,44.7897777778,39.915,40.8093333333,4.31422222222,6.739,6.198,5.68044444445,8.03355555556
363.84,5.92766666667,44.8554444444,40.032,40.9004444445,4.29922222222,6.80788888889,6.18577777778,5.68622222222,8.00933333333
364.20,5.93244444444,44.8385555556,40.0736666667,40.9252222222,4.30777777778,6.82377777778,6.17511111111,5.69333333333,8.02233333333
364.57,5.91233333333,44.757,40.0127777778,40.9734444444,4.24688888889,6.78722222222,6.16644444444,5.67233333334,7.93711111111
364.93,5.94577777778,44.8993333333,40.2455555555,41.1943333333,4.27666666667,6.87822222222,6.24566666667,5.74822222222,7.92922222222
365.29,5.80444444445,44.8828888889,40.2898888889,41.1525555555,4.15488888889,6.74322222222,6.14477777778,5.61533333333,7.78955555555
365.66,5.67188888889,45.0748888889,40.3882222222,41.2366666667,4.07322222222,6.598,6.05266666667,5.53677777778,7.65666666667
366.02,5.66744444444,45.2484444444,40.5224444444,41.3297777778,4.09822222222,6.58577777778,6.12255555556,5.56133333334,7.69088888889
366.38,5.76922222222,45.3773333333,40.6886666667,41.4863333333,4.20088888889,6.67855555555,6.22511111111,5.67111111111,7.78722222222
366.75,5.75144444444,45.4105555555,40.794,41.6228888889,4.193,6.60888888889,6.22144444444,5.71077777778,7.74466666667
367.11,5.80688888889,45.5324444444,40.9437777778,41.7391111111,4.26166666667,6.67066666667,6.31244444445,5.79411111111,7.79588888889
367.47,5.97688888889,45.6263333333,41.0746666667,41.8165555556,4.41322222222,6.79766666667,6.47577777778,5.95411111111,7.90122222222
367.84,6.026,45.7743333333,41.1483333333,41.884,4.45166666667,6.79833333333,6.51155555555,6.01433333333,7.93277777778
368.20,6.04855555556,45.8867777778,41.256,42.0043333333,4.46711111111,6.80877777778,6.57811111111,6.05233333333,7.94733333333
368.56,6.07633333333,45.9653333333,41.4131111111,42.0486666667,4.55466666667,6.871,6.62511111111,6.13933333333,8.014
368.93,6.01555555556,46.0427777778,41.4793333333,42.0725555555,4.52611111111,6.82011111111,6.58322222222,6.063,8.01422222222
369.29,6.10733333333,46.1801111111,41.6537777778,42.2214444444,4.58111111111,6.87711111111,6.62733333333,6.05433333333,8.09611111111
369.65,6.24244444444,46.2878888889,41.8573333333,42.4042222222,4.67555555556,7.00855555556,6.76222222222,6.14077777778,8.22222222222
370.01,6.21155555556,46.2456666667,41.7913333333,42.3508888889,4.59366666667,6.97433333333,6.70255555556,6.12677777778,8.188
370.38,6.17822222222,46.3112222222,41.8597777778,42.392,4.562,6.955,6.67755555556,6.11288888889,8.18844444444
370.74,6.35677777778,46.4232222222,41.9534444444,42.456,4.66366666667,7.113,6.80533333333,6.25455555556,8.36211111111
371.10,6.35,46.6102222222,42.1298888889,42.5801111111,4.60844444444,7.09144444445,6.80755555556,6.18777777778,8.35022222222
371.46,6.36444444444,46.7158888889,42.2252222222,42.6724444445,4.61866666667,7.10344444444,6.81533333334,6.18077777778,8.40622222222
371.83,6.40233333333,46.7841111111,42.3326666667,42.7138888889,4.66566666667,7.10466666667,6.84977777778,6.16466666667,8.43811111111
372.19,6.514,47.0367777778,42.5188888889,42.8541111111,4.76022222222,7.17622222222,6.94766666667,6.25522222222,8.544
372.55,6.49811111111,47.1708888889,42.5964444444,42.9495555556,4.72977777778,7.07444444444,6.85366666667,6.18033333333,8.52488888889
372.92,6.54411111111,47.1882222222,42.5998888889,42.9506666667,4.72622222222,7.072,6.86044444444,6.202,8.536
373.28,6.58233333333,47.361,42.6537777778,43.0213333333,4.81844444445,7.106,6.90022222222,6.31777777778,8.54733333333
373.64,6.52266666667,47.3865555555,42.6464444444,42.976,4.76966666667,7.05444444444,6.83111111111,6.26888888889,8.49444444444
374.00,6.56922222222,47.5194444444,42.8512222222,43.1222222222,4.81277777778,7.14877777778,6.86566666667,6.283,8.54922222222
374.37,6.58966666666,47.6606666667,42.9488888889,43.207,4.81922222222,7.16522222222,6.87433333333,6.28933333334,8.54911111111
374.73,6.45177777778,47.7321111111,43.0021111111,43.2711111111,4.75588888889,7.04111111111,6.80655555556,6.14088888889,8.40588888889
375.09,6.434,47.7264444445,43.0235555555,43.2782222222,4.72677777778,6.99133333334,6.79466666667,6.13688888889,8.36022222222
375.45,6.40011111111,47.9073333333,43.1938888889,43.4515555555,4.68244444444,6.91288888889,6.76711111111,6.11477777778,8.32566666667
375.81,6.32522222222,47.8878888889,43.1875555556,43.4528888889,4.55822222222,6.80233333334,6.67144444445,6.02588888889,8.24477777778
376.18,6.21566666667,47.8961111111,43.1973333333,43.5121111111,4.46855555555,6.69588888889,6.57333333333,5.91488888889,8.16511111111
376.54,6.20522222222,47.9805555556,43.2442222222,43.5784444444,4.39766666667,6.692,6.581,5.876,8.16333333333
376.90,6.13777777778,48.0812222222,43.358,43.687,4.32511111111,6.59277777778,6.53055555556,5.82166666667,8.10055555556
377.26,6.10333333333,48.0965555556,43.4094444444,43.7431111111,4.24233333333,6.53644444444,6.49888888889,5.72888888889,8.07444444444
377.63,6.08466666667,48.1348888889,43.4441111111,43.7816666667,4.21344444444,6.46311111111,6.46,5.72477777778,8.04233333333
377.99,6.01833333333,48.1105555556,43.3791111111,43.7527777778,4.12011111111,6.35044444444,6.34611111111,5.65177777778,7.95333333333
378.35,6.04922222222,48.18,43.4605555556,43.7827777778,4.09466666667,6.29844444445,6.357,5.63822222222,7.96922222222
378.71,6.13533333333,48.3191111111,43.598,43.8587777778,4.13766666667,6.37688888889,6.40988888889,5.70066666667,8.04333333334
379.07,6.18688888889,48.3828888889,43.6628888889,43.9455555555,4.18088888889,6.46188888889,6.41066666667,5.71488888889,8.10544444444
379.44,6.21511111111,48.4177777778,43.7442222222,43.9507777778,4.20188888889,6.491,6.43744444444,5.75655555556,8.10866666667
379.80,6.23422222222,48.569,43.8486666667,44.1031111111,4.23733333333,6.52444444444,6.46888888889,5.78855555555,8.13577777778
380.16,6.24611111111,48.5766666667,43.8647777778,44.0714444444,4.21933333333,6.51355555556,6.44644444444,5.78633333333,8.10433333333
380.52,6.20644444445,48.6064444444,43.9852222222,44.1353333333,4.21866666667,6.53522222222,6.43244444445,5.82166666667,8.07244444444
380.88,6.25866666667,48.6176666667,43.9688888889,44.1174444444,4.25088888889,6.582,6.46066666667,5.87466666667,8.13255555555
381.24,6.24155555555,48.6732222222,44.0394444444,44.1568888889,4.282,6.56622222222,6.45644444444,5.90755555556,8.12322222222
381.61,6.27188888889,48.7072222222,44.0668888889,44.1973333333,4.31377777778,6.61377777778,6.46633333333,5.91022222222,8.12688888889
381.97,6.31144444444,48.7956666667,44.1787777778,44.2795555556,4.38733333333,6.65311111111,6.53333333333,5.96177777778,8.19055555555
382.33,6.30344444444,48.844,44.2508888889,44.4302222222,4.417,6.66933333333,6.55333333333,5.99322222222,8.22077777778
382.69,6.26488888889,48.8671111111,44.2325555555,44.4462222222,4.407,6.65088888889,6.50222222222,6.00922222222,8.18766666666
383.05,6.226,48.8591111111,44.1856666667,44.436,4.39588888889,6.61411111111,6.481,5.98022222222,8.161
383.41,6.20811111111,48.8882222222,44.1468888889,44.4444444444,4.37688888889,6.59322222222,6.43977777778,5.93555555555,8.149
383.77,6.20711111111,48.9633333333,44.2455555556,44.4674444444,4.37555555555,6.59055555556,6.45066666667,5.94966666667,8.16188888889
384.14,6.21311111111,49.07,44.3958888889,44.56,4.41188888889,6.63255555556,6.49677777778,5.96166666667,8.19622222222
384.50,6.22688888889,49.1901111111,44.5027777778,44.5947777778,4.42733333333,6.63988888889,6.50088888889,5.94922222222,8.19244444444
384.86,6.176,49.2371111111,44.6001111111,44.6201111111,4.40622222222,6.61811111111,6.474,5.89255555555,8.14088888889
385.22,6.15144444444,49.2043333333,44.6026666667,44.633,4.346,6.61511111111,6.42944444444,5.85522222222,8.11311111111
385.58,6.10466666666,49.2811111111,44.7158888889,44.6814444444,4.30577777778,6.58,6.42033333333,5.83377777778,8.08577777778
385.94,6.08544444445,49.3828888889,44.8158888889,44.7441111111,4.27133333333,6.54477777778,6.39811111111,5.80666666667,8.05
386.30,5.97266666667,49.3922222222,44.7947777778,44.692,4.195,6.44688888889,6.31711111111,5.69811111111,7.939
386.66,5.97333333333,49.4186666666,44.8462222222,44.7092222222,4.19533333333,6.414,6.297,5.66744444444,7.919
387.03,5.95922222222,49.5711111111,45.0766666667,44.8173333333,4.15255555556,6.38333333333,6.29811111111,5.68811111111,7.92211111111
387.39,5.90733333333,49.6104444444,45.1166666667,44.8501111111,4.07877777778,6.35377777778,6.25522222222,5.66255555555,7.87111111111
387.75,5.95133333333,49.7731111111,45.265,44.9438888889,4.11033333333,6.40111111111,6.26455555555,5.68822222222,7.91888888889
388.11,5.95344444444,49.8095555556,45.2923333333,44.9764444444,4.09733333333,6.35955555556,6.22288888889,5.68544444444,7.91633333334
388.47,6.01288888889,49.8591111111,45.3466666667,45.0586666667,4.13577777778,6.36366666667,6.25477777778,5.71011111111,7.944
388.83,6.03588888889,49.9974444444,45.4532222222,45.2403333333,4.16666666666,6.37777777778,6.24566666667,5.73177777778,7.98166666667
389.19,6.09777777778,50.1924444444,45.6476666667,45.3698888889,4.24444444444,6.40288888889,6.30877777778,5.791,8.04533333334
389.55,6.10455555555,50.295,45.7177777778,45.4665555556,4.271,6.42655555556,6.30911111111,5.78155555556,8.06533333333
389.91,6.07166666667,50.3228888889,45.7498888889,45.4766666667,4.26066666667,6.42477777778,6.28611111111,5.77077777778,8.06077777778
390.27,6.12133333333,50.3703333333,45.869,45.5358888889,4.276,6.44744444444,6.27711111111,5.78033333333,8.09211111111
390.63,6.10477777778,50.4511111111,45.9734444445,45.6343333333,4.25044444444,6.43555555556,6.30477777778,5.76933333333,8.09622222222
391.00,6.07211111111,50.4867777778,45.9573333333,45.6418888889,4.24222222222,6.40888888889,6.28022222222,5.74366666667,8.05222222222
391.36,6.12922222222,50.5101111111,46.056,45.7005555556,4.31111111111,6.46633333333,6.33955555555,5.77555555555,8.09688888889
391.72,6.08688888889,50.4692222222,46.0694444444,45.7434444444,4.30677777778,6.42311111111,6.34244444445,5.74022222222,8.06066666667
392.08,6.04077777778,50.5355555555,46.1433333333,45.8021111111,4.256,6.40433333333,6.31333333333,5.70144444444,8.02433333333
392.44,5.96466666667,50.5834444445,46.1772222222,45.7624444445,4.21522222222,6.37866666667,6.29155555556,5.67388888889,7.98522222222
392.80,5.95933333333,50.68,46.2502222222,45.7657777778,4.20011111111,6.383,6.286,5.69522222222,7.95655555556
393.16,5.87522222222,50.754,46.2971111111,45.8166666667,4.13055555556,6.33755555555,6.23033333333,5.63455555555,7.89388888889
393.52,5.86288888889,50.8432222222,46.3907777778,45.8725555556,4.11122222222,6.294,6.21855555556,5.64022222222,7.87544444444
393.88,5.85911111111,50.9222222222,46.4953333333,45.957,4.10533333333,6.28111111111,6.20933333333,5.64322222222,7.86955555555
394.24,5.83377777778,51.0831111111,46.5596666666,46.024,4.10811111111,6.28977777778,6.22433333334,5.66266666667,7.85166666667
394.60,5.81422222222,51.1494444444,46.6118888889,46.0935555555,4.08622222222,6.28511111111,6.21111111111,5.65811111111,7.83355555556
394.96,5.82455555556,51.2737777778,46.7173333333,46.1921111111,4.098,6.313,6.22222222222,5.65133333333,7.85233333333
395.32,5.80111111111,51.4304444444,46.8296666667,46.2881111111,4.09122222222,6.32155555555,6.22577777778,5.67166666667,7.85022222222
395.68,5.79611111111,51.4643333333,46.8484444444,46.3104444445,4.06411111111,6.34044444444,6.20766666667,5.70177777778,7.85522222222
396.04,5.80077777778,51.5917777778,47.0095555556,46.391,4.09666666667,6.33177777778,6.22688888889,5.70955555556,7.85033333333
396.40,5.79188888889,51.6328888889,47.0444444445,46.4421111111,4.08,6.32577777778,6.19433333333,5.69988888889,7.83911111111
396.76,5.77444444444,51.6261111111,47.1065555556,46.4814444445,4.03744444444,6.27333333333,6.21577777778,5.64077777778,7.80988888889
397.12,5.773,51.6476666667,47.1502222222,46.487,4.03644444445,6.279,6.22944444444,5.63944444444,7.808
397.48,5.714,51.6893333333,47.2052222222,46.5434444444,3.98188888889,6.24788888889,6.16766666667,5.56422222222,7.75433333333
397.84,5.72188888889,51.8336666667,47.3012222222,46.6805555556,3.98166666667,6.25311111111,6.20388888889,5.57144444444,7.75533333334
398.20,5.72877777778,51.8808888889,47.3894444444,46.7265555556,3.97788888889,6.27088888889,6.20744444444,5.56766666666,7.75344444444
398.56,5.73433333333,51.9646666667,47.5117777778,46.7633333333,4.00166666667,6.27311111111,6.22088888889,5.57655555556,7.76266666667
398.92,5.761,51.9751111111,47.5264444444,46.793,4.03477777778,6.27211111111,6.25477777778,5.61777777778,7.77155555556
399.28,5.75233333333,52.0432222222,47.6377777778,46.8595555555,4.03933333333,6.23744444444,6.24666666667,5.61455555555,7.764
399.64,5.74111111111,52.0815555556,47.7257777778,46.9164444445,4.04011111111,6.22644444444,6.24255555555,5.57955555556,7.73733333333
400.00,5.77044444444,52.0851111111,47.7135555555,46.9598888889,4.06566666667,6.26033333333,6.27455555556,5.601,7.76733333333
400.36,5.80644444444,52.2366666667,47.8357777778,47.0952222222,4.10255555555,6.277,6.32166666667,5.62855555556,7.79622222222
400.72,5.85866666666,52.3432222222,47.9467777778,47.1984444444,4.15933333333,6.34255555556,6.344,5.68122222222,7.84455555556
401.08,5.86444444445,52.4023333333,47.9807777778,47.2457777778,4.15388888889,6.29922222222,6.31411111111,5.68122222222,7.80077777778
401.44,5.86677777778,52.35,47.9901111111,47.1886666667,4.13644444444,6.29033333333,6.33088888889,5.70922222222,7.79411111111
401.80,5.85855555555,52.3947777778,48.0661111111,47.2081111111,4.13877777778,6.28766666667,6.31011111111,5.71211111111,7.77266666667
402.16,5.84088888889,52.4786666667,48.1643333333,47.2728888889,4.143,6.26233333333,6.29066666667,5.702,7.78155555555
402.52,5.79488888889,52.5167777778,48.1928888889,47.2985555555,4.10922222222,6.22744444445,6.26155555556,5.64344444444,7.76077777778
402.88,5.74322222222,52.609,48.335,47.3725555556,4.071,6.20511111111,6.22088888889,5.61344444445,7.73566666666
403.24,5.71055555556,52.66,48.3553333333,47.3794444444,4.039,6.17366666667,6.17144444444,5.57588888889,7.70511111111
403.60,5.67988888889,52.7671111111,48.4181111111,47.4245555555,4.01588888889,6.14233333333,6.15288888889,5.56244444445,7.68855555556
403.95,5.65222222222,52.8686666667,48.5053333333,47.4725555556,3.97266666667,6.13055555556,6.12933333333,5.55322222222,7.68166666666
404.31,5.634,52.9243333333,48.5817777778,47.5308888889,3.92866666667,6.09255555556,6.10022222222,5.53344444444,7.64288888889
404.67,5.587,52.9878888889,48.6358888889,47.5511111111,3.88611111111,6.04933333334,6.05777777778,5.48888888889,7.59177777778
405.03,5.61188888889,53.0908888889,48.7525555555,47.6185555556,3.93244444444,6.09855555556,6.089,5.51433333333,7.63744444444
405.39,5.62422222222,53.2347777778,48.8475555555,47.7061111111,3.964,6.11144444445,6.11633333333,5.52755555555,7.64255555556
405.75,5.58266666667,53.2686666667,48.9036666667,47.7334444445,3.91811111111,6.06255555556,6.07977777778,5.45888888889,7.61044444444
406.11,5.58422222222,53.2797777778,48.9401111111,47.7852222222,3.909,6.053,6.07966666667,5.42577777778,7.59622222222
406.47,5.59122222222,53.3295555555,48.9657777778,47.8181111111,3.88477777778,6.03177777778,6.064,5.42422222222,7.558
406.83,5.62144444445,53.3807777778,48.978,47.8225555555,3.88344444445,6.04422222222,6.06577777778,5.40555555556,7.54477777778
407.19,5.64022222222,53.4594444444,49.0812222222,47.9068888889,3.90222222222,6.07333333333,6.10866666667,5.42177777778,7.55488888889
407.55,5.61455555556,53.4766666667,49.0795555555,47.9288888889,3.85322222222,6.05222222222,6.08333333333,5.38466666667,7.51922222222
407.90,5.59244444444,53.4697777778,49.0958888889,47.9554444445,3.84366666667,6.03755555556,6.05877777778,5.374,7.47755555555
408.26,5.55,53.4243333333,49.0825555556,47.9338888889,3.83288888889,5.99655555555,6.02,5.32322222222,7.45388888889
408.62,5.55555555556,53.5161111111,49.1522222222,48.0106666667,3.85644444444,6.00855555556,6.02955555555,5.33388888889,7.47244444444
408.98,5.54922222222,53.5315555556,49.1385555555,48.0341111111,3.82533333333,5.97622222222,6.01466666667,5.32777777778,7.46644444445
409.34,5.55955555556,53.5813333334,49.2095555556,48.0845555556,3.82488888889,5.99866666667,6.016,5.33011111111,7.487
409.70,5.57866666667,53.6076666667,49.2158888889,48.1112222222,3.83177777778,5.99322222222,6.03488888889,5.34733333334,7.48022222222
410.06,5.55088888889,53.6635555556,49.2696666667,48.1447777778,3.80966666666,5.97011111111,6.03122222222,5.34766666667,7.44622222222
410.42,5.52611111111,53.7254444445,49.3802222222,48.2157777778,3.80477777778,5.94444444445,5.99455555555,5.32544444444,7.44255555555
410.77,5.48066666667,53.7797777778,49.4565555556,48.2562222222,3.76011111111,5.90955555556,5.97688888889,5.28022222222,7.42433333334
411.13,5.45066666667,53.7744444444,49.4282222222,48.2453333333,3.72522222222,5.859,5.92122222222,5.26544444445,7.39866666667
411.49,5.47266666667,53.8638888889,49.5657777778,48.3377777778,3.76322222222,5.86333333333,5.94344444444,5.29488888889,7.40244444444
411.85,5.48333333333,53.9512222222,49.6502222222,48.3834444444,3.775,5.85111111111,5.95033333333,5.28177777778,7.41255555556
412.21,5.51144444444,54.0254444444,49.7218888889,48.4584444444,3.78044444445,5.89922222222,5.993,5.32233333333,7.42555555556
412.57,5.49444444444,54.0158888889,49.7453333333,48.4557777778,3.78188888889,5.88111111111,5.99966666667,5.32622222222,7.42677777778
412.92,5.48355555556,54.0726666667,49.8632222222,48.5044444445,3.77833333333,5.919,6.02144444444,5.32788888889,7.41833333334
413.28,5.47544444445,54.138,49.9481111111,48.5718888889,3.77388888889,5.90844444445,6.03022222222,5.33488888889,7.40211111111
413.64,5.477,54.2373333333,50.0743333333,48.6524444444,3.77766666667,5.93544444445,6.047,5.35388888889,7.42688888889
414.00,5.51344444445,54.3711111111,50.1917777778,48.733,3.80266666666,5.96422222222,6.06044444444,5.37955555555,7.45611111111
414.36,5.53922222222,54.4001111111,50.2101111111,48.7802222222,3.82055555555,5.99877777778,6.10344444445,5.40066666667,7.47633333333
414.72,5.59555555556,54.4368888889,50.2736666667,48.8465555555,3.86255555556,6.02644444445,6.13588888889,5.45677777778,7.50877777778
415.07,5.62366666667,54.5123333333,50.3523333333,48.8898888889,3.88077777778,6.03733333333,6.15655555555,5.45433333333,7.51211111111
415.43,5.632,54.639,50.4436666667,48.9732222222,3.918,6.06522222222,6.17111111111,5.46122222222,7.53055555556
415.79,5.64466666667,54.7301111111,50.5603333333,49.0321111111,3.91955555556,6.06833333333,6.17755555555,5.46088888889,7.52566666667
416.15,5.63844444444,54.7966666667,50.6194444444,49.053,3.92611111111,6.033,6.17077777778,5.43544444445,7.51855555556
416.51,5.63566666667,54.8385555556,50.695,49.1168888889,3.91188888889,6.01744444445,6.16311111111,5.42444444445,7.50244444444
416.86,5.60911111111,54.894,50.7455555556,49.1718888889,3.89944444444,5.98733333333,6.12055555556,5.37111111111,7.47966666667
417.22,5.60733333333,54.8893333333,50.7338888889,49.1674444444,3.86477777778,5.947,6.09255555556,5.34322222222,7.45855555555
417.58,5.58566666667,54.8812222222,50.7153333333,49.158,3.84666666667,5.91744444444,6.06722222222,5.30433333333,7.426
417.94,5.56222222222,54.8872222222,50.7144444444,49.1718888889,3.83433333334,5.89877777778,6.04788888889,5.29066666667,7.40788888889
418.29,5.57555555556,54.9723333333,50.7906666667,49.1945555556,3.853,5.90533333333,6.06311111111,5.30944444444,7.41211111111
418.65,5.55477777778,55.0003333334,50.8112222222,49.22,3.84177777778,5.88911111111,6.05011111111,5.29333333334,7.39855555556
419.01,5.53344444444,55.0446666667,50.8235555555,49.2318888889,3.82233333333,5.87033333333,6.03455555555,5.26388888889,7.39633333333
419.37,5.52744444445,55.0584444444,50.815,49.2093333333,3.80266666667,5.84944444445,6.01677777778,5.25066666667,7.39222222222
419.73,5.50188888889,55.0952222222,50.805,49.2335555556,3.77655555556,5.82266666667,6.004,5.22888888889,7.37133333333
420.08,5.48544444445,55.1324444444,50.8396666666,49.2443333333,3.76344444445,5.80955555556,5.982,5.21466666667,7.36622222222
420.44,5.46744444445,55.1785555556,50.8357777778,49.2232222222,3.75,5.80211111111,5.96744444444,5.18822222222,7.35344444444
420.80,5.45877777778,55.214,50.8611111111,49.2315555555,3.74288888889,5.78511111111,5.96711111111,5.19233333333,7.34377777778
421.16,5.45,55.2256666667,50.895,49.2355555556,3.76266666667,5.79277777778,5.972,5.19588888889,7.359
421.51,5.45244444444,55.2678888889,50.961,49.2427777778,3.77433333333,5.807,5.97866666667,5.20755555556,7.36555555556
