wavelength,Back_HemCalm,Belly_HemCalm,Breast_HemCalm,Crissum_HemCalm,Crown_HemCalm,DorTail_HemCalm,Patch10_HemCalm,Rump_HemCalm,Throat_HemCalm,WingTip_HemCalm
375.09,6.39706666667,12.2255333333,10.2401333333,8.20346666667,4.71366666667,7.25229333333,5.4568,5.7153,8.32366666667,8.78583333333
375.45,6.46206666667,12.2494,10.3044666667,8.25573333333,4.75566666667,7.31173777778,5.45706666667,5.75833333333,8.35466666667,8.8187
375.81,6.5308,12.2844,10.3566,8.3082,4.80386666667,7.40656888889,5.53266666667,5.82316666667,8.42326666667,8.8854
376.18,6.4416,12.2126,10.2779333333,8.25273333333,4.7478,7.35819111111,5.48213333334,5.74686666666,8.3686,8.8846
376.54,6.44713333333,12.2268,10.3056666667,8.24633333333,4.7172,7.41320222222,5.48366666667,5.76956666667,8.39153333333,8.89706666667
376.90,6.42533333333,12.2593333333,10.3136,8.286,4.75106666667,7.46462444444,5.52673333333,5.76176666666,8.44426666667,8.919
377.26,6.3376,12.1312,10.2011333333,8.20253333334,4.67033333333,7.36288222222,5.43753333333,5.6827,8.37606666667,8.8483
377.63,6.36146666667,12.1592,10.1996666667,8.25926666667,4.6822,7.37684222222,5.43586666667,5.74363333333,8.4198,8.86523333333
377.99,6.34446666667,12.1276666667,10.1107333333,8.22446666667,4.65106666667,7.33838666667,5.4066,5.6991,8.3726,8.80236666667
378.35,6.43226666667,12.2224666667,10.1836,8.2744,4.72493333333,7.44196666667,5.5098,5.80863333333,8.41146666667,8.8616
378.71,6.45293333333,12.2233333333,10.2199333333,8.29273333333,4.76306666667,7.52938444445,5.55653333333,5.83883333333,8.41346666667,8.85696666667
379.07,6.4178,12.1450666667,10.1556666667,8.25313333333,4.71366666667,7.47970666667,5.54013333334,5.78456666667,8.37413333333,8.7818
379.44,6.38386666667,12.0969333333,10.1128,8.202,4.69993333333,7.43219111111,5.55026666667,5.72986666667,8.335,8.75546666667
379.80,6.25753333334,11.9874666667,10.0388,8.13053333333,4.61953333333,7.30553111111,5.45013333334,5.63286666667,8.2328,8.6493
380.16,6.26786666667,11.9816666667,10.0274666667,8.12773333333,4.6382,7.27201333333,5.42526666667,5.5954,8.25793333333,8.58603333333
380.52,6.22646666667,11.9233333333,9.95846666667,8.08286666667,4.6566,7.22094888889,5.38073333333,5.5581,8.17646666667,8.5266
380.88,6.243,11.9252666667,10.0131333333,8.09113333333,4.6588,7.23067777778,5.39906666667,5.564,8.15893333333,8.54163333333
381.24,6.33026666667,12.0028,10.0594,8.15393333333,4.78973333333,7.33402666667,5.47993333334,5.67113333333,8.24533333333,8.61003333333
381.61,6.38773333333,12.0158666667,10.1106666667,8.1798,4.86626666667,7.39914888889,5.5372,5.7075,8.28573333334,8.66016666667
381.97,6.4826,12.0764666667,10.2428666667,8.267,4.93926666667,7.49288666667,5.63933333333,5.78603333333,8.3788,8.75216666667
382.33,6.41126666667,12.0614,10.2156666667,8.2186,4.9096,7.47162444444,5.60033333333,5.72546666667,8.39606666667,8.7592
382.69,6.44053333333,12.0746,10.2218666667,8.27593333333,4.935,7.46267333333,5.63166666667,5.74956666667,8.4382,8.77753333333
383.05,6.45613333333,12.1388,10.2594,8.32133333333,4.99213333333,7.50509111111,5.68426666667,5.79206666667,8.4702,8.83986666667
383.41,6.4998,12.1744,10.3097333333,8.3548,5.01713333333,7.56199777778,5.7242,5.85776666667,8.51353333333,8.93196666667
383.77,6.48526666667,12.168,10.2824,8.3262,5.00506666667,7.55228,5.71953333333,5.8723,8.497,8.89936666667
384.14,6.4482,12.1492666667,10.2708,8.29273333333,4.96973333333,7.55917777778,5.72613333333,5.89033333333,8.4568,8.89353333333
384.50,6.48926666667,12.1882,10.3454,8.33433333333,5.02953333333,7.61759555556,5.789,5.97163333333,8.5182,8.96793333333
384.86,6.50786666667,12.1964666667,10.3308,8.33346666666,5.08573333333,7.63352888889,5.81846666667,6.02403333333,8.54326666667,8.95606666667
385.22,6.50033333333,12.1357333334,10.3548,8.32686666667,5.0868,7.61974888889,5.83206666667,5.99176666667,8.52566666667,8.96046666667
385.58,6.36986666667,12.0888666667,10.2892,8.2618,4.98693333333,7.52534,5.77266666667,5.90593333333,8.4748,8.8633
385.94,6.31266666667,12.0411333333,10.251,8.22666666667,4.9554,7.48598,5.70873333333,5.9003,8.44666666667,8.8265
386.30,6.31093333333,11.9925333333,10.2292,8.23266666666,4.956,7.49189333333,5.70066666667,5.8937,8.4384,8.78466666667
386.66,6.3494,12.0469333333,10.2516,8.23613333333,4.9892,7.53035777778,5.7364,5.9326,8.48126666667,8.82663333334
387.03,6.3058,11.9777333333,10.1852666667,8.156,4.94033333333,7.46876,5.65706666667,5.87753333333,8.38713333333,8.7641
387.39,6.301,11.9861333333,10.1716666667,8.18413333333,4.9856,7.49703555556,5.68073333333,5.88713333334,8.38193333333,8.73716666667
387.75,6.29206666667,11.9426666667,10.1311333333,8.17153333333,5.00693333333,7.46149555555,5.687,5.85093333333,8.36186666667,8.74823333333
388.11,6.30966666667,11.8981333333,10.0996,8.1824,4.999,7.41700222222,5.67353333333,5.8032,8.33053333333,8.72783333333
388.47,6.24,11.8152666667,10.0145333333,8.10313333333,4.90906666667,7.29924888889,5.60353333333,5.6922,8.24853333333,8.66733333333
388.83,6.1598,11.7077333333,9.93299999999,8.0214,4.80026666667,7.20639111111,5.5358,5.6097,8.1722,8.60333333333
389.19,6.1364,11.7082,9.9,7.98893333334,4.7496,7.19278666667,5.51486666667,5.58383333333,8.13093333333,8.58226666667
389.55,6.204,11.6874666667,9.90579999999,7.9952,4.80026666667,7.24535777778,5.56053333333,5.60853333333,8.15366666667,8.65186666667
389.91,6.20453333333,11.6164,9.86966666667,7.95973333333,4.78653333333,7.22460222222,5.57593333333,5.58013333333,8.1182,8.6657
390.27,6.2444,11.6395333333,9.88793333333,8.00066666667,4.83733333333,7.25700888889,5.65533333333,5.6161,8.163,8.71963333333
390.63,6.22433333333,11.5865333333,9.8726,7.98846666667,4.85173333333,7.28990222222,5.668,5.6131,8.15313333333,8.72046666667
391.00,6.2176,11.5442666667,9.85566666667,7.98806666667,4.86213333333,7.31183333333,5.71246666667,5.6307,8.20866666667,8.74673333333
391.36,6.17253333333,11.4755333333,9.79579999999,7.90246666667,4.824,7.25815111111,5.6732,5.592,8.1898,8.70716666667
391.72,6.21813333334,11.5246666667,9.8894,7.91106666667,4.853,7.32376444445,5.74413333333,5.64173333333,8.24333333334,8.80173333333
392.08,6.25486666667,11.528,9.91806666666,7.8788,4.91126666667,7.35902222222,5.803,5.68603333333,8.2802,8.8869
392.44,6.301,11.5465333333,9.93540000001,7.92933333333,5.0002,7.44414222222,5.85933333333,5.745,8.35086666666,8.93429999999
392.80,6.3992,11.5992666667,10.0061333333,8.00033333333,5.116,7.53140222222,5.9308,5.81786666667,8.45073333333,9.04483333334
393.16,6.503,11.6866666667,10.0886666667,8.0974,5.266,7.62777555555,6.0436,5.94333333333,8.58973333333,9.15433333333
393.52,6.51073333333,11.6757333333,10.0618666667,8.06633333333,5.2952,7.60497555556,6.04553333333,5.9372,8.56513333333,9.15493333333
393.88,6.5462,11.7022,10.0621333333,8.07546666667,5.33706666667,7.63577111111,6.05693333333,5.9487,8.62333333333,9.19089999999
394.24,6.46373333333,11.5758,9.954,7.94093333333,5.25146666666,7.53347111111,5.9538,5.85976666667,8.5122,9.10503333333
394.60,6.34686666667,11.4738,9.84353333335,7.818,5.1806,7.41096222222,5.87386666667,5.7545,8.41193333333,9.02270000001
394.96,6.369,11.4397333333,9.83466666666,7.78933333333,5.19233333333,7.38673333333,5.85226666667,5.73766666667,8.38726666667,9.01236666667
395.32,6.38933333333,11.4302,9.80953333333,7.80973333333,5.20966666667,7.39196888889,5.882,5.72273333333,8.40273333333,9.03003333334
395.68,6.37313333333,11.3577333333,9.69580000001,7.79366666667,5.21013333333,7.38763555555,5.86713333333,5.6693,8.37393333333,8.98186666666
396.04,6.37033333334,11.3144,9.65253333333,7.8046,5.21393333333,7.41597555556,5.87793333333,5.6615,8.39246666667,8.94879999999
396.40,6.36186666667,11.2552,9.62293333333,7.76093333333,5.20433333333,7.37503111111,5.87,5.62736666667,8.36586666667,8.9429
396.76,6.2754,11.1096,9.48839999999,7.6434,5.1214,7.26874,5.8074,5.53206666667,8.2508,8.85063333333
397.12,6.1488,10.9272666667,9.34259999999,7.479,4.98233333333,7.15133111111,5.68673333333,5.36986666667,8.08833333333,8.7221
397.48,6.15986666667,10.8985333333,9.34740000001,7.4848,4.99586666667,7.17645333333,5.7092,5.40883333333,8.1144,8.75016666667
397.84,6.09633333333,10.8156666667,9.31373333334,7.4316,4.99653333333,7.16938666667,5.72806666667,5.38086666667,8.073,8.7281
398.20,6.1258,10.7954,9.34993333334,7.45673333333,5.06553333333,7.22196,5.76646666667,5.42,8.11053333333,8.7872
398.56,6.18733333333,10.7588,9.35146666666,7.49193333333,5.10126666667,7.24698666667,5.81353333333,5.46883333333,8.14533333333,8.84896666667
398.92,6.15086666667,10.726,9.31266666666,7.4748,5.1088,7.24451333333,5.83726666667,5.4587,8.11106666667,8.8474
399.28,6.14186666667,10.6673333333,9.30186666667,7.444,5.13133333333,7.23196444444,5.8382,5.46773333333,8.09073333334,8.85626666667
399.64,6.1784,10.6772,9.34153333333,7.44066666667,5.18246666667,7.24068666667,5.86986666667,5.51823333333,8.11066666667,8.87623333333
400.00,6.1792,10.6303333333,9.32546666667,7.44066666667,5.22013333333,7.22984666667,5.88706666666,5.533,8.08066666667,8.91336666667
400.36,6.15913333333,10.5818666667,9.30433333334,7.41753333333,5.2054,7.22810444444,5.90666666667,5.54243333333,8.066,8.89383333333
400.72,6.1868,10.6276,9.34586666667,7.44486666667,5.24246666667,7.29379777778,5.95646666667,5.60523333333,8.11213333333,8.92883333333
401.08,6.252,10.6908,9.41266666667,7.54026666667,5.3374,7.37839555556,6.08646666667,5.70543333334,8.208,9.0274
401.44,6.29233333333,10.6868,9.43873333333,7.59433333333,5.40986666667,7.42031555556,6.14033333333,5.7397,8.26306666667,9.05883333333
401.80,6.30533333333,10.6170666667,9.37946666666,7.5796,5.38433333333,7.36258444444,6.10446666667,5.71393333333,8.22446666667,9.02253333334
402.16,6.24653333334,10.5580666667,9.28773333334,7.51746666667,5.32046666667,7.28616666667,6.07213333333,5.65083333333,8.17393333334,8.9649
402.52,6.30253333333,10.6322,9.34566666667,7.58313333333,5.38213333333,7.35946888889,6.14546666667,5.69916666667,8.24086666667,9.01193333333
402.88,6.27553333333,10.5931333333,9.33360000001,7.56633333333,5.35373333333,7.34246222222,6.14086666667,5.68723333333,8.25433333333,9.00883333334
403.24,6.24153333333,10.5418666666,9.28773333333,7.52653333333,5.3084,7.33275333333,6.10773333333,5.64293333333,8.2258,8.97603333333
403.60,6.2224,10.5003333333,9.26066666667,7.50673333333,5.29313333333,7.31264666667,6.08046666667,5.61553333333,8.23533333333,8.98579999999
403.95,6.22706666667,10.5492,9.30666666666,7.5182,5.29566666667,7.35029333333,6.1036,5.6581,8.31626666667,9.01456666667
404.31,6.22266666667,10.5412666667,9.30006666666,7.50093333333,5.31373333333,7.35226,6.1082,5.6554,8.30966666667,9.01906666667
404.67,6.22306666667,10.5332,9.27806666666,7.49866666667,5.32586666667,7.33094444444,6.10593333333,5.65293333334,8.30086666666,9.02496666667
405.03,6.157,10.4324,9.16973333333,7.37493333333,5.22273333333,7.22283111111,6.00586666667,5.54776666667,8.2096,8.93676666667
405.39,6.12853333333,10.4229333333,9.14993333334,7.3172,5.1834,7.17718222222,5.977,5.5134,8.17946666667,8.92123333333
405.75,6.06493333333,10.3896,9.11106666667,7.2612,5.14346666667,7.16222888889,5.95613333333,5.48943333333,8.1532,8.88476666667
406.11,6.1006,10.439,9.14126666667,7.2892,5.1954,7.20921333333,5.98573333333,5.53953333333,8.18806666667,8.94156666667
406.47,6.10853333333,10.4444666667,9.12613333333,7.27973333333,5.209,7.19648,5.9712,5.5525,8.19353333333,8.95063333333
406.83,6.11906666667,10.4317333333,9.11179999999,7.27193333333,5.2166,7.19565333333,5.96953333333,5.5582,8.19066666667,8.9427
407.19,6.15353333333,10.4558666667,9.17066666667,7.3084,5.25453333333,7.21816888889,6.01526666667,5.601,8.23306666667,8.97603333334
407.55,6.1544,10.4584666667,9.17753333333,7.31486666667,5.26386666667,7.21791555555,6.03626666667,5.6225,8.24906666667,8.98403333333
407.90,6.0934,10.3922,9.09893333333,7.2474,5.21306666667,7.13170444444,5.9762,5.5246,8.14073333333,8.89543333333
408.26,6.09473333333,10.4152666667,9.0942,7.258,5.21313333333,7.13358666667,5.96006666667,5.51966666667,8.15126666667,8.89983333333
408.62,6.0658,10.3912,9.08526666667,7.2302,5.18926666667,7.11914222222,5.94593333333,5.47646666667,8.14373333333,8.8709
408.98,6.1416,10.4721333333,9.17300000001,7.34673333333,5.29946666667,7.22902444444,6.0444,5.58843333333,8.23733333333,8.9695
409.34,6.1226,10.4524666667,9.14779999999,7.37113333333,5.30093333333,7.23558666667,6.0492,5.58716666666,8.22286666667,8.96263333333
409.70,6.1608,10.4992666667,9.17886666666,7.4088,5.33566666667,7.23984222222,6.0612,5.58956666667,8.2478,8.99546666667
410.06,6.15573333334,10.4602666667,9.1874,7.41006666666,5.32166666667,7.20860444444,6.07346666667,5.56983333333,8.2384,8.967
410.42,6.1308,10.3786666667,9.1724,7.3818,5.29306666667,7.18693111111,6.07646666667,5.5461,8.19813333333,8.9445
410.77,6.11393333333,10.3954,9.17973333334,7.38433333333,5.29973333333,7.17745777778,6.07353333333,5.53103333334,8.2098,8.95016666667
411.13,6.123,10.4026,9.16186666667,7.36893333333,5.3018,7.17998444444,6.08633333333,5.533,8.2146,8.96093333333
411.49,6.10493333333,10.3648666667,9.13673333333,7.3412,5.26406666667,7.15632888889,6.0678,5.49163333333,8.17853333334,8.91773333333
411.85,6.15393333333,10.3652666667,9.1756,7.36773333333,5.31426666667,7.19489333333,6.1162,5.53913333333,8.23033333333,8.96633333333
412.21,6.14986666667,10.3394666667,9.17246666667,7.36913333333,5.33606666667,7.19163333333,6.15473333333,5.53016666667,8.23846666667,8.9808
412.57,6.21113333333,10.3619333333,9.20359999999,7.4036,5.38393333333,7.22344,6.2248,5.5974,8.29446666666,9.0366
412.92,6.12113333333,10.2811333333,9.12079999999,7.31226666667,5.31846666667,7.12722888889,6.15426666667,5.5232,8.2214,8.96093333333
413.28,6.12233333333,10.2478666667,9.12300000001,7.28546666666,5.3294,7.10983111111,6.17573333333,5.52293333333,8.2276,8.97333333333
413.64,6.1526,10.2266666667,9.12366666667,7.29513333333,5.3712,7.12681777778,6.20946666666,5.5617,8.26186666667,9.03126666667
414.00,6.15486666667,10.2320666667,9.11746666666,7.28333333333,5.38706666667,7.16980444445,6.20586666667,5.56703333333,8.27833333333,9.05216666667
414.36,6.15473333333,10.2360666667,9.11786666667,7.277,5.39753333333,7.18832888889,6.19406666667,5.5557,8.2954,9.07356666667
414.72,6.1976,10.2154666667,9.13206666666,7.27653333333,5.42486666667,7.21865333333,6.22226666667,5.58526666667,8.30653333333,9.10689999999
415.07,6.1848,10.1741333333,9.08913333333,7.27606666667,5.41426666667,7.20109555555,6.204,5.55363333333,8.2706,9.10163333334
415.43,6.22573333333,10.203,9.11440000001,7.29713333333,5.4688,7.24771111111,6.2694,5.6156,8.3208,9.18066666667
415.79,6.23066666667,10.1757333333,9.07920000001,7.2862,5.46373333333,7.25481777778,6.26786666666,5.602,8.31853333333,9.20453333333
416.15,6.21206666667,10.1185333333,9.02406666666,7.2408,5.4302,7.23490666667,6.24613333333,5.5847,8.30146666667,9.17793333333
416.51,6.14666666667,10.0206666667,8.94353333334,7.14946666667,5.3764,7.18301111111,6.16313333333,5.49886666667,8.21266666667,9.1318
416.86,6.16966666667,9.99379999999,8.95926666667,7.13693333333,5.39973333333,7.21521111111,6.1872,5.5001,8.22833333333,9.15939999999
417.22,6.11553333333,9.90460000001,8.84613333333,7.05526666667,5.3434,7.16076,6.11633333333,5.4295,8.14786666667,9.10303333334
417.58,6.10993333333,9.86833333333,8.81726666667,7.0282,5.34693333333,7.17455111111,6.13393333333,5.4262,8.12906666667,9.08460000001
417.94,6.118,9.8316,8.79639999999,7.02926666667,5.37453333334,7.18318222222,6.16933333333,5.44563333333,8.13813333333,9.10486666666
418.29,6.10773333333,9.78819999999,8.75306666667,6.9894,5.36593333333,7.15641555556,6.172,5.4263,8.1258,9.09893333333
418.65,6.0912,9.74559999999,8.70426666666,6.9538,5.36246666666,7.15158666667,6.16486666667,5.413,8.1036,9.10399999999
419.01,6.04986666667,9.67133333333,8.6644,6.91013333333,5.36613333333,7.1341,6.16073333333,5.3931,8.08346666667,9.09186666667
419.37,5.998,9.57960000001,8.58606666667,6.85346666667,5.33046666667,7.08873777778,6.10826666667,5.34903333333,8.01813333333,9.04566666667
419.73,5.9632,9.516,8.53433333333,6.805,5.3046,7.06052888889,6.09466666667,5.32556666667,7.97726666667,9.02146666667
420.08,5.98073333333,9.49439999999,8.5326,6.8052,5.33646666667,7.08444,6.1186,5.33883333333,7.97313333333,9.05453333333
420.44,5.96926666667,9.4516,8.49333333333,6.796,5.3328,7.07019777778,6.13393333333,5.33443333333,7.9502,9.03593333334
420.80,5.94313333333,9.39926666665,8.43253333333,6.75546666667,5.32153333333,7.03836888889,6.1124,5.30853333333,7.91553333333,9.0156
421.16,5.94433333333,9.35513333332,8.42186666666,6.7404,5.33813333333,7.04049777778,6.12053333333,5.3086,7.91453333334,9.0188
421.51,5.93466666667,9.32473333333,8.41213333333,6.73926666667,5.34446666667,7.03633333333,6.1238,5.30313333333,7.9012,9.03223333333
421.87,5.90326666667,9.2598,8.36840000001,6.6992,5.32313333333,7.00132,6.09713333333,5.2681,7.86433333333,9.0212
422.23,5.8934,9.22233333333,8.33953333333,6.69406666667,5.33273333333,6.99774888889,6.0954,5.26553333333,7.8412,9.01533333333
422.58,5.89053333333,9.1794,8.32699999999,6.69873333333,5.34346666667,6.99428666667,6.10853333333,5.26863333333,7.84206666667,9.02173333333
422.94,5.89413333333,9.13986666667,8.29586666666,6.67746666667,5.334,6.97673777778,6.0918,5.26,7.8226,9.01383333333
423.30,5.8854,9.09073333334,8.25886666667,6.65913333333,5.3294,6.96614888889,6.08153333333,5.23466666667,7.80713333333,9.004
423.66,5.88246666667,9.07519999999,8.23586666667,6.66153333333,5.3436,6.96188444444,6.0752,5.2308,7.80886666666,9.0127
424.01,5.86833333333,9.042,8.21326666667,6.64393333333,5.32713333333,6.94666888889,6.06686666667,5.22146666667,7.79153333333,9.00876666666
424.37,5.8886,9.02900000001,8.23453333333,6.6556,5.36226666667,6.96828222222,6.08126666667,5.2395,7.81713333333,9.04876666667
424.73,5.9284,9.04213333334,8.26759999999,6.702,5.405,7.00993111111,6.1282,5.2798,7.85006666667,9.08913333333
425.08,5.93086666667,9.05326666667,8.28446666667,6.71593333333,5.42113333333,7.02845111111,6.14906666667,5.29936666667,7.86666666667,9.10836666667
425.44,5.92926666667,9.02819999999,8.25946666666,6.6958,5.4306,7.02059333333,6.1428,5.2944,7.8532,9.10613333334
425.80,5.95633333333,9.0448,8.27506666667,6.71873333333,5.46353333333,7.04518888889,6.18113333333,5.3214,7.86586666667,9.12619999999
426.16,5.95933333333,9.02639999999,8.27373333333,6.7128,5.46306666667,7.04864222222,6.18593333334,5.32,7.8732,9.13003333333
426.51,5.93873333333,9.0022,8.26460000001,6.67853333334,5.45306666667,7.03449555555,6.16373333333,5.29496666667,7.84226666667,9.11739999999
426.87,5.9516,9.02313333333,8.29500000001,6.68446666667,5.46913333333,7.05202444445,6.19253333333,5.31736666667,7.8632,9.14413333333
427.23,5.95413333333,9.05,8.32613333333,6.69293333333,5.48653333333,7.07043555555,6.22546666667,5.33083333333,7.87093333333,9.15866666667
427.58,5.94733333333,9.02986666667,8.34213333334,6.671,5.48166666667,7.06303555556,6.22806666667,5.32433333333,7.84806666667,9.15190000001
427.94,5.93466666667,9.02606666666,8.35146666667,6.66546666667,5.491,7.05179111111,6.22406666667,5.31463333333,7.8312,9.13656666667
428.30,5.92546666667,9.03173333334,8.33986666666,6.65786666667,5.4766,7.05391333333,6.22693333333,5.3139,7.8278,9.12943333333
428.65,5.9002,9.02553333333,8.33700000001,6.63293333333,5.46013333333,7.03612888889,6.2162,5.30743333333,7.82106666666,9.11593333333
429.01,5.92893333333,9.04520000001,8.36233333333,6.658,5.46986666667,7.05650888889,6.24466666667,5.32356666667,7.84473333333,9.12543333333
429.37,5.92026666667,9.05266666667,8.36280000001,6.672,5.45466666667,7.05229111111,6.24193333333,5.31796666667,7.87373333333,9.11593333333
429.72,5.89546666667,9.03373333334,8.3606,6.6426,5.4056,7.01767111111,6.19813333333,5.28683333333,7.87666666667,9.10533333333
430.08,5.88853333333,9.041,8.37379999999,6.63326666667,5.40726666667,7.00385333333,6.199,5.28606666667,7.886,9.10036666666
430.44,5.8814,9.05560000001,8.36560000001,6.63826666667,5.39553333333,6.98498222222,6.2112,5.27916666667,7.89446666667,9.09513333333
430.79,5.8958,9.07293333333,8.3824,6.65506666667,5.42186666667,7.01036222222,6.23746666667,5.2801,7.92073333333,9.10436666667
431.15,5.94886666667,9.11880000001,8.45253333334,6.7074,5.4722,7.03942888889,6.28626666667,5.32426666667,7.98933333333,9.16106666666
431.50,5.97646666667,9.15653333333,8.49426666666,6.75573333333,5.4964,7.08876,6.34306666667,5.37673333333,8.05006666667,9.19539999999
431.86,5.99246666667,9.16393333333,8.4978,6.7656,5.4954,7.09363111111,6.35986666667,5.3869,8.08473333334,9.20816666666
432.22,5.97086666667,9.17226666667,8.48060000001,6.74493333333,5.47573333333,7.05616,6.3476,5.36103333333,8.0738,9.1744
432.57,5.96926666667,9.1818,8.48253333333,6.7588,5.47066666667,7.05524888889,6.3546,5.35783333333,8.08173333333,9.1695
432.93,5.9846,9.20839999999,8.48586666667,6.77666666667,5.47326666667,7.06299111111,6.36626666667,5.37066666667,8.10426666667,9.19730000001
433.29,6.01773333333,9.22846666667,8.51726666667,6.79013333334,5.4822,7.06560666667,6.38153333333,5.3889,8.1212,9.2245
433.64,6.01386666667,9.2526,8.52626666666,6.8002,5.5018,7.07761333333,6.39753333333,5.403,8.13193333333,9.22203333334
434.00,6.01773333333,9.27553333333,8.53506666667,6.8058,5.50473333333,7.08522666666,6.4142,5.41793333333,8.1414,9.23003333334
434.35,6.05886666667,9.3138,8.57939999999,6.84206666667,5.53533333333,7.11659333333,6.4564,5.45343333333,8.2004,9.26606666666
434.71,6.05573333333,9.33246666665,8.58126666667,6.85833333333,5.52653333333,7.11216888889,6.45953333333,5.46686666667,8.2194,9.27903333333
435.07,6.06093333333,9.36279999999,8.59846666667,6.87493333333,5.53406666667,7.12413777778,6.47346666667,5.48866666667,8.24386666667,9.28876666667
435.42,6.07153333333,9.38740000001,8.61960000001,6.8904,5.53633333333,7.11966,6.4786,5.4923,8.26473333333,9.29163333334
435.78,6.07993333333,9.41873333334,8.63980000001,6.90913333333,5.5492,7.12305333334,6.49306666666,5.5031,8.29446666667,9.30286666667
436.13,6.1112,9.44973333334,8.68546666667,6.9468,5.5782,7.16407777778,6.52793333333,5.53143333333,8.32646666667,9.35450000001
436.49,6.13553333333,9.49146666666,8.71586666667,6.9698,5.60246666667,7.17922666667,6.55806666667,5.5484,8.36773333333,9.38643333333
436.84,6.13266666667,9.49820000001,8.73360000001,6.97686666667,5.61206666667,7.18221111111,6.57626666667,5.54743333333,8.38366666667,9.39666666666
437.20,6.127,9.54073333334,8.77460000001,6.9994,5.62466666667,7.20642666667,6.60706666667,5.56176666667,8.4224,9.40663333334
437.56,6.1578,9.54186666665,8.79466666667,7.01393333333,5.62813333333,7.22767333333,6.63726666667,5.57406666667,8.4458,9.41509999999
437.91,6.17246666667,9.5574,8.80993333333,7.04346666667,5.63946666667,7.24272666667,6.64406666667,5.57286666666,8.46993333333,9.43873333334
438.27,6.1752,9.58240000001,8.8076,7.0502,5.65486666667,7.25987111111,6.662,5.5892,8.47146666667,9.45086666667
438.62,6.1638,9.58693333333,8.81353333333,7.0438,5.64713333333,7.26082444445,6.66173333333,5.57326666667,8.46193333333,9.44493333334
438.98,6.10533333333,9.51686666667,8.75266666666,6.98373333333,5.59133333333,7.21305777778,6.60553333333,5.51856666667,8.40546666667,9.3968
439.33,6.1216,9.51693333333,8.75759999999,6.984,5.60693333333,7.21024222222,6.61566666667,5.51993333333,8.41953333333,9.41323333334
439.69,6.13686666667,9.546,8.76886666666,6.99446666667,5.6184,7.23045777778,6.63406666667,5.5329,8.4428,9.40769999999
440.04,6.1202,9.51933333333,8.74320000001,6.97886666667,5.60253333333,7.21016,6.62693333333,5.51433333333,8.43486666667,9.39466666667
440.40,6.10173333333,9.47180000001,8.72086666666,6.9492,5.5792,7.18501333333,6.60686666667,5.49496666667,8.3994,9.37183333333
440.75,6.10006666667,9.46146666667,8.71313333333,6.93793333333,5.58226666667,7.17937111111,6.61406666667,5.48573333334,8.389,9.35889999999
441.11,6.067,9.40833333333,8.65733333333,6.90406666667,5.5606,7.15804222222,6.59426666667,5.45056666667,8.3586,9.33079999999
441.47,6.074,9.42233333333,8.65533333334,6.90586666667,5.57906666667,7.1675,6.61473333333,5.47123333333,8.36513333333,9.3491
441.82,6.0772,9.39713333333,8.6468,6.89746666667,5.5764,7.17092,6.61713333333,5.47813333334,8.35553333333,9.35633333333
442.18,6.06073333333,9.36413333335,8.61526666666,6.88053333333,5.56446666667,7.15504222222,6.60713333333,5.45663333333,8.33633333333,9.33979999999
442.53,6.0638,9.33673333333,8.60686666667,6.87506666667,5.58246666667,7.1544,6.6234,5.46136666667,8.33706666667,9.34356666666
442.89,6.10173333333,9.37653333335,8.6188,6.90066666667,5.62846666667,7.19207777778,6.6836,5.49206666667,8.36066666667,9.37656666667
443.24,6.08793333333,9.33433333334,8.60146666666,6.88686666667,5.62553333333,7.18704,6.69086666667,5.48723333333,8.33933333333,9.37530000001
443.60,6.08313333333,9.27746666667,8.57133333334,6.8778,5.63293333333,7.18614222222,6.6974,5.48203333333,8.32053333333,9.40146666666
443.95,6.12326666667,9.28966666665,8.59133333333,6.8958,5.68546666667,7.23495333333,6.73586666667,5.53113333333,8.35713333333,9.46520000001
444.31,6.14086666667,9.27046666667,8.57526666667,6.89293333334,5.69833333333,7.25557777778,6.7432,5.5383,8.36173333333,9.48799999999
444.66,6.13446666667,9.22753333334,8.55279999999,6.87386666667,5.703,7.25190888889,6.7442,5.545,8.3546,9.50136666666
445.02,6.15893333333,9.218,8.55086666666,6.86786666666,5.7282,7.26191111111,6.76686666667,5.56673333333,8.3502,9.53639999999
445.37,6.14793333333,9.17459999999,8.53426666666,6.8456,5.72366666667,7.24429777778,6.74713333333,5.53996666667,8.3358,9.52739999999
445.72,6.14526666667,9.1558,8.51179999999,6.8354,5.74173333333,7.25073777778,6.7592,5.5407,8.3284,9.52523333333
446.08,6.14813333333,9.10800000001,8.49466666667,6.80346666667,5.73313333333,7.24313111111,6.75153333333,5.52953333333,8.31453333333,9.52136666667
446.43,6.14353333333,9.06806666667,8.45886666666,6.78,5.72386666667,7.23493555555,6.73386666667,5.52253333334,8.29646666667,9.5186
446.79,6.13026666667,9.00833333333,8.42766666667,6.7582,5.7098,7.22372666667,6.71813333333,5.51726666667,8.27526666667,9.5248
447.14,6.1236,8.99253333333,8.40293333334,6.74393333333,5.7216,7.23517555556,6.72266666667,5.5173,8.2614,9.52953333333
447.50,6.12373333333,8.9802,8.398,6.7272,5.72733333334,7.23890444445,6.72346666667,5.51113333333,8.2534,9.53926666667
447.85,6.09553333333,8.92606666667,8.36306666667,6.7022,5.71446666667,7.21048222222,6.70453333333,5.48633333333,8.21486666667,9.51773333333
