wavelength,Back_SpoBoof,Belly_SpoBoof,Breast_SpoBoof,Crissum_SpoBoof,Crown_SpoBoof,DorTail_SpoBoof,Patch10_SpoBoof,Patch11_SpoBoof,Rump_SpoBoof,Throat_SpoBoof,WingTip_SpoBoof
375.81,6.605,25.1921666667,15.9705,17.01,4.8735,7.01516666667,4.92308333334,6.22066666667,6.06616666667,8.21983333333,7.31766666666
376.18,6.57666666666,25.2646666667,16.0148333333,17.0356666666,4.90783333333,7.051,4.89883333334,6.24166666667,6.06966666667,8.27783333333,7.31883333333
376.54,6.56,25.3193333333,16.0776666667,17.0721666666,4.892,7.07033333334,4.9065,6.20366666666,6.04966666667,8.29316666666,7.29566666667
376.90,6.4625,25.4136666667,15.9896666667,17.0516666667,4.86366666666,6.97783333333,4.83425,6.152,6.023,8.2645,7.24116666667
377.26,6.48883333334,25.4613333333,15.9828333334,17.081,4.91666666666,7.039,4.88025,6.21116666667,6.13783333334,8.30516666666,7.2645
377.63,6.48716666667,25.4853333333,16.0001666667,17.13,4.94216666666,6.99233333333,4.83166666666,6.22966666667,6.18233333333,8.30333333333,7.304
377.99,6.3835,25.4618333334,15.9665,17.0733333333,4.89083333333,6.87533333333,4.78875,6.185,6.06766666667,8.26983333333,7.206
378.35,6.33083333333,25.4765,15.9283333334,17.0043333334,4.85533333334,6.75216666667,4.77775,6.1175,5.97666666667,8.21083333333,7.13083333333
378.71,6.1925,25.4058333333,15.8591666667,16.971,4.71966666667,6.57983333333,4.63466666666,5.9925,5.8305,8.0975,6.9825
379.07,6.1745,25.4851666667,15.9506666667,16.9466666666,4.71683333333,6.57816666667,4.57825,6.01033333333,5.847,8.12283333334,6.972
379.44,6.16216666667,25.5491666667,15.9248333333,16.9311666667,4.69333333333,6.55966666667,4.53833333334,5.99533333333,5.82166666667,8.107,6.91766666667
379.80,6.325,25.717,16.1043333333,17.0586666667,4.78416666667,6.69033333333,4.6205,6.13333333333,5.9805,8.284,7.01883333333
380.16,6.3325,25.6926666667,16.1213333334,17.0521666667,4.76583333334,6.656,4.62183333334,6.10916666667,5.974,8.32116666667,7.02533333334
380.52,6.327,25.7531666667,16.1048333334,17.079,4.73983333333,6.555,4.6045,6.125,5.96333333334,8.30616666667,7.02533333333
380.88,6.42516666666,25.918,16.2903333333,17.164,4.825,6.68766666667,4.68125,6.224,6.08083333334,8.39633333333,7.11266666666
381.24,6.45733333333,26.0405,16.3876666666,17.2723333333,4.8465,6.77616666667,4.69416666666,6.23683333333,6.0735,8.47766666666,7.15733333333
381.61,6.42116666667,26.152,16.4496666666,17.2661666667,4.823,6.779,4.67958333333,6.27683333334,6.08616666667,8.48766666666,7.11816666667
381.97,6.39833333333,26.2861666667,16.485,17.3015,4.853,6.8215,4.70833333334,6.27733333333,6.119,8.52866666667,7.15883333334
382.33,6.43683333333,26.4323333334,16.6195,17.4706666667,4.9315,6.948,4.787,6.34233333333,6.16466666667,8.54533333333,7.25333333334
382.69,6.57733333333,26.5836666667,16.7435,17.6041666666,5.05983333333,7.12783333333,4.95433333334,6.46683333333,6.29083333333,8.7035,7.41916666667
383.05,6.7285,26.6938333333,16.7753333333,17.7511666667,5.1765,7.20816666666,5.06233333334,6.51383333333,6.3435,8.79833333334,7.5485
383.41,6.82133333333,26.7731666666,16.8488333334,17.7978333333,5.26866666667,7.26566666667,5.123,6.5945,6.4305,8.87783333333,7.648
383.77,6.772,26.83,16.8813333333,17.8536666666,5.271,7.255,5.12841666667,6.56833333333,6.39433333333,8.85666666666,7.658
384.14,6.69366666666,26.8941666667,16.8506666666,17.8165,5.2125,7.212,5.09233333334,6.5515,6.345,8.79,7.58216666666
384.50,6.70066666667,26.9388333333,16.8743333333,17.831,5.201,7.21383333333,5.113,6.56033333334,6.35833333333,8.79216666667,7.62233333333
384.86,6.70233333333,27.0231666666,16.8518333334,17.878,5.20516666667,7.21533333333,5.133,6.54466666666,6.363,8.80866666667,7.62016666666
385.22,6.7145,27.0868333334,16.8893333333,17.881,5.17666666667,7.152,5.16275,6.50183333334,6.37066666667,8.77316666667,7.63583333334
385.58,6.724,27.1405,16.8678333333,17.9305,5.17366666667,7.1485,5.19708333333,6.4345,6.3385,8.76233333334,7.676
385.94,6.7805,27.2565,16.9391666666,18.0216666666,5.15883333334,7.16066666667,5.21066666667,6.41833333333,6.36916666667,8.7725,7.66866666667
386.30,6.71733333334,27.2366666667,16.895,17.9488333333,5.03683333334,7.024,5.11316666667,6.3215,6.27733333334,8.71433333334,7.55866666667
386.66,6.71216666667,27.3993333333,16.9418333334,18.0158333334,5.03383333334,6.9905,5.10408333333,6.3025,6.30483333333,8.72016666667,7.5725
387.03,6.53716666666,27.386,16.8556666667,17.9088333333,4.8685,6.858,4.96633333334,6.15066666666,6.17583333334,8.59483333333,7.38316666667
387.39,6.4505,27.383,16.813,17.8875,4.7935,6.78916666667,4.89183333334,6.09983333334,6.0855,8.51783333333,7.28716666667
387.75,6.51066666667,27.5301666667,16.917,17.9951666667,4.85016666667,6.80516666667,4.91783333334,6.15916666666,6.13716666666,8.60383333334,7.34183333333
388.11,6.54733333333,27.6363333333,16.9743333333,18.0771666667,4.89716666667,6.80733333334,4.90316666667,6.13433333334,6.13333333333,8.67416666667,7.34483333333
388.47,6.57433333333,27.791,17.1151666667,18.1895,4.98233333334,6.88766666666,4.92341666667,6.16466666666,6.16483333334,8.74883333333,7.34483333333
388.83,6.5505,27.824,17.1695,18.1761666666,4.952,6.836,4.84,6.15516666667,6.11,8.7475,7.31116666667
389.19,6.578,28.0186666666,17.239,18.2885,5.01716666667,6.83716666667,4.8275,6.1995,6.11633333333,8.83383333333,7.34116666667
389.55,6.61733333333,28.1098333333,17.341,18.3836666667,5.04666666667,6.8835,4.819,6.2755,6.1135,8.892,7.33483333334
389.91,6.61633333333,28.1853333334,17.363,18.4458333334,5.10783333333,6.91916666666,4.82691666667,6.32283333333,6.11,8.91716666667,7.32566666667
390.27,6.698,28.327,17.4443333333,18.5531666667,5.22066666667,6.98066666667,4.92408333334,6.41833333334,6.18033333333,9.0315,7.40833333333
390.63,6.70866666667,28.3733333333,17.4811666667,18.5531666667,5.24583333333,6.98333333334,4.9205,6.44466666667,6.178,9.05316666667,7.33666666667
391.00,6.76216666667,28.4651666667,17.5458333334,18.6716666667,5.32833333334,7.031,4.9775,6.5395,6.28366666667,9.08166666667,7.4055
391.36,6.7275,28.54,17.5733333333,18.7226666666,5.295,6.98666666667,4.94233333334,6.493,6.233,9.08233333334,7.39166666666
391.72,6.69466666667,28.601,17.564,18.7551666666,5.27716666667,7.00366666666,4.92316666666,6.48933333334,6.1875,9.05683333333,7.35016666667
392.08,6.75916666667,28.6881666666,17.6345,18.883,5.35116666666,7.07183333333,4.99166666667,6.59016666667,6.293,9.07816666667,7.36983333334
392.44,6.74616666667,28.7426666667,17.5845,18.9398333333,5.33066666667,7.06266666667,5.02266666666,6.59483333333,6.29283333334,9.1015,7.37883333333
392.80,6.73783333334,28.7545,17.5823333334,18.9626666667,5.34133333334,7.03333333333,5.038,6.57383333333,6.29616666667,9.08583333333,7.37166666666
393.16,6.72633333333,28.743,17.5545,18.9278333334,5.279,7.02116666666,5.02533333334,6.545,6.2945,9.025,7.346
393.52,6.7425,28.848,17.5655,18.963,5.32566666666,7.03333333333,5.04208333334,6.54283333334,6.35033333333,9.0585,7.35166666667
393.88,6.78116666666,28.8788333333,17.5911666667,18.987,5.33533333334,7.02466666667,5.08041666667,6.5475,6.39166666667,9.05933333334,7.38016666666
394.24,6.75466666666,28.9356666667,17.595,19.0318333334,5.31283333333,7.01016666667,5.0455,6.51233333333,6.39866666667,8.995,7.35683333333
394.60,6.758,28.9585,17.6313333333,19.066,5.31216666667,7.01716666667,5.08375,6.507,6.42166666667,9.00783333334,7.41216666667
394.96,6.76016666667,29.0046666667,17.685,19.1121666666,5.30183333334,7.026,5.11883333334,6.50116666667,6.39366666667,9.03883333333,7.44866666666
395.32,6.86383333333,29.1215,17.8078333334,19.2731666666,5.40033333333,7.12833333334,5.21875,6.59,6.48783333334,9.12383333335,7.5355
395.68,6.86466666667,29.1251666667,17.8293333334,19.2201666667,5.353,7.07883333333,5.21308333333,6.56033333333,6.506,9.12649999999,7.52016666667
396.04,6.83833333334,29.2281666667,17.8585,19.2138333333,5.29383333333,7.069,5.19766666667,6.52433333333,6.47816666667,9.14166666666,7.54233333333
396.40,6.83766666667,29.328,17.921,19.1808333334,5.308,7.0335,5.14916666666,6.50133333333,6.48183333334,9.12433333335,7.53083333333
396.76,6.851,29.4226666667,18.0053333333,19.2385,5.34383333334,7.077,5.22,6.56466666666,6.5305,9.20383333335,7.54466666666
397.12,6.83933333334,29.4496666667,18.0863333333,19.2578333333,5.39216666667,7.08383333333,5.24158333333,6.57733333333,6.53116666667,9.26116666665,7.54616666667
397.48,6.81016666666,29.4815,18.1025,19.2701666666,5.35783333333,7.04366666667,5.2425,6.52966666667,6.48466666667,9.21049999999,7.5365
397.84,6.78866666666,29.5391666667,18.1366666667,19.3228333334,5.32183333334,7.03,5.20483333334,6.50233333334,6.4495,9.25566666665,7.53633333333
398.20,6.82866666666,29.675,18.1996666666,19.414,5.3665,7.07983333333,5.25408333334,6.5375,6.507,9.35300000002,7.601
398.56,6.84,29.7856666667,18.2505,19.4886666667,5.354,7.06133333333,5.2395,6.51916666667,6.4665,9.39733333334,7.58116666667
398.92,6.8425,29.8658333333,18.307,19.537,5.39216666667,7.0515,5.22941666667,6.53483333333,6.48066666666,9.46133333334,7.57116666667
399.28,6.86833333334,29.94,18.373,19.5676666666,5.43083333334,7.09283333334,5.26233333334,6.56683333333,6.54766666667,9.52566666665,7.62283333334
399.64,6.87,29.9703333333,18.3841666666,19.6161666666,5.449,7.10716666666,5.28758333334,6.56283333333,6.56383333333,9.55,7.653
400.00,6.8385,29.9771666667,18.3825,19.662,5.4315,7.0745,5.23616666666,6.517,6.5295,9.54149999998,7.63616666667
400.36,6.7975,29.9698333333,18.3558333333,19.7418333334,5.39433333333,7.06783333333,5.22458333333,6.5045,6.51316666667,9.53716666668,7.6185
400.72,6.795,30.04,18.3368333333,19.8443333334,5.36983333333,7.0665,5.18416666666,6.4685,6.496,9.54216666667,7.63916666667
401.08,6.75383333334,30.094,18.278,19.8383333334,5.309,7.01216666667,5.10275,6.415,6.42716666667,9.4755,7.56733333334
401.44,6.72066666667,30.1715,18.3095,19.8975,5.27333333333,7.00916666667,5.066,6.40783333334,6.41533333333,9.48899999998,7.564
401.80,6.72433333334,30.2668333333,18.341,19.946,5.28433333333,7.03566666667,5.06758333333,6.4355,6.42516666667,9.47350000002,7.57083333333
402.16,6.76866666667,30.281,18.3513333333,19.9816666666,5.29566666666,7.08966666667,5.08,6.44633333333,6.40533333333,9.50983333333,7.59466666667
402.52,6.77416666667,30.3261666666,18.3543333333,20.0625,5.331,7.118,5.08283333334,6.50216666667,6.46866666666,9.5085,7.60733333333
402.88,6.79233333333,30.4091666667,18.36,20.0786666667,5.3355,7.12733333334,5.07983333333,6.50883333333,6.48316666666,9.47066666667,7.60483333333
403.24,6.7725,30.456,18.3375,20.1085,5.33733333333,7.1005,5.0845,6.49916666666,6.43366666667,9.44616666668,7.58616666667
403.60,6.81216666667,30.5693333334,18.4168333333,20.1455,5.36783333333,7.1225,5.11075,6.53866666666,6.44816666667,9.47,7.60983333334
403.95,6.883,30.6965,18.499,20.1981666666,5.431,7.185,5.16825,6.60166666667,6.50516666666,9.55283333334,7.67483333334
404.31,6.90583333333,30.7266666666,18.5185,20.2033333334,5.44433333333,7.20533333334,5.203,6.5845,6.50916666667,9.55616666665,7.69816666667
404.67,6.93133333334,30.842,18.5596666667,20.2913333333,5.49316666667,7.231,5.23358333333,6.6035,6.548,9.56966666665,7.743
405.03,7.01,30.9193333333,18.6376666667,20.4593333334,5.5795,7.33133333333,5.3295,6.684,6.64066666667,9.6835,7.832
405.39,7.043,30.9606666666,18.647,20.4931666667,5.60783333333,7.33966666666,5.36341666666,6.6975,6.66183333334,9.72,7.8335
405.75,7.0435,31.0036666667,18.661,20.5105,5.5945,7.30366666667,5.37291666667,6.66316666667,6.63716666667,9.73916666666,7.84566666667
406.11,6.981,31.076,18.6783333333,20.476,5.56183333334,7.25083333333,5.33633333334,6.63066666667,6.58533333333,9.72200000002,7.79083333333
406.47,7.00183333334,31.1398333334,18.6935,20.4591666666,5.55616666666,7.24833333333,5.34441666667,6.6155,6.54916666667,9.70983333333,7.79933333333
406.83,7.02833333334,31.2358333334,18.7351666666,20.5481666667,5.57316666667,7.26266666667,5.37783333334,6.62716666666,6.58433333333,9.78750000002,7.833
407.19,7.04166666667,31.3203333333,18.7605,20.5445,5.57133333333,7.29816666667,5.35258333333,6.63766666667,6.59616666666,9.83149999999,7.83066666667
407.55,7.0325,31.4118333334,18.7845,20.6155,5.60166666667,7.34083333333,5.352,6.636,6.62216666667,9.88000000002,7.80716666666
407.90,6.99833333333,31.4196666667,18.808,20.6566666666,5.5705,7.32333333333,5.32583333333,6.61833333334,6.62083333333,9.86883333331,7.803
408.26,7.0265,31.5588333334,18.911,20.735,5.60133333333,7.3655,5.3665,6.70433333334,6.679,9.95600000001,7.82083333334
408.62,7.04266666666,31.6105,18.9563333333,20.7316666666,5.6045,7.34533333333,5.36858333333,6.731,6.69166666667,9.99650000002,7.78433333333
408.98,7.03583333333,31.7103333334,19.0063333333,20.7225,5.60533333333,7.33716666667,5.36341666666,6.765,6.7015,9.999,7.77066666666
409.34,7.04083333333,31.7535,19.0435,20.747,5.58116666667,7.325,5.35375,6.78633333333,6.685,10.0153333333,7.749
409.70,7.09283333333,31.8398333334,19.1003333334,20.863,5.6355,7.37166666667,5.4105,6.8795,6.72766666666,10.0905,7.75366666666
410.06,7.10333333333,31.8881666666,19.175,20.9035,5.664,7.4015,5.423,6.922,6.78816666667,10.107,7.77816666667
410.42,7.09266666667,31.9506666667,19.1995,20.9738333334,5.682,7.41366666666,5.43,6.937,6.82783333334,10.1381666667,7.78716666666
410.77,7.04866666667,31.9488333333,19.2195,20.9728333333,5.62716666666,7.39166666667,5.404,6.9195,6.78766666667,10.102,7.755
411.13,7.01316666667,31.9326666667,19.1983333333,20.9893333333,5.6095,7.35583333333,5.39525,6.87733333334,6.77666666666,10.0858333333,7.715
411.49,7.0145,31.9716666667,19.1745,21.0633333334,5.602,7.31266666667,5.37941666666,6.8585,6.7395,10.0736666667,7.71666666667
411.85,7.045,32.0391666666,19.1965,21.101,5.6445,7.3445,5.43541666666,6.8925,6.7405,10.1071666667,7.7405
412.21,7.04866666666,32.0885,19.1951666667,21.1793333334,5.6545,7.34166666667,5.43483333333,6.88016666666,6.73416666667,10.1175,7.75966666666
412.57,6.994,32.124,19.2111666667,21.1426666667,5.64333333334,7.346,5.41516666666,6.88216666667,6.69733333333,10.1276666667,7.76933333334
412.92,6.99816666667,32.165,19.2158333333,21.2143333333,5.61416666666,7.339,5.41641666667,6.84933333334,6.68416666667,10.122,7.7795
413.28,6.971,32.2916666667,19.2193333334,21.2408333334,5.61666666667,7.34116666667,5.39116666666,6.83033333334,6.68666666666,10.1101666667,7.80433333334
413.64,6.91766666666,32.334,19.2373333333,21.205,5.56716666667,7.34433333333,5.35641666666,6.76933333333,6.67133333334,10.038,7.79566666667
414.00,6.8975,32.2996666666,19.2078333333,21.2473333333,5.49666666666,7.2945,5.29975,6.68766666667,6.63333333333,10.029,7.76533333333
414.36,6.89783333333,32.3656666667,19.2558333334,21.266,5.4865,7.29116666667,5.2955,6.68433333333,6.6365,10.0698333333,7.76533333334
414.72,6.94266666666,32.4696666666,19.3078333334,21.3111666667,5.53883333333,7.34433333334,5.33416666667,6.737,6.68433333333,10.1335,7.805
415.07,6.98933333333,32.5713333333,19.3903333334,21.3896666667,5.556,7.3815,5.35983333334,6.78383333333,6.73116666667,10.169,7.8425
415.43,6.98966666667,32.5996666667,19.4235,21.3883333334,5.5345,7.38616666666,5.36725,6.78266666666,6.72366666667,10.1618333333,7.8455
415.79,6.96266666667,32.6063333333,19.4191666666,21.4301666666,5.49266666667,7.35833333333,5.34841666666,6.73383333333,6.709,10.1371666667,7.79033333333
416.15,6.97516666667,32.6176666667,19.4386666667,21.4525,5.49966666667,7.37016666667,5.3465,6.73166666666,6.6985,10.1558333333,7.811
416.51,7.03883333334,32.7043333334,19.4765,21.55,5.5165,7.4,5.38625,6.74333333334,6.74083333333,10.1818333333,7.84416666667
416.86,7.02683333333,32.7025,19.4753333334,21.5625,5.5205,7.404,5.4035,6.7305,6.75133333333,10.2155,7.87316666666
417.22,7.01466666666,32.6373333333,19.4873333333,21.5465,5.53316666667,7.43533333334,5.4375,6.74033333334,6.768,10.2285,7.89283333334
417.58,7.02416666666,32.6716666666,19.5081666667,21.58,5.55883333334,7.4325,5.43466666667,6.74666666666,6.78516666666,10.253,7.89816666667
417.94,7.04016666666,32.7113333333,19.4861666666,21.5995,5.59266666667,7.45183333334,5.47841666666,6.8025,6.815,10.2645,7.91516666666
418.29,7.04216666667,32.6971666666,19.481,21.6111666666,5.58716666667,7.4605,5.48383333334,6.76783333334,6.804,10.2523333333,7.9345
418.65,7.034,32.6431666667,19.4445,21.5965,5.59033333333,7.45016666666,5.46241666666,6.7565,6.80466666667,10.235,7.93883333333
419.01,6.995,32.5991666666,19.4085,21.5835,5.56366666667,7.429,5.4685,6.71316666666,6.77016666667,10.2128333333,7.90533333334
419.37,6.99983333333,32.59,19.4128333334,21.5655,5.57533333333,7.44,5.48191666666,6.7125,6.78483333333,10.2395,7.90016666667
419.73,6.98366666667,32.5903333333,19.4036666667,21.5368333333,5.585,7.43566666666,5.48133333333,6.72783333333,6.78766666667,10.235,7.90316666667
420.08,6.96566666667,32.5673333333,19.3678333333,21.5038333334,5.571,7.4065,5.45616666667,6.69333333333,6.76916666667,10.1863333333,7.86916666667
420.44,6.93916666666,32.5261666667,19.324,21.4903333334,5.57466666667,7.39166666666,5.44775,6.66666666666,6.7545,10.1565,7.86283333334
420.80,6.91733333333,32.52,19.3118333334,21.4901666666,5.57783333334,7.36816666667,5.43308333334,6.67116666667,6.722,10.1245,7.83716666667
421.16,6.9095,32.512,19.295,21.5166666666,5.57383333333,7.33583333333,5.42275,6.658,6.701,10.1193333333,7.79583333333
421.51,6.92866666667,32.496,19.2633333334,21.537,5.5915,7.343,5.46008333333,6.67683333334,6.72066666667,10.1365,7.832
421.87,6.91566666667,32.5216666666,19.2776666667,21.5475,5.584,7.34083333333,5.45216666667,6.65116666667,6.70983333334,10.1285,7.82266666667
422.23,6.9295,32.5495,19.2608333333,21.5685,5.58666666667,7.34716666667,5.45175,6.66766666667,6.724,10.1403333333,7.81966666667
422.58,6.92133333334,32.5678333334,19.271,21.5921666667,5.58566666667,7.34183333333,5.467,6.65033333334,6.718,10.1421666666,7.8105
422.94,6.92483333333,32.589,19.2701666667,21.6041666667,5.59183333333,7.34,5.44125,6.654,6.73,10.1275,7.83466666667
423.30,6.92633333333,32.6045,19.2661666667,21.6406666666,5.59683333334,7.36033333333,5.44841666667,6.66816666667,6.74633333333,10.1376666667,7.84883333334
423.66,6.938,32.6003333334,19.268,21.672,5.59466666667,7.36133333334,5.4585,6.649,6.73716666666,10.1408333333,7.84833333334
424.01,6.93183333333,32.6171666667,19.2791666666,21.7045,5.59683333333,7.38266666667,5.47891666667,6.66333333333,6.74216666666,10.1676666667,7.853
424.37,6.95183333333,32.6235,19.2908333334,21.7481666667,5.59683333334,7.3845,5.50008333333,6.66916666667,6.75083333333,10.1973333333,7.8575
424.73,6.98,32.6525,19.299,21.7841666667,5.608,7.4115,5.53116666666,6.6785,6.7815,10.2203333334,7.8795
425.08,7.00816666667,32.7143333333,19.3285,21.8346666667,5.62716666666,7.45083333333,5.552,6.696,6.81416666667,10.2475,7.91633333334
425.44,6.99983333333,32.7408333333,19.3433333333,21.8588333333,5.6095,7.46133333334,5.54833333334,6.68933333334,6.82333333334,10.2648333333,7.9085
425.80,7.03816666667,32.7501666667,19.3715,21.9241666666,5.641,7.502,5.58475,6.72783333333,6.85283333333,10.3041666667,7.94583333333
426.16,7.03066666667,32.7623333333,19.3935,21.9631666667,5.664,7.51383333333,5.61058333334,6.744,6.8665,10.3295,7.96616666666
426.51,7.03933333333,32.7871666666,19.3851666667,22.0005,5.6615,7.52183333333,5.60933333333,6.75533333334,6.87933333333,10.3496666667,7.972
426.87,7.0635,32.8261666666,19.4408333333,22.0741666667,5.688,7.55566666666,5.65516666667,6.78383333334,6.90683333333,10.4106666667,8.00333333334
427.23,7.019,32.835,19.449,22.106,5.66133333333,7.51083333333,5.64683333333,6.74366666666,6.86233333334,10.3886666666,7.988
427.58,7.01816666667,32.899,19.4736666667,22.1453333334,5.66516666666,7.49833333333,5.63508333334,6.75416666667,6.87683333333,10.4153333333,8.00683333334
427.94,7.03833333333,32.993,19.5111666666,22.2235,5.66766666667,7.506,5.63641666666,6.7565,6.886,10.4548333333,8.023
428.30,7.0285,33.0583333333,19.5525,22.2401666667,5.65133333333,7.516,5.61841666667,6.766,6.88983333333,10.4535,8.026
428.65,7.06033333334,33.1418333333,19.6205,22.3226666667,5.68516666667,7.528,5.6185,6.78616666667,6.92133333334,10.5095,8.05466666666
429.01,7.08166666667,33.1616666666,19.6503333333,22.3506666666,5.68483333333,7.49816666666,5.63941666667,6.7935,6.92266666667,10.5373333333,8.07016666667
429.37,7.06833333333,33.2576666666,19.7175,22.374,5.68883333333,7.469,5.62241666666,6.789,6.87683333334,10.538,8.055
429.72,7.03416666667,33.306,19.7535,22.3741666666,5.66383333333,7.43866666667,5.5935,6.76666666667,6.85533333334,10.5413333333,8.01516666666
430.08,7.06,33.3771666667,19.8206666667,22.466,5.67966666666,7.449,5.6,6.78983333334,6.872,10.5856666667,8.0205
430.44,7.1095,33.469,19.9176666666,22.5433333333,5.715,7.47366666667,5.65141666666,6.83716666667,6.882,10.6518333333,8.06816666667
430.79,7.14,33.5575,19.9206666667,22.5685,5.71616666667,7.4805,5.65708333334,6.83716666667,6.8825,10.6898333333,8.05183333333
431.15,7.2075,33.6581666667,19.978,22.6101666667,5.76266666666,7.522,5.68083333334,6.88283333334,6.9465,10.7603333333,8.1135
431.50,7.22833333333,33.724,20.0221666667,22.6468333333,5.76766666667,7.5435,5.692,6.90766666667,6.9525,10.8116666666,8.13366666667
431.86,7.239,33.7446666667,20.0686666666,22.6686666667,5.75616666666,7.53716666667,5.70908333334,6.90066666666,6.96466666667,10.8306666666,8.122
432.22,7.23966666667,33.7853333333,20.0978333333,22.7095,5.7805,7.5495,5.71608333333,6.91683333333,6.96683333333,10.86,8.11466666667
432.57,7.2175,33.8105,20.1166666667,22.701,5.7585,7.542,5.72158333333,6.9135,6.96516666667,10.8656666667,8.102
432.93,7.20666666667,33.902,20.1585,22.7718333334,5.7685,7.55,5.71308333333,6.92233333333,6.96616666666,10.9011666666,8.09733333333
433.29,7.22033333333,33.8973333333,20.1771666666,22.8166666667,5.786,7.57,5.7375,6.949,7.002,10.942,8.115
433.64,7.26716666667,33.9796666667,20.2236666667,22.9016666667,5.82383333334,7.59683333334,5.76908333334,7.00283333333,7.034,10.992,8.16866666667
434.00,7.2335,33.9948333334,20.2208333333,22.8775,5.7865,7.55266666666,5.73408333334,6.97366666667,6.9925,10.9876666667,8.12616666667
434.35,7.20416666666,34.0526666666,20.235,22.905,5.77516666666,7.56383333333,5.72208333334,6.96016666666,7.02,11.0053333334,8.12116666666
434.71,7.1945,34.078,20.2745,22.9548333334,5.792,7.55883333333,5.727,6.98,7.02866666667,11.0286666667,8.12216666667
435.07,7.19683333334,34.127,20.3188333333,22.9991666666,5.80016666667,7.5705,5.73941666666,6.9935,7.02033333333,11.0581666666,8.096
435.42,7.22383333333,34.2036666667,20.3793333334,23.1,5.84416666667,7.6145,5.79083333333,7.0385,7.06416666667,11.0988333334,8.124
435.78,7.263,34.2793333333,20.4281666667,23.1213333334,5.91316666667,7.64616666666,5.80975,7.10583333333,7.116,11.162,8.18066666667
436.13,7.3225,34.383,20.5225,23.2331666666,5.97016666667,7.68066666667,5.85958333333,7.17166666667,7.19383333334,11.2255,8.2325
436.49,7.33283333333,34.4678333334,20.5671666666,23.2925,5.98533333333,7.6835,5.86325,7.17083333333,7.2065,11.2583333333,8.2245
436.84,7.33533333333,34.5291666666,20.5838333333,23.2985,5.9955,7.683,5.855,7.1765,7.21666666667,11.267,8.2345
437.20,7.36633333333,34.6266666666,20.6305,23.3731666667,6.03116666667,7.7205,5.87475,7.20183333333,7.25183333334,11.3153333334,8.251
437.56,7.364,34.6685,20.669,23.3786666666,6.03183333333,7.71566666667,5.88908333333,7.18333333333,7.27116666666,11.334,8.23966666667
437.91,7.4105,34.7578333333,20.7421666667,23.4241666666,6.0805,7.77733333333,5.92341666667,7.22466666666,7.31883333334,11.3701666667,8.28983333334
438.27,7.39966666667,34.772,20.7601666667,23.444,6.075,7.75266666667,5.90466666666,7.21833333333,7.289,11.3791666667,8.264
438.62,7.38,34.8118333333,20.78,23.4675,6.04733333334,7.73466666666,5.87758333334,7.19983333334,7.261,11.355,8.255
438.98,7.368,34.8335,20.7835,23.4956666666,6.03733333333,7.7345,5.85908333333,7.18933333333,7.27016666667,11.3448333333,8.26083333334
439.33,7.3625,34.851,20.8045,23.5016666666,6.0295,7.73266666667,5.84116666666,7.16866666667,7.2655,11.3546666667,8.23566666666
439.69,7.33766666667,34.8683333334,20.7983333334,23.5588333334,6.002,7.70966666667,5.83041666667,7.15333333334,7.2415,11.3425,8.21633333334
440.04,7.30766666667,34.84,20.7833333334,23.5263333333,5.95583333333,7.67816666666,5.78983333334,7.10833333333,7.184,11.3291666667,8.17216666666
440.40,7.28366666667,34.7848333333,20.7541666667,23.5111666666,5.94116666666,7.6485,5.76475,7.08583333333,7.17166666667,11.3161666667,8.1555
440.75,7.2935,34.7801666667,20.7741666667,23.5333333334,5.95066666667,7.664,5.78108333333,7.07316666667,7.179,11.327,8.18016666667
441.11,7.2765,34.7646666667,20.7736666667,23.5066666666,5.94066666667,7.61616666666,5.75,7.0595,7.155,11.3183333334,8.14983333333
441.47,7.25666666667,34.7541666667,20.7508333334,23.5261666666,5.92033333333,7.60016666667,5.73391666666,7.04933333333,7.1275,11.31,8.13833333333
441.82,7.20766666667,34.7468333333,20.7171666667,23.5405,5.87616666667,7.55116666666,5.70983333334,7.0095,7.10016666667,11.2868333333,8.101
442.18,7.2295,34.77,20.7313333334,23.5663333334,5.88033333333,7.57033333333,5.71758333333,6.99816666666,7.0925,11.2983333333,8.10533333334
442.53,7.27533333333,34.7738333333,20.7431666667,23.6085,5.91216666667,7.603,5.75283333334,7.031,7.1265,11.3636666667,8.13916666667
442.89,7.29633333333,34.8118333333,20.7743333333,23.633,5.93066666667,7.59066666666,5.77583333333,7.04416666666,7.129,11.3746666667,8.15933333334
443.24,7.27416666667,34.7846666667,20.7555,23.6056666667,5.90483333334,7.56516666667,5.76883333333,7.0295,7.115,11.3578333333,8.1705
443.60,7.30316666667,34.8061666667,20.7976666667,23.6248333334,5.91266666667,7.5985,5.77866666666,7.024,7.14383333333,11.3681666666,8.17916666667
443.95,7.29216666667,34.8383333333,20.79,23.6361666666,5.93466666667,7.61133333334,5.78075,7.0155,7.14866666667,11.372,8.19233333334
444.31,7.33416666667,34.854,20.8243333334,23.6946666667,5.95266666667,7.69183333334,5.82425,7.05466666667,7.17016666667,11.3946666667,8.22533333334
444.66,7.35616666667,34.8635,20.8373333333,23.7445,5.96333333334,7.7225,5.84158333334,7.089,7.20016666666,11.4215,8.23466666666
445.02,7.3615,34.882,20.8496666667,23.8018333334,5.94433333333,7.7595,5.84783333334,7.0725,7.2035,11.4273333333,8.2555
