wavelength,Back_LanFulm,Belly_LanFulm,Breast_LanFulm,Crissum_LanFulm,Crown_LanFulm,DorTail_LanFulm,Patch10_LanFulm,Rump_LanFulm,Throat_LanFulm,WingTip_LanFulm
359.11,3.17806666667,3.44926666667,2.4416,3.23473333333,2.85373333333,5.68573333333,32.5496,3.0302,2.5982,4.84053333333
359.48,3.21466666667,3.44006666667,2.45073333334,3.22786666667,2.84326666667,5.66153333333,32.5134666667,3.02126666667,2.60373333333,4.82193333333
359.84,3.232,3.47266666667,2.46686666667,3.22706666667,2.84626666667,5.66473333333,32.513,3.04806666667,2.60373333333,4.8164
360.20,3.26026666667,3.4746,2.4774,3.2216,2.8376,5.6554,32.5498,3.0568,2.63346666667,4.82
360.57,3.27453333333,3.47593333333,2.49686666667,3.221,2.84826666667,5.65253333333,32.5347333333,3.07113333333,2.6452,4.82253333333
360.93,3.26553333333,3.4814,2.50593333333,3.2118,2.85473333333,5.68566666667,32.5984666666,3.05266666667,2.628,4.84653333333
361.29,3.2136,3.40153333333,2.4154,3.13166666667,2.7678,5.6192,32.5651333333,3.00473333333,2.57193333334,4.80293333333
361.66,3.22586666667,3.40573333333,2.4182,3.11433333333,2.74506666667,5.60386666667,32.6584,2.99353333333,2.57766666667,4.83086666667
362.02,3.16066666667,3.31113333333,2.34933333333,3.01793333333,2.64446666667,5.52906666667,32.5784,2.89913333333,2.51453333333,4.781
362.39,3.0898,3.21366666667,2.24906666667,2.93233333333,2.54166666666,5.46993333333,32.4770666667,2.8052,2.4416,4.69313333333
362.75,3.024,3.12086666667,2.1838,2.84206666667,2.43546666667,5.42813333333,32.4659333333,2.7284,2.3596,4.65613333333
363.11,2.98006666667,3.03026666667,2.12006666667,2.80013333333,2.35213333333,5.37173333333,32.4606666667,2.6598,2.2868,4.60753333333
363.48,2.8846,2.96073333333,2.04126666667,2.72906666667,2.24393333333,5.296,32.3865333333,2.58973333333,2.20633333333,4.56913333333
363.84,2.77306666666,2.8474,1.9348,2.6152,2.13793333333,5.189,32.3808666667,2.47686666667,2.1192,4.4804
364.20,2.84793333333,2.90793333333,2.00133333333,2.70346666667,2.2042,5.26433333333,32.4512666667,2.5348,2.17446666667,4.56326666667
364.57,2.82166666667,2.8948,1.97493333333,2.71626666667,2.18326666667,5.25966666667,32.4986,2.5012,2.15973333333,4.54766666667
364.93,2.86206666667,2.91153333333,1.96773333333,2.74613333333,2.16866666667,5.24933333334,32.5826666667,2.52066666667,2.16066666667,4.54146666667
365.29,2.89033333333,2.9448,1.97873333333,2.79766666667,2.18226666667,5.23653333333,32.6204,2.52446666667,2.17753333333,4.53606666667
365.66,2.86293333333,2.9002,1.94586666667,2.7838,2.17513333333,5.172,32.5386,2.48846666667,2.14306666667,4.48666666667
366.02,2.9376,2.99146666667,2.03406666667,2.90013333334,2.2646,5.21033333333,32.6390666666,2.58073333333,2.19906666667,4.5394
366.38,2.97633333333,3.02273333333,2.0642,2.91926666667,2.2884,5.20266666667,32.7044,2.60053333333,2.21953333333,4.56673333333
366.75,2.953,3.0374,2.03906666667,2.9144,2.28406666667,5.1636,32.7524,2.5692,2.22166666667,4.54813333333
367.11,2.96533333333,3.10553333333,2.06686666667,2.95153333334,2.3428,5.17073333333,32.7899333333,2.61906666667,2.2634,4.5786
367.47,2.97993333333,3.1488,2.09973333333,2.97486666667,2.41773333333,5.20513333333,32.8936,2.62066666667,2.292,4.5734
367.84,3.09773333333,3.24493333333,2.19406666666,3.07426666667,2.49913333333,5.27226666667,32.9414,2.70086666667,2.36453333333,4.6204
368.20,3.00853333333,3.15366666666,2.08486666667,2.96053333333,2.39666666667,5.17646666667,32.8876,2.64246666667,2.27753333334,4.49833333333
368.56,2.96033333333,3.09053333333,2.02973333333,2.88506666667,2.3226,5.09773333333,32.8039333333,2.623,2.23286666667,4.45506666667
368.93,2.90593333333,3.04173333333,2.02453333333,2.82726666666,2.2956,5.05966666667,32.6341333333,2.5928,2.22913333333,4.42033333333
369.29,2.8866,2.9794,2.03133333333,2.75526666667,2.2572,5.03193333333,32.5895333334,2.56213333333,2.20546666667,4.37946666667
369.65,2.94826666667,3.06733333333,2.0974,2.7976,2.2868,5.11773333333,32.6707333333,2.6164,2.267,4.43026666667
370.01,2.93013333333,3.0472,2.06926666667,2.7412,2.24953333333,5.12493333333,32.6083333333,2.59373333333,2.27613333333,4.39213333333
370.38,2.9728,3.12266666666,2.1202,2.7882,2.30653333333,5.2008,32.6545333334,2.64113333333,2.33266666667,4.43153333333
370.74,2.92446666667,3.08633333333,2.07366666667,2.74033333333,2.2778,5.15926666667,32.636,2.59486666667,2.28973333333,4.35326666667
371.10,2.9072,3.02486666667,2.02246666667,2.6832,2.22933333333,5.14186666667,32.5131333333,2.53833333333,2.24646666667,4.27366666667
371.46,2.91973333333,3.012,2.0136,2.69853333333,2.2286,5.14813333333,32.4940666667,2.568,2.2482,4.27646666667
371.83,2.85906666667,2.9536,1.96533333334,2.64953333333,2.20746666667,5.1272,32.4802,2.5266,2.21853333333,4.24193333333
372.19,2.83646666667,2.91886666667,1.96166666667,2.63446666667,2.18073333333,5.0844,32.5300666667,2.47193333333,2.2138,4.22373333333
372.55,2.8488,2.93306666667,1.99093333333,2.6706,2.211,5.14626666667,32.6235333333,2.46586666667,2.22893333333,4.2424
372.92,2.80373333333,2.85333333333,1.91133333333,2.60506666667,2.1402,5.10053333333,32.6249333333,2.39706666667,2.17486666666,4.18993333333
373.28,2.81646666667,2.87766666667,1.91426666667,2.6174,2.15386666667,5.13726666667,32.6634666667,2.39753333333,2.16746666667,4.2246
373.64,2.80186666667,2.8352,1.88906666667,2.5942,2.14306666667,5.132,32.6990666667,2.38353333333,2.14313333333,4.20826666667
374.00,2.83653333333,2.86093333333,1.90333333333,2.63926666667,2.17606666667,5.14686666667,32.7321333334,2.40506666667,2.15153333333,4.24913333333
374.37,2.833,2.83613333333,1.90693333333,2.6178,2.16513333333,5.12146666667,32.8292666667,2.4054,2.12053333333,4.2612
374.73,2.94066666667,2.94313333333,2.02366666667,2.7204,2.26706666667,5.1958,32.8842,2.52893333333,2.2168,4.38433333333
375.09,2.90673333333,2.94766666666,2.0146,2.7272,2.26893333333,5.1716,32.9172,2.51926666667,2.19046666667,4.36686666667
375.45,2.92153333333,2.97673333333,2.04053333333,2.75993333333,2.29993333333,5.18153333333,32.9482666667,2.5552,2.18606666667,4.39753333333
375.81,2.98453333333,3.04346666667,2.1006,2.83333333333,2.3342,5.20673333333,33.0266666667,2.62673333333,2.22566666667,4.45306666667
376.18,3.01893333333,3.079,2.1094,2.8608,2.35446666667,5.2108,32.9894,2.6526,2.23093333333,4.45753333333
376.54,3.06406666667,3.13173333334,2.12893333333,2.87806666667,2.39393333333,5.2216,32.9736,2.6912,2.2476,4.45226666666
376.90,3.13566666667,3.26073333333,2.22173333333,2.97033333333,2.4968,5.29093333333,33.1274,2.77113333333,2.33306666667,4.52813333333
377.26,3.122,3.28273333333,2.2346,2.98226666667,2.51526666667,5.2636,33.1188666667,2.79986666667,2.35386666667,4.5282
377.63,3.08986666667,3.2688,2.204,2.95746666667,2.48826666667,5.21686666667,33.0852666667,2.78586666667,2.33366666667,4.50006666667
377.99,3.03253333333,3.20786666667,2.15893333333,2.883,2.421,5.1512,33.0624,2.7324,2.27746666667,4.4316
378.35,3.0064,3.18013333333,2.1298,2.86433333333,2.39433333334,5.12246666667,33.005,2.7114,2.26106666667,4.3758
378.71,2.93733333333,3.0978,2.0658,2.80033333333,2.33006666667,5.0602,32.958,2.64126666667,2.203,4.30046666667
379.07,2.91666666667,3.0844,2.06013333333,2.78053333333,2.2902,5.03813333333,33.0291333333,2.61833333333,2.19846666667,4.31026666667
379.44,2.868,3.026,1.9906,2.6942,2.19693333333,4.98253333333,33.0009333333,2.53046666667,2.17126666667,4.2584
379.80,2.84393333333,3.00753333333,1.97033333333,2.6644,2.19526666666,4.9644,33.013,2.49753333333,2.14886666667,4.22906666667
380.16,2.8382,3.0404,2.0068,2.6768,2.2264,5.0106,33.0839333333,2.51326666667,2.18613333334,4.26853333333
380.52,2.86673333333,3.06746666667,2.03333333333,2.70433333333,2.24086666667,5.02513333333,33.1668,2.54526666667,2.2368,4.32913333333
380.88,2.85393333333,3.04706666667,2.03526666666,2.7262,2.22506666667,5.0094,33.1616666667,2.5522,2.23406666667,4.3258
381.24,2.8484,3.0386,2.02973333333,2.73466666667,2.219,5.0256,33.1642,2.5536,2.238,4.31193333333
381.61,2.8252,3.03806666667,2.0408,2.73913333333,2.21893333333,5.0344,33.2071333333,2.52933333333,2.23153333333,4.30453333333
381.97,2.81153333333,3.0492,2.02646666667,2.73693333333,2.22406666667,5.02373333333,33.2058,2.53226666667,2.23133333333,4.3042
382.33,2.79773333334,3.0136,2.0054,2.717,2.19953333333,4.9864,33.2061333333,2.513,2.2376,4.30293333333
382.69,2.84666666667,3.05093333333,2.04546666667,2.77153333333,2.2376,5.0272,33.2326666667,2.5482,2.26733333333,4.34153333333
383.05,2.8992,3.08926666667,2.09613333333,2.82546666667,2.29253333333,5.07906666667,33.2632,2.62473333333,2.31306666667,4.3852
383.41,2.92586666667,3.1062,2.14833333333,2.87866666667,2.34093333333,5.10666666667,33.3016666667,2.6894,2.33553333334,4.41386666667
383.77,2.93993333333,3.11386666667,2.18053333333,2.92593333333,2.3802,5.13453333333,33.2863333333,2.72226666667,2.37866666667,4.4654
384.14,2.96066666667,3.11133333333,2.1992,2.9438,2.4026,5.1412,33.2765333333,2.73893333333,2.3906,4.48653333333
384.50,2.92246666667,3.0596,2.1644,2.901,2.36793333333,5.10206666667,33.2457333333,2.68886666667,2.34566666667,4.4196
384.86,2.90686666667,3.0412,2.1316,2.86646666667,2.35466666667,5.08033333333,33.2110666667,2.667,2.3418,4.4026
385.22,2.93746666667,3.06626666667,2.14646666667,2.87386666667,2.36266666667,5.07786666667,33.2607333333,2.67306666667,2.3404,4.42006666667
385.58,2.95373333334,3.09006666667,2.14686666667,2.8712,2.37906666667,5.09073333333,33.2812,2.6988,2.34006666667,4.4162
385.94,3.01053333333,3.1272,2.19946666667,2.92093333333,2.42513333333,5.12526666667,33.311,2.73073333333,2.3714,4.45806666667
386.30,3.04653333333,3.18793333333,2.23166666667,2.9562,2.47646666667,5.1768,33.3582,2.76173333333,2.38933333333,4.50066666667
386.66,3.0176,3.18286666667,2.18646666667,2.9128,2.44713333333,5.14806666667,33.3702,2.7286,2.35633333333,4.4718
387.03,3.01233333333,3.19313333333,2.1792,2.9034,2.43686666666,5.13493333333,33.3651333333,2.70346666667,2.353,4.4702
387.39,3.0366,3.24566666666,2.20553333333,2.92773333333,2.4608,5.16373333333,33.375,2.73226666667,2.38273333333,4.4964
387.75,3.04813333333,3.2846,2.21526666667,2.93186666667,2.45,5.17913333333,33.4524,2.7488,2.38466666667,4.4994
388.11,3.0576,3.3156,2.21826666667,2.9486,2.44966666667,5.18386666667,33.4758666667,2.7658,2.38113333333,4.4878
388.47,3.09166666667,3.3526,2.24833333333,2.99033333333,2.48393333333,5.216,33.5346,2.80666666667,2.41946666667,4.52406666667
388.83,3.0988,3.34833333333,2.24593333333,2.9878,2.49613333334,5.2024,33.5459333333,2.80373333333,2.4086,4.5066
389.19,3.13313333333,3.40573333333,2.26773333333,3.0394,2.5458,5.25506666667,33.5880666667,2.84633333333,2.45793333333,4.5458
389.55,3.14833333333,3.41573333333,2.27466666667,3.06613333333,2.5534,5.26033333333,33.6638,2.8496,2.48793333333,4.574
389.91,3.14986666667,3.4286,2.27813333333,3.0888,2.56473333333,5.28733333333,33.7599333333,2.884,2.5144,4.59506666667
390.27,3.15233333334,3.44006666667,2.28086666667,3.1122,2.57006666667,5.2792,33.7596,2.91006666667,2.53173333333,4.59293333333
390.63,3.18933333333,3.4746,2.31313333333,3.14666666667,2.60273333333,5.312,33.833,2.95733333333,2.56713333333,4.63506666667
391.00,3.21953333333,3.4802,2.3414,3.17286666667,2.63473333333,5.34293333333,33.8697333333,2.98633333333,2.59086666666,4.65006666667
391.36,3.22993333333,3.47273333333,2.34766666667,3.17186666667,2.668,5.35293333333,33.8692666667,2.9874,2.58973333333,4.65406666667
391.72,3.23166666667,3.45113333333,2.36213333333,3.17413333333,2.69746666667,5.36213333334,33.8506,2.9876,2.59266666667,4.6656
392.08,3.215,3.42653333333,2.3526,3.157,2.69433333333,5.35926666667,33.8568,2.98193333333,2.59073333333,4.662
392.44,3.1706,3.38966666667,2.32546666667,3.121,2.64913333333,5.31773333333,33.8112,2.94906666667,2.5524,4.625
392.80,3.177,3.41133333333,2.35853333333,3.11933333333,2.64613333333,5.3458,33.8377333333,2.96333333333,2.57093333333,4.6414
393.16,3.1502,3.35713333333,2.34046666667,3.08286666667,2.59706666667,5.30446666667,33.8528666667,2.93493333333,2.55573333333,4.61166666667
393.52,3.16706666667,3.37313333333,2.3638,3.10166666667,2.60073333333,5.32473333333,33.8379333333,2.97613333333,2.57973333333,4.62526666667
393.88,3.1578,3.3604,2.3572,3.07513333333,2.57153333333,5.2914,33.8236666667,2.96493333333,2.55966666667,4.60793333333
394.24,3.16246666666,3.354,2.36746666667,3.05806666667,2.5528,5.29533333333,33.8252,2.94993333333,2.5476,4.6054
394.60,3.15433333333,3.33473333333,2.3678,3.04053333333,2.53646666667,5.28733333333,33.7912666667,2.945,2.54153333334,4.59653333333
394.96,3.1376,3.3362,2.35706666667,3.0232,2.52193333333,5.27293333333,33.7848666667,2.93986666667,2.54866666667,4.59533333333
395.32,3.13886666667,3.32893333333,2.3698,3.0176,2.48593333333,5.24986666667,33.8536,2.93446666667,2.54853333333,4.59553333334
395.68,3.13726666667,3.33986666667,2.3804,3.01153333333,2.46413333333,5.2346,33.8654666667,2.9386,2.55053333333,4.57853333333
396.04,3.1012,3.30166666667,2.34273333333,2.9666,2.41986666667,5.18706666667,33.8816666667,2.89966666667,2.509,4.54753333333
396.40,3.107,3.30646666667,2.33933333333,2.96693333333,2.41346666667,5.1712,33.9358666666,2.89006666667,2.50366666667,4.54086666667
396.76,3.12526666667,3.32353333333,2.34846666667,2.9918,2.44466666667,5.18633333333,33.9608,2.90753333333,2.51206666667,4.57406666667
397.12,3.1482,3.3608,2.37986666667,3.02826666667,2.48726666667,5.2108,33.9600666667,2.93713333333,2.53746666667,4.61186666667
397.48,3.15713333333,3.36686666667,2.3988,3.037,2.50533333333,5.20586666667,33.8902,2.91766666667,2.53573333333,4.60513333333
397.84,3.15353333333,3.38406666667,2.4162,3.03633333333,2.52406666667,5.23226666667,33.9514666667,2.90246666667,2.5452,4.61746666667
398.20,3.15166666667,3.3898,2.43193333333,3.05146666667,2.54246666667,5.233,34.0094666667,2.9244,2.57326666667,4.6176
398.56,3.1652,3.40926666667,2.4644,3.08546666667,2.5722,5.24713333333,34.0502,2.93086666667,2.61706666667,4.6228
398.92,3.19706666667,3.42326666667,2.48626666667,3.11506666667,2.60613333334,5.25566666667,34.0921333333,2.93873333333,2.62326666667,4.63926666667
399.28,3.2034,3.43686666667,2.48173333333,3.12966666667,2.6228,5.24826666667,34.0894666667,2.9388,2.64693333333,4.63526666667
399.64,3.18146666667,3.40386666667,2.4294,3.08906666667,2.58006666667,5.21966666667,34.0853333333,2.9112,2.61593333333,4.6104
400.00,3.17133333334,3.40613333333,2.42813333333,3.09826666667,2.5774,5.22073333333,34.0734,2.89693333333,2.61546666667,4.60013333333
400.36,3.12746666667,3.3796,2.39413333333,3.06453333333,2.5668,5.20973333333,34.0113333333,2.86813333333,2.58246666667,4.57226666667
400.72,3.09013333333,3.33566666667,2.35533333333,3.0206,2.5202,5.1608,33.9766,2.83693333333,2.54713333333,4.52453333333
401.08,3.05326666667,3.3006,2.32146666667,2.97333333333,2.48233333333,5.1386,33.956,2.79846666666,2.5118,4.46386666667
401.44,3.0402,3.29513333333,2.31466666666,2.96326666666,2.46933333333,5.13033333333,34.0208666667,2.80553333333,2.50733333333,4.45933333333
401.80,3.0428,3.2846,2.31793333333,2.97986666667,2.4706,5.12193333333,33.9659333333,2.82686666667,2.51953333333,4.44546666667
402.16,3.0488,3.26566666667,2.31513333333,2.98386666667,2.47706666667,5.14073333333,33.9636,2.82933333333,2.50993333333,4.46166666667
402.52,3.02353333333,3.2478,2.2968,2.96453333333,2.4634,5.1316,33.9698666667,2.828,2.4844,4.4534
402.88,2.9984,3.2266,2.29033333333,2.94693333333,2.44553333333,5.13726666667,33.9902666667,2.83126666667,2.48586666667,4.43466666667
403.24,2.9832,3.21093333333,2.2864,2.93913333333,2.446,5.157,33.9894666667,2.81706666667,2.46993333333,4.42453333333
403.60,3.03213333333,3.2588,2.35153333333,3.00433333333,2.52126666667,5.2114,34.0487333333,2.86506666667,2.52146666667,4.4838
403.95,3.06246666666,3.2846,2.39446666667,3.03126666667,2.5584,5.246,34.0851333333,2.9148,2.55826666667,4.53213333334
404.31,3.07686666667,3.30666666667,2.43613333333,3.0738,2.5854,5.26593333333,34.0844666667,2.93873333333,2.59573333333,4.56013333334
404.67,3.08393333333,3.31513333333,2.4492,3.09066666667,2.601,5.2712,34.0857333333,2.948,2.60473333333,4.5678
405.03,3.07986666667,3.31166666667,2.45526666667,3.1014,2.60613333333,5.2772,34.0538666667,2.95853333333,2.608,4.58146666667
405.39,3.0712,3.2956,2.44866666667,3.10726666667,2.60493333333,5.27466666667,34.0409333333,2.96053333333,2.60186666667,4.59653333333
405.75,3.06146666667,3.292,2.4488,3.10553333333,2.60626666667,5.27446666667,34.0383333333,2.9464,2.59866666667,4.60953333333
406.11,3.079,3.31886666667,2.465,3.12126666667,2.62453333333,5.2892,34.081,2.95473333333,2.62793333333,4.6274
406.47,3.13186666667,3.36453333333,2.51153333333,3.16533333333,2.67406666667,5.33633333333,34.1372,2.98826666667,2.67113333333,4.67
406.83,3.1388,3.36753333334,2.5158,3.17526666667,2.66953333333,5.3218,34.1077333333,2.99006666666,2.66693333333,4.68033333333
407.19,3.13513333333,3.37333333333,2.5108,3.1812,2.66593333333,5.31153333333,34.1152,3.00253333333,2.66893333333,4.694
407.55,3.11526666667,3.38333333333,2.4902,3.17646666667,2.6488,5.29273333333,34.0910666667,2.994,2.66213333333,4.66646666667
407.90,3.11426666667,3.38506666667,2.476,3.1672,2.64,5.27906666667,34.0706,2.96946666667,2.65173333333,4.64366666667
408.26,3.15713333333,3.42666666667,2.51106666667,3.1896,2.66826666667,5.32493333333,34.1606,3.0176,2.68146666667,4.68873333333
408.62,3.1652,3.4428,2.5288,3.2036,2.67206666667,5.34366666667,34.2326,3.0272,2.6868,4.698
408.98,3.166,3.45673333333,2.54133333333,3.197,2.67886666667,5.3458,34.3054666667,3.0134,2.684,4.69146666667
409.34,3.12906666667,3.4202,2.502,3.15286666667,2.635,5.31166666667,34.314,2.9694,2.6456,4.6396
409.70,3.1652,3.44933333333,2.527,3.19026666667,2.661,5.35073333333,34.3492666667,3.00213333333,2.67233333333,4.6474
410.06,3.14793333333,3.461,2.53233333333,3.188,2.66153333333,5.3468,34.3504666667,3.01133333333,2.672,4.63333333333
410.42,3.103,3.42706666667,2.50213333334,3.17326666667,2.62313333334,5.29513333333,34.2878666667,2.99373333333,2.642,4.5966
410.77,3.10026666667,3.426,2.50253333333,3.17986666666,2.61493333333,5.29513333333,34.3188,2.98873333333,2.64113333333,4.59773333333
411.13,3.08533333333,3.409,2.4858,3.1704,2.60186666667,5.2742,34.3185333333,2.97346666667,2.62053333333,4.5736
411.49,3.05173333333,3.35006666667,2.45873333333,3.12366666667,2.5552,5.2396,34.3054,2.9204,2.57653333333,4.5446
411.85,3.0516,3.3374,2.468,3.13386666667,2.5546,5.24226666667,34.3463333333,2.93533333333,2.58306666667,4.55086666667
412.21,3.02433333333,3.28253333333,2.4326,3.10586666667,2.51773333333,5.20313333333,34.2886,2.89146666666,2.55473333333,4.5094
412.57,3.02553333333,3.2732,2.4276,3.09573333333,2.50153333333,5.20406666667,34.3159333333,2.89326666667,2.56593333333,4.5128
412.92,3.045,3.25513333333,2.4266,3.10006666667,2.4866,5.19633333333,34.3145333333,2.907,2.5704,4.52566666667
413.28,3.06266666667,3.27673333333,2.44126666667,3.1202,2.513,5.20186666667,34.3456,2.91906666667,2.58733333333,4.542
413.64,3.04426666667,3.25353333333,2.42233333333,3.10106666667,2.5152,5.1834,34.3468,2.91086666667,2.58173333333,4.539
414.00,3.04913333333,3.2402,2.41746666667,3.0958,2.50633333333,5.17046666667,34.2876,2.9006,2.5738,4.5384
414.36,3.04606666667,3.2554,2.421,3.08073333333,2.5076,5.18746666667,34.3159333333,2.89093333333,2.57633333333,4.54126666667
414.72,3.00566666667,3.22813333333,2.38666666667,3.026,2.4804,5.159,34.2916,2.87353333333,2.55053333334,4.50533333333
415.07,3.0028,3.22573333333,2.39246666667,3.01586666667,2.4704,5.1582,34.3005333333,2.8706,2.55473333333,4.4972
415.43,3.02166666667,3.25373333333,2.41,3.03846666667,2.48706666667,5.1742,34.3163333333,2.90113333333,2.59146666667,4.5116
415.79,3.0144,3.2546,2.4084,3.04253333333,2.48313333333,5.16986666667,34.3128,2.89606666667,2.57953333333,4.5212
416.15,3.05513333333,3.29693333333,2.43893333333,3.0812,2.52373333333,5.21606666667,34.3748,2.93826666667,2.6066,4.56726666667
416.51,3.0594,3.31106666666,2.45786666667,3.10153333333,2.54946666667,5.2226,34.3586666667,2.95253333333,2.60926666667,4.58693333333
416.86,3.05726666667,3.33726666667,2.45306666667,3.11026666667,2.56646666667,5.23753333333,34.3805333333,2.95706666667,2.61073333333,4.60073333333
417.22,3.04713333333,3.3198,2.45346666667,3.09693333333,2.54633333333,5.23626666667,34.332,2.95053333333,2.59986666667,4.5928
417.58,3.01686666667,3.2994,2.43033333333,3.07193333333,2.5112,5.20966666667,34.2968,2.91813333333,2.57306666667,4.566
417.94,3.0076,3.30113333333,2.42973333333,3.07886666666,2.51073333333,5.2116,34.3274666667,2.91053333333,2.57646666667,4.57126666667
418.29,3.02446666667,3.30113333333,2.442,3.097,2.5238,5.21293333333,34.3476,2.9146,2.58626666667,4.5838
418.65,3.04166666667,3.3274,2.47093333333,3.133,2.55606666667,5.24366666667,34.3557333333,2.9302,2.6152,4.6166
419.01,3.04653333333,3.33126666667,2.47853333333,3.14166666667,2.5764,5.26646666667,34.3730666667,2.936,2.629,4.63493333333
419.37,3.03673333333,3.32333333334,2.47186666667,3.14186666667,2.58066666667,5.2594,34.3607333333,2.92773333333,2.61773333334,4.63806666666
419.73,3.032,3.32153333333,2.469,3.13946666667,2.57486666667,5.2612,34.3517333333,2.91953333333,2.6216,4.62873333333
420.08,3.01766666667,3.3128,2.4766,3.13013333333,2.57266666667,5.2544,34.3618666667,2.9162,2.62046666667,4.63013333334
420.44,3.0008,3.29366666667,2.4674,3.11546666667,2.5602,5.23953333333,34.3420666667,2.90433333333,2.61433333333,4.61566666667
420.80,2.988,3.27386666667,2.4716,3.1096,2.55306666667,5.22633333333,34.3083333333,2.89566666667,2.61106666667,4.60506666667
421.16,2.99653333333,3.28573333333,2.48246666667,3.12386666667,2.57473333333,5.2332,34.3202666667,2.903,2.62286666667,4.6226
421.51,2.99406666667,3.28073333333,2.48753333333,3.13086666667,2.5782,5.23126666667,34.3376666667,2.9056,2.63106666667,4.63133333333
421.87,2.98946666667,3.26606666667,2.48206666667,3.1206,2.57133333333,5.2278,34.3495333333,2.90426666667,2.62906666667,4.62633333333
422.23,2.9708,3.25333333333,2.47533333333,3.09986666667,2.55986666667,5.2262,34.3513333333,2.9008,2.62546666667,4.61833333333
422.58,2.95786666667,3.23806666667,2.46566666667,3.0942,2.5482,5.2206,34.3503333333,2.89606666667,2.61953333333,4.60693333333
422.94,2.9476,3.22546666667,2.4642,3.08286666666,2.53893333333,5.2024,34.3192,2.8858,2.61706666667,4.59926666667
423.30,2.9496,3.22846666667,2.48246666667,3.08953333333,2.54893333333,5.21493333333,34.3461333334,2.89513333333,2.6324,4.60946666667
423.66,2.9502,3.23133333333,2.49313333333,3.09686666666,2.56026666667,5.22266666667,34.3544,2.90533333333,2.64393333333,4.62153333334
424.01,2.9472,3.231,2.4908,3.09793333333,2.56366666667,5.22573333333,34.3396666667,2.90893333333,2.6494,4.61786666667
424.37,2.95333333333,3.2382,2.491,3.10346666667,2.5756,5.2354,34.3328,2.9146,2.65646666667,4.6294
424.73,2.95133333333,3.23513333333,2.49133333333,3.0978,2.57553333333,5.23606666667,34.334,2.91353333333,2.65553333333,4.636
425.08,2.94833333334,3.2366,2.49313333333,3.09486666667,2.57626666667,5.24353333333,34.3310666667,2.9194,2.66833333333,4.63773333333
425.44,2.9454,3.2386,2.49426666666,3.0878,2.57346666667,5.24866666667,34.3350666666,2.9182,2.66773333333,4.64013333333
425.80,2.9366,3.23253333333,2.49526666667,3.08193333333,2.57013333333,5.2436,34.3009333333,2.9174,2.66126666667,4.63493333334
426.16,2.93126666667,3.21626666667,2.48573333334,3.08126666667,2.56226666667,5.23173333333,34.2665333333,2.91353333333,2.648,4.62913333333
426.51,2.93253333333,3.21533333333,2.4922,3.08173333333,2.56273333333,5.23093333333,34.2927333333,2.913,2.64506666667,4.63833333333
426.87,2.90013333333,3.19793333334,2.46453333333,3.0624,2.53413333333,5.21086666667,34.2880666667,2.8952,2.61826666667,4.6122
427.23,2.8796,3.1766,2.44386666667,3.042,2.51366666667,5.19366666667,34.2715333333,2.8746,2.5984,4.59226666667
427.58,2.8812,3.1716,2.4466,3.0364,2.5166,5.19246666667,34.2600666667,2.8852,2.5986,4.593
427.94,2.8666,3.16186666667,2.429,3.0322,2.5028,5.17233333333,34.2313333333,2.86433333333,2.58926666667,4.58406666667
428.30,2.85666666667,3.1528,2.42213333333,3.03746666667,2.4924,5.16693333333,34.2618666667,2.85793333333,2.5882,4.56553333333
428.65,2.85973333333,3.16466666667,2.43293333333,3.05586666667,2.50546666667,5.1756,34.2990666667,2.86146666666,2.60513333333,4.5692
429.01,2.857,3.1562,2.42973333333,3.06166666667,2.50546666667,5.17113333333,34.3213333333,2.85513333333,2.6002,4.5678
429.37,2.849,3.15046666667,2.42666666667,3.054,2.50626666667,5.16746666667,34.3104666667,2.8502,2.58626666667,4.55773333334
429.72,2.84753333333,3.15146666666,2.42726666667,3.05613333333,2.51186666667,5.1706,34.3074,2.84593333333,2.57973333333,4.54873333333
430.08,2.8498,3.16673333333,2.43366666667,3.06846666666,2.5196,5.18366666667,34.3546,2.84953333333,2.59293333333,4.55713333333
430.44,2.8514,3.16953333333,2.4246,3.0634,2.51913333333,5.1694,34.3642,2.84586666667,2.59306666667,4.546
430.79,2.89146666667,3.20353333333,2.4564,3.0994,2.5548,5.19886666666,34.3898666667,2.87266666667,2.62713333333,4.5834
431.15,2.91586666666,3.2388,2.482,3.12313333333,2.5718,5.2178,34.4016666667,2.90266666667,2.64893333333,4.6032
431.50,2.88046666667,3.2072,2.45473333333,3.10066666667,2.52966666667,5.1746,34.3882,2.8578,2.6102,4.56593333333
431.86,2.87973333333,3.20733333333,2.45686666667,3.0922,2.52233333333,5.17433333333,34.3890666667,2.85673333333,2.60446666667,4.56293333333
432.22,2.88513333333,3.21273333333,2.47013333333,3.08773333333,2.52133333333,5.18346666667,34.3595333333,2.85753333333,2.61133333333,4.5756
432.57,2.89886666667,3.22313333333,2.48446666667,3.10393333333,2.52946666666,5.20013333333,34.3631333333,2.87706666667,2.6272,4.59106666667
432.93,2.85826666667,3.18846666667,2.45133333333,3.06533333333,2.4802,5.16173333334,34.3423333333,2.84193333333,2.58926666667,4.54653333333
433.29,2.856,3.17806666667,2.444,3.05993333334,2.47193333333,5.14113333333,34.3216,2.83533333333,2.58706666667,4.54093333333
433.64,2.87226666667,3.1974,2.4522,3.08146666667,2.48213333333,5.14513333333,34.3421333333,2.84613333333,2.6016,4.561
